MAT.1.1	Ie sab naam Jiesoe Kriest ke baap-daada log ke hai. Oe Daawied aur Aabraaham ke aulaad hai.
MRK.9.7	Tab baadar oesabke tjhaais aur oman se ekgo aawaadj soenaail. Koi Jiesoe ke baare me bolies: „Ie hamaar pjaara Beta hai. Okar baat soeniehe.” 
MRK.9.8	Tab atjakke me tjela log sagaro taakies aur Mosas aur Elia ke na dekhies. Oesab alop hoi gail raha aur khaalie Jiesoe oelogke lage raha.
MRK.9.9	Koetjh der baad djab oesab pahaar se nietje djaat raha tab oe bolies: „Djab talak iensaan ke Beta maral manai me se na djie oethiega toelog koi se na bataihe hia ka bhail hai.” 
MRK.9.10	Ohie khaatien oelog ie sab tjiedj ke baare me na batiaat raha. Bakie oesab apane me poetjhies: „Maral manai me se djie oethe ke matlab ka hai?”
MRK.9.11	Tab oesab ose poetjhies: „Dharam ke parhal logan kaahe ke bole hai kie Kriest se pahiele Elia aaiga?” 
MRK.9.12	Tab oe bolies: „Ha, Elia pahiele aaiga aur sab tjiedj phien se attjha kariega. Aur dekh iensaan ke Beta ke baare me ka liekhal hai. Oke tjaahie dher doekh oethaawe ke aur manai log oke nietja maaniega. 
MRK.9.13	Bakie ham toelogse boliela kie Elia aai tjoekal hai. Aur manai log okar natiedja karies djaise oesab maangat raha. Parmeswar ke poestak me liekhal gail raha kie aisahie ose hoiga.”
MRK.9.14	Djab Jiesoe aur okar tien tjela log ekwa tjela log ke lage lautke aail raha, tab dekhies kie oelog ekaat dharam ke parhal waalan se moeh laraawe hai. Dher doesar manai oesabke aas-paas thara raha.
MRK.9.15	Djab djhoend log Jiesoe ke aawat dekhies tab oesab bahoet atjambho hoi gail aur haldie se tjalke okar lage gail aur bolies: „Maastar djie, aap kaise baato?” 
MRK.9.16	Tab oe bolies: „Attjha,” aur poetjhies: „Toelogan kaun tjiedj ke baare me baat-tjiet karat rahiele?” 
MRK.9.17	Tab djhoend me se ek djane bolies: „Maastar djie, ham aapan beta tor lage lailie. Oke ekgo bhoet pakaries hai, ohie khaatien oe na batiaai paawe hai. 
MRK.9.18	Djab bhoet oke djiet lewe hai, tab oke nietje patak dewe hai. Okar moeh me se phetjkoer niekare hai, oe aapan daat kierkieraawe hai aur okar dehie ekdam karer hoi dja hai. Ham tor tjela log se poetjhlie bhoet ke niekaare ke, bakie oesab na niekaar paais.” 
MRK.9.19	Tab Jiesoe hoewa ke manai log se bolies: „Are, be-bieswaasie logan! Hamke kai dien talak toelogke sanghe rahe ke parie? Ham kab talak toelogke be-bieswaas sahab?” Aur bolies: „Attjha, larka ke hia laaw.”
MRK.9.20	Oesab oke laais. Tab djab bhoet Jiesoe ke dekhies tab larka ke dehie karer kar deis. Tab oe nietje gierke lote lagal aur phetjkoer okar moeh me se niekare lagal. 
MRK.9.21	Tab Jiesoe okar baap se poetjhies: „Kai dien se aise howe hai?” Tab baap bolies: „Tjhotahie se. 
MRK.9.22	Oe oke bhie dher dafe aagie aur paanie me gieraais hai oke maar dhaare khaat. Djab toe ekare khaatien koetjh kar sakiehe tab toe hamlog par daaja kar aur oke attjha kar deihe.” 
MRK.9.23	Tab oe bolies: „Toe kaahe khaat bole hai: ‘Djab toe koetjh kar sakiehe’? Dje Parmeswar me bieswaas kare hai, oe sab koetjh kar sake hai.” 
MRK.9.24	Tab aadmie toerant bolies: „Ham to bharosa kariela, bakie hamaar bieswaas tjhota hai. Hamke sahaaita kar auro bieswaas kare ke!”
MRK.9.25	Tab djab Jiesoe dekhies kie auro manai aawe hai, tab oe bhoet ke daaties djaun launda ke bahier aur goenga karies raha. Oe bolies: „Niekar dja aur oke ab se kabhie na pakariehe!” 
MRK.9.26	Tab bhoet djor se tjiellaaike, aur launda ke khoeb djhakdjhorke tjhor deis. Aur larka djaise maral paral raha. Tab manai logan bole lagal kie: „Oe mar gail hai.” 
MRK.9.27	Bakie Jiesoe okar haath pakarke thara karies.
MRK.9.28	Koetjh der baad djab Jiesoe aur okar tjela log ekgo ghar me gail raha aur ekwa manai tjal gail raha, tab tjela log ose poetjhies: „Kaise bhoetwa ke hamlog na bhagaai pailie?” 
MRK.9.29	Tab oe bolies: „Ie rakam bhoet khaalie praatna se bhagaawal djaai sake hai.”
MRK.9.30	Jiesoe aur okar tjela log hoewa se Gaalielea diehaat gail. Oe na maangat raha kie manai log djaane oe kaaha dja hai. 
MRK.9.31	Oe maangat raha khaalie aapan tjela log ke siekhaawe. Oe bolies: „Iensaan ke Beta doesman ke haath me saup dewal djaaiga aur oesab oke maar dhaarie. Tab tien rodj baad oe phien se djie oethiega.” 
MRK.9.32	Bakie tjela log okar baat na samadjh paais aur oesab dar ke maare na poetjhies.
MRK.9.33	Tab oesab Kaapernaum sahar me aail. Djab oelog ghare pahoetjal tab Jiesoe oesabse poetjhies: „Toelog rasta par kaun tjiedj ke baare me batiaat rahiele?” 
MRK.9.34	Bakie oesab koetjh na bolies. Oesab to apane me takaraar karat raha kie oelog me se barkwa ke hai. 
MRK.9.35	Tab Jiesoe gail baithe, aur tjela log se bolies: „Dje maange hai barkwa howe, oke tjaahie apane ke sab se tjhota maane ke aur naukar ghat banke rahe ke.” 
MRK.9.36	Tab oe ekgo larka ke bolaaike oelogke bietj me laais aur oke dapkaaike oelogse bolies: 
MRK.9.37	„Dje aisan tjhota larka ke hamaar hoekoem par apana lewe hai, oe hamke apanaawe hai. Aur dje aise kare hai, oe na khaalie hamke apana lewe hai, bakie bhie oke djaun hamme pathaais hai.”
MRK.9.38	Tab Johaanas bolies: „Maastar djie, hamlog dekhlie kaise ek aadmie tor naam leike bhoet logan ke khaderat raha. Bakie oe hamlog me ke na hai, ohie khaat hamlog maangat rahielie oke mienaahie kare.” 
MRK.9.39	Bakie oe bolies: „Oke na rokiehe. Dje hamaar naam leike atjambho kaam karie, oe na oelte hamaar niendara kar sakiega. 
MRK.9.40	Dje hamaar rasta par koi ke na rokaai, oe hamlog me ke hai. 
MRK.9.41	Ham toelogse satj boliela kie djab koi djaane hai kie toelog Kriest me saamiel baate aur ohie khaat toelogke ek gielaas paanie dei, Parmeswar oke djaroer ienaam deiga.”
MRK.9.42	Oe larka ke dekhaaike bolies: „Dje aisan tjhota bieswaasie se paap karwaaiga, okare lieje auro barhia rahat djab ekgo barka ieta gatai me baanhke oe samoendar me biegal djaat. 
MRK.9.43	Djab tor haath tose paap karwaawe hai, tab oke kaatke bieg de. Bestar hai ek haath se Parmeswar lage djaai ke aur na doeno leike narak me pahoetje ke. Hoewa par aagie me djariehe djaun kabhie na boetiega. [ 
MRK.9.44	Hoewa par hardam kierwa pariega aur aagie kabhie na boetiega.] 
MRK.9.45	Djab tor gor toke kharaab rasta par ledja hai, tab kaatke bieg de. Bestar hai kie toe langaraate Parmeswar ke paas pahoetj djaihe aur na doei gor leike narak me phekal djaihe. [ 
MRK.9.46	Hoewa par hardam kierwa pariega aur aagie kabhie na boetiega.] 
MRK.9.47	Aur djab tor ek aakhie tose paap karwaawe hai, tab notjke bieg de. Bestar hai kie toe ek aakhie leike Parmeswar ke raadj me djaihe nahie to doeno aakhie leike narak me khaderal djaihe. 
MRK.9.48	Hoewa par hardam kierwa pariega aur aagie kabhie na boetiega.
MRK.9.49	Har ek ke tjaahie djaise aagie se adjmaawal djaai ke. 
MRK.9.50	Niemak ek barhia tjiedj hai, bakie djab oman sawaad na rahie, tab kaun tjiedj se sawaad miel sakie? Toelog tjatak niemak ghat aur apane me miel-djoelke rahoe.”
MRK.10.1	Tab Jiesoe oethke hoewa se tjal gail aur aapan tjela log ke leike Joedea galie aur bagal ke diehaat Jordaan nadie ke habara gail. Aur phien se dher manai log okar paas aail. Aur djaise oe hardam Parmeswar ke baare me siekhaawat raha, oisane oe hoewa par bhie soeroe karies siekhaawe ke.
MRK.10.2	Tab ekaatgo Fariesie aaike maangat raha dekhe kie oe Parmeswar ke baat oelta siekhaawe hai kie na. Oesab ose poetjhies: „Toe ka sotje hai, djab ekgo aadmie aapan aurat ke tjhor dewe hai, tab oe Mosas ke kaanoen toere hai kie na?” 
MRK.10.3	Tab oe poetjhies: „Mosas ie tjiedj ke baare me ka liekhies raha?” 
MRK.10.4	Tab oesab bolies: „Oe liekhies raha kie ekgo aadmie ke tjaahie ekgo kaagadj par liekhe ke: ‘Ab ham ie aurat ke tjhor deilie hai.’ Tab oe aapan biehautie ke oe kaagadj deike tjhor sake hai.”
MRK.10.5	Tab oe bolies: „Toelogke diel bahoet kharaab hai, ohie khaatien Mosas ke tjaahat raha ie hoekoem liekhe ke. 
MRK.10.6	Bakie djab Parmeswar sansaar banaais tab oe mardaana aur aurat ke ek doesare khaatien banaais. 
MRK.10.7	Ohie khaat ekgo mardaana ke tjaahie aapan maai-baap ke tjhorke aapan aurat ke saath rahe ke. Oe doeno ek rahiega. 
MRK.10.8	Aisahie oesab na doei djane bakie ek rahie. 
MRK.10.9	Dje ke Parmeswar ek karies hai, oke iensaan ke na tjaahie alag kare ke.”
MRK.10.10	Tab ghare aaike tjela log ie baat ke baare me phien se poetjhe lagal. 
MRK.10.11	Tab oe bolies: „Dje aapan aurat ke tjhor dewe hai aur doesar se biaah kar lewe hai, oe aapan biaah ke waada toere hai. 
MRK.10.12	Aur djab ekgo aurat aapan aadmie ke tjhor dewe hai aur doesare se biaah kar lewe hai, tab oe bhie aapan biaah ke waada toere hai.”
MRK.10.13	Ek rodj manai log Jiesoe ke paas koetjh larkan laais. Oesab maangat raha kie Jiesoe oesabke tjhoeike aasier-baat dewe. Tab tjela log ie dekhke oelogke mienaahie karies. 
MRK.10.14	Bakie ie baat Jiesoe ke tanko na attjha lagal. Oe bolies: „Tjhor de, oe larkan ke aawan de. Parmeswar ke raadj aisan manai log khaatien hai. 
MRK.10.15	Ham toelogse satj boliela kie khaalie dje ek tjhota larka ghat Parmeswar ke raadj aapan diel me na tjalwaai, oe okar raadj me bhiettar na djaai sakiega.” 
MRK.10.16	Tab oe larkan ke aapan godie me leis aur har ek ke oeppar aapan haath dharke oesabke aasier-baat deis.
MRK.10.17	Djab oe hoewa se djaai lagal tab ekgo aadmie dhaurke aail aur okar gore gierke poetjhies: „Attjha maastar djie, ham ka karie hardam khaatien Parmeswar ke saath rahe ke?” 
MRK.10.18	Tab oe bolies: „Toe kaahe ke hamme attjha bolaawe hai? Khaalie Parmeswar attjha hai.” 
MRK.10.19	Aur bolies: „Toe djaane hai kie Parmeswar kaun hoekoem deis hai: Koi ke djaan na maar, aapan biaah ke waada na toer, tjorie na kar, djhoeth gawaahie na de, baimaanie na kar, aur aapan maai-baap ke aadar kar.” 
MRK.10.20	Tab aadmie bolies: „Ham tjhotahie se ie sab baat maaniela.” 
MRK.10.21	Tab oe oke bahoet pjaar se taakke bolies: „Tabbo toe ek tjiedj auro kar sakiehe. Dja aapan sab tjiedj betjke garieb logan ke daan kar de, tab toke swarag ke dhan mielie. Tab aaike hamaar paatjhe tjaliehe.” 
MRK.10.22	Tab ie baat soenke aadmie bahoet oedaas hoike tjal gail. Oe to bahoet dhanie raha.
MRK.10.23	Tab Jiesoe aapan tjela log ke taakke bolies: „Dhanie log ke khaat ketana moeskiel hai Parmeswar ke raadj me djaai ke.” 
MRK.10.24	Tab oesab ie baat soenke thak hoi gail. Bakie oe phien se bolies: „Bhaai log, Parmeswar ke raadj me bhiettar djaai ke ketana moeskiel hai. 
MRK.10.25	Ek barka djanaawar djaise oet khaatien moeskiel hai ekgo soei ke hol me ghoese ke. Aur dhanie aadmie khaatien Parmeswar ke raadj me bhiettar djaai ke auro moeskiel hai.” 
MRK.10.26	Tab oesab ekdam oedaas hoi gail aur bolies: „Tab ke batj sakiega?” 
MRK.10.27	Tab oe oesabke taakke bolies: „Manai log khaatien moeskiel hai, bakie Parmeswar sab koetjh kar sake hai.”
MRK.10.28	Tab Petras bolies: „Hamlogan aapan sab tjiedj tjhor deilie hai tor saath tjale khaat.” 
MRK.10.29	Tab oe bolies: „Ham toelogse koetjh bataabe. Dje aapan ghar-dwaar, bhaai-bahien, maai-baap, larkan kie to khet hamare aur hamaar khoes khabar bataawe khaatien tjhor dewe hai, 
MRK.10.30	oke ie tem me sau dafe djaada ghar-dwaar, bhaai-bahien, maai, larkan aur khet mieliega. Bakie oe sataawal djaai. Aur aane waala djoeg me oe sada ke lieje Parmeswar ke sanghe rahie. 
MRK.10.31	Bakie dher pahiela waalan pietjhar djaai aur paatjhe waalan agar djaai.”
MRK.10.32	Ek dien dher manai log Jeroesaalem sahar ke or djaat raha. Jiesoe aage tjalat raha. Okar tjela log atjambho raha kie oe hoewe dja hai, aur djaun manai log okar paatjhe tjalat raha, oesab deraat raha kie barkwan oke maar dhaariega. Tab oe aapan baara tjela ke alag bolaaike phien se bataawe lagal kaun tjiedj okar sanghe hoiga. 
MRK.10.33	Oe bolies: „Soen, hamlog Jeroesaalem djaaila. Hoewa par iensaan ke Beta barka agwa log aur dharam ke parhal waalan ke haath me saup dewal djaaiga. Tab oesabhan oke pardesie log ke haath me saupiega aur hoekoem deiga oke maar dhaare ke. 
MRK.10.34	Pahiele oesab okar thatha oeraai, thoekie, aur khoeb maariega. Tab ant me oesab oke maar dhaariega. Bakie tien rodj baad oe phieno djie oethiega.”
MRK.10.35	Tab Sebedeas ke betwan Jaakobas aur Johaanas Jiesoe ke lage aaike bolies: „Maastar djie, hamlog tose ek baat poetjh sakiela?” 
MRK.10.36	Tab oe poetjhies: „Ham toelogke khaat kaun tjiedj karie?” 
MRK.10.37	Tab doeno bolies: „Djab toe maahaan Raadja ghat aapan des ke oeppar raadj tjalaihe, tab hamlog maangiela tor sab se barka mandjha ghat raadj tjalaawe.” 
MRK.10.38	Bakie oe bolies: „Ka, toelog djaane hai kie toelog ka bole hai? Hamaar doekh djaise djahar rahie pieje ke. Toelog pie sakiehe djaise ham piebe? Aur toelog maut me dopoe lei sakiehe djaise ham lebe?” 
MRK.10.39	Tab oesab bolies: „Djie-ha, hamlog kar paabe.” Tab oe bolies: „Toelog doekh katiehe aur maut me dopoe leihe djaise ham. 
MRK.10.40	Bakie manai log ke oetja dardja dewe ke djab ham raadj tjalaabe, oe hamaar kaam na hai. Pieta Parmeswar sallaah kar tjoekal hai kie oe ke ke deiga.”
MRK.10.41	Tab djab ekwan soenies kie Jaakobas aur Johaanas ka maange hai, tab oesab goessaai gail. 
MRK.10.42	Tab Jiesoe oesabhanke apane paas bolaaike bolies: „Toelog djaane hai kie doenia ke barkwan manai log ke oeppar raadj tjalaawe hai. 
MRK.10.43	Bakie toelog apane me aise na kariehe. Dje toelog me barkwa maangie rahe, oke tjaahie doesare ke naukar banke rahe ke. 
MRK.10.44	Aur dje toelog me se maangie sab se oetja dardja paawe, oke tjaahie sab koi ke goelaam banke rahe ke. 
MRK.10.45	Iensaan ke Beta na aail hai apane ke sewa karwaawe, bakie ekwan ke sewa kare aur aapan maut ke dwaara dher manai log ke batjaawe.”
MRK.10.46	Tab tjalte tjalte Jiesoe aur okar tjela log Jerieko sahar me pahoetjal. Tab koetjh der baad djab oesab aur dher doesar logan sahar me se djaat raha, tab sabhan ekgo andha ke dekhies. Oe daam lage baithke bhiekhmaangat raha. Oe Tiemeas ke beta Baartiemeas raha.
MRK.10.47	Tab djab oe soenies kie Naasaaret sahar ke Jiesoe aawe hai, tab oe tjiellaai lagal: „He Jiesoe, raadja Daawied ke aulaad! Hamme daaja kar!” 
MRK.10.48	Tab dher manai log oke daaties aur bolies: „Tjoep!” Bakie oe auro kaske tjiellaais: „Raadja Daawied ke aulaad, hamme daaja kar!” 
MRK.10.49	Tab Jiesoe hoewa roek gail aur bolies: „Oke bola laaw.” Tab oesab andha se bolies: „Hiemmat kar aur oethke aaw! Oe toke bolaawe hai.” 
MRK.10.50	Tab andha aapan koerta biegke haalie se koedke Jiesoe lage gail. 
MRK.10.51	Tab Jiesoe ose poetjhies: „Ham tor khaat kaun tjiedj karie?” Tab andha bolies: „Raboenie, Maastar djie, ham maangiela dekhe!” 
MRK.10.52	Tab oe bolies: „Toe hamare me bieswaas kare hai, ohie se ham tor aakhie attjha kariela. Toe djaai sake hai djaaha toe mangiehe.” Aadmie toerant dekhe lagal aur Jiesoe ke paatjhe tjale lagal.
MRK.11.1+MRK.11.2	Tab Jiesoe aur ekwan Jeroesaalem sahar ke nagietj pahoetjal. Hoewa par Djaitoen pahaar lage Betfaage aur Betaania ke gaaw raha. Tab Jiesoe aapan tjela me se doeigo se bolies: „Dja oe gaaw me djaun sodjhe dekha hai. Djaise toelog hoewa pahoetjiehe taise toelog ekgo madjhielka gadaha baanhal dekhiehe. Abbe koi opar na baithal hai. Oke kholke hamaar lage laihe. 
MRK.11.3	Aur djab koi toelogse poetjhie: ‘Toe ka kare hai?’ tab bol deihe: ‘Prabhoe ke eke kaam hai, aur oe abbe pathaai deiga.’ ” 
MRK.11.4	Oe doeno hoewa gail aur daam par ekgo kamaarie lage gadaha ke paais. Oesab okar tatai khole lagal.
MRK.11.5	Hoewa par koetjh log thara raha. Tab koi poetjhies: „Toe ka kare hai?” 
MRK.11.6	Tab tjela log bataais djaun Jiesoe bolies raha. Tab manai log oesabke ledjaain deis. 
MRK.11.7	Aur tjela log oke Jiesoe ke paas legail. Tab oesab gadaha par aapan kapra bietjhaais aur oe opar baith gail aur sabhan sanghe tjale lagal. 
MRK.11.8	Tab dher manai log okar khaat aapan kapra rasta par bietjhaais, aur doesar log khet me se patta toerke laaike bietjhaais Jiesoe ke aadar kare khaatien. 
MRK.11.9	Tab manai log okare aage paatjhe tjalat raha aur djor se bolat raha: „Parmeswar ke barka maan!
MRK.11.10	Oe soekh me raadj tjalaaiga djaise hamlogke baap-daada raadja Daawied bhie karat raha! Parmeswar oke aasies dewe. Hamlog swarag talak oke barka maaniela!”
MRK.11.11	Aisahie Jiesoe gadaha par baithke Jeroesaalem sahar me pahoetjal. Tab oe Parmeswar ke mahal ke angana me gail aur dekhies kie hoewa par ka howe hai. Derie hoi gail raha, ohie se oe aapan baara tjela log ke leike phien se Betaania gaaw me laut gail.
MRK.11.12	Tab djab saber bhail tab sabhan Betaania gaaw se djaat raha. Aur Jiesoe ke bhoekh lagal. 
MRK.11.13	Tab koetjh doer me oe ekgo adjier ke per dekhies. Oe gail per me dekhe kie oman phal hai kie na, bakie koetjh na paais. Oman khaalie patta raha. Adjier ke phal ke tem na raha. 
MRK.11.14	Tab oe per se bolies kie: „Toe ab se kabhie phal na deihe!” Aur okar tjela log soenies kie oe ka bole hai.
MRK.11.15	Tab djab Jiesoe aur okar tjela log Jeroesaalem sahar me pahoetjal, tab oesab phien se Parmeswar ke mahal ke angana me gail.
MRK.11.15	Hoewa par dher manai kienat betjat raha. Ohie se Jiesoe djaaike oesabke khadere lagal. Oe paisa toeraawe waala log ke tafra oeloet deis aur kaboettar betje waalan ke koersie bhie. 
MRK.11.16	Oe manai log ke bhie rokies djaun maangat raha har ek rakam tjiedj angana me laawe. 
MRK.11.17	Oe oesabke daatke bolies: „Ka, toelog na djaane hai kie Parmeswar ke poestak me liekhal hai:
MRK.11.17	‘Hamaar mahal ke tjaahie ekgo praatna kare ke djagaha rahe ke doenia ke djaatie log khaatien.’ Bakie toelog eke daakoe ke djagaha banaile hai!”
MRK.11.18	Tab djab barka agwan aur dharam ke parhal waalan soenies kie oe ka kare hai, tab oesab ekgo mauka khodje lagal oke marwaai dhaare khaatien. Bakie djaatie log okar siektjha biesaal maanat raha, ohie khaat barkwan deraat raha.
MRK.11.19	Tab djab sandjha howe lagal tab Jiesoe aur okar baara tjela log sahar me se phieno tjal gail.
MRK.11.20	Biehaan bhaile djab sabhan adjier ke per lage se paas bhail, tab dekhies kie oe per ekdam se djhoeraai gail hai. 
MRK.11.21	Tab Petras jaad karies kie Jiesoe kaun baat bolies raha. Oe ose bolies: „Maastar, dekh, kalhia toe perwa ke saraple rahiele aur aadj oe djhoeraai gail! Oe kaise hoi sake hai?” 
MRK.11.22	Tab oe bolies: „Parmeswar me bieswaas kar. 
MRK.11.23	Soen, dje aapan diel bhar se Parmeswar me bieswaas kare hai aur dje ke doebdha na hai, oe hia ke pahaar se bol sake hai: ‘Oekhar, aur samoendar me gier dja!’ aur Parmeswar ose aise karwaaiga. 
MRK.11.24	Ohie se ham toelogse boliela kie djab toe praatna me Parmeswar se tjaahe djaun tjiedj mangiehe, tab toke tjaahie bieswaas kare ke kie toe paai tjoekale hai. Tab Parmeswar tor praatna soeniega. 
MRK.11.25	Bakie praatna karte me djab toe koi ke oeppar goessaail baate, tab toke tjaahie oke tjhama dewe ke. Tab tor swarag ke Pieta tor paap bhie tjhama karie. [ 
MRK.11.26	Bakie djab toe doesar koi ke na mangiehe tjhama kare, tab tor swarag ke Pieta toke bhie tjhama na karie.]”
MRK.11.27	Tab Jiesoe aur okar tjela log phieno Jeroesaalem sahar me aail. Tab djab oe Parmeswar ke mahal ke angana me ghoemat raha, tab barka agwan aur dharam ke parhal logan aur doesar barkwan okar lage aail. 
MRK.11.28	Oesab poetjhies kie: „Toe aapan kaam kekar naam se kare hai? Kalhia toe manai log ke kekar hoekoem se khaderle?” 
MRK.11.29	Tab oe bolies: „Ham toelogse pahiele ek baat poetjhab. Djab toelog djabaab deihe, tab ham toelogse bataabe kie ham ie sab kaam kekar hoekoem se karlie hai.” 
MRK.11.30	Oe poetjhies: „Johaanas Parmeswar ke kie manai log ke hoekoem se dopoe karat raha? Toelog ka bole hai?”
MRK.11.31	Tab barkwan apane me baat-tjiet karke bolies: „Hamlog ka bolie? Djab hamlog bolab: ‘Parmeswar ke’ tab oe bolie: ‘Tab toelog kaahe ke okar baat na bieswaas karle hai?’ 
MRK.11.32	Bakie djab hamlog bolab: ‘Manai log ke hoekoem se,’ tab djaatie log hamlogke oeppar goessaai djaai.” Dher manai log to Johaanas ke ek Parmeswar ke sanesia ghat barka maanat raha, aur barkwan oesabke deraat raha. 
MRK.11.33	Ohie khaat oesab Jiesoe se bolies: „Hamlog na djaaniela.” Tab oe bolies: „Tab ham toelogse bhie na bataab kie ham kekar hoekoem se ie sab kaam kariela.”
