MAT.1.1	Nönca tlapoale de tiebiebetcöhua de Jesucristo, öque iloac iconie David, hua iconie Abraham.
MRK.7.28	―Tlöcatzintle, pos nuyejque checheme tli cate itzintla miesa quecua perösojcucone tli pelantzetzi quemöcöhua.
MRK.7.29	Yecuöquenu yejuatzi quelfejque:
MRK.7.29	―Ipampa ini nönca lo que tli otequejto, xebeya. Demunio ye oquis de mochpuch.
MRK.7.30	Entunses cuöc aseto ca ichö queniextito que moxicoöne ye oquis, hua iconie betztotaya pa tlapechtle.
MRK.7.31	Ocsajpa Jesús oquixoac de itlac puieblo de Tiro. Opanoac ca puieblo de Sidón. Hualiloac itlac ötiescatl de Galilea, intzölö puieblos de estado de Decápolis. 
MRK.7.32	Tiehualequelejque sente tlöcatl tli tzatzatzi hua niempote. Tietlötlajtejque nele ma ipa quetlölicö tiemö. 
MRK.7.33	Entunses quenencuaxelojque de intzölö giente ca sie löro isiel. Quecalaquejque tiemajpelhua ijtec inacashua de yaja. Cuöc ochejchaluc, quemötoquelejque inenepil. 
MRK.7.34	Ajcopatlachealuc ca elfecac, hua yelsesebihuac. Oquelfejque:
MRK.7.34	―¡Efata!―tli quejtusneque: ¡Ma motlapo!
MRK.7.35	Pos sa nima omotlapo inacas hua inenepil moyectlöle. Ye tlajtlajtoa cuale. 
MRK.7.36	Quennahuatejque giente majcamo öque tli quelficö. Pero entre mös quennahuatiloöya, cache hua cache tlamachestiöya. 
MRK.7.37	Pos ara ca quetietzöbejtaya. Quejtoöya:
MRK.7.37	―Lalebes cuale noche tli quechihualo. Hasta tzatzatzetzi quenchihualtilo ma tlacaquecö, hua niempoteme ma tlajtlajtucö.
MRK.8.1	Ipa inu niecate tunalte mosentlölejque ocsajpa lalebes meyac giente pero amo quepeaya tli quecuösque. Jesús quennutzque tiemachtejcöhua hua quemelfejque:
MRK.8.2	―Niechtlöocoltea nöncate giente porque ye quepea yeye tunale que notlac cate, hua amo quepea tli quecuösque. 
MRK.8.3	Tlö nequentitlanes ma yöcö ca inchö sin tlacuösque, amo cöhuantörusque pa ojtle. Pos seque ohuölajque de bejca.
MRK.8.4	Tienönquelejque tiemachtejcöhua:
MRK.8.4	―¿De cöne noso cuale öque quentlacualtis nönca giente necö ipa ini nönca locör cöne nionöque chönte?
MRK.8.5	Quentlajtlanejque:
MRK.8.5	―¿Quiejquech pöntzi nenquepea?
MRK.8.5	Yejua oquejtojque:
MRK.8.5	―Checume.
MRK.8.6	Yecuöquenu quennahuatejque noche giente ma motlölicö tlölpa. Ocönque inu checume pöntzi, hua cuöc tietlasojcömatelejque Deus, quencocototzque. Quenmacaque tiemachtejcöhua ma quentlamacacö giente. Pos quentlamacaque innochtie. 
MRK.8.7	Nuyejque quepeaya seque mimechte. Cuöc ye quenteochijque Jesús, quennahuatejque ma quenmacacö inu mimechte nuyejque. 
MRK.8.8	Pos tlacuajque hua ijixfeque. De tli cojcotoctec omocö cajcojque checume pescunchequejme. 
MRK.8.9	Quiejquech giente tli tlacuajque oyejyeya quieme nöbe mil. Entunses Jesús quentitlanque giente ma yöcö. 
MRK.8.10	Nima ocalacoac ijtec börco ca tiehua tiemachtejcöhua. Hualbiloac ipa sente locör itucö Dalmanuta.
MRK.8.11	Entunses ohuölajque fariseos hua opiejque tieixcomaca. Tietlajtlanelejque ma quechihuacö sente tietzöbetlachihuale quiename sieñas de que Deus tiepaliebiloöya. Pos quenejque tieprobörusque. 
MRK.8.12	Yejuatzi yelsesebihuac ipa tieyulo, hua oquejtojque:
MRK.8.12	―¿Tlica nentlajtlane sieña? Melöhuac nemiechelfea, amo nemiechmacas nion sente sieña.
MRK.8.13	Pos ca inu quencöjtiejque, hua ocsajpa ocalacoac ijtec börco. Obiloac ca niepa löro.
MRK.8.14	Tiemachtejcöhua oquelcöjque cönasque pöntzi. Quepeaya sa sente pöntzi ijtec börco. 
MRK.8.15	Quennahuatejque Jesús. Quemelfejque:
MRK.8.15	―Xequejtacö, xomotlachilicö de levadura de fariseos hua de levadura de Herodes.
MRK.8.16	Yejua molfejtaya:
MRK.8.16	―Yejuatzi quejtulo ejqueu porque amo tecualecaque pöntzi.
MRK.8.17	Ocasojcömatque Jesús, hua quemelfejque:
MRK.8.17	―¿Tlica nemolfea de que amo nenquepea pöntzi? ¿Ayemo nenquemate, nimpor amo nencasojcömate? ¿Quie nencate nenyultepitzteque? 
MRK.8.18	Pos nenquepea nemixtelolo, ¿quie amo nentlachea? Nenquepea nemotlacaqueles, ¿quie amo nentlacaque? ¿Nimpor amo nentlalnömeque? 
MRK.8.19	Cuöc onejcocototz inu möcuile pöntzi para möcuile mil gientes, ¿quiejquech chequejme nencajcojque de pöntzi cojcotoctec?
MRK.8.19	Tieyelfejque:
MRK.8.19	―Majtlactle huan ume.
MRK.8.20	―Hua cuöc onejcocototz checume pöntzi para nöbe mil, ¿quiejquech pescunchequejme tietieme nencajcojque de pöntzi cojcotoctec?
MRK.8.20	Quejtojque:
MRK.8.20	―Checume.
MRK.8.21	Entunses quemelfejque:
MRK.8.21	―¿Quiene noso amo nencasojcömate?
MRK.8.22	Nima hualiloac pa puieblo de Betsaida. Tiehualequelejque sente ixcocoxque. Tietlötlajtejque ma quemötocacö. 
MRK.8.23	Yecuöquenu ocönque imö ixcocoxque. Quequextejque ca caltienco. Ochejchaluc ijtec ixtelolojua hua oquetlölejque tiemö ipa ixtelolojua ixcocoxque. Entunses quetlajtlanque:
MRK.8.23	―¿Ye tetlachea cache tepetzi?
MRK.8.24	Pos yaja tlachixteca. Oquejto:
MRK.8.24	―Nequemejta tlöca sana cuajme. Pero nequemejta nejneme.
MRK.8.25	Yecuöquenu quetlölejque tiemö ocsajpa ipa ixtelolojua. Quechibelejque ma yectlachea. Yeca. Ye moyectlöle. Pos oquemejtac sösantle ixmantete mös bejca. 
MRK.8.26	Entunses quetitlanque ma beya ca ichö. Oquelfejque:
MRK.8.26	―Nion amo xecalaque pa puieblo.
MRK.8.27	Obiloac Jesús ca tiemachtejcöhua ipa puieblos amo bejca de sente puieblo itucö Cesarea de Filipo. Pa ojtle quentlajtlaniloöya tiemachtejcöhua, quemelfiloöya:
MRK.8.27	―¿Öquenu quejtoa giente que naja necaca?
MRK.8.28	Hua yejua tienönquelejque, quejtojque:
MRK.8.28	―Pos seque quejtoa Xohuö Bautista. Ocseque quejtoa que nele Elías, noso yeca ocsente tlayulepante.
MRK.8.29	Entunses quentlajtlanque:
MRK.8.29	―Hua nemejua, ¿öquenu nenquejtoa tlö naja necaca?
MRK.8.29	Onöhuat Piero, tieyelfejque:
MRK.8.29	―Tejuatzi tomobetzteca teCristo öque Deus metzmixpejpenelejque.
MRK.8.30	Pero yejuatzi quennahuatejque majcamo tli quepubelicö nionöque de yejuatzi.
MRK.8.31	Opiehualuc quenmachtiloöya que moneque ma yejuatzi öque nechihualuc tlöcatl ma quesufrirucö meyac sösantle, hua ma tietlajyelejtacö biebentzetzi hua jefes de teopexcötzetzi hua tlamachtiöneme de teotlajtule, hua ma tiemecticö, hua ma yulebecö ipa yeye tunale. 
MRK.8.32	Ixmantete quemelfiloöya noche ini tlajtule. Entunses Piero tieasec hua tieajajuac. 
MRK.8.33	Cache Jesús necuepaluc, hua quemetztalutaya tiemachtejcöhua. Cajajuaque Piero. Oquejtojque:
MRK.8.33	―Xebeya de naja, Satanás, porque amo tomofijöroa de sösantle tli de Deus, tlöcamo sa tli de tlöca.
MRK.8.34	Cuöc quennutzque giente ca tiehua tiemachtejcöhua, quemelfejque:
MRK.8.34	―Tlö canajyeca queneques niechtocas, majcamo quechihua lo que tli sie yaja queneque, tlöcamo ma iye listo para quesufrirus quiename öque quesufriroa ipa sente corujtzi, hua ma niechtoca. 
MRK.8.35	Pos öque beletes queneques quemalfis inemeles, quixniempolus. Hua öque beletes quetiemacas inemeles nopampa hua ipampa cuale tlamachestelestle, quemalfis. 
MRK.8.36	Pos ¿tli proviecho quepeas sente tlöcatl mös quetlönes noche tlöltecpactle, tlö quixniempolus inemeles? 
MRK.8.37	¿Tli noso quemacas sente tlöcatl para ocsajpa quepeas inemeles? 
MRK.8.38	Beles sente tlöcatl pinöhuas ca naja hua ca notlajtul intzölö nöncate giente tli sie tiro amo queneque tietocasque Deus hua lalebes tlajtlaculteque. Pos tlöjcu naja que onochi netlöcatl nepinöhuas nuyejque ca inu tlöcatl cuöc nehuölös ca tlaniextelestle de noTajtzi ca tiehua öngeles tli yecteque.
MRK.9.1	Nuyejque quemelfejque:
MRK.9.1	―Melöhuac naja nemiechelfea que seque de tli oncö nenijijcatecate amo mejmequesque hasta senamo quejtasque quiene Deus tlamandörurus ca meyac checöhualestle.
MRK.9.2	Sötiepa de checuasien tunale Jesús quemaxihuato Piero ca tiehua Jacobo hua Xohuö. Quenbicaque nencua insiel ipa sente tepietl bejcapa. Ompa necuepaluc ocsie imixtla. 
MRK.9.3	Pos tietlaquie opie tzotzotlaca bel lalebes istöc, quieme nionöque sente tlöcatl pan tlöltecpac abele quepöcas ejqueu bel istöc. 
MRK.9.4	Entunses inca yejua moniextejtequisque Elías hua Moisés. Tlajtlajtoöya ca Jesús. 
MRK.9.5	Yecuöquenu Piero tieyelfe Jesús:
MRK.9.5	―ToTiemachtejcötzi, cuale que oncö tecate. Ma tequenchejchihuacö yete cuajtlapame. Sente para tejuatzi, hua sente para Moisés, hua ocsente pare Elías.
MRK.9.6	Pos amo quemateya tli quejtus, porque yejua lalebes momajtejtaya. 
MRK.9.7	Entunses ohuöla sente mextle hua oquentlapachojtequis. Sente tlajtule de ijtec mextle quejtoöya:
MRK.9.7	―Yaja ini nönca notlasojcöConie. Yaja xejcaquecö.
MRK.9.8	Sa de repiente cuöc tlajtlachixque, ayecmo öque quejtaque, tlöcamo sa Jesús tiesiel ca yejua.
MRK.9.9	Cuöc ye hualtemoaya de ipa tepietl, Jesús quennahuatejque checöhuac que majcamo yeca quelficö de tli oquejtaque tlöcamo hasta senamo yejuatzi que nechihualuc tlöcatl yulebesque de intzölö mimejque. 
MRK.9.10	Entunses yejua quemalfejque ipa inyulo inu nieca tlajtule, pero molfiöya nele tli quejtusneque öque yulebes de intzölö mimejque. 
MRK.9.11	Tietlajtlanejque, oquejtojque:
MRK.9.11	―¿Tlininuju quejtoa tlamachtiöneme de teotlajtule, nele moneque ma huöla Elías cachto?
MRK.9.12	Yejuatzi quemelfejque:
MRK.9.12	―Tiel melöhuac, huölös Elías cachto hua queyectlölis noche sösantle. Öxö tlö ejqueu, ¿quiene tlajcuelulpanca de naja que onochi netlöcatl, que necsufrirus meyac sösantle hua giente amo pa niechejtasque? 
MRK.9.13	Pero nemiechelfea que Elías ye ohuöla. Pero giente ye quechibelejque noche tli oquenejque san quiene ca tlajcuelulpanca de yaja.
MRK.9.14	Onajaxihuato cöne oyejyeya ocseque tiemachtejcöhua. Quejejtaloöya que meyac tlöca tlamach cate ca yejua hua que tlamachtiöneme de teotlajtule mixcomacataya ca yejua. 
MRK.9.15	Cuöc giente tieijtaque, nima quetietzöbejque. Tienömequeto yejuatzi hua tietlajpalojque. 
MRK.9.16	Quentlajtlanejque:
MRK.9.16	―¿Tlininu nemixcomacataya entre nemejua?
MRK.9.17	Yecuöquenu sente de inu giente tienönquele:
MRK.9.17	―Maestro, temetzhualmiquelele noconie. Quepea sente espíritu de moxicoöne tli quechihualtea ma iye niempote. 
MRK.9.18	Inu moxicoöne cöne beletes case, quetlajcale. Camapuposune hua motlantese. Pos ye cuahuöcte. Nocomenelfe momachtejcötzetzihua ma quequextelicö. Cache abele conchijque.
MRK.9.19	Yecuöquenu quennönquelejque yejuatzi, oquejtojque:
MRK.9.19	―¡Ay! ¡Nentlöca que amo nemoneltoca! ¿Hasta quiema neyes ca nemejua? ¿Hasta cöne necpeas necxicojtas ca nemejua? Xeniechhualequelicö.
MRK.9.20	Entunses tiehualequelejque. San tequetl inu espíritu de moxicoöne otieyejtac Jesús quechihualte pelalactle ma checöhuac mimeque. Motlajcale, momemelo, hua camapoposocac. 
MRK.9.21	Jesús quetlajtlanejque itajtzi:
MRK.9.21	―¿Quiejquech xebetl quepea quechihua ejqueyi?
MRK.9.21	Yaja oquejto:
MRK.9.21	―Pos desde peltzintle. 
MRK.9.22	Quiemaneyo quetlajcale ijtec tletzintle, hua ijtec ötzintle, para quemectis. Pero tlö cuale tetiechmopaliebelis, ma temetzmoyulcocolficö tejua. Xetiechmopaliebele.
MRK.9.23	Jesús quelfejque:
MRK.9.23	―Taja tequejtoa que tlö cuale. Pos noche cuale mochihuas para öque moneltoca.
MRK.9.24	Nima itajtzi de pelalactle otzajtzec, oquejto:
MRK.9.24	―Noneltoca. Xeniechmopaliebele ma noneltoca de melöhuac.
MRK.9.25	Cuöc Jesús oquejtaque quiene giente motlamachtlöliöya, cajajuac moxicoöne. Oquelfejque:
MRK.9.25	―Taja temoxicoöne tli tecchihualte ini pelalactle niempote hua tzatzatzi. Öxö naja temetznahuatea: Xequisa de yaja, hua ayecmo quiema xecalaque ijtecopa.
MRK.9.26	Yecuöquenu inu moxicoöne otzajtzec. Quechihualte ma checöhuac mimeque pelalactle, hua oquis. Entunses pelalactle omocö quieme cuöc ye mejque. Hua meyac giente quejtoöya:
MRK.9.26	―Pos ye omec.
MRK.9.27	Pero Jesús ocönque ca imö hua cajcojque. Yaja entunses omoquetz.
MRK.9.28	Cuöc Jesús ocalacoac ipa cale, tiemachtejcöhua tietlajtlanejque cuöc tiesiel:
MRK.9.28	―¿Tlica tejua abele toconquextelejque?
MRK.9.29	Quemelfejque:
MRK.9.29	―Amo onca maniera para quisas töl quiename ini tlöcamo sa ca öque motlötlajtis.
MRK.9.30	Hua oquejquixoac de ompa, hua onejnemoatenemeya ipa Galilea. Pero Jesús amo quenequihuaya ma canajyeca quemate. 
MRK.9.31	Quenmachtiloöya tiemachtejcöhua. Oquemelfiloöya:
MRK.9.31	―Naja que onochi netlöcatl niechtiemöctisque inmöpa tlöca. Niechmectisque. Pero cuöc ye niechmectejque, neyulebes pa yeye tunale.
MRK.9.32	Pero yejua amo casojcömatque ini nönca tlajtule. Tiemabeliöya hua amo tietlajtlanejque cache.
MRK.9.33	Onajaxihuato ipa puieblo de Capernaum. Hua cuöc yejuatzi iloaya pan chöntle, quentlajtlanejque:
MRK.9.33	―¿Tli nencualejtojtöya pa ojtle?
MRK.9.34	Pero yejua tlacactajque porque pa ojtle yejua hualmixcomacatöya nele öquenu de yejua cache bieye momajtas. 
MRK.9.35	Entunses netlöliluc. Quennutzque innochtie majtlactle huan ume, hua quemelfejque:
MRK.9.35	―Tlö canajyeca queneque mobieyemajtas, ma iye cache tzitzequetzi de nemonochtie hua ma iye tlatequepano de nemonochtie.
MRK.9.36	Yecuöquenu ocaseque sente peltzintle, hua quetlölejque nepantla de yejua. Entunses quenöpaluc. Quemelfejque:
MRK.9.37	―Öque queselis notucöyupa sente de ini nöncate pelantzetzi quieme ini, nuyejque niechselea naja. Öque niechselea naja, amo sa naja niechselea, tlöcamo nuyejque tieselea yejuatzi öque niechhualtitlanque.
MRK.9.38	Yecuöquenu onöhuat Xohuö. Oquejto:
MRK.9.38	―Maestro, otequejtaque sente tlöcatl motucöyupantzinco quenquextiöya demunios. Pos tectzacuelejque porque amo tiechtoca.
MRK.9.39	Pero Jesús oquejtojque:
MRK.9.39	―Amo xectzacuelicö, porque abele öque quechihuas sente tietzöbetlachihuale notucöyupa hua al mismo tiempo quejtus tli amo cuale de naja. 
MRK.9.40	Pues öque amo icaca cuntra tejua ca tejua icaca. 
MRK.9.41	Öque beletes nemiechmacas sie bölso ötzintle notucöyupa porque nencate de Cristo, melöhuac nemiechelfea que amo quepolus ipremio tli quetlönes.
MRK.9.42	’Tlö canajyeca quechihualtis sente de ini nöncate pelantzetzi tli moneltoca ca naja ma betze ipa tlajtlacule, cache cuale iyesquiöya para yaja tlö quelpelisque sente tietetu de molino ipa icucutla inu tlöcatl hua quetlajcalesque ijtec lamör. 
MRK.9.43+MRK.9.44	Tlö quejtus momö metzchihualtis tebetzes pa tlajtlacule, pos xectejteque. Cache cuale para taja tecpeas nemelestle mös temöcotoctec hua amo ca noche unte momöhua tecalaques ijtec tlecale cöne ayec siebes tletzintle. 
MRK.9.45+MRK.9.46	Tlö mocxe metzchihualtis tebetzes pa tlajtlacule, xectejteque. Cache cuale para taja tecpeas nemelestle mös tecxecotoctec hua amo ca noche unte mocxehua ma metztlajcalecö Deus ijtec tlecale. 
MRK.9.47	Tlö mixtelolo metzchihualtis tebetzes pa tlajtlacule, xejcopina. Cache cuale para taja tecalaques ca sa sente mixtelolo cöne Deus tlamandöruro, hua amo ca noche unte mixtelolojua ma metztlajcalicö Deus ijtec tlecale, 
MRK.9.48	cöne inocuil amo meque hua tletzintle amo siebe.
MRK.9.49	’Pos noche giente mobielelisque ica tletzintle, quiename tlacuale mobielelea ca istatl. 
MRK.9.50	Istatl icaca cuale. Pero tlö istatl quepoloa ipöyecyo, ¿tli ica nenquebielelisque? Ma iye nemoyulo cualtec quieme istatl icaca poyec, hua xomoyulsiebejtacö sente ca ocsente.
MRK.10.1	Huöliehualutie de ompa. Hualiloac ca itlac estado de Judea hua ca ocsie löro de ötlactle Jordán. Ocsajpa mosentlölejque giente tieca. Ocsajpa quenmachtiloöya quieme seme quechihualoöya.
MRK.10.2	Ohuölajque seque fariseos tieca. Tietlajtlanejque tlö quejtus conbenierebe que sente tlöcatl ma quecajcöhua isohua. Pos tieproböroöya. 
MRK.10.3	Pero yejuatzi onöhuatihuac, quemelfejque:
MRK.10.3	―¿Tli nemiechnahuate Moisés?
MRK.10.4	Yejua quejtojque:
MRK.10.4	―Moisés tiechcajcö ma mojcuelo öcta de divorcio para tocajcöhuasque.
MRK.10.5	Onöhuatihuac Jesús, quemelfejque:
MRK.10.5	―Pos lalebes nenyultepitzteque. Yaja ica Moisés nemiechejcuelfe inu mandamiento. 
MRK.10.6	Pero desde ca opie nönca tlöltecpactle, “Deus quenchejchijque oquechtle hua sohuatl. 
MRK.10.7	Ipampaju tlöcatl quencöjtiehuas itajtzi hua inöntzi, hua mosietelis ca isohua. 
MRK.10.8	Hua yejua umeme mochihuasque sa sie cuierpo”. Ejqueu noso ayecmo cate ume tlöcamo sa sie cuierpo. 
MRK.10.9	Por inu, lo que tli Deus quesietelejque, majcamo quenencuajtele tlöcatl.
MRK.10.10	Ompa calejtec, tiemachtejcöhua tietlajtlanejque ocsajpa de inu. 
MRK.10.11	Yejuatzi quemelfejque:
MRK.10.11	―Öque beletes quecajcöhua isohua hua mosohuajtea ca ocsente, ye tlaumepea hua tlajtlacoa cuntra isohua. 
MRK.10.12	Tlö sohuatl quecajcöhua inömec hua monömectea ca ocsente, nuyejque tlaumepea hua tlajtlacoa.
MRK.10.13	Entunses seque giente tiehualequeliöya pelantzetzi para ma quenmötocacö. Pero tiemachtejcöhua quemajajuaya. 
MRK.10.14	Cuöc Jesús nemacuc cuienta ocualönoac. Quemelfejque:
MRK.10.14	―Xequencöhuacö pelantzetzi ma huölöcö notlac, hua amo xequentzacuelicö. Porque Deus tlamandöruro inca giente tli cate quiename nochemeji pelantzetzi. 
MRK.10.15	Melöhuac nemiechelfea, que öque beletes amo tiecöhuas Deus ma tlamandörucö ipa iyulo quiename sente peltzintle tiecöhua, inu tlöcatl amo calaques cöne Deus tlamandöruro.
MRK.10.16	Yecuöquenu quennöpalojque. Quentlölejque tiemöhua impa yejua para quenteochijque.
MRK.10.17	Cuöc quixoac pa ojtle, hualmomerö sente tlöcatl. Motlancuöquetzaco tieixtla. Tietlajtlane:
MRK.10.17	―Maestro, lalebes tecuale tetlöcatl. ¿Tli nayes para necpeas nemelestle nochepa?
MRK.10.18	Jesús quelfejque:
MRK.10.18	―¿Tlica teniechelfea necuale netlöcatl? Amo onca sente cualtec tlöcamo sa sietzi, yejuatzi Deus. 
MRK.10.19	Inu mandamientos taja ye tecmate: “Amo xetlamecte”. “Amo xecalaque ca isohua ocsente”. “Amo xetlachteque”. “Amo tiecamac xetieajaque”. “Amo tli xomotejtechte”. “Pa xequejta motajtzi hua monöntzi”.
MRK.10.20	Entunses inu tlöcatl otieyelfe:
MRK.10.20	―Maestro, noche inu necchijtebitz desde cuöc netzitzequetzi.
MRK.10.21	Jesús quetztalutaya, hua quetlasojtlaluc. Oquelfejque:
MRK.10.21	―Sa sente cosa metzpoloa. Xebeya, xecnamaca noche tli tecpea, hua xequenmaca tli porubejte. Ejqueu tecpeas ricojyutl ompa elfecac. Entunses xehuöla xeniechtoca.
MRK.10.22	Cache yaja ocasec tequepachule por lo que tli oquejtojque hua uya. Motequepachoöya porque quepeaya meyac tli ihuöxca.
MRK.10.23	Yecuöquenu Jesús otlachealuc ca nobeyo hua quemelfejque tiemachtejcöhua:
MRK.10.23	―Bel lalebes tequeyo para calaquesque tlin ricojte cöne tlamandöruro Deus.
MRK.10.24	Pos tiemachtejcöhua quetietzöbejque por lo que tli oquejtojque. Pero Jesús onöhuatihuac, ocsajpa oquemelfejque:
MRK.10.24	―Xequejtacö, nopelhua. Bel lalebes tequeyo öque calaques cöne tlamandöruro Deus. 
MRK.10.25	Cache isejco panus sente camello ijtec ixtelolo de sente öcuxa que sente rico calaques cöne tlamandöruro Deus.
MRK.10.26	Pos yejua quetietzöbejtaque bel lalebes. Molfejque:
MRK.10.26	―¿Öquenu noso cuale momöquextis tlö ejqueu?
MRK.10.27	Entunses Jesús quemetztalutaya. Oquejtojque:
MRK.10.27	―Para tlöca abele, pero para Deus cuale mochihuas. Pos noche sösantle cuale quechihuasque Deus.
MRK.10.28	Entunses opie Piero tieyelfea:
MRK.10.28	―Xomojtele. Tejua otejcöjque noche sösantle hua ye temetzmotoquelejteneme.
MRK.10.29	Onöhuatihuac Jesús, oquejtoque:
MRK.10.29	―Melöhuac nemiechelfea: Öque cualcöjtiehuas ichö noso icnihua oquechte noso icnihua sohuame noso inöntzi noso itajtzi noso ipelhua noso itlölhua por nopampa naja hua por ipampa cuale tlamachestelestle, 
MRK.10.30	ipa ini nönca tiempo quepeas sie sientos töntos de calte hua de icnihua oquechte, hua de icnihua sohuame hua de nönönte hua de ipejpelhua hua de tlölte, hua nuyejque giente quetepotztocasque. Hua ipa inu tiempo tli huölös quepeas nemelestle nochepa. 
MRK.10.31	Pero meyactie tli öxö cachto cate, sölúltimo yesque; hua tli sölúltimo cate, cachto yesque.
MRK.10.32	Bejbiloaya ipa ojtle tli tlejco ca ciudad de Jerusalén, hua Jesús quenyecönalutöya yejua. Quetietzöbejtaya hua quiejquech tietocaya majcömejque. Cuöc quenbicaque innochtie majtlactle huan ume nencua, opiehualuc quennunutzaloöya de noche tli tiepa mochihuas.
MRK.10.33	―Xequejtacö ―oquemelfejque―. Tetlejcotebe ca Jerusalén. Pos naja que onochi netlöcatl niechtiemöctisque ca jefes de teopexcötzetzi hua inca tlamachtiöneme de teotlajtule. Entunses yejua niechcuntenörusque ma nemeque. Niechtiemöctisque inca tli amo de topuieblo. 
MRK.10.34	Yecuöquenu moburlörusque de naja hua niechchejchasque. Niechbitequesque hua niechmectisque. Cache sötiepa de yeye tunale ocsajpa neyulebes.
