MAT.1.1	Tüfa Jesucristo tañi kuyfike tuwün pu che em, David em ka Abraam em tañi pu yomel ürke:
MRK.12.36	fey iñche eluaeyu tami wewafiel kom tami pu kayñe ka tami longkoletuael kisu engün mew.’
MRK.12.37	Fey David ‘iñche ñi Ñidol’ pieyew, ¿fey chem mew am tati Cristo David ñi tuwünngey?
MRK.12.37	Fey rume fentren che, allkülu ñi feypin ta Jesus, “rume küme pi tati” pi engün.
MRK.12.38	Jesus feypikey tañi kimeltun mew: “Kuñiwtuwmün tati pu kimeltukelu Moyse ñi ley dungu mew. Ayükey engün tañi nieael chiñayngechi takuwün ka ñi chalingeael engün rume yamün mew ta pülasa mew. 
MRK.12.39	Kintukey engün ti doy kümeke wangku ta sinagoga mew ka iyayüm engün, dullikey doy dullilechi wangku. 
MRK.12.40	Ka müntuñmakefi engün ñi ruka tati pu lantu domo, ka tañi nor mongen wentru ñi pingeael engün, fütra ngillatukawkey. Kisu engün ta doy fütra kutrankangeay kakelu pu che mew.”
MRK.12.41	Kiñe rupa anüley ta Jesus ti ofrenda ñi elngekemum ñi fül püle, adkintuniey chumngechi ñi tukumeken pülata ti pu che ti pichi kakon mew. Fentren pu riku tukumekey engün fentren pülata. 
MRK.12.42	Feymew akuy ta kiñe pofre lantu domo, fey tukupay ti pichi kakon mew chew ñi elngekemum pülata epu pichike kofre moneda, rume pichin falilu.
MRK.12.43	Feymew Jesus mütrümfi tañi pu disipulu, fey feypifi:
MRK.12.43	—Rüf dungu feypiwayiñ fey tüfachi pofre lantu domo doy alün tukupay kom ti kakelu pu che mew chew ñi tukungekemum ta pülata. 
MRK.12.44	Fey kom kakelu wülkey engün tañi sofrantunieelchi pülata, welu ti domo, pofrengefuy rume, wüli kom ñi niefel tañi mongeluwam.
MRK.13.1	Fey tripaletulu ta Jesus ngillatuwe ruka mew, kiñe tañi pu disipulu feypieyew:
MRK.13.1	—¡Kimeltufe, tüfey ta müna kümelkaleyey ti kura ka müna küme fütrake wenu ruka!
MRK.13.2	Fey Jesus llowdungufi tati disipulu:
MRK.13.2	—¿Pefimi anta tüfachi fütrake alü pürachi ruka? Welu ngewelayay kiñe kura no rume welukonke rentrolealu. Kom ta teyfükangeay.
MRK.13.3	Feymew müten ta amuy tati Olifu pingechi wingkul mew, ngillatuwe ruka ñi itrotripa mülelu. Jesus ta anükünuwpuy, fey Pedro, Santiaw, Juan ka Andre wichu ramtueyew engün:
MRK.13.4	—Feypimuiñ chumül ñi rupayael tüfachi dungu ka chem wele dungu ñi müleael epe puwle ñi feleael tüfachi dungu.
MRK.13.5	Feymew Jesus ta llowdungufi ñi pu disipulu:
MRK.13.5	—Kuñiwtuaymün iney no rume tamün ngünenkanoaetew, 
MRK.13.6	rume fentren che am mülealu ‘iñche tati Cristo’ pialu, fey rume fentren pu che ta ngünenkayafi.
MRK.13.7	“Fey eymün ta kimelelngelmün ñi mülen ta awkan dungu tüfa püle ka üyew püle, llükakilmün. Müley tañi felerpuael, welu ta petu akulayay ti afachi antü. 
MRK.13.8	Kiñe trokiñ mapu ta weychayay kangelu trokiñ mapu engu ka kiñe trokiñche wechayay ta kangelu trokiñche engu. Ka müleay ta fütrake nüyün fill mapu mew, ka müleay ta ngüñün, fey tüfa ñi llituael müten ta kutrankawün.
MRK.13.9	“Kisutu kuñiwtuwkülemün ta eymün. Chalintukungeaymün tati pu awtoridad mew, fey wülelkangeaymün tati sinagoga mew. Ka puwülngeaymün ti gobernador mew ka ti pu longko ülmen mew iñche tañi duam. Femngechi ta pepi nütramyemuan ta iñche kisu engün mew. 
MRK.13.10	Petu ñi puwnon ñi afael ta antü, tati montun werkün dungu feley tañi kimelngeael ta kom chüf mapu mew.
MRK.13.11	“Rakiduameluwkülekilmün eymün tamün chem piael chalintukungelmün tati pu awtoridad mew. Feychi lelen mew ta feypiaymün Ngünechen tamün eluetewchi dungu tamün feypiael, eymün no am tati dungualu, welu tati Lif Küme Püllü eluaeymünmew chumngechi tamün dunguael. 
MRK.13.12	Tati pu peñiwen chalintukuay ñi langümüñmangeael tani peñi, ka ti pu chaw chalintukuay tañi pu fotüm. Ka ti pu fotüm üyawtuay tañi chaw ka langümafi engün. 
MRK.13.13	Kom chüf mapu mülechi pu che ta nüngaytuaeymünmew iñche tañi duam, welu tati pu che tuntepule ñi mongen yafüluwün mew inanieelimew, fey engün ta montuay.
MRK.13.14	“Fey pefilmün ñi mülen tati pelon wentru Daniel ñi wirielchi
MRK.13.15	Fey ti mülelu tañi wenu ruka mew, nagkilpe ka konkilpe rume tañi entuael chem no rume tañi pu ruka. 
MRK.13.16	Ka tati mülelu lelfün mew, wiñokontukilpe tañi ruka mew tañi yemetuael ñi takun no rume. 
MRK.13.17	¡Awngey tati pu domo tüfey engün feychi antü mew niepüñeñküleyele kam niele moyol püñeñ rume! 
MRK.13.18	Ngillatuafimün eymün ta Ngünechen ñi mülenoael tüfachi dungu pu pukem, 
MRK.13.19	rume kutrankawün antüngealu am chumkawnorume ta mülekenolu feychi Ngünechen dewmafilu ta mapu ka mülewelayay rume ta amulerpuachi antü mew. 
MRK.13.20	Ñidol Ngünechen ta elunofile ñi pichiñmayael tüfeychi kutrankawün, iney no rume ta montulayafuy. Welu ta doy pichiñmayay kisu tañi piwkeyenieelchi pu che ñi duam, kisu tañi dullintunieyeel.
MRK.13.21	“Feymew llemay iney rume ta feypielmünmew: ‘Allkütumün. Tüfa tañi mülen tati Cristo’, kam ‘Allkütumün. Üyew tañi mülen’, feyentukefilmün. 
MRK.13.22	Fentren koyla ngünen Cristo ta küpayay ka koyla ngünen pu pelon wentru. Ka femay engün afmanngechi pepiluwün dungu tañi ngünenkacheam, fey pepilfule, ñi ngünenkayafiel Ngünechen tañi dullintuelchi pu che kütu. 
MRK.13.23	¡Kuñiwtuwaymün! Kom ta tüfachi dungu wüne dew feypikünuwpeyiñ ta eymün.
MRK.13.24	“Welu ta feychi antü mew, dew rupale tati kutrankawün,
MRK.13.24	‘ti antü ta dumiñay, küyen ta alongüwetulayay.
MRK.13.25	Wangülen ütrüfnagpayay ta wenu mew
MRK.13.25	ka kom nielu pepiluwün ka ngüneluwün ta kallfü wenu mew müllmüllay.’
MRK.13.26	“Feymew ta pengeay tati Wentrukünuwpalu ñi küpalen ta tromü mew fütra pepiluwün mew ka fütra pelon mew. 
MRK.13.27	Kisu ta werküay tañi pu werken püllü, fey trawüluway tañi pu dullintuel tati meli witran mapu püle, ñi tuntepulen ta mapu ka ñi tuntepulen kütu ta kallfü wenu.
MRK.13.28	“Adümafimün ta igera mew adentulechi adkünu dungu: petu pewüyüm tañi tapül, ngüneduamkeymün ta eymün ñi dew fülkülepan ta walüng antü. 
MRK.13.29	Ka femngechi feychi pefilmün ñi rupan ta tüfachi dungu, kimaymün Ngünechen tañi Fotüm ñi dew püllelen tañi küpayael. 
MRK.13.30	Rüfngey ñi feleael kom tüfachi dungu petu tañi lanon ta fantepu mülechi pu che. 
MRK.13.31	Wenu ka mapu kütu ta aftuay, welu iñche ñi dungu kom feley ñi mupiael.
MRK.13.32	“Welu ti antü ka tati ora iney rume kimlay, tati wenu mapu müleyechi pu werken püllü no rume, ka Ngünechen ñi Fotüm no rume. Chaw Ngünechen müten ta kimniey.
MRK.13.33	“Feymew llemay, trepeluwkülemün ta eymün ka llüwatuleaymün ka ngillatuleaymün,
MRK.13.34	Fey tüfa ta kiñe wentru reke feley, epe tripalelu ñi amuael ta kangelu fütra trokiñ mapu mew. Elfalfi tañi pu kona ñi llüwatulelngeael tañi ruka. Kake kiñeke engün elungey ta küdaw, ka werküfi tati llüwatuniekelu ta wülngiñ ñi eluwmekenoael. 
MRK.13.35	Femngechi llemay, eymün ta trepeluwküleaymün, kimnolu am eymün chumül ñi akuael ta Ñidol tati ngen ruka: dew punle chemay, kam kakarale ti alka chey, kam puliwen chemay. 
MRK.13.36	Feymew ta akurumele nga, umawkülen pengepayafuymün. 
MRK.13.37	Tüfachi dungu tamün feypiwpefiel, itrokom chengealu: ¡Trepeluwkülemün ta eymün!”
MRK.14.1	Epu antülewey ñi akuam ti Paskua kawiñ,
MRK.14.2	Kiñekentu ta feypiyey engün: “Tati kawiñ antü mew no, fey ti pu che tañi pofolkawnoam engün.”
MRK.14.3	Jesus amurkey ta Betania, Simon tañi ruka mew, tati leproso pikeel. Fey mülepulu engün mesa mew, akuy ta kiñe domo küpalnielu ta kiñe pichi fotilla apolelu perfume mew re nardo
MRK.14.4	Kiñeke tati müleyelu tüfey mew lladküy engün, ka welukonkechi feypiwi engün:
MRK.14.4	—¿Chem mew anta ngünamkangey ta tüfachi perfume? 
MRK.14.5	Rume fentren pülata mew fendengeafuy em tati, ñi kellungeael tati pu pofre.
MRK.14.5	Fey ti domo entuüñfileyew ti pu che.
MRK.14.6	Welu Jesus feypifi tati pu che:
MRK.14.6	—Femkünufimün. ¿Chumngelu am fillpipefimün? Fey tüfa tañi femetew mew, rume kümelkaenew tati. 
MRK.14.7	Tati pu pofre rumel ta müleay eymün mew, fey engün ta füreneafuymün ta chumül rume ta küpa kellufilmün, welu ta iñche rumel ta mülelayan eymün mew. 
MRK.14.8	Fey tüfachi domo ta femi tañi pepi femel: kisu ta tukulelenew perfume
MRK.14.9	Rüf dungu feypiwayiñ chew püle rume ta tüfachi mapu mew wewpingele ta tüfachi montuluwün dungu, ka nütramyengeay tañi femün ta tüfachi domo, ka femngechi ta tukulpangeay.
MRK.14.10	Fey Juda Iskariote, kiñe tati pu mari epu disipulu, amuy tañi pemeafiel tati pu longkolelu tati pu saserdote mew tañi chalintukulelafiel engün ta Jesus. 
MRK.14.11	Fey allküñmangelu tañi feypipun, ayüwi engün, fey tukulpalelfi engün tañi eluafiel pülata ta Juda. Feymew Juda eluwi tañi rakiduamael chumngechi tañi doy küme ellka wültukuafiel ta Jesus.
MRK.14.12	Feychi antü we llitulu ti Paskua kawiñ ñi ingekemum tati lefawrangenochi kofke ka ñi langümngekemum tati korderu, Jesus tañi pu disipulu ramtueyew:
MRK.14.12	—¿Chew anta ayünieymi taiñ amuael ka taiñ pepikayael tati pun ilelkawün Paskuangealu?
MRK.14.13	Feymew werküfi epu tañi disipulu, fey feypikünufi:
MRK.14.13	—Amumu ta waria mew. Fey üyew pepuaymu ta kiñe wentru yenielu ta kiñe metawe ko. Inayafimu, 
MRK.14.14	fey chew konpule, feypiafimu ti ngen ruka: ‘Tati kimeltufe ta ramtupey: ¿Chuchi am tati katrüntuku ruka chew taiñ iyael tañi disipulu iñchiñ tati pun ilelkawün Paskua pingelu?’ 
MRK.14.15	Tiyechi wentru ta pengelelaeymumew tati wenulechi pisu ruka mew, kiñe alü tuwchi katrüntuku ñi nieel ti ruka dew pepikalelu itrokom chemkün mew. Fey tiye mew pepikayaymu taiñ ipuwael ta iñchiñ.
MRK.14.16	Tati epu disipulu tripay, fey amuy engu ta waria mew. Kom femngechi pepuy engu chumngechi ñi feypietew ta Jesus, fey pepikapuy engu tiye mew tati pun ilelkawün Paskua pingelu.
MRK.14.17	Fey dew punlu, trawüluwpuy ta Jesus tañi mari epu disipulu engün. 
MRK.14.18	Fey mülepulu mesa mew engün, petu ilu, Jesus ta feypifi ñi pu disipulu:
MRK.14.18	—Rüf dungu feypiwayiñ tüfa: kiñe ta eymün, petu ilu ta iñche engu, fey ta ellka wültukuaenew.
MRK.14.19	Kisu engün ta weñangkülewey, fey kake kiñeke eluwi engün tañi welukonkechi ramtuafiel ta Jesus:
MRK.14.19	—¿Iñche pemay? ―pi engün.
MRK.14.20	Fey Jesus ta feypi:
MRK.14.20	—Kiñe tati mari epu disipulu, petu ifontukulu tañi kofke mew kisu iñchiw. 
MRK.14.21	Tati Wentrukünuwpalu feley ñi rupayael feychi dungu mew chumngechi wiriley ti Wirin Chillka mew, welu ¡awngeay may tati wentru tañi ellka wültukuaetew! Doy kümeafuy ta kisu ñi choyüngenoafel.
MRK.14.22	Petu ilu engün, Jesus nüy ñi kuwü mew tati kofke. Fey rupan mañumtufilu ta Ngünechen, wükafi ti kofke ka eluyefi tañi pu disipulu, feypilen mew:
MRK.14.22	—Ifimün, fey tüfa ta iñche ñi kuerpu tati.
MRK.14.23	Ka feymew müten nüfi kiñe kopa. Fey rupan mañumtufilu ta Ngünechen, eluyefi tañi pu disipulu, fey kom putuy engün. 
MRK.14.24	Feymew Jesus feypifi ñi pu disipulu:
MRK.14.24	—Fey tüfa ta iñche ñi mollfüñ. Fey tüfa mew rüfngey Ngünechen tañi we eldungun,
MRK.14.25	Rüf dungu tüfa: ka wiñome putuwelayan ta ofad mew tripachi pulku, feychi antü wüla putuali ti we pulku Ngünechen tañi ülmen mülewe mew.
MRK.14.26	Rupan ülkantulu engün kiñe salmo, amuy engün tati Olifu wingkul mew. 
MRK.14.27	Fey Jesus ta feypifi ti pu disipulu:
MRK.14.27	—Kom eymün kisukünumutuan ta iñche. Chumngechi feypiley tati Wirin Chillka:
MRK.14.27	‘Langümafiñ tati ufisakamañ,
MRK.14.27	fey tati pu ufisa püdyetuay engün.’
MRK.14.28	Welu ta iñche wiñomongetuli, fey amuan ta Galilea. Wüne puwan ta eymün mew.
MRK.14.29	Fey Pedro ta feypieyew:
MRK.14.29	—Tunte kom kakelu elkünutuay engün rume tañi maneluwün eymi mew, welu iñche femlayan.
MRK.14.30	Jesus ta llowdungufi ta Pedro:
MRK.14.30	—Rüf dungu feypiaeyu, tüfachi pun müten, petu ñi kakaranon ta alka epu rupachi mew,
MRK.14.31	Welu Pedro amulkünu feypiley:
MRK.14.31	—Tunte mür iñchiw rume ta layayu, ‘kimlafiñ’ pilayan.
MRK.14.31	Kom ti kakelu pu disipulu ka femngechi feypi engün.
MRK.14.32	Feymew müten amuy engün kiñe lelfün mew, Getsemani pingelu. Jesus feypifi tañi pu disipulu:
MRK.14.32	—Mülewemün tüfa mew, fey iñche amuan tañi ngillatumeael.
MRK.14.33	Welu Jesus yefi ta Pedro, Santiaw ka Juan doy üyew püle, feymew Jesus rume weñangkünagi ka ngañwadnagi. 
MRK.14.34	Feymew feypifi ñi küla disipulu:
MRK.14.34	—Rume weñangküley tañi piwke. Landuamkülen. Mülewemün eymün tüfa mew, ka trepeleaymün.
MRK.14.35	Feymew Jesus ka pichi doy üyew püle amuy. Lloyünagi fey idapuy pülli mew tañi tol, fey ngillatufi ta Ngünechen, pepilfalfule, fey ñi rupanoafel tüfeychi kutrankawün mew ta kisu. 
MRK.14.36	Tañi ngillatun mew ta feypi: “Iñche ñi Chaw Ngünechen, eymi mew ta kom pepilfali. Montulen ta tüfachi fütra kutrankawün mew,
MRK.14.37	Feymew wiñotuy chew tañi mülemum tati küla disipulu, fey pepatufi tañi umawkülen engün. Feypifi ta Pedro:
MRK.14.37	—Simon, ¿umawküleymi am? ¿Kiñe ora rewall anta pepi trepelelaymi? 
MRK.14.38	Trepewkülemün ka ngillatulemün tamün famtukungenoael ta wesake dungu mew. Eymün ta pilefuymün tamün femael kümeke dungu, welu tamün kuerpu yafüngelay.
MRK.14.39	Fey wiñome amutuy, ka ngillatupuy feychi dungun mew müten. 
MRK.14.40	Fey wiñomelu, ka pepatufi ñi umawkülen tañi küla disipulu, tañi nge kisutu umernagmekelu am fente tañi küpa umawtun engün. Fey kimlay engün chem tañi llowdunguael.
MRK.14.41	Küla rupachi mew wiñotuy Jesus, fey feypifi tañi küla disipulu:
MRK.14.41	—¿Amuley am tamün umawkülen ka tamün kansatulen? Yochi tati. Dew puwi tañi chalintukungeael tati Wentrukünuwpalu tati pu yafkafe mew. 
MRK.14.42	Witrapüramün. Amuiñ. Fülpay dewma tati wentru ngünen mew ñi wültukuaetew.
MRK.14.43	Petu dungumekelu ta Jesus, fey Juda, kiñe tati pu mari epu disipulu, akuy kompañuwkülen fentren che engün pepikawkülelu wayki mew ka mamüll. Küpay engün ñi werküetew mew tati pu longkolelu ti pu saserdote mew, ti pu kimeltukelu Moyse ñi ley dungu ka tati pu putrem fütake judiu. 
MRK.14.44	Juda, tati ellka chalintukuaetew, feypirkeeyew engün chumngechi ñi femael, feypilen mew: “Chuchi iñche tañi truyupuael, fey tati. Püresuafimün ka küme trarilen yeafimün.” 
MRK.14.45	Feymew Juda fülkonpuy ta Jesus mew ka feypifi:
MRK.14.45	—¡Kimeltufe!
MRK.14.45	Fey truyufi. 
MRK.14.46	Feymew nüngey ta Jesus ka püresungey.
MRK.14.47	Welu kiñe tati mülelu tiye mew entupay tañi wayki, fey katrünentuñmafi tañi kiñe pilun tati Wünen Longko Saserdote tañi kona.
MRK.14.48	Feymew Jesus ramtufi tati pu che:
MRK.14.48	—¿Chem mew am küpalnieymün ta wayki ka nünieymün mamüll tamün püresumuafiel, iñche ta kiñe malochefengelu reke? 
MRK.14.49	Fill antü müleken ta eymün iñchiñ. Kimeltumekeken ta ngillatuwe ruka mew, fey chumkawnorume püresumukelafun. Welu tüfa femngechi femi tañi mupiael ñi chumngechi wirikonkülen ti dungu ta Wirin Chillka mew.
MRK.14.50	Fey Jesus kom ñi pu disipulu kisukünueyew, ka lefmawi engün. 
MRK.14.51	Welu kiñe weche wentru ta inanieeyew, kiñe safana mew müten ta munuluwküley. Fey tüfa ta nüngey, 
MRK.14.52	welu ta kisu neykümkünufi tati safana, fey triltrangkülen lefmawi.
MRK.14.53	Feymew yengey ta Jesus tati Wünen Longko Saserdote mew, fey trawüluwi engün kom tati pu longkolelu tati pu saserdote mew, ka tati pu putrem fütakeche ka ti pu kimeltukelu Moyse ñi ley dungu. 
MRK.14.54	Pedro alü kamapu inanieeyew ka konpuy ti Wünen Longko Saserdote tañi itrotripa ti wülngin ruka mew. Fey anükünuwpuy tati pu llüwatulekelu engün ta ngillatuwe ruka mew, fey eñumtuley ta inaltu kütral.
MRK.14.55	Fey ti pu longkolelu ti pu saserdote mew ka kom tati putremke judiu kintukadungulelfi engün ta Jesus ñi kondenayafiel ka ñi langümafiel, welu ta perkelay engün chem koyla dungu rume ñi witrantulelafiel. 
MRK.14.56	Rume fentren che ta puwürkey tañi dalluntukuafiel re koylake dungu mew ta Jesus, welu kakerumey ñi dungu engün, feymew chaflay ñi dallupuel engün. 
MRK.14.57	Kiñekentu ta witrapüray, fey dalluntukufi ta re koylake dungu mew, feypilen mew:
MRK.14.58	—Iñchiñ ta allküñmakefiyiñ tañi feypin: ‘Iñche ta teyfüafiñ ta tüfachi ngillatuwe ruka tati pu che ñi dewmael, fey küla antü mew witrañpüramtuan ta kangelu ngillatuwe ruka che tañi dewmanoel.’
MRK.14.59	Welu kisu engün tañi feypintukuelchi dungu trüruwlay.
MRK.14.60	Feymew tati Wünen Longko Saserdote witrapüray kom che tañi adkiñ mew, fey ramtufi ta Jesus:
MRK.14.60	—¿Kiñe dungu rume llowdungulayaymi am? ¿Chem dungu am tati tami feypintukumekengen?
MRK.14.61	Welu Jesus ñüküfküley müten. Kiñe dungu no rume llowdungulay. Fey ti Wünen Longko Saserdote ka wiñome ramtufi ta Jesus:
MRK.14.61	—¿Eymi am tati Cristo, tati fütra küme felenngechi Ngünechen tañi Fotüm?
MRK.14.62	Jesus ta feypi:
MRK.14.62	—May, iñche tati. Fey eymün ta peafimün tati Wentrukünuwpalu anülelu tati kom pepiluwünngechi Ngünechen ñi man püle ka ñi küpayael ta kallfü wenu tromü mew.
MRK.14.63	Feymew tati Wünen Longko Saserdote wikürkay tañi takuwün ñi kimfaluwael ñi fente lladkün, fey feypi:
MRK.14.63	—Fey tüfa tañi feypin mew duamtuwelaiñ chem dungu no rume tañi feypingeael. 
MRK.14.64	Eymün allküñmafimün tañi feypiel. Rume wesa dunguy ta Ngünechen mew. ¿Chumngentufimün kay?
MRK.14.64	Fey kom kiñewi engün ñi “yafkay” ñi piafiel ka ñi “langümngepe” ñi piael engün. 
MRK.14.65	Kiñekentu eluwi engün tañi tofkütuafiel, ka takuñmangey tañi nge ka wülelfi engün, ka feypiniefi:
MRK.14.65	—¡Feypinge iney am ta wülelpeeymew!
MRK.14.65	Fey tati pu llüwatulekelu ngillatuwe ruka mew wülelkafi ta Jesus.
MRK.14.66	Pedro ta müley nageltu ti lepün ruka mew. Feymew akuy kiñe domo ti küdawelkefilu tati Wünen Longko Saserdote. 
MRK.14.67	Fey pefilu ta Pedro, eñumtumekelu ta ina kütral, leliniewefi ka feypifi ta Pedro:
MRK.14.67	—Eymi ta ka miyawkeymi ta Jesus eymu, tati Nasaret tuwchi wentru.
MRK.14.68	Pedro ta llumumay, feypilen mew:
MRK.14.68	—Kimlafiñ tati. Ka kimlan rume tami chem pipen.
MRK.14.68	Fey tripay wekuntu, itrotripa wülngiñ. Feymew kakaray kiñe alka.
MRK.14.69	Fey ti küdawkechi domo ka pefi ta Pedro, fey eluwi ñi feypiafiel tati kakelu pu che:
MRK.14.69	—Fey tüfa ta miyawkey Jesus engu.
MRK.14.70	Welu Pedro ka wiñome “kimlafiñ” pi. Ka pichi alün mew, tati pu che müleyelu tüfey mew ka wiñome feypifi engün ta Pedro:
MRK.14.70	—Rüfngey eymi ta Jesus ñi kompañ, ka femngechi Galilea tuwünche ta eymi. Ka tami dungun kütu femngerumey kisu reke.
MRK.14.71	Feymew Pedro eluwi tañi wesa dunguael ka ñi kuyalltuael, feypilen mew:
MRK.14.71	—¡Kimlafiñ ta tüfeychi wentru eymün tamün nütramyepeel!
MRK.14.72	Feychi lelen mew müten kakaray ta alka epu rupachi, fey Pedro tukulpay ñi feypikünuetew ta Jesus: “Petu ñi epuchi kakaranon
MRK.15.1	Fey küme wünlu, trawüluwi engün ti pu longkolelu ti pu saserdote mew ti putrem fütakeche engün, ti pu kimeltukelu ta Moyse ñi ley dungu ka kom tati putremke judiu. Fey trarilen yeniengey ta Jesus, fey chalintukungepuy ta Pilato mew. 
MRK.15.2	Fey Pilato ramtufi ta Jesus:
MRK.15.2	—¿Eymi am tati pu judiu ñi longko ülmen?
MRK.15.2	—Eymi ta feypipeymi ―llowdunguy ta Jesus.
MRK.15.3	Tati pu longkolelu ti pu saserdote mew am ta dalluntukuetew ta fentren dungu mew, 
MRK.15.4	Pilato ta ka wiñome ramtufi ta Jesus:
MRK.15.4	—¿Kiñe dungu rume llowdungulaymi ta eymi? Ngüneduamnge fentren dungu mew tami dalluntukumekengen.
MRK.15.5	Welu Jesus ta llowdungulaeyew, feymew ta Pilato rumeñma wesa duamnagi.
MRK.15.6	Fey tati kawiñ antü mew, Pilato lifrenentukerkefi ta kiñe püresu, tati pu che tañi dullielchi püresu. 
MRK.15.7	Kiñe wentru Barabas pingelu püresulerkey ta karsel mew, kiñentrür kakelu engün langümcherkey kiñe malokawün mew. 
MRK.15.8	Akuyey may tati pu che, fey eluwi engün tañi feypiafiel ta Pilato tañi lifrenentutuafiel kiñe püresu chumngechi tañi wimtulen ñi femkeel ti kawiñ antü mew. 
MRK.15.9	Fey Pilato ta llowdungufi ti pu che:
MRK.15.9	—¿Ayüleymün anta eymün iñche tañi lifrenentutuafiel tati pu judiu tañi longko ülmen?― 
