MAT.1.1	Na‘e tupu ‘a Sīsū Kalaisi mei he hako ‘o e Tu‘i ko Tēvitá, mei he hako ‘o ‘Ēpalahamé. 
LUK.9.8	Pea pehē ‘e he ni‘ihi ia, “Ko ‘Ilaisiā eni kuo toe foki mai”, pe “Ko e taha eni he kau palōfita fuoloá kuo toe mo‘ui.” 
LUK.9.9	Pea pehē ai ‘e Hēlota, “Ko hai ‘oku fai ki ai e ngaahi lau ko ení? He na‘á ku ‘osi tu‘usi e ‘ulu ‘o Sioné!” Pea feinga leva ‘a Hēlota ke fe‘iloaki mo Sīsū.
LUK.9.10	Na‘e foki mai e kau ‘apōsitoló ‘o fakamatala ange kia Sīsū ‘enau ngaahi me‘a kotoa na‘e faí. Pea na‘e taki atu kinautolu ‘e Sīsū ki he kolo ko Petesaita ke nau nofo fakaekinautolu.
LUK.9.11	Pea ‘ilo ‘e he tokolahi ‘enau oó, pea nau muimui atu. Ka na‘e talitali lelei pē ‘e Sīsū kinautolu. Peá ne malanga‘i kiate kinautolu ‘a e Pule‘anga ‘o e ‘Otuá, mo fakamo‘ui e fa‘ahinga ‘iate kinautolu na‘e mahamahakí.
LUK.9.12	Pea kamata tō e la‘aá, pea ‘unu‘unu mai e kau ‘apōsitolo ‘e toko hongofulu mā uá kia Sīsū ‘o tala ange, “Fekau e kakaí ke ō ki he ngaahi koló mo e ngaahi ‘api ‘uta ‘oku ofi maí ‘o kumi ha feitu‘u ke nau mālōlō ai, mo ha me‘a ke nau kai. ‘Oku ‘ikai ha me‘a ‘e taha ‘e ma‘u he feitu‘ú ni. ‘Oku hangē tofu pē ia ha toafá!”
LUK.9.13	Pea tala ange ‘e Sīsū kiate kinautolu, “Mou ‘oange ‘e kimoutolu ha me‘a ke nau kai!” Ka nau tali mai ‘e kinautolu, “Ko ‘emau me‘a pē ‘oku ma‘ú ko e fo‘i mā pē ‘e nima mo e ongo mata‘i ika ‘e ua. ‘E toki lava ‘o fafanga e fu‘u kakai tokolahi ko ení ‘o kapau te mau ō ‘o fakatau mai ha me‘akai.” 
LUK.9.14	He na‘e ‘i he toko nima afe e tokolahi ‘o e kakai tangatá, tukukehe e kakai fefiné mo e fānaú. Pea pehē ange ‘e Sīsū ki he kau akó, “Fekau e kakaí ke nau ta‘utu ‘o tautau toko nima ngofulu.” 
LUK.9.15	Pea ko ‘ene lava iá, 
LUK.9.16	na‘e to‘o hake leva ‘e Sīsū ‘a e fo‘i mā ‘e nimá mo e ongo mata‘i ika ‘e uá, mo ne hanga hake ki he langí ‘o tāpuaki‘i. Peá ne toki pakipaki e maá mo e iká ‘o ‘oange ki he kau akó ke nau tufa ki he kakaí. 
LUK.9.17	Pea nau kai kātoa ‘o mākona. Pea na‘e fonu ha ngaahi kato ‘e hongofulu mā ua he toenga me‘akaí.
LUK.9.18	Na‘e mavahe atu ‘a Sīsū ‘o fai ‘ene lotu. Pea lolotonga ‘ene kei lotú, kuo a‘u mai ‘ene kau akó. Peá ne fehu‘i ange kiate kinautolu, “Ko e hā e lau ‘a e kakaí ‘o kau kiate aú?”
LUK.9.19	Pea nau tala ange, “Ko e lau ‘a e kakaí, ko Sione Papitaiso koe, pe ko ‘Ilaisiā, pe ko ha palōfita fuoloa kuo toe tu‘u mei he maté.”
LUK.9.20	Pea toe fehu‘i ange ‘e Sīsū kiate kinautolu, “Ka ‘oku mou pehē ‘e kimoutolu ko hai au?” Pea tali atu ‘a Pita, “Ko e Mīsaia koe kuo fekau ‘e he ‘Otuá ke ha‘u ki māmani.”
LUK.9.21	Na‘e fekau leva ‘e Sīsū ‘ene kau akó ke ‘oua ‘aupito te nau toe talanoa ki ha taha ‘a e me‘a kuo hokó.
LUK.9.22	Na‘e pehē ange ‘e Sīsū ki he‘ene kau akó, “‘E fakamamahi‘i lahi e Foha ‘o e Tangatá ‘e he kau taki ‘o e fonuaá, mo e kau taula‘eiki lahí, mo e kau faiako Lao ‘a Mōsesé. Te nau fakasītu‘a‘i ia pea toki tāmate‘i. Ka ‘e a‘u ki he ‘aho hono tolú, pea ‘e toe tu‘u leva ia mei he maté.”
LUK.9.23	Pea pehē ange ‘e Sīsū ki he kakaí kotoa, “Ka ai ha taha ‘iate kimoutolu ‘e fie kaungāfononga mo au, kuo pau ke ke tuku ho lotó. Kuo pau ke ke fie fua ho kolosí he ‘aho kotoa pē ‘o muimui mai ‘i hoku halá. 
LUK.9.24	Ko ho‘o holi ke fakahaofi ho‘o mo‘uí, ko ho‘o tukuange ia ke ‘auha. Ka ko ho‘o tali ke ‘auha ho‘o mo‘uí koe‘uhí ko au, ko ‘ene hao ia ho‘o mo‘uí. 
LUK.9.25	He ka ké ka ma‘u ‘a māmani kātoa, kae ‘auha ai ho‘o mo‘uí, Ko e hā leva ha‘o me‘a kuo ma‘u ai? 
LUK.9.26	Kapau te ke maa‘i au mo ‘eku ngaahi fakahinohinó, ‘e maa‘i koe ‘e he Foha e Tangatá ‘i ha‘ane hā‘ele mai mo hono lāngilangí, mo e lāngilangi ‘o ‘ene Tamaí, mo e lāngilangi ‘o e kau ‘āngelo mā‘oni‘oní. 
LUK.9.27	Ka ‘oku ou tala fakamātoato atu, ‘oku ‘i ai e ni‘ihi ‘iate kimoutolu ‘e ‘ikai te nau mate kae‘oua kuo nau mamata ki he pule‘anga ‘o e ‘Otuá.”
LUK.9.28	Na‘e ‘osi mei ai ha ‘aho ‘e valu nai, pea ō hake ‘a Sīsū mo Pita mo Sione mo Sēmisi ki ha funga mo‘unga ke fai ai ‘e Sīsū ha‘ane lotu. 
LUK.9.29	Pea lolotonga ‘ene kei lotú kuo liliu hono fofongá mo hono kofú ‘o huhulu ‘o hangē ha māmá. 
LUK.9.30	Pea fakafokifā kuo ‘asi mai ‘a Mōsese mo ‘Ilaisiā ‘okú na feme‘a‘aki mo Sīsū. 
LUK.9.31	Pea ‘okú na fotu mai mo hona lāngilangi fakahēvaní mo fakamatala kakato ki he ‘uhinga ‘o e pekia ‘a Sīsū ‘e fai ‘i Selusalemá.
LUK.9.32	Ka ko Pita mo e toko ua ko eé, na‘a nau mate mohe kinautolu. Pea ‘ohovale pē kuo nau ofo hake ‘o sio atu ki he lāngilangi ‘o Sīsuú, pea nau toe fakatokanga‘i mo e ongo tangata ‘oku tutu‘u mo iá.
LUK.9.33	Pea na‘e kamata mavahe atu ‘a Mōsese mo ‘Ilaisiaá. Pea pehē ange ‘e Pita kia Sīsū, “Fakalata mo‘oni ‘etau ‘i hení, Tangata‘eiki! Tuku mu‘a ke mau ngaohi ha fakahekeheke ‘e tolu, ko e taha mo‘óu, pea taha mo‘o Mōsese, pea taha mo‘o ‘Ilaisiā.” Ka na‘e ‘ikai ke mahino kia Pita ‘a e me‘a ‘okú ne lea‘akí.
LUK.9.34	Pea lolotonga pē e kei lea ‘a Pitá kuo nau malungia ‘i ha konga ‘ao. Pea na‘e toki kāpui hifo kinautolu ‘e he konga ‘aó, ‘o nau manavahē ‘aupito. 
LUK.9.35	Pea ongo mai mei he loto ‘aó ha le‘o ‘oku pehē, “Ko hoku Foha eni kuó u filí! Mou fakaongoongo kiate ia!”
LUK.9.36	Pea ko ‘ene longo pē e le‘ó, pea ko Sīsū pē ‘oku kei ‘iloa maí. Na‘e fuoloa ‘aupito mei ai pea toki lea‘aki ‘e Pita mo Sione mo Sēmisi ‘a e me‘a na‘a nau mamata ki aí.
LUK.9.37	Pea a‘u ai ki he ‘aho ‘e tahá, kuo hifo mai ‘a Sīsū mo ‘ene kau ako ‘e toko tolú mei he funga mo‘ungá. Pea na‘e fakafetaulaki atu ki ai ha fu‘u kakai tokolahi. 
LUK.9.38	Pea ‘iloangé kuo kaila mai ha tangata mei he kakaí, “Tangata‘eiki! Anga‘ofa mu‘a ‘o tokoni‘i hoku ki‘i fohá. Ko hoku ki‘i foha pē ia ‘e taha. 
LUK.9.39	‘Oku fa‘a ‘ohofi ‘e ha tēvolo, ‘o ne si‘i valevalelau ai. Pea ‘oku toe hamu holo ‘o a‘u ki he koa hono ngutú. Pea ‘oku toki mavahe atu e tēvoló mei ai kuo ‘osi‘osingamālie e ivi ‘o e tamasi‘í. 
LUK.9.40	Na‘á ku kole fakamātoato ange ki ho‘o kau akó ke nau kapusi e tēvoló meiate ia, ka na‘e ‘ikai te nau lava.”
LUK.9.41	Pea pehē ange ‘e Sīsū kiate kinautolu, “Toki kakai ongongata‘a mo ta‘etui! Ko ‘eku nofo mo kimoutolú ke a‘u ki fē? Ko ‘eku kātaki‘i kimoutolú ke a‘u ki ‘afē?” Pea toki pehē ange ‘e Sīsū ki he tangatá, “Taki mai ho fohá kiate au.” 
LUK.9.42	Pea lolotonga e kei taki mai e tamasi‘í, kuo ‘ohofi ia ‘e he tēvoló ‘o ha‘aki ki lalo ‘o si‘i tetetete ai. Pea ta‘ofi ‘e Sīsū e tēvoló, peá ne toki fakamo‘ui e tamasi‘í, ‘o fakafoki ange ki he‘ene tamaí. 
LUK.9.43	Pea fakatumutumu kātoa ai e kakaí ‘i he fu‘u ivi ‘o e ‘Otuá kuo hā maí.
LUK.9.43	Pea lolotonga e kei fakatumutumu ‘a e kakaí he ngaahi me‘a ‘a Sīsū kuo faí, kuo pehē ange ‘e Sīsū ki he‘ene kau akó, 
LUK.9.44	“Mou tokanga ki he me‘a ‘oku ou tala atú. He ‘e tukuange e Foha ‘o e Tangatá ke fa‘iteliha ai hono ngaahi filí.” 
LUK.9.45	Ka na‘e ‘ikai ke mahino ki he kau akó ‘a e ‘uhinga ‘o ‘ene laú. He kuo fufū ia meiate kinautolu. Na‘e ‘ikai ke mahu‘ingamālie kiate kinautolu ‘ene laú, pea nau toe ilifia hono faka‘eke‘eke ange.
LUK.9.46	Na‘e hoko ha felāuaki ‘a e kau akó pe ko hai ‘iate kinautolu ‘oku tu‘ukimu‘á. 
LUK.9.47	Pea na‘e ‘ilo lelei foki ‘e Sīsū ‘a e anga ‘o ‘enau fakakaukaú. Peá ne puke mai ha ki‘i tamasi‘i ‘o fokotu‘u ‘i hono tafa‘akí. 
LUK.9.48	Peá ne toki pehē ange ki he kau akó, “Ka tali ‘e ha taha ‘a e ki‘i tamasi‘í ni koe‘uhí ko aú, ko ‘ene tali ia au. Pea ka tali ‘e ha taha au, ko ‘ene tali ia ‘a e Toko Taha na‘á ne fekau ke u ha‘u ki māmani. Ko ia ‘e fakatōkilalo ‘iate kimoutolú, ko ia ia ‘e tu‘ukimu‘a ‘iate kimoutolu.”
LUK.9.49	Pea pehē ange ‘e Sione kia Sīsū, “Tangata‘eiki, na‘a mau sio ki ha taha ‘okú ne kapusi tēvolo ‘aki ho hingoá, pea mau ta‘ofi ia. He ‘oku ‘ikai ke ne kau mo kitautolu.”
LUK.9.50	Pea pehē ange ‘e Sīsū kiate kinautolu, “‘Oua te mou ta‘ofi! He ko ia ‘oku ‘ikai ke fakafili atú, ‘oku kau pē mo kimoutolu.”
LUK.9.51	Na‘e panaki ‘a e ngaahi ‘aho ke ‘ohake ai ‘a Sīsū mei māmaní, peá ne fakapapau‘i hono lotó ke fononga ki Selusalema, 
LUK.9.52	peá ne fekau ha kau talafekau ke nau mu‘omu‘a atu ki ha kolo ‘i Samēlia, ‘o teuteu ki ha‘ane a‘u atu. 
LUK.9.53	Ka na‘e ‘ikai ke tali kinautolu ‘e he kakai ‘o e koló, koe‘uhí ko e taumu‘a ‘a e fononga ‘a Sīsuú ki Selusalema. 
LUK.9.54	Pea sio atu ‘a e toko ua he‘ene kau akó, ‘a Sione mo Sēmisi, ki he me‘a ‘oku hokó, peá na tala ange kia Sīsū, “‘Eiki! ‘Okú ke loto ke ma kole ke ‘alu hifo ha afi mei langi ‘o faka‘auha ‘a e kakaí ni?” 
LUK.9.55	Ka na‘e hanga atu ‘a Sīsū ‘o valoki‘i kinaua koe‘uhí ko ‘ena lea ko iá.
LUK.9.56	Pea afe leva ‘a Sīsū mo ‘ene kau akó ki ha kolo ‘e taha.
LUK.9.57	Pea lolotonga ‘enau kei fononga atu he halá, kuo pehē ange ‘e he toko taha kia Sīsū, “Ko e fē pē ha feitu‘u te ke ‘alu ki ai, te ta ō ai pē mo koe.”
LUK.9.58	Pea tala ange ‘e Sīsū, “Na‘a mo e fanga fōkisí ‘oku ‘i ai pē honau nofo‘anga. Pea ko e fanga manupuná, ‘oku ‘i ai honau pununga. Ka ko e Foha e Tangatá, ‘oku ‘ikai ha feitu‘u ke ne nofo ai.”
LUK.9.59	Na‘e toe tala ange ‘e Sīsū ki ha toko taha kehe ke ha‘u ke na ō. Kae pehē ange ‘e he toko taha ko iá kia Sīsū, “Tuku mu‘a, ‘Eiki, ke u tomu‘a ‘alu ‘o tanu si‘eku tangata‘eikí.”
LUK.9.60	Kae pehē ange ‘e Sīsū ki ai, “Tuku e kau maté ke nau tokanga‘i ‘enau kau maté. Ka ke ‘alu koe ‘o malanga‘i e Pule‘anga ‘o e ‘Otuá.”
LUK.9.61	Pea toe pehē ange ‘e he toko taha kia Sīsū, “‘Oku ou loto, ‘Eiki, ke ta ō mo koe. Kae tuku mai mu‘a ke u ‘uluaki ‘alu ‘o fakamāvae mo homau ‘apí.”
LUK.9.62	Ka ko e tali ‘a Sīsū ki aí, “Ko ia ‘oku ala ki he kau ‘o e palaú mo toe fakasiosio ki muí, ‘oku ‘ikai taau ia mo e Pule‘anga ‘o e ‘Otuá.”
LUK.10.1	Pea hili iá, pea toe fili ‘e he ‘Eikí ‘ene kau ako ‘e toko fitu ngofulu mā ua kehe. Peá ne fekau ke nau tautau tokoua atu ki he ngaahi koló pea mo e ngaahi feitu‘u na‘e ‘amanaki ke ne fou atu aí.
LUK.10.2	Peá ne pehē ange kiate kinautolu, “Kuo ‘osi fe‘unga e ta‘ú ke utu. Ka ‘oku kaungatāmaki e kau utú. Mou kole ki he ‘Eiki ‘oku ‘a‘ana e ta‘ú ke fakatokolahi ange ‘a e kau utú. 
LUK.10.3	Mou ō atu ā. Ka mou manatu‘i, ko ‘eku fekau ko eni ke mou ō atú, ‘oku mou hangē ai ha fanga lami he lotolotonga ‘o ha fanga ulofí.
LUK.10.4	Vakai na‘a mou toe to‘o ha kato pa‘anga, pe ko ha kato leta, pe ko ha sū. Pea ‘oua te mou fakamoleki homou iví he toe fepōpoaki‘aki he halá. 
LUK.10.5	Ka moú ka afe leva ki ha ‘api, pea mou fai e kupu‘i lotu ko ení, ‘Tāpuaki‘i, ‘e ‘Otua, ‘a e ‘api ko ‘eni. Tuku mu‘a ke hā ai e melino ‘oku meiate koé.’ 
LUK.10.6	Kapau ko e kaume‘a he ‘apí ko e fa‘ahinga ‘oku nau mo‘ui ‘aki e melinó, ‘e tāpuaki‘i kinautolu ‘e he ‘Otuá ‘i ha‘amou lotu pehē. Pea kapau ‘oku ‘ikai ke nau mo‘ui ‘aki e melinó, ‘e toe foki atu pē ‘a e tāpuakí kiate kimoutolu.
LUK.10.7	Ka tali kimoutolu ‘e ha ‘api, pea mou nofo pē he ‘api ko iá. Kai mo inu he me‘a ‘oku nau ma‘ú. He ‘oku taau ‘a e totongi ‘o ha taha ‘oku ngāue. Vakai na‘a mou hikihiki holo he tukui ‘apí. 
LUK.10.8	Kapau ‘e talitali lelei kimoutolu ‘e ha ‘api ‘i ha kolo, pea mou ma‘u pē ‘a e me‘akai ‘e ‘oatu ‘e he ‘api ko iá. 
LUK.10.9	Fakamo‘ui ha fa‘ahinga ‘iate kinautolu ‘oku mahamahaki, pea tala kiate kinautolu, ‘Kuo vave pē ke hoko mai e Pule‘anga ‘o e ‘Otuá.’
LUK.10.10	Pea kapau ‘e teke‘i kimoutolu ‘e ha kolo, pea mou fakalea ange kiate kinautolu mei honau tu‘a koló, 
LUK.10.11	‘Na‘a mo e efu kuo tau homau va‘é, ‘oku mau tuu‘i atu ko e fakatokanga kiate kimoutolu. He ‘oku mau fakapapau‘i atu, kuo vave ke hoko mai e Pule‘anga ‘o e ‘Otuá!’ 
LUK.10.12	Tui mai ki he me‘a ‘oku ou tala atú. ‘E hoko mai e ‘aho fakamāú, pea ‘e faka‘atu‘i ange ‘e he ‘Otuá ‘a Sōtoma he kolo ko iá!
LUK.10.13	Kau Kolesini! Kau Petesaita! Ko e tu‘utāmaki lahi te mou tō ki aí! He kapau na‘e fai ‘i Taia mo Saitoni ‘a e ngaahi mana na‘e fai ‘i homou ongo koló, kuo fuoloa ‘a e tafoki ki he ‘Otuá e kakai ‘o e ongo kolo ko iá, pea fuoloa mo ‘enau ‘ai tauanga‘a mo laku efuefu honau ‘ulú. 
LUK.10.14	Ka hoko mai e ‘aho fakamāú, ‘e faka‘atu‘i ange ‘e he ‘Otuá e kakai ‘o Taia mo Saitoní ‘iate kimoutolu.
LUK.10.15	Kau Kāpaneume! ‘Oku mou fakakaukau koā kuo pau ke fakalāngilangi‘i kimoutolu ‘i langi? ‘Oku ou tala fakamātoato atu kiate kimoutolu, te mou ō kimoutolu ki Heli!
LUK.10.16	Ka ‘ilonga ha taha ‘e fakaongo kiate kimoutolu, ko ‘ene fakaongo ia kiate aú. Pea ka ‘ilonga ha taha ‘e ‘ikai ke ne tali kimoutolu, koe ‘ikai ia ke ne tali aú. Pea ‘ilonga ha taha te ne teke‘i au, ko ‘ene teke‘i ia ‘a e Toko Taha na‘á ne fekau ke u ha‘u ki māmaní.”
LUK.10.17	Na‘e foki fiefia mai e toko fitu ngofulu mā uá, ‘o tala ange kia Sīsū, “‘Eiki, na‘a mo e fanga tēvoló, na‘a nau fakaongo kiate kimautolu ‘i he‘emau lea‘aki ho hingoá.”
LUK.10.18	Pea tala ange ‘e Sīsū kiate kinautolu, “Na‘á ku sio kia Sētane ‘oku tū‘ulu hifo ‘o hangē ko e tapa ‘a e ‘uhilá he langí. 
LUK.10.19	Kuó u ‘osi fakamafai‘i kimoutolu ke mou tāmolo he fanga ngata mo e manu huhu kona, mo ikuna‘i homou fili ko Sētané. Pea he‘ikai fai ange pea mou lavea ‘i ha me‘a. 
LUK.10.20	Kaekehe, ‘oua te mou fiefia he fakaongo atu kiate kimoutolu ‘a e fanga tēvoló, ka mou fiefia ‘i hono ‘osi tohi homou hingoá ‘i Langí.”
LUK.10.21	Na‘e ongo‘i ai ‘e Sīsū ‘i hono lotó ‘a e fiefia ‘oku ha‘u mei he Laumālie Mā‘oni‘oní, peá ne lotu ai, ‘o ne pehē, “‘Oku ou fakamālō kiate koe, ‘e Tamai, ‘Eiki ‘o langi mo māmani, koe‘uhí ko ho‘o fufū kotoa e ngaahi me‘a ko ení mei he kakai poto mo ‘ilo‘iló, ka ke fakahā ia ki he kāinanga e fonuá. ‘Io, ‘e Tamai, he ko ho finangaló ia.
LUK.10.22	Kuo tuku mai kiate au ‘e he‘eku Tamaí ‘a e me‘a kotoa. Ko ia pē toko taha ‘okú ne ‘ilo‘i e Fohá. Pea ko e Fohá pē toko taha ‘okú ne ‘ilo‘i e Tamaí. Ka ko e loto ‘o e Fohá ke fakahā e Tamaí ki he kakaí, koe‘uhí ke nau lava mo kinautolu ‘o ‘ilo‘i ia.”
LUK.10.23	Pea hanga atu ‘a Sīsū ki he‘ene kau akó, ‘o ne lea ange kiate kinautolu pē, “Ko e fa‘ahinga kimoutolu kuo tāpuaki‘i lahi ‘e he ‘Otuá, koe‘uhí ko e ngaahi me‘a kuo mou ma‘u faingamālie ke sio aí. 
LUK.10.24	He ko e fiha‘i palōfita mo e tu‘i na‘a nau fie sio ki he ngaahi me‘a kuo mou sio aí, mo fanongo he ngaahi me‘a kuo mou fanongo aí, ka na‘e ‘ikai hanau faingamālie.”
LUK.10.25	Na‘e tu‘u hake ai pē ha faiako Lao ‘a Mōsese ‘o ‘eke kia Sīsū, “Tangata‘eiki, Ko e hā te u fai, ka u ma‘u e mo‘ui ta‘engatá?”
LUK.10.26	Pea pehē ange ‘e Sīsū, “Ko e hā e me‘a kuo tohi he Laó? Ko e hā ho‘o ma‘u ki aí?”
LUK.10.27	Pea tala ange ‘e he tangatá, “Ko e lau eni ‘a e Laó, ‘‘Ofa ki he ‘Eiki ko ho ‘Otuá, ‘aki e kotoa ho lotó, mo ho laumālié, mo ho iví, pea mo ho ‘atamaí.’ Pea mo eni, ‘‘Ofa ki ho kaungā‘apí ‘o hangē ko ho‘o ‘ofa kiate koé.’”
LUK.10.28	Pea pehē ange ‘e Sīsū ki ai, “Tonu ho‘o talí. Kapau te ke fai pehe, te ke ma‘u ‘e koe e mo‘ui ta‘engatá.”
LUK.10.29	Ka na‘e ‘ikai ke fie ‘ulutukua e tangatá, ‘o ne toe ‘eke ange kia Sīsū, “He ko hai koā hoku kaungā‘apí?”
LUK.10.30	Pea ko e tali ‘a Sīsuú, “Na‘e ‘i ai ha tangata na‘e fononga hifo mei Selusalema ki Sēlikō. Pea fakafokifā kuo ‘ohofi ia ‘e ha kau kaiha‘a, ‘o nau taa‘i, pea toki fa‘ao ‘ene me‘a kotoa pē. Pea nau hola leva kae lī‘aki e tangatá he ve‘ehalá kuo meimei mate.
LUK.10.31	Pea faifaí, kuo fou mai ha faifekau he hala ko iá. Ka ko ‘ene sio atu pē ki he tangatá, na‘á ne afe ki he kauhala ‘e tahá ‘o hoko atu ‘ene fonongá. 
LUK.10.32	Pea fuoloa si‘i, kuo a‘u mai ha tangata na‘e ngāue fakataula‘eiki. Ka ko ‘ene sio atu pē ki he tangatá, peá ne afe hake he kauhala ‘e tahá.
LUK.10.33	Pea ha‘u leva ha tangata Samēlia he hala ko iá. Pea ko ‘ene fakatokanga‘i pē ‘a e tangatá, na‘á ne ongo‘i faka‘ofa‘ia ‘aupito ai. 
LUK.10.34	Peá ne afe atu ‘o tulu‘i lolo mo e uaine hono ngaahi laveá mo ha‘iha‘i. Peá ne fakaheka ‘a e tangatá ki he‘ene ‘así ‘o ‘ave ki he fale tali-fononga ‘o tauhi ai. 
LUK.10.35	Pea ma‘a hake e ‘ahó he ‘aho ‘e tahá, peá ne ‘oange ki he tauhi fale tali-fonongá ha pa‘anga siliva ‘e ua, mo ne tala ange ki ai, ‘Tauhi pē mu‘a e tangatá. Pea kapau ‘e lahi ange ho‘o fakamolé ‘i he pa‘anga ko ení, pea te u toe totongi atu ‘i ha‘aku foki mai.’”
LUK.10.36	Pea pehē ange ‘e Sīsū ki he tangata faiako Laó, “Ko hai ‘i he toko tolu ko iá ‘a e kaungā‘api mo‘oni ‘o e tangata na‘e ‘ohofi ‘e he kau kaiha‘á?”
LUK.10.37	Pea tala ange ‘e he faiako Laó, “Ko e tangata na‘e ‘ofa ki aí.” Pea ko e tali ‘a Sīsū ki aí, “Tā ko e me‘a ia ke ke ‘alu ‘o faí!”
LUK.10.38	Na‘e toe fononga atu ‘a Sīsū mo ‘ene kau akó he halá, ‘o nau a‘u ki ha kolo na‘e ‘i ai ha fefine ko Mā‘ata. Pea na‘e talitali ‘e Mā‘ata ‘a Sīsū ki hono ‘apí.
LUK.10.39	Na‘e ‘i ai mo e tehina ‘o Mā‘ata, ko Mele. Pea na‘e fāite atu ‘a Mele kia Sīsū ‘o fanongo ki he‘ene ngaahi fakahinohinó. 
LUK.10.40	Ka na‘e femo‘uekina ‘a Mā‘ata ia hono fai e ngaahi fatongia kehekehe. Pea ha‘u ai ‘a Mā‘ata ‘o fakalea ange kia Sīsū, “‘Eiki, ‘oku ‘ikai te ke tokanga mai ki he nofo pē hoku tokouá ka u fai toko taha e me‘a kotoa. Lea ki ai ke ha‘u ‘o tokoni mai!”
LUK.10.41	Kae tali atu ‘a Sīsū, “‘E Mā‘ata, si‘i Mā‘ata! ‘Okú ke loto mo‘ua mo hoha‘a ki he ngaahi me‘a kehekehe. 
LUK.10.42	Ka ko e me‘a pē ‘e taha ‘oku mahu‘ingá. Ko e me‘a ia kuo fili ‘e Melé, pea he‘ikai toe to‘o ia meiate ia.”
LUK.11.1	Na‘e fai e lotu ‘a Sīsū he feitu‘u ‘e taha. Pea ‘osi ‘ene lotú, pea lea ange ‘a e toko taha he‘ene kau akó, “‘Eiki, fakahinohino mu‘a kimautolu ke mau lava ‘o lotu, ‘o hangē ko e fakahinohino‘i ‘e Sione ‘ene kau akó.”
LUK.11.2	Pea pehē ange ‘e Sīsū, “Ka moú ka lotu, pea mou pehē,
LUK.11.2	‘‘E Tamai, tokoni‘i ange kimautolu
LUK.11.2	ke mau fakalāngilangi‘i ho huafá.
LUK.11.2	Fokotu‘u ā ho Pule‘angá.
LUK.11.3	Foaki mai ‘i he ‘aho kotoa pē
LUK.11.3	ha‘amau me‘atokoni.
LUK.11.4	Fakamolemole‘i ‘emau ngaahi faihalá,
LUK.11.4	‘o hange ko ‘emau fakamolemole‘i
LUK.11.4	‘a kinautolu kotoa kuo faihala mai kiate kimautolú.
LUK.11.4	Pea ‘oua na‘á ke tuku ange ke ‘ahi‘ahi‘i kimautolu.’”
LUK.11.5	Pea toe tala ange ‘e Sīsū kiate kinautolu, “Tau pehē, tokua, na‘e ‘alu tu‘apō ha taha ‘iate kimoutolu ki hano kaungāme‘a ‘o kole ange, ‘‘Ofa mu‘a ‘o ‘omai ha fo‘i mā ‘e tolu ka u toki totongi atu. 
LUK.11.6	‘Āsingá, he ko hoku kaume‘a kuo afe ange ki ‘api. Pea ‘oku ‘ikai ha‘aku me‘a ke talitali‘aki.’ 
LUK.11.7	Ko e hā leva ha‘o lau ‘oka pehē atu ‘e ho kaungāme‘á mei fale, ‘Tuku ho‘o fakahoha‘asi aú! Kuo ‘osi loka e matapaá, pea kuo mau mohe kimautolu. He‘ikai toe lava ke u tu‘u hake ke ‘oatu ha‘o fo‘i mā!’
LUK.11.8	Mahalo nai he‘ikai te ne tu‘u ‘o ‘oatu ha‘o fo‘i mā koe‘uhí ko ho‘omo mahení. Ka te ne ‘oatu ‘e ia koe‘uhí ko ho‘o vili ta‘e‘unuá.
LUK.11.9	Ko ia ai, ‘oku ou tala atu kiate kimoutolu, mou kole pea ‘e ‘oatu. Kumi, pea te mou ma‘u. Tukituki he matapaá, pea ‘e to‘o atu. 
LUK.11.10	He ko kinautolu kotoa ‘e kolé, ‘e foaki kiate kinautolu. Ko kinautolu kotoa ‘e kumí, te nau ma‘u. Pea ko kinautolu kotoa ‘e tukitukí, ‘e to‘o ange kiate kinautolu ‘a e matapaá. 
LUK.11.11	He ko fē ha mātu‘a ‘iate kimoutolu ‘e tangi kai ika atu ha‘ane tamasi‘i, peá ne ‘oange ha ngata? 
LUK.11.12	Ko hai ‘iate kimoutolu ‘e tangi kai fo‘i moa atu ha‘ane tamasi‘i, peá ne ‘oange ha sikopio? 
LUK.11.13	He neongo ho‘omou fai koví, ka ‘oku mou lava pē ‘o foaki me‘a lelei ma‘a ho‘omou fānaú! Pea huanoa ai ho‘omou Tamai fakalangí ‘ene fie foaki ‘a e Laumālie Mā‘oni‘oní ki ha taha te ne kole ki ai.”
LUK.11.14	Na‘e hanga ‘e Sīsū ‘o kapusi ha fa‘ahikehe mei ha tangata na‘e noa. Pea ko ‘ene mavahe atu pē ‘a e fa‘ahikehé kuo toe lea e tangatá. Pea ofo ‘aupito ai e kakaí. 
LUK.11.15	Kae pehē ‘e he ni‘ihi ia, “Ko e kapusi tēvolo ‘a Sīsuú, he ‘oku kau mo e pule ‘o e fanga tēvoló!”
LUK.11.16	Na‘e ‘i ai mo ha ni‘ihi na‘a nau holi ke sivi‘i ‘a Sīsū, ‘o nau toutou vili ange ke ne ‘ai ke hoko mai ha faka‘ilonga mei langi. 
LUK.11.17	Ka na‘e mahino kia Sīsū e anga ‘enau fakakaukaú, peá ne tala ange kiate kinautolu, “Ka ‘i ai ha pule‘anga ‘e fekainaki hono kakaí, pea ‘e ‘auha! Pea ka ‘i ai ha kāinga ‘e fekovikovi‘i, kuo pau ke nau movete. 
