MAT.1.1	Ene pitiiŋ to Yesu Krisi puughu tooni. Yesu, i siŋ to kinik David, ve David i siŋ to Abaram. 
MAT.26.75	Tauvene Petrus maata iŋgal Yesu aliiŋa tau ighe: “Mboŋ aazne, yo aat upaisamun ezag pai tol, o tatareek itaŋ.” Tauvene ivot ila muuri, ve itaŋ tiina toman loolo isaghat kat. 
MAT.27.1	Mboŋoozo geeg, yes daaba to watooŋrau tomania pooza tisov to yes Yuda tilup zi, ve tivasavo zi pa eez to tirav Yesu imaat. 
MAT.27.2	Tauvene tikau niima, ve tighamu tila tighuru ila to Piladus. Piladus, i gavana to Rom tau iŋgin taan sirivu to Yudea.
MAT.27.3	Yudas, ŋeer tau ighur Yesu ila koiŋa nimazi na, ilooŋ tighe yes daaba timbu saveeŋ to tirav Yesu imaat. Tauvene loolo ipataŋan kat, ve igham maet silva tamoot ee saŋavul (30) tau tigham pani na, ve ila ighe ipamuule. I ila ivot to yes daaba to watooŋrau ve yes pooza, ve isaav pazi ighe: 
MAT.27.4	“Enes, maet tsiam tane. Yau nagham sosor tiina kat. Pasaa, ŋeer tau le sosor eta mako, tauta naghur sorokini ila nimamim, ve aazne pale aravu imaat.”
MAT.27.4	Yes tiyol aliiŋa tighe: “Ah, ena yo taum kaut tsio. Yei lemai saveeŋ eta pani mako.”
MAT.27.5	Tauvene Yudas isuruuv maet tawe izi Rumei Tiina naagho, ra ivot ila muuri, ve iliis luua gha imaat. 
MAT.27.6	Yes daaba to watooŋrau tiyau maet tana muul, ve tisaav tighe: “Maet tane, ene siŋ to tamtamon atuya. Isaav ighe taghuru ila pepeel to Rumei Tiina, ene aat iduduuŋ pa tutuuŋ mako.” 
MAT.27.7	Tauvene tivasavo zi pani ila le timbu saveeŋ tighe tigham maet tana, ve tighol taan sirivu tau tiwaato tighe ‘taan to ravuuŋ uur.’ Ve tighuru imin nugh to loomba titavia mateegha toozi ila. 
MAT.27.8	Tauta tiwaat taan sirivu tawe eeza ‘Taan to siŋ.’ Eeza tana ighengheen le ilam aazne.
MAT.27.9+MAT.27.10	Tauvene Maaron aliiŋa tau muuŋ propet Yeremia ivotia na ighur anooŋa. Saveeŋ tana isaav ighe:
MAT.27.11	Yes Yuda tigham Yesu ila, ve tipayooze ila Piladus tau gavana to Yudea na naagho, ra Piladus ighasoni ighe: “Mindai, yo kinik to yes Yuda?”
MAT.27.11	Yesu iyol aliiŋa ighe: “Saveeŋ tauta taum usavia na.” 
MAT.27.12	Ra yes daaba to watooŋrau tomania yes pooza tiburig, ve tiŋgal saveeŋ naol pa Yesu. Eemon i iyol saveeŋ toozi eta mako. Ineneeŋ mon. 
MAT.27.13	Tauvene Piladus isaav pani muul ighe: “Yo ulooŋ zi, ma mako? Yes tiŋgal saveeŋ naol payo.” 
MAT.27.14	Eemon Yesu iyol Piladus aliiŋa mako. Saveeŋ naol tau tiŋgali pani na, i iyol eta mako. Ineneeŋ mon. Tauvene Piladus igham ŋgar naol.
MAT.27.15	Ndaman ta naol ne, lupuuŋ tiina to Pasova ighe ivot, ene gavana to Yudea ighamgham tauvene: Yes tau tileep ila ruum to yavyavuuŋ loolo, isaav ighe eval tiina lolozi pa toozi eta ivot, i aat ipuli ivot. 
MAT.27.16	Saawe tana, ŋeer ee ilepleep ila ruum to yavyavuuŋ loolo, eeza Barabas. Vaaru ilaan irau nugh isov. 
MAT.27.17	Tauvene eval tiina tila tilup zi ila Piladus naagho, ve i ighason zi ighe: “Yam aghe napul sei ilat? Barabas, ma Yesu tau tiwaato tighe i Mesia na?” 
MAT.27.18	Piladus isaav tauvene pasaa, i iwatagh: Daaba to yes Yuda tigham Yesu ilam, ve tighuru ila niima pasaa, tighita tamtamon katini tipaiti pa uraat tooni ve titaghoni. Tauta ireu yes daaba tawe lolozi ve tighur koi pani. 
MAT.27.19	Piladus ilepleep ila niia to gharatooŋ saveeŋ, ve azaawa aliiŋa ila pani ighe: “Ŋeer duduuŋa tana, ugham gabua eta pani sov. Pa mboŋ, yau naghita vivuuŋ ee tau iŋaruini, le igham ghau naroi, ve lolog ipataŋan kat.”
MAT.27.20	Eemon yes daaba to watooŋrau tomania yes pooza tipazaagh eval tiina gha tighason Piladus tighe ipul Barabas ivot ila, ve irav Yesu imaat. 
MAT.27.21	Tauvene Piladus ighason zi muul ighe: “Zeran ru tau tilepleep ne, sei kat ta yam aghe napuli ivot ilat?”
MAT.27.21	Yes tiyol aliiŋa tighe: “Barabas!”
MAT.27.22	Tauvene Piladus ighason zi muul: “Ighe tauvene, pale nagham mindai pa Yesu tau tiwaato tighe i Mesia?”
MAT.27.22	Yes tisov tilup avozi tighe: “Uravu izala ai pambarooŋ!”
MAT.27.23	Tauvene Piladus ighason zi muul ighe: “Pasaa? I igham saa sosor?”
MAT.27.23	Eemon azezi katitiiŋ pa bobaaŋ tighe: “Uravu izala ai pambarooŋ!”
MAT.27.24	Piladus ighilaal ighe yes irau tilooŋ aliiŋa mako. Ve iroi ighe malau mako pale malmal tiina iburig. Tauvene igham yaa, ve imin niima ila eval tiina matazi. Ra isaav pazi ighe: “Aghita. Ŋeer tane, ighe siŋ tooni imaliŋ gha imaat, ene yam ta amin puughu pa mateegh tooni. Yau mako.” 
MAT.27.25	Eval tiina tiyol aliiŋa tighe: “Poia. Siŋ tooni atuya izaa tsiei toman natmaiŋa lak!” 
MAT.27.26	Tauvene Piladus ipul Barabas ivot ila toozi. Ve isaav gha tilos Yesu. 
MAT.27.27	Yes zaaba tawe tigham Yesu gha tiloŋ tila gavana ruum tooni loolo, ra tipoi zetazŋa tisov tilam tilup zi, ve tiyooz livutin Yesu, ve tipamogheraini imin i kinik. 
MAT.27.28	Tizuzuum nonoghiiŋa tooni izi, ve tinonoghi pa uuli siŋsiŋai ee, 
MAT.27.29	ra tigham waar tuatua gha titalia, ve tighuru izala Yesu daaba imin moghar ndamoonda. Mako tighur toon ila Yesu niima tapir imin titi to kinik, ve tiput aghezi pani, ve tipamogheraini tighe: “Iya, aa kinik to yes Yuda, yei nipakur ghom!” 
MAT.27.30	Ve tiŋazuvu, ve tigham toon gha tiloslos daaba pani. 
MAT.27.31	Tipaŋiŋizaini le isov, ra tizuzuum uuli siŋsiŋai tawe izi pani, ve tinonoghi pa tauu nonoghiiŋa tooni muul, ve tighamu tila, leso tiravu izala ai pambarooŋ.
MAT.27.32	Yes tipul nugh tiina Yerusalem, ve tilaagh taghon eez tila, le tizaa to ŋeer ee to nugh Sairini, eeza Simon. Yes zaaba tighita, ve tisasaara ilam, ve tighur ai pambarooŋ to Yesu izala avaara gha aana ibaado, 
MAT.27.33	ve tila tivot nugh ee, eeza ‘Golgata.’ (‘Golgata’ puughu tauvene: ‘Nugh tau ghitooŋa imin tamtamon daaba rubruuba.’) 
MAT.27.34	Yes zaaba tighe tigham Yesu le vaen tau titoora tomania marasin papaii, leso iuule pa yavyavuuŋ tooni. I itoova, eemon loolo pa ghunuuŋni mako. 
MAT.27.35	Yes tirav Yesu izala ai pambarooŋ, ra tigham nonoghiiŋa tooni tomania gabua tooni siriv, tighe tirei irau zi. Tauvene tipayooz mbuur, leso itotoi sei ta pale igham saa gabua. 
MAT.27.36	Tirei gabua tooni le isov, ra mbolezi izi ta sewe, ve matazi pani. 
MAT.27.37	Tigham ndiu sirivu tau tibood mateegh tooni puughu ila na, ve tiravu izala ai pambarooŋ tooni daaba. Paesiiŋ tawe isaav ighe: “Ene Yesu, kinik to yes Yuda.” 
MAT.27.38	Saawe tau tirav Yesu izala ai pambarooŋ, tirav tamtamon ru paam. Ee, tipayooze ila pa Yesu niima tapir, ve ite ila pa ŋas. Yesuru zeran to taliiŋzizi ve ghamuuŋ malmal. 
MAT.27.39	Saawe tau Yesu ituktuuk ila ai pambarooŋ, eval tiina tilala tilamlam. Matazi izazala pa Yesu, titurun luazi pani imin veleghiiŋni, ve tisiksik saveeŋ veleghiiŋ pani tighe: 
MAT.27.40	“Aa, ughita wa! Yo ta ughe ureu Rumei Tiina izi, ve mboŋ imin tol, o upayooze muul. Poia. Uul taum lak! Ighe onoon yo Maaron Naatu, na uzi pa ai pambarooŋ tsio tana.” 
MAT.27.41	Yes daaba to watooŋrau tomania ŋgara to tutuuŋ ve pooza siriv tiveleghi paam tighe: 
MAT.27.42	“I iuluul tamtamon naol. Irau iuul tauu mako? I ighe i kinik to iit Israela. Poia. Isaav ighe ipul ai pambarooŋ tooni ve izilam taan, o taghur ila tooni. 
MAT.27.43	I inumeer Maaron, ve ighe i Maaron Naatu. Poia. Isaav ighe Maaron loolo pani, o iuule ta aazne!” 
MAT.27.44	Ve zeran sasaghati ru tau tirav zi izala ai pambarooŋ igharau Yesu na, yesuru paam tisiksik saveeŋ veleghiiŋ raraate mon pani.
MAT.27.45	Aaz anunu izalam zegmatuugh, ra ndoroom tiina ivot irau taan isov, ve ighengheen tauvene le aaz ivool (3 kilok). 
MAT.27.46	Ra Yesu iboob aliiŋa tiina ighe: “Eli, Eli, lema sabaktani?”
MAT.27.46	Saveeŋ tane, puughu tauvene:
MAT.27.47	Tamtamon siriv tau tiyozyooz tigharau Yesu na, tilooŋ sapirin saveeŋ tooni, ve tisaav tighe: “Alooŋ. Ipoi propet Ilia.” 
MAT.27.48	Tauvene tamtamon toozi ee rekia mon ilaan ila igham spans, ve izeeva izila uur ee tau vaen igheen ila. Ra ikauu ila ai malaua, ve izuzuuna izala pa Yesu, leso igholooma. 
MAT.27.49	I igham tauvene, ve yes siriv tisaav pani tighe: “Uleep o, ve taghita. Pale Ilia ilam ve igham mulini pa pataŋani tooni, ma mako?”
MAT.27.50	Yesu iboob muul toman aliiŋa tiina, ra ipul avuvu ila, ve imaat. 
MAT.27.51	Saawe duduuŋ tana, uuli tiina tau ituktuuk ila Rumei Tiina loolo ve iponpoon nugh tau patabuyaaŋ kat na, imaraŋgat ta saaŋa we, ve malmali izila siiŋa, le imin ru. Ve yogyoog tiina itok taan, le taan irur ve maet tintiina tivavaal. 
MAT.27.52	Ve tamtamon patabuyaaŋa katini to Maaron tau timaat muuŋ na, naal toozi tikaak, ve Maaron ipaburigin zi pa mateegh. 
MAT.27.53	Yes tipul naal toz toz ve tilepleep le saawe tau Maaron ipaburigin Yesu pa mateegh, ra tiloŋ tila nugh patabuyaaŋ Yerusalem, ve tamtamon katini tighit zi.
MAT.27.54	Yes zaaba tau tiŋginŋgin Yesu na, yesŋa daaba toozi tighita yogyoog tana ve gabua siriv tau tivot pa saawe tana, le roiŋ tiina kat igham zi. Ve tisaav tighe: “Onoon kat, ŋeer tane, i Maaron Naatu.”
MAT.27.55	Zilivaa katini tau tibesbees pa Yesu na, yesŋa Yesu tilaagh Galilaia ve tilam. Yes paam tiyozyooz soghan, ve timamarar gabua tau ivotvot na. 
MAT.27.56	Zilivaa tawe, toozi tol, ene Maria to nugh Magdala, ve Maria ite tau Yakobus gha Yosep tinazi na, ve Zebedi azaawa tau Yakobus gha Yoan tinazi na.
MAT.27.57+MAT.27.58	Ravrav izi, ra kuaz tauu ee ila ivot, eeza Yosep. I to nugh Arimatea, ve i Yesu ziŋeera ee paam. I ila to Piladus, ve ighasoni ighe iyokia Yesu paata pani. Tauvene Piladus isaav pa zaaba siriv gha tila tigham Yesu paata, ve tighuru ila Yosep niima. 
MAT.27.59	Yosep tomania zeran siriv tigham Yesu paata, tizunua pa uuli pisosooŋa tau ŋgalaaŋa kat. 
MAT.27.60	Ra tighamu tila, ve tighuru iloŋ ila maet puura paaghu ee tau tigharaata pataghaaŋ imin naal pa mateegha. Maet puura tawe, ene to Yosep tauu. Ra tipatambulia maet tiina ee ila ipoon puura tana aavo. Tipasov uraat tana le isov, ra tipul nugh tawe, ve timuul tila. 
MAT.27.61	Saawe tau tigham uraat tana, Maria to Magdala yesuru Maria ite, mbolezi izi soghan rig, ve matazi ilala pazi.
MAT.27.62	Saawe to titartar pa umbom patabuyaaŋ isov, ve nughizau, ra yes daaba to watooŋrau tomania zeran tutuuŋa siriv tila to Piladus, ve tisaav pani tighe: 
MAT.27.63	“Tiina tsiei, yei matamai iŋgal saveeŋ ziiri ee tau aavo karom tawe isavia. Saawe tau ileep maata yaryaare, i isavsaav ighe: ‘Yau aat namaat. Ve mboŋ imin tol, mako naburig muul.’ 
MAT.27.64	Tauvene yei nighe yo ughur zaaba tsio siriv tila tiŋgin poghania naal tau paata igheen ila na le irau mboŋ tol tane isov. Mako pale mbiwa tooni tila tium paata, ve tiŋgooza ila pa nugh ite, ve titombaan tamtamon tighe i iburig muul pa mateegh. Ve karom toozi tana pale iliiv saveeŋ karom naol tau i isavi zi imin maata na, mako ikau ŋgar to tamtamon gha tivaghamgham kat.”
MAT.27.65	Piladus iyok pa ŋgar toozi ighe: “Poia. Zaaba siriv tilepleep. Yamŋa ala, ve saa ŋgar tau aghe ataghoni pa ponaaŋ naal tawe aavo, na aghamu mon.” 
MAT.27.66	Tauvene tipul Piladus, ve yesŋa zaaba tawe tila to tiŋgin Yesu paata. Yes tiwawaar maet tiina tau ipoon naal aavo na le tuŋia kat. Leso tamtamon eta iloŋ ila sov. Ra tighur zaaba siriv to tiŋgini.
MAT.28.1	Umbom patabuyaaŋ isov, ve saawe imin maata to wik tana mboŋoozo geeg, ve Maria to Magdala yesuru Maria ite tila tighe tigig naal to Yesu. 
MAT.28.2	Malau mako ve aŋela ee to Ŋeer Tiina ipul sambam ve izilam, ve yogyoog tiina kat itok taan. Aŋela tawe ipatambulia maet tiina tau ipoon naal aavo na ighau ila ziige, ve mboole izala paavo. 
MAT.28.3	I tiini milmilia, ve nonoghiiŋa tooni pisosooŋa kat. 
MAT.28.4	Zaaba tau tiŋginŋgin nugh tawe, tighita aŋela tana, le tirur tiina ve roiŋ tiina igham zi, ve titap tizi tigheen imin mateegha.
MAT.28.5	Ra aŋela isaav pa zilivaa ru tawe ighe: “Yamru aroi sov! Yau nawatagh: Yam aghe aghita Yesu tau tiravu izala ai pambarooŋ na paata, tauta alam. 
MAT.28.6	Eemon i ileep ta sene muul mako. Pasaa, Maaron ipaburigini pa mateegh wa, itaghon saveeŋ tau muuŋ i tauu isavia na. Alam aghita nugh tau paata igheen pani na. 
MAT.28.7	Aghita le isov, mako rekia mon alaan ala apaesia gabua tane vaaru pa mbiwa tooni aghe: ‘Maaron ipaburigini pa mateegh wa! I pale imuuŋ ila Galilaia. Ataghoni ala, o aghita izi ta sewe.’ Saveeŋ, tauta napaesia payam gha alooŋa wa.” 
MAT.28.8	Tauvene rekia mon ve zilivaa ru tana tipul naal, ve tilaan tila tighe tipaesia gabua tana vaaru pa mbiwa tooni. Tilanlaan toman tintinizi ve lolozi poia le poia kat. Eemon roiŋ igham zi paam. 
MAT.28.9	Malau mako ve Yesu tauu ivot toozi, ve isaav pazi ighe: “Yamru, mboŋoozo poia!” Yesuru tiŋaruini tila, ve tiput aghezi pani, tisaghav aaghe, ve tipakuru. 
MAT.28.10	Ra Yesu isaav pazi muul ighe: “Yamru aroi sov! Ala ve asaav pa tazigŋa 
MAT.28.11	Tauvene zilivaa ru tana tipul naal, ve titaghon eez gha tila. Ve yes zaaba tau tiŋginŋgin Yesu naal tooni na, tamtamon toozi siriv tiloŋ tila Yerusalem paam, ve tipaes pa yes daaba to watooŋrau pa gabua naol tau ivot pazi na. 
MAT.28.12	Tauvene yes daaba to watooŋrau tomania yes pooza tilup zi, ve tiil eez pa saveeŋ to zaaba tawe. Tisavsaav ila ila le tizaa pa ŋgar ee. Tighe tigham zaaba tana lezi maet tiina, leso tipoon avozi. Ve tiŋgalsekin zi ariaaŋ tighe: 
MAT.28.13	“Apaesia saveeŋ tane pa tamtamon eta sov. Asaav mon tauvene: ‘Mboŋ, yei nigheen le lolomai iveegh kat. Tauvene ŋeer tawe ziŋeera tilam tium paata, gha tighamu tila.’ 
MAT.28.14	Isaav ighe gavana toit ilooŋ gabua tane vaaru, ene yei taumai aat nigharaat saveeŋ pani. Leso lemim savsaveeŋ sov.” 
MAT.28.15	Tauvene zaaba tigham maet tawe ve tila, ve titaghon saveeŋ isov tau yes daaba tisavia pazi na. Tauta sinaiŋ tawe ilaan irau yes Yuda taghon gha ilam aazne.
MAT.28.16	Mbiwa saŋavul ve ee (11) to Yesu tila tivot Galilaia, ve tilup zi izi loloz ee itaghon saveeŋ tau Yesu isavia pazi na. 
MAT.28.17	Tighita Yesu izi ta sewe, ve tiput aghezi pani ve tipakuru. Eemon tamtamon toozi siriv lolozi ruru.
MAT.28.18	Tauvene Yesu iŋarui zi ila, ve isaav pazi ighe: “Tamaŋ Maaron ighur gabua naol isov to sambam ve taan ila yau sambag wa, ve yau ezag pa ŋginiiŋ zi. 
MAT.28.19+MAT.28.20	Tauvene yam ala arau nugh naol isov, ve agham tamtamon tisov timin ziŋerag ve titaghon ŋgar tsiau. Arughuuz zi ila Maaron eeza, Taama, Naatu ve Avuvu Patabuyaaŋ. Ve tutuuŋ naol isov tau yau nasavi zi payam na, apaghazoŋai zi pazi. Leso matazi kisin zi ve titaghon zi. Ve alooŋ. Yau aat naleep tomani gham irau saawe, le ila taan saawe.” 
MRK.1.1+MRK.1.2	Ene vaaru poia to Yesu Krisi, i Maaron Naatu. Saveeŋa tau imuuŋ, ene vene: Uraat tooni iburig itaghon Maaron aliiŋa tau propet Isaia ivotia ve tiboode na. Isaav ighe:
MRK.1.4	Saveeŋ tane ighur anooŋa izaa to ŋeer rughuzaaŋa Yoan. Pasaa, i ila ivot nugh ŋginaaŋa, ve ivovotia Maaron aliiŋa pa tamtamon ighe tipul ŋgar toozi sasaghati ileple, ve titoor ŋgar toozi imuul ila pa Maaron ve tigham yaa. Leso Maaron ireu sosor toozi. 
MRK.1.5	Eval tiina to taan sirivu to Yudea, yesŋa Yerusalema tisov timeke tilala tooni izi yaa Yordan, ve tivovotia sosor toozi ila tooni, ve i irurughuuz zi ta sewe.
MRK.1.6	Yoan inonogh ghi pa uuli tau tigharaata pa kamel ooro, ve ipuus ŋgaali pa puus tau tigharaata pa ŋgai uuli. 
MRK.1.7	I ivovotia saveeŋ pa tamtamon tauvene ighe: “Ŋeer ee aat ilam murei payau. I tapiri tiina. Iliiv ghau kat. Uraat sorok imin naput agheg pani ve napool waar to zuzuuŋa to aaghe, ene paam, yau poiag irau to nagham pani ne mako. 
MRK.1.8	Yau narughuuz gham pa yaa. Eemon i pale igham Avuvu Patabuyaaŋ payam.” 
MRK.1.9	Saawe tana, Yesu ipul nugh Nasaret tau igheen taan sirivu to Galilaia, ve ilaagh ila ivot to Yoan izi yaa Yordan, ve Yoan irughuuza ta sewe. 
MRK.1.10	Yesu ipul yaa ve izaa, ve saawe duduuŋ tana, maata izala le ighita sambam ikaak, ve Maaron Avuvu izilam imin mbuun, ve izala paavo.
MRK.1.11	Ra saveeŋ sambam ve izilam ighe: “Yau natug yo. Yau lolog igheen tsio, ve yo ugham ghau lolog poia kat.” 
MRK.1.12	Yesu igham yaa le isov, ve rekia mon Maaron Avuvu ipaburigini gha ipul yaa Yordan, ve ila ivot nugh ŋginaaŋa. 
MRK.1.13	I ileep ta sewe tomania gabua to su irau mboŋ tamoot ru. Saawe tana, Sadan itovtoova. Eemon yes aŋela tilepleep tomania ve tiuluule. 
MRK.1.14	Yoan ighamgham uraat tooni, le tikisi ve tighuru iloŋ ila ruum to yavyavuuŋ. Ra Yesu ila ivot taan sirivu to Galilaia muul, ve ipaburigin uraat tooni to votiaaŋ vaaru poia to Maaron. 
MRK.1.15	I isavsaav pa tamtamon ighe: “Alooŋ! Saawe to Maaron itotoi pooz tooni ivot ighazooŋ, ene ilam igharau wa. Apul ŋgar tsiam sasaghati ileple, atoor ŋgar tsiam imuul ila pa Maaron, ve aghur ila vaaru poia!” 
MRK.1.16	Saawe ee, Yesu ilaghlaagh taghon nari to yaa naliu Galilaia, ve ighita zeran ru to ghamuuŋ iigh tiwaswaas. Ee, eeza Simon, ve ite eeza Andreas. I Simon taazi. 
MRK.1.17	Yesu isaav ila pazi ighe: “Ai, yamru alam ataghon ghau. Leso natotoi eez to ghamuuŋ tamtamon payam.” 
MRK.1.18	Rekia mon yesuru tipul puugh toozi izi ileple, ve titaghon Yesu gha yesŋa tila.
MRK.1.19	Tilaghlaagh tila rig, ve Yesu ighita Zebedi natŋa ru, Yakobus ve Yoan, tilepleep izala waaŋ ve tiyaim puugh toozi. 
MRK.1.20	Yesu rekia mon isaav ila pazi ighe tilam titaghoni. Tauvene yesuru paam tipul tamazi tomania uraata tooni tileep izala waaŋ, ve tila titaghon Yesu gha yesŋa tila.
MRK.1.21	Yesu tomania mbiwa tooni tila tivot nugh Kapernaum, ve tileep ta sewe le umbom patabuyaaŋ ivot. Ra Yesu iloŋ ila rumei toozi, ve ipaghazoŋai zi pa Maaron aliiŋa. 
MRK.1.22	Yes tilooŋ saveeŋ tooni le tirur pa ŋgar tooni. Pasaa, i ipaduduuŋ tamtamon imin zeran ŋgara siriv to tutuuŋ mako. Saveeŋ tooni, toman tapiri. Ve isavsaav imin tamtamon tau i le eeza pa uraat tauvene. 
MRK.1.23	Saawe tana, ŋeer ee ilepleep tomani zi ila rumei loolo. I, avuvu saghati izeeva. Tauvene iboob aliiŋa tiina ighe: 
MRK.1.24	“Aii, Yesu to Nasaret, ulam sene pasaa? Yei nimbaaŋ payo? Ma ulam ughe uvaghamun ghei? Yau nawatagh ghom wa. Yo ŋeer patabuyaaŋ to Maaron.” 
MRK.1.25	Eemon Yesu iyaoni ighe: “Ai, yo uneneeŋ. Upuli ve ughau ula!” 
MRK.1.26	I isaav tauvene, ve avuvu saghati ivatoki ŋeer tawe, iyak saghat, ve ipuli ve ila. 
MRK.1.27	Yes tau tighita gabua ŋgereeta tana, tisov tirur pa Maaron tapiri, ve tivasavo zi tighe: “Wai, ene gabua mindai? Ene ŋgar paaghu ee. Ŋeer tane, i le eeza ve tapiri. Aghita. Avuvu sasaghatizi paam tileep ila i saamba. Pasaa, i isaav ariaaŋ pazi, ve tiloŋlooŋ aliiŋa gha tighaughau tila.” 
MRK.1.28	Puughu tane ta Yesu vaaru ilaan rekia mon le irau taan sirivu to Galilaia.
MRK.1.29+MRK.1.30	Yesu ipul rumei tana, ve yesŋa Yakobus gha Yoan malmalizi tila pa Petrus yesuru Andreas ruum toozi. Tiloŋ tila ruum loolo, ve tipaes pa Yesu tighe Simon rauliva imorooŋ le tiini iyes gha ighengheen we. 
MRK.1.31	Tauvene Yesu ila ikis olman tinazi niima, ve iiti iburig, le moroghooŋ tooni isov. Ra olman tinazi ila igharaat lezi aniiŋ.
MRK.1.32	Tilepleep le ravrav izi gha aaz izila, ra tamtamon tiyauur zetazŋa tisov tau timorooŋ, ma avuvu sasaghati tizeev zi na tila to Yesu, leso iuul zi. 
MRK.1.33	Nugh tawe tamtamona tisov tila tirou izi ruum tau Yesu ileep pani na naagho.
MRK.1.34	Yesu igharaat tamtamon katini pa moroghooŋ toozi maata maata, ve iziir avuvu sasaghati naol pazi paam. Avuvu sasaghati tawe tiwataghi wa. Tauvene i iŋgalsekin zi ighe tisavia saveeŋ eta sov. 
MRK.1.35	Mboŋoozo, ndoroome geeg, ve Yesu iburig gha ipul ruum, ve ilaagh ila pa nugh ŋginaaŋa ee. Ra zigani ileep ta sewe ve isuŋ. 
MRK.1.36	Eemon Simon tomania zeetŋa siriv tila tiilo. 
MRK.1.37	Tila tindeeŋa, ve tipaes pani tighe: “Eval tiina tiliil ghom we!”
MRK.1.38	Yesu iyol aliŋazi ighe: “Iit aat tala pa nugh siriv tau tataŋgan ne. Leso navotia saveeŋ pazi paam. Pasaa, yau nalam pa uraat tane.” 
MRK.1.39	Tauta Yesu ilaagh irau nugh nugh to Galilaia, ve ivovotia Maaron aliiŋa iloŋ ila rumei toozi, ve izirziir avuvu sasaghati gha tighaughau pa tamtamon.
MRK.1.40	Ŋeer ee, kolekole ighamu. 
MRK.1.41	Yesu loolo isaghatini, tauvene niima ila ikisi, ve isaav pani ighe: “Poia, yau aat nauul ghom. Aiyo, tinim poia ve uŋgalaaŋ!” 
MRK.1.42	I isaav tauvene, ve rekia mon kolekole ighau pa ŋeer tana le tiini poia. 
MRK.1.43+MRK.1.44	Ra Yesu imbaaŋo ila ve isaav ariaaŋ pani ighe: “Ulooŋ. Aazne, tinim poia wa. Eemon usavia gabua tane vaaru pa tamtamon eta sov. Malmalim ula, ve utotoi taum pa ŋeer eta to watooŋrau, ve ugham watooŋrau pa Maaron itaghon tutuuŋ tau Mose isavia na. Leso upaghazoŋai taum pa tamtamon, ve tiwatagh tighe tinim poia ve uŋgalaaŋ ila Maaron maata wa.” 
MRK.1.45	Eemon ŋeer tana itaghon Yesu aliiŋa mako. I ila ve ipaesia gabua tau ivot pani na vaaru pa eval tiina. Tauvene Yesu irau ilaagh ila tamtamon matazi muul mako, ve iloŋ ila nugh eta mako. Zigani ilepleep izi nugh ŋginaaŋa. Eemon tamtamon to nugh nugh tilala tooni.
MRK.2.1	Mboŋ siriv ilam ila, ra Yesu imuul ila pa Kapernaum, nugh tau i ilepleep pani na. Tamtamon tilooŋ Yesu vaaru tighe i imuul ila ileep izi ruum tooni, 
MRK.2.2+MRK.2.3	tauvene eval tiina tila ve tipavon ruum le ivon kat. Ataman puughu paam, tipoona le sooso mako. Yesu ivovotia Maaron aliiŋa pazi, ve zeran paaŋ tibaad ŋeer narape ee tilam tighe Yesu iuule. Ŋeer tawe, aaghe imaat. Irau ilaagh mako. 
MRK.2.4	Zeran paaŋ tana titoova to tiloŋ tila tigharau Yesu. Eemon tirao mako. Pasaa, eval tiina tipoon zi. Tauvene tigham narape tana, ve titaghon ndeet tizala pa ruum paavo. Ra tipas atov siriv ighau, ve titughu tomania moogh tau i igheen izala na iŋarui Yesu izila, le igheen izi naagho. 
MRK.2.5	Yesu ighita zeran tana ghuruuŋ ila toozi iyaryaaŋ kat. Tauvene isaav pa narape tana ighe: “Tazig, sosor tsio, yau nareua wa.” 
MRK.2.6	Zeran ŋgara siriv to tutuuŋ tileep tomani zi ta sewe paam. Yes tilooŋ Yesu aliiŋa ziiri rig tane, ve tigham ŋgar naol ila lolozi tighe: 
MRK.2.7	“Wai, puughu mindai ta ŋeer tane isaav tauvene? I ivelegh Maaron! Tamtamon eta irau ireu sosor mako. Maaron mon, o ireu sosor.” 
