MAT.1.1	Nene pitiiŋ to Yesu Krisi pughu toni. Yesu, ye siŋ to kinik David, ve David, ye siŋ to Abaraam. 
LUK.11.46	Yesu isaav pani ighaze: “Yam ŋgara to tutuuŋ paam, akaria taumim wa! Pasa, yam aseeŋ Maaron tutuuŋ toni pa tutuuŋ naol itaghon taumim ŋgar tiam. Tauto agham pataŋani naol pa tamtoghon tinimale ai posaaŋ tintina to ipataŋan kat pa badooŋ di. Eemoghon yam auul di rita pa badooŋ di maau. 
LUK.11.47+LUK.11.48	“Yam akaria taumim wa! Agham ŋgar pa yes propeta to muuŋ nditimbumim tighur koi padi ve tirab di timatmaat. Ndiran tonowen to aazne yam agharaat naal todi poghodi le paghunadi kat. Ŋgar tiam tonanan ipatooŋ gham ighaze yam paam ayok pa ŋgar samsamia to nditimbumim tigham di aghaze nene ŋgar poia. 
LUK.11.49	Pughu tonene, to Maaron ivotia ŋgar toni ighaze: ‘You pale nambaaŋ yes propeta toman mbaŋooŋa tiou tila pa ndiran tonowen. Eemoghon yes pale tighur koi padi, ve tirab pida timatmaat, ve tighur pataŋani naol pa pida, ve tinaan di itaghon ndug ndug ve tila.’ 
LUK.11.50+LUK.11.51	Tovenen atia to pale iza to tamtoghon to aazne, nene pale tiina kat. Pasa, propeta tisob to tamtoghon tirab di timatmaat, siŋ todi atia pale iza to tamtoghon to aazne. You nasaav payam kat. Sawa to Maaron ighur sambam ve taan, inim mateeŋ to Abel, ve itaghoni taghoni inim le mateeŋ to propet Sakaria to ineep ila Rumai Tiina lolo igharau artaal ve tirabi imaat ne, tamtoghon to aazne siŋ todi pale imaliŋ inimale yatuuŋ siŋ to yes tisob tonowen. 
LUK.11.52	“Yam ŋgara to tutuuŋ, akaria taumim wa! Pasa, ki to ikaak ataam pa tamtoghon leso tiwatag katin Maaron, yam aŋguaaza padi. Yam taumim alooŋ ala maau. Ve yes to tizuaria di tighaze tiwatag katin Maaron ve tilooŋ tila ndug toni, nene yam aponpoon ataam padi.”
LUK.11.53+LUK.11.54	Yesu isavia saveeŋ tonene le isob ghoro imundig ve ivot ila pumuri. Ndiran tutuuŋa toman yes ŋgara to tutuuŋ tonenen atedi yabyab kat pani. Tovenen sawa tonenen ve ila, tinoknok ghasoniiŋi pa mbeb naol naol, ve tisasaŋan. Tighaze ye isavia saveeŋ eta isosor, ghoro inim le pughu pa tikisi.
LUK.12.1	Sawa tonenen, tamtoghon ival le ival kat tinim tighaze tilooŋ Yesu saveeŋ toni. Yes tinim tilup di le ndug ivon padi ve ledi soso maau, ve tiwandiron di. Yesu ipamundigin saveeŋ toni, ve iveivei pa taghoniiŋa toni muuŋ ighaze: “Apatum gham pa yis to ndiran tutuuŋa. Nene you nasavia gabuadi to tiparim taudi pa ghurla todi. 
LUK.12.2	Alooŋ. Mbeb eta irau iyooŋ maau. Mbeb tisob to ndunuŋadi, nene pale tipool di, leso tineep ghazooŋa. Ve ŋgar to ŋgozaaŋ, nene pale tisob tivot tighazooŋ. 
LUK.12.3	Tovenen saveeŋ to yam asavia ila ndoroom lolo inim ŋgozaaŋ, nene pale ivot pa ndag le ival tiina tilooŋa. Ve saveeŋ to yam akamuun pani ila ruum lolo, nene pale tamtoghon tiyoon izala ruum todi poghodi ve titem pani, leso ival tiina tilooŋa. 
LUK.12.4	“Aa nditag, you nasaav payam. Yes to tighaze tirab gham amaat, yam amatughez padi malep. Pasa, ighaze tirab gham amaat, nene isob. Tiwaghamun anoŋamim moghon. Muri, irau tigham mbeb eta payam muul maau. 
LUK.12.5	Tovenen you nasaav payam: Amatughez pa Maaron moghon. Pasa, ye tapiri tiina, ve yam aneep ila ye nima. Ighaze lolo pa irab tamtoghon eta imaat, nene ye irau ipiyaav tamtoghon tonenen anunu izila ndug samia paam. Tauto nasaav payam: Amatughez pa Maaron moghon. 
LUK.12.6	“Aghita. Man niuruŋgu, nene man sorok. Irau taghol liim pa yaam kaviaaŋa ru moghon. Eemoghon Maaron irau lolo imaagh pa eta maau. 
LUK.12.7	Ve yam ndamomim ve alib kat pa niuruŋgu to katindi. Ve ye iwatag katin gham. Dabamim raua paam, ye inin di tisob. Tovenen yam amatughez malep. Ye pale mata iŋgal gham.” 
LUK.12.8	Yesu isaav muul ighaze: “You nasaav payam. Ighaze tamtoghon eta isaav ghazooŋa ila tamtoghon matadi ighaze ye inim leg ve itaghon ghou, nene pale Tamtoghon Natu paam, isaav ghazooŋa ila Maaron aŋela toni matadi ighaze tamtoghon tonenen inim ye le wa. 
LUK.12.9	Eemoghon ighaze ŋgeu eta ipesam pa tau ila tamtoghon matadi ighaze ye tamtoghon tiou maau, nene pale Tamtoghon Natu ipesamuni paam ila Maaron aŋela toni matadi. 
LUK.12.10	“Ighaze tamtoghon eta ipiyaav saveeŋ samia iŋarua Tamtoghon Natu, nene sosor toni tonenen, Maaron irau ireua pani. Eemoghon ighaze ipiyaav saveeŋ samia iŋarua Avuvu Patabuaŋ ve iveleg uraat toni, sosor tovene, Maaron irau ireua maau. 
LUK.12.11	“Ighaze tikis gham, ve tipayoon gham ila rumai lolo, ma tipayoon gham ila yes pooza ve daba to ndug matadi, lolomim imbumbu ve akaal ŋgar ve saveeŋ pa ambotoon taumim malep. 
LUK.12.12	Pasa, sawa to tipayoon gham pa savsaveeŋ, Avuvu Patabuaŋ tau pale ipatooŋ gham pa sa saveeŋ to Maaron ighaze yam asavia.” 
LUK.12.13	Ŋgeu eez ineep ila ival tiina lolodi, ve isaav pa Yesu ighaze: “Patoŋaaŋ, usaav pa toghag, leso ivalag mbeb to tamamai ipul di payei, ve igham leg pida.”
LUK.12.14	Eemoghon Yesu isaav pani ighaze: “Wai, ŋgeu tiou, sei ighur ghou pa nagharaat saveeŋ tiam ve navalag mbeb tiam?” 
LUK.12.15	Ghoro Yesu isaav pa ival tiina ighaze: “Matamim iza ve apatum gham pa ŋgar to lolood igham pa mbeb naol naol to taan. Alooŋ. Ighaze tamtoghon eta ye le mbeb katindi to taan, nene mbeb tonowen moghon irau ighami ineep pooi ne maau.” 
LUK.12.16	Ghoro ye isavia saveeŋ palelaaŋ padi ighaze: “Sawa eez, mbaliiŋ tau eez, taan toni ŋgoreeŋa tiina. Tovenen mbeb tisob to ye ivazog di, titub tiza le anoŋadi katindi. 
LUK.12.17	Ye ighita anoŋadi tonowen, ve igham ŋgar ighaze: ‘Wai, pale nagham vena pa aniiŋ tiou tonene? Naghur di sine? Pasa, mbeez tiou tiraua maau.’ 
LUK.12.18	Ghoro ŋgar eez ivot pani: ‘Aa, ghara matag iŋgal ŋgar eez! You pale nareu mbeez tiou muŋginadi tizi, ve narei papaghu ve tintina. Leso naghur aniiŋ tiou toman mbeb tiou tisob tilooŋ tila. 
LUK.12.19	Isob, ghoro nasaav pa taug naghaze: Wais, naraua kat wa! Mbeb popoia naol to nandou di, nene pale iuul ghou irau ndaman katindi. Aazne ve ila, you pale ateg izi, ve naghan ve naghun, ve naneep toman lolog poia moghon.’ 
LUK.12.20	“Eemoghon Maaron isaav pani ighaze: ‘Ah, borou taamdi! Lem ŋgar maau kat! Mboŋ aazne, yom pale umaat. Ve sei pale iyou mbeb tiom to undou di ne?’ ” 
LUK.12.21	Ghoro Yesu ipasob saveeŋ toni ighaze: “Ŋgar raraate moghon pale ivot pa tamtoghon tisob to tindou ledi mbaliiŋ to taan, eemoghon timbool pa ŋgar popoia to Maaron lolo pani.” 
LUK.12.22+LUK.12.23	Yesu iseeŋ saveeŋ toni muul, ve isaav pa taghoniiŋa toni ighaze: “Tovenen you nasaav payam: Lolomim imbumbu pa nepooŋ tiam to taan malep. Agham ŋgar naol pa amim aniiŋ to ghaniiŋ, ve nonogiiŋa to andud gham pani ne malep. Onoon, aniiŋ ve nonogiiŋa iuul ghiit pa nepooŋ to taan. Eemoghon mbeb tovene irau iuul ghiit pa tagham nepooŋ poia ila to Maaron ne maau. Ve nepooŋ tonowen, to mbeb tau. 
LUK.12.24	Agham ŋgar pa man kool. Yes tivazog aniiŋ maau, ve tiyou aniiŋ anoŋa maau. Ve ledi mbeez to ndouŋ aniiŋ todi ilooŋ ila ne maau. Maaron tau ipanpan di. Ve yam, Maaron ighita gham ighaze yam ghoro, mbeb tau. Alib kat pa man to naol ne. 
LUK.12.25	Vena? Ighaze tiam eta igham ŋgar naol pa nepooŋ toni to taan, ve ikaal ataam pa iseeŋ sawa toni le mala ris, pale iraua wa? Maau. 
LUK.12.26	Ighaze yam irau agham mbeb ŋgiira tonenen maau, pughu vena to lolomim imbumbu, ve agham ŋgar naol pa mbeb pida to taan inimale aniiŋ ve nonogiiŋa?
LUK.12.27	“Aghita kananaŋ to tiyondyood we. Titub vena? Taudi tigham uraat, ma tigharaat ledi nonogiiŋa eta? Maau. Eemoghon you nasaav payam. Muuŋ, kinik Solomon, ye iza tiina kat, ve indudi pa nonogiiŋa to popoiadi kat. Eemoghon nonogiiŋa toni eta bodeeŋa poia inimale kananaŋ tonowen ruŋgudi maau. 
LUK.12.28	Ve aghita kikiliiŋ to ruŋgudi popoia we. Nene mbeb sorok. Aazne inepneep. Ve bozo pale tindeeba, ve tizaara ila yab ighani. Eemoghon Maaron tau ipambooda le paghuna kat. Laak, ighaze ye mata iŋgal mbeb sorok tovene, ye pale mata iŋgal gham paam, ve igham lemim nonogiiŋa. Oyai, ghurla tiam rismoghon kat! 
LUK.12.29	Tovenen lolomim imbumbu ve arab taumim pa ghamuuŋ aniiŋ to ghaniiŋ ve ya to ghunuuŋ malep. 
LUK.12.30	Pasa, mbeb tovene, to ndug ndug to tiwatag Maaron maau ne tirabrab taudi pa ghamuuŋ di. Tamamim Maaron iwatag: Ighaze yam ambool pa mbeb tovene, irau aneep poia maau. [Tovenen ye pale iuul gham.] 
LUK.12.31	Yam irau azuaria gham pa ataghon pooz to Maaron muuŋ. Ghoro ye tau mata iŋgal gham pa mbeb naol tovene paam.” 
LUK.12.32	Yesu isaav muul ighaze: “O yam sipsip to Maaron, onoon yam ival maau. Eemoghon amatughez malep. Pasa, Tamamim Maaron lolo poia payam, ve ighaze igham gham aneep ila pooz toni lolo leso aghita anoŋa toni. 
LUK.12.33	Tovenen agholia mbeb tiam, ve arei yaama pa yes mbolaaŋa. Nene ataam to agharaat lemim lugluug to irau isami maau, ve andou lemim mbaliiŋ tau izi ndug sambam. Mbaliiŋ to ndug tonowen irau isob maau. Ineep irau sawa isob. Ve yubyubŋa irau tiyubi maau, ve up paam irau iwaghamuni maau. 
LUK.12.34	[Tovenen azuaria gham pa ndug tonowen.] Pasa, ndug to yam aghita aghaze mbaliiŋ tiam ineep pani, nene pale lolomim iyaryaaŋ pani.”
LUK.12.35	Yesu isaav muul ighaze: “Yam agharaat gham pataghaaŋ, ve matamim iŋgal lam tiam ighan irau sawa isob, ve asaŋan. 
LUK.12.36	Ataghon ŋgar to yes mbesooŋa to tiina todi ineep ila ghanghaniiŋ to vaiuuŋ, ve ighaze imuul inim. Yes tighurghur matadi ve tisasaŋani. Leso sawa to ighaze ye imuul inim peria ve ipit ataam, nene pale rikia moghon ve tikaak ataam pani. 
LUK.12.37	You nasaav payam kat. Yes mbesooŋa to tiina todi imuul inim, ve ighita di tighurghur matadi ve tisasaŋani, nene pale tinidi iza pa poia to pale iza todi. Pasa, tiina todi pale igharaat tau pa ŋgaliiŋ aniiŋ, ghoro isaav padi mboledi izi, ve ye tau inim ve iŋgal adi aniiŋ, ve imbees padi.
LUK.12.38	“Ighaze tiina todi inim pa mboŋ anoŋa, ma ndug itun, ve ighita di tighurghur matadi ve tisasaŋani, nene pale tinidi iza pa poia to pale iza todi.
LUK.12.39	“Agham ŋgar pooi. Ighaze ruum tau eta iwatag sawa kat to yubyub eta ighaze inim, ye irau igheen maau. Pale ipamaat, ve iŋgin ruum toni pooi. Pa vene, yubyub tonenen ireu ruum toni, ve ilooŋ ila iyub mbeb toni. 
LUK.12.40	Yam tovene paam. Agharaat gham pataghaaŋ ve asaŋan. Pasa, Tamtoghon Natu pale inim pa sawa eta to yam awatagi maau, ve ikarmotin gham.” 
LUK.12.41	Yesu isavia saveeŋ tonene le isob, ghoro Petrus ighasoni ighaze: “Tiina, vena? Saveeŋ palelaaŋ tiom tonene iŋarua ghei, ma ila pa tamtoghon tisob?”
LUK.12.42	Tiina toit Yesu ipamuul aliŋa tovene: “Ighaze mbesooŋa eta ŋgar toni poia, ve tini imbees pa uraat to tighuri ila nima, nene pale tiina toni ighuri inim daba. Leso iŋgin ruum toni toman mbesooŋa toni pida, ve igham adi aniiŋ ila sawa to tiina toni ighuri. 
LUK.12.43	Mbesooŋa to ighaze tiina toni ila pa ndug ite, ve imuul inim le ighita mbesooŋa tonenen igham katin uraat toni, nene pale tini iza pa poia to pale iza toni. 
LUK.12.44	You nasaav payam kat: Tiina toni pale ighuri inim daba, ve iŋgin mbeb toni tisob. 
LUK.12.45	“Eemoghon ighaze mbesooŋa eta lolo ighur ighaze: ‘Ah, tiina tiou irau rikia imuul inim sone.’ Tovenen imundig ve irab sorokin ndita pida, nditamoot ve ndiliva. Ve ighanghan ve ighunghun le iwaghamgham. Mbesooŋa tonenen, ye irau ipatumi. 
LUK.12.46	Pasa, tiina toni pale imuul inim, ve ikarmotini pa sawa eta to ye iwatagi maau. Ghoro ilos matini le uli imotmot, ve ipiyaava izila ndug samia. Leso ineep tonowe toman yes to matadi iŋgal uraat todi maau ve tizorzoor aliŋa.
LUK.12.47	“Tovenen mbesooŋa to iwatag ŋgar to tiina toni lolo pani, eemoghon igharaat tau pa uraat maau, ve itaghon ŋgar to tiina toni maau, nene pale tilos matini. 
LUK.12.48	Eemoghon mbesooŋa to ighaze ikankaan pa ŋgar to tiina toni, ve isosor pa mbeb pida, nene pale tiina toni lolo isamini, ve ilosi kat maau. Pasa, tamtoghon tisob to Maaron igham ledi mbeb katindi, nene pale ighur mata padi pa tigham mbeb tonowen uraata leso anoŋadi katindi tivot. Ve ighaze Maaron inumeer ŋgeu eta, ve ighur mbeb tiina ila nima pa iŋgini, nene pale Maaron ighur mata pani pa igham anoŋa tiina ivot.”
LUK.12.49	Yesu isaav muul ighaze: “You nanim pa napiyaav yab izi taan. Ve naghaze yab tonowen iyaryaar, ghoro poia! 
LUK.12.50	Eemoghon pataŋani tiina pale igham ghou muuŋ. Le isob, ghoro mbeb tonenen ivot. Tovenen you pale naneep toman lolog ipataŋan le irau napasob uraat tonenen le isob. 
LUK.12.51	Vena? Yam aghaze you nanim pa napasob malmal tisob to taan, ve nalup tamtoghon tinim ee moghon? Maau. You nasaav payam. You pale nanim pughu pa tamtoghon tivalag di, ve tineep saguan saguan pa taudi. 
LUK.12.52	Sawa tonene ve ila, toŋvetaz irau tilup di tinim ee moghon muul maau. Ighaze yes liim, ve tilup di ila ruum ee moghon, nene pale tivalag di, ve tol tineep ila dige eez, ve ru tineep ila dige ite. 
LUK.12.53	Ve nditamandi ve nditinandi toman ndinatudi pale tivalag di ve tineep saguan saguan pa taudi paam. Ve ndiliva toman ndirawadi liva tovene paam, pale tineep saguan saguan pa taudi. 
LUK.12.54	Yesu isaav pa ival tiina tovene: “Ighaze yam aghita yaghur tae iyoon ila rag pughu, nene pale rikia moghon asaav aghaze: ‘O, uman ighaze inim tonene.’ Le onoon, uman inim. 
LUK.12.55	Ve ighaze yaghur ilaagh yavaar inim, nene asavsaav aghaze: ‘O, nene pale ndug ituntun.’ Le onoon, mbeb ivot inimale yam asavia. 
LUK.12.56	Yam ndiran kaaromŋa. Aparim taumim sorok pa ghurla tiam! Pughu vena to yam irau aŋgabiiz ndug, eemoghon mbeb to ivotvot pa sawa tonene, yam aghilaal pughu maau.”
LUK.12.57	Yesu isaav muul ighaze: “Ŋgar deŋia, yam awatagi wa. Pughu vena to aŋgabiiz pooi maau? 
LUK.12.58	Ighaze tamtoghon eta ighaze ipayoon ghom pa savsaveeŋ, yom usaŋan malep. Sawa to yamru alaghlaagh ala pa ndug to gharatooŋ saveeŋ, rikia moghon utoova pa ugharaat saveeŋ tiom toman ŋgeu tonenen le lolo poia. Pa vene, iweu ghom ula to daba to gharatooŋ saveeŋ, ve daba tonowen ighur ghom ula uraata toni nima, ve ana ighur ghom ulooŋ ula ruum to yabyabuuŋ. 
LUK.12.59	Onoon kat, you nasaav payom. Yom irau uvot rikia maau. Pale unepneep tonowe le irau upasob atia to tighuri payom, le isob kat.” 
LUK.13.1	Sawa tonenen, tamtoghon pida to tineep toman di, tipaesia ndiran pida to Galilaia varudi pa Yesu. Tighaze sawa to ndiran tonowen tigham watooŋrau pa Maaron, Piladus irab di timatmaat, ve siŋ todi imaliŋ toman siŋ to mbeb to tirab di tinim watooŋrau. 
LUK.13.2	Yesu ipamuul aliŋadi ighaze: “Yam agham ŋgar vena pa ndiran tonowen? Aghaze tilib pa tamtoghon tisob to Galilaia pa ghamuuŋ sosor, tauto pataŋani tonowen ivot padi ne? 
LUK.13.3	Maau kat! Ve you nasaav payam: Ighaze atoor ŋgar tiam ila pa Maaron maau, yam asob pale alalemim animale ndiran tonowen. 
LUK.13.4	Ve yes saaŋgul liim ve tol (18) to tineep igharau ya naliu Siloam, ve ruum to daba mala ipol izala poghodi ve irab di timatmaat ne, yam agham ŋgar padi vena? Aghaze sosor todi ilib pa tamtoghon tisob to tineep Yerusalem we, tauto pataŋani tonowen ivot padi? 
LUK.13.5	Maau kat! Ve you nasaav payam: Ighaze atoor ŋgar tiam ila pa Maaron maau, yam pale asob alalemim animale ndiran tonowen.”
LUK.13.6	Ghoro Yesu isavia saveeŋ palelaaŋ padi ighaze: “Sawa eez, ŋgeu eez ivazog ai fik ila vaen toni lolo. Ai tonowen itub iza, ve muri ghoro, ŋgeu tonenen ila iloui. Ighaze anoŋa, ghoro igham a pida. Eemoghon ila le ighita anoŋa eta maau. 
LUK.13.7	Tovenen isaav pa uraata toni to iŋgin vaen ighaze: ‘Ulooŋ. You nalala nanimnim pa youŋ ai tonene anoŋa irau ndaman tol wa. Eemoghon naghita anoŋa eta sone. Uŋgori ighau! Ipasob sorokin taan ŋgoreeŋa pasa?’ 
LUK.13.8	“Eemoghon uraata toni ipamuul aliŋa ighaze: ‘Wai, tiina tiou, uwaghamun ai pasa? Upuli ineep pa ndaman tonene, ve natoor taan toman ŋgai tae, ve naghuri ila ai pughu. 
LUK.13.9	Ve taghita pa ndaman muri. Ighaze anoŋa, ghoro poia. Ve ighaze maau, ghoro taŋgori ighau.’ ” 
LUK.13.10	Umbom patabuaŋ eez, Yesu ipatoot tamtoghon pa Maaron aliŋa ila rumai lolo. 
LUK.13.11	Liva eez ineep toman di paam. Ye, avuvu samia irabrab matin tapiri ve iwaghamuni le ndimo ikook irau ndaman saaŋgul liim ve tol (18) wa. Tovenen irau iyoon deŋia maau. 
LUK.13.12	Yesu ighita, ve ipoii inim, ve isaav pani ighaze: “Liva, moroghooŋ tiom irau ikis ghom muul maau.” 
LUK.13.13	Ghoro ighur nima izala pogho, ve rikia moghon liva tonowen tini poia ve iyoon deŋia, ve ipait Maaron iza pa tapiri ve poia toni.
LUK.13.14	Eemoghon ŋgeu to iŋgin rumai, ighita mbeb tonenen le irau lolo maau. Pasa, Yesu igharaat liva tonenen pa sawa to umbom patabuaŋ. Tovenen ŋgeu tonowen iyaan yes to tineep ila rumai lolo ighaze: “Ai, wik to naol ne, iit leed sawa liim ve eez to uraat. Ighaze lolomim pa ŋgeu tonene igharaat moroghooŋ tiam, anim pa sawa to uraat. Anim pa sawa to umbom patabuaŋ malep!” 
LUK.13.15	Yesu ipamuul aliŋa ighaze: “Yam ndiran to kaarom. Aparim taumim sorok pa ghurla tiam! Umbom patabuaŋ to naol ne, yam asob apaspas makau ve esele tiam, ve agham di tila tighunghun ya. 
LUK.13.16	Ve aghita liva tonene. Ye Abaram paghu toni. Eemoghon Sadan ikisi irau ndaman saaŋgul liim ve tol (18) wa. Tovenen ighaze you nauuli, ve nagham mulini pa pataŋani toni ila sawa to umbom patabuaŋ, nene deŋia. Ma yam agham ŋgar vena?” 
LUK.13.17	Yesu isavia saveeŋ tonene, le koia tisob mayadi. Eemoghon ival tiina tisob tinidi iza. Pasa, tighita mbeb tintina to Yesu ighamgham di, ve tighilaal tapiri ve poia toni.
LUK.13.18	Ghoro Yesu isaav muul ighaze: “Pooz to Maaron, nene ŋgara vena? Pale nasavia iza to sa? 
LUK.13.19	Nene inimale mastet uve 
LUK.13.20	Yesu isaav muul ighaze: “Pooz to Maaron, nene ŋgara vena? Pale nasavia iza to sa? 
LUK.13.21	Nene inimale yis ris to liva eez imbuula toman palawa tiina. Yis rismoghon tonowen indil irau palawa tonenen lolo le ighami isar.”
LUK.13.22	Yesu ighaze izala pa Yerusalem. Tovenen itaghon ataam ila, ve ighaze ila ivot ndug kainaŋen, ma ndug tiina eta, ghoro ipatoot di pa Maaron aliŋa. Ighamgham tovene itaghoni taghoni gha ila. 
LUK.13.23	Ŋgeu eez imundig ve ighasoni ighaze: “Tiina, vena? Tamtoghon to pale Maaron igham mulin di ve tineep pooi, yes ival, ma eŋaeŋa moghon?”
LUK.13.24	Yesu ipamuul aliŋa ighaze: “Ataam to tataghon pooz to Maaron ve talooŋ tala ndug toni, nene avo tiina maau. Kainaŋen kat. Tovenen azuaria gham pa alooŋ ala. Pasa, tamtoghon ival pale titoova pa tilooŋ tila, eemoghon tiraua maau. 
LUK.13.25	“Tovenen agham ŋgar pooi. Muri, ruum tau pale imundig, ve ipoon ataam. Ve ighaze ayoon pumuri, ve apit ataam ve ataŋ rorani aghaze: ‘Tiina, ukaak ataam payei lak!’ Nene pale ipamuul aliŋamim ighaze: ‘Yam sei masin? You nakankaan payam. Alaagh vena to anim?’ 
LUK.13.26	“Ghoro apamuul aliŋa aghaze: ‘Wai, tiina tiei, muuŋ taluplup ghiit pa ghanghaniiŋ ve ghunuuŋ, ve yom upatoot tamtoghon pa Maaron aliŋa izi ndug tiei. Lolom imaagh payei?’
LUK.13.27	“Eemoghon ye pale isaav payam ighaze: ‘Yam sei masin? You nasaav payam wa. You nakankaan payam. Yam ndiran to ghamuuŋ ŋgar samsamia naol. Asob aghau ala saguan payou!’ ” 
LUK.13.28	“Tovenen yam pale lolomim isami kat, ve ayak toman livomim kikikia. Pasa, aghita Abaram, Isak, ve Yakop, toman propeta tisob tilup di toman Maaron izi ndug toni. Eemoghon yam ghoro tipiyaav gham avot ala pumuri. 
LUK.13.29	Sawa tonenen ighaze ivot, nene pale ndug tisob tinim tilup di izi Maaron ndug toni, ve mboledi izi pa ghanghaniiŋ. Yes to rag pughu, yavaar pughu, daudau pughu, ve kagu pughu. 
LUK.13.30	“Ve alooŋ. Ndiran pida to aazne tineep muri kat, nene pale tila timuuŋ. Ve ndiran pida to aazne timuŋmuuŋ, nene pale anadi tizi tineep muri kat.” 
LUK.13.31	Sawa kat tonenen, ndiran tutuuŋa pida tila tipaes pa Yesu tighaze: “Ulooŋ. Upul ndug tonene, ve ughau ula pa ndug ite paam! Pasa, Erod ŋgar toni iyaryaaŋ ighaze irab ghom umaat.”
LUK.13.32	Yesu ipamuul aliŋadi ighaze: “Ŋgeu tonowen, ye irau sa? Ye inimale ŋgavuun sagsag to geegeu. Yam ala asavia aliŋag pani tovene: ‘Ulooŋ. Aazne ve bozo, you pale nandiir avuvu samsamiadi ve nagharaat moroghooŋa. Ve mboŋru, 
LUK.13.33	Tovenen aazne, bozo, ve mboŋru, you irau nataghon ataam to Maaron ighuri payou. Pasa, irau tirab propet eta to Maaron izi ndug ite paam maau. Tirabi imaat izi Yerusalem, ghoro deŋia.”
LUK.13.34	Ghoro Yesu isaav muul toman lolo ipataŋan ighaze: “O Yerusalem, Yerusalem, yom ndug to urabrab propeta to Maaron timatmaat. Ve yes uraata to ye imbaaŋ di tilat payom, yom urabrab di pa yaam ve timatmaat. Sawa naol, you naghaze nalup tamtoghon tiom, ve nayou di tinim tiou. Leso napakud di inimale tatareek ipakud ndinatu pa bage. Eemoghon yes lolodi pa tinim maau. 
LUK.13.35	Tovenen Maaron pale ipul rumai tiom ineep sorok, ve le tamtoghona maau. Ve you nasaav payom: Yom pale ughita ghou muul maau, le irau ŋgar to tamtoghon tiom ivot, ve tisaav tighaze: 
LUK.14.1	Umbom patabuaŋ eez, Yesu ila ruum to ŋgeu eez pa ghanghaniiŋ. Ŋgeu tonowen, ye daba eez to ndiran tutuuŋa. Sawa tonenen, tamtoghon pida to tineep toman di, timbatut Yesu tighaze tighita pale igham sa ŋgar? 
LUK.14.2	Mala maau ve ŋgeu eez imundig iyoon ila Yesu nagho. Ye, sariiŋ tiina ighami. 
LUK.14.3	Tovenen Yesu ighason ila pa ndiran tutuuŋa ve yes ŋgara to tutuuŋ ighaze: “Laak, yam agham ŋgar vena? Ighaze tagharaat yes moroghooŋa pa sawa to umbom patabuaŋ, nene deŋia pa tutuuŋ to Maaron, ma maau?” 
LUK.14.4	Yes tisavia saveeŋ eta maau. Neneeŋadi moghon. Tovenen Yesu nima ila ikis ŋgeu tonenen, igharaata tini poia, ve isaav pani ila.
