GEN.1.1	Ni fíĉilum fafu, Aláemit nátut fatiya ni ettam.
MAT.22.21	N’guogol : « Saa Sesar. » Ñer naagil : « Kan jisen Sesar wafol, ban may jisen Aláemit waamme wola. » 
MAT.22.22	No guun me bábaler Yésu, n’gujahali bireg n’guhalol to min gukay.
MAT.22.23	Funah fafu fanur fafu, ni baj 
MAT.22.24	N’guogol : « Afanóli, gúboñ gagu gaa 
MAT.22.25	Yoo. Bajene ni wóli batiay baa wáine gono futoh ni gúuba. Atíar nayab aban naĉet. Nemme ahalut añil, atiol áutten natunol. 
MAT.22.26	Aútten ahumu atunol me naĉet may m’babajut añil, áfatten ahu may mo, mamu bi ni akan me futoh ni gúuba. 
MAT.22.27	No gubao me bugo ᵽooil, aare ahu may naĉet. 
MAT.22.28	Ban ñer juroreni : no gaĉet me gujae me eilo, aare ahumu ᵽan ñer áni ala ay ni batiay babu baamme futoh ni gúuba, nemme bugo ᵽe gutoge guyabol ? »
MAT.22.29	Yésu naagil : « Buru jilimbe, dó ᵽe mata jujogut wo Bahiĉer babu bulobe, jujogut ᵽoᵽ bu sembe Aláemit siree. 
MAT.22.30	Maagen mamu, no gaĉet me gujae me eilo, ánaine mat’ayab, anaare mát’áyabo ; ᵽan til gúni ti emalakaay dó n’émit. 
MAT.22.31	Mala eilo yay ni gaĉet me yo juunene mee, jijangaut ᵽiaŋ wo Aláemit alobul me ? Naage hum : 
MAT.22.32	“Injé iomme Aláemit ahu o Aburaham, Isak ni Sakob gúinen me ni o
MAT.22.33	Ñer fítiman fafu ᵽe n’fimero baligener baubu baa Yésu.
MAT.22.34	No Eᵽárisie yay guun me búoh Yésu natotoj Esáduke yay utum, n’gujoj, 
MAT.22.35	mbiban ace ni bugo, an abaje gaffas faŋ ni gúboñ gagu gal Aláemit, nak’aroren Yésu bi eralol gabbut naagol : 
MAT.22.36	« Afanom, gáboñ gagu gafaŋ me wawu ᵽe, go guomme gay ? » 
MAT.22.37	Yésu naagol : « Umaŋ Ataw aamme Aláemili n’éĉigiri ᵽe, ni biinumi ᵽe ni ᵽoᵽ ni gaᵽinori ᵽe
MAT.22.38	Go guomme gátiar, ban go gufaŋe gájalo. 
MAT.22.39	Gáutten gagu uge, gabaj me may hámma ti go : “Ubbóli apali ti núbboli me fuhoi
MAT.22.40	Ubóñ wauwe waamme úuba úhage wo gúboñ gagu ᵽe ni uboñer waw gulob me. »
MAT.22.41	Nemme Eᵽárisie yay guomunorwomunor, Yésu narorenil eroren yauye : 
MAT.22.42	« Wa jiᵽinore ni Kirista ahu ? Añol ay nam ? » N’guogol : « Añol David. » 
MAT.22.43	Ñer Yésu naagil : « Bu jáorum me ñer David, ni búkanum baa Biinum Banabe, navogol "Ataom", no naah me :
MAT.22.44	“Ataw Aláemit naage Ataom :
MAT.22.44	Unamo ni gañenom gárib,
MAT.22.44	bi no nijae me érur ulatori fattam uhagi
MAT.22.45	Nemme David navogol "Ataw", bu Kirista ájue ñer áni Añol David tíj to ? »
MAT.22.46	Bajut an ájue ábalol hani firim fanur. Kábiriŋ funah faufu, an akañenut abbañ arorenol waf.
MAT.23.1	Ᵽúrto, Yésu nábaho mbaa fítiman fafu ni ᵽoᵽ ulagorol naagil : 
MAT.23.2	« Uᵽájula gúboñ Aláemit bugagu ni Eᵽárisie yay, burokil bo buomme éᵽajul gúboñ gagu go Móis asen me. 
MAT.23.3	Yo eĉile wáfowaf wo gujaeul me elob, jikan wo, ban n’jíkanum wo. Bare bakaneril, bo, jambi jilagen bo, mata gukanérit wo gulobe me. 
MAT.23.4	Nihi gusekor bíteb báliie guremben n’uban bugan bugagu, ban bugo faŋail hani jisigil janur mati jirambenil n’gúarul bo. 
MAT.23.5	N’gukane mee ᵽe min mbi bugan bugagu gujugil. Múhut mamu dó bugan bugagu gukane me gurim Aláemit guhoh n’gúringil ni subosohil, molil gukan mo mufaŋ gájalo, ban gutajene útar újuoil ufaŋ gahuli.
MAT.23.6	Nihi gumamaŋ erobo ni sujukut sasu sáamumma gaggan babajer, gumaŋemaŋ ᵽoᵽ enamo ni sujukut sasu saa gayoŋ ni 
MAT.23.7	nihi ᵽoᵽ guvogil "ufanóli". 
MAT.23.8	Bare buru, jambi jihalil n’guvogul "ufanóli", mata an anur pat o aamme Afanul, ban buru ᵽe batiay jom. 
MAT.23.9	Jambi juvoh ánoan babe ni mof "Ᵽayóli", mata Ᵽaaya anur pat jibaje, aamme fatiya. 
MAT.23.10	Jambi jihat me bugan bugagu n’guvogul "úĉibbenaoli", mata Aĉíbbena anur pat jibaje, o aamme Kirista ahu. 
MAT.23.11	An ahu afaŋ me gájalo ni buru ᵽan áni arokaul. 
MAT.23.12	An atebenoro me, ᵽan aaleni ; an aalenoro me, ᵽan atebeni. »
MAT.23.13	« Mataño míni ni buru, úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Jutojetoj bugan bugagu gánonum Jávi jaju jaa fatiya ; jilet ró n’enogen, mbiban jilet mul n’ehat gamaŋ me n’gunogen dó.
MAT.23.13	[
MAT.23.14	Mataño míni ni buru, úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Jujogejoh utiña-sibara bugagu n’jiram wafil ᵽe, mbiban n’jiilo jilaw huli min bugan bugagu gujugul ; úru dijae me eĉil min jiyab gúteh gafaŋe n’gúliie.]
MAT.23.15	Mataño míni ni buru, úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Ᵽan nihi jitey mof mamu ᵽoomo ni gal gagu ᵽoogo bi éñagul an anur júrur ni bulagoul, mbi jibajol me jiban, n’jíbahenol afaŋ ñono ñáuba gaarat buru, áni ñer an ajae elo ni sambun sasu sajeh mee sábaerit me.
MAT.23.16	Mataño míni ni buru, úĉibbena-e gápipim ! Buru nihi juoh : “An abbat me ni gajow gaa gávi gagu gal Aláemit, let wáfowaf ; bare abbat me ni gajow éurus yay yaa gávi gagu gal Aláemit, gabbatol gubaje hámma.” 
MAT.23.17	Min júguno me ban ni jípim ! Eúrus yay ni gávi gagu gáñaien yo me, yay ni so efaŋe gájalo ? 
MAT.23.18	Juoge bae mul : “An abbat me ni gajow gaa físimenum fafu, let wáfowaf ; bare an abbat me ni gajow gaa warembeni ró me bi éji Aláemit, gabbatol gubaje hámma.” 
MAT.23.19	Upíma-e ! Warembeni me ᵽe ni físimenum fafu bi éji Aláemit, ni fiĉila faŋafo fáñaien wo me, yay ni so efaŋe nebaje hámma ? 
MAT.23.20	An abbat me ni gajow gaa físimenum fafu, ni gajow fo nabbate, fo ni warembeni ró me ᵽe ; 
MAT.23.21	an abbat me ni gajow gaa gávi gagu gal Aláemit, ni gajow go nabbate, go ni gal Aláemit aĉin dó me. 
MAT.23.22	An ᵽoᵽ abbat me ni gajow gal émit, nabbabat ni gajow gal efenjeŋ yay yal Aláemit ni gal aĉila faŋaol arobo ró me.
MAT.23.23	Mataño míni ni buru úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Nihi júᵽuren jisen Aláemit gakib ganur ni wono guñen ni wánowan bi ni wafaŋ me gamis wo juroge me n’ufalul, mbiban n’jihabo til wafaŋ me n’ubaje hámma ni gúboñ gagu waamme : ekan waĉol me, éju ñarum enil ni ebaj gáinen. Dáuru til juoten me jumundum jikan balama jike ekan uce úbuli. 
MAT.23.24	Uĉíbbena-e gápipim ! Buru nihi jiyeh juhola min til jímer eñokombo !
MAT.23.25	Mataño míni ni buru úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Jínini ti síremuma ni uril sakure búsol so bare, ban ñáraruul gaᵽinorul ᵽe gákuet ni égotor waf bugan. 
MAT.23.26	Aw Aᵽárisie ahu ápim me, umundum ukuren ñáraru éremuma yay ni biril babu, mamu búsol so may ᵽan bukur.
MAT.23.27	Mataño míni ni buru, úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Jínini ti guyah go gulose tíyaŋ go túen uluj ni wári, bare ñáraru go gummemmeŋ suvul ni maᵽule mánoman. 
MAT.23.28	Buru mo jínie : gulujul me, n’gujogul bugan gaĉole, bare ñáraruul jibij ni búlaᵽut bare.
MAT.23.29	Mataño míni ni buru, úᵽajula gúboñ Aláemit bugagu ni Eᵽárisie yay jálodit mee maagen ! Nihi jiteᵽ guyah uboñer waw, n’jísangen gaa bugan bugagu gaĉol me, 
MAT.23.30	mbiban n’juoh : “Iníen me jimatene no sipayóli guomme m’buroŋ, mati jibbañen búsolil n’éyu físim uboñer waw.” 
MAT.23.31	Mamu hum buru juom mee n’eheb gaa búoh buru guñol bugan bugagu gamuh me uboñer waw jom. 
MAT.23.32	Jifaben hum burok sipayul ! 
MAT.23.33	Sunuhunjaŋ se, gabugor ge gaa súᵽudum ! Bu jijae etey gúteh gagu gaa sambun sasu sábaerit me ?
MAT.23.34	Yo eĉil me ᵽan iboñulul uboñer, bugan galilloe ni uligena-bugan bugaa maagen, bare ᵽan jumuh guce ni bugo, bugagu ᵽan jibbaŋil ni sukurua, bugaguil, bugo, ᵽan jitegil gusoh gal ubaŋ ni saŋ sasu saa galaw solul, ban ᵽan jihatoril ésuh bi n’ésuh. 
MAT.23.35	Mamu físim fafu ᵽe faa bugan bugagu gakanut me waf ᵽan fulo ni buru ; físim faufu fúuyo me ni mof mamu, újogum ni fal Abbel aamme an aĉole bi ni faa Sakari, añol Berekia, o buru jumuh me ñáraru gávi-Aláemit gagu, n’etut físimenum fafu ni tiñ talu táñai me.
MAT.23.36	Maagen, ínje ilobul yo : gúteh gagu gaa maarat mamu ᵽe mo sipayul gufan gukan me ᵽan gulo ni buru bugaa jabbah je. »
MAT.23.37	Mbiban, Yésu náfaro aah : « Yérusalem, Yérusalem, aw amuge me uboñer waw, aw o nuh’uteh me sival bugan bugagu bugo Aláemit áboñeul me bi n’aw, iki guĉet : ñono butumbu nilige eomen bugani gulofom ti ehulol neh’eguben me bapu yo n’ubes yo ! Bare buru júmusut jimaŋ ! 
MAT.23.38	Jíkanum, Aláemit ᵽan ajunden yaŋ yay yolul éni eᵽa erakel. 
MAT.23.39	Injé ilobul yo : mati jibbañ jujugom bi no jijae me eoh : “Aláemit ásonien an ahu ájaeul me ni gajow gola
MAT.24.1	No Yésu aamme n’éᵽurul ni gávi-Aláemit gagu bi ekay, ulagorol n’gulofol bi emalen bateᵽer babu bala go. 
MAT.24.2	Bare aĉila naagil : « Jujuge dáuru ᵽe ? Maagen, ínje ilobul yo, funah fice mati ŋaño to eval yanur yájutenore n’epayo, bare so ᵽe ᵽan sirikuli sibet. »
MAT.24.3	Mbiban najow bi ni firijaŋ fafu fal 
MAT.24.4	Yésu naagil : « Jíkanum jambi an abutul ! 
MAT.24.5	Gammeŋe ᵽan gúoᵽoroul gajaom guĉigul n’guogul : “Injé iomme Kirista ahu.” Ban ᵽan gubut bugan gammeŋe. 
MAT.24.6	Ᵽan juun baeler gutih ni balober buunen go. Jambi jitelenor : dó díarie diĉigul, bare mati ní ᵽan gabao mof mamu. 
MAT.24.7	Esúh ᵽan eiyul bi n’epayo ésuh, jávi ᵽan jiiyul bi ni jipajo jávi ; ᵽan baj bieb n’ulam uce, babubo mof mamu ᵽan mugoror bo. 
MAT.24.8	Dáuru ᵽe ᵽan níme ᵽan buju babu baa sílam sasu ; sílam sausu ᵽan síni ti sal anaare aam ni gapegor.
MAT.24.9	No ñer ᵽan gúlatienul, ᵽan gumugul, ban gajaom ᵽan guĉil min súsuh sasu ᵽooso silalul. 
MAT.24.10	Dáuru ᵽan dípegul me bugan gammeŋe ganegen gal ebbañ búsol ; ᵽan gunnomenor, ᵽan bugan-ó-bugan n’gujoh gupalil búlat. 
MAT.24.11	Uboñer gammeŋe galet bugaa maagen ᵽan gúᵽurul, ban ᵽan gubut bugan gammeŋe. 
MAT.24.12	Min búlaᵽut babu bujae me efaŋ m’bimmeŋe, mo may gábboli gagu gaa bugan gammeŋe gujae me ékasulo. 
MAT.24.13	Bare an ajae me emuten iki bao, Aláemit ᵽan aᵽagenol. 
MAT.24.14	Ban firim faufe fásum me faa Jávi Aláemit ᵽan fuvarei ni mof mamu ᵽoomo, min mbi súsuh sasu ᵽe suun fo. Bao me, no ñer gabao gagu gujae me eĉigul.
MAT.24.15	Jiffase wo aboñer ahu Dañel alobe ni Bahiĉer babu mala "Maarat mamu mal ekan galego
MAT.24.16	no ñer gajae me éni ni mof mamu maa Yúde mbi gutey me bi ni gurijaŋ gagu. 
MAT.24.17	An ajae me éni fatiya firihinjaŋ, jamb’áavul me aban naah ban amundum ake eŋar waf uce ñáraru yaŋol. 
MAT.24.18	An ᵽoᵽ áni me n’ulah waw, jamb’aot me ake eŋar bisimool. 
MAT.24.19	Mataño míni ni waareaw gajae me éni ni gar ni ᵽoᵽ ni bugagu gajae me éni n’garafen ni gunah gaugu. 
MAT.24.20	Jilaw jambi eteyul ekan ñutot ñañu baĉigerul, ter funah faa 
MAT.24.21	mata ᵽan baj sílam sáamah, so músut baj sice ti so kábiriŋ m’buju babu baa mof bi funah faa jama, ban ᵽoᵽ sañumut ebbañ sibaj ñice sitajen. 
MAT.24.22	Ban, lelen me búoh Aláemit nákasulkasul gunah gaugu, an mat’aᵽah ; bare nákasul go mala bugo naĉob me.
MAT.24.23	An ñer aagul me Kirista ume ter umua, jambi jíinenol. 
MAT.24.24	Ᵽan baj ukirista ni ᵽoᵽ uboñer galet bugaa maagen ; ᵽan gukan ugitenum wámah ni waf wajureruti bi elimben bugan bugagu bugo Aláemit aĉob me, ínien me júe kano. 
MAT.24.25	Nílobaliul yo ihato.
MAT.24.26	Guogul me ñer : “Kirista ahu umu babu ni gafit gámah,” jambi jike bo ; guogul me may : “Umu tiñ timan ni makoᵽe,” jambi jíinen yo. 
MAT.24.27	Jiffas búoh ti émit neh’eijul me bo tinah túᵽureul me bi bo tuloe me, mo may ébbañul yay yal 
MAT.24.28	Tánotan to efuluŋ yay ejae me éni, to may súgutum sasu sijae me eomunor. »
MAT.24.29	« Gunah gaugu gaa sílam go n’ebao tak, bunaa babu ᵽan bumoĉ, fieñ fafu ᵽan fúbbur gaŋanno gagu gala fo, suut sasu ᵽan sísarul fatiya émit súloul, ban sembe sasu ᵽe saa fatiya ᵽan sugoror. 
MAT.24.30	No ñer ᵽan baj bigitenum búᵽurul n’émit yay bajae egiten búoh ébbañul yay yal Añol Arafuhow eĉige. Súsuh sasu ᵽe saa mof ᵽan sufotenor, ban ᵽan sujuh Añol Arafuhow áavul ni gápar émit, ni sembe sámah ni bájalo ró. 
MAT.24.31	No gáturuᵽa gagu gajil me gujae me eogi, ᵽan áboñul emalakaol íkiil guomen buganol bugo naĉob me n’ulam waw ᵽe waa mof.
MAT.24.32	Jikan n’uinumul wo bubah nihi bigitenolal me : no uan bo úburiulo mbiban m’búyaul úsabul, jiffase búoh fujam fulofulo. 
MAT.24.33	Manur mamu may, no jijae me ejuh waf wauwu ᵽe uĉigul, jiffas búoh Añol Arafuhow nalofulo, naĉilo n’gánonum gagu. 
MAT.24.34	Maagen, ínje ilobul yo : bugan bugagu bugaa jama mati gutoh guĉet gubao dáuru ᵽe m’baĉigulat. 
MAT.24.35	Emít yay ni ettam yay ᵽan sibao, bare gurimom, go, mati gúmus gubao.
MAT.24.36	Mala effas funah fay ni tinah tay Añol Arafuhow ajae me ébbañul, ánoan affasut so, mele emalakaay gaam dó me n’émit, hani may Añil ahu ; Ᵽaaya o bareol affase. 
MAT.24.37	Ti ni gunah gagu no Nóe aamen me m’buroŋ, mamu may ᵽan ní mee funah ébbañul yay yal Añol Arafuhow. 
MAT.24.38	Ni gunah gagu balama báyuer mal mamu bámah babu, bugan bugagu fitiñ ni marem, búyab ni búyabo guomen n’ekan, bi funah fafu fo Nóe anogen me ni busana babu bámah babu. 
MAT.24.39	Gútallout wáfowaf iki báyuer mal mamu bámah babu búkail buvurenil bújaenum ᵽe ; mo may ᵽan ní mee funah éjoul yay yal Añol Arafuhow. 
MAT.24.40	No ñer, baj me wáine gúuba gaam ni galah, ahu ᵽan ájaenumi, ahuo nahali to. 
MAT.24.41	Waare gúuba gúni me n’étuŋ, ahu ᵽan ájaenumi, ahuo nahali to. 
MAT.24.42	Jiilo ñer ni mujah ró, mata jiffasut fay funah Ataw ahu olul ajae ébbañul. 
MAT.24.43	Jiffas dáure : Iní me afan yaŋ naffasene nay áku ᵽan anonulol, ᵽan apoy yo, mat’ahalol nánonul dó. 
MAT.24.44	Yo eĉil me buru may jiilo ni majage, mata Añol Arafuhow ᵽan ájoul tinah to buru jiᵽinorenut. »
MAT.24.45	« Ñer ay aamme aroka ahu aĉol me aban najah ? O aamme ahumu o afanol abaŋ me ni fuhow buganol bi esen gupalol uroka gutiñ tinah baĉiger. 
MAT.24.46	Abaj gásumay, aroka ahumu o afanol ajae me etoh, o báolerul, áni n’ekan burokol ! 
MAT.24.47	Maagen, ínje ilobul yo : afanol ᵽan asenol wafol ᵽe wo nabaj me aogen. 
MAT.24.48	Bare íni me aroka aarat om, ᵽan nah’aah m’biinumol afanol ᵽan aᵽioul, 
MAT.24.49	min ñer anamo élatien bugagu uroka, eremor n’etiñor n’úhallaaw. 
MAT.24.50	Aroka ahumu afanol ᵽan aĉigul funah fo aĉila aᵽinorut, tinah to naffasut ; 
MAT.24.51	ban no ñer afanol ᵽan ahamol ni yaŋ yay, aban nakanol wo nihi gukan me bugan bugagu ᵽe gaĉolut me : no ᵽan baj me ukoŋ ni ejoh émiremma. »
MAT.25.1	Yésu náfaro aah : « Jávi jaju jaa fatiya maa jínie : baje sújur gono guñen gaŋare sijaŋail n’gujow bi eke bíemor n’ayaba. 
MAT.25.2	Guce ni bugo gono futoh gujengulojengulo, bugagu futoh, bugo, gujengulout. 
MAT.25.3	Bugagu gajengulout me, no guomme n’eŋar sijaŋail, gújaenumut míita mice ; 
MAT.25.4	bare bugagu gajengulo me, bugo n’gújaenum sijaŋail ni mubara maa míita. 
MAT.25.5	Nemme ayaba ahu naᵽioboᵽio, bugo ᵽe n’guŋoy iki gúmori.
MAT.25.6	No nuĉiga me n’etut fuh, ni baj firim fuoh fatiya : “Ayaba ahu ume, júᵽurul jiemor ni o.” 
MAT.25.7	Ñer sújur sasu ᵽe n’guilo n’gúni n’ejjonen sijaŋail. 
MAT.25.8	Bugagu gajengulout me n’guoh bugagu gajengulo me : “Jíjioli ni míitaul ! Sijaŋaóli usu n’efogo.” 
MAT.25.9	Gajengulo me n’guogil : “A-a, mati jú toh bi ni wolal ᵽe ; jujow iki júnnomul ni gannomene mo me.” 
MAT.25.10	No guomme ñer n’ejow yay bi eke mo énnomul, ayaba ahu naĉigul ; bugagu bugo wafil úrir me n’gunonor manur ni o bi eke emat búyabo babu ; mbiban ganegen gagu n’guffaŋi.
MAT.25.11	Ᵽio bo, bugagu gakaen me funnom fafu n’guĉigul ban n’guoh ayaba ahu : “Afanóli, Afanóli, úpeguloli.” 
MAT.25.12	Bare naagulil dó : “Maagen, ínje ilobul yo : iffatul !”
MAT.25.13	Yo eĉil me niegul jambi júmori mata jiffasut funah fafu no Añol Arafuhow ajae me ébbañul. »
MAT.25.14	« Jávi jaju jaa fatiya maa jínie : baje ánaine aam n’eke bújaor ; návogul urokaol, aban nahat ni guñenil fubajol. 
MAT.25.15	Nasen ahu síralam sal éurus sono futoh, ahuo sono súuba, áfatten yanur, ánoan min miñinganol mire me, aban nake bújaor babu.
MAT.25.16	To baenah, aroka ahu ayab me síralam sasu saamme futoh nakay, ban nakan so n’subugor iki síŋarul sice sono futoh. 
MAT.25.17	Manur mamu, ahu ayab me saamme súuba nakan so n’subugor sice mul súuba. 
MAT.25.18	Bare ahuo ayab me yanur yay nak’aoh gasun n’ettam yay min akoen yo ró.
MAT.25.19	Búsol, ᵽio bo, afan urokaaw náolul ban narorenil min ánoan ni bugo agitenol burokol bo nakan me ni síralamol so nayab me. 
MAT.25.20	Ahu ayab me síralam sasu saamme futoh nalofol ni sice ró sono futoh, aban naah : “Afanom, síralam futoh nusenenom ; nibajulo sice sono futoh, use.” 
MAT.25.21	Afanol naagol : “Yoo, aw aroka om áarie o gújue gufium ni o. Nujoge guñen gaaro waf wareut miñ, kan ᵽan ihat ni guñeni waf wafaŋe gájalo. Ujóul úsumaet manur n’ínje !” 
MAT.25.22	Ahuo may ayab me saamme súuba náloful aban naah may : “Afanom, síralam súuba nusenenom, sice mul súuba use so niballo maa.” 
MAT.25.23	Afanol naagol : “Yoo, aw aroka om áarie o gújue gufium ni o. Nujoge guñen gaaro waf wareut miñ, kan ᵽan ihat ni guñeni waf wafaŋe gájalo. Ujóul úsumaet manur n’ínje !”
MAT.25.24	Ᵽúrto aĉila, ahu ayab me éralam yanur náloful aban naah : “Afanom, niᵽiene niffas búoh aw an átañie : nuh’uᵽiᵽit to nurogut, nuh’uŋaŋar wo nurokut. 
MAT.25.25	Níholiholi niŋar éralami ik’ioh n’ettam nikoᵽen yo ró ; uye, uyab wafi.” 
MAT.25.26	Ñer afanol naagol : “Aw aroka om aarat ban nuyuh ! Nuffasene búoh nih’iᵽiᵽit to nirogut me, ban ᵽoᵽ nih’iŋaŋar wo nirokut me, 
MAT.25.27	ᵽan ñer uŋaren síralamom usen garoke me ni síralam ; mamu, no nijae me éolul, ᵽan íŋarenul wafom manur ni wo ubugor me ᵽe.” 
MAT.25.28	Mbiban naah gaam to me guram éralamol gusen ahu abaj me saamme guñen. 
MAT.25.29	Maagen, ínje ilobul yo : an ajoh me wári wo nabaj me, ᵽan ayab faŋ to, bare an ajogut me wári wo nabaj me, o ᵽan guramol ᵽee, hani bi ni jo náhagum me. 
MAT.25.30	Nabbañ aagil gujoh aroka ahumu abajut mee nafa gural tíyaŋ n’emoĉ yay, bo ᵽan baj me ukoŋ ni ejoh émiremma. »
MAT.25.31	« No Añol Arafuhow ajae me éjoul ti ávi n’emalakaay ró ᵽe, ᵽan anamo n’efenjeŋol yaa Jávi jaju ; 
MAT.25.32	bugan bugagu ᵽe bugaa mof ᵽan guomeni bújoŋorol. No ñer ᵽan áfaculoril gútiman gúuba, ti akoña náh’áfaculor me ubbarum waw ni sijamen sasu ; 
MAT.25.33	ᵽan abaŋ gaĉol me bo gañenol gárib guomme, gaĉolut me, bugo, nabbañenil ni gañenol gamay. 
MAT.25.34	Ñer ávi ahu ᵽan aah bugagu gaamme ni gañenol gárib : “Jújoul, buru bugo Ᵽayom ásonien me, jiyab gafumul gaamme Jávi jaju jo naᵽi me nabaŋul kábiriŋ ni buju babu baa mof ! 
MAT.25.35	Mata no nicareten me, jisenomsen itiñ ; no marem mujogenom me, jisenomsem irem ; no nínien me ajaora, jialenomwalen ; 
MAT.25.36	no ninamoen me enil erakel, jisimomsim ; no nísoten me, jucokoromcokor ; no niomen me ni fipeh, jikeloke jiŋaloom.”
MAT.25.37	Ñer bugan bugagu gaĉol me ᵽan guogol : “Ataw, nay jujugi ucaret min jiseni utiñ, nay marem mujogi min jiseni urem ? 
MAT.25.38	Nay núniene ajaora min jialeni, nay nunamoene enil erakel min jisimi ? 
MAT.25.39	Nay jujugi úsomut ter úni ni fipeh, min wóli jíkail jiŋaloi ?” 
MAT.25.40	Ñer ávi ahu ᵽan aagil : “Maagen, ínje ilobul yo : nánonan no jikane waf wauwu ace ni gutiom, hani afaŋ me natitie, ínje faŋaom jikan wo.”
MAT.25.41	Mbiban ᵽan ábaho mbaa bugagu gaamme ni gamayol min aagil : “Buru bugo Aláemit atab me, júᵽur tale n’ínje, jíraliom ! Jujow julo ni sambun sasu sabaŋi me bi ni Seytane ni emalakaol ! 
MAT.25.42	Mata no nicareten me, jisenutom itiñ ; no marem mujogenom me, jisenutom irem ; 
MAT.25.43	no nínien me ajaora, jialenutom ; no ninamoen me enil erakel, jisimutom ; no nísoten me, ban ᵽoᵽ no nínien me ni fipeh, jikelat jiŋaloom.”
MAT.25.44	Ñer ᵽan bugo may guogol : “Ataw, nay jujugi ucaret ter marem mujogi, úni ajaora ter unamo enil erakel, úsomut ter úni ni fipeh, mbiban jirambenuti ?” 
MAT.25.45	Ᵽan ñer aagil : “Maagen, ínje ilobul yo : nánonan no jikanut yo ace ni gutiom, hani afaŋ me natitie, ínje faŋaom jikanut yo.” 
MAT.25.46	Ñer ubuge ᵽan gujow bi ni gúteh gagu gábaerit me, bare bugagu gaĉol me, bugo, ᵽan gujow bi ni buroŋ babu bábaerit me. »
MAT.26.1	No Yésu aban me egiten gurim gaugu ᵽe gal eligenil, naah ulagorol : 
MAT.26.2	« Jiffase búoh gunah gúuba guŋañoe min 
MAT.26.3	Ni tinah tautu, ufan uteŋenaaw ni ufan Esúif yay n’guomunor ni fúlumet fafu fal afan uteŋenaaw ámah ahu o guvoge me Kayafa. 
