MAT.1.1	Gëtabu ga mwango wamwa Yesu Kiristo, mwana wamwa Daudi, mwana wamwa Iburahamu. 
MAT.23.14	“Hëhëë anyu asëyi va Seria nanë Afarisayo, anyalakuno! Muuvoonka ahimbë na gikwatëëya atee mwa antu vaja gwa usarëa marombi marifu. Gusoko ësëë muuhanga ikhuwa në ikhare.
MAT.23.15	“Hëhëë anyu Aandëki va seria nanë Afarisayo, anyalakuno! Mugendaa mëhënjo mwirambo nanë ng'ë nënkaku gusoko mumuhange muntu umwe ahonge dini anyu. Nëmwamuhanga mumuutenda anoneye gukuu nanguu ukëra nyenye aghonjo gwenda gwa arungu va khaa.
MAT.23.16	“Hëhëë anyu atongeeri afoku! Nyenye muuhanya atëë muntu nëwirafëa gwa Hekalu irafëo rësëë ti intu, ëgweeso nëwirafëa gwa sahaabu a Hekalu irafëo rësëë rëumukwata. 
MAT.23.17	Nyee afoku afütu! Nërëëfe nërina ryaana nanguu: sahaabu namba Hekalu nërëumetenda sahaabu ëtende njeru? 
MAT.23.18	Kangënoo muhanyaa atee muntu nëwirafëa gwa sahaabu ti intu ëgweeso nëwirafëa gwa gëfewa nëgëvëkiwe gunto a masabahu, irafëo rësëë rëumukwata. 
MAT.23.19	Nyee afoku! Uu rëëfe nërina ryaana nanguu: gëfewa gasëë namba masabahu nëëgutenda gëfewa gasëë gëtenda gyeru? 
MAT.23.20	Nëugirafëa gwa masabahu wirafëa gwa masabahu asëë, na gwa intu gëkaku nërëvëkiwe gunto ayo. 
MAT.23.21	Na nëugirafëa gwa Hekalu wirafëa gwa Hekalu rasëë na kangë gwa wasuu nëugëkhaa mukhatë ayo. 
MAT.23.22	Na nëugirafëa gwa irunde wirafëa gwa itumbë ra üküü wa Muungu na gwa wasuu nëwëkhee gunto ayo. 
MAT.23.23	Hëhëë anyu aandëki va Seria nanë Afarisayo, anyalakuno! Muuvatendaa antu vëdüye saka
MAT.23.24	Atongeeri afoku! mufunya ngii mu moomo, ëgweeso muumira ngamëa!
MAT.23.25	“Hëhëë anyu asëyi va Seria nanë Afarisayo, anyalakuno! Mugooya gakuu nanë bakuli gwa gunji ëgweeso ukhatë muureka gwijue mantu nëmwayahangie gwa ufumpa nanë uraku. 
MAT.23.26	Mufarisayo mufoku! Mwandyo oya ukhatë a gakuu nanë gunji noo gutendeke guja.
MAT.23.27	“Hëhëë anyu aandëki va seria nanë Afarisayo, anayalakuno! Mwëë mwino mbëlëlo nëiviriwe kenke në gwa gunji yighëtë mwino njija gweeeso ukhatë yijue makufa a mëimba nanë uvaya hiya hiya. 
MAT.23.28	Uvii nanë nyee mughunwe na antu gwa gunji mwino chuu mwëaja ëgweeso gwa ukhatë mwijue lakuno na ubë.”
MAT.23.29	“Hëhëë anyu asëyi va Seria nanë a Afarisayo, anyalakuno! Muujengaa mbëlëlo ya anyagëdaghu na goora mbëlëlo ya antu nëaja. 
MAT.23.30	Muuhanya: ‘Nësa sese gwaduvie matungo a anyampaa vëtu sanaa gwinakhuvëa gwinaawe mu wuuraghi wa anyagëdaghu!’ 
MAT.23.31	Uvii muusudangëa nyenye aghonjo mwino nyee mwë vana va antu nëvavooraghie anyagëdaghu. 
MAT.23.32	Ari, khondeeyi mwëmo uroo wa anyampaa vanyu nëvëgawandya! 
MAT.23.33	Nyee ufafo wa njokha ya uhungu! Muudaha wurë ginegha iramuëywa ra urungu wa makhaa? 
MAT.23.34	Uu në gusoko ësëë nene namweetee nyee anyagëdaghu, antu nëvëna mahaa nanë aandëki muuvooragha na uvakhoma mukhatë awe, na vangëja muuvakhuva makhotya mumasunagogi anyu na uvafenja muu muji. 
MAT.23.35	Uvii ubë woong'e ugumuhanga gusoko a saghami oong'e a antu nëaja nëahunuwe gunto a fang'ë. Nhaa, ufuma guuraghwa gwamwa Abeli nënaa atina ihutye, faka guuraghwa kunë Sakaria, mwana wamwa Barakia, nënaa mugamuuragha mu Hekalu mukhatë a fana gweru na masabahu. 
MAT.23.36	Nene ngumukhanëa nyenye tutë ufafo uruu uguhanga ikhuwa gusoko a mantu ayaa.”
MAT.23.37	“Yerusalemu, vee Yerusalemu! uguvauraghaa anyagëdaghu na uvatura magwe avoo nëvëgatumwa kunë vee. Mëhënjo ënga ngasoya uvahaangwëya anaako kunë nee, mwino chu nkuku ëguvahaangwëyaa vana vakwe mumbava yakwe, ëgweeso winayanjaa. 
MAT.23.38	Arë, uvii, khaya ako ëgurekwa ukëva. 
MAT.23.39	Nene ngugwëëra veve tutë utionyoona kangë faka itungo nëikwë uguhanya: ‘Aforiwe wasuu nëujie gwa rina ra Müküü.’”
MAT.24.1	Yesu agadua mu Hekalu, na nënaa uwukie winjë kunë winjë, asëywi vakwe vëgamwendea, vëgamuragheera makhaya a Hekalu. 
MAT.24.2	Yesu agavëëra, “Vija, mudahëte uyararaava ayaa oong'e! Tutë, nene ngumukhanëa nyenye, gutie igwe mbanduvë nërëjëusagha afaa gunto a riuya, rëtikhonontwa.”
MAT.24.3	Yesu nënaawëkhee gunto a Gëtanto ga Mëseituni, asëywi vëgamwendea umpëo, vëgamuwëëya, “Gukhanëe mantu ayaa ëgudwëëra nanee? Uu ndolyokëhe nëëjieuraghëëra uja kunë vee nanë mpeo a urëmi?” 
MAT.24.4	Yesu agasucha, “Ighoji mutajeeukhongwa na muntu. 
MAT.24.5	Gusoko vingë vëudwëëra na urëtümëa rinaane vëuhanya: ‘Nene uu nee Masihi uyoo,’ na uvayaghaya antu vingë. 
MAT.24.6	Muutegheeya fëta na gëfwefwe ga fëta, ëgweeso mutakhakhatee gusoko inoneye asaa ëdwëëre, ëgweeso mpëoayo sa ëkëë. 
MAT.24.7	Ndughu ëmwe ëgikhuva na ndughu ëngë. Afaa nanë afoo guutendeka gwina njaa nanë gëtentemo ga fang'ë. 
MAT.24.8	Oong'e asaa ë mwino mwandyo wa uhungu wa ufafwa mwana.
MAT.24.9	“Uvii vëumuduya gusoko mukhasiwe na guuraghwa. Ndughu yoong'e yiumuhura gusoko a rina ranë. 
MAT.24.10	Kangë, vingë vëuvureka uhuvëi wawe, vëgihongeera na gihura. 
MAT.24.11	Vëudwëëra anyagëdaghu va weegheeghe nëvëjeuvayaghaya antu vingë. 
MAT.24.12	Gusoko a ryongeeyo ra ubë uyanjo wa antu vingë ugunyumpa. 
MAT.24.13	Ëgweeso nëugughëmëëya faka mpëo, ugutyoeka. 
MAT.24.14	Ëgweeso neekëë mpëo inafika, Sayu ëyëë Njija a utëmi wa Muungu ëgutanantiwa muurëmi woong'e utendeka usudanga gwa ndughu yoong'e.”
MAT.24.15	“Uvii, mwuurëona ‘Ihurësyo ra urüvëki’
MAT.24.16	Faafo, nëvë uYudea na virukëe uvitanto. 
MAT.24.17	Nëwëgitembe ra ukhaakwe atajë asime uhora intu umwakwe. 
MAT.24.18	Nëwë umuunda atajë asuke nyuma uhora isaa rakwe. 
MAT.24.19	Hëhëë awe akhema nëvëëwiito na nëvëgonchaa matiku asaa. 
MAT.24.20	Rombi umanka kunë nyee gutatendekee matungo a uryuku namba itiku ra mwëkhari! 
MAT.24.21	Gusoko itungo rësëë guutendeka gwina ilwe iküü, nërinadwëëraa mbanduvë ufuma mwandyo wa urëmi faka rëo, na rëtiujaa rëdwëëree kangë. 
MAT.24.22	Nësa matiku asaa inakefiwaa, gutie mwaamuntu mbaumwe nënaa ugutyoeka, ëgweeso matiku asaa ëgukefiwa gusoko a vasaa nëvahwaaniywe.
MAT.24.23	“Uvii, në muntu wamwëëra matiku asaa: ‘Masihi wëë afaa’ namba ‘Wëë afoo,’ mutamuhuvëe. 
MAT.24.24	Gusoko vëudwëëra masihi va weegheeghe nanë anyagëdaghu va weegheghe. Vëutenda ndolyo nënküü nanë makura oodaha umuyaghaya, nësa ëgudahëka, nanë ahwaaniwa va Muungu. 
MAT.24.25	Tegheeyi, namukhanëa ruvë mantu ayaa. 
MAT.24.26	Uvii, nëvamwëëra, ‘Raraavi, wëë umbugha,’ taja mwende kuuko, namba, ‘Raraavi wifihie ukhatë,’ mutahuvëee, 
MAT.24.27	gusoko, mwino ufëto ugumwëëkaa udua ukiya faka umweri, gujeutendeka uvii uja gwa MwaaMuntu. 
MAT.24.28	Faafo fana mwimba urë unë igihaangwëëya ndëë.”
MAT.24.29	“Gënyafaafo nërakëra ilwe ra matiku asaa, yuva regirooriwa, mweri utigerya, njota yuugwa udua gunto, na nguu ya irunde iguhingisiwa. 
MAT.24.30	Faafo, ndolyo a Mwaamuntu ëgudwëëra gunto, na faafo ndughu yoong'e ya anaantu muurëmi ëguhoma mwano, vëumwoona Mwaamuntu ujie na maunde a gunto munya nguu na gwa üküü wa weru. 
MAT.24.31	Mweeso uguvatuma vamalaëka vakwe nëvëna ifembe nërëukutëchaa ino, veesonoo vëuvahwaangwëya ahwaaniwa vakwe udua ng'andë yoong'e ine ya urëmi, udua mpeo ëyëë a irunde faka mpëo ëyëë.
MAT.24.32	“Kunë mutini isëyi wikhori uruu: Gënyafaafo gutufu makhanjaayo nëandya utotufa na udua matutu muumanya mwino itungo ra mwakha rahumbeeraa. 
MAT.24.33	Uvii uvii, nyeenoo, nëikwë mwoona mantu ayaa oong'e ëgutendeka, manyi mwino Mwaamuntu wëë fifë ino. 
MAT.24.34	Nene ngumukhanëa tutë, ufafo uruu utiukëra nëkëë mantu ayaa oong'e inadwëëra. 
MAT.24.35	Nhaa, irunde na fang'ë ëgukëra ëgweeso nkhani yanë itiukëra kamwe.”
MAT.24.36	“Gweeso, gwa itiku mbesa itungo ësëë gutie muntu nëumanyie ëgutendeka naneë, mbesa vamalaëka va girunde, mbesa MwaaMuntu, ëgweeso Tata imwenedu gutufu nëumanyie. 
MAT.24.37	Ëgutendeka mwino matungo amwa Nuhu. 
MAT.24.38	Gusoko matungo asaa, nënaa ëkëë inaja gharëka, antu naavëula na unywa, vëuroghoa na uroghowa, faka Nuhu nënaawingëa mu Safina
MAT.24.39	Naavëtigune guna ntuni faka nënaa gharëka ëgadwëëra, ëgavahora voong'e. Ëgutendeka uvii noo itungo nëëkëë Mwaamuntu ujie. 
MAT.24.40	Itungo rasëë antu vavëë savëumuunda, umwe uguhorwa na ungëja ugurekwa. 
MAT.24.41	Akhema vavëë savëusya viyo, umwe uguhorwa na wa gavëë ugurëkwa. 
MAT.24.42	Uvii, mutaree, gusoko mutirëmanyie itiku në Müküü wanyu ujie. 
MAT.24.43	Ëgweeso kumbukwi ihanyo ërëë: nësa munyakhaya naaumëmanyie itungo roofikëa muhëmbi naatiuraa, na naatiumërëka khaya ëhëmbwe. 
MAT.24.44	Gwa uvii, nyeenoo noo, tendeki mwighondanëye gusoko Mwaamuntu ujie itungo nëmutirëghemie.”
MAT.24.45	Yesu agafwagëëra uhanya, “Uu anyu, uvii, mutumami nëugukhoreeya vija na nëwina mafefe wasuu në müküü wakwe ugumufa mwëmo gwa antu vakwe avafe malëwa gwa itungo rayo? 
MAT.24.46	Aforiwe mutumami wasuu nëikwë müküü wakwe waja ugumuhanga ugutenda uvii. 
MAT.24.47	Tutë namwëëra ugumufa mwëmo mutumami wasuu aghondanëëye maari akwe oong'e. 
MAT.24.48	Ëgweeso nësa mutumami nëmubë wirighëtëya: ‘Müküü wanë watiniaa usuka.’ 
MAT.24.49	Uvii wandya uvakhuva atumami vooyakwe, wandya ula na unywa itambëëmwe na aghai, 
MAT.24.50	müküü wakwe ujie itiku nënaatirëvarëye na itungo nëatirëmanyie. 
MAT.24.51	Ugumutema mafëgha avëë na umuvëka ikhakho rëmwe na anyalakuno. Kuuko guutendeka gwina gëëro nanë usya mino.”
MAT.25.1	“Uvii, utemi wa girunde ugikhwanëywa na ancha ikumi nëvëgahora taa yawe, vëgenda umusëngëya munya uvira. 
MAT.25.2	Vatano mukhatë awe naa afütü na vatano naa vëë ihaa. 
MAT.25.3	Avoo nëafütü vëgahora taa yawe ëgweeso vëgadea uhora makuta. 
MAT.25.4	Ëgweeso avoo nëvina mafefe vëgahora makuta mu chufa itambëëmwe na taa yawe. 
MAT.25.5	Gusoko munya uvira agatinëa uja, ancha vasaa voong'e vëgatindia vëgaraa. 
MAT.25.6	Ëgweeso utiku wa mukhatë arë gwina mukindo. ‘Raraavi, mukhamwëëma! Nji gunji gumusëngëëye mweeso.’
MAT.25.7	“Faafo ancha vasaa voong'e vëgafëtya vëgayighondanëya taa yawe. 
MAT.25.8	Avoo nëafütü vëgavëëra avoo nëvina mahaa: ‘Gufi makuta anyu nduvëëngë gusoko taa yitu yoorima.’ 
MAT.25.9	Ëgweeso vasaa nëvina mahaa vëgavëëra, ‘Ëtiukundanëa kunë sese nanë nyeenoo! Bahu endi giduka mweende gighurëya aghonjo!’ 
MAT.25.10	Uvii, ancha vasaa nëafütü nënaa venda ughura makuta, munya uvira agafika, na ancha avoo nënaavighondanëëyaa vëgingëa itambëëmwe na mweeso munyumba a uvire, faafo rurie ugautëwa. 
MAT.25.11	Nënaa itungo rarifa, ancha avoo vëgaja, vëgataana: ‘Müküü, Müküü, gurughwëëre!’ 
MAT.25.12	Ëgweeso mweeso agavasucha, ‘Nene ngumukhanëa tutë ntimumanyie nyee.’ 
MAT.25.13	Faafo Yesu agahanya, ‘Ighondanëëyi, uvii, gusoko mutirëmanyie itiku mbeesa itungo.’”
MAT.25.14	“Ëgutendeka mwino muntu umwe nënaa ugufenja utenda muhënjo gwenda ng'ë a kureengë, agavataana atumami vakwe, agavarekea mari akwe. 
MAT.25.15	Agamufa mu muntu gwa udaho wakwe: umwe agamufa talanta itano, ungëja talanta ivëë na ungëja talanta ëmwe, faafo agenda muhënjo. 
MAT.25.16	Wasuu nënaawarekewaa talanta itano agatenda mwëmo nayo agahanga usagho talanta itano. 
MAT.25.17	Uvii noo uyoo nënaawarekewaa talanta ivëë agahanga usagho talanta ivëë. 
MAT.25.18	Ëgweeso uyoo nënaawarekewaa talanta ëmwe agenda agahëmba ikhombo fang'ë agamëfiha talanta a müküü wakwe.
MAT.25.19	“Nënaa itungo irifu rakëra, müküü agasuka, agaandya gihenga uvaryo wa utumëa nanë usagho wa talanta yakwe. 
MAT.25.20	Mutumami nënawarekewe talanta itano agaja ukwete talanta ëyoo itano usagho, agamwëëra: ‘Müküü, ugandekea talanta itano, afaa gwina talanta itano usagho nënahangie.’ 
MAT.25.21	Müküü wakwe agamwëëra: ‘Vija, mutumami muja na mughondanëëyi nëmuja. Aja umughondanëëyi nëmuja mu mantu në manyuughuu nene ngugurekea në makuu. Njuu ingëa mu uyanjo wa müküü wako.’ 
MAT.25.22	Mutumami nënaaurekewe talanta ivëë agaja, agaduya talanta ivëë usagho agahanya: ‘Müküü, nawandekee talanta ivëë. Afaa gwina talanta ingëja ivëë usagho nënahangwëye.’ 
MAT.25.23	Müküü wakwe agamwëëra: ‘Vija, mutumami muja na mughondanëëyi në muja. Aja umughondanëëyi në muja mumantu në manyuughuu, nene ngugurekea në makuu. Njuu ingëa mu uyanjo wa müküü wako.’
MAT.25.24	“Ëgweeso wasuu nënaawarekewe talanta ëmwe agaja agahanya: ‘Müküü, nëmanyie veve wëë muntu mukaku, veve ugutënanga faafo fana winafandëaa, na uguhaangwëyaa fana winafifitaa. 
MAT.25.25	Nene ngooghofa, nëgamëfiha talanta ako fang'ë. Hora, uvii, maari ako.’ 
MAT.25.26	Müküü wakwe agamusucha: ‘Veve wë mutumami në muvë na mütoto! Naaumanyie mwino nene ngutënangaa fana ntinafandëa, na nguhaangwëyaa faafo fana ntinafifita. 
MAT.25.27	Naaigunoneye, uvii, umëvëka talanta anë mubenki, nënoo naanguhora ng'angu anë nanë usagho wayo! 
MAT.25.28	Uvii, muhegheyi talanta asëë, mufi uyoo nëwina talanta ikumi. 
MAT.25.29	Gusoko, nëwina intu ugufewa nagoongeywa ino. Ëgweeso wasuu nëatikweti intu, nanë rasëë neurikweti ugurehegheywa. 
MAT.25.30	Na gwa mutumami wasuu nëatikweti usagho mujughuti gunji mukiti! Kuuko guutendeka gwina gëëra na usya mino.’”
MAT.25.31	“Itungo Mwaamuntu nëikwë waja mü üküü wakwe na vamalaëka voong'e sa vëitambëëmwe, faafo ujie gikhaa gunto a itumbë rakwe ra utemi në ryeru. 
MAT.25.32	Ndughu yoong'e ëguhaangwëywa usonge akwe, mweesonoo ugubaghua antu mwino mudëmi ugubaghua nkhoo na mburi. 
MAT.25.33	Uguyivëka nkhoo guuvaru wakwe wa gëlëlo na mburi guuvaru wakwe wa gëmoho. 
MAT.25.34	Faafo Mutemi uguvëëra vasaa nëvëëguuvaru wakwe wa gëlëlo: ‘Njii nyee nëmwaforiwe na Tata wanë, usai Utemi nëmwaghondanëëywe ufuma utundwa gwa urëmi. 
MAT.25.35	Gusoko naa nëna njaa nyeenoo mugampa malëwa, naa nëna nyweta nyeenoo mugampa majë, naa nëë mughenyi mugaghënyifa, 
MAT.25.36	naa nëëgëfuyu nyeenoo mugandiecha masaa, naa nërue mugaja unyoona naa nëëmuigeresa mugaja unsoya.’
MAT.25.37	“Faafo, antu vasaa në aja vëumusucha mweeso: ‘Müküü nanee gugagoona wina njaa gugagufa malëwa mbesa naa wina nyweta gugagunywesya majë? 
MAT.25.38	Na nanaë gugagoona u mughenyi gugaghenyifa, mbesa wë gëfuyu gugagufa masaa? 
MAT.25.39	Na nanaë gugagoona urue, mbesa wëmugëtungo na gugagusoyaa?’ 
MAT.25.40	Mutëmi uguvasucha: ‘Tutë nene namwëëra nyee, muu intu nëmugamutendea umwe wa avaa vaunaanë në anyuughuu, mugantendea nene.’ 
MAT.25.41	Faafo uguvëëra vasaa nëvëëguuvaru wa gëmoho, ‘Heghi kunë nee nyee nëmwajumiwe! Endi mu moto wa khae na khae nëwaghondanëëywe Ibilisi nanë vamalaëka vakwe. 
MAT.25.42	Gusoko naa nënaa njaa nyee mwinampaa malëwa, naa nënaa nyweta mwinampaa majë. 
MAT.25.43	Na nëë naa në mughenyi mugadëa unghenyifa, na naa nërue naa nëë mutungwa nyee mugadëa uja unsoya.’
MAT.25.44	“Faafo veeso noo vëumusucha: ‘Müküü, uu naneehe nënaagugagoona wina njaa mbesa nyweta, wëë mughenyi mbesa utina masaa, urue mbesa umutungwa seenoo gwinajaa ugwitumëaye?’ 
MAT.25.45	Mweeso uguvasucha, ‘Nene ngumwëëra tutë, mu itungo nëmugahita umutendea mantu ayaa umwe wa anyuughuu avaa, mugahita untendea nene.’ 
MAT.25.46	Uvii, avaa vinjë uhanga makhaseko a khae na khae, ëgweeso vasaa nëaja vëuhanga ufanga wa khae na khae.”
MAT.26.1	Yesu nënaawadaha urighëëtya asaa oong'e agavakhanëa asëywi vakwe, 
MAT.26.2	“Mumanyie mwino në matiku avëë akëra guutenda gwina sigunkuu a Pasaka, na Mwaamuntu ugufunyiwa gusoko akhomwe. 
MAT.26.3	Itungo rasëë akumbëki në aküü nanë anyampaa va antu vëgatang'ana itambëëmwe mumwaango wamwa Kayafa, mukumbëki në müküü. 
MAT.26.4	Vëgisëya mwino vëumukwata Yesu gwa lakuno vëmuuraghe. 
MAT.26.5	Ëgweeso vëgaramua intu rasëë rëkeutendeka itungo ra sigunkuu, tajee yaghayagha ëjeudwëëra mu antu.”
MAT.26.6	Yesu nënaa wëë uBetania, ukhaya amwa Simioni munyamatana, 
MAT.26.7	mukhema umwe nënaa wina galëmbo ga alabasta
MAT.26.8	Asëywi vakwe nënaavoona asaa vëgakheefa vëgahanya, “Ntüni ujughuta mantu vii? 
MAT.26.9	Urumba uruu aja udahite urinjwa gwa hela nyingi atuki vafewa hela isii.” 
MAT.26.10	Yesu agayamanya masëgho awe, agavëëra, “Sokokë muumujunjanga mukhema uyuu? Mweeso wantendea intu ija. 
MAT.26.11	Atuki mwaakhweti matiku oong'e, ëgweeso matiku oong'e në ntiutenda itambëëmwe nanyee. 
MAT.26.12	Mukhema uyuu wamiminëaa urumba gusoko aghondanëëye uvekwa kunë nene. 
MAT.26.13	Nene ngumukhanëa tütë, goong'e mu urëmi, fana Sayu Njija ëgutanantiwa, intu ërëë nëwarëtendaa rëuhanywa gwa umukumbukwa mweeso.”
MAT.26.14	Faafo, Yuda Isikarioti, umwe wa vasaa ikumi na vavëë, ageenda gwa akumbëki ne aküü, 
MAT.26.15	agavëëra, “Nyenye muumpa ntüni nëmbaa nene ngumufunya kunë nyenye?” Vëgamuvarëya majënkëlë makumi atatu a hela, 
MAT.26.16	na ufuma itungo rësëë Yuda agaaufenja iyoma ra umutoneera.
MAT.26.17	Itiku ra mwandyo nënaaëkëë inafika Sigunkuu a Mëkaate nee ëtisasie, asëywi vëgamwendea Yesu vëgamuwëëya, “Ugufenja gugughondanëëyefe sigunkuu a Pasaka?” 
MAT.26.18	Yesu agavasucha, “Ëndi mujini ukhaya a muntu ungëja, mukhanëi: ‘Musëyi uguhanya, itungo ranë rafikaa, ukhaako ngutenda sigunkuu a Pasaka itambëëmwe na asëywi vanë.’” 
MAT.26.19	Asëywi vëgatenda mwino Yesu naawaaraghëëyaa, vëgaghondanëya malëwa a Pasaka. 
MAT.26.20	Nënaa gwatenda mpëndë, Yesu agikhaa mumesa itambëëmwe na asëywi vakwe ikumi na vavëë. 
MAT.26.21	Nënaavëula, Yesu agahanya, “Nene ngumukhanëa tütë, umwe wanyu uguntoneera.” 
MAT.26.22	Asëywi vëgahura ino, vëgaandya giwëëya umweemwe, “Wurë, Müküü, uu nenenahe?” 
MAT.26.23	Mweeso agasucha, “Mweeso unë watendea mukhono wakwe muchungu itambëëmwe nanee winjë untoneera nene. 
MAT.26.24	Nhaa Mwaamuntu winjë kunë winjë mwino Maandëko në Meru ëguhanyaa, ëgweeso hëhëë akwe muntu wasuu nëugumutoneera MwaaMuntu! Esa naa bahu gwa muntu wasuu sa inafafwaa.” 
MAT.26.25	Yuda, wasuu nënaaugufenja umutoneera, agamuwëëya, “Musëyi! Wurë, uu nenenahe Müküü?” Yesu agamusucha, “Veve wahanyaa.”
MAT.26.26	Nënaavëula, Yesu agahora mukate, agafunya asi, agauvegha, agavafa asëywi vakwe uguhanya, “Hori mule, uruu unë mwëërë wanë.” 
MAT.26.27	Uvii agahora gakuu, agamufunyëya Muungu asi, agavafa uguhanya, “Nyweeri nyoong'e, 
MAT.26.28	gusoko ëyëë unë saghami anë a iraghano, nëahunuwe gusoko a wingë wa antu gwa urekewa wa mahutye. 
MAT.26.29	Nene ngumukhanëa, nyenye ntiunywa kangë divai a sabibu faka itiku rasëë nëikwë nëjieunywa nëmpya itambëëmwe nanyee mu Utemi wamwa Tata wanë.”
MAT.26.30	Faafo, vëgëëmba ryëmbo, vëgavuka, vëgenda mugëtanto ga Mëseituni.
MAT.26.31	Uvii Yesu agavëëra, “Utiku wa reo uruu, nyee nyoong'e muutenda mwina wisaghasaghëi nanee, gusoko Maandëko Meru ëguhanya:
MAT.26.31	‘Ngumukhuva mudëmi,
MAT.26.31	nkhoo njeesoonoo ëgufaghata.’
MAT.26.32	“Gweeso nëikwë nafëtya, ngumutongeera uGalilaya.”
MAT.26.33	Fetero agamwëëra Yesu, “Mbesa voong'e vëutenda vina wisaghasaghëi navee na ugureka, nene ntiugureka kamwe.” 
MAT.26.34	Yesu agamwëëra, “Tutë, nagwëëra, utiku uruu, nëëkëë jololo ina kunkua, ugunkhana mëhënjo ëtatu.” 
MAT.26.35	Fetero agamwëëra, “Nëmbesa inoneye ukuya itambëëmwe gwinako, ntiugukhana kamwe.” Asëywi avoo vangëja voong'e vëgahanya vii uvii.
MAT.26.36	Uvii Yesu ageenda itambëëmwe inaawe ubusitani a uGetisemane, agavëëra asëywi vakwe, “Ëkhai afaa faka neenoo nende afoo usonge uromba.”
MAT.26.37	Agavahora Fetero nanë vana vavëë vamwa Sebedayo, agaandya uhanga uvavi nanë makhasëko. 
MAT.26.38	Faafo agavëëra, “Nkweti uvavi üküü munkhoo ngiinga ukuya. Ëkhai afaa mutaree sa munying'enga itambëëmwe nanëë.” 
MAT.26.39	Uvii, agenda usonge nduvëëng'ë, agagwa wuumbama, agaromba: “Tata wanë, nësa ëgudahëka gakuu akaa ga makhasëko gënankëe, ëgweeso ëtatendekee mwino nëanjëte, ëgweeso mwino vee uyanjëte.” 
MAT.26.40	Agaveendea asëywi vakwe vasaa, agavahanga vëree. Agamwëëra Fetero, “Uvii mwinadaha uromba itambëëmwe nanëë mbesa gwa itungo ra saa ëmwena? 
MAT.26.41	Mutaree rombi mutajee gingëa mumaghemwa. Nkhoo ëgufenja ëgweeso mwëërë ulegheeku.”
MAT.26.42	Kangë, gwa muhënjo wa gavëë, mweeso ageenda na agaromba, “Tata wane, në ëkëë gëhukera ëgweeso nene nënywe, mafenji ako ëtendeke.” 
MAT.26.43	Agavendea, agavahanga kangë varaa, gusoko miho awe naa akwatwaa na too.
MAT.26.44	Uvii, agavareka, agenda kangë usarëa muhënjo wa gatatu gwa nkhani iyiiyo iyiiyo. 
MAT.26.45	Agaveendea asëywi vasaa, agavëëra, “Wurë, mukëë murëë muutuyana? Raraavi! Itungo rëësënoo rafikaa, Mwaamuntu ugufunyiwa gwa antu nëvina mahutye. 
MAT.26.46	Fëti, kwendi kunë gwinjë. Raraavi! Chu waja wasuu nëujieuntoneera.”
MAT.26.47	Uvii, Yesu nënaa ëkëë ugurighëtya inaawe, gënyafaafo agaja Yuda, umwe wa vasaa ikumi na vavëë. Itambëëmwe na mweeso vëgaja antu vingë vëkweti mafaanga nanë mafënë nënaa vatumwaa na akumbëki aküü nanë anyampaa va antu. 
MAT.26.48	Wasuu nënaa ugufenja ümütoneera agavafa ndolyo uguhanya: “Wasuu nëngumutomya uu mweeso, mukwati.” 
MAT.26.49	Uvii, Yuda agamuhumbeera Yesu, agamwëëra, “Amucha, Musëyi!” Faafo agamutomya. 
MAT.26.50	Yesu agamwëëra, “Mbuyanë, tenda nëajawajaa urëtenda.” Faafo antu vasaa vëgaja, vëgamukwata Yesu, vëgamukwatëëra gwa nguu.
MAT.26.51	Umwe wa vasaa nënaavëitambëëmwe na Yesu agaghoora mukhono, agamëhofoa mpaanga akwe, agamutema mutumami wamwa mu ukumbëki në müküü, agamutema ikutwë. 
