GEN.1.1	Uru-uru tèka, Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha.
MAT.4.20	Ropa ra tadèngi rare, hèia dua ra tèke eele dènge ka pèku ra, lasi madhutu Yesus.
MAT.4.21	Èle ka, Yesus kako hari ciki, hèia ladhe nèdhi ana Sabadeus, dhèu dua. Aꞌa, ngara na Yakobis, aa ari na, Yohanis. Dua ra dhu lalau paie pèku ètu dedha koha sama-sama dènge ama ra. Hèia Yesus paroa dua ra, sèna ka madhutu Ne. 
MAT.4.22	Ropa ra tadèngi rare, hèia ra tèke eele ama dènge koha ra, lasi madhutu Ne.
MAT.4.23	Èle ka, Yesus si kako palème propensi Galilea, ho Na ajꞌa-nori dhèu ètu dꞌara èmu sabajꞌa dhèu Yahudi. Na ajꞌa Lii Lolo Beꞌa Ama Lamatua, aa Na peka jꞌara-jꞌara tasamia, sèna ka dhèu bisa madhutu paredha Ama Lamatua. Aa Na puri-paꞌèle kahèi dhèu nèti rupa-rupa papèdꞌa-tarègu.
MAT.4.24	Nèbhu boe ka, tatao Yesus ne dhèu lolo palème toke dꞌai propensi Siria aaꞌi-aaꞌi. Hèia dhèu rèti dhèu ra dhu lèke rupa-rupa papèdꞌa asa Yesus. Dhèu se rèti kahèi dhèu dhu nidhu tao, dhu hujꞌu kahibꞌi, dènge dhu karuku. Ka Na puri-paꞌèle aaꞌi si. 
MAT.4.25	Lodꞌo èèna, dhèu ae-ae mai madhutu Ne. Dhèu se mai nèti propensi Galilea, aa nèti rai Canguru Kota, dhu ra peka na, 
MAT.5.1	Ropa Yesus ladhe nèdhi dhèu ae-ae mai madhutu Ne, hèia Na caꞌe laꞌe asa ledhe iiki cue, ka Na madhèdi ètu èèna. Ana-ana madhutu dhu Na hagꞌe nare sèra, mai padètu sèna ka nanene Ne. 
MAT.5.2	Hèia Na ajꞌa-nori si, peka na,
MAT.5.3	“Dhèu kasia, rèngu oto,
MAT.5.3	lula Ama Lamatua mesa Na, ka Dhèu Aae rèngu dhu hua iia.
MAT.5.4	Dhèu dhu ètu dꞌara sasusa, rèngu oto,
MAT.5.4	lula Ama Lamatua mesa Na ka dhu pamahoꞌo dꞌara si.
MAT.5.5	Dhèu haha oto,
MAT.5.5	lula rèngu ka dhu bèli-camèdꞌa sèmi rare mèngi-nale aaꞌi-aaꞌi dhu Ama Lamatua moa tèke.
MAT.5.6	Dhèu dhu dꞌara kateme dènge Ama Lamatua, rèngu oto,
MAT.5.6	lula èèna na, Nèngu ka dhu hia si ngaa dhu ra neo.
MAT.5.7	Dhèu dhu padꞌelo rasa kasia mi dhèu leo, rèngu oto,
MAT.5.7	lula èèna na, Ama Lamatua kasia rèngu kahèi.
MAT.5.8	Dhèu dhu dꞌara mola-mèci, rèngu oto,
MAT.5.8	lula èèna na, rèngu unu ra ladhe rèdhi Ama Lamatua.
MAT.5.9	Dhèu dhu tema padame dhèu, rèngu oto,
MAT.5.9	lula èèna na Ama Lamatua ka dhu peka na, ‘Rèngu seꞌe ka, ana Jaꞌa.’
MAT.5.10	Dhèu dhu pasae jꞌajꞌèra, lula ra madhutu Ama Lamatua, rèngu oto,
MAT.5.10	lula Lamatua mesa Na ka, Dhèu Aae rèngu dhu hua iia.
MAT.5.11	Ladhe dhèu leo pajꞌèra miu, lula miu madhutu Jaꞌa, miu oto kahèi. Ladhe dhèu padhai kakedꞌu miu, aa lole paꞌele iie kolongara miu, miu oto kahèi.
MAT.5.12	Masi ka sèmi èèna, te ngaa miu hudꞌi pakasee iisi aa pakarejꞌe dꞌara, lula Ama Lamatua dhu sadia nare le pala dhu ae hia miu ètu sorga. Te ngaa sanèdꞌe! Mesa boe miu di dhu dui jꞌajꞌèra sèmi èèna, te lodꞌo uru sèra dhèu dhu pajꞌèra le kahèi dhèu rèti lii padhai Ama Lamatua.”
MAT.5.13	“Ladhe èdhi dꞌèi sèna ka ngangaꞌa jꞌajꞌi beꞌa, na, èdhi tao ku masi. Sèmi èèna kahèi dènge dhèu dhu mamuri ètu rai-haha ne, rèngu parluu miu. Te ngaa ladhe masi sèro heka, gaguna na, ngaa? Dhoka core eele di ètu jꞌara, ho dhèu jꞌèli ne.
MAT.5.14	Miu hudꞌi mamuri ku sèmi labhu kahèi, sèna ka dhèu ae bisa ladhe rèdhi miu dènge beꞌa. Miu hudꞌi heo loꞌa-loꞌa ku, nuka sèmi kota ètu kolo ledhe, dhu dhèu aaꞌi-aaꞌi ladhe rèdhi ne.
MAT.5.15	Ladhe dhèu paheo labhu iiki, ra saguru boe ne dènge èru rai, te ngaa ra padhèdi labhu ne ètu era dedha, ho pasaraa aaꞌi dꞌara èmu.
MAT.5.16	Miu hudꞌi mamuri ku sèmi èèna. Mamuri miu hudꞌi saraa ku, sèna ka dhèu leo ladhe rèdhi mamuri miu dhu beꞌa. Ropa dhèu ladhe rèdhi mamuri miu sèmi èèna, ra dedꞌe padedha-dedha kolongara Ama Lamatua, peka na, ‘Ira ii! Ama miu ètu sorga, kapai titu kèna, nga!’ ”
MAT.5.17	“Mage miu pangee na, mamai Jaꞌa asa rai-haha ne, sèna ka tao eele atora Ama Lamatua dhu pangèdꞌu mi Musa. Aa baku pangee na, Jaꞌa pusi-pahae boe dènge ngaa dhu uru èèna, dhèu rèti lii padhai Ama Lamatua peka tèke le. Te mamai Jaꞌa ne, sèna ka pamèci jꞌara aaꞌi-aaꞌi, nuka sèmi mia dhu ra peka tèke. 
MAT.5.18	Nèti èèna ka, nanene paie-iie! Liru dènge rai-haha bisa mèka laho aaꞌi, ladhe aaꞌi-aaꞌi jꞌajꞌi mèka madhutu atora Ama Lamatua. Masi ka ca katèdꞌa èèna ka, bisa boe ele nèti atora se.
MAT.5.19	Nèti dhèu unu Ama Lamatua aaꞌi-aaꞌi, ladhe abhu dhu sisu atora Ama Lamatua, lula na pangee, na, ‘Atora ne, ana iiki-iiki di, de gaguna na aadꞌo!’ Hèia na ajꞌa sèmi èèna kahèi mi dhèu leo, pe Ama Lamatua ètu sorga, tao ne jꞌajꞌi mi ca dhèu ana iiki. Te ngaa bagi mi dhèu dhu tao madhutu aaꞌi atora Ama Lamatua, hèia na ajꞌa-nori dhèu leo sèmi èèna, bèli-camèdꞌa Ama Lamatua pakabꞌua ne. 
MAT.5.20	Parcaya la Jaꞌa! Miu hudꞌi mamuri mola, risi nèti mese agama dènge dhèu partei agama Parisi sèra. Ladhe aadꞌo, na, miu bisa boe jꞌajꞌi dhèu unu Ama Lamatua.”
MAT.5.21	“Miu dhu meꞌa le atora Musa dhu hia mi bèi-baki èdhi, peka na, ‘Baku pamadhe dhèu, te dhèu cee dhu pamadhe dhèu nèngu lèke huku.’
MAT.5.22	Te ngaa Jaꞌa peka dènge miu sèmi neꞌe: baku panasa, te dhèu cee dhu nasa dènge aꞌari na, èèna na nèngu lèke huku. Dhèu dhu jèke aꞌari na, ka peka na, ‘Èu bodꞌo kabao!’ pe nèngu laꞌe dhaa asa dhèu heka-dhèu heka agama. Aa dhèu cee dhu jèke aꞌari na, ‘Goa, ee!’ nèngu lèke huku ètu ai naraka.
MAT.5.23	De ladhe èu dhu mèti mèdha persembahan hia Ama Lamatua, te ngaa èu sanèdꞌe, na, abhu aꞌari dhu nasa era dènge èu, 
MAT.5.24	tèke eele uuru ku mèdha persembahan sèra. Hèia lamu padame ku dènge aꞌari mu, èle, na heka mai hia persembahan se asa Ama Lamatua kèna.
MAT.5.25	Ladhe ca dhèu neo tao lii langu dènge èu, beꞌa risi lamu lai-lai ho padame dènge ne. Ladhe aadꞌo, dhèu ne nèti èu asa hakim. Hèia hakim saraka èu sa polisi, ka ra pamaso èu asa dꞌara bèdho. 
MAT.5.26	Jaꞌa pasanèdꞌe tareꞌa-reꞌa mi èu ne! Èèna na èu pea taruu ètu dꞌara bèdho, toke bꞌae aaꞌi mèu-mèu kèlu-gꞌètu èu sèra.”
MAT.5.27	“Miu dhu meꞌa le atora Musa, dhu peka na, ‘Baku bersina.’
MAT.5.28	Te ngaa Jaꞌa neo peka na, sèmi neꞌe: dhèu dhu ladhe nèdhi dhèu bhèni èci, hèia dꞌara na neo jꞌunu paꞌèci dènge ne, na, dhèu mone ne bersina le dènge bhèni ne ètu dꞌara na. 
MAT.5.29	Ladhe èu tao sala pake musi madha gꞌana èu, na, edꞌo eele ne. Te beꞌa risi èu maso sorga dènge musi madha cabèka di, aa baku ra pèci mu asa dꞌara ai naraka dènge musi madha dua-dua.
MAT.5.30	Aa ladhe èu tao sala dènge kacui-aai gꞌana èu, poro eele kacui-aai ne. Te beꞌa risi èu maso sorga dènge kacui-aai cabèka di, aa baku ra pèci mu asa dꞌara ai naraka dènge kacui-aai dhu kateme iisi.”
MAT.5.31	“Miu dhu meꞌa le atora Musa, na, ‘Dhèu dhu paꞌia dènge dhèu èmu-kamali na, nèngu hudꞌi hia ku sasuri paꞌia mi bhèni èèna.’
MAT.5.32	Te ngaa Jaꞌa peka sèmi neꞌe: ladhe abhu dhèu dhu ia eele dhèu èmu na, te ngaa bhèni ne tao nèdhi boe jꞌara makae, hèia bhèni ne leo hari èmu, na, dhèu èmu uuru èèna ka dhu tao nèngu jꞌajꞌi bersina. Aa ladhe abhu dhèu mone dhu leo nare bhèni dhu dhèu èmu na ia eele, na, rèngu dua ra bersina kahèi.”
MAT.5.33	“Miu dhu meꞌa le atora Musa dhu na hia mi bèi-baki èdhi, peka na, ‘Ladhe èu pajaji pake lii soo-subha, dhu ale kolongara Ama Lamatua, na, èu dhu paꞌèki le dènge soo-subha èèna.’
MAT.5.34	Te ngaa Jaꞌa peka sèmi neꞌe: ladhe èu neo pajaji, na, mage mu jꞌoka subha. Baku subha dènge ngara sorga, lula sorga èèna era pea Ama Lamatua.
MAT.5.35	Mage subha pake ngara rai-haha, lula rai-haha ne, era bane haga Ama Lamatua. Aa mage subha pake ngara Yerusalem, lula Yerusalem èèna, kota nèti Dhèu Aae Kapai.
MAT.5.36	Baku subha pake ngara kabꞌa kètu miu. Te miu dènge boe koasa ho paredha rèu kètu miu, sèna ka ca loa sa jꞌajꞌi mèdhi do jꞌajꞌi pudhi. 
MAT.5.37	De ladhe miu neo pajaji, dhu peka oo, na, peka la ‘oo’ di. Te ngaa ladhe aadꞌo, na, peka la, ‘aadꞌo’ di. Ladhe miu peka risi nèti èèna, sèra sa jꞌajꞌajꞌi nèti nidhu.”
MAT.5.38	“Miu dhu meꞌa le atora Musa, dhu peka na, ‘Ladhe dhèu cee dhu paꞌele iie musi madha miu, na, paꞌele iie kahèi musi madha na. Aa ladhe abhu dhèu dhu pakabhui eele ngutu èu, na, pakabhui eele ngutu na kahèi.’
MAT.5.39	Te ngaa Jaꞌa peka dènge miu sèmi neꞌe: baku bꞌala bhabhelu dènge bhabhelu. Ladhe dhèu tèbꞌe ripi èu cabèka, na hudꞌi laa, na tèbꞌe hari ripi dhu leo. 
MAT.5.40	Ladhe dhèu neo tenge lii langu dènge èu, ho neo nare kodho èu, na, hia ne kodho pana èu kahèi. 
MAT.5.41	Ladhe sordadꞌu ca dhèu laka-seti èu ho pasae mèdha na kako dꞌai ca kilometer, na, èu pasae mèti kajꞌèu na toke dua kilometer. 
MAT.5.42	Ladhe dhèu neo manèngi nare mèdha èu èci, na, hia la. Aa ladhe dhèu neo pija mèdha èu, na, hia la.”
MAT.5.43	“Miu tadèngi le, dhu peka na, ‘Sue la aꞌari èu, aa nasa la dènge dhèu dhu nasa dènge èu.’
MAT.5.44	Te ngaa Jaꞌa peka sèmi neꞌe: èu hudꞌi sue ku dhèu dhu nasa dènge èu, aa manèngi ho Lamatua hia mèngi-nale mi dhèu dhu pajꞌèra èu. 
MAT.5.45	Ladhe èu tao sèmi èèna, èu padꞌelo, na, èu ana Ama ètu sorga. Lula Nèngu ka tao madha lodꞌo hia dhèu dhu beꞌa, dènge dhèu dhu bhelu. Na papuru èjꞌi hia dhèu dhu tao madhutu paredha Na, aa mi dhèu dhu labꞌa paredha Na kahèi. 
MAT.5.46	De ladhe èu sue dhoka dhèu dhu sue èu, èu ngee na Ama Lamatua hudꞌi bꞌala hia èu mèngi-nale, do? Aadꞌo! Te dhèu bhelu kahèi neꞌa sue angalai na, dhu sue nèngu. 
MAT.5.47	De ladhe èu meꞌa dhoka hia lii mahoꞌo mi angalai èu, na, kolo-karisi na ngaa? Te dhèu dhu parcaya boe Ama Lamatua, reꞌa adꞌu-ue jꞌara sèmi èèna kahèi. 
MAT.5.48	De sanèdꞌe, ee! Ama mu ètu sorga sue dhèu aaꞌi-aaꞌi. De èu hudꞌi tao madhutu ku sèmi èèna kahèi!”
MAT.6.1	Yesus ajꞌa taruu, peka na, “Sanèdꞌe! Mage mi madhutu atora agama di, sèna ka dhèu padꞌiri miu. Te ladhe miu tao sèmi èèna, Ama miu ètu sorga bꞌala boe rui-jꞌajꞌèra miu.
MAT.6.2	Ladhe miu neo soru-bara dhèu kasia, mage lami palolo asa mia-mia. Te ladhe miu se tao sèmi èèna, miu ca ropa dènge dhèu dhu padhai lii leo, tao leo. Dhèu sèmi sèra, dꞌèi lasi karihu asa dꞌara èmu sabajꞌa ho dhèu koa si, peka na, ‘Ira ii! Dhèu ne majꞌèni madhutu atora agama, nga!’ Jaꞌa peka mola-mola kèna! Dhèu dhu tema sèmi rare lii koa-kadꞌiri nèti dhèu, rèngu se abhu le pala ra. 
MAT.6.3	De ladhe miu neo soru-bara dhèu dhu dènge boe ngaa-ngaa, mage mi palolo kahèi! 
MAT.6.4	Dènge sèmi èèna, dhèu ètu rai-haha ne reꞌa boe. Te ngaa Ama miu ètu sorga dhu neꞌa ngaa dhu miu tao pahuni. Pe Nèngu ka dhu bꞌala hia miu berkat ae-ae.”
MAT.6.5	“Lodꞌo miu sabajꞌa, miu baku tao nuka sèmi dhèu dhu padhai lii leo, tao leo. Dhèu se dꞌèi lasi asa jꞌara dhu dhèu ae-ae, aa titu ètu dꞌara èmu manèngi-mangajꞌi ho dhèu koa-kadꞌiri si, peka na, ‘Dhèu se, dhèu mola-mèci!’ Te ngaa nanene pabeꞌa-beꞌa! Dènge rèngu abhu koa sèmi èèna, rèngu sèmi rare le pala ra.
MAT.6.6	Te ngaa miu baku sèmi èèna. Ladhe miu manèngi-mangajꞌi, lami asa dꞌara kama ho bèdho babèdho na. Èle èèna, heka mi sabajꞌa mau-mau hia Ama mi ètu sorga. Masi ka dhèu leo rèdhi boe, te ngaa Ama miu ladhe nèdhi. Bèli-camèdꞌa Na bꞌala hia miu berkat ae-ae.
MAT.6.7	Ladhe miu sabajꞌa, baku padhai lii dhu dènge boe kolo-kapua. Te dhèu dhu tadhe boe Ama Lamatua sabajꞌa sèmi èèna ka. Rèngu pangee, na, Ama Lamatua dꞌèi nanene lii manèngi ra dhu madhera lola-lola èèna. 
MAT.6.8	Mage mi madhutu jꞌara rèngu sèra! Te masi ka miu dhae manèngi mèka ngaa-ngaa nèti Ama mi ètu sorga, te ngaa Nèngu dhu neꞌa mema le, ngaa dhu miu parluu. 
MAT.6.9	De ladhe sabajꞌa, na, madhutu la conto sèmi neꞌe:
MAT.6.9	‘Ama ètu sorga! Kolongara Ama dhu mola-mèci.
MAT.6.9	Hudꞌi laa dhèu aaꞌi-aaꞌi, dedꞌe padedha-dedha kolongara Ama dhu kapai èèna.
MAT.6.10	Hudꞌi laa Ama jꞌajꞌi Dhèu Aae mi dhèu aaꞌi-aaꞌi!
MAT.6.10	Hudꞌi laa dhèu aaꞌi-aaꞌi, tao madhutu paredha Ama ètu rai-haha ne,
MAT.6.10	nuka sèmi ana pajuu Ama, tao madhutu paredha Ama ètu sorga.
MAT.6.11	Ama, hia la jiꞌi ngangaꞌa-nganginu dhu dꞌai bèli-bèli.
MAT.6.12	Jiꞌi manèngi, ho Ama saku eele aaꞌi sasala-sasigo jiꞌi,
MAT.6.12	nuka sèmi jiꞌi kahèi pabhèlu eele sasala dhèu dhu ra tao mi jiꞌi.
MAT.6.13	Ama, jꞌaga la jiꞌi, sèna ka jiꞌi baku tao bhabhelu.
MAT.6.13	Aa pakajꞌèu la jiꞌi nèti koasa nidhu,
MAT.6.13	[Te Ama ka Dhèu Aae dhu koasa kapai risi eele.
MAT.6.13	Aa Ama ka dhu mèdꞌu paredha, toke dꞌai mia-mia laꞌe.
MAT.6.13	Sabajꞌa jiꞌi dꞌai sange neꞌe ka, Ama. Amin.]’
MAT.6.14	Te ngaa sanèdꞌe, ee! Ladhe miu pabhèlu eele sasala dhu dhèu tao mi miu, èèna na Ama mi ètu sorga saku eele sasala-sasigo miu kahèi. 
MAT.6.15	Te ngaa ladhe miu moꞌo boe pabhèlu eele sasala dhu dhèu tao mi miu, bèli-camèdꞌa Ama mi bhèlu boe sasala miu kahèi.”
MAT.6.16	“Ladhe miu manèngi-mangajꞌi aa puasa, mage mi tao rèhu susa, nuka sèmi dhèu dhu padhai lii leo, tao leo. Te ra adꞌu-ue jꞌara èèna, ho dhèu padꞌiri si, peka na, ‘Dhèu seꞌe se, dhèu mola-mèci!’ Te ngaa sanèdꞌe, ee! Dènge sèmi rare koa-kadꞌiri sèmi èèna, na, rèngu abhu le pala ra. 
MAT.6.17	Te ngaa ladhe miu puasa, lèu pamèu-mèu rèhu mi, aa sageri paie kètu miu! 
MAT.6.18	De ladhe dhèu rèdhi miu, reꞌa boe na, miu dhu puasa. Te ngaa Ama miu neꞌa. Pe Na pala hia miu mèngi-nale ae-ae.”
MAT.6.19	“Miu baku sabꞌa taruu, ho dhodhoka pakaboko mèdha-panyau ae-ae ètu rai-haha ne di. Te hubꞌu dènge rutu paꞌele iie aaꞌi si. Aa dhèu manaꞌu mai paꞌele iie era tatèka mèdha-panyau, aa manaꞌu rèti si.
MAT.6.20	Te ngaa beꞌa risi miu majꞌèni sabꞌa, sèna ka pakaboko mèdha-panyau ae-ae ètu sorga. Te ètu era nèi, abhu boe hubꞌu dènge rutu dhu paꞌele iie si, aa abhu boe dhèu manaꞌu, ho mai manaꞌu rèti. 
MAT.6.21	Te ladhe miu tèka mèdha-panyau miu ètu era mia, na, tatu dꞌara miu ètu èèna kahèi.”
MAT.6.22	“Musi madha dhèu, nuka sèmi labhu dhu pasaraa dꞌara ra. Ladhe musi madha na mèu, nèngu madhutu jꞌara mamuri dhu hua iia, èci èèna ka dènge dhèu dhu kako ètu dꞌara saraa. 
MAT.6.23	Te ngaa ladhe musi madha na ahu, nèngu bisa boe kako madhutu madha jꞌara mola, nuka sèmi dhèu dhu gogo ai lae-lae ètu dꞌara maroga. De ladhe saraa ètu dꞌara miu jꞌajꞌi maroga, na miu mamuri dꞌara maroga kahèi.”
MAT.6.24	“Dhèu bisa boe sabꞌa hia dua lamatua, lula èèna na nèngu dꞌèi risi ca dhèu di. Bisa kahèi nèngu madhutu lamatua èci, aa pusi-pahae boe dhu leo. Nèti èèna ka, èu bisa boe peka na, ‘Ama Lamatua èèna, Lamatua jaꞌa,’ ladhe èu tao doi-dhari jꞌajꞌi mi lamatua èu.
MAT.6.25	Nèti èèna ka, Jaꞌa peka dènge miu sèmi neꞌe: baku bhute pangee, na, jaꞌa mamuri tasa mera mia, kuꞌa-kinu ngaa, pake ngaa? Miu pangee na, mamuri ne dhoka taꞌa-tinu, di? Aa ngiꞌu ne, dhoka pake mèdha-papake, di? Aadꞌo sèmi èèna. 
MAT.6.26	Ladhe ku manu-bhui dhu lela ètu talora liru. Rèngu bhute rèdhi boe sèla hini, dènge puu-gꞌètu, ho tèka ngangaꞌa ètu dꞌara soka. Te ngaa Ama miu ètu sorga piara manu-bhui sèra taruu. Tatu Nèngu kabꞌoi miu risi eele nèti rèngu. De ngee pabeꞌa-beꞌa. Te Ama Lamatua pakabꞌua miu risi nèti manu-bhui sèra. 
MAT.6.27	Ladhe dhèu titu ètu madha tèru, ho na bhute dènge lalau ngiꞌu na, nèngu bisa pamadhera hari ngiꞌu na, do? Bisa boe! 
MAT.6.28	Ladhe bisa boe, na, nga tao ka miu bhute dènge pangee hari mèdha-papake? Lami ladhe ku hela bunga dhu muri tabꞌa ètu dꞌara padꞌa sodꞌa. Rèngu manyèru boe hèngu, aa manènu boe sigꞌi sa hèi.
MAT.6.29	Te ngaa sanèdꞌe ku la! Mèdha-papake dhèu aae Soleman dhu kabꞌua risi, saraga na bisa boe segi saraga hela bunga ne. 
MAT.6.30	Te Ama Lamatua taru kira mi bunga dhu muri dhoka doe neꞌe, aa bèli madhe, ho dhèu core asa dꞌara ai. Ladhe Na tao sèmi èèna, tatu Nèngu papake miu risi eele nèti hela bunga sèra. De tasamia ka miu parcaya paꞌèra boe mi Nèngu?
MAT.6.31	De baku mi pangee na, ‘Jiꞌi neo ngaꞌa ngaa?’ do, ‘Neo nginu ngaa?’ do, ‘Neo pake ngaa?’ 
MAT.6.32	Dhèu dhu parcaya boe Ama Lamatua, rèngu sabꞌa loe boe ho neo abhu aaꞌi-aaꞌi se. Te ngaa miu baku tao sèmi èèna, te Ama miu ètu sorga dhu neꞌa aaꞌi le, ngaa-ngaa dhu miu parluu. 
MAT.6.33	Te ngaa miu hudꞌi pakako uuru ku sasabꞌa Na, aa hudꞌi madhutu ku paredha Na, heka Na hia miu aaꞌi-aaꞌi dhu miu parluu. 
MAT.6.34	De baku bhute pangee, na, bèli miu parluu ngaa. Te bèli èèna dènge bhabhute unu na. Sasusa lodꞌo doe neꞌe, èle ètu doe neꞌe kahèi.”
MAT.7.1	“Miu baku galaa dhèu, sèna ka Ama Lamatua baku pasala miu kahèi. 
MAT.7.2	Ladhe miu nile dhèu sèmi mia, pe Ama Lamatua nile miu sèmi èèna kahèi. Ladhe miu ige sasala dhèu sèmi mia, bèli-camèdꞌa Ama Lamatua ige sasala miu sèmi èèna kahèi. 
MAT.7.3	Masi ka sasala dhèu ciki ooꞌe èèna ka, èu bhèlu boe. Te ngaa sasala èu dhu kapai, èu pameꞌa boe ciki sa. Èci èèna ka dènge èu ladhe mèdhi ahu ca katèdꞌa ètu dꞌara madha angalai èu, te ngaa abhu agarii aae ca laa dhu paꞌabhe nare musi madha èu, dhu èu meꞌa more boe. 
MAT.7.4	Nga tao ka èu bani peka na, ‘Angalai! Mai ho jaꞌa tiu eele ahu nèti dꞌara madha èu’. Aa te ngaa èu mesa mu bisa boe mèdhi ngaa-ngaa, lula agarii aae dhu hutu nare musi madha mu. 
MAT.7.5	Heeh! Èu ne, mema dhèu dhu padhai lii leo, tao leo! Tao eele uuru ku agarii nèti musi madha èu, heka ladhe mèdhi ahu ca katèdꞌa ètu dꞌara madha angalai mu, sèna ka èu bisa tiu eele ahu ne kèna.
MAT.7.6	Baku ajꞌa jꞌara Lamatua dhu mola-mèci mi dhèu dhu dꞌèi pahahe dhèu. Lula dhèu sèra nuka sèmi busa pakadhi, dhu ra kabèli mai kadhi hari miu. Rèngu sèra goa sama sèmi hahi kahèi. Ladhe dhèu hia ne mutiara dhu kabꞌua, na pusi boe! Te neꞌa dhoka jꞌèli palaho di.”
MAT.7.7	“Ladhe miu sabajꞌa,
MAT.7.7	baku loe manèngi mi Lamatua;
MAT.7.7	te èèna na, Na hia.
MAT.7.7	Ladhe patangi-tenge;
MAT.7.7	pe Na padꞌelo jꞌara.
MAT.7.7	Ladhe kadꞌeu taruu babèdho;
MAT.7.7	pe Na bhoke.
MAT.7.8	Te dhèu aaꞌi-aaꞌi dhu loe boe manèngi mi Lamatua,
MAT.7.8	èèna na ra sèmi rare.
MAT.7.8	Dhu patangi-tenge,
MAT.7.8	pe ra abhu.
MAT.7.8	Dhu kadꞌeu taruu,
MAT.7.8	pe Na bhoke èmu.
MAT.7.9	Miu pangee sèku! Ladhe ana manèngi roti, tatu ama na hia boe ne hadhu, si? 
MAT.7.10	Do, ladhe ana manèngi iꞌa, ama na hia boe mege, sina ma? 
MAT.7.11	Ama mi ètu sorga, mema dꞌara Na hua iia titu kèna! De ladhe dhèu rai-haha dhu bhelu-katubꞌa sèmi miu, meꞌa hia mèdha dhu beꞌa mi ana miu, ngaa hari Ama mi! Tatu Na bagi hia miu ngaa dhu miu manèngi.
MAT.7.12	De, ngaa dhu èu neo dhèu leo tao mi èu, na, èu hudꞌi tao sèmi èèna kahèi hia nèngu. Lula neꞌe ne ka, jꞌajꞌi mi kapua nèti aaꞌi-aaꞌi dhu Musa dènge dhèu rèti lii padhai Ama Lamatua dhu peka-padhai karèi nèti uru ka.”
MAT.7.13	“Ladhe dhèu neo maso sorga, nèngu hudꞌi maso ku re hèbꞌa kota dhu kobꞌo. Te ngaa mage-mage, oo! Abhu kahèi jꞌara leo dhu mudꞌa, aa hèbꞌa dhu taleo, dhu dhèu ae-ae lasi re èèna. Te jꞌara sèmi èèna ka dhu lere dhèu asa naraka, ka ra cèri eele nèti Ama Lamatua. 
MAT.7.14	Dhèu dhu neo maso sorga, hudꞌi madhutu ku jꞌara dhu susa, aa maso re hèbꞌa dhu kobꞌo. Te, masi ka dhèu ciki di dhu kako re jꞌara èèna, te ngaa jꞌara dhu kobꞌo èèna ka, dhu nèti dhèu asa Lamatua.”
MAT.7.15	“Baku pamudꞌe dènge dhèu dhu tema kapodꞌe-kabèli, dhu dꞌèi padedha iisi, peka na, rèngu se dhèu rèti lii padhai Ama Lamatua. Te rèngu tao ngiꞌu ra beꞌa nuka sèmi kahibꞌi-kalèbho. Te ngaa rèngu se dhèu bhelu-katubꞌa, èci èèna ka dènge busa hui dhu mai kadhi kahibꞌi-kalèbho. 
MAT.7.16	Tasamia ho miu bisa tadhe dhèu dhu kapodꞌe sèmi sèra? Ladhe la nèti tatao rèngu. Èèna sèmi dhèu ladhe rèdhi hua, hèia tadhe dènge ana aajꞌu ne. Hua dhu beꞌa, mai boe nèti ajꞌu dhu karehe. 
MAT.7.17	Te ajꞌu dhu beꞌa ladhe dꞌai hua, hua na beꞌa kahèi. Te ngaa ajꞌu dhu karehe ladhe na hua, hua na karehe kahèi. 
MAT.7.18	Abhu ètu mia, ajꞌu dhu beꞌa, hua na karehe, aa ajꞌu dhu karehe, hua na beꞌa? 
MAT.7.19	Ajꞌu dhu hua na karehe, tatu ra patue eele, ho core asa dꞌara ai.
MAT.7.20	Sèmi èèna kahèi dènge rèngu dhu rèti lii padhai kapodꞌe-kabèli sèra. Miu tadhe si nèti tatao ra.”
MAT.7.21	“Èèna na abhu dhèu dhu paroa Jaꞌa, na, ‘Lamatua!’ Te ngaa rèngu dhoka ale ètu hèbꞌa di. Bèli-camèdꞌa Ama Lamatua ètu sorga tule eele si. Te dhodhoka dhèu dhu dꞌèi tao madhutu dadꞌèi Nèngu di, dhu Na sèmi nare rèngu jꞌajꞌi dhèu unu Na. 
MAT.7.22	Pe ropa dꞌai èle rai-haha ne, dhèu ae mangaku, peka na, Jaꞌa ne Lamatua rèngu. Aa dènge lii solo-mako, ra peka na, ‘Lamatua! Jiꞌi se laꞌa pakako aꞌajꞌa Lamatua ètu mia-mia, babège nidhu dènge kolongara Lamatua, aa tao tadha-tadha malaa pake koasa nèti Lamatua.’
MAT.7.23	Masi ka rèngu solo-mako Jaꞌa sèmi èèna, te ngaa èèna na Jaꞌa peka dènge rèngu, na, ‘Miu se, cee? Jaꞌa tadhe boe miu, te miu mamuri boe madhutu dadꞌèi Ama Lamatua. De mi pakajꞌèu ka nèti neꞌe!’ ”
MAT.7.24	“Dhèu dhu mai nanene Jaꞌa, hèia ra tao madhutu lii padhai Jaꞌa, rèngu se nuka sèmi dhèu dhu dꞌèlu-mèu, dhu patitu èmu ra ètu dedha hadhu kapua. 
MAT.7.25	Nèbhu boe, ka èjꞌi aae mai toke èi lala, aa ngèlu aae lèke èmu ne. Te ngaa èmu ne guri boe, lula patitu ètu dedha hadhu kapua.
