GEN.1.1	Kafa viuḡuwai Guyau abama keta fwayafwaya i fufunisiya. 
EXO.11.3	Yave Itifita namoisi i oviyeviisiya, na nenei keta fiyao Isineni si vifotuwisiya venemokena. Mosese kana wava i nakatamoka tufomu yana tovisime keta Itifita namoisi nenesiyai.
EXO.11.4	Mosese i niya tufomu i iyaviya i bwaduwa, “Yave nofemaise i bwaduwa, ‘Nuwabuna sinefouna, Itifita ana nifanakwanikwaniuwiya, 
EXO.11.5	eketa kayeu namoḡa matatafusi Itifita sinenei sina mateya. Tufomu natuna kayeuna vitana yana gabu ita viya, nenei atu i sobuwa kana nivaniva nekaetoḡa witi kana tokifuwaḡa natusi kayeusi nenesiyai. Yomuyomu-menana matatafusi mikitufuwisi yota sina mateya. 
EXO.11.6	Itifita kana matatafu namoḡa sina bwedi-bwaubwauwa. Bwedibwedinama muka tamo manatuwaina ita kikinomana maise keta yota muniyai muka ina kikinomana. 
EXO.11.7	Eatu Isineni nenesiyai muka tamo aviyavana goyona ina kikinomana, maise muka tamo anuketa ina tanabwau-nuvanuva tene Isineni nenei o yasi yomuyomu nenesiyai. Ebe kwami Itifita namoimi kwana sanamaniya vitana Iyau Yave fiyao Isineni nenemiyai a tenesinisiya.’ 
EXO.11.8	Ya tovisime matatafusi sina nemiya naukuwai sina koduwa keta sina kamanemanikuwa be yaku namonamoḡa ana visiya keta ana niisiya. Eyo noko nenei naki ana niya.” Mosese sinena i nubusubusuwaniya eketa tufomu i sinanoviya.
EXO.11.9	Eketa Yave Mosese i mikiiyaviya i bwaduwa, “Yawane tufomu muka fonau ina nowaniya ebe kafa nuwatabau yota tunisi ana savivinisiya Itifita sinenei.” 
EXO.11.10	Mosese keta Anoni kafa nuwatabau nofe matatafusi si savivinisiya tufomu matanei eatu Yave tufomu i oviyeviiya keta katekatena i gua. Na fasinei fiyao Isineni muka ita sawateweyeisi be Itifitei sina kikinomana.
EXO.12.2	“Yamayamana nofe kwana teneviketanuniya ebe tanake manamana yana kafa viuḡu. 
EXO.12.3	Isineni matatafusi kwana iyavisiya kwana bwaduwa, ‘Kuyadayada kana vi10 nofe yamayamananama nenei, namoḡa tamokatamokaḡa yana sifi o gouti mwanavauna ina gibokiya tauna kana sabu nukusi fasisiyai. 
EXO.12.4	Taki numa tamo kana sabu kabegona be gevageva muka kasi fata sina kakoḡoiya, nao unafafanisi nukusi sina kaniya. Namoḡa kana tuku gevageva kana ketowavai sina teniya be ina kaniya. 
EXO.12.5	Sifi o gouti namoḡa mwanavauna kana manamana tamokaḡa yota kana sinibu dewadewana kwana gibokiya.
EXO.12.6	Eketa kwana kitavikavina-dewidewisiya kana nivaniva tamoka yamayamaninama atu kuyadayada kana vi14 kana navinavi nenei, eyo Isineni matatafusi yomuyomusima sina munusiya. 
EXO.12.7	Eketa ufaufasi tunina kwana yuna keta numasima nenesiyai kwana kawa, kasi kawa kuniniusi keta kuetasi kwana nuvidaodaoḡona. 
EXO.12.8	Nuwabunanama nenei gevagevamokesi kwana kaguwana keta kisaya onaonasi be maneka muka nakana nutuva nukusi kwana kawa.
EXO.12.11	Yami kamokena o nofemaise. Kwana kanibubuna-vaḡata, kami kaevatakutakuna kwana vivaneina, eketa kiwana nimamiyai kwana givikaviniya, atu kwana venukakawa. Nofe o Venuvisinatana Kana Ka, Iyau Yave kaku vimogumogu fasinei.
EXO.12.12	Yota nuwabunanama nenei Itifita ana nifanakwanikwaniuwiya keta namoḡa kayeusi be yomuyomu mikitufuwisi matatafusi Itifita sinenei ana nuvimatisiya. Eketa guyausima Itifita namoisi nenesiyai si kodukoduwa, matatafusi ana vimatadawanisiya. Iyau tauku Yave. 
EXO.12.13	Yami numa kasi kawa nenesiyai ufaufa ina vikiyakiyaya yami kafa fakwa. Ebe tovanama ufaufanama ana kitiya, ana venuvisinatanimiya be kwami muka nukusi tovanama Itifita sinenei ana nuvimateya.
EXO.12.14	Manamana tamokatamokaḡa sinenei nofe kuyadayadanama nenei Venuvisinatana Kana Ka kwana fufufuniya yami kafa tuku, Iyau Yave avana a saviviniya fasinei. Nofe kami kwenava kwana kitavikaviniya tova matatafuna si nenemiya nenesiyai.’”
EXO.12.16	Kuyadayada kafa viuḡu keta yota kana vi7 nenesiyai, tamo nenei kwata yokoyokowa kodukodu fasinei. Muka tamo kwana mudadava kuyadayadasima nenesiyai eatu naki kabwaga-vitavaḡa. 
EXO.12.17	Maneka Muka Nakana Nutuva Kana Ka kana kuyadayada kwana kawiiya. Noko yami kafa tuku. Na tovanama nenei, ugunimi be fasekwimi Itifitei a kikinomana-nemiimiya. Na fasinei nofe kuyadayadanama kwana kitavikaviniya kami kwenava tova matatafuna si nenemiya nenesiyai.”
EXO.12.21	Eketa Mosese Isineni tokawakawa matatafusi i vakukusisiya keta i iyavisiya i bwaduwa, “Kwana niya keta sifi o gouti mwanavauna kwana gibokiya eketa ugunimi fasimiyai kwana munuya Venuvisinatana Kana Ka fasinei. 
EXO.12.22	Vanekuwe dadana kwana nufwafwa keta ufaufa na bobonusi nenesiyai kwana nukutuva keta kawa kuniniusi be kuetasi kwana nuvidaodaoḡona. Muka tamo aitevana numai ina kikinomana kana nivaniva nuwabuni. 
EXO.12.23	Nuwabuna kawasasana nenei Yave Itifita ina nifanakwanikwaniuwiya keta Itifita ugunisi tamokatamokaḡa nenesiyai, namoḡa kayeusi ina nuvimatisiya. Atu tovanama ufaufa ina kitiya numa kasi kawa kuniniusi be kuetasi, yami numa ina venuvisinatanisiya. Mate kana kaetoḡa abamei muka ina sawateweyei be ina kanasuna yami numai keta natunatumi namoḡa kayeu ina nuvimateisi. 
EXO.12.24	Nofe Venuvisinatana Kana Ka kwami keta natunatumi kwana kitavikaviniya kami kwenava fakwafakwa-vaḡasina. 
EXO.12.25	Eketa tovanama kwana niya fwayafwayanama Yave i bwadudabedabiya ina venimiya nenei, kwana kitavikaviniya kami kwenava. 
EXO.12.26	Tovanama natunatumi sina nutoniimiya Kanama kana givina fasinei, 
EXO.12.27	kwana iyavisiya kwana bwaduwa, ‘Nofe o Venuvisinatana bwanaosena, Yave kana vimogumogu fasinei. Manatuwaina Itifita sinenei noko nuwabunanama nenei, Yave yata numa i venuvisinatana. Itifita fiyagenagena namoḡa kayeu i nuvimatisiya eatu natunatuta i ofafafisiya.’” Tovanama Mosese i nusifufukooḡa, namoḡa matatafusi si koduwa keta Yave nenei si kodukoduwa. 
EXO.12.28	Eketa avana Yave, Mosese keta Anoni i visimeisiya, naki maisemoka si muniiya. 
EXO.12.30	Noko nuwabunanama nenei tufomu yota yana tovisime keta Itifita kana matatafu namoḡa si kenovinisiya. Eatu numa tamokatamokaḡa sinesiyai o mate, na fasinei matatafusi si bwedibwaubwauwa. 
EXO.12.31	Tamoka nuwabunanama nenei tufomu Mosese keta Anoni i wenisiya eketa i iyavisiya i bwaduwa, “Yami sabu nukusi kwa kikinomana! Yaku fwayafwaya kwa teweyei be kwa nai Yave nenei kwa kodukodu avana kwa bwaduwiya maise. 
EXO.12.32	Yami sifi, yami gouti keta yami bunumakau nukusi kwa vaisi be kwa nai. Eatu yami Guyau yota nenei kwana kawakawanunukuwa be ina sawanuwagabubuwikuwa.”
EXO.12.33	Itifita namoisi fiyao Isineni si nuyakayakanisiya be sina venuniya. Si iyavisiya si bwaduwa, “Taki muka kwana nai, nao matatafuki kana matekooḡa.”
EXO.12.37	Fiyao Isineni kaesiyai Namesese si noḡokawawa keta si niya Sukoti. Namoaḡa o kasi yagwana 600,000 maise, eatu muka vivine keta fiyagenagena sita sawanatusi. 
EXO.12.38	Namoḡa yagwanisi tunisi yota Isineni si tuyanomwanisiya keta nukusi si niya. Yasi sifi be gouti keta bunumakau waumisi nukusi si niisiya. 
EXO.12.39	Itifita namoisi yasi nuyakayakanai be si gisoḡosoḡowa keta muka tamo kawasasa be biyawasa sita gidewadewa. Eketa kausibi yafoyafofosi si unaniina. Noko nenei maneka muka nakana nutuva si kaguwana.
EXO.12.43	Yave Mosese keta Anoni i iyavisiya i bwaduwa, “Venuvisinatana Kana Ka kana ketaketa nofemaise. Muka tamo avi tene wagawaga ina kawiyei. 
EXO.12.44	Kami kaetoḡa gabanai kwa kimwanisiya, kasi nufota sina kaniya eatu nauna nufifina sina viya. 
EXO.12.45	Aviyaonana wagawaga sinemiyai keta yota yami tomudadava kwa fatifatisiya, muka sina kaniya. 
EXO.12.46	Venuvisinatana gevagevana numanama sinenei kwa gidewadewiya, kwana kaniya. Muka tamo viyona kwana kikinomanei menanai. Yota muka tamo seḡana kwana kotoviya. 
EXO.12.47	Isineni kami matatafu Venuvisinatana Kana Ka kwana kawiiya.”
EXO.13.1	Yave Mosese i iyaviya i bwaduwa, 
EXO.13.2	“Fiyagenagena namoḡa kayeu matatafusi kwana tenesinisiya fasikuwai. Matatafusi namoḡa kayeu keta yota yomuyomu mikitufuwisi matatafusi Isineni sinenei o Iyau fasikuwai.”
EXO.13.11	Mosese fiyao Isineni i nusifufuwisiya i bwaduwa, “Kenani namoisi fwayafwayasiyai Yave ina niimiya naki avana yana bwadudabadaba fifiwanina i teniya kwami keta waḡawaḡami nenesiyai maise. Tovanama Yave fwayafwayanama ina venimiya nenei, 
EXO.13.12	natunatumi kayeumi keta yota yomuyomu namoḡa mikitufuwisi kwana tenesinisiya. Matatafusi yomuyomu namoḡa mikitufuwisi o Yave fasinei. 
EXO.13.13	Eatu kana fata doniki natusi namoḡa mikitufuwina fasinei, sifi mwanavauna nenei kwana nuvitamaniya. Taki doniki muka kwana nuvitamanei, nao kayona kwana kotoviya. Eatu natunatumi namoḡa kayeumi matatafusi kwana nuvitamanisiya.
EXO.13.14	Tova munina natunatumi sina nutoninuvenuveimiya sina bwaduwa, ‘Ava uḡuna nofe ta fufufuniya?’ Kwana iyavisiya kwana bwaduwa, ‘Fafani Itifita nenei ta vitovikaetoḡa, eatu Yave yana fiwana utubasinei i kikinomana-nemiita. 
EXO.13.15	Itifita tufomu katekatena i gua keta muka ita sawateweyeita tana kikinomana. Na fasinei Itifita namoisi natunatusi kayeusi keta yomuyomu natunatusi mikitufuwisi matatafusi tamo nenei, Yave i nuvimatisiya. Noko uḡuna eketa yomuyomu natunatusi mikitufuwisi matatafusi ta vivibwanaoseisiya Yave nenei eatu fiyagenagena namoḡa kayeu matatafusi tana nuvitamanisiya.’ 
EXO.13.16	Nofe ita vikiyakiyaya vitana sisikufa nimamiyai maise keta yota tafakaimiyai. Uḡuna Yave yana fiwana utubasinei Itifitei i kikinomana-nemiita.”
EXO.13.20	Menana Sukoti si teweiya atu si niya menana Etami nenei si vikabaḡa fwayafwaya nunumonumona kafakainei. 
EXO.13.21	Yave i viketanunisiya. Kuyadayada nenei busibusi vikoḡona-misimisinina i viviketanuna kunausi. Eatu nuwabuna nenei o kai noyana maise vikoḡona-misimisinina i viketanunisiya keta i vivikimayeta. Noko nenei eketa kasi fata kuyadayada be nuwabuna sina niniya.
EXO.14.5	Tovanama Itifita tufomu biga i nowaniya vitana fiyao Isineni si dibwana, yana tovisime nukusi yasi nuwanuwa i kaviniya keta si bwaduwa, “Avamasi venemokena ta fufuniya? Yo kata kaetoḡa Isineni ta gionoveisi si ninai.” 
EXO.14.6	Eketa tufomu aviya kana waganusoni i gidewadewiya keta yota yana tonuaviya i visiya. 
EXO.14.7	Waganusoni dewadewasiḡa i givikasisiya kasi yagwana 600 i visiya, yota Itifita kana waganusoni matatafusi i visiya, waganusonisima tamokatamokaḡa na kasi kaimatana nukusi. 
EXO.14.8	Yave Itifita tufomu katekatena i giviguiya eketa fiyao Isineni i omunitawisiya, eatu tasike na yasi gasisi si niniya. 
EXO.14.9	Itifita namoisi si omunitawisiya. Tufomu na yana osi keta waganusoni, waganusoni kasi tovidibwana keta yota tonuaviya kaeyai matatafusi si venukwavinisiya kana nivaniva Gibo Yabeyabenina kafakainei, menana Fi-ainoti niniunei si venuovisiya eatu fafaninei o menana Baani-sefoni. Nokomai fiyao Isineni si nifakwa kana tovai, Itifita namoisi si kikinomanisiya.
EXO.14.10	Tovanama fiyao Isineni matasi i kanakasiya, si kitisiya Itifita tufomu na yana tonuaviya nukusi si vavanenemiya niniusiyai. Matuta i gifofonisiya nenei si bwedisitasita Yave nenei.
EXO.14.11	Keta si odowa Mosese nenei si bwaduwa, “O namaise, muka tamo kididiku Itifita nenei yo ku nemiikiya wanakikaoḡowai kana vikamatemateya? Avamasi ku fufuniya nenekiyai? Ava fasinei Itifitei ku kikinomana-nemiyeiki? 
EXO.14.12	Yawane Itifita ta fakwafakwa nenei ka iyaviwa ka bwaduwa, ‘Ku teneiki be ka fakwa naki ka vivikaetoḡa Itifita namoisi nenesiyai.’ Vikaetoḡa o dewadewamataina yo vikamatemate wanakikaoḡowai.”
EXO.14.13	Eatu Mosese i iyavisiya i bwaduwa, “Muka kwana matuta! Naki kwana misinimoka fakinina eatu kwana kitiya namaise Yave ina gifafafaneimi. Itifita namoisi kimoki kwa kitikitisiya, muka yota kwana kita-savavineisi. 
EXO.14.14	Yave ina nuaviya fasimiyai na fasinei kwana nigwanamoka.”
EXO.14.15	Eketa Yave Mosese i iyaviya i bwaduwa, “Ava fasinei yo ku bwedibwedisitasita nenekuwai? Fiyao Isineni ku iyaveisi be naki si nimoka. 
EXO.14.16	Eatu ya kiwana kuna ginakasiya keta gibo kuweyaina kuna tuniya be gibo ina kawiya atu sinefounei fwayafwaya kokoninei kwana tamana. 
EXO.14.17	Itifita namoisi katekatesi ana giviguamokiya be sina venuomunitawimiya. Atu yaku vikaiwabu ana viya tovanama tufomu na yana tonuaviya, waganusoni yota waganusoni kasi tovidibwana ana vatanisiya. 
EXO.14.18	Noko nenei Itifita namoisi sina sanamanikuwa vitana Iyau tauku Yave.”
EXO.14.19	Eketa Guyau kana kaetoḡa abamei fiyao Isineni kunausi i niniya, eava i makaviniya kumunisi i misiniya. Yota busibusi vikoḡona-misimisinina kunausi i makaviniya kumunisi, 
EXO.14.20	keta fiyao Isineni atu Itifita namoisi kasi kawasasai i misiniya. Tovanama i nuwabuna, busibusi kumanovana i gikikinomaniya Itifita namoisi nenesiyai eatu mayesina fiyao Isineni i tafisiya. Noko nenei fiyao Isineni keta Itifita namoisi muka kasi fata be sina vikanenemi niniusiyai nuwabuna kana matatafu.
EXO.14.21	Mosese nimana i tuniya gibo kuweyaina, eketa Yave fonimana fifiwanina gagasei i vininitiya. Nuwabuna kana matatafu i sivenumasana keta gibo i katuuya atu fwayafwaya kokonina i kikinomana. 
EXO.14.22	Gibo fafaninei fafaninei i nuvivaniya maise nabenabe eatu sinefounei fwayafwaya kokoninei si tamana. 
EXO.14.23	Eatu yota Itifita namoisi si omunitawisiya munitafwamokesiyai. Tufomu yana osi keta yana waganusoni yota waganusoni kasi tovidibwana si venukwavinisiya gibo sinefounei. 
EXO.14.24	Eatu muniyai yo tova kana fou ina vitetiya, kai noyana busibusi vikoḡona-misimisina etanei, Yave i kitanusinowa Itifita tonuaviya nenesiyai keta i venuvibaubausiya. 
EXO.14.25	Yasi waganusoni kaesi i givigoyusiya eketa si dibwana-tukatuka. Eketa si bwaduwa, “Fiyao Isineni ta dibwaneisi! Yave i badiwaga Isineni fasisiyai keta i nunuaviita.”
EXO.14.26	Tovanama fiyao Isineni si tamanakooḡa, Yave Mosese i iyaviya i bwaduwa, “Nimau ku tunei gibo kuweyaina be ina makaviniya Itifita namoisi keta yasi waganusoni yota waganusoni kasi tovidibwana etasiyai.” 
EXO.14.27	Tovanama vanavana i kukusifuya, Mosese nimana i tuniya gibo kuweyaina keta gibo i nutamane-savaviniya kana kiviyai. Eketa Itifita namoisi nuwanuwasi be sina dibwana eatu Yave gibowai i vigavivinisiya. 
EXO.14.28	Gibo i nutamane-savaviniya keta waganusoni be waganusoni kasi tovidibwana i kabwanisiya. Atu Itifita tonuaviya matatafumokesi Isineni si omunitawisiya gibo sinefounei, muka tamo mainigenigesi.
EXO.14.31	Tovanama fiyao Isineni si kitiya namaise Yave yana fiwana utubasinei i saviviniya Itifita namoisi nenesiyai, Yave si omatumatutiya keta si vitumaḡaniya maisemoka yota kana kaetoḡa Mosese.
EXO.15.1	“Yave ana osedavadaviya
EXO.15.1	uḡuna yana kaiwabu i vanemataiya.
EXO.15.1	Yasi osi be kasi tovidibwana nukusi
EXO.15.1	gibowai i tewesobusobuwisiya.
EXO.15.2	a oseosedavadaviya.
EXO.15.2	Tanake yaku Guyau, ana daviya.
EXO.15.2	Tanake amaku yana Guyau, ana ginakasiya.
EXO.15.3	Yave o aviya kana kaimatana,
EXO.15.3	kana wava o Yave.
EXO.15.4	Itifita tufomu yana aviya kasi waganusoni keta yana tonuaviya nukusi
EXO.15.4	i tewesobuwisiya gibowai.
EXO.15.4	Tufomu yana tonuaviya tomatakaikai,
EXO.15.4	Gibo Yabeyabenina nenei i vigamomonisiya.
EXO.15.5	Gibo i kabwanisiya
EXO.15.5	eketa si kenogavivina ogodibu sifunei maise gabana.
EXO.15.6	Yave yo, kikikataiu
EXO.15.6	fifiwanamataina.
EXO.15.6	Yave yo, kikikataiweu
EXO.15.6	nifanifaiu ku venuyauyaunisiya.
EXO.15.7	Aviyaonana si vikaniyabiniwa ku vatanisiya
EXO.15.7	uḡuna kwaḡa ku vanemataiya.
EXO.15.7	Keta ya kayokuḡa busubusuwanina i nuyauyauniya
EXO.15.7	keta ku vikanayaunisiya vitana nimwau sedovayana maise.
EXO.15.8	Niuḡu kawasiveinei
EXO.15.8	gibo ku nuvivaniya.
EXO.15.8	Nefo nutanasagusagusi si misiniya fita maise.
EXO.15.8	Ogodibu sinefounei gibo i kokoniya.
EXO.15.9	Nifaiu i onavaneya,
EXO.15.9	‘Ana omunitawisiya, keta ana tabisiya.
EXO.15.9	Yasi nogonogo matatafuna ana vitukuwiya,
EXO.15.9	nuwanuwaku aviyavana maise ana viya.
EXO.15.9	Yaku feto ana sinayaginiya
EXO.15.9	keta nimakuwai ana nuyaunisiya.’
EXO.15.10	Eatu kawasiveiu nenei
EXO.15.10	gibo i kabwanataunisiya.
EXO.15.10	Keta yoyo nutanasagusagusi nenesiyai
EXO.15.10	si gamomona gabana daunina maise.
EXO.15.11	Yave yo, mukamokena tamo avi guyau maise kwaḡa!
EXO.15.11	Aitevana tamo maise kwaḡa, dewadewamokeu keta tafutafuu?
EXO.15.11	Sina matutiwa keta sina daviwa
EXO.15.11	uḡuna kiyakiyaya kafa nuwatabau ku gikikinomanisiya.
EXO.15.12	Kikikataiu ku tuniya
EXO.15.12	keta nifanifaiu fwayafwaya i tononisiya.
EXO.15.13	Ya nuwagabubu fakwafakwa-vaḡasina nenei
EXO.15.13	ya namonamoḡa ku tutuvisobusiya ku viketanunisiya,
EXO.15.13	ya fiwana utubasinei ku viketanunisiya
EXO.15.13	keta ku niisiya ya kafa fakwa tafutafuna nenei.
EXO.15.14	Bigau ina kewa nenei, mani kunuma namoisi sina akikinikuna na yasi matuta.
EXO.15.14	Finisitiya namoisi matuta nakasina ina gifofonisiya.
EXO.15.15	Edomu kasi kaiwabu sina matutamoka.
EXO.15.15	Yota Moabi kana toviketanuneina na yasi matuta sina akikinikuna.
EXO.15.15	Kenani kana matatafu, matutai ina kafuwafuwaisiya.
EXO.15.16	Matatafusi matuta nakasina ina gifofonisiya.
EXO.15.16	Yave yo, kataiu yana fiwana sina kitiya nenei,
EXO.15.16	sina misinivaḡata vitana gabana maise,
EXO.15.16	kana nivaniva kima ya namonamoḡa kana niunisiya,
EXO.15.16	kana nivaniva namoikima vikaetoḡa nenei ku ketoyaukiya kana niunisiya.
EXO.15.17	Yave yo, kuna kanasunisiya be tauḡu ya koyai kuna vitoḡamenanisiya —
EXO.15.17	menananama ku gibokiya be kuna fakwiiya nenei,
EXO.15.17	numanama tafutafuna tauḡu ku omanafufuniya nenei.
EXO.15.18	Kwaḡa Yave ya namonamoḡa nenesiyai kuna visime-vaḡata.”
EXO.15.19+EXO.15.20+EXO.15.21	Anoni nouna Miniyami tomatakawa, kinage kabesona nimanei i givikaviniya keta vivine matatafusi si muniiya si kikinomana si nukinageya keta si vaḡa. Eketa Miniyami nofemaise i oseya,
EXO.15.19+EXO.15.20+EXO.15.21	“Yave tana osedavadaviya
EXO.15.19+EXO.15.20+EXO.15.21	uḡuna yana kaiwabu i vanemataiya.
EXO.15.19+EXO.15.20+EXO.15.21	Yasi osi be kasi tovidibwana nukusi
EXO.15.19+EXO.15.20+EXO.15.21	gibowai i tewesobusobuwisiya.”
EXO.15.19+EXO.15.20+EXO.15.21	Tovanama Itifita tufomu yana osi keta yana aviya kasi waganusoni yota kasi tovidibwana nukusi gibo sinenei si kanasuna, Yave gibo i viyewiya keta i kabwanataunisiya. Eatu Isineni namoisi o gibo sinenei atu fwayafwaya kokoninei si niya.
EXO.15.22	Mosese fiyao Isineni i viketanunisiya keta Gibo Yabeyabenina si teweiya atu si kanasuna fwayafwaya nunumonumona kana wava Suwa nenei. Kuyadayada tonusi fafaninama nenei si niniya eatu muka tamo ukowa sita nisaḡai. 
EXO.15.23	Atu tovanama si kikinomana kabaḡa kana wava Manai nenei, ukowa si nisaiya. Eatu kayomunina o onaonana eketa muka yu kana nufota. (Na fasinei keta kabainama si weniya Manai.)
EXO.15.24	Namoḡa si odowa Mosese nenei si bwaduwa, “Avana kata yumiya?” 
EXO.15.25	Na fasinei Mosese Yave nenei i bwedisitasita eketa Yave kai kafewina i visawaveniya. Tovanama i tewesobuwiya ukowai, ukowa i dewadewa.
EXO.15.25	Nokomai namoḡa yasi fakwafakwa fasinei Yave visime i venisiya be i anuvinuvisiya taki sina muniiya o muka. 
EXO.15.26	I bwaduwa, “Taki fonaku kwana nowanautuutuya keta yaku nuwanuwa kwana muniiya be yaku visime matatafuna kwana vifotuwisiya, nao visafwavinaḡasima Itifita namoisi a venisiya muka ana nemiyeisi nenemiyai. Uḡuna Iyau Yave kami togivibwina.”
EXO.15.27	Noko muninei si nemiya menana Enimu nenei keta fonufonu 12 yota bodaboda kaisi 70 si nisaisiya. Nokomai ukowa kafakainei si vikabaḡa.
EXO.16.1	Fiyao Isineni matatafusi Enimu si teweiya atu si niya fwayafwaya nunumonumona kana wava Sini nenei. Sini o Enimu keta koya Sainai kasi sinefouwai. Tovanama Itifita si teweiya, yamayamana tamokaḡa i kakaviya muninei, kuyadayada kana vi15 yamayamana kana vinuwa nenei si kikinomana nokomai. 
EXO.16.2	Yota nokomai matatafusi si odowa Mosese keta Anoni nenesiyai.
EXO.16.3	Si iyavisiya si bwaduwa, “Oiyoi. Yawane Itifita ka fakwafakwa nenei Yave ita nuvimatemokikiya nonowana. Nokomai toamatanigwanai gevageva be kabwaga tuninatunina ka kakawayosa. Eatu kwa noḡokawawa-nemiikiya fwayafwaya nofe nunumonumonei be vitanona nenei matatafuki kana domunakooḡa.”
EXO.16.5	Oyuna ina niniya atu kuyadayada kana vi6 nenei sina oyuna-vaḡata kuyadayada nuwesi fasisiyai keta sina gidewadewiya.”
