MAT.1.1	Abraham poho ne Dabid koro poho Yesu Kiristo ekashi shinrit ikiri anuye kambi.
MAT.26.6	Orosama, Yesu anak ne Betania kotan un munin tashum ki Simon ani aye guru koto chisei ta an ita, 
MAT.26.7	shine shiwentep shi no oro an no an shum o sei shintoko shinep koro wa ek hine, Shinuma a wa ibe rapoketa, koro sapa kashiketa ota nisa ruwe ne na. 
MAT.26.8	Koroka, koikara utara nei ambe nukara chiki irushka hine ene itak-hi:—Nep gusu tap akoisamka ambe an a? 
MAT.26.9	Tan shum ataye rui no aeihok wa irapokkari utara otta aeungeraite aeashkaibe ne ruwe ne gusu ne na, ari itak. 
MAT.26.10	Koroka, Yesu tambe eraman wa otta ene itak-hi:—Nep gusu, shiwentep echi ramusarakka ya? Shinuma En orun pirikap iki nisa ruwe ne gusu ne na. 
MAT.26.11	Irapokkari utara anak ne ramma-kane echi tura no okai, koroka, Kuani anak ramina pakno shomo echi tura no an ruwe ne. 
MAT.26.12	Tan slriwentep Ku netobake kashiketa tan shum ota ambe anak ne iyurui orota a en omare kuni gusu etokooikire kusu nep ne. 
MAT.26.13	Son no echi otta Ku ye, ingi-moshiri ta tan pirika shongo aeupaskuma ita, nei ita anak tan shiwentep iki ikip shomo aoira kuni ne tan orushpe aye kusu ne na.
MAT.26.14	Tun ikashima wa niu tumugeta an Kariot kotan un Yudas ani an reihei ani areikore shine ainu anak ne Kamui kora kenru esapane utara orota oman wa ene itak-hi:— 
MAT.26.15	Kuani Shinuma echi otta ekoshi yakun, nei pakno echi en kore kuni aramu ya? ari itak. Orowa no nei utara shirokani wanbe e tu hot pakno pakari wa kore nisa ruwe ne. 
MAT.26.16	Nei orowa no nei guru anak ne Shinuma ekoshi kuni i hunara shiri an ruwe ne. 
MAT.26.17	Orosama, pandane sak pan marapto atpake an toho ta koikara utara anak ne Yesu otta araki wa ene itak-hi:—Kama-kush marapto E ibe gusu neita etokochioiki kuni E ramu ya? sekoro itak. 
MAT.26.18	Shinuma ene itak-hi:—Machiya orun paye wa nei an guru otta ene ye yan:—Epakashnu guru ene itak-hi:—Ku pakihi ehange no an; Kuani Ku koikara utara tura e kotʼchisei ta Kama-kush marapto Ku iki kusu ne, ari an itak ani ye yan. 
MAT.26.19	Orowa, Yesu kashpaotte korachi nei koikara utara kara wa Kama-kush marapto etokooiki nisa ruwe ne. 
MAT.26.20	Orosama, onuman an koro Shinuma nei tun ikashima wan koikara utara tura no a wa ibe shiri an ruwe ne; awa, ibe rapoketa Shinuma ene itak-hi:— 
MAT.26.21	Son no echi otta Ku ye, echi utara tumuge an shinen anak ne En ekoshi kusu ne. 
MAT.26.22	Orowa, nei utara shiri ramu oknatara hine pishno 
MAT.26.23	pishno ene hawe heashiri ki:—Utarapa, kuani ne ruwe? Orowa Shinuma ese wa ene itak-hi:—En tura no tekehe nima otta omare gurʼanak ne, nei guru En ekoshi kusu ne. 
MAT.26.24	Gusu chieshinnuye wa an korachi Ainu Poho oman ruwe ne: koroka, ani Ainu Poho ekoshi gurʼanak ne yaisambepokash humi! Nei guru shiko a shomo ki a yak ne shinuma gusu pirika a ambe ne. 
MAT.26.25	Orowa, Shinuma ekoshi Yudas anak ne ese wa ene itak-hi:—Rabbi, kuani ne ruwe he an? Otta Shinuma ene itak-hi:—E ye okere ruwe ne, ari itak. 
MAT.26.26	Orowa, ibe rapoketa Yesu pan-tak uk, aige, nunuke hine meshpa; orowa, koikara utara otta koropare wa ene itak-hi:—Uk wa ibe; tambe anak ne Ku 
MAT.26.27	netobake ne ruwe ne. Orowa, Shinuma itangi uk, aige, yaiiraige ki wa nei utara otta koropare hine ene itak-hi:— 
MAT.26.28	Echi utara obitta tambe iku yan; tambe anak ne inne utara koro chikokatpak atusare kuni ne aohetu aeuitaknu gusu an Ku kemihi ne ruwe ne. 
MAT.26.29	Koroka, echi otta Ku ye:—Ku Michi koro moshirʼotta echi tura no ashiripe Ku iku pakno, tande orowa no hat pungara nikaop Ku iku shomoki kusu ne na.
MAT.26.30	Orowa, shine shinotcha ki okere chiki soyumba wa Kanran-ush nupuri orota paye nisa ruwe ne na.
MAT.26.31	Nei ita Yesu nei utara otta ene itak-hi:—Echi utara obitta tan ukuran En gusu aepetchiure kusu ne: inambe gusu ne yakun, hitsuji pungi Ku shirikik, orowa hitsuji anak ne oyakta achatchari kusu ne sekorʼambe anuye wa an ruwe ne gusu ne na. 
MAT.26.32	Koroka, Kuani hetopo a skiknure imakake echi kotchaot Gariraya kotan otta Ku oman kusu ne. 
MAT.26.33	Koroka, Petros ese wa Shinuma otta ene itak-hi:—Ainu obitta Aokai gusu aepetchiure yakka, kuani ramma pakno ne yakka shomo, ari itak. 
MAT.26.34	Shinuma otta Yesu ene itak-hi:—Son no e otta Ku ye, tan ukuran, niwatori chikap hau-koro shomoki pakno, eani re shui En eshina kusu ne. 
MAT.26.35	Petros Shinuma otta ene itak-hi:—E tura no ku rai yakka E eshina shomoki kusu ne, ari ye. Moshima okai koikara utara ne yakka obitta nei no ye nisa ruwe ne na.
MAT.26.36	Orowa, Yesu anak ne nei utara tura Getsemane ari aye ushike ta ek, awa, koro koikara utara orota ene itak-hi:—Inonno-itak Ku ki gusu toani un Ku oman rapoketa, teda echi rok yan, ari itak. 
MAT.26.37	Orowa, Shinuma Petros newa Zebedee koro tu poho tura wa oman, aige, ok wa shi no ramu-oknatara beashiri. 
MAT.26.38	Nei ita Shinuma nei utara otta ene itak-hi:—Ku ru rai pakno Ku keutum shiri yairamkoiki ruwe ne: teda echi tere wa En tura no shiruwande yan. 
MAT.26.39	Orowa, Shinuma pon no hoshiki no oman wa nanuhu koshirikata pakno hachiri wa inonno-itak hine ene itak-hi:—Aa Ku Michi, aeashkaibe ne yak anak ne, tan itangi En orowa no shimaka aoraye kuni ne ki wa En kore: koroka, Ku rengai ne korachi shomo ne, E rengai ne korachi ki wa En kore, ari itak. 
MAT.26.40	Orowa, Shinuma koikara utara otta ek hine mokoro wa okai-i nukara, orowa Petros otta ene itak-hi:—Hemanda, shine pakihi pakno En tura no shiruwande eashkai shomoki ya? 
MAT.26.41	Iteki akoramnukara kuni ne shiruwande wa inonno-itak ki yan: ramat anak ne ki rusuibe ne, koroka kam anak katchakbe ne ruwe ne. 
MAT.26.42	Shui, Shinuma kanna oman, aige, inonno-itak hine ene itak-hi:—Aa Ku Michi, tambe Ku iku shomoki chiki shi maka aoraye eaikap yakun E korʼirenga aki kusu ne, ari itak. 
MAT.26.43	Orowa, shui Shinuma ek wa nei utara mokoro wa okai-i nukara, shikihi pase ruwe ne gusu ne ruwe ne na. 
MAT.26.44	Orowa, shui, Shinuma nei utara ande wa oman, awa, re ikinne inonno-itak hine uhunak aye-hi korachi kanna-shui ye nisa ruwe ne. 
MAT.26.45	Orowa, Shinuma anak ne koro koikara utara otta ek wa orota ene itak-hi:—Tane mokoro wa echi shini yan: ingarʼan, pakihi ehange no an ruwe ne, Ainu Poho anak ne katpak koro utara tekehe, otta aekoshi wa an ruwe ne. 
MAT.26.46	Hopumba wa paye anro: ingarʼan, En ekoshi guru ehange no an ruwe ne.
MAT.26.47	Orowa, Shinuma itak rapoketa tun ikashima wa niu tumugeta an shinen ne Yudas anak ne, shirikik kuwa hemhem emush hemhem koro inne topaha tura, Kamui kora kenru esapane utara newa utara koro ekashi utara orowa no ek nisa ruwe ne. 
MAT.26.48	Shinuma ekoshi guru anak ne utara otta shine shirosh kore wa ene itak-hi:—Nen ne yakka ku chopchopsekara guru anak ne Shinuma ne, kishima yan. 
MAT.26.49	Orowa, nani nei guru Yesu otta ek wa ene itak-hi:—Rabbi he, irangarapte; orowa, Shinuma chopchopsekan nisa ruwe ne. 
MAT.26.50	Orota Yesu ene itak-hi:—Katairotke guru, gusu e ek ambe ki yan, ari itak. Orowa no utara araki wa Yesu kishima nisa ruwe ne na. 
MAT.26.51	Orowa, ingarʼan, Yesu tura no okai utara tumuge un shinen anak ne, teke turi wa emush etaye hine Kamui kora kenru esapane guru koro usshiune guru ko kik wa oat-kisaraha oattuye ruwe ne. 
MAT.26.52	Orota Yesu ene itak-hi:—E koro emush shirika eushi yan: inambe gusu ne yakun, emush koro utara anak ne obitta emush tura no aisamka gusu ne. 
MAT.26.53	Ku Michi otta Ku koramkoro yakun, tane Shinuma En otta tu ikashima wan Regeon pakno an hauturunbe ette shomoki kuni echi ramu ya? 
MAT.26.54	Koroka, nei no Ku ki yakun auweomare kuni gusu an Kamui itak nekon a aiki eashkai ya? ari itak. 
MAT.26.55	Nei ita utara topaha otta Yesu ene itak-hi:—Emush hemhem shirikik kuwa hemhem koro wa ikka guru kishima kuni korachi En orota echi araki ruwe he an? Kuani kesto epakashnu gusu Kamui kora kenru ta Ku a, 
MAT.26.56	awa, nei ita echi En kishima shomoki. Koroka, tap okaibe hetuku ambe anak ne, Uweingara utara nuye ambe auweomare kuni gusu an ap ne ruwe ne, ari itak. Nei ita anak ne koikara utara obitta Yesu ekohopi wa shaot nisa ruwe ne na.
MAT.26.57	Orowa, Yesu kishima utara anak ne kambi-nuye utara newa ekashi utara uwekarapa wa okai Kamui kora kenru esapane guru Kaiapa otta Shinuma tura nisa ruwe ne. 
MAT.26.58	Koroka, Petros tuima no Shinuma oshi ek, aine, nei okese ambe nukara kuni gusu, Kamui kora kenru esapane guru koro ipishi tumbu orota ahun wa tono utara tura a nisa ruwe ne. 
MAT.26.59	Awa, Kamui kora kenru esapane utara obitta no ukoramkoro utara tura Yesu raige kuni shunge paweteshu ambe hunara ruwe ne; 
MAT.26.60	aine, inne shunge paweteshu ki utara araki yakka, nei ambe pa eaikap ruwe ne. Koroka, okaketa tun araki wa ene itak-hi:— 
MAT.26.61	Tan guru yep anak ne,—Kamui kora kenru Ku isamka wa rereko uturuta eashiri kara eashkai ruwe ne, ari itak nisa. 
MAT.26.62	Orowa, Kamui kora kenru esapane guru ash wa Shinuma otta:—Eani nep ne yakka ese shomoki ruwe he an? E epeka no tan okai utara paweteshu ki ambe nep ta an? ari itak. 
MAT.26.63	Koroka, Yesu nep poka ye ka shomoki ruwe ne. Otta Kamui kora kenru esapane guru ese wa ene itak-hi:—Eani Kamui Poho ne Kiristo E ne ruwe he an? Shomo ruwe he an? ari an ambe En otta E ye kuni ne, Ishu Kamui koye wa E ikashpaotte ash ruwe ne, ari itak. 
MAT.26.64	Orota Yesu ene itak-hi:—E ye okere ruwe ne: yakka e otta Ku ye, tap imakake Ainu Poho mondum koro shimon-tek samta a hine kando nishkuru kashiketa an wa ek shiri e nukara kusu ne ruwe ne, sekoro itak. 
MAT.26.65	Orowa. Kamui kora kenru esapane guru anak ne yaikota mi anrip yaspa wa ene itak-hi:—Shinuma Kamui koatcha itak ye nisa ruwe ne: Nep gusu moshima an paweteshu ambe chi kon rusui ya? Ingarʼan, echi utara tane nei Kamui koatcha itak ambe echi nu okere ruwe ne: Nekon a echi yainu ya? ari itak. 
MAT.26.66	Nei utara ese wa ene itak-hi:—Araige kuni gusu ne a guru ne ruwe ne, sekoro itak. 
MAT.26.67	Orowa, nei utara Shinuma nanuhu kashi topse-topse kara wa shiriki, samta, paratek ani kokik utara okai wa ene itak-hi:— 
MAT.26.68	Kiristo, e shirikik guru anak inan guru ne ya uweingara wa un nure yan, ari itak.
MAT.26.69	Orowa, Petros anak ne nei ipishi tumbu soige wa an ushike ta a wa an ruwe ne: awa, otta shine matkachi ek wa ene itak-hi:—Eani ne yakka Gariraya un Yesu tura no an gun ne, sekoro itak. 
MAT.26.70	Koroka, shinuma anak ne okai utara obitta kotchaketa eshina hine ene itak-hi:—E ye ambe ku eramushkare. 
MAT.26.71	Orowa, soine wa shem otta an ita, shui, shine matkachi shinuma nukara wa samaketa okai utara otta ene itak-hi:—Tan guru ne yakka Nazaret un 
MAT.26.72	Yesu tura no an gun ne, ari itak. Orowa, shui shinuma toiko ye wa eshina hine kuani nei ainu eamkiri shomoki, ari itak. 
MAT.26.73	Naa pon no shiran ko samaketa roshki wa okai utara Petros otta araki wa ene itak-hi:—Soon no poka eani nei utara tumuge an shinen e ne; e ki itak gusu e pashte an ruwe ne gusu ne na, ari itak. 
MAT.26.74	Orowa no Petros iyoitakushi wa toiko ye heashiri hine kuani nei ainu eamkiri shomoki, ari itak. Orowa nani niwatori chikap hau-kon ruwe ne. 
MAT.26.75	Orowa, Petros anak ne niwatori chikap hau koro shomoki pakno, eani re shui ne En eshina kusu ne, sekoro Yesu ye itak an a-i eshkarun nisa ruwe ne. Aige, shinuma soine wa shi no chish nisa ruwe ne na.
MAT.27.1	Orowa, kunneiwano an ita anak ne obitta no okai Kamui kora kenru esapane utara hemhem, utara koro ekashi utara hemhem, 
MAT.27.2	Yesu raige kuni eukoramkon nisa ruwe ne: awa, Shinuma tupetupe wa itura hine kotan shikkashima guru Pirato otta ekoshi nisa ruwe ne na.
MAT.27.3	Orowa, Yesu ekoshi Yudas anak ne Shinuma apanakte kunip ne aesanniyo-hi nu koro, yaikota yaikokatpak wa nei shirokani wanbe e tu hotnep koro hine Kamui kora kenru esapane utara newa ekashi utara otta hoshippare, 
MAT.27.4	aine, ene itak-hi:—Katpak koro shomoki ainu ku ekoshi, awa, katpak ku ki nisa ruwe ne, sekoro itak. Koroka, otta nei utara ene ye-hi:— 
MAT.27.5	Nei ambe anak ne chikoro orushpe ne hawe? E korobe nei ambe, sekoro ye nisa ruwe ne. Orowa, shinuma Kamui kora kenru oshiketa nei shirokani tek-obosore wa oman; aige, arapa wa yairikotte nisa ruwe ne na. 
MAT.27.6	Orowa, Kamui kora kenru esapane utara nei shirokani uina hine ene itak-hi:—Tan kani anak ne kem ataye ne gusu, Kamui karauto oro omare yak anak ne ikashpaotte oterekep ne, sekoro itak. 
MAT.27.7	Orowa no nei utara ukoramkoro wa, oyak un guru tushiri oro omare gusu, nei shirokani ani sei shintoko kara guru kot toi hok nisa ruwe ne na. 
MAT.27.8	Tambe gusu, nei toi anak ne tanto pakno kem toi ani aporose ruwe ne. 
MAT.27.9	Tan orushpe gusu Israeru un utara ataye kotukka ainu atayehe, wanbe e tu hotne shirokani an ataye nei utara uina wa: 
MAT.27.10	Utarapa en kashpaotte koracki nei kani ani sei shintoko kara gusu kot toi hok nisa ruwe ne, sekoro Uweingara guru ne Yeremia orowa no aye itak ambe auweomare nisa ruwe ne na.
MAT.27.11	Orowa, Yesu anak ne nei esapane guru kotpokita ash; awa, esapane guru Shinuma otta nu wa ene itak-hi:—Eani anak ne Yudea un utara esapane guru 
MAT.27.12	E ne ruwe he an? Orota Yesu ene itak-hi:—E ye na, sekoro itak. Orowa, Kamui kora kenru esapane utara, orowa no hemhem, ekashi utara orowa no hemhem Shinuma aeiyonupba ita, nep ne yakka ese shomoki 
MAT.27.13	nisa ruwe ne orowa, Shinuma orota pirato ene itak-hi:—Tan okai utara anak hembak poron no okaibe ani E eiyonupba-hi E nu shomoki ruwe he an? sekoro itak. 
MAT.27.14	Aige, Shinuma shine itak ani poka shomo ese nisa ruwe ne; tambe gusu esapane guru anak ne shi no enushkari nisa ruwe ne. 
MAT.27.15	Shui, marapto an ita nei esapane guru anak ne okai utara rengaine upakashnu chisei ta an shine apakashnu guru tusare buri an ruwe ne Awa, 
MAT.27.16	nei ita anak ne Barabbas ani aye assuru ash apakashnu ainu an. 
MAT.27.17	Tambe gusu, utara uwekarapa wa okai ita, orota pirato ene ye-hi:—Kuani echi otta inan guru tusare wa kore tusu ne ya? Barabbas ne ruwe? Kiristo ani aye Yesu ne ruwe he an? sekoro itak. 
MAT.27.18	Inambe gusu ne yakun, nei utara anak ne eyaitunnap gusu Yesu eiyonupba nisa ruwe ne, sekoro eraman ruwe ne gusu ne na. 
MAT.27.19	Orowa, pirato koipishi set kata a shiri an rapoketa, koro machi teshkara wa orota ene yere-hi:—Nei oupeka ainu iteki ekottanu yan, kuani anak ne tan to wendarap ku ki wa nei guru rengap gusu poron no ku yairamkoiki nisa ruwe ne gusu ne na, ari an itak ani itakte nisa ruwe ne na. 
MAT.27.20	Aige, Kamui kora kenru esapane utara anak ne ekashi utara tura no Yesu isamka wa Barabbas akore kuni-i ekoramkoro kuni ne eonishnishi nisa ruwe ne. 
MAT.27.21	Koroka, esapane guru nei utara otta ese wa ene itak-hi:—Tan tun otta inan guru ku tusare kuni echi kon rusui ya? 
MAT.27.22	Orota utara:—Barabbas, ani itak. Orowa, Pirato nei utara otta ene ye-hi:—Yakun Kiristo ani aye Yesu otta nekon a ku ki kusu ne ya? Utasa chikuni otta raige ayanro, utara obitta ye nisa ruwe ne. 
MAT.27.23	Pirato ene itak-hi:—Hemanda gusu, nep katpak aki ya? sekoro itak. Koroka, utara shi no hawe ashte wa, utasa chikuni otta raige ayanro, ari itak nisa. 
MAT.27.24	Orowa, ene akari ka isam kunak pirato eraman wa, ouse sakayo patek tane hopuni kusu ne sekoro nukara chiki, wakka uk wa, inne utara kotpokita koro tekehe furaye hine ene itak-hi:—Tan oupeka guru koro kemihi shomo ku ekottanu; echi okai utara ki yan, sekoro itak. 
MAT.27.25	Utara obitta ese wa ene itak-hi:—Shinuma koro kemihi anak ne chi okai utara chikoro sanikiri utara kashiketa aandero, ari itak. 
MAT.27.26	Orowa no, Pirato anak ne Barabbas nei utara gusu honnere; koroka, Yesu shirikik orowa utasa chikuni otta araige kuni ne otta ekoshi nisa ruwe ne na.
MAT.27.27	Tande orowa esapane guru koro tumi-koro utara Yesu Pretorium otta ahunge, orowa, tura iki tumikoro utara obitta otta uwekarire nisa ruwe ne. 
MAT.27.28	Awa, Yesu atusare wa, fure amip araire nisa ruwe ne. 
MAT.27.29	Orowa, ai-ush-ni ani sapa umbe akara wa Shinuma sapa unu, samata, shimon teke ani rapembe shinep kishimare: orowa, kotpoketa kokkaerok wa eoyaitak hine ene ye-hi:—Yudea un utara koro esapane guru, irangarapte aki na, ari ye. 
MAT.27.30	Orowa, nei utara Shinuma kashike topse-kara, naa samata, tekehe wano rapembe etaye wa ani sapa shirikik nisa ruwe ne. 
MAT.27.31	Shui, eoyaitak okere chiki anak ne, nei fure mipihi soshpa wa, yaikota koro mipihi araire, orowa, utasa chikuni otta raige kuni gusu Shinun a itura wa paye nisa ruwe ne na.
MAT.27.32	Orowa, soyumba chiki Simon ani an reihei koro Kairene un shine ainu anukara: awa, nei guru utasa chikuni seire kuni ne itura wa arapare nisa ruwe ne. 
MAT.27.33	Aige, Gorogota ani aye ushike orota araki chiki (nei ambe anak ne “mechakko an ushike” sekoro an ambe ne), 
MAT.27.34	tonoto newa ninge aukopoyege wa Shinuma ikure: orowa, nei ambe sapke chiki, iku shomoki nisa ruwe ne. 
MAT.27.35	Orowa, utasa chikuni otta Shinuma kungi akokikkik okere chiki, nei utara ukokonchi etaye wa koro mipihi ukousaraye. 
MAT.27.36	Aige, nei ushiketa rok wa shiure nisa ruwe ne na. 
MAT.27.37	Awa, Shinuma koro sapa kashiketa:—
MAT.27.38	Orowa no, Shinuma tura tu ikka guru koro shimon tek samata shinen, hariki tek samata shinen akungi kokikkik nisa ruwe ne. 
MAT.27.39	Orowa, shirikush utara anak ne koro sapaha shuye shuye wa Shinuma esapse hine ene itak-hi:— 
MAT.27.40	Kamui kora kenru isamka wa rereko uturuta ashinno kara guru, yaikota yaikaobiuki yan: Kamui Poho E ne yak anak ne utasa chikuni orowa ran yan, ari itak. 
MAT.27.41	Shui, an no korachi Kamui kora kenru esapane utara anak ne kambi-nuye utara hene ekashi utara tura eoyaitak wa ene ye-hi:— 
MAT.27.42	Shinuma anak ne moshima utara kashiobiuki nisa, koroka, yaikota yaikaobiuki eaikapbe ne ruwe ne. Israeru un utara esapane guru ne; tane utasa chikuni orowa no ran, yak anak ne Shinuma gusu chi eishokoro ash kusu ne na. 
MAT.27.43	Kamui irenga Shinuma eyaikopashte, awa, Kamui anak ne Shinuma kon rusui chiki, tane kashiobiuki yak pirika: Kamui poho Ku ne ani ani itak ani ye nisa ruwe ne gusu ne na, sekoro nei utara ye nisa ruwe ne. 
MAT.27.44	Orowa, tura no utasa chikuni otta akungi kokikkik ikka guru ne yakka ukorachi eoyaitak nisa ruwe ne na.
MAT.27.45	Orowa, iwan ikinne an pakihi wano shinepesan ikinne an pakihi pakno moshirʼebitta shirikunne ruwe ne. 
MAT.27.46	Orowa, shinepesan ikinne an pakihi pakita Yesu rui hau sange wa ene itak-hi:—
MAT.27.47	Orowa, samaketa roshki utara tumugeta okai utara tan itak nu wa ene itak-hi:—Tan guru Ericha nishuk na, sekoro itak. 
MAT.27.48	Orowa, nani shine ainu hoyupu wa atui wata uk hine shukkakep wata oro eshikte, orowa, rapembe etu eush hine Yesu ikure ruwe ne.
MAT.27.49	Koroka, moshima okai utara:—Iteki ekottanu; Ericha ek wa Shinuma kashiobiuki ya, shomo ya, anukara kusu ne, sekoro itak. 
MAT.27.50	Orowa, Yesu shui rui hawe sange, orowa no, ramat arapare nisa ruwe ne. 
MAT.27.51	Awa, ingarʼan Kamui kora kenru ta an otbe anak ne horikashi wano ra oro pakno tup ne ayaske wa aeukohopi; samata, shirishinroye an; 
MAT.27.52	orowa watara yasaske; orowa, tushiri amaka wa mokonnoye wa okai inne ashkanne utara hetopo ashiknure; 
MAT.27.53	aige, Shinuma hetopo shiknu okake, koro tushiri orowa no araki wa ashkanne machiya otta ahup hine inne utara otta yainukare nisa ruwe ne na. 
MAT.27.54	Orosama, nei kenturion newa tura no Yesu shiure tumi-koro guru anak ne, nei shirishimoye hemhem usa-okai ikip hemhem nukara koro, toiko ishitoma hine ene itak-hi:—Soon no poka tambe anak ne Kamui Poho ne a an, sekoro itak ruwe ne. 
MAT.27.55	Orowa, gusu yaishieiwangere Gariraya moshiri orowa no Yesu osh araki inne shiwentep utara otuima shitta roshki wa ingara wa okai: 
MAT.27.56	nei utara tumugeta Makdarene un Maria hemhem an, Yakob newa Yoses koro habo Maria hemhem an, orowa, Zebedee koro poho utara koro habo an ruwe ne.
MAT.27.57	Shirikunne an koro Arimatea kotan un Yosep ani aye oteknu guru ek na, shinuma yaikota ne yakka Yesu koikara gunʼne ruwe ne: 
MAT.27.58	tan ainu anak ne Pirato orun oman wa Yesu kaisei eikoramkon nisa ruwe ne. 
MAT.27.59	Orowa, Pirato ipawetenge wa orota nei ambe akore nisa ruwe ne na. 
