GEN.1.1	Idi 
JOS.8.26	Ta ni Josue dina binaw-ing di imana isu a pinangitayagna idi gayang, inggana iti napucawna a natalipupus amin dagiti tattao ti Ai.
JOS.8.28	Iti casta ni Josue pinuuranna ti Ai, ket isu inaramidna a maysa a 
JOS.8.29	Ket 
JOS.8.30	Idin ni Josue nangbangon iti altar ken Jehova, a Dios ti Israel, idiay 
JOS.8.31	Cas ni Moises nga adipen ni Jehova imbilinna cadagiti annac ti Israel, cas naisurat iti 
JOS.8.32	Ket idiay 
JOS.8.33	Ket isu-amin nga Israel, ken dagiti lallacayda ken dagiti 
JOS.8.34	Ket sana insaganad nga 
JOS.8.35	Awan idi ti sao cadagiti amin nga imbilin ni Moises a di-imbasa ni Josue iti sango ti isu-amin a gimong ti Israel, cadagiti 
JOS.9.1	Ket naaramid, nga idi nga isu-amin dagiti ar-ari nga addada idi iti ballasiw ti Jordan, iti 
JOS.9.3	Ngem idi a dagiti agnaed iti 
JOS.9.4	Isuda nangaramatda met iti sicap, ket napanda ket nagaramidda a casda la nabaon, ket nangalada cadagiti supsupot a daan nga imparabao cadagiti asnoda, ken cadagiti lallalat 
JOS.9.5	Ken zapzapatos a daan ken tacup-tacup cadagiti sacsacada, ken cawcawes a daan cadacuada; ken isu-amin a tinapay a balonda namagaanen ken binuoten.
JOS.9.6	Ket immayda idi ken Josue idiay 
JOS.9.7	Ket dagiti tattao ti Israel kinunada idi cadagiti 
JOS.9.8	Ket isuda kinunada ken Josue, 
JOS.9.9	Ket isuda kinunada kencuana, Nanipud iti adayu unay a daga dagiti 
JOS.9.10	Ken isu-amin nga inaramidna cadagiti dua nga ar-ari dagiti Amorreos, nga addada idi iti ballasiw ti Jordan, ken Sejon nga ari ti Jesebon, ken ni Og nga ari ti Basan, nga addada idi sadi 
JOS.9.11	Ket dagiti lallacaymi ken amin dagiti agnaed iti dagami nagsaoda cadacami, a cunada, Mangiggemcayo Mangiggemcayo iti balon nga agpaay iti dalan, ket incayo a sumabet cadacuada, ket cunaenyo cadacuada, Dacami dagiti ad-adipenyo: ket makinomocayo ita cadacami.
JOS.9.12	Daytoy tinapaymi innalami idi a nabara cadagiti balbalaymi a maipaay iti dalan iti daydi aldaw, nga iruruarmi a umay cadacayo; ngem ita, adtoy, namagan, ken binuoten;
JOS.9.13	Dagitoy lallalat ti arac, a pinunnomi, babbaroda idi: adtoy, ket napigisdan: ket dagitoy cawcawesmi ken zapzapatosmi daandan a gapu iti caunday ti pannagna.
JOS.9.14	Ket dagiti tattao 
JOS.9.15	Ket ni Josue 
JOS.9.16	Ket naaramid idi naturpos dagiti tallo nga al-aldaw iti calpasan ti pannakitulagda cadacuada, nangegda nga isuda idi dagiti carcarrubada, ket agnaedda iti nagtengngaanda.
JOS.9.17	Ket dagiti annac ti Israel nagnada, ket dimtengda cadagiti il-ilida iti maicatlo nga aldaw. Ket 
JOS.9.18	Ket dagiti annac ti Israel saanda a kinabil ida, agsipud ta dagiti pangpanguloen ti gimong insapatada cadacuada gapu ken Jehova, a Dios ti Israel. Ket isu-amin a gimong nagtanabutob idi a maibusor cadagiti pangpanguloen.
JOS.9.19	Ngem isu-amin dagiti pangpanguloen kinunada iti isu-amin a gimong, Dacami insapatami cadacuada a gapu ken Jehova, a Dios ti Israel: gapuna itatta ditay mabalin a sagiden ida.
JOS.9.20	Daytoy ti aramidentayonto cadacuada, ket baybay-antayo ida nga agbiag: di la ket ta umay ti 
JOS.9.21	Ket dagiti pangpanguloen kinunada cadacuada, Agbiagda coma: ngem isuda dagiti 
JOS.9.22	Ket ni Josue inayabanna ida, ket nagsao cadacuada, a cunana, Apayapay aya nga inallilawdacami, a kinunayo, Adayucami unay cadacayo: 
JOS.9.23	Gapuna ita 
JOS.9.24	Ket isuda simmungbatda ken Josue, ket kinunada, Agsipud ta pudno a naibaga cadagiti adipenmo, no casano daydi a ni Jehova a Diosmo 
JOS.9.25	Ket itatta, adtoy, addacami 
JOS.9.26	Ket inaramidna cadacuada a casta, ket incanawana ida iti ima dagiti annac ti Israel, tapno dida papatayen ida.
JOS.9.27	Ket ni Josue pinagbalinna ida iti daydi nga aldaw nga agpucpucan iti sungrod ken agsacsacdo a maipaay iti gimong, ken maipaay iti altar ni Jehova inggana ita nga aldaw, iti disso nga isu 
JOS.10.1	Naaramid, idi a ni Adonisedec nga ari ti Jerusalem natimudna no casano ti panangala ni Josue iti Ai, ket isu dinadaelna a tinalipupus (a no casano ti inaramidna 
JOS.10.2	A 
JOS.10.3	Ngarud ni Adonisedec nga ari ti Jerusalem nagbaon ken Oham nga ari ti 
JOS.10.4	Sumang-atcayo caniac, ket badangandac, ket cabilentayo coma ti Gabaon: ta nakicappia ken Josue ken cadagiti annac ti Israel.
JOS.10.5	Gapuna a dagiti lima nga ar-ari dagiti Amorreos, ti ari ti Jerusalem, ti ari ti Hebron, ti ari ti Jarmut, ti ari ti Laquis, ti ari ti Eglon, nagtitiponda, ket simmang-atda, isuda ken isu-amin a buybuyotda, ket nagpacarsoda a maibusor iti Gabaon, ket nakigubatda a maibusor kencuana.
JOS.10.6	Ket dagiti tattao ti Gabaon nagbaonda ken Josue iti 
JOS.10.7	Iti casta ni Josue simmang-at nanipud Gilgal, isu ken isu-amin dagiti tattao ti gubat kencuana, ken isu-amin dagiti tattao nga agcacamaingel.
JOS.10.8	Ket ni Jehova kinunana ken Josue, 
JOS.10.9	Ni Josue ngarud napan nga dagus cadacuada; 
JOS.10.10	Ket ni Jehova 
JOS.10.11	Ket naaramid, idi agtalawda manipud sangoanan ti Israel, idi addada iti salogan idiay Bet-horon, a ni 
JOS.10.12	Idin ni Josue nagsao ken Jehova idi aldaw a ni Jehova inyawatna dagiti Amorreos iti sangoanan dagiti annac ti Israel; ket kinunana iti imatang ti Israel, 
JOS.10.13	Ket ti init nagintec, ket ti bulan nagsardeng, inggana iti di nacabales ti nacion cadagiti cabcabusorda. Daytoy 
JOS.10.14	Ket awan idi ti aldaw a cas la iti daydi iti casacbayanna wenno iti calpasanna, a ni Jehova impangagna ti timec ti maysa a tao: ta ni 
JOS.10.15	Ket ni Josue nagsubli, ken isu-amin nga Israel agraman kencuana, iti pacarso idiay Gilgal.
JOS.10.16	Ket dagitoy lima nga ar-ari nagtalawda, ket naglemmengda iti rukib sadi 
JOS.10.17	Ket naibaga ken Josue, a nacuna, Dagiti lima nga ar-ari nasaracanda ida, a nailemmeng iti rukib sadi Maceda.
JOS.10.18	Ket ni Josue kinunana, Mangtulidcayo cadagiti dadackel a batbato agingga iti ngiwat ti rukib, ket mangisaadcayo cadagiti tattao a mangaywan cadacuada:
JOS.10.19	Ngem dicayo agsardeng idiay; agcamatcayo cadagiti cabcabusoryo, ket cabilenyo ti taraudida; ket dicayo palubosan ida a sumrec cadagiti il-ilida: ta ni Jehova a Diosyo inyawatna ida iti imayo.
JOS.10.20	Ket naaramid, nga idi a ni Josue ken dagiti annac ti Israel nalpasda ti nangpapatay cadacuada iti dackel a panangpapatay 
JOS.10.21	Nga isu-amin a tattao nagsublida ken Josue iti pacarso idiay Maceda a sitatalna: awan ti uray maysa a 
JOS.10.22	Idin kinuna ni Josue, Luctanyo ti ngiwat ti rukib, ket yegyo caniac dagiti lima nga ar-ari manipud iti rukib.
JOS.10.23	Ket inaramidda a casta, ket impanda kencuana nanipud iti rukib dagiti lima nga ar-ari, ti ari ti Jerusalem, ti ari ti Hebron, ti ari ti Jerimot, ti ari ti Laquis, ti ari ti Eglon.
JOS.10.24	Ket naaramid, idi nga inyegda ken Josue dagidiay nga ar-ari, a ni Josue inayabanna amin dagiti tattao ti Israel, ket kinunana cadagiti pangpangoloen dagiti tattao ti gubat a nakicuyog kencuana a napan, Umasidegcayo, ibaddecyo dagiti tengnged dagitoy nga ar-ari. Ket immasidegda, ket imbaddecda dagiti tengngedda.
JOS.10.25	Ket ni Josue kinunana cadacuada, 
JOS.10.26	Ket iti calpasanna ni Josue kinabilna ida, ket pinatayna ida, ket pinaibitinna ida cadagiti lima a cayo: ket 
JOS.10.27	Ket naaramid idi lumnec ti init, a ni Josue nagbilin, ket imbabada ida cadagiti caycayo, ket impalladawda ida idi rukib a naglemmenganda, ket nangicabilda cadagiti 
JOS.10.28	Ket ni Josue innalana ti Maceda iti daydi nga aldaw, ket isu kinabilna iti tadem ti campilan, ken castamet ti arina: ket dinadaelna nga inkisap ida ken isu-amin a carcararua nga agnaed kencuana: awan a pulos ti tiniddana: ket inaramidna iti ari ti Maceda ti 
JOS.10.29	Ket ni Josue immallatiw nanipud Maceda, ken isu-amin nga Israel naicuyog kencuana 
JOS.10.30	Ket ni Jehova isu inyawatna met, ken castamet ti arina, iti ima ti Israel; ket isu kinabilna iti tadem ti campilan, ken isu-amin a carcararua nga agnaed kencuana; awan ti tiniddana; ket inaramidna iti arina cas ti inaramidna iti ari ti Jerico.
JOS.10.31	Ket ni Josue immallatiw nanipud Libna, ken isu-amin nga Israel naicuyog kencuana, idiay Laquis, ket nagpacarsoda a maibusor kencuana, ket nakigubatda a maibusor kencuana:
JOS.10.32	Ket ni Jehova inyawatna ti Laquis iti ima ti Israel; ket isu ti innalana iti maicadua nga aldaw, ket isu kinabilna iti tadem ti campilan, ken isu-amin a carcararua nga agnaed kencuana, cas iti amin nga inaramidna iti Libna.
JOS.10.33	Idin ni Horam nga ari ti 
JOS.10.34	Ket ni Josue immallatiw nanipud Laquis, ken isu-amin nga Israel naicuyog kencuana, iti Eglon; ket isuda nagpacarsoda a maibusor kencuana, nakigubatda a maibusor kencuana;
JOS.10.35	Ket isu innalada iti daydi nga aldaw, ket isu kinabilda iti tadem ti campilan; ken isu-amin a carcararua nga agnaed kencuana isu dinadaelna nga inkisap iti daydi nga aldaw, cas iti amin nga inaramidna iti Laquis.
JOS.10.36	Ket ni Josue simmang-at nanipud Eglon, ken amin nga Israel naicuyog kencuana, agingga iti Hebron; ket isuda nakigubatda a maibusor kencuana:
JOS.10.37	Ket isu innalada, ket kinabilda iti tadem ti campilan, ken castamet ti arina, ken isu-amin dagiti il-ilina, ken isu-amin a carcararua nga agnaed kencuana; awan a pulos ti tiniddana, a cas iti amin nga inaramidna iti Eglon; no di ket dinadaelna nga inkisap, ken amin a carcararua nga agnaed kencuana.
JOS.10.38	Ket ni Josue nagsubli, ken isu-amin nga Israel naicuyog kencuana, idiay 
JOS.10.39	Ket isu innalana, ken castamet ti arina, ken amin dagiti il-ilina; ket kinabilda ida iti tadem ti campilan, ket dinadaelda nga inkisap dagiti isu-amin a carcararua nga agnaed kencuana; isu awan ti tiniddana: no casano ti inaramidna iti Hebron, casta ti inaramidna iti Debir, ken iti arina; a cas iti inaramidna met iti Libna, ken iti arina.
JOS.10.40	Iti casta ni Josue kinabilna ti isu-amin a daga, iti caturodan, ken iti Abagatan, ken iti tanap, ken dagiti 
JOS.10.41	Ket ni Josue kinabilna ida nanipud 
JOS.10.42	Ket isu-amin dagitoy nga ar-ari ken dagiti dagdagada ni Josue innalana iti maymaysa a tiempo, agsipud ta ni Jehova, a Dios ti Israel, nakigubat a gapu iti Israel.
JOS.10.43	Ket ni Josue nagsubli, ken amin nga Israel naicuyog kencuana, iti pacarso idiay Gilgal.
JOS.11.1	Ket naaramid, nga idi a ni 
JOS.11.2	Ket cadagiti ar-ari nga addada iti amianan, iti caturodan, ken iti Araba nga abagatan ti 
JOS.11.3	Iti Cananeo iti daya ken iti laud, ken iti Amorreo, ken Heteo, ken Perezeo, ken ti 
JOS.11.4	Ket rimmuarda, isuda ken isu-amin a buyotda naicuyog cadacuada, adu a tattao, a casda la iti darat iti igid ti baybay ti caaduda, agraman cabcabayo ken luglugan nga aduda unay.
JOS.11.5	Ket isu-amin dagitoy nga ar-ari nagsasaracda a nagtitipon; ket immayda ket nagpacarsoda a sangsangcatipon idiay dandanum ti Merom, tapno makigubatda iti Israel.
JOS.11.6	Ket ni Jehova kinunana ken Josue, 
JOS.11.7	Iti casta immay nga dagus ni Josue, ken isu-amin a tattao ti gubat naicuyog kencuana, a maibusor cadacuada iti denna dagiti dandanum ti Merom, ket dinuclosna ida.
JOS.11.8	Ket ni Jehova inyawatna ida iti ima ti Israel, ket kinabilda ida, ket kinamatda ida inggana iti dackel a Sidon, ken iti Misrefot-mayim, ken iti lobong ti Mizpa iti agpadaya: ket kinabilda ida, nga agingga iti awan ti tiniddada.
JOS.11.9	Ket ni Josue inaramidna cadacuada cas imbilin ni Jehova kencuana: isu pinasatanna dagiti cabcabayoda, ket pinuuranna iti apuy dagiti lugluganda.
JOS.11.10	Ket ni Josue nagsubli iti daydi a tiempo, ket innalana ti Hazor, ket kinabilna ti arina iti campilan: ta ti Hazor isu idi ti olo dagidiay amin a pagpagarian.
JOS.11.11	Ket kinabilda amin dagiti carcararua nga agnaed kencuana iti tadem ti campilan, ket dinadaelda ida nga inkisap: awan natda nga adda angesna: ket pinuuranna iti apuy ti Hazor.
JOS.11.12	Ket amin dagiti il-ili dagidiay nga ar-ari, ken isu-amin nga ar-arida, innala ni Josue, ket kinabilna ida iti tadem ti campilan, ket dinadaelna ida nga inkisap; 
JOS.11.13	Ngem cadagidiay nga il-ili a nagyan cadagiti pagsalindeganda, ti Israel awan pinuuranna, malacsid ti Hazor laeng; dayta pinuuran ni Josue.
JOS.11.14	Ket isu-amin dagiti nasamsam cadagiti il-ili, ken dagiti an-animal, dagiti annac ti Israel innalada a maipaay a kinayawan cadacuada; ngem tunggal tao kinabilda iti tadem ti campilan, agingga iti nadadaelda amin ida, awan ti tiniddada nga adda angesna.
JOS.11.15	Cas ni 
JOS.11.16	Iti casta ni Josue innalana amin dayta a daga, iti 
JOS.11.17	Manipud iti bantay Halac, a sumang-at idiay agingga ti 
JOS.11.18	Ni Josue nabayag a nakigubgubat cadagidiay amin nga ar-ari.
JOS.11.19	Awan ti ili a nakicappia cadagiti annac ti Israel, malacsid dagiti 
JOS.11.20	Ta 
JOS.11.21	Ket ni Josue immay iti daydi a tiempo, ket 
JOS.11.22	Awan idi ti Anaceo a tiniddada iti daga dagiti annac ti Israel; no saan laeng a idiay 
JOS.11.23	Iti casta ni Josue innalana dagup amin a daga, 
JOS.12.1	Ita dagitoy dagiti ar-ari ti daga, isuda a kinabil dagiti annac ti Israel, ket tinagicuada dagiti dagdagada iti ballasiw ti Jordan nga agturong iti leleggacan ti init, 
JOS.12.3	Ken ti 
JOS.12.4	Ket ti beddeng ni 
JOS.12.5	Ket nagturay idiay 
JOS.12.7	Ket dagitoy isuda dagiti ar-ari ti daga a 
JOS.12.9	Ti 
JOS.12.10	Ti 
JOS.12.11	Ti ari ti Jarmut, maysa; ti ari ti Laquis, maysa;
JOS.12.12	Ti ari ti Eglon, maysa; ti ari ti 
JOS.12.13	Ti ari ti Debir, maysa; ti ari ti Geder, maysa;
JOS.12.14	Ti ari ti Horma, maysa; ti ari ti Bet-el, maysa;
JOS.12.15	Ti 
JOS.12.16	Ti ari ti Maceda, maysa; ti 
JOS.12.17	Ti ari ti Tappua, maysa; ti 
JOS.12.18	Ti ari ti Afec, maysa; ti 
JOS.12.19	Ti ari ti Madon, maysa; ti ari ti Hazor, maysa;
JOS.12.20	Ti ari ti Simron-meron, maysa; ti ari ti Acsaf, maysa;
JOS.12.21	Ti ari ti Taanac, maysa; ti 
JOS.12.22	Ti ari ti Cedes, maysa; ti ari ti Jocneam idiay Carmel, maysa;
JOS.12.23	Ti ari ti Dor idiay pantoc ti Dor, maysa; ti 
JOS.12.24	Ti 
JOS.13.1	Ita ni Josue 
JOS.13.4	Iti abagatan; isu-amin a daga dagiti Cananeos, ken Mehara a cucua dagiti Sidonios, inggana iti Afec, agtungpal iti beddeng dagiti Amorreos;
JOS.13.5	Ket iti daga dagiti Gibleos, ken isu-amin a Libano, nga agturong iti leleggacan ti init, 
JOS.13.6	Isu-amin dagiti agnaed iti caturodan manipud Libano inggana iti Misrefot-mayim, amin met laeng dagiti Sidonios; pasiaecto ida manipud iti saclang dagiti annac ti Israel: 
JOS.13.7	Gapuna itatta bingayem daytoy a daga a maipaay a tawid cadagi siam a caputotan ken iti caguddua ti caputotan ni Manases.
JOS.13.8	Daydiay nairaman cadagiti Rubenitas ken dagiti Gaditas inawatdan ti tawidda, nga inted ni 
JOS.13.10	Ken isu-amin dagiti 
JOS.13.11	Ken ti 
JOS.13.12	Isu-amin a pagarian ni Og idiay Basan a nagari idiay 
JOS.13.13	Nupay casta dagiti annac ti Israel saanda a pinagtalao dagiti Gesureos ken Maacateos; no di ket ti Gesureos ken Maaoat agnaedda iti tengnga ti Israel inggana ita nga aldaw.
JOS.13.15	Ket ni Moises iniccanna ti caputotan dagiti annac ni Ruben iti cas mayannurot cadagiti famfamiliada.
JOS.13.16	Ket ti beddengda isu idi 
JOS.13.17	Ti Hesbon, ken isu-amin dagiti il-ili nga addada iti tanap; ti Dibon, ken ti Bamot-baal, ken ti Bet-baalmeon,
JOS.13.18	Ken ti Jaas, ken ti Keddemot, ken ti Mefaat,
JOS.13.19	Ken ti Kiryataim, ken ti Sibma, ken ti Saratasar idiay bantay ti lobong,
JOS.13.20	Ken ti 
JOS.13.22	Casta met ni 
JOS.13.23	Ket ti beddeng dagiti annac ni Ruben isu idi ti Jordan, ken ti beddengna. Daytoy isu idi ti tawid dagiti annac ni Ruben a cas mayalubog cadagiti famfamiliada, dagiti il-ili ken dagiti purpurocda.
JOS.13.24	Ket ni Moises iniccanna ti caputotan ni Gad, dagiti annac ni Gad, a cas mayalubog cadagiti famfamiliada.
JOS.13.25	Ket ti 
JOS.13.26	Ket manipud iti Hesbon inggana iti Ramotmizpa, ken Betonim; ken manipud 
JOS.13.27	Ken idiay lobong ti Bet-aram, ken ti Beth-nimra, ken ti Socot, ken ti Safon, a natda iti pagarian ni Sehon nga ari ti Hesbon, ti Jordan ken iti beddengna, inggana iti caadayuan a paset ti 
JOS.13.28	Daytoy isu ti tawid dagiti annac ni Gad cas mayalubog cadagiti famfamiliada, dagiti il-ili ken purpurocna.
JOS.13.29	Ket ni Moises inyawatna ti 
JOS.13.30	Ket ti beddengda isu idi manipud iti Mahanaim, isu-amin a Basan, isu-amin a pagarian ni Og nga ari ti Basan, ken 
JOS.13.31	Ken ti caguddua ti Galaad, ken Astarot, ken Adrei, dagiti il-ili ti pagarian ni Og idiay Basan, agpaayda cadagiti annac ni Maquir nga anac a lalaki ni Manases, agpaay met laeng iti caguddua dagiti 
JOS.13.32	Dagitoy isuda dagiti tawtawid cadagidiay 
JOS.14.1	Ket dagitoy isuda dagiti tawtawid nga innala dagiti annac ti Israel idiay daga ti Canaan, isuda a ni 
JOS.14.2	Babaen iti 
JOS.14.4	Ta dagiti 
JOS.14.6	Idin dagiti annac ni Juda dimmanonda ken Josue idiay Gilgal; ket ni Caleb nga anac a lalaki ni 
JOS.14.7	Uppat a pulo dagiti tawenco idi a ni Moises nga adipen ni Jehova 
JOS.14.9	Ket ni Moises nagsapata iti daydi nga aldaw, a 
JOS.14.10	Ket ita, adtoy, kitaem, ni Jehova inaywanannac a sibibiag, a 
JOS.14.11	Nupay casta napigsaac pay laeng ita nga aldaw a 
JOS.14.12	Ita ngarud itedmo caniac daytoy a caturodan, isu a ni Jehova insaona iti daydi nga aldaw; ta sica nangegmo iti daydi nga aldaw no casano ti caadda dagidi 
JOS.14.13	Ket ni Josue binendicionanna ni 
JOS.14.14	Gapuna a ti 
JOS.14.15	Ti nagan ti Hebron idi casacbayan daytoy a tiempo isu idi ti Kiryat-arba; ni 
JOS.15.1	Ket ti gasat nga agpaay iti caputotan dagiti annac ni Juda a cas mayalubog cadagiti famfamiliada isu idi ti agpatingga iti 
JOS.15.2	Ket ti beddengda iti abagatan isu idi ti manipud iti caadayuan a paset ti Baybay ti Asin, manipud iti sucucna nga agpaabagatan;
JOS.15.3	Ket rimmuar nga agpaabagatan iti sang-atan ti Acrabim, ket nagtuloy agingga iti Zin, ket simmangat iti abagatan ti Cades-barnea ket nagtuloy iti Jesron, ket simmang-at aginggana iti Addar, ket agsicco agingga iti Carca;
JOS.15.4	Ket nagtuloy agingga iti Azmon, ket rimmuar iti 
JOS.15.5	Ket ti nakin-daya a beddeng isu ti Baybay ti Asin, inggana met laeng iti pungto ti Jordan. Ket ti beddeng ti nakinamianan a bangir isu idi ti manipud iti sucuc ti baybay nga adda iti pungto ti Jordan;
JOS.15.6	Ket ti beddeng simmang-at inggana iti Bet-hogla, ket nagtuloy iti amianan agingga iti Bet-araba; ken ti beddeng simmang-at iti 
JOS.15.7	Ket ti beddeng simmang-at agingga iti Dabir manipud iti lobong ti 
JOS.15.8	Ket ti beddeng simmang-at iti 
JOS.15.9	Ket ti beddeng naglayon nanipud iti tapaw ti bantay agingga iti ubbog dagiti dandanum ti Neftoa, ket timpuar agingga cadagiti il-ili ti bantay Epfron; ket ti beddeng naglayon agingga iti Baala (nga isu met laeng ti Kiryat-jearim):
JOS.15.10	Ket ti beddeng nagsicco nanipud iti Baala iti laud inggana iti bantay Seir, ket naglayon agingga iti bacras ti bantay Jearim iti amianan (nga isu met laeng ti Kesalon), ket nagsalog agingga iti 
JOS.15.11	Ket ti beddeng rimmuar iti abay ti 
JOS.15.12	Ket ti akin-laud a beddeng isu idi ti agingga iti 
JOS.15.14	Ket ni Caleb pinasiana idiay dagiti tallo nga annac a lallaki ni Enac; da Sesai, Aiman, ken Talmai, nga annac ni Enac.
JOS.15.15	Ket nanipud sadiay simmang-at a maibusor cadagiti agnaed idiay Debir: ti Kiryat-sefer isu ti nagan ti Debir idi unana a tiempo.
JOS.15.17	Ket ni Otoniel nga 
JOS.15.18	Ket naaramid, nga idi a 
JOS.15.19	Ket kinunana, Iccannac ti 
JOS.15.20	Daytoy isu ti tawid ti caputotan dagiti annac ni Juda a cas mayannurot cadagiti famfamiliada.
JOS.15.21	Ket dagiti caadayuan nga il-ili ti caputotan dagiti annac ni Juda nga agturong iti beddeng ti Edom idiay abagatan isuda Cabseel, ken Eder, ken Jagur,
JOS.15.22	Ken Cina, ken Dimona, ken Adada,
JOS.15.23	Ken Cedes, ken Asor, ken Itnan,
JOS.15.24	Zif, ken Telem, ken Bealot,
JOS.15.25	Ken Asor-hadatta, ken Keriyathesron, (nga isu met laeng ti Asor),
JOS.15.26	Amam, ken Sema, ken Molada,
JOS.15.27	Ken Asar-gadda, ken Hesmon, Bet-pelet,
JOS.15.28	Ken Hasar-sual, 
JOS.15.29	Baala, ken Iyim, ken Esem,
JOS.15.30	Ken Eltolad, ken Cesil, ken Horma,
JOS.15.31	Ken Siclag, ken Madmanna, Sansana,
JOS.15.32	Ken Lebaot, Silim, ken Ayin, ken Rimmon; dagup amin dagiti il-ili duapuloda ket siam, agraman dagiti purpurocda.
JOS.15.33	Iti tanap, Estaol, ken Sorea, ken Asena,
JOS.15.34	Ken Zanoe, ken Engannim, Tappua, ken Enam,
JOS.15.35	Jarmut, ken Adullam, Soco, ken Aceca,
JOS.15.36	Ken Saraim, ken Adithaim, ken Gedera, ken Gederotaim; sangapulo ket uppat nga il-ili agraman purpurocda.
JOS.15.37	Senan, ken Hadasa, ken Migdalgad,
JOS.15.38	Ken Dilan, ken Mizpa, ken Jocteel,
JOS.15.39	Ken Laquis, ken Boscath, ken Eglon,
JOS.15.40	Ken Cabon, ken Lamas, ken Kitlis,
JOS.15.41	Ken Gederot, Bet-dagon, ken Naama, ken Maceda; sangapulo ket innem nga il-ili agraman purpurocda.
