MAT.1.1	Libru yaꞌa kakuneꞌe xixitna Jesucristu. Xixitna‑ia n‑kuu David. Xixitna David n‑kuu Abraham. 
MAT.27.10	N‑ka tnɨɨ‑s tvini n‑ka niꞌi‑s xa n‑ka diko‑s‑sɨ, te n‑ka xe jueen‑s ñuꞌu ɨɨn se kidavaꞌa koꞌo xiꞌin kɨdɨ.” Dɨuni n‑chidotnuni‑s: “Duꞌa n‑taꞌu tniu Ianyuux xa kada‑da.”
MAT.27.11	N‑xee Jesús nuu se kuu gobernador jan, te n‑xijan tnuꞌu‑s‑ia:
MAT.27.11	—¿Mee‑n kuu se taxnuni nuu ñayiu Israel a?
MAT.27.11	Te n‑jaꞌan Jesús:
MAT.27.11	—Joon.
MAT.27.12	N‑ka tekuechi neñuu dutu ka taxnuni xiꞌin sexaꞌnu ka taxnuni nuu ñayiu Israel‑ia, te ni ɨɨn tnuꞌu ñatu n‑jaꞌan‑ia. 
MAT.27.13	Xijan kuu xa n‑xijan tnuꞌu ñaꞌa Pilato:
MAT.27.13	—¿Ñatu chinuu‑n xa ka jaꞌan‑s xa io kuechi‑n a?
MAT.27.14	Xaxeꞌe xa ni ɨɨn xa ña tuu nax n‑jaꞌan‑ia nuu‑s, tuku n‑kuu ini‑s.
MAT.27.15	Ntnaꞌa kuia n‑xo dayaa gobernador jan ɨɨn se yɨndiꞌu vekaa kɨu kuu viko Paxcua. Dayaa‑s davaꞌa nga se ka kaxí niꞌno ñaꞌa ñayiu ka xko yuku viko jan. 
MAT.27.16	Tiempu ijan yɨndiꞌu ɨɨn se nani Jesús Barrabás. Ntdaa ñayiu n‑xo xini xa se loko kuu‑s. 
MAT.27.17	N‑ka nataka ñayiu nuu Pilato te xiaꞌan‑s:
MAT.27.17	—¿Ndeda ɨɨn‑s ka juini‑n xa dayaa‑r, Barrabás a Jesús, se ka jaꞌan‑n xa kuu‑s Cristu a?
MAT.27.18	Duꞌa n‑jaꞌan‑s chi n‑kutnuni ini‑s xa n‑ka tekuechi neñuu‑s‑ia xaxeꞌe xa n‑ka kukuedi ini‑s. 
MAT.27.19	Nɨni nukoo Pilato jan nuu xko nukoo‑s xa ndadandaa‑s kuechi ñayiu, n‑tundaꞌa ñadɨꞌɨ‑s ɨɨn tutu nuu‑s. Duꞌa n‑chidotnuni‑ña:
MAT.27.19	—Maxku ñaꞌa kada‑n té dian chi n‑daxene ñaꞌa‑te na tuu datne vitna, te ndaꞌu n‑yaꞌa‑da, te té vaꞌa kuu‑te —kuu‑ña, xiaꞌan‑ña.
MAT.27.20	N‑ka dajaꞌan dutu ka taxnuni xiꞌin sexaꞌnu ka taxnuni nuu ñayiu Israel se xyuku ijan xa jaꞌan koio‑s nuu gobernador jan xa dayaa‑s Barrabás te na kaꞌni‑s Jesús. 
MAT.27.21	Te n‑xijan tnuꞌu ntuku gobernador jan ñayiu:
MAT.27.21	—¿Ndeda‑s ka juini‑n xa dayaa‑r?
MAT.27.21	Ka xiaꞌan‑i:
MAT.27.21	—Barrabás.
MAT.27.22	N‑xijan tnuꞌu ka‑s‑yɨ:
MAT.27.22	—¿Te nax kada‑r Jesús, se ka jaꞌan‑n xa kuu‑s Cristu?
MAT.27.22	Ka xiaꞌan‑i ntdaa‑i:
MAT.27.22	—Katakaa dika‑n‑sɨ.
MAT.27.23	Te xiaꞌan‑s:
MAT.27.23	—¿Nakuenda? ¿Na kuechi n‑kida‑s?
MAT.27.23	Xee ka n‑ka kana‑i. Ka xiaꞌan ntuku‑i:
MAT.27.23	—Katakaa dika‑n‑sɨ.
MAT.27.24	Xaxeꞌe xa ña n‑kundee tnuꞌu Pilato xa daxino ini‑s ñayiu xiꞌin xa xee ka n‑ka kana‑i xiꞌin xa n‑ka ndundeꞌe‑i, xijan kuu xa n‑nandaꞌa Pilato nuu‑i. Xiaꞌan ntuku‑s nuu‑i:
MAT.27.24	—Ña tuu na kuechi‑r xa kaꞌni‑n‑sɨ. Kundido kutau koio mee‑n‑sɨ.
MAT.27.24	Xaxeꞌe xijan n‑nandaꞌa‑s.
MAT.27.25	Te ka xiaꞌan‑i ntdaa‑i:
MAT.27.25	—Kundido kutau‑da ntdaa‑da xiꞌin daꞌya dana‑da‑s.
MAT.27.26	Ijan dada n‑dayaa Pilato Barrabás te n‑taꞌu tniu‑s nuu soldado‑s xa na kani koio‑s‑ia chirrión ñɨɨ, te katakaa dika ñaꞌa koio‑s. 
MAT.27.27	Xndeka soldado ka xinokuechi nuu gobernador jan Jesús juaꞌan vetniu te n‑ka nadataka‑s ntdaa soldado yɨndaꞌa‑s nuu nujuiin Jesús. 
MAT.27.28	N‑ka tava‑s daꞌma‑ia te n‑ka dakandixi‑s‑ia ɨɨn capa tndee kueꞌe xndixi se taxnuni. 
MAT.27.29	N‑ka kava niꞌno‑s tnuyɨkɨ te n‑ka kidavaꞌa‑s ɨɨn corona. N‑ka tnaa‑s dɨkɨ‑ia te n‑ka xaꞌnu‑s ndaꞌa kuaꞌa‑ia ɨɨn vara te n‑ka xakundee‑s‑ia. Ka xiaꞌan‑s:
MAT.27.29	—Na najuetnuꞌu‑ro se taxnuni nuu ñayiu Israel.
MAT.27.30	N‑ka tudɨɨ‑s nuu‑ia, te n‑ka tnɨɨ‑s vara neꞌe‑ia, te n‑ka jani‑s dɨkɨ‑ia. 
MAT.27.31	Nu n‑yaꞌa xa n‑ka xakundee‑s‑ia, te n‑ka tava‑s capa niꞌno‑ia te n‑ka dandukutu‑s‑ia daꞌma mee‑ia. Ijan dada xndeka‑s‑ia juaꞌan xa katakaa dika‑s‑ia. 
MAT.27.32	Nu n‑ka kee soldado xiꞌin‑ia xa nkatakaa dika‑s‑ia, te n‑ka xe juntnaꞌa‑s xiꞌin ɨɨn se nani Simón. Se Cirene kuu‑s. N‑ka taꞌu tniu soldado jan xa kadoko‑s curuxi Jesús. 
MAT.27.33	N‑ka xee‑s xiꞌin‑ia nuu nani Gólgota. Gólgota kuu Yɨkɨ Dɨkɨ Ndɨyɨ. 
MAT.27.34	Te n‑ka xiaꞌan‑s‑ia vinu daka kava kɨtɨ. N‑xitotnuni‑ia, ko ña n‑juini‑ia xa koꞌo‑ia. 
MAT.27.35	N‑ka xatakaa dika‑s‑ia te n‑ka dadɨkɨ‑s suerte‑s daꞌma‑ia. 
MAT.27.36	Te n‑ka nukoo‑s ijan xa kundee‑s‑ia. 
MAT.27.37	N‑ka chidotnuni‑s nuu tutu nakuenda n‑ka xatakaa dika ñaꞌa‑s te n‑ka tenee‑s dɨkɨ curuxi‑ia. Duꞌa yodotnuni: “Se yaꞌa kuu Jesús. Taxnuni‑s nuu ñayiu Israel.”
MAT.27.38	Dɨuni n‑ka xatakaa dika‑s uu ñaduꞌu. Ɨɨn‑s diñi kuaꞌa‑ia, te ɨnka‑s diñi datni‑ia.
MAT.27.39	Dava ñayiu n‑ka xee ijan, n‑ka xetuꞌa‑i curuxi‑ia, te n‑ka jan kuiꞌa‑i‑ia. Dɨuni n‑ka dakuiko‑i dɨkɨ‑i xaxeꞌe xa ka xini uꞌu‑i‑ia. 
MAT.27.40	Te ka xiaꞌan‑i nuu‑ia:
MAT.27.40	—Ndoꞌo n‑jaꞌan xa kanu‑n veñuꞌu Jerusalén te nuu uni kɨu nadaxino‑n. Xaxeꞌe xa ɨɨn xa ña yoo ka kuaꞌa kada‑i kuaꞌa kada‑n, dakaku mee‑n vitna. Nux kuu‑n Daꞌya Yɨɨ Ianyuux, tanuu nuu curuxi de.
MAT.27.41	Dɨuni n‑ka xakundee dutu ka taxnuni xiꞌin se ka tuꞌa vaꞌa ley n‑chidotnuni Moisés xiꞌin sexaꞌnu ka taxnuni nuu ñayiu Israel Jesús. Ka xiaꞌan tnaꞌa‑s:
MAT.27.42	—N‑dakaku‑s dava ñayiu, ko ña ndaku‑s xa dakaku‑s mee‑s. Nux kuu‑s se taxnuni nuu roo, ñayiu Israel, na nuu‑s nuu curuxi vitnadii te kukanu ini‑ro‑s. 
MAT.27.43	Na dakaku ñaꞌa Ianyuux chi n‑jaꞌan‑s xa kukanu ini‑s‑ia. Nuxa yo tna ini ñaꞌa‑ia, na dakaku ñaꞌa‑ia vitnadi chi n‑jaꞌan‑s xa kuu‑s Daꞌya Yɨɨ‑ia —kuu‑s, ka xiaꞌan tnaꞌa‑s.
MAT.27.44	Dɨuni n‑ka jan kuiꞌa ñaꞌa ñaduꞌu xtakaa dika diñi‑ia.
MAT.27.45	Nituꞌu ñuñayiu ñatuka ndii nde kaa x‑uu xiꞌin nde kaa uni xañini. 
MAT.27.46	Te hora ijan ni xee xa xee n‑kana Jesús:
MAT.27.46	—Elí, Elí, ¿lema sabactani? —kuu‑ia. (Tnuꞌu yaꞌa kuu: Taa‑ro Ianyuux, Taa‑ro Ianyuux, ¿nakuenda n‑dandoo ñaꞌa‑n?)
MAT.27.47	N‑ka teku dava se xnii yatni xeꞌe curuxi xa n‑jaꞌan‑ia, te n‑ka jaꞌan‑s:
MAT.27.47	—Elías kana‑s.
MAT.27.48	Hora ijan ni n‑kendava ɨɨn se tnaꞌa nuu ñayiu xyuku ijan. N‑xe jeꞌen‑s ɨɨn esponja, te n‑dakee ndita‑s nuu vinagri, te n‑tendijun ndee‑s dɨkɨ ɨɨn vara, te n‑tenee ndee‑s esponja jan yuꞌu‑ia xa tɨꞌu‑ia vinagri jan. 
MAT.27.49	Dava ka‑s, n‑ka jaꞌan:
MAT.27.49	—Daa na koo naꞌi‑s. Na koto‑ro nuu na kixi Elías te dakaku‑s‑sɨ.
MAT.27.50	Xee xa xee n‑kana Jesús ɨnka vuelta te n‑xiꞌí‑ia.
MAT.27.51	Hora ijan n‑ndata dava cortina ndita dava xiti veñuꞌu Jerusalén. Nde dɨkɨ‑i xiꞌin nde xeꞌe‑i n‑ndexio xa n‑ndata. N‑tnaa, te n‑ka taꞌu toto. 
MAT.27.52	N‑ka najaan yau kava nuu xyɨnduxi ñayiu n‑ka xiꞌí, te n‑ka nandoto kueꞌe ñayiu n‑kida Ianyuux xa nduu‑i ñayiu ii. 
MAT.27.53	N‑ka kee‑i yau kava na n‑yaꞌa xa n‑nandoto Jesús, te n‑ka ndɨu‑i Jerusalén, ñuu ii, xa na jini ñayiu ijan xa n‑ka nandoto‑i.
MAT.27.54	Nu n‑ka xini centurión xiꞌin soldado n‑ka xo ndee xiꞌin‑s Jesús xa n‑tnaa, yo vichi n‑ka yuꞌu‑s. Te ka xiaꞌan tnaꞌa‑s:
MAT.27.54	—Xandaa xakuiti xa se yaꞌa kuu Daꞌya Yɨɨ Ianyuux.
MAT.27.55	Kueꞌe ñadɨꞌɨ n‑ka xo ndeꞌa xika xa n‑yaꞌa Jesús. Nde Galilea n‑ka xe kuitandijun ñaꞌa‑ña xa n‑ka chindee ñaꞌa‑ña, te dani xndijun ñaꞌa‑ña n‑ka xee Jerusalén. 
MAT.27.56	Nuu ñá yaꞌa yɨtnaꞌa María Magdalena. Yɨtnaꞌa María dɨꞌɨ Jacobo xiꞌin José. Yɨtnaꞌa dɨꞌɨ daꞌya Zebedeo du.
MAT.27.57	Nu n‑kutuku nuu ñuꞌu, te n‑xee ɨɨn se kuika n‑jandixa Jesús ijan. Se Arimatea kuu‑s. José nani‑s. 
MAT.27.58	Ijan dada n‑xe nundajan‑s Jesús nuu Pilato. Te n‑taꞌu tniu Pilato xa na najuñaꞌa koio soldado‑s‑ia. 
MAT.27.59	Ijan dada n‑xe juneꞌe‑s‑ia te n‑chiduku‑s‑ia ɨɨn daꞌma lino io ndoo. 
MAT.27.60	Te n‑xajan niꞌni‑s‑ia ɨɨn xiti yau kava dijan n‑ka kaan se ka xinokuechi nuu‑s xa kava ndɨyɨ. N‑xadɨ‑s yau kava jan ɨɨn yuú tkute kaꞌnu n‑datuu‑s, te juan nuꞌu‑s. 
MAT.27.61	Yatni nuu kaa niꞌni yɨkɨ kuñu‑ia n‑ka xo nukoo María Magdalena xiꞌin ɨnka María.
MAT.27.62	Kɨu kuu uu juaꞌan koio dutu ka taxnuni nuu ñayiu Israel xiꞌin se fariseu nuu Pilato. Kɨu ka xko kida ñayiu Israel ntdandituꞌu tniu‑i xa na ndetatu koio‑i ɨnka kɨu kuu. 
MAT.27.63	Ka xiaꞌan‑s nuu‑s:
MAT.27.63	—Dito, ntdaa‑da ka xini xa n‑jaꞌan se n‑dandaꞌu ñayiu jan: “Nuu uni kɨu nandoto‑r”, kuu‑s, n‑jaꞌan‑s na n‑xo ndito‑s. 
MAT.27.64	Xaxeꞌe xa daa n‑jaꞌan‑s taꞌu tniu‑n xa yo vaꞌa na nkondiꞌu yau kava nuu kaa‑s. Vaꞌa na kundiꞌu uni kɨu na ñaꞌa jɨꞌɨn koio se n‑dakuaꞌa‑s te duꞌu‑s yɨkɨ kuñu‑s te jaꞌan koio‑s nuu ñayiu xa n‑nandoto‑s. Nux daa na kada koio‑s, naka kueꞌe ka nayiu dandaꞌu‑s dada xa kiꞌna —kuu‑s, ka xiaꞌan‑s nuu Pilato.
MAT.27.65	Te xiaꞌan Pilato nuu‑s:
MAT.27.65	—Kandeka koio soldado juaꞌan xa na kundee‑s yau kava jan, te vaꞌa kadɨ koio mee‑n.
MAT.27.66	Te juaꞌan koio‑s xiꞌin soldado Pilato yau kava jan, te yo vaꞌa n‑ka xadɨ‑s. N‑ka tenee‑s sellu nuu yuú ndiꞌu nuu kaa‑ia, te n‑ka taxndee‑s soldado jan.
MAT.28.1	Kɨu kixeꞌe semana ntanene ka juaꞌan María Magdalena xiꞌin ɨnka María xa koto koio‑ña yau kava nuu n‑kaa‑ia. 
MAT.28.2	Danaa ndeꞌe n‑tnaa. N‑juun ɨɨn ángel, ia xinokuechi nuu Ianyuux, nde andɨu. N‑xetuꞌa‑ia yau kava jan te n‑dita‑ia yuú tkute ndiꞌu yau kava jan, te n‑nukoo‑ia nuu yuú jan. 
MAT.28.3	Kaa‑ia na kaa taxa hora kee. Kuixi daꞌma niꞌno‑ia na kuixi yuꞌa juun. 
MAT.28.4	N‑ka yuꞌu soldado xndee yau kava jan. N‑ka nɨꞌɨ‑s te n‑ka kuyutnu‑s na kuyutnu ndɨyɨ. 
MAT.28.5	N‑jaꞌan ángel, ia xinokuechi nuu Ianyuux, nuu ñá xnii ijan:
MAT.28.5	—Maxku yuꞌu koio‑n. Xa naꞌa‑r xa Jesús, Ia n‑xitakaa dika ka nanduku‑n. 
MAT.28.6	Ñayo ka‑ia. ¿Ñatu xnaꞌa‑n xa n‑jaꞌan‑ia xa nandoto‑ia u? Juan ndeꞌa nuu n‑kaa niꞌni‑ia. 
MAT.28.7	Juan juña tnuꞌu koio se n‑dakuaꞌa‑ia xa n‑nandoto‑ia, te ñadu xa ku kukuee koio‑n. Kiꞌna ka‑ia nuꞌu Galilea; ijan dada nuꞌu koio‑n ijan, te kundeꞌa‑n‑ia. Xaꞌa kuu xa kachi tnuꞌu ñaꞌa‑r —kuu ángel, ia xinokuechi nuu Ianyuux, xiaꞌan‑ia.
MAT.28.8	Ñatu n‑ka kukuee‑ña xa n‑ka ndee‑ña yau kava jan chi hora ijan ni n‑ka ndee‑ña. N‑ka yuꞌu‑ña te dɨuni n‑ka kudɨ ini‑ña. N‑ka kendava‑ña. Juan nuꞌu koio‑ña xa kachi tnuꞌu ñaꞌa‑ña ntdaa daña, se n‑dakuaꞌa ñaꞌa Jesús. 
MAT.28.9	Nɨni juan nuꞌu koio‑ña, n‑ka nanitnaꞌa‑ña xiꞌin Jesús. Xiaꞌan‑ia nuu‑ña:
MAT.28.9	—Vaꞌa nga taꞌu kuu‑n.
MAT.28.9	N‑ka xetuꞌa‑ña‑ia te n‑ka xe juiin xiti‑ña nuu‑ia. N‑ka nundee‑ña xeꞌe‑ia te n‑ka nakuetu‑ña nuu‑ia. 
MAT.28.10	Xiaꞌan‑ia nuu‑ña:
MAT.28.10	—Maxku yuꞌu koio‑n. Juan juñaꞌa‑n ñayiu n‑dakuaꞌa‑r xa na nuꞌu koio‑i Galilea. Te ijan nanitnaꞌa‑r xiꞌin‑i.
MAT.28.11	Juan nuꞌu koio‑ña te dɨuni juan nuꞌu dava soldado n‑ka xo ndee yau kava nuu n‑kaa yɨkɨ kuñu‑ia Jerusalén xa juña tnuꞌu‑s dutu ka taxnuni ntdaa xa n‑yaꞌa. 
MAT.28.12	N‑ka kida ɨnuu dutu jan xiꞌin sexaꞌnu ka taxnuni nuu ñayiu Israel xa juñaꞌa koio‑s kueꞌe tvini soldado jan. 
MAT.28.13	Ka xiaꞌan‑s nuu soldado jan:
MAT.28.13	—Jaꞌan koio‑n nuu ñayiu xa nɨni ka kidi‑n n‑ka xeꞌen se n‑dakuaꞌa ñaꞌa Jesús xakuaa ijan, te n‑ka duꞌu‑s yɨkɨ kuñu‑s. 
MAT.28.14	Te nux na teku gobernador, juñaꞌa koio‑r nuu‑s xa maxku ñaꞌa kada ñaꞌa‑s te jandixa‑s xa jaꞌan koio‑r nuu‑s —kuu‑s, ka xiaꞌan‑s nuu soldado jan.
MAT.28.15	N‑ka tnɨɨ‑s tvini te n‑ka kida‑s na n‑ka taꞌu tniu‑s nuu‑s. Te nituꞌu nación Israel n‑ka teku ñayiu xijan. Nde vitna duꞌa ka najani ñayiu.
MAT.28.16	Ijan dada juan nuꞌu nɨn uxi ɨɨn daña, se n‑dakuaꞌa ñaꞌa Jesús Galilea. Nu n‑ka naxee‑da ijan, te juaꞌan koio‑da ɨɨn yuku nuu n‑taꞌu tniu‑ia xa jɨꞌɨn koio‑da. 
MAT.28.17	Nu n‑ka xini‑da Jesús ijan, te n‑ka xe juiin xiti‑da nuu‑ia. N‑ka nakuetu‑da nuu‑ia, ko n‑ka xe tnɨɨ anu dava ñayiu chi n‑ka xani ini‑i xa ña dɨu‑ia. 
MAT.28.18	N‑xetuꞌa ñaꞌa Jesús te n‑jaꞌan‑ia nuu‑da:
MAT.28.18	—N‑kida Ianyuux xa taxnuni‑r andɨu xiꞌin ñuñayiu ná taxnuni mee‑ia. 
MAT.28.19	Juaꞌan koio te kada‑n xa na kukanu ini ñaꞌa ñayiu ntdantuꞌu ñuu ñuñayiu ruꞌu. Dajuendute koio‑n ñayiu kukanu ini koio Taa‑ro Ianyuux, Daꞌya Yɨɨ‑ia xiꞌin Espíritu‑ia. 
MAT.28.20	Juñaꞌa koio‑n nuu‑i xa na jandixa koio‑i ntdaa xa n‑taꞌu tniu‑r. Jun ini koio‑n xa kunduu‑ro ndɨkɨu ndɨñuu, te dani kunduu naꞌi‑ro nde kɨu na naa ñuñayiu —kuu‑ia, n‑jaꞌan‑ia nuu‑da ntdaa‑da.
MRK.1.1	Duꞌa kixeꞌe tnuꞌu vaꞌa Jesucristu. Daꞌya Yɨɨ Ianyuux kuu‑ia.
MRK.1.2	Xá n‑kuu kueꞌe kuia n‑xo tuu ɨɨn se nani Isaías. N‑xian tnuꞌu‑s tnuꞌu Ianyuux nuu ñayiu. N‑chidotnuni‑s nax n‑jaꞌan Ianyuux nuu Daꞌya‑ia:
MRK.1.2	Tundaꞌa‑r ɨɨn seyɨɨ na juindodo nuu ka‑s nuu‑n jɨꞌɨn.
MRK.1.2	Kada‑s xa koo tuꞌa koio ñayiu hora na jɨꞌɨn mee‑n.
MRK.1.3	Kutuu‑s ɨɨn yuku te kana xee‑s ñayiu:
MRK.1.3	“Koo tuꞌa koio‑n, chi vaxi Ia kuu Xtoꞌo‑n.
MRK.1.3	Kada koio ichi ndaa nuu‑ia.”
MRK.1.3	Duꞌa n‑chidotnuni Isaías xá n‑kuu kueꞌe kuia. 
MRK.1.4	Te duꞌa n‑kuu. Yuku n‑xee se nani Sua Bautista. N‑dajuendute‑s ñayiu. N‑ka natu ini ñayiu kuechi‑i te n‑dajuendute‑s‑yɨ. N‑jaꞌan‑s xa dajuendute‑s ñayiu natu ini kuechi‑i te taxkanu ini Ianyuux kuechi‑i. 
MRK.1.5	N‑ka xee ntdaa ñayiu lado Judea, ntdaa ñayiu ñuu nani Jerusalén. N‑ka naꞌma‑i kuechi‑i nuu Ianyuux, te n‑dajuendute ñaꞌa Sua nuu ndute deꞌva nani Jordán.
MRK.1.6	N‑xiꞌna Sua daꞌma n‑kuaꞌa idi kɨtɨ nani camello, te n‑xo duku xiti‑s cinturón ñɨɨ. Xa n‑xaxi‑s kuu tɨka langosta xiꞌin ndudi ñuñu yuku. 
MRK.1.7	N‑jaꞌan‑s nuu ñayiu:
MRK.1.7	—Xaku nga kɨu te kixee ɨɨn se taxnuni ka dada mee‑r. Nde xa kuu‑r muxu‑s ma kuaꞌa‑r. Ni xa nandaxi‑r correa ndixa‑s ma kuaꞌa‑r. 
MRK.1.8	Nuu ndute n‑dajuendute ñaꞌa mee‑r mee‑n, ko xiꞌin Espíritu Ii dajuendute ñaꞌa mee‑s mee‑n.
MRK.1.9	Kɨu ijan n‑kee Jesús ñuu nani Nazaret lado Galilea, te n‑xee‑ia deꞌva Jordán. Ijan n‑dajuendute Sua Jesús. 
MRK.1.10	Na nane Jesús nuu ndute, n‑xini‑ia xa nune andɨu, te vax juun Espíritu Ii. Ná kaa data vax juun, da n‑kaa Espíritu Ii vax juun nuu Jesús. 
MRK.1.11	Nde andɨu n‑jaꞌan ɨɨn tnuꞌu:
MRK.1.11	—Ndoꞌo kuu Daꞌya Mani‑r. Yo kuvete‑r xaxeꞌe‑n.
MRK.1.12	Te nuniꞌno ni n‑tundaꞌa Espíritu Ii Jesús juaꞌan‑ia nde nuu ñayo ñayiu io. 
MRK.1.13	Nuu ñayo ñayiu io n‑xo tuu‑ia uu diko kɨu. Te n‑kixee Satanás ijan. Kuiꞌna kuu‑i. N‑juini‑i xa kadajuexa‑i Jesús xa kada‑ia xa juini mee‑i, ko ña n‑kida Jesús ni ɨɨn. Ijan n‑xo tuu Jesús xiꞌin kɨtlavichi io yuku. Te n‑ka xee ángel, ia xinokuechi nuu Ianyuux, xa chindee ñaꞌa‑ia.
MRK.1.14	Kɨu ijan n‑ka chindiꞌu‑s Sua Bautista vekaa. Te n‑xee Jesús Galilea. Ijan n‑xian tnuꞌu‑ia tnuꞌu vaꞌa Ianyuux nuu ñayiu. 
MRK.1.15	N‑jaꞌan‑ia:
MRK.1.15	—Vitna vaꞌa tiempo xá n‑kuyatni ñaꞌa Ianyuux mee‑n. Kundeꞌa koio‑n xa taxnuni‑ia ñuñayiu. Natu ini koio kuechi‑n te jandixa koio tnuꞌu vaꞌa.
MRK.1.16	Ɨɨn kɨu n‑xika Jesús yundute kaꞌnu. Ndute jan nani Mar Galilea. N‑xini‑ia Simón xiꞌin ñani‑s Ndrixi. Ka dakeé‑s ñunu nuu ndute, chi se ka tava chaka ka kuu‑s. 
MRK.1.17	N‑jaꞌan Jesús:
MRK.1.17	—Kunduu koio xiꞌin mee‑r. Nani n‑ka dataka‑n chaka, dani dataka‑n ñayiu, xa kunduu koio‑i xiꞌin mee‑r.
MRK.1.18	Nuniꞌno ni n‑ka dandoo‑s ñunu‑s, te juaꞌan koio‑s xiꞌin‑ia.
MRK.1.19	Ijan n‑xini‑ia Jacobo. Daꞌya Zebedeo kuu‑s. N‑xini‑ia Jacobo xiꞌin ñani‑s Sua. Xiti barcu‑s nukoo‑s, ka ndadavaꞌa‑s ñunu‑s. 
MRK.1.20	N‑jaꞌan‑ia‑s, te juaꞌan koio‑s xiꞌin‑ia. Xiti barcu n‑ka dandoo‑s taa‑s Zebedeo xiꞌin se ka xinokuechi nuu‑s.
MRK.1.21	N‑ka xee‑s xiꞌin‑ia ñuu nani Capernaum. Kɨu ndetatu ñayiu Israel, kɨu ijan, n‑kɨu Jesús veñuꞌu luchi. Ijan n‑dakuaꞌa‑ia ñayiu. 
MRK.1.22	N‑ka teku‑i nax jaꞌan‑ia, te n‑ka yuꞌu‑i, chi xiꞌin xa taxnuni‑ia dakuaꞌa‑ia‑i. Ñatu dakuaꞌa‑ia‑i ná dakuaꞌa ñaꞌa se tuꞌa vaꞌa tnuꞌu n‑chidotnuni Moisés. 
MRK.1.23	Veñuꞌu luchi ijan n‑xee ɨɨn seyɨɨ ñuꞌu tachi uꞌu anu‑s. N‑kana xee‑s:
MRK.1.24	—Jesús, se ñuu Nazaret, ¿nax juini‑n yaꞌa? ¿Vaxi‑n, vax ki danaa ñaꞌa‑n a? Xini ñaꞌa mee‑r jundu kuu‑n. Ia Ii Ianyuux kuu‑n.
MRK.1.25	N‑kudeen Jesús nuu tachi uꞌu jan:
MRK.1.25	—¡Kadɨ yuꞌu‑n! ¡Ta kee anu‑s!
MRK.1.26	N‑kida‑i xa n‑xiyɨꞌɨ ka‑s. Ndeꞌe n‑kana xee‑i, te n‑kee‑i anu‑s. 
MRK.1.27	Te n‑ka yuꞌu ntdaa ñayiu xyuku ijan. N‑jaꞌan ɨɨn‑i nuu ɨnka‑i:
MRK.1.27	—¿Nax kuu xaꞌa? Ɨɨn xa xee dakuaꞌa ñaꞌa‑s. ¡Taꞌu tniu‑s nuu tachi uꞌu, te jandixa ñaꞌa‑i!
MRK.1.28	Te yachi n‑ka datekutnuꞌu tnaꞌa ñayiu nituꞌu lado Galilea ntdaa xa n‑kida Jesús.
MRK.1.29	Na n‑kee Jesús veñuꞌu luchi, juaꞌan‑ia veꞌe Simón xiꞌin Ndrixi. N‑ka kɨu‑s, ntdaa‑s xiꞌin‑ia. Simón xiꞌin Ndrixi xiꞌin Jacobo xiꞌin Sua. 
MRK.1.30	Te kuꞌu didido Simón. Kaa‑ña. Kaꞌni tnaꞌa‑ña. N‑ka jaꞌan ñayiu nuu Jesús xa kuꞌu‑ña. 
MRK.1.31	N‑kɨu‑ia nuu kaa‑ña. N‑tnɨɨ‑ia ndaꞌa‑ña te n‑ndoneꞌe ñaꞌa‑ia. Hora ijan ni n‑ndiko ñaꞌa kaꞌni, te mee‑ña n‑xiaꞌan xa kax koio‑s.
MRK.1.32	Xañini ijan ni, na juan keé ngandii, te xndeka ñayiu ñayiu kuꞌu juaꞌan nuu tuu Jesús. Ntdaa ñayiu kuꞌu xiꞌin ntdaa ñayiu ñuꞌu tachi uꞌu anu‑i, xndeka‑i‑yɨ juaꞌan nuu tuu Jesús. 
MRK.1.33	Ntdaa ñayiu Capernaum n‑ka taka veꞌe ijan. 
MRK.1.34	N‑ndadavaꞌa‑ia kueꞌe ñayiu kuꞌu. Kueꞌe nuu kueꞌe ka kuꞌu ñayiu. N‑kineꞌe‑ia kueꞌe tachi uꞌu anu‑i. Ña n‑xejoon‑ia xa jaꞌan tachi uꞌu, chi kutnuni ini‑i jundu kuu‑ia.
MRK.1.35	Neꞌe datne, na ta kukanda vaꞌa ka, te n‑ndokoo Jesús. N‑kee‑ia ñuu jan, te juaꞌan‑ia nuu ñayo ñayiu io. Ijan n‑xeꞌen‑ia n‑xijan taꞌu‑ia. 
MRK.1.36	Simón xiꞌin ɨnka se kunduu xiꞌin‑s n‑ka xe nunduku‑s Jesús. 
MRK.1.37	Na n‑ka naniꞌi‑s‑ia, n‑jaꞌan‑s:
MRK.1.37	—Ka nanduku ñaꞌa ntdaa ñayiu mee‑n.
MRK.1.38	N‑xiaꞌan‑ia:
MRK.1.38	—Na jɨꞌɨn‑ro. Jɨꞌɨn‑ro ntdaa ñuu do yaꞌa, na dakuaꞌa‑r ñayiu ijan tuku. Chi xaxeꞌe xijan vaa‑r.
MRK.1.39	Duꞌa n‑kuu. N‑dakuaꞌa‑ia ntdaa ñayiu veñuꞌu kuechi nituꞌu lado Galilea. Te n‑kineꞌe‑ia tachi uꞌu anu ñayiu.
MRK.1.40	Ɨɨn kɨu n‑xee ɨɨn se teꞌyu ñɨɨ‑s nuu tuu Jesús. N‑xijan‑s xamani nuu‑ia. N‑xe juiin xiti‑s nuu‑ia, te n‑jaꞌan‑s:
