LUK.1.1	O danah naŕi Tiofilus, danah kuŕum la os ag tatam keŕ keŕ ig gamnigwa beko atan qeri né ene yeg. 
LUK.19.21	Na danah gagŕan ole. Keŕ os na pi kehna qe na funa, am danah la os keke mési qe ole na ona. Qeri da na faŕirko qere sein.’ 
LUK.19.22	King nusig qe koŕewa oko anoran, ‘Na kekuak nir nou am né nasip dimlamdak ge séwi noh urip. Na duen ge da danah gagŕal ole am danah la os keke mési qe da wina am danah la kéhsi qe ole da fuina. 
LUK.19.23	Na keŕdi qarég dasil buliko uŕiko qaŕewa noh la ole olem, gam na qarég lougwa pi men?’ eko anan. 
LUK.19.24	Anko ge, danah aseksi deg qe dilag anan, ‘Qarég nusig kaŕdeksi danah qarég gol mina 10 la qaŕewa sew ban ole qe mores.’ 
LUK.19.25	‘King naŕi, nug qarég gol mina 10 ge iŕil wé,’ éksi aneg. 
LUK.19.26	Anweg anaran, ‘Da anarina, oun os keŕ os pesorko gumdig ge, fou la ole urig. Gam oun os keŕ nagur ole am nouni gumdig ge, da nug qe kaŕurdil. 
LUK.19.27	Gam kegeŕ dasil da king asilag diakri mineg ole qe diareksi duksi da nolwa aqares,’ ” eko Yesus anaran.
LUK.19.28	Yesus qere anko ge, Yerusalem attigri anuqko atan. 
LUK.19.29	Yesus kaw aŕit Betfage am Betani ole Oliw qouku éksi ansi qe sékuwa dasa qe mouratak wanan. Wanko ge, békuŕ aŕit meŕ atew anqeksa ateppes anatan. 
LUK.19.30	“A kaw uniwa ateksa waneksa ge, donki os fou kena mak ounté os pi teko weiyan ole qe qagak dewew pelas. Peksa ge, kusqeksa oksa uŕiyes. 
LUK.19.31	Oun os a keŕdi donki kusuqsa eko koŕmew ge anores. ‘Naŕinah kekuak murdigri kusuqŕu,’ eksa anores,” eko anan. 
LUK.19.32	Békuŕ aŕit qe ateksa ge nug anan qe sillah ole pes. 
LUK.19.33	A donki fou kena mak qe kusqeppes donki memeg koŕmateg. “A keŕdi donki kusuqsa?” éksi aneg. 
LUK.19.34	A koŕmak noh meksa anes. “Naŕinah kekuak murdigri,” eksa anares. 
LUK.19.35	Géri donki oksa Yesus dowa uŕiyeksa ge, siot asilas qaŕewari qe uŕeksa donki qaŕewa duqessa, Yesus eweg oŕawes teko donki karan dian. 
LUK.19.36	Yesus donkiwa atewew, danahas siot asilag qaŕewari uŕeksi ihwa duqareppeg nug qaŕewa atan. 
LUK.19.37	Sén nug Oliw qouku minko nuakri ih qewa dowew ge, nug bégur dimlamdeg qe kunum ole olag gamag asakwa diguméksi qaleksi Tiwur binag sumeg. Keŕdi ag Yesus mirakel sew piareg. 
LUK.19.38	“King Tiwur Naŕinah wénihwa uŕiye ge nug wittak more. Saw kappa Tiwur ole maror nirig am Tiwur karannah nug binag karan sumnig.” 
LUK.19.39	Am Farisi la os danah ameg naŕi qe owa deg qe Yesusri aneg, “Duak marak danah, na begpar gaŕa marwe mines,” éksi aneg. 
LUK.19.40	Yesus noh meko anaran, “Da anarina. Danah ene torweg ge, qar koŕlag koptew uŕwessi binag sumlag,” eko anan.
LUK.19.41	Sén Yesus atko unaka wanko Yerusalem taun naŕi qe peko ge, o dow kuanelle anan. 
LUK.19.42	“Yerusalem danahas, ag olag duaknah! Ag Tiwurdi maror owa kena diakri qe dollewri kenanah. Gam ag amlag gaŕwé dasi. 
LUK.19.43	Sén qe uŕiyew ge, kegeŕ asilag fanlag uŕiyeksi kaŕ asilag taliloreksi wan qagulweg tew, o mareksi dalag. 
LUK.19.44	Am taun asilag logŕeksi ag aqeksi keke kunum ole seweg nou mérig. Am qar usih os minweg lia qaŕewa ospi dew. Keŕdi ag sén Tiwur agrowa uŕiyan ge, peksi olag pi mouran,” elle kuanan.
LUK.19.45	Yesus Yerusalem noko Tiwur Lougri kaŕ owa atko qewa danah keke irardi méksi deppeg nug piarko ge digumeko lamaran. 
LUK.19.46	Nug ere anelle lamaran, “Tiwurdi Né yak ere ane, ‘Da loul ge unuqorakri lo.’ Gam ag seweg yawsen danah dilag lariak awen sillah beko se,” eko anan. 
LUK.19.47	Nug sansan Tiwur Lougri kaŕ owa danahas doulag patté. Gam pris dilag anqak danah, Mosesri Ŕo duak danah am Yuda dilag kuri danah ole ag Yesus qeweg mousdigri ih mariréw. 
LUK.19.48	Gam ag ih ospi peg, keŕdi danahas kunum né nusig dolagri seréw.
LUK.20.1	Deŕ os Yesus Tiwur Lougri kaŕ owa danahas duak marelle am Né Kena kuswewew, pris dilag anqak danah, Mosesri Ŕo duak danah am Yuda dilag kuri danah ole duksi anoreg. 
LUK.20.2	“Na anwe ig duet. Na kuakri wittak arwari oka Tiwur Lougwa kuak ene sena? Na oun kuakri wittak qe mirew sena?” 
LUK.20.3	Nug koŕlagwa oko anan, “Da ole ag koŕmardil. 
LUK.20.4	Ag anweg due, Yon le luaran ge kuakri wittak Tiwur dowari te, kawa danah dowari te oko san?” 
LUK.20.5	Ag agégé marieksi aneg, “Saw kappari ektu annig ge nug koŕmigdig. ‘Ag keŕdi nusig kuak qeri olag meŕe pi man?’ 
LUK.20.6	Am ig Yonri kuakri wittak danah agopri éktu annig ge danahas uni kunum qar uksi kuiglag, keŕdi ag olag meŕe me ge Yon ge Tiwurdi profet.” 
LUK.20.7	Géri ag Yesusri aneg, “Arewari té ge ig pi dotu.” 
LUK.20.8	Qeri Yesus anan, “Da ole oun kuakri wittak miréw kekuina ge ospi anwi doweg,” eko anan.
LUK.20.9	Am Yesus né tonak ene danahas amlagwa anan. “Sén danah os wain dar naŕi kehko am nug danah os wain dar nusig gumeksi morlagri mine marelle ge, nug atu una oswa atko wagam darigri atan. 
LUK.20.10	Wain mou wegak sénwa nug sew kekuak nir nusig os wain dar gumak danah qe agop wain mou os morlagri atan. Gam wain dar gumak danah qe mouŕweksi anweg eweg sam buliko atan. 
LUK.20.11	Nug kekuak nir la anew atan, gam qe ole mouŕweksi nouni sorweg eweg sam am buliko atan. 
LUK.20.12	Wain dar memeg kiam patak kekuak nir os mew atew ge, mouŕweksi karag moreksi keigorweg dar dimdim atan. 
LUK.20.13	Géri wain dar memeg anan. ‘Da aregnah séril? Da nir dasil ol mouse ole qe attig ge, né nusig dueksi dimlamurlag té,’ elle anew wain dar gumak danah qe agop atan. 
LUK.20.14	Gam sén wain dar gumak danah dar memeg nag qe peksi ge, ag agégé né qageksi aneg. ‘Danah ene wain dar memeg mérig. Doweg qéhut mousew dar qe isanig darig,’ éksi aneg. 
LUK.20.15	Géri keigoreksi beŕweksi dar dimdim ateksi qeweg mousan. Qeri wain dar memeg ge aregnah sardig? 
LUK.20.16	Nug uŕiko wain dar gumak danah qe sew aqarweg mousweg am dar oko danah la gumlagri mardig,” eko anan. Sén danahas né tonak qe dueksi ge aneg, “Qere aw bew.” 
LUK.20.17	Yesus kittarko delle koŕman, “Qere ge Né yak ene digu areg? ‘Lo fuak danah wandor mineksi geŕdeg ole qe lo memeg wandor qe oko gamagwa lagew delle lo mawe.’ 
LUK.20.18	Danah wandor qe qaŕewa tolalag ole ge, kunum ole kaduŕlag. Am wandor qe oun os qaŕewa tolarig ge, maduŕew nounu nérig. Qe sillah, oun os nug da dimiŕdig ge nug paral mérig,” eko anan. 
LUK.20.19	Mosesri Ŕo duak danah am pris dilag anqak danah ole ag dueg ge, né tonak qe asilag nou qe uŕameko marian. Géri sén qewa ih ag ih os peksi oŕalagri seg, gam ag danahas dilag faŕeg.
LUK.20.20	Mosesri Ŕo duak danah am pris dilag anqak danah ole ag Yesus kaŕéordéw. Géri ag danah os darmak danah anweg danah mangu sillah ateksi yawsen amneksi Yesus pelag ateg. Ag nug keŕ os nouni anew qewa oŕweksi wan atu dilag kuri danah kuakri wittak morak am gagragsak ole qe ewegwa melagri ateg. 
LUK.20.21	Géri yawsen amnak danah qe Yesus koŕmoreg. “Duak marak danah, ig dotu ge na né mangu ih marina, ismigna am na danah kunum nouni ospi sarna. Am na né meŕe Tiwur danahas areg dalagri o nie qe ismarna. 
LUK.20.22	Na an, ig sétu sillah Sisari takis touŕnig kena te, kawa te?” 
LUK.20.23	Yesus darmak dahmak asilag qe doko anaran. 
LUK.20.24	“Qarég silwa os seweg pewi. Oun dorogrog am wénih ole qewa de?” eko koŕmaran. 
LUK.20.25	Ag koŕewa uksi aneg. “Sisa dorogrog am wénih ole.” Nug anaran, “Aria! Sisari ge Sisa mores, am Tiwurdi ge Tiwur mores,” eko anan. 
LUK.20.26	Ag Yesus né nouni os anew dolagri dahmeg, gam sén nug danahas ole dessi nug né nouni usih ospi anew dueg. Ag nug né noh man, qeri dorlag new ole toreksi deg.
LUK.20.27	Sadusi
LUK.20.28	“Duak marak danah, Moses Ŕo isanig yan ge danah os mousko as nir kawa mundew ge, kamag as qe oko awagri nir os memandig. 
LUK.20.29	Sén os awag kamag 7 qere daréw, géri awlag digam as os wan, gam as qe nir kawa dewew gému qe mousan. 
LUK.20.30	Mousew am dimugwari qe wan, am qe ole as nir kawa dewew mousan. 
LUK.20.31	Qe sillah kiam patak am atko 7 patak qe kunum ole as qe og, gam nir kawa dewew mouseg. 
LUK.20.32	Qe dimba as qe ole mousan. 
LUK.20.33	Am buliko sirak sénwa as qe awag kamag 7 qe kunum og, géri as qe oun waw darig?” éksi koŕmoreg. 
LUK.20.34	Yesus né qe noh meko anan, “Danahas wan ewa dasi ag nug usi. 
LUK.20.35	Gam Tiwur sew danahas mousak sireksi foumak olag ole qe nug wak ospi niew. 
LUK.20.36	Ag saw doup sillah dalag, géri ag ospi mousweg. Ag Tiwurdi nir dalag, keŕdi ag Tiwur sew sireksi foumak olag. 
LUK.20.37	Am Moses ole ker nagur os aŕakri né yakwa ismige ge, mousak bulieksi sirlag. Qeri nug Naŕinah Tiwurdi ere anan, ‘Abrahamri Tiwur, Aisakri Tiwur am Yakopri Tiwur ole,’ eko anan. 
LUK.20.38	Géri ig Mosesri né qewa dotu ge Abraham, Aisak am Yakop ge Tiwur ole fou dasi. Keŕdi mousak danah Tiwur binag pi mési, gam danah fou dasi qe Tiwur binag mési. Keŕdi nug nohwa danahas nusgur ge kunum fou dasi,” eko anan. 
LUK.20.39	Mosesri Ŕo duak danah os Yesusri aneg, “Duak marak danah, na né noh mangu anam.” 
LUK.20.40	Qeri ounté koŕmak fou la ole ospi san.
LUK.20.41	Am Yesus kuri danah qe koŕmaran, “Aregri ere ansi Kristus
LUK.20.42	King Dewitri Kasi Yakwa ere ane, ‘Naŕinah Tiwur, Naŕinah dasil Kristusri anan: Na ewel kenariwa deppe, 
LUK.20.43	da kegeŕ nasip taparko séwi nuksi na kallonwa dalag,’ eko ane. 
LUK.20.44	Dewit nug ‘Naŕinah,’ eko anore, gam areg nug Dewit fuŕuh darig?” eko koŕmaran.
LUK.20.45	Danahas kunum dueppeg Yesus bégur dilag anan. 
LUK.20.46	“Ag Mosesri Ŕo duak danah dilag dahmes. Ag feŕlag bala welah kena méksi maket awenwa weiyeppeg danahas piareksi felqarlagri sési. Am Yuda dilag binag mak lowa danah wenlag ole dasiwa dalagri sési. Am mallen sénwa danah wenlag ole dilag diak awenwa dalagri sési. 
LUK.20.47	Ag as qehŕas dilag keke kunum darmak ihwa memeg mési am qe tonlagri dessi unuqorak welah welah sési. Danah qere ge sak nou noh asilag qe nouninah mardig,” eko anan.
LUK.21.1	Yesus Tiwur Lougwa delle danah kehlag ole Tiwurdi ofa mak awenwa qarég meppeg piaran. 
LUK.21.2	Am nug as qehŕas os o duak ole qarég 10 toia aŕit ih ole mewew pian. 
LUK.21.3	Peko ge nug anan. “Da meŕenah anarina. As qehŕas uni o duak, gam nug qarég ofa mé ge, danahas uni kunum eŕarak naŕi mé. 
LUK.21.4	Danahas la kunum ge qarég asilag naŕi dewew am qarég siŕin ge méw, gam as uni ge o duak as gam nug keŕ os oko lellori sillah ge qarég qe kunum ole mé,” eko anaran.
LUK.21.5	Sén qewa nug bégur os aneg. “Tiwur Loug ene qar kena kenawa fueg am Tiwurdi ofa meg qewa bala moreksi koutoreg,” éksi aneg. Gam Yesus anan. 
LUK.21.6	“Sén os uŕiyew ge, keke kunum pesi qe qiko neko kadduŕdig am qar usih os lia qaŕewa ospi dewew peweg,” eko anan.
LUK.21.7	Ag koŕmoreg, “Duak marak danah, na anam keke qe ganehnah bérig? Ig keŕnah pektu am donig ge qe bérigri sén unaka de?” 
LUK.21.8	Yesus anan, “Geisah ag darmarwegra, dahméksi koutores. Geisah danah kuŕum da wénilwa béksi ‘Da Kristus,’ am ‘Geiri kuagŕak sén uŕiko malwé,’ éksi anlag. Gam danah qe aw dimlamarweg. 
LUK.21.9	Sén ag wan atu oswa fan neihwah am karak neihwah dueksi ge, ag aw faŕweg. Keke qe tatam belag, gam malwakri sén qe ofeŕ ospi bew.” 
LUK.21.10	Yesus buliko anaran, “Wan atu os asweg wan atu la ole fan selag am king os asew king la ole fan selas. 
LUK.21.11	Mim naŕi atu kuŕumba nérig am atu kuŕum laké naŕi niewew kousarlag am waŕe nouni ole belag. Am saw karan faŕakri keke am kowol wagé wagé ole béksi atlag. 
LUK.21.12	Gam keke qe kunum pi bak dewew, ag da dimlamiŕlag qeri oŕwareksi beŕwareksi Yuda dilag binag mak lo owa nolag am gurak maressi nouni saressi kalabuswa yanarlag. Am ag dieksi king am wan atu dilag kuri danah agop ole wanlag. 
LUK.21.13	Sén qewa ag dasil olag meŕe me qe ag anarlagri sén darig. 
LUK.21.14	Qeri ag olag meŕe mak gagrag diar. Ag keŕ éksi anarlagri tatam aw dahmeweg. 
LUK.21.15	Da ag kegeŕ asilgar dilag né noh melagri né am dahmak kena ole mardil. Qeri ag kegeŕ asilgar né asilag ospi qeweg new am ospi kotaŕweg. 
LUK.21.16	Sén qewa ag da dimlamiŕlag, qeri ag memelgar anilgar am awalgar kamalgar am leilgar ole kegeŕ marlag. Am geisah ag la os ge aqarweg mouslag. 
LUK.21.17	Ag da dimlamiŕlag, qeri danahas kuŕum asilag olag nou mew kegeŕ marlag. 
LUK.21.18	Gam ag kurlag uŕug usihnah ospi lariewra, qeri ag aw faŕweg. 
LUK.21.19	Ag da dahuhul dalag ge, ag foumak sansan diakri olag.”
LUK.21.20	“Sén ag fan danah uŕiyeksi Yerusalem o morweg peksi ge, ag dolag ge wagam kawa nug logaŕlag. 
LUK.21.21	Sén qewa danahas Yuda dalag ge, kum oleksi qoukuwa ates. Am danahas taun qewa dalag ge, taun qe mineksi kum ates. Am areg os taun dimdim dalag ge, aw bulieksi owa noweg. 
LUK.21.22	Keŕdi sén qe Tiwur Yerusalem danahas kug asilag qe noh mardig am Tiwurdi Né yakwa nie qe kunum ole mou bérig. 
LUK.21.23	Sén qewa ge, as olag ole am nir yu ole ge kug naŕinah pelag, keŕdi ag kum atakri olele kawa. Keŕdi kug narinah atu qewa bérig am Tiwurdi uhŕibak danahas qewari dilag qe noh meko mardig. 
LUK.21.24	Danahas os ge fan barinwa kotŕarlag. Am os ge oŕwareksi diareksi wan atu la kunumba kalabuswa atlag. Am Yerusalem taun ge Yuda danah kawa danah la qe tutuweg atew Tiwur sén moran qewa pattig,” eko anan.
LUK.21.25	Yesus buliko anaran. “Sén qewa kowol os kemba kalamba am soŕwéwa ole beweg piarlag. Wanwa danahas kunum iw koŕkoŕ naŕi qelle urwag nérig qe dueksi olag faŕew am dahmak kaŕwarew kité ospi seweg. 
LUK.21.26	Danahas kuŕum wan ewa keŕ bérig qe peksi olag faŕew amlag taŕirig. Keŕdi saw karan keke gagragsak naŕi ole qe kunum sahaŕlag. 
LUK.21.27	Sén qe ge Danah Bega da lombigwa gagragsak naŕi ole am kamsahlak naŕi gun olewa uŕiyeppi kunum peiŕlag. 
LUK.21.28	Sén keke qe kunum digumeko bewew ge, ag gagrag méksi aminweg karan tew des, keŕdi Tiwur ag gattu owari buliko diarko kusqak mardigri sén unaka durig,” eko anan.
LUK.21.29	Yesus né tonak ene bégur anaran. “Guŕaw ker am ker la ole piares. 
LUK.21.30	Sén ker qere lounweg ge, ag agégé dolag qe kem sén durig malwe. 
LUK.21.31	Qe sillah, da aném qere bew peksi ge ag dues. Wagam kawa ge Tiwurdi Kingdom bérig
LUK.21.32	Da meŕenah anarina. Geiri danahas pi mousak deppeg keke aném qe kunum bérig. 
LUK.21.33	Wan saw ole ge qeroŕdig, gam né dasil ge nagurnah ospi kawa mew.”
LUK.21.34	“Dahmessi des! Ag ke lelle am le leko gar qakri aw dahmeweg. Ag wan ewa kena diakri naŕi aw dahmeweg. Ag kowol qere séssi dalag ge, da agrowa pi dueppeg uŕiril. Keŕdi dasil uŕiyak deŕ qe pelem sillah darig. 
LUK.21.35	Geisah wanwari danahas kunum kug qewa dessi pelag. 
LUK.21.36	Dahméksi koutoressi am bulibuli Tiwurdi unuqorweg gagrag qarar. Qewa ge, kug belag qe eŕdessi deppeg Danah Bega da uŕiwi nolwa sirlag,” eko anaran. 
LUK.21.37	Yesus kemunwa deŕ dorog Tiwur Lougwa duak mardé. Am tuqan ge nug atko Oliw qoukuwa daré. 
LUK.21.38	Danahas kunum furwanah Tiwur Lougwa Yesus duak mardigri qaguldéw.
LUK.22.1	Yuda dilag mallen beret yis kawa oleri wénih Nanŕurak Deŕ
LUK.22.2	Am pris dilag anqak danah am Mosesri Ŕo duak danah ole ag danahas faŕareksi larieksi Yesus oŕweksi qeweg mousdigri ih marieg. 
LUK.22.3	Sén qewa ge, nou memeg Satan, Yesus Bégur 12 qe olagwa usih os wénih Yudas Iskariotrer qe owa nuan. 
LUK.22.4	Now ge Yudas atew pris dilag anqak danah am Tiwur Loug gumakri felag tutu dilag kuri danah ole Yesus areg ag ewlagwa mérigri né marieg. 
LUK.22.5	Qeri ag olag gamag asew Yudas qarégwa daren morlagri né fag qeg. 
LUK.22.6	Yudas ag aneg qeri o niew digumeko ih are os peko, danahas pi dueppeg Yesus ag ewlagwa mérigri ih marian.
LUK.22.7	Yuda dilag mallen beret yis kawa oleri qe duan. Deŕ qewa ge Yuda danahas Nanŕurak Deŕdi sipsip yu aqeksi mallen qewa lelagri sén. 
LUK.22.8	Yesus Pita Yon ole meŕatko anatan. “A ateksa Nanŕurak Deŕdi ke lakri isanig bawres,” eko anan. 
LUK.22.9	Gam a koŕmores, “Naŕinah, i ke arewa bawarnit?” 
LUK.22.10	Yesus anatan, “A Yerusalem taunwa noksa ge danah os le witko mouko wanew pelas. Peksa ge, dimlamurwes lo nug nurig ole qewa nos. 
LUK.22.11	Sén a lo qewa noksa ge, lo memeg ere koŕmores. ‘Duak marak danah nasip ere ané: Da Beglar 12 qe ole kurug arewa Nanŕurak Deŕdi ke lenig?’ eksa anes. 
LUK.22.12	Lo memeg ge lo karan awen naŕi os tewol ole keke kunum bawrak ismattig. Qewa ge, ig Nanŕurak Deŕdi ke lenigri bawres,” eko anatan. 
LUK.22.13	A ateksa ge, Yesus anan qe sillah keke kunum pes. Peksa ge, Nanŕurak Deŕdi ke qewa bawres.
LUK.22.14	Sén Nanŕurak Deŕdi ke qe lakri dow ge, Yesus aposel
LUK.22.15	Dessi ge, nug anan. “Da ol naŕi nie ge ag ole Nanŕurak Deŕdi ke ene léktu tatam am da gurak oko mousdil. 
LUK.22.16	Da anarina. Da Nanŕurak Deŕdi ke fou la ospi léwin atew ole mallen ene digu ambo meko Tiwurdi Kingdomwa bérig,” eko anan. 
LUK.22.17	Anko malako ge, Yesus wain kapwa qériak oko, Tiwurdi kena sam elle unuqorko Bégur dilag anan. “Ene uksi aŕié les. 
LUK.22.18	Da anarina. Gei digumak da buliko wain ospi léwin atew sén uŕiyew Tiwur wan eneri King bérig,” eko anan. 
LUK.22.19	Am Yesus beret os oko, Tiwurdi kena sam elle unuqorko temew nounu new marko anan. “Ene ge da féŕul. Da asilag seko mardil. Ag ere sesissi da dahmires,” eko anan. 
LUK.22.20	Ke léksi malweksi ge, Yesus kap wain ole os oko ge anaran. “Wain kap owa ene da karal. Qewa Tiwur titwanak fou danahas dilag sérig. Da karal qe asilag seko gogoŕdig. 
LUK.22.21	Gam ag peksi! Danah da kegeŕ ewlagwa meiŕdig ole qe da ole tewol usihwa aŕié ke leŕu. 
LUK.22.22	Danah Bega ge Tiwur ih man qewa mousdig. Gam danah oun nug kegeŕ ewlagwa mérig ole qe ge nug kug os perig,” eko anan. 
LUK.22.23	Sén Bégur ag né qe dueksi ge, ag agégé ounnah qere sérig essi koŕmeweg wane meweg duan.
LUK.22.24	Yesus Bégur ag agégé oun asilag naŕi qeri néwa ih kareg. 
LUK.22.25	Karweg ge, Yesus anaran. “King wan eneri ge gagragsak asilagwa danahas gumaressi bilagwa qesi. Am wan ewa danah gagragsak ole qe ag danahas kehnarak danah éksi anarlagri feŕlag mési. 
LUK.22.26	Gam ag ge qere aw seweg. Oun os asilag naŕi de ge, nug danah sam sillah ag kallolagwa diar. Am danah oun ag gumardig ole ge nug asilag kekuak nir sillah diar. 
LUK.22.27	Qeri da koŕmarina. Oun ge danah naŕi? Danah tewolwa sam dewew ke bawreksi morweg le ole qe te? Kawa, danah ke bawre ole qe te? Ag dosi ge danah tewolwa de qe ge danah naŕi. Gam da ge enan. Ag olagwa danah ke bawarko mare ole qe sillah deina. 
LUK.22.28	Ag da ole kug dasil kunumba datu. 
LUK.22.29	Géri Mem da king delle danahas gumardilri kekuakri gagragsak miŕan. Qe sillah ag ole danahas gumarlagri kekuakri gagragsak marina. 
LUK.22.30	Qeri Kingdom dasil owa ag ole tewol dasilwa aŕié dettu ke am le ole léksi am kingri sia awen awenwa dessi Israel ateŕ 12 qe gumarlag,” eko anan.
LUK.22.31	Yesus Saimonri anan. “Saimon, Saimon, na doka. Reis ulaswa gogreppeg kéwsi am kar ole yalew ate qe sillah Satan o meŕe mak asilag qeperigri koŕman. 
LUK.22.32	Gam Saimon, da na ot meŕe mak pi tolwewri unuqurin. Géri sén na ot buliew dagnewa bulika doka ge, kuak usih leipar olag meŕe mak gagrag qor,” eko anan. 
LUK.22.33	Anew, Pita anoran. “Naŕinah, da na dimlamirwi ole aŕié kalabuswa atnit am mousnitri ole bawrém deina.” 
LUK.22.34	Yesus koŕewa oko anan, “Pita, da anirina. Na keŕew furwa maru pi gelak, na kiam patak da pi duiŕna eka andip,” eko anoran.
LUK.22.35	Qe dimba Yesus Bégur dilag anan. “Sén tatam da kuak marwi ateg ge, ag qarég yanakri sogot, baram, am félag gaŕa aw oweg eko anin. Sén qewa ag kitéri os qagreg te?” “Kawa,” éksi aneg. 
LUK.22.36	Yesus anaran, “Gam gei ge oun os sogotwa qarég ole ge war am baram ole os. Am oun os fan barin kawa ole ge siot qaŕewari qe qarégri mew oweg am fan barin os daren mar. 
LUK.22.37	Tiwurdi Né yakwa ane, ‘Danahas nug ŕo tapewnak danah sillah peg.’ Am Né yakwa dasil ane qe olele murdig am dasil Né yakwa ane qe sén mou bérigri qe unaka do,” eko anan. 
LUK.22.38	Anew nug Bégur aneg, “Naŕinah, fan barin aŕit enan,” éksi anweg am Yesus anan. “Malwew, qe olele,” eko anan.
LUK.22.39	Yesus sansan seré sillah Oliw qoukuwa atewew Bégur ole dimlamurweg aŕié ateg. 
LUK.22.40	Ateksi ge, Bégur anaran. “Ag qepiakwa pi tolaweg qeri Tiwurdi unuqores,” eko anan. 
LUK.22.41	Nug Bégur minarko nagur lawaŕ qar touŕweg atko qe, qe sillah wanko ge gatewa yako delle unuqoran. 
LUK.22.42	Unuqorko anan, “Mem, na ot niew pe, na kug naŕinah wiŕdig ene moutina miŕ. Gam da ol mourak aw dimlamurwen, na ot mourak qe dimlamur,” eko anan. 
LUK.22.43	Anew ge, saw kappari Tiwurdi doup os gumurko doko nug gagrag qoran. 
LUK.22.44	Yesus kug naŕinah doko gagrag unuqoran. Unuqorewew ge séŕi qeko karag sillah katŕe katŕe wanwa nan. 
LUK.22.45	Nug unuqorak malako asko ge, buliko Bégur agop wanan. Wanko ge, ag olag kug qew usnieppeg piaran. 
LUK.22.46	Piarko ge anan, “Ag keŕdi usnisi? Aseksi qepiak uŕiyew tolawegra unuqores,” eko anan.
LUK.22.47	Yesus né mariewew, danah ameg naŕi teg. Yesus Bégur qe olagwa usih os wénih Yudas qe omlarew teg. Nug Yuda koulagwa Yesus kiss murdigri unaka wanan. 
LUK.22.48	Wanew Yesus anoran, “Yudas, na Danah Bega da kegeŕ ewlagwa méiŕdipri te kiss miŕdip sena?” 
LUK.22.49	Sén Yesus Bégur ag kug bérig sew peksi ge, koŕmoreg. “Naŕinah, ig fan barinwa fan sénig te?” 
LUK.22.50	Bégur qe usih os fan barinwa pris dilag kuri danahri kekuak nir doug kenari qe seiyan. 
LUK.22.51	Yesus qere peko ge anan, “Aw! Malwam genan,” elle doug oko meko lamsiew buliko duŕduan. 
LUK.22.52	Yesus pris dilag anqak danah, Tiwur Lougri felag tutu am Yuda dilag kuri danah ole nug oŕalagri uŕiyeg qe dilag anan. “Ag tapewnak danah te oŕalagri fan barin am ker qetak ole kahweksi uŕiyew? 
LUK.22.53	Da ag ole deŕ dorog Tiwur Lougwa daram, gam ag da ospi uŕwileg. Am gei ge asilag sén gatturi gagragsak ag gumare,” eko anaran.
LUK.22.54	Anko malwew ge, Yesus oŕweksi omleksi pris dilag kuri danah qe lougwa ateg. Ateppeg ge, Pita nug dimqeko nagur lawaŕ qere dimlamaran. 
LUK.22.55	Danah os kaŕ owa lo ihŕamba kew yaleksi uŕgessi deppeg, Pita ole wanew qere kew o moreksi deg. 
LUK.22.56	Lo qewari kekuak as os Pita kew uŕgelle dewew peko kitturko de de ge anan. “Danah ene ole Yesus dimlamdak weiréw,” eko anan. 
LUK.22.57	Gam Pita anan, “Kawa, da danah qe pi duina,” eko anan. 
LUK.22.58	Am wagam kawa danah os peko anan, “Na os ole enan,” eko anan. Anew Pita anan, “Kawa, da ole kawa.” 
LUK.22.59	Kem ameg usih keke qere atew ge, danah os gagrag anan. “Meŕenah! Danah ene Galilirer, qeri nug Yesus ole weiréw,” eko anan. 
LUK.22.60	Anew Pita noh meko anan, “Na kitéri té marina ge da pi duina,” eko anewew ole maru gelan. 
LUK.22.61	Sén qewa ole Naŕinah buliko mangu ole Pita amegwa amnan. Pew ge Pita Naŕinah ere anoran qe dahmoran. “Na keŕew furwa maru pi gelak, na kiam patak na da pi duiŕna eka andip,” eko anan qe dahmoran. 
LUK.22.62	Pita dimdim wanko delle ge, owa qetko atew qalko kuanan.
LUK.22.63	Tiwur Lougri felag tutu Yesus gumessi deg qe nug diguméksi siwegkolessi am koreg. 
LUK.22.64	Ag Yesus lamenwa ameg qageksi koreksi am koŕmoreg. “Na profet daka pe, anwe duet. Oun na kuiré?” 
LUK.22.65	Ag né nouni kowol kowol Yesusri aneg.
LUK.22.66	Kuagŕew ge Yuda dilag kuri danah, pris dilag anqak danah am Mosesri Ŕo duak danah ole qagulweg ge, Yesus omleksi qaglak qewa waneg. 
LUK.22.67	Kuri danah wagé wagé qe Yesus koŕmoreg. “Na anwe duet. Na Kristus
LUK.22.68	Am da os ag koŕmardil ge, ag né qe noh ospi meweg. 
LUK.22.69	Gam gei digumeko atak Danah Bega Da Tiwur gagragsak ole eweg kenariwa daril,” eko anan. 
LUK.22.70	Anew danah wagé wagé qe kunum bulieksi koŕmoreg. “Qenan géri na Tiwur Bega te?” éksi anweg, nug anan. “Ag anéw ge da qenan.” 
LUK.22.71	Qewa danah wagé wagé aneg, “Ig né gagrag qorakri né la ospi marihut. Ig igégé nou nusig qe nug koŕewa duam qe olele,” éksi aneg.
LUK.23.1	Yudari kuri danah wagé wagé qe kunum qaglakwari aseksi Yesus omleksi Pailot
