MAT.1.1	Ewana Yesu Kerisonu sirorari sina. Dana Deiwidinu sisia amara. Dana Eibaramunu sisia amara.
MAT.23.29+MAT.23.30+MAT.23.31+MAT.23.32	Ya tarawatu tisa uwaraini Ferosi uwaraini ya meoma weta uwara eregou uforo! Yana i we bou ueta uwaranu uri oeta kabesi ma wirotaitate Godinu kobere uwaranu uri oeta kabesiro werei werei ue odeda waita, yanu abuamutubai ibiferona i we bou ueta uwara da ma uifene waita. Eno waitana yana i we bou ueta uwara ma uitebita uwaranu koiniboro weda waita. Eno waitaba emanu siosawere ueta enanari ue me siboita wei. 
MAT.23.33	Yana towi ari. Ya towinu muneta nanatu! Ane ufote uitawa inaro da aniboita? 
MAT.23.34	Idoba yabai we bou ueta uwaraini iwata derawere uwaraini tarawatu tisa uwaraini ema nesia yabai siaia umaro fafitaita. Fafitaro moana ma uifote moana korosiro odifote moana yanu dubu suro isuma ufote yanu natofo su suro emaba siosawere ufote ure yowefoita. 
MAT.23.35	Eno ufoitaba Godima ya fanisi mafisu. I kobere uwaranu ma uietana yanu kerere. Eiborobairoma Barakaiasinu amara Sakaraiyabai, i amara i fuyo oeta kabesini dera dubu su abanaro yana dawa ma uita, i uwara nesianu ma uieta ina yanu kerere. 
MAT.23.36	Yaba ba watane, i nesiaba Godima ewa ibinita uwara fanisi mafisu wei.
MAT.23.37	Yesuma nono wei, O Jerusaremu su uwara, yana Godinu we bou ueta uwara ma uitaitate Godinu siaia utasu uwara gebiroma uraitade. Kokora awetama danu nanatu fakinama obari utasu enanari Nanu ununa ya Jerusaremu su uwara yawomane watane nono ya unutawa Nanu yawoeta wei. 
MAT.23.38+MAT.23.39	Idoba Godima yanu Jerusaremu su ekodinuba Na da efitate eno webitaita, Godinu ifuro farinu Amara Dawa kobererau webitaitana nono Na efitaita wei.
MAT.24.1	Yesuma dera dubu su ekodite anibie ui. Anibie uina Danu iwata ueta uwarama Dawabai fare weita, i dera dubu su su are ea weita. 
MAT.24.2	Weitaro Yesuma emaba wei, awona yana i dera dubu su su eraita? Yaba ba sina wemaro nauawe. Mui kowa fafiro i su gebiro nesia ma ubefitaro mui gebiroma mui gebironu deiro da ibifisu wei.
MAT.24.3	Yesuma Oriwa maidaniro mane yauri. Ido yauriro Danu iwata ueta uwara emanu aika Dawabai mane fatate weita, Anu dera dubu suba wenu sina abo kowaro eno ufisu? I dubu kowaro anene ufiro efero a fafasu weita? 
MAT.24.4	Weitaro Yesuma wei, eregou uforo! Moana uwarama ya irufitae fafitaita. 
MAT.24.5	Uwara faiyawere Nanu ifuro fafitate nana Keriso webitate eme faiyawere irufitaita. 
MAT.24.6	Dera uranetanu rurua ewado baworo naufote emirowere orofaro me sina torowa naufoitana iba iya da uyawe. Ina eno ido fafiro nono i dubu fafisu kowa ina oidea wei. 
MAT.24.7	Mui orofa gaemanini mui orofa gaemanini urafitaita. I orofa atata uwara aika maika urafitaita. Orofa faiyawerero sinai derawere woufitaita. Orofa faiyawerero nasini wawana wawana ufisu. 
MAT.24.8	Ina nesia ufisuna eme emanu oferi awetama kuita mubie uteda oferi derawere wourebasu i ari ido reka woufitaita wei. 
MAT.24.9	Ina eno ufisuna emema ya siosawere ufitae uteda budari ufitate ma uifitaita. Yana Nanu sina naufoitaba eme nesia yaba neno ka ufitate iba eno ufitaita. 
MAT.24.10	I kowaro uwara faiyawere Na ekodifitate emanu aika do mafitate emanu aika urane matafitaita. 
MAT.24.11	I kowaro meoma we bou ueta uwarama uyafitate meo sina webitaro uwara faiyawere emanu sina naufitate emanu buribi anibitaita. 
MAT.24.12	I kowaro emema ba me ueta derawere ufitaitaba neno arama ueta ekodifitaita. 
MAT.24.13	Nono anama awonaroma inare kimu ue i dubu fafisu kowaro ane fafisuna dana wiroeta mubisu. 
MAT.24.14	Godinu yawotasu sina i orofa atata uwara nesiabai we inareibitaro i orofa atata uwara nesia naufitaro i dubu kowa ido fafisu.
MAT.24.15	Boderewere Godinu we bou ueta amara Daniera dana eno wei, mui siosawere emetuma kakara su koruro inafiro efoita wei. Enoba ya yawitaita uwara ina iwata utaita, iba eregou ufoe watane Yesuma wei. 
MAT.24.16	Eno efoitana i kowaro i Judia orofaro ibifitaita uwara maidaniro sau manibitaita. 
MAT.24.17	I ofadaro yaubifitaita uwara suro ibaiabai mubitae da amufitaita. 
MAT.24.18	I waiyaro gaukara uteibitaita uwara emanu wadia mubitae suro da owefitaita. 
MAT.24.19	I kowaro i dia bobo awetaboini ama ieta kuita bobo awetaboini emanu anibitaita dabana siosawereba sau da anibitaita. 
MAT.24.20	Enoba guriguri uawero yanu sau aneta kowa i awe awe kowaro aba obi mafisu kowaro aba sabate kowaro sau da fafi, Yesuma wei. 
MAT.24.21	I kowaro awe derawere uyafisu. Boderewere Godi i orofa atata ubu ui kowaroma awona eno erawa utaisiba nono duburo eno da efoita. 
MAT.24.22	I awe derawere uyareta kowa kowana siosararaboba iba Godima da ma fuyaratu ufirona eme nesia feafitae, enorogo Godi Danu mune odasu uwara nesia imuteda iba i kowa ma fuyaratu ui. 
MAT.24.23	I kowaro mui amarama Keriso ewado aba Keriso iro ea webisuna danu sina da nauforo wei. 
MAT.24.24	I kowaro irueta kerisoini irueta we bou ueta uwaraini uyafitate buna uetaini eretaini eme irufitae ufitate Godinu muneta uwara irufitae ufitaita. 
MAT.24.25	Yana i ueta nesia efoitaba awonana Nana yaba sina wemaro nauegou uawe! 
MAT.24.26	I kowaro Dana eme ibawa orofaro ibinu webitaitana da naufote iro da aniboro Dana i su koruro yaubinu webitaitana emanu sina da naufoe iba awona yaba watane wei. 
MAT.24.27	Bidama kowa amueta afu kowa itareta afu tiriri ue fa taneda ario utasuro eraita enanari i Ba Eme Sini Amaranu fareta efoita wei. 
MAT.24.28	I uieta ofe aboro aboro ainibifitaro iro amuo gasirama ifitae anibitaita wei.
MAT.24.29	I dera awerarabo ememetu me sibitaitana daido sau ewa yana awona eraisi kowa dumu ufiro nono sakara da ario ufiro muina ureroma burubafitate nasiniro itafitaro i urenu buna derararabo nesia wawana wawana ufitaita. 
MAT.24.30	Idoba i kowaro i Ba Eme Sini Amaranu fareta tanana urero ufiro efitate i orofa atata uwara nesia i webitaita. I Ba Eme Sini Amara gosoro bunaini ario derawere ido fafiro efitaita. 
MAT.24.31	Dawa fafite areda Danu aneru siaia ufie tawuyo ubufiro anibitate Danu muneta uwara kowa amueta afuro kowa itareta afuro ufuniro manamaro aboro aboro nesia ane mubitaita wei.
MAT.24.32	I boruba ana eawete iwata uawe. Boruba ana reka tua ido yarebasuro obi kowa ido farinu webaita. 
MAT.24.33	Enanari Nanu wene i sina nesia ufiro efoitana i Ba Eme Sini Amara fafie uteda bebetoro inarinu iwata ufoita. 
MAT.24.34	Yaba ba wemaro nauawe. Ewa ibinita uwara da uifoitaro ewa nesia botai ufisu. 
MAT.24.35	Ureini nasinini me sibiro Nanu sina da me sibisu Yesuma wei.
MAT.24.36	I fafisu kowa eme iwata me, i urero ibinita aneru iwata me, Godinu Amara Dawa iwata me, Godi torowa Dawa iwata utasu wei. 
MAT.24.37	Noanu kowaro ane ane utebita enanari i Ba Eme Sini Amaranu fareta kowaro ufitaita. 
MAT.24.38+MAT.24.39	Noanu kowaro emema ietaini ogoini itebitate aweta awera munebitana Noa danu bouti ubarero amuiro obi oku derawere ido fariba uwara nesia ogo okuro imuie me sita. Enorogo ema i emabai fafie arebi emetu iwata me. Emanu unu ibaiabai utebitaro oku farite ema woure ane me sinina ido nesia iwata uta. I arina i Ba Eme Sini Amaranu fafisu kowaro enanari ufisu. 
MAT.24.40	I kowaro amara sadei waiyaro uruama gaukara ufisisina mui amara woure anibiro mui amara ibifisu. 
MAT.24.41	Aweta sadei uruama okia oufisisina mui aweta woure anibiro mui aweta ibifisu. 
MAT.24.42	Yanu Dera Amaranu fareta kowa wai ufiro aba yawiro ya iwata meba eregou uforo wei. 
MAT.24.43	Ewa sina imue eawe. I su ubi amarama i waira ueta amaranu dumuro fareta iwata ufirona danu su yawofiro su ma siosa da ufie wei. 
MAT.24.44	Idoba i Ba Eme Sini Amaranu fareta kowa ya iwata meba ainewaure toafurau yawoteiboro wei.
MAT.24.45	Mui dera amara danu mui gaukara amara danu suini waiyaini ibaiabai nesia yawofie odiro i amarama i su uwara emanu ieta ido matebi. Eno utebina kobererau utebi aba me? 
MAT.24.46	Enanari i yawoeta amarama fafisuna danu gaukara ueta amarama enanari ufiro efite dawa we ma kobererau ufisu wei. 
MAT.24.47	Ba wemaro nauawe. I yawoeta amarama i amara danu ibaiabai nesia yawofie mune odifisu wei. 
MAT.24.48+MAT.24.49+MAT.24.50	Nono mui siosawere gaukara amara eno we imufisu, nanu dera amara sau da fafisu we imufite danu uruama gaukara utaita uwara isuma ufite ietaini kimu ogoini i beforo arama uwarabai iteibisuna danu dera amara kiwuma ido fafisu. 
MAT.24.51	Ido fafite dawa fanisi mafite i meoma weta uwarabai sane odifiro iro emema nio bijari uteda i webitaita Yesuma eno wei.
MAT.25.1	Godinu ure yawoetana ewa sina ari Yesuma wei. Arumami teni (10) emanu nanefa mutate i aweta muneta amara atafitae anita. 
MAT.25.2	Moana arumami fai (5) emanu beforona bunawere. Nono moana arumami fai emanu beforona buna me. 
MAT.25.3	I beforo buna me arumami anibitae uteda emanu nanefa mutate nono nanefa ogo munawa me anita. 
MAT.25.4	I beforo buna arumami emanu nanefaini ogoini ogo botoro mutate anita. 
MAT.25.5	I arumami nesia anitana aweta muneta amara farawa uiro nauta aita. 
MAT.25.6	Nauta ainibitaro dumu abanaro i aweta muneta amara ido farinu arawete eawe eno derawere weitaro nauta. 
MAT.25.7	I arumami nautate uyatate nanefa beafitae uta. 
MAT.25.8	Eno utana i beforo buna me arumamima i beforo buna arumamiba weita, yanu nanefa uifitae utaitaya yaba ogoratu maiwe weita. 
MAT.25.9	Eno weitaro i beforo buna arumami weita, yabai ogo derawere meba yaini yaini arotorowa da mubeisia aniawete i sitowa uwarabai reka oiya uawe weita. Weitaba ido anita. 
MAT.25.10	Anitana i aweta muneta amara ido fariro i ue bou uta arumamini dawaini aweta muneta ogaro ifitae suro amutaro kasimu ido garari ui. 
MAT.25.11	Duburo i beforo buna me arumami fatate kasimubai inaibeda weita, dera amara, kasimu ma ifegari uaro ya amufe weita. 
MAT.25.12	Weitaro i amarama wei, ya na iwata meba kasimu da ma ifegari umau wei. 
MAT.25.13	Enoba i fafisu kowaini waini wai ufiro aba yawiro ya iwata meba eregou uteda yawoegou uforo Yesuma wei.
MAT.25.14	Godinu ure yawoetana ewa sina ari Yesuma wei. Mui amarama mui orofaro anibie uteda danu gaukara uwara weiro dawabai fata. Fataro ema danu waiyaini suini ibaiabai nesia yawofitae wei. Eno weite danu gaukara uwaraba oi mai. 
MAT.25.15	Mui amaraba fai tausani kina (K5,000) maite mui amaraba tu tausani kina (K2,000) maite mui amaraba wani tausani kina (K1,000) mai. I uwaranu buna aika maikaba iba oi aika maika mai. I oi mae me sinite iroma mui orofaro ani. 
MAT.25.16	Aniro i fai tausani kina muni amarama sau anite besenesi gaukara uteda mui fai tausani kina deiro odi. 
MAT.25.17	Enanari i tu tausani kina muni amarama mui tu tausani kina deiro odi. 
MAT.25.18	Nono i wani tausani kina muni amarama danu dera amaranu oi munite sakai uri daurite i oi i uriro ma feare odite ani. 
MAT.25.19	Dera amara mui orofaro ibebe ibebe kowa faiyawere ibebe nono owerite fari. Suro farite danu oi mai gaukara uwara besenesi gaukara anene utebita iwata ufie ema weiro dawabai fata. 
MAT.25.20	Fataro i fai tausani kina muni amarama danu mui fai tausani kina oi deiro woure farite wei, dera amara, ana naba fai tausani kina mairo nono mui fai tausani kina deiro ue odineba ewado mua wei. 
MAT.25.21	Weiro danu dera amarama wei, ana rorowarauini kobere gaukara ueta amara. Ana kikiratu kobererau yawosinuba odimaro derawere yawofasu. Nabai are ibeda yaru ua wei. 
MAT.25.22	Nono i tu tausani kina muni amarama farite wei, dera amara, ana naba tu tausani kina mairo nono mui tu tausani kina deiro ue odineba ewado mua wei. 
MAT.25.23	Weiro dera amarama wei, ana rorowarauini kobere gaukara ueta amara. Ana kikiratu kobererau yawosinuba odimaro derawere yawofasu. Nabai are ibeda yaru ua wei. 
MAT.25.24	Nono duburo i wani tausani kina muni amarama dawabai farite wei, dera amara, ana kimuwere yawotasu amara. A kimuwere yawoteda beata waitawa nono ietata munasute ane ane odawa utasute nono munasu. 
MAT.25.25	Enoba na a iwata uteda aba iyareda anu wani tausani kina sakairo uri uete ma feare ode. Idoa anu oi awona mua wei. 
MAT.25.26	Weiro wei, ana siosawerero ofe ejiwawere gaukara amara! Nana kimu yawoeta amara. Beata waitawa ietata munatanete ane ane odawa odeda nono munatane. 
MAT.25.27	Ina a iwata utasude nono aneba nanu oi banikaro odifaro fare nanu oi muneda mui oi deiro odifitaro fare munawa une wei? 
MAT.25.28	Weite wei, Danu wani tausani kina ma dareawete i fai tausani kina bobo amaraba mawe wei. 
MAT.25.29	I ibaiabai derawere bobo amarabai mui mafiro mubiro dawabai faiya faiyawere ibifisu. I kikimusikiratu uwaranu kikiratu ibaiabai ma dare mubisu wei. 
MAT.25.30	I siosawere gaukara amara muate i dumuwere wawa kabesiro mune sawero itafi. Idoba iro emema emanu nio bijari ufitate i webitaita, i dera amarama eno wei. Yesuma i sina emaba wei.
MAT.25.31	I Ba Eme Sini Amaraini danu aneruini ario derawerero fafitaitana Dawa Danu dera yaure yawoeta orofaro yaufisu. 
MAT.25.32+MAT.25.33	Ido yaufiro i orofa atata uwarama Danu iboro fafitate inafitaita. Inafitaro ema ma saragari ufisu. Mamoe yawoeta amarama danu mamoeini goutini ma saragari uteda aika maika odasu enanari i Ba Eme Sini Amarama i mamoe ari uwara Danu banibira age afuro odifite i gouti ari uwara Danu ewani age afuro odifisu. 
MAT.25.34	Odifite nono i Dera Waria Amarama Danu banibira age afu uwaraba eno webisu, Godima yaba we ma kobererau utasuba arawe. Godima ureini nasinini ubu uteda yanu yawoeta orofaini ido ubu uiba arawete i orofaro yauawe. 
MAT.25.35	Nana osi wourero Naba ieta mata. Na ogo nodo uiro Naba ogo mata. Na aika amara ari yabai farero Na ario derawere weita. 
MAT.25.36	Na wadia eruwere inarebitararo Naba wadia mata. Na ofe wourero Na durua uta. Na diburaro ibitararo Nabai fatate owiga uta webisu. 
MAT.25.37	Eno webiro Godinu sina naueta uwarama eno webitaita, Dera Waria Amara, abo kowaro osi wouriro ereda Aba ieta masi? Ogo nodo uiro Aba ogo masi? 
MAT.25.38	Abo kowaro aika amara ari yabai fariro A ario derawere weisi? Abo kowaro Anu wadia eruwere esite Aba wadia masi? 
MAT.25.39	Abo kowaro ofe wouriro ereda A durua usite A abo kowaro diburaro ibiro owiga usi webitaita. 
MAT.25.40	Eno webitaro Dera Amarama emaba eno webisu, ba sina wemaro nauawe. Nanu sina naueta uwaraba eno utebitana Naba utebita webisu. 
MAT.25.41	Eno webite Danu ewani age afu uwaraba webisu, ya siosawere uwara, Godima yaba we ma kobererau utawa utasu. Godima i uitawa ina seitanini danu aneruba ubu ui. Nabairoma i uitawa inaro aniawete iro ibiawe webisu. 
MAT.25.42	Na osi wourero Naba ieta matawa. Na ogo nodo uiro Naba ogo matawa. 
MAT.25.43	Yabai aika amara ari farero Na ario wiawa. Na wadia eruwere inarebitararo Naba wadia matawa. Na ofe wourero Na durua utawa. Na diburaro ibitararo Na owiga utawa uta webisu. 
MAT.25.44	Eno webiro webitaita, Dera Waria Amara, abo kowaro osi wouriro ogo nodo uiro aika amara ari farite ofe wourite diburaro ibiro esite A durua utawa usi webitaita. 
MAT.25.45	Webitaro webisu, yaba ba sina wemaro nauawe. Nanu sina naueta uwara durua utawa utebitana Na durua utawa utebita webisu. 
MAT.25.46	I uwarama i uitawa inaro anibitaro Godinu sina kobererau naueta uwarama me ibene ibene ibeta orofaro anibitaita Yesuma eno wei.
MAT.26.1+MAT.26.2	Yesuma i sina nesia we me sinite Danu iwata ueta uwaraba wei, kowa sadei me sibiro i Godima Isaraero uwara Ijifiroma woure aneta ogaro kowa fafisu. I kowaro i Ba Eme Sini Amara moana uwaranu age duro mafitaro korosiro ure odifitaita wei. 
MAT.26.3+MAT.26.4	I dera fuyo ode sina weta uwaraini Ju uwaranu baeta uwaraini i botai dera fuyo ode sina weta amaranu suro guruguru uta. I botai dera amaranu ifuna Kaiyafasi. Danu suro anitate Yesu kiwuma budari ufitate ma uifitae we turebita. 
MAT.26.5	Ane fatate weita, i uwarama ibo uotote yaini uraotoba i ogaro kowaro Yesu da mubeisi weita.
MAT.26.6+MAT.26.7	Yesuma Beteni suro ane yaubi. Dawa amaima derawere amara Saimoninu suro ane yaubiro mui awetama bonana ogowere, danu dawana derawere, gebiro kawaburo woure farina Yesu ieta itebiro i awetama bonana ogowere Danu kofiriro ma wegari uiro ogo kofiri deiro itari. 
MAT.26.8	Eno uiro Danu iwata ueta uwarama etate ibo uteda weita, aneba me sara ma wegari usinu? 
MAT.26.9	I ogo oiya ufite oi me uwaraba i oi mafisuna ina kobererau weita. 
MAT.26.10	Weitaro Yesuma emanu imueta iwata uite wei, i aweta dua sina da wiawete kodiawe. Dana Naba kobererau usinu. 
MAT.26.11	Ibaiabai me uwara ainewaure yabai ibaitaba Na yabai ainewaure da ibimau. 
MAT.26.12	I ogo Nanu ofero ma wegari usinuba Nanu uri ue oeta ue bou usinu. 
MAT.26.13	Yaba ba wemaro nauawe. Godinu sina i orofa atata kabesi aboro aboro we inareda ewa awetanu ueta webitaro naufitate dawa imufitaita wei.
MAT.26.14+MAT.26.15	Judasi Isikarioti dawana Yesunu mui tuero (12) iwata ueta amara. Dawa i dera fuyo ode sina weta uwarabai anite wei, Yesu yanu agero odimauna naba ane mafoita wei? Weiro dawaba siriwa oi toti (30) mata. 
MAT.26.16	Oi mataro Judasima Yesunu do maeta daba doberegou ui.
MAT.26.17	I wawareta ira yisiti me buredi ogaro kowa ido fari. I kowa ido fariro Danu iwata ueta uwara Dawabai fatate weita, anu Godima Isaraero uwara Ijifiroma woure aneta ogaro aboro ue bou ufeisi weita? 
MAT.26.18	Weitaro wei, etei natofo suro mui amarabai aniawete dawaba wiawe, yanu Tisa Amarama wenu, Nanu kowa farinuba anu suro Naini Nanu iwata ueta uwaraini i ogaro ifeisi wenu wiawe eno wei. 
MAT.26.19	Weiro Danu iwata ueta uwarama Danu wei sina enanari utate i ogaro ue bou uta. 
MAT.26.20	Yawi sinina Yesuini Danu iwata ueta uwara tuero (12) ieta itebita. 
MAT.26.21	Ieta itebitana Yesuma wei, ba sina wemaro nauawe, yabairoma mui amarama Na do mafisu wei. 
MAT.26.22	Eno weiba neno siosawere uteda naba wasu? Naba wasu? Demui demui nesia eno we fare anita. 
MAT.26.23	Eno webitaro Yesuma wei, dana Naini ewa ieta naberoro ieta mubisuna dana Na do mafisu wei. 
MAT.26.24	I Ba Eme Sini Amara uifisu Godinu bukaroma eno wasuba enanari uifisu. Nono Dawa do mafisu amaraba fanisi derawere mafisua wei. I do maeta amaranu danuama dawa da mubirona ina kobererau wei. 
MAT.26.25	Weiro Judasi i do mai amarama wei, Dera Waria Amara, dana na aba me wei? Weiro Yesuma wei, ba wasu, dawa a wei.
MAT.26.26	Yesuini Danu uwaraini ogaro ita. Ogaro iteda Yesuma buredi mune guriguri uite ma birabiarite Danu iwata ueta uwaraba mateda wei, ewana Nanu ofe, i mune iawe wei. 
MAT.26.27	Yesuma nono kafusi munite Godibai we ma kobererau uite Danu uwaraba mateda wei, ya nesia iawe. 
MAT.26.28	Nanu onono ima Godinu reka unuro ue mataneta ma kimu ufite uwara faiyawereba itafisu. Itafite emenu neno neno ueta urofisu wei. 
MAT.26.29	Ba watane, ewa na didi tai dumamu duburo da imaro Nanu Babanu yawoeta kowa fafisuna Danu yawotasu orofaro kowaro yaini Naini nono ifeisi wei. 
MAT.26.30	Yesuini Danu uwaraini soni weitate i su ekoitate Oriwa maidaniro manita.
MAT.26.31	Oriwa maidaniro mane fataro Yesuma emaba wei, ya nesia awona dumuro Na ekodifoita wei. Godinu bukaroma eno wasu, i mamoe yawoeta amara umaro i mamoe nesia wo bogaru ue anibitaita wasu. 
MAT.26.32	Godima Na uietaroma ma uyafiro Na ko Gareri orofaro animaro ya iro aniboita wei. 
MAT.26.33	Weiro Fitama bunawere wei, i uwara nesia aba maru ufitate A ekodifitaitarogo nono nana A da ekodimau wei. 
MAT.26.34	Weiro Yesuma wei, Nanu ba sina wemaro naua wei. Kokora awona dumuro webiro a ko Nanu ifu rarogonu we ma feareda meo webasu wei. 
MAT.26.35	Weiro Fitama wei, aini uimane umauna Aba meo da wemau wei. Eno weiro Danu iwata ueta uwara nesia enanari weita.
MAT.26.36	Yesuini Danu iwata ueta uwaraini mui orofaro anita. I orofanu ifuna Gesemani. Iro ane fataro Yesuma emaba wei, ya ewado yaubiawero Na etararo animate guriguri uma wei. 
MAT.26.37+MAT.26.38	Weite Fitaini Jebedinu amara sadei munite ani. Anite neno siosa derawere uteda i amara rarogonuba wei, Nanu neno bomu kakei utasuba Na uieta neno utasu wei. Ewado yaubeda Naini yawoawe wei. 
MAT.26.39	Weite ema ekodite fuyaratu anite arubi uteda guriguri uite eno wei, Baba, ewa siosawere wakiki ogo ari Nabairoma anibisuna anibisu. Nono Nanu ununa da uate Baba Anu unu torowa ua wei. 
