GEN.1.1	Aum Aunfank muak Gott Himmel un Ieed. 
DEU.26.19	un daut Volkj woont hee mea Aunerkjanunk, un Preis un Iea jäwen woat, aus irjent een aundret Volkj waut hee jemoakt haft. Un jie woaren een heiljet Volkj fa däm 
DEU.27.1	Un Moses un de Leidasch von Israel säden to daut Volkj: Hoolt aul de Jebooten dee ekj junt vondoag jäw. 
DEU.27.2	Dän Dach wan jie derch däm Jordan en daut Launt nengonen, woont de 
DEU.27.3	Schrieft dise Jebooten opp dee Steena. Dan, wan jie aunjesiedelt sent en daut Launt, woont de 
DEU.27.4	aun jant Sied vom Jordan, dan stalt doa oppem Ebal Boajch dise veschmäade Steena opp, dee de Jesazen doabowen haben. 
DEU.27.5	Un but doa uk eenen steenanen Aultoa fa däm 
DEU.27.6	De Aultoa fa däm 
DEU.27.7	un doa sell jie jun Jemeenschofts Opfa brinjen un junt doa ver däm 
DEU.27.8	Un wan jie aul de Wieed von daut Jesaz opp de Steena schriewen, sell jie dee sea kloa un dietlich schriewen.
DEU.27.9	Un Moses un de levitische Priesta säden to daut gaunze Israel: Volkj Israel, horcht emol häa. Vondoag sent jie däm 
DEU.27.10	Jehorcht däm 
DEU.27.11	Un Moses bestald aun daut Volkj un säd: 
DEU.27.12	Wan jie ieescht derch däm Jordan jegonen sent, dan sellen de Stam von Simeon, Levi, Juda, Isachar, Josef, un Benjamin opp däm Garizim Boajch stonen, wan de Säajen äwa daut Volkj jesproaken woat. 
DEU.27.13	Un de Stam Ruben, Gad, Asser, Sebulon, Dan un Naftali sellen oppem Ebal Boajch stonen, wan de Woarnunk met dän Fluch jesproaken woat.
DEU.27.14	Un de Leviten sellen to aul de Israeliten met eene lude Stemm sajen: 
DEU.27.15	Doa es een Fluch opp däm Maun dee sikj eenen Aufgott moakt, auf von Steen, Holt ooda Metol, un bät däm em Jeheemen aun. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.16	Doa es een Fluch opp däm Maun dee sienen Voda ooda Mutta eene Schaund moakt. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.17	Doa es een Fluch opp däm Maun dee sienen Noba sien Jrens Tieekjen wieda sat. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.18	Doa es een Fluch opp däm Maun, dee däm blinjen dän orrajchten Wajch wiest. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.19	Doa es een Fluch opp däm Maun, dee de framde, de Weisen, un de Wätfrues nich äa rajcht jeft ver daut Jesaz. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.20	Doa es een Fluch opp däm, dee met sienen Voda siene Fru Jeschlajchtsvekjia haft, un äare Dakj aufdakjt. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.21	Doa es een Fluch opp däm, dee met een Stekj Vee licht. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.22	Doa es een Fluch opp däm, dee met siene Sesta ooda Haulfsesta licht, eendoont auf dee de Dochta von siene Mutta ooda von sienen Voda es. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.23	Doa es een Fluch opp däm, dee met siene Schwieemutta licht. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.24	Doa es een Fluch opp däm, dee eenen Mensch em Jeheemen ombrinjt. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.25	Doa es een Fluch opp däm, dee sikj bekjeepen lat daut hee eenen oschuldjen Mensch doot moakt. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.27.26	Doa es een Fluch opp däm, dee nich daut gaunze Jesaz helt. Un daut gaunze Volkj saul “Amen” sajen. 
DEU.28.1	Wan jie däm 
DEU.28.2	Wan jie däm 
DEU.28.3	De 
DEU.28.4	De 
DEU.28.5	De 
DEU.28.6	De 
DEU.28.7	De 
DEU.28.8	De 
DEU.28.9	De 
DEU.28.10	Dan woaren aule Velkja oppe Ieed seenen, daut dit Volkj däm 
DEU.28.11	De 
DEU.28.12	De 
DEU.28.13	De 
DEU.28.14	un nich eenen Wajch ooda dän aundren von daut Wuat, daut ekj junt vondoag jäw wajchgonen woaren, om aundre Jetta notogonen un to deenen. 
DEU.28.15	Wan jie oba nich jehuarsom woaren sennen, un däm 
DEU.28.16	Doa woat een Fluch opp june Staut un opp june Flekja sennen. 
DEU.28.17	Doa woat een Fluch opp june Spikjasch un jun Väarot enne Kjäakj sennen. 
DEU.28.18	Doa woat een Fluch opp june Kjinja un opp waut jun Launt drajcht sennen, un uk opp de junge mank jun Vee un june Schop. 
DEU.28.19	Doa woat een Fluch opp junt sennen, wan jie wajchgonen un wan jie no Hus komen.
DEU.28.20	Wan jie schlajchtet doonen un nich no däm 
DEU.28.21	De 
DEU.28.22	De 
DEU.28.23	De Himmel woat kjeen Räajen jäwen, un de Ieed woat soo hoat aus Iesa sennen. 
DEU.28.24	De 
DEU.28.25	De 
DEU.28.26	Wan jie stoawen woaren de Väajel un wille Tieren komen un von june Doodes fräten, un kjeena woat dee wajchschechren. 
DEU.28.27	Un de 
DEU.28.28	Hee woat jun Denkjen vewerren, junt blint moaken, un jie woaren nich weeten wua han to dreien. 
DEU.28.29	Jie woaren rombeislen aus een blinja, wan daut uk medden em Dach es. Junt woat nuscht jlekjen. Emma wada woaren see junt unjadrekjen un bestälen, un kjeena woat junt halpen. 
DEU.28.30	Du woascht Velafnis haben un dan woat een aundra Maun met de Fru ligjen. Du woascht die een Hus buen, un doa nienich bennen wonen; du woascht die eenen Wiengoaden aunplaunten un nienich de Frucht doavon schmakjen. 
DEU.28.31	Du woascht tookjikjen woo see dien Vee schlachten, oba du woascht doa nich von to äten kjrieen. Du woascht tookjikjen woo see june Äsels wajchschlapen, un dee woaren nich trigjkomen no junt. Diene Schop woaren see no june Fiend jäwen, un kjeena woat junt halpen. 
DEU.28.32	Jie woaren seenen woo see june Säns un Dajchta woaren aun aundre Velkja vesklowen. Dach fa Dach woa jie junt meed hielen fa dän, oba jie woaren doa nuscht met doonen kjennen. 
DEU.28.33	Een Volkj woont junt framd es, woat de Arnt fa woone jie jeschauft haben, von june Flekja oppnämen. Jie woaren dän tietäwa doljehoolen un unjadrekjt woaren. 
DEU.28.34	Jie woaren gaunz vezoagen met daut waut jie seenen. 
DEU.28.35	De 
DEU.28.36	De 
DEU.28.37	Mank dee Velkja, wua de 
DEU.28.38	Jie woaren een Deel Sot oppe Stap nopp droagen, oba jie woaren mau weinich arnten, wäajen de Graushoppa daut aules vefräten woaren. 
DEU.28.39	Jie woaren Wiengoades aunplaunten un dee besorjen, oba jie woaren kjeen Wien von dee to drinkjen kjrieen, un kjeene Wiendruwen doavon äten, wiels dee woaren vonne Warm vefräten woaren. 
DEU.28.40	Aulawäajen en june Jäajent woa jie Oliewengoades haben, oba jie woaren junt nich met de Eelj ensaulwen, wiels de Bäaren auffaulen woaren. 
DEU.28.41	Jie woaren Säns un Dajchta haben, oba jie woaren dee velieren, wiels dee woaren enne Jefangenschoft jenomen woaren. 
DEU.28.42	Aul june Beem un aules waut oppe Stapen waust woat vom Ojjezeffa vefräten woaren. 
DEU.28.43	De framda dee mank junt wont woat mea un mea aunseenen kjrieen, un jie woaren weinja un weinja kjrieen. 
DEU.28.44	Dee woat no junt lieen, un jie woaren nich haben no am to lieen. Hee woat junt leiden un jie woaren am hinjaraun gonen. 
DEU.28.45	Aul dit schwoare woat opp junt komen un junt ploagen bat jie gaunz enne Grunt komen. Dit woat opp junt komen wiels jie nich no de Väaschreften von däm 
DEU.28.46	Dise lieden woaren een Tieekjen sennen von Gott sien Jerecht, un woaren emma wajch opp junt un june Nokomen bliewen. 
DEU.28.47	De 
DEU.28.48	Jie woaren june Fiend deenen, dee de 
DEU.28.49	De 
DEU.28.50	Dee woaren ruchloos omhäa gonen, un kjeen Metlieden met de oole un uk nich met de junge haben. 
DEU.28.51	See woaren sikj jun Vee schlachten un äten, un june Arnten nämen un äten, wiel jie vehungren. Jie woaren nich jun ieejnet Jeträajd, ooda Wien ooda Eelj to brucken kjrieen, un uk nich de junge von june Häaden, bat jie schlieslich utstoawen. 
DEU.28.52	Dee woaren aul june Städa, en daut gaunze Launt woont de 
DEU.28.53	Wan jun Fient junt faustsaten woat, woa jie en soone growe Hungaschnoot jebrocht woaren, daut jie daut Fleesch von june Kjinja, dee de 
DEU.28.54	Soogoa de sea saunfta un milda Maun mank june Lied woat nich sienen Brooda, ooda siene ieejne Fru, ooda daut latste Kjint waut am noch jebläwen es, daut jennen, 
DEU.28.55	daut see een Beskje von daut Fleesch kjrieen von daut Kjint waut hee at, wiels hee sest nuscht to äten haft. Soo schlemm woat daut en dee Tiet sennen, wan jun Fient june Städa faustsat un junt kjwält. 
DEU.28.56	Un soogoa de Fru, dee soo vewant un fienfeelent es, daut see nich emol dän Foot oppe Ieed sat, wiels see soo neiw es, woat äaren ieejnen Maun un uk äaren Sän un äare Dochta nich daut Äten jennen, 
DEU.28.57	un woat selfst de Nojeburt von tweschen äare Been, un uk daut kjliene waut see to Welt brinjt opp äten. See woat daut em Jeheemen oppäten wiels see sest nuscht to äten haft. Soo groff woat de Kwol unja däm Fient sennen dee june Städa faustsaten woat.
DEU.28.58	Paust opp daut jie aules hoolen, waut en dit Jesaz en dit Buak steit, soo daut jie disen wundavollen un furchtboaren Nomen, “De 
DEU.28.59	Wan jie daut nich doonen, dan woat de 
DEU.28.60	De 
DEU.28.61	Hee woat uk veschiedne Krankheiten un aunstekjendet opp junt brinjen, daut nich en dit Buak von Gott siene Jesazen sent. Dee woaren junt gaunz enne Grunt brinjen. 
DEU.28.62	Un wan jie uk soo väl wieren aus doa Stierns aum Himmel sent, woa jie soo mau jrod een poa bliewen, wiels jie nich däm 
DEU.28.63	Jrod soo aus däm 
DEU.28.64	De 
DEU.28.65	Mank dee Velkja woa jie kjeenen Fräd finjen, un kjeene Städ wua jun Foot sikj reiwen kaun. De 
DEU.28.66	Jun Läwen woat sea onsecha sennen, un jie woaren Dach un Nacht en Forcht sennen. Jie woaren nienich weeten woo daut wieda gonen saul. 
DEU.28.67	Aum Morjen woa jie junt wenschen daut et Owent wia, un aum Owent woa jie junt wenschen daut et Morjen wia, wäajen de groote Angst waut en jun Hoat es, un wäajen daut waut june Uagen seenen woaren. 
DEU.28.68	De 
DEU.28.69	Dit sent de Bedinjungen von dän Bunt woonen de 
DEU.29.1	Un Moses roopt daut gaunze israelitische Volkj toop un säd to an: Jie haben selfst jeseenen waut de 
DEU.29.2	Jie sagen de schlemme Ploagen, un de Tieekjens un Wunda dee de 
DEU.29.3	Doch bat vondoag haft de 
DEU.29.4	Vieetich Joa leid ekj junt derch de Wiltnis, un june Kjleeda aun jun Kjarpa sent nich vefollen un daut Footich es nich derchjeschieet. 
DEU.29.5	Dee gaunze Tiet hab jie nich Broot jejäten un nich Wien ooda stoakjet to drinkjen jehaut. Aul dit wia doatoo daut jie kloa seenen sullen, daut ekj de 
DEU.29.6	Un aus wie bat dise Städ kjeemen, kjeemen de Kjennich Sihon, von Heschbon, un de Kjennich Og, von Baschan, ons entjäajen. Oba wie schluagen dee, 
DEU.29.7	un neemen äa Launt en, un deelden de Stam Ruben, Gad, un dän haulwen Manasse Staum daut too. 
DEU.29.8	Nu siet väasechtich un hoolt junt aun de Väaschreften von disen Bunt, soo daut jie junt nopp buaren kjennen en aules waut jie doonen.
DEU.29.9	Vondoag sto jie aula ver däm 
DEU.29.10	jie Kjinja, un Frues, un uk de framde dee mank junt wonen un jun Holt haken ooda jun Wota droagen. 
DEU.29.11	Jie aula sent hia om eenen Bunt met däm 
DEU.29.12	Met disen Bunt woat de 
DEU.29.13	Jie, dee jie hia stonen, sent nich de eensje, waut disen Bunt met de Vespräakjungen un Bedinjungen met däm 
DEU.29.14	De Bunt es met junt, dee jie hia ver däm 
DEU.29.15	Jie weeten noch woo ons daut en Ägipten jinkj, ooda uk aus wie derch de veschiedne Velkja äare Jäajenden reisden. 
DEU.29.16	Jie sagen, waut fa oppscheiselje Dinja dee hauden, äare Jetta von Holt un Steen, un von Selwa un Golt. 
DEU.29.17	Paust opp daut kjeen Maun ooda Fru, kjeene Famielje ooda Staum dee hia vondoag es, woat von däm 
DEU.29.18	Mucht doa kjeena hia vondoag sennen, dee dit Vespräakjen opp sikj nemt un doch meent daut aules woat goot gonen, wan hee uk sienen ieejnen stieekopjen Wajch jeit. Daut wudd Schoden brinjen opp daut jewessade un uk opp daut drieeje Launt. 
DEU.29.19	De 
DEU.29.20	De 
DEU.29.21	Un en lotre Jennerazionen woaren june Kjinja un uk de framde von aundre Lenda seenen woo de 
DEU.29.22	De Ieed oppe Flekja woat met Schwäwelblitt un Solt vedorwen sennen. Kjeena woat doa waut saten un doa woat nuscht waussen, nich emol Krut. Daut woat sennen aus Sodom un Gomorra, ooda Adma un Zebojim aus dee vestieet worden derch däm 
DEU.29.23	Dee waut daut seenen, woaren froagen: Wuarom haft de 
DEU.29.24	Un de Auntwuat woat sennen: Daut es wiels see dän Bunt met däm 
DEU.29.25	See kjieeden sikj dan no aundre Jetta un deenden dee. See bäden Jetta aun, dee see nich verhäa kjanden, un von woone de 
DEU.29.26	Un doa derch brochten see däm 
DEU.29.27	De 
DEU.29.28	Doa es soont waut de 
DEU.30.1	Jie woaren beides de Säajnungen un dän Fluch, dän ekj junt vondoag väajesat hab, beläwen, un dan woat de 
DEU.30.2	un junt no däm 
DEU.30.3	dan woat de 
DEU.30.4	Un wan june vestreide uk enne wietste Akj oppe Ieed sent, doawäajen woat de 
DEU.30.5	De 
DEU.30.6	Un de 
DEU.30.7	Dan woat de 
DEU.30.8	Jie woaren dan wada aul de Väaschreften von däm 
DEU.30.9	De 
DEU.30.10	Dit woat doaderch komen, daut jie am jehuarsom sent un aul de Jesazen hoolen, dee en dit Buak von Lieren sent. Oba jie motten junt met jun gaunzet Hoat un met june gaunze Seel no am kjieren.
DEU.30.11	Daut Jeboot waut ekj junt vondoag jäw es nich too schwoa fa junt, daut es nich ommäajlich fa junt to hoolen. 
DEU.30.12	Daut es nich wäa weet woo huach, daut eena froagen woat, wäa kaun doa han un ons daut brinjen, daut wie daut hieren un doonen kjennen. 
DEU.30.13	Daut es uk nich aun de aundre Sied vom Mäa, soo daut wäa froagen woat, wäa kaun äwa daut Mäa gonen un ons daut brinjen, soo daut wie daut hieren un doonen kjennen. 
DEU.30.14	Nä, daut Wuat es gaunz dicht bie. Jie haben daut en dise Wieed, un en jun Hoat, soo daut jie daut utläwen kjennen.
DEU.30.15	Horcht emol. Ekj sat junt vondoag ver eene Wol. Well jie Läwen un Erfolch, ooda Doot un beeset. 
DEU.30.16	Ekj velang vondoag von junt, daut jie däm 
DEU.30.17	Oba wan jie woaren vom 
DEU.30.18	dan saj ekj junt nu aul, dan woa jie omkomen. Dan woa jie nich lang läwen en daut Launt aun jantsied vom Jordan wua jie nu han gonen daut junt to moaken. 
DEU.30.19	Ekj jäw junt vondoag de Wol, auf jie Läwen ooda Doot haben wellen, auf jie dän Säajen ooda dän Fluch haben wellen. Un ekj kroag dän Himmel un de Ieed daut see sellen de Zeijen sennen. Doawäajen wält nu Läwen, waut junt un june Nokomen woat goot gonen. 
DEU.30.20	Siet däm 
DEU.31.1	Dan jinkj Moses rut un räd to daut gaunze Volkj Israel. 
DEU.31.2	Hee säd: Ekj sie nu 120 Joa oolt, un ekj kaun nich mea jun Leida sennen. De 
DEU.31.3	De 
DEU.31.4	De 
DEU.31.5	De 
DEU.31.6	Siet stoakj un got mootich. Enjst junt nich fa dee, un lot junt nich dän Moot veschorren. De 
DEU.31.7	Un dan roopt Moses Josua, un ver daut gaunze Israel säd hee to am: Sie stoakj un mootich. Du best deejanja dee met dit Volkj woat en daut Launt nengonen, woont de 
DEU.31.8	De 
DEU.31.9	Un Moses schreef dit Jesaz opp un jeef de Priesta un de Leidasch en Israel daut. Dit wieren de Priesta woone Levi siene Nokomen wieren un de Kjist von däm 
DEU.31.10	Un Moses unjarecht an met dise Wieed: Aum Enj von jieda säwen Joa, en daut Entlotungsjoa, sell jie opp daut Loofbooden Fast toopkomen. 
DEU.31.11	Wan daut gaunze Volkj doatoo ver däm 
DEU.31.12	Vesaumelt de Lied, de Mana, de Frues, de Kjinja, un de framde dee en june Staut wonen, soo daut see daut hieren. Dan woaren see lieren däm 
DEU.31.13	Dan woaren de Kjinja, dee doa nich bekaunt met sent, daut hieren, un dee woaren lieren däm 
DEU.31.14	Un de 
DEU.31.15	Un de 
DEU.31.16	Un de 
DEU.31.17	Wan dee Dach kjemt, woa ekj sea ontofräd met an sennen. Un ekj woa an em Stäakj loten, un nich mea halpen. Un see woaren väl Schoden un Trubbel derch moaken bat see gaunz enne Grunt jebrocht woaren sennen. Aun dän Dach woaren see enseenen daut aul de Trubbel opp an jekomen es, wäajen de 
DEU.31.18	Oba dän Dach woa ekj gaunz secha nich halpen, wiels see sikj no aundre Jetta jekjieet haben.
DEU.31.19	Un nu, schriew dit Leet dol un lia de Israeliten daut. Lot an daut sinjen soo daut et een Zeij unja junt Israeliten es. 
DEU.31.20	Wan ekj an ieescht en daut Launt, wua Malkj un Honnich rant, nenn jebrocht hab, daut Launt woont ekj äare Vodasch met een Eit vesproaken hab, un wan see sikj ieescht saut jejäten haben un fat jeworden sent, dan woaren see no aundre Jetta dreien un dee deenen, un see woaren mie veachten un mienen Bunt bräakjen. 
DEU.31.21	Dan woaren veschiedne Schoden un Trubbels opp an komen, oba dit Leet woat aus een Jewessen fa an sennen, un see, un soogoa äare Kjinja, woaren daut nich vejäten. Ekj weet waut vonne Jedanken dee nu aul haben, nu ea ekj an en daut vesproakne Launt nenn brinj. 
DEU.31.22	Un aun dän Dach schreef Moses daut Leet dol un lieed de Israeliten daut.
DEU.31.23	Un de 
DEU.31.24	Un Moses schreef daut Jesaz ut bat gaunz opp daut latste. 
DEU.31.25	Un Moses säd to de Leviten, dee de Kjist von däm 
DEU.31.26	Nämt dit Buak met daut Jesaz un sat daut biesied de Bundeskjist von däm 
DEU.31.27	Ekj weet woo jäajenaun un stieekoppich jie sent. Soogoa nu aul, wiel ekj noch läwd, sent jie däm 
DEU.31.28	Vesaumelt aul june Leidasch un june aunjestalde Mana, soo daut ekj to an räden kaun un see hieren woaren, wan ekj dän Himmel un de Ieed aus Zeij jäajen an opproopen woa. 
DEU.31.29	Ekj weet daut no mienen Doot woa jie onbedinjt orrajchtet doonen un junt von däm Wajch, dän ekj junt väajesajcht hab, wajch dreien. Un dan woat uk noch de Tiet komen, wua jie woaren Schoden lieden wäajen daut beese waut jie ver däm 
DEU.31.30	Un Moses säd dit gaunze Leet opp von Aunfank bat Enj ver de Vesaumlunk von Israeliten.
DEU.32.1	Lot dän Himmel horchen wan ekj räd,
DEU.32.1	lot de Ieed oppnämen waut ekj to sajen hab. 
DEU.32.2	Mucht dis Unjarecht opp junt komen
DEU.32.2	aus een leisa Räajen,
DEU.32.2	mucht dee sennen aus de Deiw.
DEU.32.2	Muchten dise Väaschreften Läwen jäwen,
DEU.32.2	soo aus een Soddaräajen oppe drieeje Weid,
DEU.32.2	un soo aus wan daut dän dachäwa opp daut Struck doakt. 
DEU.32.3	Ekj woa däm 
DEU.32.3	ekj woa sajen woo groot Gott es.
DEU.32.4	Hee jeft mie Schutz;
DEU.32.4	sien Woakj es onen Fäla,
DEU.32.4	un hee haundelt emma rajcht.
DEU.32.4	Gott es bestendich un onen schlajchtet.
DEU.32.4	Hee deit emma waut rajcht es.
DEU.32.5	Oba jie sent ontru jewast.
DEU.32.5	Jie derwen nich mea siene Kjinja sennen,
DEU.32.5	wiels june Wäaj soo vekjieet un bees sent. 
DEU.32.6	Es dit woo jie däm 
DEU.32.6	jie onveninftje un onväabedochte Lied.
DEU.32.6	Es hee nich jun Voda?
DEU.32.6	Es hee nich dee, dee junt jemoakt haft,
DEU.32.6	dee, dee junt to een Volkj jemoakt haft? 
DEU.32.7	Denkj doch emol no, woo daut en vegone Tiet jewast es.
DEU.32.7	Froag dienen Voda un de elre Mana;
