GEN.1.1	Du ujuni Naşibaţi apaş baţi na mboş.
LEV.16.5	« Babuk Iŧrayel bawo kawula ŋpi ŋdow ŋtëb ŋankwooŋ ŋi bţeŋan bi ppënan ipekadu na unkaneel ukaş wi baktëraduŋ bŧi nji Nawat Kabuka. 
LEV.16.6	Wal wi akfiŋuŋ uwit ukaş pa ppënan ipekadu yi nul ţi uleeful na yi biki katohul, 
LEV.16.7	ajej ŋpi ŋtëb kaţij ţi kadun ki Nawat Kabuka du ukëbi wi 
LEV.16.8	Ado kanuŋ na mnlaak kameena unkwooŋ wi Nawat Kabuka na unkwooŋ wi Aŧaŧel
LEV.16.9	Woli abaa, ajej upi undataniiŋ pa Nawat Kabuka kado bţeŋan bi ppënan ipekadu. 
LEV.16.10	Upi unwooŋ wi Aŧaŧel uwo pa bañow bi bañaaŋ bŧi. Baţij wa kabëkan ujeb du kadun ki Nawat Kabuka kabaa kadook wa uya du Aŧaŧel du 
LEV.16.11	« Kë hënk di Aaron awooŋ i kado pa ul ţi uleeful na biki katohul : aţij uwit ukaş wi bţeŋan bi ppënan ipekadu kafaal wa, nji Nawat Kabuka nşë miir ipekadu yi nul na yi biki katohul. 
LEV.16.12	Ajej ihil inkyikuŋ ţi bdoo banwooŋ du 
LEV.16.13	Wi abanuŋ, aţu mnkulan ţi ihil inkyikuŋ ţi kadun ki nji Nawat Kabuka, udu ugurna hënk umaala wi uwuuru unhanknuŋ klaak kanfejuŋ apiiŧ bhoŋar, hënk, Aaron aankkeţ. 
LEV.16.14	Ajej wal mënţ pkoñ kaŧoop ţi pñaak pi uwit ukaş kaşë kalëŧ ţi umaala duuţ du bmayar unuur
LEV.16.15	Wi wi aşaaŋ afaal upi wi bţeŋan bi ppënan ipekadu yi bañaaŋ kaşë kajej pñaak kañooţ kak du kafeţ ki blaañ bweek kado na pa jibi adoluŋ na pi uwit ukaş kalëŧ pa ţi umaala duuţ na ţi kadun ki wa. 
LEV.16.16	Hënk, ado du dko dyimanaan maakan duŋ jibi bajaaŋ bado pa pjinţan da ţi pţop pi biki Iŧrayel baţopanuŋ da na pjuban pi baka na ipekadu yi baka bŧi, wi wi aşaaŋ ado haŋ kak pa kaloona ki bayiti ţiki katan ţi pŧoof pi bañaaŋ banwooŋ baţop. 
LEV.16.17	Nin ñaaŋ aloŋ aanwo kawo du kaloona ki bayiti du wal wi akneejuŋ pdo bţeŋan bi ppënan ipekadu te du wal wi akpënuŋ. Wal wi akbaaŋ pdo bţeŋan bi ppënan ipekadu yi nul na yi biki katohul na yi babuk Iŧrayel bŧi, 
LEV.16.18	apën ţi kaloona kaşë kaya du bliit bi mngur banwooŋ ţi kadun ki Nawat Kabuka kaşë kado ţi ba iko yi bajaaŋ bado pa pjinţan ba. Ajej pñaak pi uwit ukaş na pi upi ukaş kakër ţi itiim infooyuŋ bliit bi mngur. 
LEV.16.19	Ajej pkoñ kaŧoop ţi pñaak kalëŧ ŋyaaş paaj na uloŋ ţi bliit bi mngur, hënk aji jinţan ba wi apënanuŋ ţi ba pţop pi babuk Iŧrayel baţopanuŋ ba.
LEV.16.20	« Wal wi Aaron akbaaŋ bţeŋan bi pjinţan 
LEV.16.21	Apaf iñen ţi bkow bi wa duuţ kaşë kaţup ipekadu bŧi na pjuban bŧi yi babuk Iŧrayel badoluŋ, kaţup kak jibi bawooŋ baanţaş bgah, hënk aji kuŋan wa ipekadu yi bañaaŋ. Wi wi aşaaŋ ado ñaaŋ aloŋ i badatuŋ, adook wa uya du pndiiş. 
LEV.16.22	Hënk, upi wuŋ uji kuŋa ipekadu yi bañaaŋ bŧi kañooţ du pndiiş.
LEV.16.23	« Wal wi badookuŋ upi kë uya du pndiiş, Aaron aneej du kaloona ki bayiti, kawohëş imişa yi ifaal yi awohuŋ wi akneejuŋ du 
LEV.16.24	Wi adoluŋ haŋ, apën kaya kañowa du dko danyimanuŋ, kawoh imişa yi nul kaşë katërad bŧi nji Nawat Kabuka unŧaam pa uleeful kabot katër uloŋ bŧi pa bañaaŋ biki Iŧrayel, nşë miir ipekadu yi nul na yi baka. 
LEV.16.25	Ado batër mniir bŧi mi ŋnŧaam ŋuŋ ţi bliit bi mngur.
LEV.16.26	« Kë ñaaŋ andookuŋ upi wi Aŧaŧel kë uya du 
LEV.16.27	Kë uwit ukaş na upi ukaş ŋi bawuluŋ pa bţeŋan bi ppënan ipekadu, ŋi baţuuŋ pñaak pi ŋa ţi 
LEV.16.28	Ñaaŋ i baţuuŋ ptër iko yuŋ bŧi awo kanaj imişa yi nul kabot kañowa wi wi aşaaŋ ahilan kakak du dko di bañaaŋ bafëţuŋ.
LEV.16.29	« Kë uko wi, wi wi nawooŋ kado kado ŋwal bŧi : ţi unuur uţënk iñeen wi pli ppaajanţën na ploŋ nayiman, naankdo nin ulemp uloŋ, uwole ñaaŋ i uŧaak a këme nayaanţ anwooŋ ţi pŧoofan. 
LEV.16.30	Unuur mënţ wi wi bakdoluŋ ţi an iko yi bajaaŋ bado, nji Nawat Kabuka nhilna mmiiran ipekadu najinţ ţi kadun naan. 
LEV.16.31	Unuur mënţ nado wa uwo 
LEV.16.32	« Naţeŋan ankkëriiŋ kë baţoorana kë ayeenk pţij pi aşin, akkakuŋ naşih i baţeŋan, ul akluŋ kado bţeŋan buŋ. Awohara imişa yi ifaal, inyimanuŋ, 
LEV.16.33	kado bţeŋan bi pjinţan 
LEV.16.34	Uko mënţ, nawo kado kado wa ŋwal bŧi, uyaaş uloolan ţi uşubal nado ţi babuk Iŧrayel bţeŋan nji Nawat Kabuka nşë miir babuk Iŧrayel ipekadu bŧi.
LEV.16.34	Kë bañaaŋ bado jibi Nawat Kabuka ajakuŋ na Moyiŧ aji bawo kado.
LEV.17.2	Ţiiniin na Aaron na babukul biinţ na babuk Iŧrayel bŧi iji na baka : « Uko wi, wi wi nji Yawe Nawat Kabuka njakuŋ aji bawo kado kado : 
LEV.17.3	woli ñaaŋ aloŋ i Iŧrayel aŋal pdo bţeŋan, kafiŋ du dko di bafëţuŋ këme du bdig bi da uwit ukaş, unkaneel këme upi, 
LEV.17.4	awo kañooţ wa duna du ukëbi wi 
LEV.17.5	Hënk, bañaaŋ biki Iŧrayel, ji badoki baya kado iţeŋan yi baka du bdig bi dko di bafëţuŋ, badoki baţij ya du naţeŋan du ukëbi wi kaloona ki bayiti, adiiman ya nji Nawat Kabuka kado bţeŋan bi bŧiinkar ţi Nawat Kabuka na bañaaŋ. 
LEV.17.6	Naţeŋan ajej pñaak kalëŧ ţi 
LEV.17.7	Hënk, babuk Iŧrayel baţañan pfiŋar ŋnŧaam ŋnŧoŋ ŋannaamuŋ ŋpi, ŋi bajaaŋ badëman. Uko waŋ uwo udolade wi bawooŋ kado kaţaş ŋwal bŧi, bukal na babuk baka, te mnţo. »
LEV.17.8	Kak iji na baka : « Woli ñaaŋ i Iŧrayel këme nayaanţ anwooŋ ţi pŧoof pi nan afiŋ unŧaam atër wa bŧi këme ado bţeŋan bloŋ na wa, 
LEV.17.9	awo kaţij wa du ukëbi wi kaloona ki bayitikaţen wa nji Nawat Kabuka ; woli aando haŋ kaluŋ kapënana ţi pntaali pi nul. »
LEV.17.11	Na manjoonan ubida wi uko unkheefënţuŋ bŧi uwoona ţi pñaak. Pñaak mënţ dwulan pa, nado kadolna bţeŋan du 
LEV.17.12	Uko waŋ ukaaŋ kë nji na bañaaŋ biki Iŧrayel : Nin aloŋ ţi an, nin nayaanţ aloŋ anwooŋ ţi pŧoofan aanwo kade pñaak.
LEV.17.13	« Woli ñaaŋ i Iŧrayel këme nayaanţ anwooŋ ţi pŧoof pi nan aya pjan amob unŧaam këme ukaŧ kë ŋawo ŋnŧaam ŋi badinanuŋ baka bade, awo katul pñaak pi wa kagur pa na mboş. 
LEV.17.14	Ubida wi uko unkheefënţuŋ undoli uwoona ţi pñaak pi wa, ukaaŋ kë nji na bañaaŋ biki Iŧrayel : naankde pñaak pi nin unŧaam uloŋ ţiki ubida wi wa uwoona ţi pñaak. Ñaaŋ ankndeeŋ pa, apën ţi pntaali pi naan.
LEV.17.15	« Woli ñaaŋ i Iŧrayel këme nayaanţ anwooŋ ţi pŧoof pi nan ade uyemaţ wi unŧaam unkeţuŋ këme wi uko uloŋ wi uţeeh ufiŋuŋ, awo kanaj imişa yi nul kabot kañowa, aji wo naţop te utaakal kabaa jinţ. 
LEV.17.16	Kë woli aannaj imişa, awo aaññowaa, aduka na pekadu. »
LEV.18.2	Ţiiniin na babuk Iŧrayel iji na baka : « Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan. 
LEV.18.3	Naanwo kado iko injaaŋ idolana du uŧaak wi Ejiptu wi nabiiŋ afëţ kë naankdo iko inkdolaniiŋ du uŧaak wi 
LEV.18.4	Nawo kado kado iko yi nţu'anaŋ pdo, kabot kaţaş bgah bi naan. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan. 
LEV.18.5	Nawo kado kaţaş bgah na idolade yi nwulanaŋ : woli ñaaŋ aţaş ya aka ubida. Nji dwooŋ Yawe Nawat Kabuka.
LEV.18.6	« Nin ñaaŋ aloŋ ţi an aanwo kapiinţ na ñaaţ anwooŋ ayiţul nañog. Nji dwooŋ Yawe Nawat Kabuka.
LEV.18.7	« Nin ñaaŋ aloŋ ţi an aanwo kapiinţ na anin, woli ado haŋ uwo pwin aşin byişu ; awo naan iinwo kapiinţ na a.
LEV.18.8	« Iinwo kapiinţ na ahar şaaş, uwo pwin şaaş byişu.
LEV.18.9	« Iinwo kapiinţ na ñaaţ, abuk şaaş këme abuk naan. Abukale ţi katoh ki iwooŋ këme du dko dloŋ dmpaţi, iinwo kapiinţ na a.
LEV.18.10	« Iinwo kapiinţ na ñaaţ, ababu uwole abuk abuku ñiinţ a këme abuk abuku ñaaţ. Uleefu wi wi iţopanuŋ hënk.
LEV.18.11	« Iinwo kapiinţ na abuk ahar şaaş, ţiki ayiţ na şaaş, awo aţa'u.
LEV.18.12	« Iinwo kapiinţ na şaaş ñaaţ, ţiki pñaak pi şaaş pa.
LEV.18.13	« Iinwo kapiinţ na ñaaţ aţa naan këme naweek naan, ţiki pñaak pi naan pa.
LEV.18.14	« Iinwo kawin aţa şaaş byişu, iinwo keeri kapiinţ na ahar aţa şaaş këme ahar naweek şaaş ţiki awo ayiţu.
LEV.18.15	« Iinwo kapiinţ na ahar abuku. Awo ayiţu, iinwo kapiinţ na a.
LEV.18.16	« Iinwo kapiinţ na ahar aţa'u këme ahar naweeku, ţiki pñaak pi aţa'u këme pi naweeku pa.
LEV.18.17	« Iinwo kapiinţ na ñaaţ kabot kapiinţ na abukul ; iinwo kapiinţ na abuk abukul ñiinţ këme ñaaţ. Bawo pñaak pi nul, uwo uko unţopuŋ.
LEV.18.18	« Iinwo kaniim ñaaţ kabot kaniim aţa'ul kaţu ţi katoh, iţij bkujar ţi pŧoof pi baka wal wi ikpiinţuŋ na aloŋ wi undu ahumuŋ najeb.
LEV.18.19	« Iinwo kapiinţ na ñaaţ wal wi akñowiiŋ, ţiki aji wo naţop.
LEV.18.20	« Iinwo kapiinţ na ahar aŧënţu, wi idoluŋ haŋ, iţopi.
LEV.18.21	« Iinwo kajej abuku kawul Molek
LEV.18.22	« Iinwo kapiinţ na ñiinţ jibi ijaaŋ kpiinţ na ñaaţ, uwo uko unţopuŋ maakan.
LEV.18.23	« Iinwo kapiinţ na nin unŧaam, wal wi idoluŋ haŋ, iţopi. Ñaaţ aanwo kaya du unŧaam kapiinţ na wa, uwo pţuunk.
LEV.18.24	« Nakţopan ŋleefan na iko yaŋ ; yul iţopanuŋ ŋŧaak ŋi nji kadookuŋ ţi kadunan. 
LEV.18.25	Uŧaak ţi uleef wi wa ukak aţop, kë nşë kob wa kë ugaŧ banfëţuŋ da.
LEV.18.26	« Kë an biki Iŧrayel, nawo kado kado iko yi nţu'anaŋ pdo, kabot kaţaş bgah bi naan, naanwo nin kado iko iţop maakan yaŋ uwole an biki Iŧrayel këme nayaanţ anfëţuŋ ţi pŧoofan. 
LEV.18.27	Bañaaŋ bambiiŋ afëţ ţi uŧaak wi ji nabi nado kafëţ ţi wa bado iko iţop maakan yaŋ ukaaŋ kë uŧaak uţopi. 
LEV.18.28	Nawutan kaţopan wa kak ji ubi ugaŧan jibi ugaŧuŋ bambiiŋ afëţ da uŧeek. 
LEV.18.29	Ñaaŋ ankdoluŋ iko iţop maakan yaŋ, dpënana ţi pntaali pi Iŧrayel. 
LEV.18.30	Namëbaan bnuura iko yi nţu'anaŋ pdo, naţafaraan kaţaş iko iţop maakan imbiiŋ adolana ji nabi nado kabi, nawutna kaţopan ŋleefan wi nakdoluŋ ya. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan. »
LEV.19.2	Ţiiniin na babuk Iŧrayel bŧi iji na baka : « Nawoon bañaaŋ banyimanuŋ, mnwo mi nan manwoon mnwo mnyimanaan, ţiki nji Yawe Nawat Kabuka Naşibaţi i nan, dyimani.
LEV.19.3	« Andoli ţi an awo kaŧiink anin na aşin, awo kadëman unuur wi pnoorfën. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan.
LEV.19.4	« Nawutan kadëman ŋŧoŋ, nawutan kayuuyan ifeeru kado itu. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan.
LEV.19.5	« Woli nado pa nji bţeŋan bi bŧiinkar ţi Nawat Kabuka na bañaaŋ, nawo kado ba jibi njakuŋ, bahilna balilën 
LEV.19.6	Bţeŋan mënţ bawo kade'ana ţi unuur mënţ wi badoluŋ ba, këme ţi unuur utëbanţën ; uko undukiiŋ bŧi te unuur uwajanţën, uwo katër bŧi du bdoo. 
LEV.19.7	Kë woli ude'ana ţi unuur uwajanţën, uwo uko unţopuŋ, uunklilën. 
LEV.19.8	Ñaaŋ ankdeeŋ wa awo na pekadu, ţiki aţopan uko wi baţeŋanuŋ pa Nawat Kabuka ; ñaaŋ andoluŋ haŋ apën ţi pntaali pi naan.
LEV.19.9	« Woli naluŋ akit du ŋţeehan, naanwo kakit te du ibaŋ yi uţeeh. Naanwo kapërënţ ţi ŋţeehan. 
LEV.19.10	Naanwo kak kaţëp kak ţi uţeeh wi mnko manjaaŋ mandolna ubiñu wi nan, kamar da mnko, këme kajejënţ mnko manjotuŋ da këme mbuk. Nawutar ma bajuuk na bayaanţ. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan.
LEV.19.11	« Nin aloŋ ţi an aanwo kakiij aŧënţul, kaţilan këme kaguura. 
LEV.19.12	Nawutan kaţilan kaşë kamehna ţi katim naan. Woli nado haŋ naji nakar katim ki naan. Nji dwooŋ Yawe Nawat Kabuka.
LEV.19.13	« Iinwo kadeenkna aŧënţu, iinwo kakiija. Iinwo kafër na baluk bi ñaaŋ anlempuŋ pa iwi. 
LEV.19.14	Iinwo kakar ñaaŋ andënëmuŋ bë iinkak awo kaţu ţi bgah bi nakuul uko uloŋ unhiniiŋ kawata. Iinwo kañoom Naşibaţi i nu. Nji dwooŋ Yawe Nawat Kabuka.
LEV.19.15	« Iinwo kapaţşër ţi pwayëş pi nu : iinwo kaţok na najuuk, wutan kayeenkar nayok, ţëpan ţëp iwayëş baŧënţu pwayëş panwooŋ pŧool. 
LEV.19.16	Iinwo kado kakuut aŧënţu na uŧaak. Wutan katapar aŧënţu bţup badoo baţu'a pkeţ. Nji dwooŋ Yawe Nawat Kabuka. 
LEV.19.17	Iinwo kadeebaţër aŧënţu kahank wa ţi uşalu, iwo kaţiini na a, hënk iinkduka na pekadu. 
LEV.19.18	Iinwo kalukan kë iinwo kadeebaţër aŧënţu. Iwo kaŋal aŧënţu jibi iŋaluŋ uleefu. Nji dwooŋ Yawe Nawat Kabuka.
LEV.19.19	« Nawo kaţaş kak iko yi nţu'anaŋ pdo yi : iinwo kado unŧaam wi batani bi nu upaya unŧaam umpaţi na wa, iinwo kaŧepi mbuk mampaţuŋ ţi uţeeh wi nu, iinwo kawoh kamişa ki iŧenda impaţuŋ.
LEV.19.20	« Woli ñiinţ apiinţ na ñaaţ anwooŋ aanwo najeeh i ñiinţ aloŋ ajokuŋ, bë baanuga ţi a kë ñiinţ mënţ aanwutana, ñaaŋ mënţ baţu'a baluk kë başë wo baankkeţ ţiki ñaaţ aanwo najeeh. 
LEV.19.21	Aţij ţi kadun ki nji Nawat Kabuka unkaneel ukaş du ukëbi wi 
LEV.19.22	Naţeŋan ajej unkaneel wuŋ kado ţi ñaaŋ mënţ iko yi bajaaŋ bado Nawat Kabuka amiirna a, pekadu daşë dapën ţi a.
LEV.19.23	« Wal wi nakneejuŋ du uŧaak wi 
LEV.19.24	Ţi uşubal ubaakanţën, najej mnko mi mambukuŋ bŧi manwo mi nji Nawat Kabuka, nado ufeŧtu kadëmanaan. 
LEV.19.25	Kë ţi uşubal uñeenaţën, nahinan kamar ma pa an ţi ŋleefan kade, hënk di di kakit ki nan kakdooŋ kaŧum ŧum pya. Nji dwooŋ Yawe Nawat Kabuka, Naşibaţi i nan.
LEV.19.26	« Naankde nin unŧaam unwooŋ na pñaak. Naankdo nin mnţoori, nin dayaamu. 
LEV.19.27	Naanwo kapuunk imbaŋ yi uwel wi bkow kafooyan këme kapuunk ibaaŋ yi bduuh. 
LEV.19.28	Iinwo kakib uleef wal wi iwooŋ na puum. Nawutan kapiiŧ ţi ŋleefan. Nji dwooŋ Yawe Nawat Kabuka.
LEV.19.29	« Nawutan kaţopan babukan baaţ wi nakţuuŋ baka pwaap ŋleef ŋi baka, kaţi uŧaak bŧi uwo ţi pjuban, uŧum iko iţop.
LEV.19.30	« Nadoon kadëman unuur wi pnoorfën, naţijan bnuura dko dyimanaan di naan. Nji dwooŋ Yawe Nawat Kabuka.
LEV.19.31	« Nawutan kaya du bapena këme bado dayaamu ţiki baţopanan. Nji dwooŋ Yawe Nawat Kabuka, Naşibaţi i nan.
LEV.19.32	« Iwo kanaţa wal wi nantohi abiiŋ, kadëmana. Nadiimaan ţi mnwo mi nan kë naji naŧiinkën. Nji dwooŋ Yawe Nawat Kabuka.
LEV.19.33	« Woli nayaanţ abi afëţ ţi pŧoofan, naanwo kaŋotna a. 
LEV.19.34	Nayaanţ anwooŋ ţi pŧoofan awo kawo ji ayiţan, nawo kaŋala jibi naŋaluŋ ŋleefan, naleşan kë nabi wo bayaanţ du uŧaak wi 
LEV.19.35	« Nawutan kaguurad ţi uko wi pniib bŧi. 
LEV.19.36	Nalaan iko iniibi inwooŋ inuura. Nji dwooŋ Yawe Nawat Kabuka, Naşibaţi i nan ampënananaŋ du uŧaak wi Ejiptu.
LEV.19.37	« Nawo kamëban bnuura bgah na idolade yi naan bŧi, nadoon kaţaş ya. Nji dwooŋ Yawe Nawat Kabuka. »
LEV.23.2	Ţiiniin na babuk Iŧrayel iji na baka : « Ŋfeŧtu ŋyimanaan ŋi, ŋi ŋi nawooŋ kado kado, ŋul ŋawooŋ ŋfeŧtu ŋi naan. Woli nado ŋa, naduun bañaaŋ bŧi bayitiir badëmanaan. »
LEV.23.3	« Nalemp ŋnuur paaj, kë unuur uţënk paaj na uloŋ uşë wo unuur wi pnoorfën, unuur wi nayitiir nadëmanaan, naankdo nin ulemp uloŋ ţi unuur mënţ : du dko di nafëţaaŋ, unuur mënţ uwo wi pnoorfën wi nakdooŋ kadëman nji 
LEV.23.4	« Ŋnuur ŋi ŋawooŋ ŋnuur ŋi ŋfeŧtu ŋloŋ ŋi nakdooŋ pa nji Nawat Kabuka, ŋi nakduuruŋ kayit ţi wal wi nţuuŋ. »
LEV.23.5	« Ţi ŋnuur iñeen na ŋbaakër ŋi pli pŧeek, na utaakal, nado 
LEV.23.6	Ţi ŋnuur iñeen na kañeen ŋi pli mënţ najun 
LEV.23.7	Ţi unuur uŧeek, nayitiir kadëman Nawat Kabuka : naankdo nin ulemp uloŋ. 
LEV.23.8	Nado ŋnuur paaj na uloŋ ŋi nakdooŋ katërad bŧi Nawat Kabuka ŋnŧaam na ŋdeey. Ţi unuur uţënk paaj na uloŋ nayitiir kadëman Nawat Kabuka, naankdo nin ulemp uloŋ. »
LEV.23.10	Ţiiniin na babuk Iŧrayel iji na baka : « Woli naluŋ aneej du uŧaak wi nji kaţenanaŋ ado kakit da, nawo kaţij ŋdeey ŋŧeek ŋampënnuŋ ţi ŋţeehan du naţeŋan. 
LEV.23.11	Ţi unuur unţaşuŋ ţi wi pnoorfën ajej ŋa kadiiman nji Nawat Kabuka, nahilna nayeenk bnuura bi naan. 
LEV.23.12	Ţi unuur mënţ natërad Nawat Kabuka unkaneel bŧi wi uşubal unwooŋ uunţakëm nin dko dloŋ. 
LEV.23.13	Nado kak bţeŋan bi ŋdeey bagakandër na uko untëruŋ wuŋ, bawo bi ŋkil paaj ŋi pşon pi banaguŋ na ukëra. Bawo bţeŋan bi pţëkëñ pajaaŋ palilën. Nakak atul da poot pi ulitru na pŧoof. 
LEV.23.14	Ji unuur mënţ ubi uban, naankde nin uko uloŋ umpënnuŋ du kakit ki nan uwole kapoom, ŋdeey ŋi baŧoowuŋ, këme uŧëmp. Hënk di di nawooŋ kado kado te mnţo an na pntaali pankpënnuŋ ţi an du dko bŧi di nakfëţaaruŋ. »
LEV.23.15	« Kajunna du unuur unţaşuŋ ţi wi pnoorfën wi naţijuŋ ŋdeey ŋi naţeŋanaanuŋ, nafën inëm paaj na kaloŋ ipëb. 
LEV.23.16	Ŋnuur iñeen kañeen mënţ ŋaya te unuur unţaşuŋ ţi wi pnoorfën wi kanëm kapaajanţën na kaloŋ, wal mënţ nakak ado 
LEV.23.17	Naţijna du itohan ipoom itëb kado Nawat Kabuka bţeŋan. Kapoom kandoli kabomanaan ŋkil ŋwajanţ ŋi pşon kabot kajuŋ na uko utajanaani pşon. Bţeŋan mënţ bapënna ţi ŋdeey ŋŧeek ŋi nakituŋ. 
LEV.23.18	Nakak aţij ŋkaneel paaj na uloŋ ŋi uşubal ŋanwooŋ ŋaanţakëm nin dko dloŋ, uwit ukaş na ŋkaneel ŋkaş ŋtëb ŋloŋ katërad bŧi Nawat Kabuka, ŋul na bţeŋan bi ŋdeey, na poot pi baheparuŋ. 
LEV.23.19	Nakak awo i kawul upi ukaş udolna bţeŋan bi ppënan ipekadu, na ŋkaneel ŋtëb ŋi uşubal ŋi bţeŋan bi bŧiinkar ţi Nawat Kabuka na bañaaŋ. 
LEV.23.20	Naţeŋan ajej ipoom yuŋ na ŋnŧaam, kaţu na ŋkaneel ŋtëb kadiiman Nawat Kabuka. Iko mënţ bŧi iwo yi naţeŋan, iwo iko inyimanuŋ. 
LEV.23.21	Ţi unuur mënţ, nayitiir kadëman Nawat Kabuka, naankdo nin ulemp uloŋ. Hënk di di nawooŋ kado kado te mnţo du dko bŧi di nafëţuŋ.
LEV.23.22	« Woli naluŋ akit du ŋţeehan, naanwo kakit te du ibaŋ yi uţeeh. Naanwo kapërënţ ţi ŋţeehan. Nadukar ŋdeey ŋanjotuŋ ŋuŋ bajuuk na bayaanţ. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan. »
LEV.23.24	Ţiiniin na babuk Iŧrayel iji na baka : « Ţi unuur uŧeek wi pli ppaajanţën na ploŋ, nanoorfën unuur upëb, uwo unuur wi pyit kado kalul kaleşna kabot kadëman nji Nawat Kabuka. 
LEV.23.25	Naankdo nin ulemp uloŋ ţi unuur mënţ, kaşë katërad nji Nawat Kabuka ŋnŧaam na ŋdeey ŋi bţeŋan bŧi. »
LEV.23.27	« Ţi ŋnuur iñeen ŋi pli ppaajanţën mënţ, uwo unuur uweek wi ppënan ipekadu. Naduur kayitiir kadëman nji Nawat Kabuka, kayiman kaşë katëradaan iko yi bţeŋan bŧi. 
LEV.23.28	Naankdo nin ulemp uloŋ ţi unuur mënţ, ţiki uwo unuur wi naţeŋan akdoluŋ ţi an bţeŋan bi ppënan ipekadu, nji Nawat Kabuka nşë miiran ipekadu nahilna najinţ ţi kadun naan. 
LEV.23.29	Ñaaŋ anwooŋ aanyiman ţi unuur mënţ apën ţi pntaali pi Iŧrayel. 
LEV.23.30	Kë ñaaŋ ankdoluŋ ulemp uloŋ ţi unuur mënţ, nji Nawat Kabuka dpënana ţi pntaali pi nul. 
LEV.23.31	Naankdo nin ulemp uloŋ. Hënk di di nawooŋ kado kado te mnţo an na pntaali pankpënnuŋ ţi an du dko bŧi di nakfëţaaruŋ 
LEV.23.32	Uwo unuur wi naknoorfënuŋ, nayiman ţi unuur mënţ ; ţi utaakal wi unuur uţënk kañeen kaloŋ te utaakal unkmbiiŋ, nawo i pnoorfën. »
LEV.23.34	Ţiiniin na babuk Iŧrayel iji na baka : « Ţi ŋnuur iñeen na kañeen ŋi pli ppaajanţën na ploŋ mënţ, nado kanëm kado kado ufeŧtu wi irakan kadëman nji Nawat Kabuka. 
LEV.23.35	Unuur uŧeek naduur kayit kadëman Nawat Kabuka, naankdo nin ulemp uloŋ. 
LEV.23.36	Unuur undoli ţi kanëm nawo katërad bŧi Nawat Kabuka ŋnŧaam na ŋdeey. Ţi unuur uţënk bakreŋ naduur kayit kadëmanaan, katëradaan bŧi iko, naankdo nin ulemp uloŋ ţi unuur mënţ.
LEV.23.37	« Ŋuŋ ŋawooŋ ŋnuur ŋi pdo ŋfeŧtu pa nji Nawat Kabuka, ŋi nakduuruŋ kayit kadëmanaan, katëradaan bŧi iko, kado bţeŋan bi ŋdeey pa nji, kafiŋaraan ŋnŧaam kabot katul poot, unuur undoli na udolade wi wa. 
LEV.23.38	Iţeŋan mënţ iji idolana kaţu na iko yi najaaŋ naţeŋan pa Nawat Kabuka ţi unuur wi pnoorfën, na yi nahoŋuŋ na yi naţeŋanuŋ ţeŋan hënk ţañ.
LEV.23.39	« Ţi ŋnuur iñeen na kañeen ŋi pli ppaajanţën na ploŋ, wal wi nakkituŋ kaba ţi uŧaak, nado ufeŧtu pa nji 
LEV.23.40	Ţi unuur uŧeek najej mbuk mnuura mi mnko, ikën, inah yi mnko manŧumuŋ itoh këme ŋţëb ŋi itant kaşë kado ufeŧtu kanoha ţi kadun ki nji Nawat Kabuka ŋnuur paaj na uloŋ. 
LEV.23.41	Nado ufeŧtu wi pa nji Nawat Kabuka uşubal undoli ŋnuur paaj na uloŋ. Hënk di di nawooŋ kado kado te mnţo du dko bŧi di nafëţuŋ. Nado ufeŧtu mënţ ţi pli ppaajanţën na ploŋ. 
LEV.23.42	Ţi kanëm mënţ, an biki Iŧrayel bŧi nawo ţi irakan, 
LEV.23.43	bankpënnuŋ ţi an bameena kë ddo bateem baka kë bafëţ ţi irakan wi nji mpënanuŋ baka du uŧaak wi Ejiptu. Nji dwooŋ Yawe Nawat Kabuka Naşibaţi i nan. »
LEV.23.44	Hënk di Moyiŧ aţupuŋ biki Iŧrayel ŋnuur ŋi ŋfeŧtu ŋi bawooŋ kado kado pa Nawat Kabuka.
RUT.1.1	Ţi wal wi bawayëş bţup bakşihuŋ 
RUT.1.2	Katim ki ñiinţ mënţ kawo Elimelek, ki aharul kë kawo Nowemi, yi babukul kë iwo Mahlon na Kiliyon. Bawo bañaaŋ biki Efrata banwoonuŋ Betleyem du uŧaak wi Yuda. Wi babanuŋ du uŧaak wi Mowab aşë fëţ da.
RUT.1.3	Wi bawooŋ da kë Elimelek ayin Nowemi aşë waaŋa, aduka nayoţ na babukul. 
RUT.1.4	Babukul bukuŋ, kë baduk aniim baaţ biki uŧaak wi Mowab. Aloŋ ţi baaţ mënţan awo katim ki Orpa
RUT.1.5	kë Mahlon na Kiliyon bakak akeţ bukal batëb bŧi, kë Nowemi aduka najinţ, awaaŋ ayinul na babukul batëb.
RUT.1.6	Wi wi Nowemi aşaaŋ anaţa abomandër ul na bahar babukul batëb bukuŋ pkak uŧaak wi nul, ţiki wi bawooŋ du uŧaak wi Mowab, aŧiink kë baji 
