MAT.1.1	Ибрагимнен тувган Дауттынъ улы Иса Масихтинъ асылы-тукымы сосындай эди: 
MRK.14.40	Кайтканда, Ол тагы да уйклап яткан сокталарын коьрди. Неге десе олардынъ коьзлерин уйкы баскан эди, олар Исага не яваплаякларын билмедилер.
MRK.14.41	Уьшинши кере келип: «Сиз энди де уйклайсызба эм тыншаясызба? Болды, саьати етти. Мине Аьдем Улы куьналылардынъ колына берилеятыр! 
MRK.14.42	Турынъыз, кетеек! Мине Мени саткан келди!» – деди.
MRK.14.43	Анъсыздан, Иса айта турганнынъ арасында, он экидинъ бириси Юда келди. Онынъ янында бас дин куллыкшыларыннан, дин аьлимлериннен, аксакаллардан йиберилген кылышлар эм казыклар пан савытланган коьлем халк та бар эди. 
MRK.14.44	Исады саткан: «Кимди оьпсем, Оны ысланъыз, саклавшылар ман алып кетинъиз», – деп, оларга белги берген эди. 
MRK.14.45	Сол ок ерге келгенлей, Юда, Исага янасып: «Устаз!» – деп, Оны оьпти. 
MRK.14.46	А олар, колларын салып, Исады ысладылар. 
MRK.14.47	Сонда турганлардынъ бириси, кылышын шыгарып, бас дин куллыкшыдынъ кулын согып, онынъ кулагын шапты.
MRK.14.48	Сол заманда Иса: «Сиз йолбасарга шыккандай, Мени ысламага кылышлар эм казыклар ман шыктынъыз! 
MRK.14.49	Мен аьр куьн сиз бен бирге Алла уьйининъ каралдысында болып, сизди уьйретип турганда, сиз Мени ысламадынъыз. Тек Кие Язувлар толмага керек», – деди. 
MRK.14.50	Сокталардынъ баьриси де, Оны калдырып, каштылар.
MRK.14.51	Тек яланъаш кевдесине кетен яюв ораган бир яс Исадынъ артыннан иере эди, аскершилер оны да ысладылар. 
MRK.14.52	Ама ол, ябынган яювын олардынъ колларында калдырып, яланъаш болып кашып кетти.
MRK.14.53	Исады бас дин куллыкшысынынъ касына алып келдилер эм Онынъ тоьгерегине баьри бас дин куллыкшылары, аксакаллар эм дин аьлимлери йыйылдылар. 
MRK.14.54	Петер, эректен карап, Онынъ ызыннан бас дин куллыкшысынынъ каралдысына дейим барды, сонда каравылшылар ман бирге оттынъ янында йылынып та олтырды.
MRK.14.55	Бас дин куллыкшылар эм савлай межлис
MRK.14.56	Коьплер Ога карсы ялган шаатлавлар этселер де, олардынъ шаатлавлары келиспедилер.
MRK.14.57	Тагы да кайбиревлер турып, Ога карсы ялган шаатлав этип: 
MRK.14.58	«Биз Онынъ, „Мен аьдем колы ман ясалган бу кие уьйди бузып, уьш куьннинъ ишинде, аьдем колы ман курылмаган баска уьйди саларман“ деп, айтканын эситкенмиз», – дедилер. 
