MAT.1.1	Yesu Kristo enye Abraham kple Fia David ƒe dzidzimevi, eƒe dzidzime lae nye esi.
LUK.12.18	eye susu aɖe va nɛ mlɔeba. Edo ɣli gblɔ be, ‘Menya nu si tututu mawɔ, magbã nye ava xoxoawo eye matu esiwo lolo wu la ɖe wo teƒe ale be mate ŋu akpɔ nɔƒe na nye nukuawo katã. 
LUK.12.19	Eye manɔ anyi agblɔ na ɖokuinye be, “Nɔvi èdzra nuɖuɖu geɖewo ɖo ɖi hena ƒe geɖe siwo gbɔna, eya ta xɔ gbɔgbɔ nàɖe dzi ɖe anyi, ɖu nu, nano nu eye nàɖu agbe nyuie.” ’
LUK.12.20	“Gake Mawu gblɔ na kesinɔtɔ sia be, ‘O, wò abunɛtɔ, egbe zã sia me ke woaxɔ wò agbe le asiwò. Ke ame ka tɔ nu siwo katã wòdzra ɖo ɖi la azu?’
LUK.12.21	“Enye nyateƒe be, ame sia ame si anye kesinɔtɔ le anyigba dzi ke menye le dziƒo o la, abunɛtɔe.”
LUK.12.22	Yesu trɔ ɖe eƒe nusrɔ̃lawo ŋu eye wògblɔ na wo be, “Migatsi dzi le nuɖuɖu kple nudodo alo avɔtata ŋu o 
LUK.12.23	elabena nu vavãwo le agbeme siwo hiã boo tsɔ wu nuɖuɖu kple nutata. 
LUK.12.24	Mikpɔ akpaviãwo ɖa, womeƒã nu o, womeŋẽa nu o, eye ava ɖeka hã mele wo si be woadzra nuɖuɖu ɖo ɖe eme o, gake wokpɔa woƒe gbe sia gbe nuɖuɖu, elabena Mawu ŋutɔ naa nuɖuɖu wo. Evɔ miawo la miele vevie na Mawu wu xeviwo katã!
LUK.12.25	“Hekpe ɖe esia ŋu la, viɖe kae le dzimaɖeɖitsitsi me? Nu nyui kae wòwɔna na ame? Ɖe wòate ŋu adzi wò agbemeŋkekewo ɖe edzi ŋkeke ɖeka? Gbeɖe, esia mava eme o. 
LUK.12.26	Eye nenye be dzimaɖeɖi mate ŋu awɔ nu sue siwo megblɔ va yi o la, viɖe kae wòanye be miatsi dzimaɖeɖi ɖe nu gãwo ŋu?”
LUK.12.27	“Mikpɔ dzogbenyawo le baliwo me ɖa. Wometrea ɖeti alo lɔ̃a avɔ o, gake Solomon ame si nɔ atsyɔ̃ gã me hã ƒe atsyɔ̃ɖoɖo mede seƒoƒo siawo tɔ nu kura o. 
LUK.12.28	Nenye be Mawu taa avɔ na seƒoƒo siwo nɔa agbe ŋkeke ʋee aɖewo ko alea ɖe, miebu be mana avɔtata miawo hã oa, mi dzimaxɔsetɔwo? 
LUK.12.29	Gawu la, migaɖe fu na mia ɖokuiwo le nuɖuɖu kple nunono ŋuti o, migana esia nakplɔ mi ade nuxaxa me o. Mawu ana wo mi. 
LUK.12.30	Amegbetɔ siwo katã le xexeame la dagbana be yewoakpɔ gbe sia gbe nuɖuɖu, ke mia Fofo si le dziƒo nya miaƒe hiahiãwo. 
LUK.12.31	Ne mietsɔ dziƒofiaɖuƒea me yiyi wɔ miaƒe taɖodzinu gbãtɔe la, Mawu ana nu siwo miehiã gbe sia gbe la mi.”
LUK.12.32	Eya ta migavɔ̃ o, mi alẽha sue sia, elabena edzɔ dzi na mia Fofo si le dziƒo la ŋutɔ bena woatsɔ dziƒofiaɖuƒe la na mi. 
LUK.12.33	Midzra nu siwo le mia si eye miatsɔ ga la ana hiãtɔwo, esia adzi miaƒe fetu si le dziƒo la ɖe edzi. Ne miedzra miaƒe kesinɔnuwo ɖo ɖe dziƒo, fiafitɔ aɖeke mate ŋu afi wo o eye gbagbladza aɖeke hã mate ŋu aɖu wo o. 
LUK.12.34	Afi si nèdzra wò kesinɔnuwo ɖo la, afi mae wò dzi kple wò susu bliboa nɔna.
LUK.12.35	“Midzra ɖo eye minɔ klalo na 
LUK.12.36	miaƒe Aƒetɔ la ƒe tɔtrɔgbɔ tso srɔ̃ɖekplɔ̃ɖoƒea. Ekema miate ŋu aʋu ʋɔa nɛ nenye be egbɔ va ƒoe. 
LUK.12.37	Ame siawo katã le klalo na eƒe gbɔgbɔ la, akpɔ dzidzɔ manyagblɔ aɖe, elabena ana ame siawo anɔ kplɔ̃ ŋu eye eya ŋutɔ ado subɔvi ƒe awu aɖo kplɔ̃ ɖe woƒe akɔme be woaɖu nu. 
LUK.12.38	Mienya ɣekaɣie wòava o, ate ŋu ava le zã ga asieke me loo alo zã titina. Gake ne eva ɖo ko, dzi adzɔ eƒe dɔla siwo katã le klalo la.”
LUK.12.39	“Ame sia ame anɔ klalo na eƒe vava nenye be wonya ga si me wòle vava ge. Ɖeko wòle abe ale si ame nanɔ ŋudzɔ na fiafiatɔ ƒe vava nenye be enya ga si me tututu wòle vava ge ene. 
LUK.12.40	Eya ta minɔ ŋudzɔ ɣeawo katã ɣi, elabena, Nye, Mesia la, mava le gaƒoƒo si me ame aɖeke manɔ mɔkpɔm nam o.”
LUK.12.41	Petro biae be, “Aƒetɔ, míawo ko nèle nya siawo gblɔm na loo alo ame sia ame.”
LUK.12.42	Aƒetɔ la ɖo ŋu nɛ be, “Azɔ ame kae nye xɔnuvi nuteƒewɔla kple nunyala, ame si eƒe aƒetɔ atsɔ ɖo eƒe aƒemetɔwo nu be wòana woƒe nuɖuɖu wo le enaɣi mahã? 
LUK.12.43	Eme anyo na dɔla ma ne eƒe aƒetɔ trɔ gbɔ vakpɔ be ewɔ eƒe dɔdasia. 
LUK.12.44	Le nyateƒe me la, aƒetɔ la atsɔe aɖo eƒe nuwo katã nu.”
LUK.12.45	“Gake nenye be amea gblɔ le eƒe dzi me be, ‘Nye aƒetɔ anɔ anyi ɣeyiɣi didi aɖe hafi agbɔ.’ Eya ta wòde asi ame siwo wotsɔ de eƒe dzikpɔkpɔ te la ƒoƒo me, eye wòle aha mum la, 
LUK.12.46	eƒe aƒetɔ agbɔ le eƒe manyamanya me eye wòaɖee ɖa le nɔƒe kɔkɔ si wòdae ɖo eye woadae ɖe ame mawɔnuteƒewo dome. 
LUK.12.47	Woahe to nɛ vevie hã elabena enya nu si wòle be wòawɔ gake egbe mewɔe o.”
LUK.12.48	“Ame si menya be nane si wɔm yele la nye vɔ̃ la ƒe tohehe masesẽ o. Ame si si wotsɔ nu geɖe dee la, wodi ŋutete geɖe tso egbɔ elabena nu si wotsɔ de eƒe dzikpɔkpɔ te la sɔ gbɔ.”
LUK.12.49	“Ɖe meva be made agbe yeye ƒe dzo anyigbadzitɔwo me. Ne ɖe mewu dɔ sia nu xoxo la, ne anyo ŋutɔ hafi. 
LUK.12.50	Tsideta dziŋɔ aɖe le ŋgɔnye, eye anye nu si ate ɖe dzinye va se ɖe esime enu nava yi.”
LUK.12.51	“Miebu be ŋutifafae metsɔ va anyigba dzia? Gbeɖe, dzre kple domemama boŋ metsɔ vɛ. 
LUK.12.52	Tso azɔ dzi yina la, ƒomewo me amã, akpa etɔ̃ adze yonyeme, eye akpe eve atsi tre ɖe ŋunye. Alo akpa eve adze yonyeme eye akpa etɔ̃ atsi tre ɖe ŋunye. 
LUK.12.53	Vi kple tɔ ƒe gbe madze gbe dzi o le tanye, nenema ke adika aɖo vinyɔnu kple dada dome. Eye nenye be lɔ̃xo aɖe aɖo nu nyui aɖe be yeawɔ la lɔ̃xoayɔvi atu afɔ eme.”
LUK.12.54	Yesu trɔ ɖe ameha la ŋu azɔ eye wògblɔ bena, “Ne miekpɔ alilĩkpowo le ƒu ƒom ɖe ɣetoɖoƒe la, miegblɔna be, ‘Agbafie le dzadza ge.’ Eye wòdzana hã vavã.”
LUK.12.55	“Ne dzieheya de asi ƒoƒo me la miegblɔna be, ‘Egbe la ŋdɔ le ʋuʋu ge sesĩe.’ Eye esia hã vaa eme. 
LUK.12.56	Mi alakpanuwɔlawo! Mienya be tsi le dzadza ge alo ŋdɔ le ʋuʋu ge to ŋkuléle ɖe yame ŋu me. Gake miegbe be yewomalé ŋku ɖe ʋunyaʋunya gã si gbɔna la ƒe dzesi si ƒo xlã mi la ŋu o.
LUK.12.57	“Nu ka tae wòle be miagbe be yewomakpɔ nu si nyo la na mia ɖokuiwo o?”
LUK.12.58	“Nenye be ame aɖe tsɔ nya ɖe ŋuwò eye nekpɔe le mɔdzi wòyina ʋɔnu kple wò nya la, tɔe eye nàlé avu le mi kplii dome. Ne menye nenema o la, ʋɔnudrɔ̃la ade wò mɔ. 
LUK.12.59	Eye ne wode wò mɔ la, anɔ afi ma va se ɖe esime nàxe fe siwo katã nènyi la wòavɔ keŋkeŋ.”
LUK.13.1	Le ɣemaɣi me la, ame aɖewo gblɔ ale si Pilato na be wowu Yudatɔ aɖewo siwo tso Galilea le esime wonɔ vɔ sam na Mawu le gbedoxɔ me le Yerusalem la nɛ.
LUK.13.2	Yesu trɔ bia ameawo be, “Ɖe miebu be ame siwo wowu la ƒe nu vɔ̃wo sɔ gbɔ wu Galileatɔ bubuwo tɔ tae wowu wo ɖoa? 
LUK.13.3	Gbeɖe, mele eme nenema o! Miawo hã minya be yewoatsrɔ̃ alea ke nenye be miegbe be yewo mele nu vɔ̃ wɔwɔ dzudzɔ ge adze Mawu yome o.”
LUK.13.4	“Ale ke miebu tso ame wuienyi siwo dzi Silɔm gbetakpɔxɔ la mu dze woku la ŋu? Woawoe nye nu vɔ̃ wɔla gãtɔwo wu le Yerusalem mahã? 
LUK.13.5	Gbeɖe, menye woawoe o. Miawo hã miatsrɔ̃ nenye be miegbe be yewomadzudzɔ nu vɔ̃ wɔwɔ o.”
LUK.13.6	Azɔ Yesu yi dzi do lo sia be, “Ŋutsu aɖe do kutsetseti aɖe ɖe eƒe abɔ me, eye wòvaa atia te edziedzi be yeakpɔ be etse ku aɖe mahã, gake mekpɔa kutsetse aɖeke le edzi o. 
LUK.13.7	Mlɔeba la egblɔ na abɔdzikpɔla be nelã atia ƒu anyi. Egblɔ kpe ɖe eŋu dzikutɔe be, ‘Melala ʋuu ƒe etɔ̃ sɔŋ gake ati sia metse ku ɖeka pɛ hã kpɔ o! Nu ka ta magana wòanɔ te? Mate ŋu ado nuku bubu ɖe teƒe si wòxɔ la ɖe?’
LUK.13.8	“Abɔdzikpɔla la ɖo eŋu nɛ be, ‘Aƒetɔ, na wòaganɔ anyi ƒe ɖeka kpɔ. Matrɔ asi le eŋu nyuie agbugbɔ aɖu ado ɖe ete. 
LUK.13.9	Nenye be etse ku la, enyo, ke ne metse ku o la malãe ƒu anyi.’ ”
LUK.13.10	Gbe ɖeka esi Yesu nɔ nu fiam le Yudatɔwo ƒe ƒuƒoƒe le Sabat ŋkekea dzi la, 
LUK.13.11	ekpɔ nyɔnu aɖe si nɔ dɔ lém vevie ƒe wuienyi sɔŋ. Dɔléle la na be wòxa gobaa ale be mate ŋu adzɔ ɖe tsitre nu o.
LUK.13.12	Yesu yɔe va eɖokui gbɔe eye wògblɔ nɛ be, “Nyɔnu èvo tso wò dɔléle la si me!” 
LUK.13.13	Azɔ eka asi eŋu eye enumake nyɔnua ƒe dɔa vɔ nɛ eye wòdzɔ ɖe tsitre ka. Nyɔnua kpɔ dzidzɔ ale gbegbe be wòda akpe hekafu Mawu!
LUK.13.14	Yudatɔwo ƒe kplɔla si nɔ ƒuƒoƒe ma dzi kpɔm la do dziku vevie le nu si Yesu wɔ la ta elabena eyɔ dɔ na nyɔnua le Sabat ŋkekea dzi. Edo ɣli gblɔ na ameha la be, “Ŋkeke ade sɔŋ le kwasiɖa ɖeka me esiwo dzi woawɔ dɔ le, esiae nye ŋkeke siwo dzi wòle be nàva woayɔ dɔ wò ke menye le Sabat ŋkeke dzi o!”
LUK.13.15	Yesu ɖo eŋu bena, “Mi alakpanuwɔlawo! Ɖe mieɖea ka miaƒe nyiwo le woƒe kpowo me le Sabat dzi eye miekplɔawo yina ɖana tsi wo wonona oa? Esia hã nye dɔwɔwɔ le Sabat ŋkekea dzie. 
LUK.13.16	Ke nu vɔ̃ wònye nye ya mewɔ, be meɖe ga Yuda nyɔnu sia si Satana bla ƒe wuienyi sɔŋ la?”
LUK.13.17	Eƒe nya siawo na be ŋu kpe eƒe futɔwo katã eye ame sia ame kpɔ dzidzɔ le nukunu gã siwo katã wòwɔ la ta.
LUK.13.18	Azɔ egade asi nufiafia amewo me le mawufiaɖuƒe la ŋuti. Ebia wo be, “Ale ke mawufiaɖuƒe la le? Nu ka ŋue miate ŋu atsaɔe asɔ ɖo? 
LUK.13.19	Ele abe atiku sue aɖe si wodo ɖe agble me ene. Atiku sia tsi kabakaba heva zu ati kɔkɔ aɖe eye woɖe alɔwo fũ eye xeviwo vawɔ atɔ ɖe wo me.”
LUK.13.20	Egbabia ke be, “Nu ka ŋu matsɔ mawufiaɖuƒe asɔ ɖo? 
LUK.13.21	Eɖi nuʋanu si nyɔnu aɖe tsɔ de abolomɔ me eye wòwɔ dɔ to abolomɔ blibo la me va se ɖe esime wòʋã nyuie.”
LUK.13.22	Azɔ Yesu nɔ tsatsam le du kple kɔƒewo me nɔ nu fiam amewo, ke ekpɔ egbɔ be yenɔ tetem ɖe Yerusalem ŋu.
LUK.13.23	Ame aɖe va egbɔ va biae be, “Aƒetɔ, ame ʋee aɖewo koe le ɖeɖe kpɔ gea?” Eɖo eŋu na wo be, 
LUK.13.24	“Miʋli be miage ɖe eme to agbo bii la me, elabena ame geɖewo adi be yewoage ɖe eme, ke mele gblɔm be womate ŋui o. 
LUK.13.25	Nenye be aƒetɔ tsi tre hetu ʋɔa la eye mietsi tre ɖe egodo, de asi eƒoƒo me hele gbɔgblɔm be, ‘Aƒetɔ, ʋu ʋɔa na mi.’
LUK.13.25	“Ke aɖo eŋu na mi be, ‘Nyemenya mi kple afi si mietso o.’ ”
LUK.13.26	“Miawo miaɖo eŋu nɛ be, ‘Mi kpli wò míede asi agba ɖeka me ɖu nu kpɔ eye nèfia nu le mia ƒe ablɔwo dzi hã kpɔ.’ ”
LUK.13.27	“Ke agaɖo eŋu na mi be, ‘Megblɔe na mi be, nyemenya mi o. Miate ŋu ava me o, elabena nu vɔ̃ wɔlawo mienye. Midzo le afi ma.’ ”
LUK.13.28	“Miafa avi aɖu aɖukli le esime miele tsitre ɖe xexe le Abraham, Isak, Yakob kple nyagblɔɖila siwo katã le mawufiaɖuƒea me la kpɔm ɖo ɖa. 
LUK.13.29	Amewo atso xexeame ƒe dzogoe eneawo katã me ava nɔ woƒe nɔƒewo le afi sia. 
LUK.13.30	Mina nya sia nanɔ susu me na mi be, ame siwo womebuna ɖe naneke me fifia o la axɔ bubu gã aɖe le dziƒo, eye ame siwo nye ame ŋkutawo le afi sia la, womabu wo ɖe naneke me le afi ma o.”
LUK.13.31	Le ɣeyiɣi sia me la, Farisitɔ aɖewo va gblɔ nɛ be, “Ne èdi be yeatsi agbe la ekema dzo le afi sia elabena Fia Herodes le diwòm be yeawu.” 
LUK.13.32	Yesu ɖo eŋu na wo be, “Miyi ɖagblɔ na ayetɔ ma bena manɔ gbɔgbɔ vɔ̃wo nyanya dzi, eye mawɔ nukunu geɖewo, ayɔ dɔ amewo egbea kple etsɔ. Ke le ŋkeke etɔ̃a gbe la, màwu nye dɔ nu eye maɖo afi si yim mele. 
LUK.13.33	Ẽ, egbea, etsɔ kple ŋkeke si akplɔe ɖo la, màwu nye dɔ nu! Elabena menyo be Mawu ƒe nyagblɔɖila aɖeke naku ɖe afi aɖeke tsɔ wu Yerusalem o.
LUK.13.34	“O, Yerusalem, Yerusalem! Du si me tɔwo wua nyagblɔɖilawo eye woƒua kpe ame siwo woɖo ɖa be woakpe ɖe wo ŋu la. Zi geɖe la medina vevie bena maƒo mia viwo nu ƒu abe ale si koklonɔ ƒoa viawo nu ƒui ɖe eƒe aʋala te ene, gake mieɖe mɔ nam o. 
LUK.13.35	Fifia miaƒe aƒee ma zu aƒedo. Miegale kpɔnye ge o, va se ɖe esime miado dzaa nam agblɔ be, ‘Woayra ame si gbɔ na le Aƒetɔ la ƒe ŋkɔ me.’ ”
LUK.14.1	Gbe ɖeka le Sabat dzi, Yesu yi nuɖuƒe le Farisitɔwo ƒe amegã aɖe ƒe aƒeme, eye wonɔ ŋku lém ɖe eŋu vevie. 
LUK.14.2	Afi ma ŋutsu aɖe si nɔ tete dɔ lém la dze ŋgɔe.
LUK.14.3	Ke Yesu bia Farisitɔ kple senyala siwo nɔ tsitre ɖe afi ma be, “Ele se nu be woada gbe le ame ŋu le Sabat ŋkekea dzia?”
LUK.14.4	Womeɖo biabia la ŋu nɛ o, ale Yesu lé dɔnɔa ƒe alɔnu eye woda gbe le eŋu. Emegbe la, eɖe mɔ nɛ wòdzo. 
LUK.14.5	Yesu gatrɔ ɖe ameawo ŋu bia wo be, “Mia dometɔ kae mewɔa dɔ le Sabat ŋkeke dzi o. Nernye be evia alo eƒe nyi ge dze do me le Sabat ŋkekea dzi ɖe meɖenɛ enumake oa?”
LUK.14.6	Ameawo mete ŋu ɖo biabia sia hã ŋu nɛ o.
LUK.14.7	Yesu kpɔ be ame siwo katã wokpe be woava ɖu nua nɔ didim vevie be yewoanɔ kplɔ̃a ta. Le esia ta exlɔ̃ nu wo gblɔ be, 
LUK.14.8	“Nenye be wokpe wò ɖe srɔ̃ɖekplɔ̃ ŋu la, mègaʋli bena yeanɔ kplɔ̃ta o, elabena ne ame ŋkuta aɖe si ŋu bubu le wu wò la va la, 
LUK.14.9	ne edzɔ nenema la ame si kpe wò la akplɔe va afi si nènɔ eye wòagblɔ na wò bena, ‘Tso nàtsɔ wò nɔƒe na ame sia.’ Esia ana be ŋu akpe wò, eye nàyi aɖanɔ zikpui sia zikpui si le kplɔ̃a ƒe nuwuwu lɔƒo la dzi.
LUK.14.10	“Nu si boŋ wòle be nàwɔ enye esi, yi ɖanɔ teƒe aɖe le kplɔ̃a ƒe nuwuwu, eye ne ame si kpe wò ŋutɔ kpɔ wò la, ava gblɔ na wò be, ‘Nɔvi, míegblẽ nɔƒe nyui aɖe ɖi na wò!’ Ale wòade bubu ŋuwò le ame siwo katã wòkpe la ŋkume. 
LUK.14.11	Ame sia ame si dina be ye ŋutɔ yeade bubu ye ɖokui ŋu la woabɔbɔe ɖe anyi, eye ame si abɔbɔ eɖokui la woade bubu eŋu.”
LUK.14.12	Azɔ etrɔ ɖe ame si kpee ɖe kplɔ̃ ŋu la gbɔ gblɔ nɛ be, “Ne èɖo kplɔ̃ la megakpe xɔwòwo, nɔviwòwo kple wò ƒometɔwo kple kesinɔtɔwo o. Elabena woawo hã ava kpe wò ɖe kplɔ̃ ŋu emegbe. 
LUK.14.13	Boŋ la, kpe ame dahewo, tekunɔwo, lãmetututɔwo kple ŋkunɔwo. 
LUK.14.14	Ekema le ame dzɔdzɔewo ƒe tsitretsitsi ŋkeakea dzi la, Mawu ŋutɔ axe fe na wò be èwɔ dɔmenyo na ame siwo mate ŋu aɖo eteƒe na wò o.”
LUK.14.15	Ŋutsu aɖe si nɔ kplɔ̃a ŋu kple Yesu la se nya siwo katã wògblɔ ale wògblɔ na Yesu be, “Mɔnukpɔkpɔ gã blibo ka wòanye be ame nakpɔ mɔ age ɖe mawufiaɖuƒe me!”
LUK.14.16	Yesu ɖo eƒe nya la ŋu nɛ be, “Ŋutsu aɖe ɖo kplɔ̃ gã aɖe eye wòkpe ame geɖewo. 
LUK.14.17	Esi nu sia nu sɔ gbe vɔ be wɔnawo nadze egɔme la, edɔ eƒe subɔvi ɖe ame siwo wòkpe la gbɔ be wòaɖayɔ wo vɛ. 
LUK.14.18	Gake ame sia ame de asi taflatsɛdodo me esi subɔvi la yi. Ame ɖeka do taflatsɛ be yeƒle anyigba aɖe eye yedi be yeayi aɖalé ŋku ɖe eme eya ta yemate ŋu ava o. 
LUK.14.19	Bubu hã do taflatsɛ be, yeƒle nyitsu ewo be woawɔ dɔ le yeƒe agble me eya ta yeyina wo do ge akpɔ. 
LUK.14.20	Ame bubu hã gado taflatsɛ be nyitsɔ laa ko yeɖe srɔ̃ eya ta yemate ŋu agblẽ nyɔnua ɖi ava o.”
LUK.14.21	“Subɔvi la trɔ va gblɔ nya siwo ameawo gblɔ la na eƒe aƒetɔ. Dɔme ve aƒetɔa ŋutɔ eya ta edɔ eƒe subɔvi la wòyi dua ƒe ablɔwo dzi kple kpɔdomeewo ɖayɔ nubialawo, tekunɔwo, lãmetututɔwo kple ŋkunɔwo va kplɔ̃a ŋui. 
LUK.14.22	Togbɔ be wòwɔ esia hã la, teƒe ganɔ kplɔa ŋu ko.”
LUK.14.23	Aƒetɔ la gagblɔ na subɔvia be, “Enyo, yi dua ƒe mɔ gãwo dzi, kple kpɔwo godo eye naƒoe ɖe ame siwo katã nakpɔ la nu bena woava, be aƒea me nayɔ. 
LUK.14.24	Elabena ame siwo katã mekpe gbã la ƒe ɖeke maɖɔ nu siwo meɖa na wo la ƒe ɖeke kpɔ o.”
LUK.14.25	Ame geɖe ŋutɔ nɔ Yesu yome nɔ yiyim. Ale wòtrɔ ɖe wo ŋu hegblɔ na wo be. 
LUK.14.26	“Ame si di be yeanɔ yonyeme la, ele nɛ be wòalɔ̃m wu fofoa, dadaa, srɔ̃a, viawo, nɔvia ŋutsu alo nɔvia nyɔnu. Ẽ, le nyateƒe me ele nɛ be wòalɔ̃m wu eya ŋutɔ ƒe agbe gɔ̃ hã, ne menye nenema o la, mate ŋu anye nye nusrɔ̃la o. 
LUK.14.27	Ame si matsɔ eƒe atitisoga akplɔm ɖo o la, mate ŋu anye nye nusrɔ̃la o.”
LUK.14.28	“Ne ame aɖe be yeanɔ yonyeme la, ele be wòabu eŋuti kpɔ nyuie hafi. Ame kae aɖo be yeatu xɔ ke mawɔ akɔnta tso ga home si wòagblẽ la ŋu eye wòakpɔe ɖa be ga si le ye si la ade xɔa tutu nu o mahã? 
LUK.14.29	Ne mewɔ nenema o, wòɖo xɔa ƒe gɔmeɖokpewo la akpɔe be ga megale ye si yeayi etutu dzi o. Ale amewo katã akoe!
LUK.14.30	“Woaɖu fewu hã le eŋu be, ‘Miekpɔ ame ma ɖa! Eyae dze xɔ ma tutu gɔme gake mete ŋu wu enu hafi ga vɔ le esi o.’
LUK.14.31	“Alo fia kae atso kpla ko ayi aʋa ke mayɔ eƒe aɖaŋudelawo be woawɔ akɔnta le futɔwo ƒe agbɔsɔsɔ ŋu akpɔe ɖa be yeƒe asrafo akpe ewo ate ŋu aɖu futɔwo tɔ akpe blaeve dzi o? 
LUK.14.32	Nenye be wòakpɔe be yeƒe asrafowo mate ŋu aɖu dzi o la, adɔ ame ɖo ɖe futɔwo gbɔ be wòawɔ ŋutifafa kple wo hafi woava ɖo eƒe du gbɔ.
LUK.14.33	“Ale ame aɖeke mate ŋu anye nye nusrɔ̃la o negbe ɖe wònɔ anyi gbã, bu eƒe kesinɔnuwo katã ŋu eye wògbe nu le wo gbɔ ɖe tanye hafi!
LUK.14.34	“Ŋudɔwɔnu kae dze, si bu eƒe vivi la ganye? 
LUK.14.35	Dze si bu eƒe vivi la meganyo na naneke o, menyo na aɖudodo gɔ̃ hã o. Ɖeko wòle be woatsɔe aƒu gbe. Miɖo to nyuyie, nenye be miedi be yewoase nu si mewɔnɛ la gɔme.”
LUK.15.1	Dugadzɔla mawɔnuteƒewo kple nu vɔ̃wɔla adodoewo va ɖoa to Yesu ƒe mawunya zi geɖe. 
LUK.15.2	Esia na Farisitɔwo kple agbalẽfialawo galĩ liʋiliʋĩ geɖe le Yesu ŋu elabena wobu be edea ha kple nu vɔ̃ wɔla siwo nye ame ɖigbɔ̃wo, heɖua nu kpli wo gɔ̃ hã. 
LUK.15.3	Esia na be Yesu do lo sia na wo be, 
LUK.15.4	“Nenye be alẽ alafa ɖeka le asiwò eye ɖeka tra mɔ yi gbeme hebu ɖe magblẽ blaasieke vɔ asieke mamalea ɖe gbea dzi aɖadi ɖeka ma va se ɖe esime nèke ɖe eŋu oa? 
LUK.15.5	Eye nenye be èkpɔe la àkɔe ɖe abɔta kple dzidzɔ manyagblɔ aɖe ayi aƒee. 
LUK.15.6	Ne èɖo aƒe la, àyɔ wò aƒelikawo kple xɔlɔ̃wo be woava kpɔ dzidzɔ kple ye elabena èkpɔ wò alẽ si bu la.
LUK.15.7	“Nenema kee dziƒonɔlawo akpɔ dzidzɔ le nu vɔ̃ wɔla ɖeka pɛ si dzudzɔ nu vɔ̃ wɔwɔ la ŋu tsɔ wu ame blaasieke vɔ asieke siwo mehĩa na dzimetɔtrɔ o.
LUK.15.8	“Mise lododo sia hã ɖa. Klosaloga ewo nɔ nyɔnu aɖe si eye wòbu ga vevi siawo dometɔ ɖeka. Ɖe nyɔnu sia masi akaɖi adi ga la le eƒe aƒe ƒe dzogoewo katã me kple ɣaɣlaƒewo katã va se ɖe esime wòkpɔe oa? 
LUK.15.9	Eye ne ekpɔe ɖe, mayɔ eƒe aƒelikawo kple exɔlɔ̃wo be woava akpɔ dzidzɔ kpli ye oa? 
LUK.15.10	Nenema kee mawudɔlawo kpɔa dzidzɔe nenye be nu vɔ̃ wɔla ɖeka dzudzɔ nu vɔ̃ wɔwɔ.”
LUK.15.11	Yesu yi edzi gblɔ be, “Viŋutsu eve nɔ ŋutsu aɖe si. 
LUK.15.12	Gbe ɖeka la suetɔ va gblɔ na fofoa be, ‘Medi be nàtsɔ domenyinu si le tɔnye zu ge la nam fifia, nyemate ŋu alala va se ɖe esime nàku hafi o.’ Fofoa lɔ̃ ɖe eƒe nya la dzi eye wòma eƒe nuwo me hetsɔ etɔ nɛ.
LUK.15.13	“Le ŋkeke ʋee aɖewo megbe la, ɖevi suetɔ ƒo eƒe nuwo katã nu ƒu eye wòdzo yi du didi aɖe me. Egblẽ eƒe ga katã le afi ma le gbolowo yomenɔnɔ kple agbe kɔkɔ ɖuɖu me. 
LUK.15.14	Esime ga vɔ le esi teti ko la, dɔ dziŋɔ aɖe to le anyigba ma dzi, ale dɔ de asi ewuwu me. 
LUK.15.15	Eya ta eɖe kuku na agbledela aɖe be wòaxɔ ye yeanɔ eƒe hawo dzi kpɔm nɛ. 
LUK.15.16	Dɔ wu ɖekakpui sia ale gbegbe be nu siwo hawo ɖuna la dzroe be wòaɖu elabena mekpɔa naneke ɖuna o.
LUK.15.17	“Eyi eɖokui me eye wògblɔ be, ‘A, subɔvi siwo le fofonye ƒeme gɔ̃ hã kpɔa nu ɖuna wòsua wo nyuie eye ɖe gakpɔtɔna gɔ̃ hã, ke nye ya mele afii le kukum le dɔwuame ta!’ 
LUK.15.18	Mayi aƒe aɖagblɔ na fofonye be, ‘Fofo, mewɔ nu vɔ̃ ɖe dziƒo kple ŋutiwò, 
LUK.15.19	eye nyemegadze be nàyɔm be viwò o, meɖe kuku xɔm abe wò subɔviwo dometɔ ɖeka ko ene.’
LUK.15.20	“Ale wòtrɔ ɖo ta aƒe. Hafi wòaɖo aƒea me la, fofoa kpɔe le adzɔge ɖaa wògbɔna.” Eƒe dɔme trɔ ɖe eŋu ale wòƒu du heyi ɖawɔ atuu nɛ hegbugbɔ nu nɛ.
LUK.15.21	“Ɖevia gblɔ na fofoa be, ‘Fofo, meɖe kuku mewɔ nu vɔ̃ ɖe dziƒo kple ŋuwò, eye nyemegadze be manye viwò o.’
LUK.15.22	“Gake fofoa gblɔ na eƒe subɔviwo be, ‘Miyi ɖatsɔ awu nyuitɔ si le aƒea me la vɛ miado nɛ kaba! Ne miatsɔ asigɛ kple afɔkpa va do nɛ. 
LUK.15.23	Miwu nyivi dami si le nyikpoa me hã. Ele be míaɖo kplɔ̃ gã aɖe akpɔ dzidzɔ. 
LUK.15.24	Elabena vinye sia ku eye wògagbɔ agbe. Ebu eye megakpɔe.’ Kplɔ̃ɖoɖoa kple dzidzɔkpɔkpɔ dze egɔme enumake.
