GEN.1.1	Le gɔmedzedzea me Mawu wɔ dziƒo kple anyigba. 
JDG.15.8	Eye wòdza sobo kple ali na wo nyamanyama. Tete wòdzo yi ɖanɔ agato me le Elam.
JDG.15.9	Eye Filistitɔwo ho va ƒu asaɖa anyi ɖe Yuda, eye wokaka ɖe Lexi. 
JDG.15.10	Tete Yuda-ŋutsuwo gblɔ bena: Nukaŋuti mieho ɖe mía ŋu? Woɖo ŋu bena: Simson lé ge mieva, ne míawɔe, abe alesi wòwɔ mí ene. 
JDG.15.11	Eye Yuda-ŋutsu akpe etɔ̃ yi agato la me le Elam gblɔ na Simson bena: Menyae be, Filistitɔwoe le mia dzi ɖum oa? Eɖo ŋu na wo bena: Alesi wowɔm la, nenema mewo wo. 
JDG.15.12	Tete wogblɔ nɛ bena: Lé wò ge mieva, ne miatsɔ wò ade asi na Filistitɔwo! Simson ɖo ŋu na wo bena: Mika atam nam be, menye mia ŋutɔwoe le dza ye ge o! 
JDG.15.13	Woɖo ŋu ne bena: Kpao, ɖeko miebe, miabla wò aɖade asi na wo, ke miele wu wò ge ya o. Eye woblae kple atagbi yeye eve hekplɔe tso agato la me. 
JDG.15.14	Eye esi wova ɖo Lexi la, Filistitɔwo tso aseye ɖe eŋu; tete Yehowa ƒe gbɔgbɔ dze edzi, eye ka, siwo le alɔ ŋu nɛ la, zu abe anazi, si dzo ƒo ene, eye bablawo bebe le asi ŋu nɛ. 
JDG.15.15	Eye wòkpɔ tedziglã mumua ɖe hedo asi ɖa tsɔe wu ame akpe ɖeka. 
JDG.15.16	Eye Simson gblɔ be: Tedziglã metso li kɔ kɔe, tedziglã metso wu ame akpe! 
JDG.15.17	Esi wòƒo nu vo la, eɖe asi le tedziglã la ŋu ƒu gbe; eyata wona ŋkɔ teƒe ma be glãtogbɛ. 
JDG.15.18	Tete tsikɔ wui ŋuta, eye wòdo ɣli yɔ Yehowa gblɔ bena: Ete wò dɔla ƒe asi dzi ɖu dzi gã sia, eye azɔ tsikɔ nawum maku, eye mage ɖe bolotɔ siawo si mea? 
JDG.15.19	Tete Mawu fe kpea ɖe le Lexi, eye tsi do le eme wono, ale be agbe gaɖo eme, eye eƒe lãme kɔ. Eyata wona ŋkɔ vudo la be ameyɔlavudo; ele Lexi vaseɖe egbe. 
JDG.15.20	Eye wòdrɔ̃ ʋɔnu na Israel le Filistitowo ŋɔli ƒe blave sɔŋ.
JDG.16.1	Tete Simeon yi Gaza, eye wòkpɔ gboloa ɖe le afima heyi egbɔ. 
JDG.16.2	Esi wofi tofi na Gazatɔwo bena, Simson va afisia la, woɖe to ɖee, eye wode xa ɖe du la ƒe agbo nu nɛ le zã blibo la katã me; wozi ɖoɖoe le zã blibo la katã me be, ne ŋu ke la, yewoawui. 
JDG.16.3	Ke Simson mlɔ anyi vaseɖe zã titina; le zãtiƒe la efɔ, eye woho ɖu la ƒe agbo kple agboti eveawo hekpe ɖe gameti la ŋu, eye wòlee ɖe abɔ tsɔ va da ɖe to, si le Xebron kasa la tame.
JDG.16.4	Esia megbe la elɔ̃ nyɔnua ɖe le Sorek-tɔʋu la nu, si ŋkɔ nye Delila. 
JDG.16.5	Eye Filistitɔwo ƒe amegãwo va egbɔ gblɔ nɛ bena: Ble enu, ne nadze si nusi me eƒe ŋusẽ gã la le, kple nusi míatsɔ aɖu edzi, kpakple nusi míatsɔ ablae, be míabɔbɔe ɖe anyi; ekema mía dome amesiame ana klosalo akpe kple alafa ɖeka wò! 
JDG.16.6	Tete Delila gblɔ na Simson bena: Taflatse, ɖe nusi me wò ŋusẽ gã la le la fiãm kple nusi woatsɔ abla wò abɔbɔ wò ɖe anyi! 
JDG.16.7	Simson ɖo ŋu nɛ bena: Ne wotsɔ atagbi mumu adre, siwo meƒu haɖe o la, biam la, ekema magbɔdzɔ, eye mazu abe ame bubuwo ke ene. 
JDG.16.8	Tete Filistitowo ƒe amegãwo tsɔ atagbi yeye adre, siwo meƒu haɖe o la vɛ, eye nyɔnu la tsɔ wo biae. 
JDG.16.9	Ke wode xa ɖe nyɔnua gbɔ le xɔgã me, eye wògblɔ nɛ bena: Simson, Filistitɔwo ƒo ɖe dziwò loo! Tete wòtso kawo, abe alesi dzo gbɔna ɖe anazika wòlãna ene, eye womekpɔ eƒe ŋusẽ la nu o. 
JDG.16.10	Eye Delila gblɔ na Simson bena: Kpɔ ɖa, èblem, eye nèka aʋatso nam! Gblɔ nusi woatsɔ abla wòe la nam dzro! 
JDG.16.11	Eɖo ŋu ne bena: Ne wotsɔ ka yeye, si mede naneke ŋu haɖe o la, biam la, ekema magbɔdzɔ, eye mazu abe ame bubuwo ke ene. 
JDG.16.12	Tete Delila tsɔ ka yeyewo biae, eye wògblɔ nɛ bena: Simson, Filistitowo ƒo ɖe dziwò loo! Ke amewo de xa ɖe xogã me. Tete wòtso kawo le aba abe ɖeti ŋuɖekɛ ene. 
JDG.16.13	Delila gblɔ na Simson bena: Ɖeko neblem vaseɖe fifi, ye nèka aʋatso nam; gblɔ nusi woatsɔ abla wòe la nam! Eɖo ŋu nɛ bena: Ne elɔ̃ ɖakɔ adre, siwo le nye ta la, ɖe avɔ tsitsi me. 
JDG.16.14	Tete wòtsɔ agbatrɔti trɔe, eye wògblɔ bena: Simson, Filistitowo ƒo ɖe dziwò loo! Enumake wonyɔ tso alɔ̃ me, eye wòho agbatrɔti la kpe ɖe avɔ tsitsi la ŋu. 
JDG.16.15	Eye wògblɔ ne bena: Aleke nègblɔ be, yele lɔ̃yem, gake wò dzi meku ɖe ŋunye o? Zi etɔ̃ enye si nèblem, eye mègblɔ nusi me wò ŋusẽ gã la le la nam o. 
JDG.16.16	Esi wòle dzi gbãm ne gbawotsyogbe kple eƒe nyawo, eye wòle fu ɖem nɛ la, eva gloe, eye ku ɖo mo nɛ. 
JDG.16.17	Tete wògblɔ eƒe dzime-nyawo katã nɛ bena: Talũhɛa ɖeke ɖeke medea nye ta ŋu o, elabena Mawu ƒe klue menye tso danye ƒe da me ke. Ne wolũ ta nam la, ekema nye ŋusẽ ado le ŋunye, eye magbɔdzɔ azu abe ame bubuwo katã ene. 
JDG.16.18	Esi Delila kpɔ bena, egblɔ eƒe dzimenyawo katã nɛ la, edo ame ɖo ɖa, be woayɔ Filistitɔwo ƒe amegãwo vɛ gblɔ bena: Miva azɔ, elabena egblɔ eƒe dzimenyawo katã nam! Tete Filistitɔwo ƒe amegãwo va, eye wohe klosalo la ɖe asi. 
JDG.16.19	Eye wòna wòdɔ alɔ̃ ɖe eƒe ata dzi; tete wòyɔ ŋutsua ɖe vɛ wòlũ ɖakɔ adreawo le eta. Ale wòna wòde asi gbɔdzɔgbɔdzɔ me, eye eƒe ŋusẽ do le eŋu. 
JDG.16.20	Eye nyɔnu la gblɔ bena: Simson, Filistitɔwo ƒo ɖe dziwò loo! Tete wonyɔ tso alɔ̃ me hebu bena: Mado abe tsã ene, eye maʋuʋu ɖokuinye! Ke menyae be, Yehowa dzo le egbɔ o. 
JDG.16.21	Eye Filistitowo lee heŋɔ eƒe ŋkuwo, eye wokplɔe yi Gaza: wode akɔbli kɔsɔkɔsɔe, eye ele ne be, wòanɔ wɔ tum le gaxɔ me. 
JDG.16.22	Esi wolũ ta nɛ megbe la, eƒe ɖa gade asi toto me.
JDG.16.23	Eye Filistitowo ƒe amegãwo va kpe ta, be woasa vɔ na woƒe mawu Dagon, eye wotu aglo gãa ɖe hegblɔ bena: Mia mawu tsɔ míaƒe futɔ Simson de asi na mí! 
JDG.16.24	Eye esi dukɔ la kpɔe la, wokafu woƒe mawu, elabena wogblɔ be: Mía mawu tso miaƒe futɔ, si gblẽ miaƒe anyigba, eye wowu míaƒe ame geɖewo la, de asi na mi. 
JDG.16.25	Esi wole dzidzɔ kpɔm la, wogblɔ be: Miɖayɔ Simson vɛ, ne wòado nukokoe na mi! Tete woyi ɖakplɔ Simson tso gaxɔ me vɛ wòle nukokoe dom na wo, eye wokplɔe ɖo sɔti eve domee. 
JDG.16.26	Eye Simson gblɔ na ŋutsuvi, si le ekplɔm la bena: Ɖe asi le ŋunye, ne malé sɔti, siwo dzi xɔa nɔ, eye maziɔ ɖe wo ŋu! 
JDG.16.27	Ŋutsuwo kple nyɔnuwo yɔ xɔ la taŋtaŋ, eye Filistitowo ƒe amegãwo katã le afima, eye ŋutsuwo kple nyɔnuwo anɔ ame akpe etɔ̃ le dziƒo, amesiwo le Simson ƒe nukokoedoname la kpam. 
JDG.16.28	Tete Simson yɔ Yehowa gblɔ bena: Aƒetɔ Yehowa, ɖo ŋku dzinye, eye do ŋusẽm fifia ko, oo Mawu, ne mabia hlɔ̃ Filistitɔwo ɖe nye ŋku eveawo nu! 
JDG.16.29	Eye Simson va titinasɔti eveawo, siwo dzi xɔa nɔ, ɖeka ɖe ɖusi, eye evelia ɖe mia, eye wòtutu wo. 
JDG.16.30	Eye Simson gblɔ be: Maku kple Filistitɔwo! Eye wòbi eɖokui kple ŋusẽ, tete xɔ la mũ dze amegãwo kple dukɔ blibo la dzi. Ale amesiwo wowu le eƒe kuɣi la, sɔ gbɔ wu amesiwo wòwu le eƒe agbe me. 
JDG.16.31	Tete nɔviawo kple fofoa ƒemetɔwo katã va tsɔe yi ɖaɖi ɖe fofoa Manoax ƒe yɔdo me le Zora kple Estaol dome? Edrɔ̃ ʋɔnu na Israel ƒe blave sɔŋ.
JDG.17.1	Eye ŋutsua ɖe no Efrayim-to dzi, si ŋkɔ nye Mixa. 
JDG.17.2	Eya gblɔ na dadaa bena: Wò klosalo akpe ɖeka kple alafa, si wofi, eye nedo ɖiŋu ɖe eŋu, nye hã mese la, le asinye; nyee tso klosalo la. Tete dadaa gblɔ bena: Yehowa ayra wò, vinye! 
JDG.17.3	Esi wògbugbɔ klosalo akpe ɖeka kple alafa la na dadaa la, dadaa gblɔ bena: Mekɔ klosalo, si le asinye la ŋu na Yehowa hena vinye, be wòatsɔe awɔ aklama kpakpɛ kple legbae; eyata megagbugbɔe na wò. 
JDG.17.4	Eye wòtsɔ klosalo la na dadaa Ke dadaa ɖe klosalo alafa eve na sikanutula, amesi tsɔe wɔ aklama kpakpɛ kple legbae, eye wotsɔe va Mixa ƒe me. 
JDG.17.5	Eye Mixa tu mawuxɔ, etɔ kɔmewu, eye woli aƒeli heɖo viaŋutsu ɖeka, be wòanye nunɔla nɛ. 
JDG.17.6	Ɣemaɣi la fíaa ɖeke mena Israel o, eye amesiaame wɔ nusi dze eŋu.
JDG.17.7	Eye ɖekakpuia ɖe tso Betlexem-Yuda le Yuda ƒe ƒome la me; enye Lewitɔ, eye wònye amedzro le afima. 
JDG.17.8	Eye woʋu tso Betlexem-Yuda-du la me, be wòaɖanɔ afisi wòkpɔ; eye wòva Efrayim-to la dzi heyi ɖe Mixa ƒe me, be wòagayi eƒe azɔli dzi emegbe. 
JDG.17.9	Tete Mixa gblɔ nɛ bena: Afika nètso? Eɖo ŋu nɛ bena: Lewito menye tso Betlexem-Yuda, eye meyina, be manɔ afisi makpɔ. 
JDG.17.10	Mixa gblɔ nɛ bena: Tsi gbɔnye, eye nanye fofo kple nunɔla nam, ekema mana klosalo ewo wò ƒe sia ƒe hekpe ɖe avɔtata kple nuɖuɖu ŋu. Ale wozi Lewito la dzi. 
JDG.17.11	Lewito la lɔ̃ be, yeatsi ŋutsu la gbɔ, eye ɖekakpui la le nɛ abe viawo dometɔ ɖeka ene. 
JDG.17.12	Eye Mixa ɖo Lewitɔ la. Ale ɖekakpui la trɔ zu nunɔla nɛ, eye wòtsi Mixa ƒe me. 
JDG.17.13	Tete Mixa gblɔ bena: Azɔ menyae bena, Yehowa le nyui wɔ ge nam, elabena Lewitɔe nye nunɔla nam.
JDG.18.1	Ɣemaɣi la fiaa ɖeke menɔ Israel o. Eye Dan-viwo ƒe to la ɖi anyigba, be woanɔ edzi ɣemaɣi, elabena anyigbaa ɖeke mesu wo si le Israel ƒe toawo dome vaseɖe ɣemaɣi o. 
JDG.18.2	Eye Dan-viwo dɔ ŋutsu kalẽtɔ atɔ̃ le woƒe ƒome blibo la me tso Zora kple Estaol ɖo ɖa, be woaɖatsa ŋku le anyigba la dzi, eye woadzra eme hegblɔ na wo bena: Miyi ɖadzro anyigba la me! Esi wova Efrayim-to dzi la, woyi ɖe Mixa ƒe me hetsi afima dɔ. 
JDG.18.3	Esi woɖo Mixa ƒe aƒe gbɔ la, wodze si Lewi-ɖekakpui la ƒe gbe; tete woge ɖe me hebiae bena: Ameka kplɔ wò va afisia? Nuka wɔm nèle le afisia? Eye dɔ ka le ŋuwò le afisia? 
JDG.18.4	Eɖo ŋu na wo bena: Ale kple ale Mixa wɔ nam, eye wòdɔm be, manye nunɔla ne. 
JDG.18.5	Eye wogblɔ nɛ bena: Bia Mawu na mí kpɔ be, azɔli, si dzi miele la, adze edzi na mí hã? 
JDG.18.6	Nunɔla la ɖo ŋu na wo bena: Miyi le ŋutifafa me! Miaƒe mɔ, si dzi miele la, dze Yehowa ŋu. 
JDG.18.7	Tete ŋutsu atɔ̃awo dze mɔ heva Lais, eye wokpɔ bena, dukɔ, si le eme la, ti kpoo bɔkɔɔ, eye woɖe dzi ɖi abe Zidontɔwo ene, amea ɖeke mewɔ vɔ̃ wo o, eye nu bɔ ɖe wo si, wole didiƒe tso Zidontɔwo gbɔ, eye womebɔa ha kple amea ɖeke o. 
JDG.18.8	Esi wogbɔ va wo nɔviwo gbɔ le Zora kple Estaol la, wo nɔviwo bia wo bena: Aleke miedee? 
JDG.18.9	Woɖo ŋu bena: Mitso, ne míaho ɖe wo ŋu, elabena miekpɔ anyigba la, eye kpɔ ɖa, enyo ŋutɔ! Nukaŋuti mieli kpoo ale? Migawɔ ƒome le anyigba la xɔxɔ, ne wòanye mia tɔ ŋuti o! 
JDG.18.10	Ne mieyi la, miage ɖe dukɔa ɖe, si li bɔkɔɔ la dome, eye anyigba la keke ta; elabena Mawu tsɔ anyigba, si dzi hiã metua ame le naneke me o la, de asi na mi.
JDG.18.11	Tete ŋutsu alafa ade, siwo bia akpa la, ho le Dan-viwo ƒe ƒome la me tso Zora kple Estaol. 
JDG.18.12	Eye woho va ƒu asaɖa anyi ɖe Kiryat-Yearim le Yuda; eyata woyɔa teƒe ma vaseɖe egbe be Dan ƒe asaɖa; kpɔ ɖa, ele Kiryat-Yearim godo. 
JDG.18.13	Woho tso afima heyi Efrayim-to la dzi, eye wova Mixa ƒe aƒe gbɔ. 
JDG.18.14	Tete ŋutsu atɔ, siwo yi ɖatsa ŋku le Lais-nyigba dzi la, gblɔ na wo nɔviwo bena: Miawo hã mienyae bena, kɔmewu, aƒeli, aklama kpakpɛ kple legba le aƒe sia mea? Eyata mibu nusi miawɔ! 
JDG.18.15	Tete woge ɖe me, eye wova Lewi-ɖekakpui la ƒe xɔ nu le Mixa ƒe me, eye wodo gbe nɛ. 
JDG.18.16	Ke Dan-viwo dome ŋutsu alafa ade, siwo bia akpa la, tsi agbo la nu. 
JDG.18.17	Eye ŋutsu atɔ̃, siwo ɖatsa ŋku anyigba dzi la, yi ɖage ɖe me, eye wotsɔ aklama kpakpɛ kple kɔmewu, aƒeli kple legba la, le esime nunɔla la kple ŋutsu alafa ade, siwo bla akpa la, tsi tre ɖe agboa nu. 
JDG.18.18	Esi ame mawo ge ɖe Mixa ƒe me, eye wotsɔ aklama kpakpɛ kple kɔmewu, aƒeli kple legba ta, tete nunɔla la bia wo bena: Nuka wɔm miele le gama? 
JDG.18.19	Wogblɔ ne bena: Zi ɖoɖoe! Tsɔ asi bu nu, eye yi kpli mí, ne nanye mia fofo kple míaƒe nunɔla! Esi nènye nunɔla ɖe ame ɖeka kolia ƒe aƒe nu la, eyae nyo wu esi nanye nunɔla ɖe to kple ƒome nu le Israel mahã? 
JDG.18.20	Tete wòdze nunɔla la ŋu, eye wotsɔ kɔmewu la, aƒeli kple aklama kpakpɛ la, eye woge ɖe dukɔ la dome. 
JDG.18.21	Emegbe wòtrɔ hedzo, eye wotsɔ ɖeviwo kple lãwo kpakple nu veviwo ɖo ŋgɔ. 
JDG.18.22	Esi wode megbe le Mixa ƒe aƒe gbɔ la, woyɔ ŋutsu, siwo ƒe aƒe te ɖe Mixa ƒe aƒe ŋu la, eye wodze Dan-viwo yome. 
JDG.18.23	Eye esi woyɔ Dan-viwo ɖa la, wonyè kɔ gblɔ na Mixa bena: Nya ka dzɔ, hafi nèyɔ amewo ƒo ƒu ale? 
JDG.18.24	Eɖo ŋu na wo bena: Mietsɔ nye mawu, si mewɔ la, eye miekplɔ nunɔla hã dzoe. Nuka gakpɔtɔ nam, hafi miele biayem be, nya ka dzɔ? 
JDG.18.25	Ke Dan-viwo gblɔ ne bena: Ɖe nu le mía ŋu, ne dɔmedzoetɔwo magadze mia dzi, eye woatsrɔ̃ mia kple aƒewòmetɔwo ƒe agbe o! 
JDG.18.26	Tete Dan-viwo lé woƒe mɔ, eye esi Mixa kpɔ bena, wosesẽ wu ye la, etrɔ gbɔ va eƒe xɔ nu.
JDG.18.27	Ke woawo tsɔ nusi Mixa wɔ la, eye wokplɔ nunɔla, si le egbɔ la, ɖe asi, eye wodze Lais dzi; wowu dukɔ, si ɖe dzi ɖi li bɔkɔɔ la, kple yi, eye wòtɔ dzo du la. 
JDG.18.28	Ke xɔnametɔa ɖeke meli o, elabena wole didiƒe tso Zidon gbo, womebɔ ha kple amea ɖeke o, eye wole bali, si ɖo ta Bet-Rexob la me. Tete wogbugbɔ du la tso, eye wonɔ me, 
JDG.18.29	Eye wotsɔ ŋkɔ na du la bena Dan ɖe wo fofo Dan, amesi wodzi na Israel la, ƒe ŋkɔ nu; ke tsã la du la ŋkɔ nye Lais. 
JDG.18.30	Dan-viwo li aklama kpakpɛ la, eye Yonatan, amesi nye Mose vi Gersom ƒe vi, kpakple viawo nye nunɔla na Dan-to la, vaseɖe esime woɖe aboyo wo tso anyigba la dzi. 
JDG.18.31	Eye Mixa ƒe aklama kpakpɛ, si wòwɔ la, no wo si le ɣeyiɣi, siwo katã me Mawu ƒe aƒe la nɔ Silo.
JDG.19.1	Le ɣemaɣi la fiaa ɖeke menɔ Israel o. Eye Lewi-ŋutsua ɖe yi ɖanye amedzro le Efrayim-to la ƒe mlɔenu, eye wòdze ahiã tso Betlexem-Yuda. 
JDG.19.2	Eye eƒe ahiã la wo ahasi le emegbe, eye wodzo yi fofoa ƒe me le Betlexem-Yuda hetsi afima dzinu ene. 
JDG.19.3	Tete ŋutsu la kplu ɖekakpui ɖeka kple tedzi eve ɖe asi, eye wòtso dze eyome, be yeaƒo nu kplii fafɛ, ne yeakplɔe agbɔe. Eye nyɔnu la kplɔe yi fofoa ƒe me, eye esi ɖetugbi la fofo kpɔe la, exɔe kple dzidzɔ. 
JDG.19.4	Ɖetugbi la fofo, si nye toa, lée ɖi, eye wòtsi egbɔ ŋkeke etɔ̃; woɖu nu no nu, eye wotsi afima do. 
JDG.19.5	Esi wofɔ le ŋkeke eneagbe, be yewoadze mɔ la, ɖetugbi la fofo gblɔ na toa bena: Di nuɖuɖu via ɖe ɖe dɔ me, hafi miadze mo! 
JDG.19.6	Tete wobɔbɔ nɔ anyi, eye woa kple eve la woɖu nu no nu, eye ɖetugbi la fofo gblɔ na ŋutsu la bena: Tsi anyi dɔ, eye wò dzi nagbɔ ɖe me! 
JDG.19.7	Esi ŋutsu la tso, be yeadze mo la, toa ƒoe ɖe enu, eye wòtsi anyi dɔ. 
JDG.19.8	Esi wòfɔ le ŋkeke atɔ̃lia ƒe ŋdi, be yeadze mo la, ɖetugbi la fofo gblɔ nɛ bena: De nane do me, eye milala, vaseɖe esime ɣe natrɔ hafi! Tete woa kple eve la woɖu nu. 
JDG.19.9	Ke esi ŋutsu la kple eƒe ahiã kpakple ɖekakpui la wotso, be yewoadze mo la, ɖetugbi la fofo, si nye toa, gblɔ nɛ bena: Kpɔ ɖa, ɣe la yina lɔ̃, eye anyinu le fafam, eyata mitsi do! Ye la trɔ xoxo, eyata tsi dɔ, eye wò dzi nagbɔ ɖe me! Etsɔ ŋdi la miafa kaba alé miaƒe mo ayi wò agbadɔ nu! 
JDG.19.10	Gake ŋutsu la melɔ̃ be, yeatsi adɔ o, eye wòdze mɔ heva Yebus, si nye Yerusalem la kasa, eye tedzi eve, siwo wòbia akpa na, kple eƒe ahiã la kpe ɖe eŋu.
JDG.19.11	Esi woɖo Yebus gbo la, ɣe la yi lɔ̃ xoxo; tete ɖekakpui la gblɔ na eƒe aƒetɔ bena: Na miayi aɖadze Yebusitɔwo ƒe du sia me, eye míatsi eme aɖa! 
JDG.19.12	Ke eƒe aƒetɔ gblɔ nɛ bena: Miayi aɖadze ame tutɔwo ƒe ɖu, si me Israel-via ɖeke mele o la me o; ke boŋ míayi ŋgɔ vaseɖe Gibea. 
JDG.19.13	Eye wògblɔ na eƒe ɖekakpui la bena: Nètso, mina miayi duawo dometɔ ɖeka me, eye míatsi Gibea alo Rama ado! 
JDG.19.14	Esi woyi azɔlia dzi la, ɣe va ɖo to ɖe wo le Gibea, si nye Benyamin to la gbo. 
JDG.19.15	Tete woge ɖe Gibea, be woatsi afima adɔ, eye wodro ɖe du la ƒe ablɔ me, elabena amea ɖeke mena dzeƒe wo ɖe eƒe me o. 
JDG.19.16	Eye kpɔ ɖa, ame tsi tsia ɖe gbɔ so agbledɔwɔƒe le fiẽ; ŋutsu la tso Efrayim-to dzi va nye amedzro le Gibea, ke afimatɔwo nye Benyamin-viwo. 
JDG.19.17	Tete wòfɔ ko dzi kpo amedzro la le dua ƒe ablɔ me, eye ame tsitsi la gblɔ bena: Afika nèyina, eye afika nètso? 
JDG.19.18	Eɖo ŋu nɛ bena: Míetso Betlexem-Yuda heyina ɖe Efrayim-to la ƒe mlɔenu; afima metso va yi Betlexem-Yuda, eye meyina Yehowa ƒe me, ke amea ɖeke mexɔm ɖe eƒe me o. 
JDG.19.19	Evɔ wònye aƒla kple nuɖuɖu hena míaƒe tedziwo, eye abolo kple wein hã hena mia kple wò dɔlanyɔnu kpakple ɖekakpui la le wò dɔla si, eye naneke mele ehiãm o hafi. 
JDG.19.20	Tete ame tsitsi la gblɔ nɛ bena: Ŋutifafa na wò! Ne nane le hiãwòm la, ekpo ɖe asinye; ɖeko mele ablɔ me ya tsi ge adɔ o! 
JDG.19.21	Eye wòkplɔe yi eƒe me hena nuɖuɖu eƒe tedziwo, eye woklɔ afɔ, eye woɖu nu wono nu.
JDG.19.22	Ke esi woƒe dzi gbo ɖe me la, tete duametɔwo, siwo nye ame vlowo la, va ɖe to ɖe aƒe la hele agbo la ƒom, eye wogblɔ na ame tsitsi, si nye aƒeatɔ, bena: Kplɔ ŋutsu, si va dze aƒewò me la ɖoe, ne míanyãe! 
JDG.19.23	Tete ŋutsu, si nye aƒeatɔ la, ɖo yi wo gbɔ gblɔ na wo bena: Oo, nɔvinyewo, migawɔ nu vlo sia o! Esi wònye aƒenye me ŋutsu sia va dze la, eyata migawɔ nu baɖa sia o! 
JDG.19.24	Kpɔ ɖa, makplɔ vinyenyɔnu kple ŋutsu la ƒe ahiã ɖoe, ne miade asi wo ŋu, eye miawɔ nusianu, si dze mia ŋu la, ɖe wo ŋu; ke migawɔ nu baɖa ɖe ŋutsu sia ŋu o! 
JDG.19.25	Ke ŋutsuawo gbe toɖoɖoe. Tete ŋutsu la kplɔ eƒe ahiã yi wo gbɔ le xexe, eye wode asi eŋu hewɔ funyafunyae zã blibo la, vaseɖe esime ŋu ke; eye esi agu dze la, woɖe asi le eŋu. 
JDG.19.26	Esi ŋua mekpɔ ke ɖe le eme keŋ o la, nyɔnu la va dze anyi ɖe ŋutsua ƒe xɔ, si me eƒe aƒetɔ le la, ƒe ʋɔtru nu, vaseɖe esime ŋua ke ɖe le eme. 
JDG.19.27	Eye esi eƒe aƒetɔ fɔ ŋdi, eye woʋu nɔa do, be yeayi eƒe azɔli dzi la, tete nyɔnu, si nye eƒe ahiã la, tsra ɖe xɔa ƒe ʋɔtru nu, eye eƒe asiwo le kpuia dzi. 
JDG.19.28	Eye wògblɔ ne bena: Tsi tre, ne miadzo! Ke meɖo ŋu nɛ o. Tete wòkɔe ɖo tedzi la dzi, eye ŋutsua dze mɔ yi enɔƒe. 
JDG.19.29	Esi wògbɔ va aƒe la, etsɔ hɛ, eye wòlé eƒe ahiã la heflii kɔ wuieve ɖe eƒe ƒunuɖeƒeewo, eye wòɖo wo ɖe Israel-nyigba blibo la katã dzi. 
JDG.19.30	Eye amesiame, si kpɔe la, gblɔ bena: Esia tɔgbe medzɔ kpɔ o, eye womekpɔ eteƒe kpɔ, tso esime Israel-viwo ʋu tso Egipte-nyigba dzi vaseɖe egbe o. Mibu eŋu, miɖo aɖaŋu, eye miƒo nu le eŋu!
JDG.20.1	Tete Israel-viwo katã ho, eye ameha la kpe ta abe ame ɖeka ene tso Dan vaseɖe Beerseba kple Gilead-nyigba dzi ɖe Yehowa gbɔ le Mizpa. 
JDG.20.2	Eye dukɔ blibo la ƒe tatɔwo kple Israel-toawo katã va Mawu ƒe dukɔ ƒe takpekpe la me; amesiwo zɔ afɔ, eye wòta yi la, le ame akpe alafa ene. 
JDG.20.3	Eye Benyamin-viwo se bena, Israel-viwo ho va Mizpa. Eye Israel-viwo bia bena: Mito, alesi nu vlo sia va mee! 
JDG.20.4	Tete Lewitɔ, si nye nyɔnu kuku la srɔ̃, xɔ edzi gblɔ bena. Mía kple nye ahiã mieva Gibea, si nye Benyamin tɔ la, be míatsi adɔ. 
JDG.20.5	Ke Gibeatɔwo ƒo kpli ɖe ŋunye, eye woɖe to ɖem le aƒe la me le zã, wobe, yewoawum, eye wode asi nye ahiã ŋu woku. 
JDG.20.6	Tete melé nye ahiã la, eye meflu heɖo ɖe Israel-nyigba ƒe nutowo katã me, elabena wowɔ ŋukpenanu kple nu vlo le Israel. 
JDG.20.7	Kpɔ ɖa, mi Israel-viwo katã nye esi! Miƒo nu, eye miɖo aɖaŋu fifia! 
JDG.20.8	Tete dukɔ blibo la xɔ edzi nu ɖekɛ gblɔ bena: Mía dome amea ɖeke mayi eƒe agbadɔ me o, eye amea ɖeke mayi eƒe xɔ nu o; 
JDG.20.9	ke boŋ ale míawɔ Gibea enye si: Míadzidze nu ɖe wo dzi! 
JDG.20.10	Eye miaɖe ŋutsu ewo te ame alafa me, ŋutsu alafa le ame akpe me, eye ŋutsu akpe le ame akpe ewo me tso Israel-toawo katã me, ne wòayi aɖatsɔ mɔ dzi nuɖuɖu vɛ na dukɔ la, eye ne wogbɔ la, míawɔ Gibea-Benyamin ɖe nu vlo, si wòwɔ le Israel la nu pɛpɛpɛ. 
JDG.20.11	Tete Israel-ŋutsuwo katã ƒo ƒu, eye wòbia ɖekae ɖe du la ŋu.
JDG.20.12	Eye Israel-toawo ɖɔ ame ɖo ɖe Benyamin-ƒomeawo katã gbɔ bia wo bena: Nu vlo ka enye si wowɔ le mia dome? 
JDG.20.13	Eyata miɖe Gibeatɔ vloawo na, ne miawui wo, eye miaɖe vɔ la ɖa tso Israel! Ke Benyamin-viwo meɖo to wo nɔvi Israel-viwo ƒe gbe o. 
JDG.20.14	Tete Benyamin-viwo tso duwo me va ƒo ƒu ɖe Gibea, ne woakpe ana kple Israel-viwo. 
JDG.20.15	Eye woxlẽ Benyamin-vi, siwo tso duwo me la, gbemagbe: ŋutsu, siwo ta yi, le ame akpe blave vɔ aɖe; ke Gibeatɔ, siwo le ŋutsu aʋawɔla alafa adre la, mele eme o. 
JDG.20.16	Ame siawo katã dome aʋawɔla alafa adre nye miawɔlawo, eye wo dome amesiame tea ŋu da akafo ƒoa taɖaku ɖeka hã, eye meda dadagbo o. 
