MAT.1.1	Ña'a kùu sivi ma ndian kūu ñivi Jesucristu, ra kūu ñivi ma racha'nu David, chi'in racha'nu Abraham. 
MAT.22.41	Ta ora juuni ka'ìin ti'vi ga ma ndra fariseu ma ikan, 
MAT.22.42	ta Jesuu te'en chīkatu'un ra nuu ndra:
MAT.22.42	―¿Naja kua chànini ndo cha'a' ma ra kùu Cristu? ¿Yo tata kùu ra?, kùuni ndo ―kàti ra.
MAT.22.42	Ta ma ndra fariseu te'en nāka'an ndra:
MAT.22.42	―Tata ma racha'nu David kùu ra ―kàti ndra.
MAT.22.43	Tajan Jesuu te'en nāka'an ra chi'in ndra:
MAT.22.43	―Tu takan kùu yi, ¿ta naja chātiñu ma Tati Ií Ndioo ma David ña na ka'an ra ña Racha'nu ra kùu Cristu, tuva takan? Vati ndicha ña ma David, te'en kā'an ra:
MAT.22.44	Ma Racha'nu Ndioo, te'en kā'an ra chi'in ma Racha'nu chito'i:
MAT.22.44	“Kunandi chiyo kua'i,
MAT.22.44	nda kati kanindoyoi ma ndian xaani ndè'e ñu̱n iti' cha'un.”
MAT.22.44	Takan kāti Ndioo taji'na ña tāa David.
MAT.22.45	Va Jesuu te'en nāka'an tuku ra nuu ndra:
MAT.22.45	―¿Naja kua kùu yi ña, tata David kùu Cristu, tuva juuni ma David kā'an ra ña, Racha'nu chito'o ra kùu ra? ―kàti Jesuu chi'in ndra.
MAT.22.46	Nï'iin ma ñivi töve nī kuu ka'an na nï'iin ma tu'un yu'u Jesuu. Ta nda ma kivi ikan nï'iin ga ma ñivi tüva ni kuuni na ndakatu'un na tiaga nakuyi nuu ra.
MAT.23.1	Takan kūu tajan Jesuu, te'en nāka'an ra nuu ma ñivi, ta nuu ma ndra jàkua'a chi'in ra:
MAT.23.2	―Ma ndra matru ña jàkua'a tutu Ndioo, chi'in ma ndra fariseu jàna'a ndra naja kua kùuni ma ley Ndioo ña tāa Moisés ka'an yi. 
MAT.23.3	Va'ani, na jachi'in ndo ma ña kà'an ndra, ta na ja'a ndo ndisaa yi ndia, va koto jä'a ndo takua jà'a ndra, vati ndrakan kà'an ndra iin nakuyi, ta jà'a ndra inga nakuyi. 
MAT.23.4	Jà'a ndra ña na kuiso ma ñivi iin ña nduva'a vee, ña na kündee na kuiso na, ta jà'a ndra ña na kuiso na yi, va juuni maa ndra, ni ita'vi töve kùuni ndra ja'a ndra yi. 
MAT.23.5	Ndisaa ma ña jà'a ndra, jà'a ndra yi ikan na nde'e ma ñivi yi. Ta chàta'ani ndra kundikun iin kaja vali, nuu te'e nuu ndra chi'in ma chiyo nda'a' satin ndra, ta tichi yi indii uvi uni ma tu'un Ndioo ña ka'nu ga. Ta juuni chàta'ani ndra kù'un ndra ja'ma ki'in nuu ka'ìin kua'a' tilachi xiin yi ndia. 
MAT.23.6	Ta chàta'ani ndra kuiin ndra ma tayu ka'nu ga ma nuu chìyo viko, ta ma tichi veñu'u kuati ma ndian judíu ndia. 
MAT.23.7	Ta juuni kùuni ndra ña na iñu'u kaña'a ma ñivi chi'in ndra ndanikuni nuu kèta ndra nuu na ma kai. Ta na ka'an na ndra, “matru.”
MAT.23.8	’Va ndyo'o, töve ìyo yi ña ku'va ndo ma ñivi ña na ka'an na, matru chi'in ndo, vati ndisaa ndo kùu ndo ta'an ndo. Ta ma ra kùu Matru ndo, uvanuuni ra ìyo, ta rakan kùu ra, Cristu. 
MAT.23.9	Ta töve ìyo yi ña ka'an ndo, tatá, ma nï'iin ñivi ìyo nuñu'u' ñuñivi, vati uvanuuni ma ra ìyo andivi kùu Tatá yo. 
MAT.23.10	Ta juuni töve ìyo yi ña ku'va ndo ña ma ñivi ka'an na, ña ndyo'o kuu ma ndian kuxini, vati uvanuuni Cristu kùu ma ra kuxini. 
MAT.23.11	Ma ra jàkuu tiñu nuu inga ñivi, rakan kùu ma ra ka'nu ga ña ìyo ma tañu ndo. 
MAT.23.12	Vati ma ndra jàka'nu chi'in maa', ndrakan, Ndioo ni jakukanuu ra ndra, va ma ndra jànda'vi ña'a juuni maa', ndrakan ni jaka'nu ma Ndioo ndra.
MAT.23.13	’¡Nda'vi ta'an ndyo'o, matru ña jàkua'a tutu Ndioo, chi'in ndyo'o ndra fariseu ndra uvi nuu kua chànini ndo! Vati chàsi ndo nuu kì'vi inga ñivi ma nuu chà'nda Ndioo tiñu andivi, ikan na küu ki'vi na. Ni maa ndo töve kùuni ndo ki'vi ndo, ta ni töve chà'a ndo ki'vi ma ndian kùuni ki'vi ndia.
MAT.23.14	’¡Nda'vi ta'an ndyo'o, matru ña jàkua'a tutu Ndioo, chi'in ndyo'o ndra fariseu ndra uvi nuu kua chànini ndo! Vati namaa ndo ve'e ma ñivi ña'a kìndoo nda'vi, ta nàkuatu ndo nuu ka'ìin kua'a' ñivi, ikan na kuuni na ña yüvi ndra su'u kùu ndo. Cha'a' yakan kùu yi ña ni nde'e ndo kua'a' ga tundo'o.
MAT.23.15	’¡Nda'vi ta'an ndyo'o, matru ña jàkua'a tutu Ndioo, chi'in ndyo'o ndra fariseu ndra uvi nuu kua chànini ndo! Vati ndyo'o chàkunuu ndo nànduku ndo ñivi ninii ka'nu ma nuñu'u' ñuñivi, kuenda ña na ki'vi na ma iti' chàkunuu ndo. Ta ora cha kī'vi ndio na jā'a ndo, tajan jà'a ndo ña na ndakuu kini ga na kua maa ndo kuenda ña ku'un na andaya'.
MAT.23.16	’¡Nda'vi ta'an ndyo'o, ndra kùu takua kùu ma ndian kuaá ña jàna'a nuu ma ñivi!, ti ndyo'o te'en kà'an ndo: “Tu ìyo nda ndyo'o, chà'a ndo tu'un cha'a' ma veñu'u Ndioo ña ni ja'a ndo iin tiñu, töve kùuni yi ka'an yi ña ìyo yi ña ja'a ndicha ndo ma ña kà'an ndo. Va tu chà'a ndo tu'un cha'a' ma oro ña ka'ìin ma tichi veñu'u, va yakan, ìyo yi ña ja'a ndo”, kàti ndo chi'in na. 
MAT.23.17	¡Ndyo'o ndra tüvi chìto, ña kùu ndo takua kùu ma ndian kuaá! ¿Nda ña kùu ma ña ka'nu ga kùuni ndo: a ma oro, a ma veñu'u jà'a ña na ndakuu ií yi?, kùuni ndo. 
MAT.23.18	Ta juuni kà'an ndo te'en ndia: “Tu ìyo nda ndyo'o, chà'a ndo tu'un nuu ñivi va cha'a' ma chito naá ña ìyo kuenda Ndioo, töve kùuni yi ka'an yi ña ìyo yi ña jàchinu ndicha ndo ma ña kà'an ndo. Va tu chà'a ndo tu'un nuu na cha'a' ma ña soko ñivi chata ma nuu naa, ikan kuuni yi ka'an yi, va ìyo yi ña jachinu ndo yi”, kàti ndo chi'in na. 
MAT.23.19	¡Ndyo'o ndra tüvi chìto, ña kùu ndo takua kùu ma ndian kuaá! ¿Nda ña kùu ma ña ka'nu ga kùuni ndo: a ña sòkó ma ñivi, a ma chito naá ña jà'a ña na ndakuu ií yi?, kùuni ndo. 
MAT.23.20	Ma ndian chà'a tu'un cha'a' iin nakuyi nuu ma chito naá, yöve uvaa kuenda maani yi chà'a na tu'un, vati juuni kùu yi kuenda ndisaa ma ña ka'ìin nuu yi ndia. 
MAT.23.21	Ta ma ndian chà'a tu'un cha'a' iin nakuyi kuenda ma veñu'u ka'nu, yöve uvaa kuenda maani yi chà'a na tu'un, vati juuni kùu yi kuenda ma Ndioo ra ìyo ikan ndia. 
MAT.23.22	Ta ma ndian chà'a tu'un cha'a' iin nakuyi kuenda ma andivi, yöve juuni uvaa kuenda maani yi chà'a na tu'un, vati juuni kùu yi kuenda ma tayu ka'nu nuu chà'nda Ndioo tiñu, ta kuenda ma Ndioo ra chàtiñu yi ndia.
MAT.23.23	’¡Nda'vi ta'an ndyo'o, ndra kùu matru ña jàkua'a tutu ley Ndioo, chi'in ndyo'o ndra fariseu ndra uvi nuu kua chànini! Vati ndyo'o kùu ndo ña sokó ndo uchi porcientu ma ña vixi chà'an kuenda Ndioo, takua kùu ma xiko ani, chi'in ma cominu, va na töve jàchi'in ndo ña kà'an ma tu'un ka'nu ga ña jàna'a ma ley Ndioo, ña ìyo yi ña ja'a ndo, takua kùu ma ña, ìyo yi ña koo ndaa ndo kuenda Ndioo, ta kunda'vini ndo, ta chinuni va'a ndo ma tu'un ra. Ña'a kùu ma ña ìyo yi ña ja'a ndo, ta töve jàña ndo ña jà'a ndo ma inga tuku ma ña kà'an ma Ley Ndioo ndia. 
MAT.23.24	¡Ndyo'o ndra kùu takua kùu ndian kuaá ña jàna'a nuu ma ñivi, ndyo'o jàchinu ndo ma ña vali ña töve ndakuenda, ta töve jà'a ndo ma ña ndicha ña ìyo kuenda!
MAT.23.25	’¡Nda'vi ta'an ndyo'o matru ña jàkua'a tutu ley Ndioo, chi'in ndyo'o ndra fariseu ndra uvi nuu kua chànini! Vati ndyo'o kùu ndo takua kùu ma yachin, chi'in ko'o ña chàtiñu ndo, ti chàta'ani ndo nakata ndo iti' chatani yi, va ma tichi yi, nduva'a ìyo ma ña kini jà'a ña kasu'u ndo, ta inga tuku ma ña kini jà'a ndo. 
MAT.23.26	¡Ndyo'o ndra fariseu ña kùu takua kùu ndian kuaá: ji'na ìyo yi ña nakata ndo iti' tichi ma yachin, chi'in ma ko'o, tajan takan, ni kindoo va'a ndio ndo kuenda Ndioo!
MAT.23.27	’¡Nda'vi ta'an ndyo'o matru ña jàkua'a tutu ley Ndioo, chi'in ndyo'o ndra fariseu ndra ìyo uvi nuu! Vati kùu ndo tava kùu ma nuu ñaña, ña vii kàa yi ña kā'yu iti' chata yi chi'in ña kuichin, va iti' tichi yi endee chitu yi chi'in mamaa iki ma ndian ndií, ta chi'in ndisaa inga nuu ma ña kini. 
MAT.23.28	Ndyo'o takan kùu ndo, vati ma iti' chata ndo, kàa yi takua kàa ma ndian va'a kuenda ma ñivi, va ma iti' tichi kuñu ndo endee chìtu yi chi'in ña kini, ta chi'in ña töve va'a.
MAT.23.29	’¡Nda'vi ta'an ndyo'o matru ña jàkua'a tutu ley Ndioo, chi'in ndyo'o ndra fariseu ndra uvi nuu! Ndyo'o kùu ndo ña jàva'a ndo nuu ñaña kuenda ma ndra kā'an chi'in tu'un yu'u Ndioo, ta vii jàva'a ndo nuu ñaña ma ndian kūu ndian va'a ta ndaa. 
MAT.23.30	Ta juuni maa ndo kà'an ndo te'en: “Tu ndyu'u chīyo ndi ma ora chīyo ma ndian kūu ñivi ndi niku, töve ni kuta'an ndi chi'in na, ña ka'ni ndi ma ndra kā'an chi'in tu'un yu'u Ndioo niku”, kàti ndo. 
MAT.23.31	Chi'in ña'a jàna'a ndo, ña juuni maa ndo chà'a ndo kuenda, ña ma ñivi ndo kùu ma ndian chà'ni ma ndra kā'an chi'in tu'un yu'u Ndioo. 
MAT.23.32	¡Va'ani, na jachinu ndo jà'a ndo ma ña kīcha'a ma ndian kūu ñivi ndo jà'a na niku, tuva takan!
MAT.23.33	’¡Ndyo'o tatá ndian xaan, takua xaan ma koo kaa! ¿Chïto naja kua kùu kakú ndo nuu ma tundo'o ña ni nde'e ndo andaya'? 
MAT.23.34	Cha'a' ña'a kùu yi ña ni tachi̱ ma ndra ni ka'an chi'in tu'un yu'u Ndioo nuu ndo, chi'in ndra chìto ña kà'an, ta matru ña jàkua'a tutu Ndioo. Va ndyo'o, ìyo ndra ni ka'ni ndo, ta ni takaa ndo nuu kruu, ta ìyo inga ndra ña ni kani ndo ma tichi ma veñu'u kuati ma ñivi judíu, ta ni kakunuu ndo nànduku ndo ndra, ta ñuu, ta ñuu. 
MAT.23.35	Ta takan kùu yi ña, chata ndo ni koyo ma tundo'o, cha'a' ña chā'ni ndo ndisaa ma ndra va'a, nda ma Abel, ra chīyo ndaa nuu Ndioo, ta nda Zacaría, se'e ma ra chūnani Berequías, ra chā'ni ndo ma tichi veñu'u ka'nu, yati nuu ndaa ma chito naá. 
MAT.23.36	Ndicha va'a ña kà'in chi'in ndo, ña cha'a' ndisaa ma kuati i'ya, ma tundo'o ni koyo yi chata ma ñivi ìyo vitin.
MAT.23.37	’¡Jerusalén, Jerusalén, ndyo'o ña chà'ni ndo ma ndra kà'an chi'in tu'un yu'u Ndioo, ta juuni chà'ni ndo chi'in yuu, ma ndra tàchi Ndioo ña kuàkatitu'un ma tu'un ra nuu ndo! ¡Nduva'a kua'a' cha'a' kūuni̱ jati'vi ta'in ndo, ta jakuendai ndo, tava jà'a ma tiatan' ora kumi ri ma tiun kuati se'e ri ma tichi ndichin ri, va töve nī kuuni ndo! 
MAT.23.38	Na nde'e ndo, ña vitin, cha jāña ndio ma Racha'nu Ndioo ndo ña na ja'a maa ndo nda ña kùuni ndo vitin. 
MAT.23.39	Vati yu'u kà'in chi'in ndo, ña na tüva ni nde'e ndo yu'u, nda kati ni keta ma tiempu, ña ni ka'an ndo te'en: “Ma ra ya'a ga ií kùu ma ra vàchi, chi'in sivi ma Racha'nu Ndioo”, kàti Jesuu chi'in na.
MAT.24.1	Takan kūu ta ora kēe ndio Jesuu ma tichi veñu'u ka'nu, ña cha kuà'an ra, ora ikan chājayatin ma ndra jàkua'a chi'in ra ndra nuu ndaa ma veñu'u ka'nu, ta kīcha'a ndra kà'an ndra ña ya'a ga vii kūva'a ma veñu'u. 
MAT.24.2	Va Jesuu te'en nāka'an ra chi'in ndra:
MAT.24.2	―Ta, ¿a ndè'e ndo ña ya'a vii kūva'a yi? Ndicha va'a ña kà'in chi'in ndo, ña ni chaa iin kivi, ña nï'iin ga ma yuu na tüva ni kindoo yi ma chata ta'an yi, vati kikoyo ndi'i yi ―kàti Jesuu chi'in ndra.
MAT.24.3	Tajan kēe ndio Jesuu chi'in ma ndra jàkua'a chi'in ra kuà'an ndra ma iti' iin yuku nàni Olivu. Ta ora nàndi Jesuu ma ikan, tajan chājayatin ma ndra jàkua'a chi'in ra nuu nandi ra, ta te'en chīkatu'un xe'e ndra nuu ra:
MAT.24.3	―Kùuni ndi ña na katitu'u̱n nuu ndi, nda ora ni kuu ma ña kā'un. ¿Nda seña kùu ma ña ni nde'e ndi, ora ni kichi ndikoun, ta nda ora ni naa ma ñuñivi ndia? ―kàti ndra.
MAT.24.4	Tajan Jesuu te'en nāka'an ra chi'in ndra:
MAT.24.4	―Na ja'a ndo kuenda nuu ndo, ta koto kü'va ndo ña kēña'a nï'iin ñivi ndo. 
MAT.24.5	Vati ni keta kua'a' ñivi, ña ni jaya'a na na chi'in sivi̱, ta te'en ni ka'an na: “Yu'u kùu Cristu”, ta takan ni janda'viña'a na kua'a' ñivi. 
MAT.24.6	Ta ndyo'o ni kunitu'un ndo, ña ìyo kuati ma ñuu i'ya ta inga ñuu. Va na yü'vi ndo, vati takan ìyo yi ña kuu yi, va na yöve nuu ni ndi'i ma ñuñivi kùu yi. 
MAT.24.7	Vati ni kanita'an iin ñuu, chi'in inga ñuu, ta inga tuku ñuu chi'in inga tuku yi, ta ni koo tama', chi'in kue'e, ta juuni ni kichi ña ni taan kuàni'i va'a ndisaa ñuñivi ndia. 
MAT.24.8	Tandi'i ma ña ni kuu i'ya, kùu ma nuu já kìcha'a ma ñivi nde'e na tundo'o.
MAT.24.9	’Ta ikan jan, ni ku'va ndio na ndo nda'a' ma ndian ni jande'e tundo'o ndo, ta ndiakan ni ka'ni na ndo, ta ndisaa ma ñivi ìyo ñuñivi i'ya, ni kuxaani na nde'e na ndo cha'i. 
MAT.24.10	Ma tiempu ikan, kua'a' ñivi ni jaña na ña chìnuni na ma tu'un Ndioo, ta ni kuxaani na nde'e na juuni ma ta'an na ña chìnuni, ta ni xikoña'a na na ndia. 
MAT.24.11	Ta ni keta kua'a' ma ndra vata, ña ni ka'an ndra, ña kùu ndra, ndra kà'an chi'in tu'un yu'u Ndioo, ta takan ni keña'a ndra kua'a' ñivi. 
MAT.24.12	Ta ni koo kua'a' kuati, ta chi'in yakan, kua'a' ñivi ni jaña na ña kùuni na nde'e na ma tiaga na. 
MAT.24.13	Va ma ndian ni kundeeni koo va'a na chi'in ma ña chìnuni na nda kati ya'a ma kivi ikan, ni jakakú ma Ndioo na. 
MAT.24.14	Ta ma tu'un va'a, ña kà'an cha'a' ma nuu chà'nda Ndioo tiñu, ni katitu'un ndian jàkutiñu nuu Ndioo yi ta ni koto tandi'i ma ñivi ìyo nuñu'u' ñuñivi yi, ta ikan jan ni kichi ndio ma ora ni naa ndio ma ñuñivi.
MAT.24.15	’Ma ra kā'an chi'in tu'un yu'u Ndioo, ña nàni Daniel, tāa ra ita'vi cha'a' ma ña jà'a ña na ndokini ndo, ta jativi yi ndo. Ora ni nde'e ndo ña yakan ni chaa yi nda tichi veñu'u nuu ya'a ií ―tu ìyo nda ndyo'o jàkua'a ndo ma tu'un i'ya, na kutunini ndo yi. 
MAT.24.16	Tajan nda ndian ìyo ma ñu'u' Judea, ma ora ikan, na kunu na ku'un na iti' yuku. 
MAT.24.17	Ta ma ndian ka'ìin siki ve'e na, na nüu na ña tàva na nï'iin nakuyi ma tichi ve'e na. 
MAT.24.18	Ta ma ndian ka'ìin jàtiñu tichi ku'u, koto chïkokani na, ña kuki'in na ja'ma na. 
MAT.24.19	¡Nda'vi ta'an ma ñivi ña'a, ña ma kivi ikan ñu'u se'e vi, ta juuni ndian ìyo ndiakuati se'e vi ña chàxin! 
MAT.24.20	Na ndakan ndo nuu Ndioo, ña koto tä'an ndo ña ìyo yi ña kakú ndo ma tiempu vichin jà'a yi, ta ni ma kivi nindeo. 
MAT.24.21	Vati ma tiempu ikan kùu yi, ña nduva'a ni nde'e ndo tundo'o, takua takä'an nde'e ndo yi nï'iin cha'a' nda ma ora jātuvi Ndioo ma ñuñivi, ta ni tüvi chànini ra jande'e ra tundo'o ndo takan iti' nuu ndia. 
MAT.24.22	Ta tu Ndioo töve ni jandokuiti ra ma kivi ikan, nï'iin ñivi töve ni kakú niku, va ni jandokuiti ra yi cha'a' ña nduva'a kùuni ra nde'e ra ma ndian kāchin ra.
MAT.24.23	’Tajan tu kèta iin ndian kà'an te'en chi'in ndo: “Nde'e ndo ti, i'ya ndaa ma ra kùu Cristu”, a kà'an na ña: “Nde'e ndo ti, ikan ndaa ra”, na chïnuni ndo. 
MAT.24.24	Vati ni keta ma ndra ni janda'viña'a, ña ni jaya'a ndra ndra ña kùu ndra Cristu, ta ndra kà'an ña kùu ndra, ndra kà'an chi'in tu'un yu'u Ndioo, va töve ndicha. Ndrakan ni ja'a ndra kua'a' ndatu, ta seña nuu ndo, kuenda ña janda'viña'a ndra ndo. Ta nda ma ndian kāchin Ndioo ni janda'viña'a ndra na ndia, tuva kùu ja'a ndra takan. 
MAT.24.25	Yu'u cha kātitu'in yi nuu ndo antea ña kùu yi. 
MAT.24.26	Yakan va, tu kà'an na te'en chi'in ndo: “Nde'e ndo ti, ikan ndaa ra tichi ku'u”, na kü'un ndo. Ta tu kà'an na te'en chi'in ndo: “Nde'e ndo ti, ma tichi ve'e i'ya indii xe'e ra”, koto chïnuni ndo ña kà'an na. 
MAT.24.27	Vati ma tava jà'a ma ña xi'í, ña ndichin nde'o yi nda iti' kèta nikandii, ta iti' chìso yi, takan ni nde'o ma ra Se'e ñivi ora ni kichi ndiko ra. 
MAT.24.28	Ta ma nuu kàndii kuñu ma ndian chī'í, ikan ni nde'o ña kùti'vi ma chii.
MAT.24.29	’Ta ora cha yā'a ma tiempu ña ni nde'e ndo tundo'o. Tajan ni nda'va ma nikandii chi'in ma yoo. Ta ma chele ña ka'ìin andivi, ni kuita ndri, ta ni taan ninii ka'nu ma andivi jà'a ndri. 
MAT.24.30	Tajan ni nde'e ndo iin seña ña ni ja'a yu'u ra Se'e ñivi iti' andivi, ta ikan jan, tandi'i ma ndian ìyo ninii ka'nu nuñu'u' ñuñivi ni kuaku na jà'a ña yu'vi na ora ni nde'e na ña vàchi nuu ma ra Se'e ñivi tañu vikó, chi'in tacha ra chi'in kua'a' ndatu ra. 
MAT.24.31	Ta ni tachi̱ ma tati va'a ña jàkuu tiñu nuu Ndioo, kuenda ña na tivi na ni'i va'a chi'in ma yutun tivi, ikan na kuti'vi ndisaa ma ndian kāchi̱n, ña ìyo ninii ka'nu ma nuñu'u' ñuñivi.
MAT.24.32	’Na nde'e ndo naja kua ja'a ma yutun higu: Ora kèta ma soko yuta' ndrun, ta nàka'ndi ma nda'a' ndrun, ikan chà'a ndo kuenda ña cha vàchi kuyatin ma tiempu savi. 
MAT.24.33	Ta takan kùu yi chi'in ma ña'a ndia, ora ni nde'e ndo yi, tajan ni ku'va ndio ndo kuenda ña cha vàchi kuyatin ora ni kichaa yu'u, ra Se'e ñivi tāchi Ndioo. 
MAT.24.34	Ndicha va'a ña kà'in chi'in ndo, ña tandi'i ña kà'in i'ya, ni kuu yi antea ña kùvi ma ñivi ìyo tiempu i'ya. 
MAT.24.35	Ma andivi chi'in ma nuñu'u', ni chaa tiempu ña ni naa yi, va ma tu'un kà'in, töve ni naa yi.
MAT.24.36	’Va ma kivi ni naa ñuñivi, ta ma ora ni kuu yi, nï'iin yo töve chìto, ni ma ndian kùu tati jàkuu tiñu nuu Ndioo andivi, ta ni yu'u, ra kùu Se'e ra. Uvanuu ma Ndioo Tatá yo kùu ma ra chìto yi.
MAT.24.37	’Tava kūu yi ma tiempu chīyo Noé, juuni takan ni kuu yi ma ora ni kichi ndiko yu'u ra Se'e ñivi. 
MAT.24.38	Ma tiempu ikan, antea ña kuun ma savi ka'nu, ma ñivi kàchachi na, kàchi'i na, tànda'a na, ta juuni chà'a na ñivi ña'a se'e na ña na tanda'a na, nda kati kēta kivi ña kī'vi Noé ma tichi varku. 
MAT.24.39	Ta takan kūu yi ña jàna'ini na ora koyo ma savi ka'nu chata na, ta nāndaa ma takuii ta tāni na. Takan ni kuu yi, ma ora ni kichi ndiko ma ra Se'e ñivi. 
MAT.24.40	Ma kivi ikan, uvi ndra'ii, ña ka'ìin jàtiñu ndra nuu ñu'u' ndra, iin ra ni ku'un chi'i̱n, ta inga ra ni kindoo. 
MAT.24.41	Ta uvi ñivi ña'a, ña ka'ìin katu, iin ña ni ku'un ña chi'i̱n, ta inga ña ni kindoo.
MAT.24.42	’Yakan va na koo tu'va ndo, vati töve chìto ndo nda ora ni kichaa ma Racha'nu. 
MAT.24.43	Va kùuni̱ ña na koto ndo iin ña ni kà'in chi'in ndo, tu iin ra xuve'e, chìto ra nda ora kùu yi ña ni koyo ma ndra su'u ve'e ra ma chanikuaa, ni kundito ra, ta töve ku'va ra ña kì'vi ma ndra su'u ve'e ra, ta kàsu'u ndra. 
MAT.24.44	Yakan va ndyo'o, juuni takan ìyo yi ña koo tu'va ndo, vati ma ra Se'e ñivi, ni kichi ra ma ora töve ndàtu ndo ña ni kichi ra.
MAT.24.45	’¿Nda ra kùu ma musu va'a ta yati?, kùuni ndo. Ma ra ndākoo chito'o ra tiñu nuu, ña na jàkachi ra ndisaa ma ndian jàtiñu kuenda chito'o ra, ta chà'a ra yi ma ora ìyo yi ña ku'va ra yi. 
MAT.24.46	Na sii kuuni ma ra musu, ña ora chàa ma ra kùu chito'o ra ve'e ra, ta nàta'an ra ra, ña jàtiñu va'a ra. 
MAT.24.47	Ndicha va'a ña kà'in chi'in ndo, ña ma ra jàtiñu takan, ni ku'va ma ra kùu chito'o ra tiñu nuu ra, ña na kùu ra ma ra kuxini nuu tandi'i ma ña ìyo nuu ra. 
MAT.24.48	Va tu ma musu ikan kùu ra iin ra kini ta te'en kàti ra chi'in anima ra: “Ma chito'o yo na töve ni chaa numi ra, ti kùyanga ra ma nuu kuà'an ra”, kùuni ra. 
MAT.24.49	Ta rakan kìcha'a ndio ra jànde'e ga ra tundo'o ma ndian kùu musu chi'in ma tiñu jà'a na, ta ndò'iin ndio ra, chàchi ra, ta chì'i ra chi'in ma ndra chì'i ndixi. 
MAT.24.50	Tajan ma ora ikan, ni chaa ndio chito'o ma ra kùu musu, ma kivi töve ndàtu ra ra, ta iin ora ña töve chìto ra ndia. 
MAT.24.51	Ta ikan jan, ni jande'e ndio ra tundo'o ka'nu ra, ta ni jaku'un ra ra iti' kuà'an ma ma ndian kini. Ta ikan kùu ma nuu ni kuaku ndio ra, ta ni kari'u ma nu'u ra, jà'a ma tundo'o ―kàti Jesuu.
MAT.25.1	’Tajan ma nuu chà'nda Ndioo tiñu, indukuni kùu yi tava kùu ma uchi ta'an ñivi ña'a yoko, ña kī'in vi ma ñu'ú nda'a, ña chàtiñu cete, ta kēe vi chāta'an vi nuu ma ra ni tanda'a. 
MAT.25.2	U'un ta'an ñivi ña'a kùu vi ña töve ìyo tu'va vi, ta u'un ta'an vi ìyo tu'va vi. 
MAT.25.3	Ma ñivi ña'a, ña töve ìyo tu'va, ndà'a vi ma ñu'ú nda'a' kuà'an vi, va töve ndà'a vi cete kuenda ña jàkutu ndiko vi yi. 
MAT.25.4	Va ma ñivi ña'a ìyo tu'va, ndà'a vi lometa chitu ma cete, chi'in ma ñu'ú nda'a' vi ndia. 
MAT.25.5	Va tava ma ra ni tanda'a kùyanga ra, yakan va chāñu ndio ñuma'na nuu vi, ta ndisaa vi kākixi. 
MAT.25.6	Tajan ora cha kùu yi ora java ñuu chanikuaa, te'en chīni vi iin tati ña ni'i va'a kanachaa: “¡Cha vàchi ma ra ni tanda'a, na kee ndo kichi ta'an ndo nuu ra!”, kàti ma tati ikan. 
MAT.25.7	Ta ndisaa ndio ma ñivi ña'a ikan ndākoo vi, ta kīcha'a vi jàndova'a vi ma ñu'ú nda'a' vi. 
MAT.25.8	Tajan ndi u'un ma ñivi ña'a, ña töve ìyo tu'va, te'en nāka'an vi chi'in u'un ta'an ma ñivi ìyo tu'va: “Na ku'va ndo ita'vi ma cete ndo nuu ndi, ti ma ñu'ú nda'a' ndi cha kīcha'a yi ndà'va yi”, kàti vi chi'in vi. 
MAT.25.9	Va ma ñivi ña'a ìyo tu'va, te'en nāka'an vi chi'in vi: “Na küu, ti na këta ra', ni kuenda maa ndi, ta ni kuenda maa ndo. Yakan va va'a ga, ña na ku'un maa ndo ma nuu kùya'vi ra', ta jàta ndo ra' kuenda ndo”, kàti vi chi'in vi. 
MAT.25.10	Va ora juuni yanga kàcha'an ma ndi u'un vi kuàjata vi ma cete, ta chāa ma ra ni tanda'a. Tajan ma ñivi ña'a, ña ìyo tu'va, kāki'vi vi chi'in ra ma tichi ve'e nuu ìyo ma viko tanda'a, ta chāsi ndio ra yuve'e. 
MAT.25.11	Ta nunuuni, tajan chāa ndio ma inga u'un ñivi ña'a yoko, ta te'en nāka'an vi: “¡Racha'nu, Racha'nu, na nunaun yuve'e nuu ndi!”, kàti vi. 
MAT.25.12	Va ma ra tànda'a, te'en nāka'an ra chi'in vi: “Ndicha va'a kà'in, ña na töve nàkotoi ndo”, kàti ra chi'in vi.
MAT.25.13	Tajan Jesuu te'en nāka'an tuku ra chi'in na:
MAT.25.13	―Na koo tu'va ndo, ti töve chìto ndo, ni ma kivi, ta ni ora ni kichaa ndiko yu'u ma ra Se'e ñivi.
MAT.25.14	’Ma nuu chà'nda Ndioo tiñu andivi, kùu yi tava kùu iin ma ra'ii ña ora ni kee ra ku'un ra inga ñuu, ta kāna ra ma ndra kùu musu ra, ta chā'a ra ma xu'un' ra nuu ta'ii'iin ndra ña na kumi ndra yi.
MAT.25.15	’Nuu iin ma ra kùu musu ra, chā'a ra u'un mii pesu ma xu'un', ta nuu ma inga ra chā'a ra uvi mii, ta iin mii nuu ma inga tuku ra. Ta'ii'iin ndra, chā'a ra ma xu'un' nuu ndra, naja kua kùndee ndra jàtiñu ndra yi. Tajan kēe ndio ra kuà'an chika ra. 
MAT.25.16	Ma musu, ra nī'i u'un mii pesu ma xu'un', jātiñu ra chi'in ma xu'un' ikan, ta jākanaa yi inga u'un mii pesu. 
