MAT.1.1	Uriro uvas ma garip ma eap am Iesu Karisito. Iesu irie a gar ang Devit ga Abraham.
MRK.14.62	Pa ugama Iesu, “Eva, turuot. Pa tuga noralava: Tubiat Migana migat ang Morowa la eba onang na kilan ila lamige ang Morowa, irie la muana mar mirie ngangasiap, ga eba ogimanang iriro. Ga eba muong ga uvaup onim na panbinim, ga eba agimaming.” 
MRK.14.63	Pa miridai ila uke la turupuaba kirat me uriro ties ga agiritong buruma ang ga tiesong gare ro, “Buat gat mamarikbuong noba teip gat meba maiaramang tavuk ang iriro migana. Karuk. 
MRK.14.64	Irie kan la tiesong ara namo kauna gare Morowa, uriro ties ula kiro la mipto ra. Tie eba mani le akosarbuong ira iriro migana? Agatming gare mani?” Pa mirier teip mila uke la megama, “Akosarong tavuk ila kire maset, are ratmat ga eba aving.” 
MRK.14.65	Pa non teip la man akasupmeng ga makugumela irap a a buruma ga agomeng kilan ira a ga megama, “Okosarnang ties o unuli. Aga la agoong kilan ira nuo?” Ga alagimeng teip o ubi mila mime aagamelie miridai ila uke ga man umiale abuo. Mirie gat la man ameuluot iriro tavuk ga man apadunmeng.
MRK.14.66+MRK.14.67	Urie, man unama kan Petro lourup, tapma na penbut a iriro luguan. Man unama u kit ga man uet o kit. Pa non magabun o ubi ang miridai ila uke la muio agimaieng Petro. Agimaieng maranit ga igama, “Nunuo gat la nume nunama ga iriro migana Iesu onim na pianam Nasaret.” 
MRK.14.68	Pa ugama Petro, “karuk kan. Tale kan orit uriro ties la nuaramo.” Ga ula lavie ai tabuna a luguan. Urie, kukurikong natauan pura. 
MRK.14.69	Ga inagat agimaieng uriro magabun o ubi Petro ga terigieng me irama inamaniap la man dusmeng tapmat ga mailo gare ro, “Iriro migana irie gar ang iriro migana onim na pianam Nasaret.” 
MRK.14.70	Pa inagat tiesong, namoma “Karuk.” Tubiat it kirat, teip la man dusmeng kagarat la tiesmeng gat me ira Petro gare ro, “Migat ara, nunuo migana a gar maiang. Nunuot migana onim Galili.”
MRK.14.71	Pa, titot tiesong Petro maranit gare ro, “Migat tatuan, tale kan arit irie migana la man tiesming aime.” 
MRK.14.72	Ga kakalait kukurikong pura a lama narain a tara. Ga ina oagatong Petro ties la okosarong Iesu aime, “Eba ka tale kukurikang pura a lama narain tara, ga eba tiesnang ma naien taraiap, tale tonit.” Ga kirat uliba Petro.
MRK.15.1	Urie, parabira namur miridaip mila kakanim ga teip mila uke ga teip o usingnualap o maimai la kakalait mumaio nebolameng. Ga mirier teip ganam mila kakanim la mime umaiale bo Iudaiap. Nebolameng ga namo maset tiesmeng a man tavuk la eba akosarmeng ira Iesu. Ga teip la uario kier la avismeng Iesu, ga maiala na kilalap a Pilato. 
MRK.15.2	Ga amarikong Pilato Iesu gare ro, “Nunuo orong maiang Iudaiap, a?” Pa upulo Iesu ties gare ro, “Migat, nunuo kan la tiesnung gare rie.” 
MRK.15.3	Ga miridaip mila kakanim la avuremeng Iesu ma papot ma tiesiap. 
MRK.15.4	Ga inagat amarikong Pilato ga ugama, “Atabo tale iga naramang ties ba meba napulam nanamup ma la okosarmeng uriro ties? Naptang, mime novuremeng ma papaluaip ma tiesiap.” 
MRK.15.5	Pa tale kan upulo Iesu ties ba are tiro ga mitara agatong Pilato papot.
MRK.15.6	Urie, mar mirie karaip na uriro la o parak ula kakanu, Pilato la ume avik non migana la unama na luguan o arubu. Teip ga magaulap kan la mime meivo bonim a irie migana la unama na luguan o arubu ga ume avik Pilato irie migana ga ula mai. 
MRK.15.7	Na irie tara la maiabuam non teip na luguan o arubu la pumaiaro danunumiap ira gavaman ga menamuam non teip ga mevara. Non migana a iriro gar la meiva a Barabas. 
MRK.15.8	Teip ga magaulap la betmeng ga amarikmeng Pilato meba okosarang gare tinan la ume okosar irama. 
MRK.15.9	Ga upulo Pilato ties maiong gare ro, “Atabo naming le aviktang iriro orong maiang Iudaiap ga ala miun?” 
MRK.15.10	Tiesong Pilato gare tiro, memani, mait miridaip mila kakanim la kiram dalap ma me Iesu ga maiabua na ties. 
MRK.15.11	Pa miridaip la mararaimeng dalap ma teip ga magaulap, ga kukupmeng aime Pilato meba tale avikang Iesu pa eba avikang Barabas ga ala mai. 
MRK.15.12	Inagat mamarikong Pilato gare ro, “Pa miga eba tamaning a iriro migana, la mime miva orong maiang Iudaiap?” 
MRK.15.13	Pa inagat kukupmeng gare ro, “Tesapang iro maiogun.” 
MRK.15.14	Urie, inagat mamarikong Pilato, “Me man paga? Okosarong man kiribas?” Pa kukupmeng maranit, “Tesapang iro maiogun.” 
MRK.15.15	Pa namo makosarang Pilato teip ga magaulap meba temeba. Are ratmat ga avikong Barabas ga ula mai. Ga tiesong ga aisikmeng teip o danunumiap Iesu. Tubiat ga uala Iesu na kilalap ma teip o danunumiap, meba osapmeng iro maiogun.
MRK.15.16	Urie, teip o danunumiap la maiala Iesu ga ula tapma na luguan ang Gavaman, ga mamarikmeng mirier teip ganam o danunumiap ga mumaio. 
MRK.15.17	Ga maiara buruma ila taktogi ga mena iriro ira Iesu. Iriro buruma la ovomeng sasa ang orong. Ga maiaro iagur ula sisiru ga okosarmeng begat gare ang orong. Ga maiabu bo bugam a Iesu. 
MRK.15.18	Ga man tiesmeng gare ro aime ‘la ula muru’: “Orong maiang Iudaiap, la ula muru.” 
MRK.15.19	Ga maiario non pas a pitpit ga ovitmeng bugam a. Ga man akasupmeng tapmat. Ga man makofmeng dadebip ma ga karabut man mainiam bopma na irap a gare orong ila kakani. A iriro non ara tavuk la man fagabuomeng aime Iesu ga man mainio bonim a. 
MRK.15.20	Makosarmeng ara miriro tavukup ganam o fugau ira a, tie avugatmaiara buruma ila taktogi ira a. Ga inagat mena sasa ang ira. Ga alagimeng ga mela ga irie meba asapmeng iro maiogun.
MRK.15.21	Urie, non migana, bonim a Simon onim na pianam Sairini, muo ga namo ala obung na pianam. Simon irie mamo ang Aleksanda irie ga Rufas. Alagimeng teip o danunumiap meba aving maiogun ang Iesu. 
MRK.15.22	Alagimeng Iesu ga ula na non pianam, bonim o Golgata. Muana o uriro bonim la are ro, pianam ma mualap o bugam. 
MRK.15.23	Namo maialang wain aun Iesu la arikimeng ga kuop meba oraliemeng ngitngit ira ma neip a. Pa tale tapu. 
MRK.15.24	Tie asapmeng teip o danunumiap Iesu iro maiogun. Ga mavotmeng burap am me irama kan. Ga sagumeng o satu meba aga le arang ut namurit paga. 
MRK.15.25	O gamiala o muabari parabira namur, asapmeng Iesu iro maiogun. 
MRK.15.26	Na nap la mime omir ties, urie la mime merilia migana na ties ume. Omirmeng ties gare ro, “Orong maiang Iudaiap.” 
MRK.15.27+MRK.15.28	Kagarat ai Iesu sapliong narain teipien irie o danunumiap pa irie o pula. Asapmeng irie iro maiogun na kilan ila lamige, pa irie iro maiogun na kilan ila kaiarong. 
MRK.15.29	Ga teip ga magaulap la mumaio ga mela la mime fugau ira a. Mime marutugus bugabip ma ga tiesmeng, “Tie, nunuo migana la nugama eba adurenang luguan o lotu ga ebat ina akosarnang ma naien ma lap. 
MRK.15.30	Titot le teaganalie kan. Onolaing maiogun ga munang lourup.” 
MRK.15.31	Miridaip mila kakanim ga teip o usingnualap o maimai, mirie gat la fugaumeng ira Iesu. Tiesmeng kan kabirana ma gare ro, “Maaganulie non teip, pa tale kan puoong meba teaganulie. 
MRK.15.32	Iriro Karisito la aiteong Morowa meba ina malagiang teip ga magaulap am, Iriro orong onim Isarael, irie le oolaing maiogun ga muong togo lourup, meba agimabuong ga naganbuong ira a.” Narain teipien la lesapmeng iro maiogun kagarat ai Iesu, litie gat la okosarliong ties o fugau aime.
MRK.15.33	Urie, iro 12 o muabari, arubu la ialu kimanam gano, ila puoieng iro naien o muabari nabit. 
MRK.15.34	Iro naien o muabari kukupong Iesu maranit gare ro, “Eloi, Eloi, lama sabaktani?” Muana o uriro ties o ties onim lakuan buong, “Morowa ruang, memani ga tonulai?” 
MRK.15.35	Kukupong Iesu gare ro, ga non teip la dusmeng tapmat la mepta la kupong, pa mirie la megama, “Miptang. Amarikong Elia.” 
MRK.15.36	Ga non migana la ibirong ga ula uabua non sipanas na wain ga na tara la dakong wain, avisong iro non pas ga ualo aun Iesu meba tapo. Ga iriro migana la ugama, “Buairang ka ga eba agimabuong: Atabo eba muong Elia ainiang me lourup, o karuk?” 
MRK.15.37	Pa kukupong Iesu maranit ga uvara. 
MRK.15.38	Tapma na luguan ila kakani o lotu, kabirana lie litiro narain kabilipien, ame tabuna ila kakani, ga non buruma ila kakani maset la sapong ga ulua iriro tabuna. Pa na tara la uvara ra Iesu, iriro buruma, na taralap a la puaro nakap ga giritong ga muo lourup are ratmat ga betong gare narain napupien. 
MRK.15.39	Pa migana ila uke me miriro teip o danunumiap onim Rom la dusong kagarat ai Iesu ga man ui. Ga na iriro tara non ara pagap la betmeng, at iriro tavuk la akosarong Iesu ga uvara, ga agimaong iriro migana o danunumiap. Are ratmat ga ugama, “Migat ara, iriro migana, irie Poi ang Morowa.” 
MRK.15.40	Non magaulap la man dusmeng kakaliat ga mirie gat la man magimameng miriro tavukup la man betmeng. Kabirana ma miriro magaulap, urie non Maria onim na pianam Makdala. Ga urie gat u non Maria, urie naga ang lama narain Iemes ga Ioses. Pa urie u la bonim o Salomi. 
MRK.15.41	Tinan la unama ka Iesu na provins Galili, na irie tara miriro magaulap onim Galili la mime ameuluan Iesu ga menum ga irie, ga mime makosar ubiap ga mime aagamelie. Miriro naien ma magaulap ga non gat papot ma magaulap la mela Ierusalem ga Iesu. Mirier ganam la mumaio dusmeng kagarat u Golgata ga man umai.
MRK.15.42+MRK.15.43	Urie, nabit o la o uranga, Iosep onim na pianam Arimatia la muo. Irie non migana ila muri kabirana ma miriro garip mila kakanim ma teip mila uke la mime umaiale bo Iudaiap. Amaning bonim ula kakanu. Pa naganong gare ro: Kagarat ara leba malagiang Morowa teip ga magaulap am ga ualeng maset mabuo. Ga ume busit agat Iosep me uriro ga man auanula irie tara la eba betang. Urie, betong Iosep Golgata, pa kagarat ara meba naminila muabari. Ga na arubu la me lotu. Ga mapasemeng meba tale okosarmeng ubi ba na la o aganuliap. Are ratmat ga na uriro nabit memaning it tara ila popoi me ubi. Tie uario Iosep nuraiap ga man mangangasong dalap a ga ula ai Pilato ga aulo meba avim neip a Iesu ga ala abung na lu a tadas. 
MRK.15.44	Upto Pilato uriro ties ga mitara agatong papot ga ugama, “Migat uvara ra, a?” Urie, amarikong Pilato iriro migana la uke me danunumiap. Ga muo, ga amarikong Pilato gare ro, “Uvara ra Iesu o karuk?” 
MRK.15.45	Pa migana ila uke me danunumiap la ugama, “Eva, uvara ra.” Urie, aulo Pilato Iosep meba aving neip a Iesu. 
MRK.15.46	Urie, ula Iosep asauong non buruma ila laklage la pasokong. Ga uaviam neip a Iesu me lourup. Ga ualua na buruma ila pasokong, ga uavia tongan ga ula uabua na lu a tadas. Iriro una irie non lu a tadas la akosarmeng teip. Ga apulaiong Iosep non tadas ila kani ga ulua nanam a lu. 
MRK.15.47	Maria onim Makdala ga Maria, naga ang Ioses, la man dusliong ga man uli, ga agimaliong nap la maiabua Iesu ana.
MRK.16.1	Urie, aipieng ara la o sabat, ga Maria onim Makdala ga Maria, Naga ang Iemes, lirie ga Salomi, oumei burunam ula kufieng ga non gat pagap la mime kukuf maset. Namo miabung irama neip a Iesu. 
MRK.16.2	Na uriro natauan la o wik parabira namur miriro naien ma magaulap la temaiara ga mela na una. Man menum ka ga mela, urie betieng bat muabari. 
MRK.16.3+MRK.16.4	Kagarat ara la namo betmeng ai una, pa agatmeng iriro tadas la onoun nanam a lu a una la mitara kakani. Are ratmat ga man tiesmeng ga megama, “Aga leba buagaulie ga avugatara iriro tadas ga apulaiang ga ala, meba anavang una?” Mela betmeng kagarat ai una ga umai ga agimameng tadas la tale gat ut bo nanam a una. Karuk. Non ara migana la apulaiong, ga ula ut toma na taralap, ga unava ra una. 
MRK.16.5	Ga mela maiobu tapma na lu a una, pa na kilan ila lamige agimameng non kubama migana la man unama, amaning buruma ila laklage la pasokong. Agimameng ga ameit, iriet angelo ga turupmaiaba kirat. 
MRK.16.6	Pa maulo angelo gare ro, “Baraba turupmiaba! Mirit, man aisinming Iesu iriro migana onim na pianam Nasaret, irie la asapmeng iro maiogun, ga uvara ra. Pa miptang. Tevara ra! Tale gat unama togo! Agimaming iro nap la maiabua ana. 
MRK.16.7	Pa titot mila mai lop am o usingnualap ga Petro gat, ga mamilava gare ro: Eba ake Iesu me milam me na provins Galili. Tinan la miulo, aret tie leba mila agimaming toruan Galili.” 
MRK.16.8	Tiesong angelo gare ro, ga turupmaiaba magaulap kirat ga didirmeng. Are ratmat ga amiolai una ga mela lavie ga igomeng. Ga merau, are ratmat ga tale kan maiaramo ties ba ai migana ba.
MRK.16.9	Urie, teuara Iesu parabira namur na natauan la o wik. Ga lake ka betong u Maria onim Makdala. Uriro magabun tinan la makalaong Iesu 7 ma muranap mila kiram iro. 
MRK.16.10	Ila Maria ga mailo teip la mime menum ga Iesu. Miriro inamaniap la man giginam dalap ma ga man meliba. 
MRK.16.11	Maria la mailo gare ro, “Iesu la inar inim ga agimarung ara.” Mepto uriro ties, pa tale kan naganmeng.
MRK.16.12	Urie, tubiat, narain kulen o usingnualap la oliolai pianam ula kakanu ga linum ga lila. Ga betong Iesu ga non ara ga betong li. 
MRK.16.13	Ga lila liaramo uriro ties mai non teip o usingnualap. Pa tale kan o naganmeng iro ties liong.
MRK.16.14	Urie, tubiat 11 ma lop o usingnualap la maionama ga parakmeng, ga betong Iesu mai. Mabukula la tale memaning nagan, ga libonmeng dalap ma, memani tale kan naganmeng ties maiong teip ga magaulap la agimameng la inar tevara. 
MRK.16.15	Ga maulo gare ro, “Mila na mirier napup ganam o kimanam ga miaramang bais ula muru mai mirier inamaniap ganam. 
MRK.16.16	Migana la naganong ga oala nuvietiap, Morowa leba ina alagiang. Pa migana la tale naganong eba karuk ba aime na ties. 
MRK.16.17	Eba makosarang Morowa pagap o turupnuabap na kilalap ma teip la naganmeng. Iro bonim tuo leba makalameng muranap mila kiram, ga eba maiaramam non ara non ara tiesiap mila neim. 
MRK.16.18	Eba maiaring kagok na kilalap ma. Ga leba tapmaio a paga la ume unamuam teip, iriro paga la tala kan makiraraong. Ga eba maiabum kilalap ma bo inamaniap mila tafameng ga eba ina murum ba.”
MRK.16.19	Urie, Ila Kakani Iesu la uaramor ties mai, ga alagiong Morowa me nakap na panbinim ga unama na kilan ila lamige a Morowa. 
MRK.16.20	Ga temeba lop am o usingnualap, ga maiaramo ties na mirie napup ganam. Ga ubiong Ila Kakani ga mirie, ga makosarmeng pagap o turupnuabap ga betmeng meba o ngangasmeng ties maiong.
LUK.1.1	Aun migan tuang Tiofilas,
LUK.1.1	Tinan, papaluaip ma teip la mavuomeng kilalap ma ga omirmeng gas ma mirier pagap la makosarong Morowa ga betmeng kabirana pa. 
LUK.1.2	Omirmeng ties ga mameuluan tiesiap maiam miriro garip ma inamaniap mirie mila maionama tinan lake ga Iesu ga magimameng mirio pagap ma irap ma. Mirio inamaniap o ubi la baismeng ga magimameng mirio pagap ma irap ma. Mirio inamaniap o ubi o bais ula mumuru la man ovaikmeng uro gas pai. 
LUK.1.3	Are ratmat ga man agatung ga tuga maset ureng na mirio tiesiap la betmeng kabirana pa. Are ratmat ga man ubirung a tara ila laklage, ga tuga maset maroping muap ma miriro tiesiap la uakap. Are titot, migana ila kani Tiofilas, man mamirtung it maset mirie tiesiap uakap minan la betmeng. 
LUK.1.4	Makosartung gare rie, memani narung la onera maset urio ties la nosingmaialar o. Uriet la migat kan o.
LUK.1.5	Tie, iro gas la teuara na tara orong Herot la uale bo mirier garip ma Iudaiap. Non miridai la unama bonim a Sekaraia. Irie la unama ana gar ang Abaisa. Kuala ang la urie ea ang Eron. Bonim o urie magabun la, Elisabet. 
LUK.1.6	Morowa la legimaong la aliuluan tavuk ila puvui ga maliuluan mirier maimaiap ganam, mirie la ualam Morowa aun Moses ga tale kan limaning kiribas. 
LUK.1.7	Ga lailiong ara pa tale kan limaning kulot. Memani, Elisabet la tale puoieng leba iaring gat kulot ba.
LUK.1.8	Urie, non tara miridaip a gar maiang Abaisa la okosarmeng ubi na luguan o lotu ga Sekaraia gat la ubiong. 
LUK.1.9	Miridaip la ameuluan tavuk maiang ga sagumeng o satu meba maiabung aga ba ma leba ala tapma na kabin ila puari ang Morowa ga okosarang ubi o bais urie nekurupniliap la ila ira Sekaraia. Are tapmat ga ula uobu meba okosarang ubi o miridai ga ualabio bonat ula kukufieng ga irilio bo luaga ang Morowa. 
LUK.1.10	Na irie tara papaluaip ma teip ga magaulap la nebolameng tapma lavie, ga man okosarmeng marik. 
LUK.1.11	Pa Sekaraia la man unama na kabin ga man okosarong ubi, pa talet kagat ga agimaong non angelo ang Ila Kani la man dusong bo kilan ila lamige a luaga la mime maiabu bonat ula kukufieng ana. 
LUK.1.12	Na tara Sekaraia la agimaong angelo, turupuaba ga mitara urau maset.
LUK.1.13	Pa aulo angelo gare ro, “Sekaraia, buat nurau. Morowa la upto ra marik nung. Gare rie ga magabun nung Elisabet leba avarangeieng kulot ila migana ga eba abopnala o bonim Ioanes. 
LUK.1.14	Tubiat dalap nuo leba maiot maset ga eba tenaba, ga papot ma teip ga magaulap leba temeba aime leba betang. 
LUK.1.15	Memani, eba aving bonim ula kakanu na irap a Ila Kakani Ga tala kan ume tapu o burunam a wain o non ba non burunam ula ngangasieng. Na tara la unama ga na karima o naga ang, Muranama Ila Babai leba dakang ana. 
LUK.1.16	Ga eba marigiang dalap ma papot ma teip ga magaulap onim Israel, ga eba ina ameuluan Morowa Ila Kani maiang. 
LUK.1.17	Ga are gat to, eba ake me Ila Kani a tavuk ga ngangas ang Elia. Ga eba marigiang dalap ma irap me maun lop maiam ga eba marigiang dalap ma inamaniap mila buat oguekmeg ties ga eba omela agat ula mumuru. Are ratmat ga eba marangaang teip ga magaulap ga eba urangameng me Ila Kani leba muong onang ga mirie.”
LUK.1.18	Urie, pareong Sekaraia ga amarikong angelo gare ro, “Are mani ga eba orera urogo ties leba migat ba o ga ameba mulinim? Memani, lairung ara ga kuala rung gat ga kualapikieng ara, tale gat puoieng leba avarangeieng kulot ba.” 
LUK.1.19	Pa irie angelo la upulo ties ga ugama, “Turuo Gabariel la tume dus na irap a Morowa. Morowa kan la tosagaong ga muruo meba noralava ga talang urogo ties ula mumuru noun. 
LUK.1.20	Tie, naptang! Tale kan nagannung iro ties tung, gare tie ga nanam nuo leba pamuieng ga eba tale puonang meba naramam tiesiap ba, puoieng ira irie tara leba ameba mulinim ira irie tatak kulot leba betang. Urogo ties tung leba ame ba mulinim na irie tara la avuoong ara Morowa.”
LUK.1.21	Na irie tara, teip ga magaulap la man uanmela lavie me Sekaraia, ga man agatmeng papot ga megama, “Man paga la betong ira a ga mitara laklage tara la man unama tapma na kabin ila puari?” 
LUK.1.22	Tubiat muo lavie ga tale gat puoong meba tiesang me maun. Are ratmat ga amira la agimaong non ara paga tapma na kabin ila babai. Man tiesong it ga mirie mat kilalap a, pa nanam a la pamuieng. 
LUK.1.23	Man unama ka Sekaraia na luguan o lotu puoieng ira irie tara la ituamu ubi ang. Tubiat ga ula bat lakuan ang. 
