GEN.1.1	Nemetva seilva owai, mani mani lohvnamoa, wo Sesoava sism vena ovm petham manam manam. 
MAT.8.21	Mongo hevna aonghal mahalnindrini omnana Yesusm, kava si yemba sewonam wohengvav, boasna ata kava gavav deuvram arana mindsowaram, prorava, henga yem wohengvra mendeklim. 
MAT.8.22	Yesus olhmona omnana hem, owai, singvilmba indhanamindmba yeoa wuleihinu indhanam, nom ten dalvm, katindiriniva owai. Yeoa kamangas wohenguvmona vevm.
MAT.8.23+MAT.8.24	Yesusva hevna aonghal mahalnindm botra wonsihanamba, os wongavna plombmonam, vuviva mendekli vevna plombsrava, wo plombva mera vethalm vevna botmba. Wo heva os Yesusva indwonam ninpol kovopena botmerava. 
MAT.8.25	Hevna aonghal mahalnind anganamba, dehpunduh vri, mendekli, kam kolvrowol veo, pimba ata nepola vilovav.
MAT.8.26	Yesus unna hem, mani yemba helvowol vev osva? Manapenam eva yimba Sesoamba wuleihiv? Yesus phonamba, no vuvikoklam olla, eva plombm os, wuleiho. Wo vuviva os wuleihanamba, plombva henga beswonam livna hevnavhora. 
MAT.8.27	Hevna aonghal mahalnindva tit viwul vevna, wo hevm ishuwul vevna, pai, hona indhanariniva, vuvina plombnamba eva hena vuehisingi.
MAT.8.28	Yesustatanamba ambanamba mongnahalm, plombpethalla peivoe pethara, no pethava Gatara indhanana. Hev peivnamba, mongo sambla indhana epra Yesusindam, doara heva doa tihsongova hena nihmerava saivunna. Noinda himba daimungil eprana, nomini hev ten ovavhoa lohmana evevnam pokamapethara. Indhanamba deuvnindva nomba pem vivna, atonglalmba no monamba. 
MAT.8.29	No indhanarinikokla sambla velaipho evemna Yesusm, yimba Sesoana ombol, manam yimba vinv kamba? Yimba memba homba proiva, yimba kamba kinsombwonda kethinvma? Owai, mendah lohv honamba.
MAT.8.30+MAT.8.31	Miemba mindnam ehalla deuvnindnamba inne hlalvohinvna, no tihsongova Yesusm velaipho vinivna, yimba kamba engalalm vevma, a? Wo manam yimba kamba nisva engalvav, kam wolasiha veo di meina nihmera.
MAT.8.32	Yesus unna tihsongom, yeoa meina nihmera sihangu vinu. Wo no tihsongova indhanarini samblamba wuleihawol vina, meina nihmera sihangu vinvna, wo nungi lelnam miemba dandwonam ona gapiana moainalla pora, os nokovhoawol vena, wohdalna.
MAT.8.33	Wo no deuvnindva nungeilnamba, temba daoh vrevnamba miemba, pipivehanga vena os deuvramba, nom moam ishunilm indkumbim, eva tihsongo mungilsamblana moam.
MAT.8.34	Indkumbiva prapiavna Yesusm nonglalm, wo nonamba himba Yesusmba nunglivnamba, himba os umnivna, kanaminioa wohgeinu.
MAT.9.1	Yesustatanamba henga no botra saivnamba, wonavhoa, os plombmonam wongana, Kapaniam kotaram henga angana. Temba nomba Kapaniam kotava Yesusna kembel.
MAT.9.2	Yesusva di ona vena, indhanam monglam nongalna, ten ambv, himba indhanarinim mongom uvavulmungil towara wulambvna, no indhanariniva eva ata es englamonglava shuawol vevta.
MAT.9.2	Yesusva doara lihawol vena, no indhanamba kamba indnahonam lovahmanav, wo Yesus omnana no indhanarinim, seh, men kava daipota yemba kilumbshuav pevna indkoklarava, yeoa daipotaoa indk vetho.
MAT.9.3	Di doara katekisva monglava lovahvna, hev hillinamba, hev ningvna, Yesusva Sesoamba opilpihav osva, Sesoangas indhanana sahoklalmba selvhinv, mongova snamba indhanariniva owai.
MAT.9.4	Wo Yesusva hev ambo lihawol vinna no katekisna nengavnangmba, wo hev unna, yena nengavnangva sahonam lovahinv, kava beswonam vev. Sesoa doara kamba pusvundthoana, moa mendekli vraohna, os kava selvhinvra indhanana sahoklalmba hona pethanindnamba. 
MAT.9.5+MAT.9.6	Ata henga kava hona indhanarinimba os omnavav, pholahangao, wo yimba ata liheivav, osva kava tanam ishoi, seh, men kava daipota yena indkoklamba selvlahav. Wo doa Yesus no indhanarinim omnana towatrinim, pho, pevna tikar lengvarava, pevna deuvram gao.
MAT.9.7+MAT.9.8	Wo nungi lelnam no indhanariniva pho, kinsombwonamba owai, himba undmosera gavna, wo indkumbiva mindnam evekingil vithivna. Himba os uvna, Sesoam okulu, himba tanam mongom indhanarinim snamba moamba doa vraohna, mendekliandramba velmba.
MAT.9.9	Yesusva nominiva venamba, gavna, wo nonglana, indhanariniva men kantorra andra vev, no indhanariniva indhanana taeks di dombluhunvna. Temba hena andra, hena nihilva Matiu. Wo doa Yesus omnana, yeoa katindim petheinu, wo doa himba phonamba, os Yesusm pethamnana.
MAT.9.10	Wo innemba hlavna Matiuna deuvrava, Matiu, Yesus hev, eva hevna aonghal mahalnind noi hlavna. Wo eva indkumbi taeksdombnind, eva no indhana ten sembayangm beswonam engvm owai vivnam, himba Yesustatanamongo di mongawulm hlavna. 
MAT.9.11	Varisinindva monglava nomba sembayangmba keknamba vivnamba, nunglivnamba, hev Yesusna aonghal mahalnindm unna, Yesusva osva sahonam vev, manara, himba innemba wonnev taeksdombnindmba, eva nom indhanam, ten sembayangm beswonam velm owai velvohvm.
MAT.9.12	Yesusva no moamba hellenamba, hev unna olhmona Varisinindm, indhanamba nomba besalva, himba angavmoa mantri indamba, wo heva os indhanamba uvavulmungilva angav mantri indam, hevm kolvrowolalm. 
MAT.9.13	Hillu honam mongom Sesoana moam, wo ningvm hona moana plalm. Sesoava os unna indhanamba,
MAT.9.13	Wevsava os lohv, owapevmba indhanamba yimba indvewol vivrava, kolvrowol vivrava, temba mendeklinonoa. Memba no wevsava, tatam yimba suwera wesang viv, kam nonam okolalm, temba mendekliva owai, no wevsava ambota kana novrava. 
MAT.9.13	Yesusva mendah ishunvna, kava hona petharamba osmba pronamoa, unvra besal indhanamangas, yeoa saivo Sesoatindi nemellam. Owai, kava indkumbim moakot velm prona, nom indhanakokla nindnahonam, ten sembayang beswonam engivmoa.
MAT.9.14	Henga mongla Yon Baptaisna aonghal mahalnind ambe Yesusindam. Hev umnina, ka eva Varisinind, kava innemba lovahalvohv, os kava sembayangna wevsam engiv. Wo heva os owai, yena aonghal mahalnindva himba innemba lovahalvohvmoa, himba hlangas velvohv elsusva, es hevpa osva?
MAT.9.15	Yesus unna, kavna aonghal mahalnindva lehra viv. Es hevpa indhanamba diva innerava duuswonam vivavma, innemba lovahavavma, nonamba innetihna araravalva diva ahavrava? Owai, wo heva os sismba ungund ambrava, no innena aralmba waianga, wo nonamba hetindiva si ku kusithapravav, wo innemba hlavavmoa.
MAT.9.16	Yesusva mendah ishunvna olhmona hemba, kana nemelmoa eva Varisinindna wevsa mongawulmba akiliha evevmoa. Es hevpa, yimba nemelva pevna bayuva kovovravavma, kuendowol velmba melmba pevna bayukololmba? Owai, henga osva bolavov.
MAT.9.17	Es hevpa wimbva pepavnamba mongawulmba sovhundthoavavma sumb ovshanovollava yimba? Owai, sumbva powallava, wo wimbva os noshara gapiavav. Wimbpapavna yeoa sumb nemella sovhundthoao.
MAT.9.18	Yesusva mendah moamba nomba ishunvna indhanamba, wo mongo sembayangnindna kuwul pronamba Yesusindam, ku kusithamnanamba, osahmana, kana momba doa wohdahai, yeoa prorava, pevna engla sena holothomno, osm himba henga ata beswonam phovav.
MAT.9.19+MAT.9.20+MAT.9.21	Wo doa Yesusva hellenamba, pho, wo hem pethamnavna, wo hevna aonghal mahalnindva hemba patvmonavna sisva. Monam mendah ona angana, mongova ungevliriniva di avna, himba tovoltowond vaomana vevna, 12pelara tahonmba lohmanavna. No ungevliriniva os nengna, ata ambo kava kayen mulm Yesusnam kevravav, wo ata kamba kanandhavav. Nonamba Yesusva hemba kuvhoana, sis himba pethamnanamba, Yesusna kayen mulm kevranga ve.
MAT.9.22	Wo Yesusva lohvhoanamba, os ona haravhoana, ungevlirinim nongle. Yesus omnana ungevlirinim, yimba kamba pevna indnahonam amnav, ata yemba henga kanandhavav, yeoa indk vetho daipotaoa. Wo doa no ungevlirinina tovol kik vevnamba, wo doa beswonamangas no ungevliriniva avna.
MAT.9.23+MAT.9.24	Yesusva ganamba, no sembayang kuwulna deuvra pho. Himba di ona nongalna, men osva viv, wohna vuvna ondahawolavnamba, wuovnamba, no mindm vinivna. Hev unna, yeoa phopiao deuvmerinioa amballam, di kuksa veo, hona mutundisriniva dahaimoa, himba ambo ninliv. No indhanamba losgoplala omnavna Yesusmba, uvna, dasalm ov, esalm osva ov.
MAT.9.25	Himba no indhanamba wolapho ovona amballam, wo hevpa dom osihav, di ungevlirinimindm vindilvnam, no ungevlirinimindna englam kevramna, wo no ungevliriniva henga beswonam pho. 
MAT.9.26	Indhanamba no moamba wulvahvna Kapaniam kota nosis, osva Yesusva doa os vei.
MAT.9.27	Yesusva nominiva venamba, monam ona gana, wo novtitmungil sambla epawohamnavna hemba, hev ihishonga evemnana, yimba Devit kuwultindirini lohv, Sesoa yemba pusvundthoana, yeoa kam und vewol verava, kolvrowolo.
MAT.9.28+MAT.9.29	Yesusva deuvra sihanamba, wo eva no novtitmungil sambla esihoho, wo hev unna hemba, yimba os enengvma, kava arana moana lohv, kava vevav? Hev ohona, e yimba keknamangas lohv, mendekli. Wo doa Yesus novm kekaiv ovinna hevna englana, unna, yimba kamba keknam pevna indnahonam elohmanavna, wo noinda ata kava yemba ovinvavmoa, kolvrowolalmba.
MAT.9.30+MAT.9.31	Wo doa henga beswonam nov evevna, upsilm enonglavna, Yesusva keknam ongawolna, manam yimba monglamba ihishunvav. Wo heva os ephonamba deuvmeriniva, himba no moamba wulephovna osva no kembella no kembella, ohona, Yesusva os kamba vini.
MAT.9.32	No novtitmungilva Yesusmba dasvholaha engavnamba, henga mongla indhana moahuim wulambvna, himba moamba ishovnamoa. Doara tihsongo nihmera sihamnanamba, wo noinda himba moamba ishovnamoa. 
MAT.9.33	Yesus wohengvapiangamnana tihsongomba hena nihmeriniva, wo henga no indhanariniva beswonam ishovna. Wo no indhanamba indkumbiva os evekingil vithivna, an osva vev honamba? Daipota eva nemet snamba indhanariniva owai, men Yesusangas lohv.
MAT.9.34	Wo heva os mongla Varisinind hev una, Setanmba hev anglavuhuvoho vrev Yesusmba, wo noinda Yesusva engilinv hena tihsongomba. Varisinindva dasalm uvna.
MAT.9.35	Yesusva mindnam lohmana vevna no kembella no kotara diva. Himba os vevna, no sembayangduvrava sihavnamba, indhanam numhowol vevna, yeoa pevmoa weihaloh avramana vevm, wo Sesoatindi nemelalm saivoe. Yesusva mindnam sishona vewol vevna indhanamba, eva snamba ovna, memba uvavulkokla venav, himba ambo nis sishona vewol vevna.
MAT.9.36	Yesusva nomba indhanamba indkumbimba nongalvnamba, hemba mindnam wavra vinvna, hona indhanamba indwonamba aevulvmoa, owai, himba snal aevulv, maim oi, sipsip aralhui, wongalmba vuhebesallamba, indwonamba lovahalmba. Hena nengavnangva mindnam luhungu vinv mana vemamba, wo himba noinda beswonamba aevulvmoa.
MAT.9.37+MAT.9.38	Doa Yesus unna hevtindim olhmona, osonnamba doa nihil lohv, wo esvema, wo yeoa Sesoam mendeklim osihminivm, osm himba homba mindnam andranindmba wolapra vevav, no osonnam kokolma velm, manara, himba osona aral lohv, noinda andranindva himba eskand ambo tuvulv.
MAT.10.1	Yesusva hevna aonghal mahalnindm mongawulm moakot venamba, unna, kava yemba awothowol vev, osm yimba si honanapopol indhanana tihsongomba wolapho vinvra nihmeriniva. Yimba indhanamba si sishona vewol vivra, eva sna uvavulkoklava indhanamba vinvra, yimba wohvengas vinvra hemba.
MAT.10.2	Men nihilva honi Yesusna moalamangnindnamba 12pelarava lovahinv, Simon mongova henamba nihilva Pita, boaslal Endru, Yems hev eva boaslal Yemsna Yon, himba Sepetina ombolsambla.
MAT.10.3	Pilip eva Bartolomiu, Tomas, Matiu, no Matiuva himba doarava taeks dombluhunvna. Yems Alviusna ombol, eva Tatius.
MAT.10.4	Simon, noi nemet ten Romduangm wolapho vesambaihanam, eva Yutas Iskariot, no si he sewonamba Yesusmba ungundna englisrava holvoholothunvav.
MAT.10.5+MAT.10.6	No 12pelarava Yesustindiva, Yesusva wolanga vungu vevna, unna hemba, yeoa ango, manam yimba monarava Yutanindna meisnindmba patvunvav, wo eva manam yimba angavav Samarianindramba. Yeoa ango pivna mongawatindiram Israelnindindam. Himba sahonam aevulv, os maim oi, sipsip aralhui kekalvholmba.
MAT.10.7+MAT.10.8	Yeoa angarava, os ishunvm hemoa, yeoa pevmoa weihaloh vewol viu, indkoklamoa wuleihivm, wo Sesoana nemeltindilm saivvm. Doa mumra vev. Uvavulmungilmoa sishona vewol vivm, eva wolapulvo vevm nomoa, temba doarava sihavnamba. Indhanamba ovra, memba tihsongomungil, wolapulvo vinvm hena nihmerinioa. Nomba ovra, memba kisna, hemoa sishona vewol vivm. Kava doa yemba mindnam awothowol ve, pevmba nonapopolmba. Wo kava osva yemba ninginvmoa, yeoa kamoa di deiswilvm, wo doa yeoa angarava, indhanam kolvrowol vilango, wo manam yimba osva unvav hemba, kam di deiswilu.
MAT.10.9+MAT.10.10	Nonamba yimba angavpa, ango posal, manam yimba diva nungivav sakrava, eva owaimomolmba olpeliva. Manam yimba pikianmba nungul vivav wondarava monaramba, mongova manam yimba moan pethavav. Manam mongova spatova yimba ianga vevra, manam yimba henga mongova kohopethavra alamba. Ambo posal os lelga vevm, wo indhana si yemba deiswilvra, nomba yimba ningvrava, yimba hem kolvrowol vivra, wo he si yemba kolvrowol vivra, nomba yimba ningvrava mana vemamba.
MAT.10.11	Yimba diva pulvovrava osva deuvkembellava kotarava, nom osihinvm, ora men hehoni besal indhanariniva lohv, kamba ata kolvrowol vevav, wo yeoa di wohaevulvm no deuvrangas. 
MAT.10.12+MAT.10.13	Yimba no deuvrava saivrava, os unvm nomoa, Sesoa yemba wonav. Wo himba yemba sehmoa owol vivrava, Sesoa hemba vinvra indwonam. Heva os himba yemba sehmoa owolmba owai vitava, yena moamba heindava sihangu vinvavmoa, henga si pepra vevra pevindam.
MAT.10.14	Yimba deuvramba angarava, wo indhanamba diva yemba sehmonamba holvorombol ovimba owai vitava, meis haravhueinvra yena moamba, wo yeoa os sandhalahapulvo, pevna somovtov monglarinioa os bumb vewol viu, osm vinvra, indkoklava mendah yenamba luhunv. 
MAT.10.15	Tanamolnam sewonamba Sesoava lesvhoawol vevrava indkumbimba, no indhanamba si esesm hemba sahokla vewol vevav. Sotomnind eva Gomoranind nemetva doarava himba indhanakoklanonoa avna. Wo heva os henamba esesmba eva mani si mendeklima, osma no indhanana, ten yem ovinvm.
MAT.10.16	Kava yemba wolanga vev, kavna andram velm, wo indhanakoklava si yemba helvowol vivav, os ten allambawonda sipsipm helvakomo vivm. Wo noinda osva yeoa novnovhora avm. Wo himba yemba indkokla vewol vivrava, yeoa nesmos vewol viu hemoa, manam yimba hengava hemba vinvav esesmba.
MAT.10.17+MAT.10.18	Yeoa novnovhora avm, indhanakoklava yemba si ningewol vivra, wetatmoram wonanga vevrava, di helvowol vivra sembayangduvmera. Wo kainda himba yemba di si wetat owol vivav duangmendekli inda. Wo yeoa ambo ishunvm kana nemelmom nom kuwul mendeklim, eva Yutanindna meisnindm ambalnindm.
MAT.10.19+MAT.10.20	Nonamba no indhanakoklava yemba kekaiv vivrava, yemba wetatmomba wonisholmba, manam yimba duus vivav, manamoa ata kava ishunvav no indhanamba? Owai, Sesoasongol yena nengavnangrava si ishunvra, os unvm hemoa. Yimba os ishuvra, mani pevna nengavnangnamangasma, si Sesoasongol ishunvra yena nengavnangrava.
MAT.10.21	Yemba kinmba si mendekli pelhola vinvra. Boaslalva si etelmba ungundna englara bumbrisvra, he helvakomo vivra hemba. Aralva hevna towandalva si ungundna englara bumbriswol vivra, wo otomotalva imharavhueinvra, arahumunilmba ungundna englara pelhola ve, wo ungund pulvovra, hemba helvakomo ve.
MAT.10.22	Indhanamba si osangas yemba vinvav kavnilm, wo heva os yimba nomba kinmba iangavrava, wo manam yimba wuleihivav, kalmba pevna undnahonamba almba, wo yemba si kava sandhavav vuhe besallava.
MAT.10.23	Indhanamba mongona kembelnindva kinmba yemba opluthuntava, sandhalaha ango nominioa, mongona kembellam ango, di numhowol vivm. Wo nonamba kava si provrava hona petharamba, si mani eva wenokombonamma owai, si yimba mendahva ora numhowol vira indhanamba deuvnindmba Israelnindna provinsrava.
MAT.10.24+MAT.10.25	Monglava indhanamba kamba os indkokla vrivna, wo eva yemba si os vinvrata, manara yimba katindi kavna aonghal mahalnind, eva kavna andranind. Aonghal mahalnindva himba iangavav kinmba, osta ten hevna guruna. Andranindva himba iangavav kinmba, osta ten hevna kuwulna. Wo doa indhanamba opipovvnata kuwulmba, osva yimba tanam Setannonoa, wo hetindimba si os moalusnamba woneivra yemba katindimba.
MAT.10.26	Manam yimba pemba vinvav no indhanakoklanapenamba. Nomba mana vemava, memba daipotava poaitava komandhalohvpa, Sesoava si henga ambara dembhapho vevav. Moamba nomba indhanamba temba poaitava owalmba moashavoshanamba ishunvpa, Sesoava si sism henga ambara henga dembhapho vevav no poaitamomba, osm indkumbiva helletithoavra.
MAT.10.27	Hona moamba kava yemba sinim ishunv, heva os yeoa okombanam moakus unvm musera indhanamoa. Hona moamba kava ambo eskand indhanam ishunv ambo oiwonam, heva os yeoa mindnam moakus unvm, di ten kusovm os maketra, tihra, eva di ten kembella kuksa vevm.
MAT.10.28	No indhanakoklava yemba helvakomo vivav, heva os owai, yena indva mueisowa vilunvavmoa. Wo noinda osva manam yimba henapenamba vinvav. Sesoamangas yeoa ningminivm beswonam hena popolmangas. Indhanamba yemba helvakomo vivra, heva os Sesoava yena ind eva nihil suwekembella losang vevav mongawulm, hukum vewolalm, wo noinda osva yeoa hemoa pepeh vrivm pevna undnahonam.
MAT.10.29+MAT.10.30+MAT.10.31	Eusiltuwava, an ninginv hemba, osva mendekli? Indhanamba owai, heva os Sesoava nonora av osva, os euvmona vev, wo mongova dahavpa, Sesoava nonora. Sesoava yena arapevpa yemba nonora luhunv, wo eva yena nihmba. Yimba mendekli, wohkuvhoawol viv tuawamba Sesoana novrava, wo noinda osva manam yimba pemba vivav indhananapenamba.
MAT.10.32+MAT.10.33	Indhanamba himba nomba muserava moakus uvrava osva, kava Yesustindim wohpatvunv, wo sism kava si wohindthoawol vevav hemba kavna arainda senamini inda, katindi. Wo heva os himba nomba owalmba nomba osva unvrava, kava tit venav Yesusmba, wo sismba kava aramba senaminimba si eva os omnavavta, kava eva tit venavta hemba.
MAT.10.34+MAT.10.35+MAT.10.36	Manam yimba kamba osva ningminivra, Yesusva petharam prov, osm indkumbim mongawundnam alm, owai. Kava prov, daosm velm indhanahovram. Kava ishunv kavna moamba hona pethanindm, osm si vivra, tendoriniva arali hevm ehelvowolvra, mutundisriniva avali hevm ehelvowolvra, wo eva kolva ongali hevm ehelvowol ahavra. Indhanariniva mongova himba nomba kamba engvrava, si hevtindimba nongalvrava, wo ovra, himba kamba musk viniv, himba ahnam lovahv Kristusna moarava.
MAT.10.37	Himba nomba mindnamba araravalmba indvewol verava, wo kamba ambo eskand indvevra, wo himba tanamba katindilmba lohvmoa. Wo himba nomba eva hevna ombolmka molmka mindnamba undnahonamba indvewol vevrava, wo kamba ambo eskand indvevra, wo himba osva tanamba katindilmba lohvmoa. Kava si owai, beswonamba hemba nonglavavmoa.
MAT.10.38+MAT.10.39	Himba nomba hevna kruseva pungavrava, wo kam wohengvrava, himba nomba tanam katindilnonoa wohlohvav. Wo himba nomba osva nengvrava, kava kavna nengavnangva wohvepiavra, heva os owai, hemba si indkokla vevav. Wo heva os himba hevna nengavnangva wuleihatava, wo kanamangas engvra, himba nomba si vuhe besalla avav.
MAT.10.40	Himba nomba yemba holvorombol ovotava, wo yena moamba hillivra, henomba kamba eva holvoreivta osva. Indhanamba kamba losnamonamba indwonamba holvoreitava, temba himba nom viniv, ten henoi kam hom wolaihapranam hona petharam.
MAT.10.41	Indhanamba nomba moashulnindmba losnamonamba indwonamba holvorombol vivrava, memba besal, yeoa ambvrava, kam ishumnivm, wo Sesoa si kolvrowol vevav no indhanamba, os men Sesoa hevna moashulnindm vinvm. Indhanamba nomba besal indhanamba losnamonamba indwonamba holvorombol vivrava, memba besal hevm, yeoa ambvrava, kam ishumnivra, wo hemba nomba Sesoava si hemba kolvrowol vevav, os men Sesoa hevna besal indhanam vinvm.
MAT.10.42	Himba nomba mongomba katindirinimba moknamba pomba vraohtava, yimba memba kana mongawa Yesustindirini, wo noinda osva Sesoava si hemba maivethavavmoa, eva snamba indhanariniva mani nihil mendeklinama, owai, himba katindirinita.
