MAT.1.1	Kristus Yesus, Zen teipsïn zini Daud Bak mo Auyan-tane.
MAT.26.36	Yesus kim asa Getsemanik golëyaïng gweka, zao zep asa gubiridaka, “An zao teinikin guk. Ëe Alapsa ë-ere nakon gu soneblaꞌan.” 
MAT.26.37	Hwëna Petrus hen Zebedeus mo walas darena, desa en zep gubiridaka– zen de ang gweblan hap. Hwëna zao zep enlalana dowebla hanaka, hëndep hlik gwebla hanan hap alp gwesïblïka. 
MAT.26.38	Dekam zep zëre hon de dan-ahare ang ta gwen wenya insa gubiridaka, “Ano enlalana sërkam tangan dowe hananda, hëndep tïn hïbë alp gwesïꞌïn. Em awe Asa ërgwëk, hen enlala naban esa loweher– Alapsa de abe ta tinen naban.”
MAT.26.39	Zëbon mae onakon kim engka en langa gwe halka, zao zep kamanak ïk gwe heka, dekon zep Alapsa gu soneblaka, “Bian, karek yawala ansa Ëe goltoweꞌan, diki Em Abon onakon langa gulsun. Hwëna ano dwam gwibin sin bap zen lwan. Diki ere mo dwam gwibin sin zen lwan.” 
MAT.26.40	Kim Alapsa de abe ta gwenna hya gwesïkï, dekam zep etan dan-ahare zini in osan dep lwahal zaka. Hwëna ni truwennak zep hlauludaꞌan zaka. Petrussu zep zë gublu zaka, “Em san bëjen-em engka en mae Asa zersalen! 
MAT.26.41	Enlalakam lowehek. Alapsa e-en e-enkam abe la tinek. Kareknak ema altïlïnk. Sap eno mae mo enho enna dawemsa de sap syal gwibin hip dwam gwe-gwenda, hwëna eno mae mo timni in tatete naka hom.”
MAT.26.42	Etan ki zep song gweka– dekon de etan Alapsa abe tan hap. Ki zep kon gu soneblaka, “Bian, Em san ha home ki dwam gweꞌara– karek yala ansa de Abon onakon langa gulsun hupye? Ki sap asa goltower. Hwëna diki ere mo dwam gwibin en san zen lwan.”
MAT.26.43	Kim hya gwesïkï, dekam etan ni truwennak zep hlauludaꞌan zaka. Sap zëno mae mo nwena man tangan nwe-alk hap ëdohon-hon gwek.
MAT.26.44	Dekam hen ki zep etan dan-ahan naka hli yuludaka. Etan ki zep kire enkam Alapsa gu soneblaka. 
MAT.26.45	Etan kim lwahal zaka, dekam zep gubirida zaka, “Em san namae ni truwen hap ëdwam gwe tineꞌan? Emki sap ëkara gwen. Ngatan zi mo lang nakore Zi Tanganna Asa angkam man karek-karek gol gwen zi mo tahanak dep tapbla dazimꞌin. 
MAT.26.46	Dekam luk tak. Nen sek gwen. Emki hla tan. Asa de zergun hup de zini angkam man hataꞌara.”
MAT.26.47	Yesus in kim nama tonꞌanka, dua-blaskam de zëre hon ang ta gwen wenya ano mae mo ahana Yudas Bak dekam zep zi beyam-bya naban golëyaïng gweꞌanka– nëbok te tek teiredan naban, mensa Alap mo golak de mam-mamna hen Yahudi mo nol-nola nenbiridakke, Yesussu de balk tan hap. 
MAT.26.48	Zen mes anakan ola ziaha-en gulku, “Ëe kirekam asa ebe mae hap zertreizim: Men desaë babang taꞌak, zen zen– zini inye. Zen dekam zë hëndep balk lak.” 
MAT.26.49	Yudas kim golëyaïng gweꞌan zaka, ki zep hëndep Yesussu babang tan naban gublu zaka, “Dawem, bian guru.”
MAT.26.50	Yesus ki zep ding gulbluka, “Wal bosyan, men kire hap hatanan zala, angkam dekam syal gwibir.” 
MAT.26.50	Zi beyam-byana in hëndep dekam zep balk dazak. 
MAT.26.51	Hwëna ano mae mo wal bosena, men zenë ang ë gweblak, dekam zep nëbokna mol ineka. Dekam zep Alap mo golak de teipsïn tangan zi nik de babu gwe-gwen zini sap zïp soka. Hwëna ing ala en naka zep blansïblï kïnïka.
MAT.26.52	Hwëna Yesus ki zep zëre hon de ang gwe-gwen zini insa jalse gweblaka, “Nëbokna insa em etan lïl sonen. Sap men nara nëboksa darak hap gwire danna, desa nëbokkam sa damera gwer. 
MAT.26.53	Emki ëenlala gwen: Ëe ëre mo Biansa abe taꞌanam, Zen maka zëre mo dam taha nakore jana zisi dua-blas batalyonkam lup gul soneꞌara. 
MAT.26.54	Hwëna kirekam de lwaꞌanam, ki hwëna mensa Alap mo olsa de ayang gul gwen zini abe hap dena ale nul gwek molya kirekam lwaꞌanam.”
MAT.26.55	Ki zep hwëna Yesus zi beyam-byana insa gubiridaka, “Em san Asa jal zisie hla lal?– zebe Asa de balk tan hap nëbok te tek teiredan naban yaïng gwenan zalye! Ëe men yakla jamkam Alap mo golak emsa tawa ta gwibik! Dekam ba habe zë Asa balk la srëm gwek? 
MAT.26.56	Hwëna an desae angkam syal eibiꞌin, zen men desa orep Alap mo ol ayang gul gwen zini abe hap dena ale nukke. Zao dikim zaun hube kirekam syal eibiꞌin. Ena hwëna home tame uꞌin.”
MAT.26.56	Ëe zëre hon de ang ta gwen wenya dekam zebë kïtak heya-hya gwenkam hli lak.
MAT.26.57	Yesussu in zen balk dak, ki zep nërhak– Alap mo golak de teipsïn tangan zini Kayafas Bak mo golak dep. Zëwe Musa mo olsa de tawa ta gwibin wenya hen Yahudi mo nol-nola mes tagal gwesïk gïk. 
MAT.26.58	Petrus zen lun sap-sap gwen dankam Yesussu ang gwebla song gweka, hëndep zen hen hata zaka– teipsïn tangan zini in mo gol tëmnak. Kol sonna iwe kim tïl zïka, zao zep teipsïn zini insa de kara ta gwen hap de jana nabare zini hlauludaꞌanka. Zao zep hen nikinꞌin zaka. Zen man anakan de tawa gweblan hap dwam gweꞌanka, “Banakan wëhë nëblaꞌak?”
MAT.26.59	Alap mo golak de mam-mam wenya hen tïngare teipsïn sinodenak de wenya zen orasa dëblaꞌak– dekam de Yesus hup boton ol blo-blosa mam gulblun hap, dekam de tan hap. 
MAT.26.60	Beya nik blo-blo tan ola ban sap nolluwe gweꞌak, hwëna zëno mae mo ola in hom mae apde nëk, zep bëjen dekon karek tan. Aumwa hap zep etan zi darena anakan olluweka, 
MAT.26.61	“Zini an man guku, ‘Ëe asa Alap mo gol yawala ansa dri yulsul, hwëna yaklana dan-ahan ki asa hwëna owas hap etan syal gwibinkim sul soner.’”
MAT.26.62	Alap mo golak de teipsïn tangan zini in ki zep luweka, ki zep Yesussu gubluka, “Em san ha molye mae ding gulzimki?– insa eno karekna kira nul gweꞌan zalye.” 
MAT.26.63	Yesus hwëna balk enkam salsïblïka. Ki zep etan gubluka, “Ngaya Zini Alap mo bose gubin niban emki asa gubiridan: Em san ha eiwa Zen tangan?– Alap mo Tanena, Israelsa de ngaya tabin hip de Zi niye.”
MAT.26.64	Yesus ki zep ding gulbluka, “In kirekame gunda, zen kirekamke. Hwëna Ëe hen ama emsa gubiridaꞌan: Em esa nabakam ngatan zi mo lang nakore Zi Tanganna Asa hla laser– Teipsïn Zini Alap mo dam taha nakon de nikirinnik. Hen dekon kimë etan lwa haꞌanzak butnak esa Asa hla laser.”
MAT.26.65	Alap mo golak de teipsïn tangan zini in, kirekam de gunnuk kim salblaka, dekam zep baju ala son zemka Yesus hup de u sïsngïn hïp kalk-kalk soka, deban zep guku, “Zen Alapsa lamang tanda. Nen ba hap de etan zëno kareksa de kira gulblun hap zini teibiridan hap? Nën mes em-am kïtak Alapsa de lamang tannak asalblanan! 
MAT.26.66	Zep angkam ebon mae onakon banakan?” 
MAT.26.66	Ki zep ding nulblik, “An tok hap de karek tan hap man sam gwesïꞌïra!”
MAT.26.67	Dekam zep oltepkam nwe-masenak hol-hol da gweꞌak, hen deban zep dangole gweꞌak. Ahakon taha dak-dakkam itranak lek dya gweꞌak, 
MAT.26.68	deban dakensïk gweblaꞌak, “Em wëhë tame tanda? Nara emsa lek tyanda? Eme eiwa Alap mo zer sonen zi gwëꞌanam– Israelsa de ngaya tabin hip, ki emaka asa gubirida gweꞌara, ‘Zi bosena zen asa lek tyanda.’”
MAT.26.69	In kim kirekam lwa seꞌak, Petrus dekam gol tëmnak nikinꞌinka. Zëwe de babu gwe-gwen wenya ki zep zë hataꞌanzak, zao zep Petrussu gubluzak, “Em an hen zenke– men zen Galilea walya Yesus mae han apdenak ëtë gwekye.”
MAT.26.70	Petrus hwëna man zabeka– in zen zë lowe heꞌak, zëno mae mo inik. Zep wenya insa anakan ding gulbirki, “Ëe homë tame guꞌun– insa em gundaye.”
MAT.26.71	Dekon hwëna kol son lïlïkïn alpnak zep zauꞌun naka. Zëwe zep etan ahanik zëwe de babu gwe-gwen wenya hla tazak. Dekam zep zëwe in zen lowe heꞌak desa gubiridak, “Zini an hen menkam Nazaret walya Yesus hun apdekam ë gweka.”
MAT.26.72	Petrus ki zep etan ding gulbirki, “Ëe eiwa hom tanganë zini insa tame taꞌan. Nglïnak de Zini, mese asa salblanda.”
MAT.26.73	Zëwe hom holo gweꞌak, dekam zep zini men zen zë ëzauꞌuk etan Petrussu nenblazak, “Em an hen zëno mae mo ahanakake, sap eno ola in Galilea wal mo ol hanu.”
MAT.26.74	Petrus dekam zep ol drakkam gu ane gweꞌanka, “Ëe hom tangan am zini insa tame tak. Nglïnak de Zini Alap, mese ki asa salblanda!”
MAT.26.74	Kirekam kim gu gweꞌanka, ayangna ahana hen dekam zep gu aneka. 
MAT.26.75	Hwëna Petrus dekam zep enlala gwibirki– Yesus mo ola mensa anakan gu-gublukaye, “Ayang de gun srëmnak, em dan-ahan sonkam esa Asa zabeblala.” Dekam zep hëndep wet soka. Gosa zep kon yusyustïn nïban gwë song gweka.
MAT.27.1	Kak tangannak zep tïngare Alap mo golak de syal tan zi mo mam-mamna hen Yahudi mo nol-nola ban etan tagal gwesïk, hen dekam zep ola Yesussu de tan hap dena zïm-zïm nïk. 
MAT.27.2	Dekam zep tahalen naka Roma mo bosekam de gubernor gwen zini Pilatus Bak osan dep nërhak.
MAT.27.3	Yudas in zen zerguku, kim anakan sane gweka, “Hare ano zergun nukon sa dal,” dekam zep tangan enlalana dowebla hanaka. Dekam zep 30kam de te-ala kasona men dekam zerguzimki, desa Alap mo golak de mam-mam wenya kip hen Yahudi mo nol-nola kip etan zerzim halka. 
MAT.27.4	Zao zep gubiridaka, “Ëe mesë karek gwek– karek gon srëm zini insa zergukye. Zep hëndep daꞌan.”
MAT.27.4	Hwëna zen man ding nulblik, “Asa ba habe desa etan gubiridala? Zen ere en mo syal sake.”
MAT.27.5	Yudas dekam zep te-alana insa Alap mo gol mwa san dep hiri ta inki. Zëna ki zep song gweka, dekam zep zënaka tenya kon holenak buk tusuk soneka.
MAT.27.6	Alap mo golak de syal tan zi mo mam-mamna in ki zep te-alana insa tagal dasïk, ki zep ëguk, “Te-alana an, zisi de tan hap zergun te-ala, zep bëjen Alap hap ing tablan. Sap Musa mo tïtï tabin olak man anakan lwak, ‘Kire te-alasa bëjen Alap hap zerblan.’” 
MAT.27.7	Zen kim te-alana in hap ola aha-en nuk, dekam zep te-alana inkam kama ngatdarak syal gwe-gwibin zi mo ngana nëk– aha lang nakon de yaïng gwe-gwezan zi tok-toksa de zë kang gulne gwen hap. 
MAT.27.8	In zep hëndep angkam kamana insa nen gwibirin, “Zi Kal Kama.” 
MAT.27.9	Zen dekam zep zauk– mensa orep Yermia Bak hamal hap Alap mo ola anakan ayang gulkuye,
MAT.27.9	“Zen sa 30kam de te-ala kasosa nulin– Israel zi zëre mae mo ol aha-en gun sun de zergun te-alana in saye. 
MAT.27.10	Dekam sa hwëna kama ngatdarak syal gwe-gwibin zi mo ngasa nër– men kirekam Alap hamal hap asa gublukake.”
MAT.27.11	Roma mo bosekam de gubernor gwen zini Pilatus Bak onak kim nërhatazak, zao zep takensïblïka, “Em an san ha eiwa zen– Yahudi mo teipsïn nïye?”
MAT.27.11	Ki zep ding gulbluka, “In kirekame gunda, zen kirekamke.”
MAT.27.12	Hwëna Alap mo golak de syal tan zi mo mam-mamna hen Yahudi mo nol-nola in dekam zep Yesus mo karekna Pilatus hup kira nul gweblaꞌak, hwëna Yesus hom mae ding gul gwizimꞌinka. 
MAT.27.13	Dekam zep Pilatus takensïblïka, “Em san ini hom?– zebe ding gul gwizim srëm gweꞌaraye. Zëno mae mo eno kareksa de kira gul gweblanna mes-am beya gwenan.” 
MAT.27.14	Hwëna Yesus man tangan ding gulzimdin hip baes gweka. Hëndep Pilatus man tangan tenggwanblaka.
MAT.27.15	Yakla yala Paska jamkam kim Israelk de zini ëtagal gwe-gwek, dekam man zëno mae mo gubernora bwinak de zini aha-en aha-enkam nëser sone gwizimk– tïngare zi tra mo anakan de gun sun, “Desa ap zeser sonezim.” 
MAT.27.16	Dekam zëwe bwinak zini ki, bose teipsïblïnna, Roma mo ïrïk gïn nïkon dikim wet so gwen hap de asas gwe-gwen zi, bosena Barabas Bak. Zëno aha bosena hen ki Yesus mo bose naban apdenak. 
MAT.27.17	Zep zi beyam-byana in kim Pilatus mo gol homannak tagal gwesïzïk, dekam zep Pilatus takensibiridaka, “Em narasae namen dwam ëblaꞌan?– desa de ëe ebe mae hap tapbla tazimdin hipye. San ha Barabas Baksa? San ha Yesussu?– mensa hen nen gweblananke, Israelsa de ngaya tabin hip de Zini.” 
MAT.27.18	Zen mae hap ki kirekam takensibiridaka: Sap zen mes anakan tame gulku, “Zi beyam-byana man Yesussu menkam ang në gweblak, zep Yahudi mo mam-mamna husus në gweblak, hëndep zep angkam tan hap asas nëblaꞌan.”
MAT.27.19	Pilatus dekam teipsïn zi hip de komal tum yalak nikinꞌinka– zisi dekon klis gul gwen hap de komal tumnak. Zi beyana insa kim kirekam takensibiridaka, hwëna dekam zep we zik mo ola nolhatablazak. We zem man anakan gu soneblak, “Em bahem mas gwen– karek gon srëm zini insa de karek tannakye, sap ëe eisiri namen husus gwibin tangan nakaë tal– zëbe hap denaye.”
MAT.27.20	Hwëna Pilatus kim we zik mo ola insa sane gweꞌanka, hwëna dekam Alap mo golak de mam-mam wenya hen Yahudi mo nol-nola in zi beyam-byana insa nolëton gweꞌak– zen de anakan abe ta gwen hap, “Barabassa ap hïl tï sonezim. Yesussu lak.”
MAT.27.21	Zep kim Pilatus etan takensibiridaka, “Zi darena an kon, em narasae dwam ëblaꞌan?– desa de ebe mae hap zeser sonezimdin hipye.”
MAT.27.21	Dekam zep ding nulblik, “Barabassa.”
MAT.27.22	Hwëna dekam zep etan takensibiridaka, “Ki hwëna ëe banakan asa Yesussu gwëblal?– insa ahakon ena en gweblananye, ‘Israelsa de ngaya tabin hip de Zi’kim.”
MAT.27.22	Ki zep ding nulblik, “Desa te-lidak sonnak makan laink.”
MAT.27.23	Dekam zep hwëna takensibiridaka, “Hwëna zen banakan karek gweka?”
MAT.27.23	Hwëna dekam tangan zep mam en tangankam ëgu ane gweꞌak, “Desa te-lidak sonnak makan laink!”
MAT.27.24	Pilatus dekam zep enlalana anakan topse gwibiridaꞌanka, “Ëe an etan banakan asa zi trana ansa gweibiridal?” Hen anakan tame tabirki, “Zen ëïlman gwen hap ëalp gwesïꞌïn.” Dekam zep zëre hon de ëbabu gwe-gwen zisi gubiridaka– hosa de golbla halzan hap. Zao zep zi beyam-byana in mo nwenak tahana ngan sosuꞌunka. Dekon zep gubiridaka, “Ëe homë zini ansa de tan hap de ola mas guꞌun. Alap molya zëno kala abe hap ngëro gulbluka. Sap an e-ene laꞌan.”
MAT.27.25	Dekam zep tïngare zi beyam-byana in ding nulblik, “Zëno kala zen sap sa abon mae onak ngëro gwer– hen ano mae mo auyan-aza onakye.”
MAT.27.26	Dekam zep Pilatus Barabassa zeser sonezimki. Hwëna Yesussu zep jana nabare zi hip tapbla tazimki– zen de hwëna tangolen naka te-lidak sonnak makan ta irin hip.
MAT.27.27	Dekam zep Pilatus mo jana nabare zini Yesussu nërtïlzïk– zëre mae mo batalyonnak de gol yalak. Zen zëre mae mo ahakorena kïtak de tagal gulsun hup nenbiridak, hëndep Yesussu man dot dasïzïk. 
MAT.27.28	Ki zep hëndep irkare dak, hwëna teipsïn zi hip de baju kwang kal-kalsa zep ala nosoblak– teipsïn zi makan zau de swrë tan hap. 
MAT.27.29	Hen nolak de ala gulblun hap, dokot të ngï-ngïsa mlin-mlin nuk– teipsïn zi hip de emaskam weir gulsublun makan. Ki zep hen dutena dam tahanak nolblak. 
MAT.27.30	Zao zep oltepkam hol-hol da gweꞌak, hen dutena insa zëno tahanak etan nulink, dekam zep nolak lek dya gweꞌak. 
MAT.27.31	Lamang tanna kim hya neisïblïk, dekam zep etan baju kal-kala insa nalsïblïk, dekam zep etan zëre mo bajuna ala nosoblak. Ki zep hwëna nërwet sok– dekam de te-lidak sonnak makan ta irin hip.
MAT.27.32	In kim Yesussu te-lidak sonnak de makan ta irin hip nërsong gweꞌak, oranak Kirene walya Simonsa zep nërtoweꞌak. Zao zep Yesus hup de te-lidak soblanna insa de wë soblahan hap tik-tik dak. 
MAT.27.33	Ki zep hëndep kwatap tek bosena Golgotak yaïng gwesek. Bosena in mo enlalana, “zi nol swra.” 
MAT.27.34	Zëwe zep Yesus hup anggur ho enenna nolblak– desa de otden hap. Hwëna kim sap akasibirki, dekam zep baes gwibirki.
MAT.27.35	Te-lidak sonnak kim makan daink, dekam zep zëno pakeanna zëre mae hap dobe abu mo kim de zënaka dam tasïk gwibinkim kae nëblandak.
MAT.27.36	Zëna zao zep teinikinꞌik– dekon de kara tan hap. 
MAT.27.37	Nol bol tahan nakon ol alesa zë makan nulink– dekam de tïngare zi anakan tame gun hup, “Zen kire jal hap daꞌan.” Zep anakan ale nuk, “An Yesus– Yahudi mo teipsïnnï.”
MAT.27.38	Zen sowë zi dare naban Yesus mae han apdekam te-lidak sonnak makan dabirink– ahana Yesus mo dam taha san dekam, ahana irgwa taha san dekam. 
MAT.27.39	Zini men zen desan taman gwe-gweꞌanzak, zen nol ëwak gun nuban ol mamkam anakan lamang da kïnï nasen gweꞌak,
MAT.27.40	“Em an zen eme guku, ‘Alap mo gola asa dri yulsul, hwëna dan-ahare yaklakam asa etan syal gwibin kim sul soner.’ Ki em san Alap mo Tanesa hom?! Te-lidak sonna in kon em enaka de ngaya tan hap ati gwezan.”
MAT.27.41	Hen Alap mo golak de syal ta gwen zi mo mam-mam wenya hen Musa mo olsa de tawa ta gwibin hip de wenya hen Yahudi mo nol-nolkam de wenya, zen hen man Yesussu anakan lamang da gweꞌak, 
MAT.27.42	“Zen aha zi ensa man ngaya ta gwibirki, hwëna zënaka hom tol ngaya taꞌara! Zen de eiwa Israel mo teipsïnkïm gwëꞌanam, dikire te-lidak sonna in kon ati gwezak. Ki amaka laïblïblaꞌan. 
MAT.27.43	Zen Alapsa taïblïblaka hen man zënaka gu gweblaka, ‘Ëe an Alap mo Tane.’ Ki Alap de eiwa dwam gweblankam, dikire ngaya tak.”
MAT.27.44	Sowë zi darena insa Yesus mae han makan dabirink, zen hen kirekam lamang laka.
MAT.27.45	Yaklana kim bolak zauku, dekam zep tïngare langna owas hap kawesïk. Hëndep yakla nwena kim dan-ahannak zauku, dekam zep etan hleng gwek. 
MAT.27.46	Yesus dekam zep Ibrani olkam ol mamkam hërheka, “Eli, Eli, lama sabakhtani?” Nëre mae mo olkam Zen anakan hërheka, “Are ano Alap, ano Alap, Em ba habe Asa da tasïꞌïra?”
MAT.27.47	Hwëna in zen zë kara daꞌak, ahakon hom dawemkam nasalblak, zep zënaka nenbiridak, “In Elia Baksa hërheblanda.” 
MAT.27.48	Dekam zep ahanik nabalba enkam hluweka, yera jaubum makare naka zep gol hanaka, desa zep anggur ho enennak os gul ineka. Desa zep te tek gwënnak de kyaon sonen naka mipnak goltrë seblaka– desa de kwlem gun hup.
MAT.27.49	Hwëna ahakon man nenblak, “Dikire gwëk. Elia Bak wëhë yap ngaya taꞌan zaka?”
MAT.27.50	Yesus ki zep etan ol mamkam hërhe hanaka. Dekam zep hëndep tïlsïkï. 
MAT.27.51	Alap mo gol mwanak de kaen lïlïkïn glaïng-glïng yawala dekam zep owas hap kalk neisïk sonek. Jïngïl yawala hen dekam zep gwëka. Hen zëwe de kaso nabare kwatap-tek kwatap-tekna ahakon hëndep man ëhlang-hlang gwek. 
MAT.27.52	Zi tok-tok kang gulne gwen kaso lïlïkïnnï man ëtalusundak, hen Alap mo hlïl irin wenya men zen orep juwe gwek man beyakam ëngaya gwendak. 
MAT.27.53	Yesus kim tïn nïkon ngaya gweka, dekam zep zen hen zi lo tasibin kamana in kon sek gwek, hëndep dekam zep Yerusalemk bïtï gwezak. Zëwe zini beya nik nolëtowe gweꞌak.
MAT.27.54	Jana nabare zi mo mamna in zen apdenak zëre mo ahakore naban zikara taꞌanka, dekam tangan zep sërkam golëaïrïꞌanka– jïngïl yala in kim gwëka, hen tïngare owas-owasna insa kim hla nukke. Dekam zep ëguk, “Zini an eiwa Alap mo Tane!”
MAT.27.55	We walya hen beya nik langa nakon kara daꞌak. Zen men zen hëndep Galilea kon mas gwe-gweblan hap ang nëbla song gwe zakke. 
MAT.27.56	Ahana Yakobus ne Yusup nik mo anena Maria– men zen hen zëno nik mo ayana Yesussu wë takke, ahana bose apde zem Magdala kore wenya Maria, hen ahana Zebedeus Bak mo we.
MAT.27.57	Kim kam-en gweꞌak, dekam zep te-ala beya zini Arimatea walya Yusup hata zaka. Zen hen Yesussu de ang gwe-gweblanna. 
MAT.27.58	Zen dekam zep Pilatus Bak osan dep song gweka– Yesus mo tok naka dikim lo tasïn hïp de abe tan hap. Pilatus dekam zep jana nabare zisi gubiridaka– Yesus mo tok naka de Yusup hup zergublun hap.
MAT.27.59	Yusup dekam zep hëndep Yesus mo tokna insa zizeryahe halka. Kaen ëse ngap-ngapkam zep zitahaleka. 
MAT.27.60	Dekam zep Yusup zëre hap de hamal gulblun kaso hulak Yesus mo tokna insa zidrë neka. Lïlïkïnnï kaso yawalkam zep nulhlusukink. Zëna ki zep sek gwek. 
MAT.27.61	In kim Yusup golësyal taꞌanka, Magdala kore wenya Maria apde bose zem Maria han dekam zao hen inikinꞌik. Dangna kim kaso hula in san ëk.
MAT.27.62	Zao de yaklana dekam Hari Sabat yawal– Paska hap de yakla tangannak. Dekam zep Alap mo golak de syal ta gwen zi mo mam-mamna hen Farisikam de zi niban apdekam Pilatus osan dep sek gwek. 
MAT.27.63	Zao zep nenblak, “Bian, ëe ama ëenlala gwer, zisi de yasik ta gwibin zini Yesus in kim nama gwëꞌanka, zen man anakan gu gweka, ‘Yaklana kim de dan-ahannak zauꞌuk, dekam asa etan tïn nïkon ngaya gwer.’ 
MAT.27.64	Zen in zebë emsa abe laꞌan: Emki ere mo jana nabare zisi gubiridan– zen deka dawem enkam kara nuk, in zao ir lo dasïkke. Zëre hon de ang ta gwen wenyik mana zëno tok naka sowëkam nër halank. Hwëna zen dekam sa zisi ahap da gwibir, ‘Zen mes etan ngaya gweka.’ Hwëna kirekam de ëboton gwenkam, zen dekam tangan sa botonna mam nulsuk song gwer.”
