MAT.1.1	O lil cai sicavel catar țîrdel‐pe o Iisus Hristos, o ciao le Davidosco, o ciao le Avraamosco. 
MAT.27.32	Hai cana încliste, arachle eche manușes anda‐i Cirena, cai buciolas Simono, hai silosarde‐Les te înghiarel Lesco trușul. 
MAT.27.33	Aresle c‐o than cai buciol Golgota, cai p‐aver cib hachiardol: o Than le Șăresco, 
MAT.27.34	Dine‐Les te pel mol hamime fiareasa; cana ciutea and‐o mui ni camnea te pel. 
MAT.27.35	Hai pala so umblade‐Les, hulade Lesche țoale mașcar peste, ta țîrde c‐o sorțo le zarosa, caște maladiol so sas phendo catar o prooroco: «Hulade Mîră țoale mașcar peste, hai anda Muro gad țîrde c‐o sorțo.» 
MAT.27.36	Ăl ostașea beșănas othe, hai păzinas‐Les. 
MAT.27.37	Opral pă Lesco șăro sas hramome Leschi doș: Cadaua si o Iisus, o thagar le jîdaiengo. 
MAT.27.38	And‐ăc than Lesa mai sas umblade i dui tîlharea, ech că Leschi ceaci, hai ech că Leschi bangi. 
MAT.27.39	Ăl manuș cai nachenas hulinas‐Les, hai denas anda o șăro, 
MAT.27.40	Hai phenenas: Tu, sao peravea o templo hai andă trin ghes vazdes‐les c‐o than, mîntuisao Tu Tut! Cana san Tu o Ciao le Devlesco, de Tu tele pa o trușul! 
MAT.27.41	Sa cadea ăl rașaia, prasanas‐Les, hai ăl sicadine hai le phurența, phenenas: 
MAT.27.42	Avren mîntuisardea, hai Pes ni daștil te mîntuil‐Pe! Cana si o thagar le Israelosco, te del‐Pe tele pa o trușul, atuncea pacheasa andă Leste. 
MAT.27.43	Pachiailo and‐o Del: Te hastral‐Les acana cana Ou camnea‐Les! Că Ou phendea: Sem o Ciao de Devlesco. 
MAT.27.44	Sa cadea prasanas‐Les ăl tîlharea cola cai sas umblade Lesa. 
MAT.27.45	Hai catar ăl șou ceaso, cherdili reat cali pă sauără phuî, ci c‐ăl înia ceaso. 
MAT.27.46	Hai c‐ăl înia ceaso o Iisus dinea mui zurales, hai phendea: Eli, Eli, lama sabahtani? p‐amari cib avel: Muro Del, Muro Del, sostar muchlean‐Ma corcoro? 
MAT.27.47	Ta manuș cai beșănas othe cana așunde, phende: Cadaua del mui le Ilias. 
MAT.27.48	Ech anda lende nașlo hai lilea ăc bureto, ta pherdea‐le șutesa, ciutea‐les and‐ăc trestia hai vazdea‐les opre te pel. 
MAT.27.49	Ta col‐aver phenenas: Muchen, te diches avel o Ilia te mîntuil‐Les? 
MAT.27.50	Hai o Iisus pale dinea mui zurales, hai dinea Pio duho. 
MAT.27.51	Hai eta că e perdeaua anda o templo cindili andă donde, d‐opral gi tele, e phuî izdraia, hai ăl bar parîle; 
MAT.27.52	Ăl mormîntea descheaile, hai but corpuri sfințenghe mule uștile. 
MAT.27.53	Hai pala o giuvindimos Lesco, on încliste anda‐l mormînturi, întrisaile and‐o foro hai sicadile butenghe. 
MAT.27.54	O sutașo colența cai păzinas le Iisusos and‐ăc than, cana dichle o izdramos hai sea so cherdilo, daraile nasul, hai phende: Ceaces, Cadaua sas o Ciao le Devlesco! 
MAT.27.55	Othe sas i but giuvlea, cai dichenas dural, hai avilenas anda‐i Galilea pala o Iisus, slujindo‐Les. 
MAT.27.56	Mașcar lende sas e Maria Magdalena, hai e Maria, e dei le Iacoboschi hai le Iosaschi, hai e dei le ciavenghi le Zevedeosche. 
MAT.27.57	Cana cherdili e reat, avilo ăc manuș barvalo anda‐i Arimatea, le anavesa dă Iosifo, cai i ou sas ăc ucenico le Iisusosco. 
MAT.27.58	Cadaua ghelo c‐o Pilat, ta manglea o corpo le Iisososco. Atuncea o Pilat poruncisardea te del‐les lesche. 
MAT.27.59	O Iosifo, cana lilea o corpo le Iisusosco, hureadea‐Les and‐ăc pohtan ujo inosco. 
MAT.27.60	Hai ciutea‐Les and‐ăc mormînto piro neo, cai cherdea‐les and‐o bar, hai pala so ciute ăc bar baro c‐o udar le mormîntosco, ou teleardea. 
MAT.27.61	Hai othe sas e Maria Magdalena hai coi‐aver Maria, beșănas angla o mormînto. 
MAT.27.62	Pala cadaua ghes, o ghes le dongo, chidineaile ăl rașaia hai ăl fariseia c‐o Pilat, 
MAT.27.63	Hai phende: Raiana, andeam amenghe goghi că o cior hai o taritori Codoua phendea, cana trăilas: Pa trin ghesa si te ușteau. 
MAT.27.64	Poruncisar acana, că o mormînto te avel păzime gi c‐ăl trin ghesa, te na aven pala cadaia Lesche ucenicea te cioren‐Les, hai te phenen sauărănghe: Uștilo and‐ăl mule. Cadaua tharimos avela mai nasul dă sar o angluno le manușănghe. 
MAT.27.65	O Pilat phendea: Si tumen straja; gian hai zurearen‐la sar gianen. 
MAT.27.66	Hai on ghele, zurearde e straja c‐o mormînto, hai ciute sigilio p‐o bar cai sas angla o mormînto.
MAT.28.1	Pala so nachlo o savato, cana avelas o ghes o angluno le curchesco, avile e Maria Magdalena hai coi‐aver Maria, caște dichen o mormînto. 
MAT.28.2	Hai eta că cherdilo ăc izdraimos baro, hai ăc îngero le Devlesco hulisto and‐o cero ta dinea o bar rigate hai beșălas opral pă leste. 
MAT.28.3	Ou sicadilo sar ăc strafiamos hai lesco hureaimos sas parno sar o iu. 
MAT.28.4	Lesche daratar ăl ostașea cai păzinas‐les izdraie daratar hai pele tele sar mule. 
MAT.28.5	Hai o îngero phendea le giuvleanghe: Na daran, că gianau că roden le Iisusos cai sas umblado. 
MAT.28.6	Nai cathe; că uștilo pala sar phendea; aven ta dichen o than cai pașlilo. 
MAT.28.7	Hai gian sigo ta phenen Lesche ucenicenghe că uștilo and‐ăl mule hai si te gial angla tumende and‐e Galilea; othe si te dichen‐Les. Eta că phendem tumenghe. 
MAT.28.8	On telearde sigo catar o mormînto, darasa hai bucuriasa bari nașîles te phenen Lesche ucenicenghe. 
MAT.28.9	Ta sar gianas on te phenen Lesche ucenicenghe, eta o Iisus înclisto angla lende hai phendea: Bucurin tumen! Hai on pașîle astarde and‐e angali Lesche pîrne, hai dine‐Lesche cocea. 
MAT.28.10	Atuncea o Iisus phendea‐lenghe: Na daran. Gian ta phenen Mîră phralenghe te gian and‐e Galilea, hai othe si te dichen‐Ma. 
MAT.28.11	Cana on telearde, i ăl străjerea ghele and‐o foro hai phende le rașanghe sea so dichle. 
MAT.28.12	Chidineaile and‐ăc than le phurența, dine‐pe duma hai dine love le ostașăn, 
MAT.28.13	Hai phende: Phenen că Lesche ucenicea avile e reat, hai sar ame suteamas, on ciorde‐Les. 
MAT.28.14	Hai te așundeola cadaia gi c‐o dregătoro, ame si te lacearas lesa, te tume aven bi‐daraco. 
MAT.28.15	On lile ăl argințea hai cherde sar sicade‐le. Hai gheli cadai duma mașcar ăl jîdaia, gi p‐o ghes dă ghes. 
MAT.28.16	Hai ăl deșuech ucenicea ghele and‐e Galilea, c‐o plai cai poruncisardea o Iisus. 
MAT.28.17	Cana dichle‐Les, dine‐Lesche cocea, ta aver ni avelas lenghe te pachian. 
MAT.28.18	Hai pașîndos lendar, o Iisus dinea duma lența, hai phendea: Dinea‐pe Manghe sauără zuralimos, and‐o cero hai pe phuî. 
MAT.28.19	Codolasche gian ta sicaven sauără neamurea p‐i phuî, bolindos-le and‐o anau le Dadesco hai le Ciavesco hai le Duhosco Ujo, 
MAT.28.20	Sicavindos‐le te păzin sea so Me sicadem‐tumen, hai eta că Me sem tumența andă sauără ghesa, gi cana termina‐pe ăl manuș. Amin.
