MAT.1.1	Abraham po aso, Dabhit po agijing, anang so Jisu Khristo asar-lar alekha alo bangpo lo.
MRK.7.20	Aro anang pulo, “Arleng apok arlo para potsi ole, labang posi arlengyok pasuwaman. 
MRK.7.21	Piyok pu tene arlo para apot, lake arleng angthin arlo para, kangho kachiron, kidoner, kachunghu, arleng kamari, 
MRK.7.22	kachopak, alop, kasotonga, kachobel, mek-er, kapatharak, kaborai, kamango, lamehel olesi wang man. 
MRK.7.23	Labang ahuwit kangho hel angthin arlo para olesi wangman, aro lamehel si ihut arleng ayok pasuwaman.
MRK.7.24	Lalong para Jisu thursi, Tayar aro Sidon aholyok damo. La-amun anang idon ahem lutno, aro kaita kachithan un-eh badisi kidoyok anengdo lo, manta chibutike do un-eh yongo, 
MRK.7.25	manta ihut arloso aso peyok si-ik kihap, labang arlosope, jongsi Jisu alamthe arjulo, aro adungyok wango aro anang keng-ri long chirdomo. 
MRK.7.26	Labang arlosope Bang-ajat kido, lake Seropheniya ajat kido. Anang asope para si-ik ka-ujhar aphan anang keng chingdukngo. 
MRK.7.27	Jisu yok pulo, “Angoke oso helyok pachotang sonang, piyok pu tene osohel kicho ahim ensi aro hik ayok kipidun akime kalek.” 
MRK.7.28	Manta arlosope anangyok pulo, “Oik Hemphu, hong arlo kido hik helta osohel para kicho kachidat ahim hel chodun hlong do.” 
MRK.7.29	Laparake Jisu pulo, “Labadi alam kithan anat, nang damot— nang sope para si-ik tikangsi damo.” 
MRK.7.30	Lasi anang ahem damsi, asope hong along isi kido thekngo, aro si-ik katno.
MRK.7.31	Laparake anang Tayar ahol asitem para chirulo, Sidon akengthun damsi Galili langpe aga damsi, Dekapolis ahol yok damo. 
MRK.7.32	La-amun anali ihut nothong pen ade alamthe kangwe kalar arleng ihutyok anang dungyok wano; aro anali anang thak ari pa-ot tol yok chingduk ngo. 
MRK.7.33	Lalong anang amokha arleng asitem para, anangyok ahudet prek athem ayok pono, aro anang ari munso pen lili ano otno, aro anang ingthi ingthokngo aro kalar arleng ade ot no. 
MRK.7.34	Laparake ethakpe yok langsi, asithe ensi, arlengpo yok pulo, “Eph pha-tha,” lake “chingpunot.” 
MRK.7.35	Aro lajongsi ano hel chingpu pen pano, aro anangdeso chiphlok ngo, aro anang lamthe wangdak si thano. 
MRK.7.36	La-aphel arleng ihut yokta pathanmo ayok thano, manta nengrong ongsi labang alam pahar pono. 
MRK.7.37	Aro arleng hel asombhik hlongsi, pulo, “Anang ahuwit yokta sal pamesi tikilo; anangsi ano nothong yokta karjuyok aro debal ta lam pathan pilo.”
MRK.8.1	Labang arni ako-ong arleng chingrumsi, anali kicho apot kangwesi, Jisu anang adun hel yok anang dung taramsi analiyok pulo, 
MRK.8.2	“Ne labang arleng helyok kachineng-ot wangdo, piyok pu tene anali ne pensi mini ni-thom arniyok do, aro anali kichoyok jatsi ingjong. 
MRK.8.3	Ne analiyok abithang ahem ayok pangchirne tol, tene duwar ibengsi an alek hlonge, piyok pu tene angkhan ke kaholo para wangdo.” 
MRK.8.4	Lasi anang adun hel anangyok angpu phak ngo, “Labang nisotjot athem long inghote mehel arelngyok him pacho une?” 
MRK.8.5	Jisu analiyok arjulo, “Nalipen plangkan him do?” Lahel thano, “Plang thorok-isi do.” 
MRK.8.6	Laparake anang ratyok lungle long kangning ayok thano; aro anang plang thorok-isi him eno, aro Arnam yok kardom pajir tangsi, anang mehel ingbengo, aro anang adun helyok kapathak yok pilo; aro anali arleng helyok thak pono. 
MRK.8.7	Anali bekso aso ok ta kido; aro mehel yok bor-eh batsi, anang mehelyok ta pathak yok thano. 
MRK.8.8	Arleng hel chosi neng ingsamo aro ingkrango; aro kicho kiri abeng anohel humsi, pachik thorok-isi paplengo. 
MRK.8.9	Minon ke lalong hajar phili arleng kido. Aro anang analiyok tol phlungo. 
MRK.8.10	Aro jongsi anang adun helpen tilong arlulo, aro Dalmunatha alongri yok damo.
MRK.8.11	La-amun Pharisi hel wangsi, Jisu yok honjat langsi, suneng para penebak isi asin anang para chohangsi, anang pen lam chingjelo. 
MRK.8.12	La-amun anang ajiuli long asithe pading hrimsi pulo, “Labang owe arleng hel piyokte asin hangdo? Khanangsi ne nali thando, labang owepo arlengyok jatsi asin paklangkle ye.” 
MRK.8.13	Aro anang analiyok tikango, aro tilong arlu dam phaksi, ha aga aparyok damo.
MRK.8.14	Minon ke adun hel jatsi him kachiwan tenge jango; aro tilong along analiphan iplang detsi him kido. 
MRK.8.15	Aro amunsi anang lahelyok arsaksi kipu alam thano, “Pharisi hel athengkur aro Herod po athengkur para chilang wen.” 
MRK.8.16	Labang apor lahel ihut para ihutyok chithan prupsi chirwalsi thano, “Oh ili long him ingjong apotsi thano.” 
MRK.8.17	Aro bang alamthe chithan uno apot, Jisu analiyok pulo, “Nalipen him ingjong pusi piyokte chithan dolang? Nali minon hokta abhu hlonghle lang ma? Nali ingthin chiparthat kulsi dolang ma? 
MRK.8.18	Nali amekdo yong ta, nali thekthe ma? Nali ano doyong ta, arjuje ma? Aro nali neng chiri-re ma? 
MRK.8.19	Konam ne hajar phongo arleng asitem plang phongo him ingbengsi kipi, la-amun nali abeng ano hel pachik-kan nali kapapleng?” Anali pulo, “Kere hini.” 
MRK.8.20	“Aro konam hajar phili arleng asitem plang thorok-isi him ingbengsi kipi, la-amun abeng ano pachik kante kapangrum?” Aro lahel anangyok pulo, “Thorok isi.” 
MRK.8.21	Laparake anang analiyok pulo, “Nali minon hokta abhu hlonghle lang ma?”
MRK.8.22	Anali Bethsaida arongyok wango. Angkhan arleng Jisu adungyok ihut chotok poyok wano, aro anangyok ki-otyok Jisu yok chihango. 
MRK.8.23	Aro Jisu la chotokpo arilong otsi, anangyok rong para mokol yok pono; aro konam anang amek long ingthi ingthokngo, aro abanglong ari bisi, anang arjulo, “Nang pene bak thekdo ma?” 
MRK.8.24	Aro arlengpo lang chaksi pulo, “Arleng helyok thek hlongdo, manta anali thengpe arong hel badi, keng-kamdo.” 
MRK.8.25	Laparake Jisu anang mek long ari bat phakngo; aro anang lang-etno aro anang mephleno aro anang ahuwityok thek phleno. 
MRK.8.26	La-aphel Jisu anangyok abithang ahemyok tolsi pulo,“Rongso long dam phaknge not.”
MRK.8.27	Jisu anang adun hel pen Sisiriya Philipi arong helyok olesi damo; aro duwar ibeng along anang adun helyok arjulo, “Arleng hel neyok ingho pusi ili pudo?” 
MRK.8.28	Aro lahel Jisu yok angpu duno, “Johon Baptist po; aro kamprek helke puman Elija po; aro kamprek abangke katurki hel ihutpo pusi pudo.” 
MRK.8.29	Anang analiyok arjulo, “Manta nalike ne yok ingho pusi pudo?” Pitor po pulo, “Nango Ral Hemphu.” 
MRK.8.30	aro analiyok anang lam bang ango kithanthe ayok, than klakngo.
MRK.8.31	Laparake Jisu analiyok pachirli ponhilo, lake Arleng Aso ako-ong duk choye, aro kithe-kiding abang aro bor-bangthe hel aro kanong kapaklang abang nesimme aro mariye, manta ni-thom aphel burphaknge.” 
MRK.8.32	Anang labang pachiklan daksi thano. Aro Pitor po, Jisu yok prek aga pono, aro ingjelo. 
MRK.8.33	Manta anang chirtingwul si, adun hel yok thek hlongsi, Pitor po yok tamo aro pulo, “Ne phel dam, si-ikpo! Piyok pu tene nang nengpo Arnam aphan chironre si, munusi alamsi chiron do.” 
MRK.8.34	Anang dungyok rat aro adung helyok taramsi thano, “Inghone bak nephel-phel wang kidun anengdo, anali abithang yok chipangdom, aro anang kros po rungsi nephel-phel wang dunnot. 
MRK.8.35	Piyok pu tene inghosi abithang ajiu chirale, anang labang chipangbo ye, aro ingho ne nat, aro kime-alamthe anat abithang ajiu chipangbo ye, labang joknge. 
MRK.8.36	Piyok pu tene ihut arleng pirthepe dung hlong phrotsi, abithang ajiuli chipangbo det, tene bangpo anali pot alap hlonge? 
MRK.8.37	Khanangke, anali abithang ajiu aholan pot te pi une? 
MRK.8.38	Inghosi labang owelong kidoner aro papi arleng hel, inghone bak neyok aro ne lamthe long tharaknge, Arleng Aso konam tharlon helpen anang Apa jortang pen wange, la-amun anangta labang arleng poyok tharaknge.”
MRK.9.1	Aro anang analiyok pulo, “Khanangsi ne nali thando, Arnam-alongri kihal-ajakong pen kiwang thekthe lengke thihlonghle ye, ladi angkhan arleng holek arjap si kido abang asitem do.” 
MRK.9.2	La-arni para ni-thorok aphel, Jisu pen Pitor po aro Johon po yok eno, aro anali isi inglong kartulyok ujelo. Aro anang analingot prek athok chipharlepmo, 
MRK.9.3	aro anang pehel phlan-etno, aro pirthimipe adak labadi kiphlan-et ke pe chok un-eh. 
MRK.9.4	Aro lalong Mosi po pen Elija po analiyok chiklangsi, Jisu pen lam chithano. 
MRK.9.5	Laparake Pitor po lam thandunsi Jisu yok pulo, “Paklangpo, holek kidosi iliphan mepen do; hali nangphan ihum, Mosi po yok ihum, Elija po yok ihum, la humthom kuntulu ahem kemnang.” 
MRK.9.6	Anang potsi punange, anang chithan un-ehsi kido, piyok pu tene anali phere dersi kido. 
MRK.9.7	Laparake iplang inghun analiyok wang bam klakngo, aro labang inghun para ithe alam wango, “Anangsi nenengdok ne So, anang lamthe onenot!” 
MRK.9.8	Lajongsi konam anali kilangwor ke, anang pen kaita wedetno, manta Jisu detsi thek hlongo.
MRK.9.9	Anali inglong kartul para wang kisunjong amunsi, Jisu analiyok jipe thekngo, Arleng Aso kithi para burphak welengke, labang alam kapathan hlonghle yok thano.” 
MRK.9.10	Lasi anali daksi, kithi para kiburphak nge ke pot te pusi chirju propsi dolo. 
MRK.9.11	Laparake anali Jisu yok arjulo, “Elija po ango wang hlonge pusi kanong paklang abangke pot badi pudo?” 
MRK.9.12	Anang analiyok pulo, “Khanang ke, Elija po ango wangsi ahuwit abihini me-at pangningdo; aro laparake Arleng Aso aphan ke anang ajat-jat aduk chohlonge, aro anangyok sedetne puke lolong wiwe-yong ma? 
MRK.9.13	Manta ne nali thando, “Elija po wang tango, aro kiwiwen alamthe atengsi, anali pot katiki kar-ih ladi tikilo.”
MRK.9.14	Konam anali adun hel adungyok wango, analiyok ako-ong arat chikomwolsi kido thekngo, aro angkhan kanong paklanghel pen anali lam chirung chibatsi kido. 
MRK.9.15	La-amunsi rat Jisu yok thekngo, aro ahuwit ta asombhik hlong detno aro anali katsi anang dung chirdom damo. 
MRK.9.16	Anang analiyok arjulo, “Nali anangpen pot alam chirung chibat do?” 
MRK.9.17	Rat asitem para ihut anangyok pulo, “O Paklang, neso poyok nangdung wando; anangyok isi debal asi-ik hapsi lamthan thekthesi do; 
MRK.9.18	aro konamsi ajiupo ananglong ajhok wang, anangyok lungle long partiman; aro angho para achoplep wangman, aro anang angho aso chingkreman aro anang chungkreng detno; aro anangyok ka-ujhar yok adun hel ango chingdukngo, manta anali un-eh yongot.” 
MRK.9.19	Anang analiyok pulo, “O kikrolkre agijing hel, ne nali sitem konbak arniyok doye? Konbak arniyok nali long chihibo? Anangyok nedung wanot.” 
MRK.9.20	Aro anali oso soyok Jisu adung wano. Konam ajiupo Jisu yok thekpen-pan, jongsi oso soyok huweng bopmo, aro ososo lungle athak krep dungo, aro anghopen aplep pa-olesi, konglong-kongthalsi dolo. 
MRK.9.21	Jisu oso so anang payok arjulo, “Anang labadi kachiplang nikan bak chokngo?” Anang pulo, “Oso apun para chiplangdo.” 
MRK.9.22	Anangyok kapaduk ayok aphongten melong, aro lang long pajang man; manta nang penebak tiki un tene, haliyok jinsonot, aro hali rapmot.” 
MRK.9.23	Jisu anang yok pulo, “Nang un tene!— kikrol arleng aphan ahuwit tiki un.” 
MRK.9.24	Lajongsi oso anang apa po hang-wongo, “Ne kroldo; ne kikrol un-eh long nerapmot.” 
MRK.9.25	La-apor idhol arleng inan katsi kiwang theksi, la si-ik ajiupo yok tamsi pulo, “Nang debal pen nothong ajiupo, ne nangthando, nang anang para mokol olene wangot, aro jatsi lalong lutphak ngek!” 
MRK.9.26	La-amunsi anang hang chiro, aro oso so yok huwengsit no, aro oso so kithi nak chiplango, lasi ako-ong arlengke pulo, “Anang ke thilo.” 
MRK.9.27	Manta Jisu anangyok aripen otsi anang yok pangthuro, aro anang ingthur uno. 
MRK.9.28	Konam anang idon ahem lut damo, anang adun hel anang yoksi ahudetsi arjulo, “Piyok hali anangyok ujhar un-eh yongo?” 
MRK.9.29	Jisu anali yok pulo, “Labang po ke pingkit pendetsi olesi wangman.”
MRK.9.30	Anali labang athem para damo aro Galili asitem damjongsi dolo. Anang kaiyok ta pathan un-eh yok aneng kido; 
MRK.9.31	piyokte pu tene anang abithang adun hel yok paklangsi, analiyok kipu, “Arleng Aso yok arleng hel arideng champiye, aro anali anangyok mariye, aro ni-thom arni aphel anang bur phaknge.” 
MRK.9.32	Manta anang potsi kipu abhu hlonghle yongot aro anangyok karjuyok ta chipherelo.
MRK.9.33	Laparake anali Kaparnaum yok wango; aro anang hem arlo kido amun analiyok arjulo, “Nali duwar ibeng long pot te alam kachingje?” 
MRK.9.34	Manta analike doklip mo; piyokte pu tene ingho thechot, labang alam duwar ibeng anali ihut para ihut lam kachipuwang. 
MRK.9.35	Lalong anang iningo, aro bang kere-hini adunyok taramo aro pulo, “Inghosi ango kidoyok anengdo man, anang ahuwit yok ta ajut aro ahuwit aphan murkiya chiplange.” 
MRK.9.36	Laparake anang oso ihut yok wano aro anali sitem bilo; aro anang awamlong ensi, anang analiyok pulo, 
MRK.9.37	“Inghosi labadi oso ihutyok nemen pen chidengman, anang neyoksi chidengman; aro ingho neyok chidengman, anang neyok det ke kalek manta neyok wangkitol poyok si chidengman.”
MRK.9.38	La-amunsi Johon po anangyok pulo, “O Paklang po, hali inghut arlengyok nangmen pensi si-ik ka-ujhar thek hlongo, aro hali ananyok kiteng dunyok rono, piyok pu tene anang hali adun kalek.” 
MRK.9.39	Manta Jisu pulo, “Anangyok tengek; piyok pu tene ingho nemen apharan pensi tikilo, mophel jongke neyok kapatharak alam kaita thanthe ye. 
MRK.9.40	Inghosi iliyok ado-kolke, anang iliphan. 
MRK.9.41	Piyok pu tene khanang ne nang thando, ingho nemenpen naliyok lang-han isi lang pajun, tene nali Khristo adun kipu apot nali banta jatsi chipangbobe ye.”
MRK.9.42	“Nali sitem inghonebak neyok kikrol oso hel ihutyok panghopon do, tene anang phanke phukuli arlong isi angphun bamdungsi aro nangyok langpe long pangjang plupsi mechot. 
MRK.9.43	Nang aripo si nang panghodo, tene labangyok thuhlet; 
MRK.9.44	ari-hongni dosi, jom along lake kijutje me-aten long kidamyok ke ari kongane kido ajiubongsi mechot. 
MRK.9.45	Aro nang kengsi nang panghodo, tene bangpoyok thuhlet; 
MRK.9.46	akeng hong-ni dosi jom arlo kiwaryok ke kengkok ajiubong kidosi nangphan mechot. 
MRK.9.47	Aro nangmek helne nang panghodo, tene bangpo yokta hekpok; nangmek hini dosi aro jom along kiwar yok ke, amek isi pen Arnam longri kilutsi mechot, 
MRK.9.48	lalong lamehel ingthan ape thithe ye, aro me-aten jatsi jutje ye. 
MRK.9.49	“Piyok pu tene abangten yokta kangton ingtipen pangthirtangsi mepen pangthire. 
MRK.9.50	Ingti ke akime; manta ingti asok lammo, tene bangpo pot pente asok pado une? Nali bithang angthin long ingti asok chipado, aro nali ihut para ihutyok nengsam chipado.”
MRK.10.1	Jisu lalong para damo, aro Jordan langjonpe chirpatno aro Judiya aholyok damo. Aro rat ako-ong anang dung wang chingrum phakngo; aro, anang abi-pun badi, anang lahel yok lamthe paklango. 
MRK.10.2	Angkhan Pharisi wangsi, anangyok honjat kilangyok arjulo, “Apenso po abithang apiso pe yok kanong badike se-un ma?” 
MRK.10.3	Anang analiyok pulo, “Mosi po naliyok pot akanong pilo?” 
MRK.10.4	Lahel pulo, “Mosi po ihut apiso kise aporman alo wisi, pachise ayok hawang pilo.” 
MRK.10.5	Manta Jisu analiyok pulo, “Nali angthin karthat-ong anat, anang labang kanong nali phan wisi pilo. 
MRK.10.6	Manta kasanse cheng amun ke ‘Arnam analiyok apenso aro arloso si sanselo.’ 
MRK.10.7	‘Labang anatsi ihut arleng abithang apo-ape yok tikangsi, apiso pe pen chilok hlongdo, 
MRK.10.8	aro bang-hini isidet abang chiplange.’ Lasi anali bang hini kalek, manta isi a-ok. 
MRK.10.9	La-apot Arnam pot jorme pachiloksi bilo, kaita phat dun nangne.” 
MRK.10.10	Laparake labang alam adun hel Jisu yok hemlong arju phakngo. 
MRK.10.11	Anang anali yok pulo, “Inghosi anang pisope yok chisedo, aro prek ihut arloso chi-endo anang bangpe pen kangho donerdo; 
MRK.10.12	aro arloso ta abithang apihan yok chisesi, aro prekyok chi-en do, pu tene anangpe ta kangho donerdo.
MRK.10.13	La-aphel arleng hel oso helyok ari kibat aphan Jisu adung wano; aro adun hel analiyok tamsi tolo. 
MRK.10.14	Manta Jisu labang theksi aneng thilo, aro analiyok pulo, “Oso hel yok nedung pawang nang, analiyok tengek; piyok pu tene Arnam-alongri ke labadi hel aphansi. 
MRK.10.15	Khanangsi ne nali thando, “Inghosi osohel badi chiplangsi Arnam-alongri hlonghle, anang lalong jatsi lutdun un-eh ye.” 
MRK.10.16	Aro anang analiyok arbak si eno, aro analiyok bor-eh pilo.
MRK.10.17	Jisu duwar ajon kidamjong amun, arleng ihut anang dungyok wangkatsi, anang ngo tarhuksi arjulo, “Kime Paklangpo, or-eh len ajiubong kihlongyok ne pot ote nange?” 
MRK.10.18	Jisu anangyok pulo, “Neyok piyok akime nepudo? Kaita akime kalek, manta Arnam detsi akime. 
MRK.10.19	‘Arleng mari yek; nang kangho donerek; nang chunghu yek; nang asisik hakhi piyek; nang chobelek; nang apo-ape yok mainot; labang kanong hel nang thekdo.” 
MRK.10.20	Anang Jisu yok pulo, “O Paklang po, ne riso apun para mehel ahuwit mengsi wang do.” 
MRK.10.21	Jisu, anangyok langsi, anangyok nengdokngo aro pulo, “Nang isi abihini mengme yong; damot, nangpotsi do, aro nohok hel kicho-kangwe abangyok pinot, aro nangphan ethakpe long apuru doye; laparake wangot, nephel-phel wangdun not.” 
MRK.10.22	Konam labang alamthe arjulo, anang amahang ingtingsu lo, aro anang neng aduksi dam hrolo, piyok pu tene anang apuru ki-ong arleng kido. 
MRK.10.23	Laparake Jisu chighurensi lang-woro aro anang adun helyok pulo, “Hem kime arleng hel Arnam-alongri long kilut un-eh pho!” 
MRK.10.24	Anang adun hel labang alamthe arjusi asombhik hlongo. Manta Jisu analiyok puphak ngo, “Osohel, inghosi nohok apuru long kroldo, anali Arnam alongri kilut konbak atan!” 
MRK.10.25	Ingho hem kime arleng ihut Arnam-alongri kilutyok ke, mihonghang ijon imprim ang-gog aga kiletsi jalsochot. 
MRK.10.26	Anali watsi asombhik hlongo, aro anali ihut para ihutyok chipu propmo, “Tene inghote jok une?” 
MRK.10.27	Jisu analiyok lango aro pulo, “Ajiu kithi arlengke un-eh, manta Arnam ke ladi kalek; piyok pu tene Arnam ke ahuwit tiki un.” 
MRK.10.28	Lalong Pitor po Jisu yok pulo, “Hali ahuwit tikangsi, nang phel-phel wangduno.” 
MRK.10.29	Jisu pulo, “Khanangsi ne nali thando, inghonebak ne nat, aro kime-alamthe anat, hem, lale korte lale ingjir, lale ape lale apo, lale asohel, lale lungle phalang tikang, 
MRK.10.30	kihreng adak honjat tongsi hem, korte-ingjir, ape, aso, aro lungle, lamehel aphoro ajiuli aro mo-phel amun or-eh len ajiu hlonghleye— labadi kaita ingjong. 
MRK.10.31	Manta ango abang ako-ong arleng paphele, aro aphel abangke pango ye.”
MRK.10.32	Anali honjeng damjongsi, Jerusalem kidam amun, aro Jisu anali ngo-ngo kidam; anali la-apor asombhik hlongo aro aphel-aphel kidunhel kaphere wango. Anang bang kere-hini adun yok pangrum phaksi, ananglong kachiplange hel analiyok thanpon hilo, 
MRK.10.33	pulo, “Langot, ili Jerusalem yok damsi do; aro Arleng Aso bor-bangthe aro kanong paklang hel arideng champi ye, aro analike anangyok kamari ado batne; laparake anali Bang-ajat hel arideng pekdetne; 
MRK.10.34	analike anangyok chongneknge, aro anangyok ingthoknge, aro sabuk pen sapme, aro mariye; aro ni-thom arni aphel anang bur phaknge.”
MRK.10.35	Jebedi po aso Jems po aro Johon po, Jisu adungyok wango aro anangyok pulo, “O Paklang po, hali nangyok potsi chihang, labang hali katikipi aneng do.” 
