MAT.1.1	Abraham é awut ashín, Dawiq é yhangzo yhangshu,
LUK.10.24	Hkâsu mù gâ le, Ngò, nungmoq lé taí kôlé, nungmoq wó myâng, wó gyô é pé lé, myiqhtoî pé eq hkohkam pé myo myo gi, myàng naù gyo naù kôlhang, a wó myâng, a wó gyo kó nghut ri." ga taî ri.
LUK.10.25	Haú hkûn, wú keq, tarâ sará rayuq gi, toq luî, Yesuq lé, "Sará ê, ahtum abyuq é asak lé wó yû shoq, ngò hkâsu kut râ râ lhê lhú?" ga luî, Yhang lé myî chyam wú ri.
LUK.10.26	Yesuq gi, "Mosheq é tarâ má hkâsu ga kâ tô ri lhú? Nàng haû lé hkâsu nghap yu nyi lhê lhú?" ga luî, yhang lé myî ri.
LUK.10.27	Haú yuq gi, "'Haû Yhumsîng náng é Garai Gasang lé, náng é myit nhiklhum banshoq, náng é asak woi-nyí lhum gón, náng é wum-o banshoq, náng myit é hkyô banshoq èq, chyitdap râ lhê;'
LUK.10.28	Yesuq gi, "Nàng tû taî é dang jô ri; haû su yhang kut aq, haû jáng nàng gi, asak duì râ nghut lhê." ga yhang lé taî ri.
LUK.10.29	Nghut kôlhang, haú yuq gi, yhâng gungdu dingmán é lé, tûn shit naû luî, "Ngá é chyangnâm mâ é sû gi, ó yuq nghut lhê lhú?" ga luî, Yesuq lé myî ri.
LUK.10.30	Yesuq tû taî é gi, "Byù rayuq gi, Yerusalem wà mó mai Yerihko wà shut gyó ló le, damyaq eq htûng huî ri. Damyaq haú bang gi, yhâng é mebu pé lé hkyut shang pyám byi kôluî, rayúm gyut shoq bat nha mù, aluq shoî shî jáng sheq tô pyâm to kôluî ló byuq bekô. 
LUK.10.31	Haú u lé, hkyangjong rayuq gi, haú hkyô mai laî âng ló le, haû damyaq hui sû lé myàng jáng, koi laî ló byuq ri. 
LUK.10.32	Haû eq rajung za, Lewiq rayuq le, haû mai laî ló é hkûn, haú yuq lé myàng jáng, koi laî ló byuq ri. 
LUK.10.33	Nghut kôlhang, Samariq byù rayuq le, haû mai laî ló é hkûn, haú yuq leq tô é lé myàng jáng, wú shogyo luî yhâng chyáng huî ê mù, 
LUK.10.34	yhâng é dàm má, xû eq tsibyiq wing shoq gyun luî, rago za htup byi mù, yhâng é logúng má, haú yuq lé bún ke luî, bing-yhûm ralhum má jé shoq shuî ló mù, gôn lajang byî ri. 
LUK.10.35	Htang nyí lé, yhang gi, haû bing-yhûm yhumsîng lé ngùn Denari í chap shê byi mù, taî é gi, 'Shí yuq lé wú lajang byi laq, yhâng gùng má nàng myo chung záng é banshoq lé ngò dum taû lò jáng, lo xap râ.' gâ ri." gâ ri.
LUK.10.36	Hau htâng, tarâ sará lé, "Nàng gi, byù haú bang sum yuq má damyaq huí sû é chyangnâm mâ é dông nghut sû gi, hká yuq nghut râ su ngam ri lhú?" ga luî, Yesuq myî ri.
LUK.10.37	Haû tarâ sará gi, "Haú yuq lé shogyo sû nghut ri." ga taî ri.
LUK.10.37	Yesuq gi, "Nàng le haú dông ló kut aq." ga luî, yhang lé taî kat ri.
LUK.10.38	Ahkuî, Yesuq eq Yhâng é chángzô pé hkyô xoq sô e ló kô le, wà rawà má jé wang ló é hkûn, Mahtaq gâ é myiwe rayuq gi, Yesuq lé yhâng yhûm má lhom te yu ri. 
LUK.10.39	Mahtaq gi, Mariq gâ é yhanggu myiwe zo rayuq wó ri. Mariq haû gi, Yhumsîng Yesuq é hkyî wang má zung to mù, Yhang mhoqshit é dang lé gyô nyi ri. 
LUK.10.40	Mahtaq kúm gi, saí tso saí huq é amû myo luî, gyin bûn nyi ri. Haû mù luî, yhang huî ê mù, "Yhumsîng ê, ngá gu gi, saí tso saí huq é amû má, ngo lé baú za rap kut tô é lé, nàng a bo myàng byi lhú? Ngo lé, lé garúm sháng gaq, yhang lé taí byi laq." ga luî, Yesuq lé taî ri.
LUK.10.41	Haú hkûn, Yhumsîng gi, "Mahtaq, Mahtaq, nàng gi, muzó lé za ma nyì mù, myit myo myit chiq é huî nyi ri. 
LUK.10.42	Nghut kôlhang, je ahkyak é hkyô gi, rahkat za nghut lhê. Mariq kúm gi, haû je ge é hkyô lé hkyin yù bê nghut ri. Haû lé yhâng chyáng mai wó yu pyám byi râ a nghut." ga luî, yhang lé tû taî ri.
LUK.11.1	Ra-nyí lé, Yesuq gi, jowò rawò má kyûdûng nyi ri. Yhang kyû ban dung jáng, Yhâng é chángzo rayuq gi, "Yhumsîng ê, Yohan gi, yhâng é chángzô pé lé kyûdung râ hkyô mhoq byî é su, ngamoq lé le mhoq byi laq." ga Yhang lé taî ri.
LUK.11.2	Haú hkûn, Yhang gi, "Nungmoq kyûdûng le,
LUK.11.2	'Mauhkûng htoq tsáng myhâng mâ é ngamoq é Âwa ê,
LUK.11.2	Náng é myìng gi, chyoiyúng nyî sháng gaq.
LUK.11.2	Náng é mingdán jé lô sháng gaq.
LUK.11.3	Ngamoq nyí wuî râ é zoshuq lé, ngamoq lé nyí wuî byi laq.
LUK.11.4	Ngamoq lé shut é byù banshoq bâng é mara lé, ngamoq hkyut pyám byî é yanmai, ngamoq é mara lé le hkyut pyám byi laq.
LUK.11.4	Ngamoq lé, agúng alaú hkyô má hkâwâng nhâng.'
LUK.11.4	nghû keq." ga luî, yhangmoq lé mhoqshit ri.
LUK.11.5	Yesuq yhangmoq lé dum taî é gi, "Dangké, nungmoq chyáng mâ é rayuq sû gi, buinùm wó é nghû sháng, yhang gi, gunggàm yoq má haú yuq chyáng ê luî, 'Buinùm hpó ê, ngo lé muk sûm long byam chyi byî kat laq, 
LUK.11.6	haî mù gâ le, ngá buinùm rayuq byìn we mai ngá chyáng jé nyi tô ri. Ngò gi, yhang lé byi tso râ haî le a joq byam dut tô ri.' ga taî é hkûn, 
LUK.11.7	yhúmhkaû shut mâ é sû gi, 'Ngo lé, hkâlé lhoq hkyik lo, hkum le myhî pyám bê, ngá zoshâng wuì le ngò eq rahá yhupjang má yhup to bekô. Ngò, nang lé haî le a wó toq yû byi lo.' ga tu kat ri. 
LUK.11.8	Ngò, nungmoq lé taí kôlé, buinùm nghut é yanmai za gi, muk a kâm toq byi lo kôlhang, zuq zuq dûng nyi é yanmai, haú yuq lé, yhang ra châ é banshoq toq yû byi râ nghut lhê.
LUK.11.9	Haû mù, ngò, nungmoq lé dum taí kôlé, dung keq, haû jáng, nungmoq lé byi râ nghut lhê; hô keq, haû jáng, nungmoq myàng kó râ nghut lhê; hkum má kok keq, haû jáng, nungmoq lé hpóng byi râ nghut lhê. 
LUK.11.10	Hkâsu mù gâ le, ó yuq nghut kôle, dung sû wó râ; hô sû myàng râ; hkum kok sû lé gi, hpóng byi râ nghut lhê.
LUK.11.11	Nungmoq îwâ pé má, ó yuq wá, yhumsing yhangzo muk dûng le, luqgok byi kó râ lhú? Ngozo dûng le, lhangmuì byi kó râ lhú? 
LUK.11.12	Woq-ú dûng le, gogok byi kó râ lhú? 
LUK.11.13	Agè ashop é bang nungmoq lháng gi, nungmoq é zo wuî lé, ge é chyunghuq dat byi kô le nhîng, mauhkûng htoq tsáng myhâng mâ é nungmoq é Îwa gi, Yhang lé dûng é bang lé, je riyhang haû Chyoiyúng Woi-nyí byi râ nghut lhê." ga taî ri.
LUK.11.14	Radàm lé, Yesuq gi, byù rayuq lé dang a wó nyô shoq kut tô é nat gang lé, haú yuq chyáng mai hkat htoq pyâm ri. Nat haû htoq ló byuq é htâng má, dang a wó nyô sû gi, dang wó nyo nyi é yanmai, byù moq mó gi, chôm maú byuq bum akô. 
LUK.11.15	Nghut kôlhang, yhangmoq chyáng mâ é ra-am gi, "Yhang gi, nat gâng pê é zau Bezebulaq é wum-o a-tsam èq za, nat gâng pé lé wó hkat pyâm é nghut ri." ga taî bum akô nghut ri. 
LUK.11.16	Ra-am le, Yhang lé, mauhkûng mâ é kumlhá tûn shit wú laq ga dûng chyam wú akô.
LUK.11.17	Yesuq kúm yhangmoq myit nyi é hkyô lé sé mù taî é gi, "Ikun byoq é mingdán hká lhum nghut kôle, hten byuq râ za nghut lhê; haû eq rajung za, ikun byù yhangchang rayuq eq rayuq byoq lhûm é yhûm htu gi, byoq gâng lhum râ za nghut lhê. 
LUK.11.18	Nat pé le yhangmoq yhangchang byoq gâng lhûm nyì kô é nghut le gi, Tsadán é mingdán gi, hkâsu kut wó gîng to râ lhú? Ngò isu nghu taî é gi, nungmoq ngo lé Bezebulaq é wum-o a-tsâm èq za, nat gâng pé lé hkat pyâm ri ga kô é yanmai nghut lhê. 
LUK.11.19	Ngò gi, Bezebulaq é wum-ô èq za, nat gâng pé lé hkat htoq é nghut jáng, nungmoq é chángzô pé gi, ó yuq é wum-o a-tsâm èq za, nat gâng pé lé hkat pyám kô é nghut lhê lhú? Haû mù luî, yhangmoq gi, nungmoq lé jéyáng é bang dut bekô râ nghut lhê. 
LUK.11.20	Nghut kôlhang, Ngò gi, Garai Gasâng é wum-ô èq nat gâng pé lé hkat htoq pyâm é nghut jáng, Garai Gasâng é mingdán
LUK.11.21	Wum-o bo é sû rayuq gi, yhâng é yhûm lé, shâm, lhâm chûng luî zúng tô é nghut jáng, yhâng é sutzè pé gi, rago za wó joq to râ nghut lhê. 
LUK.11.22	Nghut kôlhang, yhâng htoq wum je bo é sû lé luî, haú yuq lé, lé zân ung pyâm é nghut le gi, yhang lum tô é shâm, lhâm lé, hkyom yu pyám byi luî, yhâng é sutzè pé lé, gam yu pyám byi râ nghut lhê.
LUK.11.23	Ngá hkyam shut a dap sû gi, Ngo lé gyè kut sû nghut lhê. Ngò eq rahá a shuî tsing sû gi, lhoq pyo pyâm é sû nghut nyi ri.
LUK.11.24	Haû agè ashop é nat gi, byù rayuq chyáng mai htoq ló mù, kyuq huî é jowò pé má sô yông e ló luî, no râ jowò hkat ho wú le, a myang hô nghut ri. Haú hkûn, yhang gi, 'Ngò nyi laî lo é yhûm má dum taû ló wú râ.' ga taî ri. 
LUK.11.25	Yhang dum taû jé ló wú le, yhûm haû gi, shum pyám mù san za rago dut to láng é lé ló myang ri. 
LUK.11.26	Haû jáng, yhang gi, dum taû ê mù, yhâng htoq je wuî é nat nyhit nat lé shuî lò luî, haú má lo wàng nyi to bekô. Haû mù, haú yuq é nyì yap sâmlai gi, hí lhê htoq má je wuî lò bê nghut ri." ga taî ri.
LUK.11.27	Haû su ga, Yesuq taî nyi é hkûn, haû shiwa hpong mâ é, myiwe zo rayuq htê mó o mó èq Yhang lé taî é gi, "Nang lé wun é ûng wam eq nàng shuq é nauwang gi, hkungsô wó nyi ri ô!" gâ ri.
LUK.11.28	Yesuq gi, "Garai Gasâng é mungdang gyô yù luî châng kut é bang gi, je riyhang hkungsô wó kó râ nghut lhê." ga taî ri.
LUK.11.29	Shiwa byu pé jat myô zup zîng lo é hkûn lé, Yesuq taî é gi, "Shí ipyat lhê é byu pé gi, agè ashop é bang nghut akô. Yhangmoq gi, limik kumlhá dûng nyi bùm kôlhang, Yonaq é kumlhá mai lai luî, gotû haî le tûn shit râ a nghut. 
LUK.11.30	Yonaq gi, Ninewe wà byù pê hí má kumlhá
LUK.11.31	Maupyî mâ é hkohkâm myhí gi, maumyî ló htâng é mai lé lô mù, Sholumon é hpaqchyî dang lé, lé gyô yù bê nghut mù, haû tarâ jéyáng é buinyì má, shí ipyat mâ é byu pé eq rahá toq lô luî, yhangmoq lé mara hûn râ nghut lhê. Wú keq, Sholumon htoq ko sû gi, ahkuî shî má jé nyi to bê. 
LUK.11.32	Ninewe wà byu pé gi, Yonaq, mungdang hko kyô é hkûn myit lhîng kô é nghut mù, tarâ jéyáng é buinyì má, shí ipyat eq rahá toq lô luî, yhangmoq lé mara hûn kó râ nghut lhê. Wú keq, Yonaq htoq ko sû gi, ahkuî shí má jé nyi to bê.
LUK.11.33	Myibung lé tuq mù go pyâm é jowò má tô tô é le, mûng eq nghop tô é le, ó a kut wú kó. Nghut kôlhang, wang lé lô bang myoq wó myâng râ matú kúm gi, tsungjang má tsung to to chyat kut akô. 
LUK.11.34	Náng é myoq gi, náng gungdû é myibung
LUK.11.35	Haû mù, náng chyáng bo é maubó gi, mauchut byuq é, a chut byuq é lé wú nyî aq. Nàng lumjíng é hkyô eq nàng myit é hkyô gi, mauchut tuq a dut sháng gaq, sidiq nyì aq. 
LUK.11.36	Náng é ragùngdu gón má duqbó é nghut le gi, rawò má le mauchut é jowò a joq é za, myibung nang lé duqbó byî nyi é su, náng gungdu gón má duqbó nyî râ nghut lhê." ga taî ri.
LUK.11.37	Yesuq haû su ga ban taî é htâng má, Hparishe rayuq gi, yhang eq zang rahá zo râ matú, Yesuq lé ji ri. Haû mù, Yesuq gi, haú yhûm má wang ê mù zang zo râ ga siboî nàm má zung tô ri. 
LUK.11.38	Nghut kôlhang, Hparishe wá gi, zang zo râ hí má Yesuq loq a chî é lé, myàng luî maú nyi ri.
LUK.11.39	Haû mù luî, Yhumsîng Yesuq yhang lé taî é gi, "Nungmoq Hparishe pé gi, góm eq zanghkoq lé ahtoq shut za chî yúng nyî kômù, nungmoq é unghkaû má gi, lú zo lú shuq é eq agè ashop é hkyô pé byíng zan tô ri. 
LUK.11.40	Byù bâm pé ê, ahte
LUK.11.41	Nghut kôlhang, ahte má bo é zè pé lé, ra châ é bang lé byî pyám keq; haú hkûn, nungmoq é matú banshoq gi, sân-yúng lô râ nghut lhê.
LUK.11.42	Hparishe pé ê, nungmoq gi, dingnyé wó ri, hkâsu mù gâ le, nungmoq gi, gau-tsáng, shingtón pé eq zangxun mhan-haq ajù jù mâ é, xê gambùm ragambùm lé gi, Garai Gasang lé byi nyì kômù, tarâ dingmán é hkyô eq Garai Gasang chyitdap é hkyô lé gi, lhaî pyâm tô akô. Xê gambùm ragambùm byî é lé le cháng luî, tarâ dingmán é hkyô eq Garai Gasang lé chyitdap é hkyô lé le, kut nyî râ lhê.
LUK.11.43	Hparishe pé ê, nungmoq gi, dingnyé wó ri, hkâsu mù gâ le, tarajong pé mâ é ahkyak dik é zùng jang pé lé le, gaì pé má hkunggâ é èq shichyên é dang lé le, nungmoq ô nau nyi bum akô.
LUK.11.44	Nungmoq gi, dingnyé wó ri, hkâsu mù gâ le, nungmoq gi, ahkô a dong lo mù, byu pé a sé luî, ahtoq mai sô laî é lupdùng eq du akô." ga taî ri.
LUK.11.45	Haú hkûn, tarâ sará rayuq gi, "Sará ê, nàng haû su gâ é gi, ngamoq lé le rhoi lhôm nyi é nghut bê." ga Yhang lé tû taî ri.
LUK.11.46	Haû su ga jáng, Yesuq gi, "Nungmoq tarâ sará pé le, dingnyé wó ri. Hkâsu mù gâ le, nungmoq gi, byu pé lé, wùn waq râ wuî é noqkuq htûng tarâ wòlai lé wùn nhâng luî, yhumsîng yhang gi, wò haú lé loqnyhuî èq lháng, a bo záng wú kó nghut ri.
LUK.11.47	Nungmoq gi, dingnyé wó ri, hkâsu mù gâ le, nungmoq gi, nungmoq é îchyí îwâ pé sat pyâm é myiqhtoî pê é lup lé luptsuq tsuq akô. 
LUK.11.48	Haû mù luî, nungmoq gi, nungmoq é îchyí îwa pê é muzó lé, myit bo huî é bang nghut nyi akô. Hkâsu mù gâ le, yhangmoq gi, myiqhtoî pé lé sat pyám mù, nungmoq gi, lup haú pé lé luptsuq tsuq akô. 
LUK.11.49	Haû mù luî, Garai Gasang, Yhâng é hpaqchyî byéng-yá mai taî é gi, 'Myiqhtoî pé eq lagyô pé lé, ngò yhangmoq chyáng nhang kat râ nghut lhê; haú bang mâ é ra-am lé gi, yhangmoq lhom sat pyám mù, ra-am lé gi, zing-ri kó râ nghut lhê.' gâ ri. 
LUK.11.50	Haû su mù luî, mau htoq xâng hkûn lhê é, Abelaq é sui mai, hkungga gyap eq noqkuq yhûm gyoro má sat pyám huî é Zahkariq é sui jé shoq, shun pyâm é myiqhtoî pê é sui banshoq bâng é manglat gi, shí pyat mâ é byu pé lé hûn râ nghut lhê. 
LUK.11.51	Ngò, nungmoq lé taí kôlé, manglat haú pé lé gi, shí pyat mâ é byu pé lé, gè gè yhang hûn râ nghut lhê.
LUK.11.52	Tarâ sará pé ê, nungmoq gi, dingnyé wó ri, hkâsu mù gâ le, nungmoq gi, byu pé Garai Gasang lé sé ra zoqshi lé yu pyám byi kômù, yhumsîng yhang le a sé, sé naû bang lé le, hkûm zing tô akô nghut ri." ga taî ri.
LUK.11.53+LUK.11.54	Yesuq haû mai htoq ló é hkûn, tarâ sará pé eq Hparishe pé gi, Yhang lé gyè kut mù, Yhâng é dang má mara wó myâng shoq ga, wuî é dangmyi myo myo myi luî, gyám wú nyi akô nghut ri.
LUK.12.1	Haû u, byù hkyîng mun zup zîng lò mù, rayuq eq rayuq lháng záng nâng lhum shoq dut nyi é hkûn, Yesuq, Yhâng é chángzô pé lé taî hi é gi, "Gegùn labyoq kut é Hparishe pê é múnchi lé koi sidiq pyám keq. 
LUK.12.2	A byông htoq loshoq wó zaú nghop tô é, haî le a joq râ nghut lhê; a sé loshoq wó haq tô é le, haî a joq râ nghut lhê. 
LUK.12.3	Haû mù luî, nungmoq, mauchut hkaû má haq taî é dang banshoq lé, myoq myàng maubó má wó gyô bùm kó râ nghut lhê. Gok hkaû má, dangsoq soq é lé le, yhumhkûng htoq mai taî pyo bùm bekô râ nghut lhê.
LUK.12.4	Ngá buinùm wuì ê, Ngò, nungmoq lé taí kôlé, gungdu lé za wó sat pyám mù, woi-nyí lé haî le a wó kut é bang lé, hkâgyuq kó. 
LUK.12.5	Nghut kôlhang, nungmoq ó lé za gyuq râ é lé gi, Ngò, nungmoq lé taî kyo kôlé, gungdu lé sat pyâm é htâng má, woi-nyí lé ngaraî ming shut wó hkyô kat pyâm é a-tsam wó sû lé kúm gi, gyuq keq. Nghut bê, Ngò, nungmoq lé taí kôlé, haú yuq lé za, gyuq nyì keq. 
LUK.12.6	Johkyáng ngo du lé, gyi htingchap í chap èq wó ûng pyâm lhê a nghut kó lhú? Haû johkyáng radu lé lháng, Garai Gasang gi, tô-myhî pyâm é a nghut. 
LUK.12.7	Garai Gasang gi, nungmoq é ulhum mâ é xâm banshoq lé lháng, nghap to gù nghut lhê. Haû mù, hkâgyuq kó; nungmoq gi, haû johkyáng myo myô htoq má lháng gù je bo é bang nghut lhê.
LUK.12.8	Ngò, nungmoq lé taí kôlé, byu pê hí má Ngo lé lhom yín yu é sû ó yuq nghut kôle, Garai Gasâng é maumang lagyô pê é hí má, haû Byu Yhangzo gi, haú yuq lé lhom yín yû râ nghut lhê. 
LUK.12.9	Nghut kôlhang, byu pê é hí má Ngo lé he-ngik pyâm é sû lé chyaú gi, Garai Gasâng é maumang lagyô pê é hí má, he-ngik pyám râ nghut lhê. 
LUK.12.10	Haû Byu Yhangzo lé dang dông shut é sû gi, mara hkyut byî é wó hui ra nghut lhê; nghut kôlhang, haû Chyoiyúng Woi-nyí lé rhoî dang taí pyâm é sû gi, mara hkyut byî é hui râ a nghut.
LUK.12.11	Byu pé nungmoq lé jéyáng râ matú tarajong pé má le, agyì suwún wuî eq ahkáng ayá wó bâng é hí má le, shuî e ló kô é hkûn, hkâsu kut râ lé le, hkâsu nghû tû taí râ lé le, hkâ-myit chiq kó. 
LUK.12.12	Hkâsu mù gâ le, haú u lé yhang, Chyoiyúng Woi-nyí gi, nungmoq hkâsu taí râ hkyô lé mhoqshit byi râ nghut lhê." ga taî ri.
LUK.12.13	Haú hkûn, shiwa hpúng hkaû mai, byù rayuq gi, "Sará ê, ngá-nhik tâng wó é muizè pé lé chôm gam lhum râ matú, ngá mang lé bo taí byi laq." ga luî, Yesuq lé taî ri.
LUK.12.14	Yesuq gi, "Byù nàng ê, nungnhik tang ahtoq má tarâ agyì kut luî, ikun zè gàm byi râ gi, ngo lé ó hkyin tô é lhú?" ga luî, yhang lé tû taî ri. 
LUK.12.15	Yesuq yhangmoq lé taî é gi, "Myoqnoq é hkyô banshoq mai, nungmoq é i-myit lé hkûm zìng luî, koi sidiq nyì keq. Hkâsu mù gâ le, byu é asak gi, agùn agó é sutzè má bo é a nghut." gâ ri.
LUK.12.16	Dangtú ralhum dông mai le, yhangmoq lé Yesuq taî é gi, "Sahtê rayuq gi, yhâng é yò pé má guqzo muilhum gyaí já ri. 
LUK.12.17	Haû mù luî, yhâng é unghkaû má myit é gi, 'Ngò hkâsu kut wú râ lhi? Ngá é guqzo muilhum pé lé kat to râ jowò a wó lo dut to bê.' gâ ri.
LUK.12.18	Dum nghut jáng, yhang gi, 'Ngò îsu kut wú râ abe, ngá é chyî xau pé lé hpyoq pyám luî, je kô é chyî pé lé saí râ nghut lhê. Chyî haú pé má ngá é guqzo muilhum pé eq sutzè banshoq lé, tsîng kat to luî, 
LUK.12.19	ngá é i-myit lé îsu nghû taí râ, "I-myit ê, zanwut myáng myáng é matú, zè gè myo myo ngò tsîng to bê. I-myit nàng zim za kut nyì aq hkoi. Zo mù, shuq mù, ngón ngón nyì aq." ga' gâ ri.
LUK.12.20	Nghut kôlhang, Garai Gasang gi, 'Byù gò ê, náng é asak lé, hkû-myîn yhang, wup yu pyám byî é nghut jáng, nàng tsing hkong tô é zè pé gi, ó yuq é matú dut râ lhú?' ga luî, yhang lé taî ri.
LUK.12.21	Haû eq rajung za, yhumsing é matú sutzè hkong to mù luî, Garai Gasâng é hí má myung nyì sû gi, haú yuq su nghut râ nghut lhê." gâ ri.
LUK.12.22	Yesuq, Yhâng é chángzô pé lé dum taî é gi, "Haû mù luî, Ngò, nungmoq lé taí kôlé, nungmoq é asak matú haî zo haî shuq râ eq nungmoq é gungdû matú haî wut haî tsang râ lé, hkâ-myit chiq kó. 
LUK.12.23	Asak gi, zoshuq htoq má, gungdu gi, mebû htoq má, je ahkyak lhê. 
LUK.12.24	Nghonoq pê é hkyô lé myit wú keq; yhangmoq gi, kyô hkyó kyô shu a kut kó; guqchyî eq sutdek lé a wó kó, nghut kôlhang, Garai Gasang gi, yhangmoq lé, byi tso byi huq nyi lhê. Nungmoq gi, nghoq haú pê htoq má je riyhang hpaudap nyi lhê a nghut kó lhú? 
LUK.12.25	Nungmoq má, ó yuq wá, myit chiq é èq, yhumsing é asak lé radúng kô wó jat yù kó râ lhú? 
LUK.12.26	Haû su mù luî, tiq dik é hkyô lé lháng, nungmoq a wó kut kô é nhîng, haî mù luî gotû hkyô pé lé, myit myô nyi akô lhú?
LUK.12.27	Htutbó ban
LUK.12.28	Lumjíng myit tiq é bang ê, hkû-nyí joq mù, napmá myihkyóm má dú kat pyám hui râ nghut é yosô mhan pé lé za lháng, Garai Gasang haû su kut hut é nghut le gi, nungmoq lé, je riyhang hut râ a nghut kó lhú? 
LUK.12.29	Nungmoq gi, haî zo haî shuq râ lé hkâho nyì kó; haû eq séng luî lé hkâ-myit chiq nyî kó. 
LUK.12.30	Hkâsu mù gâ le, Garai Gasang lé a sé bang gi, haú hkyô banshoq lé châng hkat ho nyi akô; nghut kôlhang, nungmoq é Îwa Garai Gasang gi, haú pé lé nungmoq râ é hkyô, sé byî nyi lhê. 
LUK.12.31	Nungmoq kúm gi, Yhâng é mingdán lé ho nyì keq, haû jáng, haú pé, nungmoq lé puq byi râ nghut lhê.
LUK.12.32	Sau hpúng zô pé ê, hkâgyuq ko, hkâsu mù gâ le, nungmoq é Îwa Garai Gasang gi, Yhâng é mingdán nungmoq lé byí nau nyi ri. 
LUK.12.33	Nungmoq wó é zè pé lé ûng pyám luî, myùng bang lé byi keq, yhumsing é matú a dat xau a dat wôm é ngunhtûng saí luî, hkau sû lé a jé, manot èq le a wó zô é sutzè lé mauhkûng htoq má hkong to keq. 
LUK.12.34	Hkâsu mù gâ le, náng é sutzè joq jang má, náng é i-myit le jé nyî râ nghut lhê.
LUK.12.35	Nungmoq gi, hpyihit hit luî, (mû zui râ matú rì rì kut to keq); nungmoq é myibung lé tuq to mù, 
LUK.12.36	myiháng poî mai dum taû lò luî, hkúm lo kok é, yhumsîng hpó lé radá dâm hkum lhom wó hpông hâng yù shoq, láng tô é dui-nhâng zoshâng wuì su kut nyî keq. 
LUK.12.37	Haû yhumsîng jé lo le, machya nyì láng é dui-nhâng zoshâng wuì gi, hkungsô wó nyi râ. Hkâsu mù gâ le, ngò, nungmoq lé teng za taí kôlé, haû yhumsîng hpó gi, yhangmoq lé yuq zung to nhâng luî, yhang gi, dui-nhâng zoshâng su hpyihit hit mù, saí tso saí huq râ nghut lhê. 
