MAT.1.1	Магьа Ибрагьимдин наслиан вуйи, Давудрин тухмиан вуйи Месигь Исайин ата-бабйир:
LUK.8.28+LUK.8.29	– Яв узухъди фу вуяв, Варитӏанзаан Аллагьдин Бай Иса? Миннат вуйиз, йиз зегьле мабхан!
LUK.8.30	Исайи дугъхьан гьерхру:
LUK.8.30	– Ччвур фуж вуяв?
LUK.8.30	Дугъура: «Кьушум вуйиз» – кӏуру, гьаз гъапиш дугъак гизаф жинар кучӏвнади гъабхьну.
LUK.8.31	Хъа жинари Исайикан чпи гурбагуриз гьадрауб тӏалаб апӏуру. 
LUK.8.32	Мушвхьан ярхла дарди дагъдик силарин аьхю лиж карабгънайи, ва жинари чпиз гьадрариъ учӏвуз ихтияр тувуб тӏалаб апӏуру. Исайи дурариз ихтияр тувру. 
LUK.8.33	Адмийиан удучӏву жинар силариъ учӏвру, ва силарин лиж гъарзарилан гьюлиъ убсру ва ккабхъру. 
LUK.8.34	Му ляхин гъябкъю силарбнари, жаргъну душну, шагьриъ ва гъулариъ гьамдикан халкьдиз ктибту. 
LUK.8.35	Хъа му гьякьикьи гъабши ляхниз лигуз халкь Исайихьна гъюру. Жинар ктучӏву кас Исайин ликарихъ деънади, палатра алди ва чан фикрихъ хъади гъяркъиган, дурарик гучӏ кабхъру.
LUK.8.36	Му аьламат гъябкъдари дурариз, жинар кайир фици сагъ гъахьнуш, ктибту. 
LUK.8.37	Хъа Герасин юрднан вари халкьди Исайикан чпихьан гьудучӏвну гъягъювал ккун апӏуру, фицики дурарик зурба гучӏ кабхънайи. Исара, люткейиъ эъну, кьяляхъ хътаку. 
LUK.8.38	Чакан жинар ктучӏву касди учвра гъадагъуб Исайикан тӏалаб гъапӏнийи. Амма Исайи думу гьамци дупну гьадауру:
LUK.8.39	– Яв хулаз хъадакну, Аллагьди увуз фу гъапӏнуш, кидибт.
LUK.8.39	Дугъура душну, Исайи чакан гьапӏнуш, шагьур вуйибси ктибтуру.
LUK.8.40	Иса кьяляхъ хътакиган, халкьди думу тебрик апӏуру, фицики вари Дугъаз ккилигурайи. 
LUK.8.41	Ва магьа жугьдарин мистан аьхюр вуйи Ягьир кӏуру сар кас дуфну, Исайин ликарикк дахъну, Дугъаз чан хулаз гъюб тӏалаб апӏуру, 
LUK.8.42	гьаз гъапиш дугъахъ йикӏру гьялнаъ айи йицӏикьюд йисаъкьан айи риш хъайи.
LUK.8.42	Иса дина гъягъру вахтна халкь, Дугълан илтӏишну, кьяляхъди гъюри гъахьну. 
LUK.8.43	Му арайиъ, йицӏикьюд йисан ифи хътадабтӏрайи, духтрариз вари чан айи-адруб харж дапӏну, сарихьанра сагъ апӏуз дархьи сар дишагьлийи, 
LUK.8.44	кьялхъянди дуфну, Исайин палатдин гъирагъдик хил кубкӏру ва дишлади дугъан ифи хътабтӏуру. 
LUK.8.45	Хъа Исайи гьерхру:
LUK.8.45	– Узук фуж куркӏну?
LUK.8.45	Вари инкар шулайиган, Петри кӏуру:
LUK.8.45	– Я Мялим! Халкьди уву кьялаъ тӏаъна ва хъуржра.
LUK.8.46	Хъа Исайи гъапи:
LUK.8.46	– Фуж-вуш Узук куркӏну, Уз’ан кьувват удубчӏвуб гьисс гъапӏунза.
LUK.8.47	Дишагьлийиз чахьан гьитӏикӏуз даршлуб дябкъну, гукӏунди багахь духьну, Исайин ликарикк ккархьну, чав Дугъак гьаз куркӏнуш ва фици учв дишла сагъ гъахьнуш, вари халкьдин улихь мялум гъапӏу. 
LUK.8.48	Исайи дишагьлийиз гъапи:
LUK.8.48	– Йиз риш! Яв хъугъували уву сагъ гъапӏунву; архаин духьну, гъарах.
LUK.8.49	Исайи гьамци кӏури имиди, жугьдарин мистан аьхюрин хул’ан дуфну, сар касди дугъаз кӏуру:
LUK.8.49	– Яв риш гъакӏну, сарун Мялим инжик мапӏан.
LUK.8.50	Хъа Исайи, гьаму гафар деерхьну, дугъаз кӏуру:
LUK.8.50	– Гучӏ мапӏан, анжагъ хъугъ, яв риш ккадархьиди.
LUK.8.51	Дурарин хулаз хъуркьган, Исайи Петризна, Югьандизна Якьубдиз ва гьацира шуран адашдизна дадайизтӏан хулаъ учӏвуз ихтияр тувундайи. 
LUK.8.52	Вари гъачӏи шурахъ ишури ва ишлар апӏури айи. Хъа Исайи дурариз гъапи:
LUK.8.52	– Мишанай, думу дукӏнадар, хъа даахна.
LUK.8.53	Хъа халкь, думу дукӏнайиб аьгъяди, Исайиин аьлхъюри гъахьну. 
LUK.8.54	Дугъу, кӏуруш, вари хул’ан утӏурккну, шуран хил дибисну, кӏуру:
LUK.8.54	– Я риш! Гъудужв!
LUK.8.55	Ва шуран рюгь кьяляхъ хътабкуру, думу дишлади гъудужвуру. Исайи, шураз ипӏруб тувай, кӏуру. 
LUK.8.56	Шуран абйир-бабар мюгьтал шулу. Исайи му ляхникан шлизкӏа даркӏуб амур апӏуру.
LUK.9.1	Чан йицӏикьюр ученикдиз дих дапӏну, Исайи дурариз, вари жинарин зиин гьюкум ва уьзрар сагъ апӏбан бадали, кьувват тувру. 
LUK.9.2	Дугъу дурар Аллагьдин Паччагьлугъдикан хабар рабгъуз ва иццрудар сагъ апӏуз гьаъру. 
LUK.9.3	Исайи дурариз кӏуру: «Рякъюз фукӏа магъадабгъанай: я чамах, я тавра, я уьл, я пул, ва кьюб жар палатра хьади дарибшри. 
LUK.9.4	Фуну хулаъ учӏвишра, гьадушваъ дергай ва гьадлин рякъюъ учӏвай. 
LUK.9.5	Хъа эгер учву наанкӏа кьабул дарапӏиш, думу шагьриан удучӏвруган, ичв ликарик кайи бишируг гьадрарихьинди кадабхьай. Гъит му дурариз чпиин улубкьрубдин улихьмиди дебккрайи лишан ибшри».
LUK.9.6	Аллагьдин Паччагьлугъдикан Ужувлан хабар рабгъури ва аьзарлуйир сагъ апӏури, дурар гъулариъ лицуз рякъюъ учӏву.
LUK.9.7	Исайи апӏурайи гьаму вари ляхнарикан гьякимдар Гьироддиз ебхьуру. Думу мюгьтал шули гъахьну, гьаз гъапиш садари му гъачӏихъан чӏиви гъаши Ягь’я ву кӏури, 
LUK.9.8	тмундари, Ил’яс пайгъамбар гъафну кӏури, имбударира дегьзаманйирин пайгъамбрарикан сар чӏиви гъахьну кӏури, аваза ипнийи. 
LUK.9.9	Хъа Гьиродди кӏури гъахьну:
LUK.9.9	– Ягь’яйин кӏул узу алдабтӏунза, хъа узуз Мугъкан гьамкьан ебхьурайи му Кас фуж вуйкӏан?
LUK.9.9	Гьаддиз Гьиродди Иса рякъюз чарйир зигурайи.
LUK.9.10	Хъадакну гъафи вакилари, чпи фу гъапӏнуш, Исайиз ктибтуру. Хъасин Иса, вакиларра гъадагъну, Вифсайда кӏуру шагьриз гъягъюру. 
LUK.9.11	Амма мидкан хабар гъабхьи халкь Исайин кьяляхъ хъахъру. Дугъура, кьабул дапӏну, дурариз Аллагьдин Паччагьлугъдикан сюгьбат гъабхуру, хъа сагъ духьну ккунидар уьзрарихьан марцц апӏуру.
LUK.9.12	Йигъ хябяхъ хьуз хъюбгъю. Йицӏикьюриддира Исайин багахьна дуфну, кӏуру:
LUK.9.12	– Халкь деет, гъит багахь хьайи гъулариъ ва ятгъариъ йишв адапӏри ва ипӏруб абгри, гьаз гъапиш ухьу фукӏа адрушваъ ахьа.
