GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
NUM.29.11	Mujye muntura n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha, muyizanane na ya yindi yo gukuraho ibyaha byanyu. Mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.12	“Ku itariki ya cumi n'eshanu y'uko kwezi kwa karindwi, mujye muza mumare icyumweru munyizihiza. Uwo munsi ntimukagire imirimo mukora, ahubwo mujye mukora ikoraniro ryo kunsenga. 
NUM.29.13	Mujye muntura ibimasa cumi na bitatu n'amapfizi y'intama abiri, n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge, mubitambe ho ibitambo bikongorwa n'umuriro. Impumuro y'ayo maturo atwikwa iranshimisha. 
NUM.29.14	Buri tungo mujye muriturana n'ituro ry'ibinyampeke ry'ifu ivanze n'amavuta ku buryo bukurikira: buri kimasa mujye mugiturana n'ibiro bitatu by'ifu, buri mpfizi y'intama muyiturane n'ibiro bibiri, 
NUM.29.15	naho buri mwana w'intama muwuturane n'ikiro kimwe. 
NUM.29.16	Mujye muntura n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.17	“Ku munsi wa kabiri, mujye muntambira ibimasa cumi na bibiri n'amapfizi y'intama abiri, n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge. 
NUM.29.18	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.19	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.20	“Ku munsi wa gatatu, mujye muntambira ibimasa cumi na kimwe n'amapfizi y'intama abiri, n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge. 
NUM.29.21	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.22	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.23	“Ku munsi wa kane, mujye muntambira ibimasa icumi n'amapfizi y'intama abiri, n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge. 
NUM.29.24	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.25	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.26	“Ku munsi wa gatanu, mujye muntambira ibimasa icyenda n'amapfizi y'intama abiri n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge. 
NUM.29.27	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.28	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.29	“Ku munsi wa gatandatu, mujye muntambira ibimasa umunani n'amapfizi y'intama abiri, n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge. 
NUM.29.30	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.31	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.32	“Ku munsi wa karindwi, mujye muntambira ibimasa birindwi n'amapfizi y'intama abiri, n'abana b'intama cumi na bane batarengeje umwaka, byose bidafite inenge. 
NUM.29.33	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.34	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.35	“Ku munsi wa munani, ntimukagire imirimo mukora ahubwo mujye muteranira hamwe, 
NUM.29.36	munture ikimasa n'impfizi y'intama n'abana b'intama barindwi batarengeje umwaka, byose bidafite inenge, mubitambe ho ibitambo bikongorwa n'umuriro. Impumuro yabyo iranshimisha. 
NUM.29.37	Mujye mubiturana n'amaturo y'ibinyampeke n'asukwa yabigenewe, 
NUM.29.38	n'isekurume y'ihene y'igitambo cyo guhongerera ibyaha. Ibyo bitambo mujye mubyongera ku bitambo bikongorwa n'umuriro bya buri munsi, no ku maturo y'ibinyampeke n'asukwa yabigenewe.
NUM.29.39	“Ibyo ni byo muzantura ku minsi mikuru, mubyongeye ku bitambo byanyu byo guhigura umuhigo n'ibikongorwa n'umuriro n'iby'umusangiro, no ku maturo yanyu y'ubushake n'ay'ibinyampeke n'asukwa.” 
NUM.29.40	Musa abwira Abisiraheli ibyo Uhoraho yari yamutegetse byose.
NUM.30.1	Musa abwira abatware b'imiryango y'Abisiraheli ati: “Nimwumve ibyo Uhoraho yategetse. 
NUM.30.2	Umuntu nahiga umuhigo wo gutura Uhoraho ituro cyangwa akarahirira kugira icyo yigomwa, ntagace ku isezerano rye, ahubwo ajye aryubahiriza.
NUM.30.3	“Umukobwa w'inkumi ukiri kwa se nahiga umuhigo wo gutura Uhoraho ituro, cyangwa akarahirira kugira icyo yigomwa, 
NUM.30.4	se akabyumva akabyihorera, uwo mukobwa ajye asohoza icyo yasezeranye. 
NUM.30.5	Icyakora se nabimubuza ku munsi yabyumviyeho, Uhoraho ntazabihōra uwo mukobwa kuko se azaba yamubujije gusohoza icyo yasezeranye.
NUM.30.6	“Umukobwa nahiga umuhigo cyangwa akagira icyo arahirira atabitekerejeho, agashyingirwa atarasohoza icyo yasezeranye, 
NUM.30.7	umugabo we ntabimubuze ku munsi abyumviyeho, umugore we ajye asohoza icyo yasezeranye. 
NUM.30.8	Ariko umugabo we nabimubuza uwo munsi, Uhoraho ntazahōra uwo mugore kudasohoza icyo yasezeranye.
NUM.30.9	“Umupfakazi cyangwa umugore wasenzwe, ajye asohoza icyo yasezeranye cyose.
NUM.30.10	“Umugore ufite umugabo nahiga umuhigo cyangwa akarahirira kugira icyo yigomwa, 
NUM.30.11	umugabo we akabyumva ntamubuze, uwo mugore ajye asohoza icyo yasezeranye cyose. 
NUM.30.12	Ariko umugabo we nabimubuza ku munsi yabyumviyeho, Uhoraho ntazabihōra uwo mugore kuko umugabo we azaba yamubujije gusohoza icyo yasezeranye. 
NUM.30.13	Umugabo afite uburenganzira bwo kwemera cyangwa guhakana imihigo umugore we yahize, cyangwa icyo yarahiriye kwigomwa. 
NUM.30.14	Natagira icyo amubuza ku munsi yabyumviyeho, azaba yemeye ko umugore we asohoza icyo yasezeranye cyose. 
NUM.30.15	Ariko umugabo namubuza kugisohoza nyuma y'uwo munsi, ni we ukwiriye guhanirwa ko umugore we atashohoje icyo yasezeranye.”
NUM.30.16	Ayo ni yo mabwiriza Uhoraho yahaye Musa ku byerekeye imihigo y'abagore, n'abakobwa bakiri kwa se.
NUM.31.1	Uhoraho abwira Musa ati: 
NUM.31.2	“Ugiye kuzapfa, ariko uzabanze uhōre Abamidiyani ibibi bakoreye Abisiraheli.”
NUM.31.3	Nuko Musa abwira Abisiraheli ati: “Nimutoranye abajya kurwanya Abamidiyani, mubahōre ibyo bakoreye Uhoraho. 
NUM.31.4	Mutoranye umutwe w'ingabo igihumbi muri buri muryango w'Abisiraheli zitabare.” 
NUM.31.5	Nuko Abisiraheli batoranya ingabo ibihumbi cumi na bibiri, zitegura intwaro kugira ngo zitabare. 
NUM.31.6	Musa azohereza ku rugamba, ziri kumwe na Finehasi mwene Eleyazari umutambyi. Finehasi yajyanye ibikoresho byo mu Ihema
NUM.31.7	Nuko zitera Abamidiyani nk'uko Uhoraho yabitegetse Musa, zica abagabo bose. 
NUM.31.8	Zica n'abami batanu b'Abamidiyani ari bo Ewi na Rekemu, na Suri na Huri na Reba. Zica na Balāmu
NUM.31.9	Abisiraheli banyaga abagore n'abana b'Abamidiyani, banyaga amatungo yabo yose, basahura n'ubutunzi bwabo bwose. 
NUM.31.10	Batwika imijyi yose y'Abamidiyani n'inkambi zabo zose. 
NUM.31.11	Hanyuma batabarukana ibyo basahuye n'iminyago y'abantu n'amatungo, 
NUM.31.12	babishyīra Musa n'umutambyi Eleyazari n'Abisiraheli bose, aho bari bashinze amahema mu kibaya cya Mowabu, iburasirazuba bw'uruzi rwa Yorodani, ahateganye n'i Yeriko.
NUM.31.13	Musa n'umutambyi Eleyazari n'abatware b'Abisiraheli bose, basanganirira ingabo inyuma y'inkambi. 
NUM.31.14	Musa arakarira abatwaraga ingabo ibihumbi n'abatwaraga amagana batabarutse, 
NUM.31.15	arababaza ati: “Kuki mutishe abagore? 
NUM.31.16	Ntimuzi ko ari bo bakurikije inama za Balāmu, bagatuma Abisiraheli bacumura ku Uhoraho mu byabereye i Pewori? Ni bo batumye icyorezo gitera mu Bisiraheli. 
NUM.31.17	None nimwice abahungu bose n'abagore bose, 
NUM.31.18	ariko abakobwa ntimubice, ahubwo mubijyanire. 
NUM.31.19	Mushinge kandi amahema yanyu inyuma y'inkambi muhamare iminsi irindwi. Maze ku munsi wa gatatu no ku wa karindwi, uwishe umuntu wese n'uwakoze ku ntumbi wese hamwe n'abo bakobwa, muzihumanure. 
NUM.31.20	Muzahumanure n'imyambaro yose n'ibikoze mu mpu no mu bwoya bw'ihene byose n'ibibajwe mu biti byose.”
NUM.31.21	Umutambyi Eleyazari abwira ingabo zitabarutse ku rugamba ati: “Nimukurikize ibyo Uhoraho yategetse Musa. 
NUM.31.22	Izahabu n'ifeza n'umuringa n'ibindi byuma byose 
NUM.31.23	bidashobora gutwikwa n'umuriro, mubihumanure mubicishije mu muriro, kandi mubyogeshe amazi yo guhumanura. Naho ibintu byashobora gutwikwa n'umuriro mubyogeshe ayo mazi gusa. 
NUM.31.24	Nimumara kumesa imyambaro yanyu ku munsi wa karindwi, muzaba muhumanutse mubone gusubira mu nkambi.”
NUM.31.25	Uhoraho abwira Musa ati: 
NUM.31.26	“Wowe n'umutambyi Eleyazari n'abakuru b'Abisiraheli, mubare iminyago yose y'abantu n'iy'amatungo. 
NUM.31.27	Nuko uyigabanyemo kabiri, umugabane umwe uhabwe abatabarutse ku rugamba, undi uhabwe abandi Bisiraheli. 
NUM.31.28	Ku mugabane w'abatabarutse ukureho ibyo kunyegurira ku buryo bukurikira: umuntu umwe mu bantu magana atanu, n'itungo rimwe mu matungo magana atanu, yaba inka cyangwa indogobe, cyangwa ihene cyangwa intama. 
NUM.31.29	Ubikure ku mugabane wabo maze ubihe umutambyi Eleyazari, bibe nk'ituro rinyeguriwe. 
NUM.31.30	No ku mugabane w'abandi Bisiraheli ukure umuntu umwe mu bantu mirongo itanu, n'itungo rimwe mu matungo mirongo itanu, yaba inka cyangwa indogobe cyangwa ihene cyangwa intama. Ubihe Abalevi bashinzwe Ihema ryanjye.” 
NUM.31.31	Musa n'umutambyi Eleyazari babigenza nk'uko Uhoraho yabitegetse Musa.
NUM.31.32	Iminyago ingabo z'Abisiraheli zazanye, yari igizwe n'intama n'ihene ibihumbi magana atandatu mirongo irindwi na bitanu, 
NUM.31.33	n'inka ibihumbi mirongo irindwi na bibiri, 
NUM.31.34	n'indogobe ibihumbi mirongo itandatu na kimwe, 
NUM.31.35	n'abakobwa ibihumbi mirongo itandatu na bibiri. 
NUM.31.36	Abatabarutse bahawe kimwe cya kabiri cy'iyo minyago. Mu ntama n'ihene ibihumbi magana atatu mirongo itatu na birindwi na magana atanu bahawe, 
NUM.31.37	magana atandatu mirongo irindwi n'eshanu zeguriwe Uhoraho. 
NUM.31.38	Mu nka ibihumbi mirongo itatu na bitandatu bahawe, mirongo irindwi n'ebyiri zeguriwe Uhoraho. 
NUM.31.39	Mu ndogobe ibihumbi mirongo itatu na magana atanu bahawe, mirongo itandatu n'imwe zeguriwe Uhoraho. 
NUM.31.40	Mu bakobwa ibihumbi cumi na bitandatu bahawe, mirongo itatu na babiri beguriwe Uhoraho. 
NUM.31.41	Iyo minyago yeguriwe Uhoraho, Musa ayiha umutambyi Eleyazari nk'uko Uhoraho yabitegetse.
NUM.31.42	Musa aha abandi Bisiraheli umugabane usigaye w'iminyago, 
NUM.31.43	wari ugizwe n'intama n'ihene ibihumbi magana atatu mirongo itatu na birindwi na magana atanu, 
NUM.31.44	n'inka ibihumbi mirongo itatu na bitandatu, 
NUM.31.45	n'indogobe ibihumbi mirongo itatu na magana atanu, 
NUM.31.46	n'abakobwa ibihumbi cumi na bitandatu. 
NUM.31.47	Kuri uwo mugabane Musa akuraho umukobwa umwe muri mirongo itanu, n'itungo rimwe muri mirongo itanu, abiha Abalevi bashinzwe Ihema ry'Uhoraho nk'uko Uhoraho yabimutegetse.
NUM.31.48	Abatwaraga ingabo ibihumbi n'abatwaraga amagana begera Musa, 
NUM.31.49	baramubwira bati: “Nyakubahwa, twabaze ingabo dutwara dusanga nta n'umwe ubuze. 
NUM.31.50	Tuzanye n'ibyo twabonye bicuzwe mu izahabu, birimo imikufi yo ku maboko n'ibikomo n'impeta, n'amaherena n'imikufi yo mu ijosi, tuje kubitura Uhoraho kugira ngo duhongerere ibyaha byacu
NUM.31.51	Musa n'umutambyi Eleyazari bakira ibyo bintu byose by'izahabu 
NUM.31.52	abatware batuye Uhoraho, basanga bipima ibiro ijana na mirongo cyenda. 
NUM.31.53	Izo zahabu zavuye ku byo buri ngabo yisahuriye. 
NUM.31.54	Musa na Eleyazari bazizana ku Ihema ry'ibonaniro, kugira ngo Abisiraheli bajye bibuka ibyo Uhoraho yabakoreye
NUM.32.1	Abarubeni n'Abagadi bari batunze cyane, babonye inzuri nziza zo mu ntara ya Yāzeri n'iya Gileyadi, 
NUM.32.2	basanga Musa n'umutambyi Eleyazari n'abatware b'Abisiraheli, barababwira bati: 
NUM.32.3+NUM.32.4	“Uhoraho yahaye Abisiraheli kwigarurira umujyi wa Ataroti n'uwa Diboni, n'uwa Yāzeri n'uwa Nimura, n'uwa Heshiboni n'uwa Eleyale, n'uwa Sibuma n'uwa Nebo n'uwa Bewoni. Igihugu iyo mijyi irimo gifite inzuri nziza. None rero nyakubahwa, kubera ko dufite amatungo menshi 
NUM.32.5	kandi niba bikunogeye, uduhe iki gihugu kibe gakondo yacu, twe kuzambuka uruzi rwa Yorodani.”
NUM.32.6	Musa abaza Abagadi n'Abarubeni ati: “Mbese muragira ngo bene wanyu bajye ku rugamba, naho mwebwe mwisigarire ino? 
NUM.32.7	Kuki mushaka guca abandi Bisiraheli intege, mubabuza kujya mu gihugu Uhoraho yabahaye? 
NUM.32.8	Ibyo ni byo ba so bakoze ubwo naboherezaga gutata icyo gihugu turi i Kadeshi-Barineya. 
NUM.32.9	Baragiye baragitata banyuze mu gikombe cya Eshikoli, ariko bagarutse baca abandi Bisiraheli intege, bababuza kujya mu gihugu Uhoraho yabahaye. 
NUM.32.10	Uwo munsi Uhoraho yararakaye maze ararahira ati: 
NUM.32.11	‘Aba bantu bavuye mu Misiri banze kunyoboka. Ni yo mpamvu kuva ku bafite imyaka makumyabiri n'abayirengeje, nta n'umwe muri bo uzagera mu gihugu nasezeraniye Aburahamu na Izaki na Yakobo, 
NUM.32.12	uretse Kalebu mwene Yefune w'Umukenizi, na Yozuwe mwene Nuni kuko banyobotse badashidikanya.’ 
NUM.32.13	Uhoraho yarakariye Abisiraheli cyane, abazerereza mu butayu imyaka mirongo ine kugeza igihe abamucumuyeho bashiriye. 
NUM.32.14	None namwe mwafashe imico mibi ya ba so murabakurikiza. Mugiye gutuma Uhoraho yongera kuturakarira. 
NUM.32.15	Nimumugomera azongera atuzerereze mu butayu, namwe mube mutumye turimbuka.”
NUM.32.16	Abarubeni n'Abagadi basubiza Musa bati: “Reka tubanze twubakire amatungo yacu ibiraro, twubake n'imijyi yo gutuzamo abo mu miryango yacu, 
NUM.32.17	tuyizengurutse inkuta zo kubarinda abanzi. Hanyuma tuzafata intwaro tujye imbere y'abandi Bisiraheli, tubageze aho bazatura. 
NUM.32.18	Ntituzasubira mu ngo zacu Umwisiraheli wese atarahabwa gakondo ye. 
NUM.32.19	Ntituzagira gakondo hamwe na bo hakurya ya Yorodani, kuko tuzaba duhawe iyacu hakuno iburasirazuba.”
NUM.32.20	Musa arababwira ati: “Ndabyemeye, muzabigenze mutyo. Muzafate intwaro mutabare muyobowe n'Uhoraho, 
NUM.32.21	mwambuke Yorodani mumurwanirire kugeza ubwo azatsinda abanzi be, 
NUM.32.22	akigarurira icyo gihugu. Nimubigenza mutyo, muzaba mushohoje inshingano z'ibyo mugomba gukorera Uhoraho n'abandi Bisiraheli. Bityo muzashobora gusubira mu miryango yanyu, kandi Uhoraho azabaha iki gihugu ho gakondo. 
NUM.32.23	Ariko nimutabigenza mutyo, muzaba mumucumuyeho kandi ntimuzabura kubihanirwa. 
NUM.32.24	Ngaho nimwubakire ab'imiryango yanyu imijyi, n'amatungo yanyu muyubakire ibiraro, ariko ntimuzabure gusohoza ibyo mwasezeranye.”
NUM.32.25	Abagadi n'Abarubeni babwira Musa bati: “Databuja, tuzabigenza uko ubitegetse, 
NUM.32.26	tuzasiga abana bacu n'abagore bacu n'amatungo yacu yose mu mijyi ya Gileyadi
NUM.32.27	Natwe databuja, nk'uko wabivuze tuzafata intwaro tujye ku rugamba tuyobowe n'Uhoraho.”
NUM.32.28	Musa ategeka umutambyi Eleyazari na Yozuwe mwene Nuni, n'abatware b'imiryango y'Abisiraheli ibyerekeye abo bantu 
NUM.32.29	agira ati: “Abagadi n'Abarubeni nibemera kuyoborwa n'Uhoraho, bagafata intwaro bakambukana namwe Yorodani mukigarurira igihugu, muzabahe intara ya Gileyadi ho gakondo. 
NUM.32.30	Ariko nibatabikora batyo, bazahabwe gakondo hamwe namwe mu gihugu cya Kanāni.”
NUM.32.31	Abagadi n'Abarubeni baramusubiza bati: “Nyakubahwa, tuzakora ibyo Uhoraho yadutegetse. 
NUM.32.32	Tuzafata intwaro twinjire mu gihugu cya Kanāni turwanirire Uhoraho, ariko duhabwe gakondo yacu hakuno ya Yorodani.”
NUM.32.33	Musa aha Abagadi n'Abarubeni n'igice cy'umuryango wa Manase mwene Yozefu, igihugu cya Sihoni umwami w'Abamori n'icya Ogi umwami wa Bashani, abaha ibyo bihugu n'imijyi yabyo. 
NUM.32.34	Abagadi basana umujyi wa Diboni n'uwa Ataroti n'uwa Aroweri, 
NUM.32.35	n'uwa Ataroti-Shofani n'uwa Yāzeri n'uwa Yogibeha, 
NUM.32.36	n'uwa Beti-Nimura n'uwa Beti-Harani. Basana iyo mijyi barayikomeza, bubaka n'ibiraro by'amatungo yabo. 
NUM.32.37	Abarubeni basana umujyi wa Heshiboni n'uwa Eleyale n'uwa Kiriyatayimu, 
NUM.32.38	n'uwa Nebo n'uwa Bāli-Mewoni n'uwa Sibuma, bahindura n'amazina y'imwe muri iyo mijyi.
NUM.32.39	Abakomoka kuri Makiri mwene Manase batera Gileyadi, barahigarurira bahirukana Abamori bari bahatuye. 
NUM.32.40	Nuko Musa aha Abamakiri icyo gihugu bagituramo. 
NUM.32.41	Undi ukomoka kuri Manase witwa Yayiri, ajya kwigarurira inkambi z'Abamori maze azita Inkambi za Yayiri. 
NUM.32.42	N'uwitwa Noba ajya kwigarurira umujyi wa Kenati n'insisiro ziwukikije, awitirira izina rye Noba.
NUM.33.1+NUM.33.2	Abisiraheli bavuye mu Misiri bakurikije imiryango yabo, bayobowe na Musa na Aroni. Uhoraho yari yarategetse Musa kwandika amazina y'ahantu hose Abisiraheli bagiye bashinga amahema. Dore amazina yaho.
NUM.33.3	Ku itariki ya cumi n'eshanu y'ukwezi kwa mbere, ari wo munsi ukurikira Pasika, Abisiraheli bahagurutse i Ramesesi bagenda barinzwe n'Uhoraho
NUM.33.4	Icyo gihe Abanyamisiri bari bagihamba abana babo bose b'impfura, bari bishwe n'Uhoraho. Uko ni ko Uhoraho yerekanye ko arusha imana z'Abanyamisiri ububasha.
NUM.33.5	Bavuye i Ramesesi bashinga amahema i Sukoti.
NUM.33.6	Bahavuye bayashinga Etamu hafi y'ubutayu.
NUM.33.7	Bahavuye basubira inyuma berekeje i Pihahiroti, bashinga amahema iburasirazuba bw'i Bāli-Sefoni hafi ya Migidoli.
NUM.33.8	Bahavuye bambuka inyanja bagera mu butayu, bagenda iminsi itatu mu butayu bwa Etamu, maze bashinga amahema i Mara.
NUM.33.9	Bahavuye bayashinga Elimu aho basanze amasōko cumi n'abiri n'imikindo mirongo irindwi.
NUM.33.10	Bahavuye bashinga amahema hafi y'Inyanja Itukura.
NUM.33.11	Bahavuye bayashinga mu butayu bwa Sini.
NUM.33.12	Bahavuye bayashinga i Dofuka.
NUM.33.13	Bahavuye bayashinga Alushi.
NUM.33.14	Bahavuye bayashinga i Refidimu, aho babuze amazi yo kunywa.
NUM.33.15	Bahavuye bayashinga mu butayu bwa Sinayi.
NUM.33.16	Bahavuye bayashinga i Kiburoti-Hatāva.
NUM.33.17	Bahavuye bayashinga i Haseroti.
NUM.33.18	Bahavuye bayashinga i Ritima.
NUM.33.19	Bahavuye bayashinga i Rimoni-Perēsi.
NUM.33.20	Bahavuye bayashinga i Libuna.
NUM.33.21	Bahavuye bayashinga i Risa.
NUM.33.22	Bahavuye bayashinga i Kehelata.
NUM.33.23	Bahavuye bayashinga ku musozi wa Sheferi.
NUM.33.24	Bahavuye bayashinga i Harada.
NUM.33.25	Bahavuye bayashinga i Makeloti.
NUM.33.26	Bahavuye bayashinga i Tahati.
NUM.33.27	Bahavuye bayashinga i Terahi.
NUM.33.28	Bahavuye bayashinga i Mitika.
NUM.33.29	Bahavuye bayashinga i Hashimona.
NUM.33.30	Bahavuye bayashinga i Moseroti.
NUM.33.31	Bahavuye bayashinga i Bene-Yākani.
NUM.33.32	Bahavuye bayashinga i Hori-Gidigadi.
NUM.33.33	Bahavuye bayashinga i Yotibata.
NUM.33.34	Bahavuye bayashinga Abirona.
NUM.33.35	Bahavuye bayashinga Esiyoni-Geberi.
NUM.33.36	Bahavuye bayashinga i Kadeshi mu butayu bwa Tsini.
NUM.33.37	Bahavuye bayashinga ku musozi wa Hori, hafi y'umupaka w'igihugu cya Edomu.
NUM.33.38	Ku itariki ya mbere y'ukwezi kwa gatanu k'umwaka wa mirongo ine Abisiraheli bavuye mu Misiri, umutambyi Aroni azamuka umusozi wa Hori abitegetswe n'Uhoraho, maze apfirayo. 
NUM.33.39	Icyo gihe Aroni yari amaze imyaka ijana na makumyabiri n'itatu avutse.
NUM.33.40	Nuko umwami wa Aradi iri mu majyepfo ya Kanāni, yumva ko Abisiraheli baje.
NUM.33.41	Abisiraheli bava ku musozi wa Hori, bashinga amahema i Salumona.
NUM.33.42	Bahavuye bayashinga i Punoni.
NUM.33.43	Bahavuye bayashinga Oboti.
NUM.33.44	Bahavuye bayashinga Iyabarīmu, iri ku mupaka w'igihugu cya Mowabu.
NUM.33.45	Bahavuye bayashinga i Diboni y'Abagadi.
NUM.33.46	Bahavuye bayashinga Alumoni-Dibulatayimu.
NUM.33.47	Bahavuye bayashinga mu bisi bya Abarīmu ahateganye na Nebo.
NUM.33.48	Bahavuye bayashinga mu kibaya cya Mowabu, iburasirazuba bw'uruzi rwa Yorodani, ahateganye n'i Yeriko. 
NUM.33.49	Bashinga amahema yabo muri icyo kibaya ku nkombe za Yorodani, bahereye i Beti-Yeshimoti bageza Abeli-Shitimu.
NUM.33.50	Bakiri mu kibaya cya Mowabu, iburasirazuba bwa Yorodani ahateganye n'i Yeriko, Uhoraho ategeka Musa 
NUM.33.51	kubwira Abisiraheli ati: “Nimumara kwambuka Yorodani mukagera mu gihugu cya Kanāni, 
NUM.33.52	muzirukane abahatuye bose, mutsembe ibigirwamana byabo byose ari ibibajwe cyangwa ibicurano, musenye n'aho babisengera. 
NUM.33.53	Muzigarurire icyo gihugu mugiture, kuko nakibahaye ho umurage. 
NUM.33.54	Muzakigabanye imiryango n'amazu yanyu yose mukoresheje ubufindo, aho ubufindo buzerekana azabe ari ho buri muryango uzatura. Icyakora umuryango munini uzahabwe umugabane munini, umuryango muto uhabwe umugabane muto. 
NUM.33.55	Ariko nimutirukana abatuye muri icyo gihugu, bazababera nk'igitotsi mu jisho cyangwa nk'ihwa mu mubiri. Bazababera abanzi mutuye hamwe. 
NUM.33.56	Nimutabirukana, ibyo bari kugirirwa ni mwe nzabigirira.”
NUM.34.1	Uhoraho ategeka Musa 
NUM.34.2	kubwira Abisiraheli ati: “Nimutera igihugu cya Kanāni, muzacyigarurire mugeze ku mipaka mbabwira. 
NUM.34.3	Mu ruhande rw'amajyepfo ahagana mu butayu bwa Tsini muzagabana n'igihugu cya Edomu. Umupaka wanyu uzahera mu majyepfo y'Ikiyaga cy'Umunyu, 
NUM.34.4	unyure mu majyepfo y'umusozi wa Akurabimu, ukomeze mu butayu bwa Tsini ugeze i Kadeshi-Barineya mu majyepfo. Kuva aho uzakomeza unyure i Hasaradari na Asimoni, 
NUM.34.5	ukomeze ugere ku kagezi ko ku mupaka wa Misiri no ku Nyanja ya Mediterane.
NUM.34.6	“Umupaka wanyu w'iburengerazuba uzaba Inyanja ya Mediterane.
NUM.34.7	“Uwo mu majyaruguru uzahera ku Nyanja ya Mediterane unyure ku musozi wa Hori, 
NUM.34.8	ukomeze kuri Lebo-Hamati ugeze i Sedadi mu majyaruguru. 
NUM.34.9	Kuva aho uzakomeza unyure i Zifuroni ugeze i Hasari-Enani. Uwo abe ari wo mupaka wanyu wo mu majyaruguru.
NUM.34.10	“Umupaka wanyu w'iburasirazuba uzahera Hasari-Enani unyure i Shefamu, 
NUM.34.11	ukomeze umanuke ugere i Ribula, iburasirazuba bwa Ayini. Kuva aho uzakomeza ku misozi iri iburasirazuba bw'ikiyaga cya Galileya, 
