GEN.1.1	Dəkəcop, kɔ Kanu kəwurɛ kɔm k'antɔf. 
JOS.1.8	Ta buk ba sariyɛ mbɛ bɔbɔl' am dəkusu! Məc-nəm-nəmnɛ daŋ pibi məgbətnɛ, məkɔt tɔkɔ buk bambɛ boloku mɔ, itɔ məŋsolnɛ dɔpɔ dɔtɔt, it' ɔŋsɔŋɛ mətam mes fəp. 
JOS.1.9	Indɛm f' am fɔ məyeŋk dis, məbaŋsɛ ba? Awa, ta mənesɛ, ta nəyikcɛ, bawo Kanu Kəpɔŋ Kanu kam kəsol' am nnɔ o nnɔ məŋkɔ mɔ.»
JOS.1.10	Kɔ Yosuwe osom ti akiriŋ: 
JOS.1.11	«Nəkɔtɛnɛ saŋka fəp, nəloku afum ntɛ: ‹Nədɛmnɛ yeri, bawo mata maas mɛŋcəmɛ kəcali ka Yurdɛn yayɛ, nəkɔ-baŋ atɔf nŋɛ Kanu Kəpɔŋ Kanu konu kəmpoc' on mɔ.›» 
JOS.1.12	Kɔ Yosuwe oloku aRuben, aKadu kɔ aka kusuŋka dacɔ ka Manase: 
JOS.1.13	Nətɔmpər tɔkɔ Musa wəcar ka Kanu Kəpɔŋ ɛnalok' un: «Kanu Kəpɔŋ, Kanu konu kəsɔŋ' un kəŋesəm, kəsɔŋ un atɔf nŋɛ.» 
JOS.1.14	Aran anu, awut anu, kɔ yɔcɔl yonu yendeyi antɔf ŋaŋɔkɔ Musa ɔsɔŋ un nde Yurdɛn kəsək ntende dec dɛmpɛ mɔ. Mba nəna arkun aŋɛ nəŋyɛfərɛnɛ nətɔmpər yosutnɛnɛ yonu mɔ, nən' endekɔ-nuŋkɛnɛ kəcali kəŋgbɔkɔ. Nəmar awɛŋc un aŋa, 
JOS.1.15	haŋ Kanu Kəpɔŋ kəsɔŋ awɛŋc un aŋa kəŋesəm pəmɔ nəna, ŋa sɔ ŋasɔtɔ antɔf nŋɛ Kanu Kəpɔŋ kəsɔŋ ŋa mɔ. Kɔ telip-ɛ, nəluksərnɛ nəder nəlɛk antɔf ŋa kɛ nŋɛ ŋɔyɔnɛ ŋonu mɔ. Musa wəcar ka Kanu Kəpɔŋ ɔsɔŋ un ŋi Yurdɛn kəca kəŋkɔ ntende dec dɛmpɛ mɔ.»
JOS.1.16	Kɔ ŋaloku Yosuwe: «Tɔkɔ məloku su mɔ fəp, səndeyɔ ti, səndesɔ-kɔ nnɔ o nnɔ məndekekərɛ su mɔ. 
JOS.1.17	Səndecəŋkəl' am pəmɔ tɔkɔ sənacəŋkəlɛ Musa mɔ. Tes tin gbəcərəm tɛbas su: A Kanu Kəpɔŋ Kanu kam kəŋsol' am pəmɔ tɔkɔ kənasolɛ Musa mɔ! 
JOS.1.18	Nwɛ o nwɛ endetaŋər' əm aləŋəs, pəyeŋkər dim dam dobomp mɔ, andif kɔ. Məyeŋk dis gbaŋ, məbaŋsɛ!
JOS.2.1	Kɔ Yosuwe wan ka Nun osom afum mɛrəŋ dim dantɔf kəyɛfɛ ka Sitim, pəc-loku ŋa: «Nəkɔ, nəkɔkcɛ antɔf ŋaŋɔkɔ kɔ dare da Yeriko! Kɔ afum akakɔ ŋaŋkɔ ŋabɛrɛ nde kəlɔ ka wəran wətɔtam kəloto kɔn mɔ, pac-we kɔ Rahabu, kɔ ŋaŋcepərɛnɛ pibi nde ndɔrɔn. 
JOS.2.2	K'aloku wəbɛ ka Yeriko: «Awa, nəgbətnɛ ntɛ arkun aka Yisrayel ŋanderna nnɔ pibi kədefen-feni atɔf ŋosu mɔ!» 
JOS.2.3	Kɔ wəbɛ wəka Yeriko osom pakɔ-loku Rahabu: «Məwurɛnɛ afum akɔ ŋayi nnɔ ndaram mɔ, aŋɛ ŋambɛrɛ nde kəlɔ kam mɔ, bawo kəfen-feni ka atɔf fəp kɔ ŋanderɛnɛ.» 
JOS.2.4	Kɔ wəran nwɛ eŋkekərɛ arkun aŋɛ mɛrəŋ k'ɔŋkɔ pəmɛŋk, k'oloku asom a wəbɛ: «Kaŋce kɔ, arkun aŋɛ mɛrəŋ ŋandersa nnɔ kəlɔ kem, mba iŋcərɛsa fɛ aka nnɔ ŋayɔnɛ mɔ. 
JOS.2.5	Nendisna tɛm ntɛ dec dɛŋkalɛsa pac-kɔ kəgbət kumba ka dare dəkusu mɔ, kɔ arkun aŋɛ ŋawur nnɔ, mba iŋcərɛ fɛ nde ŋaŋkɔsa mɔ. Nəbɛlkər nəcəmɛ ŋa darəŋ, nəŋkɔbəp ŋa!» 
JOS.2.6	Ntɛ tɛnayi mɔ, ɛnapɛnɛ ŋa nde kəlɔ dareŋc, k'ɛmɛŋk ŋa nde sek ya cəŋkɔlma dacɔ, ncɛ ɛnadɛt nde kəlɔ dareŋc mɔ. 
JOS.2.7	Kɔ afum ŋasumpər dɔpɔ da Yurdɛn kəbɛlər ŋa haŋ nde dəkətənta. K'aŋgbət kumba ka dare dəkusu ntɛ afum abɛlər aŋan ŋanawur mɔ.
JOS.2.8	Ta acikəra atɛn mes ŋantadirɛ-ɛ, kɔ Rahabu ɛmpɛ kəkɔ-bəp ŋa nde kəlɔ dareŋc. 
JOS.2.9	Kɔ wəran nwɛ oloku arkun aŋɛ: «Iŋcərɛ a Kanu Kəpɔŋ kəsɔŋ un atɔf ŋaŋɛ. Pəlɛc pɔkɔ nəfaŋɛ su mɔ pɔsɔtɔ su, ayek-yek ŋɛŋgbəpərnɛ afum fəp, ŋayi kənes' on. 
JOS.2.10	Bawo səne a Kanu Kəpɔŋ kənawosər' on domun da Kəba ka Cəŋkɔlma ntɛ nəŋc-wur Misira mɔ. Səne sɔ tɔkɔ nənadif abɛ a Amɔr mɛrəŋ aŋɛ ŋanayi kəŋgbɔkɔ ka Yurdɛn kəsək ntende dec dɛmpɛ mɔ: Sihɔŋ kɔ Oku. 
JOS.2.11	Səne ti, itɔ mim mowurɛ su, kɔ nwɛ o nwɛ eŋgbiŋ kifir nnɔ nəyi mɔ, bawo Kanu Kəpɔŋ, Kanu konu, kəyɔnɛ Kanu ka dareŋc, kɔ dəntɔf. 
JOS.2.12	Ndɛkəl oŋ, nədɛrm' em nnɔ Kanu Kəpɔŋ kəyi mɔ, a məndelasɛ afum a kəlɔ kem layidi pəmɔ dɔkɔ iyɔn' on mɔ. Mədɛrm' em 
JOS.2.13	a nəndesak iya kem, papa kem, awɛŋc im aŋa arkun, aran, kɔ afum alpəs aŋɛ ŋayɔnɛ akəŋan mɔ fəp. Nəsak su səmulpər defi, nəfɔdedif su.» 
JOS.2.14	Kɔ arkun aŋɛ ŋaloku wəran nwɛ: «Səwosɛ kəfinɛ tetam, mba ta mədeloku afum tɔkɔtɛnɛ tosu de! Kɔ Kanu Kəpɔŋ kəndesɔŋ su atɔf-ɛ, səndebɔt mera səlasɛnɛ sɔ layidi nnɔ məyi mɔ.» 
JOS.2.15	K'ɔsɔŋ ŋa kəbənda kɔ ŋantorɛnɛ ki nde dəwundɛr, bawo kəlɔ kɔn kənayi disrɛ kəgbəcɛnɛ kɔ damba da saŋka sa dare. 
JOS.2.16	Kɔ wəran nwɛ oloku ŋa: «Nəkɔ ta dəmɔrɔ kɔ pəyi fɛ ti-ɛ, nəmbəpɛnɛ kɔ abɛlər anu. Nəgbɔpnɛ dəndo haŋ mata maas, tɛntəŋnɛ abɛlər anu ŋalukus, a nəna nədesumpər dɔpɔ donu kəkɔ!» 
JOS.2.17	Kɔ arkun aŋɛ ŋaloku kɔ: «Ntɛ tendesɔŋɛ su kəlas kədɛrəm nkɛ məsɔŋɛ su kədɛrm' am mɔ: 
JOS.2.18	Awa, məcəŋkəl im! Tɛm ntɛ səndebɛrɛ dare mɔ, mɛnɛ məkotər tafəc peyim nde wundɛr wɔkɔ mənatorɛnɛ su mɔ. Məcəmbərərnɛ iya wəkam, papa wəkam, awɛŋc'əm aŋa arkun aran, afum am fəp nde kəlɔ kam. 
JOS.2.19	Nwɛ o nwɛ ɛŋcali kusuŋka kaŋkɔ a pəwur mɔ, ɛsarɛ teta mecir mɔn ndena Kanu Kəpɔŋ, mba kaŋkɔ pagbuŋɛnɛ wəkin nu dacɔ-ɛ, səsarɛ teta mecir ma wəkayi! 
JOS.2.20	Kɔ məloku afum tɔkɔtɛnɛ tosu-ɛ, tɛm tatɔkɔ səŋsikili tɛtəŋnɛ tosu kɔ məna.» 
JOS.2.21	Kɔ wəran nwɛ oloku: «Kanu Kəpɔŋ kəsɔŋɛ teyi pəmɔ tɔkɔ nəloku ti mɔ!» Kɔ wəran nwɛ ɛsak arkun aŋɛ kɔ ŋaŋkɔ. Kɔ wəran nwɛ oŋkot tafəc pəyim nde wundɛr wɔn.
JOS.2.22	Kɔ arkun aŋɛ ŋaŋkɔ ta dəmɔrɔ, kɔ ŋaŋgbɔpnɛ di mata maas, haŋ kɔ abɛləs aŋan ŋalukus. Abɛlər aŋan ŋac-tɛn ŋa dɔpɔ, mba ŋananəŋk fɛ ŋa. 
JOS.2.23	Kɔ afum aŋɛ mɛrəŋ ŋande ŋator dəmɔrɔ, kɔ ŋaŋcali Yurdɛn. Kɔ ŋaŋkɔ ŋabəp Yosuwe wan ka Nun, kɔ ŋalɔmər kɔ tɔkɔ ŋanasɔtɔ nde anasom ŋa mɔ. 
JOS.2.24	Kɔ ŋaloku Yosuwe: «Pəwurɛnɛ pəmɔ Kanu Kəpɔŋ kəsɔŋ su atɔf ŋaŋɔkɔ fəp. Ayek-yek ŋɛŋgbəpərnɛ afum fəp, ŋayi kənesɛ su.»
JOS.3.1	Yosuwe ɛyɛfɛ bət-bət suy, nkɔn kɔ aka Yisrayel fəp, kɔ ŋayɛfɛ Sitim kɔ ŋaŋkɔ haŋ kəŋgbɔkɔ ka Yurdɛn. Dəndo ŋayekti saŋka, kɔ ŋandirɛ di, ŋantacali fɛ kərɛsna. 
JOS.3.2	Ntɛ mata maas meŋcepər mɔ, kɔ akiriŋ ŋaŋkɔtɛnɛ saŋka fəp. 
JOS.3.3	Kɔ ŋaloku afum ntɛ: «Kɔ nəndenəŋk kaŋkəra ka danapa da Kanu Kəpɔŋ kɔ səna-ɛ, kɔ aloŋnɛ aLewy aŋɛ ŋagbaŋnɛ ki mɔ, nəyɛfɛ nde nəyi mɔ, nəcəmɛ ki darəŋ. 
JOS.3.4	Mba nəbɔlɛnɛ ki abara masar kəcamət, ta nəlɔtərnɛ ki de! Tɛm tatɔkɔ, nəŋcərɛ dɔpɔ dɔkɔ pəmar a nəkɔ mɔ, bawo nəntacepər fɛ dɔpɔ dandɛ tɔcɔkɔ-cɔkɔ.»
JOS.3.5	Kɔ Yosuwe oloku afum: «Nəsɔkəsnɛ, bawo Kanu Kəpɔŋ kəŋyɔ alna mes mɔpɔŋ nnɔ nəyi mɔ.» 
JOS.3.6	Kɔ Yosuwe oloku aloŋnɛ: «Nəlɛk kaŋkəra kəsɛlɛŋ ka danapa da Kanu nkɛ nəgbaŋnɛ mɔ, nəcepər afum fɔr kiriŋ.» Kɔ aloŋnɛ ŋalɛk kaŋkəra, kɔ ŋaŋcepər afum fɔr kiriŋ.
JOS.3.7	Kɔ Kanu Kəpɔŋ kəloku Yosuwe: «Iŋcop kəleləs'əm mɔkɔ nnɔ afum aka Yisrayel ŋayi mɔ, ntɛ tɔŋsɔŋɛ ŋacərɛ a in' osol am, pəmɔ tɔkɔ inasolɛ Musa mɔ. 
JOS.3.8	Kɔ məna, məsom aloŋnɛ aŋɛ ŋaŋgbaŋnɛ kaŋkəra ka danapa mɔ ntɛ: Kɔ nəŋkɔ bəp kəŋgbɔkɔ ka Yurdɛn-ɛ, nəcəmbərəs domun disrɛ.» 
JOS.3.9	Kɔ Yosuwe oloku aka Yisrayel: «Nəcɔŋnɛ nnɔ, nəcəŋkəl moloku ma Kanu Kəpɔŋ, Kanu konu!» 
JOS.3.10	Kɔ Yosuwe oloku: «Ntɛ tɔ nəndecərɛ a Kanu Kəpɔŋ kəy' un dacɔ, ki kəŋkɔbɛləs nu fɔr kiriŋ aka Kanahan, aHit, aHiwy, aPerisi, aKirkasa, aka Amɔr, kɔ aYebus. 
JOS.3.11	Awa nəgbətnɛ ntɛ: Kaŋkəra ka danapa da Mariki ma doru fəp kəndecali kəŋgbɔkɔ ka Yurdɛn fɔr yonu kiriŋ mɔ. 
JOS.3.12	Nəlɛk afum wəco kɔ mɛrəŋ cusuŋka ca Yisrayel disrɛ, fum wəkin kusuŋka o kusuŋka. 
JOS.3.13	Ntɛ aloŋnɛ aŋɛ ŋagbaŋnɛ kaŋkəra ka danapa da Kanu Kəpɔŋ Mariki ma doru fəp ŋanadegbət wɛcək domun da Yurdɛn, kɔ domun da Yurdɛn deŋgbintər, kɔ səbo səsak kətorɛ domun, kɔ doŋloŋkanɛ tofo tin.»
JOS.3.14	Ntɛ afum ŋanawur dəcəbal kəkɔ-cali kəŋgbɔkɔ ka Yurdɛn mɔ, aloŋnɛ agbaŋnɛ kaŋkəra kəsɛlɛŋ ka danapa da Kanu Kəpɔŋ mɔ ŋaŋcepər afum fɔr kiriŋ. 
JOS.3.15	Katɛla kəŋgbɔkɔ ka Yurdɛn kəŋc-larɛ domun. Ntɛ agbaŋnɛ kaŋkəra ŋaŋkɔ-torɛ wɛcək dəromun mɔ, 
JOS.3.16	kɔ domun ndɛ dɛŋyɛfɛ dəsəbo mɔ dɛŋcəmɛ, kɔ doloŋkanɛ kəfo kin pəbolu pəmɔ aboŋən ntende dare da Adama ndɛ deyi Cartaŋ kəsək, kɔ dɔkɔ dontor kəca ka kəba ka Araba, kəba Kədokət, kɔ səbo sasɔkɔ fəp səŋcopər domun. Kɔ afum ŋaŋcali kəŋgbɔkɔ ŋatɛfərnɛ dare da Yeriko. 
JOS.3.17	Aloŋnɛ aŋɛ ŋanagbaŋnɛ kaŋkəra ka danapa da Kanu Kəpɔŋ mɔ ŋacəmɛ antɔf ŋowosu fər kəroŋ kəŋgbɔkɔ ka Yurdɛn dacɔ. Kɔ afum a Yisrayel fəp ŋalip kəcali kəŋgbɔkɔ antɔf ŋowosu kəroŋ.
JOS.4.1	Ntɛ afum a Yisrayel fəp ŋalip kəcali Yurdɛn mɔ, kɔ Kanu Kəpɔŋ kəloku Yosuwe: 
JOS.4.2	«Məyɛk-yɛk atɛmp wəco kɔ mɛrəŋ afum dacɔ, kusuŋka o kusuŋka fum wəkin. 
JOS.4.3	Məloku ŋa: ‹Nəkɔ nəlɛk masar wəco kɔ mɛrəŋ nde antɔf ŋowosu fər kəŋgbɔkɔ ka Yurdɛn dacɔ, kəfo nkɛ aloŋnɛ ŋaŋcəmɛ mɔ. Nəlɛk mi nəkɛrɛ nəkɔ nəboc mi nde kəfo nkɛ nəndena-cepərɛnɛ pibi mɔ.›» 
JOS.4.4	Kɔ Yosuwe ewe afum aŋɛ wəco kɔ mɛrəŋ aŋɛ anayɛk-yɛk aka Yisrayel dacɔ mɔ, kusuŋka o kusuŋka fum wəkin. 
JOS.4.5	Kɔ Yosuwe oloku ŋa: «Nəcepər kaŋkəra ka danapa da Kanu Kəpɔŋ Kanu konu fɔr kiriŋ, nəsolnɛ cər kəkɔ ka Yurdɛn dacɔ, nwɛ o nwɛ pəgbaŋnɛ tasar tin, kəlɔm ka cusuŋka ca Yisrayel, 
JOS.4.6	ntɛ tɔŋsɔŋɛ tɔyɔnɛ tɛnɛpəlɛ tonu mɔ. Kɔ awut anu ŋandeyif un dɔsɔk dɔlɔma-ɛ: ‹Ake masar mamɛ mɛfaŋ kəloku su-ɛ?› 
JOS.4.7	nəloku ŋa fɔ domun da Yurdɛn dɛnacopər fɔr ya kaŋkəra ka danapa da Kanu Kəpɔŋ kiriŋ ntɛ kəŋc-cali Yurdɛn mɔ, kɔ kəŋgbɔkɔ ka Yurdɛn kəŋcopɛ domun. Masar mamɛ mende kəc-cɛm-cɛməs aka Yisrayel doru o doru.»
JOS.4.8	K'aka Yisrayel ŋayɔ tɔkɔ Yosuwe ɛnaloku ŋa mɔ. Kɔ ŋaŋkɔ ŋalɛk masar wəco kɔ mɛrəŋ nde kəŋgbɔkɔ ka Yurdɛn dacɔ pəmɔ tɔkɔ Kanu Kəpɔŋ kənaloku ti Yosuwe mɔ, kəlɔm ka cusuŋka ca aYisrayel. Kɔ ŋalɛk masar mamɔkɔ kɔ ŋaŋcalɛnɛ nde ŋanacəmbər cəbal kərɛsna mɔ, kɔ ŋamboc. 
JOS.4.9	Kɔ Yosuwe omboc sɔ masar wəco kɔ mɛrəŋ kəŋgbɔkɔ ka Yurdɛn dacɔ, kəfo nkɛ aloŋnɛ agbaŋnɛ a kaŋkəra ka danapa da Kanu Kəpɔŋ ŋanacəmbər wɛcək mɔ. Masar mamɔkɔ mɔsɔrɔyi di haŋ mɔkɔ.
JOS.4.10	Aloŋnɛ aŋɛ ŋanagbaŋnɛ kaŋkəra kəsɛlɛŋ mɔ, ŋanacepɛ fɛ dəkəcəmɛ daŋan kəŋgbɔkɔ ka Yurdɛn disrɛ haŋ kɔ aka Yisrayel ŋalip kəyɔ ka tɔkɔ Kanu Kəpɔŋ kənasom Yosuwe a pəloku ŋa mɔ, kɔ Yosuwe ɔyɔ mes fəp pəmɔ tɔkɔ Musa ɛnasom kɔ ti mɔ. Kɔ aka Yisrayel ŋambɛlkər kəcali. 
JOS.4.11	Ntɛ afum fəp ŋalip kəcali mɔ, kaŋkəra ka Kanu Kəpɔŋ kɔ aloŋnɛ akɔ ŋanagbaŋnɛ ki mɔ ŋaŋcali sɔ, kɔ ŋaŋcepər sɔ afum kiriŋ. 
JOS.4.12	Kɔ aka Yisrayel alɔma aka cusuŋka ca Ruben, Kadu kɔ kusuŋka dacɔ ka Manase ŋaŋcepər aka Yisrayel kiriŋ pəmɔ tɔkɔ Musa ɛnaloku ŋa ti mɔ. 
JOS.4.13	Antam kəloku fɔ dɔsɔk dadɔkɔ asɔdar mɛcəp wəco maŋkəlɛ, atɔmpər yosutnɛnɛ ŋaŋcepər Kanu Kəpɔŋ kiriŋ, ŋalip kəlompəsnɛ kəkɔ-sutɛnɛ, nde aranta ŋa Yurdɛn. 
JOS.4.14	Dɔsɔk dadɔkɔ, kɔ Kanu Kəpɔŋ kəmbɛkəs Yosuwe aka Yisrayel fəp dacɔ, kɔ ŋaleləs kɔ pəmɔ tɔkɔ ŋanaleləs Musa kiyi kɔn doru fəp mɔ.
JOS.4.15	Kɔ Kanu Kəpɔŋ kəloku Yosuwe: 
JOS.4.16	«Məloku aloŋnɛ aŋɛ ŋagbaŋnɛ kaŋkəra nkɛ kəyɔ sariyɛ nsɛ sədɛrmɛnɛ danapa dosu mɔ, ŋapɛnɛ ki Yurdɛn.» 
JOS.4.17	Kɔ Yosuwe oloku aloŋnɛ: «Nəpɛ Yurdɛn!» 
JOS.4.18	Ntɛ aloŋnɛ agbaŋnɛ a kaŋkəra ka danapa da Kanu Kəpɔŋ ŋanadepɛ kəŋgbɔkɔ ka Yurdɛn kɔ ŋandeŋ wɛcək dəpəwosu mɔ, kɔ domun da kəŋgbɔkɔ ka Yurdɛn doŋcop sɔ kəkɔt səbo sayi pəmɔ tɔkɔ mɛŋc ma fraŋsuwa mɛŋyɛfɛ mɔ. 
JOS.4.19	Kɔ afum ŋaŋcali Yurdɛn tataka ta wəco ta ŋof ŋɔcɔkɔ-cɔkɔ, kɔ ŋaŋkɔ ŋayekti saŋka nde Kilkal, ntende dec dɛmpɛ Yeriko mɔ.
JOS.4.20	Masar wəco kɔ mɛrəŋ mmɛ ŋanalɛk kəŋgbɔkɔ ka Yurdɛn disrɛ mɔ, kɔ Yosuwe ɛŋcəmbər mi Kilkal.
JOS.4.21	Kɔ Yosuwe oloku aka Yisrayel: «Alna kɔ awut anu ŋandeyif un: ‹Masar ma ake mɔ mamɛ-ɛ?› 
JOS.4.22	nəc-loku ŋa fɔ: ‹Aka Yisrayel ŋanacali kəŋgbɔkɔ ka Yurdɛn kəwosər domun.› 
JOS.4.23	Kanu Kəpɔŋ Kanu konu kənawosərɛ nu domun da kəŋgbɔkɔ ka Yurdɛn haŋ kɔ aka Yisrayel ŋalip kəcali pəmɔ tɔkɔ Kanu Kəpɔŋ kənayɔnɛ su ti Kəba ka Cəŋkɔlma haŋ kɔ səŋcali ki mɔ. 
JOS.4.24	Ti tendesɔŋɛ afum a doru fəp kəcərɛ a kəca ka Kanu kəyɔ fənɔntər. Tɔsɔŋ' on sɔ kənesɛ Kanu Kəpɔŋ kiyi konu doru fəp.»
JOS.5.1	Ntɛ abɛ a Amɔr fəp aŋɛ ŋayi ntende dec dɛŋkalɛ Yurdɛn mɔ, kɔ abɛ aKanahan aŋɛ ŋayi agbɛp ŋa Kəba Kəpɔŋ mɔ, ŋane a Kanu Kəpɔŋ kənawosəsərɛ aka Yisrayel kəŋgbɔkɔ ka Yurdɛn haŋ kɔ ŋaŋcali ki, bəkəc yɔfɔr fɛ ŋa sɔ, kɔ ŋanesɛ aka Yisrayel pəpɔŋ.
JOS.5.2	Tɛm tatɔkɔ kɔ Kanu Kəpɔŋ kəloku Yosuwe: «Məpat səfaka sa masar, kɔ tɛyɛfɛ dənda-ɛ, məkəŋc aka Yisrayel.» 
JOS.5.3	Kɔ Yosuwe ɛmpatɛnɛ səfaka sa masar, k'ɛŋkəŋc aka Yisrayel nde Tɔrɔ ta Cərot. 
JOS.5.4	Ntɛ tɛnasɔŋɛ Yosuwe pəkəŋcɛ ŋa: Ntɛ afum a Yisrayel ŋaŋc-wur Misira mɔ, arkun abeki fəp, aŋɛ ŋaŋc-tam kəsutɛnɛ mɔ anakəŋc ŋa, mba afum akakɔ fəp ŋanafi nde dətɛgbɛrɛ, ntɛ ŋaŋc-kɔt mɔ. Awut arkun aŋɛ anakom oŋ tɛlpəs mɔ, ŋanatɔkəŋc, itɔ Yosuwe ɛnakəŋcɛ ŋa. 
JOS.5.5	Arkun aŋɛ ŋanayɛfɛ Misira mɔ fəp anakəŋc ŋa, mba awut arkun aŋɛ anakom dətɛgbɛrɛ dɔpɔ ntɛ ŋanawur Misira ŋaŋc-kɔt mɔ, anakəŋc fɛ akakɔ ali wəkin. 
JOS.5.6	Aka Yisrayel ŋanakɔt meren wəco maŋkəlɛ dətɛgbɛrɛ, haŋ afum akɔ ŋanatam kəsutɛnɛ ntɛ ŋaŋc-yɛfɛ Misira mɔ ŋalip kəfi dɔpɔ, bawo ŋanacəŋkəl fɛ dim da Kanu Kəpɔŋ. Kanu Kəpɔŋ kənadɛrəm kətɔ-sɔŋɛ ŋa kənəŋk antɔf nŋɛ ŋɛŋgbələr mɛsɛ ma wana kɔ mɛsɛ ma cəme haŋ moc-toŋ, ŋɔkɔ nkɔn Kanu Kəpɔŋ kənadɛrəm kəsɔŋ ka atem aŋan mɔ. 
JOS.5.7	Awut aŋan ŋanabɛk oŋ kɔ ŋaŋkɔ ŋandɛ dəkəndɛ daŋan. Kɔ Yosuwe ɛŋkəŋc ŋa, bawo anakəŋc fɛ ŋa dɔpɔ. 
JOS.5.8	Ntɛ alip kəkəŋc ka afum fəp mɔ, kɔ ŋandɛ dəndo dəsaŋka haŋ kɔ ŋantamnɛ.
JOS.5.9	Kɔ Kanu Kəpɔŋ kəloku Yosuwe: «Mɔkɔ, imbiŋkəli malap monu ma Misira k'imbɔlɛn' on.» Itɔ asɔrɔwenɛ kəfo kaŋkɔ Kilkal
JOS.5.10	Kɔ aka Yisrayel ŋandɛ Kilkal kɔ ŋamboc di kəsata ka Pak tataka ta wəco kɔ maŋkəlɛ ta ŋof, dec dɔrɔfɔy, nde aranta ŋa Yeriko. 
JOS.5.11	Dɔckɔsɔk da Pak kɔ ŋandi yeri ya dɔtɔf, cəcom ncɛ antɔnɔŋkəl lebin mɔ, kɔ mɛgbɛn mɛkakəl. 
JOS.5.12	Kɔ cəcom ncɛ aŋc-we «man» mɔ cəsak kəwur dɔckɔsɔk ndɛ ŋanadi yeri ya dɔtɔf mɔ. Kəren kaŋkɔ aka Yisrayel ŋasak kədi man, mba ŋac-di oŋ yeri ya atɔf ŋa Kanahan.
JOS.5.13	Dɔsɔk dɔlɔma Yosuwe pəlɔtərnɛ Yeriko, k'ɛmpɛnɛ fɔr dareŋc, k'ɔmɔmən, kɔ fum owur k'ɛŋcəmɛ kɔ fɔr kiriŋ, pəwurɛ dakma dɔn dobom pətɔmpər. Kɔ Yosuwe ɔlɔtərnɛ kɔ, k'eyif kɔ: «Səna ŋɔ məyinɛ ba, ka aterɛnɛ asu ŋɔ məyinɛ-ɛ?» 
JOS.5.14	Kɔ fum wəkakɔ oloku: «Ala, fɔtɔ inɔyɔnɛ wəkiriŋ ka asɔdar a Kanu Kəpɔŋ, intɛp kəc-der.» Kɔ Yosuwe ontontnɛnɛ kɔ, k'ɛŋcəpɛ kɔ tobu dəntɔf, k'eyif kɔ: «Cəke cɔ Mariki endeloku wəcar kɔn-ɛ?» 
JOS.5.15	Kɔ wəbɛ ka asɔdar a Kanu Kəpɔŋ oloku Yosuwe: «Məwurɛ cɔfta cam dəwɛcək, bawo kəfo kaŋkɔ məŋcəmɛ mɔ, kəsɔk.» Kɔ Yosuwe owurɛ cɔfta.
JOS.6.1	Anakaŋkəla dəkəbɛrɛ da Yeriko, pabɛŋkər-bɛŋkər di teta aka Yisrayel. Fum o fum oŋc-wur fɛ, fum ɛŋc-bɛrɛ fɛ. 
JOS.6.2	Kɔ Kanu Kəpɔŋ kəloku Yosuwe: «Ilɛk Yeriko, wəbɛ kəŋan kɔ asɔdar aŋan ayeŋki dis, k'imbɛr' əm dəwaca. 
JOS.6.3	Awa asɔdar fəp ŋanɔŋkər dare. Ŋanɔŋkər dare katin dɔsɔk o dɔsɔk haŋ mata camət-tin. 
JOS.6.4	Aloŋnɛ camət-mɛrəŋ ŋatɔmpər lɛn ya ŋkesiya camət-mɛrəŋ dəwaca, ŋayi kaŋkəra ka danapa da Kanu Kəpɔŋ kiriŋ. Mba tataka ta camət-mɛrəŋ, nənɔŋkər dare camət-mɛrəŋ, tɛm ntɛ aloŋnɛ ŋac-fula lɛn. 
JOS.6.5	Kɔ ŋandena-fula kəlɛn ka aŋkesiya-ɛ, nəc-kɔna-ne kəlɛn dim, afum fəp ŋakulɛ-kulɛ sim sa kəwan. Kɔ damba da dare dɛntɛmpɛnɛ di sərka-ɛ, asɔdar am ŋabɛrɛ oŋ tɛm tatɔkɔ, nwɛ o nwɛ nde ɛntɛfərnɛ mɔ.»
JOS.6.6	Kɔ Yosuwe wan ka Nun ewe aloŋnɛ, k'oloku ŋa: «Nəlɛk kaŋkəra ka danapa kəsɛlɛŋ, aloŋnɛ camət-mɛrəŋ ŋantɔmpər lɛn ya ŋkesiya camət-mɛrəŋ ŋayi aloŋnɛ atɔmpər a kaŋkəra kəsɛlɛŋ ka danapa da Kanu Kəpɔŋ kiriŋ.» 
JOS.6.7	K'oloku asɔdar: «Nəkɔ nənɔŋkər dare, akɔ ŋantɔmpər yosutnɛnɛ mɔ ŋayi kaŋkəra ka Kanu Kəpɔŋ kiriŋ.» 
JOS.6.8	Kɔ afum ŋayɔ tɔkɔ Yosuwe ɛnaloku ŋa mɔ. Aloŋnɛ camət-mɛrəŋ aŋɛ ŋanatɔmpər lɛn camət-mɛrəŋ ya ŋkesiya mɔ ŋayi kaŋkəra ka Kanu Kəpɔŋ kiriŋ, ŋaŋcepər kɔ ŋafula lɛn. Kɔ kaŋkəra ka danapa da Kanu Kəpɔŋ kəcəmɛ ŋa darəŋ. 
JOS.6.9	Asɔdar atɔmpər yosutnɛnɛ ŋayi aloŋnɛ afula lɛn tekiriŋ, aloŋnɛ agbaŋnɛ kaŋkəra kəsɛlɛŋ mɔ ŋacɔŋc afula lɛn, asɔdar alɔma ŋayi kaŋkəra tadarəŋ, ŋac-kɔt ŋac-surɛnɛ kəlɛn dim. 
