GEN.1.1	Pílen-ruulendo delo, kerayalumpe Shédíbí taleng emla amongem pílen geto.
2KI.10.28	Sipe Jehu Israel kídí aralo Baal uyume kumnamem itumto. 
2KI.10.29	Idola Nebatke oo Jeroboam ke Israel ami kídíem ige bonam Bethel lolang Danlo gooru ruoem kumbonam paabem Jehu bí imín geto. 
2KI.10.30	 bí Jehume poto, “Ngok mííbangpe, Ahab melang bík edung-erang kídíem no ito, depeila nok otíng-oyin kídíe siirum appi loope Israelem rojape yéboyé.” 
2KI.10.31	Idola Jehu bí Israel lok 
2KI.10.32	Delo longe kídí delo, 
2KI.10.33	Jordan sanggodanlo duuna, Gilead, Gad, Reuben delokke Manasseh kídíke amongem, Arnon yiibe ampengke Aroer lok ila Gilead lokke Bashan loope. 
2KI.10.34	Jehuke abíd-abíd agér inam emla yégang-daggang delokke bík miram legangem Israellok Roja kídíke Dooying Kitablo atkummanía? 
2KI.10.35	Jehuke sirongem bík abuem yuko Samari amonglo bím yuto. Bík sirongem bík oo Jehoahaj bík ayanem yébomkai. 
2KI.10.36	Jehu bí Israel rojape Samarilo takying annyi kolang dítak píínyiko ito.
2KI.11.1	Edílo Ahajiahke ane Athaliah, bíkke oo dem petpape kaatodí, bí gílang roja edung-erang takamem petyansupe míírepkai. 
2KI.11.2	Idola roja Jehoramke ome, delokke Ahajiahke bírme Jehosheba bí Ahajiahke oo Joashme roja odong kídílok pyoonyokla rumsupto. Kapeila bím petnyokpe emla ruulenduai. Bí Joash melang bík nars dem ipko pírtek kolo mesupto. Depeila bím Athaliah bí petpe emla kaata kíramto. 
2KI.11.3	Athaliahke amongem yége bodo dítak akkédem Joash lang bík narsde Kumkeng Ekum delo duunyok geto.
2KI.11.4	Dítak kínídnana delo Jehoiada bí melíkla rojem dagbomna sontori kídílok ruutum kídí, delokke roja ekumem dagbomna sipaying ruutum kídíem Kumkeng Ekum delo tomala pésumoto. Delo bí roja oo Joashme lengkanto. 
2KI.11.5	Delo bí bulum sipe ukum dola poto, “Nolu apéédí longelo sontori dagbomnam agérlo gíyém, angum aralok opéékone roja ekumem kaabomyé, 
2KI.11.6	opéékone Sur Eyabem kaabomyé, delokke opéé kone sontori dakko méélamke eyabem dakbomyé. 
2KI.11.7	Nolu séko bulu opéé annyi kope ila duuna longelo agér kamape ina kídíe, roja legape Kumkeng Ekumem kaabomyé. 
2KI.11.8	Mipile gíníng yoksa bomla rojaem gargoola daklangka. Nolu kelo aanínna amiko kayémílo petpak langka. Rojae ingkolo gíyédín, nolu bíkkíng mégíng-mésok yétímín langka.”
2KI.11.9	Sipaying ruutum kídíde miri Jehoiadake pokampakpe ito. Mipile agí-agí ami kídíem gíbola, apéédí longe tosaknam agérlo gípena gípemana kídíe miri Jehoiada kíng aato. 
2KI.11.10	Delo Kumkeng Ekumlo mesiinam Dabid rojake gíníng tamkung kídíem laalenla sipaying kídídem bito. 
2KI.11.11	Mipile agí-agí gíníng yoksaem alaglo bomla sontori kídíde Kumkeng Ekum arangke runggu ampeng delo rojadem gaargoola dakto. Bulu Kumkeng Ekum lokke sokkodan lokke ila línggíngdan loope dakbomkai. 
2KI.11.12	Delo Jehoiada roja oo dem gílen bola dumlubem lublíkla, bím rojape tolíknam daapong kakotkonem bito. Delo ami kídíe rojadem tosak dola tél molto. Delokke takame yapa pilíkdola, “Roje turyar langka,” emla éérdola gogto.
2KI.11.13	Edílo Athaliah sontori, delokke ami kídíke ngomdud em tattodí bí Kumkeng Ekum delo ami kídíke bamdum suko delo lomaato. 
2KI.11.14	Bí aala kaaname rojade buluke idong akampe aane gaang ampenglo dakdo. Migom kídí elang bikul tapung mutna kídíe roja ampeng-ampenglo dakdo, delokke among delok ami takame bikul tapung mutla yidgedo. Delo Athaliah bík lukdorem bétsudola, “Rukupne! Rukupne!” emla ulo gogto.
2KI.11.15	Jehoiada bí sipaying maglíng ruutum kídídem ukumto, “Bím ekum pénsamlo laalento; delo bíkkíng gímín gena kídíem mokalangka.” Kapeila miride pokai, “Bím 
2KI.11.16	Depeila bulu bím umla guré kídíke angko roja ekum gíídang delo petto.
2KI.11.17	Jehoiada delo 
2KI.11.18	Takam ami kídíe Baalke kumsu supom ekumlok runggu emlang mimang kídíem bénpakla Baal uyuke kumkeng ekumlok miri Mattanme runggu delo petlíkto. Delo miri Jehoiada bí sontori kídíem 
2KI.11.19	Delo bí sipaying ruutum kídíem, rojaem dagbomna delokke roja ekum sontori kídíem, delo takam ami kídíem gíbola rojadem Kumkeng Ekum lok gílen bola Sontori Eyablok aala roja ekum delo gílíkto. Delo rojade roja dungko palenglo dungangkai. 
2KI.11.20	Delokke among delok ami takame yidgeto, delokke luunede eetetto, kapeila Athaliahme roja yoksa lok pakato.
2KI.11.21	Joash ke rojape ilendo delo bí dítak kíníddo.
2KI.12.1	Israel lo roja Jehuke dítak kínídduem Joash bí Judah lok rojape ito. Bí dítak íying appiko Jirusalemlo rojape ito. Bík ane amíne Jibiah, bí Beersheba lokke. 
2KI.12.2	Joash bí agér takamem 
2KI.12.3	Idola moomem uyu kumpom kídíem ipak manam legape ami kídíe panam aman bila, kumnam meruem nyottídungai.
2KI.12.4	Joash bí miri kídídem poto, “Míísat sunam amanlok paanam abal kídíem laadumsula 
2KI.12.5	Dem abal kídíem mipil miriem bík agér gérbinam ami delok laamola Kumkeng Ekumem isi-simo penam kayéme imolangka.” 
2KI.12.6	Idola Joash rojake yégong dítak íying annyi kolang tagum loope Kumkeng Ekumdem atí isi-simo mato. 
2KI.12.7	Depeila Joash rojabí miri Jehoiada, delokke abíd miri kídíem tomla poto, “Kape supakpe nolu Kumkeng Ekumem isi-simo kuman? Murkong laanamem nolu bomyimapeka. Idola dem murkong kídídem Kumkeng Ekumem isi-simonape bilangka.” 
2KI.12.8	Miri kídíde dem tolíkto, delok teyolo Kumkeng Ekum emteng agíe isi-simo sumayé emla togesuto.
2KI.12.9	Delo miri Jehoiada bí abal mekeng arem sondukko laala sonduk teyongdan delok arungko píyyato. Sondukdem Kumkeng Ekum aatak lamgé lakbík danlo runggu ampelo meto. Kumkeng Ekum dagbomna amide sonduk delo kumsupe aana kídíke binam abal kídíem líkto. 
2KI.12.10	Abale bojéko ido delo rojalok atgebona delang miri írnede sankípala nyogon kolo líkto. 
2KI.12.11	Murkongdem saprongem, Kumkeng Ekum isi-simo kolo kaalíkpena dem bito. Delok abal delok bulu Kumkeng Ekum isi-simona mistri kídíem binato. 
2KI.12.12	Delok abal delok daabu roona, delokke simét agér inem bila, esing renala, lííbyang renala, Kumkeng Ekum isi-simo legape abíd-abíd igínglo inato. 
2KI.12.13	Kumkeng Ekumlo bomanam murkong kídí delok baldín lok pínam togu, asi purkat nana bati, bikul delokke abíd-abíd uun demangkom baldín ekurang renamang. 
2KI.12.14	Murkong kídídem Kumkeng Ekum isi-simona ami delokke isi-imokunana ekurang kídí petomlo ilíkto. 
2KI.12.15	Bulu murkong kídí legape isap kokumang, kapeila bulu deenamrupe aapí gena amieke. 
2KI.12.16	Doryannam aman emlang imem legape binam amanem Kumkeng Ekumlo bomamato. Kapeila de murkong kídíde miri kídíke.
2KI.12.17	Delo Sirialok roja Hajael, Gad amongem rotkam pala Jirusalemem laape emla aabomto. 
2KI.12.18	Idola Joash rojabí bík buku kídí Jehoshaphat, Jehoram, Ahajiah delokke bík agísuke 
2KI.12.19	Joash rojake yégang daggangem Judahlok Roja kídíke legang atkumko kitablo allík manía? 
2KI.12.20	Bíkkíng yémín gena migom kídíe rukupla Joash rojame Silla bedanglok Beth-Millo emnam amonglo petto. 
2KI.12.21	Bím petnyokna migom kídíde Shimeath ke oo Jojakar lang Shomer ke oo Jehojabad. Joash rojake simangem bík abu kídíem yuko Dabidke doolunglo yuto. Bík méélamlo bík oo Amajiahme rojape imoto.
2KI.13.1	Judahlok roja Ahajiahke oo Joashke dítak íying annyi kolang tagumko iduem Jehuke oo Jehoahaj bí Samarilo Israel rojape ito. Bí takying kolang dítak kínídko rojape yéboto. 
2KI.13.2	Bí Nebatke oo Jeroboamke yérukpe 
2KI.13.3	Depeila 
2KI.13.4	Delo Siria rojake rumkílo Israel opín kídíe yégípnam legape Jehoahaj bí 
2KI.13.5	 bí laalen kupenako melíkla Israel kídíem Siria rumkínglok laalentoku. Dekepeila Israel ami kídíe kerang yékampe agí ekumlo eetetpe duusutoku. 
2KI.13.6	Idola bulu Jeroboamke yérukdem mepakmape yéyar bomto. Delokke Asherahke uyu mimangde Samari amonglo duudan teteto. 
2KI.13.7	Jehoahaj bí íying pilngo guré sipaying, guré-gaari íying, delokke éjar íying alelok gína sipaying delok kékonlo abíd maglíng kamato, kapeila abíd kídíem aam yikyém pemug gyanam kísa Siria lok rojade petyinto. 
2KI.13.8	Jehoahaj ke abíd-abíd agér inam kídíem roja yégang-daggang atkumko kitablo atkumtung. 
2KI.13.9	Jehoahaj sila, bík abuem yuko ampenglo Samarilo yuto. Delo bík oo Jehoash rojape iyankai.
2KI.13.10	Judahlok roja Joashke takying angum kolang dítak kíníd duem Jehoahajke oo Jehoash Israel rojape Samarilo yéboto. Bí takying kolang dítak akkéko rojape yéto. 
2KI.13.11	Nebatke oo Jeroboamke kísape bíkom 
2KI.13.12	Jehoashke roja yégong kídílo agér inam, Judahlok roja Amajiahme mimak imín sunam takamem Israel roja kídíke yégang-daggang atkum kolo atkum manía? 
2KI.13.13	Jehoashke sido delo bík simangem Samari amonglo roja yupomlo yuto. Bík ayanpe bík oo Jeroboam II rojape iyanto.
2KI.13.14	Delo Elisha sigenana kinam kolok sita simang ikai. Israel roja Jehoash bí Elishame kaatokla delo yagorupe kapto. Bí “Ngok abua! Ngok abua! Israel lok guré-gaaria, Israellok guré dugbonía,” emla kapto. 
2KI.13.15	Elishabí delo pokai, “Iyyi kolang epuklok ayoko laatoka.” Jehoash arope iyyi kolang epuklok laabito. 
2KI.13.16	Elisha poto, “Iyyidem nok alag delo bomto.” Edílo iyyidem alaglo gagbomtodí, delo Elisha bí bík alagem Israel roja alag delo uktetto. 
2KI.13.17	“Sanggodan kirki dem siyyato,” emla Elishake pokolok arope siyyato. “Aplíkto,” emla Elishake pokolok bí aplíkto. “
2KI.13.18	“Epuk kídíem laala amonglo aplíkto,” emla Elisha ukumkai. Delo rojade arope epuk kídídem laala amonglo lengumko aplíkto. 
2KI.13.19	Delo Shédíke amide bím marla pokai, “No amonglo lemngo lemkéko aplík pename, delomin no Siria kídíem ikumla petyin berokyane. Idola supak no Siria kídíem lengum petomko ikumyé.”
2KI.13.20	Elisha sila bím yuto. Dekepe ido delo Moablok ami kídíe dongguplo maglíngpe Israel amongdem aayar bomdungai. 
2KI.13.21	Longeko Israel ami kídíde ami simangko yupe ido delo bulu Moab lok maglíngko kaala pesolok simangdem Elishake ago delo yoplík pala dugtoku. Simangde Elishake simang along dem itet kayane turlang kula dagreptoku.
2KI.13.22	Siria roja Hajaelbí bík roja yédungem Israel kídíem agínpe ríakla yédungai. 
2KI.13.23	Idola 
2KI.13.24	Siria roja Hajaelke sirongem bík oo Ben-Hadad rojape ikai. 
2KI.13.25	Delo Jehoashbí bík abu Jehoahaj kelok rotkamnam doolung kídíem Ben-Hadad keelok rotkamtoku. Lengumko Jehoashbí Ben-Hadadme mimaklo ikumla kerape Siria rojalok Israel among rotkamnam kídíem laalat suyintoku.
2KI.14.1	Israel roja Jehoashke taknyinape roja idoem Joashke oo Amajiah Judahlok rojape ikai. 
2KI.14.2	Rojape ido delo bí takying annyi kolang takngodo, delokke bí takying annyi kolang dítak konangko Jirusalemlo rojape yéto. Bík ane amíne Jehoaddin, bí Jirusalemlok mimeko. 
2KI.14.3	Amajiah 
2KI.14.4	Bí moomem uyu kumpom kídíem ipak manam legape ami kídíe deke delo panam aman bila, kumnam mesing-meru nyotbila idungai. 
2KI.14.5	Bík rojape iname edíngkai idodelo, bí bík abuem petna kídíem pettoku. 
2KI.14.6	Idola buluke oo kídíem bí atí imang, kapeila Mosike atnam ayonlo sipe attung, “Abu kídíem buluke ome-oo imem kolok petmayé, dekepe ome-uemteng abu kídí imem legape petmayé. Mipile agí-agí paab imem sukolok sisuyé.” 
2KI.14.7	Bí Alo Yiibelo Edom lok ami jaryingem ikumla, Sela em laalangkula deme silo loope Joktheel emla amínem míndung. 
2KI.14.8	Delo Amajiah bí amiko Israel roja Jehoash kíng melíkla, “Aatola, ngom migmoe ngéérík sulangka,” emto. 
2KI.14.9	Idola Israel roja Jehoash bí Amajiahme sipe poyansuto, “Lebanon lokke appun alek kone Lebanon lok mongku siilung konem sikena agomko políkdung; ‘Nokke ome dem ngok oo sok mimepe bilangka.’ Delo Lebanonlok monkírko dem appun alekdem tudíp-tuyip bomkai. 
2KI.14.10	No arope Edomem ikumto. Supak no adum soledung, nok ikum amíne teyong saadung. Nokke paanamlo aange apíngla, ekumlo duusulangka. Kape agí legape lang Judah ami kídí legape adírem tomsudun?” 
2KI.14.11	Amajiah bí tatmanam legape Jehoash bí maglíngpe aabomto. Israel roja Jehoash lang Judahlok roja Amajiah bínyi Beth Shemesh emnam moolop delo ríksuto. 
2KI.14.12	Judah ami kídídem Israel kídíe ikumla, Judah ami kídíe agí ekumpe dukyin getoku. 
2KI.14.13	Beth Shemesh delo Israel roja Jehoashbí Judahlok roja Amajiah me umto. Delo Jehoash bí Jirusalemlok luuyab kídíem Ephraim Luuyab lok ila Kéényung Luyab loope mitar língko annyi píítana kope bénpakto.
2KI.14.14	Bí 
2KI.14.15	Jehoashke abíd-abíd yégang, midu-mimak inam legang takamem Israel lok roja dooying atkumko kitablo atkumtung. 
2KI.14.16	Jehoashme bík sidokuem Samari amonglo bík abu kídíem yukolo yuto. Bík sirongem bík oo Jeroboam II rojape ikai.
2KI.14.17	Israel roja Jehoashke sirongem Amajiah bí dítak íying kolang takngoko turto. 
2KI.14.18	Amajiah ke yégang takamem Judahlok roja kídílok dooying kitablo atkumtung. 
2KI.14.19	Ami kídíe bím Jirusalemlo mirupe ila bí Lakhishpe dugnyokto. Idola bulu Lakhishlo ami melíkla bím petto. 
2KI.14.20	Bík simang dem gurélok geang langkula Jirusalemlo Dabidke doolunglo abu kídíem yupomlo yutoku. 
2KI.14.21	Delo ami kídíe Amajiahke takying kolang takkéna oo Ujjiahme rojape imoto. 
2KI.14.22	Bí bík abu sirongem ikumpala Elath em morep langkula Judah aralo laangangtoku.
2KI.14.23	Judahke roja Amajiahke takying kolang takngoduem Jehoashke oo Jeroboam Israel rojape Samarilo ito. Bí dítak íying appi kolang dítakko rojape ito. 
2KI.14.24	Bí 
2KI.14.25	Bí Israel among rísu kídíem 
2KI.14.26	Israel amonglo abíldak ruutumdak takame yagorupe adír paanamem 
2KI.14.27	Idola 
2KI.14.28	Jeroboam II ke inam takamem, bík miram legangem, kape kísa Judah kídí keepe ituana Damaskas emlang Hamath em Israel keepe ikum tokudín, delokke abíd-abíd legangem Israel roja kídíke dooying atkum kolo atkumtung. 
2KI.14.29	Jeroboam II sila, bík simangem bík abu kídíem yupomlo yuto. Bík sirongem bík oo Jekhariahbí rojape iyan kaku.
2KI.15.1	Israel roja Jeroboam II ke takying annyi kolang dítak kíníd duem Amajiahke oo Ujjiah bí Judahlok rojape ikai. 
2KI.15.2	Bík roja ido delo takying kolang dítak akkédo, delokke bí takying pilngo kolang taknyiko rojape ito. Bík anelok amíne Jekoliah, bí Jirusalemlok mimeko. 
2KI.15.3	Bí bík abu Amajiah kísa 
2KI.15.4	Idokom moomem uyu kumsu supom kídíem ibín manam legape ami kídíe delo panam aman bila, mesing meru nyotla kumsu sutídungai. 
2KI.15.5	 bí bím tííd kinam melíkla, bík sidoloope de kinam de bíkkíng kato. Méélamdem ekum kolo bí duungusula, bíkke oo Jotham legang takamem kangge bodungai. 
2KI.15.6	Ujjiah rojake yégang takamem Judah roja kídíke yégang dooying atkum kolo atkumtung. 
2KI.15.7	Ujjiahke sirongem bík simangem Dabidke doolunglo bík abu kídíem yupomlo yuto. Bíkke oo Jotham bík sirongem rojape iyan kai.
2KI.15.8	Judahlok roja Ujjiahke takying angum kolang dítak píínyi duem Jeroboam II ke oo Jekhariah bí Israellok rojape Samarilo ito. Bí poolo akké petomko rojape ito. 
2KI.15.9	Bí bík abu lok inam kísape 
2KI.15.10	Jabeshke oo Shallum Jekhariah me mirupe ito. Bí ami kídí kangkolo Jekhariahme Ibleamlo pettola agíe rojape ikai. 
2KI.15.11	Jekhariahke abíd legang kídíem Israel roja kídíke yégang dooying atkumko kitablo atkumtung. 
2KI.15.12	Sikepe 
2KI.15.13	Judahlok roja Ujjiahke takying angum kolang dítak konang duem Jabeshke oo Shallum Israel rojape ila, Samarilo poolo atelko ito. 
2KI.15.14	Delo Tirjahlok Gadike oo Menahem Samarilo aato. Bí Shallum me petpala Israel rojape duuyanto. 
2KI.15.15	Shallumke yégang takamem Israel roja kídíke yégang dooying atkum kolo atkumtung. 
2KI.15.16	Delo Menahem Tirjahlok ilenla Tiphsah em mimakpe aabomto. Tiphsah lok doolung luune delok ampenglo duuna kídíem bí ikumto. Bulu bím luuyabem siyya bimape ikolok, bí Tiphsah em lakyakpala nganga gena mime kídíemteng akiiem joksal salyinto.
2KI.15.17	Judahlok roja Ujjiah ke takying angum kolang dítak konang duem Gadike oo Menahem Israellok rojape ito. Bí takyingko Samari lo rojape yéto. 
2KI.15.18	Bí 
2KI.15.19	Delo Assiria lok roja Pul bí Israel amongem mimakpe aabomla Menahem bí baldínlok íying angum kolang appi tonko Pulme bila, bík among delo edíngpe duunana igulem matato. 
2KI.15.20	Sim abal sim Menahem Israel kídílok laalentoku. Miremna ami mipile baldín nokdi íying pilngope dorla Assiria roja Pulme bidope ito. Depeila Assiria rojade gílat sukaku.
2KI.15.21	Abíd-abíd Menahemke yégangem Israel roja kídí yégang atkumko kitablo atkum manía? 
2KI.15.22	Menahemke sirongem, bík abu kídíem yupomlo yuto. Bík sirongem bík oo Pekahiahbí rojape yéyan kaku.
2KI.15.23	Judahlok roja Ujjiahke takying pilngo duem Menahemke oo Pekahiah Israel rojape ito. Bí Samarilo taknyiko rojape ito. 
2KI.15.24	Bí 
2KI.15.25	Bík maglíng lok migom kon Remaliahke oo Pekah bí mirupe ilenla, Gileadlok midum íying pilngoko leko bosudola, Samarilo roja ekumlo aala, Argob melang Arieh me pettak sula Pekahiahme petto. Delo Pekah rojape ikai. 
2KI.15.26	Abíd-abíd Pekahiahke yégangem Israel roja kídíke yégang atkum kolo atla memanía?
2KI.15.27	Judahlok roja Ujjiahke takying pilngo kolang taknyi duem Remaliah ke oo Pekah Samarilo Israel rojape ito, delokke bí takying annyiko rojape yéto. 
2KI.15.28	Bí 
2KI.15.29	Israel roja Pekahke yédo delo Assiria roja Tiglath Pileser aala Ijon, Abel Beth, Maakah, Janoah, Kedesh, Hajor, delokke Gilead, Galil delo Naphtali among kídíem laayin pala delok ami kídíem abílpe umnyoktoku. 
2KI.15.30	Delo Elahke oo Hoshea bí Remaliahke oo Pekahme rungkupto. Bí Ujjiahke oo Jotham ke dítak íying annyi nanape roja dodoem, Pekah me petpala rojape iyanto. 
2KI.15.31	Pekahke yégang, abíd-abíd legangem Israel lok roja kídí yégang atkum kolo atkumtung.
2KI.15.32	Remaliahke oo Israellok roja Pekahke taknyinana delo Ujjiahke oo Jotham bí Judahlok rojape ikai. 
2KI.15.33	Bík rojape yélendo delo dítak íying annyi kolang dítak pilngodo, delokke bí takying kolang dítak akkéko Jirusalemlo rojape yéto. Bík ane amíne Jerusha, bí Jadokke ome. 
2KI.15.34	Bí bík abu Ujjiahke yékampe 
2KI.15.35	Idola bí moomem uyu kumsu supom kídíem ipak kumala ami kídíe delo panam aman palíkla, mesing-meru nyotlíkla idungai. Jotham bí 
2KI.15.36	Jothamke yédo delok legí-sigang takamem Judahlok roja kídíke yégang atkum kolo atkum manía? 
2KI.15.37	Delo longe kídí delo 
2KI.15.38	Jotham sila, bíkke simangem Dabidke doolunglo abu kídíem yupomlo yuto. Bík oo Ahaj bík sirongem rojape yéyankai.
2KI.16.1	Remaliahke oo Pekahke Israel rojape takying kolang dítak kínídduem, Jotham ke oo Ahaj Jirusalemlo rojape ito. 
