MAT.1.1	Yesus Kristus, opirati Daud muno Abraham aya ajavip, avaki no susye so rai:
MRK.11.29	Yesus po raura nanto mai pare, “Syare syo wasanajo tavon. Wapo raura nande Rinai rati, umba Syo raura nande wasai arepa vambunine mi Syo raveare somaisy. 
MRK.11.30	Arono Yohanes Pembaptis po vatane maugasya kuvuni mana rai, Amisye pi po vambunine raugaje ai rako, vatane inta pi po raugaje ai rako? Wapo raura!”
MRK.11.31	Umba syeno akokoe nawe, kurune nawe, akarijo Yahudi nawe, wanugan wayao mumuimbe. “Ranivara wamo ayaowe rasakinav wamare Amisye pi po vambunine raugaje Yohanes ai, wea indati Yesus po wansanajo veanimaibe wamanave Yohanes ai jewen? 
MRK.11.32	Weramu ranivara wamare vatane inta pi po vambunine raugaje Yohanes ai, indati vatane uparijo wansai.” Wo vatano wanuije masyaniv weti wonae wo Yohanes aura tantunawiji, weye vatano wanui umaso wo ratantona ware opamo anawae Amisye inta pije. 
MRK.11.33	Weti wo raura nakananto Yesus ai ware, “Reamamo reamantukambe.”
MRK.11.33	Umba Yesus po raura nanto mai pare, “Maisyare omai ti, Risyamo syonae syo ana wapo inanajo Sya vambunine raije umawe raura wasaijija.”
MRK.12.1	Umba Yesus po ananeneae inta raura akananto akarijo Yahudi umawe mai. Po raura pare, “Vatane inta po nawaisye rayare, po anggurije ranyum, umba po yane rayano rakiani. Umba po ateme rawae indamu po rave anggurije mane rakugan asyo ama uga rai, umba po randume ranari no nawaisye ama uga indamu vatano po nawaisye ramane no rai. Umba po vatane inta mawainde indamu wo apa nawaisye raeranande, pare po mane ratodijo mai—wo inta raugav muno wepo inta raugav. Umba pusyo poroto no munijo maran. 
MRK.12.2	No ava anggurije umawe mawit kobe, umba vatano apave nawaisye umaso rai po apa vatano panapatambe aije inta atutir indamu de no vatano wo apa nawaisye raeranande mansai indamu po apa mane inta raugav.
MRK.12.3	Weramu arono vatano panapatambe umaso de no nawaisy, vatano wo nawaisye raeranande umawe wo aijar umba wo anepati, muno wo awatambe ti nin anem bayave yara pakato. 
MRK.12.4	Umba vatano apave nawaisye rai umawe po vatano panapatambe aije kaijinta atutir akato ti pakato. Weramu vatano wo nawaisye raeranande umawe wo akarije ranepat muno wo ave tatugadi. 
MRK.12.5	Umba vatano apave nawaisye rai umawe po vatano panapatambe aije kaijinta atutir akato ti pakato. Weramu vatano wo nawaisye raeranande umawe wo aubaisy. Umba maisyare omai tutir bayave, po vatano wanapatambe aije wanuije matutir akato, weramu wo inta manepati muno wo kaijinta maubaisy.
MRK.12.6	Rija dave, apa kavo anuga no ai rave obo pirati no. Weti po apa kavo umaso atutiro vatano wo nawaisye raeranande mansai. Po ratantona pare, ‘Indati wanave sya arikainye ai jaje.’
MRK.12.7	Weramu vatano wo nawaisye raeranande umaso wayao vambinibe ware, ‘Sopamo akarijo nawaisye apa arikainye pi so! Wade wamo aubaisy, indamu arono apa aja kakai, umba wamaura nawaisye so rai.’ 
MRK.12.8	Umba wo arikainye umawe aijar wo aubaisy, umba wo anasino kopa ramaugusyo no nawaisye ama akiri.”
MRK.12.9	Umba Yesus po manajo pare, “Animaisye mirati akarijo nawaisye umawe po rave? Indati de aje, po vatano wo nawaisye raeranande umawe mansaubaisy, umba po nawaisye raunanto vatano kaijinta mai jakato indamu wo raeranande akato. 
MRK.12.10	Wabeanimaibe wananta Ayao Amisye so raije jewen? Mare:
MRK.12.10	‘Orame somamo vatano wo yavare ranari wonayo rai
MRK.12.10	ti wo ramauta vayave.
MRK.12.10	Weramu omirati oramo manasyin dave Amisye po
MRK.12.10	ratayao indamu yavare rausea nteto rai mo raijar matuve.
MRK.12.11	Somamo Amisye apa ana daveye ma.
MRK.12.11	Wamo raen, wanantaive rai.’
MRK.12.12	Arono akarijo Yahudi umawe wo Yesus apa ananeneae umasom ranaun, upari weye wo raen Po ratantona pare onawamo maurata irati vatano mamun wo nawaisye raeranande umawe mansai. Weti ware beker indamu wo aijar. Weramu wo vatano wanuije masyaniv, weti usya ti uta aora.
MRK.12.13	Akarijo Yahudi wo vatano Parisije muno vatano usisa varoro Akarijo Titi Herodes aije inta matutir indamu wo Yesus atopano Apa ana daura rai. 
MRK.12.14	Weti ude no Yesusa nui umba wo raura ware, “Injayo Kurune, reamo naenamo Nyo ayao tugae obo raura. Nyo vatane masyanive ramu muno Nyo vatane inta mansamamaribe ramu, yara Nyo Amisye apa bekere raura tugaive vatane mai. Weti reamare Nyo raura reansai: Mamaisyo wama ananyao raijamo wamo pajak ravae dako jewena e? Wamo doije raunanto Akarijo Titi Roma Kaisar ai rako jewen kaije?”
MRK.12.15	Yesus po mansaen awa angkarije ntapekano mai. Po raura nanto mai pare, “Wabeanimaibe wapare wapo inatopan? Syare wapo doije vasye inta rarorono Rinai.”
MRK.12.16	Weti wo doije vasye inta raunanto Ai. Umba Yesus po manajo pare, “Arepa amune mi no doije raije so? Arepa tame mi so?”
MRK.12.16	Wo raura nanto Ai ware, “Akarijo Titi Roma amune ma muno apa tame mije.”
MRK.12.17	Umba Yesus po raura nakananto mai pare, “Akarijo Titi Roma apa ma, weti animaisye mirati po ranajo wasai, wapo raunanto ai. Muno animaisye mirati Amisye po ranajo wasai, wapo raunanto Amisye ai tavon.”
MRK.12.17	Arono wo ayao umaso ranaunoe, unantaive rai.
MRK.12.18	Vatano Saduki inta ude no Yesusa nui. Wenawamo wo ratantona ware arono munije ama akari, vatano ugwenen to nawamo ukovakatoe ramu. Umba ubeker wo Yesus atopano Apa ana daura rai, weti wo raura Ai ware, 
MRK.12.19	“Injayo Kurune, Musa po ananyao so ratoe wansai pare, ‘Ranivara anya inta kakai, apa arikainye meweno ai, weamo apa rijate inta noamo po apa anamugo kavinije umawe raovan akato indamu ama arikainye inta aenamo nanto teto ajayo anui uma kakaijoe apa tanoane rai jakato.’ Musa apa ananyao no tai maisy. 
MRK.12.20	Weti vatano anya mano kaururum ube arakobe. Awa anuije baunam, umba kakai, apa arikainye meweno ai. 
MRK.12.21	Umba naije apa rijato no akaje aije po apa anamu kavinije umawe raovan akato, weramu opamo kakai tavon, arikainye meweno ai. Muno ana maisyare omaisye bo mirati no apa rijato no akaje aije ai tavon. 
MRK.12.22	Maisyare omaisy ao maje irati rija dave kaururume ai. Weti arakove nanentabo po wanya umawe raovan, weramu kakai tavon, apa arikainye meweno ai. Umba wanya umawe taune ngkakai tavon. 
MRK.12.23	Maisyare omaisyamo, arono vatano ugwenen to maijasea ukovakato no munije ama akari, wanya umawe mamo are pi apaura rai? Vatano kaururume umawe wo raovan to!”
MRK.12.24	Umba Yesus po raura nanto mai pare, “Weapamo wapo Ayao Amisye raen kobe jewen muno wapo Amisye apa vambunine raene ramu, ti wapantatukambea. 
MRK.12.25	Arono vatano ugwenen to maijasea ukovakato no wene rai, indati ubaunam akatoe ramu, yara unoare maisyare muno naito Amisy uno no munijo ntitije mansamaisy. 
MRK.12.26	Ananyao vatano ugwenen yara ukovakato mamo Ayao Amisye mo raura kakavimbe. Wasaemen dako ayao Amisye po raura nanto Musa ai arono arorono ai no tanamo mbadurur no randa uga umbuga kanene rai we raija rako? Amisye po raura Musa ai pare, ‘Risyamo nya aneno Abraham, muno Isak, muno Yakob, awa Amisye pi Risy.’
MRK.12.27	Ayao umaso ama tunato raije mare anene umaso ugwenen to weramu manawayoe tuna tawan. Maisyare omaisy, Amisye pamo vatano ugwenene awa Amisye pa jewena, yara vatano ujaisye awa Amisye pije. Vatano Saduki weap, wapantatukambe rave!”
MRK.12.28	Kuruno akari mbaro Ananyao Musa rai inta po Yesusa pe Saduki nawe awa ayao umawe ranaun. Po ratantona pare Yesus po raura nanto mai kobe rave, weti po Yesus anajo pare, “Ananyao rui mirati mbe mobe ananyao kotare rakivan tenambe?”
MRK.12.29	Umba Yesus po raura nanto ai pare, “Ananyao manasyin mbe mobe rave mi som: ‘Vatano Israel, wadanide! Wama Amisye opamo intabo pa. 
MRK.12.30	Muiny irati nya Amisye ai rave. Nanuga ntenami muiny irati Ai muno nya ana ndatantona ntenami rai muno nya vambunine rai tenambe.’
MRK.12.31	Muno ananyao jirum mo ramai tavon no taiso: ‘Muiny irati nya arakove mansai maisyare muno taune wimuinyo taune nai wemaisy.’
MRK.12.32	Umba kuruno akari mbaro Ananyao Musa raije umawe po raura nanto Yesus ai pare, “Injayo Kurune, tugae rave. Nya ana ndaura so tugae: Amisye opamo intabo pa, amisyo kaijinta no tavone ramu. 
MRK.12.33	Muno Amisye beker pare wamuiny irati Ai rave, wansanuga ntenami rai muno wama ana wandatantona ntenami rai muno wama vambunine rai tenambe; muno wamuiny irati wama arakove mansai mamaisyo taune wamuinyo taune wansai ramaisy. Ananyao umaso nayamo ibe mobe, yo ananyao anakotaro rameseo Amisye aije rakivan.”
MRK.12.34	Arono Yesus po kurune umaso anaun po ayao mamaisye raura, naije Po raura akananto ai pare, “Winyamo kavintare nyare nsiso kawasaeyo Amisye be akarive maije mai.” Muno no naiso kobe vatane inta bambunin po Yesus anajo akatoe ramu weye vatane wo asyani tenambe.
MRK.12.35	Arono Yesus pananyaube no Yavaro Amisy ama uga rai, po raura pare, “Kuruno makari mbaro Ananyao Musa raije wo raura ware Mesias opamo Daud apa ajavi pije. 
MRK.12.36	Weramu Daud taune po Mesias aura pare Opamo apa Akarijo Titi pije! Weye Anawayo Vambunine mo Daud augav indamu po Mesias aura no taiso:
MRK.12.36	‘Amisye po raura nanto sya Akarijo Titi ai pare,
MRK.12.36	“Nyaje ntuna no inanem ngkove rai java
MRK.12.36	Syo Nya marova maveaje utantuna no najo ate rai
MRK.12.36	indamu wimbe akarive mai.” ’
MRK.12.37	Daud po Mesias aura pare, ‘sya Akarijo Titi pije,’ yara Mesias opamo apa ajavi pije!”
MRK.12.37	Vatano wanuije manayanambe wo Yesus apa ananyaowe ranaun.
MRK.12.38	Yesus po mansanyao akato pare, “Wasyisyaube irati kuruno makari mbaro Ananyao Musa raije mai! Wenawamo manayanambe wanya irati awa ansuno nggwaravainy manawadi rautan, muno manayanambe vatane ubeaje mai no pasari. 
MRK.12.39	Manayanambe utantuna no kursijo ngko dave rai no yavaro sambaya rai, muno manayanambe utantuna vatano awa tame ntiti matavon arono one rave. 
MRK.12.40	Wo wanya kavinije maponae indamu wo awa ananuge muno awa yavare raugavo maora. Muno awa sambaya nggwaravainy indamu vatane wo mansararimbe. Weramu vatane wato indati awa mangke manakoe, weye awa angkarije ntapekan.”
MRK.12.41	Yesus no no Yavaro Amisy, naije paje tuna araraive bayaijo veano doije ranugande rai, umba Po vatano wanuije maen wo awa doije raveasyo no bayaije umaso ama uga rai. Vatano wanui awa ananuge manuijo mai wo doijo manuije raveasyo rai. 
MRK.12.42	Naije wanya kavinijo ama ananuge meweno raije inta nde tavon, umba mo doije vasye rurum raveasyo tavon, aya mangke mamaun dave. 
MRK.12.43	Yesus po apa arakovo utavondi aije mawainde, umba Po raura nanto mai pare, “Tugae, wanya kavinije so ama ananuge mewen dai rave, weramu ama doijo mo raveasyo no bayaije umaso aya mangke mo doijo vatano kaijinta wo raveasyo raije rakivan. 
MRK.12.44	Weye vatane umawe awa ananugo manuije ama nanake mi wo raunanto. Yara wanya kavinije somamo ama ananuge mewen dai rave, weramu mo ana mo rave anaisye ramavune raunanto vintabo.”
MRK.13.1	Arono Yesus puje Yavaro Amisye raora, Apa arakovo utavondi aije inta po raura nanto Ai pare, “Injayo Kurune, winyerade! Yavaro Amisye so ngko dave! Muno ama orame mamo manakoe rave!”
MRK.13.2	Umba Yesus po raura nanto ai pare, “Syare syo yavaro manakoe ngko dave so raura wasai. Yavare so ama orame mamo indati mandamisyi vintabo ti ntuna no min, muno inta ntuna matuve akato jewen.”
MRK.13.3	Yesus poroto no Pukamo Saitun, umba paje tuna amumbeto no Yavaro Amisye nori. Naije Petrusa pe Yakobusa pe Yohanesa pe Andreasa pe ude Ai indamu wayao mumuimbe. 
MRK.13.4	Wo raura Ai ware, “Injae, reamare Nyo raura reansai kakavimbe: Nandui rati umba anakotaro Nyo raura umawe mamaisy? Arono ama masyote mararai, weamo animaisye mirati indati rarorono wusyimbe?”
MRK.13.5	Yesus po raura nanto mai pare, “Wasyisyaube! Vemo vatane inta wo wasaponae inya! 
MRK.13.6	Weye indati vatane wanui ude wo Sya tame veano taune mawain ware, ‘Risyirati Mesias!’ Umba wo vatano wanuije maponae. 
MRK.13.7	Arono rui rati wadaniv vatane wo marova rave no munijo mararai, muno ayao ovare nde wasai mare vatane wo marova rave no munijo marane rai tavon, weamo vemo wajaniv inya. Weye ana namije mamo indati nande, weramu munije ama akari omamo mamai dainya nene. 
MRK.13.8	Munije inta marovave irati munijo kaijinta mai, muno akarijo titi inta marovave akarijo titi kaijinta ai. Mungkije nande no rui rui vayave, muno nugo marore ntami. Weramu omai mbintaboamo manasyin bayave ma, maisyare muno wanya mare ntuna arikainye autan ti njajoramije wemaisy.
MRK.13.9	Syare wasyisyaube! Weye indati vatane wo wasaijar wo wasaunanta no akarijo akokoe mansamun, umba wo wasanepato kaijo waije rai no yavaro sambaya ama uga rai. Wonayo wasai weye watavondi Rinai, weti indati wo wasaugaveta no gubernur mansamun muno akarijo titi mansamun. Somamo varoro ngkovo wana raije mi som indamu wapo Sya tame raura kakavimbe akarijo nanawije mai. 
MRK.13.10	Indati Ayao Kove so ravovo vatane kotaro ntuna no mine so mansai tenambe rati, umba munije ama akarije nande. 
MRK.13.11	Arono indati vatane umawe wo wasaugaveta ra wasayai no akarije umawe mansamun indamu wo wasanajobe, vemo wasanuga mamauno wapa ayao wapare wapo rasakinavo maije rai nora. Weye animaisye mirati wapare wapo raura mamo arono naije Amisye po ayao raunande wasai inda wadaura. Weti wapa ayao wato mamo taune wapa ayao ma jewena, yara Anawayo Vambunine ama ayao omi wadaura.
MRK.13.12+MRK.13.13	Indati masyote nde nande arono vatan tenambe manuga mamuno wasai weye weatavondi Rinai. Vatane wo taune awa arakove mansamavun indamu maubaisy. Muno ajae wo taune awa arikainye mansamavun indamu maubaisy tavon. Arikainye wo awa akoye nawe awa ajae nawe mave tatugadi, muno wo maunanta inda maubaisy. Weramu are nawirati matawandi kobe muno wanave Rinai tutir ava nto ama marane rai, onawamo indati Amisye po mapaya irati kakaije rai indamu ukova nuge nuganui.”
MRK.13.14	“Indati wapo Vatano Mamun Akoe aeno te no Yavaro Amisye rai.
MRK.13.15	Vatano utantuna no yavare von, vemo wakaje usisa wo ananuge inta rauga no yavar uga inya! 
MRK.13.16	Maisyare omai tavon, vatano una no nawaisy uga, vemo wakare wo ansune rauga no yavar uga inya! Yara unaji bayave. 
MRK.13.17	Abo! Arono siurijo namije nde, wanya vavinsanai nawe, wanya wo ukame raunanto awa arikainye maije nawe, awa siurije manakoe rave, weye wansanan unajive kakai. 
MRK.13.18	Wasambayambe indamu vemo siurije umaso nande no embayo nanayao rai jinya! 
MRK.13.19	Arono wusyin Amisye po mine so ranarijoe ndea naiso vatane awa siurije mamaun, yara awa siurijo rijate so manakoe rave. Arono indati siurijo rijate so mewen to, weamo siurijo maisyare umasom inta makanande akatoe ramu. 
MRK.13.20	Ranivara siurije umaso noa nugoenta, weaveti vatano mine so ukakai tenambe vintabo. Weramu indati Amisye po siurije umaso ransop akaje ti ntumainy, weye aemeno Apa kawasae po mansatayaowe mai.
MRK.13.21	Arono naije, ranivara vatane inta po raura wasai pare, ‘Waperade! Mesias opi noe so!’ dako, ‘Napi ratuije!’ dako, vemo wapanave ai jinya! 
MRK.13.22	Weye indati mesias angkarije muno anawae angkarije ude. Wo anapaporainye raroron indamu wo vatano wanuije maponae, muno ubeker ware wo kawasaeyo Amisye po mansatayaowe maponae tavon, weramu umamaisye ramu. 
MRK.13.23	Weti wasyisyaube! Syo ana nande no masyoto rijate raura wasai wusyimbe to inda wasyisyaube.”
MRK.13.24	“Arono siurije umawe mewen, uma amije ngkaumudi muno embae mbar akatoe ramu. 
MRK.13.25	Tumo no no naume warae utataopon, muno naume mansumugo anakotaro no raije rautan.
MRK.13.26	Arono naije vatano mine vone so wo Risy, Arikainyo Vatane, inaen rino kamure rai ti syaje, ride irati Sya vambunino manakoe muno Sya kovo ntiti rautan. 
MRK.13.27	Indati Syo naito Amisye matutir indamu wo vatano Syo matayaowe manunugambe vintabo, nanawirati una no ovare ami mambisyo mine so muno una no rui rui vayave no mine so ntoa ama marane rai muno naumo warae ama marane rai.”
MRK.13.28	“Syare wapo ananeneae Tumbina ranyao: Arono wapo Tumbina
MRK.13.29	Maisyare omai tavon, arono wapo anakotaro Syo raura umawe raen, indati wapo raen wapare munije ama akari mararai rave to. 
MRK.13.30	Syo raura tugaive: arono anakotare umawe nde nande tenambe, indati vatano susyo naiso inta nawirati wene nande mai rainy ti una ti wo raen. 
MRK.13.31	Naume warae me mine so me indati yaumandi, yara Sya ayaowe mamo ntamija nuge nuganui.”
MRK.13.32	“Weramu nandui rati anakotare so mare nande, vatane wantatukambe ama masyote muno ama uma amije rai. Naito Amisy una no munijo ntiti wantatukambe rai muno Risy, Arikainyo Amisy, syantatukambe rai tavon. Yara Injayo Amisy obo pi po raen. 
MRK.13.33	Wapantukambe masyoto namije rai, weti wasyisyaube muno wapanatatayaube! 
MRK.13.34	Maisyare ananeneae so ramaisy: vatane inta pare puje to no munijo maran, weti po apa vatano wanapatambe aije mawainde, umba po anakere raugaje mansai tetebe indamu wo apa yavare raeranande. Muno po raura nanto vatano po unsanda ramane ai pare, ‘Winyisyaube! Nyo sya yavare so raman mavabe!’
MRK.13.35	Risy inaurata irati vatano apave yavare umawe raije ai. Weti wasyisyaube! Weye wapantukambe Sya masyoto syakare raije rai—namandi rako, namane yasyin ndako, arono awatano mangkuere kokobe rako, arono uma seo kai rako. Weti syare wasyisyaube! 
MRK.13.36	Syare ide papabe, vemo rinande wasaijo wanakije rai jinya. 
MRK.13.37	Ana Syo raura wasaije so, Syo raura vatane mai tenambe, syare wasyisyaube!”
MRK.14.1	Masyote rurum akato, umba Yahudi wo Ono Paska rave muno wo rotijo ragije mewen daije raisy. Arono naije syeno akokoe utantuna no Yavaro Amisye raije nawe, kuruno makari mbaro Ananyao Musa raije nawe, wo unanuije rakani indamu wo Yesus aijar muno wo aubaisy. Wo raura ware, “Wade wamo aijar maninimbe. 
MRK.14.2	Weramu vemo wamo aijar no one ama uga so rai nora, weye vatano wanui indati upari ti usivuiny.”
MRK.14.3	Arono naije Yesus no no munijo Betania, tuna no Simon apa yavar, wepirati aravure mo ave no wusyinoe. Umba wanya inta nde mo botoro nsasabe inta raugav ntairi jirati manino mbovove rai, ama mangke nseo rave. Arono Yesus pisyisy, wanya umawe mo botore umaso ama vone radaut, umba mo manine rauvaro Yesus akarije vone rai. 
MRK.14.4	Vatane inta una no naije upari ti wo raura ware, “Veanimaibe wanya so mbaono manino mbovove so rai ti mewen? 
MRK.14.5	Manine so ama mangke nseo rave, weti kove mamo ramavun bayave umba ama doije raunanto vatano awa ananuge meweno maije mai.” Weti wo wanya umawe ranayao soowabe.
MRK.14.6	Weramu Yesus po raura pare, “Weinya! Wabeanimaibe wapo wanya so raura ti ranimaumbe? Ama ana mo raijaro rinai mamo ngko dave. 
MRK.14.7	Vatano awa ananuge meweno maije onawamo una no wapa yasyine rai tutir, weti arono rui wapare wapo maeranande, weamo wapo maeranande kai. Weramu Risyamo rino no wapa yasyin tutire ramu. 
MRK.14.8	Weti masyoto unumeso wanya so mare mo ana ngkove inta raunande Rinai, weamo mo raunande kai. Ama ana mo rave umawe mamo mamaisy. Weye mo manino mbovove rauvaro Rinai indamu mo inanasine ratayao wusyimbe irati Sya masyoto inantuna raije rai. 
