GEN.1.1	Tota hoqarero Kotiva naaruvavata vatavata autu kero vatora. 
PSA.37.11	Tirema vaiha kia náivata qoraiqama nimite variaka, vika Kotiva nái kaama nimitai vatara vare, maateraiqamavi quaheha variqi vivara.
PSA.37.12	Qora kaiqa vare variaka avuqavu ni variaka qoraiqama nimiterara nái aatoqi iriqi viha vika mauru kumiki nimite variara.
PSA.37.13	Vika minti variavarovata, Noravano Kotiva vika vehi autuvi taiqavi entava aniainarara iriharo, vika naaraihama nimite vairo.
PSA.37.14	Qora kaiqa vare variaka nái iqoka paipe utaqihai urequke qeramake tuate, nái huruvata hinta utute vehi vaiinti nahentive, airairara aavoqiakave, arukareka auti variarave.
PSA.37.14	Vika avuqavu ni varia vaiinti nahentika arukareka auti variarave.
PSA.37.15	Vika mintimake vaivarovata, nái iqoka paipevano nái muntuka raqonta kairaro ˻Kotiva˼ vika huru kaavuvata rauhaantima kaanaro.
PSA.37.16+PSA.37.17	Noravano Kotiva qora kaiqa vare variaka kempuka taiqakero qaqini varakero, viva avuqavu ni varia vaiinti nahentika antua nimite vaira.
PSA.37.16+PSA.37.17	Mintima vairara tiro, avuqavu ni vai vaiintiva kia airi haika vataiva ho vairamanta, airi haika vateha qora kaiqa vare variaka vika kia ho vaivara.
PSA.37.18	Kia uvavanovata vikaqaa vaimanta variaka Noravano Kotiva vikaqaa koqema kero raqiki vairo.
PSA.37.18	Noravano vika kaama nimitai haikava kia taiqa viraitiro, ekaa enta ekaa enta qaqi variqiro vuanaro.
PSA.37.19	Qora entavano anintairamanta vi vaiinti nahentika kia nora maaraqi vaivara. Karara nararaiqi entara vika kia karara aavoqivara.
PSA.37.20	Qora kaiqa vare variaka, vika variqi vi taiqama vivara.
PSA.37.20	Ahakaqi vai maurava vahuqa variro tamunta vintemake, Kotira navutaaka inaaraiqa varike, taiqa vivara.
PSA.37.20	Iha muravano oru viro ruqema viro taiqa vintemake, vika variqi vi tuqaakuma vivara.
PSA.37.21	Qora kaiqa vare variaka tiha, Monue, airairae ti timiraqe te naantiara nina amiare, tivakeha kia nai qaiqaa ami variara.
PSA.37.21	Avuqavu ni variaka paruma keha nái kenauka nái ia haikara nimi variara.
PSA.37.22	Noravano Kotiva koqema nimite vaika, viva vika nái kaama nimitaaina vatara varevara. Kotiva vaaquqama vuate ti vaiinti nahentika, vika variqi vi vehi autu taiqa vivara.
PSA.37.23	Vaiintivano Noravano vira umiqe vai aararaqaa viraro viva vi vaiintirara quahaanaro.
PSA.37.24	Vi vaiintiva kuntavaivaima varero kaavu ntireva irera, Noravano Kotiva nai kauquqohairo vira totairaro viva kia kaavu ntuanaro.
PSA.37.25	Te haaru qaraaka vaiintivano variqi ani, vate naampaiqama vuro.
PSA.37.25	Ho haaruvata maa entaravata te vaiha tavauraro kia Noravano Kotiva avuqavu ni variaka qaqira karaitiro, vikaqaa koqema kero raqikiqiro vi vaimanta vika ho variamanta vika vaintivaravata kia karara aavoqiraiti, kia vokiaka karara naari variara.
PSA.37.26	Te tavauramanta avuqavu ni variaka parumake ekaa haika vokiaka nimi variamanta vika vaintivaravata vokiaka koqema nimite variara.
PSA.37.27	Are qora kaiqa vare okarara tauvaqa utu amitera, koqe kaiqaqai varaqira vuane. Are mintiaqira virera, are kuvuarama terauka ekaa entama ai vataqaa qaqi variqi vivara.
PSA.37.28	Noravano Kotiva avuqavu kaiqa vare variakara antuqa arivaro viva nai Kotirara noraiqaake iriqi vi variaka kia qaqira karaitiro, ekaa enta vika antua nimitaqiro vuanaro.
PSA.37.28	Qora kaiqa vare variaka ekaara taiqa vimanta vika vaintivaravata vehi autu vivara.
PSA.37.29	Avuqavu ni variaka Kotiva vika kaama nimitaaina vatara vare, vi vataraqaa ekaa enta qaqi variqi vivara.
PSA.37.30	Avuqavu ni vai vaiintira avu aato koqe avu aato vaivaro vira uvavanovata koqe uva vaivaro viva koqema kero uva avuqavu i vairo.
PSA.37.31	Nai vira Variqavano tivatai uvava vira avu aatoqi vaivaro viva vi uvara koqema kero iriqiro viharo kia qora kaiqavata vare vaira.
PSA.37.32	Qora kaiqa vare variaka koqe vaiinti arukareka vaara auti variara.
PSA.37.33	Vika minti variavarovata, Noravano Kotiva kia koqe vaiinti vika kauquqi kaanaro.
PSA.37.33	Vira navutaaka koqe vaiintiqaa uva vataivaro Noravano Kotiva kia vira navutaaka qaqi kaira vika 
PSA.37.34	Are Kotirara noraiqaakera iriqira vihara vira uva koqema kera iriqira viraro viva ai koqema amiteharo nina kaama taaina vatara ai amiarire.
PSA.37.34	Naantiara are vaihara tavairaro Noravano Kotiva qora kaiqa vare vaika vehi autu taiqama kaanaro.
PSA.37.35	Haaru te tavauraro vo vaiintivano voqama kero nai kenauka qoraiqama nimite vau vaiintiva vaura.
PSA.37.35	Toqukeravano vo katari vo katari uri aatara kaintema kero, vi vaiintiva vukai vaiintivano vaiharo ekaa nai kena vaiinti uri aatarakero vaura.
PSA.37.36	Vi vaiintiva qutu vumanta te virara qumina ranteha tavauraro viva kia vaura.
PSA.37.37	Kia viraqaa vo uvavata vaivaro avuqavu ni vai vaiintira aitutuma kera tavaane. Viva vaiintiara maateraiqi vaiva vaimanta vira naintivara airitahaa variara.
PSA.37.38	Kotira uva raqake variaka Noravano Kotiva vika nái vaintivara hampata vehi autu kairamanta taiqa vivara.
PSA.37.39	Noravano Kotiva avuqavu ni variaka ruaruama nimite vaivama vairo.
PSA.37.39	Vika maaraqi vaivaro Noravano Kotiva vika antua nimite vairamanta vika ho vaivara. 
PSA.37.40	Vika Kotirara tinavu antua timitaane tiavarora tiro, viva vika kahaqiharo qora kaiqa vare variaka kauquqihairo ruaruama nimite vairo.
PSA.38.1	Mpo Noravauvo, ai arara itairara, kia ti titihara haruane.
PSA.38.2	Mpo, ai veva vo veva vo vevavano ti harimantama vauro. Are nena kauquqohaira ti ruqutu kaaramanta te hiqintivi vauro.
PSA.38.3	Ai arara itaira kaara te antura ntiha vauro. Te ai uva raqa kaunara kaara ekaa ti vaatavano hiha vimantama vauro.
PSA.38.4	Vaiintivano maara ntai haikara kia ho aqu varero vintemake, te tenta qora kaiqa varauna uvara kia ho vare virara.
PSA.38.5	Te hampi kaiqa varaunara kaara numuaravano ti vaataqaa iteharo 
PSA.38.6	Vira kaara ti kempukavano kia vaimanta te vautautamaqi viha, toqaqivata erainainivata qutuvi vaiintirara iqi rataantemake, iqi rataqi vi vaunara.
PSA.38.7	Ti ekaa vaata hiha viharo iha ite vaimantama vauro.
PSA.38.8	Nora maaravano tiqaa vaivaro kia ti kempuka voqavata vaimantama vauro. Ti muntukavano qoraiqimanta te keke ti vauro.
PSA.38.9	Noravauvo, te mpo ike ti vauna uvara are kankoma kera irianara.
PSA.38.9	Te keke ti vauna uvava kia kukeqavi vairaitiro, vi uvava ai avuqaa qoqaa vaivara tavaanara.
PSA.38.10	Ti muntukavano voqama kero nti vaivaro ekaa ti kempukavano taiqa vivaro ti tivuvanovata kia nahaimanta vaunara.
PSA.38.11	Ti tontinavuvata, ti hampata ni variakavata, ti numuara aatu qeteha kia te vaunanaini aniamanta, ti vohaa naare vikavata kia ti ani tavaraiti, niaraini variara.
PSA.38.12	Ti arukareka auti variaka tiriara vaara autute variara.
PSA.38.12	Ti autuvano vataini qiarire ti, ti qoraiqama timitareka auti variaka enena ruvaaqumavi vaiha ti qoraiqama timite uvara tiva taatauke vate variara.
PSA.38.13	Mpo, aato tintavi vaiintiva kia uva irintemake, te kia vika uva irunara. Kia ho uva ti vaiintira voqaara, te kia uvavata tiraiti, evaara vaunara.
PSA.38.14	Eo, uva tiara kia ho iri vai vaiintira voqaara vaiha te kia vika uva nái tiva nimi vaunara.
PSA.38.15	Noravauvo, te are ti kahaqinara vekama vauro. Arema ti Variqavano variaro. Quqaama are ti uva irihara nena uva ti tiva timinarave.
PSA.38.16	Mpo, are ti navutaaka kia qaqi kairamanta vika tiriara, Koqemama viva qoraiqama vivo, tiate.
PSA.38.16	Kia qaqi kairamanta vika tiha, Ho tavaate. Tenavu vira ruqutu kauraroma kaavu ntivo, tiate.
PSA.38.17	Aihaviraava kia ti tuta karaitiro, qaqi ti tuate vaimanta te taiqaarirava aumanto vaimantama vauro.
PSA.38.18	Te qora kaiqa varaunara qoqaa ai tiva qovarama amirera. Te vi kaiqara varaunarara ike mpo tivakeha kia te mintiataarave turo.
PSA.38.19	Mpo, ti navutaaka kia aihaviraaravata vararaiti, vika kempuka vaiintima variavo. Airi vaiinti qumina haika kaara ti navutaiqi variara.
PSA.38.20	Te vika koqema nimitauramanta vika kia tinta mintima timitaraiti, ti navutaiqiha, tauvaqa vauraa uva ti variara.
PSA.38.21	Mpo Noravauvo, kia ti qaqira kaane.
PSA.38.21	Are ti Variqavanoma variaro. Kia ti niaranto variane. 
PSA.38.22	Noravauvo, are ti ruaruama timiteravama variaro. Vaaka ani ti kahaqiane.
PSA.39.1	Te tentara mintima ti: Kaiqe te tenta vararera iaina kaiqaraqaa koqemake raqikiqi viha, tenta novata kia qaqi kaariraro qora uvavano viraqihairo qovaraiqiarire. Qora kaiqa vare variaka ti aumanto vaiqe te kia vika hampata uva tirerave, tunara.
PSA.39.2	Te minti tivake kia qora uvave koqe uvave tiraiti, evaara vaurarovata, maaravano tiqi vaiva voqama kero maara ntaimanta vauraro 
PSA.39.3	ti muntukavanovata voqama kero qoraiqimanta vaunara.
PSA.39.3	Te mintimake vaiha te tenta aatoqihai voqavata iriqi vi vauraro tiqi vai maarava voqavata ti maara timiqiro vi vaimanta viraqaahai te kia ho evaara vairaiti, te Kotirara mintima ti:
PSA.39.4	Mpo Noravauvo, te qaqi variqi vuaina entava nanti nantie ianarove?
PSA.39.4	Te tairentae qutu virarave?
PSA.39.4	Te qaqi variqi vuarirava tairentae taiqa vuanarove? tunara.
PSA.39.5	Mpo, are kia vukai enta ti kaama timitaanarara tiro, te qaqi variqi vuarirava iquqama vaivo.
PSA.39.5	Are te qaqi variqi vuainara tavehara, virara qumina haikavema ti variaro. Mpo, ekaa qaqi varia vaiintika vaireka, vika uvaivano inaaraiqa utiro taiqavira voqaara variarave.
PSA.39.6	Mpo, kuarivano itaivaro vaiinti maraqura vataini vaira voqaarama, tenavu maa vataraqaa vahuqa variqi vi, vuru taiqa virara.
PSA.39.6	Tenavu vi aniha nana nana vo kaiqa vo kaiqa vara taarirava, vi kaiqava vi kaiqava naantiara quminaiqama vuanaro.
PSA.39.6	Tenavu qaqi variaina entara monuve airairave ruvaaqumake vataainara, naantiara nai ta vaiintivave varaanaro.
PSA.39.7	Noravauvo, tenavu vataini qaqi variqi vuaina okarava mintima vaimantara ti, te nana haikarae noraiqaake iriqi vuariraro vi haikava ti kahaqianaro?
PSA.39.7	Mpo Noravauvo, te ariara noraiqaake iriqi virerave.
PSA.39.8	Te tenta qora kaiqa vare vaurava ti taiqa kaantorave tira, are ti ruaruama timitaane. Kia avu aato vataaka hauri vo haika kaara ti naaraihama timitevora.
PSA.39.9	˻Te qora kaiqa varaunara˼ kaara are ti ruquti variaramanta te nora maaraqi vaihara ti, te kia uva voqavata tiraiti, tenta no tintate vairera.
PSA.39.10	Mpo, kia ti qaiqaa ruqutuane. Are nena kauquqohaira ti ruqutuaravera te qutu vi ruhiqaurima vauro.
PSA.39.11	Quqaama, ai uva raqake variaka, are vika nái nitiharama vika utetaaravama variaro.
PSA.39.11	Oqokavano tavuna nama kaivaro taiqavintema kera, are tinavu antuqa vai haikara taiqake varianara.
PSA.39.11	Mpo, ekaa qaqi varia vaiintika vaireka, vika uvaivano inaaraiqa utiro taiqavira voqaarama variara.
PSA.39.12	Noravauvo, te ai aaraaina uvara iriane. Te ariara naverai tiha, mpo ti kahaqiane tiainara are aato vatehara iriane. Te iqi rate variarirara kia are qumina vairaitira, ani ti kahaqiane.
PSA.39.12	Ti kaivaqaukavara maa vataraqaa vahuqa variqi vuntemake, tevata vahuqa variqi virerave.
PSA.39.13	Mpo, kia inaara viri aratera variane. Te maa vataraqaa vahuqa vai, taiqa vuainarara irihara, are qaqi kairaro ti muntukavano qaiqaa koqe iraqe variare.
PSA.40.1	Noravano Kotiva ti kahaqiarire ti, te tenta muntuka qihaaqamake vira veka vauraro viva aato ti timiharo te mpo ike ti vauna uvara irirave.
PSA.40.2	Te vata vevanto quvitaaraqi vaiha kia ho vaarintaarirava vaimanta vauraro viva viraqihairo ti kauqu raimpatama vaari qaqini kaimanta vaunara.
PSA.40.2	Te hora kupaiqiraqi taatauvi vauraro viva viraqihairo ti mpaqi kero nora oriqaa himpima kaimanta te qaiqaa kempukaiqamake ni vaunara.
PSA.40.3	Viva qaraaka ihi vo, tentanavu Variqa autu tuaheraaina ihira ti noqi vataimanta te vi ihira tivaqi vi vaunara.
PSA.40.3	Vaiinti nahenti airitahaa Noravano Kotiva ti kahaqama timitai kaiqarara iriha, kauqu runkinkiri iha tiha, Kotiva Noravanove, tivakeha virara noraiqaake iriqi vivara.
PSA.40.4	Kia nái nutuaraqai iri variakara ti kahaqiate tiraitiro, kia una variqa nutu tuahera karaitiro, Kotiraraqai noraiqaakero iriqiro vina vaiintira, Kotiva virama koqema amitaanaro.
PSA.40.5	Noravauvo, are ti Variqavano variararo kia ai voqaara vovano vaivo.
PSA.40.5	Are tinavuara irihara koqe kaiqa, vo kaiqa vo kaiqa vara timitaarava airi kaiqa vaimantara ti, te kia ho vohaiqa vohaiqa vi kaiqarara vokiaka tiva nimirara.
PSA.40.6	Quara aantau aruke ai 
PSA.40.6	Ekaa kaintu iha quara amiterave, qora kaiqa varera nunka nimitaarire ti, vare ania 
PSA.40.6	Are ti kahaqiararo ti aatovano kenko timanta te ai antuqavano vairara kankomake irunarave. ˻Ai antuqavano vaireva, vaiinti nahenti ai uva koqemake iriqi vira, virarama vairo.˼
PSA.40.7	Ai antuqavano mintima vairara ti, te ariara tiha, Tavaane. Haaru ai vukuqi tiriara viva mintima ianarove tu uvava vaura, te vate virama anuro.
PSA.40.8	Ti Variqavauvo, te quaheha ai antuqavano vainara avataqi virerave. Are tiva taana uvava ti muntukaqi vaimanta te vi uvara iriqi vi vaunarave.
PSA.40.9	Noravauvo, ai vaiinti nahenti ruvaaqumavi varianaini vaiha te ai koqe vakaaka vika tiva nimi tiha, Noravano Kotiva tinavu ruaruama timite vaivama vaivo, ti vaunarave.
PSA.40.9	Noravauvo, are kankoma kera irianarave. Te qaiqaa qaiqaavata vi uvara vaiinti nahenti tiva nimiqi virerave.
PSA.40.10	Are ti kahaqihara ruaruama timitaana uvara kia kukeqa karaiti, te ai Naavuqi vaiha vaiinti nahenti nivuqaa vi uvara vika tiva nimi vaunara.
PSA.40.10	Ai muntukavano tinavuara vaivara are tinavuara noraiqaakera iriqira vi varianara, te viraravata kia evaara karaiti, vi uvaravata vika qoqaa vutuke tiva nimiqi vi vaunara.
PSA.40.11	Mpo Noravauvo, are kia ti qaqira karaitira, are qaiqaa qaiqaavata ti aaqurihama timitaqira vuane.
PSA.40.11	Are mintiaqira vi vairaro ai muntukavano tiriara vairavavata, are tiriara noraiqaakera iriqira viravavata, tiqaa raqiki vairaqe te ho variare.
PSA.40.12	Mpo, airi maaravano tiqi vaimanta te kia ho vira kaara ntirara.
PSA.40.12	Te qora kaiqa, vo kaiqa vo kaiqa varaurava ti ravaaqavu kaimanta te tenta vuaina aarara kia ho tave vaunara.
PSA.40.12	Ti qiata kauhi airi vaivarovata, te qora kaiqa varaurava ti qiata kaukivata aatarakero nai airi vaivaro ti kempukavano kia vaimanta vaunara.
PSA.40.13	Mpo Noravauvo, ti ruaruama timitaane.
PSA.40.13	Mpo Noravauvo, vaaka tuvu ti kahaqama timitaane.
PSA.40.14	Ti harukareka auti variaka, are vika hampata iqoka raquqira vihara vika naatarakera kaurira haika nimiramanta vika avu aatovano hampiqama viramanta vi anima vuate.
PSA.40.14	Te nora maaraqi vaunarara iriha quahe variaka, ruqutiramanta vika anirante vivaro vika nutuvanovata vataini qiarire.
PSA.40.15	Vika ti naaraihama timiteha huviqorave ti variaka, are vika qoraiqama nimitairamanta vika tiha, Mpo Kotiva tinavu haatara kaimanta kaurira haika varauro tivara.
PSA.40.16	Noravauvo, ai rantare iaka are qaqi kairamanta vika ai aaqanto oru vaiha muntuka paru ira quaheha variate.
PSA.40.16	Ariara viva tinavu kahaqiharo ruaruama timite vaivama vaivo ti variaka, are vika qaqi kairamanta vika ekaa enta ariara tiha, Noravano Kotiva nai anomakero Noravanoma vaivo, tiate.
PSA.40.17	Noravauvo, quqaama te vehi vaiinti vaiha kia ho tenta kahaqiarirava vaivara, are kia tiriara tauru karaitira, tiriara noraiqaakera iri variaro.
PSA.40.17	Arema ti kahaqihara ti ruaruama timite variaravama variaro. Vaaka tuvu ti kahaqiane.
PSA.41.1	Vehi vaiinti nahentiara iriha vika kahaqireka auti variaka, Kotiva vika koqema nimite vaira.
PSA.41.1	Vika nora maaraqi vai entara Noravano Kotiva vi vaiinti nahentika kahaqianaro.
PSA.41.2	Noravano Kotiva vikaqaa koqema kero raqikiqiro viramanta vika kia vaaka qutu viraiti, koqemake variqi viha vika nái vataqaa koqemake vaivaro Noravano kia navutaaka kauquqi kaanaro.
PSA.41.3	Noravano Kotiva vikaqaa raqiki vairamanta vika rovara varaivera, viva vika kempukaiqama nimitaira ho vaivara.
PSA.41.4	Noravauvo, te ai uva raqa kaunarara irihama ariara mpo, ti aaqurihama timitehara, ti tivaata koqema timitairaqe te ho variare, turo.
PSA.41.5	Ti navutaaka ti qoraiqama timitareka auti vaiha tiha, Viva vaaka qutu viramanta vaiinti nahenti vira autu tauru kaiqe tenavu hove tiataarave, ti variara.
PSA.41.6	Vikaqihai vaiinti vonavu kia tiriara quqaa ike mpo tiva timitareka aniraiti, vika unaqaraiqamake ti ampeqamake tave, orunte tiha, Viva vaakama qutu vuanarove tivakeha, vi uvara viti viri vaiinti nahenti tiva nimi variara.
PSA.41.7	Tiriara kia muntuka vaimanta variaka, vika nái irike tiriara tiha, Viva quqaama qutu vuanarove tivakeha, evaara vi uvara nai tiva ami nai tiva ami i variara.
PSA.41.8	Vika tiha, Viva qora rovara varaira kaara kia nai vaitaaina taintaraqaahairo qaqi himpiraitiro, viva variqiro viro, vuru qutuma vuanarove, ti variara.
PSA.41.9	Ti tonti koqeva te virara kia vo haika kaara ti qoraiqama timitaanarove turava vivavata ti navutaiqi vaira. Viva ti hampata kara ne vaiva ti qaqirakero ti navutaiqi vaira.
PSA.41.10	Mpo Noravauvo, are ti aaqurihama timitehara ti rovara taiqa timitairaqe te kempukaiqamavi vaiha, vi vaiintika náivata qoraiqama nimitaare.
PSA.41.11	Are ti kahaqama timitairera, vika kia ho vora ntuva timitaiqe, te are tiriara quahenarara kankomake irirara.
PSA.41.12	Noravauvo, te avuqavu ni vaunarara tira, are tiqaa koqema kera raqikiqira vihara, ti tivitaqira vi vairaqe te ai aaqanto ekaa enta variqi vuare.
PSA.41.13	Noravano Kotiva tinavu Variqavano tinavu Isareriqaa raqiki vaivama vaivo.
PSA.41.13	Kaiqenavu vira autu ekaa enta ekaa enta tuaheraqi vuare.
PSA.41.13	Quqaave, quqaave turo.
PSA.42.1	Mpo Kotio, 
PSA.42.2	Are qaqi variqira vi variana Variqava variararo ti maraquravano ai hampata variataa imantama vauro.
PSA.42.2	Mpo, tairentae te ai Naavuqi oriqete ai avuqaa vairarave?
PSA.42.3	Entaqive aatitairaqaave te iqi rataqi vi vauraro ti auquruvano ti kara voqaara vaimanta ti navutaaka enena tiriara tiha, Ai Variqavano taini vaiharoe kia ai kahaqivo? ti variara.
PSA.42.4	Mpo, te haaru koqemake vauna entarara qaqi iritauraro ti muntukavano qoraiqimanta vauro. Vi entara Maara Entaqaa te airi vaiinti nahenti nivuni viha Kotira Naavuniara vi vaunara.
PSA.42.4	Tenavu miniara viha, quaheha naverai tivaqi viha ihi tivaqi viha Kotira autu tuaheraqi vi vaunara.
PSA.42.5	Mpo, vate nora maaravano tiqi vaivaro ti muntuka voqama kero qoraiqimantama vauro.
PSA.42.5	Mpo, te mintiaqi vuarorave. Kaiqe te Kotirara noraiqaake iriqi viha, virara ti kahaqiariravama vaivo tivaqi vuare.
PSA.42.5	Te mintiaqi viha qaiqaavata vira autu tuaheraqi virerave.
PSA.42.5	Viva ti Variqavano vaiharo, ti ruaruama timitaariravama vaivo.
PSA.42.6	Mpo, ti muntukavano qoraiqimantara ti, te ariara iriqi virera.
PSA.42.6	Hemoni Aiqinavanovata Misaa Aiqinavanovata vaivaro Iotani Namarivano vitantaqihairo tuvinaini vaiha, te qaiqaa ariara iriqi virerave.
PSA.42.7	Mpo, nora namarivano nai naantiara nai naantiara kumpetaqiro oru vintema kero, ai kauquqihairo vo maara vo maaravano ti qoraiqama timite vaimantama vauro.
PSA.42.7	Namarivano aintaakaqaa tuviharo auva ntaintema kero, vi maarava ti qoraiqama timitaimanta vauro.
PSA.42.8	Mpo Noravauvo, are ti Variqavano variaramanta te ariqi vaiha qaqi variqi vi vaurauka ai aareha tiha, Are vo enta vo enta aatitainaraqaa ti aaqurihama timitairaqe te entaqi ihi tivaqi viha ai autu tuaheraqi virerave, turo.
PSA.42.9	Kotiva ti kempukaiqama timite vaiva vaimanta te virara mintima ti: Mpo, nantivarae ti qaqira kaaro?
PSA.42.9	Nantivarae navutaaka qaqi kaaramanta vika ti qoraiqama timite variavaro, ti muntuka qoraiqimanta vauro?
PSA.42.10	Mpo, navutaaka enena ti naaraihama timiteha tiha, Ai Variqavano taini vaiharoe kia ai kahaqivo? ti variavaro vika uvavano kaavuqohai ti vuhaari tairi kaantema kero, ti qoraiqama timite vaivo.
PSA.42.11	Mpo, vate nora maaravano tiqi vaivaro ti muntuka qoraiqimantama vauro.
PSA.42.11	Ho te mintiaqi vuarorave. Kaiqe te Kotirara noraiqaake iriha, virara viva ti kahaqiariravama vaivo tivaqi viha qaiqaavata vira autu tuaheraqi vuare. Vivama ti Variqavano ti ruaruama timitaariravama vaivo.
PSA.43.1	Kotio, kia ai uva iriaka tiqaa uva vatareka auti variavara are ti uva iriharama tiriara kia viraqaa uva vaivo tiane.
PSA.43.1	Qora kaiqa vareha una uva ti varia vaiintika kauquqihaira are ti ruaruama timitaane.
PSA.43.2	Are ti Variqavano ti antua timite variarava vaihara, nantivarae ti qaqira kera iaro? Nantivarae are ti navutaaka qaqi kaaramanta vika ti qoraiqama timite variamanta te nora maaraqi vauro?
