MAT.1.1	I⁴la³ ti²ton³ la⁴jang³⁴ sa¹jeun³ quian¹ Jesucristo a³lang⁴³ jon⁴³tyie¹ A³brang²³ jian³ Da³vei²³.
MAT.10.39	A³hain⁴ a³hnie³⁴ lion⁴ m⁵cu³ quieh¹ nei² cuah³²húa³⁴ la³, jon³ si⁵hain⁴ pi²³i³; i² a³si³hain⁴ m⁵cu³ quieh¹ nei² quien⁴ˉ⁴, hyieh⁴i³ m⁵cu³ quieh¹ i²a⁴toh⁴.
MAT.10.40	’A³hain⁴ a³hyei⁴³ hnei³ tionh²ˉ³, jnia⁴pa² hyei⁴³i³; jian³ a³hain⁴ a³hyei⁴³ jnia⁴, hyein⁴³i³ a³a⁴sai⁴ jnia⁴ liah⁴. 
MAT.10.41	Jian³ a³hain⁴ a³hyein⁴³ jan³ a³sain² quie¹ ta⁵la⁴ lang⁴³i³ jan³ a³sain² quian¹ Jon⁴dai¹, hyieh⁴i³ hmah¹ liah⁴i² hyei³⁴ a³sain²; jian³ a³hain⁴ a³hyein⁴³ jan³ a³ni²taih⁴³ quie¹ ta⁵la⁴ lang⁴³i³ jan³ a³ni²taih⁴³, hyieh⁴i³ hmah¹ quieh¹ liah⁴i² hyieh⁴ jan³ a³ni²taih⁴³. 
MAT.10.42	Jian³ a³hain⁴ a³cúa³⁴ con³ a²va²so³ o¹jm³cuh⁵ i²con²³ jan³ a³peih¹ la⁴la³, nei² quieh¹ i⁴lang⁴³i³ chie³ quian³⁴ˉ⁴, i⁴chie⁴³pa² jeu³⁴ˉ⁴ hnei³, hyieh⁴i³ hmah¹ quieh¹ liah⁴.
MAT.11.1	I² con³ma²a⁴toh⁴ i⁴a⁴ron⁴³ Jesús jau²³ a³quia⁵teun⁴ chie³ quian¹, jon³ ŋo³⁴i³ ua⁵he³i³ jian³ ua⁵hleh³i³ jau²³ la⁴jeg³⁴ jeu³ i²tei⁴³ húa³⁴ jon³.
MAT.11.2	I² con³ma²ra⁵ñi³ Juan²³ a³hein² ni⁴ñi²³ la⁴conh⁴ i⁴júan³ Cristo, jon³ a⁴sain⁴i³ on³⁴ chie³ quian¹ i²con²³i³, 
MAT.11.3	a³ua⁵ŋang⁴:
MAT.11.3	―¿O⁴ hnei³ a³ma²jia²³, jian³ o⁴ hniah³ jian³² jnie³² a³sang²³?
MAT.11.4	I² jon³ a⁴ŋangh³ Jesús, juah⁴i³:
MAT.11.4	―Cua³ ua⁴saih³² hnei³ Juan²³ la⁴jeg³⁴ i⁴ti²jeh⁴ˉ³ jian³ i⁴ti²nauh³ˉ³. 
MAT.11.5	Saih³²i³ hnei³ i⁴jnia⁵ m⁴nei² a³taun³² jian³ i⁴ŋeng²³ a³ma²tein⁴, jian³ i⁴huan⁴ quieh¹ a³ti²lang⁴³ chie² i⁴jyih² o¹ŋeu⁴³, jian³ i⁴li⁴naih¹ a³teun³, jian³ jainh¹ a³ma²jaun², jian³ i⁴si³hleh² jau²³ quieh¹ Jon⁴dai¹ i²con²³ a³ti⁴ñei³ tionh². 
MAT.11.6	Jian³ ta² tsei³⁴ jm² li⁴ren³ a³sa⁴hieh¹ jau²³ quien⁴ˉ⁴.
MAT.11.7	I² con³ma²ŋah³ a³hain⁴ tionh², jon³ ma⁴lie⁵ Jesús hleh² nei² quieh¹ Juan²³ i²con²³ chie³ tionh², juah⁴i³:
MAT.11.7	―¿Henh⁴ ni²jeh¹ˉ³ tionh²ˉ³ i²a⁵sian⁴³ a³sian³ jon³? ¿O⁴ con³ a²ma³cu⁴³ si²can⁵ tyi⁴, lainh⁴ˉ³? 
MAT.11.8	Jian³ o⁴ ¿henh⁴ ni²jeh¹ˉ³ i²jon³? ¿O⁴ ni²jenh³²ˉ³ jan³ a³ñih³ a³hein² a²hmh³ jlanh²? Quie¹ a³tionh² a²hmh³ jlanh², tionh² jauh³² quieh¹ re¹pa². 
MAT.11.9	I² jon³ ne⁵, ¿henh⁴ ni²jeh¹ˉ³ i²jon³? ¿O⁴ jan³ a³sain² quian¹ Jon⁴dai¹, lainh⁴ˉ³? I⁴chie⁴³pa², quie¹ lang⁴³i³ jian³ eu⁴³ pi¹ júanh⁴³i³ la⁴conh⁴a² a³sain². 
MAT.11.10	Quie¹ lang⁴³ hei⁴i³ a³ra³sag² Ma²jyi³ quieh¹ Jon⁴dai¹ nei² quieh¹, ra³juah⁴:
MAT.11.10	Jeh³², sain¹ˉ⁴ a³sain² quian³⁴ ta⁵mah²ˉ³,
MAT.11.10	a³hain⁴ a³júanh³ jeu³ quianh³ˉ³.
MAT.11.11	I⁴chie⁴³pa² jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, júanh⁴³ Juan³ Tei³² la⁴conh⁴a² la⁴jang³⁴ a³ma³ra⁵sian³. I² a³hain⁴ a³peih¹ jen² a³tionh² naih⁵ heih⁴³ quieh¹ A³cua⁴³ ñi⁴jeu⁵, júanh⁴³i³ la⁴conh⁴a² Juan²³.
MAT.11.12	’I² jon³ ne⁵, liah⁴ma²ja³⁴ Juan²³ la⁴teg⁴ tieh²la³ jeun⁴³ a³hnie³⁴ han⁵ cúah²i³ pei⁴ ta⁵li⁴hnai³ naih⁵ heih⁴³ quieh¹ A³cua⁴³ ñi⁴jeu⁵, jian³ a³cúah² pei⁴ hain⁴pa² cagh¹ jm². 
MAT.11.13	Quie¹ la⁴jang³⁴ a³sain² quian¹ Jon⁴dai¹ jian³ lai²³ quieh¹ M³se²³ a⁴ta⁴ron³² i⁴ua⁵hleh² nei² quieh¹ heih⁴³ jon³ la⁴teg⁴ jm² i⁴cuan³⁴ Juan²³. 
MAT.11.14	Jian³ juah⁴ne³ hyeinh³²i³ hnei³, hei⁴ pi²³i³ lang⁴³ I³lie²³ a³ma²hniah³ jia²³. 
MAT.11.15	A³hain⁴ a³ho³ ta³ra³cua¹ hniah³ nau³⁴i³.
MAT.11.16	’I² jon³ ne⁵, ¿liah⁴a² li⁴juah¹ˉ⁴ liah⁴ lang⁴³ chie³ a³sian³ tieh²la³, lainh⁴ˉ³? Quie¹ lang⁴³i³ liah⁴i² lang⁴³ si³maih² a³tionh² je¹hmah¹ a³ti²hlenh⁴³ jon²reunh¹, ti²hleh²i³ tia⁴: 
MAT.11.17	“Jeh³², a⁴jai³² jnie³² a²lau⁴³ i²conh²ˉ³, i² a⁵sia³ jan¹ ñeih²ˉ³ tionh²ˉ³; jian³ a⁴he² jnie³² seun²³ quieh¹ a³jaun², jian³ a⁵sia³ a⁴hoh³²ˉ³ liah⁴.” 
MAT.11.18	Quie¹ cuan³⁴ Juan²³ i⁴sa⁴queuh³i³ a⁵ga⁴ hangh²i³, i² juah⁴ˉ³ tionh²ˉ³: “A³quian³ m⁴tyi⁴ hlagh³².” 
MAT.11.19	Jon³ cuan³⁴ A³a⁴lang³⁴ Chie³ hain⁴ a³queuh³ a³hangh², i² juah⁴ˉ³ tionh²ˉ³ ne⁵: “Lang⁴³ a³ñih³ ne³ a³jlen⁴ a³hangh² jm³, jian³ a³ñi³reunh¹ a³ren³ chie³² jian³ a³can²³ hmah¹.” Quie¹ lei³ jnia⁴ i⁴ŋang⁴ Jon⁴dai¹ con⁴juah⁴ i⁴ma³jnia³ si³jon⁴³i³.
MAT.11.20	Ma²jon³ ma⁴lie⁵ Jesús a⁴jain³⁴i³ a³tionh² jeu³ i²a⁴júan⁴i³ hlion⁴ ua³júah², quie¹ sa⁴ma³a⁴sag²³ a³hain⁴ tionh² co³hei²tsei³ quieh¹, a⁴juah⁴i³:
MAT.11.21	―¡Ti⁴³ jeuh² hnei³ a³tionh² jeu³ Corazín! ¡Ti⁴³ jeuh² hnei³ a³tionh² jeu³ Betsaida! Quie¹ juah⁴ne³ ma²a⁴leg³⁴ ua³júah² la⁴ne³ jeu³ Tiro jian³ jeu³ Sidón liah⁴i² a⁴leg³⁴ i²conh²ˉ³, ma³jon⁵ne³⁴pa² ma²a⁴sag²³ a³hain⁴ tionh² co³hei²tsei³ quieh¹, i⁴ma³a⁴hei³⁴i³ a²hmh³ quieh¹ a³chionh⁴ tsei⁴³i³, jian³ i⁴ma³a⁴sie⁴i³ o¹jua³ ma³tyi². 
MAT.11.22	I² jon³ jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, jm² i⁴queih³ Jon⁴dai¹ heih⁴³ i²con²³ m⁵cu³, hyanh⁴ˉ³ pain⁴ ma²eu⁴³ tionh²ˉ³ la⁴conh⁴a² jeu³ Tiro jian³ jeu³ Sidón. 
MAT.11.23	Jian³ hnei³, jeu³ Capernaum, ¿o⁴ euh²ˉ³ ta⁵ñi⁴jeu⁵, lainh⁴ˉ³? Ta⁵jeuh³pa² cúah²ˉ³, la⁴teg⁴ I²tionh² A³jaun². Quie¹ juah⁴ne³ ma²a⁴leg³⁴ ua³júah² la⁴ne³ jeu³ Sodoma liah⁴i² a⁴leg³⁴ i²conh²ˉ³, ma²nie⁴³pa² jeu³ jon³ la⁴teg⁴ tieh²la³. 
MAT.11.24	I² jon³ jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, jm² i⁴queih³ Jon⁴dai¹ heih⁴³ i²con²³ m⁵cu³, hyanh⁴ˉ³ pain⁴ ma²eu⁴³ la⁴conh⁴a² a³ma²tionh² húa³⁴ Sodoma.
MAT.11.25	I² o²ra³ jon³ a⁴hleh⁴ Jesús, juah⁴i³:
MAT.11.25	―Júan³⁴ˉ⁴ i⁴júanh⁴³ˉ³, hnei³ Neih³ˉ⁴, Se³ño²³ quian¹ ñi⁴jeu⁵ jian³ cuah³²húa³⁴ la³, quie¹ ma³ma⁴jniah³²ˉ³ la⁴jeg³⁴ i⁴ne³ nei² quien⁴ˉ⁴ i²con²³ chie³ peih¹, jian³ a⁴hmah²ˉ³ i²con²³ a³tang³ hlion⁴ jian³ a³ŋang⁴. 
MAT.11.26	I⁴chie⁴³, hnei³ Neih³ˉ⁴, quie¹ la⁴ne³ ra⁵hnoh³ˉ³.
MAT.11.27	’Jian³ ma³a⁴tonh³ Neih³ˉ⁴ joh⁴³ cúa³⁴ˉ⁴ la⁴jeg³⁴. I⁴jon³ i¹jan³ sa⁴cm²³ A³jon⁴³ Jon⁴dai¹, jan³ Jon⁴dai¹ Jmai³pa² cu²³; jian³ i¹jan³ sa⁴cm²³ Jmai³i³, jan³ A³jon⁴³ pi²³i³ cu²³, jian³ a³hain⁴pa² cu²³ a³hnie³⁴ A³jon⁴³i³ ma⁵jnia³²i³ Jmai³i³ i²con²³ a³hain⁴. 
MAT.11.28	Nia³ hnei³ i²con²³ jnia⁴ tionh²ˉ³ la⁴jangh³ˉ³ a³ma³a⁴húah⁴³ hoh⁴³ˉ³ ta¹ i⁴júanh³ˉ³ jian³ lie²³ i⁴quianh²ˉ³, jon³ júan³²ˉ⁴ i⁴neih²ˉ³ tai³². 
MAT.11.29	Quian³ hnei³ a²hma³ yugo quien⁴ˉ⁴ tionh²ˉ³, jian³ ma⁴tang²³ hnei³ liah⁴ lang⁴³ˉ⁴, quie¹ lang⁴³ jnia⁴ jan³ a³huan³² jian³ a³ti⁴ñeih⁵ m⁴tyi⁴ quieh¹; jon³ li⁴nie³⁴ tai³² m⁴tyi⁴ quianh³ˉ³. 
MAT.11.30	Quie¹ sa⁴jeuh⁴³ li⁴can³⁴i³ a²hma³ yugo quien⁴ˉ⁴, jian³ panh⁴pa² lie²³ quien⁴ˉ⁴ liah⁴.
MAT.12.1	Jm² jon³ hein² Jesús jeu³ je¹ i²ti²jnia² o¹m⁴ trigo con³ jm² sa⁴júan³i³ ta¹. Jon³ ra⁵cúanh⁴³ chie³ quian¹i³ tionh². Ma²jon³ a⁴queun⁴i³ o¹m⁴ trigo, a⁴queuh³i³. 
MAT.12.2	I² con³ma²a⁴je³⁴ fariseo tionh², jon³ a⁴sagh⁴³i³ Jesús:
MAT.12.2	―Jeh³², ti²júan³ chie³ quianh³ˉ³ i⁴sa⁴haih¹ li⁴júan³⁴i³, jm² ne³⁴, jm² sa⁴júan³i³ ta¹.
MAT.12.3	I² a⁴juah⁴ Jesús i²con²³i³:
MAT.12.3	―¿O⁴ a⁵sia³ ma³a⁴heih³ˉ³ liah⁴ a⁴júan⁴ re¹ Da³vei²³ con³ma²ra⁵cúanh⁴³i³ tionh² jian²³i³ a³ma²jian²³i³? 
MAT.12.4	Quie¹ a⁴hei³⁴i³ jauh³² quieh¹ Jon⁴dai¹, a⁴queuh³i³ a²hei⁴³ñih¹ hen² i⁴sa⁴ra³cúa²³ i⁴queuh⁴³ Da³vei²³, a⁵ga⁴ a³ma²jian²³i³ liah⁴, quie¹ jmah³ m³chie³pa² tain⁴³ queuh³. 
MAT.12.5	¿Jian³ o⁴ a⁵sia³ ma³a⁴heih³ˉ³ lai²³ quieh¹ M³se²³ i⁴júan³ m³chie³ ta¹ quieh¹ tionh² cuah³júah² jm² sa⁴júan³i³ ta¹, jian³ a⁵jon⁴³ chie³²? 
MAT.12.6	Quie¹ jeu³⁴ˉ⁴ hnei³ tionh²ˉ³ i⁴sainh⁴³ jan³ i²la³ a³júanh⁴³ a⁵jon⁴³ liah⁴ cuah³júah². 
MAT.12.7	Quie¹ ra³juah⁴ ra³sag²: “Quie¹ hno⁵ˉ⁵ i⁴li⁴ñeih⁴ hoh⁴³ˉ³, a⁵jon⁴³ i⁴jangh¹ˉ³ jah⁴ i²con²³ˉ⁵.” Quie¹ juah⁴ne³ ma²ra⁵ñih¹ˉ³ henh⁴ hnie³⁴ ra³juah⁴ jau²³ ne³, a⁵sia³ ma²si²henh³²ˉ³ a³sa⁴ren³ chie³² tionh². 
MAT.12.8	Quie¹ A³a⁴lang³⁴ Chie³ hain⁴ lang⁴³ a³júan³ heih⁴³ liah⁴ ra³cúa²³ jm² sa⁴júan³i³ ta¹.
MAT.12.9	Jon³ ŋo³⁴ Jesús, a⁴tyie³⁴i³ con³ cuah³ judío. 
MAT.12.10	I²jon³ ua²cua⁴³ jan³ a³ñih³ a³lo³ ca³jo³² si¹cúa³; jian³ quie¹ hnie³⁴i³ tionh² liah⁴ li⁴hnang⁵i³ Jesús, jon³ a⁴ŋang⁴i³ i²con²³, a⁴juah⁴i³:
MAT.12.10	―¿O⁴ ra³cúa²³ júan³⁴i³ i⁴huan⁴ quieh¹ a³chieh¹ jm² sa⁴júan³i³ ta¹?
MAT.12.11	I² jon³ a⁴juah⁴ Jesús i²con²³i³ tionh²:
MAT.12.11	―¿Hain³ hnei³ tionh²ˉ³ a³sainh⁴³ jan³ a⁵a³siah³ quian¹ juah⁴ne³ a⁴tanh⁴ jah⁴ joh⁴³ to³ con³ jm² sa⁴júan³i³ ta¹, o⁴ sia³ si⁵te¹i³ si⁵tyein³i³? 
MAT.12.12	I² jon³ ne⁵, ¡la⁴conh⁴a² sa⁴quein⁴³ jan³ chie³ la⁴conh⁴a² a⁵a³siah³! I⁴jon³ ra³cúa²³ i⁴júan³⁴i³ i⁴tsei³⁴, jm² sa⁴júan³i³ ta¹.
MAT.12.13	Jon³ a⁴sagh⁴³i³ a³ñih³ hain⁴:
MAT.12.13	―Sieh¹ si¹cúah³.
MAT.12.13	I² con³ma²a⁴sieh³i³ si¹cúa³, jon³ a⁴huan⁴ quieh¹i³, a⁴lag³⁴ liah⁴i² leg⁴³ ta⁵ca³jo³². 
MAT.12.14	Ma²jon³ a⁴húan³ fariseo tionh², a⁴júan⁴i³ re³ liah⁴ li⁴jŋangh³i³ Jesús.
MAT.12.15	I² con³ma²ra⁵ñi³ Jesús nei² jon³, jon³ ua⁵hag⁴³i³ i²jon³, jian³ ta² jeun⁴³ chie³ ua⁵han² coh⁵cah³²i³. Jian³ a⁴júan⁴i³ i⁴a⁴huan⁴ quieh¹ la⁴jang³⁴ a³hain⁴. 
MAT.12.16	Jian³ a⁴júan⁴i³ heih⁴³ i⁴sa⁴tya³⁴i³ jau²³ i²con²³ chie³ nei² quieh¹i³, 
MAT.12.17	canh⁴a² li⁴tei⁴³ jau²³ i⁴a⁴hleh⁴ Isaías, a³sain² hain⁴, con³ma²a⁴juah⁴i³:
MAT.12.18	A³la³pa² a³cúa²³ cúa³tag³² i²con²³ jnia⁴, a³a⁴hnah³²ˉ⁴.
MAT.12.18	Hei⁴ pi²³i³ hno⁵ˉ⁵, jian³ júan³⁴i³ i⁴teg³ tsei⁴³ m⁴tyi⁴ quien⁴ˉ⁴.
MAT.12.18	Jian³ cúa¹ˉ⁴ M⁴tyi⁴ quien⁴ i²con²³i³,
MAT.12.18	jian³ hleh³i³ jau²³ quien⁴ˉ⁴ i²con²³ a³sa⁴lang⁴³ judío tionh² liah⁴ hniah³ ma⁴tei⁵i³.
MAT.12.19	Jian³ sa⁴jang⁴³i³, a⁵ga⁴ hleh³i³ tia⁴.
MAT.12.19	Jian³ sa⁴naih⁵ i⁴hleh²i³ jeu³júan²³.
MAT.12.20	Jian³ ma⁵hon³²i³ a³sa⁴huanh³ a³lang⁴³ liah⁴i² leg⁴³ a²ma³cu⁴³ i⁴ni²jeunh³,
MAT.12.20	jian³ ma⁵hon³²i³ chie³ a³jeu²³ a³lang⁴³ liah⁴i² leg⁴³ o¹me²cha³ i⁴ma³o¹ai³⁴;
MAT.12.20	júan³⁴i³ la⁴ne³ la⁴conh⁴i² cagh¹i³ jm² i⁴ma⁴tei⁵ chie³ heih⁴³ quieh¹i³.
MAT.12.21	Jian³ li⁴hain³² tsei⁴³ a³tionh² la⁴jeg³⁴ nación i²con²³ hei⁴i³.
MAT.12.22	Jon³ jian³i³ i²con²³ Jesús jan³ a³ñih³ a³quian³ m⁴tyi⁴ hlagh³², a³taun³² jian³ a³con². I² jon³ a⁴júan⁴i³ i⁴a⁴huan⁴ quieh¹i³. I² la⁴ne³ a⁴je³⁴ a³ma²taun³² jian³ i⁴con² hain⁴ a⁴hleh⁴i³. 
MAT.12.23	Ta² co³ ŋo³⁴ tsei⁴³ la⁴jang³⁴ chie³ tionh², jian³ a⁴juah⁴i³:
MAT.12.23	―¿A¹hei⁴ a³ne³ lang⁴³ Sa¹jeun³ Da³vei²³ a³ma²jia²³, lainh⁴ˉ³?
MAT.12.24	I² con³ma²a⁴nau⁴ fariseo jau²³ jon³ tionh², jon³ a⁴juah⁴i³:
MAT.12.24	―Con⁴juah⁴ ua³pei⁴ quieh¹ Beelzebú, jeu³² m⁴tyi⁴ hlagh³²pa², húa³ a³ne³ m⁴tyi⁴ hlagh³².
MAT.12.25	Jian³ si²ñi³ Jesús co³hei²tsei³ i⁴ti²júan³i³ tionh², jon³ a⁴sagh⁴³i³ a³hain⁴:
MAT.12.25	―La⁴jeg³⁴ nación i²si³tang⁴ chie³ i⁴tionh²i³ ma⁵quein²³ jo³², tyan⁴³i³; jian³ la⁴jeg³⁴ jeu³ jian³ o⁴ jauh³² i²si³tang⁴i³ sa⁴li⁴úan⁴i³. 
MAT.12.26	Jian³ la⁴ne³ juah⁴ne³ tyein³ a⁵lainh³² a³jian²³ tionh², la⁴can³ húan⁴ pi²³i³ si³tang⁴ tionh². I⁴jon³ si⁴li⁴úan⁴ heih⁴³ quieh¹i³. 
MAT.12.27	Quie¹ juah⁴ne³ i⁴chie⁴³ húa³⁴ˉ⁴ m⁴tyi⁴ hlagh³² con⁴juah⁴ ua³pei⁴ quieh¹ a³sa⁴tsein³⁴, i² chie³ quianh³ˉ³ ne⁵, ¿hain³ con⁴juah⁴ ua³pei⁴ quieh¹ húa³i³ tionh²? I² la⁴jon³ hei⁴ pi²³i³ ma³jnia³ i⁴sa⁴re³ co³hei²tsei³ quianh³ˉ³ tionh²ˉ³. 
MAT.12.28	I² juah⁴ne³ húa³⁴ˉ⁴ m⁴tyi⁴ hlagh³² con⁴juah⁴ M⁴tyi⁴ quieh¹ Jon⁴dai¹ ne⁵, lei³ jnia⁴ la⁴ne³ i⁴ma³a⁴tyie³⁴ jm² i⁴hanh⁵ˉ³ naih⁵ heih⁴³ hm³⁴ quieh¹ Jon⁴dai¹.
MAT.12.29	’Júan³²ˉ¹ ne⁵, ¿liah⁴ cúan²³ li⁴hei⁴ jan³ chie³ jauh³² quieh¹ jan³ a³huanh⁴³ i⁴con⁴³i³ la⁴jeg³⁴ i⁴quieh¹, juah⁴ne³ sa⁴hñi³⁴i³ ñeih³²jia⁴³? Jon³ a²ma⁴ li⁴húa³⁴i³ la⁴conh⁴ i⁴tieh³² jauh³².
MAT.12.30	’I² jon³ ne⁵, a³hain⁴ a³sa⁴quein⁴³ tsei⁴³ jian²³ˉ⁵, a³hain⁴pa² hie²³ jnia⁴; jian³ a³hain⁴ a³sa⁴jaih² chie³ i²con²³ˉ⁵, júan³i³ i⁴so³jenh² chie³ i²con²³ jnia⁴.
MAT.12.31	’I⁴jon³ jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, i⁴li⁴jlenh⁴³pa² la⁴jeg³⁴ chie³² jian³ la⁴jeg³⁴ jau²hlagh³² i⁴hleh² chie³ i²con²³ Jon⁴dai¹; i² jau²hlagh³² i⁴hleh²i³ nei² quieh¹ m⁴tyi⁴ quieh¹ Jon⁴dai¹ ne⁵, sa⁴legh⁴ ua²a⁴jlenh³. 
MAT.12.32	La⁴jang³⁴ a³hleh³ jau²hlagh³² i²con²³ A³a⁴lang³⁴ Chie³ hain⁴ li⁴jlenh⁴³pa² chie³² quieh¹i³. I² a³hleh³ jau²hlagh³² i²con²³ M⁴tyi⁴ quieh¹ Jon⁴dai¹ ne⁵, sa⁴li⁴jlenh⁴³ chie³² ne³ m⁵cu³ la³ a⁵ga⁴ m⁵cu³ con³ liah⁴.
MAT.12.33	’Quie¹ juah⁴ne³ tsei³⁴ a²hma³, jon³ cúa²³ o¹m⁴ tsei³⁴; jian³ juah⁴ne³ hlagh³² a²hma³, jon³ cúa²³ o¹m⁴ hlagh³² liah⁴. Quie¹ cuh²i³ a²hma³ con⁴juah⁴ o¹m⁴ i⁴hag³. 
MAT.12.34	¡Sa¹jeun³ a⁵mh³ hnei³ tionh²ˉ³! ¿Hain³liah⁴ li⁴hleh²ˉ³ jau²³ tsei²³ juah⁴ne³ hlangh²ˉ³ tionh²ˉ³? Quie¹ la⁴conh⁴ tei⁴³ i⁴jia²³ m⁴tyi⁴ quieh¹i³, húa²³ ho³²i³. 
MAT.12.35	A³hain⁴ a³tsein²³ hleh² jmah³ jau²³ tsei²³ quie¹ tsei³⁴ co³hei²tsei³ júan³i³; jian³ a³hain⁴ a³hlangh² hleh² jau²hlagh³² quie¹ hlagh³² co³hei²tsei³ júan³i³. 
MAT.12.36	Quie¹ chie⁴³pa² jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, la⁴jeg³⁴ jau²³ con³ i⁴hleh² chie³, hniah³ cúah³i³ jau²chie⁴³ quieh¹ ta⁵nei² Jon⁴dai¹ jm² i⁴queih³i³ heih⁴³ i²con²³ m⁵cu³. 
MAT.12.37	Quie¹ con⁴juah⁴ jau²³ quianh³ˉ³ je⁴³ hnei³ Jon⁴dai¹ la⁴jan³ a³tsein²³, jian³ con⁴juah⁴ jau²³ quianh³ˉ³ gmh⁴ heih⁴³ i⁴si⁵hainh⁴ˉ³ liah⁴.
MAT.12.38	Jon³ a⁴juah⁴ co⁴meih³ a²teg²³ quian¹ lai²³ jian³ fariseo tionh² i²con²³ Jesús:
MAT.12.38	―Hnei³ A²teg²³, hnie³⁴ jnie³² niah¹ jnie³² ua³júah² quianh³ˉ³.
MAT.12.39	I² jon³ a⁴juah⁴ Jesús i²con²³i³:
MAT.12.39	―Chie³ hlangh² tionh² jian³ a³sa⁴ni²taih⁴³ m²³ ua³júah²; quie¹ a⁵sie⁴³ ua³júah² ma⁵li⁴lei⁴ i⁴seg³⁴, con³ ua³júah² i⁴a⁴leg³⁴ i²con²³ Jonás a³sain² hain⁴pa². 
MAT.12.40	Quie¹ la⁴jon³ liah⁴i² a⁴hei³⁴ Jonás naih⁵ hein² jon⁴³júa³² pa¹ hneng³ jm² jian³ hneng³ nai⁴³, la⁴ne³ chie³⁴ A³a⁴lang³⁴ Chie³ hain⁴ naih⁵ húa³⁴ hneng³ jm² jian³ hneng³ húa²³ liah⁴. 
MAT.12.41	Jian³ tei⁴³i² can³⁴ Jon⁴dai¹ jau²chie⁴³ i²con²³ m⁵cu³, jon³ ma⁵jnia³² a³ma²tionh² je¹jeu³ Nínive i⁴hnang⁵i³ chie³ a³sian³ tieh²la³; quie¹ a⁴sag²³ a³ma²sian³ Nínive hain⁴ co³hei²tsei³ quieh¹ con⁴juah⁴ jau²³ i⁴a⁴hleh⁴ Jonás, jian³ sainh⁴³ jan³ i²la³ a³júanh⁴³ a⁵hei⁴³ lia⁴ Jonás. 
MAT.12.42	Jian³ la⁴teg⁴i² can³⁴ Jon⁴dai¹ jau²chie⁴³ i²con²³ m⁵cu³, jon³ ra⁵hang³² a¹si²re¹ quian¹ Ta⁵ñei³⁴ jian²³ chie³ a³sian³ tieh²la³, jian³ hnang⁵i³ hnei³ tionh²ˉ³, quie¹ cuan³⁴ a¹si²re¹ i⁴ja³⁴i³ i²gm⁴ don⁵, i⁴ua⁵nai³i³ jau²³ i⁴ŋang⁴ re¹ Salomón. Jian³ sainh⁴³ jan³ i²la³ a³júanh⁴³ a⁵hei⁴³ lia⁴ Salomón.
MAT.12.43	’La⁴teg⁴i² si³hag⁴³ con³ m⁴tyi⁴ hlagh³² naih⁵ ni²tsei⁴³ jan³ a³ñih³, jon³ ŋeng²³i³ ta⁵húa³⁴ quein³ hnoh³i³ i²jian³⁴i³, i² sa⁴tyieh¹i³ ne⁵. 
MAT.12.44	I² jon³ juah⁴i³: “Naih²ˉ⁵ jauh³² quien⁴ˉ⁴ i²ma²a⁴jau³⁴ˉ⁴.” I² tei⁴³i² a⁴tyanh³i³, jon³ jen³i³ a³ñih³ hain⁴ liah⁴i² leg⁴³ con³ jauh³² i²sa⁴sian³ i¹jan³, i⁴re³ si²hyah² jian³ si²lag¹. 
MAT.12.45	Jon³ chie²³i³ si⁵quian⁴i³ i²quie³⁴ m⁴tyi⁴ tyein² hlangh² la⁴conh⁴a² hei⁴i³, ma²jon³ han⁵i³ la⁴jang³⁴i³ la⁴jon³ naih⁵ ni²tsei⁴³ a³hain⁴, cua³⁴i³. I² jon³ eu⁴³ pi¹ hlagh³² hie⁴³ quionh⁴ a³ñih³ hain⁴ i²a⁴toh⁴ la⁴conh⁴a² ma²ra⁴lie⁵. Jian³ la⁴ne³ si⁵lei⁴ i²con²³ chie³ a³sian³ tieh²la³ liah⁴.
MAT.12.46	I² con³ma²si²hlenh⁴³ pi¹ Jesús chie³, jon³ a⁴tyie³⁴ sie²³i³ jian³ si³reunh¹i³. Tionh²i³ coh⁵hnei³², jian³ sia³ con³ jau²³ hnie³⁴i³ sagh⁵i³ Jesús. 
MAT.12.47	I² jon³ a⁴júan⁴ jan³ chie³ jau²³ i²con²³ Jesús, juah⁴i³:
MAT.12.47	―Jeh³², sieh³ˉ³ jian²³ si³reunh³ˉ³ ti²tionh² coh⁵hnei³², hnie³⁴i³ hleh⁴³i³ hnei³.
MAT.12.48	I² jon³ a⁴jainh³i³ jau²³ i²con²³ a³ŋang²³ jau²³ hain⁴, juah⁴i³:
MAT.12.48	―¿Hain³ lang⁴³ sia³⁴ˉ⁴ jian³ si³reunh³ˉ⁴, lainh⁴ˉ³?
MAT.12.49	Jon³ a⁴júan⁴i³ si¹cúa³ ta⁵i²tionh² chie³ quian¹i³, juah⁴i³:
MAT.12.49	―A³ne³pa² sia³⁴ˉ⁴ jian³ si³reunh³ˉ⁴ tionh². 
