MAT.1.1	'E 'akapapa'anga nō te 'ui tupuna o Iēsū Mesia, 'e tamaiti nā Dāvida, 'e tamaiti nā Āberahāma.
MRK.4.4	Ē tei te rūrū'anga ra, topa i'ora tēta'i pae ki te pae arāta'a, ē kua rere maira te au manu, kua kai i'ora. 
MRK.4.5	Topa i'ora tēta'i pae ki te ngā'i paikea, kāre i ra'i te one i reira, ē tutupu vave 'ua atura, nō te mea, kua pāpaku 'ua te one. 
MRK.4.6	E rā'ia i'ora, vera atura ia; ē nō te kore 'e aka, mae rava atura ia. 
MRK.4.7	E topa i'ora tēta'i pae ki rotopū i te ngāngā'ere, tupu akera te ngāngā'ere, e pōkia i'ora, kāre akera i 'ua mai. 
MRK.4.8	E topa i'ora tēta'i pae ki te ngā'i one meitaki, kua tupu ē kua 'u'ua i'ora, takitoru nga'uru, takiono nga'uru, takita'i 'ānere i te 'ua 'okota'i.” 
MRK.4.9	Kua nā kō maira 'oki a Iēsū ki a rātou, “'E taringa tōna 'ei 'akarongo'anga ra, e 'akarongo aia.”
MRK.4.10	Ē kia riro mai a Iēsū ra, kua ui maira te aronga i vaitata a'o ma te tino nga'uru mā rua ra ki aia i taua parabole ra. 
MRK.4.11	Kua karanga atura aia ki a rātou, “Kua 'ōronga'ia mai ki a kōtou te kite i te au mea ngaro o te bāsileia o te Atua ra; kāreka tō rātou i va'o ra, i tuatua parabole'ia mai taua au mea katoa nei ki a rātou,
MRK.4.12	ē kia kore 'oki e mārama i tā rātou e 'akarongo ra,
MRK.4.12	ko te 'aka'āriu'ia mai ā'ea rātou,
MRK.4.12	ē ko te 'akakore'ia tā rātou 'ara.’ ”
MRK.4.13	Kua nā kō maira a Iēsū ki tāna au pipi, “Kāre rāi kōtou i mārama i taua parabole nei? 'E a'a kōtou i mārama ai i te au parabole katoa nei? 
MRK.4.14	Ko te rūrū 'ua ra, ko ia te rūrū i te tuatua. 
MRK.4.15	Te pae arāta'a ra i topa'ia e tēta'i pae 'ua ra, ko ia te aronga i 'akarongo i te tuatua, kua 'aere maira a Sātani, ē kua rave atura i te tuatua i rūrū'ia ki roto i tō rātou ngākau ra. 
MRK.4.16	Te ngā'i paikea ra i topa katoa'ia e tēta'i pae 'ua, ko ia te aronga i 'āriki i te tuatua ma te rekareka i te 'akarongo'anga ra. 
MRK.4.17	Kāre rā i aka'ia i roto i a rātou, 'e tāpū'anga poto 'ua tā rātou. Kia roko'ia e te tūmatetenga ē kia tākinga kino'ia nō taua tuatua ra, maitu atura i a rātou i reira. 
MRK.4.18	Te ngā'i ngāngā'ere i topa katoa'ia e tēta'i pae 'ua, ko ia te aronga e 'akarongo i te tuatua, 
MRK.4.19	ē e 'ī'ī atura i te apiapi o te ora'anga nei, te pikika'a o te 'apinga nui ē te 'inangaro ma'ata i ēta'i mea kē, pōkia atura te tuatua, kāre atura i 'ua mai. 
MRK.4.20	Te ngā'i one meitaki rā i topa'ia e tēta'i pae 'ua ra, ko ia te aronga i 'akarongo i te tuatua, tāpū piri i'ora, ē 'ua akera, takitoru nga'uru, takiono nga'uru, takita'i 'ānere i te 'ua 'okota'i.”
MRK.4.22	Kāre rava 'e mea ngaro e kore e 'akakite'ia mai, kāre katoa 'oki 'e mea muna e kore e 'akakite kātoatoa'ia. 
MRK.4.23	'E taringa tōna 'ei 'akarongo'anga ra, e 'akarongo aia.”
MRK.4.25	Nō te mea, ko tei pu'apinga'ia, ka 'ōronga'ia atu ki aia; ē kāre āna ra, e rave kē'ia rāi tāna.”
MRK.4.26	Kua nā kō maira 'oki a Iēsū, “E 'āite te bāsileia o te Atua ki tēta'i tangata tei rūrū i te 'ua ki roto i tōna kāinga. 
MRK.4.27	Ē tē moe 'ua ra aia i te pō, ē tē ara 'ua ra i te ao, tē kao ra ē tē tupu 'ua ra taua 'ua ra, kāre aia i kite i te tupu'anga. 
MRK.4.28	Nā te one 'ua'orāi 'oki i 'akatupu ake: ko te kao'anga tei mua, 'ei reira te kā'ui'anga, ē i muri ake ko te sītona pakari i roto i te kā'ui. 
MRK.4.29	Ē kia pakari te sītona ra, kua rave aia i te kokoti i reira ra, nō te mea kua tae ki te kokoti'anga.”
MRK.4.30	Kua nā kō maira 'oki a Iēsū, “Ka 'aka'āite tātou i te bāsileia o te Atua ki te a'a? 'E a'a te parabole kia 'akatau tātou? 
MRK.4.31	'E 'āite ki tēta'i 'ua sīnapi. Kia tanumia 'oki ki raro i te one, 'e meangiti te reira i te 'ua tini rava rāi i roto i te one ra. 
MRK.4.32	Kia tanumia rā, tupu akera, 'e ma'ata atura ia i te au rākau rikiriki rava rāi, toro atura tōna au mangamanga nunui, ē tō mai 'oki te au manu o te reva ki roto i tōna maru.”
MRK.4.33	I pērā 'oki a Iēsū i te 'āpi'i'anga i te tangata tini i te tuatua parabole 'e mānganui, i tei tau i a rātou kia mārama. 
MRK.4.34	Ē kāre rava e 'āpi'i i a rātou ma te kore e tuatua parabole. Ē kia riro kē rā, kua 'akakite aia ki tāna au pipi i te 'āite'anga o taua au mea katoa ra.
MRK.4.35	E a'ia'i atura i taua rā ra, kua tuatua maira a Iēsū ki tāna au pipi, “E 'akatere atu tātou ki tērā pae.” 
MRK.4.36	Ē kia tuku atura rātou i taua 'aerenga tangata ra, tei runga 'oki aia i te poti, 'ano atura rātou, ē tēta'i aronga poti rikiriki katoa ra. 
MRK.4.37	Ē kua tupu maira tēta'i 'uri'ia ma'ata. Kua 'aere te kāre ki runga i te poti, kua kī rava te poti i te tai. 
MRK.4.38	Tē moe rā a Iēsū i te kōto'e i muri ki runga i tēta'i urunga. Kua 'akaara atura rātou i aia, nā kō atura, “E te Pū'āpi'i, kāre āinei koe e 'ākono mai i tō mātou mate?”
MRK.4.39	Tū akera a Iēsū ki runga, kauvae atura i te matangi, ē nā kō atura ki te kāre, “Kua oti ana, kia 'ākī.” Tōrue atura te matangi, marino rava atura. 
MRK.4.40	Kua tuatua maira aia ki tāna au pipi, “'E a'a kōtou i mataku ei? Kāre rāi ā kōtou 'irinaki'anga?”
MRK.4.41	Mataku ma'ata rava atura rātou, ē kua nā kō akera rātou, rātou 'ua'orāi, “Ko 'ai tēia? I kauraro mai ei te matangi ē te kāre i aia!”
MRK.5.1	E tāpae atura a Iēsū ē tāna au pipi ki tērā atu pae o te roto i Galilea ra, i te 'enua ra o te Gerāsini. 
MRK.5.2	Ē kia 'akaruke aia i te poti ra, kua 'ārāvei maira i aia i reira rā tēta'i tangata i uru'ia e te vaerua vi'ivi'i nō roto mai i te au tanumanga ra. 
MRK.5.3	E no'o tāmou ana aia ki roto i taua au tanumanga ra; ē kāre rava 'e tangata e rauka kia tāpeka 'aka'ou i aia, ē kāre rāi 'oki ki te piri'anganaoa. 
MRK.5.4	I tāpeka putuputu'ia ana 'oki aia ki te 'āuri ē te piri'anganaoa. Kua motu rā te piri'anganaoa ē kua 'ati'ati te 'āuri i aia; ē kāre 'ua 'e tangata e rarata ai. 
MRK.5.5	E no'o tāmou ana aia i te maunga i te pō ē te ao, ē i roto i te au tanumanga ra, kāpiki 'aere 'ua ai ma te kotikoti i aia 'ua'orāi ki te toka.
MRK.5.6	Ē kia 'ākara mai aia i a Iēsū i te ātea kē ra, kua 'oro maira, e 'akatopa maira ki mua i aia, 
MRK.5.7	ē kua kāpiki nui maira, “'E a'a tā'au i āku nei, e Iēsū, e te Tamaiti a te Atua Teitei? Tē pati atu nei au ki a koe i te ingoa o te Atua, auraka koe e tāmamae mai i āku.” 
MRK.5.8	I tuatua ana 'oki a Iēsū ki aia, “'Aere ki va'o, e tēnā na vaerua vi'ivi'i, mei tēnā na tangata!”
MRK.5.9	Kua ui atura a Iēsū ki aia, “Ko 'ai tō'ou ingoa?”
MRK.5.9	Kua pa'u maira aia, “Ko Manotini tōku ingoa, 'e mānganui 'oki mātou.” 
MRK.5.10	Kua ma'ata 'ua mai tōna kaku'anga ki a Iēsū ē, auraka aia e tuaru kē atu i a rātou mei te reira 'enua atu.
MRK.5.11	'E 'ānana puaka ma'ata tei reira i runga i te maunga e kaikai ra. 
MRK.5.12	Kua kaku maira te au dēmoni ki aia, nā kō maira, “E tuku koe i a mātou kia tomo ki roto i tērā ra 'ānana puaka.” 
MRK.5.13	Kua tuku atura a Iēsū i a rātou. 'Aere atura te au vaerua vi'ivi'i ra ki va'o, tomo atura ki roto i te au puaka. 'Oro atura taua 'ānana mei te rua tauatini nā te mato ki raro rava i taua roto ra, maremo tākiri atura.
MRK.5.14	'Ati atura te aronga i 'āngai i te au puaka ra, 'akakite 'aere atura i roto i te 'ōire ē te au kāinga ra. Kua 'aere maira 'oki tō reira e 'ākara i taua mea ra. 
MRK.5.15	E tae maira rātou ki a Iēsū ra, kite maira i te tangata tei uru'ia e te dēmoni e manotini ra, i te no'o mārie'anga, ē kua kāka'u 'oki i te kāka'u, ē kua mārama 'aka'ou tōna manako, mataku akera rātou. 
MRK.5.16	Ē te aronga tei kite i tei rave'ia ki taua tangata dēmoni ra ē ki te 'ānana puaka ra 'oki, kua 'akakite atura ki a rātou tei 'aere mai. 
MRK.5.17	Kua kakukaku atura 'oki rātou i a Iēsū i reira ra kia 'aere kē atu aia mei tō rātou au tu'anga 'enua.
MRK.5.18	Ē tei te 'aerenga mai a Iēsū ki runga i te poti, kua pati maira te tangata i uru'ia e te dēmoni ra kia āru katoa aia i a Iēsū.
MRK.5.19	Kāre rā a Iēsū i 'akatika atu, inārā, kua nā kō atura ki aia, “Ka 'aere ki tō ngutu'are ki tō'ou taeake, e 'akakite atu ki a rātou i taua au mea kātoatoa tā te Atua i rave i'o nei, ē i tōna aro'a ki a koe.”
MRK.5.20	'Aere atura aia, 'akakitekite 'aere atura ki Dēkāpoli katoa ra i te au mea katoa tā Iēsū i rave ki aia. Ūmeremere i'ora te tangata rava rāi.
MRK.5.21	Ē kia 'oki 'aka'ou atura a Iēsū ki tēta'i pae o te roto nā runga i te poti, 'e urupū ma'ata tei 'uipā mai ki aia ra i te pae rāi o taua roto ra. 
MRK.5.22	Ē tē 'aere maira tēta'i tūtara o te sūnago, ko Iāiro te ingoa. E kite maira aia i a Iēsū, kua 'akatopa i'ora ki tōna pae vaevae, 
MRK.5.23	ē kua pati 'akatenga maira ki aia, nā kō maira, “Kua vaitata taku tamā'ine iti i te mate, e 'aere mai koe e tuku i tō rima ki runga a'o i aia kia meitaki aia ē ka ora'ia aia.”
MRK.5.24	'Aere atura a Iēsū ma ia katoa; ē te au tangata 'e mānganui tē 'ōtotitoti maira i muringa a'o i aia.
MRK.5.25	Ē tēta'i va'ine i reira, e rau nga'uru mā rua akera ōna mata'iti i te riu 'ua'anga. 
MRK.5.26	I rapakau'ia ana 'oki aia e te aronga rapakau ra 'e mānganui, kua pou rava tōna 'apinga, tē ma'ata 'ua atura tōna maki. 
MRK.5.27	Kua 'akarongo ana 'oki aia i te rongo o Iēsū, ē kua nā muri maira aia i te 'aere nā roto i te 'aerenga tangata ra. Kua 'akatūkia atura i tōna kāka'u, 
MRK.5.28	nā kō akera, “Kia 'akatūkia 'ua atu au i tōna kāka'u, ka ora'ia au.”
MRK.5.29	Mao i'ora tōna riu i reira, ē kite i'ora aia ē, kua ora aia i taua maki nōna ra. 
MRK.5.30	Kite akera a Iēsū ē, 'e mana tei riro atu nō roto mai i aia i reira, kua 'āriu akera ki te 'aerenga tangata, nā kō akera, “Ko 'ai tei 'akatūkia mai i tōku kāka'u nei?”
MRK.5.31	Kua nā kō maira tāna au pipi ki aia, “Tē kite mai nei koe i te tangata tini nei i te 'ōtoti'anga i a koe, ē ka ui mai koe ē, ‘Nā 'ai i 'akatūkia mai i āku?’ ”
MRK.5.32	Kua 'akarau atura a Iēsū kia kite aia i aia i tei pērā maira. 
MRK.5.33	Kua 'aere maira taua va'ine ra ma te mataku ē te rūtetetete. Kua kite 'oki aia i te tūkē i 'akatupu'ia i roto i aia. Kua tīpapa i'ora ki raro ki mua i a Iēsū, kua 'a'aki 'ua maira i te tuatua mou. 
MRK.5.34	Kua karanga atura a Iēsū ki aia, “E taku tamā'ine, kua ora koe i tō'ou 'irinaki'anga i āku. Ka 'aere koe ma te 'au ē ma te ora i tō maki.”
MRK.5.35	Kāre i mutu taua tuatua ra, ko te karere maira nō kō i te 'are o te tūtara o te sūnago ra, nā kō maira, “Kua mate rava tō tamā'ine. 'E a'a koe ka tāmanamanatā atu ei i te Pū'āpi'i?”
MRK.5.36	I tō Iēsū 'akarongo'anga i taua tuatua ra, kua nā kō atura ki taua tūtara ra, “Auraka e mataku, ka 'irinaki 'ua mai koe.” 
MRK.5.37	Ē kāre atura i tika i aia kia āru mai te tangata, māri rā ko Pētero, ko Iākōbo ē te teina o Iākōbo ra ko Ioane. 
MRK.5.38	E tae atura ki te 'are o taua tūtara ra, kite atura aia i te auē ē te tangi ma'ata o te aronga i 'ea ra. 
MRK.5.39	Kia tomo atura aia ki roto ra, kua nā kō atura aia ki a rātou, “'E a'a kōtou i 'ea ai, ē i ma'ata ai tō kōtou auē? Kāre te tamā'ine i mate, kua moe rā.”
MRK.5.40	Kua tā'ito'ito maira rātou i aia. Kua tuku atura aia i a rātou rava rāi ki va'o, arataki atura i te metua tāne ē te metua va'ine o taua tamā'ine ra, ē te aronga i āru mai i aia ra, tomo atura ki roto i te pi'a tei reira taua tamā'ine ra i te vai 'ua'anga. 
MRK.5.41	Kua rave atura i te rima o taua tamā'ine ra, nā kō atura ki aia, “
MRK.5.42	Kua tū maira taua tamā'ine ra ki runga i reira, 'ā'āere i'ora; e rau nga'uru mā rua 'oki ōna mata'iti. Vā ma'ata 'ua i'ora rātou. 
MRK.5.43	Kua ako 'ua atura a Iēsū i a rātou ē, auraka rava e 'akakite atu ki te tangata. Ē kua 'akaue atu 'oki i te mānga nā taua tamā'ine ra.
MRK.6.1	Kua 'akaruke i'ora a Iēsū i taua ngā'i, 'aere atura ki tōna 'ua'orāi 'enua; kua āru katoa tāna au pipi i aia. 
MRK.6.2	E tae akera ki te rā Sābati, 'akamata atura i te 'āpi'i i roto i te sūnago ra. Kua nā kō akera te aronga 'e mānganui i 'akarongo i aia ma te vā 'ua, “Nō 'ea mai te au rāvenga a tēianei tangata? 'E a'a tēia pakari i 'ōronga'ia mai ei ki aia nei, i tikāi i aia tēia au 'akairo i rave'ia e ia nei? 
MRK.6.3	Kāre āinei tēia te kāmuta, te tamaiti a Māria, te taeake nō Iākōbo, ē nō Iōse, ē nō Iūda, ē nō Simona? Ē tōna 'ai tua'ine, kāre āina ko tei no'o ki ō tātou nei?” Kua maitu i'ora rātou i aia.
MRK.6.5	Kāre atura i rauka i aia kia rave i te au 'akairo i reira, māri rā ko ēta'i 'ua tangata maki i 'akaora'ia e ia i te tuku'anga i tōna rima ki runga a'o i a rātou ra. 
MRK.6.6	Kua vā 'ua atura aia i tō rātou 'akarongokore.
MRK.6.6	'Aere atura a Iēsū nā roto i te au 'ōire rikiriki i reira a'o i te 'āpi'i 'aere'anga. 
MRK.6.7	Kua karanga atura aia ki te tino nga'uru mā rua e 'aere mai ki aia ra, tātaki tokorua atura i te tono'anga atu i a rātou. Tuku atura i te mana ki a rātou nō runga i te au vaerua vi'ivi'i ra, 
MRK.6.8	ē kua ako atura 'oki aia i a rātou, auraka 'ei 'apinga e 'apai'ia atu i tō rātou tere; auraka 'ei mānga, auraka 'ei pūtē, auraka 'ei moni i te tātua ra, ko te tokotoko anake rā. 
MRK.6.9	'Ei tāmaka tākai'ia, 'eia'a rā kia takirua pereue kia kāka'u. 
MRK.6.10	Kua karanga katoa atura aia ki a rātou, “Te ngā'i e tomo atu ei kōtou ki roto i te 'are ra, 'ei reira e no'o ei ē ka 'aere atu ei kōtou. 
MRK.6.11	Ē te ngā'i kāre te tangata e 'āriki mai i a kōtou, ē kāre e 'akarongo mai i a kōtou, kia 'aere atu kōtou ra, ka rūrū atu i te one o tō kōtou vaevae 'ei 'akamatakite'anga atu i a rātou. Koia tika tāku e karanga atu ki a kōtou, kia tae ki te rā 'akavā'anga ra, 'e ngari ake tō Sodoma ē tō Gōmora i te reira 'ōire.”
MRK.6.12	'Aere atura rātou ē ako atura i te tangata kia tatarā'ara. 
MRK.6.13	Kua tuaru atura 'oki rātou i te au dēmoni 'e mānganui ki va'o, ē kua 'akaora atura i te au maki 'e mānganui ma te tā'inu i a rātou ki te manongi.
MRK.6.15	Nā kō akera tēta'i pae, “Ko Ēlia ia.”
MRK.6.15	Nā kō akera ēta'i, “'E peroveta ia, mei tēta'i o te au peroveta ta'ito ra.”
MRK.6.16	Kite akera a Heroda, kua nā kō akera aia, “Ko Ioane tēia tāku i tīpū i te ūpoko ra. Kua tū 'aka'ou mai nei mei te mate mai.” 
MRK.6.17	Nā Heroda i 'akaue atu kia 'opukia a Ioane ē titiri'ia ki roto i te 'are 'āuri, nō Hērōdia 'oki, te va'ine a tōna taeake ko Philipa, tei 'akaipoipo'ia e ia. 
MRK.6.18	I tuatua ana a Ioane ki a Heroda, “Kāre ia e tau i te ture kia 'akaipoipo koe i te va'ine a tō taeake.”
MRK.6.19	Riri i'ora a Hērōdia i aia, i 'inangaro 'oki i te tā tākiri i aia. Kāre akera i rauka, 
MRK.6.20	nō te mea, kua mataku a Heroda i a Ioane. Kua kite 'oki aia ē, 'e tangata tuatua tika a Ioane ē te tapu, ē kua pāruru 'oki i aia. Kua 'akarongo mai i aia ma te rekareka, noa atu ē kua kinokino tōna ngākau i te 'akarongo mai.
MRK.6.21	E tae akera ki te rā e rauka ai i a Hērōdia tāna rāvenga ra. I te rā i 'ānau ei a Heroda, 'e kaingākai ma'ata tāna i 'akatupu nā te au mata'iapo nunui ki ōna ra, ē te 'ui rangatira va'e'au ra ē te aronga tao'i'au katoa i Galilea ra. 
MRK.6.22	Kua 'aere maira te tamā'ine a Hērōdia ki roto, kua 'ura maira ki mua a'o i a rātou, mareka rava akera a Heroda ē te au manu'iri katoa nāna ra. Kua karanga atura te ariki ki taua tamā'ine ra, “Ka pati 'ua mai i tā'au mea i 'inangaro ra, e 'ōronga'ia atu ia e au.” 
MRK.6.23	Ē kua taputo'u atura aia, “Ko tā'au e 'inangaro i āku nei, ka 'ōronga'ia atu e au, e tae 'ua atu ki te 'āpa i tōku nei bāsileia.”
MRK.6.24	'Aere atura taua tamā'ine ra e ui atura ki tōna metua va'ine, “'E a'a tāku e pati atu?”
MRK.6.24	Kua pa'u maira aia, “Te ūpoko o Ioane Bāpetīto ra.”
MRK.6.25	Kua 'oki vave 'ua maira aia ki te ariki ra, kua pati maira, nā kō maira, “Tēia tōku 'inangaro, ka 'ō mai i te ūpoko o Ioane Bāpetīto i runga i tēta'i 'āriki ma'ata i tēianei rāi.”
MRK.6.26	Ma'ata rava atura te auē o te ariki; nō te taputo'u rā nāna ra ē te au manu'iri 'oki nāna, kāre atura i 'akakore atu. 
MRK.6.27	Kua 'akaue atura aia i tēta'i va'e'au i reira e tiki i te ūpoko. 'Aere atura taua va'e'au ra, tīpū atura i tō Ioane ūpoko i roto i te 'are 'āuri ra, 
MRK.6.28	ē kua 'apai maira 'oki i te reira i runga i tēta'i 'āriki ma'ata, ē kua tuku mai ki taua tamā'ine ra. Ē nā te tamā'ine i 'apai atura ki tōna metua va'ine. 
MRK.6.29	E kite akera tā Ioane au pipi, kua tiki maira rātou i te kōpapa, 'apai atura ki roto i tēta'i tanumanga.
MRK.6.30	E 'uipā maira te au 'āpōsetolo ki a Iēsū ra, kua 'akakitekite maira ki aia i tā rātou i rave ē tā rātou i 'āpi'i atu. 
MRK.6.31	Kua karanga atura aia ki a rātou, “Ka taki 'aere tātou, ko tātou anake 'ua'orāi, ki tēta'i ngā'i motuta'a, e no'ono'o iti 'ua ana.” Kāre 'oki ō rātou mānga tuātau kia kai i te kai nō te ma'ata o te tangata, ana atura, ana maira. 
MRK.6.32	'Aere pōiri atura rātou nā runga i te poti ki tēta'i ngā'i motuta'a.
MRK.6.33	Kua kite rā te tangata i a rātou i te 'aere'anga. 'E mānganui 'oki tei kite ē, ko 'ai rātou, ē kua 'oro atura nā uta mei roto atu i te au 'ōire katoa ra. Kua tae 'oki rātou i mua ake i aia. 
MRK.6.34	Ē tei te tāpae'anga atu a Iēsū, 'ākara atura aia i te pouou tangata ma'ata, tangi atura i a rātou, nō te mea, mei te māmoe tiakikore rātou. Ē kua 'āpi'i atura aia i a rātou i te au tuatua 'e mānganui. 
MRK.6.35	E parepare akera te rā, kua 'aere maira te au pipi ki aia ra, nā kō maira, “'E ngā'i motuta'a tēia ē kua parepare 'oki te rā. 
MRK.6.36	Ka tuku atu i a rātou nei kia 'aere ana rātou ki te au ngā'i 'are ra ē te au 'ōire rikiriki vaitata nei, e 'oko i te kai nā rātou.”
MRK.6.37	Kua pa'u atura aia ki a rātou, nā kō atura, “Nā kōtou e 'ōronga atu i te kai nā rātou.”
MRK.6.37	Kua nā kō maira rātou ki aia, “E 'apai ana mātou e rua 'ānere moni 'ārio, ka 'oko atu ei i te mānga e 'āngai atu i a rātou?”
MRK.6.38	Kua nā kō atura aia ki a rātou, “E 'ia ake ā kōtou mānga? Ka 'aere ka 'ātoro.”
MRK.6.38	E kite akera rātou, kua nā kō maira, “E rima, ē ngā ika 'oki e rua.”
MRK.6.39	Kua karanga atura a Iēsū ki a rātou, “E 'akano'o pupu 'aere i a rātou rava rāi ki runga i te mātā.” 
MRK.6.40	Kua no'o atura rātou ki raro, takita'i 'ānere i ēta'i pupu, takirima nga'uru 'oki i ēta'i. 
MRK.6.41	Kua rave i'ora a Iēsū i ngā taupūpū varāoa e rima, ē ngā ika e rua, nānā akera ki runga i te rangi, 'akameitaki atura, vāvā'i i'ora i ngā taupūpū varāoa, 'ōronga atura nā te au pipi e tuku atu ki mua i te aroaro o taua aronga ma'ata ra. Ē ngā ika 'oki e rua kua tu'a katoa atura aia nā rātou rava rāi. 
MRK.6.42	Kai anake i'ora rātou ē pangia rava akera. 
MRK.6.43	Kua 'akaputuputu i'ora rātou i te toetoengā kai ra ma te au ika, ē kī akera ngā tāpora ē rau nga'uru mā rua. 
MRK.6.44	Ē te aronga i kai i taua kai ra, e rima pa'a tauatini tāne.
MRK.6.45	Kua 'akaue atura a Iēsū i tāna au pipi i reira rāi, e 'aere ki runga i te poti, ē e 'akatere nā mua i aia ki tēta'i pae i Betesaida, ka tuku atu ei aia i te tangata tini. 
MRK.6.46	Ē kia tuku'ia rātou e ia, 'aere atura aia ki runga i tēta'i maunga e pure. 
MRK.6.47	E pō akera, tei rotopū atura te poti i taua roto ra, ko ia anake 'ua tei uta. 
MRK.6.48	'Ākara atura aia i a rātou, kua ro'iro'i rava i te 'oe 'ua'anga; tē nā mua maira 'oki te matangi. I rotopū i te ora toru ē te ora ono i te pō ra, 'aere atura aia ki a rātou, nā runga i te kāre i te 'aere'anga. Kua 'aka'aere kē atura nā te pae i'o i a rātou ra. 
MRK.6.49	Kia 'ākara maira rātou i aia i te 'aere 'ua'anga nā runga i te kāre, manako akera 'e turuma, kua auē i'ora rātou, 
MRK.6.50	nō te mea, kua kite rātou pou roa i aia ē kua ngarangara rava akera.
MRK.6.50	Kua tuatua maira a Iēsū ki a rātou i reira, nā kō maira, “Ka 'akamāro'iro'i, ko au tēia. Auraka e mataku!” 
MRK.6.51	Kake maira aia ki runga i te poti ki a rātou ra, ākī tākiri akera te matangi. Vā ma'ata rava atura rātou, 
