GEN.1.1	Ba pun iya kelia,
EXO.19.13	Nadai orang tau negu orang ke negu bukit nya, tang iya deka dituku ngena batu, tauka ditimbak ngena laja. Nemuka utai nya jelu tauka mensia, iya enda tau ditejuka idup.’ Lebuh terumpit ti penudi nya disepu, nya baru sida tau niki ngagai bukit nya.”
EXO.19.14	Udah nya Moses nurun ari bukit nya mansang ngagai orang mayuh, lalu nyerahka sida ngagai Allah Taala; sida lalu masu gari sida. 
EXO.19.15	Lalu ku Moses bejaku ngagai sida, “Kita enda tau enda udah chukup sedia ba hari ti ketiga; lalu anang beleman enggau indu.”
EXO.19.17	Moses lalu nguluka sida pansut ari kem mansang betemu enggau Allah Taala, lalu sida bediri ba kaki bukit nya. 
EXO.19.18	Semua Bukit Sinai abis dibalut asap, laban TUHAN udah nurun ngagai bukit nya dalam daun api. Asap nya niki ke atas baka asap ti pansut ari serumbung api, lalu semua orang balat amat getar-getar takut. 
EXO.19.19	Lebuh munyi terumpit nya majak inggar se-inggar, Moses bejaku, lalu Allah Taala nyaut iya ngena guntur. 
EXO.19.20	TUHAN lalu nurun ngagai Bukit Sinai, lalu ngangauka Moses, ngasuh iya niki ngagai tuchung bukit nya. Moses lalu niki. 
EXO.19.21	Lalu ku TUHAN bejaku ngagai iya, “Alai nuan nurun, lalu beri jaku tangkan ngagai orang mayuh, enggai ke sida meraka garis mansang meda Aku lalu mati. 
EXO.19.22	Indah bala imam ke datai semak ngagai Aku, deh enda tau enda nuchi diri empu, enggai ke TUHAN ngukum sida.”
EXO.19.23	Ku Moses bejaku ngagai TUHAN, “Orang mayuh enda ulih niki ngagai Bukit Sinai, laban Nuan udah bejaku ngagai kami, ku Nuan, ‘Gaga garis ngelingi bukit nya, lalu kuduska bukit nya.’ ”
EXO.19.24	Ku TUHAN nyaut Moses, “Alai nuan nurun, lalu pulai kitu baru, mai Aron; tang anang nejuka bala imam enggau orang mayuh meraka garis nya mansang ngagai TUHAN, enggai ke Iya ngukum sida.” 
EXO.19.25	Moses lalu nurun ngagai orang mayuh, lalu madahka utai ti udah disebut TUHAN.
EXO.20.1	Allah Taala lalu bejaku munyi tu, 
EXO.20.2	“Aku tu TUHAN Allah Taala kita ke udah mai kita pansut ari menua Ejip, alai kita ke udah nyadi ulun.
EXO.20.3	“Anang nyembah petara bukai tang semina Aku aja.
EXO.20.5	 Anang meremi ngagai engkeramba, tauka nyembah sida, laban Aku tu TUHAN Allah Taala ti chemburu.
EXO.20.6	tang mandangka pengerindu ti meruan belama iya ngagai beribu-ribu serak
EXO.20.9	 Kita bisi enam hari alai kita gawa, 
EXO.20.10	tang hari ti ketujuh nya diserahka nyadi Hari Sabat ngagai TUHAN Allah Taala kita; ba hari nya kita enda tau gawa, kita empu, anak kita, ulun kita, jelu kita, tauka orang bansa bukai ke diau di menua kita; 
EXO.20.11	 laban dalam enam hari TUHAN udah ngaga tanah, langit, tasik, enggau semua utai ti dalam sida, lalu belelak ba hari ti ketujuh. Nya kebuah TUHAN merekatka Hari Sabat, lalu ngaga hari nya tuchi.
EXO.20.19	Ku sida bejaku ngagai Moses, “Enti nuan bejaku enggau kami, kami deka mending, tang enti Allah Taala bejaku ngagai kami, kami takut, enggai ke kami mati.”
EXO.20.20	Disaut Moses, “Anang takut. Allah Taala semina datai laban Iya deka nguji kita, ngambika kita seruran nangika Iya, lalu enda agi bedosa.” 
EXO.20.21	Tang orang mayuh mengkang bediri ari jauh. Semina Moses siku aja mansang semak ngagai mua hari ti tebal nya, ngagai endur alai Allah Taala.
EXO.20.22	Lalu ku TUHAN bejaku ngagai Moses, “Sebut ngagai orang Israel: ‘Kita empu udah meda chara Aku ti TUHAN udah bejaku ngagai kita ari serega. 
EXO.20.23	Anang ngaga ke diri empu petara ari pirak, tauka ari emas, lalu anang nyembah sida kelimpah ari nyembah Aku. 
EXO.20.24	Gaga siti alta ngena tanah ke Aku, lalu ba alta nya, beri jelu bedus kita, enggau jelu sapi kita nyadika piring tunu, sereta enggau nyadika piring pemaik. Aku deka datai ngagai kita, lalu merekatka kita, ba semua endur ti ditaga Aku alai kita deka nyembah Aku. 
EXO.20.25	 Enti kita ngaga alta ari batu ke Aku, anang ngaga iya ari batu ti dipansap, laban lebuh kita ngaga batu nya ngena pat, kita ngamahka batu nya. 
EXO.20.26	Lalu anang ngaga tangga kena niki ngagai alta Aku, enggai ke kita ngayanka tubuh diri lebuh kita niki tangga nya.’
EXO.21.1	“Beri adat tu ngagai orang Israel: 
EXO.21.2	 Enti kita meli orang Hebrew nyadi ulun kita, iya deka bekereja ke kita enam taun. Dalam taun ti ketujuh, iya enda tau enda dilepaska, lalu iya enda ibuh mayar kita. 
EXO.21.3	Enti iya agi bujang lebuh iya nyadi ulun kita, iya enda tau mai bini iya lebuh iya angkat ari nya. Tang enti iya endang udah bebini lebuh iya nyadi ulun kita, iya tau angkat mai bini iya. 
EXO.21.4	Enti tuan iya meri iya bini, lalu bini iya nya ngadaka anak lelaki tauka anak indu, bini iya nya enggau anak iya sama diempu tuan iya, lalu lelaki nya angkat ari nya kediri. 
EXO.21.5	Tang enti ulun nya madahka diri rinduka tuan iya, rinduka bini iya, enggau ke anak iya, lalu enggai dilepaska, 
EXO.21.6	tuan iya enda tau enda mai iya ngagai endur alai nyembah Allah Taala. Dia iya deka ngasuh ulun nya bediri ngimbai pintu tauka tiang pintu, lalu nanchum pending iya ngena siti pekekas, lalu iya deka nyadi ulun seumur idup.
EXO.21.7	“Enti orang nyual anak indu iya nyadi ulun, indu nya enda tau dilepaska, baka ke ngelepaska ulun ti lelaki. 
EXO.21.8	Enti indu nya dijual ngagai orang ke deka ngambi iya nyadi bini, tang lelaki nya enda rinduka iya, indu nya tau ditebus pulai baru. Tuan iya enda tau nyual iya ngagai orang bansa bukai, laban tuan iya udah enda manah enggau iya. 
EXO.21.9	Enti apai meli ulun ti indu lalu meri indu nya ngagai anak lelaki iya, apai lelaki nya enda tau enda ngaga indu nya baka anak iya empu. 
EXO.21.10	Enti anak lelaki nya deka bebini dua, iya enda tau enda, baka selama, majak meri pemakai, gari enggau hak ngagai bini iya ti keterubah. 
EXO.21.11	Enti iya enda ngereja tanggungjawap nya ngagai bini iya, iya enda tau enda ngelepaska bini iya pechuma lalu nadai nerima bayar.
EXO.21.13	 Tang enti iya tekelanjur munuh orang nya, lalu ukai sengaja deka munuh iya, iya tau rari ngagai siti endur ti deka dipilih Aku ke kita. Dia orang nya tau diau likun. 
EXO.21.14	Tang lebuh orang ringat lalu sengaja munuh orang, iya deka dibunuh, taja pen iya rari ngagai alta Aku ngiga pengelikun.
EXO.21.15	“Barang sapa malu apai diri, tauka indai diri, deka dibunuh.
EXO.21.18+EXO.21.19	“Enti orang belaya, lalu siku ari seduai nya nuku pangan ngena batu, tauka mukut iya, tang enda munuh iya, orang nya enda patut diukum bunuh. Enti orang ke dituku tauka dibukut nya sakit, tang udah lepas nya tau angkat lalu bejalai ke luar ngena tungkat, orang ke nuku tauka mukut iya enda tau enda mayar pengerugi hari iya ti enda gawa, lalu ngintu iya datai ke iya gerai.
EXO.21.20	“Enti orang ke bempu ulun malu ulun iya ngena kayu, nemuka ulun nya lelaki tauka indu, lalu ulun nya mati terus, orang ke bempu ulun nya deka diukum. 
EXO.21.21	Tang enti ulun nya enda mati dalam sehari tauka dua hari, tuan ke bempu ulun nya enda kena ukum, laban pemati ulun iya, ke endang reta tengkira iya empu, chukup nyadika ukum iya. 
EXO.21.22	“Enti orang lelaki belaya, lalu ngemediska siku indu ke ngandung, lalu indu nya lenyau kandung, tang nadai pedis nama-nama kelimpah ari ke lenyau kandung, orang ke ngemediska iya enda tau enda diasuh mayar ukum nitihka pinta laki indu nya, sereta dikemendarka bala hakim. 
EXO.21.23	Tang enti indu nya bakal, ukum ti dikena nya: nyawa balas nyawa, 
EXO.21.24	 mata balas mata, ngeli balas ngeli, jari balas jari, kaki balas kaki, 
EXO.21.25	betu balas betu, telih balas telih, malui balas malui.
EXO.21.26	“Enti orang malu ulun ti lelaki tauka ulun ti indu ba mata, lalu mata iya buta ketegal nya, orang nya enda tau enda ngelepaska ulun nya, laban mata iya sepiak udah buta. 
EXO.21.27	Enti iya matahka sigi ngeli ulun iya, iya enda tau enda ngelepaska ulun iya nya, laban ulun iya udah patah ngeli.
EXO.21.28	“Enti sapi ti lelaki nanduk orang, lalu orang nya mati laban sapi nya, jelu nya enda tau enda dituku ngena batu, lalu isi iya enda tau diempa, tang orang ke bempu iya enda kena ukum. 
EXO.21.29	Tang enti sapi nya selalu nanduk orang, lalu orang ke bempu iya udah diberi jaku tangkan, tang enda ngandang jelu nya - enti jelu nya nanduk orang, lalu orang ke ditanduk iya mati, jelu nya enda tau enda dituku ngena batu, lalu orang ke bempu jelu nya mega dibunuh. 
EXO.21.30	Tang enti orang ke bempu jelu nya dipinta mayar ukum kena iya nebus nyawa diri, iya enda tau enda mayar semua duit tebus ti dipinta. 
EXO.21.31	Enti sapi ti lelaki nya nanduk nembiak ti lelaki tauka indu, adat tu deka mega dikena. 
EXO.21.32	Enti sapi ti lelaki nya nanduk ulun ti lelaki tauka indu, orang ke bempu sapi nya enda tau enda mayar orang ke bempu ulun nya tiga puluh singkap duit pirak, lalu sapi nya deka dituku ngena batu datai ke iya mati.
EXO.21.33	“Enti orang enda nutup mua lubang kebung, tauka enti orang numbak lubang kebung lalu enda nutup mua lubang kebung nya, lalu jelu sapi ti lelaki tauka keledai labuh ngagai lubang nya, 
EXO.21.34	orang ke bempu lubang kebung nya enda tau enda mayar rega jelu nya. Iya enda tau enda mayar duit nya ngagai orang ke bempu jelu nya, lalu iya tau bempu bangkai jelu nya. 
EXO.21.35	Enti sapi ti lelaki, ti diempu orang siku, bisi nyayat sapi ti lelaki orang bukai, seduai iya enda tau enda nyual sapi ti lelaki ti agi idup nya, lalu bedua rega sapi nya. Seduai iya tau mega bedua dagin jelu ti udah mati nya. 
EXO.21.36	Tang enti jelu nya endang ditemu selalu deka nanduk sapi bukai, lalu orang ke bempu iya enda ngandang iya, orang nya enda tau enda meri siku sapi ti lelaki ti idup ngagai orang ke bempu sapi ti mati nya, kena nganti pengerugi iya, lalu tau bempu bangkai jelu nya.
EXO.22.1	“Enti orang ngenchuri sapi, tauka bedus, lalu munuh jelu nya, tauka nyual iya, iya enda tau enda mayar sapi nya ngena lima iku sapi, tauka empat iku bedus kena mayar siku bedus. 
EXO.22.2+EXO.22.3+EXO.22.4	Iya enda tau enda mayar utai ti udah dichuri iya. Enti iya nadai utai kena mayar, iya deka dijual nyadi ulun kena mayar utai ti udah dichuri iya. Enti jelu ti udah dichuri iya, nemuka jelu nya sapi, keledai tauka bedus, bisi ditemu agi idup ba jari iya, iya enda tau enda mayar ngena dua iku jelu, ke genap iku jelu ti dichuri iya.
EXO.22.2+EXO.22.3+EXO.22.4	“Enti penchuri kena tangkap tama ngagai rumah orang lebuh malam hari, lalu iya mati dibunuh, orang ke munuh iya enda dikumbai salah. Tang enti utai nya nyadi lebuh siang hari, orang ke munuh iya deka dikumbai salah. 
EXO.22.5	“Enti orang nejuka jelu iya ngulam ba padang, tauka ba kebun anggur, lalu jelu nya mawa lalu ngulam utai ti ditanam
EXO.22.6	Enti orang nyelup api ba tanah iya empu, lalu api nya nyerarai ngagai umai orang bukai, lalu nganguska gandum ti tumbuh dia, tauka gandum ti udah diketau lalu ditugungka dia, orang ke nyelup api nya enda tau enda mayar utai ti rusak nya.
EXO.22.7	“Enti orang besetuju nyimpan utai ke pangan iya, nemuka utai nya duit, tauka utai ti berega, lalu utai nya kena churi ari rumah iya, penchuri nya, enti iya ditemu, enda tau enda mayar dua kali lipat. 
EXO.22.8	Tang enti penchuri nya enda ditemu, orang ke nyimpan utai ti berega nya enda tau enda dibai ngagai endur alai besembiang, lalu iya enda tau enda besumpah dia, madahka diri nadai ngenchuri utai pangan iya nya.
EXO.22.9	“Dalam semua laya pasal pesaka, nemuka laya nya pasal jelu sapi, keledai, bedus, gari, tauka sebarang utai bukai ti lenyau, orang dua iku ke berebutka pesaka nya enda tau enda dibai ngagai endur alai besembiang. Orang ke dikumbai Allah Taala salah enda tau enda mayar dua kali lipat ngagai orang ke enggau iya berebutka pesaka nya.
EXO.22.10	“Enti orang besetuju nyimpan keledai, sapi, bedus, tauka jelu bukai, ke pangan iya, lalu udah nya jelu nya mati, tauka bebadi, tauka ditabanka munsuh, lalu orang bukai pen nadai mega meda utai nya nyadi, 
EXO.22.11	orang ke nyimpan jelu nya enda tau enda mansang ngagai endur alai besembiang, lalu besumpah madahka diri nadai ngenchuri tauka munuh jelu nya, lalu orang ke bempu jelu nya deka betanggungjawapka pengerugi diri empu, lalu pangan iya ke nyimpan jelu nya enda ibuh mayar iya. 
EXO.22.12	Tang enti jelu nya udah kena churi, orang ke nyimpan jelu nya enda tau enda mayar orang ke bempu jelu nya. 
EXO.22.13	Enti jelu nya mati laban jelu babas, orang ke nyimpan jelu nya enda tau enda mai teda bangkai jelu nya kena nandaka jelu nya udah mati laban jelu babas, lalu iya enda ibuh bebayar ke jelu nya.
EXO.22.14	“Enti orang nginjau jelu ari pangan iya, lalu jelu nya bebadi tauka mati lebuh orang ke bempu jelu nya nadai dia, orang ke nginjau jelu nya enda tau enda mayar rega jelu nya enggau penuh. 
EXO.22.15	Tang enti utai nya nyadi lebuh orang ke bempu jelu nya bisi dia, orang ke nginjau jelu nya enda ibuh mayar rega jelu nya. Enti jelu nya disua, semina suaka jelu nya aja ti patut dibayar.
EXO.22.17	Tang enti apai indu nya enda ngemendarka lelaki nya jadi enggau indu nya, lelaki nya enda tau enda meri apai indu nya duit nyampau derian ti diberi ngagai indu ke agi dara bungas.
EXO.22.22	Anang merinsaka indu ke balu enggau orang ke nadai apai indai. 
EXO.22.23	Enti kita merinsa tauka nekanka pengidup sida, Aku ti TUHAN, deka nyaut kangau sida, 
EXO.22.24	lalu Aku deka ringat lalu munuh kita ngena pedang. Bini kita deka balu, lalu anak kita nadai agi apai.
EXO.22.26	 “Enti kita ngambi baju panjai ari pangan kita nyadika gadai utang iya, kita enda tau enda mulaika baju nya ngagai iya baru sebedau padam mata panas, 
EXO.22.27	laban semina baju nya aja ti dikemisi iya kena iya bebungkur. Nama utai bukai kena iya bebungkur lebuh iya tinduk? Lalu lebuh iya nyabak ngangauka Aku, Aku deka mending, laban Aku amat kasih.
EXO.22.29	“Beri ngagai Aku piring gandum, wain, enggau ari minyak kana kita, ba maya ti udah diletak.
EXO.22.29	“Serahka anak tuai kita ke lelaki ngagai Aku. 
EXO.22.30	Serahka anak tuai jelu sapi kita, enggau bedus kita ngagai Aku. Awakka anak tuai ti lelaki mengkang begulai enggau indai iya tujuh hari, lalu ba hari ti kelapan, serahka iya ngagai Aku.
EXO.23.2	Anang nitihka orang mayuh ngereja penyalah, tauka meri saksi ti enda lurus. 
EXO.23.3	 Anang berat sepiak lalu ngelaban orang ke seranta lebuh iya kena pechara.
EXO.23.5	Enti nuan tepedaka keledai ti diempu orang ke begedika nuan rebah laban pemerat utai ti dibai iya, saup orang nya ngangkatka keledai nya bediri baru. Anang ninggalka iya pia aja.
EXO.23.7	Anang nuduhka orang salah enti iya nadai penyalah, lalu anang meri ukum bunuh ngagai orang ke nadai penyalah, laban Aku deka ngukum barang sapa ngereja utai ti jai baka nya. 
EXO.23.8	Anang makai suap, laban makai suap ngasuh orang enda ulih meda utai ti betul, lalu ngerusak orang ke nadai penyalah.
EXO.23.11	tang dalam taun ti ketujuh, anang nanam utai ba tanah kita, lalu anang ngetau sebarang utai ti tumbuh ba tanah nya, ngambika orang ke seranta tau makai utai ti tumbuh dia, lalu jelu babas tau makai teda utai nya. Baka nya mega chara kita enggau kebun anggur tauka enggau kayu kana kita.
EXO.23.13	“Pendingka semua utai ti udah disebut Aku ti TUHAN, ngagai kita. Anang nyembah petara bukai. Indah nyebut nama sida deh kita enda tau.
EXO.23.14	“Intu tiga bengkah gawai dalam setaun kena kita ngemesaika Aku. 
EXO.23.15	 Dalam bulan Abip, iya nya bulan kita pansut ari menua Ejip, intu Gawai Roti Ti Enda Beragi, ngena jalai ti udah dipadahka Aku ngagai kita. Anang makai roti ti beragi dalam kandang tujuh hari kita ngintu Gawai nya. Anang datai nyembah Aku enti kita nadai mai piring. 
EXO.23.16	 “Intu Gawai Ngetau lebuh kita baru deka belabuh ngetau.
EXO.23.16	“Intu Gawai Belangkau lebuh maya gugur daun, lebuh maya kita ngumpul buah ari kebun anggur enggau ari kebun buah kita. 
EXO.23.17	Tiap taun ba gawai tiga bengkah tu, semua kita ke lelaki enda tau enda datai nyembah Aku, TUHAN, ti Allah Taala kita.
EXO.23.18	“Anang meri roti ti beragi, lebuh kita meri jelu nyadika piring kita ngagai Aku. Lemak jelu ti digaga nyadika piring ti diberi ngagai Aku lebuh gawai tu, nadai tau digalau ngagai pagi hari siti.
EXO.23.19	“Anang manduk anak domba tauka anak kambin ngena ai tusu indai iya empu.
EXO.23.20	“Aku deka ngirumka siku melikat bejalai dulu ari kita, ngambika nyaga kita lebuh kita bejalai, lalu mai kita ngagai endur ti udah disediaka Aku ke kita. 
EXO.23.21	Pendingka iya lalu kereja utai ti diasuh iya. Anang angkat ngelaban iya, laban Aku udah ngirumka iya, lalu iya enggai ngampun kita enti kita angkat ngelaban. 
EXO.23.22	Tang enti kita ngasika iya, lalu kita ngereja semua utai ti diasuh Aku, Aku deka ngelaban semua munsuh kita. 
EXO.23.23	Melikat Aku deka bejalai dulu ari kita, lalu nguluka kita ngagai menua orang Amor, orang Iti, orang Peris, orang Kanaan, orang Ibi, enggau orang Jebus, lalu Aku deka ngerusak sida. 
EXO.23.24	Anang meremi ngagai, tauka nyembah petara nya, lalu anang nitihka jalai pengarap sida. Rusak petara sida, lalu tumbangka tiang batu keramat sida. 
EXO.23.25	Enti kita nyembah Aku ti TUHAN, ti Allah Taala kita, Aku deka merekatka kita ngena pemakai enggau ai, lalu muai semua penyakit kita. 
EXO.23.26	Indu enda gugur anak tauka punas di menua kita. Aku deka ngasuh kita panjai umur.
EXO.23.27	“Aku deka ngasuh orang ke ngelaban kita, takutka Aku. Aku deka ngasuh orang ke dilaban kita charut runding, lalu Aku deka ngasuh semua munsuh kita nguing lalu belanda rari ari kita. 
EXO.23.28	Aku deka ngasuh indu gamang terebai dulu ari kita, lalu sida deka muru orang Ibi, orang Kanaan, enggau orang Iti ari mua kita. 
EXO.23.29	Aku enda muru sida dalam kandang setaun aja, enggai ke menua nya nadai orang nguan, lalu jelu babas deka kelalu mayuh. 
EXO.23.30	Aku deka muru sida mimit-mimit sekali, datai ke kita nyau chukup mayuh tubuh bempu menua nya. 
EXO.23.31	Aku deka ngaga garis entara menua kita belabuh ari Teluk Akaba nyentuk ngagai Tasik Tengah, enggau ari menua puang nyentuk ngagai Sungai Eupratis. Aku deka meri kita kuasa atas orang ke nguan menua nya, lalu kita deka muru sida pansut, lebuh kita nyerang. 
EXO.23.32	Anang ngaga sempekat enggau sida, tauka enggau petara sida. 
EXO.23.33	Anang nejuka orang nya diau dalam menua kita. Enti kita nejuka sida, sida deka mai kita bedosa ngelaban Aku. Enti kita nyembah petara sida, utai nya deka nyadi panjuk ti ngerusak kita.”
EXO.24.1	TUHAN lalu bejaku ngagai Moses, “Niki ke atas ngagai Aku ba bukit tu, nuan enggau Aron, Nadap, Abihu, enggau tujuh puluh iku tuai orang Israel; lalu lebuh kita agi jauh, meremi lalu nyembah. 
EXO.24.2	Semina nuan siku aja tau datai semak ngagai Aku. Sida ke bukai enda tau datai semak ngagai Aku, lalu orang mayuh enda tau niki ngagai bukit tu.”
EXO.24.3	Moses datai lalu madahka ngagai orang mayuh semua pesan TUHAN, enggau semua adat Iya. Semua orang mayuh lalu nyaut sama sereta, ku sida, “Kami deka ngereja semua utai ti udah disebut TUHAN.” 
EXO.24.4	Moses lalu nuliska semua pesan TUHAN. Tumu pagi hari siti, iya ngaga siti alta ba kaki bukit nya, lalu ngerintaika dua belas igi batu, sigi ke siti-siti raban bansa orang Israel ti dua belas bengkah nya. 
EXO.24.5	Udah nya iya ngasuh orang ke bujang datai lalu sida nunu piring ke TUHAN, lalu ngenjuk sekeda jelu sapi nyadika piring pemaik. 
EXO.24.6	Moses ngambi setengah ari darah jelu nya, lalu nyimpan darah nya dalam mangkuk, lalu setengah diunsaika iya ngagai alta. 
EXO.24.7	Udah nya iya ngambi bup sempekat TUHAN, lalu macha bup nya enggau nyawa ti inggar ngagai orang mayuh. Lalu ku orang mayuh bejaku, “Kami deka ngasika TUHAN, lalu deka ngereja semua utai ti udah diasuh Iya kereja kami.”
EXO.24.9	Moses, Aron, Nadap, Abihu enggau tujuh puluh iku bala tuai orang Israel lalu niki ngagai bukit nya 
EXO.24.10	lalu sida meda Allah Taala ke disembah orang Israel. Di baruh kaki Allah Taala bisi utai ti baka geladak ti digaga ari batu nilam, ti biru baka langit. 
