GEN.1.1	Tshimolohong, Modimo o ne o hlole mahodimo le lefatshe.
JOS.4.19	Ke oo mokgwa oo setjhaba se tswileng hara Jordane ka letsatsi la leshome la kgwedi ya pele, mme ba emisa Gilgale, ka nqa botjhabela ho Jeriko.
JOS.4.20	Majwe a leshome le metso e mmedi ao ba neng ba a nkile Jordane, Joshua a a hloma Gilgale. 
JOS.4.21	A bolella bana ba Iseraele, a re: Etlare ha bana ba lona ba botsa bontata bona mehleng e tlang, ba re: Majwe ana a reng? 
JOS.4.22	le tla ruta bana ba lona, le re: Baiseraele ba ne ke ba tshela Jordane ena ba hatile mobu o omileng; 
JOS.4.23	hobane Jehova, Modimo wa lona, o ne a pshese metsi a Jordane pela lona, la ba la tshela, jwalokaha Jehova, Modimo wa lona, a ne a etse Lewatleng le Lefubedu, leo a le pshesitseng pela rona, ra ba ra tshela. 
JOS.4.24	E le hore tjhaba tsohle tsa lefatshe di tle di tsebe letsoho la Jehova hobane le matla, le hore le tshabe Jehova, Modimo wa lona, kamehla.
JOS.5.1	Empa marena wohle a Baamore, a leng ka nqa bophirimela ho Jordane, le marena wohle a Bakanana, a pela lewatle, ha a utlwa kamoo Jehova a pshesitseng metsi a Jordane kateng, pela bana ba Iseraele, ba ba ba tshela, a nyahama dipelo, mme a fela matla ke ho tshaba bana ba Iseraele.
JOS.5.2	Mohlang oo, Jehova a re ho Joshua: Iketsetse dithipa tsa mahakwe, mme o bolotse bana ba Iseraele la bobedi. 
JOS.5.3	Yaba Joshua o iketsetsa dithipa tsa mahakwe, a bolotsa bana ba Iseraele leralleng la mengala. 
JOS.5.4	Taba ke ena eo Joshua a ba boloditseng ka baka la yona: Batho kaofela ba neng ba tswile Egepeta, ba batona, banna ba ntwa kaofela, ba ne ba timetse tseleng hara nahathothe, ha ba se ba tswile Egepeta. 
JOS.5.5	Hobane setjhaba sohle, se neng se tswile, se ne se bolotse empa setjhaba sohle se neng se tswaletswe tseleng hara nahathothe, ha ho se ho tswilwe Egepeta, se ne se sa ka sa bolla. 
JOS.5.6	Hobane bana ba Iseraele ba ne ba tsamaile ka dilemo tse mashome a mane feelleng, letshwele lohle la bahlabani ba tswileng Egepeta la ba la fela, kahobane ba ne ba sa ka ba utlwa lentswe la Jehova; ke bona bao Jehova a neng a ba hlapanyeditse, a re, a ke ke a ba bontsha lefatshe leo Jehova a le abetseng bontata bona ka kano, e leng lefatshe le kollang lebese le dinotshi. 
JOS.5.7	Bana ba bona bao a neng a ba tsositse tulong tsa bona, ke bona bao Joshua a ba boloditseng; e ne e ntse e le maqai, kahobane ba ne ba sa ka ba bolotswa tseleng. 
JOS.5.8	Eitse hobane ba qete ho bolotsa setjhaba sohle, ba hlola diahelong tsa bona, ho fihlela ba ba ba fola.
JOS.5.9	Jwale, Jehova a re ho Joshua: Kajeno, ke phikolositse sekgobo sa Egepeta, ke se tlositse ho lona. Ka baka leo, nqalo eo e reilwe lebitso la Gilgale (phikoloso), le kajeno. 
JOS.5.10	Bana ba Iseraele ba emisa Gilgale, ba etsa Paseka ka tsatsi la leshome le metso e mene la kgwedi, nakong ya mantsiboya, mahwatateng a Jeriko. 
JOS.5.11	Ka tsatsi le hlahlamang Paseka, ba eja koro ya lefatshe leo; ka lona tsatsi leo, ba eja bohobe bo sa lomoswang le diqhome. 
JOS.5.12	Haele manna, ya fela ka tsatsi le hlahlamang leo ba jeleng koro ya lefatshe leo ka lona; mme bana ba Iseraele ha ba ka ba hlola ba sa ba le manna, ba mpa ba eja dijo tsa lefatshe la Kanana ka lemo seo.
JOS.5.13	Eitse Joshua, ha a le haufi le Jeriko, a emisa mahlo, a tadima, a bona monna a eme mabapa le yena, a tshwere lerumo le tsomotsweng ka letsoho la hae. Joshua a tla pela hae, a re ho yena: Na o wa rona, kapa o wa direng tsa rona na? 
JOS.5.14	Eo a re: Tjhe, empa ke tlile jwale, ke le molaodi wa makgotla a Jehova. Yaba Joshua o wela fatshe ka sefahleho, a inama, a re ho yena: Morena ka o reng ho mohlanka wa hae? 
JOS.5.15	Molaodi wa makgotla a Jehova a re ho Joshua: Rola dieta tsa hao maotong a hao, etswe nqalo eo o emeng ho yona e kgethehile. Mme Joshua a etsa jwalo.
JOS.6.2	Yaba Jehova o re ho Joshua: Bona, ke neetse Jeriko matsohong a hao, le morena wa teng, le bahale ba teng. 
JOS.6.3	Lona bahlabani bohle, potolohang motse, le pote motse hang; o etse jwalo ka matsatsi a tsheletseng. 
JOS.6.4	Baprista ba supileng ba tshware diterompeta tse supileng tse tlerolang, ba etelle areka pele; ka tsatsi la bosupa, le potolohe motse hasupa, mme baprista ba letse diterompeta. 
JOS.6.5	Etlere ha ba letsa halelele ka manaka a tlerolang, ha le utlwa modumo wa terompeta, setjhaba kaofela se hlabe ditlatse tse kgolo; mme lerako la motse le tla heleha kaofela, mme motho ka mong o tla nyoloha hona pela hae.
JOS.6.6	Ebile Joshua, mora Nune, o bitsa baprista, a re ho bona: Jarang areka ya selekane, mme baprista ba supileng ba tshware diterompeta tse supileng tse tlerolang, ba eteletse areka ya Jehova pele. 
JOS.6.7	A ntoo re ho setjhaba: Eyang, le potolohe motse, mme ba hlometseng ba etelle areka ya Jehova pele.
JOS.6.8	Eitse hobane Joshua a bolelle setjhaba, baprista ba supileng, ba nkileng diterompeta tse supileng tse tlerolang pela Jehova, ba etella pele, ba letsa diterompeta, mme areka ya selekane sa Jehova ya ba latela. 
JOS.6.9	Banna ba hlometseng ba etella baprista ba letsang diterompeta pele, mme makgotla a mang a latella areka; ha tsamau-wa ho ntse ho letswa diterompeta. 
JOS.6.10	Joshua a laela setjhaba, a re: Le se ke la etsa ditlatse, mme mantswe a lona a se ke a utlwahala, ho se ke ha eba puo e tswang melomong ya lona, ho be ho fihle tsatsi leo ke tla re ho lona: Hlabang ditlatse. Mohlang oo, le tla hlaba ditlatse. 
JOS.6.11	Ebile areka ya Jehova e potoloha motse hang, mme ba boela diahelong, ba dula bosiu diahelong.
JOS.6.12	Joshua a boela a tsoha e sa le hosasa, mme baprista ba jara areka ya Jehova. 
JOS.6.13	Baprista ba supileng ba tshwereng diterompeta tse supileng tse tlerolang, ba nna ba tsamaya, ba eteletse areka ya Jehova pele, ba letsa diterompeta; ba hlometseng ba etella pele, mme makgotla a mang a latella areka ya Jehova; ba ya, ba ntse ba letsa diterompeta. 
JOS.6.14	Ka tsatsi la bobedi, ba potoloha motse hang, ba ntoo boela diahelong. Ba nna ba etsa jwalo ka matsatsi a tsheletseng.
JOS.6.15	Ka tsatsi la bosupa, ba tsoha e sa le hosasa, tsatsi le eso ho tjhabe, ba potoloha motse hasupa ka mokgwa oo. Ka tsatsi leo, ba potoloha motse hasupa. 
JOS.6.16	Ka lekgetlo la bosupa, ha baprista ba letsa diterompeta, Joshua a re ho setjhaba: Hlabang ditlatse, hobane Jehova o le neetse motse. 
JOS.6.17	Motse o tla etswa anathema ho Jehova, ka ntho tsohle tse ho wona; ke Rahaba wa sehlola feela ya tla phela, yena le bohle ba nang le yena ka tlung ya hae, hobane o patile manqosa a romilweng ke rona. 
JOS.6.18	Haele lona, le fele le tshabe dintho tse entsweng anathema, esere mohlomong la nka ntho tse entsweng anathema, la etsa diahelo tsa Iseraele anathema, mme la di senya. 
JOS.6.19	Haele silefera kaofela, le kgauta, le dipitsa tsa koporo, le tsa tshepe, di tla kgethelwa Jehova, di kenngwe polokelong ya Jehova.
JOS.6.20	Ebile setjhaba se hlaba ditlatse, ha letswa diterompeta, mme setjhaba ha se utlwa modumo wa diterompeta, sa hlaba ditlatse tse kgolo; lerako la heleha kaofela; setjhaba sa nyolohela motseng; e mong le e mong pela hae, mme ba kena motse. 
JOS.6.21	Ba etsa ntho tsohle tse motseng anathema, banna le basadi, bana le maqheku, le makgomo, le manku, le diesele; ba di timetsa ka bohale ba lerumo.
JOS.6.22	Joshua a bolella banna ba babedi ba neng ba ile ho hlwela lefatshe, a re: Kenang tlung ya mosadi eo wa sehlola, le ntshe teng mosadi eo, le tsohle tsa hae, jwalokaha le mo anetse. 
JOS.6.23	Bahlankana ba neng ba ile ho hlwela, ba kena, ba ntsha Rahaba le ntatae, le mmae, le banababo, le tsohle tsa hae; ba ntsha le ba habo kaofela, ba ba isa kantle ho diahelo tsa Iseraele.
JOS.6.24	Ba tjhesa motse le tsohle tse hara wona; haele silefera, le kgauta, le dipitsa tsa koporo, le tsa tshepe, ba di kenya polokelong ya ntlo ya Jehova. 
JOS.6.25	Joshua a pholosa Rahaba wa sehlola, le ntlo ya ntatae, le tsohle tseo e neng e le tsa hae; mme a tla, a aha Iseraeleng ho fihlela kajeno, kahobane o ne a pate manqosa a romilweng ke Joshua ho hlwela Jeriko.
JOS.6.26	Mohlang oo, Joshua a hlapanya, a re: Ho rohakwe pela Jehova motho ya tla tsosa le ho haha motse ona wa Jeriko; o tla o thea ka ho senyehelwa ke mora hae wa letsibolo, o tla tiisa dikgoro tsa wona ka ho senyehelwa ke mora hae wa ho fela.
JOS.6.27	Jehova a nna a ba le Joshua, mme a tuma lefatsheng lohle.
JOS.7.1	Bana ba Iseraele ba tlola molao wa ntho tse entsweng anathema. Akane, mora Karmi, mora Sabdi, mora Sera, wa leloko la Juda, a nka tsa tse entsweng anathema; mme Jehova a halefela bana ba Iseraele ke hona.
JOS.7.2	Joshua ha a le Jeriko, a romela banna Ai, e haufi le Beth-Avene, ka nqa botjha-bela ho Bethele, a ba bolella, a re: Eyang le hlwele lefatshe. Banna bao ba ya, ba hlwela Ai. 
JOS.7.3	Ba boela ho Joshua, ba re ho yena: Ho se ke ha ya setjhaba kaofela; ho ye banna ba ka bang kete tse pedi, kapa tse tharo, ba futuhele Ai; o se ke wa kgathatsa setjhaba kaofela, etswe ba se bakae. 
JOS.7.4	Yaba ho ya banna ba ka bang kete tse tharo ba setjhaba, empa ba baleha pela banna ba Ai. 
JOS.7.5	Banna ba Ai ba bolaya banna ba mashome a mararo a metso e tsheletseng ho bona, mme ba ba phallela ho tloha kgorong 
JOS.7.6	Yaba Joshua o hahola diaparo tsa hae, a itabanya fatshe ka sefahleho pela areka ya Jehova, ya ba ya eba mantsiboya, a ena le baholo ba Iseraele, ba ithuntsheditse dihlooho ka dithole. 
JOS.7.7	Joshua a ntoo re: Oho, Morena Jehova, o ne o tshedisetsang tjhaba sena Jordane, ho tla re neela matsohong a Baamore, hore ba re timetse? Hoja ra dumela ho itulela mose wane wa Jordane! 
JOS.7.8	Oho, Morena, ana ke tla reng haele moo Baiseraele ba balehile pela dira tsa bona? 
JOS.7.9	Hobane Bakanana le bohle ba ahileng lefatsheng ba tla utlwa, ba tla re teela hare, hore ba hlakole lebitso la rona lefatsheng. Mme ha ho ka ba jwalo, o tla etsang ka lebitso la hao le leholo?
JOS.7.10	Yaba Jehova o re ho Joshua: Tsoha; o itabanyeditseng jwalo ka sefahleho? 
JOS.7.11	Baiseraele ba entse sebe; ba tlotse selekane sa ka seo ke ba laetseng sona; ba nkile tsa tse entsweng anathema; ba utswitse, hape ba patile, hapehape ba kentse 
JOS.7.12	Ke kahoo bana ba Iseraele ba sitwang ho ema pela dira tsa bona, ba baleha pela dira tsa bona, ke hobane ba fetohile ba entsweng anathema. Nke ke ka hlola ke eba le lona, ha le sa fedise anathema e hara lona. 
JOS.7.13	Ema, o hlwekise setjhaba, o re: Le itlhwekisetse hosasane, hobane ho itswe ke Jehova, Modimo wa Iseraele: Anathema e teng ho wena, Iseraele; o ke ke wa ema pela dira tsa hao, anathema e eso ho tloswe hara lona. 
JOS.7.14	Hosasa, le tla atamela ka meloko ya lona; leloko leo Jehova a le tshwarang, le tla atamela ka methapo ya lona; mothapo oo Jehova a o tshwarang, o tla atamela ka matlo a wona; mme ntlo eo Jehova a e tshwarang, ho tla atamela banna ba yona ka bonngwe. 
JOS.7.15	Ya tshwarwang a ena le ntho e entsweng anathema, o tla tjheswa, yena le tsohle tsa hae, kahobane a tlotse selekane sa Jehova, mme a entse manyala Iseraeleng.
JOS.7.16	Ebile Joshua o tsoha e sa le ka meso, a atametsa Baiseraele ka meloko ya bona, mme leloko la Juda la tshwarwa. 
JOS.7.17	A atametsa methapo ya Juda, mme 
JOS.7.18	A atametsa monna ka mong wa ntlo ya hae, mme Akane, mora Karmi, mora Sabdi, mora Sera, wa leloko la Juda, a tshwarwa.
JOS.7.19	Yaba Joshua o re ho Akane: Mora ka, nea Jehova, Modimo wa Iseraele, letlotlo, mme o mo rorise; o ntsebise le seo o se entseng, o se ke wa mpatela sona. 
JOS.7.20	Ebile Akane o araba Joshua, a re: Efela ke sitetswe Jehova, Modimo wa Iseraele, ka etsa ka hore le ka hore. 
JOS.7.21	Ka bona hara tse hapilweng seaparo se setle sa Shineare, le dishekele tse makgolo a mabedi tsa silefera, le leleme la kgauta le boima ba dishekele tse mashome a mahlano; yaba ke a di lakatsa, ka di nka, mme o ka bona di patilwe fatshe tenteng ya ka, silefera yona e katlase. 
JOS.7.22	Yaba Joshua o roma manqosa, a mathela tenteng ya hae, a fihlela di patilwe tenteng, silefera e le katlase. 
JOS.7.23	Ba di ntsha tenteng, ba di tlisetsa Joshua le bana bohle ba Iseraele, mme ba di bea pela Jehova.
JOS.7.24	Yaba Joshua le Baiseraele bohle ba tshwara Akane, mora Sera, le silefera, le seaparo, le leleme la kgauta, le bara ba hae, le baradi ba hae, le kgomo tsa hae, le diesele tsa hae, le dinku tsa hae, le tente ya hae, le tsohle tse ding tsa hae; ba ba nyolosetsa sekgutlong sa Akore. 
JOS.7.25	Joshua a re: O re ferekanyeditseng? Jehova o tla o ferekanya le wena kajeno. Yaba Baiseraele bohle ba mo tlepetsa ka majwe, ba ba tjhesa, ba ba ba ba tlepetsa ka majwe. 
JOS.7.26	Ba etsa sefika se seholo sa majwe hodima hae; se sa le teng le kajeno. Yaba Jehova o bohla bohaleng ba ho halefa ha hae. Ka baka lena, bitso la teng la bitswa sekgutlo sa Akore (pherekanyo) ho fihlela kajeno.
JOS.8.1	Yaba Jehova o re ho Joshua: Se tsohe, mme o se ke wa tepella; eya o nkile le wena bahlabani bohle, o tlohe, o futuhele Ai; bona, ke neetse matsohong a hao morena wa Ai, le setjhaba sa hae, le motse wa hae, le lefatshe la hae. 
JOS.8.2	Etsa ho Ai le ho morena wa teng jwalokaha o entse ho Jeriko le ho morena wa teng; feela tse tla hapjwa teng, le dikgomo tsa teng, e tle e be mafohlo a lona. Bea mekgahlelo kamora motse.
JOS.8.3	Ebile Joshua o tloha, a ya le bahlabani bohle ho ya futuhela Ai; Joshua a kgetha banna ba bahale, ba kete tse mashome a mararo, a ba roma bosiu. 
JOS.8.4	A ba laela, a re: Bonang, le etsetse motse mekgahlelo, kamora motse; le se ke la emela hole le motse, mme le itokise bohle. 
JOS.8.5	Haele nna, le batho bohle bao ke nang le bona, re tla atamela pela motse; etlare ha ba etswa ho kopana le rona jwaloka pele, re tla baleha pela bona. 
JOS.8.6	Ba tla tswa, ba re phallele, ho fihlela re ba hulela hole le motse, hobane ba tla re: Ba sa baleha pela rona, jwalokaha pele; mme re fela re tla ba balehela. 
JOS.8.7	Ke hona le tla tsoha mekgahlelong, le kene motse, hobane Jehova, Modimo wa lona, o tla o neela matsohong a lona. 
JOS.8.8	Etlare ha le kene motse, le tjhese motse. Etsang hoo ka taelo ya Jehova; bonang, ke le laetse. 
JOS.8.9	Joshua a ba roma, ba ya mekgahlelong, ba ema dipakeng tsa Bethele le Ai, ka nqa bophirimela ho Ai; Joshua yena a hlola bosiu bona le setjhaba.
JOS.8.10	Joshua a tsoha e sa le ka meso, a hlahloba setjhaba, mme a nyolohela Ai, a ena le baholo ba Iseraele, a eteletse setjhaba pele. 
JOS.8.11	Bahlabani bohle bao a nang le bona ba nyoloha, ba atamela, ba fihla pela motse, mme ba emisa ka nqa leboya ho Ai, kgohlo e le teng mahareng a bona le Ai. 
JOS.8.12	A nka banna ba ka bang kete tse hlano, a ba bea mekghahlelo dipakeng tsa Bethele le Ai ka nqa bophirimela ho motse. 
JOS.8.13	Ba emisa phafa tsohle jwalo ka nqa leboya ho motse, ba mekgahlelo bona ba le ka nqa bophirimela ho motse; Joshua yena a ya kgohlong bosiu.
JOS.8.14	Morena wa Ai ha a bona hoo, banna ba motse ba akofa ba tsohela, ba tswela lehwatateng ho kgahlanyetsa Baiseraele, moo ho kgethilweng, e le yena le batho bohle ba hae; empa o ne a sa tsebe hobane o beetswe mekgahlelo kamora motse. 
JOS.8.15	Joshua le Baiseraele bohle ba etsa jwaloka hoja eka ba hlotswe ke bona, ba baleha ka tsela e yang lefeelleng. 
JOS.8.16	Setjhaba sohle se motseng sa memuwa ho ba phallela; ba phallela Joshua, mme ba hulelwa hole le motse; 
JOS.8.17	ha ho a ka ha sala monna Ai le Bethele, ya sa phallelang Baiseraele; mme ba siya motse o butswe, mme ba phallela Baiseraele.
JOS.8.18	Yaba Jehova o re ho Joshua: Otlollela nqa Ai lerumo le letsohong la hao, hobane ke o neetse matsohong a hao. Mme Joshua a otlollela nqa Ai lerumo le letsohong la hae.
JOS.8.19	Jwale ba mekgahlelo ba tloha kapele moo ba dutseng teng, ha ba bona a otlolotse letsoho la hae; ba titima, ba kena motse, ba o nka, mme ba phakisa ba tjhesa motse. 
JOS.8.20	Eitse ha ba Ai ba reteleha, ba bona mosi o etswa motseng, o nyolohela lehodimong, ba sitwa ho balehela kae le kae. Ba neng ba balehela nqa lefeelleng ba boya ho tla lwantsha ba ba phallelang. 
JOS.8.21	Joshua le Baiseraele bohle, ha ba bona mekgahlelo e kena motse, le mosi o nyoloha o etswa motseng, ba phekgoha, mme ba bolaya banna ba Ai, 
JOS.8.22	le bane ba tswa motseng ho teana le bona; ebile 
JOS.8.23	mme ba ba bolaya, ho se ke ha tlola motho le a mong ya phelang, leha e le ya phonyohileng. Le morena wa Ai ba mo tshwara a sa phela, ba mo tlisa ho Joshua.
JOS.8.24	Baiseraele, eitse hobane ba qete ho bolaya ba ahileng Ai, naheng le lefeelleng, moo ba ba phalletseng teng, bohle ha ba dihilwe ka bohale ba lerumo, ba se ba timetse, Baiseraele bohle ba kgutlela Ai, ba bolaya le ba teng ka bohale ba lerumo. 
JOS.8.25	Bohle ba bolailweng tsatsing leo, 
JOS.8.26	Hobane Joshua, ha a ka a honyetsa letsoho la hae leo a le otlolotseng, le tshwereng lerumo, ho fihlela a timeleditse ruri bohle ba ahileng Ai. 
JOS.8.27	Feela, Baiseraele ba ikgapela makgomo le mesebetsi ya motse oo, jwalokaha Jehova a ne a laetse Joshua. 
JOS.8.28	Joshua a tjhesa Ai jwalo a o etsa qubu ya dithako tsa kamehla; e ntse e le teng le kajeno. 
JOS.8.29	A fanyeha morena wa Ai sefateng se seng, ya ba ya eba mantsiboya; letsatsi ha le dikela, Joshua a laela hore ba fanyolle setopo sa hae sefateng, mme sa lahlelwa pela kgoro ya motse; hodima sona ba qhobela qubuhadi ya majwe; e sa le teng le kajeno.
JOS.8.30	Yaba Joshua o hahela Jehova, Modimo wa Iseraele, aletare, thabeng ya Ebale. 
JOS.8.31	Jwalokaha Moshe, mohlanka wa Jehova, a ne a laetse bana ba Iseraele, kamoo ho ngodilweng kateng bukeng ya molao wa Moshe; e ne e le aletare ya majwe a sa kang a thuhwa, ao tshepe e neng e sa ka ya fihliswa ho wona; hodima yona ba hlabela Jehova ditjheso; ba mo hlabela le mahlabelo a teboho. 
JOS.8.32	A boela a pheta a ngola molao wa Moshe majweng ao, a o ngola pontsheng ya bana ba Iseraele.
JOS.8.33	Baiseraele bohle, le baholo ba bona, le matona a bona, le baahlodi ba bona ba ema ka nqa tse pedi ho areka, mabapa le baprista, e leng Balevi ba jereng areka ya selekane sa Jehova, hammoho le baditjhaba, le Baiseraele ba hlaho; sehlopha se seng se ne se lebane le thaba ya Gerisime, sehlopha sa bobedi se lebane le thaba ya Ebale, kamoo Moshe, mohlanka wa Jehova, a neng a laetse kateng kgale, hore ba hlohonolofatse setjhaba. 
JOS.8.34	A ntoo bala ditaba tsohle tsa molao, dihlohonolofatso le dithohako, le tsohle tse ngodilweng bukeng ya molao. 
JOS.8.35	Ha ho a ka ha eba taba le e nngwe ya tseo Moshe a di laetseng, eo Joshua a sa kang a e bala pela phutheho yohle ya Iseraele, ho bile ho na le basadi, le bana ba banyenyane, le baditjhaba ba tsamayang le bona.
JOS.9.1	Ebile marena wohle a mose o kwano ho Jordane, a dihlabeng le mahwatateng, ho isa le mabopong wohle a Lewatle le Leholo, mabapa le Lebanone, 
JOS.9.2	a phutheha hammoho, a eba ntswe le le leng ho ya lwantsha Joshua le Baiseraele.
JOS.9.3	Empa ba ahileng Gibeone, ha ba utlwa kamoo Joshua a entseng ka Jeriko le Ai kateng, 
JOS.9.4	le bona ba etsa ka mano; ba ya ba nkile sebopeho sa manqosa, ba bofile mekotla e tsofetseng dieseleng tsa bona, le makuka a veine a tsofetseng, a hahohileng, a pharehetsweng; 
JOS.9.5	maotong ba rwetse dieta tsa kgale, tse pharehetsweng ka ditsiba, ba apere diaparo tse tsofetseng; le mahobe wohle a mofaho wa bona a ne a omeletse, a bodile. 
JOS.9.6	Ba fihla ho Joshua diahelong tsa Gilgale, ba re ho yena le ho banna ba Iseraele: Re tswa naheng e hole; hlabang selekane le rona jwale. 
JOS.9.7	Banna ba Iseraele ba re ho Baheve: Ekaba le ahile haufi le rona; re ka hlaba selekane jwang le lona? 
JOS.9.8	Ba re ho Joshua: Re bahlanka ba hao. Joshua a re ho bona: Le bomang? Le tswa kae? 
JOS.9.9	Ba re ho yena: Bahlanka ba hao ba tswa naheng e holehole, ka baka la lebitso la Jehova, Modimo wa hao; etswe re utlwile botumo ba hae, le tsohle tseo a di entseng Egepeta; 
JOS.9.10	le tsohle tseo a di entseng ho marena a mabedi a Baamore, a mose wane wa Jordane, e leng Sihone, morena wa Heshbone, le Oge, morena wa Bashane, ya neng a le Ashtarothe. 
JOS.9.11	Baholo ba rona le bohle ba ahileng haeso ba re boleletse, ba re: Nkang mofaho wa tsela matsohong a lona, le ye le ba kgahlanyetse, le re ho bona: Re bahlanka ba lona; hlabang selekane le rona jwale. 
JOS.9.12	Bohobe bona ba rona ba mofaho wa rona, re bo nkile bo sa tjhesa matlung a rona, tsatsing leo re theohileng ho tla ho lona; empa 
JOS.9.13	Makuka ana a veine, ao re a tshetseng a sa le matjha, le a bona a tabohile, le diaparo tsena tsa rona le dieta tsa rona di se di tsofetse ka baka la tsela e teleletelele. 
