MAT.1.1	ھي عيسيٰ مسيح جو شجرو آھي، جيڪو دائود ۽ ابراھيم جو اولاد آھي.
MAT.28.5	انھيءَ ملائڪ عورتن کي چيو تہ ”اوھين نہ ڊڄو. آءٌ ڄاڻان ٿو تہ اوھين عيسيٰ کي ڳولي رھيون آھيو، جيڪو صليب تي چاڙھيو ويو ھو. 
MAT.28.6	ھو ھتي ڪونھي، ڇالاءِ⁠جو جيئن ھن چيو ھو تيئن ئي ھو جيئرو ٿي اٿيو آھي. ھيڏانھن اچو ۽ اھا جاءِ ڏسو جتي ھو پيل ھو. 
MAT.28.7	ھاڻي جلدي وڃو ۽ وڃي ھن جي شاگردن کي ٻڌايو تہ ’ھو مئلن مان جيئرو ٿي اٿيو آھي ۽ اوھان کان اڳي ئي گليل ڏانھن وڃي رھيو آھي، اُتي اوھين کيس ڏسندا.‘ جيڪي مون اوھان کي ٻڌايو آھي سو وساري نہ ڇڏجو.“ 
MAT.28.8	سو اھي ڊپ ۽ گھڻي خوشيءَ وچان جلدي قبر مان نڪتيون ۽ عيسيٰ جي شاگردن کي ٻڌائڻ لاءِ ڀڄنديون ويون.
MAT.28.9	اوچتو ئي عيسيٰ انھن کي مليو ۽ چيائين تہ ”سلام.“ تڏھن اھي وٽس آيون ۽ پيرن تي ڪري کيس سجدو ڪيائون. 
MAT.28.10	عيسيٰ کين چيو تہ ”ڊڄو نہ، وڃو ۽ منھنجي ڀائرن کي چئو تہ ھو گليل ڏانھن ھلن، اُتي ھو مون کي ڏسندا.“
MAT.28.11	جڏھن عورتون پنھنجو رستو وٺي ويون پئي تہ ڪي پھريدار جن قبر تي پھرو پئي ڏنو، سي موٽي شھر ڏانھن آيا ۽ جيڪي ڪجھہ ٿيو ھو سو سڀ اچي سردار ڪاھنن کي ٻڌايائون. 
MAT.28.12	سردار ڪاھنن چڱن مڙسن سان ملي صلاح ڪئي ۽ سپاھين کي جھجھا پيسا رشوت ڏنائون، تہ جيئن 
MAT.28.13	اھي چون تہ ”جڏھن رات جو اسين سمھيا پيا ھئاسين تڏھن عيسيٰ جا شاگرد آيا ۽ سندس ميت چورائي کڻي ويا.“ 
MAT.28.14	ھنن سپاھين کي دلجاءِ ڏيندي چيو تہ ”جيڪڏھن اھا ڳالھہ گورنر جي ڪن تي پئجي ويئي تہ بہ اسين پاڻھي ھن کي سمجھائينداسين، سو اوھان کي ڪنھن بہ ڳالھہ جو خوف ڪرڻ نہ گھرجي.“ 
MAT.28.15	پھريدارن پيسا ورتا ۽ جيئن کين چيو ويو ھو تيئن ئي ڪيائون. ان ئي ڏينھن کان وٺي اھا ڳالھہ يھودين ۾ ھُلي ويئي آھي ۽ اڃا تائين مشھور آھي.
MAT.28.17	جڏھن انھن کيس ڏٺو تہ ھن کي سجدو ڪرڻ لڳا، جيتوڻيڪ ڪن کي شڪ بہ ھو. 
MAT.28.18	عيسيٰ ويجھو اچي انھن سان ڳالھائيندي چيو تہ ”مون کي زمين ۽ آسمان جون سڀيئي اختياريون مليل آھن. 
MAT.28.19	 تنھن ڪري اوھين سڀني قومن وٽ وڃو ۽ انھن کي منھنجا شاگرد ڪريو. انھن کي پيءُ، فرزند ۽ پاڪ روح جي نالي تي بپتسما ڏيو، 
MAT.28.20	۽ کين تعليم ڏيو تہ انھن سڀني ڳالھين تي عمل ڪن جن جو مون اوھان کي حڪم ڏنو آھي. يقين ڪريو تہ آءٌ دنيا جي پڄاڻيءَ تائين ھميشہ اوھان سان ھوندس.“
MRK.1.1	عيسيٰ مسيح ابن خدا جي خوشخبري ھن ريت شروع ٿئي ٿي: 
MRK.1.2	 يسعياہ نبيءَ جي ڪتاب ۾ لکيل آھي تہ
MRK.1.2	”خدا چيو تہ ’ڏس،
MRK.1.2	آءٌ پنھنجو پيغمبر تو کان اڳ ۾ موڪليان ٿو،
MRK.1.2	تہ ھو تنھنجي لاءِ رستو تيار ڪري.‘“ 
MRK.1.3	 انھيءَ ئي شخص جو ذڪر ٿيل آھي تہ
MRK.1.3	”رڻ⁠پٽ ۾ پڪارڻ واري جو آواز اچي ٿو تہ
MRK.1.3	’خداوند لاءِ رستو تيار ڪريو،
MRK.1.3	ھن جي لاءِ واٽون سڌيون ڪريو.‘“
MRK.1.4	تنھنڪري ئي تہ يحيٰ رڻ⁠پٽ ۾ ظاھر ٿيو ھو. ھو ماڻھن کي بپتسما ڏئي پيو ۽ تبليغ ڪري پيو تہ ”پنھنجن گناھن کان توبھہ ڪريو ۽ بپتسما وٺو تہ خدا اوھان جا گناھہ بخشي ڇڏي.“ 
MRK.1.5	يروشلم شھر بلڪ يھوداہ علائقي جا تمام گھڻا ماڻھو نڪري يوحنا وٽ آيا. انھن پنھنجا گناھہ باسيا ۽ يحيٰ کين اردن درياءَ ۾ بپتسما ڏني.
MRK.1.7	يحيٰ ماڻھن ۾ منادي ڪندو ھو تہ ”منھنجي پٺيان ھڪ اھڙو ٿو اچي جو مون کان بہ وڌيڪ قدرت وارو آھي. آءٌ انھيءَ لائق بہ نہ آھيان جو نِوڙي سندس جتيءَ جون ڪھيون کوليان. 
MRK.1.8	آءٌ اوھان کي پاڻيءَ سان بپتسما ڏيان ٿو پر اھو اوھان کي پاڪ روح سان بپتسما ڏيندو.“
MRK.1.9	انھن ڏينھن ۾ عيسيٰ گليل جي شھر ناصرت کان يحيٰ وٽ آيو ۽ يحيٰ کيس اردن درياءَ ۾ بپتسما ڏني. 
MRK.1.10	جيئن ئي عيسيٰ پاڻيءَ مان ٻاھر نڪتو تہ کيس آسمان کليل نظر آيو ۽ پاڪ روح کي ڪبوتر وانگر پاڻ تي لھندو ڏٺائين. 
MRK.1.11	 تڏھن آسمان مان ھڪ آواز آيو تہ ”تون منھنجو پيارو فرزند آھين ۽ آءٌ تو مان ڏاڍو خوش آھيان.“
MRK.1.12	پوءِ جلد ئي پاڪ روح عيسيٰ کي بيابان ۾ وٺي ويو، 
MRK.1.13	جتي شيطان کيس چاليھن ڏينھن تائين آزمائيندو رھيو. عيسيٰ جھنگلي جانورن سان گڏ ھو پر ملائڪن سندس سنڀال پئي ڪئي.
MRK.1.14	يحيٰ جي گرفتار ٿيڻ کان پوءِ عيسيٰ گليل ۾ آيو ۽ خدا جي خوشخبريءَ جي منادي ڪرڻ لڳو تہ 
MRK.1.15	 ”وقت اچي ڀريو آھي ۽ خدا جي بادشاھت ويجھي آئي آھي، سو توبھہ ڪريو ۽ خدا جي خوشخبريءَ تي ايمان آڻيو.“
MRK.1.16	جيئن عيسيٰ گليل ڍنڍ جي ڪناري سان وڃي رھيو ھو تہ کيس ٻہ مھاڻا، شمعون ۽ سندس ڀاءُ اندرياس نظر آيا جن ڍنڍ ۾ ڄار پئي وڌا. 
MRK.1.17	تنھن تي عيسيٰ انھن کي چيو تہ ”اچو ۽ منھنجي پٺيان ھلو تہ آءٌ اوھان کي ماڻھو ڦاسائڻ سيکاريان.“ 
MRK.1.18	سو ھو ھڪدم ڄار ڦٽا ڪري سندس پٺيان ھلڻ لڳا.
MRK.1.19	ٿورو اڳڀرو ھليو تہ ھن زبديءَ جي پٽن يعقوب ۽ يوحنا کي ٻيڙيءَ ۾ ڄارن جي مرمت ڪندي ڏٺو. 
MRK.1.20	عيسيٰ انھن کي سڏيو تہ ھنن پنھنجي پيءُ کي ٻيڙيءَ ۾ مزورن سان ڇڏي ڏنو ۽ عيسيٰ جي پٺيان ھلڻ لڳا.
MRK.1.21	پوءِ ھو ڪفرناحوم شھر ۾ آيا ۽ عيسيٰ سبت جي ڏينھن تي عبادت⁠خاني ۾ وڃي تعليم ڏيڻ لڳو. 
MRK.1.22	 ماڻھو ھن جي تعليم تي حيران ٿي ويا، ڇاڪاڻ⁠تہ ھو انھن کي شريعت جي عالمن وانگر نہ پر اختياريءَ سان تعليم ڏئي رھيو ھو.
MRK.1.23	ايتري ۾ ڀوت ورتل ھڪڙو ماڻھو عبادت⁠خاني ۾ آيو ۽ رڙ ڪري چيائين تہ 
MRK.1.24	”اي عيسيٰ ناصري! تنھنجو اسان سان ڪھڙو واسطو آھي؟ تون اسان کي ناس ڪرڻ آيو آھين ڇا؟ آءٌ ڄاڻان ٿو تہ تون ڪير آھين، تون خدا جي ھڪ ئي پاڪ ھستي آھين.“ 
MRK.1.25	پر عيسيٰ ھن کي ڇينڀي چيو تہ ”ماٺ ڪر، ھن مان نڪري وڃ.“ 
MRK.1.26	ڀوت ماڻھوءَ کي خوب جھنجھوڙيو ۽ وڏي واڪي رڙ ڪري ھن مان نڪري ويو. 
MRK.1.27	تنھن تي سڀ ماڻھو ايترو تہ حيران ٿي ويا جو ھڪٻئي کان پڇڻ لڳا تہ ”ھي آھي ڇا؟ ھيءَ تہ نئين تعليم آھي. ھو ڀوتن تي بہ اختياريءَ سان حڪم ھلائي ٿو ۽ اھي کيس مڃين ٿا.“ 
MRK.1.28	جلد ئي ھن جي ھاڪ سڄي گليل جي علائقي ۾ جتي ڪٿي پئجي ويئي.
MRK.1.29	ان کان پوءِ ھو عبادت⁠خاني مان نڪري يعقوب ۽ يوحنا سميت شمعون ۽ اندرياس جي گھر آيا. 
MRK.1.30	شمعون جي سس بخار سبب بستري ۾ پيئي ھئي. سو جيئن عيسيٰ اتي پھتو تہ کيس ان بابت ٻڌايائون. 
MRK.1.31	عيسيٰ ان وٽ ويو ۽ ھن کي ھٿ کان وٺي اٿاري وھاريو تہ جلد ئي کيس بخار ڇڏي ويو ۽ ھوءَ انھن جي خدمت ڪرڻ لڳي.
MRK.1.32	جڏھن سانجھي ٿي ۽ سج لھي ويو تہ ماڻھن عيسيٰ وٽ ڪيترا ئي بيمار ۽ ڀوتن ورتل ماڻھو آندا. 
MRK.1.33	سڄو شھر دروازي تي اچي مڙيو. 
MRK.1.34	عيسيٰ ڪيترن ئي مرضن جي بيمارن کي شفا ڏني ۽ ڪيترن مان ڀوت ڪڍيائين. ھن ڀوتن کي ڳالھائڻ جي اجازت ئي نہ ڏني، ڇالاءِ⁠جو اھي عيسيٰ کي سڃاڻن پيا تہ ھو ڪير آھي.
MRK.1.35	صبح جو سوير بلڪل انڌاري ۾ ئي عيسيٰ اٿي ٻاھر نڪري ويو ۽ ھڪڙي نويڪليءَ جاءِ تي وڃي دعا گھريائين. 
MRK.1.36	شمعون ۽ سندس ساٿي عيسيٰ کي ڳوليندا رھيا 
MRK.1.37	۽ جڏھن ھن کي ڏٺائون تہ کيس چيائون تہ ”ھر ڪو اوھان کي ڳولي رھيو آھي.“ 
MRK.1.38	پر عيسيٰ کين چيو تہ ”ھلو تہ ڪن ٻين ڀر وارن شھرن ۾ ھلون، جيئن اتي بہ آءٌ تبليغ ڪريان، ڇوتہ انھيءَ ئي سبب ڪري آءٌ آيو آھيان.“ 
MRK.1.39	 پوءِ ھو سڄي گليل جي عبادت⁠خانن ۾ وڃي تبليغ ڪرڻ لڳو ۽ ماڻھن مان ڀوت ڪڍڻ لڳو.
MRK.1.40	ڪوڙھہ جھڙي مرض وارو ھڪڙو ماڻھو عيسيٰ وٽ آيو ۽ گوڏن ڀر ويھي کيس نيزاري ڪري چيائين تہ ”جيڪڏھن اوھين چاھيو تہ مون کي ڇٽائي پاڪ صاف ڪري سگھو ٿا.“ 
MRK.1.41	عيسيٰ کي ھن تي ڪھل آئي، سو پنھنجو ھٿ ڊگھيري کيس لاتائين ۽ چيائينس تہ ”آءٌ چاھيان ٿو تہ تون پاڪ صاف ٿيءُ.“ 
MRK.1.42	تڏھن ھڪدم ھن کان ڪوڙھہ جھڙو مرض لھي ويو ۽ ھو ڇٽي پاڪ صاف ٿي پيو. 
MRK.1.43	عيسيٰ سختيءَ سان تاڪيد ڪري روانو ڪيس تہ 
MRK.1.44	 ”متان ڪنھن کي ٻڌايو اٿيئي، پر سڌو وڃي ڪاھنن کي پاڻ ڏيکار ۽ موسيٰ جي شريعت موجب قرباني ڪج تہ جيئن انھن آڏو ثابتي ٿئي تہ تون ڇٽي ويو آھين.“ 
MRK.1.45	پر ھن وڃي جتي ڪٿي اھا خبر ٻڌائي، سو ڳالھہ ايتري تہ ھُلي ويئي جو عيسيٰ پوءِ ڪنھن بہ شھر ۾ کُليءَ طرح داخل ٿي نہ سگھيو، پر ٻاھر ويران جاين ۾ رھيو جتي ماڻھو سڀني ھنڌن کان پئي آيا.
MRK.2.1	ڪن ڏينھن کان پوءِ عيسيٰ ڪفرناحوم ۾ وري موٽي آيو ۽ اھا خبر پکڙجي ويئي تہ ھو گھر ۾ آھي. 
MRK.2.2	سو ايترا تہ ماڻھو اچي مڙيا جو دروازي تي بہ بيھڻ جي جاءِ ڪانہ ھئي. عيسيٰ انھن کي خدا جو ڪلام پئي ٻڌايو، 
MRK.2.3	تہ ڪي ماڻھو ھڪ اڌرنگيءَ شخص کي چئن ماڻھن کان کڻائي وٽس آيا. 
MRK.2.4	جيئن تہ سخت ڀيڙ جي ڪري ھو اندر اچي نہ سگھيا، سو جنھن جاءِ ۾ عيسيٰ ويٺل ھو، تنھن جي ڇت کي ڦاڙ ڪيائون. جڏھن ڦاڙ ويڪرو ٿيو تہ ھنن کٽولو، جنھن تي اڌرنگي پيل ھو سو ھيٺ لاٿو. 
MRK.2.5	عيسيٰ انھن جو ايڏو ايمان ڏسي انھيءَ اڌرنگي شخص کي چيو تہ ”پٽ، تنھنجا گناھہ بخشجي ويا.“ 
MRK.2.6	پر اتي ڪي شريعت جا عالم ويٺا ھئا، سي پنھنجين دلين ۾ دليل ڊوڙائڻ لڳا تہ 
MRK.2.7	”ھي ماڻھو ائين ڇو ٿو چوي؟ ھي تہ ڪفر ٿو بڪي، ڇالاءِ⁠جو خدا کان سواءِ ٻيو ڪوبہ گناھہ بخشي نہ ٿو سگھي.“ 
MRK.2.8	عيسيٰ ھڪدم انھن جي دلين جي دليلن کي ڄاڻي ورتو، سو کين چيائين تہ ”ڇو اوھين پنھنجين دلين ۾ اھڙا دليل ڊوڙايو ٿا؟ 
MRK.2.9	ڇا اھو سولو آھي تہ ھن اڌرنگي ماڻھوءَ کي چئجي تہ ’تنھنجا گناھہ بخشجي ويا‘ يا اھو جو کيس چئجي تہ ’اُٿ، پنھنجو کٽولو کڻ ۽ گھم ڦر؟‘ 
MRK.2.10	پر آءٌ اوھان تي ثابت ڪندس تہ ابن⁠آدم کي دنيا ۾ ماڻھن جي گناھہ بخشڻ جي اختياري مليل آھي.“ سو عيسيٰ اڌرنگيءَ شخص کي چيو تہ 
MRK.2.11	”آءٌ تو کي چوان ٿو تہ اُٿ، پنھنجو کٽولو کڻ ۽ گھر ھليو وڃ.“ 
MRK.2.12	سڀني ماڻھن جي ڏسندي ئي ھو اُٿي بيٺو، پنھنجو کٽولو کنيائين ۽ تڪڙو تڪڙو ھليو ويو. ھو سڀيئي ڏاڍا حيران ٿي ويا ۽ خدا جي واکاڻ ڪندي چيائون تہ ”اسان ڪڏھن بہ اھڙي ڳالھہ نہ ڏٺي آھي!“
MRK.2.13	عيسيٰ وري ڍنڍ جي ڪناري سان پئي ويو تہ ھن وٽ ھڪ ميڙ اچي گڏ ٿيو ۽ ھن انھن کي تعليم ڏيڻ شروع ڪئي. 
MRK.2.14	واٽ ويندي ھن حلفيءَ جي پٽ لاويءَ کي محصولي اڏي تي ويٺل ڏٺو. عيسيٰ ھن کي چيو تہ ”منھنجي پٺيان اچ.“ تنھن تي لاوي اٿيو ۽ ھن جي پٺيان ھلڻ لڳو.
MRK.2.15	تنھن کان پوءِ عيسيٰ لاويءَ جي گھر پنھنجن شاگردن سان گڏ دسترخوان تي ويٺو ھو تہ ساڻس ڪيئي محصول اڳاڙيندڙ ۽ گنھگار بہ گڏ ويٺا ھئا، ڇالاءِ⁠جو اھڙا گھڻا ئي ھئا جيڪي عيسيٰ جي پٺيان ايندا ھئا. 
MRK.2.16	ڪن شريعت جي عالم فريسين جڏھن ڏٺو تہ عيسيٰ محصول اڳاڙيندڙن ۽ گنھگارن سان گڏ ٿو کائي، تڏھن انھن عيسيٰ جي شاگردن کي چيو تہ ”ھو محصول اڳاڙيندڙن ۽ گنھگارن سان گڏ ڇو ٿو کائي؟“ 
MRK.2.17	عيسيٰ ھي ٻڌي ورتو ۽ چيائين تہ ”چڱن ڀلن کي نہ بلڪ بيمارن کي حڪيم جي گھرج ھوندي آھي. آءٌ نيڪن کي نہ پر گنھگارن کي سڏڻ لاءِ آيو آھيان.“
MRK.2.18	ھڪڙي دفعي جڏھن يحيٰ جا شاگرد ۽ فريسي روزي سان ھئا تہ ڪي ماڻھو عيسيٰ وٽ آيا ۽ اچي پڇيائونس تہ ”يحيٰ جا شاگرد ۽ فريسي تہ روزا رکن ٿا پر اوھان جا شاگرد ڇو نہ ٿا روزا رکن؟“ 
MRK.2.19	عيسيٰ انھن کي جواب ڏنو تہ ”ڇا گھوٽ جا ڄاڃي روزا رکي سگھن ٿا جڏھن تہ گھوٽ بہ انھن سان ھجي؟ 
MRK.2.20	پر ڪو وقت ايندو جڏھن گھوٽ انھن کان جدا ڪيو ويندو تہ پوءِ ان وقت ھو بہ روزا رکندا.
MRK.2.21	ڪوبہ ماڻھو پراڻي پھراڻ کي نئين چتي نہ ٿو ھڻي، پر جيڪڏھن ائين ڪندو تہ نئين چتي پراڻي ڪپڙي کي ڦاڙي اڃا بہ وڏو انگھہ ڪري وجھندي. 
MRK.2.22	ڪوبہ تازي مئي پراڻن ساندارن ۾ نہ ٿو ڀري، جيڪڏھن ائين ڪندو تہ مئي ساندارن کي ڦاڙي وجھندي. سو مئي ۽ ساندارا ٻئي زيان ٿي ويندا. تازي مئي نون ساندارن ۾ ڀربي آھي.“
MRK.2.24	تنھن تي فريسين عيسيٰ کي چيو تہ ”ڏسو، اوھان جا شاگرد اھو ڪم ڇو ٿا ڪن جيڪو سبت جي ڏينھن تي جائز نہ آھي؟“ 
MRK.2.25	 عيسيٰ چين تہ ”ڇا اوھان اھو نہ پڙھيو آھي تہ جڏھن دائود ۽ سندس ساٿين کي بک لڳي ھئي ۽ کين کائڻ لاءِ ڪجھہ گھربو ھو، تڏھن دائود ڇا ڪيو ھو؟ 
MRK.2.26	 ھو سردار ڪاھن ابياتر جي ڏينھن ۾ خدا جي گھر ۾ گھڙي ويو. اتي ھن نذر جون مانيون پاڻ بہ کاڌيون ۽ پنھنجن ساٿين کي بہ ڏنيون، جيتوڻيڪ اُھي مانيون ڪاھنن کان سواءِ ٻئي ڪنھن کي بہ کائڻ جائز نہ ھيون.“ 
MRK.2.27	عيسيٰ انھن کي وڌيڪ چيو تہ ”سبت ماڻھن لاءِ ٺھيو آھي، نہ ماڻھو سبت جي لاءِ. 
MRK.2.28	ابن⁠آدم تہ سبت جو بہ مالڪ آھي.“
MRK.3.1	ان کان پوءِ عيسيٰ عبادت⁠خاني ۾ موٽي ويو، جتي ھڪڙو سڪل ھٿ وارو ماڻھو ويٺل ڏٺائين. 
MRK.3.2	ڪي ماڻھو انھيءَ تاڙ ۾ ھئا تہ عيسيٰ ھن کي سبت جي ڏينھن شفا ڏئي تہ ھو مٿس تھمت ھڻن. 
MRK.3.3	عيسيٰ سڪل ھٿ واري ماڻھوءَ کي چيو تہ ”وچ ۾ ٿي بيھہ.“ 
MRK.3.4	پوءِ ماڻھن کان پڇيائين تہ ”سبت جي ڏينھن نيڪي ڪرڻ جائز آھي يا بدي، حياتي بچائڻ جائز آھي يا مارڻ؟“ پر ھو ڪجھہ بہ ڪڇي نہ سگھيا. 
MRK.3.5	عيسيٰ انھن ڏانھن چوڌاري ڪاوڙ ۾ ڏٺو، پر ساڳي وقت کيس انھن جي ھٺ ۽ ھوڏ تي ارمان بہ پئي ٿيو. پوءِ انھيءَ ماڻھوءَ کي چيائين تہ ”ھٿ ڊگھو ڪر.“ ھن ھٿ ڊگھيريو تہ سندس ھٿ ٺيڪ ٿي ويو. 
MRK.3.6	تنھن تي فريسي جلدي ٻاھر نڪري ويا ۽ ھيروديس جي پارٽيءَ جي ميمبرن سان عيسيٰ جي خلاف سازشون سٽڻ لڳا تہ ڪيئن کيس ختم ڪجي.
MRK.3.7	عيسيٰ پنھنجن شاگردن سان گڏجي گليل ڍنڍ جي پاسي نڪري ويو تہ ماڻھن جو وڏو ميڙ سندس پٺيان آيو. گليل، يھوديہ، 
MRK.3.8	يروشلم، ادوم ۽ اردن درياء جي اڀرندي پاسي کان، صور ۽ صيدا جي آس⁠پاس کان بہ ماڻھن جا وڏا ميڙ وٽس آيا، ڇاڪاڻ⁠تہ انھن ٻڌو ھو تہ ھو عجيب وَ غريب ڪم ٿو ڪري. 
MRK.3.9	 جيئن تہ ماڻھن جو گھڻو ڳاھٽ ھو تنھنڪري عيسيٰ پنھنجن شاگردن کي چيو تہ ”ھڪڙي ٻيڙي تيار ڪريو، متان ماڻھو مون کي ڳاھي نہ ڇڏين.“ 
MRK.3.10	جيئن تہ ھن گھڻن ماڻھن کي ڇٽائي چڱو ڀلو ڪيو ھو، تنھنڪري جن کي بہ بيماري ھئي سي کيس ھٿ لائڻ لاءِ ڏاڍا آتا ھئا. 
MRK.3.11	ڀوتن ورتل ماڻھو جڏھن عيسيٰ کي ڏسندا ھئا تہ پٽ تي ڪري رڙيون ڪري چوندا ھئا تہ ”تون خدا جو فرزند آھين.“ 
