GEN.1.1	Qallariypeqa Dios janaj pachata kay pachatawan ruwarqa. 
EXO.9.8	Chaymanta Señorqa nillarqataj Moisesman, Aaronmanwan: Hornomanta orqhospa, ushpha morq'ota makiykichejpi apaychej. Moisestaj chayta qhallachun pataman faraompa ñaupaqempi. 
EXO.9.9	Chay ushpha q'osñitaj tukuynin Egipto jallp'aman junt'aykuchun; chaymantataj llejti onqoyman tukuspa jap'ichun runasta, uywasta ima tukuynin Egipto jallp'api.
EXO.9.10	Paykunataj kikinta ruwarqanku hornomanta orqhospa, ushphata makinkupi aparqanku faraompa ñaupaqenman. Chaypitaj Moisesqa faraón qhawashajtin pataman ushphata qhallarqa. Chaymantataj runas, uywas ima llejti onqoyta jap'irarqanku tukuy ukhusninkupi. 
EXO.9.11	Layqa runaspis kayta mana imaynamanta ruwayta aterqankuchu Moisespa ñaupaqempi, imaraykuchus paykunajtapis tukuy ukhunkupi llejti onqoy karqa, jinallataj tukuy egipcio runaspipis. 
EXO.9.12	Señortaj astawan faraompa soqonta rumiyacherqa; chayrayku Moisesta Aarontawan mana kasuta ruwarqachu Moisesman Señor nisqanman jina.
EXO.9.13	Chaymanta Señorqa ujtawan Moisesman nillarqataj: Q'aya paqarin tutamanta jatarispa riytawan nimuy faraonman: Hebreospa Diosnin Señormin kayta nimusunki: Kachariy israelitasta noqata yupaychamunawankupaj. 
EXO.9.14	Kunan kutipeqa tukuy jasut'iykunasniyta apachimusqayki qampa contraykipi, yanapajkunasniykej contranta, runasniykej contranta ima. Ajinamanta yachanaykipaj, mana pipis kay jallp'a patapi noqa jina kasqanta. 
EXO.9.15	Sichus mana makiyta oqhariyman qanta nanachisunaypaj, runasniykitawan, manchay jasut'iyniywan chayqa, kay jallp'a patamanta chinkachisqaña kawaj karqa. 
EXO.9.16	Chaywampis cheqamanta churayki, qampi atiyniyta rikuchinaypaj, qannejta sutiy willasqa kanampaj tukuy mundontimpi. 
EXO.9.17	Chaywampis qanqa astawanraj sonqoykita rumiyachishanki israelitaspa contranta, mana paykunata saqeshankichu llojsejta. 
EXO.9.18	Qhawariy, q'aya kay horasta manchay jatuchaj granizo parata parachimusaj, chay jina granizoqa ni jayk'ajpis karqachu kay Egiptopi kay mundo ruwakusqanmanta kunankama. 
EXO.9.19	Chayrayku kunanqa kachaspa tantachimuy tukuy uywasniykita campospi kajkunata, allinnejman pakakunankupaj. Sichus runas chayri ima uywallapis campopi tarikonqanku, ni ima wasillapipis pakakonqankuchu chayqa, granizo wañurachenqa.
EXO.9.20	Wakin faraompa yanapajkunasnin Señorpa nisqasninta uyarispa mancharikorqanku, chayrayku kamachisninkuta, uywasninkutapis wasisninkuman wisq'arqanku. 
EXO.9.21	Piskunachus mana kasuta ruwarqankuchu Señorpa nisqasninta chaykunaqa, kamachisninkuta, uywasninkutapis saqellarqanku jawapi.
EXO.9.22	Chaymanta Señorqa Moisesman nerqa: Makiykita oqhariy pataman, tukuynin Egipto jallp'asman granizo urmanampaj runaspa patasninman, uywaspaman, tukuy qhoraspa patanman ima.
EXO.9.23	Moisestaj tojnunta pataman oqharerqa. Señortaj qhon qhonkunata, lliuj lliujkunatawan rikhurichimorqapacha, granizotaj paramorqapacha ninawan chajrusqa tukuynin Egipto jallp'aman. 
EXO.9.24	Granizoqa qhon qhonkunawan ninawan chajrusqas urmamorqanku, chay jina granizoqa ni jayk'ajpis karqachu, chay jallp'api Egiptopi runa tiyakusqanmantapacha. 
EXO.9.25	Chay granizoqa tukuy ima kajta t'unaykorqa Egiptopi; runasta uywastapis wañuracherqa, jinallataj qhorasta, sach'astapis, q'ara k'aspillata sayacherqa. 
EXO.9.26	Gosén jallp'allaman mana granizoqa chayarqachu, maypichus israelitas tiyakaorqanku chayman.
EXO.9.27	Chaymantaqa faraón wajyachimorqa Moisesta Aarontawan, nerqataj: Kunan kutipeqa juchata ruwani, jinallataj runasniypis, Señorqa cheqampuni. 
EXO.9.28	Señormanta mañay ari, kay qhon qhonkuna, granizo ima thañinampaj; noqataj manaña astawan jark'asqaykichejchu llojsipunaykichejta.
EXO.9.29	Moisestaj nerqa: Kayqa kunitan kay llajtamanta llojsiytawan Señorman makisniyta oqharisaj mañakuspa, qhon qhonkunataj thañenqanku, granizopis manañataj kanqachu, yachanaykipaj kay jallp'a patapi Señorqa kasqanta. 
EXO.9.30	Chaywampis noqaqa yachani, ni qan nitaj kamachisniykipis manchachikunkichejrajchu Señor Diospa ñaupaqempi.
EXO.9.31	Linowan cebadawan q'ala chinkachisqas karqanku; chaypacha cebadaqa espigasqaña karqa, linotaj sumajtaña t'ichasharqa. 
EXO.9.32	Trigowan centenowanqa mana imanasqaschu karqanku, imaraykuchus manaraj llojserqankurajchu.
EXO.9.33	Moisestaj faraompa qayllanmanta, llajtamanta llojsiytawan Señormanta mañakuspa makisninta oqharerqa. Chay ratopacha qhon qhonkunawan granizowan thañiporqanku. Jinamanta paraqa manaña paramorqachu. 
EXO.9.34	Faraontaj manaña paramojta rikuspa, nitaj granizo, nitaj qhon qhonkunapis kajtin ujtawan juchallikullarqataj. Chantapis astawan sonqonta rumiyacherqa, jinallataj kamachisnimpis. 
EXO.9.35	Faraonqa sonqonta rumiyachispa manapuni saqerqachu israelitas llojsinankuta, Señorpa nisqanman jina Moisesnejta.
EXO.10.1	Ujtawan Señorqa Moisesman nerqa: Ujtawan rispa nimuy faraonman; imaraykuchus noqa paypa sonqonta rumiyachini, jinallataj kamachisnimpa sonqosnintapis. Ajinamanta jatuchaj t'ukuna imasta paykuna ukhupi ruwanaypaj atiyniyta rikuchispa. 
EXO.10.2	Chayta qan willanaykipaj wawasniykiman, allchhisniykiman ima, noqa egipcio runa ukhuspi, jatuchaj t'ukunasta ruwasqasniyta ima; ajinapi yachankichej noqamin Señorqa kasqayta.
EXO.10.3	Chaymantaqa Moiseswan Aaronwan rispa faraonman willamorqanku: Ajinata nimusunki Señorqa, hebreospa Diosnin: Mayk'ajkamataj mana sonqoykita ñaupaqeypi llamp'uyachinkichu? Saqellayña israelitasniy llojsinankuta noqata yupaychanawankupaj. 
EXO.10.4	Manapuni saqenki llojsejta chayqa, q'ayapacha langostasta kachamusaj llajtaykiman. 
EXO.10.5	Urphurimuspataj q'osñi jina jallp'ata tapaykonqanku, mikhonqankutaj imaschus qhepakorqa granizoj t'unasqasninmanta chaykunata. Jinallataj mikhonqanku campo sach'asta. 
EXO.10.6	Chaymantaqa junt'aykamusonqanku wasisniykiman, kamachisniykej wasisninman, tukuy egipciospa wasisninman ima. Manapuni chay jinata rikorqankuchu tatasniyki, ni abuelosniykipis mayk'ajmantachus karqanku chaymanta kaykama. Jinata niytawan Moisesqa, kutirispa chay ratopacha faraompa palacionmanta llojsiporqa. 
EXO.10.7	Faraonmantaj kamachisnin qayllaykuspa nerqanku: Mayk'ajkamataj kay runaqa tukuy imaymanasta jasut'ichiwasunri? Saqey llojsejta chay runasta, rispa yupaychamuchunku Señor Diosninkuta. Manachu yachanki Egiptoqa kay jina q'ala jasut'isqaña kasqanta?
EXO.10.8	Faraonqa Moisesta Aarontawan ujtawan wajyachimuspa nerqa: Riychej Señor Diosniykichejta yupaychaj. Ñaupajtaqa willawaychej pikunachus rinankuta.
EXO.10.9	Moisestaj kuticherqa: Noqaykoqa llojsipunayku tiyan tukuy wawasniykuwan, machu runasniykuwan, qhari wawasniykuwan, warmi wawasniykuwan, ovejasniykuwan, wakasniykuwan ima; imaraykuchus noqaykupajqa may jatun p'unchay, chaypi ruwanayku tiyan uj fiestata Señorniykuman.
EXO.10.10	Faraontaj paykunaman nerqa: Ajá, qankunawanchu kanqa Señorqa? Qankunaj yuyayniykichejqa sut'illa kashan, imatachá ruwayta yuyashankichej. Imaynatataj noqa saqellasqaykichej tukuy wawasnintin llojsinaykichejtari? 
EXO.10.11	Chayrayku mana jinachu kanqa. Qankuna qharislla riychej Señorta yupaychaj, anchatapuni chayta ruwayta munasqaykichejrayku. Jinata niytawan Moisesta Aarontawan ñaupaqenmanta qharqorqa.
EXO.10.12	Chaymanta Señorqa Moisesman nerqa: Makiykita oqhariy Egipto jallp'anejman, langostas, jamuspa, granizoj puchuchisqanta tukuy ima kajta tukuchinankupaj.
EXO.10.13	Moisestaj tojnunta oqharerqa Egipto jallp'anejman. Señortaj inti llojsimuynejmanta wayrachimorqa uj p'unchayta, uj tutatawan Egiptonejman. Sut'iyamuypajtaj chay wayraqa langostasta rikhurichimorqa. 
EXO.10.14	Langostasqa Egipto jallp'a patapi manchayta urphurispa tukuynejman junt'aykorqa ima qhoraschá kaj chhikata mikhoj. Chay jinapuni langostasqa mana jayk'ajpis karqachu, nitaj jayk'ajpis kanqachu. 
EXO.10.15	Langostasqa urphurispa Egipto jallp'asta laqhaykorqa; mikhorqankutaj ima qhoraschá kaj chhikata, sach'aspa poqoyninta, imaschá granizoj puchuchisqan chayta. Chay jinamanta tukuynin Egiptopi ni ima q'omer puchorqachu, ni sach'a laqhes, nitaj qhoraspis, t'ojrapachalla karqa.
EXO.10.16	Chaymanta faraonqa usqhay usqhayta Moisesta Aarontawan wajyachimuspa nerqa: Noqa juchallini Señor Diosniykichejpa contranta, qankunaj contraykichejtawan. 
EXO.10.17	Chayrayku kunanqa mañakuykichej juchasniyta perdonanawaykichejta kunan kutillaña. Kunanqa qankuna mañaychej ari Señor Diosniykichejmanta, kay wañuchej jasut'iyllatapis qhechunampaj.
EXO.10.18	Moisestaj faraompa palacionmanta llojsiytawan Señormanta mañarqa. 
EXO.10.19	Señortaj uray wayrata wayrachimorqa, chaytaj langostasta aparparerqa puka mar qochaman. Jinamanta langostasqa ni ujpis qhepakorqankuchu Egipto jallp'api. 
EXO.10.20	Señortaj ujtawan faraompa sonqonta rumiyacherqa, jinamanta faraonqa manallataj israelitasta kacharerqachu ripunankupaj.
EXO.10.21	Chaymanta Señorqa ujtawan Moisesman nillarqataj: Makiykita oqhariy tukuy Egipto jallp'a patata laqhaykunampaj tukuypis laqhayayta llujchirinampaj jina.
EXO.10.22	Moisestaj chayta nejtinkama makinta pataman oqharerqa, laqhayaytaj manchayta laqhayaykorqa tukuynin Egipto jallp'ata kinsa día junt'ata. 
EXO.10.23	Jinamanta ni pipis rikorqachu, nitaj rikunakorqankuchu, manataj pipis kuyurerqachu maypichus kasharqa chaymanta kinsa día junt'ata. Israelitas kasharqanku chaypeqa mana jinachu karqa, k'anchayqa kallarqapuni wasisninkupi.
EXO.10.24	Faraonqa apurata Moisesta wajyachimuspa nerqa: Rispa Señorta yupaychamuychej, wawasniykichejtawan pusariykukuspa. Ovejasniykichejta, wakasnillaykichejtawan ama apaychejchu.
EXO.10.25	Moisestaj kuticherqa: Qan kikiyki qonawayku tiyan uywasta rikuchikuta jaywaspa Señor Diosniykuman ruphachimunaykupaj. 
EXO.10.26	Tukuy uywasniykupis noqaykuwan renqa, ni ima uywallaykupis qhepakonqachu; noqaykoqa chay uywasmanta orqhonayku tiyan Señor Diosniykuta yupaychanaykupaj; manataj yachaykuchu imawanchus Señorta yupaychayta, maymanchus rishayku chayman chayanaykukama.
EXO.10.27	Señorqa ujtawan faraompa sonqonta rumiyacherqa, israelitasta ama llojsejta saqenampaj. 
EXO.10.28	Chantapis faraonqa Moisesman nerqa: Riy kaymanta, kunanmantaqa allinta qhawakunki uyayta ujtawan rikunawaykimanta. Ima diallapis ujtawan kutimuwanki noqawan parlayta munaspa kayman chayqa, wañunki.
EXO.10.29	Moisestaj kuticherqa: Allinta chaytaqa ninki, manaña ujtawan uyaykita rikusqaykichu kayman kutimuspa.
EXO.11.1	Señorqa ujtawan Moisesman nillarqataj: Uj jasut'iytawan faraonman, Egipto runasmanwan apamusaj. Chaymantaraj qankunata kaymanta rejta saqesonqachej. Cheqamanta tukuyniykichejta kaymanta qharqosonqachej, pay kikin usqhay usqhayta wijch'usonqachej. 
EXO.11.2	Kunantaj niy israelitasman, qharisman warmisman; sapa uj qayllankupi kaj egipciosmanta mañanankuta, imaschá qolqemanta, qorimanta ruwasqas kashan chaykunata.
EXO.11.3	Señorqa may k'achasman tukucherqa egipciosta israelitaspa ñaupaqempi. Chantapis faraompa kamachisnin Moisesta qhawarqanku may yachayniyoj runapaj, jinallatataj tukuynin Egiptopi kaj runaspis yuyarqanku.
EXO.11.4	Moisesqa nerqa: Ajinatamin nin Señorqa: Chaupi tutata jamusaj tukuynin Egiptonta pasaj. 
EXO.11.5	Chaypacha wañonqanku egipciospa tukuy kuraj qhari wawasninku, qallarispa faraompa kuraj wawanmantapacha, pichus tronopi tiyasqa kashan chaypata; warmi kamachi molinota muyuchejpa kuraj wawampis wañullanqapuni. Chantá wañullanqankutaj tukuy uywaspa phiwi uñasnin. 
EXO.11.6	Egiptopeqa manchay waqay kanqa tukuynimpi, chaytaj ni jayk'aj karqachu, nitaj jayk'ajpis kanqachu. 
EXO.11.7	Qankuna yachaykichejpajtaj imaynatachus Señor waj jinamanta egipciosta qhawasqanta israelitastataj waj jinamanta. Israelitastaqa ni alqollapis ayñanqachu, nitaj israelitaspa ima uywallantapis. 
EXO.11.8	Chaymantaqa tukuy kamachisniyki jamuwanqanku, ñaupaqeyman qonqoriykukuspataj niwanqanku: Ripuychej, qan, chantá pichunachá qanman sayasqa kashanku chaykunawan. Chay qhepantataj noqaqa ripusaj. Jinata niytawantaj Moisesqa may phiñasqa llojsiporqa faraompa ñaupaqenmanta.
EXO.11.9	Chaymantataj Señorqa Moisesman nerqa: Faraonqa manapuni kasusonqachejchu; pay jina kasqanrayku t'ukuna ruwanasniy ashkhayanqa chay tukuynin Egipto jallp'api.
EXO.11.10	Moiseswan Aaronwan chay t'ukuna imasta ruwarqanku faraompa ñaupaqempi. Señortaj faraompa sonqonta rumiyacherqa, chayrayku israelitasta mana saqerqachu llajtanmanta llojsinankuta.
EXO.12.1	Señorqa Egiptopi parlarqa Moiseswan Aaronwan, jinata nispa: 
EXO.12.2	Qankunapajqa kay killa kanqa killaspa qallarikuynin; qankunapajqa chay kanqa wataspa qallarikuynin killa. 
EXO.12.3	Qankuna parlaychej israelitasman, ajinata: Kay killapi chunka día kashajtin, sapa ujniykichej ñak'aychej uj allinnin kaj corderota sapa ayllupi, chaytaj kachun sapa wasipi. 
EXO.12.4	Sichus wakin wasispi pisislla kanku, mana chay corderota tukunankupaj jina chayqa, piwanchá qayllapura kanku chaywan, mashkhachá kasqankuman jina uj corderota ñak'achunku; mashkhatachus sapa uj runa mikhuyta yachasqanman jina. 
EXO.12.5	Chay uywaqa kanan tiyan mana imanasqa, chantá kanan tiyan orqo, uj watayojllataj. Chaytaj kanan tiyan uj corderitopis, chayri cabritopis. 
EXO.12.6	Chaykunataqa waqaychallankichej kay killapi chunka tawayoj p'unchaykama. Chayllapi ñak'ankichej sapa ujniykichej chay uywasta ña ch'isiyaykushajtinña. 
EXO.12.7	Yawarninta jap'ispataj chaywan wasi quejusta ch'ajchunkichej, may wasipichus mikhunkichej chaykunapi. 
EXO.12.8	Chay ch'isipi mikhunkichej chay aychasta ninapi kankaspa, mana levadurayoj t'antatawan, chantapis jaya qhorastawan. 
EXO.12.9	Amataj chaykunamanta imasnintapis chawata mikhunkichejchu, nitaj yakupi chayasqatapis, manachayqa ninapi kankasqallatapuni, umanta, ch'unchulisnintapis. 
EXO.12.10	Chay ch'isi mikhuspaqa amapuni puchuchinkichejchu q'ayantimpaj, manapuni tukuyta atinkichejchu chayri, ninapi ruphachinkichej. 
EXO.12.11	Chaytataj mikhunkichej ajinata: P'achasniykichej p'achallisqas, chakisniykichejman ujut'asniykichej churasqas, tojnuykichej jap'irisqas; chantapis apurata mikhunkichej, imaraykuchus chayqa Señorpa Pascuan. 
EXO.12.12	Chay ch'isi noqa Egiptoman jamusaj, wasimanta wasi purispataj tukuy egipciospa kuraj kaj qhari wawasninta, jinallataj tukuy uywasninkoj phiwi uñasnintapis wañurachisaj. Chaypimin noqa Señorqa, atiyniyta rikuchisaj Egiptopi kaj chhika lantispa contranta, 
EXO.12.13	Maypichá yawar ch'ajchusqa kanqa, chaymin señalqa kanqa, chaypitaj qankuna kashankichej. Yawarta qhawariytawan qankunata pasallasqaykichej. Ajinamanta qankuna ukhupi mana wañoyqa kanqachu, Egiptopi wañushajtinku. 
EXO.12.14	Chay diaqa qankunapaj kanqa yuyarikunaykichejpaj. Chayta ruwankichej qankunaj mitaykichejpi sumaj qhochukuta Señorpaj. Chay qhochukuta churanoqankichej wiñaypaj. 
EXO.12.15	Qanchis diata mikhunkichej mana levadurayoj t'antata. Ajinaqa qallariy diamantapacha amapuni wasiykichejpi levadura kachunchu. Pillapis chay qanchis diata levadurayoj t'antata mikhojqa, israelita runas ukhumanta orqhospa wañuchisqa kanqa. 
EXO.12.16	Ñaupaj diata Señorman qonkichej, jinallataj qanchis kaj diatapis paytapuni yupaychaspa. Chay diapeqa ama imatapis ruwankichejchu, imatachus sapa uj mikhunkichej chayllata wayk'ukuychej. 
EXO.12.17	Mana levadurayoj t'anta mikhuna p'unchayta waqaychankichej, imarayuchus chay p'unchaypi ñaupa tatasniykichejta Egipto jallp'amanta orqhomorqani. Chayrayku kay p'unchaytaqa sumajta yuyarikuspa waqaychankichej uj leypis churasqa kanman jina sapa kuti kayta ruwanapaj; ajinata wiñaypaj mirayniykichejmanta miraynintinkama. 
EXO.12.18	Qallarikuy kaj killapi mikhunkichej mana levadurayoj kaj t'antata, chunka tawayoj diamanta qallarispa, chay killapi iskay chunka ujniyoj día ch'isiyaykuykama. 
EXO.12.19	Chay qanchis diapi levaduraqa mana wasiykichejpi kanqachu. Sichus mayqen levadurayojta mikhonqa chayqa, israelita ukhumanta wijch'usqa kanqa, kikin llajtayoj kajpis, chayri karu llajtayoj kajpis. 
EXO.12.20	Chayrayku amapuni mikhunkichejchu levadurayojtaqa. Maynejpichá tiyakunkichej chaypipis mana levadurayojllatapuni mikhunkichej.
EXO.12.21	Chaymantaqa Moisés tantacherqa tukuy kurajkuna israelitasta, nerqataj: Rispa ajllamuychej watayoj corderota chayri watayoj cabritota sapa uj familiasniykichejpaj, chaytataj ñak'ankichej Pascuata ruwaspa mikhunaykichejpaj. 
EXO.12.22	Oqharimuychej uj q'apiy hisopota, chaywantaj ch'illamipi kashan chay yawarta chhapunkichej, jinaspataj wasi wisq'aña quejosta ch'ajchunkichej chay yawarwan. Chantaqa ni pipis llojsenqachu wasinmanta sut'iyamunankama. 
EXO.12.23	Imaraykuchus Señor jamuspa egipciosta wañurachenqa; may wasi wisq'aña quejuspichá yawarta tarenqa chaytaqa pasallanqa. Chay wañuchejtataj mana saqenqachu wasisniykichejman yaykuspa wañuchinanta. 
EXO.12.24	Kay kamachiytaqa sumajta kasunkichej, kayqa churasqa kanqa wiñaypaj, wawasniykichejpis waqaychanakupaj. 
EXO.12.25	Maypachachus sumaj jallp'aman chayankichej, Señor qosqaykichej nerqa chayman chaypachapis, kaytaqa Señormanta yuyarikuspa ruwallankichejpuni. 
EXO.12.26+EXO.12.27	Sichus mayk'aj wawasniykichej tapusonqachej: Qankunapajqa imatataj kay ruwasqaykichej niyta munanri?, nispa; chaypachaqa ninkichej: Kay uywaqa, uj rikuchiku jaywasqa Pascuapi Señormanta yuyarikuspa. Mayk'ajchus israelitas Egiptopi kashajtinku, egipciosta Señor wañurachisharqa chaypacha, Señorqa pasallarqa israelitaspa wasisninta, ajinamanta ayllusninchejta salvarqa. Chaypacha israelitasqa qonqoriykukuspa Señorta yupaycharqanku. 
EXO.12.28	Israelistastaj rispa tukuy imata ruwarqanku Señorpa kamachisqanman jina Moisesman Aaronmanwan.
EXO.12.29	Khuskan tutata Señorqa Egiptopi wañuracherqa sapa wasipi egipciospa kuraj wawasninkuta, tronopi tiyasharqa chay faraompa kuraj wawanta, presochasqa runa carcelpi kasharqa chaynintimpata, jinallataj tukuy uywasninkoj phiwi uñasnintapis. 
EXO.12.30	Khuskan tutata faraonqa jatarerqa, jinallataj kamachisnin, chanta tukuy egipcio runas ima; imaraykuchus qhapariytaj manchay waqaytaj karqa tukuynin Egiptopi. Imaraykuchus ni uj wasipis karqachu mana wañusqayojqa. 
EXO.12.31	Chay tutapacha faraonqa Moisesta Aarontawan wajyachimuspa nerqa: Llojsiychej kaymanta, t'aqakuychej runasniymanta qankuna, israelita masisniykichejwan khuska. Rispa Señorta yupaychamuychej, qankuna nisqaykichejman jina. 
EXO.12.32	Ovejasniykichejta, wakasniykichejtapis apakapuychej, nisqaykichejman jina. Riychej kaymanta, chantaqa noqapajpis Diosmanta mañapuwaychej.
EXO.12.33	Egipto runasqa usqhay usqhayta israelitasta yanaparqanku chay jallp'ankumanta usqhayta ripunankupaj; imaraykuchus nerqanku mana riponqanku chayqa, tukuyninchej wañurasunchej, nispa. 
EXO.12.34	Israelitasqa t'anta masasninkuta orqhokaporqanku, amaraj levadurata churashaspa, llijllasninkuman k'iruraspataj lijrasninkuman wishqhataykukuspa apakaporqanku. 
EXO.12.35	Chantapis Moisespa willasqanman jina egipciosmanta mañararqanku imaschá qolqemanta, qorimanta ruwasqa karqa chaykunata, p'achasta ima. 
EXO.12.36	Señortaj egipciosta may k'achasman tukucherqa, tukuy sonqo imatapis israelitasman qonankupaj imastachá mañakusqankuta. Ajinamanta israelitasqa egipiospa imasninkuta atisqankuta apakaporqanku.
EXO.12.37	Israelitasqa Ramsesmanta llojsispa Sucotman rerqanku. Karqankutaj chakipi riyta atejkuna sojta pachaj waranqa qharis mana wawastawan yupaspa. 
EXO.12.38	Paykunawan imaymana rijch'aj ashkha runas rerqanku, jinallataj ovejasninkuwan wakasninkuwan. 
EXO.12.39	Chaypitaj ruwakorqanku Egiptomanta mana levadurayoj masasta orqhosqankumanta tortillasta. Ajinata Egiptomanta apurasqata llojsishajtinku egipciospata mana tiemponku karqachu israelitaspaj qoqawitapis wakichipunankupaj.
EXO.12.40	Egiptopi israelitas tiyasqankoqa karqa tawa pachaj kinsa chunkayoj watas. 
EXO.12.41	Mayk'ajchus tawa pachaj kinsa chunkayoj watas junt'akorqa, chay kikin p'unchayllataj Señorpa soldadosnin Egiptomanta llojsiporqanku. 
EXO.12.42	Chay ch'isi Señorqa qhawarqa israelitasta Egiptomanta orqhonampaj. Chay ch'isita israelitaspis Señorpaj waqaychanku jinallataj wawasninku, mirayninkupis wiñaypaj.
EXO.12.43	Chaypacha Señorqa Moisesman Aaronmanwan nerqa: Kaykuna kanku Pascuamanta kamachiykunaqa: Ni pipis waj llajtayojqa mikhunanchu tiyan chay rikuchiku uywata jaywasqamanta. 
EXO.12.44	Manachayqa pi kamachischus qolqewan rantisqas kanku chaykunalla mikhuysikunanku tiyan, sichus ñaupajtaña circuncidasqas karqanku chayqa. 
EXO.12.45	Chaypachallaraj chayamoj waj llajtayoj runas, chanta unaytaña chaypi peoneyakojkuna karu llajtayoj runaspis manapuni chay aychasmantaqa mikhunankuchu tiyan. 
EXO.12.46	Chaytaqa uj wasillapi mikhunkichej. Chay aychamantaqa ni uj chhikallantapis jawaman orqhonankuchu tiyan, nitaj tullullantapis p'akinaykichejchu tiyan. 
EXO.12.47	Kaytaqa ruwanqanku tukuy israelitas. 
EXO.12.48	Sichus qankunawan waj llajtayoj tiyakunman, munanmantaj jinata Señorman ruwayta chayqa, circuncidachikunankuraj tiyan tukuynin qharis. Chaymantaraj chaytaqa ruwanan tiyan, chaymantaqa qankunaj nacionniykichejmantapis kanman jina kanqa. Mana circuncidachikojri manapuni chaymantaqa mikhunanchu tiyan. 
