MAT.1.1	Cay kelkaskaka Jesucristoj ñaupaj tatasninmantamin. Jesuska Abrahammanta jamun Davidmantawan.
MAT.18.9	Ñawiyquitajchus juchaman urmachisunquiman chayka, orkhorpacuspa kanmanta wijch'uy. Ch'ulla ñawiyojpis wiñay causayniyoj canayqueka aswan allinpuni iscaynin ñawisniyoj uqhu pacha ninaman wijch'uska canayquimantaka.
MAT.18.10	‘Khawacushaychejpuni wawajina llamp'u sonkoyoj Diospi jap'icojcunata ama pisipaj khawanayquichejta. Chekamanta janaj pachapi Dios Tatayka tucuy [paycunata wakaychashanpuni.] 
MAT.18.11	Noka, Diospa cachaska Runanka, jamorkani Diosmanta chincaska runasta masc'aj juchasnincumanta cacharichinaypajtaj.
MAT.18.12	‘¿Imaynataj rijch'asunquichej? Uj runa pachaj ovejasniyoj carka. Ujnin ovejantataj chincachicunman chayka, ¿manachu isk'on chunca isk'onniyojta waj runawan orkopi miqhushajta sakerparinman? Chanta chay chincaska ovejanta masc'amoj rinman. 
MAT.18.13	Chincaska ovejanta taricaponka chayka, chekatapuni niyquichej mayta cusicunanta. Chay uj taricapuskanwan may astawanraj cusiconka chay isk'on chunca isk'onniyoj mana chincaska ovejasninmantaka. 
MAT.18.14	Ajinallataj janaj pacha Dios Tatayquichej pisipaj khawaskacunamanta mana munanchu ni ujllapis wiñaypaj chincapunanta.
MAT.18.15	‘Cristopi hermanoyqui juchallicuspa sonkoyquita nanachinman chayka, riy sapallanpi juchanmanta reparachimuy. Casusunquiman chayka, payta yanapanqui amaña Diosmanta chincapunanpaj. 
MAT.18.16	Mana casucojtinrí riyraj ujta chayri iscaytapis pusaricuspa. Ajinapi iscay chayrí quinsa willajtincu tucuy chay imaska sut'ita yachaconka. 
MAT.18.17	Chay runastapis nillataj casojtinrí Cristopi tantacojcunaman willay. Paycunatapis nillataj casunman chayka, kan payta khaway Diosta mana rejsej uj juchasapapaj. 
MAT.18.18	‘Chekamanta imatachá cay pachapi khawaskayquichejmanjina yuyawajchej juchachanapajjina caskanta chayka, janaj pachapipis juchachaskallataj canka. Imatachá cay pachapi khawaskayquichejmanjina yuyawajchej mana juchachanapajjina caskanta chayka, janaj pachapipis manallataj juchachaskachu canka.
MAT.18.19	‘Chekamanta niyquichej cay pachapi iscay kancunamanta ima jawallapis uj sonkolla yuyawajchej chayka, ruwaska cananta. Chay yuyaskayquichejtataj Diosmanta mañacuwajchej chayka, janaj pacha Dios Tatayka ruwapusonkachej. 
MAT.18.20	Imaraycuchus maypichá iscay chayrí quinsa sutiypi tantacuncu chayka, noka paycunawan cusca cashani, —nispa nerka Jesús.
MAT.18.21	Chanta Pedroka Jesusman kayllaycuspa nerka:
MAT.18.21	—Señorníy, hermanoy contraypi juchallejtenka ¿mayc'a cutitataj perdonasaj? ¿Kanchis cutitacamachu perdonasaj?
MAT.18.22	Jesustaj cuticherka:
MAT.18.22	—Niyqui mana kanchis cuticamallachu perdonanayquita. Manachayrí ashqha cutista juchanta konkapuspa perdonanayquipuni tiyan. 
MAT.18.23	‘Dios camachejtin, uj jatun camachejman rijch'acun. Chay camachejka camachisninman manuskan kolketa jap'icapuyta munarka. 
MAT.18.24	Ajinata payka jap'icapuyta kallarisharka. Waranka warankas kolketa manu runatataj paypa ñaupakenman pusamorkancu. 
MAT.18.25	Chay camachirí mana capuskanraycu mana aterkachu kolkenta cutichipuyta. Chayraycu chay jatun camachej camacherka: “Chay manu runa vendeska canan tiyan warminwan wawasninpiwan tucuy capuskanwanpis. Chaywan manunmanta uj pisillatapis jap'isaj”, nispa. 
MAT.18.26	Chanta chay manu camacheka jatun camachejman konkoricorka. Maytataj mañacorka: “Qhuyarillaway. Tucuy manuytaka cutichipullaskayqui”, nispa. 
MAT.18.27	Jatun camachejka manu camachinta mayta qhuyaspa cacharpariporka. Manuntapis perdonaporka. 
MAT.18.28	Llojsiytawancamarí chay camacheka uj camachi-masinwan tincorka. Chay camachi-masenka pisisitulla payman manu carka. Paytataj cuncanmanta sinch'ita jap'ispa k'allpirpanayasharka: “Uskhayta cutichipuway manususkayta”, nispa. 
MAT.18.29	Chanta chay camachi-masenka mayta c'umuycucorka. Nicorkataj: “Qhuyarillaway. Tucuy manuytaka cutichipullaskayqui”, nispa. 
MAT.18.30	Payrí manapuni munarkachu qhuyayta. Manachayrí manunta pusaspa carcelman wisk'aycucherka kopunancama. 
MAT.18.31	Ajinata ruwaskanta ricuspataj camachi-masisninpa sonkon mayta nanarka. Paycunataj tucuy chay ruwaskanta jatun camachejnincuman willamorkancu. 
MAT.18.32	Chanta jatun camachejka wajyachimuspa nerka: “¡Kanka sajra camachi canqui! Mayta nicuwajtiyqui tucuy jakay konawayquita perdonarkayqui qhuyasuspa. 
MAT.18.33	Kanrí camachi-masiyquita ¿manachu qhuyanayqui carka noka kanta qhuyarkayqui ajinata?” nispa nerka. 
MAT.18.34	Jatun camachejka phiñacuspa chay sajra camachinta muchuchejcunaman jaywaycorka.
MAT.18.35	‘Sapa ujniyquichej tucuy sonkowan hermanoyquichejpa juchanta konkapuspa perdonanayquichej tiyan. Manachayrí janaj pacha Dios Tatayka chay sajra camachiwan imaynatachus camachejnin ruwarka ajinallatatajmin kancunawan ruwanka, —nispa nerka Jesús.
MAT.19.1	Chay imasta parlayta tucuspa Jesús Galilea jallp'amanta riporka. Chaymantataj Judea jallp'aman jamorka Jordán mayu chimpan inti llojsimuynejman. 
MAT.19.2	Paytari may ashqha runas khatimorkancu. Chaypitaj paycunata onkoynincumanta thañicherka.
MAT.19.3	Chaypi cashajtin waquin fariseo partecuna Jesusman kayllaycorkancu pantachinancupaj. Nerkancutaj:
MAT.19.3	—Camachiwaskanchejmanjina ¿uj runa warminta uj imaraycullapis wijch'upuyta atillanchu?
MAT.19.4	Jesustaj paycunaman cutichispa nerka:
MAT.19.4	—Dioska cay pachata ruwaskanmantapacha kharita warmitawan ruwarka. Chayta Diospa palabranpi ¿manachu leerkanquichej? 
MAT.19.5	Nerka: “Chayraycu khareka tatanta mamanta sakenan tiyan warminwan ujchaska cananpaj. Iscaynincutaj ujlla cancu”, nispa. 
MAT.19.6	Ajinaka manaña iscaychu cancu manachayrí ujllamanña tucupuncu. Chayraycu Diospa ujchaskantaka runa ama t'akachunchu, —nispa.
MAT.19.7	Fariseo partecunaka payta nincu:
MAT.19.7	—Moiseska camacherka pillapis warminwan t'akanacojka t'akanacuskancumanta uj divorcio papelta warminman konanta. ¿Imaraycutaj Moisés ajinata camacherkarí?
MAT.19.8	Jesustaj paycunaman cutichin:
MAT.19.8	—Moiseska warmiyquichejmanta t'akacunayquichejta sakellarka mana casuyta munajcuna caskayquichejraycu. Astawanpis Dios runata ruwaskanmantapachaka mana ajinachu carka. 
MAT.19.9	Nokarí niyquichej pillapis warmin mana khenchachacojtin waj warmiwan casaracunman chayka, khenchachacuskanta. T'akaska warmiwan casaracojpis khenchachacullantaj, —nispa.
MAT.19.10	Yachacojcunantaj payman nincu:
MAT.19.10	—Khariwan warminwan ajinata causanan cajtenka mana casaracuylla allenka, —nispa.
MAT.19.11	Jesusri nin:
MAT.19.11	—Mana tucuychu cay niskayta entiendeyta atincu. Manachayrí pichari Dios yanapan, paylla entiendeyta atin. 
MAT.19.12	Waquin khareska nacecuncu mana wawayoj canancupaj. Waquintaj runas mana wawayoj canancupaj ajinaman tucuchincu. Waquinrí mana casaraska causayta ajllancu tucuy atiynincuwan Diosllapaj ruwanancuraycu. Ajinapi causaynincuta churancu Dios tucuyta camachinanpaj. Cay niskayta entiendeyta atejka chaymanjina causachun, —nispa nerka Jesús.
MAT.19.13	Chanta waquin runas wawitasta Jesusman pusamorkancu. Munarkancu pay maquisninta paycunaman churaspa Diosmanta mañaripunanta. Yachacojcunantaj pusamojcunata c'amerkancu. 
MAT.19.14	Jesusrí nerka:
MAT.19.14	—Sakeychej wawitasta nokaman jamunancuta. Amañataj paycunata jarc'aychejchu. Imaraycuchus Dios wawitajina cajcunata munacuywan camachin.
MAT.19.15	Maquisninta wawitasman churaspataj Diosmanta mañaporka. Chanta chaymanta riporka.
MAT.19.16	Ajinamanta uj runa Jesusman kayllaycuspa tapurerka:
MAT.19.16	—C'acha Yachachiwajníy ¿ima allin cajtataj ruwanay tiyan wiñay causayniyoj canaypaj?
MAT.19.17	Jesustaj payman cuticherka:
MAT.19.17	—¿Imaraycutaj allin cajmanta tapuwanquirí? Dios sapallan c'acha cajka. Wiñay causayniyoj cayta munanqui chayka, Diospa camachiskasninta casuy, —nispa nerka.
MAT.19.18	Runataj tapun:
MAT.19.18	—¿Maykencunatajrí?
MAT.19.18	Jesusri cutichin:
MAT.19.18	—Runata ama wañuchiychu. Ama khenchachacuychu. Ama suwacuychu. Runamanta ama willaychu llullacuspa. 
MAT.19.19	Mamayquita tatayquita casuy, jatunpaj khaway. Runa-masiyquitapis munacuy kan quiquiyquitajina, —nispa.
MAT.19.20	Chay runaka payman cutichin:
MAT.19.20	—Tucuy chaycunataka junt'ani. ¿Imatawanrajtaj ruwanay tiyanrí?
MAT.19.21	Jesustaj payman nin:
MAT.19.21	—Wiñay causayniyoj canapajjina cayta munanqui chayka, rispa tucuy capuyniyquita vendemuy. Chaymantataj chay kolketa wajcha runasman jaywaramuy. Chaymanta khepata janaj pachapi khapaj capuyniyoj canqui. Chantaka nokawan jamuspa yachacojniy cay, —nispa nerka Jesús.
MAT.19.22	Chay runarí chay niskanta uyariytawan may phutiska riporka may khapaj caskanraycu iscayrayaspa.
MAT.19.23	Jesusri yachacojcunanman nin:
MAT.19.23	—Chekamanta uj khapaj runaka ñac'aytapuni janaj pachaman yaycuyta atin. 
MAT.19.24	Chaywanpis niyquichej jatun camello uywaraj astawan atiskanta yaycuyta agujaj ningrinmanka khapaj runa janaj pachaman yaycunanmantaka, —nispa.
MAT.19.25	Yachacojcunantaj chayta uyariytawan t'ucuspa ninacuncu:
MAT.19.25	—Chanta ¿pitaj wiñay causayniyoj cayta atinmanrí?
MAT.19.26	Jesustaj paycunata khawaycuspa nin:
MAT.19.26	—Runacunapaj cayka mana aticojchu. Diospajrí tucuy aticun.
MAT.19.27	Chaymanta Pedroka Jesusman cutichispa nin:
MAT.19.27	—¡Khaway! Nokaycoka tucuy imata sakespa kanta khatiycu yachacojcunayqui canaycupaj. Chayraycu ¿imatataj jap'isajcurí?
MAT.19.28	Jesús paycunaman nin:
MAT.19.28	—Noka, Diospa cachaska Runan, chekatapuni parlashayquichej. Tucuy imata mosojyachisaj. Chay p'unchaycunapitaj tiyaycucusaj camachinaypaj tucuy atiyniywan. Sapa ujniyquichejtaj uj camachina tiyanapi tiyacunquichej chunca israel ayllusta camachinapaj. 
MAT.19.29	Pichari nokapi jap'icuskanraycu sakejka wasisninta, chayrí hermanosninta, chayrí hermanasninta, chayrí tatanta, chayrí mamanta, chayrí wawasninta, chayrí chajrasninta chayka, wiñay causayniyoj canka. Chaywanpis payka pachaj cutistawan nokaraycu sakeskanmanta jap'icaponka. 
MAT.19.30	Astawanrí may ashqhas cunan jatunpaj khawaskas cajcuna khepata pisipaj khawaskas cankancu. Cunan pisipaj khawaskas cajcunataj khepata jatunpaj khawaskas cankancu.
MAT.20.1	‘Dios tucuyta camachejtenka uj sumaj patronjinamin canka. Chay patronka tutamanta llojserka llanc'ajcunata minc'acamoj. Chaymantataj uvas huertanpi llanc'anancupaj camacherka. 
MAT.20.2	Llanc'ajcunawantaj sumajta parlarka uj p'unchay llanc'askancumanta kopunanta. Chaymantataj paycunata huertanpi llanc'ajta cacharka. 
MAT.20.3	Chaupi pakarinjina llojsispa waj llanc'ajcunatawan ricorka. Chay llanc'ajcunaka llanc'ayta masc'ajcunaj tantacunancu chaypi sayacusharkancu. 
MAT.20.4	Patronka paycunata nerkataj: “Kancunapis huertaypi llanc'aychej. Nokataj cajmanjina jornalta pagaskayquichej”, nispa. Llanc'ajcunari rerkancu. 
MAT.20.5	Watejmanta patronka llojsillarkataj chaupi p'unchaytajina. Quiquillantataj llanc'ajcunata pusamorka. Chaymantataj jatun tardetajina ajinata ruwarka. 
MAT.20.6	Ujtawanpis masc'aj llojsillarkataj ch'isiyaytaña. Llanc'ayta masc'ajcunaj tantacunancu, chaypi wajcunatawan tarillarkataj. Paycunatapis nillarkataj: “¿Imaraycutaj tucuy cay p'unchayninta mana llanc'aspa sayacushanquichejrí?” 
MAT.20.7	Paymantaj nerkancu: “Mana pipis minc'awaycuchu llanc'apunaycupaj”, nispa. Payri paycunaman nerka: “Kancunapis huertaypi llanc'aychej”, nispa. 
MAT.20.8	Inti yaycuytataj patronka khawapoj runanman nerka: “Llanc'ajcunata wajyay kolketa paycunaman pagapunayquipaj. Khepa jamojcunaman ñaupajta koy. Chaymantataj ñaupaj jamojcunaman”, nispa. 
MAT.20.9	Ch'isiyayllataña llanc'ajcuna tucuynin p'unchay llanc'askamantajina jap'erkancu. 
MAT.20.10	Tucuy chay p'unchay llanc'ajcunarí yuyarkancu aswan ashqhata jap'inancuta. Astawanpis paycunaka ujcunajinallatataj jap'erkancu. 
MAT.20.11	Chanta chay tucuy p'unchaynintinta llanc'ajcunaka patronpa contranpi thutorkancu 
MAT.20.12	nispa: “Chay ch'isiyayllata jamojcunaka uj horallata llanc'arkancu. Nokaycumanrí paycunamanjinalla pagapuwarkaycoka. Tucuynin p'unchayta manchay ruphaypi muchuspa llanc'arkaycoka”, nispa. 
MAT.20.13	Patrontaj ujnincuman cutichispa nerka: “Causaj-masíy, mana ch'auquiyashayquichu. ¿Manachu parlaskanchejmanjina pagapuyqui? 
MAT.20.14	Pagota jap'iskayquiwan kanka ripuy. Noka munani cay khepa jamojcunaman kancunamanjinallataj koyta. 
MAT.20.15	¿Manachu atiyman capuyniywan munaskaymanjina ruwaytarí? Chayrí ¿c'acha runa caskaymantachu phiñaska khawashawanqui?” 
MAT.20.16	Ajinatamin khepa cajcunaka ñaupaj cajpi cankancu. Ñaupajpi cajcunataj khepapi cajcuna cankancu. Chekamanta Dioska ashqhasta wajyan. Ajllaska cajcunarí pisislla cancu.
MAT.20.17	Jesuska Jerusalén llajtaman llojsisharka yachacojcunawan. Chay chunca iscayniyojllata ñanmanta wajnejman pusaspa nerka:
MAT.20.18	—Allinta reparaychej Jerusalén llajtaman rishaskanchejta. Chaypitaj noka, Diospa cachaska Runan, yupaychana-wasimanta curajcunaman yachachejcunamanwan jaywaycuska casaj. Paycunataj wañunaypaj juchachawankancu. 
MAT.20.19	Waj llajtayoj runasman jaywaycullawankancutaj. Chanta chay runaska asipayawankancu jasut'iwankancu, chacataycuwankancupis. Nokataj quinsa caj p'unchaypi causarimpusaj.
MAT.20.20	Chanta Zebedeoj warmin wawasninwan Jesusman kayllaycorka. Konkoricuspataj nerka:
MAT.20.20	—Uj imata niricuskayqui, —nispa.
MAT.20.21	Paytaj nerka:
MAT.20.21	—¿Imatataj munanquiri?
MAT.20.21	Paytaj cuticherka:
MAT.20.21	—Atiyniyquiwan camachinayquipaj tiyaycuspa churapuway cay iscay wawasniyta, ujnin pañayquipi ujnintaj llok'eyquipi [sumajpaj khawaskas canancupaj.] 
MAT.20.22	Jesusrí cuticherka:
MAT.20.22	—Kancunaka mana yachanquichejchu imatachus mañaskayquichejta. Manchayta ñac'anay tiyan. Chayka uj jayawan junt'aska copajina. ¿Ñac'ariy wañunaycama nokajina muchuyta atiwajchejchu?
MAT.20.22	Paycunataj nerkancu:
MAT.20.22	—Arí, atiycu.
MAT.20.23	Jesustaj paycunaman nerka:
MAT.20.23	—Arí junt'a copata ujyanquichej nokajina. Wañuycama ñac'ariymantaj yaycunquichej nokajina. Nokawan cusca tiyaycucuspa camachinayquichejpajka ujta pañayman ujtataj llok'eyman churayka mana nokamantachu. Manachayrí picunapajchá waquicherka chaycunallata Dios tiyaycuchenka, —nispa.
MAT.20.24	Tucuy chayta uyariytawan chunca yachacojcunaka phiñacorkancu chay iscay waukecunapaj. 
MAT.20.25	Jesusrí paycunata wajyaspa nerka:
MAT.20.25	—Yachanquichejjina llajtasta camachejcunaka chaypi tiyacojcunata llaquichispa camachiskancuta. Llajtapi callpayojcunapis atiynincumanjina tucuy imapi casuchicuncu. 
MAT.20.26	Kancunarí amapuni ajinaka caychejchu. Manachayrí kancuna uqhumanta atiyniyoj cayta munajka tucuy sonkowan yanapasojniyquichej canan tiyan. 
MAT.20.27	Kancuna ughupi curajpaj khawaska cayta munajka casojniyquichej canan tiyan. 
MAT.20.28	Noka, Diospa ajllaskanka, mana runas yanapanawancupajchu jamorkani. Manachayrí noka runasta yanapanaypaj jamorkani. Astawanpis paycunaj wañunancumanta noka wañusaj juchancumanta cacharichinaypaj. Ajinallataj kancunapis canayquichej tiyan.
MAT.20.29	Jesús yachacojcunanwan Jericó llajtamanta llojsishajtin ashqha runas payta khatisharkancu.
MAT.20.30	Ñannejpi iscay ciego runas tiyacusharkancu. Jesús chaynejta puriskanta uyarispataj khaparerkancu:
MAT.20.30	—¡Diospa ajllaskan, nokaycuta qhuyacuwaycu!
MAT.20.31	Chay ashqha runastaj c'amerkancu:
MAT.20.31	—Ch'in caychej, —nispa.
MAT.20.31	Paycunarí aswan sinch'iwan khaparispa nerkancu:
MAT.20.31	—¡Diospa ajllaskan, nokaycuta qhuyacuwaycu! —nispa.
MAT.20.32	Jesús sayaricuspa paycunata wajyarka. Nerkataj:
MAT.20.32	—¿Imatataj kancunapaj ruwapunayta munashanquichej?
MAT.20.33	Paycuna cuticherkancu:
MAT.20.33	—Señor, ricuyta munaycu.
MAT.20.34	Jesusri qhuyacuywan ñawisnincuta llanqharerka. Chay quiquinpacha ricorkancu Jesusta khaterkancutaj.
MAT.21.1	Jesús yachacojcunanwan Jerusalén llajtaman kayllaspa Betfagé ranchoman chayarkancu. Betfageka Olivos niska orko kayllapi carka. Chanta Jesuska iscay yachacojcunata cachaspa, 
MAT.21.2	nerka:
MAT.21.2	—Riychej chimpa ranchoman. Chaypitaj uj china burrota malton burrowan wataskata tarinquichej. Phascaraspataj cayman khatimuychej. 
MAT.21.3	Mayken tapusunquichejman chayka, niychej: “Señorninchej cay burrosta munan”, nispa. Cunitan cutichisonka.
MAT.21.4	Chayka ruwacorka Diospa niskan junt'acunanpaj. Paypa unay willajnin palabranpi nerka:
MAT.21.5	Cay pachapi Diospa llajtan Sionpi tiyacojcunata niychej:
MAT.21.5	“Khawaychej, Camachisojniyquichej jamushan.
MAT.21.5	Payka llamp'u sonkoyoj, malton burropi llok'aska.
MAT.21.5	Chay malton burroka chajnana uywaj uñan”.
MAT.21.6	Yachacojcunari rispa Jesuspa niskanmanjina ruwamorkancu. 
MAT.21.7	China burrota malton burrotawan Jesusman khatimorkancu. Ponchosta caronaycorkancu. Jesustaj chay malton burroman llok'arka. 
MAT.21.8	May ashqha runastaj paycunallamanta ponchosta Jesuspa ñanninpi mast'arkancu. Waquinri sach'a ramasta c'utumuspa ñanninpi mast'arkancu. 
MAT.21.9	Chay ashqha runas waquenka Jesuspa ñaupakenta risharkancu, waquintaj khepanta. Khaparisharkancutaj:
MAT.21.9	—¡Jatunchaska cachun Diospa ajllaskan! ¡Yupaychaska cachun Diospa cachamuska Runanka! ¡May jatunchaska cachun janaj pachapi caj Dioska! —nispa.
MAT.21.10	Jesús Jerusalén llajtaman yaycojtin tucuy chay llajtapi tiyacoj runas mayta jataririspa mayta t'ucorkancu. Tapunacusharkancutaj:
MAT.21.10	—Cay runa ¿pitaj canman?
MAT.21.11	Chay ashqha runasri cutichinacusharkancu:
MAT.21.11	—Diospa willajnin Jesusmin. Payka Galilea jallp'amanta Nazaret llajtayoj, —nispa.
MAT.21.12	Chanta Jesuska yupaychana-wasinpa pationman yaycorka. Chaypi tucuy vendejcunata rantejcunatawan jawaman kharkorka. Kolke trocajcunaj mesasnincuta tejrararka. Jaywana paloma 
MAT.21.13	vendejcunaj tiyanancutapis tejrarallarkataj. Paycunamantaj nerka:
MAT.21.13	—Dios palabranpi nin: “Yupaychana-waseyka nokamanta mañacuna wasimin canan tiyan”. Kancunarí pacaymanta suwanayquichejpaj ruwaycacapunquichej, —nispa, Jesús nerka.
MAT.21.14	Yupaychana-wasipitaj ciegos, wist'us Jesusman kayllaycorkancu. Jesustaj paycunata thañicherka. 
MAT.21.15	Jesuska chay onkoskasta thañichispaka uj t'ucuna imata ruwarka. Yupaychana-wasipipis wawaska mayta khaparisharkancu: “¡Diospa ajllaskan jatunchaska cachun!” nispa. Chay imasta uyarispa yupaychana-wasimanta curajcunawan yachachejcunawanka mayta phiñacorkancu. 
MAT.21.16	Jesusmantaj nerkancu:
MAT.21.16	—¿Uyarinquichu cay wawacunaj nishaskancuta?
MAT.21.16	Paytaj nerka:
MAT.21.16	—Arí, kancunari ¿manachu jayc'ajpis Diospa palabranpi cayta leerkanquichej? Nin:
MAT.21.16	Juch'uy wawitasta ñuñoj wawitastawan sumajta yupaychanancuta yuyaycharkanqui.
MAT.21.17	Chanta Jesús runasta sakepuspa llajta jawa Betaniaman riporka. Betaniaka Jerusalén kayllapimin. Chaypitaj chay tuta khepacorka.
MAT.21.18	Tutamanta llajtaman cutimushaspa Jesuska yarkhachicorka. 
MAT.21.19	Ñan kayllapi uj higo sach'ata ricuspataj chimpaycorka. Manataj tarerkachu higostaka, manachayrí laphisllata. Paytaj nerka:
MAT.21.19	—Ni jayc'ajpis pokoyniyqui cachunchu.
MAT.21.19	Chaymanta higo sach'aka ch'aquerpariporka. 
MAT.21.20	Yachacojcunanka chayta ricuspa t'ucorkancu. Tapucorkancutaj:
MAT.21.20	—¿Imaynapitaj chaypachita cay higo sach'aka ch'aquirpariporka?
MAT.21.21	Jesuska cutichispa nerka:
MAT.21.21	—Noka niyquichej chekatapuni mana iscayrayaspa Diospi jap'icuwajchej chayka, higo sach'awan ruwarkani ajinata ruwaytapis atinayquichejta, chaymanta astawanpis. Sichus cay orkota niwajchej: “Caymanta okhariska cay, jatun kochamantaj wijch'uycuska cay” chayka, wijch'uycuska canka. 
MAT.21.22	Imallatapis tucuy sonkowan Diospi jap'icuspapuni mañacuwajchej chayka, chayta pay kosonkachej.
MAT.21.23	Yupaychana-wasi patioman yaycuspa Jesús yachachisharka. Ajinapitaj yupaychana-wasimanta curajcunawan israel curajcunapiwan Jesusman kayllaycorkancu. Taporkancutaj:
MAT.21.23	—¿Pejpa atiyninwantaj cay imasta ruwanqui? ¿Pitaj cay imasta ruwanayquipaj atiyta kosorka?
MAT.21.24	Jesustaj paycunaman cuticherka:
MAT.21.24	—Kancuna uj tapuriynillayman cutichiwaychej. Chanta nokapis cutichiskayquichej ima atiywanchus chay imasta ruwashaskayta. 
MAT.21.25	¿Pitaj Juanta cachamorka runasta bautizananpaj? ¿Dioschu chayrí runaschu?
MAT.21.25	Paycunapura unanchaspa ninacusharkancu:
MAT.21.25	—Dios payta cachamuskanta nisunchej chayka, payka tapuwasunchej: “¿Imaraycutaj payta mana creerkanquichejchu?” 
MAT.21.26	Runaspa atiynincuwan niytarí, manchachicunchej llajtantin phiñacunanta. Imaraycuchus tucuy paycunaka Juanta sumajpaj khawaspa Diospa willajninpaj jap'icuncu, —nispa.
MAT.21.27	Chaymantataj Jesusman cutichispa nerkancu:
MAT.21.27	—Mana yachaycuchu, —nispa.
MAT.21.27	Paytaj nerka:
MAT.21.27	—Ni nokapis willaskayquichejchu ima atiywanchus tucuy chayta ruwaskayta.
