MAT.1.1	Yezu Kristə wɔ́ Abəraham ǹdə́ Dəvyidi nɔ̃̌. Nyǐnə ń nàmbala bɛ́ yilə né.
MRK.15.33	Yi rí gə́ tú e yí yə́-pɛ̀lɛ́ ecəl wə, cɛ y gakó jʼa zhìzhì e jǐrh námbyṹ, kɔn mʼe yí yi-kár nɛ. 
MRK.15.34	Rə̀myɛ́ yi ní, Yezu bya dɛ̃̌ dɛ̃̌, n wɔ̀: “Eloyi, Eloyi, lama sabakətanɛ?” Rə̀ kùr wɔ́: “À Yi, à Yi, byè yil ǹ yẽ̌ ne?”
MRK.15.35	Lyì bí byɛ̀bɛ́ bə̀ yʼà zhǐ gàà mɔ́ jàlà gə́ nyɛ̀ɛ̀ rə̀myɛ́, bə wɔ̀: “Nyǐnə ń nə́ ń byẽ̀ Elyi!”
MRK.15.36	Mə̀dù zɛ̃̀ n dùr n kwè ku ǹdə kàmə̀-jùrhú ta n mɔ́rh sɛ̃´ kárɛ́ wa, n cìì eshɔ̀ nɛ̀, ń nə́ ń pɛ mɔ bə̀ ń nywɛ́, n zɛ̃̀ n wɔ̀: “Yẽ̌nə mo! Nə́ mʼâ nyǐ ǹdə́ Elyi gə mà n bə̀ n só mo tɛ̃´ də̀-jɔrhɔ́ w yó!”
MRK.15.37	Yezu bya dɛ̃̌ dɛ̃̌, n já n cì.
MRK.15.38	Gɔ̀nɔ̀ w ò yʼà bɔ̀n Yi jì y dwã w mɔ́ jʼa zhì dɛ̃̌ o kâr o zhí tɛ̃´. 
MRK.15.39	Shə̀dɛ́ɛ́sɛ́ zɔ̌m yó-cə́bal mɔ́ yà ń zhǐ Yezu yé né. Ń gə́ nɔ ń gə́ cù ní mú, n wɔ̀: “Bal mɔ́ mɔ̀bɔ́ yà ń wɔ́ Yi Byǐ zhə̀nà.”
MRK.15.40	Kana jàlà myɛ yʼà ŋwɛ́nɛ́ gàà, bə̀ yʼà zhǐ kwã nɛ́ bə̀ nʼê nyǐ. Sə Magədala lyì bə̀kɔ́ Marɛ,
MRK.15.41	Bə̀ yʼà nʼê tó Yezu ni Gəlile né, sə bə̀ yʼà nʼê sɛ̃ mɔ. Kana dwã nánzhəzhɔ̌ myɛ yʼà ŋwɛ́nɛ́ gàà, bə̀ yʼà tó Yezu ni bə bə̀ Zhərəzalɛm.
MRK.15.42	Dɛ̃ rɛ́ tɛ̀bɛ́ bə̀ yʼà nʼê tɛnɛ shìrhə́ y dɛ̃ rɛ́, rə̀ yʼà dâl bə̀ nəkɔl mɔ́, də̀dɛ̀nɛ́ y gə́ tú e yí, 
MRK.15.43	Arəmatɛ lyì bal mə̀dù bà, ń yíl Zhozefu. Ń yà ń wɔ́ lyì-fɔ̀lɔ̀ bùr-kárna bɛ́ gùlú w wẽ́; ńmyɛ yà ń nə́ ń dɛ̃̀ Yi pyɛ̀lɛ̀ rɛ́ twírí yə́. N zɛ̃̀ n kə̃̀ ń wu n vò Pyəlatɛ sõ, n lwə̀l mò Yezu ń la kǒ n vò n ce.
MRK.15.44	Pyəlatɛ gə́ nyɛ̀ɛ̀ bə̀ Yezu cù làlà èta mɔ́, kɔn jàr mɔ̀. N zɛ̃̀ n byẽ̀ shə̀dɛ́ɛ́sɛ́ zɔ̌m yó-cə́bal mɔ́, ń la bwə̀rh mò n nyǐ Yezu gə́ cù mú dɛnɛ nà? 
MRK.15.45	Shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ gə́ byili mu, n zɛ̃̀ n wɔ̀ Zhozefu ni bə̀ bə̀ mʼa pɔ̃ Yezu. 
MRK.15.46	Zhozefu yè gɔ̀nɔ̀, n swàr Yezu də̀-jɔrhɔ́ w yó, n zə gɔ̀nɔ̀ w n pyípyílí mu, n zɛ̃̀ n kwè mò n vò n ce lú-bɔ̀l wà.
MRK.15.47	Magədala lyì bə̀kɔ́ Marɛ ǹdə́ Zhoze ná Marɛ yʼà nʼê nyǐ bə̀ gə́ nʼê cĩ́ mu mə̀gã̌.
MRK.16.1	Shìrhə́ dɛ̃ rɛ́ gə́ tú e lyɛ̃, Magədala lyì bə̀kɔ́ Marɛ, ǹdə́ Zhakɛ ná Marɛ, ǹdə́ Saləmɛ yè nǔrh sə̀ lwẽ́ nã́nyə̀nyɛ̀lɛ́, bə̀ la vò bə mʼe tùr Yezu. 
MRK.16.2	È zɛ̃̀ nəkɔkɔ́lɛ́ jə̀máásɛ́ yùwə̀, bə pyẽ̀ pyẽ̀ bə zɛ̃̀ ǹdə́ yi rí nʼê púrhə́, bə̀ la lú-bɔ̀l mɔ́ yó. 
MRK.16.3	Bə̀ yʼà nʼê bwə̀rh dwã bə̀ zhe: “Mɔ̌ lò ń mà n byíbyílí lú-bɔ̀l mɔ́ nyí rí nə́kulu w n ce kwã nɛ́ n pə nə́ba?”
MRK.16.4	Bə̀ la nyǔ bə pwírí nə́kulu w byíbyílí ò pyě sarh nɛ, o jʼà yʼà já dɛ̃´dɛ̃´. 
MRK.16.5	Bə yí bə zù lú-bɔ̀l mɔ́ wa, bə nə ébɔ́-dâl mə̀dù ń zù kàmə̀-zù-èdɔ̀lɔ̀ námpõ ń jě jə̀jĩ́ sõ. Ywẽ nánfɔ̀lɔ̀ zɛ̃̀ rə̀ zhe be. 
MRK.16.6	Ébɔ́-dâl mɔ́ wɔ̀ bɛ: “Á bə̀kʼá dùr ywẽ yé. Wɔ́ Nazarɛtɛ lyì bal Yezu mú bə̀ pəpa də̀-jɔrhɔ́ w yó mó á nʼá pyà. Ń tɛ̀nɛ́ nyɔ̀nɔ̀ yé. Ń bwìrhì. Nyǐnə bə̀ gə́ yʼà cĩ́ mu mə̀gã̌. 
MRK.16.7	Zhəlnə á byili Pyɛɛrɛ ǹdə́ Yezu kwã-lyì bí dwã bɛ́ nɛ bə̀ nyǐ ń tó yé n vò Gəlile. Wɔ́ gàà bə̀ mʼa nə mɔ nɛ́, ǹdə ń gə́ yà ń byili bi ní.”
MRK.16.8	Kana bɛ́ zɛ̃̀ bə shí lú-bɔ̀l mɔ́ w bə du, bə dùr. Bə̀ yʼà nʼê kəkə. Bə̀ kʼê yə̀l bə̀ gə́ nʼê wɛ̀rhɛ́ nɛ́ yé. Sə ywẽ dé gə́ yʼà zhe be mó ce, bə̀ yə̀ lò lò nè wə̀l bə̀ kaka yé.
MRK.16.8	[ 
MRK.16.9	Yezu bwìrhì shìrhə́ dɛ̃ rɛ́ zɛ̃̀ nəkɔkɔ́lɛ́ shãã shãã, n jɛ̀rɛ̀ n lyí Magədala lyì bə̀kɔ́ Marɛ. Wɔ́ ńmyɛ̌ nə̀cílsí námməlwâlsɛ́ shàlpyɛ̀ y yʼà zhe, Yezu zɛ̃̀ n jì sì mú. 
MRK.16.10	Yezu tó-dwã bɛ́ wun yʼà zhìlì, bə̀ nʼê kúrhə́. Marɛ vò n byili bi kɔn dɛ̀bɛ́ rə̀ wɛ̀rhɛ́ mɔ́. 
MRK.16.11	Ń gə́ wò bè bə̀ Yezu bwìrhì, bə̀ ńmyɛ̌ nɔ mɔ, bə̀ yə̀ nyí zwẽ yé.
MRK.16.12	Rə̀myɛ́ kwã nɛ́, Yezu lyə́r n kwè nyɔrhɔ dõ, n mə n lyí ń kwã-lyì bí bə̀lyè ǹdə́ bə̀ ŋwɛ́nɛ́ sɔ́má yó bə̀ la gɔ sono cə-byǐ èdù wẽ́. 
MRK.16.13	Bə kʼa kwɛ̃̀ bə bʼe byili bə̀ dwã bɛ́ nɛ, sə bə̀ yə̀ bə̀myɛ zɔ̀mà nɛ́ zwẽ yé.
MRK.16.14	Yezu zɛ̃̀ n tà-kwã n lyí ń kwã-lyì bí shí ǹdə́ mə̀dù y ǹdə́ bə̀ nʼê jí kùjú. N ji bi búlə́, bə̀ gə́ yə̀ Yi ni zhí mú, ǹdə́ bə̀ gə́ yə̀ byɛ̀bɛ́ bə̀ nɔ mɔ ń bwìrhì mú zɔ̀mà nɛ́ zwẽ mó yilə.
MRK.16.15	N zɛ̃̀ n wɔ̀ bɛ: “Zhəlnə lũ w púlə́púlə́ wə, á bwə̀l yò-ècɔ̀nɔ̀ nyí rí á byili lyì bí gakó ne. 
MRK.16.16	Lò mɔ̀bɔ́ ń zwẽ nyí bə zɛ̃̀ bə pɔ̃ nɛ̃̌-shɔ, rə̀-ná-cí mà n nə ń cìn vwârh, sə lò mɔ̀bɔ́ ń yə̀ nyí zwẽ, bə̀ mʼa kə́ ń bùrsì bə pɔ̃ dóó. 
MRK.16.17	Nyǐnə màmyaarhɛ́ tɛ̀bɛ́ byɛ̀bɛ́ bə̀ la nyí zõ mó bʼa wɛ̀rhɛ́ mɔ́: bə̀ mʼa jì nə̀cílsi námməlwâlsɛ ǹdə́ àmyɛ́ yil lé. Bə̀ mʼa zɔ̀m dwə́ dwã zɔ̀mà. 
MRK.16.18	Bə̀ gə zɔ dɔma bə̀ jɛ̀rh w myɛ, dɔma bɛ́ tʼâ la bɛ kaka wɔ̀rhɔ́ yé. Bə̀ gə nyɔ̀ cə́m mɔ̀bɔ́ mə̀ nʼê gwi lò myɛ, mə̀ tʼâ la bɛ kaka wɔ̀rhɔ́ yé. Bə̀ gə cĩ́ bə̀ jɛ̀rh nə̀bwànà yó, nə̀bwànà bɛ́ mʼa wárh.”
MRK.16.19	Cinu Yezu gə́ zɔ̀m ǹdə́ ń kwã-lyì bí èta n zhɛ̀, Yi ce n zɛ̃̀ n vò dɛ̃̌ Arəzana wa, sə ń jě rə̀ jə̀jĩ́ ni. 
MRK.16.20	Ń kwã-lyì bí zhǐr bə vò bə bwə̀l yò-ècɔ̀nɔ̀ nyí rí jààsɛ́ gakó wə. Sə Cinu yà ń nə́ ń sɛ̃ bɛ tum dí rə̀myɛ́ wẽ́, ń nə́ ń tó màmyaarhɛ́ bə̀ nʼê wɛ̀rhɛ́ mɔ́ dɛnnɛ ń byili bə̀ yò-ècɔ̀nɔ̀ nyí rí bə̀ nʼê bwə̀l mó wɔ́ zhə̀nà.]
LUK.1.1	À yó-cə́bal Cofyil, lyì nánzhəzhɔ̌ ŋwɛ̀nɛ́ bə kɛ̃ ywẽ̀ nyɛ̀bɛ́ gakó nə̀ wɛ̀rhɛ́ nə́ cəcəl w mó, 
LUK.1.2	ǹdə byɛ̀bɛ́ bə̀ yírhə́ nɔ ywẽ̀ né nə̀myɛ́ kùr-ju yi ní ga, bə zɛ̃̀ bə jǐrh zɔ̀mɛ̀ rɛ́ bwə̀lnə̀ bé mó gə́ byili nə́ba nɛ́. 
LUK.1.3	Wɔ́ rə̀myɛ́ yil àmyɛ zɛ̃̀ a bwə̀rh bwə̀rh a lwar kɔn dɛ̀bɛ́ gakó rə̀ wɛ̀rhɛ́ kùr-ju yi ní ga mɔ́, a pwírí bə̀ kɔn mə̂ bʼà kɛ̃ kɔn gə́ tó né mó a pɔ̃́, 
LUK.1.4	mùnì ń lwar bə̀ kɔn dɛ̀bɛ́ bə̀ byili mú mú zhe kùr zhə̀n zhə̀nà.
LUK.1.5	Yi jì y vwĩ̀-zwə́lnə mə̀dù yà ń ŋwɛ́nɛ́ ń yíl Zakarɛ. Ń yà ń wɔ́ vwĩ̀-zwə́lnə bé byɛ̀bɛ́ Abya yà ń cǐ mú lò mə̀dù. Ń kɛ̃ mɔ́ yà ń yíl Eləzabɛtɛ. Ńmyɛ yà ń wɔ́ Arɔ̃ dwí rí lyì bə̀kɔ́. Rə̀myɛ́ yi ní ǹdə́ wɔ́ Erɔɔdɛ ń yà ń wɔ́ Zhide tənà y pyɔ̌. 
LUK.1.6	Zakarɛ ǹdə́ ń kɛ̃ mɔ́ ga yʼà wɔ́ wu-cángá cìnə́ Yi yé né. Bə̀ yʼà nʼê zwẽ Cinu nyə́ né náàcɛ̀nɛ́ kɔn gakó wẽ́, 
LUK.1.7	e jà bə̀ yʼà gwẽ̌ bə bə̀sɔ́bwɛ̀lɛ́ zhe yé, bə̀ Eləzabɛtɛ yà ń wɔ́ kə-eju. Kɔn súlí myɛ, bə̀ ga yʼà jǐrh náncɛrh.
LUK.1.8	Dɛ̃ rə̀dù, Zakarɛ yà ń nə́ ń twĩ̀ Yi jì y vwĩ̀-zwə́lnə tumə né Yi jù wə̀,
LUK.1.9	Bə zɛ̃̀ bə cír mo, ǹdə bə̀ gə́ yʼà myɛ̀rhɛ̀ bə̀ nʼê cír dwã nɛ́, n zù Yi jì y jàà náàcɛ̀nɛ́ y wa, n ji wẽ̀ dé rə̀ lwẽ́ nã́nyə̀nyɛ̀lɛ́ y myǐn. 
LUK.1.10	Sə ń gə́ yà ń nə́ ń ji wẽ̀ dé myǐn yi ní, lyì bí púlə́púlə́ yʼà zhǐ pwẽ̀ nè, bə̀ nʼê ce Yi. 
LUK.1.11	Rə̀myɛ́ yi ní, Cinu màlɛ́ka èdù tú e lyí mu. È yʼà zhǐ bə̀ gə́ yʼà nʼê ji wẽ̀ dé myǐn mə̀gã̌ mɔ́ jə̀jĩ́ ni. 
LUK.1.12	Zakarɛ gə́ nɔ ya, ń wu zɛ̃̀, ywẽ zɛ̃̀ rə̀ zhe mo.
LUK.1.13	Màlɛ́ka y wɔ̀ mɔ̀: “Bə̀ká dùr ywẽ yé Zakarɛ, bə̀ Yi zwẽ ǹ lwə̂l mó. Ǹ kɛ̃ Eləzabɛtɛ mà n lù byǐ n pɔ̃́, sə ǹ mʼâ ce ń yil bə̀ Zhã. 
LUK.1.14	Ǹ mʼâ fùù ǹdə́ wu-nyɔ̃̀, sə lyì nánzhəzhɔ̌ wun bʼa yə̀ nyɛ̀n ń lul lé yilə. 
LUK.1.15	Ń mà n yə̀ lò mɔ̀bɔ́ ń sú Cinu yírh. Ń tá ń la sɛ̃´ nyɔ́ yé. Ń mà n sú ǹdə́ Eshirhə náàcɛ̀nɛ́ ǹdə́ ń gwẽ̌ ŋwɛ́nɛ́ ń ná wẽ́. 
LUK.1.16	Ń mà n ká n zə Esərayɛl byâ bɛ́ nánzhəzhɔ̌ bə bə̀ Cinu bə̀ Yi rí sõ. 
LUK.1.17	Yi mʼa twĩ̀ ńmyɛ̌ cìcì n jɛ̀rɛ̀ n tó rə̀ yé ǹdə́ Eshirhə y rə̀ yʼa pɔ rə̀ nyì-zwennə Elyi ni mú jàn, mùnì n ká n vwɛ̃ dabá ǹdə́ bə̀ byâ bɛ́ n ce dwã yó, sə n pyìrhí yó-kùùlì cìnə́ wun bə kwè byɛ̀bɛ́ bə̀ nʼê zwẽ Cinu nyə́ né mó surhə né, bə yə̀ lyì byɛ̀bɛ́ bə̀ nʼê dɛ̃̀ Cinu twírí yə́.”
LUK.1.18	Zakarɛ zɛ̃̀ n wɔ̀ màlɛ́ka y nɛ: “À jǐrh náncɛ. À kɛ̃ mɔ́ myɛ jǐrh ezhɛ̀nɛ́. Wɔ́ etər à mʼa tó né a lwar bə̀ rə̀myɛ́ mʼa yə̀ zhə̀nà?”
LUK.1.19	Màlɛ́ka y zɛ̃̀ e wɔ̀ mɔ̀: “À yíl Gabərəyəə. À ŋwɛ́nɛ́ Yi yé né. Wɔ́ rə̀myɛ́ rə̀ twĩ̀ nì bʼà zhəl a byili mú yò-ècɔ̀nɔ̀ nyí rí rə̀myɛ́. 
LUK.1.20	Lwar bə̀ rə̀ dɛ̃ rɛ́ mʼa yí, rə̀ tʼâ la kwârh yé. Sə ǹ gə́ yə̀ à zɔ̀mɛ̀ rɛ́ zwẽ mó ce, ǹ nyí rí bʼa dɛ̃. Ǹ kə́ ǹ tá ǹ la ŋwɔ̀nɔ́ ń zɔ̀m kɔn mʼe yí rə̀ dɛ̃ rɛ́.”
LUK.1.21	Rə̀myɛ́ yi ní ǹdə́ lyì bí yʼà gwẽ̌ zhǐ bə̀ nʼê dɛ̃̀ Zakarɛ. Sə ń gə́ yà ń nə́ ń dɛnɛ Yi jì y wẽ́ mó yʼà jàr bɛ̀. 
LUK.1.22	Ń gə́ tú n du pwẽ̀ nè, ń yà ń kə́ ń wàr ń nə́ ń zɔ̀m ǹdə́ bɛ yé. Wɔ́ ń jɛ̀sɛ́ dúdú ń yà ń mə́ ń zɔ̀m ǹdə́ bɛ. Ń nyí rí kʼê wàr rə̀ nʼê púr yé. Bə zɛ̃̀ bə lwar bə̀ wɔ́ kɔn ń nɔ Yi ji y jàà náàcɛ̀nɛ́ y wa.
LUK.1.23	Sə ń tum dí gə́ zhɛ̀ Yi jì y wə, n ká n vò jè. 
LUK.1.24	Dwã màngɛlɛ́ rə̀myɛ́ kwã nɛ́, ń kɛ̃ Eləzabɛtɛ kwè pǔ. N mɛ̃ jù w cànsɛ̀ sə̀nu, ń mə́ ń zɔ̀m ń zhe: 
LUK.1.25	“Nyǐ kɔn dɛ̀bɛ́ Cinu Yi wɛ̀rhɛ́ à yilə. Ń vùr kɔn dɛ̀bɛ́ rə̀ yʼà nʼê pɛ nɛ cìzhìl lyì yírh wə.”
LUK.1.26	Cànsɛ̀ shə̀ldù nyâ y yó, Yi zɛ̃̀ rə twĩ̀ màlɛ́ka Gabərəyəə Gəlile tənà y cɔ òdù wẽ́, ò yíl Nazarɛtɛ, 
LUK.1.27	e vò kɛ̃-byǐ èdù sono. Kɛ̃-byǐ y yʼà yíl Marɛ. È yʼà nʼê jí pyɔ̌ Dəvyidi dwí rí lò mə̀dù, ń yíl Zhozefu. 
LUK.1.28	Màlɛ́ka y zù Marɛ sono, e ce mo e wɔ̀: “Ce ǹ wu yə̀ nyɛ̀n. Cinu nə́ ń nyǐ mú ǹdə́ sónó nánfɔ̀lɔ̀. Ń ŋwɛ́nɛ́ ǹdə́ mɔ́.”
LUK.1.29	Marɛ gə́ nyɛ̀ɛ̀ zɔ̀mà nɛ́ nə̀myɛ́, ń wu zɛ̃̀, n zɛ̃̀ ń nə́ ń pyà co mó mə̀myɛ́ mɔ́ kùrə̀. 
LUK.1.30	Màlɛ́ka y wɔ̀ mɔ̀: “Marɛ, bə̀ká dùr ywẽ yé. Yi nʼê nyǐ mú ǹdə́ sónó nánfɔ̀lɔ̀. 
LUK.1.31	Ǹ mʼâ zə pǔ, ń lù byǐ. Ǹ mʼâ ce ń yil bə̀ Yezu.
LUK.1.32	Ń mà n yə̀ lò mɔ̀bɔ́ ń sú Cinu yírh. Bə̀ mʼa byẽ̀ mò bə̀ Dɛ̃̌ cə́bal Byǐ. Cinu Yi mà n ce n jòm ń da Dəvyidi pyɛ̀lɛ̀ də̀gwã́ y yó. 
LUK.1.33	Ń mà n cìní Zhakɔɔbɛ dwí rí byinə nə̀ la gaga, sə ń pyɛ̀lɛ̀ rɛ́ tʼâ la zhɔ̌ yé.”
LUK.1.34	Marɛ zɛ̃̀ n wɔ̀ màlɛ́ka y nɛ: “Etər kɔn mʼa tó né, à gə́ yə̀l bal pár mɔ́?”
LUK.1.35	Màlɛ́ka y wɔ̀ mɔ̀: “Eshirhə náàcɛ̀nɛ́ mʼa só ǹ yó, Dɛ̃̌ cə́bal jàn dɛ́ yə̀ nɛ́ ǹdə́ mɔ́. Wɔ́ rə̀myɛ́ yilə, byǐ mú ǹ la lúl mó mà n yə̀ Yi rə̀ cǐ mu. Bə̀ mʼa byẽ̀ mò bə̀ Yi Byǐ. 
LUK.1.36	Nyǐ ǹ dwí lò Eləzabɛtɛ myɛ zhe pǔ, kɔn yú cànsɛ̀ shə̀ldù. Ń la byǐ lúl ń náncɔɔrɛ́ wẽ́, ńmyɛ̌ mɔ̀bɔ́ bə̀ yʼà nʼê byẽ̀ bə̀ kə-eju mú. 
LUK.1.37	Zhə̀nà, kaka bə Yi jàn du yé.”
LUK.1.38	Marɛ zɛ̃̀ n wɔ̀: “À ŋwɛ́nɛ́ Cinu pùbùlə̀ wɔ̀rhɔ́ yilə. Kɔn yál ǹdə ǹ gə́ byili ní à yilə.” Màlɛ́ka y zɛ̃̀ e zhǐr e yẽ̌ mo.
LUK.1.39	Dwã nɛ́ nə̀myɛ́ mɔ́ wẽ́, Marɛ zɛ̃̀ làlà ǹdə́ yə̀wâl n vò Zhide tənà y cɔ òdù wə̀, ò wɔ pyàr cəcəl wə, 
LUK.1.40	n yí n zù Zakarɛ sõ kɛ̀lɛ́ wa, n ce Eləzabɛtɛ. 
LUK.1.41	Eləzabɛtɛ gə́ nyɛ̀ɛ̀ ń co mó, ń byǐ mú já n zhì ń wẽ́ n fùù. Eləzabɛtɛ sú ǹdə́ Eshirhə náàcɛ̀nɛ́, 
LUK.1.42	n zɛ̃̀ n bya dɛ̃̌ dɛ̃̌ n wɔ̀ Marɛ nɛ: “Ǹ nɔ bwəl du kana bɛ́ gakó, sə ǹ pǔ byǐ mú myɛ nɔ bwəl! 
LUK.1.43	Bə̀kɔ́n à wɔ́, à Cinu ná mə n bə̀ à sõ? 
LUK.1.44	Nyǐ ǹ co mó gə́ já e tu à zhɛ̃̌ wa, à byǐ mú fùù ǹdə́ wu-nyɔ̃̀ à wẽ́. 
LUK.1.45	Ǹ wɔ́ wu-nyɔ̃̀ cə́kɛ̃, bə̀ ǹ zwẽ nyí bə̀ tɛ̀bɛ́ Cinu ce bə byili mú mú bʼa pyìrh.”
LUK.1.46	Marɛ zɛ̃̀ n wɔ̀:
LUK.1.46	“À nʼâ cèrhé Cinu ǹdə́ à wu gakó.
LUK.1.47	À nʼâ fùù ǹdə́ wu-nyɔ̃̀ Yi à Zwennə mó yilə,
LUK.1.48	bə̀ rə̀ lwəl rə nyǐ ni ǹdə́ à yə̀ yírh swí ga.
LUK.1.48	Sə kɔn zhí èlâsɛ̃´, nunə dwí gakó mʼa byẽ̀ nè bə̀ wu-nyɔ̃̀ cə́kɛ̃,
LUK.1.49	bə̀ Yi jàn cə́bal mɔ́ wɛ̀rhɛ́ ywẽ̀ nánfwààlɛ̀ à yilə.
LUK.1.49	Ń mə̂ ǹdə́ còrhó.
LUK.1.50	Ń nə́ ń dùr byɛ̀bɛ́ bə̀ nʼê nyàm mɔ̀ mɔ́ nɔ̀nɔ̀ twéé gakó
LUK.1.50	kɔn mʼê la gaga.
LUK.1.51	Sə ń byili ń jɛ̃̀ jàn cìn-byilu cìnə́ ne,
LUK.1.51	n làà bɛ̀ dwã nɛ.
LUK.1.52	N byirh pyâ bə̀ pyɛ̀lɛ̀ də̀gwə́rh yó n ló tɛ̃´,
LUK.1.52	n zhẽ̌ byɛ̀bɛ́ bə̀ yə̀ yírh swí mú ywẽ́ dɛ̃̌.
LUK.1.53	N pə wè-ècɛ̀nà nánzhəzhɔ̌ nɔ̀rhnà nɛ̀,
LUK.1.53	n kwɛ̃̀ nə̀cɛ̀nà ǹdə́ jə̀-fwə̀r.
LUK.1.54+LUK.1.55	N lyǐrh ń nyí rí ń yà ń bwəl nə́ dabá nɛ mɔ́ yò,
LUK.1.54+LUK.1.55	n sɛ̃ ń dwí Esərayɛl lyì bí ni,
LUK.1.54+LUK.1.55	sə ń yə̀ Abəraham ǹdə́ ń byâ bɛ́ yò swě yé.
LUK.1.54+LUK.1.55	Ń nə́ ń dùr bə̀ nɔ̀nɔ̀ twéé gakó kɔn mʼê la gaga.”
LUK.1.56	Marɛ mɛ̃ Eləzabɛtɛ sono kɔn yí ǹdə cànsɛ̀ sə̀tɔ̀ ta. Rə̀myɛ́ kwã nɛ́, n ká n vò jè.
LUK.1.57	Eləzabɛtɛ lul lé dɛ̃ rɛ́ gə́ tú rə yí, ń lùl bal-byǐ. 
LUK.1.58	Ń jə̀-dwã bɛ́ ǹdə́ ń dwí lyì bí gə́ nyɛ̀ɛ̀ bə̀ Cinu dùr ń nɔ̀nɔ̀ dɛ̃´dɛ̃´ èta, bə zɛ̃̀ bə tó mo bə fùù ǹdə́ wu-nyɔ̃̀.
LUK.1.59	Dwã nyàlpyɛ̀ bə̀sɔ́bwɛ̀lɛ́ y lul lé kwã nɛ́, bə̀ tú bə gõ yə̀.
LUK.1.60	Ń ná zɛ̃̀ n cẽ n wɔ̀: “È də̀ èta yé. Byẽ̌nə mo bə̀ Zhã.”
LUK.1.61	Bə wɔ̀ mɔ̀: “Sə lò gə́ tɛ̀nɛ́ á dwí rí wẽ́ ń yíl èta mɔ́?”
LUK.1.62	Bə zɛ̃̀ bə gwàr ń da Zakarɛ, bə byili mu ǹdə́ bə̀ jɛ̀rh, bə̀ wɔ́ etər ń nə́ ń yâl bə̀ bə̀ byẽ̌ bə̀sɔ́bwɛ̀lɛ́ y nɛ́? 
LUK.1.63	N ce bə kwè bwèlè bə pɔ̃, n kɛ̃ è yó bə̀: “Bə̀ byẽ̌ bə̀sɔ́bwɛ̀lɛ́ y bə̀ Zhã.”
LUK.1.63	Kɔn jàr bə̀ gakó. 
LUK.1.64	Rə̀myɛ́ yó cìcì, ń nyí rí jʼa púr, n zɛ̃̀ ń nə́ ń zɔ̀m ń mə́ ń cèrhé Yi. 
LUK.1.65	Ywẽ zɔ lyì bí byɛ̀bɛ́ gakó bə̀ yʼà bwə́l gàà mɔ́. Sə cɛmɛ nɛ́ nyɛ̀bɛ́ nə̀ yʼà ŋwɛ́nɛ́ tənà y èmyɛ́ pyààrɛ́ yó mó lyì bí myɛ yʼà nʼê zɔ̀m yò w òmyɛ́ mɔ́ zɔ̀mà. 
LUK.1.66	Lyì bí byɛ̀bɛ́ gakó bə̀ nyɛ̀ɛ̀ yò w òmyɛ́ mɔ́ yʼà cĩ́ w bə̀ wẽ́, bə̀ nʼê wə̀lə̀: “Bə̀kɔ́n lò bə̀sɔ́bwɛ̀lɛ́ y kɛ̀bɛ́ la yál?”
LUK.1.66	Zhə̀n ga, Cinu jàn dɛ́ yʼà ŋwɛ́nɛ́ ǹdə́ ya.
LUK.1.67	Zhã da Zakarɛ sú ǹdə́ Eshirhə náàcɛ̀nɛ́, n zɛ̃̀ ń nə́ ń zɔ̀m zɔ̀mà nyɛ̀bɛ́ Yi yʼà byili mu ń zhe:
LUK.1.68	“Cinu Esərayɛl lyì bí Yi rí mà n nə còrhó,
LUK.1.68	bə̀ ń gwɛ̃ ń dwí rí ni, n zwẽ de.
LUK.1.69	Ń ce ń tùntùnnə̀ Dəvyidi dwí rí lù jàn cə́bal, n zwẽ nə́ba.
LUK.1.70	Ń pyìrh kɔn dɛ̀bɛ́ ń yà ń tó ń nyì-zwennə bé dɛnnɛ n byili shãã ga mɔ́.
LUK.1.71	Ń yà ń bwəl nyí bə̀ ń mà n zwẽ nə́ba nə́ zwə̀ bé
LUK.1.71	ǹdə́ byɛ̀bɛ́ gakó bə̀ súl nə́ba mó jɔ̃̀ wà,
LUK.1.72	bə̀ ń mà n dùr nə́ dabá náncɛsɛ́ nɔ̀nɔ̀,
LUK.1.72	n lyǐrh ń cìcì dɔbrɛ́ ń yà ń zɔ ǹdə́ bɛ mɔ́ yò.
LUK.1.73	Wɔ́ nə́ nàmbal Abəraham nɛ Cinu yà ń bwəl nyí,
LUK.1.74	bə̀ ń mà n zwẽ nə́ba nə́ zwə̀ bé jɔ̃̀ wà.
LUK.1.74	Ywẽ kʼê tʼâ la nə́ba zal yé.
LUK.1.75	Nə́ mʼâ ŋwɛ̀nɛ́ nə́ pɔ̃ còrhó ǹdə́ wu nántwə̂ ǹdə́ wu-cángá ń yírh wə́,
LUK.1.75	kɔn mʼe yí nə́ cu.
LUK.1.76	Sə à byǐ, è gə wɔ́ ǹmyɛ́ yilə,
LUK.1.76	bə̀ mʼa byẽ̀ mó bə̀ Dɛ̃̌ cə́bal nyì-zwennə,
LUK.1.76	bə̀ ǹ mʼâ tó Cinu yé, ń kwɛrhɛ ń sɔ́má yá,
LUK.1.77	ń ce ń dwí rí lwar bə̀ ń la rə zõ rə̀ yə̀-bəlwàálɛ́ wa.
LUK.1.78	Nə́ Yi rí wɔ́ wu-bɔ̀nɔ̀ ǹdə́ nɔ̀nɔ̀-dǔr cí.
