GEN.1.1	Kì ri cɑ̈gø cøn, Jwøk ɑ́cwɑ̈j-ɑ mɑl kí piny. 
DEU.4.10	ki gïg-ɑ ɑ́cwöb kì cyɑ̈ng-ɑ ɑ́cungi wun kì bøli Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, kì thɑ Kïti Sinɑy, kí kɑ ɑ́köbbe yɑn kinni, ‘Cwøl teedø, o ge lïngi gen gïn-ɑ dwɑddɑ kwøbø, o ge dïd gen ki mïdhi ciggɑ, ki cyɑ̈ng-ɑ óbëëd gen kì kömi piny, o nyigi gen ólony ki pwönyø yi gen.’
DEU.4.12	Köbbu gen ki kër-ɑ ɑ́kööb Jwøng-ɑ Ácwɑ̈ɑ̈j ki wun, e kööb ɑ yij mɑc, kí kɑ ɑ́lïngii yi wun e okööbø, de pɑ nenni yi wun, wu lïng-ɑ cwɑg keti gen. 
DEU.4.13	 Kɑ wu nyudhe kinni mïdhu lwöbø men-ɑ kɑɑm wuki en, kí Cigg-ɑ Pyɑ̈rø møg-ɑ ɑ́gweede kömi ópɑ̈nni kït ɑ́ryew. 
DEU.4.14	 Yɑ ɑ́köbbi yi Jwøng-ɑ Ácwɑ̈ɑ̈j kinni pwönyɑ wun ki cigg bënn møg-ɑ ómïdhi yi wun kì piny-ɑ yije kedhi yi wun, ɑ́ men kwɑny yi wun.
DEU.4.15	“Keny-ɑ ɑ́kööb Jwøng-ɑ Ácwɑ̈ɑ̈j ki wun kì Kïti Sinɑy, kì yij mɑc, nuti liidh wun mɑ bëëde kidï. Menɑni bɑ kiper wun, ɑdɑ́ cyee, 
DEU.4.16	 wu ko røngi kɑ ri wun göggi wun ki ngïji jwøg me pɑth kinni tek, cɑgg e gwøg ɑ́ jɑlø wɑlɑ̀ dhɑjø, 
DEU.4.17	 lɑ̈y wɑlɑ̀ winyø, 
DEU.4.18	gïn mulli kì piny wɑlɑ̀ rëjø. 
DEU.4.19	Ri wun ko wëggu thɑbø, kɑ wu døøg-ɑ be kwɑjji gïg-ɑ nenni yi wun kì mɑl, ɑ løg cɑ̈ng, kí dwɑ̈y, kí kyell. Gïgɑni ɑ́mëgg-ɑ pödhh-ɑ kyeelø yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, o gï mɑlli gen. 
DEU.4.20	 De wun, wu ɑ́kwɑny yi Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ wu kɑ̈ɑ̈le wɑ̈g kì yij mɑc, kì Rïp, wu ɑ́kɑ̈ɑ̈l yi en kɑ per kinni o wu gwøge wun ɑ́ jie ni kɑ̀ bëëd wun dicyɑ̈ngtïn. 
DEU.4.21	 Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, pyëwe ɑ́rënyi ki yɑn, kɑ yɑ mɑ̈ɑ̈ne bɑ̈ɑ̈ni Nɑm Urdun. Yɑ ɑ́mɑ̈ɑ̈ne kedhi piny-ɑ mëgge wun, piny-ɑ lɑ̈be med kì bɑng gööj wun. 
DEU.4.22	Yɑ óthøw kì piny men, nɑm pɑ bɑ̈ɑ̈nɑ, de wu ókedh, kɑ wu pëgg-ɑ pinyɑni, piny-ɑ lɑ̈be med. 
DEU.4.23	Wɑ̈thi wun ko wïl cyee ki mïdhi lwöbø men-ɑ kɑɑm wun ki Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j. Mïdhu cigge, kɑ ri wun ko göggi wun ki ngïji jwøng mɑlli yi wun, 
DEU.4.24	 mɑ́ Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j nɑ mɑc me ceg rɑ̈b, o bɑ Jwøk me rɑj ki tyiel.
DEU.4.25	“Cɑgg ɑ́ keny-ɑ ópëggi wun pinyɑni, kɑ wu onywølø ki nyigi wun, kɑ wu óyïddø ki kwɑrri wun, ri wun ko göggi wun ki ngïjji jwögg mø pɑth kinni tek. Menɑni bɑ gïnrɑj kì yï Jwøng-ɑ Ácwɑ̈ɑ̈j, o pyëwe bɑ men rënyi. 
DEU.4.26	Anɑn wu ɑ́cyɑ̈ngi ki bɑ̈ɑ̈ni Nɑm Urdun, de yɑ cwööl-ɑ mɑl kí piny, o ge lïngi gen møg-ɑ köbbɑ wun, o wu ócɑy yi gen keny-ɑ ópyem wun møg-ɑ köbbɑ wun, ke pyem wun dhøgɑ, wu bɑ møg jwɑn lɑ̈ɑ̈nyø kì pinyɑni, wu pɑ mɑ̈gi ki keny me bɑ̈ɑ̈r. 
DEU.4.27	 Wu ókedhhi yi Jwøng-ɑ Ácwɑ̈ɑ̈j kì kelli ji møøgø, o bɑ mø nøg ɑ óbødh kì kelli wun kì kunɑni. 
DEU.4.28	Kì kunɑni, wu ókwɑjji jwögg møg-ɑ ógwøgø ki cingi dhɑnhø; jwögg-ɑ ógwøgø ki yɑdh geki kït, jwögg-ɑ pɑ nëënø, ɑ pɑ lïngø, ɑ pɑ cyɑ̈mø wɑlɑ̀ ɑ pɑ ngwɑ̈jø. 
DEU.4.29	 Kì kunɑni, Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, óyɑb yi wun, o óyod yi wun, keløg e óyɑb yi wun ki pëthi wun bënn. 
DEU.4.30	Keny-ɑ ópɑ̈dhi wun yethi ɑkørr, kɑ gïgɑni bënn bï-ɑ kömi wun, wu ódøøg kö Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ kwøbbe lïngi yi wun. 
DEU.4.31	Wu pɑ wiye piny, wɑlɑ̀ wu pɑ ryɑ̈g yi en, o wïje pɑ wïl ki lwöbø men-ɑ ɑ́lwøb yi en kiree geki kweyyi wun, mɑ́ e bɑ Jwøng lɑ̈mpyëwe pɑ nyi thumi.
DEU.4.32	“Yɑ̈ɑ̈b wun ki tyelli kwøb, cɑg kì kër-ɑ ɑ́cwɑ̈ɑ̈j dhɑnhø yi Jwøk kì kömi piny. Yɑ̈ɑ̈b wun kì yij piny bëne. Dɑ gïjø me dwøng ni men, mɑ ɑ́cwöb cøn? Dɑ dhɑnhø mɑ ɑ́pɑ̈nyi lïngø ki gïn ni menɑni? 
DEU.4.33	Dɑ ji mɑ ɑ́cög ge nuti thøø keny-ɑ ɑ́lïngi gen Jwøk e okööbø kì yij mɑc ni wun? 
DEU.4.34	Dɑ jwøg mɑ ɑ́pɑ̈nyi kedhø, kɑ okööbø ki ji kì pödhø megø, kɑ gï gwøge gɑ jie, ni Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ ɑ́kɑ̈ɑ̈l wun kì Rïp? Tege ɑ́nyodhe kì bøli wun, ɑ́bï ki ryɑ̈g geki liny, kɑ ogöögø ki gïïngɑ̈ngø, kɑ gïg mø böggi yi ji göjje cwöbø. 
DEU.4.35	 Gïgɑni ɑ́gwøg yi Jwøng-ɑ Ácwɑ̈ɑ̈j kɑ per kinni, o yod yi wun kinni, e kete ɑ bɑ Jwøk, bong jwøg megø. 
DEU.4.36	Wu ɑ́wëgge lïngi cwɑgge, e cwɑgge kɑ̈ɑ̈l-ɑ mɑl, kipe kinni, o cugge cegi wun, kɑ mɑc mee Kwërø wëgge lidhø yi wun kì piny keny. 
DEU.4.37	Wu ɑ́myege, mɑ́ kweyyi wun mɑɑr yi en, kɑ wu kɑ̈ɑ̈le wɑ̈g kì Rïp ki tege, teng-ɑ dwøng. 
DEU.4.38	Ácyɑ̈dhi kì bøli wun kɑ pödhh mø døngø kibøli wun cyedde. Kipe kinni, o wu kïdhe piny-ɑ bɑ mi wun. 
DEU.4.39	Pɑ̈ddi wun dicyɑ̈ngtïn, kɑ cïb wun pëthi wun kinni, Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, bɑ Jwøk kì mɑl kí piny. Bong jwøg megø këti. 
DEU.4.40	Mïdhu cigge bënn, cigg-ɑ mëggɑ wun dicyɑ̈ngtïn, o wu óbëëd wun ki tɑrø wuki nyingi wun, kí kwɑrri wun, kì piny-ɑ mëggi wun yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, o runni wun óbëëd ge ngenyø, o pinyɑni cöge ɑ́ mi wun gïti ɑtheer.”
DEU.4.42	gɑ kɑ̈dd møg nyi yömmi yi ngɑn nɑ̈g dhɑnhø, e yieel-ɑ wëye kunɑni, keløg dhɑnhø ceg-ɑ gwɑ̈nyø kì cinge, e bong mɑ̈ɑ̈nø mɑ ɑ́ying kɑɑm gen ki wɑɑd gen menɑni. Yömme yij kɑɑl ɑ́kyel kì kelli kɑ̈ddɑni, o cöge e pɑ nɑ̈g. 
DEU.4.43	Gøl Ruben nyi yömme Bedher, kɑɑl-ɑ yij thwørø, o gøl Gɑd nyi yömme Rɑmöth kì Gilyɑd, o gøl Mɑnɑsè nyi yömme Gölɑn kì myërri Bɑcɑn.
DEU.4.44	Ciggi Jwøk geki pwönye ɑ́mëggi tyëng Isrɑil yi Mosɑ̀. 
DEU.4.45+DEU.4.46	Ge ɑ́bëëd ge rum bëën wɑ̈g kì Rïp, o ge bëëd ɑ yij tör kì kömi Nɑm Urdun kì wɑɑng cyɑ̈ɑ̈ng mwøl, kì bøli Betpeor. Kenyɑni ɑ ɑ́muuje ciggɑni. Pinyɑni ɑ́bëëd ɑ́ mi Rɑ̈dh Sïön, rɑ̈ɑ̈dh tyëng Amör, ɑ ɑ́jyɑ̈ɑ̈g kì Kicbön. Áceg kɑ tyɑmø yi Mosɑ̀ geki tyëng Isrɑil keny-ɑ ɑ́bëën gen ge kɑ̈ɑ̈l-ɑ Rïp. 
DEU.4.47	Kɑ pinye kwɑny yi gen geki piny Rɑ̈dh Og, rɑ̈ɑ̈dh Bɑcɑn, rɑ̈ɑ̈dh tyëng Amör, rɑ̈nh-ɑ kyeelø, ɑ ɑ́ying løøg Nɑm Urdun kì wɑɑng cyɑ̈ɑ̈ng mwøl. 
DEU.4.48	Pinyɑni kön-ɑ́ɑ̀ kɑɑl Aröeer kì tøg töör Arnön e gït-ɑ Kïti Sïrïön, ɑ løg Kïti Kermön. 
DEU.4.49	Arëbi thyew ki piny-ɑ løøg Nɑm Urdun kì wɑɑng cyɑ̈ɑ̈ng mwøl, e töng-ɑ wɑɑng wurlwɑl, kì kömi Luuy Omelø, gïti thɑ Kïti Pisgɑ̀ kì wɑɑng cyɑ̈ɑ̈ng mwøl.
DEU.5.1	Kɑ tyëng Isrɑil bënn cwøøl kej ɑ́kyel yi Mosɑ̀, ɑköbbe gïn kinni, “Wun ɑ tyëng Isrɑil, lïngu cigg-ɑ köbbɑ wun dicyɑ̈ngtïn. Dïd wun ciggɑni kɑ ge mïdhi wun. 
DEU.5.2	Jwøgee, Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ́nywɑ̈ɑ̈g ki kwøb kí wɑ kì Kïti Sinɑy. 
DEU.5.3	Kwøbbɑni nuti nywɑɑg en kɑ wëëgee, dɑ́ kí wɑ, wɑ ɑ nud èn bënn wɑ onëënø. 
DEU.5.4	Jwøk ɑ́kööb ɑ bøli wun, e kööb ɑ wïj kït kì yij mɑc. 
DEU.5.5	Yɑ ɑ́bëëd yɑ ócungø kì kɑɑm wun, wuki Jwøng-ɑ Ácwɑ̈ɑ̈j, o wu nyi dwöggɑ møg-ɑ kwøb yi Jwøng-ɑ Ácwɑ̈ɑ̈j, mɑ́ wu ɑ́bwøg yi mɑc, kɑ wu ocögø wu pɑ yedhi wïj kït.
DEU.5.5	“Jwøng-ɑ Ácwɑ̈ɑ̈j ɑ́kööb kinni, 
DEU.5.6	‘Bene yɑn, Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ ɑ́kɑ̈ɑ̈l yïn wɑ̈g kì Rïp, kej bɑ̈ɑ̈ngø.
DEU.5.7	“ ‘Ko di jwøg me mɑlli yi yïn den-ɑ́ yɑ ketɑ.
DEU.5.9	 Rií ko bøødh bøli ngïji jwøg me pɑth, ko mɑɑl, mɑ́ yɑn yɑ Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j, yɑ pëddi tyiel. Tyëng-ɑ mɑɑn yɑn nyi cɑyɑ’ cɑyø geki kwɑrri gen gïti ngween rïjj. 
DEU.5.10	De døøjɑ nyi nyudhɑ’ rïjj ɑ́lïp mø kwɑnni gen ngenyø, ɑ løg ji-ɑ mɑɑr yɑn, o ciggɑ omïdhø yi gen.
DEU.5.13	 Yïí dɑ cyɑ̈ng ɑ́bïkyel møg yethi gen göög yi yïn ki gwøgí, 
DEU.5.14	de bïryeew cyɑ̈ng bɑ cyɑ̈ɑ̈ng ywömø, bɑ ɑthyey ɑ́ miɑ. Bong dhɑnhø me göögø kì cyɑ̈ngɑni, ko di gïn gwøg yi yïn, wuki nyigí, kí bɑ̈nggí, kí ɑderrí, kí tyëngpɑth møg-ɑ bëëdø kì butí. Ywööm bɑ̈ngí ceth ni yïn. 
DEU.5.15	Nyi pɑr kinni, yï ɑ́bëëd yï bɑ bɑ̈ng kì Rïp, o bɑ yɑn, yɑ Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ ɑ́yiel yïn ki tegɑ, teng-ɑ dwøng. Bene ɑ bɑnge cegɑ yïn kinni, kwër cyɑ̈ɑ̈ng Sɑbɑth.
DEU.5.23	“Keny-ɑ ɑ́lïngi wun cwɑggɑni ge kɑ̈ɑ̈l-ɑ yij muudhø, e kït ceg-ɑ lyelø, ɑbëën jɑggi wɑ̈thi kɑ̈lli wun yïɑ. 
DEU.5.24	Kɑ ge okööbø kinni, ‘Jwøgee, Jwøng-ɑ Ácwɑ̈ɑ̈j, wø ɑ́nyudhe dönge geki mɑ̈re keny-ɑ ɑ́kööbe kì yij mɑc, e olïngø yi wøn! Áyod yi wøn dicyɑ̈ngtïn kinni dhɑnhø ócuggø cöögø e pɑ thøw, cɑgg Jwøk kööbø ki en. 
DEU.5.25	Dɑ́ kipe ngø ɑ bøy wøn thøø këti? Wø pɑ nɑ̈g yi mɑc menɑni? Ngɑ̈nyi yi wøn, wø ceg-ɑ thøø ke lïngi wøn Jwøøg wøn, Jwøng-ɑ Ácwɑ̈ɑ̈j, e okööbø këti. 
DEU.5.26	Á dhɑnhø mɑ ngø ɑ ɑ́lïngi Jwøng-ɑ Nëënø e okööbø kì yij mɑc, kɑ ocögø e pɑ thøw? 
DEU.5.27	Mosɑ̀, Døøg, kɑ møg-ɑ ókwøb yi Jwøgee, Jwøng-ɑ Ácwɑ̈ɑ̈j lïngí. Kɑ yï dwöög be köbbi wøn møg-ɑ óköbbe yïn, møgɑni ólïngi yi wøn, kɑ gïn-ɑ dwɑdde gwøg wøn.’
DEU.5.28	“Keny-ɑ ɑ́lïngi møgɑni yi Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑköbbe yɑn kinni ‘Møg-ɑ ɑ́kwøb yi jiɑni ɑ́lïngɑ, o kwøbbi gen bɑ dyër. 
DEU.5.29	Ge ce di cög ge rum ɑ nï! Ke wør gen yɑn, kɑ gïn-ɑ köbbɑ gen nyi gwøg yi gen, bong gïn jɑ̈ddi gen geki kwɑrri gen gïti ɑtheer. 
DEU.5.30	Kedh köbbí gen døøg gen yethi kemmi gen. 
DEU.5.31	De yïn, Mosɑ̀, bëëd kì butɑ keny, o yï mëggɑ ciggɑ geki kwöngɑ. Pwönyi gen teedø, o gï ómïdhi gen kì piny-ɑ mëggɑ gen.’
DEU.5.32	“Wu tyëng Isrɑil, nyi gwøg wun møg-ɑ ɑ́cïgi wun yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j. Ko di ɑ́kyel me pyem yi wun kì ri cigge. 
DEU.5.33	Mïdhu cigge bënn, o bëëde e bong gïn jɑ̈ddi wun, o wu óbëëd wun ki døøjø kì piny-ɑ óbëëd ɑ́ mi wun.
DEU.6.1	“Møg bene gen cigg geki kwöng, møg-ɑ ɑ́köbbi yɑn yi Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j, i pwönyɑ gen yïn. Mïdhí ciggɑni kì piny-ɑ óbëëd ɑ́ mi wun. 
DEU.6.2	Mïdhí ciggɑni wuki kwɑrrí kidøøj. Kɑ Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j wøør, kɑ kwøbbe lïngí. Kɑ cigge mïdhí ki runn-ɑ nud kì kömi piny bënn, o yï óbëëd kì pinyɑni ki keny me bɑ̈ɑ̈r. 
DEU.6.3	Lïngu gen, wu tyëng Isrɑil, kɑ ge mïdhi wun! O óbëëd e bong gïn jɑ̈ddi wun, o wu ógöög wun ki pödhø me dwøng, me kɑ̈rø kì yij piny-ɑ mulli yi cɑg geki møøw kïc, ni kɑ ɑ́kööb Jwøøg kweyyi wun, Jwøng-ɑ Ácwɑ̈ɑ̈j.
DEU.6.5	 Mɑɑr Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j ki pyëwí bëne, kí wëyí bëne, kí tegí bëne. 
DEU.6.6	 Wïjí ko pɑ̈nyi wïlø ki cigg-ɑ mëggɑ yïn dicyɑ̈ngtïn. 
DEU.6.7	Pwönyí gen nyigí. Nyi cigí gen kwøbø kenyi ying wun kɑl, kí kenyi ying wun wɑ̈g; kenyi bëëd wu ywöm-ɑ ri wun, kí kenyi bëëd wun wu ogöögø. 
DEU.6.8	Twööju gen bɑ̈ddi wun, kɑ ge rug wun kì bøli wun, gɑ møg nyi pɑ̈ddi wun. 
DEU.6.9	Gweedu gen ɑ́dyëddi uddi wun, kí dhøggi dörri kɑ̈ddi wun.
DEU.6.11	Ud óbëëd ge pɑ̈ng yi jɑmmì mø nuti kïdh-ɑ yi wun yethi gen. Kunɑni dɑ yïïth mø nuti kony-ɑ yi wun, kí bɑ̈ggi yenh mø nuti pidh-ɑ yi wun. Keny-ɑ ókïdhi wun pinyɑni yi Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ gïg-ɑ dwɑddu cɑmø bënn yood wun kunɑni, 
DEU.6.12	wɑ̈thi wun ko wïl ki Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ ɑ́yïëël wun wɑ̈g kì Rïp, kun-ɑ ɑ́bëëd wun, wu bɑ bɑ̈ngg. 
DEU.6.13	 Wør Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ mɑllí e kete kete, kɑ yï nyi köngí ki nyinge kete. 
DEU.6.14	Yï ko mɑ̈ddi ki jwögg møøgø, kì kelli jwöggi ji-ɑ bëëdø kì bɑdhhi wun. 
DEU.6.15	Keløg wu ókwɑ̈jji ki jwögg møøgø, Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j pyëwe órënyi ki wun, kɑ wu nɑ̈ge kì pinyɑni, mɑ́ Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ bëëdø kì kelli wun, pëddi tyiel.
DEU.6.17	Mïdhu ciggi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j ceth. 
DEU.6.18	Nyi gwøgu gïn-ɑ kwøb yi Jwøng-ɑ Ácwɑ̈ɑ̈j kinni døøj ki gwøgø, o bëëd e bong gïn jɑ̈ddi wun, o wu ócuggi wun ki kwɑnyi piny-ɑ døøj, ɑ ɑ́köbbe kweyyi wun, 
DEU.6.19	kɑ ji mø mɑ̈n ki wun cyeddi yi wun ni kɑ ɑ́kööb Jwøng-ɑ Ácwɑ̈ɑ̈j.
DEU.6.20	“Keny-ɑ ópyëëj yïn yi nyigí dhuki megø kinni, ‘Á cigg mɑ ngø ɑ ɑ́mëggi wun yi Jwøgee, Jwøng-ɑ Ácwɑ̈ɑ̈j?’ 
DEU.6.21	Kɑ ge köbbí kinni, ‘Wɑ ɑ́bëëd wɑ bɑ bɑ̈nggi rɑ̈ɑ̈dh Rïp, de wɑ ɑ́yïëël wɑ̈g yi Jwøng-ɑ Ácwɑ̈ɑ̈j ki tegø. 
DEU.6.22	Jwøng-ɑ Ácwɑ̈ɑ̈j ɑ́göög ki gïïngɑ̈ngø, wø onëënø ki nyingi wøn. Möy! Bɑ gïgrijjø mø ni ngø ɑ ɑ́gögge Rïp geki rɑ̈dhe, kí gøl rɑ̈dh geki jyɑ̈gge bënn! 
DEU.6.23	Wɑ ɑ́göönye wɑ̈g kì yij bɑ̈ɑ̈ngø kì Rïp, ɑkɑ̈ɑ̈le wɑ piny men, ni kɑ ɑ́köbbe kweyyee cøn kinni pinyɑni ómëgge wɑ. 
DEU.6.24	Codhe ɑköbbi wɑ yi Jwøgee, Jwøng-ɑ Ácwɑ̈ɑ̈j kinni i mïdhi wɑ cigg møgɑni bënn, kɑ Jwøgee wør yi wɑ, o wɑ kor yi en, o wɑ óbëëd wɑ ki døøjø e bong gïjø me cɑ̈nni wɑ, ni kɑ̀ bëëd wɑ dicyɑ̈ngtïn. 
DEU.6.25	O bëëdø men-ɑ døøj kì yïee wɑng-ɑ mïdhi kwöngɑni geki gøggi møg-ɑ ɑ́cïgi wɑ yi Jwøgee, Jwøng-ɑ Ácwɑ̈ɑ̈j.’
DEU.7.2	Keny-ɑ ócïb jurrɑni bënn cingí yi Jwøgí, Jwøng-ɑ Ácwɑ̈ɑ̈j, nɑ̈g gen bënn. Wu ko lwööb kí gen, pyëwí ko lɑ̈ɑ̈m kí gen. 
DEU.7.3	Rií ko wëggí nyömø ki nyɑɑr gen, kɑ wɑ̈ddí ko nyömi ki nyigi gen, wɑlɑ̀ nyɑrí ko nywøm yi gen, 
DEU.7.4	kipe nyigi wun óthɑɑb yi gen be mɑlli jwögg-ɑ pɑth ki dyër, kɑ pyëw Jwøng-ɑ Ácwɑ̈ɑ̈j órënyø, kɑ wu jwɑne ki nɑ̈gø. 
DEU.7.5	 Keny-ɑ ómɑg wun pinyɑni, cøør wun këlli lɑm mø gen piny, kɑ yïkki gen pyeed wun piny, kɑ löjji Aceerɑ̀ tørri wun, kɑ ngïjji jwöggi gen rɑ̈b wun ki mɑc. 
DEU.7.6	 Gwøgu møgɑni, mɑ́ wu bɑ jii Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j. Wun ɑ ɑ́yieny yi en kì kelli jurri kömi piny bënn, o wu bëëd wun, wun ɑ́ jie.
DEU.7.7	“Pɑth kiper ngenyi kwɑnni wun kibøli jurr-ɑ kyeelø, ɑ ɑ́mɑɑr wun yi Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ wu yienye wun ɑ́ møge, kwɑnni wun nøg kibøli pödhh-ɑ kyeelø kì kömi piny. 
DEU.7.8	De Jwøng-ɑ Ácwɑ̈ɑ̈j wu ɑ́mɑɑre, kɑ lwöm-ɑ ɑ́ying kɑɑme kí kweyyi wun mïdhe. Bene ɑ bɑnge yiele wun kì cingi rɑ̈ɑ̈dh Rïp, kì yij bɑ̈ɑ̈ngø, kɑ wu kɑ̈ɑ̈le wɑ̈g ki tegø. 
DEU.7.9	 Wɑ̈thi wun ko wïl kinni Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, en ɑ bɑ Jwøk, ɑ nyi mïdhi kwøbbe geki lwöm-ɑ ɑ́lwøbe. Lwöbø nyi mïdhe’ mïdhø, o mɑ̈ɑ̈dø mee nyi nyudhe’ ji-ɑ mɑɑrii, ɑ mïdhi cigge kì yethi rïjj ɑ́lïp, 
DEU.7.10	de tyëng-ɑ mɑɑnii nyi cɑye’ cɑyø. 
DEU.7.11	Anɑn mïdhu møg-ɑ ɑ́pwönyi wun, mïdhu cigg-ɑ ɑ́mëggɑ wun bënn dicyɑ̈ngtïn.
DEU.7.13	Wu ómɑɑre kɑ wu gyëdhe, o wu óbëëd wun kì piny-ɑ lɑ̈be med, yï wun dɑ nywøl, kɑ kwɑnni wun óngënyø. Pwödhhi wun ógyëdhe, o wu óbëëd wun yï wun dɑ byel, kí møgi oløg, ki møøw dhetun. Kɑ wu gëdhhe dhög ki dyëg mø ngenyø. Gyëdhhɑni bënn ómëgge wun, kì yij piny-ɑ ɑ́köbbe kweyyi wun, kinni gø ómëgge wun. 
DEU.7.14	Bong pödhø megø kì kömi piny men-ɑ ógyëdh ni wun. Bong bwøj men-ɑ óying me nud kì kelli wun, o bong ɑ́ror men-ɑ óløg me nud kì kelli jɑmmi wun. 
DEU.7.15	Wu ókorri yi Jwøng-ɑ Ácwɑ̈ɑ̈j ki rɑ̈ɑ̈m dëllì, wu koo göjje rɑ̈ɑ̈m dëll-ɑ rijjø møg-ɑ ɑ́lidh yi wun kì Rïp, de gïgɑni ógöjje tyëngmɑ̈ɑ̈nø bënn. 
DEU.7.16	Rënyu pödhh-ɑ ócïb cinggi wun yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, nɑ̈gu gen kɑ pëthi wun ko lɑ̈ɑ̈m kí gen. Jwöggi gen ko kwɑjji wun kipe ge ógöögø ki ɑ́kɑ̈lli thøø kì cwɑggi wun.
DEU.7.17	“Wu ko kööb kinni jurrì møgɑni døngø kibøli wun, o ge pɑ lwɑ̈ng yi wun ki tyɑmø. 
DEU.7.18	Wu ko böggi yi gen, nyi pɑrru gïg-ɑ ɑ́göggi rɑ̈ɑ̈dh Rïp geki tyëng pödhe bënn yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j. 
DEU.7.19	Nyi pɑrru ryɑ̈g men-ɑ ɑ́lidh yi wun kí nyingi wun, kí gïïngɑ̈ngø, kí ngïjjì møg teg, geki teng-ɑ dwøng men-ɑ ɑ́yieel wun yi Jwøng-ɑ Ácwɑ̈ɑ̈j. Rëny-ɑ ɑ́rënye Rïp, en ɑ órënye jurr-ɑ böggi yi wun ɑnɑn bënn. 
DEU.7.20	Ge ógöjji ryɑ̈g yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ møg-ɑ ópɑ̈nni kì kelli gen nɑ̈ge. 
DEU.7.21	Wu ko böggi yi gen, mɑ́ Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j ying-ɑ kelli wun, o bɑ Jwøk me dwøng me böggi kiree. 
DEU.7.22	Jurrɑni ónyiige kì bøli wun ceth. De gï koo cyedde wïj ɑ́kyel, kipe kwɑnni lɑ̈yyi pɑ̈l óngënyi kibøli kwɑnni wun, kɑ wu óböggø yi gen. 
DEU.7.23	Ge ócïb cinggi wun yi Jwøng-ɑ Ácwɑ̈ɑ̈j ceth, mɑ́ gï ógöjje böggø yi wun. Ge ótyɑm yi wun kɑ ge nɑ̈g yi wun. 
DEU.7.24	Rɑ̈nhi gen ówëgge tyɑmø yi wun. Ge ónɑ̈g yi wun kɑ ge owïlø kì wɑ̈ɑ̈th. Bong dhɑnhø men-ɑ ócungi kì bøli wun gïti keny-ɑ ónɑ̈g wun gen bënn. 
DEU.7.25	Rɑ̈bu ngïjji jwöggi gen, kɑ dhɑb kí ɑ́teng-ɑ ri gen ko kwɑny wun, mɑ́ ge mɑɑn yi Jwøøg wun, Jwøng-ɑ Ácwɑ̈ɑ̈j, o ge bɑ møg-ɑ ógöögø ki ɑ́kɑ̈lli thøø kì cwɑggi wun. 
DEU.7.26	O gïg-ɑ mɑɑn yi Jwøng-ɑ Ácwɑ̈ɑ̈j ko kɑ̈ɑ̈l wun yethi kɑ̈lli wun, kipe wu óyïddi ki göj kì bɑng gen. Bɑnyu ngïjji jwöggɑni kɑ ge mɑɑn wun, kipe cyënni gen óbï kömi wun, mɑ́ ge bɑ mø cyën.
DEU.8.1	“Mïdhu cigg-ɑ ɑ́mëggɑ wun bënn dicyɑ̈ngtïn, o wu ónëën wun, o kwɑnni wun óngënyi gen, o wu ókwɑnyu piny men-ɑ ɑ́kwøb yi Jwøng-ɑ Ácwɑ̈ɑ̈j kinni gø ómëgge kweyyi wun. 
