GEN.1.1	Soo 'udechoo whe'whudit'en whe Yak'usda (Elohim)
GEN.21.19	'Ink'ez Yak'usda (Elohim) ts'eke hoon'en yulhtsi le'yinla 'ink'ez nyo too diz'ai-un ka k'et 'et whutilh'en, 'ink'ez nyoo 'uzuz be too sulhdzo-i nuya'a-i, 'i yudilhbun 'ink'ez duyaz cha too yugha nilhdzo.
GEN.21.20	'Et Yak'usda (Elohim) ndun duneyaz yulh 'unt'oh 'ink'ez nizyai. 'Ink'ez nyo chuntoh 'et whut'i 'ink'ez k'aza be' tutsoh suli'.
GEN.21.21	Keyoh Paran huwhutni-un chuntoh 'et whuti 'ink'ez ooloo Egypt whut'en-un ts'eke 'en yuba yilhchoot oo'at yutaleh ha.
GEN.21.22	'Et 'uhooja 'owhuya whudizulh Abimelech 'ink'ez Phicol, lhuganne bumoodih, Abraham huyulh yailduk 'ink'ez 'uhuyulhni, “Nts'oh tila ne'int'en-un ts'iyawh Yak'usda (Elohim) nyulh 'unt'oh.
GEN.21.23	'Et huwa Yak'usda (Elohim) nalh sudini sts'u haindene cha ndun syaz cha, danyusla la ngha te'nuszun whe ne'nyuzus'en whe nyun cha whuz un'a ne'solh'en ndi yun k'ut cha, ookw'ut ninya-i cha.”
GEN.21.24	'Et Abraham 'utni, “A whuz un'a nahutisyeh.”
GEN.21.25	'Et Abraham, Abimelech hukwa' yudani', di ha Abimelech oonatne'ut'enne ndi too diz'ai-un ooghu huhoolhchoot.
GEN.21.26	'Et Abimelech 'utni, “'Aw t'eoonuzuzun njan duhooja-un 'aw sulhdinel, 'andit dzin 'et 'andits'iya t'eooniszin.”
GEN.21.27	'Et Abraham 'usbai cha, musdoos dune cha, 'i Abimelech gha ininla 'ink'ez nahult'oh lhba khuni be ba lhaoodulya.
GEN.21.28	'Ink'ez Abraham lhtak'anti 'usbaiyaz, ts'ekoo 'usbaiyaz 'i udun neininla.
GEN.21.29	'Et Abimelech Abraham yoodulhkut, “Dahoont'oh huwa ndi lhtak'ant'i 'usbaiyaz 'udun neninla?”
GEN.21.30	'Et 'uyulhni, “Ndi lhtak'ant'i 'usbaiyaz sla k'ez olhchoot 'i gha t'eoonudzun, njan too diz'ai-un si 'uwhusla whe' hoont'oh”
GEN.21.31	'Et huwa njan 'et Beersheba whulhni nahult'oh lhts'un nahuhisda-un 'et huwa.
GEN.21.32	'Et njan Beersheba 'et khuni buba lhaoodulya, 'et Abimelech dunadija, Phicol lhuganne bumoodih bulh 'ink'ez Philistinene bukeyoh ts'e whuz whenahit'az.
GEN.21.33	'Et Abraham nyo Beersheba 'et tamarisk duchun 'i nyoh 'et 'ainanla, 'ink'ez 'et Moodihti (Yahweh Olam)
GEN.21.34	'Ink'ez Abraham nyo Philistine bukeyoh 'et lhat dzin 'et usda.
GEN.22.1	'Et njan hukw'elh'az 'et 'uhooja, Yak'usda (Elohim), Abraham yoolhdzai 'ink'ez 'uyulhni, “Abraham!” 'Et Abraham 'utni, “Njan 'ust'en.”
GEN.22.2	'Ink'ez 'utni, “Nye' ilhchoot, nye' 'aw 'ilhogun Isaac ilhchoot ook'eintsi', 'ink'ez yun k'ut Moriah ts'e whuz ilhtelh. 'Ink'ez dolhk'un nyo dzulh nyu dutasnelh-un, 'et si sts'un dolhk'un sih.”
GEN.22.3	'Et Abraham 'ombun 'uda' dudinya, donkey hik'e 'inla 'ink'ez nane chilke 'enne cha dudulh hubutilh'az, 'ink'ez ooye' Isaac cha. Tsuz cha lhts'uneidilhnat yudutalhk'un wheni, 'ink'ez dudinya. Whuz Yak'usda (Elohim) whuyuntilhtun-un ts'e whuz whenya.
GEN.22.4	'Et whulh tat dzin Abraham 'et Abraham ndo yutan'en, 'et nyo nilhdza' 'et whutilh'en.
GEN.22.5	'Ink'ez Abraham nyoonne chilkeyaz 'ubulhni, “Njan donkey oozih suhke ndun tsoodun 'ink'ez n'un tat'us 'ink'ez Yak'usda (Elohim) oots'u teni'uznilhdzun, 'ink'ez sih nohghu naoot'as.”
GEN.22.6	'Et Abraham nyoo tsuz lhts'e nidilhnat-i yilhchoot 'ink'ez Isaac 'en yut'uyuz'ai yutooghe' ha. Didut kwun 'i yutiz'ai 'ink'ez lhuzti' cha 'ink'ez whehan'az.
GEN.22.7	'Ink'ez Isaac, Abraham dubá yulh yatilhduk 'ink'ez 'utni, “'Ubá!” 'Ink'ez Abaraham 'utni, “Sye', njan si 'ust'oh.” 'Ink'ez Isaac utni, “Whunilh'en! Kwun cha tit'ai 'ink'ez tsuz cha, 'ink'ez 'usbaiyaz dutalhk'un-i daja?”
GEN.22.8	'Ink'ez Abraham 'utni, “Sye' Yak'usda (Elohim) didutch'oh la ndi 'usbaiyaz netla yoolhtelh,” 'ink'ez nahult'oh whehan'az.
GEN.22.9	'Et ndet Yak'usda (Elohim) whenilhtan-un 'et nehunin'az 'ink'ez Abraham loodel 'inla 'ink'ez tsuz cha yuk'edinla 'ink'ez duye' Isaac yulhghel 'ink'ez tsuz yuk'eyilhti. 
GEN.22.10	'Ink'ez Abraham lhuztih yilhchoot 'ink'ez duye' yutuzilhghelh ha do dutilhni.
GEN.22.11	'Et hoonts'i Moodihti (Yahweh) oolizas yak'uz whuts'un yukahizya 'ink'ez 'utni, “Abraham! Abraham!” 'Et Abraham 'utni, “Njan 'ust'oh.”
GEN.22.12	'Ink'ez 'uyulhni, “Nye' ook'edolnih junih k'us hoonli 'onle' junih! 'Andit t'eooniszin Yak'usda (Elohim) be niljut, nye' 'en hoonts'i ooch'a lhuyoontun 'aw 'ilhoghun nye', si sch'a lhoontun.”
GEN.22.13	'Et Abraham ndo yutan'en 'ink'ez whunilh'en njan oot'a 'et 'usbai dune whutoh ts'uldílhtan, 'et oode be usdlooh. 'Et Abraham whuz whenya 'ink'ez 'usbai dune yílhchoot 'ink'ez 'i be yuts'e' dalhk'un ooye' yuk'edalhti.
GEN.22.14	Abraham nyo hoozi' whulhtsi, “Moodihti 'En Negha 'oo'alh (Yahweh-Yireh)
GEN.22.15	'Et Moodihti (Yahweh) oolizas 'en ndo yak'uz ts'un whulh nat hikahuyih,
GEN.22.16	'et 'utni, “Sich'oh ooghu nahizusya,” ni Moodihti (Yahweh), njan 'et dinja-un huwa, 'aw nye' 'en hoonts'i 'aw 'ilhoghun nye' 'en hoonts'i sch'a lhoontun.
GEN.22.17	Be soo hoonzoo-un 'i 'utisdlilh, mba soo hoonzoo-un tileh. 'Ink'ez nts'u haindene lhane whutaleh, sum k'un'a huldlai tileh, sai taba usdzai-i cha 'et 'ultsuk-i hutileh nts'u haindene, 'ink'ez nch'az ditnine bukeyoh 'i huyootatun.
GEN.22.18	Nts'u hainde-un ndi yun k'ut dune ts'iyawh soo hoonzoo-un bugha hóotalts'ulh, sk'un'a 'inja 'et huwa.”
GEN.22.19	'Et Abraham chilkeyaz bughu nahunt'az, dunahudit'az 'ink'ez keyoh Beersheba ts'e whehandil, 'ink'ez Abraham keyoh Beersheba 'et whut'i.
GEN.22.20	'Et 'uhooja hukw'elh'az Abraham hidani', “'Alha Milkah 'en cha buzkeh hooni Nahor nyulhutsin 'en buzkeh:
GEN.22.21	'Udetso ooyaz Uz huyulhni, bulhutsin Buz 'ink'ez Aram oobá Kemuel.
GEN.22.22	Chesed, Hazo, Pildash, Jidlaph, 'ink'ez Bethuel.”
GEN.22.23	'Ink'ez Bethuel 'en Rebekah ooyaz suli', ndune lhk'udine 'enne Milcah, Nahor bubulhtsi, Abraham bulhutsin.
GEN.22.24	Nahor ndun oo'at 'en yugha yulhtsi 'unt'oh, 'en boozi' Reumah, 'en cha buzkeh hooni: Tebah, Gaham, Thahash, 'ink'ez Maachah. 
GEN.23.1	Sarah 'en 127 be yus k'ut whe dazsai. 'Et njan duwhuldzoh Sarah khana'.
GEN.23.2	'Et Sarah 'en keyoh Kirjath Arba, (Hebron 'uhoont'oh) Canaan keyoh 'et dazsai 'ink'ez Abraham whusainya 'ink'ez Sarah yuk'enudleh 'ink'ez yuk'etso.
GEN.23.3	'Et Abraham ooch'a dazsai-un oobut dudinya 'ink'ez Heth buzkeh 'ubulhni,
GEN.23.4	“'Udun keyoh whut'en-un usli 'ink'ez ants'i nohtoh nusya. Yun sgha nuh'aih, ts'unk'ut wheni nohtoh sghu yaidlane 'et si 'abooslelh.”
GEN.23.5	'Ink'ez Heth ooye'ke 'uhuyulhni,
GEN.23.6	“Nemoodih, neoozilhts'ai, lerwe ye' dune uncha-un inli whe 'int'oh netoh, ndet hukwa' ninzun-un hoonzoo-un 'et nghu yaidlane 'abinle, 'aw nch'a ts'uhotun ait'oh. Dune 'atanlelh-un 'et si nghu yaidlane 'abonlelh.”
GEN.23.7	''Et Abraham dudinya 'ink'ez Heth buzkeh soo yun bubut nachaniti.
GEN.23.8	'Ink'ez 'ubulhni, “Hukwa' nahzun de njan snanto 'et 'abuhoolelh, soo zulhts'ai, Ephron, Zohar ooye' 'en bulh yalhduk.
GEN.23.9	Njan nyun k'ut whuz'ai-un ts'e'an Machpelah ooch'e', 'et sgha ho'alh, ndet 'ultsuk-un 'et la hosket 'ink'ez dune 'atislelh-un.”
GEN.23.10	'Et Ephron, Heth buye'ke butoh whut'i 'ink'ez Ephron Hitt whut'en-un 'unt'oh, 'en Abraham 'uyulhni. Heth buzkeh bunalh, njan keyoh whuti dati-un dandilhne 'uyulhni,
GEN.23.11	“'Awundooh smoodih! Soo zilhts'ai, njan yun 'ink'ez tse'an hukw'uh whuz'ai, nduwhulcho ngha oonus'ai ndune sdune'ne buzkeh bunalh ngha oonus'ai 'et nghu yaidlahne 'abinle.”
GEN.23.12	'Et Abraham ts'iyawh yun k'ut whut'enne bubut nachanitno,
GEN.23.13	'Ink'ez Ephron bulh yalhduk nyoonne dune bunalh ubulh 'uyulhni, “'Et sgha oonin'aih de soo zilhts'ai, sooniya hukw'elha tiselh njan yun, sooniya ilhchoot 'ink'ez 'et si sghu yaidlane 'abooslelh.”
GEN.23.14	'Ink'ez Ephron, Abraham 'uyulhni,
GEN.23.15	“Smoodih soo zilhts'ai, ndi yun dit whunizyat whunizyai (400) 'ultsuk-i silver 'et di whutaleh da' nyun si bulh eguz, 'et nghu yaidlane 'abinle.”
GEN.23.16	'Ink'ez Abrham Ephron yoozilhts'ai, 'ink'ez Abraham nyoo silver nuyulhdaz Ephron yuts'iyoozi-i nyoonne Heth buzkeh bunalh, dit whunizyat whunizyai (400) silver 'et 'ultsuk-i, 'oh da' 'i yutl'ayandzai.
GEN.23.17	'Et Ephron ooyun Machpelah 'uhoont'oh inle', Mamre whuzih, yun 'ink'ez tse'an cha 'ink'ez duchun cha nanudiz'a-i ts'iyawh yuyonket.
GEN.23.18	'Et Abraham nyoonne Heth buzkeh bunalh, 'ink'ez keyoh whuti dati 'et dandilhne cha, 'enne bunalh 'i oogha ininkat.
GEN.23.19	'Et hukw'elh'az Abraham du'at Sarah nyo tse'an 'et 'ayalhti, Machpelah ooyun k'ut, Mamre whuzih (Hebron 'unt'oh), Canaan keyoh 'et.
GEN.23.20	'Et nyo yun k'ut 'ink'ez tse'an cha ook'ut whuz'ai, 'i Abraham yonket, Heth buzkeh 'enne bubuyonket dune 'adutilalh wheni.
GEN.24.1	Abraham 'awet tube yoo'un uzulh 'ink'ez Moodihti (Yahweh) ts'iyaitsuk Abraham soo hoonzoo-un ba whulhtsi.
GEN.24.2	'Et Abraham yuba 'uten-un yoo'un uzulh-un, 'en yoh yuba huwunli-un ts'iyants'uk whumoodih yilh'i-un, 'en 'uyulhni, “'Anih njan swuz t'ah nedilnih.
GEN.24.3	'Ink'ez Moodihti (Yahweh) yak'uz whuYak'usda (Elohim), 'ink'ez yun k'ut whuYak'usda (Elohim) cha, 'en nalh sts'un nahitanyeh, 'aw njan Canaan whut'enne, 'enne butoh whust'ine buyaz ts'eke 'en sye' dune 'aw 'enne butoh 'aw oo'at sba tizulalhchulh.
GEN.24.4	'Et hoonts'i sich'oh skeyoh 'ink'ez sich'oh snatneke 'enne butoh 'et sye' Isaac oo'at ooba yitalhchulh.”
GEN.24.5	'Et nyoon yuba 'uten-un 'uyulhni, “'Ink'ez nyoon ts'eke 'aw ndiz hukwa lhe'nizun tila, 'et nye' whuz eh tistelh nts'ez de hakedanzut ts'e?”
GEN.24.6	'Et Abraham 'utni, “Huwinli 'aw sye' whuz tolhte' ait'oh.
GEN.24.7	Yak'uz whuMoodihti Yak'usda (Yahweh Elohim) 'en sbá ooyoh 'ink'ez ookeyoh whuz de hasalhti, sulh yailhduk 'ink'ez sts'un nahizya 'usulhni, ‘Mbene la nts'u haindene ndi yun bugha inus'ai.’ 'En la oolizas ntso yutilh'alh 'ink'ez sye' oo'at yutaleh-un 'en whuz de hatalhtelh.
GEN.24.8	'Et ndun ts'eke 'aw ndiz nyulh natit'us hukwa lhe'nizun de, 'et de ndi khuni be sts'un nahizinya-i gak natidleh, 'et hoonts'i 'aw sye' whuz tolhte' ait'oh.”
GEN.24.9	'Et nyoon hiba 'uten-un yuwuz t'ah nedilni Abraham 'ink'ez 'uyulhni, yutsu nahizya daja yulhni.
GEN.24.10	'Et nyoon yuba 'ut'en-un, whunizyai oomoodih ooch'e' khuna-i, camel huyulhni, yilhchoot 'ink'ez whenya. Ndai la oomoodih ooch'e' ts'iyawh didut oola k'et yuzdla whe' hoont'oh 'ink'ez dudinya. 'Ink'ez yun k'ut Mesopotamia, Nahor ookeyoh, 'et whuz whenya.
GEN.24.11	'Ink'ez nyo keyoh whughu ninya whe tadiz'ai, too k'et whuz'ai, 'et nyoo camel dugwut ts'i be 'et nebuninla, 'owhuya whudizulh 'et ts'ekoo too huhudilh
GEN.24.12	'Ink'ez 'utni, “O Abraham smoodih ooMoodihti Yak'usda (Yahweh Elohim), soo ts'ih-un un'a lhaoodoosleh-un 'et sgha oonin'aih 'ink'ez smoodih Abraham soo te'ninzun-i be ne'olh'en.
GEN.24.13	Whunilh'en njan too diz'ai-un 'et whuzih susyin, 'ink'ez njan keyoh whudune'ne butse'ke, too huhutidulh 'awet nilhdukw.
GEN.24.14	'Et lhaoodonleh mbe la ts'ekeyaz 'udutasnelh-un, nyoo too be silhdzo-i yun nenin'aih oosnai' sih dusni-un, 'en sih dooni', ‘Too intnai 'ink'ez nyoo camel 'i cha si oogha taoo'alh,’ sulhni-un, 'en 'oot'e', mba 'ut'en-un Isaac oo'at wheni 'et si t'eoonoszin, 'awet smoodih oogha t'e'ninzun hukw'un'a 'inla.”
GEN.24.15	'Et 'uhooja 'awhuz yalhduk whe 'et Rebekah huyulhni-un, Bethuel ootse', Milcah ooyaz, Nahor oo'at, Abraham bulhutsin, 'en 'owhuya too ha tizya 'oosa' duwus k'ut yulh'ai.
GEN.24.16	'Et nyoon t'etyaz, tube ts'ekezoo' 'aw dune yat'alhasnai 'awhuz unli, 'et nyooz too ha tizya nyoo dude 'oosa' yudilhbun 'ink'ez nyus de hanaja.
GEN.24.17	'Ink'ez nyoon Abraham yuba 'ut'en-un yududilhgai 'ink'ez 'uyulhni, “Sla 'ineh whe nyoo nye'oosa' be sulhdzo-i, too oosnai'-un sgha oonin'aih.”
GEN.24.18	'Et ts'ekeyaz 'uyulhni, “Too intnai smoodihti.” 'Ink'ez 'aho dude 'oosa' duwus k'eitiz'ai 'ink'ez dula ts'un ye neinin'ai, 'ink'ez yugha tanilhdzo.
GEN.24.19	'Et hukw'elh'az too utnai lhadutja whe 'et 'utni, “Nyoon camel 'i cha sih too nahootnai'.”
GEN.24.20	'Et soo 'aho 'et nyoo huye tatnai-i duchun 'i too huba idilhbun, 'ink'ez too diz'ai-un whuz whenalgih whe ndi camel ts'iyawh hititnelh huba.
GEN.24.21	'Ink'ez nyoon dune t'edusnih 'et la Moodihti (Yahweh) whusainya-un, ts'iyawh lhaoodutneh tila k'us gak tila.
GEN.24.22	'Et doo cha nyoo khuna-i camel tanatnai' hukw'elh'az 'et nyoon dune nyoo gwul dult'oh-i bunintsis huba, 'ilho shekel huyulhni, 'ilhudzin dune yuk'elha 'ut'ih-i 'uldaz lhulcho 'ink'ez nanki lachun huyulhya-i, 'i whunizyai shekel, 'i cha ts'iyawh gold 'unt'oh.
GEN.24.23	'Ink'ez 'utni, “Mbe ootse' inli whe 'int'oh? Sudini, mbá ooyoh neba soo' whulcho tilah 'et uztitez huba.?”
GEN.24.24	'Et 'uyulhni, “Si Bethuel ootse' Milcah ooyaz, 'en Nahor ooghu yulhtsi-un 'ust'oh.”
GEN.24.25	'Ink'ez 'on 'un cha 'uyulhni, ‘Tl'o cha lhai ts'ut'i, 'ink'ez tihtez-un cha soo' whulcho.”
GEN.24.26	'Et dune yo nenint'ai 'ink'ez Modihti (Yahweh) yuts'un teni' nalhdzin.
GEN.24.27	'Ink'ez 'utni, “Ooba 'ust'en-un Abraham ooYak'usda (Elohim) 'ink'ez ooMoodihti (Yahweh) cha 'en doti'. 'Aw ndun ooba 'ust'en-un ye yugha te'ninzun 'ink'ez ye ts'ih'un 'unt'oh-i cha yulalhditnih. 'Et si 'owhuya usyalh Moodihti (Yahweh) 'en ndun ooba 'ust'en-un oonatneke 'en whusunilhtan, 'et whuz oozusya.”
GEN.24.28	'Et nyoon t'etyaz yoh ts'u whelgai 'ink'ez duloo ooyoh ts'e hubudani'.
GEN.24.29	'Et Rebekah bulhutsin, Laban huyulhni, 'ink'ez Laban 'en n'az yuts'un telhgai 'ink'ez nyoon dune too diz'ai-un yuzih usyin-un, 'en yuzih neninya.
GEN.24.30	'Et 'uhooja nyoo yuni wheni yugha ininla 'ink'ez nyoo lachun wheni gha ininla 'i cha yunilh'en 'ink'ez nyoon dulhtus ooghuni yudants'o 'et 'ink'ez 'utni, ‘Whuz un'a dune sulh yalhduk,’ 'ink'ez nyoon dune yubut neninya 'ink'ez 'et yubut usyin nyoo camel oozih cha too k'et whuzih.
GEN.24.31	'Et 'uyulhni, “Daninyaih Moodihti (Yahweh) dawhuldzoo'-un oogha whults'ut! Di ha dati sinyin? Yoh lhaoodusla 'ink'ez khuna-i, Camel, cha ba lhaoodusla.”
GEN.24.32	'Et nyoon dune yoh daninya 'ink'ez nyoo khuna-i camel, 'i cha yuk'e' tizdla 'ink'ez tl'o cha yuti'ulh-i cha yubut neidilhdze. 'Ink'ez too duke ye tunatigus-i cha 'ink'ez nyoonne dune yulh nudilhne, 'enne cha buke huye tunatigus inle' buba 'et neininla.
GEN.24.33	'Ink'ez ut'alh-i cha bubut nehuninla 'ink'ez 'utni, ‘Ndet huwa njan whusasya-un 'awhuz lhunoduzusnih whe 'oos'alh ait'oh.” 'Ink'ez 'uyulhni, “A, yailhduk!”
GEN.24.34	'Et 'utni, “Abraham ba 'ut'en-un usli whe 'ust'oh.
GEN.24.35	Moodihti (Yahweh) 'en smoodih tube soo hoonzoo-un yuba whulhtsi 'ink'ez dune ncha-un suli'. Khuna-i didoh-i ts'iyawh 'ink'ez silver 'ink'ez dizti'-i gold dunt'i-i, 'ink'ez dune cha, ts'ekoo yuba 'ut'enne cha 'ink'ez ndi camel cha 'ink'ez donkey cha lhai yugha ninla.
GEN.24.36	'Ink'ez Sarah, smoodih oo'at, 'en dune ooyaz suli', tube hoonyan unli, 'et hoonts'i. 'Ink'ez 'en huye ts'iyai ut'i ts'iyawh yugha ininla.
GEN.24.37	'Et smoodih nahinyeh sulhni, 'inka nahizusya, ‘'Aw Canaan whut'enne buyun k'ut whust'ine 'enne buts'u hainzut-un sye' oo'at olhchoot juni.
GEN.24.38	'Et hoonts'i sba ooyoh 'ink'ez snatneke butoh 'et sye' ba oo'at olhchoot.’
GEN.24.39	'Et smoodih 'udusni, ‘Ndun ts'eke 'aw sulh natit'us hukwa lhe'nizun de?’
GEN.24.40	'Et hoonts'i 'usulhni, ‘Moodihti (Yahweh) mbe la ootso nusya-un, 'en lizas yulh ti'us ha yutl'aitilhtelh 'ink'ez inyalh whe soo' hoont'oh whe sye' ba oo'at snatneke butoh 'ink'ez sbá ooyoh whuts'un, whuz de hainzut-un 'en ooba yutalhchulh.
GEN.24.41	Ndet la snatneke butoh ninya de, ndun ts'eke 'aw hukwa lhe'hunizun de, be ts'u nahizinya-i gak natidleh.’
GEN.24.42	'Et 'andit dzin nyo too diz'ai-un 'et nenusya whe 'udusni, ‘O Moodihti (Yahweh), ooba 'ust'en-un Abraham ooYak'usda (Elohim), soo sba lhaoodonleh nts'e usyalh-un.
GEN.24.43	Nulh'en too diz'ai-un whuzih susyin whe 'et de la 'uhoneh t'et oot'alhe'asnai-un, too ha tiyalh 'ink'ez 'udusni, “Tooyaz sgha nilhdzeh nyoo nye 'oosa' be.”
GEN.24.44	'Ink'ez 'usudutanelh, “Too intnai 'ink'ez nyoo nghuna', Camel, 'i cha sih too ooba 'oosleh ititnelh-i,” Moodihti (Yahweh), 'en ts'eke 'oot'e' smoodih ooba 'ust'en-un, ooye' 'en ba oot'e'.’
GEN.24.45	'Et hoonts'i 'awhuz sdzi bez yasduk whe Rebekah 'owhuya uyalh dude 'oosa' duwus k'uyulh'ai 'ink'ez too diz'ai-un ts'e tainkai 'ink'ez 'udusni, ‘Awe' too sgha nilhdzeh tisnelh-i.”
GEN.24.46	'Ink'ez soo 'ahoh 'et dude 'oosa' duwus k'etiz'ai 'ink'ez 'usulhni, ‘Too intnai 'ink'ez nghuna' 'enne cha sih too buba 'oosleh.’ 'Ink'ez too usnai' 'ink'ez sghuna', 'i cha too yutitnelh-i ba lhaidinla.
GEN.24.47	'Et ooduskut 'ink'ez 'udusni, ‘Mbe oots'e' inli whe 'int'oh?’ 'Ink'ez 'utni, ‘Bethuel ootse', Nahor ooye' Milcah ghu yulhtsi-un inle'-un.’ 'Et nyo ooni huba cha 'ink'ez lachun huba cha 'i oogha inusla.
GEN.24.48	'Et stsi be yo 'usja 'ink'ez Moodihti (Yahweh) ts'un tení' nalhdzin, 'ink'ez smoodih Abraham 'en ooMoodihti Yak'usda (Yahweh Elohim) 'en ooba soo hoonzoo-un whulhtsi, 'en whuz be nts'e ts'ihnus ts'un 'utisnelh whe smoodih be 'ilhoghun 'en ootse', 'en 'utahatálhtelh smoodih ooye' ba.
GEN.24.49	'Et soo te'nuzun whe ts'ih'un 'un'a smoodih 'utilelh suduhni, 'et 'awundooh de, 'et de natisdalh nailhnih ts'unk'us tila toosya', k'us 'intl'us ts'e tila natooja', 'et sudohni.”
GEN.24.50	'Et Laban 'ink'ez Bethuel bulh 'uhuyulhni, “Moodihti (Yahweh) ts'u hahoolts'ut whe' hoont'oh, 'aw hoonzoo-un hukw'un'a k'us hoontsi' k'un'a nyulh yats'oolhduk ait'oh.
GEN.24.51	Njan Rebekah, mbut usyin ilhchoot 'ink'ez naindalh. 'En ooba 'int'en-un ooye', oo'at ooleh sih, Moodihti (Yahweh) yatilhduk hukw'un'a.”
GEN.24.52	'Et hukw'elh'az Abraham ba ne'ut'en-un ndi khuni yudants'o whe, 'awet yun nachaniti 'ink'ez Moodihti (Yahweh) yuts'un teni' nalhdzin.
GEN.24.53	'Et nyoon Abraham yuba 'ut'en-un, dizti'-i khuts'ulhya-i, silver cha, 'ink'ez gold cha 'unt'oh 'ink'ez naih cha, 'i Rebekah yugha ininla, 'ink'ez dizti'-i bulhutsin cha 'ink'ez ooloo cha 'i bugha ininla.
GEN.24.54	'Et whe didut 'ink'ez dune hiyulh nudilh 'enne 'uhan'alh 'ink'ez tahitnai'. 'Et 'ulhdzis nduhoolhyiz 'et hantez. 'Et whe bundada' duhudindil 'ink'ez 'et 'utni, “Sumoodih ts'un nasalh'alh.”
GEN.24.55	'Et hoonts'i Rebekah bulhutsin 'ink'ez ooloo cha 'uhutni, “Whute ndet t'et 'atsul nezih naooda' whunizyat dzin at'en, 'et de hukw'elh'az 'et sih nyulh natoo'as.”
GEN.24.56	'Et 'ubulhni, “Dah sudohni' junih! Moodihti (Yahweh) 'en lhe'whuldzoo'-un sba whulhtsi. Sk'oh ndiz nutisyalh-un, whute nasilh'alh smoodih ts'un natoosja'.”
GEN.24.57	'Et 'uhuyulhni, “Ndun t'etyaz 'anih ts'udoni' 'ink'ez didutch'oh ts'oodolhkut.”
GEN.24.58	'Et Rebekah, 'anih, hidani', 'ink'ez 'uhuylhni, “Ndun dune bulh tan'us eh?” 'Et 'utni, “A, whuz toosya' lah.”
GEN.24.59	'Et 'inka Rebekah dudulhtus 'ink'ez yughunli-un ts'eke, 'ink'ez Abraham yuba 'ut'en-un 'ink'ez dune tubulh ubulh whe huyalh'a'.
GEN.24.60	'Ink'ez Rebekah soo hoonzoo-un hiba tenadidli 'ink'ez 'uhuyulhni,
GEN.24.60	“Neulhtus, lhez te whunizyai lhk'uz te (100,000,000) dune buloo onle' sih
GEN.24.60	'ink'ez nts'u haindene mbene la buts'u dutnine hukwuti-un dati 'i himoodih oole'.”
GEN.24.61	'Et Rebekah 'ink'ez mbene la yuba 'ut'enne ts'ekoo, dodindil 'ink'ez nyoo Camel hik'etl'adiltsi', nyoon dune huyuntizdil 'ink'ez Abraham hiba 'uten-un, Rebekah hubilhchoot 'ink'ez nahutisdil.
GEN.24.62	'Et Isaac nyan whut'i Beer-lahai-Roi huwhutni, nts'un tsun whuz whut'i.
GEN.24.63	'Et Isaac hulhgha nus 'a yun k'ut nuninuzut ha whuz oozya. Ndo yutan'en 'ink'ez whunilh'en, 'et nyo camel whuz de nal'us.
GEN.24.64	'Et Rebekah ndo yutan'en 'ink'ez Isaac yunilh'en whe camel yuk'utizya, nyoo khuna-i k'usda-i.
GEN.24.65	'Et nyoon ba 'ut'en-un yoodulhkut, “Nyoon dune nets'oyalh-un, mbe whe 'ut'en?” 'Et ndun ba 'ut'en-un 'uyulhni, “Smoodih 'ut'en.” 'Et Rebekah dunin k'e'nilhbal.
GEN.24.66	'Et nyoon Abraham yuba 'ut'en-un nts'oh tila dat'en-un 'et Isaac yudani'.
GEN.24.67	'Et Isaac duloo Sarah oonimbali t'ah ts'e Rebekah dainilhti 'ink'ez Rebekah yu'at suli', 'ink'ez yuk'entsi'. 'Et Isaac ooloo dazsai whe tube k'enainin'a.
GEN.25.1	'Et Abraham oo'at cha, Kuturah huyulhni, 'en yughu nasda.
GEN.25.2	'En cha yuba buzkeh hooni, Zimran, Jokshan, Medan, Midian, Ishbak, 'ink'ez Shuah.
GEN.25.3	Jokshan 'en Sheba 'ink'ez Dedan bulh buzkeh suli', 'ink'ez Dedan ooye'ke 'enne Asshurim Lutushim 'ink'ez Leumim.
GEN.25.4	'Ink'ez Midian ooye'ke, 'enne Ephah, Epher, Hanoch, Abida 'ink'ez Eldaah 'enne ts'iyawh Kuturh buzkeh.
GEN.25.5	'Ink'ez Abraham ndai la yut'i-i ts'iyawh Isaac gha ininla.
GEN.25.6	'Et hoonts'i Abraham 'uyoonne ts'ekoo oo'at bugha nyus 'uhint'ohne, 'enne bubuzkeh 'enne cha buts'e'tilhdil, butl'a'andla 'ink'ez ooye' Isaac yuch'az nda' 'uts'un keyoh ts'e whuz whe balh'a'.
GEN.25.7	Njan duwhultsuk yus k'ut 'et ndi yun k'ut inda' Abraham 175 yus k'ut 'et ndi yun k'ut inda'.
GEN.25.8	'Et Abraham 'en 'udek'ez hanaji 'ink'ez soo hoonyan suli' whe dazsai. Tube hoonyan 'ink'ez ndi yinka inda' 'et ba whudizbun. 'Et whe dudune' 'enne buts'un whenaja.
GEN.25.9	'Ink'ez ooye'ke Isaac 'ink'ez Ishmael, 'enne nyo Machpelah tse'an 'et 'ahuyalhti. Mamre whutso Ephron ootl'o k'ut, Zohar Hitt whut'en-un, 'en ooye', 'et nyo tse'an 'et 'ahuyalhti.
GEN.25.10	Nyoo tl'o k'ut Abraham Heth buzkeh buts'un yonket-i, 'et Sarah oozih 'et Abraham 'ahuyalhti.
