GEN.1.4	Dieu vit que la lumière était bonne, et Dieu sépara la lumière et les ténèbres. 
1KI.18.9	Alors Abdias dit : Quel péché ai-je commis, moi, ton serviteur, pour que tu me livres à Achab et qu’il me fasse mettre à mort ? 
1KI.18.10	Par la vie du S
1KI.18.11	Et maintenant, toi, tu dis : « Va dire à ton seigneur : “J’ai trouvé Elie !” » 
1KI.18.12	Puis, lorsque je t’aurai quitté, le souffle du S
1KI.18.13	Ne t’a-t-on pas rapporté, mon seigneur, ce que j’ai fait quand Jézabel tuait les prophètes du S
1KI.18.14	Et maintenant, toi, tu dis : « Va dire à ton seigneur : “J’ai trouvé Elie !” » Il me tuera ! 
1KI.18.15	Mais Elie dit : Par la vie du S
1KI.18.16	Abdias alla à la rencontre d’Achab et lui fit son rapport. Alors Achab se rendit à la rencontre d’Elie. 
1KI.18.17	Lorsqu’il aperçut Elie, Achab lui dit : Est-ce toi qui attires le malheur sur Israël ? 
1KI.18.18	Elie répondit : Ce n’est pas moi qui attire le malheur sur Israël ; au contraire, c’est toi et la maison de ton père, puisque vous avez abandonné les commandements du S
1KI.18.19	Maintenant, fais rassembler tout Israël auprès de moi au mont Carmel, avec les quatre cent cinquante prophètes du Baal et les quatre cents prophètes de l’Ashéra qui mangent à la table de Jézabel.
1KI.18.21	Alors Elie s’approcha de tout le peuple et dit : Jusqu’à quand sauterez-vous d’un pied sur l’autre ? Si c’est le S
1KI.18.22	Elie dit au peuple : Je suis resté moi seul prophète du S
1KI.18.23	Que l’on nous donne deux taureaux ; qu’ils se choisissent un taureau, qu’ils le découpent et qu’ils le mettent sur le bois, sans y mettre le feu ; quant à moi, je préparerai l’autre taureau, et je le placerai sur le bois, sans y mettre le feu. 
1KI.18.24	Vous invoquerez le nom de votre dieu, et moi, j’invoquerai le nom du S
1KI.18.25	Elie dit aux prophètes du Baal : Choisissez-vous un taureau, préparez-le les premiers, car vous êtes les plus nombreux ; invoquez le nom de votre dieu, mais ne mettez pas le feu. 
1KI.18.26	Ils prirent le taureau qu’on leur donna et le préparèrent ; et ils invoquèrent le nom du Baal, depuis le matin jusqu’à midi, en disant : Baal, réponds-nous ! Mais il n’y eut ni voix ni réponse. Et ils sautaient devant l’autel qu’on avait fait. 
1KI.18.27	A midi, Elie se moqua d’eux ; il dit : Criez à pleine voix, puisqu’il est dieu ! Il doit penser à quelque chose, ou bien il est occupé, ou encore il est en voyage ; peut-être qu’il dort et qu’il va se réveiller ! 
1KI.18.28	Ils crièrent à pleine voix et ils se firent, selon leur règle, des incisions avec des épées et avec des lances, jusqu’à ce que le sang coule sur eux. 
1KI.18.29	Lorsque midi fut passé, ils se mirent à faire les prophètes jusqu’à l’heure de la présentation de l’offrande. Mais il n’y eut ni voix, ni réponse, ni signe d’attention.
1KI.18.31	Elie prit douze pierres, d’après le nombre des tribus des fils de Jacob, à qui la parole du S
1KI.18.32	il bâtit avec ces pierres un autel au nom du S
1KI.18.33	Il disposa le bois, découpa le taureau et le mit sur le bois. 
1KI.18.34	Puis il dit : Remplissez d’eau quatre cruches et versez-les sur l’holocauste et sur le bois. Il dit : Faites-le une deuxième fois. Ils le firent une deuxième fois. Il dit : Faites-le une troisième fois. Ils le firent une troisième fois. 
1KI.18.35	L’eau coula autour de l’autel ; on remplit aussi d’eau le fossé.
1KI.18.37	Réponds-moi, S
1KI.18.39	Quand tout le peuple vit cela, ils tombèrent face contre terre et dirent : C’est le S
1KI.18.40	Elie leur dit : Saisissez les prophètes du Baal, qu’aucun d’eux n’échappe ! Ils les saisirent. Elie les fit descendre à l’oued Qishôn, où il les égorgea.
1KI.18.42	Achab monta pour manger et pour boire. Mais Elie monta au sommet du Carmel et, se courbant jusqu’à terre, il mit son visage entre ses genoux 
1KI.18.43	et dit à son serviteur : Monte, je te prie, regarde du côté de la mer. Celui-ci monta, regarda et dit : Il n’y a rien. Sept fois, Elie lui dit : Retourne ! 
1KI.18.44	La septième fois, il dit : Un petit nuage s’élève de la mer, il est comme la main d’un homme. Elie dit : Monte dire à Achab : « Attelle et redescends, que la pluie ne t’arrête pas ! » 
1KI.18.45	De toutes parts le ciel devint noir de nuages, le vent se leva, et une forte pluie se mit à tomber. Achab monta sur son char et partit pour Jizréel. 
1KI.18.46	La main du S
1KI.19.2	Jézabel envoya un messager à Elie, pour lui dire : Que les dieux fassent ceci et qu’ils y ajoutent cela, si demain, à cette heure-ci, je ne fais de ta vie ce que tu as fait de la vie de chacun d’eux ! 
1KI.19.3	Elie, voyant cela, s’en alla pour sauver sa vie. Il arriva à Bersabée, qui appartient à Juda, et il laissa là son serviteur. 
1KI.19.4	Quant à lui, il alla dans le désert, à une journée de marche ; il s’assit sous un genêt et demanda la mort en disant : Cela suffit ! Maintenant, S
1KI.19.5	Il se coucha et s’endormit sous un genêt. Soudain, un messager le toucha et lui dit : Lève-toi, mange ! 
1KI.19.6	Il regarda : il y avait à côté de lui une galette cuite sur des pierres chaudes et une cruche d’eau. Il mangea et but, puis se recoucha. 
1KI.19.7	Le messager du S
1KI.19.8	Il se leva, mangea et but ; avec la force que lui donna cette nourriture, il marcha quarante jours et quarante nuits jusqu’à la montagne de Dieu, l’Horeb.
1KI.19.10	Il répondit : J’ai montré une passion jalouse pour le S
1KI.19.11	Il reprit : Sors et tiens-toi dans la montagne, devant le S
1KI.19.12	Après le tremblement de terre, un feu : le S
1KI.19.13	Quand Elie l’entendit, il s’enveloppa le visage de son manteau, sortit et se tint à l’entrée de la grotte. Soudain une voix lui dit : Que fais-tu ici, Elie ? 
1KI.19.14	Il répondit : J’ai montré une passion jalouse pour le S
1KI.19.15	Le S
1KI.19.16	Tu conféreras l’onction à Jéhu, fils de Nimshi, pour qu’il soit roi sur Israël ; et tu conféreras l’onction à Elisée, fils de Shaphath, d’Abel-Mehola, pour qu’il soit prophète à ta place. 
1KI.19.17	Celui qui échappera à l’épée d’Hazaël, Jéhu le fera mourir ; et celui qui échappera à l’épée de Jéhu, Elisée le fera mourir. 
1KI.19.18	Mais je laisserai en Israël sept mille hommes, tous les genoux qui n’ont pas fléchi devant le Baal, toutes les bouches qui ne l’ont pas embrassé.
1KI.19.20	Elisée abandonna ses bœufs, courut après Elie et dit : Laisse-moi, je te prie, embrasser mon père et ma mère, et je te suis. Elie lui répondit : Va et reviens, à cause de ce que je t’ai fait. 
1KI.19.21	Il s’éloigna d’Elie et prit une paire de bœufs qu’il offrit en sacrifice ; avec l’attelage des bœufs, il fit cuire la viande et la donna à manger au peuple. Puis il suivit Elie et devint son auxiliaire.
1KI.20.2	Il envoya dans la ville des messagers à Achab, roi d’Israël, 
1KI.20.3	et lui fit dire : Ainsi parle Ben-Hadad : Ton argent et ton or m’appartiennent ; tes femmes et tes fils les plus beaux m’appartiennent. 
1KI.20.4	Le roi d’Israël répondit : O roi, mon seigneur, selon ta parole, je t’appartiens avec tout ce que j’ai. 
1KI.20.5	Les messagers revinrent et dirent : Ainsi parle Ben-Hadad : Je t’ai fait dire : Tu me livreras ton argent et ton or, tes femmes et tes fils. 
1KI.20.6	Je t’enverrai donc mes hommes demain, à cette heure-ci ; ils fouilleront ta maison et les maisons des gens de ta cour, ils mettront la main sur tout ce qui a de la valeur à tes yeux, et ils le prendront.
1KI.20.8	Tous les anciens et tout le peuple dirent à Achab : Ne l’écoute pas, ne consens pas. 
1KI.20.9	Il dit alors aux messagers de Ben-Hadad : Dites à mon seigneur le roi : Je ferai tout ce que tu m’as demandé la première fois ; mais cela, je ne peux pas le faire. Les messagers s’en allèrent et lui portèrent la réponse.
1KI.20.11	Mais le roi d’Israël répondit : Dites-lui : Que celui qui se prépare au combat ne fasse pas le fier comme s’il en revenait !
1KI.20.12	Lorsque Ben-Hadad entendit cette parole, il était en train de boire avec les rois dans les huttes. Il dit à ses hommes : A vos postes ! Et ils se postèrent face à la ville.
1KI.20.13	Alors un prophète s’approcha d’Achab, roi d’Israël, et dit : Ainsi parle le S
1KI.20.14	Achab dit : Par qui ? Et il répondit : Ainsi parle le S
1KI.20.15	Alors Achab passa en revue les cadets des chefs des provinces : il y en avait deux cent trente-deux ; après eux, il passa en revue tout le peuple, tous les Israélites : ils étaient sept mille.
1KI.20.17	Les cadets des chefs des provinces sortirent les premiers. Ben-Hadad s’informa et on lui dit : Des hommes sont sortis de Samarie. 
1KI.20.18	Il dit : S’ils sortent pour la paix, prenez-les vivants ; s’ils sortent pour le combat, prenez-les vivants ! 
1KI.20.19	Les cadets des chefs des provinces et l’armée qui les suivait sortirent de la ville. 
1KI.20.20	Ils abattirent chacun son homme, et les Araméens prirent la fuite. Israël les poursuivit. Ben-Hadad, roi d’Aram, s’échappa sur un cheval, avec des chars. 
1KI.20.21	Le roi d’Israël sortit, abattit les chevaux et mit à mal les chars ; il infligea aux Araméens une grande défaite.
1KI.20.24	Fais encore ceci : ôte tous les rois de leur poste et remplace-les par des gouverneurs. 
1KI.20.25	Toi-même, forme-toi une armée pareille à celle que tu as perdue, cheval pour cheval et char pour char. Puis nous les combattrons sur le plateau ; nous verrons bien si nous ne sommes pas plus forts qu’eux ! Il les écouta et fit ainsi.
1KI.20.27	Les Israélites aussi furent passés en revue, ils reçurent des vivres et marchèrent à leur rencontre. Les Israélites dressèrent leur camp en face d’eux, semblables à deux petits troupeaux de chèvres, tandis que les Araméens remplissaient le pays.
1KI.20.29	Ils campèrent sept jours les uns en face des autres. Le septième jour, le combat s’engagea, et les Israélites abattirent parmi les Araméens cent mille fantassins en un jour. 
1KI.20.30	Ceux qui restaient s’enfuirent à Apheq, dans la ville, et la muraille tomba sur vingt-sept mille hommes qui restaient.
1KI.20.30	Ben-Hadad s’était enfui ; il arriva dans la ville où il se cachait de pièce en pièce. 
1KI.20.31	Ses hommes lui dirent : Nous avons appris que les rois de la maison d’Israël sont loyaux ; nous allons mettre un sac comme un pagne autour des reins et une corde autour de la tête, et nous sortirons vers le roi d’Israël : peut-être te laissera-t-il la vie sauve. 
1KI.20.32	Ils mirent un sac comme un pagne autour des reins et une corde autour de la tête, et ils vinrent trouver le roi d’Israël. Ils dirent : Ben-Hadad, ton serviteur, a dit : « Laisse-moi la vie, je t’en prie ! » Achab répondit : Il est encore en vie ? Il est mon frère. 
1KI.20.33	Les hommes virent là un bon augure ; ils se hâtèrent de le prendre au mot en disant : Ben-Hadad est ton frère ! Il dit : Allez, amenez-le. Ben-Hadad sortit vers lui, et Achab le fit monter sur son char. 
1KI.20.34	Ben-Hadad lui dit : Je te rendrai les villes que mon père a prises à ton père ; et tu auras des comptoirs à Damas, comme mon père en avait à Samarie. – Alors, dit Achab, moi, je te laisserai repartir, avec une alliance. Il conclut une alliance pour lui et le laissa repartir.
1KI.20.36	Alors il lui dit : Parce que tu n’as pas écouté le S
1KI.20.37	Il trouva un autre homme et lui dit : Frappe-moi, je te prie ! L’homme le frappa ; il le frappa et le blessa. 
1KI.20.38	Le prophète alla se tenir sur le chemin du roi. Il s’était masqué avec un bandeau sur les yeux.
1KI.20.40	Pendant que j’étais occupé çà et là, l’homme a disparu. Le roi d’Israël lui dit : C’est là ton jugement ; tu l’as prononcé toi-même. 
1KI.20.41	Aussitôt le prophète retira le bandeau de ses yeux, et le roi d’Israël le reconnut pour l’un des prophètes. 
1KI.20.42	Il dit alors au roi : Ainsi parle le S
1KI.20.43	Le roi d’Israël s’en alla chez lui maussade, de mauvaise humeur ; il arriva à Samarie.
1KI.21.2	Achab parla ainsi à Naboth : Donne-moi ta vigne, pour que j’en fasse un jardin potager, car elle est tout près de ma maison. Je te donnerai à la place une vigne meilleure ; ou, si tu préfères, je te paierai la valeur en argent. 
1KI.21.3	Mais Naboth répondit à Achab : Jamais ! Que le S
1KI.21.4	Achab rentra chez lui maussade, de mauvaise humeur, à cause de cette parole que lui avait dite Naboth le Jizréélite : « Je ne te donnerai pas le patrimoine de mes pères ! » Il se coucha sur son lit, détourna le visage et ne voulut rien manger. 
1KI.21.5	Jézabel, sa femme, vint le trouver et lui dit : Pourquoi as-tu l’esprit maussade ? Pourquoi ne manges-tu pas ? 
1KI.21.6	Il lui répondit : J’ai tenté de parler à Naboth le Jizréélite ; je lui ai dit : « Donne-moi ta vigne pour de l’argent ; ou, si tu veux, je te donnerai une autre vigne à la place. » Mais il a dit : « Je ne te donnerai pas ma vigne ! » 
1KI.21.7	Alors Jézabel, sa femme, lui dit : Est-ce bien toi qui exerces la royauté sur Israël ? Lève-toi, mange, que ton cœur soit content ! Moi, je te donnerai la vigne de Naboth le Jizréélite !
1KI.21.9	Dans ces lettres, elle avait écrit : Proclamez un jeûne ; faites asseoir Naboth à la tête du peuple, 
1KI.21.10	et faites asseoir en face de lui deux hommes sans morale qui témoigneront ainsi contre lui : « Tu as maudit Dieu et le roi ! » Puis menez-le dehors, lapidez-le, et qu’il meure.
1KI.21.11	Les gens de la ville de Naboth, les anciens et les notables qui habitaient dans la ville, agirent selon les instructions de Jézabel, d’après ce qui était écrit dans les lettres qu’elle leur avait envoyées. 
1KI.21.12	Ils proclamèrent un jeûne et firent asseoir Naboth à la tête du peuple ; 
1KI.21.13	les deux hommes sans morale vinrent s’asseoir en face de lui ; ces hommes sans morale portèrent ce témoignage devant le peuple contre Naboth : Naboth a maudit Dieu et le roi ! Alors ils le menèrent hors de la ville, ils le lapidèrent, et il mourut. 
1KI.21.14	Ils firent dire à Jézabel : Naboth a été lapidé et il est mort.
1KI.21.15	Lorsque Jézabel apprit que Naboth avait été lapidé et qu’il était mort, elle dit à Achab : Prends possession de la vigne de Naboth le Jizréélite, qui avait refusé de te la donner pour de l’argent ; Naboth n’est plus en vie, il est mort. 
1KI.21.16	Quand il eut appris que Naboth était mort, Achab descendit à la vigne de Naboth le Jizréélite, pour en prendre possession.
1KI.21.18	Descends à la rencontre d’Achab, le roi d’Israël qui est à Samarie ; il est dans la vigne de Naboth, il y est descendu pour en prendre possession. 
1KI.21.19	Tu lui diras : Ainsi parle le S
1KI.21.20	Achab dit à Elie : Tu m’as trouvé, mon ennemi ! Et il répondit : Oui, je t’ai trouvé ! Parce que tu t’es vendu en faisant ce qui déplaisait au S
1KI.21.21	je fais venir un malheur sur toi ; je te balaierai, je retrancherai de chez Achab tout mâle, l’esclave comme l’homme libre en Israël, 
1KI.21.22	et je rendrai ta maison semblable à la maison de Jéroboam, fils de Nebath, et à la maison de Basha, fils d’Ahiya, parce que tu m’as contrarié et que tu as fait pécher Israël. 
