MAT.1.1	Abraham tapa, David tapa, Jesu Khrist khanggui thu bu. 
MAT.20.27	Huleh na lahva houtupen a pan ut chu na suaah un a pang diing ahi; 
MAT.20.28	Mihing Tapa hilhial zong natohsaha um dinga a hung louha, natong diing leh mi tampi tatna diing a a hinna pe diing a a hung zawh mah bangin, a chi hi.
MAT.20.29	Huleh Jeriko khua apat a pawt un, mipi nasatah in amah a jui va. 
MAT.20.30	Huleh ngai in mittaw nih lam geia toute’n, Jesu lampi ah a chiah hi chih a jah tahun Aw Lalpa, David Tapa, ka tungvah zahngai in, chi'n a kikou va. 
MAT.20.31	Huleh mipite’n a daihna diingun a tai va; hizongleh amahuh chu, Aw Lalpa, David Tapa, ka tungvah zahngai in, chi’n a kikou semsem uhi. 
MAT.20.32	Huin Jesu a ding a, amahuh a kou a, Na tungvah bang bawlleng na ut viai? a chi a. 
MAT.20.33	Amahun a kawmah, Lalpa mit vaah ka ut uh, a chi va. 
MAT.20.34	Huin Jesu’n a hehpih mahmah a, a mit uh a khoih a; huchi'n a mutheipah ngal va, huleh amah a juita uhi.
MAT.21.1	Huleh Jerusalem a tun kuan va, Olive taang a Bethphage a tun un, Jesu’n nungjuite nih a sawl a, 
MAT.21.2	A kawmvah, Na mazawn va khua ah va chiah un; huleh sabiltung kikhit a kawma, a nou toh na va mupah diing uhi; hute chu suut unla, ka kawmah hung kai unla. 
MAT.21.3	Huleh mi a koi aha in na kawmva soi a neih leh, Lalpa’n amahuh a mamoh hi, na chi diing va, huchi'n ama’n ahung sawlpah diing hi, a chi a. 
MAT.21.4	Hite zousiah chu zawlnei kam a kisoisa ahung taangtun theihna diingin ahi. 
MAT.21.5	Zion tanu chu hilh inla, Ngai in, na Kumpipa chu kingaingiam tahin sabiltung tungah, sabiltung nou tunga tuangin na kawmah a hung hi, chi'n, a chih chu. 
MAT.21.6	Huin nungjuite chu a chiah va, Jesu’n amahuh thu a piah bangin a bawl va, 
MAT.21.7	Huleh sabiltung leh a nou chu ahung kai va, a tungah a puante uh a phah va, a tungah Jesu a tousah uhi. 
MAT.21.8	Huleh mipi tamtahmei in lampi ah a puante uh a phah va, a dangte’n singbawh a saatkhia va, lampi ah a phah uhi. 
MAT.21.9	Huleh mipi a ma a chiahte leh a nunga juite’n kikou in, David Tapa, Hosanna; Lalpa mina hung pai chu a hampha hi; Tungnungpen ah. Hosanna, a chi va. 
MAT.21.10	Huleh Jerusalem khosung a luut tahin, Hipa koi ahiai? chi'n khopi pumpi a liing hial uhi. 
MAT.21.11	Huleh mipite'n, Hipa hi zawlnei Jesu, Galili gam a Nazareth khua a mi ahi, a chi uhi.
MAT.21.12	Huleh Jesu chu Pathian biahinn ah a luut a, biahinn a sil zuah leh lei zousiah a delhdoh a, huleh sum hengtute dohkaan haw leh vakhu zuahte touna haw a sawnpuuhsah a. 
MAT.21.13	Huleh a kawmah, Ka Pa inn chu haamteina inn a kichi diing, chih gelh ahi; hizongleh nangun suammangte khuuhin na siam uhi, a chi a. 
MAT.21.14	Huleh Pathian biahinn ah, mittawte leh keengbaite a kawmah a hung va, ama’n amahuh chu ana sudam hi. 
MAT.21.15	Hizongleh siampu lalte leh lehkhagialtute’n a silmah bawlte leh biahinn a, David Tapa, Hosanna, chia naupang kikoute a muh un a lungkim sih mahmah va. 
MAT.21.16	Huleh a kawmah, Hite’n bang ahiai a soi uh na ja ei? a chi va. Huleh Jesu’n a kawmvah, hi, naungeehte leh nawiteep nalaite kam a pawt in paahtawina na sukimta, chih na sim ngei sih u'maw? a chi a. 
MAT.21.17	Huleh amahuh nusia in khopi apat a pawt a, Bethani ah a chiah a; huah a giahta hi.
MAT.21.18	Huleh a zing a khopi lama a kilehkiit in a gil ahung kialta a. 
MAT.21.19	Huleh lam gei ah theipi kung a mu a, a bula ava chiah leh a nah loungal bangmah a muta sih a, huin theipi kung kawmah, Tu apat kumtuang in na gah kiit nawn sin, a chi a. Huin theipi kung chu a vulpah ngal hi. 
MAT.21.20	Huleh nungjuite’n huchu a muh un, Bangchidan ahiai theipi kung chu a vulpah mei? chi'n thumah a sa mahmah va. 
MAT.21.21	Jesu’n a dawng a, a kawmvah, Chihtahzetin ka hung hilh ahi, Ginna na neih va, na ginlelh louh uleh theipi kung a bawl bang chauh na bawl sih diing va, hi taang kawmah zong, Kisuandoh inla, tui khang lian ah kipaai in chileh uchin, na chih bang un a um diing hi. 
MAT.21.22	Huleh bangkim gingta a haamteia na nget u’chu na mu diing uhi, a chi hi.
MAT.21.23	Huleh amah Pathian biahinn a, a luut a thu a hilh laiin, siampu lalte leh vaantaang upate a kawmah a hung va, Bang thuneihna in ahiai hi silte na bawl? Kuan ahiai hi thuneihna hung pia? a chi va. 
MAT.21.24	Jesu’n a dawng a, a kawmvah, Ke'n zong thu khat ka hung dong diing a, huchu na hung hilh uleh, ke'n zong koi thu in ahiai hi sil ka bawl ka hung hilh ve diing hi. 
MAT.21.25	John baptisma hi khoi apatin ahiai? vaan apatin aha, ahihlouhleh mihing apat? a chi a. Huleh amahuh a kingaihtuah va, Vaan akipat chilehang lah, huchi ahihleh bang diinga gingta lou? a chi diing a. 
MAT.21.26	Hizongleh mihing a kipat chilehang lah mipite i lau ngal a; mi zousiah in John chu zawlnei a, a seh jiahun, a chi va. 
MAT.21.27	Huchi'n Jesu a dawng va, Ka he sih uh, a chi va. Huin ama’n a kawmvah, Ke'n zong bang thuneihna in ahiai hi silte ka bawl chih ka hung hilh sih diing hi.
MAT.21.28	Hizongleh nangun bang na chi ngaih viai? Mi koi aha in tapa nih a nei a; huleh a khatna kawmah a hung a, Tapa, tuni in ka grephuan ah va tong in, a chi a. 
MAT.21.29	Ama’n a dawng a, Ut sing, a chi a; hizongleh a khonung in a lungsim a hengta a, a va kuanta hi. 
MAT.21.30	Huin a nihna kawmah a hung a, huchimahbangin a chi a. Huleh ama’n a dawng a, Pu, ka chiah diing hi, a chi a; hizongleh a chiahta sih a. 
MAT.21.31	Amahuh gel koi zaw in a pa uh deihlam a bawl viai le? a chi a. Amahun a kawmah, A masazaw in, a chi va Jesu’n a kawmvah, Chihtahzetin ka hung hilh ahi, Siahdongte leh nohchizuahte’n Pathian gam ahung luut khelh diing uhi. 
MAT.21.32	Ajiahchu John chu dihtatna lam thu ah na kawmvah a hung a, amah na gingta sih uh; hizongleh siahdongte leh nohchizuahte’n amah a gingta uhi; huleh nangun hu na muh un, amah na gintaatna diingun na kisiih nuam tuan sih uhi.
MAT.21.33	Tekhinthu dang ngaikhia un; Inn neitu mi koiaha khat a um a, hupa’n chu grephuan a bawl a, daai in a uum kiimvel a, hu sungah grep suuhna kokhuuh a lai a, innsaang a lam a, huchi'n loubawlmite kawmah hohloh diingin a pekhia a, gam dangah a chiahta a. 
MAT.21.34	Huleh a gah loh a hun diing kuan in, a suaahte chu a gah la diingin a enkolte kawmah a sawl a. 
MAT.21.35	Huleh a enkolte’n a suaahte chu a man va, khat a vua va, khat a that va, khat suang in a sep uh. 
MAT.21.36	Huin ama’n a suaahte a masa haw sanga tamzaw a sawl kiit a; amahuh tungah zong huchimahin ana bawl va. 
MAT.21.37	A tawp ah, Ka tapa a zahtaatkha diing uh chi'n, a tapa chu a sawl a. 
MAT.21.38	Hizongleh a enkolte’n a tapa chu a muh un, Hipa gouluahtu diing ahi; hung un, i that diing va, a gouluah diing chu i kitan diing uh, a chi va. 
MAT.21.39	Huin amah chu a man va, grephuan pua ah a paaidoh va, a thatta uhi. 
MAT.21.40	Huchi'n grephuan neitupa a hung tahchiangin hu a enkoltute chu bang a lohta diai? a chi a. 
MAT.21.41	Amahun a kawmah, Ama’n hu migiloute chu gentheitahin a sumang diing a, grephuan chu a enkoltu dang, a gah loh hun china a gahte a kawma pe jel diingte kawmah a kemsah diing, a chi va. 
MAT.21.42	Jesu’n a kawmvah, Pathian lehkhabu ah, Inn lamtute suang deih louh, hu suang ngei chu a ning a suang poimohpen ahung hita; huchu Lalpa bawl ahi a, huleh i mitmuh un a thum ah hi, chih thu na sim kha ngei sih u'maw? 
MAT.21.43	Hujiahin ka hung hilh ahi, Pathian gam chu na kawm vapat laahsah ahi diing a, gah suang diing jat dang kawmah piah ahi diing hi. 
MAT.21.44	Huleh koipouh hi suang tunga puuh chu a keehjah diing a; huleh a netkhaah photmah chu a gawijan diing hi, a chi a. 
MAT.21.45	Huleh siampu lalte leh Pharisaite’n a tehkhinthute a jah un, amahuh tung thu soi ahi chih a kihe va. 
MAT.21.46	Hizongleh amah chu mat a tup uleh, mipite a lau ngal uhi, amahun zawlnei a, a ngaih jiahun.
MAT.22.1	Huleh Jesu’n a dawng a, a kawmvah tehkhinthu a soi kiit a. 
MAT.22.2	Vaan lalgam chu koiaha kumpipa khat a tapa a diinga kiteenna ankuang bawl tobang ahi, 
MAT.22.3	Huleh kiteenna ankuang luina a chialte kou diingin a suaahte a sawl a; amahuh a hung nuam sih uhi. 
MAT.22.4	Ama’n a suaah dangte a sawldoh kiit a, Chialte kawmah va chiah unla, Ngai un, ka ankuang ka peihta hi; ka bawngtalte leh ka gan thaute thah ahi a, sil zousiah peihsa ahita; kiteenna ah hungta un, va chi un, a chi a. 
MAT.22.5	Hizongleh amahun a ngaihsah sih va, khat a lou ah, khat a sumdawnna ah a kichiah mangta uhi; 
MAT.22.6	Huleh mi dangte’n a suaahte chu a man va, musittah in a bawl va, a thatta uhi. 
MAT.22.7	Hizongleh kumpipa’n huchu a jah tahin a lungthah a; a sepaihte a sawl a, hu tualthatte chu a sumang a, huleh a khua uh zong a haalsahta hi. 
MAT.22.8	Huin ama’n a suaahte kawmah, Kiteenna ankuang peih ahita, hizongleh ka chialte lah ne taah ahi sih uh. 
MAT.22.9	Hujiahin lamkathuamte ah chiah unla, mi na muh taphot uh kiteenna an ne diingin hung chial un, a chi a. 
MAT.22.10	Huchi'n hu suaahte chu a pawt va, lamkathuamte a va chiah in a muhphaah tan uh, misia, mipha, a bawn in a koukhawm va; kiteenna mun chu michialte in ahung dimta hi. 
MAT.22.11	Huin kumpipa chu michialte en diing a ahung luut leh, kiteenna puan silh lou mi khat a muta a; 
MAT.22.12	Huin ama'n a kawmah, Lawm, bangchidan ahiai, kiteenna puan silh lou a hia na hung luut, a chi a? Huin amah chu a haam keei sih a. 
MAT.22.13	Huin kumpipa’n a suaahte kawmah, A khut leh a keeng kaan unla, pawdoh unla, polam mial ah paaita un; huah kah leh hagawi a um diing. 
MAT.22.14	Ajiahchu tampi kouh ahi a, tawmtakhat teel ahi uh, a chi hi.
MAT.22.15	Huin Pharisaite chu a chiah va, a thusoi a mat theihna diing dan a va kihou va. 
MAT.22.16	Huleh amahun a nungjuite uleh Herod pawlte a kawmah a sawl va, hute’n chu a kawmah, Houtupa, midihtah na hi a, dihtahin Pathian lam thu na hilh a, mi koimah khawhsah tuam na nei sih chih ka he uhi; ajiahchu koimah khentuam na nei sih hi. 
MAT.22.17	Hujiahin bangchi na sa ei? hung hilh in; Kaisar kawma siah tawi siang aha, siang lou? a chi va. 
MAT.22.18	Hizongleh Jesu’n a lungsim uh giit louhdan chu a he a, Milepchiahte, bang diinga hung ze-et na hi viai? 
MAT.22.19	Siah sum chu hung ensah un, a chi a. Huin a kawmah makhai khat ahung tawi va. 
MAT.22.20	Huin ama’n a kawmvah, hi koi lim ahiai? a chi a. 
MAT.22.21	Amahun a kawmah, Kaisar a, a chi va. Huin ama’n a kawmvah, Kaisar sil chu Kaisar kawmah pia unla, Pathian sil chu Pathian kawmah pia un, a chi a. 
MAT.22.22	Amahun hi thute a jah un thumah a sa mahmah va, amah a nusia va, a chiah mangta uhi.
MAT.22.23	Hu ni mahin Sadukaite, thohkiitna a um sih chite a kawmah a hung va, 
MAT.22.24	Houtupa, Mosi in, Mi ta nei lou a, a sih leh, a unaupa’n a ji luah in, a unaupa diingin chi a hahsah diing ahi, a chi hi. 
MAT.22.25	Tuin ka kawmvah unau pasal sagih a um va; huleh a upapen in ji a nei a, a sita a; chi a hah louh jiahin a ji chu a unaupa a nuutsiatta a. 
MAT.22.26	Huchimahbangin a nihna zong ta beiin a si a, a thumna in a luah a, a sagihna tanin a nei chiat uh. 
MAT.22.27	Huchi'n a tawp ah numeinu zong a sita hi. 
MAT.22.28	Ahihleh thohkiitna ah amahnu chu sagihte laha koipen ji ahita diai? a bawnun la a nei chiat ngal va, chi'n a dong uh a. 
MAT.22.29	Jesu’n a dawng a, a kawmvah, Pathian lehkhathu leh Pathian silbawltheihna na heet louh jiahun, na sukhial veu uhi. 
MAT.22.30	Thohkiitna ah kiteenna a um nawnta sih a, teeng zong a kiteengsahta sih uh, vaan a angelte tobang ahi uhi. 
MAT.22.31	Hizongleh misi thohkiitna thu a Pathian in na kawmva a soi chu simkha lou na hi uh maw? 
MAT.22.32	Kei chu Abraham Pathian, Isaak Pathian, Jakob Pathian ka hi, a chih chu. Pathian chu misi Pathian ahi sih a, mihing Pathian ahi zaw, a chi a. 
MAT.22.33	Huleh mipite’n huchu a jah un, a thuhilh chu thumah a sa mahmah uhi.
MAT.22.34	Hizongleh ama’n Sadukaite a nialdang chih a jah tahun Pharisaite chu a kikhawm va. 
MAT.22.35	Huleh a lahva daansiam khat in amah ze-et in thu khat a dong a. 
MAT.22.36	Houtupa, daan thu ah bang ahiai thupiah lianpen? chi'n. 
MAT.22.37	Jesu’n a kawmah, Lalpa na Pathian chu na lungtang zousiah in, na hagau zousiah in, na lungsim zousiah in na lungsiat diing ahi, chih. 
MAT.22.38	Huchu thupiah masa leh lianpen ahi. 
MAT.22.39	Huleh a nihna chu hibangmah ahi, Nangmah na kilungsiat bangin na innveengte na lungsiat diing ahi, chih. 
MAT.22.40	Hi thupiah nihte tungah daan thu leh zawlneite thu zousiah a kikhaikhawm veh ahi, a chi hi.
MAT.22.41	Pharisaite a kikhop laiun, Jesu’n amahuh thu a dong a. 
MAT.22.42	Khrist hi bang na chi ngaih viai? koi ta ahiai? a chi a. Amahun a kawmah, David tapa, a chi va. 
MAT.22.43	Ama’n a kawmvah, Ahihleh bangchidana David in hagau a amah chu, 
MAT.22.44	Lalpa’n ka Lalpa kawmah, Na meelmate na keengpeeh nuaia ka koih masiah ka jiatlam ah tou in, chia, Lalpa a chih ahiai; 
MAT.22.45	Huchia David in amah chu Lalpa a chih ngal leh, a tapa bang a chi hih diai? a chi a. 
MAT.22.46	Huin koima'n amah chu kam khat in zong a dawng thei sih va, hu nia kipatin koima’n thu dang mawngmawng a dong kiit ngamta sih uhi.
MAT.23.1	Huin Jesu’n mipite leh a nungjuite kawmah thu a soi a, 
MAT.23.2	Lehkhagialtute leh Pharisaite chu Mosi touphah ah a tou uhi; 
MAT.23.3	Hujiahin juih diing chi a ahung hilh photmah uh jui unla, bawl jel un; hizongleh amahuh silbawl bang chu bawl sih un; amahun a soi va, a bawl tuan sih uhi. 
MAT.23.4	Vangih puaah hah tahtah a siam va, mi liangkou ah a suan va; amahun lah a khutzung khat un zong a khoih nuam sih uh. 
MAT.23.5	Amahun a bawl zousiah uh chu mi muh diing a bawl ahi uh; a sil buh uleh khipte uh a sulian va, a puan mongte uh a tualsah uh; 
MAT.23.6	Huleh ankuang luinate ah mun saangpen, huleh kikhopna inn ah touna hoihpen bang a deih uh, 
MAT.23.7	Huleh dawlmun a mi’n chibai a buuh uh bang, Rabbi, Rabbi, chia a kouh uh bang a ut uhi. 
MAT.23.8	Hizongleh nanguh chu Rabbi chihin um sih un; ajiahchu na Houtupa uh khat a um, Khrist ngei chu; huleh nanguh na bawnun unau na hi uhi. 
MAT.23.9	Huleh leitung ah koimah pa chi sih un; ajiahchu na Pa uh khat ahi a, vaan a um chu. 
MAT.23.10	Houtute chihin um sih un, ajiahchu na Houtu uh khat a um, Khrist chu. 
MAT.23.11	Na lahva loupipen chu na suaah un a um diing ahi. 
MAT.23.12	Huleh koipouh a kiliansah chu suhneu ahi diing a; huleh koipouh kingaineu chu tawisangin a um diing hi.
MAT.23.13	Hizongleh nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! vaan lalgam lampi mite na khaahsah va; nanguh lah na luut ngal sih va, mi a luut diingte lah na luutsah sih uhi. 
MAT.23.14	Nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! ajiahchu meithaite inn na negam va, mi heemna’n sawtpipi na haamtei uh; hujiahin siamlouhtanna liansem na mu diing uhi. 
MAT.23.15	Nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! ajiahchu mi khat Juda phungkai a siam diingin zong tui khang lian leh gam ah na chiah kiimvel va, huleh huchi na siam zoh chiangun amah chu nanguh sanga a lehnih a gawtmun mi diingin na siam veu uhi. 
MAT.23.16	Nanguh mittaw ma puite, Koipouh Pathian biahinn loua kichiam chu bangmah ahi sih a, hizongleh koipouh Pathian biahinn a sana loua kichiamin chu a taangtun diing ahi, chite haw, na tunguh a gih hi. 
MAT.23.17	Nanguh mingol leh mittawte; sana leh sana siangthousah Pathian biahinn a khoi loupizaw ahiai? 
MAT.23.18	Huleh koipouh maitaam lou a kichiam chu, bangmah ahi sih; hizongleh a tunga um silpiah lou a kichiam in a taangtun diing ahi, na chi uh. 
MAT.23.19	Nanguh mingol leh mittawte; silpiah leh silpiah susiang maitaam chu khoi loupizaw ahiai? 
MAT.23.20	Huchi'n koipouh maitaam lou a kichiam phot in, maitaam leh a tunga um zousiah lou in a kichiam ahi. 
MAT.23.21	Huleh koipouh Pathian biahinn lou a kichiam chu, Pathian biahinn leh a sunga um zousiah lou in a kichiam ahi. 
MAT.23.22	Huleh vaan lou a kichiam phot chu, Pathian laltouphah leh a tunga toupa lou a kichiam ahi. 
MAT.23.23	Nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! ajiahchu nangun pudina leh mohuri huleh jira bang sawmakhat na pia va, huleh daanthu poimohzaw thukhen dihna bang, zahngaihna bang huleh ginumna bang na thudon sih uhi; hite chu ahi na bawl ngei diing uh a dangte zong bawl lou tuanlouin. 
MAT.23.24	Nanguh puitu mittawte, thousi hisiang a sangawngsaau valh veute haw. 
MAT.23.25	Nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! ajiahchu nangun nou leh kuang polam na susiang va, hizongleh a sung lah leepguuhna leh kisumlouhna in a dim ngal a. 
MAT.23.26	Nang Pharisai mittaw, nou leh kuang sunglam susiang masa in, huchi'n a polam zong ahung siang thei diing hi. 
MAT.23.27	Nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! ajiahchu nanguh hi haan kinuh vaam, a polam mawitaha kilang a, a sunglam lah misi guh leh silniinte a dim bang na hi uhi. 
MAT.23.28	Hutobangmahin nanguh zong polama mihing mitmuh in, dihtat bangin na lang va, hizongleh na sunglam uh chu lepchiahna leh giitlouhna in a dim hi. 
MAT.23.29	Nanguh lehkhagialtu leh Pharisai lepchiahte aw, na tunguh a gih hi! ajiahchu zawlneite haan na bawl va, huleh midihtat haante zong na jem uh, 
MAT.23.30	Huleh, Ka pu leh pate uh damlaia na um hile ung, zawlneite sisan a suahna vah tel lou diing hi ve ung, na chi uhi. 
MAT.23.31	Huchi'n zawlneite thatte tate na hi uh chih na kihesah uhi. 
MAT.23.32	Na pi leh pute uh tehna daan sudim ngal mei un. 
MAT.23.33	Nanguh guulte, nanguh guul haahte, bangchi'n ahiai gawtmun siamlouhtanna na pelh theih diing uh? 
MAT.23.34	Hujiahin, ngai un, na kawmvah zawlneite, mipilte, huleh lehkhagialtute ka hung sawl ahi; a lahva khenkhat na that diing va kros ah na kilhbeh diing uh; huleh khenkhatte chu na kikhopna inn vah na jep diing va, huleh khochin ah na sawi jel diing uh; 
MAT.23.35	Huchi'n midihtat Abel sisan kisuah apat, Pathian biahinn leh maitaam kikal a Barakia tapa Zakaria na thah va a sisan suah tanphain, leitung a midihtatte sisan kisuah zousiah na tungvah ahung tung thei diing hi. 
MAT.23.36	Chihtahzetin ka hung hilh ahi, hi silte zousiah tulai khang thahte tungah ahung tung diing hi.
MAT.23.37	Aw, Jerusalem, Jerusalem, zawlneite thattu, na kawma kisawlte suang a na seplumtu, aahpi in a noute aha nuaia a opkhum banga ke'n zong na tate bangzatvei opkhum ahiai ka tup taah, hizongleh na ut sih uhi. 
MAT.23.38	Ngai un, na inn uh a hawm a nuutsiat in a umta hi. 
MAT.23.39	Ka hung hilh ahi, Lalpa min a hung chu a hampha hi, na chih masangsiah uh, tukal na hung mu nawn sih diing uhi, a chi.
MAT.24.1	Huleh Jesu chu Pathian biahinn apat pawt in a chiahta a; huleh Pathian biahinn kibawl daante ensah diingin a nungjuite a kawmah a hung va. 
MAT.24.2	Huleh Jesu’n a kawmvah, Hi sil zousiah na mu sih uh maw? Chihtahzetin ka hung hilh ahi, Suang suhchip louha kithuap mawngmawng hitah ah a um sih diing, a chi a. 
MAT.24.3	Huleh Olive taang tunga a tou laiin, nungjuite a kawmah aguuhin a hung va, hi silte bangchihchiangin ahung um diai? huleh na hung kiitna diing leh khovel tawpna diing chiamchihna bang adiai? hung hilh in, a chi va. 
MAT.24.4	Huin Jesu’n a dawng a, a kawmvah, Mi koimah in ahung heem louhna diingin pilvaang un. 
MAT.24.5	Ajiahchu mi tampi in, Khrist ka hi, Huchi'n ka min in ahung diing va; mi tampi a heem zou diing uhi. 
MAT.24.6	Huleh kidou leh kidou thuthangte na ja diing va; na lungdon louhna diingun pilvaang un; ajiahchu hi silte zousiah hung um diing mawng ahi a, hizongleh a tawpna ahi nai sih diing. 
MAT.24.7	Nam tuam leh nam tuam, gam tuam leh gam tuam a kidou diing va; huleh mun tuamtuam ah kial bang a tung diing, hii bang a leeng diing a, ziil bang a liing diing hi. 
MAT.24.8	Hite zousiah chu gentheihna kipatna ahi. 
MAT.24.9	Hu hun chiangin nanguh chu suhgim diingin ahung mansah diing va, ahung that diing uh; huleh ka min jiahin nam zousiah huat na hi diing uh. 
MAT.24.10	Huleh mi tampi a puuh diing va, khat leh khat a kimansah diing va, khat leh khat a kimudah diing uh. 
MAT.24.11	Huleh zawlnei tahlou tampi ahung pawt diing va, mi tampi a heem zou diing uh. 
MAT.24.12	Huleh sualna a pun diing jiahin mi tampite lungsiatna chu ahung daai diing. 
MAT.24.13	Hizongleh a tawp donga thuaah zou, hu mi chu hutdamin a um diing. 
MAT.24.14	Huleh hi lalgam Tanchinpha chu nam zousiah heetsahna diingin khovel pumpi ah soi in a um diing; huzohchiangin a tawpna chu ahung tung diing hi.
MAT.24.15	Hujiahin sumangbangtu kihdahhuai, zawlnei Daniel in ana soi chu mun siangthou a ding na muh chiangun (a sim phot in hesiam uheh). 
