GEN.1.1	In het begin maakte God de hemelen en de aarde. 
2SA.5.25	David volgde de aanwijzingen van de 
2SA.6.1+2SA.6.2	Daarna bracht David opnieuw een speciale troepenmacht van dertigduizend man op de been en trok naar Baäla in Juda om de ark van de 
2SA.6.3+2SA.6.4+2SA.6.5	De ark werd weggehaald uit het in de heuvels gelegen huis van Abinadab en daarna op een nieuwe wagen gezet. Twee zonen van Abinadab, Uzza en Achio, begeleidden de wagen. Achio liep voor de wagen, gevolgd door David en het volk. Zij zongen blij voor de 
2SA.6.6	Bij de dorsvloer van Nachon struikelden de ossen voor de wagen en Uzza stak zijn hand uit om te voorkomen dat de ark zou vallen. 
2SA.6.7	Maar de 
2SA.6.8	David was vreselijk ontsteld omdat de 
2SA.6.9	Met bevend ontzag voor de 
2SA.6.10	Hij besloot hem niet naar de Stad van David te brengen, maar bracht hem naar het huis van Obed-Edom, die afkomstig was uit Gat. 
2SA.6.11	Daar bleef de ark drie maanden staan en de 
2SA.6.12	Toen David dat hoorde, bracht hij de ark naar de Stad van David en maakte er een groot feest van. 
2SA.6.13	Nadat de mannen die de ark droegen, zes passen hadden gedaan, stopten zij om David de gelegenheid te geven een rund en een gemest lam te offeren. 
2SA.6.14	In priesterkleding gestoken, danste David uitbundig onder het oog van de 
2SA.6.15	Zo brachten David en het volk Israël de ark van de 
2SA.6.16	Sauls dochter Michal keek uit het raam toen de stoet de stad binnenkwam. Zij zag hoe koning David voor het oog van de 
2SA.6.17	De ark werd in de tent gezet die David voor dat doel had laten opzetten. Vervolgens bracht hij brandoffers en vredeoffers aan de 
2SA.6.18	Ook zegende hij het volk in de naam van de 
2SA.6.19	Hij gaf iedereen een geschenk, zowel de mannen als de vrouwen, in de vorm van brood, vlees en druivenkoeken. Toen de hele plechtigheid achter de rug was en iedereen naar huis was gegaan, 
2SA.6.20	ging ook David naar huis om zijn gezin te zegenen. Maar Michal kwam hem tegemoet en zei met verachting in haar stem: ‘Wat heeft de koning van Israël zich vandaag weer prachtig gedragen! Als een losbandige ging hij halfnaakt over straat en liet zich bekijken door de meisjes langs de weg!’ 
2SA.6.21	Maar David was het niet met haar eens. ‘Ik danste voor de 
2SA.6.22	Ja, in de toekomst zal ik me nog meer moeten verlagen en vernederen, maar dan nog zullen de meisjes over wie je het had, net zo tegen mij opkijken!’ 
2SA.6.23	Om haar minachtende houding bleef Michal haar hele verdere leven kinderloos.
2SA.7.1	Toen de 
2SA.7.2	zei David tegen de profeet Natan: ‘Luister eens! Ik woon hier in een prachtig paleis van cederhout, terwijl de ark van God buiten in een tent staat!’ 
2SA.7.3	‘Doe gerust wat u van plan bent,’ zei Natan, ‘want de 
2SA.7.4	Maar die nacht zei de 
2SA.7.5	‘Vertel mijn dienaar David dat hij het niet moet doen! 
2SA.7.6	Ik heb namelijk nooit in een tempel gewoond. Mijn huis is een tent geweest sinds de tijd dat Ik Israël uit Egypte haalde. 
2SA.7.7	Ik heb daarover ook nooit geklaagd tegen de leiders van Israël, de herders van mijn volk. Heb Ik hun ooit gevraagd waarom zij geen mooie cederhouten tempel voor Mij hadden gebouwd? 
2SA.7.8	Breng deze boodschap van de 
2SA.7.9	Ik heb u terzijde gestaan waar u ook ging en Ik heb uw vijanden verslagen. En Ik zal uw naam nog groter maken, zodat u een van de bekendste mannen ter wereld wordt! 
2SA.7.10+2SA.7.11	 Ik heb een vaderland uitgekozen voor mijn onderdanen dat zij nooit hoeven te verlaten. Het zal hun eigen land zijn, waarin de heidense volken hen niet meer zullen lastigvallen, zoals in de tijd toen de richters mijn volk regeerden. Er zullen geen vijanden meer tegen u optrekken en Ik zal u een rijk nageslacht geven! 
2SA.7.12	Want wanneer u sterft, zal Ik een van uw eigen zonen op uw troon zetten en Ik zal zijn koninkrijk sterk maken. 
2SA.7.13	Hij is degene die een tempel voor Mij zal bouwen. Het zal een huis zijn waaraan Ik mijn naam verbind. En zijn koninkrijk zal Ik tot in eeuwigheid laten voortduren. 
2SA.7.14	Ik zal zijn vader zijn en hij zal mijn zoon zijn. Als hij zondigt, zal Ik andere volken gebruiken om hem te straffen, 
2SA.7.15	maar Ik zal mijn liefde en vriendschap niet van hem terugtrekken zoals Ik dat bij uw voorganger Saul deed. 
2SA.7.16	Uw familie zal voor eeuwig dit koninkrijk regeren. Uw troon zal niet wankelen.” ’
2SA.7.17	Natan zocht David op en vertelde hem wat de 
2SA.7.18	Toen ging David de tent binnen, knielde voor de ogen van de 
2SA.7.19	En nu U mij dat allemaal hebt gegeven, zegt U ook nog dat U mijn geslacht voor altijd wilt laten regeren! 
2SA.7.20	Wat kan ik verder nog zeggen? 
2SA.7.21	U doet al deze dingen omdat U het hebt beloofd en omdat U ze ook wilt doen! 
2SA.7.22	O 
2SA.7.23	Welk ander volk op aarde heeft zulke zegeningen ontvangen als uw volk Israël? Want U hebt uw uitverkoren volk gered om uw naam eer te geven. U hebt grote wonderen gedaan en Egypte en haar goden verslagen. 
2SA.7.24	U koos Israël voor altijd als uw volk en U werd onze God. 
2SA.7.25	 God, doe dan wat U beloofde aan mij en mijn nageslacht. 
2SA.7.26	Ik bid dat U voor eeuwig zult worden geëerd omdat U de God van Israël bent en mijn nageslacht voor U bewaard zal blijven. 
2SA.7.27	Want U hebt mij geopenbaard, o Here van de hemelse legers, God van Israël, dat ik de eerste ben van een gezegend nageslacht, daarom ben ik zo vrijmoedig geweest dit gebed uit te spreken. 
2SA.7.28	Want U bent werkelijk God en uw woorden zijn waarheid. U hebt mij deze goede dingen beloofd, 
2SA.7.29	doe daarom wat U mij hebt toegezegd! Zegen mijn familie voor eeuwig! Moge ons nageslacht altijd voor uw ogen blijven voortbestaan, want U, 
2SA.8.1	David versloeg korte tijd later de Filistijnen, onderwierp hen en nam het bestuur over hun hoofdstad over. 
2SA.8.2	Tevens nam hij het land van Moab in bezit. Hij verdeelde zijn slachtoffers en liet hen twee aan twee in rijen op de grond liggen. Twee derde van elke rij, met een meetlint gemeten, doodde hij en een derde werd gespaard om zijn dienaren te worden, elk jaar betaalden zij hem belasting.
2SA.8.3	Hij versloeg ook de troepen van koning Hadadezer van Soba, een zoon van Rechob, in een veldslag bij de Eufraat. Hij deed dit omdat Hadadezer trachtte zijn invloed langs de Eufraat te herstellen. 
2SA.8.4	David nam daarbij zeventienhonderd ruiters en twintigduizend man voetvolk gevangen. Slechts honderd tuigpaarden hield hij, bij alle andere liet hij de pezen doorsnijden. 
2SA.8.5	De Syriërs kwamen uit Damascus Hadadezer te hulp. Ook van hen sneuvelden tweeëntwintigduizend man. 
2SA.8.6	David stationeerde enkele legergarnizoenen in Damascus waardoor de Syriërs werden onderworpen. Ook zij betaalden elk jaar belasting aan David. Zo gaf de 
2SA.8.7	De gouden schilden van koning Hadadezers officieren bracht David naar Jeruzalem. 
2SA.8.8	Tevens voerde hij een grote buit aan koper, afkomstig uit Hadadezers steden Betach en Berotai, naar Jeruzalem. 
2SA.8.9	Toen koning Toï van Hamat hoorde over Davids overwinning op het leger van Hadadezer, 
2SA.8.10	stuurde hij zijn zoon Joram naar David om hem te begroeten en geluk te wensen met zijn overwinning op Hadadezer, want Hadadezer en Toï waren vijanden. Joram bracht daarbij geschenken van zilver, goud en koper voor David mee. 
2SA.8.11+2SA.8.12	 David wijdde dit alles aan de 
2SA.8.13	Na zijn terugkeer van een overwinning op achttienduizend Edomieten in het Zoutdal, werd David een beroemd man. 
2SA.8.14	In heel Edom plaatste hij garnizoenen die ervoor zorgden dat het hele volk belasting betaalde, weer een voorbeeld van de manier waarop de 
2SA.8.15	David regeerde Israël op een rechtvaardige manier en was tegenover iedereen eerlijk. 
2SA.8.16	De bevelhebber van zijn leger was Joab, de zoon van Seruja, en zijn kanselier was Josafat, de zoon van Achilud. 
2SA.8.17	Sadok, de zoon van Achitub, en Achimelech, de zoon van Abjatar, waren de hogepriesters en Sereja was de secretaris van de koning. 
2SA.8.18	Benaja, de zoon van Jojada, stond aan het hoofd van Davids lijfwacht en Davids zonen waren zijn adviseurs.
2SA.9.1	Na enige tijd vroeg David zich af of er nog familieleden van Saul in leven waren, want hij wilde hen goed behandelen, zoals hij Jonatan had beloofd. 
2SA.9.2	Hij hoorde toen van een zekere Siba, die vroeger een van Sauls dienaars was geweest en liet hem bij zich komen. ‘Bent u Siba?’ vroeg de koning. ‘Ja, koning,’ antwoordde de man. 
2SA.9.3	Daarop vroeg de koning hem: ‘Is er nog familie van Saul in leven? Als dat zo is, wil ik ter wille van God goed voor hen zijn.’ ‘Ja,’ luidde Sibaʼs antwoord, ‘er leeft nog een zoon van Jonatan, die aan beide voeten verlamd is.’ 
2SA.9.4	‘Waar kan ik hem vinden?’ wilde de koning weten. ‘In Lo-Debar,’ vertelde Siba hem. ‘In het huis van Machir, de zoon van Amniël.’
2SA.9.5+2SA.9.6	 Koning David ontbood daarop Mefiboset, de zoon van Jonatan, de kleinzoon van Saul. Mefiboset verscheen voor de koning en boog zich heel diep voor hem neer. 
2SA.9.7	Maar David zei: ‘Wees maar niet bang! Ik heb u gevraagd hier te komen, omdat ik iets goeds voor u wil doen wegens mijn eed aan uw vader Jonatan. Ik zal al het land dat van uw grootvader Saul was, aan u teruggeven en u zult geregeld bij mij te gast zijn aan tafel!’
2SA.9.8	Opnieuw boog Mefiboset zich voor de koning neer. ‘Waarom is de koning vriendelijk voor zoʼn dode hond als ik?’ riep hij uit. 
2SA.9.9	De koning riep Sauls dienaar Siba erbij. ‘Ik heb de kleinzoon van uw meester alles teruggegeven wat aan Saul en zijn familie toebehoorde,’ zei hij. 
2SA.9.10+2SA.9.11	 ‘U en uw zonen en knechten moeten dat land bewerken, zodat het zijn familie van voedsel voorziet, maar hijzelf zal hier bij mij blijven wonen.’ Siba, die vijftien zonen en twintig knechten had, antwoordde: ‘Heer, ik zal doen wat u mij hebt bevolen.’ Vanaf dat moment zat Mefiboset regelmatig met koning David aan tafel alsof hij een van zijn eigen zonen was. 
2SA.9.12	Mefiboset had een jonge zoon, die Micha heette. Het hele huishouden van Siba kwam in dienst van Mefiboset, 
2SA.9.13	maar hijzelf—hij was verlamd aan beide voeten—verhuisde naar Jeruzalem en nam zijn intrek in het paleis.
2SA.10.1	Enige tijd later overleed koning Nachas van de Ammonieten. Hij werd opgevolgd door zijn zoon Chanun. 
2SA.10.2	‘Ik zal Chanun laten zien dat ik het goed met hem meen,’ zei David, ‘want zijn vader Nachas is altijd vriendelijk en trouw tegenover mij geweest.’ Daarom stuurde David afgevaardigden om Chanun te condoleren en te troosten met het verlies van zijn vader. 
2SA.10.3	Maar Chanuns officieren fluisterden hem in: ‘U gelooft toch zeker niet dat deze mannen zijn gekomen om u te condoleren met het verlies van uw vader! David heeft ze gestuurd om te spioneren in de stad, voordat hij ons aanvalt!’ 
2SA.10.4	Daarom liet Chanun Davids mannen gevangennemen. Hij schoor de helft van hun baarden af en knipte hun mantels ter hoogte van hun billen af. Halfnaakt stuurde hij hen daarna naar huis terug. 
2SA.10.5	Toen David hoorde wat er was gebeurd, droeg hij de mannen op in Jericho te blijven tot hun baarden weer waren aangegroeid, zij schaamden zich enorm over hun uiterlijk.
2SA.10.6	De Ammonieten beseften heel goed dat zij de woede van David hadden opgewekt en daarom haalden zij twintigduizend Syrische huurlingen uit de landen Soba en Rechob, duizend man van de koning van Maächa en twaalfduizend man uit het land Tob. 
2SA.10.7+2SA.10.8	 Toen dit David ter ore kwam, stuurde hij Joab en het hele leger van Israël op hen af. De Ammonieten verdedigden de poorten van hun stad, terwijl de Syriërs uit Soba, Rechob, Tob en Maächa in het open veld vochten. 
2SA.10.9	Toen Joab doorkreeg dat hij op twee fronten moest vechten, koos hij de beste strijders uit, nam zelf het commando over hen en ging de Syriërs in het open veld te lijf. 
2SA.10.10	De rest van het leger moest onder bevel van zijn broer Abisaï de Ammonieten aanvallen die de stad verdedigden. 
2SA.10.11	‘Als het nodig is, moet je mij te hulp komen tegen de Syriërs,’ beval Joab hem. ‘Maar als de Ammonieten te sterk mochten zijn voor jou, zal ik jou te hulp komen. 
2SA.10.12	Houd moed! We moeten vandaag werkelijk tot het uiterste gaan als wij ons volk en de steden van onze God willen redden. Moge de wil van de 
2SA.10.13	Toen Joab en zijn troepen zich in de strijd wierpen, sloegen de Syriërs op de vlucht. 
2SA.10.14	Toen de Ammonieten dat zagen, sloegen ook zij voor Abisaï op de vlucht en trokken zich terug in de stad. Daarna keerde Joab terug naar Jeruzalem.
2SA.10.15+2SA.10.16	 De Syriërs beseften dat zij niet tegen de Israëlieten waren opgewassen. Daarom kregen zij bij het hergroeperen steun van nog meer Syrische troepen, die Hadadezer van de andere kant van de Eufraat had laten komen. Deze troepenaanvulling kwam in Chelam aan onder bevel van opperbevelhebber Sobach van Hadadezers leger. 
2SA.10.17	David werd van deze ontwikkelingen op de hoogte gesteld en nam daarna zelf het bevel over het Israëlitische leger en trok naar Chelam, waar de Syriërs hem aanvielen. 
2SA.10.18	Maar opnieuw gingen de Syriërs op de vlucht voor de Israëlieten die zevenhonderd wagenmenners en veertigduizend ruiters, onder wie generaal Sobach, versloegen en dood op het slagveld achterlieten. 
2SA.10.19	Toen Hadadezers bondgenoten zagen dat de Syriërs waren verslagen, gaven zij zich over aan Israël en werden zij Davids dienaren. Voortaan bedachten de Syriërs zich wel tweemaal voor zij de Ammonieten te hulp kwamen.
2SA.11.1	In de lente van het jaar daarop, in de tijd dat oorlogen weer begonnen, stuurde David Joab en het Israëlitische leger eropuit om de Ammonieten te vernietigen. Zij begonnen met de hoofdstad Rabba te belegeren. David bleef echter in Jeruzalem. 
2SA.11.2	Op een dag stond hij na zijn rustuur op van zijn bed en maakte een wandelingetje op het dak van het paleis. Uitkijkend over de stad, viel zijn oog op een bijzonder mooie vrouw, die net haar bad nam. 
2SA.11.3	Hij stuurde iemand om erachter te komen wie zij was en hoorde dat zij Batseba heette. Haar vader was Eliam en zij was getrouwd met de Hethiet Uria. 
2SA.11.4	David liet haar halen en ging met haar naar bed. Daarna waste zij zich vanwege haar onreinheid en ging terug naar huis. 
2SA.11.5	Toen zij erachter kwam dat zij in verwachting was, stuurde zij hem een boodschap om dat te vertellen.
2SA.11.6	David zond daarop Joab het bevel: ‘Stuur de Hethiet Uria naar mij toe.’ 
2SA.11.7	Toen deze kwam, vroeg David hem hoe het was met Joab en het leger en of er al vooruitgang in de strijd te melden was. 
2SA.11.8	Daarna stuurde hij hem naar huis met het advies dat hij maar eens goed moest uitrusten en zond een geschenk naar zijn huis. 
2SA.11.9	Maar Uria ging niet naar huis. Hij bleef die nacht bij de poort van het paleis slapen bij de andere dienaren van de koning. 
2SA.11.10	David hoorde dat, riep hem opnieuw bij zich en vroeg: ‘Bent u soms niet moe van de reis? Waarom bent u vannacht dan niet naar huis gegaan?’ 
2SA.11.11	Uria antwoordde: ‘De ark en alle legereenheden kamperen in het open veld. Zou ik dan thuis gaan zitten om goed te eten en te drinken en met mijn vrouw te slapen? Ik zweer dat ik me aan zoiets nooit schuldig zal maken.’ 
2SA.11.12	‘Wel, blijf dan vannacht maar hier,’ zei David, ‘dan kunt u morgen naar de troepen terugkeren.’ Uria bleef dus in de buurt van het paleis. 
2SA.11.13	David nodigde hem de volgende dag uit voor het eten en voerde hem dronken, desondanks ging hij die nacht niet naar huis, maar sliep weer bij het hofpersoneel aan de ingang van het paleis.
2SA.11.14	De volgende morgen schreef David een brief voor Joab en gaf die aan Uria mee. 
2SA.11.15	In de brief gaf hij Joab opdracht Uria aan het front te zetten op de plaats waar het felst werd gevochten, dan terug te trekken en hem achter te laten om te sneuvelen! 
2SA.11.16	Joab stuurde Uria naar een plek vlak bij de belegerde stad waarvan hij wist dat daar de beste strijders van de vijand stonden opgesteld. 
2SA.11.17	Bij een volgende aanval vanuit de stad werd Uria met nog enkele Israëlitische soldaten gedood. 
2SA.11.18	Toen Joab David een verslag stuurde over de ontwikkelingen in de strijd, 
2SA.11.19+2SA.11.20+2SA.11.21	zei hij tegen zijn boodschapper: ‘Als de koning nadat u verslag hebt gedaan, boos wordt en vraagt: “Waarom zijn de troepen de stad zo dicht genaderd? Wisten zij dan niet dat er vanaf de muren op hen zou worden geschoten? Werd Abimelech, de zoon van Jerubbeset, bij Tebes niet door een vrouw gedood die een molensteen boven op hem gooide?”, zeg dan tegen hem: “Ook Uria werd gedood.” ’
2SA.11.22	Zo kwam de boodschapper in Jeruzalem aan en vertelde alles aan David. 
2SA.11.23	‘De vijand was erg sterk en deed een uitval,’ zei hij, ‘maar toen wij hem achtervolgden naar de stadspoorten, 
2SA.11.24	werden wij beschoten door de mannen op de muren, enkelen van ons werden gedood, ook de Hethiet Uria.’ 
2SA.11.25	‘Goed, vertel Joab maar dat hij de moed niet moet verliezen,’ zei David. ‘Het zwaard doodt zowel de een als de ander! Vecht de volgende keer met meer verbetenheid en verover de stad, zeg hem dat ik tevreden ben over de resultaten tot nu toe.’
