MAT.1.1	Anuu nanülia na koo'uliwo'ukana Jesucristo chi nuu'uliwo'ukai David chi nuu'uliwo'ukai Abraham:
LUK.2.26	je nii'iyatatüjülia nümüin Simeón sünain nnojolinjachin ouktüin nia süpülapünaa ni'rüin Cristo chi Nüneekajalakai Maleiwa. 
LUK.2.27	Eejachi Simeón napüla, süka neenakünüin chamüin nütüma chi Naa'inkai Maleiwa. Shiasa nantapa José oo'ulaka María je Jesús chi nachonkai süpüla ne'itaainjachin nia najapulu'u Maleiwa maa aka tü nümakat Moisés, 
LUK.2.28	naapaakalaka Simeón chi jo'uukai sümaa nu'waajüin Maleiwa sünain maa:
LUK.2.29	“Maleiwakalee, Aluwataakai waa'u,
LUK.2.29	keraataainja joo taya chi püchepchiakai süpüla ouktaa sünain anain taa'in,
LUK.2.29	süka paa'inrüitpain tü püküjakat tamüin paala.
LUK.2.30+LUK.2.31	Te'rüichipa joo chi aneekünakai pütüma su'upala wayuu süpüshua
LUK.2.30+LUK.2.31	süpüla nu'tte'erüinjachin wayuu.
LUK.2.32	Nütüma chi jo'uukai, na gentilekana, na nnojoliikana püpüshin,
LUK.2.32	nountüin ne'raajüin pia.
LUK.2.32	Je na püpüshikana Israelkana,
LUK.2.32	na'waajeechi pia naa'u chi jo'uukai, süka pansaain pünüiki namüin”,
LUK.2.32	nümakalaka Simeón.
LUK.2.33	Otta nüshi chi jo'uukai sümaa tü niikat, ponüsü ma'i naa'in tü aküjünakat nüchiki chi nachonkai. 
LUK.2.34+LUK.2.35	Nümakalaka joo Simeón namüin:
LUK.2.34+LUK.2.35	—Anata'aleeshiija'a ma'i jia.
LUK.2.34+LUK.2.35	Otta sümüin tü niikat:
LUK.2.34+LUK.2.35	—María, aneekuushi chi jo'uukai nütüma Maleiwa süpüla sütüjaainjatüin saa'u tü wayuu Israelkalüirua sünain su'ttaainjatüin nünainjee müleka sünoujale nünain. Akaajasa eekai nayouktüin, amülouijeena naya. Ja'yeetkalaka sünain niyouktünüin chi Maleiwakai süka niyouktünüin chi jo'uukai. Je mojeerü ma'i paa'in pi'rapa tü e'ralaakat wayumüin nümüin chi püchonkai —nümakalaka Simeón.
LUK.2.36	Je cha'aya sulu'u tü a'waajüleekat, eesü wane wayuu laülaa, oukta a'wayuuset, nünüikimaajatü Maleiwa kanüliasü Ana, nüchon Fanuel, nuu'uliwo'u Aser. Akaratshi ne'e juya eejatüin shia nümaa chi su'wayuusekai süpülapünaa ouktüin nia. 
LUK.2.37	Mekiisalüirü shikii juya pienchimüin sünain sümüiwain. Nnojotsü ojuittüin shia sulu'ujee tü a'waajüleekat. Ayatsü so'uka'i, sa'wai sünain su'waajüin Maleiwa, sünain saashajaain nümaa je sünain saamajüin. 
LUK.2.38	Wanaa sümaa najapulu'uin chi jo'uukai Simeón, sürütkaakalaka joo Ana nanainmüin, sünain saapüin analu'ut nümüin Maleiwa. Shiasa süchikijee tia, aküjasü waneepia nüchiki chi jo'uukai namüin na wayuu a'atapajakana süpüla taashinjanain na wayuukana Israelkana suulia müliaa.
LUK.2.39	Otta müshia José sümaa María, süchiki naa'inrapa süpüshua tü aluwataanakat anain nütüma Moisés, ale'ejüshii naya nümaa chi nachonkai noumainpa'amüin sulu'umüin tü pueulokat Nazaret cha'aya Galilea. 
LUK.2.40	Otta müshia chi jo'uukai, jintüishi joo nia. Yalayalashi sümaa kekiin ma'i nia, je nii'iyatüin Maleiwa waneepia na'anasia nümüin.
LUK.2.41	Je nakuaippa chi nüshikai Jesús sümaa tü niikat, o'unapü'üshii naya wwatua süpüla juyakat chamüin Jerusalénmüin sünainmüin tü mi'iraakat kanüliasü “Pascua” münüin. 
LUK.2.42	Je so'u tü polookot piammüin juya nuuyase chi nachonkai, o'unüshi nia namaa sünainmüin tü mi'iraakat maa aka no'unapü'üin paala. 
LUK.2.43	Shiasa keraapa tü mi'iraakat, o'unüshii naya nachikua nepialu'umüin. Otta müshia chi nachonkai, nnojoishi o'unüin namaa. Saa'u wainmain wayuu sünain o'unaa namaa, nnojoliishii nayaawatüin saa'u sünain makatüin nia noulia. 
LUK.2.44	Nnojoishi nia nasukajüin so'u tü waneekat ka'i waraittüin naya, süka yaayaain nia naashin sa'aka tü wayuukolüirua. Otta natüjaapa naa'u sünain nnojolin nia namaa, nachajaakalaka nüchiki sa'akapünaa tü napüshikalüirua je sa'akapünaa tü ne'raajüinkalüirua. 
LUK.2.45	Je süka nnojolüin nantüin nünain, nale'ejaakalaka nachikua yaawala Jerusalénmüin sünain nachajaain nüchiki cha'aya.
LUK.2.46	Je so'u tü apünüinkat ka'i, nantakalaka nünain sulu'u tü a'waajüleekat Maleiwa. Eekalaka nia joyotüin napüla na'aka na ekirajüliikana sünain aapajaa nanüiki je sünain asakiijaa naya. 
LUK.2.47	Otta tü wayuu aapajüsükalüirua, ponüsü ma'i saa'in tü nümakat chi jintüikai namüin na laülaayuukana, süka nütüjüin ma'i asouktaa ne'ipajee. 
LUK.2.48	Otta tü niikat nümaa chi nüshikai, ponüshi ma'i naa'in chi nachonkai ne'rapa tü naa'inrakat. Je mapa, sümakalaka tü niikat nümüin:
LUK.2.48	—Tachonchee, ¿jamüshii nnojoliika'a paapirüin waya sünain makatajachin pia? Achajaashii waya püchiki sünain shapaain ma'i waya paa'u —sümakalaka tü niikat nümüin.
LUK.2.49	Nüsouktakalaka joo chi jintüikai namüin:
LUK.2.49	—¿Jamüshii jia jüchajaaka'a tachiki? Yaaweeyülia paala taya yaa sulu'u nipia chi Tashikai —nümakalaka namüin.
LUK.2.50	Otta tü niikat oo'ulaka chi nüshikai, nnojotsü nayaawatüin aa'u tü nümakat chi nachonkai namüin.
LUK.2.51	Je shiasa süchikijee tia, o'unüshi Jesús namaa nepialu'umüin, chaa palaamüin Nazaretmüin, sünain jüüjüüin waneepia namüin cha'aya. Je tü niikat süchikijee, jülüjasü saa'in waneepia tü shi'rakat je tü saapakat joolu'u nüchiki chi süchonkai. 
LUK.2.52	Je mapa, ataralaashi joo Jesús sümaa kekiin ma'i je sümaa yalayalain. Kojutshi nia sütüma wayuu süpüshua, je talatüsü ma'i naa'in Maleiwa nümaa.
LUK.3.1	Je so'u tü polookot ja'ralimüin juya nuuyase chi Tiberio Césarkai anülia sünain aluwatawaa sulu'u tü mmakat süpüshua, eeshii na pienchishii sülaülashiikana noumain na wayuu judíokana. Eeshi Poncio Pilato chi Romaje'ewaikai sülaülashikai tü mmakat Judea. Eeshi Herodes chi sülaülashikai Galilea. Eeshi Felipe, nimülia Herodes, sülaülashi Iturea je Traconite. Otta eeshi Lisanias sülaülashi Abilinia. 
LUK.3.2	Je so'u juyakat tia, eeshii piamashii laülaashiikana napüleerua na sacerdote judíokana, kanüliashi Anás, je nünülia wane, Caifás. Je so'u juyakat tia, naashajaakalaka chi Maleiwakai nümaa Juan chi nüchonkai Zacarías wanaa sümaa chajachin nia kepiain cha'aya isashiipa'a. 
LUK.3.3	Nu'unakalaka Juan sütüma tü nümakat Maleiwa nümüin sa'akamüin wayuu sainküin mmakat eepünaa tü süchikat Jordán. Nu'ttakalaka sünain nime'ejüin naa'in na wayuukana shii'iree nayaawajaain suulia naainjala sümaa nakatalaain suulia süpüla sülatinnüinjatüin noulia. Je nuluwataain na oonookana sümaa nünüiki sünain nawoutisaajünüin. 
LUK.3.4	Tü naa'inrakat Juan, shia tü ashajünakat achiki paala sümaiwa nütüma Isaías chi nünüikimaajachikai Maleiwa sünain maa:
LUK.3.4	“Owoottaweechi wane wayuu cha'aya isashiipa'a sünain maa:
LUK.3.4	‘Yapa jütüma nüpüna chi Senyotkai.
LUK.3.4	Juu'ulaa suulia jaainjala süpüla nüntajachin ja'akamüin.
LUK.3.5	Wanaaweesü tü wopukat jütüma.
LUK.3.5	Aakatüneesü tü namünakalüirua.
LUK.3.5	Ase'ejüneesü eekai japatshin.
LUK.3.5	Alo'inneesü eekai shokotüin.
LUK.3.6	Yapa jütüma nüpüna chi Senyotkai
LUK.3.6	süpüla sütüjaainjatüin wayuu süpüshua naa'u sünain niain chi O'tte'erüikai’ ”.
LUK.3.7	Nümakalaka Juan namüin na wayuu outkajaakana nünainmüin shii'iree nuwoutisaajaa: “Jiakana wüi ouktasiro'ut, e'rülii wayumüin jia. Nnojoleerü kasalajanain jaainjala jümüin jaajüin sükajee ne'e juwoutisaajünüin, nnojoleena jia e'rüin müliaa jaajüin süsala. 
LUK.3.8	Müleka shiimüinreje sünain jükatalaain suulia jaainjala, atüjaaneerü aa'u tia sünainjee tü kasa anasü jaa'inrakat. Je nnojotsü che'ojaain ju'waataain sulu'u nuu'uliwo'uin jia Abraham. Müleka nnojoliire jaa'inrüin tü nuluwataakat anain jia Maleiwa, süsaleena jia nütüma. Müleka nücheküle Maleiwa, eesü süpüla jaa'a sümeerüin tü ipakalüirua nütüma süpüla shiainjatüin nuu'uliwo'uin Abraham. 
LUK.3.9	Müleka nnojorule jaa'inrüin tü anasükat nu'upala Maleiwa, aleejüneena jia nütüma, maa aka süshottünüin sümaa sujutünüin so'u siki wane wunu'u eekai nnojolüin anain süchon”.
LUK.3.10	Nasakirakalaka joo na wayuukana sütümajee tü nümakat namüin:
LUK.3.10	—¿Kasa anaka süpüla waa'inrüin süpüla wee'iyatüin pümüin sünain wakatalaaitpain suulia waainjala?
LUK.3.11	Asouktüshi Juan namüin:
LUK.3.11	—Chi wayuu eekai piamain nüshe'in, anasü müleka nüsülajüle waneesia nümüin wayuu eekai mashe'in. Je chi eekai keküin, anashi müleka nüsülajüle süpüshi tü niküinkat nümüin eekai meküin —nümakalaka.
LUK.3.12	Je na'aka na wayuu antakana nünainmüin Juan shii'iree nuwoutisaajaa, eeshii wane okotchajülii neerü nümüin chi sülaülashikai mma.
LUK.3.12	—Ekirajüikalee, saa'u pümüichipain wamüin, ¿kasa anaka süpüla waa'inrüin süpüla wee'iyatüin pümüin sünain wakatalaaitpain suulia waainjala? —namakalaka nümüin.
LUK.3.13	—Nnojo sülatüin jütüma süpüleerua wayuu tü suwalaajüinjatkat nümüin chi sülaülashikai mma —nümakalaka namüin.
LUK.3.14	Nasakirakalaka joo wane surulaalüirua:
LUK.3.14	—Jama wayakana, ¿kasa anaka süpüla waa'inrüin süpüla wee'iyatüin pümüin sünain wakatalaaitpain suulia waainjala?
LUK.3.14	Asouktüshi nia namüin:
LUK.3.14	—Nnojo ji'ike'erüin wayuu süka ja'alain saa'u sükorolo. Nnojo jüta'ülüin wayuu müleka nnojorule mojulaain. Je talata ne'e jia sümaa tü ji'yataainjutkat —nümakalaka namüin.
LUK.3.15	Je na wayuukana napüshua sütüma tü nüküjakat Juan namüin, “Niataakaja Cristo, chi wa'atapakai süka süpüshua waa'in”, müsü naa'in. 
LUK.3.16	Nüküjakalaka joo Juan namüin na wayuukana napüshua: “Tayakai, wayuu ne'e. Nnojoishi wanaapünaain nümaa Cristo, süka pülashin ma'i nia toulia. Tawoutisaajüin ne'e jia süka wüin. Otta müshia Cristo, anteechi jünainmüin süpüla naapüinjachin jümüin chi Naa'inkai Maleiwa süpüla eeinjachin nia waneepia jümaa. Akaajasa chi eekai ayatüin sünain naainjala, süsaleechi nia nütüma. 
LUK.3.17	O'tte'enneechi chi eekai nünoujain nünain Cristo, maa aka sükatannüin süchon wane a'ttiee suulia tü suwasalakat süpüla sünaajaanüin. Otta chi eekai niyouktüin Cristo, amülouleechi waneepia, maa aka tü suwasalakat sünain sa'ajünüin”, nümakalaka namüin. 
LUK.3.18	Ayatshi Juan aküjain nüchiki chi O'tte'erüikai namüin, sümaa nime'ejüin naa'in süka pütchi wainma.
LUK.3.19+LUK.3.20	Je süchikijee tia, naashichijaakalaka Herodes chi sülaülashikai mma nümüin Juan sünainjee nüchiaain nia saalin naapaain tü nu'wayuusekat chi nimüliakai süpüla nu'wayuusein, tü Herodíaskat anülia, otta saaliijee wainma kasa mojusü naa'inrakat. Nüpüreesajitkalaka Juan.
LUK.3.21	Je chaa eejatüle suwoutisaajünüin tü wayuukolüirua nütüma Juan, owoutisaajünüshi Jesús nütümaya. Je wanaa sümaa naashajaain Jesús nümaa Maleiwa, ajutalaasü chaa iipünaa eere Maleiwa. 
LUK.3.22	Nüshakatakalaka joo chi Naa'inkai Maleiwa nünainmüin Jesús, sünain müin aka saa'in wane mo'uwa. Saapünakalaka joo wane pütchi chaa iipünaajee sünain maa:
LUK.3.22	—Anii chi Tachonkai aishikai tapüla. Talatüshi ma'i taya nümaa.
LUK.3.23	Je kettaapa maa aka apünüin shikii juya nuuyase Jesús, o'ttüshi nia sünain ekirajaa wayuu. Otta Jesús, saashin wayuu süpüshua, nüchon José. Anuu nanülia na koo'uliwo'ukana José nüchon Elí:
LUK.3.24	Elí, nüchon Matat.
LUK.3.24	Matat, nüchon Leví.
LUK.3.24	Leví, nüchon Melqui.
LUK.3.24	Melqui, nüchon Jana.
LUK.3.24	Jana, nüchon José.
LUK.3.25	José, nüchon Matatías.
LUK.3.25	Matatías, nüchon Amós.
LUK.3.25	Amós, nüchon Nahum.
LUK.3.25	Nahum, nüchon Esli.
LUK.3.25	Esli, nüchon Nagai.
LUK.3.26	Nagai, nüchon Maat.
LUK.3.26	Maat, nüchon Matatías.
LUK.3.26	Matatías, nüchon Semei.
LUK.3.26	Semei, nüchon José.
LUK.3.26	José, nüchon Judá.
LUK.3.27	Judá, nüchon Joana.
LUK.3.27	Joana, nüchon Resa.
LUK.3.27	Resa, nüchon Zorobabel.
LUK.3.27	Zorobabel, nüchon Salatiel.
LUK.3.27	Salatiel, nüchon Neri.
LUK.3.28	Neri, nüchon Melqui.
LUK.3.28	Melqui, nüchon Adi.
LUK.3.28	Adi, nüchon Cosam.
LUK.3.28	Cosam, nüchon Elmodam.
LUK.3.28	Elmodam, nüchon Er.
LUK.3.29	Er, nüchon Josué.
LUK.3.29	Josué, nüchon Eliezer.
LUK.3.29	Eliezer, nüchon Jorim.
LUK.3.29	Jorim, nüchon Matat.
LUK.3.29	Matat, nüchon Leví.
LUK.3.30	Leví, nüchon Simeón.
LUK.3.30	Simeón, nüchon Judá.
LUK.3.30	Judá, nüchon José.
LUK.3.30	José, nüchon Jonán.
LUK.3.30	Jonán, nüchon Eliaquim.
LUK.3.31	Eliaquim, nüchon Melea.
LUK.3.31	Melea, nüchon Mainán.
LUK.3.31	Mainán, nüchon Matata.
LUK.3.31	Matata, nüchon Natán.
LUK.3.31	Natán, nüchon David.
LUK.3.32	David, nüchon Isaí.
LUK.3.32	Isaí, nüchon Obed.
LUK.3.32	Obed, nüchon Booz.
LUK.3.32	Booz, nüchon Salmón.
LUK.3.32	Salmón, nüchon Naasón.
LUK.3.33	Naasón, nüchon Aminadab.
LUK.3.33	Aminadab, nüchon Aram.
LUK.3.33	Aram, nüchon Esrom.
LUK.3.33	Esrom, nüchon Fares.
LUK.3.33	Fares, nüchon Judá.
LUK.3.34	Judá, nüchon Jacob.
LUK.3.34	Jacob, nüchon Isaac.
LUK.3.34	Isaac, nüchon Abraham.
LUK.3.34	Abraham, nüchon Taré.
LUK.3.34	Taré, nüchon Nacor.
LUK.3.35	Nacor, nüchon Serug.
LUK.3.35	Serug, nüchon Ragau.
LUK.3.35	Ragau, nüchon Peleg.
LUK.3.35	Peleg, nüchon Heber.
LUK.3.35	Heber, nüchon Sala.
LUK.3.36	Sala, nüchon Cainán.
LUK.3.36	Cainán, nüchon Arfaxad.
LUK.3.36	Arfaxad, nüchon Sem.
LUK.3.36	Sem, nüchon Noé.
LUK.3.36	Noé, nüchon Lamec.
LUK.3.37	Lamec, nüchon Matusalén.
LUK.3.37	Matusalén, nüchon Enoc.
LUK.3.37	Enoc, nüchon Jared.
LUK.3.37	Jared, nüchon Mahalaleel.
LUK.3.37	Mahalaleel, nüchon Cainán.
LUK.3.38	Cainán, nüchon Enós.
LUK.3.38	Enós, nüchon Set.
LUK.3.38	Set, nüchon Adán.
LUK.3.38	Otta Adán, nükumala Maleiwa.
LUK.4.1	Ale'ejüshi Jesús chejee eejee tü süchikat Jordán, sünain eein chi Naa'inkai Maleiwa nümaa. O'uninnüshi nia nütüma isashiipa'amüin 
LUK.4.2	süpüla chainjachin nia cha'aya maa aka pienchi shikii ka'i sünain meküin. Je keraapa tü ka'ikat nütüma cha'aya sünain ouktüin nia jamü, antüshi Satanás chi sülaülakai yolujaa nünainmüin süpüla nuu'ulaküin naa'in.
LUK.4.3	—Müleka Nüchonle pia Maleiwa, puluwataa türa ipakat shii'iranajaaiwa pan —nümakalaka chi Yolujaakai nümüin Jesús.
LUK.4.4	Asouktüshi Jesús ni'ipajee:
LUK.4.4	—Nnojo. Ashajünüsü paala wane pütchi sulu'u tü karaloukta nüchikimaajatkat Maleiwa, müsü yaa: “Nnojotsü shiain sümüiwa tü pankat katüin atüma so'u wayuu, kateerü o'u shiaya sütüma süpüshua tü nümakat chi Maleiwakai” —nümakalaka Jesús nümüin.
LUK.4.5	Nu'uninnakalaka joo Jesús nütüma chi Yolujaakai chamüin iipünaamüin saa'upünaa wane uuchi, sünain nii'iyatüin nümüin tü suumainkalüirua wayuu süpüshua'ale wwatuo'ushi, sünain nümüin nümüin:
LUK.4.6+LUK.4.7	—Tü mmakat süpüshua, aapünüsü tamüin süpüla tasülajüinjatüin shia nümüin chi wayuu eekai tacheküin süpüleerua. Je joolu'u, müleka püsapainyo'ukale pia yaa tamülatu'u sünain pu'waajüin taya, taapeerü pümüin süpüla puluwataainjatüin tü wayuukolüirua sulu'ukat je süpüla kojutüinjachin pia sütüma —nümakalaka chi Yolujaakai nümüin Jesús.
LUK.4.8	Asouktüshi Jesús ni'ipajee:
LUK.4.8	—Nnojo. Ashajünüsü paala: “Nia ju'waajüinjachika, chi Jümaleiwasekai nümüiwa, nia ji'yataainjachika amüin nümüiwa” —nümakalaka Jesús nümüin.
LUK.4.9	Nu'uninnakalaka joo Jesús nütüma chi Yolujaakai chamüin Jerusalénmüin eemüin tü a'waajüleekat Maleiwa, sünain nüsha'wale'erüin nia iipünaa süralo'u tü miichikat, sünain nümüin nümüin:
LUK.4.9	—Müleka Nüchonle pia Maleiwa, pumutta pümata yaajee mmolu'umüin. 
LUK.4.10+LUK.4.11	Aneechi pia saashin tü ashajuushikat, makat mayaa:
LUK.4.10+LUK.4.11	“Nuluwataajeena Maleiwa na aapieekana süpüla naa'inmajüin pia.
LUK.4.10+LUK.4.11	Najapulu'uinjachi pia suulia sheewa'alaain puu'ui sütüma ipa”,
LUK.4.10+LUK.4.11	mataa sümakai tü ashajuushikat —nümakalaka chi Yolujaakai nümüin Jesús.
LUK.4.12	Asouktüshi Jesús:
LUK.4.12	—Nnojo. Müsü tü ashajuushikat: “Nnojo juu'ulaküin naa'in chi Jümaleiwasekai” —nümakalaka Jesús nümüin.
LUK.4.13	Shiasa kettaapa chi Yolujaakai sünain nuu'ulaküin naa'in Jesús, o'unüshi nia nüma'anajee süpüla nüle'ejüinjachin nüchikua so'uweena wane ka'i nüchekakat o'u.
LUK.4.14	Ale'ejüshi joo Jesús Galileamüin, sünain pülashin ma'i nia nütüma chi Naa'inkai Maleiwa. Je aküjünüsü nüchiki sütüma tü wayuukolüirua sainküin mma sünain nüle'ejüichipain nüchikua. 
LUK.4.15	O'ttüshi Jesús sünain ekirajaa wayuu sulu'upünaa tü ekirajüleekalüirua na judíokana. Otta na aapakana nünüiki, na'waajüin nia.
LUK.4.16	Nüntakalaka joo Jesús sulu'umüin tü pueulokat Nazaret eejachire kepiain paala nia jima'aliiwa'aya. Je so'u tü ka'i neemeraakat o'u na judíokana, ekerotshi nia sulu'umüin tü ekirajüleekat, maa akaapü'ü nütüma sainküin mma. Nüsha'walaakalaka süpüla naashaje'erüinjatüin tü karaloukta nüchikimaajatkat Maleiwa. 
LUK.4.17	Saapünakalaka joo tü karalouktakat nümüin, tü nüshajalakat Isaías chi nünüikimaajachikai Maleiwa paala sümaiwa. Nuwastakalaka joo shia saa'u tü pütchi makat mayaa:
LUK.4.18+LUK.4.19	“Antüshi chi Naa'inkai Maleiwa taa'u,
LUK.4.18+LUK.4.19	süka taneekünüin nütüma
LUK.4.18+LUK.4.19	süpüla taküjainjatüin süchiki anaa sümüin wayuu eekai müliain.
LUK.4.18+LUK.4.19	Nuluwataain taya süpüla taküjainjatüin sümüin wayuu süpüshua süchiki tü juya o'tte'ennüinjanakat o'u naya nütüma Maleiwa.
LUK.4.18+LUK.4.19	Nücheküin süpüleerua taapirüin na püreesashiikana sünain taashiinapain naya,
LUK.4.18+LUK.4.19	na mo'usaliikana sünain ko'uinapain naya,
LUK.4.18+LUK.4.19	je na se'ejenashiikana naainjala sünain suu'ule'ennüitpain noulia”.
LUK.4.20	Shiasa kettaapa tü naashaje'erakat Jesús, nüko'olaa nümüsia tü karalouktakat süchikua sünain naapüin nümüin chi aa'inmajüikai. Je wanaa sümaa nüikkalaain Jesús süpüla ekirajaa, eesü naa'in na wayuukana napüshua süpüla tü nüküjainjatkat namüin, 
LUK.4.21+LUK.4.22	süka natüjaain saa'u sünain kamalain ma'i nünüiki Jesús sümüin wayuu sainküin mma je keme'eriain shia namüin. Otta ne'raajüin nia sümaa niain kachoin José. Nümakalaka joo Jesús namüin:
LUK.4.21+LUK.4.22	—Je so'u ka'ikat tüü, ekeraajüsü ju'upala tü ashajuushikat taashaje'erüitpakat jümüin, süka tayain saashajaain achiki.
LUK.4.23	Aashajaashi joolu'u Jesús namüin nüchikua sünain nüchiajaain naya:
LUK.4.23	—Meena jia tamüin sünain jiyouktüin tanüiki: “Müleka ayuuire wane tottoolu, eiyajaashi nümüiwa süpüla nütüjaanajachin aa'u sünain tottoolüin nia. Akaweechia pia, müleka paa'inrüle wo'upala ya'ayaa puumainpa'a tü kasa anasü paa'inrakat cha'aya Capernaum, wanoujeerü tü pümakat wamüin”, meenain jia tamüin. 
LUK.4.24	Shiimüin ma'i tü tamakat jümüin: Müinka nüntüle wane nünüikimaajachi Maleiwa sa'akamüin nüpüshi, mojuteechi nia sütüma, maa aka tayakai sünain mojutüitpain jütüma joolu'u —nümakalaka Jesús namüin.
LUK.4.25+LUK.4.26	Nüso'irüin naa'in na wayuukana sünain nüchiki Maleiwa sünain nuu'ulaain suulia nükaaliijain na wayuu judíokana saaliijee noo'ulaain suulia oonowaa sümaa nünüiki. Müshi nia namüin:
LUK.4.25+LUK.4.26	—Soto jaa'in nüchiki Elías, chi nünüikimaajachikai Maleiwa sümaiwa, wanaa sümaa alin jamü sümüin wayuu süpüshua sütümajee nnojolüin sü'itüin juya apünüin juya shiatapünaamüin. Ajütünüshi Elías nütüma Maleiwa sulu'umüin tü mmakat Sidón eemüin wane wayuu oukta a'wayuuset cha'aya sulu'u tü pueulokat Sarepta süpüla nükaaliijainjatüin shia. Nnojoishi aluwataanüin nia namüin na eekai ouktüin na'wayuuse sulu'u tü mmakat Israel. 
LUK.4.27	Je soto jaa'in nüchiki Eliseo chi nünüikimaajachikai Maleiwa sümaiwa, wanaa sümaa ayuulin wainma na wayuukana sulu'u tü mmakat Israel sütüma aja'ttaa ata. Ajütünüshi Eliseo nütüma Maleiwa nünainmüin wane wayuu Siriaje'ewai kanüliashi Naamán. Nnojoishi aluwataanüin namüin na ayuuishiikana sulu'u Israel.
LUK.4.28	Otta na wayuukana yaa sulu'u tü ekirajüleekat, üttajaasü ma'i naa'in sütüma tü nümakat Jesús namüin. 
LUK.4.29	Natamaajaakalaka sünain najütüin Jesús sulu'ujee tü pueulokot solumüin wane namüna, süpüla na'ttüinjachin nüchiki mmolu'umüin. 
