MAT.1.1	Yisa Masia chɔɔŋkʋʋlɩŋ saara wʋnna: die ʋ yiwo Davidi haagɩŋ ta Davidi dɩaŋ dɩ yi Abarahami haagɩŋ.
LUK.20.36	dama ba kaaŋ bɩ kpi bɩbra; ba nan dɩ sɩɩ sɩba malakasi, ta bɩ yi Ŋmɩŋ ballɩ dama ba hagɩ wa kuŋ me. 
LUK.20.37	Mosisi gbaŋ die dagɩya dɩ kunti nan daansɩ a hagɩ kuŋ me. Mosisi die dɩ maagɩna yaa gamma tɩɩka diilehe, die ʋ wa wa tɩ Yɔmʋtieŋ Nabidie Ŋmɩŋ dɩ, ‘Abarahami Ŋmɩŋ aŋaŋ Aziki Ŋmɩŋ aŋaŋ Jakobu Ŋmɩŋ.’ 
LUK.20.38	Vuosi gie die wɔŋ kpi mɩŋ ama ba ye ko bie wo ba mɩsɩ ma dama Ŋmɩŋ ka yi wo kunti Ŋmɩŋ, ʋ yiwo vuodiekemba dɩ benne ba mɩsɩ ma ma Ŋmɩŋ, dama ʋ nɩŋŋa ba mana dɩ beri ba mɩsɩ ma.”
LUK.20.39	Die wɩa mɩraha dɩdagɩrɩba bataŋ dɩ balɩ a yɩ Yisa dɩ, “Dɩdagɩrʋ, mɩŋŋɩ a balɩ mɩŋ.” 
LUK.20.40	Die wɩa die ba chɩga dɩ ba bɩ pɩasɩ wa wʋpɩasɩkɩŋ.
LUK.20.41	Yisa die dɩ balɩ yɩ ba dɩ, “Lalɩa ba baarɩ dɩ Ŋmɩŋ vuovʋarɩkɩrɩ Masia wa baa ʋ yiwo Davidi haagɩŋ? 
LUK.20.42	Dama Ŋmɩŋ gbaŋkʋ sʋŋ, Davidi gbaŋ gbaŋ die maagɩya yɩla gbaŋkʋ sʋŋ dɩ
LUK.20.42	‘Nabidie Ŋmɩŋ die balɩ a yɩ n Yɔmʋtieŋ dɩ:
LUK.20.42	kala n nuudiigiri gie chaaŋ
LUK.20.43	a ga tʋgɩ saŋŋa dieke n baaŋ nan nagɩ fʋ dataasɩ a yi fʋ nuusi me.’
LUK.20.44	Davidi die wasa Masia wa dɩ, ‘N Yɔmʋtieŋ’, ta lalɩa Masia wa dɩ bɩ baa ʋ yi Davidi haagɩŋ?”
LUK.20.45	Die vuosi mana dɩ wʋnnana Yisa wa, die ʋ balɩ a yɩ ʋ kʋaŋandɩɩsɩrɩba dɩ, 
LUK.20.46	“Nɩ sɩmma vuodiekemba dɩ dagɩnana Ŋmɩŋ mɩraha, ba nan dɩ yaala ba yeegi guuwagɩtɩ a chʋmma giliŋ me, ta yaala ba wasɩma ba aŋaŋ jɩlɩma nyugiti ma, ba keŋ juu Ŋmɩŋ jɩamɩŋ juone me, ba ŋaaŋ yaala vuokpɩɩma jigikasɩka, ba keŋ laalɩŋ jigiŋ ba yaala sikpeŋ kpɩɩmatieliŋ jigikasɩka. 
LUK.20.47	Banɩŋ ba nyɩra kpihɔgʋba ta gbata ba nyinti mana, ta jʋʋsa Ŋmɩŋ aŋaŋ jʋʋsɩwagɩtɩ sɩba ba chɩga Ŋmɩŋ. Ba tɩbɩdatɩŋ nan faasɩ dala pam.”
LUK.21.1	Womi Yisa die dɩ daansɩ tɩaŋ ye nyintitieliŋ dɩ nagɩnana piinisi a yie Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ligire kpalɩ ma; 
LUK.21.2	ta die bɩ ye kpihɔgʋ zɔɔlɩntieŋ gbaŋ dɩ nagɩna kobusi ligiribie ale a yie kpalɩ ma. 
LUK.21.3	Ta Yisa die baarɩ dɩ, “Wusie maŋ bala nɩ, kpihɔgʋ zɔɔlɩntieŋ wo gie nagɩ wa pam a yi a tɩaŋ vuoŋ mana, 
LUK.21.4	dama ba mana vʋarɩ a nyɩŋ wa ba nyinti pam ma, ama kpihɔgʋ zɔɔlɩntieŋ wo gie nɩŋ nagɩ wa jadieke ʋ bala ʋ dii a keŋ yi.”
LUK.21.5	Die bataŋ die dɩ bala yaa gamma Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ wɩa, die ba bala yaa gamma ka vɩɩnɩŋ aŋaŋ tanvɩɩna aŋaŋ piini dieke ba nagɩna a yɩ Ŋmɩnnɩ. Yisa die dɩ baarɩ dɩ, 
LUK.21.6	“Nɩ yene nyinti gie mana wa, ama saŋŋa kieŋ ta taŋ balɩmɩŋ gbaŋ kaaŋ wɩarɩ ka jigiberisikiŋ; a mana nan nan tɩŋgbaŋ.”
LUK.21.7	Die ʋ bala wɩaha gie die ba pɩasɩ dɩ, “Dɩdagɩrʋ, saŋŋa bɩa naa dɩ baa dɩ yi? Ta bɩa balla ka yi a dagɩ dɩ saŋka tʋgɩya mɩŋ dɩ ka yi?”
LUK.21.8	Yisa die dɩ baarɩ dɩ, “Nɩ sɩmma ta nɩ da keŋ vaa ba gaaŋ nɩ. Vuosi pam nan keŋ aŋaŋ n saaŋ a baarɩ ‘Manɩŋ n yine Masia wa ta saŋka gbigiye mɩŋ.’ Ama nɩ da keŋ dɩa ba. 
LUK.21.9	Nɩ nan wʋŋ tɔntɩ aŋaŋ waagɩŋ wɩa, ama nɩ da keŋ vaa ŋmaamɩŋ yalla nɩ, dama sie wɩaha gie woliŋ yi ama a ka dagɩ sɩba dʋnɩa kpatɩŋ nan keŋ lele ke gie.”
LUK.21.10	Die ʋ bɩ balɩ a yɩ ba dɩ, “Buuriŋ nan wagɩ buuriŋ, ta naalɩŋ dɩaŋ wagɩ taŋ. 
LUK.21.11	Tɩŋgbaŋ dɔmɩŋ aŋaŋ kɔŋ aŋaŋ yʋagɩbɩatɩ nan keŋ tɩŋgbaŋka gie lʋga mana mana. Vuosi nan ye mamachi wʋkpɩɩma dɩ bala ka vaa ŋmaamɩŋ juu be ŋmɩŋsikpeŋ. 
LUK.21.12	Ama ta geŋhe mana keŋ yiwo, ba nan yigi nɩ ta vaa nɩ dii wahala, ta nagɩ nɩ yɩ Ŋmɩŋ jɩamɩŋ juone nyɩŋkʋra aŋ ba dii nɩ sarɩya, ta nagɩ nɩ yi dansarɩka sʋŋ; ta bɩ nagɩ nɩ a ga naalɩŋ jige aŋaŋ tɩŋgbaŋka nyɩŋkʋra jigiŋ n wɩa. 
LUK.21.13	Naa bala ka yɩ nɩ sieŋ aŋ nɩ balɩ n wɩa a yɩ ba. 
LUK.21.14	Die wɩa nɩ yi siri ta da vaa dɩ mugisi nɩ aŋaŋ nɩ baaŋ nan balɩ wudiekemba a gbatɩ nɩ gbaŋ a taaŋ; 
LUK.21.15	dama saŋka mi n nan yɩ nɩ yɩaŋ aŋaŋ wudieke nɩ baaŋ nan balɩ, amʋ nɩ dataasɩ kaaŋ bɩagɩ nyaŋŋɩ nɩ wʋbalɩka yaa a chiisi nɩ. 
LUK.21.16	Ama nɩ chʋalɩŋ aŋaŋ nɩ nɩɩlɩŋ aŋaŋ nɩ nɩmballɩ aŋaŋ nɩ tigiŋ vuosi aŋaŋ nɩ zʋalɩŋ nan keŋ a nyɩŋ nɩ kʋaŋ a posi nɩ chɩaŋ, aŋ ba kʋʋ nɩ bataŋ. 
LUK.21.17	Ta vuoŋ mana nan keŋ haa nɩ, dama nɩ dɩna n kʋaŋ wɩa. 
LUK.21.18	Ama nɩ sikpeŋ zuobalɩmɩŋ gbaŋ kaaŋ bɩa. 
LUK.21.19	Dɩɩ yi nɩ ka zeti n kʋaŋ dɩɩsɩŋ nɩ nan keŋ ye miivoli dieke dɩ wone kpatɩŋ.
LUK.21.20	“Ama saŋŋa dieke nɩ keŋ ye ta sojasi taaŋ giliŋ Jerusalemi, nɩ nan dɩ sɩba a baarɩ ka chʋʋsɩŋ saŋŋa gbigiye mɩŋ. 
LUK.21.21	Saŋka mi vuodiekemba dɩ benne Judia tɩŋ ma chɩgɩ ga tana sikpeŋ; ta vuodiekemba dɩ benne Jerusalemi chɩgɩ a nyɩŋ, ta vuodiekemba dɩaŋ dɩ benne tɩŋkpaŋŋɩsɩsɩ dɩaŋ da a keŋ a juu tɩka ma 
LUK.21.22	dama saŋka mi yiwo tɩbɩdatɩŋ saŋŋa. Wɩaha gie mana nan keŋ yi sɩba die dɩ maagɩna Ŋmɩŋ gbaŋkʋ ma die wo. 
LUK.21.23	Saŋka mi wʋbɩaŋ nan dɩ bie hɔgʋ nyuutitieliŋ aŋaŋ hɔgʋ diekemba dɩ yalla ballɩnyaalɩsɩ, dama wahala pam balla ka keŋ tɩka gie me, ta Ŋmɩŋ sɩnyɩɩrɩŋ nan keŋ vuosi gie me. 
LUK.21.24	Ta sojasi nan keŋ kʋʋ bataŋ aŋaŋ takoobi, ta nagɩ bataŋ a ga tɩgɩsɩ a va ba bɩrɩŋ yɔŋɩsɩ. Ta vuodiekemba dɩ kana ka yi Juu vuosi nan tɩbɩ tɩbɩ ta dɩdɩa Jerusalemi ma a ga tʋgɩ saŋŋa dieke ba saŋŋa dɩ baaŋ kpatɩ.
LUK.21.25	“Ta dagɩtɩ nan dɩ bie ŋmɩnnɩ ma aŋaŋ chɩɩkʋ ma aŋaŋ chɩŋmarɩsɩ ma. Ta tɩŋgbaŋka gie me sʋgɩchʋʋsɩŋ nan keŋ tɩŋgbaŋɩsɩ mana ma, ta ŋmaamɩŋ nan dɩ beri yaa gamma mʋgɩkpɩɩrɩ poŋŋiku wɩa. 
LUK.21.26	Ta nyindiekemba dɩ benne ŋmɩŋsikpeŋ nan dɔndɔŋ a lagɩŋ taŋ, die wɩa ŋmaamɩŋ nan juu vuosi a va ba chaa, ta nan dɩ chɩɩsa wudieke dɩ kienene tɩŋgbaŋka ma wa. 
LUK.21.27	Saŋka mi ba nan ye manɩŋ vuota bʋa dɩ nyɩnnana nɩɩŋmara sʋŋ aŋaŋ hagɩrɩkpeŋkpɩɩŋ aŋaŋ chaankpeŋkpɩɩŋ. 
LUK.21.28	Wɩaha gie dɩ keŋ piili a yie, nɩ yigi sikimiŋ dama nɩ gbatɩtaanɩŋ saŋŋa gbigiye mɩŋ.”
LUK.21.29	Yisa die dɩ taaŋ ba nandagɩrɩ gie dɩ, “Nɩ daansɩ chunchuleke tɩɩka aŋaŋ tɩɩsɩ mana. 
LUK.21.30	Nɩ keŋ ye tɩɩsɩsɩ vaatɩ ta a tʋsa nɩ ŋaaŋ mɩŋŋɩ mɩŋ dɩ yɩbɩŋ gbigiye mɩŋ. 
LUK.21.31	Die gbaŋ gbaŋ nɩ keŋ ye ta wɩaha gie yie, nɩ nan dɩ sɩba a baarɩ Ŋmɩŋ naarɩ gbigiye mɩŋ.
LUK.21.32	“Wusie maŋ bala nɩ, leleke gie vuosi kaaŋ kpi a kpatɩ ta wɩaha gie mana keŋ yi. 
LUK.21.33	Ŋmɩŋsikpeŋ aŋaŋ tɩŋgbaŋka gie nan keŋ tɩaŋ ga, ama n wʋbalɩka kaaŋ tɩaŋ ga naa daa.
LUK.21.34	“Nɩ gbara nɩ gbaŋ ta da keŋ a wɩarɩ dʋʋga diile me aŋaŋ daaŋ nyuule me aŋaŋ wumugisike me, dɩ daa die, n keŋku nan keŋ pirigi nɩ ma. 
LUK.21.35	Dɩnda daarɩ nan nan bubi tɩŋgbaŋka gie vuosi mana sɩba taŋ chachabɩ. 
LUK.21.36	Nɩ gbara ta jʋʋsɩma Ŋmɩŋ saŋŋa mana dɩ ʋ yɩ nɩ hagɩrɩ dieke dɩ baaŋ nan va nɩ nyaŋŋɩ wɩaha gie mana dɩ balla a yi wo. Ta bɩ bɩagɩ a zie manɩŋ vuota Bʋa wa nɩŋŋa.”
LUK.21.37	Die daaŋ mana Yisa die ŋaaŋ bie wo Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ma a daga vuosi Ŋmɩŋ wɩa, ta jɩŋmɩŋ mana ʋ ŋaaŋ nyɩŋ a bie wo kunkogi dieke ba wasɩnana Olivisi Tɩɩsɩ kunkogiri me; 
LUK.21.38	ama sʋkʋʋŋ mana vuosi mana ŋaaŋ nyɩŋ mɩŋ a ga Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ma a ga wʋmma ʋ wʋbalɩkaha.
LUK.22.1	Die saŋka die dɩ gbigi dɩ ba dii dʋʋga dieke ba ŋaana ŋɔba paanʋ dieke ba kana ka nagɩ dabɔtɩ a yi wo, die ba wasa kanɩŋ dʋʋgaka mi gasɩtɩanɩŋ
LUK.22.2	ta die Ŋmɩŋ kɩkaabɩtɩba aŋaŋ mɩraha dɩdagɩrɩba die dɩ mɩa a yaala sieti dɩ ba kʋʋ Yisa, ama die ba chɩga daadamba ŋmaamɩŋ.
LUK.22.3	Womi Sitaani die dɩ juu Judasi vuodieke die ba wasɩnana Asikaroti ta bɩ yi Yisa kʋaŋandɩɩsɩrɩba baŋ aŋaŋ bale wo wʋnyɩ. 
LUK.22.4	Die wɩa wʋnɩŋ Judasi die dɩ ga balɩ Ŋmɩŋ kɩkaabɩtɩba nyɩŋkʋraha aŋaŋ ba sojasi nyɩŋkʋraha ʋ baaŋ nan yi die a vaa ba yigi Yisa. 
LUK.22.5	Die ba sʋgɩtɩ dɩ fɩalɩ ta die ba baarɩ ba nan yɩ wa ligire. 
LUK.22.6	Die Judasi die dɩ saagɩ ta wa piili a yaala sie dieke ʋ baaŋ nan nagɩ Yisa a yi ba nuusi me saŋŋa dieke kpɩkpaaŋ dɩ worine.
LUK.22.7	Die ba dinene paanʋ dieke ba kana ka nagɩ dabɔtɩ a yi wo saŋŋa dieke ba ŋaana kʋa yiisehe a yie gasɩtɩaŋkʋ dʋʋga nyindiikehe dɩ keŋ tʋgɩ, 
LUK.22.8	Yisa die dɩ tʋŋ Piita aŋaŋ Jɔɔn aŋaŋ nʋarɩ gie dɩ, “Nɩ ga a yi tɩ gasɩtɩaŋkʋ dʋʋga nyindiikehe siri aŋ tɩ dii.”
LUK.22.9	Die ba pɩasɩ wa dɩ, “Sɩa fʋ yaala tɩ ga a yi he siri?”
LUK.22.10	Ʋ baarɩ dɩ, “Nɩ wʋmma, nɩ ganana tɩka sʋkʋ nɩ nan haarɩ daa wʋnyɩ dɩ chine jaaŋ aŋaŋ nyaaŋ, nɩ dɩa wa a ga juu tigidieke me ʋ junene wo, 
LUK.22.11	a balɩ tigiri tieŋ dɩ, ‘Dɩdagɩrʋ wa baarɩ, chaamba juodieke manɩŋ aŋaŋ n kʋaŋandɩɩsɩrɩba dɩ balla tɩ dii gasɩtɩaŋkʋ nyindiikehe bie sɩa?’ 
LUK.22.12	Ʋ nan dagɩ juokpeŋkpɩɩŋ dɩ benne sikpeŋ me a yallɩ jaaŋ mana a gbarɩ, mi nɩ nan yi nyindiikehe.”
LUK.22.13	Die ba nyɩŋ ga a ye jaaŋ mana sɩba Yisa die dɩ balla ba wa die wo, die wɩa die ba yi gasɩtɩaŋkʋ dʋʋgaka nyindiikehe mi.
LUK.22.14	Die gasɩtɩaŋkʋ dʋʋga nyindiikehe diile saŋŋa dɩ tʋgɩna, Yisa die dɩ ga kalɩ aŋaŋ ʋ tʋntʋntɩba baŋ aŋaŋ bale wo dɩ ba dii. 
LUK.22.15	Die ʋ balɩ a yɩ ba dɩ, “N paalɩ yaala mɩŋ dɩ n dii gasɩtɩaŋkʋ gie dʋʋga nyindiikehe aŋaŋ nɩ ta wahalaka ye keŋ n ma. 
LUK.22.16	N bala nɩ, n kaaŋ bɩ dii he bɩbra a yaa ga tʋgɩ saŋŋa dieke wusie diile he dɩ bala dɩ yi Ŋmɩŋ naarɩ ma.” 
LUK.22.17	Womi die ʋ tuo nyaaŋ chibiŋ aŋaŋ daaŋ ta bɩrɩ Ŋmɩŋ ta baarɩ dɩ, “Nɩ tuo geŋke a tɩa yɩ taŋ a nyuu; 
LUK.22.18	N bala nɩ, a nyɩŋ jinne yaa gamma, n kaaŋ bɩ nyuu daabʋ gie sie Ŋmɩŋ naarɩ keŋ keŋ.”
LUK.22.19	Die ʋ bɩ nagɩ paanʋ ta bɩrɩ Ŋmɩŋ ta gbieri gbieri ke a nagɩ yɩ ba ta baarɩ dɩ, “N nyɩŋgbanɩŋ wʋnna maŋ baa n nagɩ aŋ ba kʋʋ mɩŋ nɩ wɩa. Nɩ yime naa a tɩɩnsɩma n wɩa.” 
LUK.22.20	Die gbaŋ gbaŋ die ba dine kpatɩ wa ʋ nagɩ nyaaŋchibike aŋaŋ daabʋ a baarɩ dɩ, “Nyaaŋchibike aŋaŋ daabʋ gie yiwo Ŋmɩŋ nʋahaalɩ dieke n ziene aŋaŋ n zɩmbʋ dɩ nyɩnna wa a yɩ nɩ.
LUK.22.21	“Ama nɩ ye, vuodieke dɩ balla ʋ posi n chɩaka kalɩ wa gie a lagɩŋ a die aŋaŋ mɩŋ. 
LUK.22.22	Manɩŋ vuota Bʋa nan seŋ kpi sɩba Ŋmɩŋ dɩ sanna die wo, ama wʋbɩaŋ bie vuodieke dɩ balla ʋ posi n chɩaka.”
LUK.22.23	Womi die ba piili a pɩasa tamba ba jabɩa balla ʋ yi die.
LUK.22.24	Die nɩnhagɩrɩŋ die dɩ nan ʋ kʋaŋandɩɩsɩrɩba sʋnsʋŋ dɩ ba jabɩa balla ʋ yi jakʋʋŋ. 
LUK.22.25	Yisa die dɩ balɩ a yɩ ba dɩ, “Tɩŋgbaŋka gie naalɩŋ ŋaaŋ pɔgɩlɩ ba vuosi aŋaŋ nɩŋŋmɩna ta vuodiekemba dɩ yine tɩŋgbaŋka nyɩŋkʋra yaala ba wasɩma ba vuoŋ mana zʋa. 
LUK.22.26	Ama nɩnɩŋ dɩ ka baa dɩ sɩma die. Vuodieke dɩ yine vuokpɩɩŋ nɩ sʋnsʋŋ, sie ʋ yi sɩba bʋabiŋ, ta nɩŋŋandɩɩsɩrʋ wa yi sɩba tʋntʋntʋ. 
LUK.22.27	Mɩnɩa yine vuokpɩɩŋ a tɩaŋ ʋ chanchaalɩŋ, vuodieke dɩ kala a die yaa vuodieke dɩ tɩanana nyindiikehe? Dɩ yiwo vuodieke dɩ kala die wo, ama manɩŋ n bie nɩ sʋnsʋŋ sɩba tʋntʋntʋ wa.
LUK.22.28	“Nɩnɩŋ nɩ yine vuodiekemba dɩ benne n jigiŋ n wumugisikehe ma saŋŋa ma ma. 
LUK.22.29	N chʋa Ŋmɩŋ die dɩ kalɩnna mɩŋ naarɩ gie wo, die gbaŋ gbaŋ maŋ nan yɩ nɩ kanɩŋ naarɩ mi. 
LUK.22.30	Nɩ nan dii ta nyuu aŋaŋ manɩŋ n naarɩ ma, ta kalɩ naagbaŋtɩ ma a dii Izara buurisi baŋ aŋaŋ ale wo sarɩya.”
LUK.22.31	Tɩ Yɔmʋtieŋ die dɩ balɩ yɩ Simoni Piita dɩ, “Simoni, Simoni, wʋmma, Sitaani jʋʋsa wa sieŋ dɩ ʋ magɩsɩ nɩ ta chaarɩ nɩ sɩba ba ŋaana a chaarɩ zaa aŋ ʋ ye dɩ nɩ yiwo zaa bie yaa zaavɔntɩ. 
LUK.22.32	Ama fʋnɩŋ Simoni n jʋʋsɩ wa Ŋmɩŋ a yɩ fʋ dɩ fʋ yadaka da keŋ sʋʋŋ tɩŋgbaŋ, ta fʋ keŋ a yiŋŋi a keŋ n jigiŋ fʋ kpaŋŋɩsɩma fʋ nɩmballɩlɩ.”
LUK.22.33	Piita die dɩ yiŋŋi a balɩ wa dɩ, “N Yɔmʋtieŋ, n yi siri dɩ n juu dansarɩka aŋaŋ fʋ, ta kpi aŋaŋ fʋ.”
LUK.22.34	Yisa die dɩ yiŋŋi a balɩ wa dɩ, “Piita, n bala fʋ, kparaaŋ nan keŋ baa ka kʋmma ta fʋnɩŋ chiisi wo bʋtaa dɩ zɩ mɩŋ.”
LUK.22.35	Womi Yisa die dɩ pɩasɩ ba dɩ, “Die n tʋnna nɩ die nɩ ga ta ka pɔgɩlɩ ligire jasʋʋkɩŋ aŋaŋ bʋlɔgɩŋ aŋaŋ nɩɩraha die nɩ waarɩ jaaŋ mɩŋ?”
LUK.22.35	Die ba yiŋŋi baarɩ dɩ, “Aayɩ.”
LUK.22.36	Yisa die dɩ baarɩ dɩ, “Ama lele nɩŋ, vuodieke mana dɩ yalla ligire jasʋʋkɩŋ yaa bʋlɔgɩŋ ʋ nagɩ ka, ta vuodieke dɩ kana ka yallɩ takoobi, ʋ nagɩ ʋ jayeekiŋ a daa a daa kaanɩ. 
LUK.22.37	N bala nɩ, dɩ maagɩya Ŋmɩŋ gbaŋkʋ ma dɩ ‘Ba nagɩ wa mɩŋ a gʋtɩ vuobɩatɩ ma.’ Die wɩa, die gbaŋ gbaŋ ba nan yi mɩŋ, dama wudieke mana ba maagɩna yaa gamma n ma Ŋmɩŋ gbaŋkʋ ma wa nan keŋ yi wusie.”
LUK.22.38	Die ʋ kʋaŋandɩɩsɩrɩba dɩ baarɩ dɩ, “Tɩ Yɔmʋtieŋ, ye, takoobisi ale wʋnna.” Die ʋ yiŋŋi a baarɩ dɩ, “Dɩ mʋ.”
LUK.22.39	Die ʋ nyɩŋ mi a ga Olivi Tɩɩsɩ kunkogiŋ me sɩba ʋ ŋaana yie die wo; ta die ʋ kʋaŋandɩɩsɩrɩba die dɩ dɩ ʋ kʋaŋ a ga. 
LUK.22.40	Die ʋ tʋgɩna mi wo, die ʋ balɩ a yɩ ba dɩ, “Nɩ jʋʋsɩma Ŋmɩŋ amʋ nɩ da keŋ juu magɩsɩŋ ma.”
LUK.22.41	Die ʋ chʋŋ ga ba nɩŋŋa bɩta a sʋʋŋ gbirigi a jʋʋsɩ Ŋmɩŋ dɩ, 
LUK.22.42	“N Chʋa Ŋmɩŋ, dɩɩ yi fʋ dʋŋŋʋ fʋ vʋarɩ mɩŋ a nyɩŋ wʋbɩa dieke dɩ kienene n ma naa, ama vaa fʋ dʋŋŋʋ yi da manɩŋ n dʋŋŋʋ.” 
LUK.22.43	Womi malaka die dɩ nyɩŋ arɩzanna ma a keŋ a kpaŋŋɩsɩ wa. 
LUK.22.44	Die ʋ benne sʋgɩchʋʋsɩŋ ma wa die ʋ faasɩ a jʋʋsɩ Ŋmɩŋ aŋaŋ nɩŋŋmɩna, die ʋ walɩŋ die dɩ nanna tɩŋgbaŋ sɩba zɩŋ.
LUK.22.45	Die ʋ kenne hagɩ Ŋmɩŋ jʋʋsɩkʋ ma wa die ʋ yiŋŋi ga ʋ kʋaŋandɩɩsɩrɩba jigiŋ, ta ye ta ba gʋʋra, dama sʋgɩchʋʋsɩŋ die vana ba gbalɩgɩ. 
LUK.22.46	Die ʋ pɩasɩ ba dɩ, “Bɩa wɩa nɩ gʋʋra? Nɩ hagɩ a jʋʋsɩma Ŋmɩŋ amʋ nɩ da keŋ a juu magɩsɩŋ ma.”
LUK.22.47	Yisa die ye ko bala wɩa ta ye kpɩkpaaŋ dɩ kienene. Ta Judasi ʋ kʋaŋandɩɩsɩrɩba wʋnyɩ die dɩna ba nɩŋŋa, a die keŋ Yisa jigiŋ dɩ ʋ mʋgɩsɩ ʋ kaamɩŋ. 
LUK.22.48	Ama ta die Yisa die dɩ pɩasɩ wa dɩ, “Judasi, mʋgɩsɩ wa n kaamɩŋ dɩ fʋ nyɩŋ manɩŋ vuota Bʋa kʋaŋ?”
LUK.22.49	Die Yisa kʋaŋandɩɩsɩrɩba die dɩ yene wudieke dɩ bala ka yiwo, ba pɩasɩ wa dɩ, “Tɩ Yɔmʋtieŋ, tɩ wagɩ ba aŋaŋ takoobisi?” 
LUK.22.50	Ama ta ba wʋnyɩ dɩ wɔŋ yi lagɩ a gobi Ŋmɩŋ kɩkaabɩtɩba jakʋʋŋ yɔmʋ nuudiigiŋ chaaŋ tɩbɩŋ a taaŋ.
LUK.22.51	Ama Yisa die dɩ baarɩ dɩ, “Dɩ mʋ”, ta die a nagɩ daa wa tɩbɩrɩ a yiŋŋi a marɩ.
LUK.22.52	Die Yisa dɩ pɩasɩ Ŋmɩŋ kɩkaabɩtɩba nyɩŋkʋraha aŋaŋ ba sojasisi nyɩŋkʋraha aŋaŋ tɩka nyɩŋkʋraha dɩ kenne dɩ ba yigi wo wo dɩ, “N yiwo gbɩgbatɩrʋ nɩ keŋ aŋaŋ takoobisi aŋaŋ dengbile dɩ nɩ yigi mɩŋ? 
LUK.22.53	Manɩŋ die n bie nɩ jigiŋ Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ma daaŋ mana ta nɩ ka mɩa dɩ nɩ yigi mɩŋ. Ama saŋka gie yiwo nɩ sɩɩtɩ aŋaŋ Sitaani dɩ yine lɩmɩŋ hagɩrɩtieŋ wo sɩɩtɩ.”
LUK.22.54	Mi die ba yigi Yisa a yaa wa a ga Ŋmɩŋ kɩkaabɩtɩba jakʋʋrɩ tigiŋ, ta Piita die dɩ bie saasaa ta dɩ ba. 
LUK.22.55	Die ba chɔgɩsɩ wa boliŋ gbaakʋ sʋnsʋŋ a kalɩ a giliŋbu a weele, Piita die dɩ ga gʋtɩ ba a kalɩ. 
LUK.22.56	Die tʋntʋntɩba havʋʋbiŋ wʋnyɩ die dɩ ye Piita dɩ kala bolibu jigiŋ, die ʋ keŋ a mɩŋŋɩ daansɩ wa die ta keŋ baarɩ dɩ, “Daa wa gie gbaŋ die gʋtɩ wa Yisa ma.”
LUK.22.57	Ama Piita die dɩ chiisike dɩ, “N lɩa, n ka wɔŋ sɩba wa.”
LUK.22.58	Die dɩ yi sʋaa, daa wʋnyɩ dɩaŋ die dɩ ye wo a baarɩ dɩ, “Fʋnɩŋ, fʋ gbaŋ yiwo ʋ kʋaŋandɩɩsɩrɩba wʋnyɩ?”
LUK.22.58	Ama die Piita dɩ yiŋŋi balɩ wa dɩ, “N nɩmbʋa, n ka yi ba wʋnyɩ.”
LUK.22.59	Die dɩ bɩ yi sʋaa daa gaaŋ dɩ bɩ keŋ a baarɩ dɩ, “Wusie, daa wa gie gbaŋ die beri aŋaŋ wa dama ʋ gbaŋ yiwo Galili vuoŋ.”
LUK.22.60	Piita die baarɩ dɩ, “N nɩmbʋa, manɩŋ n ka wɔŋ sɩba wudieke fʋ balala wa.”
LUK.22.60	Die ʋ yene ko bala wɩaha, kparaaŋ die dɩ kʋŋ. 
LUK.22.61	Ta tɩ Yɔmʋtieŋ Yisa die dɩ yiŋŋi a daansɩ Piita nine me, ta Piita die dɩ tɩɩnsɩ wudieke tɩ Yɔmʋtieŋ Yisa die dɩ balɩ yɩ wa wa dɩ, “Kparaaŋ nan keŋ baa ka kʋmma soriŋ sʋkʋʋŋ ta baarɩ zɩ mɩŋ bʋtaa mama.” 
LUK.22.62	Die Piita dɩ nyɩŋ yeŋ me a kʋŋ pam.
LUK.22.63	Die vuodiekemba die dɩ gbarɩna Yisa wa die dɩ vʋarɩ wa fala ta nɩgɩ wa, 
LUK.22.64	ta nagɩ jaaŋ a bɔbɩ ʋ nine chaaŋ ta nɩgɩ wa ta balɩ wa dɩ, “Bʋgɩ a dagɩ vuodieke dɩ nɩgɩna fʋ wa.” 
LUK.22.65	Ta die ba balɩ wɩa pam a chʋʋsa ʋ saaŋ ta zɩa wa.
LUK.22.66	Die tʋŋ dɩ vʋnna, die Juu vuosi nyɩŋkʋraha aŋaŋ Ŋmɩŋ kɩkaabɩtɩba nyɩŋkʋraha aŋaŋ mɩraha dɩdagɩrɩba die dɩ lagɩŋ taŋ nyɩŋkʋra lagɩmɩŋ jigiŋ, die ba yaa Yisa a keŋ ba jigiŋ. 
LUK.22.67	Die ba pɩasɩ wa dɩ, “Balɩ tɩ, fʋnɩŋ fʋ yine Ŋmɩŋ Vuovʋarɩkɩrɩ Masia wa?” Die Yisa dɩ yiŋŋi baarɩ dɩ, “Dɩɩ yi maŋ balɩ nɩ, nɩ kaaŋ yi mɩŋ yada, 
