MAT.1.1	Rodovnik Jezusa Kristusa, Davidovega sina, Abrahamovega sina.
MAT.26.39	Nato je stopil malo naprej, padel na obraz in molil: »Moj Oče, če je mogoče, naj gre ta kelih mimo mene, vendar ne, kakor jaz hočem, ampak kakor ti.« 
MAT.26.40	Vrne se k učencem in vidi, da spijo. Tedaj reče Petru: »Takó, eno uro niste mogli ostati budni z menoj? 
MAT.26.41	Čujte in molíte, da ne zaidete v skušnjavo! Duh je sicer pripravljen, a telo je slabotno.« 
MAT.26.42	Spet drugič je šel in molil: »Moj Oče, če ne more ta kelih mimo, ne da ga pijem, naj se zgodi tvoja volja!« 
MAT.26.43	Ko se je vrnil, je spet videl, da spijo, kajti njihove oči so bile dremotne. 
MAT.26.44	Pustil jih je, spet odšel in v tretje molil z istimi besedami. 
MAT.26.45	Nato pride k učencem in jim reče: »Sedaj spite in počivajte! Glejte, približala se je ura, ko izročajo Sina človekovega v roke grešnikov. 
MAT.26.46	Vstanite, pojdimo! Tisti, ki me izdaja, se je približal.«
MAT.26.47	Medtem ko je še govoril, je prišel Juda, eden izmed dvanajsterih, in z njim velika množica z meči in koli, ki so jo poslali véliki duhovniki in starešine ljudstva. 
MAT.26.48	Izdajalec se je z njimi domenil za znamenje: »Kogar bom poljubil, tisti je, njega primite!« 
MAT.26.49	Takoj je stopil k Jezusu in rekel: »Pozdravljen, učitelj!« in ga poljubil. 
MAT.26.50	Jezus pa mu je rekel: »Prijatelj, stôri, za kar si prišel!« Tedaj so se zrinili naprej, stegnili roke po Jezusu in ga prijeli. 
MAT.26.51	Tisti hip je eden od Jezusovih spremljevalcev potegnil svoj meč, mahnil po služabniku vélikega duhovnika in mu odsekal uho. 
MAT.26.52	Tedaj mu Jezus reče: »Spravi meč na njegovo mesto, kajti vsi, ki primejo za meč, bodo z mečem pokončani. 
MAT.26.53	Ali misliš, da ne morem prositi svojega Očeta in bi mi takoj dal na voljo več kot dvanajst legij angelov, 
MAT.26.54	toda kako naj se potem spolnijo besede Svetega pisma, da se mora tako zgoditi?« 
MAT.26.55	Tisto uro je Jezus rekel množicam: »Kakor nad razbojnika ste prišli z meči in koli, da bi me prijeli. Dan na dan sem sedèl v templju in učil, pa me niste prijeli.« 
MAT.26.56	Vse to pa se je zgodilo, da so se spolnili spisi prerokov. Tedaj so ga vsi učenci zapustili in zbežali.
MAT.26.57	Ti, ki so Jezusa prijeli, so ga odvedli k vélikemu duhovniku Kajfu, kjer so se zbrali pismouki in starešine. 
MAT.26.58	Peter pa je šel od daleč za njim do palače vélikega duhovnika. Stopil je noter in sédel med služabnike, da bi videl, kako se bo končalo. 
MAT.26.59	Véliki duhovniki in ves véliki zbor so iskali lažnivega pričevanja zoper Jezusa, da bi ga usmrtili, 
MAT.26.60	vendar ga niso našli, čeprav se je priglasilo veliko lažnivih prič. Nazadnje sta nastopili dve 
MAT.26.61	in rekli: »Ta je dejal: ‘Božji tempelj morem podreti in ga v treh dneh postaviti.’« 
MAT.26.62	Tedaj je véliki duhovnik vstal in mu rekel: »Nič ne odgovoriš? Kaj je to, kar ti pričajo zoper tebe?« 
MAT.26.63	Jezus pa je molčal. Véliki duhovnik mu je rekel: »Zarotim te pri živem Bogu, da nam poveš, ali si ti Kristus, Božji Sin.« 
MAT.26.64	Jezus mu odvrne: »Ti sam si rekel. Toda povem vam: poslej boste videli
MAT.26.64	in 
MAT.26.65	Tedaj je véliki duhovnik pretrgal svojo obleko in rekel: »Bogokletje je izrekel! Kaj potrebujemo še prič? Glejte, zdaj ste slišali bogokletje. 
MAT.26.66	Kaj se vam zdi?« Oni pa so odvrnili: »Smrt zasluži!« 
MAT.26.67	Nato so mu pljuvali v obraz in ga bíli s pestmi. Drugi so ga klofutali 
MAT.26.68	in govorili: »Prerokuj nam, Kristus, kdo te je udaril.«
MAT.26.69	Peter pa je medtem sedèl zunaj na dvorišču. Približala se mu je neka dekla in rekla: »Tudi ti si bil z Jezusom Galilejcem.« 
MAT.26.70	On pa je vpričo vseh tajil: »Ne vem, kaj praviš.« 
MAT.26.71	Ko je šel v vežo, ga je na pragu zagledala druga in rekla tistim, ki so bila tam: »Ta je bil z Jezusom nazaréjcem.« 
MAT.26.72	Spet je tajil, in sicer s prisego: »Ne poznam tega človeka!« 
MAT.26.73	Malo nato so tisti, ki so stali tam, stopili k Petru in mu rekli: »Zares, tudi ti si izmed njih, saj te že tvoja govorica izdaja.« 
MAT.26.74	Tedaj se je začel zaklinjati in prisegati: »Ne poznam tega človeka!« In takoj je petelin zapel. 
MAT.26.75	In Peter se je spomnil besede, ki mu jo je rekel Jezus: »Preden bo petelin zapel, me boš trikrat zatajil.« Šel je ven in se bridko zjokal.
MAT.27.1	Ko se je zdanilo, so vsi véliki duhovniki in starešine ljudstva sklenili, da Jezusa usmrtijo. 
MAT.27.2	Nato so ga zvezali in odpeljali. Izročili so ga upravitelju Pilatu.
MAT.27.3	Ko je izdajalec Juda videl, da so Jezusa obsodili, se je skesal. Prinesel je vélikim duhovnikom in starešinam trideset srebrnikov nazaj ter 
MAT.27.4	rekel: »Grešil sem, ker sem izdal nedolžno kri.« Oni pa so rekli: »Kaj nam mar? To je tvoja stvar.« 
MAT.27.5	Tedaj je vrgel srebrnike proti templju, se umaknil ter šel in se obesil. 
MAT.27.6	Véliki duhovniki so vzeli srebrnike in dejali: »Ne smemo jih dati v tempeljsko zakladnico, ker so cena krvi.« 
MAT.27.7	Posvetovali so se in zanje kupili lončarjevo njivo za pokopališče tujcev, 
MAT.27.8	zato se tista njiva do danes imenuje Njiva krvi. 
MAT.27.9	Tedaj se je spolnilo, kar je bilo rečeno po preroku Jeremiju: 
MAT.27.11	Jezusa so postavili pred upravitelja, ki ga je vprašal: »Ti si judovski kralj?« Jezus je odgovoril: »Ti tako praviš.« 
MAT.27.12	Ko so ga véliki duhovniki in starešine obtoževali, ni nič odgovarjal. Tedaj mu Pilat reče: 
MAT.27.13	»Ne slišiš, koliko pričajo zoper tebe?« 
MAT.27.14	Jezus pa mu ni odgovoril niti na eno besedo, tako da se je upravitelj zelo čudil.
MAT.27.15	O prazniku pa je upravitelj navadno ljudstvu izpustil jetnika, katerega so hoteli. 
MAT.27.16	Takrat so imeli zloglasnega jetnika, ki mu je bilo ime Jezus Barába. 
MAT.27.17	Ko so se torej zbrali, jih je Pilat vprašal: »Katerega hočete, da vam izpustim: Jezusa Barába ali Jezusa, ki se imenuje Kristus?« 
MAT.27.18	Vedel je namreč, da so ga izdali iz nevoščljivosti. 
MAT.27.19	Ko pa je sedèl na sodnem stolu, mu je njegova žena poslala sporočilo: »Nič ne imej s tem pravičnim, kajti danes sem v sanjah veliko trpela zaradi njega.« 
MAT.27.20	Medtem so véliki duhovniki in starešine pregovorili ljudstvo, naj zahtevajo Barába, Jezusa pa pogubijo. 
MAT.27.21	Upravitelj jih vpraša: »Katerega od teh dveh hočete, da vam izpustim?« »Barába,« rečejo. 
MAT.27.22	»Kaj naj torej storim z Jezusom, ki se imenuje Kristus?« jih vpraša Pilat. Vsi zavpijejo: »Križan naj bo!« 
MAT.27.23	Vpraša jih: »Kaj je vendar storil hudega?« Oni pa so kar naprej kričali: »Križan naj bo!« 
MAT.27.24	Ko je Pilat sprevidel, da nič ne opravi, ampak da hrup čedalje bolj narašča, je vzel vodo, si vpričo množice umil roke in rekel: »Nedolžen sem pri krvi tega človeka. To je vaša stvar!« 
MAT.27.25	Vse ljudstvo je odvrnilo: »Njegova kri na nas in na naše otroke!« 
MAT.27.26	Tedaj jim je izpustil Barába, Jezusa pa dal bičati; nato ga je izročil, da bi ga križali.
MAT.27.27	Upraviteljevi vojaki so tedaj vzeli Jezusa s seboj v sodno hišo in zbrali okrog njega vso četo. 
MAT.27.28	Slekli so ga in ogrnili s plaščem škrlatne barve. 
MAT.27.29	Iz trnja so spletli krono in mu jo dali na glavo in trst v njegovo desnico. Poklekovali so pred njim in ga zasmehovali: »Pozdravljen, judovski kralj!« 
MAT.27.30	Pljuvali so vanj, mu vzeli trst in ga z njim tepli po glavi. 
MAT.27.31	Ko so ga nehali zasmehovati, so mu slekli plašč in ga oblekli v njegovo obleko ter ga odvedli, da bi ga križali.
MAT.27.32	Ko so šli ven, so naleteli na moža iz Ciréne, ki mu je bilo ime Simon. Primorali so ga, da je nesel njegov križ. 
MAT.27.33	Ko so dospeli na kraj, ki se imenuje Gólgota, to je lobanjska vzpetina, 
MAT.27.34	so mu dali piti vina, pomešanega z žolčem. Ko je pokusil, ni hotel piti. 
MAT.27.35	Potem ko so ga križali, so si z žrebanjem razdelili njegova oblačila. 
MAT.27.36	Nato so sedli tja in ga stražili. 
MAT.27.37	Nad njegovo glavo so dali napis o njegovi krivdi: »To je Jezus, judovski kralj.« 
MAT.27.38	Takrat so z njim vred križali dva razbojnika, enega na desni, drugega na levi. 
MAT.27.39	Tisti, ki so hodili mimo, so ga sramotili, majali z glavo 
MAT.27.40	in govorili: »Ti, ki podiraš tempelj in ga v treh dneh postavljaš, reši sam sebe! Če si Božji Sin, stopi s križa!« 
MAT.27.41	Podobno so se mu posmehovali tudi véliki duhovniki s pismouki in starešinami in govorili: 
MAT.27.42	»Druge je reševal, sebe pa ne more rešiti! Izraelov kralj je, naj stopi zdaj s križa in bomo verovali vanj. 
MAT.27.43	Zaupal je v Boga, naj ga zdaj reši, če hoče, saj je rekel: ‘Božji Sin sem.’« 
MAT.27.44	Tako sta ga sramotila tudi razbojnika, ki sta bila z njim vred križana.
MAT.27.45	Ob šesti uri se je stemnilo po vsej deželi in je bilo temno do devete ure. 
MAT.27.46	Okrog devete ure je Jezus zaklical z močnim glasom: 
MAT.27.47	Ko so nekateri, ki so tam stali, to slišali, so rekli: »Ta kliče Elíja.« 
MAT.27.48	Brž je stekel eden izmed njih, vzel gobo, jo napojil s kisom, nataknil na trst in mu poskušal dati piti. 
MAT.27.49	Drugi pa so govorili: »Pústi, poglejmo, če ga pride Elíja rešit!« 
MAT.27.50	Jezus je spet zaklical z močnim glasom in izdihnil. 
MAT.27.51	Tedaj se je zagrinjalo v templju pretrgalo na dvoje od vrha do tal. Zemlja se je stresla in skale so se razpočile. 
MAT.27.52	Grobovi so se odprli in veliko teles svetih, ki so umrli, je vstalo. 
MAT.27.53	Po njegovem vstajenju so šli iz grobov in prišli v sveto mesto ter se mnogim prikazali. 
MAT.27.54	Ko so pa stotnik in ti, ki so z njim stražili Jezusa, čutili potres in kar se je zgodilo, so se silno prestrašili in govorili: »Resnično, ta je bil Božji Sin!« 
MAT.27.55	Bilo pa je tam precéj žená, ki so gledale od daleč. Od Galileje sèm so spremljale Jezusa in mu stregle. 
MAT.27.56	Med njimi so bile Marija Magdalena in Marija, mati Jakobova in Jožefova, ter mati Zebedéjevih sinov.
MAT.27.57	Ko se je zvečerilo, je prišel bogat mož iz Arimatéje, Jožef po imenu, ki je bil tudi Jezusov učenec. 
MAT.27.58	Stopil je k Pilatu in prosil za Jezusovo telo. Tedaj je Pilat ukazal, naj telo izročijo. 
MAT.27.59	Jožef ga je vzel, zavil v čist platnen prt 
MAT.27.60	in položil v svoj novi grob, ki ga je bil vsekal v skalo. Ko je zavalil velik kamen k vhodu v grob, je odšel. 
MAT.27.61	Marija Magdalena in ona druga Marija pa sta ostali tam ter sedeli nasproti grobu.
MAT.27.62	Drugi dan, to je po dnevu pripravljanja, so se véliki duhovniki in farizeji zbrali pri Pilatu in mu 
MAT.27.63	rekli: »Gospod, spomnili smo se, da je tisti zapeljivec, ko je bil še živ, rekel: ‘Po treh dneh bom vstal.’ 
MAT.27.64	Ukaži torej, naj grob zastražijo do tretjega dne, da morda ne pridejo njegovi učenci, ga ukradejo in ljudem porečejo: ‘Vstal je od mrtvih.’ In tako bo zadnja prevara hujša od prve.« 
MAT.27.65	Pilat jim je rekel: »Saj imate stražo. Pojdite in zastražite grob, kakor veste!« 
MAT.27.66	Oni pa so šli in zavarovali grob, tako da so kamen zapečatili in postavili stražo.
MAT.28.1	Ko je minila sobota in se je svital prvi dan tedna, sta prišli Marija Magdalena in ona druga Marija pogledat grob. 
MAT.28.2	In glej, nastal je močan potres, kajti Gospodov angel je prišel iz nebes. Pristopil je in odvalil kamen ter sédel nanj. 
MAT.28.3	Njegova podoba je bila kakor blisk in njegova obleka bela kakor sneg. 
MAT.28.4	Od strahu pred njim so stražarji strepetali in bili kakor mrtvi. 
MAT.28.5	Angel pa je spregovoril in rekel ženama: »Vama se ni treba bati! Vem, da iščeta Jezusa, križanega. 
MAT.28.6	Ni ga tukaj. Vstal je, kakor je bil rekel! Stopíta sèm in poglejta kraj, kamor so ga položili. 
MAT.28.7	Pojdita brž in povejta njegovim učencem: ‘Vstal je od mrtvih! Pred vami pojde v Galilejo, tam ga boste videli.’ Glejta, povedal sem vama.« 
MAT.28.8	Brž sta zapustili grob in prestrašeni, pa silno veseli stekli sporočit njegovim učencem. 
MAT.28.9	Na lepem jima pride Jezus naproti in reče: »Pozdravljeni!« Onidve pristopita, mu objameta noge in ga počastita. 
MAT.28.10	Tedaj jima Jezus reče: »Ne bojta se! Pojdita in sporočita mojim bratom, naj gredo v Galilejo; tam me bodo videli.«
MAT.28.11	Ko sta bili še na poti, so nekateri stražarji prispeli v mesto in sporočili vélikim duhovnikom vse, kar se je zgodilo. 
MAT.28.12	Ti so se zbrali s starešinami na posvet. Vojakom so dali veliko denarja in naročili: 
MAT.28.13	»Recite: ‘Ponoči, ko smo mi spali, so prišli njegovi učenci in so ga ukradli.’ 
MAT.28.14	In če bi to prišlo na ušesa upravitelju, ga bomo mi pogovorili in dosegli, da boste brez skrbi.« 
MAT.28.15	Vzeli so denar in storili, kakor so jih poučili. Tako je ta govorica razširjena med Judi do današnjega dne.
MAT.28.16	Enajst učencev se je odpravilo v Galilejo na goro, kamor jim je bil Jezus naročil. 
MAT.28.17	Ko so ga zagledali, so se mu do tal priklonili, nekateri pa so dvomili. 
MAT.28.18	Jezus se jim je približal in spregovoril: »Dana mi je vsa oblast v nebesih in na zemlji. 
MAT.28.19	Pojdite torej in naredite vse narode za moje učence. Krščujte jih v imenu Očeta in Sina in Svetega Duha 
MAT.28.20	in učite jih spolnjevati vse, karkoli sem vam zapovedal! Védite pa, jaz sem z vami vse dni do dovršitve sveta.«
MRK.1.1	Evangelij Jezusa Kristusa, Božjega Sina, se začenja, 
MRK.1.2	kakor je zapisano pri preroku Izaiju:
MRK.1.4	Tako je nastopil Janez Krstnik v puščavi in oznanjal krst spreobrnjenja za odpuščanje grehov. 
MRK.1.5	K njemu so prihajali iz vse Judeje in vsi iz Jeruzalema. Dajali so se mu krstiti v reki Jórdan in se spovedovali svojih grehov. 
MRK.1.6	Janez je nosil obleko iz kamelje dlake in usnjen pas okoli ledij. Užival je kobilice in med divjih čebel. 
MRK.1.7	Oznanjal je: »Za menoj pride močnejši od mene in jaz nisem vreden, da bi se sklonil pred njim in mu odvezal jermenček njegovih sandal. 
MRK.1.8	Jaz sem vas krstil z vodo, on pa vas bo krstil v Svetem Duhu.«
MRK.1.9	Tiste dni je prišel Jezus iz Nazareta v Galileji in Janez ga je krstil v Jórdanu. 
MRK.1.10	Brž ko je stopil iz vode, je zagledal odprta nebesa in Duha, ki se je kakor golob spuščal nanj. 
MRK.1.11	In zaslišal se je glas iz nebes: »Ti si moj ljubljeni Sin, zelo sem te vesel.«
MRK.1.12	Takoj nato ga je Duh odvedel v puščavo. 
MRK.1.13	V puščavi je ostal štirideset dni in satan ga je skušal. Živel je med zvermi in angeli so mu stregli.
MRK.1.14	Ko pa so Janeza zaprli, je šel Jezus v Galilejo. Oznanjal je božji evangelij 
MRK.1.15	in govoril: »Čas se je dopolnil in božje kraljestvo je blizu. Spreobrnite se in verujte evangeliju!«
MRK.1.16	Ko je hodil ob Galilejskem jezeru, je zagledal Simona in Andreja, Simonovega brata, ko sta metala mreže v jezero; bila sta namreč ribiča. 
MRK.1.17	Jezus jima je rekel: »Hodita za menoj in naredil vaju bom za ribiča ljudi!« 
MRK.1.18	Takoj sta pustila mreže in šla za njim. 
MRK.1.19	Ko je šel malo naprej, je zagledal Jakoba, Zebedéjevega sina, in njegovega brata Janeza, ki sta bila tudi v čolnu in popravljala mreže. 
MRK.1.20	In takoj ju je poklical. Pustila sta očeta Zebedéja z najemniki vred v čolnu in odšla za njim.
MRK.1.21	Prišli so v Kafarnáum. Takoj v soboto je šel v shodnico in učil. 
MRK.1.22	Ljudje so se zelo čudili njegovemu nauku, kajti učil jih je kakor tisti, ki ima oblast, in ne kakor pismouki. 
MRK.1.23	V njihovi shodnici je bil ravno tedaj človek z nečistim duhom in je zavpil: 
MRK.1.24	»Kaj imamo opraviti s teboj, Jezus Nazaréčan? Si nas prišel pokončat? Vem, kdo si: Sveti od Boga.« 
MRK.1.25	Tedaj mu je Jezus zagrozil: »Utihni in pojdi iz njega!« 
MRK.1.26	In nečisti duh ga je stresel, zavpil na ves glas in šel iz njega. 
MRK.1.27	Vsi so ostrmeli in se menili: »Kaj je to? Nov nauk s popolno oblastjo. Celo nečistim duhovom ukazuje in so mu pokorni.« 
MRK.1.28	In glas o njem se je takoj razširil povsod po Galileji.
MRK.1.29	Ko so prišli iz shodnice, so se z Jakobom in Janezom takoj napotili v Simonovo in Andrejevo hišo. 
MRK.1.30	Simonova tašča je ležala zaradi mrzlice in brž mu povedo o njej. 
MRK.1.31	Pristopil je, jo prijel za roko in jo vzdignil. Mrzlica je odnehala in ona jim je stregla. 
MRK.1.32	Ko se je zvečerilo in je sonce zašlo, so prinašali k njemu vse bolnike in obsedence. 
MRK.1.33	Vse mesto se je zbralo pred hišnimi vrati. 
MRK.1.34	Ozdravil je veliko bolnikov z različnimi boleznimi in izgnal veliko hudih duhov. Teh pa ni pustil do besede, ker so vedeli, kdo je.
MRK.1.35	Navsezgodaj, ko je bilo še čisto temno, je vstal, se odpravil ven na samoten kraj in tam molil. 
MRK.1.36	Simon in njegovi tovariši so pohiteli za njim. 
MRK.1.37	Ko ga najdejo, mu rečejo: »Vsi te iščejo.« 
MRK.1.38	Odgovori jim: »Pojdimo drugam, v bližnja naselja, da bom tudi tam pridigal, kajti za to sem prišel.« 
MRK.1.39	Prihajal je v njihove shodnice po vsej Galileji, učil in izganjal hude duhove.
MRK.1.40	K njemu pride gobavec in ga na kolenih prosi: »Če hočeš, me moreš očistiti.« 
MRK.1.41	Zasmilil se mu je, stegnil je roko, se ga dotaknil in mu rekel: »Hočem, bodi očiščen!« 
MRK.1.42	Gobe so v hipu zginile in bil je očiščen. 
MRK.1.43	Takoj ga je odpravil in mu zabičal: 
MRK.1.44	»Glej, da nikomur nič ne poveš, ampak pojdi, pokaži se duhovniku in prinesi za svoje očiščenje, kar je zapovedal Mojzes, njim v pričevanje.« 
MRK.1.45	Ko je ta odšel, je začel na vsa usta razglašati in pripovedovati, kaj se je zgodilo, tako da Jezus ni mogel več javno v mesto, ampak je bival zunaj v samotnih krajih. In vendar so od vseh strani prihajali k njemu.
MRK.2.1	Ko je čez nekaj dni spet prišel v Kafarnáum, se je razvedelo, da je v hiši. 
MRK.2.2	Veliko se jih je nabralo, tako da še v veži ni bilo več prostora, in jim je oznanjal besedo. 
MRK.2.3	Kar na lepem so prišli k njemu s hromim, ki so ga štirje nosili. 
MRK.2.4	Ker ga zaradi gneče niso mogli prinesti predenj, so nad krajem, kjer je bil, odkrili streho in spustili skozi odprtino nosila, na katerih je hromi ležal. 
MRK.2.5	Ko Jezus vidi njihovo vero, reče hromemu: »Sin, odpuščeni so ti grehi!« 
MRK.2.6	Sedelo pa je tam nekaj pismoukov, ki so v srcu premišljevali: 
MRK.2.7	»Kaj ta tako govori? To je bogokletje! Kdo more odpuščati grehe razen Boga?« 
MRK.2.8	Jezus v duhu takoj spozna, da pri sebi tako mislijo, in jim reče: »Kaj tako premišljujete v svojih srcih? 
MRK.2.9	Kaj je laže? Reči hromemu: ‘Odpuščeni so ti grehi’ ali reči: ‘Vstani, vzemi nosila in hôdi?’ 
MRK.2.10	Ampak da boste vedeli, da ima Sin človekov oblast na zemlji odpuščati grehe,« 
MRK.2.11	reče tedaj hromemu: »Vstani, vzemi nosila in pojdi domov!« 
MRK.2.12	Mož je vstal, takoj pograbil nosila in vpričo vseh odšel, tako da so vsi strmeli in slavili Boga: »Kaj takega nismo še nikoli videli.«
MRK.2.13	Spet je odšel k jezeru. Vse ljudstvo je prihajalo k njemu in jih je učil. 
MRK.2.14	Spotoma je zagledal Lévija, Alféjevega sina, ki je sedèl pri mitnici, in mu rekel: »Hôdi za menoj!« Vstal je in šel za njim. 
