MAT.1.1	Knige rodstva Jezuš Kristuša, siná Dávidovoga, siná Abrahámovoga. 
MRK.11.15	I prišli so v Jerušálem; i notri idôči Jezuš vu Cérkev, záčao je vö goniti te odávajôče, i küpivajôče vu Cérkvi; i stole pênez minjávcov i stôlce odávajôči golôbe je zpremetao. 
MRK.11.16	I nej je dopüsto, kâ bi što kákšo posôdo nesao po Cérkvi. 
MRK.11.17	I včio je govoréči njim: nej je pisano: hiža moja Hiža Molitvena se zvála bode od vsê národov; vi ste pa ž njé včinili razbojnikov jamo? 
MRK.11.18	I čüli so ti pisáčke i vládnicke popovski; i iskali so, kakda bi ga pogübili. Ár so se ga bojali, kâ se je vse lüdstvo čüdivalo nad včenjom njegovim. 
MRK.11.19	I gda bi večér grátao vö je šô z mesta.
MRK.11.20	I rano pôleg idôči vidili so to figovo drêvo posêhnjeno z korenjá. 
MRK.11.21	I spomené se Peter, i velí njemi: Mešter, ovo to figovo drêvo, štero si prêkuno, je posêhnolo. 
MRK.11.22	I odgovoréči Jezuš velí njim: mête vero Božo. 
MRK.11.23	Ár zaistino velim vám, kâ kíkoli bode velo etomi brêgi: pozdigni se i vrži se vu môrje, i ne bode dvojio vu srci svojem; nego bode vervao, ka štero právi, se zgodí, bode njemi, ka je koli pravo. 
MRK.11.24	Záto velim vám: vsa šterakoli moléči bodete prosili, verte, kâ vzemete, i meli bodte. 
MRK.11.25	I gda stojíte moléči, odpüstite, či kâ máte proti komi; naj i Oča vaš, kí je vu Nebésaj, odpüstí vám pregrêšenjé vaše. 
MRK.11.26	Či pa ví ne odpüstite, niti Oča vaš, kí je vu Nebésaj, ne odpüstí vám pregrêšenjé vaše.
MRK.11.27	I ido pá v Jerušálem; i gda bi on vu Cêrkvi okôli hodo, prišli so k njemi vládnicke popovski i pisáčke, i ti stariši. 
MRK.11.28	I velíjo njemi: zkákšov oblástjov delaš eta? i što ti je dáo tô oblást, naj eta činíš? 
MRK.11.29	Odgovoréči pa Jezuš erčé njim: pítao bodem vás i jas edno rêč, i odgovorte mi; tak i jas povêm vám, z kákšov oblástjov činim eta. 
MRK.11.30	Krst Ivana jeli je z Nebés bio, ali z lüdi? odgovorte mi. 
MRK.11.31	I mislili so pri sebi govoréči: či erčémo z Nebés, erčé zakaj ste njemi tak nej vervali? 
MRK.11.32	Či pa erčémo: z lüdi, bojímo se lüdstva; ár so vsi za právoga proroka meli Ivana. 
MRK.11.33	Odgovoréči erkli so Jezuši: neznamo. I Jezuš odgovoréči erčé njim: niti jas ne povêm vám, z kákšov oblástjov delam eta.
MRK.12.1	I záčao njim je vu prílikaj gúčati: eden človek je gorice zasádo, i okôli je je zagrádo z plotom, i vkopao je pod preššo jamo, i pocimprao je tören i vö je je dáo delavcom i odíšao je na pôt. 
MRK.12.2	I poslao je k delavcom vu vrêmeni brátve slugo, da bi od delavcov vzéo z sáda ti goríc. 
MRK.12.3	Oni so ga pa príjali i zdrli, i odposlali so ga práznoga. 
MRK.12.4	I pá je poslao k njim drügoga slugo; i tistoga so kamenüvajôči na glávi vrázili i odposlali so ga ošpotanoga. 
MRK.12.5	I pá je drügoga poslao, i onoga so bujli; i vnôge drüge, z med koterimi so ništere zbili, ništere pa bujli. 
MRK.12.6	Gda bi pa ešče ednoga lüblénoga svojega siná meo, poslao je i tistoga k njim obslêdnjim govoréči: zastôpijo se siná mojega. 
MRK.12.7	Oni pa, ti delavci, so erkli med sebom: ete je öročník; hodte bujmo ga i naša bode ta öročína. 
MRK.12.8	I zgrabivši ga, bujli so ga, i vö so ga vrgli z goríc. 
MRK.12.9	Ka bode záto činio te gospôd ti goríc? Pride i pogübí te delavce i dá gorice drügim. 
MRK.12.10	Nej ste etoga písma čteli? Kamen, šteroga so zavrgli zidárje, té je včinjen glávíč voglá. 
MRK.12.11	Od Gospodna je včinjeno tô, i čüdno je vu očáj vaši. 
MRK.12.12	I ískali so ga, ká bi ga príjali, i bojali so se lüdstva; ár so znali, kâ je proti njím tô priliko pravo; i niháli so ga, i odišli so.
MRK.12.13	I poslali so k njemi níke z Farizeušov i z Herodešovi slugov, kâ bi ga lovíli z rečjom. 
MRK.12.14	Oni pa pridôči velíjo njemi: vučitel, známo, ka si istinski, i za nikoga ne máraš. Ár ne glédaš obráz lüdi, nego vu istini pôt Božo včíš. Jeli je slobodno dáčo casari dati, ali nej? dájmo jo, ali jo ne dájmo? 
MRK.12.15	On pa znavši njihovo skazlívost erčé njim: ka me sküšávate? prineste mi eden sôd, naj ga vídim. 
MRK.12.16	Oni so ga pa prinesli. I erčé njim: koga je ete kêp i napisek? Oni so njemi pa erkli: casarov. 
MRK.12.17	I odgovoréči Jezuš erčé njim: dájte, štera so casarova, casari, i štera so Boža, Bôgi. I čüdivali so se nad njim.
MRK.12.18	I prido Sadduceuške k njemi, kí právijo ka nêga gori stanenjá; pítali so ga govoréči: 
MRK.12.19	Vučitel, Môšeš nám je písao, kâ, či šteroga brat merjé i nihá ženo, i decé ne ostávi, naj vzeme brat njegov ženo njegovo, i pobüdi semen brati svojemi. 
MRK.12.20	Sedem záto bratov je bilô; i te prvi je vzéo ženo i merjôči, nej je ostavo semena; 
MRK.12.21	I te drüdi jo je vzéo i mr’ô je, i ni té je nej ostavo semena; i te trétjirávno tak. 
MRK.12.22	I vzelô jo je vsê sedem, i nej so niháli semena; obslêdnjim vsê mrla je i ta žena. 
MRK.12.23	Vu gori stánenjé záto, gda gori stánejo, šteroga z têh bode žena? ár jo je sedem melo za ženo. 
MRK.12.24	I odgovoréči Jezuš erčé njim: za toga volo blôdite li, neznajôči písma, niti môči Bože? 
MRK.12.25	Ár, gda od mrtvi gori stánejo, ne bodo se ženili, níti k možom dávale; nego bodo liki angelje vu Nebésaj. 
MRK.12.26	Od ti mrtvi pa, kâ gorí stánejo, nej ste čteli vu knigaj Môšešovi od ščípka; kak je erkao k njemi Bôg govoréči: Ja sem Bôg Abrahámov, i Bog Ižákov, i Bôg Jakobov? 
MRK.12.27	Nej je Bôg ti mrtvi, nego Bôg je ti žívi. Záto ví dosta blôdite.
MRK.12.28	I pristôpi eden z pisáčov, kí je je poslüšao, gda so se štükali, vidôči, kâ njim je dobro odgôvoro, pítao ga je: štera je ta prva vsê zapoved? 
MRK.12.29	Jezuš njemi pa odgovorí: kâ je prva vsé zapoved; poslüšaj Izrael! Gospodin Bôg naš, je eden Gospôd. 
MRK.12.30	I, lübi Gospodna Bogá tvojega z cêloga srcá tvojega, i z céle düše tvoje, i z cêle pámeti tvoje, i z cêle môči tvoje. 
MRK.12.31	I ta drüga je k toj prispodobna: lübi bližnjega tvojega, kako samoga sebé. Vékše od eti drüge zapovedi nega. 
MRK.12.32	I erčé njemi te pisáč: dobro, Vučitel, istino si erkao, kâ je eden Bôg, i nega drügoga zvün njega. 
MRK.12.33	I lübiti ga z cêloga srcá i z cêle pámeti i z cêle düše i z cêle môči; i lübiti blížnjega, liki samoga sebé, je več od vsê goréči i ftišanja âldovov. 
MRK.12.34	I Jezuš gda bi ga vido, ká je spametno odgôvoro, erkao njemi je: nej si daleč od králevstva Božega. I nišče ga je nej smeo več pítati. 
MRK.12.35	I odgovoréči Jezuš erčé vučéči vu Cérkvi: ka právijo pisáčke, kâ je Kristuš Sin Dávidov? 
MRK.12.36	Ár sám Dávid je erkao vu svétom Dühí: erkao je Gospôd Gospôdi mojemi: sedi si z dêsne moje, dokeč položim nepriátele tvoje na podnogáonico nôg tvoji. 
MRK.12.37	Záto sám Dávid právi njega za Gospôda: i kakda je tak njegov Sin? I vse lüdstvo ga je rado poslüšalo.
MRK.12.38	I erčé njim vu včenjej svojem: varte se od pisáčov; kí ščéjo vu dugi süknjaj hoditi i poklánjanje meti na placáj. 
MRK.12.39	I prêdnje stôce vu správiščaj, i prêdnje mesto pri večéraj. 
MRK.12.40	Kí požérajo hiže vdovíc; i tô činíjo pod obrázom dúgi molítev. Tê vzemejo vêkšo sôdbo. 
MRK.12.41	I sedéči Jezuš pred cérkevnov ladicov, da bi vido, kakda bi lüdstvo metalo pêneze vu to ladico; i vnôgi bogati vrgli so dosta. 
MRK.12.42	I pridôča edna vdovica sirôta vrgla je dvá pêneza, kí je štrti tál ednoga krajcara. 
MRK.12.43	I prizvajôči vučeníke svoje erčé njim: zaistino velim vám, kâ je eta sirôta vdovica od vsê, kí so metali, več vrgla vu ladico. 
MRK.12.44	Ár so vsi z obilnosti svoje metali; eta je pa svojega siromaštva vsa, ká je mêla, notri vrgla, cêlo ceringo svojo.
MRK.13.1	I vöidôči on z Cérkvi právi njemi eden z vučeníkov njegovi: Vučitel, glédaj, kákše kaménje i kákše zidíne so tô. 
MRK.13.2	I Jezuš odgovoréči erčé njemi: vídiš ete velike zidíne? ne nihá se kamen na kamni; šteri bi se nê porüšo. 
MRK.13.3	I sédeči on na gori olivečkoj pred Cérkevjov, pítali so ga zôseb Peter i Jakub, i Jánoš i Andráš. 
MRK.13.4	Povej nám: gda eta bodo? štero je znamênje, gda bodo se vsa eta spunjávala? 
MRK.13.5	Jezuš pa odgovoréči njim záčao je praviti: gledajte, naj vás što ne zapela. 
MRK.13.6	Ár vnôgi prído vu iméni mojem govoréči: jas sem; i vnôge zapelajo. 
MRK.13.7	Gda pa čüli bodte boje i gláse bojôv, neprestrašte se, ár tô more bidti; ali ešče je nej konec. 
MRK.13.8	Ár gori stáne národ na národ, i králevstvo na králevstvo, i bodo zemlé gíbanje po mêstaj, i bodo gládove i burkanja. Eti bodo začétki bolezen. 
MRK.13.9	Kebzüjte pa ví na vás. Ár vás dájo pred tanáče i vu správišča, biti bodete, i pred poglaváre i krále postávleni bodete za volo mojo njim na svedôstvo. 
MRK.13.10	I med vsêmi národmi se more prvle Evangeliom predgati. 
MRK.13.11	Gda bodo pa vás pelali, naj vás vu roké dájo; ne skrbte se naprê, ka bodte gúčali, niti si ne premišlávajte; nego, kakoli se dá vám vu onoj vöri, tisto gúčte. Ár ste nej vi, ki gučite, nego Düh svéti. 
MRK.13.12	Dá pa brat brata na smrt, i oča siná, i prôti stáne deca roditelom i vmoríjo je. 
MRK.13.13	I bodete odürni vsêm za volo iména mojega. Ki pa ostáne do konca, té se zveliča.
MRK.13.14	Gda bodte pa vidili odürnost opüščávanja, štera je povêdana od Dániela proroka, stojéčo, gde ne trbê (kí čté, naj razmi) teda kí so vu Judei, naj bežíjo na goré. 
MRK.13.15	Kí je pa na hižnom pokrivi, naj doli ne stôpi vuhižo, niti naj notri neide, kâ bi ka z hiže svoje vzéo. 
MRK.13.16	I, kí je na pôli, naj se ne povrné k onim, štera je za sebom niháo, kâ bi vzéo gvant svoj. 
MRK.13.17	Jaj pa tim noséčim i nadájajôčim vu oni dnévi. 
MRK.13.18	Molte pa, naj ne bode vaše bêžanje v zími. 
MRK.13.19	Ár bode vu dnévi oni tákše moke, kákše je nej bilô od začétka stvorjenjá, štero je Bôg stvoro, notri do sê máo, niti je ne bode. 
MRK.13.20	I, da bi Gospôd nê prekráto one dnéve, ne bi se zveličalo ni edno têlo; ali za volo ti odebráni, štere je odébrao, prekráto je te dní.
MRK.13.21	I teda, či što vám erčé: ovo, eti je Kristuš; ali: ovo tam je, ne verte. 
MRK.13.22	Ár gori stáno krívi Kristuške i krívi prorocke; i dávali bodo znamênja i čüda na zapelávanje, či bi mogôče bilô, i te odebráne. 
MRK.13.23	Vi pa kebzüjte, ovo naprê sem vám povedao vsa. 
MRK.13.24	Ali vu oni dnévi, po môki onoj, sunce potemnê, i mêsec ne dá svetlost svojo. 
MRK.13.25	I zvêzde bodo z Nebés doli kapale, i močí, štere so na Nebésaj, gíbale se bodo. 
MRK.13.26	I teda bodo vidili Siná človečega pridôčega vu obláki z možnostjov vnôgov i díkov. 
MRK.13.27	I teda pošle angele svoje, i vküp správi te odebráne svoje od štiraj vötrôv, od kraja zemlé do kraja Nébe. 
MRK.13.28	Od figovoga drêva se pa včite príliko; gda že njegova vêka méhka gráta i lístje spüščáva, znájte, ka je blüzi leto. 
MRK.13.29	Tak i vi, gda bodte vidili, kâ bodo se eta godíla, znájte, kâ je blüzi pri dveraj. 
MRK.13.30	Zaistino velim vám: kâ nikak ne prêde ete národ, dokeč se eta vsa ne zgodíjo. 
MRK.13.31	Ár Néba i zemla prêde, reči moje pa nikak ne prêdo. 
MRK.13.32	Od tistoga dnéva pa i vöre nišče nezna, niti angelje, kí so vu Nébi, niti Sin; nego li Oča.
MRK.13.33	Kebzüjte, verosüjte, i molte; ár ne znate, gda je vrêmen. 
MRK.13.34	Liki človek, kí daleč odíde i ostavi hižo svojo, i dá slugom svojim oblást, i vsákšemi delo svoje, i vratári je zapovedao, naj verostüje. 
MRK.13.35	Záto verostüjte; ár neznate, gda gospodár hiže príde, večér, ali opônôči, ali za kokôta spêvanje, ali rano. 
MRK.13.36	Da nedevêdno pridôči ne nájde vás spajôče. 
MRK.13.37	Ka pa vam právim, vsêm právim: verostüjte.
MRK.14.1	Bio je pa vüzen, i po drügom dnévi brezi kvasá krühov svétki; i iskali so vládnicke popovski i pisáčke, kakda bi ga po jálnosti zgrabili i vmôrili. 
MRK.14.2	Pravili so pa: nej vu svétki, naj kak burkanje ne bode lüdstva. 
MRK.14.3	I gda bi on bio vu Betánii vu híži Šimonovoj toga gobavca; sedéči on, príde edna žena, štera je mêla alabaštrom punoga čístoga nárduškoga drágoga mazala; i vküp stere te alabaštrom i vö njemi vlijé na glavo. 
MRK.14.4	Bilí so pa niki nemirovni, vu sebi i govoréči: zakaj je toga mazala eto pogüblenjé? 
MRK.14.5	Ár bi se lêhko ôdalo više za tri stô pênez i dalô siromákom. I razčémerili so se na njô. 
MRK.14.6	Jezuš je pa erkao: nihájte jo; zakâ ji dresélnost správlate? Dobro delo je včiníla z menom. 
MRK.14.7	Ár siromáke vsigdár máte sebom; i, gda ščéte, morete njim dobro včiniti, mené pa vsigdár nemate. 
MRK.14.8	Ona, ka je mêla, je včiníla; naprê je prišla mazat moje têlo na pokápanje. 
MRK.14.9	Zaistinô velim vam: gdekoli se bode predgao ete Evangeliom po cêlom svêti; i, ka je ona včinila, gúčalo se bode na njé spominanje. 
MRK.14.10	Júdaš Iškarioteš, eden z tí dvanájset, je odíšao k vládnikom popovskim, da bi ga njim ôdao. 
MRK.14.11	Oni pa, gda bi eto čüli, radüvali so se, i obečali so njemi pêneze dati. I iskao je, kákda bi ga prípravno vu roké dáo. 
MRK.14.12	I prvi dén prêšišnjekov, gda bi ágneca vüzenskoga klali, erčéjo njemi vučenícke njegovi: gde ščéš, da idôči priprávimo, naj jêš ágneca. 
MRK.14.13	I poslao je dvá z svoji vučeníkov, i erčé njima: idita vu mesto, i pred váj príde eden človek vrč vodé neséči, za njim idta; 
MRK.14.14	I, gde bode notri šô, povêta te hiže gospodári: Vučitel velí: gde je oštaríja; gde jem ágneca z mojimi vučeníkmi? 
MRK.14.15	I on vám pokáže veliko večérjenico popodivano i priprávleno; tam nám pripravte. 
MRK.14.16	I vö so šli vučenícke njegovi, i príšli so vu mesto, i najšli so tak, liki njim je povedao; i pripravili so toga ágneca. 
MRK.14.17	I, gda bi večér postano, prišao je z timi dvanájsetimi. 
MRK.14.18	I, gda bi oni doli seli, i jeli, erčé Jezuš: zaistino velim vám, kâ me eden z vás odá, ki z menom jej. 
MRK.14.19	Oni so se pa záčali žalostiti, i praviti njemi eden po ednom: nejli jas? i te drügi: nejli jas? 
MRK.14.20	On pa odgovoréči erčé njim: eden z ti dvanájset, ki namáka z menom vu skledo. 
MRK.14.21	Istina Sin človeči ide, liki je pisáno od njega. Jaj pa človeki onomi, po kom se Sin človeči odá; bole bi njemi bilô, da bi se nigdár nê narôdo on človek. 
MRK.14.22	I, gda bi oni jeli, vzéo je Jezuš krüh i blagoslovivši vlomo ga je i dáo ga je njim i erkao je: vzemte, jête; to je moje têlo. 
MRK.14.23	I vzéo je pehár, i blagoslovivši dáo ga je njim; i pili so ž njega vsi. 
MRK.14.24	I erčé njim: tô je moja krv, nôvoga zákona, štera se za vnôge vö vlejé. 
MRK.14.25	Zaistino velim vám: kâ več ne bodem pio z roda trsa notri do dnéva onoga; gda ga pio bodem nôvoga vu králevstvi Božem. 
MRK.14.26	I hválo zpopêvavši vö so šli na brêg Olivecki. 
MRK.14.27	I erčé njim Jezuš: vsi se spáčite vu meni v etoj nôči. Ár je písano: zbíjem pastéra, i razbežijo ovcé. 
MRK.14.28	Ali po gori stanenjê mojem pred vami bom šô v Galileo. 
MRK.14.29	Peter njemi je pa erkao: i či se vsí spáčijo, dönok jas nej. 
MRK.14.30	I erčé njemi Jezuš: zaistino velim tebi, dnes vu etoj noči prvle, liki dvakrat bode kokôt popêvao, me tríkrat zatajíš. 
MRK.14.31	On je pa od toga bole pravo: či de mi z tebom mrêti, ne zatajim te. Rávno tak so pravili i ti drügi vsi.
MRK.14.32	I prišli so na mesto, komi je imê Getšemane; i velí vučeníkom svojim: sedte si eti, dokeč molim. 
MRK.14.33	I vzeme sebom Petra i Jakuba i Jánoša, i záčao se je strašiti i stiskávati. 
MRK.14.34	I velí njim: žalostna je düša moja notri do smrti. Ostante eti, ino vörostüjte. 
MRK.14.35	I naprê stôpivši edno malo, spadno je na zemlo i molo je: kâ, či je mogôče, naj prêde od njega tá vöra. 
MRK.14.36	I erčé: Abba, Oča, vsa so mogôča tebi; odevzemi ete pehár od méne. Ali nej, kak jas ščém, nego, kak tí. 
MRK.14.37	I prišao je i naišao je njé spajôče; i erčé Petri: Šímon spíš? Nemreš edno vöro verostüvati? 
MRK.14.38	Verostüjte i molte, naj ne pridete vu sküšávanje. Düh istina je gotov, ali têlo je nemočno. 
MRK.14.39	I pá odidôči molo je tô ísto rêč gučéči. 
MRK.14.40	I, gda bi se povrno, pá je je najšao, ka so spáli, (ár so njih očí žmetne bilé;) i nej so njemi znali kâ odgovoriti. 
MRK.14.41	I prišao je tretíč, i erčé njim: spíte na dale i počivajte. Zadosta: prišla je vöra, ovo Sin človeči se v rôke ti grêšnikov dáva. 
MRK.14.42	Stante gori, pojdmo; ovo, kí me odá, se približáva.
MRK.14.43	I preci, ešče gda bi on gúčao, prišao je Júdaš, eden bodôči z ti dvanájset, i ž njim vnožina lüdstva z mečmi i z drogmí od vládnikov popovski i pisáčov i ti starišov. 
MRK.14.44	Dáo njim je pa, kí ga je ôdao, znamênje govoréči: šteroga jas küšnem, tisti je; primte ga, i pelajte ga slobodno. 
MRK.14.45	I pridôči preci pristôpi k njemi i velí: Mešter, Mešter! I küšno ga je. 
MRK.14.46	Oni so pa na njega vrgli roké svoje i príjali so ga. 
MRK.14.47	Eden pa tam ti okôli stojéči je vö potégno meč i vdaro je víšešnjega popa slugo, i odsekao njemi je vühô. 
MRK.14.48	I odgovoréči Jezuš erčé njim: liki na razbojnika ste vö prišli z mečmi i z drogmí; da bi me zgrabili. 
MRK.14.49	Vsákši dén sem bio pri vas vu Cérkvi vučéči; i nej ste me príjali. Ali tak je potrêbno, naj se spunijo pisma. 
MRK.14.50	I niháli so ga vsi, i odbêžali so. 
MRK.14.51	I eden nikši mladénec ga je nasledüvao oblečeni v rüšenskom gvanti na gôloti; i príjali so ga ti mladénci. 
MRK.14.52	On pa nihá to rüšensko srakico, nági je odbêžao od njíh. 
MRK.14.53	I odpelali so Jezuša k víšešnjemi popi, i vküp so se spravili k njemi vsi vládnicke popovski i stariši i pisáčke. 
MRK.14.54	Peter ga je pa ôzdaleč nasledüvao notri vu dvor višešnjega popa. I vküp je seo z hlápcmi; i segrêvao se je pri ognji. 
MRK.14.55	Vládnicke pa popovskí i cêli tanáč so iskali prôti Jezuši svêdôstvo, da bi ga vmôrili; i nej so najšli. 
MRK.14.56	Ár vnogo ji je krívo svedočilo prôti njemi; ali njihova svedôstva so se nej glíhala. 
