MAT.1.1	Jesucrist ngol lo raz chaan rey David, ne lo raz chaan Abraham kuu ngok tey re zha Israel ndala.
LUK.6.6	Lee tedib sabd, wiz kuu nzhool re zha Israel lo Diox, lee Jesús mndaab ta nkaltaa re zha Israel nteed xkiiz Diox, ne mndelo Jesús mloo lo re men. Ne tya ndo thib mbyi kuu mbiz yaa ban. 
LUK.6.7	Tsa lee re maestr kuu nloo xkiiz Diox ne re zha fariseo yichey mwii lo Jesús, tsa naa chu tetegwe Jesús mbyiz wiz sabd, tsa tak keki zha Jesús. 
LUK.6.8	Per lee Jesús neʼa naa kwan ntsow re zha xgab, tsa nzhab Jesús lo mbyi kuu mbiz yaaʼa:
LUK.6.8	―Gwateli ne bto ndrol lo re zha.
LUK.6.8	Tsa lee mbyiʼa ngwateli ne ngwato. 
LUK.6.9	Tsa nzhab Jesús lo re zha kuu nzi tya:
LUK.6.9	―Nal naabdizʼn thib kuu lo goo: ¿Kwan ndoblo tsow men wiz sabd, kuu wen o kuu went? ¿Chu wen tegwe men thib men, o chu wen kuth men thib men?
LUK.6.10	Tsa mwii Jesús lo re zha kuu nzi lo Jesús, tsaraa nzhab Jesús lo mbyi kuu mbiz yaaʼa:
LUK.6.10	―Bteli yaaʼa.
LUK.6.10	Tsa lee mbyiʼa mteli yaa, ne oraaka lee yaa mbyi mgwe. 
LUK.6.11	Per lee re fariseo ne re maestr kwathoz mkezhyan ne mndelo mbyodiz, tsa naa xomod tsow zha par keki zha Jesús.
LUK.6.12	Ne thib re wiza lee Jesús ngwa yek thib yii, tsa tediz Jesús lo Diox, ne dita yaal mndediz Jesús lo Diox. 
LUK.6.13	Ne leettsa ngwani yezlyu, tsa mrez Jesús re zha kuu ngeteed lo Jesús, ne xid re zha kuu ngeteed lo Jesús mli Jesús tsiibchop zha kuu gak apóstl. 
LUK.6.14+LUK.6.15+LUK.6.16	Simún (kuu mtob le Jesús Pey), Ndres (wets Simún), Santiag, Juan, Lip, Bartolomé, Mateo, Mach, Santiag (xgann Alfeo), Simún (kuu ngoo xid partid zha Canaán), Judas (xgann Santiag) ne Judas Iscariote (kuu mndaa Jesús lo re zha kuu mbeth Jesús).
LUK.6.17	Tsa mroo Jesús yek yii kon re zha kuu ndeke dits Jesús, ne mzin re zha thib ta laats nak. Tya mkaltaa Jesús kon re zha kuu mndeke dits Jesús, ne noga kwaro re men tedib net re yez ngwa lo Jesús, re zhaʼa mroo re yez chaan yezlyu Judea ne yezlyu Jerusalén, ne rop yez kuu nak Tiro ne Sidón kuu nzi roo nitdoo. 
LUK.6.18	Reta zhaʼa mzin tya tsa kenza zha kuu gab Jesús, ne noga tsa tegwe Jesús zha lo yiz kuu ndak zha. Ne reta re zha kuu ndakti lo mbi fyer, mtegwe Jesús zha. 
LUK.6.19	Kona reta men nlaaz diinn cho Jesús, tak myeen re zha cho Jesús ndroo yalney kuu ntegwe Jesús re mbyiz.
LUK.6.20	Tsa mwii Jesús lo re zha kuu ngeteed lo Jesús, ne nzhab Jesús lo re zha:
LUK.6.20	―Wen nda re goo zha prob, tak chaan goo gak ta nabee Diox.
LUK.6.21	’Wen nda re goo zha kuu nlann nal, tak lee re goo gak zha kuu tse leettsoo.
LUK.6.21	’Wen nda re goo zha kuu nzhonn nal, tak bluz lee re goo zhiz.
LUK.6.22	’Wen nda goo leettsa yii re men ne goo, leettsa ndriid goo yalti tak nyelaaz goo na, Kuu Mzin Ngok Men, leettsa koo zha goo laz goo, ne leettsa nge zha goo. 
LUK.6.23	Naley bloo goo leettsoo goo ne bzhiz goo wiza, tak lee re goo kayaa thib kuu thoz leen yibaa, tak tataka mnayii re tey re zhaʼa mne re profet kuu ngoo ndala.
LUK.6.24	’Per aka nalatt rid re goo zha kuu rik nal, tak mkenoʼa goo reta kuu mtetsey leettsoo goo.
LUK.6.25	’Ne aka nalatt rid re goo, kuu nap naroob kuu wu nal, tak lee re goo talann.
LUK.6.25	’Ne aka nalatt rid re goo kuu nzhiz nal, tak lee re goo gonn ne nabil yo leettsoo.
LUK.6.26	’Aka nalatt rid re goo tak wen ndediz re men goo, tak tataka mndediz wen re men re zha kuu wlit ngok profet.
LUK.6.27	Ne noga nzhab Jesús:
LUK.6.27	―Per lee na ni lo re goo kuu ngeyon xkizʼn: Bke leettsoo goo re zha kuu nayii ne goo, ne wen btsow goo lo re zha kuu ndak leettsoo ne goo. 
LUK.6.28	Ne wen btediz goo lo re zha kuu ngode goo, ne bnaab goo lo Diox por re zha kuu ntsalzhoo goo. 
LUK.6.29	Os lee thib zha kee thib maket cho kwat goo, noga btaa goo tedib lad kwat goo lo zha. Ne lee zha kuu nlaaz kib chamar goo, noga laa goo gwe zha kamis goo. 
LUK.6.30	Ne loka cho naab thib kwaa lo goo, btaa gooy lo zha, ne os lee thib zha ten thib kuu nak chaan goo, gabt goo lo zha tsere zhay lo goo. 
LUK.6.31	Leeka taxal nlaaz goo tsow re men lo goo, leeka tata btsow goo lo re men.
LUK.6.32	’Tak os lee goo nke leettsoo goo beeta re zha kuu wen ntsow lo goo, ¿kwan kuu wen ntsow goo tsa? Noga re zha kuu ndab falt tata ntsow. 
LUK.6.33	Ne os lee goo wen nak goo beeta lo re zha kuu wen nak lo goo, ¿kwan kuu wen ntsow goo tsa? Noga re zha kuu ndab falt tata ntsow. 
LUK.6.34	Ne os ntseche goo kwaa beeta lo re zha kuu taa thib kwaa lo goo, ¿kwan kuu wen ntsow goo tsa? Noga re zha kuu ndab falt, ntseche zha kwaa lo altaa zha kuu ndaa thib kwaa lo zha. 
LUK.6.35	Ndoblo ke leettsoo goo re zha kuu nayii ne goo, wen btsow goo lo re zha, ne btseche goo kwaa lo re zha, ne kwetta goo taa zha thib kwaa lo goo, tsa naroob kwaa kayaa goo yibaa, ne gak goo zhiinnpaa Diox kuu ndob yibaa, tak wen nak Diox lo reta men kuu ndaat texkix lo Diox ne lo re men kuu nakap nak. 
LUK.6.36	Ne blat leettsoo goo ne goo re men, taxal nlat leettsoo Diox ne Diox reta men.
LUK.6.37	’Ndoblot gak goo zha kuu naab kwent lo tedib men, tsa lee Diox naabt kwent lo goo. Naabt goo kuu went par tedib men, tsa tsowt Diox rid goo tata. Bloo goo yek goo re kuu went kuu mtsow taben goo lo goo, tsa noga Diox tuyy re kuu went kuu mtsow goo. 
LUK.6.38	Taa goo kwaa lo tedib net zha, tsa noga Diox taa kwaa lo goo, kon thib medid kuu wen nabix. Tak leeka taxal nchiix goo kuu ndaa goo lo tedib net men, leeka tata chiix Diox kuu taa Diox lo goo.
LUK.6.39	Noga nzhab Jesús diiz nanzee ree lo re zha:
LUK.6.39	―¿Chu tak teno thib syeg tedib syeg? ¿Chu ropt zha gab leen yeeryu? 
LUK.6.40	Neeka thib zha kuu ngeteed nataagt zha masraa nake maestr zha, per leettsa yelo teed zha, tsaraa gak zha taxal maestr zha.
LUK.6.41	’¿Chebee ngwiiʼa paj kuu nzo ngutlo wetsa, ne ngwiita ya kuu nzo ngutloʼa? 
LUK.6.42	Os leeʼa nyeenta nzo thib le ya ngutloʼa, ¿xomod nye leettsooʼa mbeza lo wetsa: “Wets, taa diiz gon paj kuu nzo ngutloʼa”? ¡Zha kuu nkedi ne ntsowt kuu wen naka! Ner bloo ya kuu nzo ngutloʼa, tsa tak wiiʼa wen, par tak kooʼa paj kuu nzo ngutlo wetsa.
LUK.6.43	Noga nzhab Jesús:
LUK.6.43	―Yent thib ya wen kuu ndaa xle went, ne yent thib ya went kuu ndaa xle wen. 
LUK.6.44	Reta ya nabee ya por xle kuu ndaa ya, tak nthopt zha ig lo ya yits, ne neeka nthopt zha ub lo luts yitsti. 
LUK.6.45	Lee mbyi wen, kuu wen ndediz mbyi, tak kuu wen ntsin leettsoo mbyi. Ne lee mbyi went, kuu went ndediz mbyi, tak kuu went ntsin leettsoo mbyi. Tak leettsoo zha ntsin reta kuu ndediz zha.
LUK.6.46	’¿Chebee Zha Nabee ni goo lon, ne ntsowt goo kuu nabeen lo goo? 
LUK.6.47	Nal nin lo goo naa xomod nak zha kuu nkenza xkizʼn ne ntsow kuu nin. 
LUK.6.48	Lee zhaʼa nak taxal thib zha kuu mta thib yuu. Ner mdaan zha simyent, asta mgaa zha ke, ne leettsa mla yizhoo, kwathoz ngoo nit yoo ne mke nit yuu, per mtsowt nit gan gakwin nit yuu, tak lo ke ndob yuu. 
LUK.6.49	Per lee zha kuu nzhon kuu nin, ne ntsowt kuu nin, zhaʼa nak taxal thib zha kuu mta yuu lo gux, mdaant zha simyent naats. Ne leettsa mla yizhoo kwathoz ngoo nit yoo, ne mke nit yuuʼa ne mluux nit yuu thitanax.
LUK.7.1	Leettsa ngwalo mni Jesús lo re men, tsa nda Jesús yez Capernaúm. 
LUK.7.2	Ne yeza nzo thib zha Roma, kuu nak thib soldad kuu nabee lo thib gayoo soldad, ne lee zhaʼa nap thib mos kuu kwathoz nke leettsoo zha, kuu ne ndak ne mer gath. 
LUK.7.3	Ne leettsa mbin soldad kuu nabee lo thib gayoo soldad re kuu mtsow Jesús, tsa mtaal soldad chop tson zha bye zha Israel, tsa yachez zha Jesús, tsa tegwe Jesús mos zha. 
LUK.7.4	Ne leettsa mzin re zhaʼa lo Jesús, tsa mnaab zha lo Jesús ne nzhab zha:
LUK.7.4	―Ndoblo tsowa ayud soldad kuu nabee lo thib gayoo soldad, 
LUK.7.5	tak kwathoz nke leettsoo zha re tawlazaa, ne mdexkwaa zha thib ta nkaltaaʼaa nteedaa xkiiz Diox.
LUK.7.6	Tsa lee Jesús mndeke dits re zhaʼa, per leettsa mera tsin re zha liz soldad kuu nabee lo thib gayoo soldad, tsa lee soldad kuu nabee lo thib gayoo soldad, mtaal zha chop tson amig zha nzhab lo Jesús:
LUK.7.6	―Zha Nabee,tsowta xgab taba leen lizʼn, tak thitanax ndoblot nay, 
LUK.7.7	kona neeka myaltʼn gakwaan na lu. Beeta nabee tsa lee mos da gwe. 
LUK.7.8	Tak noga na napʼn zha kuu nabee lon, ne tataga, napʼn soldad kuu nabeen lo. Leettsa mbezʼn lo thib zha: “Gwa” ne nda zha, ne leettsa mbezʼn lo tedib zha: “De”, ne nyaad zha, ne leettsa nabeen lo mos da tsow mos thib kwaa, ntsow zhay.
LUK.7.9	Kwathoz mzegey leettsoo Jesús or mbin Jesús kona, ne mwii Jesús lo re zha kuu ndeke dits Jesús, ne nzhab Jesús:
LUK.7.9	―Wlipaa na nin lo goo, ¡neeka thib tawlazaa nyelaazt Diox taxal mbyi ree!
LUK.7.10	Ne leettsa mretab re zha kuu mtaal soldad lo Jesús, liz soldad kuu nabee lo thib gayoo soldad, lee mos soldad kuu nabeeʼa mgweʼa.
LUK.7.11	Bluz leettsa ngwalo mriid re koree, tsa lee Jesús kon re zha kuu ngeteed lo Jesús nda yez kuu le Naín. Ne kwaro men mndeke dits Jesús. 
LUK.7.12	Per or ndetsin gaxa re zha yeza, tsa mwii re zha, kwaro men yeza nda ndakaats thib thebol, ne thita zha kuu ngutha lo xnaa zha, ne byud xnaa zha. 
LUK.7.13	Tsa mwii Zha Nabee lo xnaa thebol, ne mlat leettsoo Zha Nabee mne xnaa thebol, tsa nzhab Jesús lo ngot:
LUK.7.13	―Gonnta.
LUK.7.14	Ne ora mbig Jesús gax cho kaj, ne lee re zha kuu ndano kaj mlet, tsa lee Jesús mdiinn cho kaj, ne nzhab Jesús lo zha kuu ngutha:
LUK.7.14	―Mndyeen, loʼa nin: ¡Gwache!
LUK.7.15	Tsa lee zha kuu ngutha, cha mndob ne mndelo mndediz, ne lee Jesús mzhen yaa zha ne mteli zha, ne mndaa Jesús zha lo xnaa zha. 
LUK.7.16	Ne kwathoz mzeb re men mwii re men kuu ngok, ne mndelo zha mbil zha lo Diox, ne nzhab zha:
LUK.7.16	―Thib profet kuu kwathoz nataak mzin loʼaa nzhee nal.
LUK.7.16	Noga nzhab re zha:
LUK.7.16	―Diox ndyaad tsow ayud re tawlazaa.
LUK.7.17	Ne dita yezlyu Judea mbin re men kuu mtsow Jesús, ne noga tedib net re zha kuu nzo yezlyu gax mbin re koree.
LUK.7.18	Reta kona mbin Juan, tak lee re zha kuu ngeteed lo Juan nzhabe lo Juan. Tsa mrez Juan chop zha kuu ngeteed lo Juan, 
LUK.7.19	ne mtaal Juan zha yanaabdiz zha lo Jesús, tsa naa chu lee Jesús nak Zha Kuu Mtaal Diox Nabee, o chu leet zhay, par kwet zha yaad tedib zha. 
LUK.7.20	Tsa lee rop zha kuu mtaal Juan mbig lo Jesús, ne nzhab:
LUK.7.20	―Juan kuu ntsowleyy re men, mtaal nee tsa naabdiz nee loʼa, “¿naa chu lu nak Zha Kuu Mtaal Diox Nabee o chu tebet nee tedib zha?”
LUK.7.21	Ne leeka ora mtegwe Jesús kwathoz men lo relota yiz, noga mloo Jesús re mbi fyer kuu nzo leettsoo re men kuu nteti re men, ne noga mtsow Jesús mzhaal ngutlo re syeg.
LUK.7.22	Tsaraa mkab Jesús lo rop zha kuu mtaal Juan, ne nzhab Jesús:
LUK.7.22	―Tyee goo ne guz goo re kuu mwii goo ne re kuu mbin goo lo Juan. Guz goo lo Juan lee ngutlo re syeg nzhaal, lee re zha mthans nde, lee re zha kuu ndak yiz kuu ndezhoz ngwe, lee re zha kuu nakwee nzhaal nza, lee zha nguth ndroban, ne lee lo re zha prob ndaa zha kwent Diiz Chul chaan Diox. 
LUK.7.23	¡Wen nda re zha kuu nzhagt chop xgab, tak nyelaaz zha na!
LUK.7.24	Or lee rop zha kuu mtaal Juan mbi lo Jesús, tsa lee Jesús mndelo mndaa kwent chaan Juan lo re men, ne nzhab Jesús:
LUK.7.24	―Leettsa ngwa goo yubiz, ¿kwan ngwatwii goo? ¿Chu lo thib nith kuu nkwin mbi ngwatwii goo? 
LUK.7.25	Ne os nagte tata, ¿cho lo ngwatwii goo tsa? ¿Chu ngwa goo ngwatwii goo lo thib zha kuu nzhok lar wen? Wen ne goo lee re zha kuu nzhok lar wen ne re zha kuu ntsow kuu nlaaz, nak re zha kuu nzo liz rey. 
LUK.7.26	Mbay, ¿kwan mroo goo ngwatwii goo tsa? ¿Chu ngwatwii goo lo thib profet? Wlipaa na nin, lee Juan nak thib zha kuu mas nataak nake thib re profet kuu ngoo ndala. 
LUK.7.27	Juan nak zha kuu ndaa xkeets Diox kwent, ta nzhab:
LUK.7.27	Leen taal thib mos da kuu tener loʼa,
LUK.7.27	tsa to list zha leettsoo re men par kayaa re mena. [Mal. 3:1]
LUK.7.28	’Per lee na ni lo goo, neeka thib zha ngok nataagt taxal Juan. Per tegal tata nake lee zha kuu nataagt ta nabee Diox, zhaʼa nak zha kuu mas nataak nake Juan.
LUK.7.29	Leettsa mbin reta men kona, noga re zha kuu ntsow kobral temi chaan yezlyu kuu nzhax lo zha Roma mbine, tsa reta zha kuu ngokleyy lo Juan, nzhab zha: “Nali nak Diox”. 
LUK.7.30	Per lee re fariseo ne re maestr kuu nloo xkiiz Diox, ngokleyyt zha lo Juan, ta mod mkayaat zha kuu nap Diox par re zha.
LUK.7.31	Tsa lee Jesús nzhab:
LUK.7.31	―Nal nin lo goo naa xa nzhak re men tyemp ree ne xa nak zha. 
LUK.7.32	Lee re men nzhak taxal re ndyeen bzhizh, kuu nzi nke byith lo xbi, kuu mbez lo altaa: “Naley mbil nee flaut, per mkanit goo, mbilga nee nabil ne mbinnt goo”. 
LUK.7.33	Tbaa nin, tak leettsa myaad Juan kuu mtsowleyy, ndowt Juan pan neeka ngwiit Juan xit ub, tsa nzhab goo: “Mbi fyer nzo leettsoo Juan”.
LUK.7.34	’Lee nal ndyal na, Kuu Mzin Ngok Men, nzhowʼn ne nzhuun reta kwaa, tsa mbez goo, lee na nak thib zha kuu kwathoz nzhowcho ne kwathoz nzhuu xit ub, noga mbez goo, nakʼn zha kuu nzaal leettsoo, kon re zha kuu ntsow kobral temi chaan yezlyu kuu nzhax lo zha Roma, ne noga mbez goo, nakʼn zha kuu nzaal leettsoo kon re zha kuu ntsow kuu went. 
LUK.7.35	Per lee zha kuu nap yalnzhaak chaan Diox, por re kuu ntsow zha nabee lee zha nap yalnzhaak.
LUK.7.36	Tsa lee thib fariseo kuu le Simún mndeno Jesús lize, tsa wu Jesús kon lee zha. Ne leettsa ngeyow zha, 
LUK.7.37	tsa lee thib ngot kuu nzo yeza, kuu ndab kwathoz falt ngwa lo Jesús, tak mbin ngot lee Jesús ngeyow liz fariseo, ne ngwano ngot thib bot kuu natexkwaa kon thib ke kuu le alabastr, kuu tseta nzo perfum kuu kwathoz wen ndetsi. 
LUK.7.38	Ne mndelo ngot mbinn ngot xann nii Jesús, ne leeka kon nit kuu nzhonn ngot mtenit ngot nii Jesús, ne mtekwiiz ngot nii Jesús kon yitsek ngot, ne mtselo ngot nii Jesús, tsaraa mdaab ngot perfum nii Jesús. 
LUK.7.39	Ne ora lee fariseo kuu mndeno Jesús lize, mwii kuu mtsow ngota, tsa mnda leettsoo zha: “Os lee mbyi ree nak thib profet, teyeen mbyi naa cho men kuu ngediinn cho mbyi, tak thib ngot kuu ntsow kuu went nak ngot baa”. 
LUK.7.40	Tsa lee Jesús nzhab lo fariseo:
LUK.7.40	―Simún, nlazʼn nin thib kwaa loʼa.
LUK.7.40	Tsa lee fariseo mkab, ne nzhab:
LUK.7.40	―Ne, naa kwan nlaaza neʼa maestr.
LUK.7.41	Tsa lee Jesús nzhab:
LUK.7.41	―Nal tan thib kwent loʼa. Thib welt ngoo chop zha kuu mdinn temi lo thib zha. Thib zha mdinn gaay gayoo temi plat; lee tedib zha mdinn chop galbtsii temi plat. 
LUK.7.42	Ne napt rop zha temi par kix zha lo zha kuu mtseche temi lo zha, tsa lee zha kuu mtseche temi lo rop zha, mtsow perdon temi kuu ndab rop zha. Per nal naabdizʼn loʼa Simún: Lo rop zhaʼa, ¿cho zha masraa ke leettsoo zha kuu mtseche temi?
LUK.7.43	Tsa lee Simún mkab, ne nzhab:
LUK.7.43	―Ndakʼn zha kuu mdinn masraa temiʼa, masraa ke leettsoo zha.
LUK.7.43	Tsa lee Jesús nzhab lo Simún:
LUK.7.43	―Wen mkaba.
LUK.7.44	Tsa lee Jesús mwii lo ngota, ne nzhab Jesús lo Simún:
LUK.7.44	―¿Chu ngwiiʼa ngot ree? Leettsa mndaabʼn liza mndaata nit gateechʼn niin, per lee ngot ree mteech niin kon nit kuu mbinn ngot, ne mtekwiiz ngot niin kon yitsek ngot. 
LUK.7.45	Leettsa mndaabʼn leen liza, neeka mtselota lon, per lee ngot ree, lo lal mzin ngot ne asta nal ngetselo ngot niin. 
LUK.7.46	Ne neeka aseyt mdaabta yekʼn, per ngot ree si mdaab perfum nin. 
LUK.7.47	Kona nin loʼa, lee reta falt chaan ngot ree mtuyya nay, tak kwathoz mke leettsoo ngotʼn. Per lee zha kuu lutta nke leettsoo na, lutta falt chaan zha tuyʼn.
LUK.7.48	Tsa nzhab Jesús lo ngot:
LUK.7.48	―Reta falt chaana mtuyya na.
LUK.7.49	Tsa lee re zha kuu nzi tya, mnda leettsoo re zha ne nzhab zha:
LUK.7.49	―¿Cho nak mbyi ree? ¿Chebee ndak mbyi tak tuyy mbyi falt?
LUK.7.50	Tsa lee Jesús nzhab lo ngota:
LUK.7.50	―Tak nyelaaza na, kona mtuyʼn reta falta, tyee ne wen bloo leettsooʼa.
LUK.8.1	Leettsa ngwalo mriid re koree, tsa nda Jesús kon re tsiibchop zha kuu ngeteed lo Jesús, nda re zha ngetaa zha kwent Diiz Chul chaan ta nabee Diox, re yez ne re ranch. 
LUK.8.2	Ne noga nda chop tson ngot kuu mloo Jesús mbi fyer leettsoo, ne re ngot kuu mtegwe Jesús lo yiz. Ne thib re ngota nak Mari kuu noga le Magdalen, kuu mloo Jesús gaz mbi fyer leettsoo, 
LUK.8.3	ne tedib ngot kuu le Juan kuu nak tsaal Cuza, kuu mke tsiin lo rey Herodes, noga Susan ne tedib net re ngot kuu mtsow ayud Jesús kon kuu nap re ngot.
LUK.8.4	Ne kwaro men mroo laz ngwa gon kuu ni Jesús, ne leettsa ngwalo mkaltaa kwaro men, tsa mni Jesús lo re men kon diiz nanzee, ne nzhab Jesús:
LUK.8.5	―Nal leen ta thib kwent lo goo, kwent chaan thib zha kuu mroo ndalo nzob xtil lo yu. Ne leettsa ngelaal zhay, thib nete mlaa laaz net, ne lee re men mloo ditse, ne myaad re min ndowe. 
LUK.8.6	Tedib nete mlaa xid ke, ta yent naroob yu, ne leettsa mlene mzhene lut, ne zhega zhega mbize, tak yent naroob naz par gazhene. 
LUK.8.7	Lee tedib nete mla xid yits, mlene ne thibka mzhene kon yits, ne mluux yitse. 
LUK.8.8	Per lee tedib nete mla lo yu naal, ne kwathoz mzhene ne kwaro ngoke, asta thib gayoo nzob xtil mndaa thibka bin. Tata nak kwent.
LUK.8.8	Tsa nex nzhab Jesús:
LUK.8.8	―¡Os lee goo ndob nza goo ndoblo yen goo koree!
LUK.8.9	Tsa lee re zha kuu ngeteed lo Jesús mnaabdiz lo Jesús, ne nzhab:
LUK.8.9	―¿Xomod nak kwent nanzee ree?
LUK.8.10	Jesús mkab lo re zha ne nzhab:
LUK.8.10	―Diox mtsow tsa yen goo naa xomod nak re kuu nloot chaan ta nabee Diox; per lee lo tedib net zha pur nanzee nin lo zha, tsa tegal wii zhay loote lo zha, ne tegal gon zhay yent zhay.
LUK.8.11	’Tenzhee nak kwent nanzee: Lee nzob xtil nak taxal xkiiz Diox. 
LUK.8.12	Lee nzob xtil kuu mla laaz net, nak taxal re zha kuu nzhon xkiiz Diox, per lee Maxuuy nyaad nkibe leettsoo zha, tsa yelaazt zha Diox ne tsowt zha gan yalnaban kuu thitanax. 
LUK.8.13	Lee nzob xtil kuu mla xid ke, ta yent naroob yu, nak taxal re zha kuu nzhon xkiiz Diox; ne kwathoz naley nzo leettsoo zha nkayaa zhay, per taxal ya kuu napt lozh nak zha, nyelaaz zhay lut, per leettsa nzin thib yalti lo zha, tsa nlaa zha Diox. 
LUK.8.14	Lee nzob xtil kuu mla xid yits, nak taxal re zha kuu nzhon xkiiz Diox, per lutga lutga lee re xgab yezlyu ree, kuu nak xomod gak rik zha, ne re gust yezlyu ree ntsow gan lo zha, re kona nluux xkiiz Diox leettsoo zha, kona ndaat zha xle. 
LUK.8.15	Per lee nzob xtil kuu mla lo yu naal, nak taxal re zha kuu nzhon xkiiz Diox kon dib ndroo leettsoo, ne ntsow zha re kuu mbez xkiiz Diox, ne ney ndo zha lo xkiiz Diox, re zhaʼa ndaa kwathoz xle.
LUK.8.16	Noga nzhab Jesús:
LUK.8.16	―Neeka thib zha nkeet thib kandil ne ntow zhay kon thib zhibey o ngo zhay xann luun, sinke ntob zhay thib ta ya ndab, tsa teniy lo re zha kuu tab leen yuu. 
LUK.8.17	Leeka tata, neeka thib kuu nzogaats gagt loote, ne neeka thib kuu xgaats gagt net re mene, retay tanabeey.
LUK.8.18	’Kona wen kenza goo re kuu nin. Tak lee re zha kuu nkeno kwaa, tekayaa zha masraay, per lee re zha kuu nkenote, asta lut kuu nap zha teyiib lo zha.
LUK.8.19	Lee xnaa Jesús ne re wets Jesús mzin ta ndo Jesús, per gagt big re zha gax lo Jesús, tak kwathoz men nzi tya. 
LUK.8.20	Tsa mloo zha diiz lo Jesús nzhab zha:
LUK.8.20	―Lee xnaaʼa ne re wetsa nzi lee, ne nlaaz zha ni zha loʼa.
LUK.8.21	Jesús mkab ne nzhab:
LUK.8.21	―Reta zha kuu nzhon xkiiz Diox ne ntsow kuu nzhab xkiiz Diox, re zhaʼa nak taxal xnaan ne re wetsʼn.
LUK.8.22	Thib wiz mndaab Jesús leen kano kon re zha kuu ngeteed lo Jesús, tsa nzhab Jesús lo re zha:
LUK.8.22	―Nda goo reʼaa tedib lad roo nitdoo.
LUK.8.22	Tsa nda re zha tedib lad roo nitdoo. 
LUK.8.23	Ne leettsa nda re zha lo nitdoo, lee Jesús mdat. Ne lee thib mbi thoz ngoth lo nitdoo, ne lee nit mndelo mndaab leen kano, ne asta nlaa loww kano leen nit, ne kwathoz mzhakti re zha. 
LUK.8.24	Tsa mloo re zha mkaal lo Jesús, ne nzhab zha lo Jesús:
LUK.8.24	―¡Maestr! ¡Maestr! ¡Mer lowgwaa!
LUK.8.24	Tsa ngwache Jesús ne mkox mbi ne nitdoo lo Jesús, ne oraaka lee mbi ne nitdoo zheta ngok. 
LUK.8.25	Tsa nzhab Jesús lo re zha kuu ngeteed lo Jesús:
LUK.8.25	―¿Chebee nzeb goo? ¿Ma kuu ni goo nyelaaz goo Diox?
LUK.8.25	Per lee re zha kwathoz mzeb zha ne mzegey leettsoo zha, ne naabdiz zha lo altaa zha ne mbez zha:
LUK.8.25	―¿Cho nak zha ree, chebee nzhaak nabee zha lo mbi ne lo nitdoo ne nzhone diiz lo zha?
LUK.8.26	Leettsa mzin re zha tedib lad roo nitdoo chaan yezlyu Galilea, yezlyu chaan re zha yez Gadara. 
LUK.8.27	Ne or mla Jesús leen kano, tsa myaad thib zha yeza mbig lo Jesús. Ne lee zhaʼa ndaʼa tyemp nzo mbi fyer leettsoo zha. Ne neeka nzhogt zha xab zha, ne neeka nzot zha liz zha, sinke leen re baa ta nkaats re men re thebol nyoo zha. 
LUK.8.28	Per or mwii zha Jesús, tsa mbig zha mtobxub zha lo Jesús ne mrez zha, nzhab zha:
LUK.8.28	―¿Chebee ndyaada lo nee Jesús Xgann Diox kuu ndob yibaa? ¡Naabʼn loʼa tetita nee!
LUK.8.29	Tata nzhab zha, tak lee mbi fyer mkox lo Jesús tsa roo mbi fyer leettsoo zha. Tyen welt nden mbi fyer zha, ne tegal nliib re men zha kon kaden, per ntsow zha gan nchuug zhay ne nyano mbi fyer zha re yubiz. 
LUK.8.30	Tsa mnaabdiz Jesús lo zha, ne nzhab Jesús:
LUK.8.30	―¿Cho bleʼa?
LUK.8.30	Lee zha mkab, ne nzhab:
LUK.8.30	―Leen le, kwathoz.
LUK.8.30	Tata nzhab zha, tak kwathoz mbi fyer nzo leettsoo zha. 
LUK.8.31	Tsa lee re mbi fyer mnaab ne nzhab lo Jesús:
LUK.8.31	―Taalta nee leen yeerdoo.
LUK.8.32	Ne gax tya nzi naroob nguch ngeyow, tsa nzhab re mbi fyera lo Jesús:
LUK.8.32	―Taa diiz tab nee leettsoo re nguch baa.
LUK.8.32	Tsa mndaa Jesús diize. 
LUK.8.33	Tsa lee re mbi fyera mroo leettsoo mbyiʼa ne mndaab re mbiʼa leettsoo re nguch. Ne oraaka lee re nguch mrezhonn ne mla re maa leen nitdoo, ngwaap re maa nit ne thitanax nguth re maa.
LUK.8.34	Per leettsa mne re zha kuu nkenap re nguch kona, tsa lijer ndya zha ne mndaa zha kwent kuu ngok, lo re zha kuu nzi wan ne lo re zha kuu nzo yez. 
LUK.8.35	Tsa lee re men yez mroo ngwatwii naa kwan kuu ngok. Ne leettsa mzin re zha ta ndo Jesús, tsa mwii zha lee mbyi kuu mroo re mbi fyer leettsooʼa ndoba lo Jesús, ne nok xaba mbyi ne mgweʼa mbyi, tsa kwathoz mzeb re men. 
LUK.8.36	Ne lee re zha kuu mwii kuu ngok, mndaa zha kwente lo tedib net re zha, naa xomod mgwe zha kuu ngoo mbi fyer leettsooʼa. 
LUK.8.37	Tsa lee re men kuu nzo yezlyu Gadara, nzhab lo Jesús bi Jesús, tak kwathoz mzeb re zha. Tata mod lee Jesús mndaab leen kano ne mroo Jesús tya. 
LUK.8.38	Per lee mbyi kuu mroo re mbi fyer leettsoo, nzhab lo Jesús:
LUK.8.38	―Laaʼa teken ditsa.
LUK.8.38	Per lee Jesús mnabee lo zha, tsa yaan zha, ne nzhab Jesús lo zha:
LUK.8.39	―Tyee liza, ne guz re kuu mtsow Diox loʼa.
