MAT.1.1	Chichato hen natontonan hen nangingganà an Jesu Cristu way ganà Arey David way narpon Abraham.
LUK.6.13	Angkay pommaway, enayagana hen anchichay cha somorot an hiya yag annaat piliyén hen hemporo ya chuwa way ngenadnana ah aposel, 
LUK.6.14	way hen ngachancha, ah Simon way ngenadnana ah Pedro ya hen anchi sonodna way Andres ya anat cha Jaime an Juan, ah Felipe ya ah Bartolome, 
LUK.6.15	ah Mateo, ah Tomas ya ah Jaime way anà Alfeo, ah Simon way ekatchéén natorod, 
LUK.6.16	ah Judas way anà Jaime ya anat ah Judas Iscariote way nangenlao an Jesus hen na-awni.
LUK.6.17	Angkay hiyachi way nan-éhég cha Jesus ya hen anchichay penelena way aposel, yag entàchégcha hen anchi tanap way na-amongan hen anchichay chuar way cha somorot an hiya way narpocha ad Jerusalem ya hen provinsiyan hen Judea ya anat hen anchichay fabréy way ahag-én hen fayfay ad Tiro ya ad Sidon. 
LUK.6.18	Wat hen ganchatcha amin way ummale, ta incha changrén hen aryén Jesus ya incha epaka-an hen saketcha. Ya umat agé hen anchichay nahurugan ah ongtan, wat neparyaw hen anchichay nihuhurug an chicha. 
LUK.6.19	Yag amin hen anchichay tataguwén chacha esellasel hen acharcha way i manchà koma an Jesus te wachan kafaelana way uray anchag tad-énén naka-an hen saketcha. Wat naka-an amin hen sasaket hen anchichay tatagu.
LUK.6.20	Angkay hiyachi yag nanhagong ah Jesus hen anchichay pasorotna yag ekatna way mangintudtuchuwén,
LUK.6.20	“Lomaylayad-ayu, chàyu way kaman maid mafalinna, te ma-awatanyu way maid kafaelanyu way mangamma hen ammayén Apudyus no achi chàyu torongan an hiya. Wat chàyu hen metape hen mantorayana. 
LUK.6.21	Lomaylayad-ayu agé, chàyu way kaman chan henaang way mangamma hen laychén Apudyus te totollongan Apudyus chàyu way mangamma an cha nadchi ah kapnekanyu. Ya lomaylayad-ayu agé, chàyu way chan lulluruwa ad uwan gapon anchi laweng way cha mekaman te hêtan Apudyus hen luwayu ah laylayad ah pegwana. 
LUK.6.22	An-ayu yanggay ammag lomaylayad no agorgoran chàyu hen tatagu ya no achi chàyu ifilang ya no insortuwén chàyu agé ya uray no ekatchéén laweng-ayu, te no yaha hen ma-ammaan an chàyu gapon afurotyu an haén way Pangorowan hen Tatagu, 
LUK.6.23	wat an-ayug lomaylayad way uray pay an-ayug manalep ah layadyu te ammag chakar hen gunggunayu ad uchu. Yag hen anchichay chacha ekaman an chàyu, yachi chillu hen enkaman hen anchichay anap-ocha ad namenghan hen anchichay profetan Apudyus.
LUK.6.24	Ngém chàyu way faknang ad uwan, an-ayug ka-as-ase te hen antoy lota ad uwan hen péppég hen manlamram-ayanyu. 
LUK.6.25	Ya ka-as-aseayu agé, chàyu way kaman mamabhug ad uwan, te gìnéényu hen amchan way henaangyu ah pegwana. Yag an-ayug ka-as-ase agé, chàyu way ammag layyalayyad ad uwan, te ah pegwanaat pahigényu hen kela ya tokar.
LUK.6.26	“An-ayu tot-owa ammag ka-as-ase no an chàyug chayawén hen aminay tatagu ad uwan, te hen anchichay cha manayaw an chàyu ad uwan, ganà hen anchichay nanayaw hen anchichay senang poprofeta ad namenghan.”
LUK.6.27	Entoroy Jesus way mangaliyén, “Hen ifagà an chàyu, masapor epàilayu hen layadyu, uray hen anchi gumura an chàyu. Ya ammaanyu agé hen ammay hen anchi achi manlayad an chàyu. 
LUK.6.28	Masapor chawatényu hen torong Apudyus para hen anchi mangechot an chàyu, ya iluwaruwanyu hen anchichay mamaligat an chàyu. 
LUK.6.29	No tappeténcha hen apengyu, etayayu hen anchi chumangna. Yag no arancha hen ihay lumfongyu, iyuyayu agé hen anchi agwana. 
LUK.6.30	Adchanyu hen anchi man-ochaw an chàyu, ya no wachay mamréh hen kok-owayu, achiyu cha ifaga way ifangadna. 
LUK.6.31	Hen laychényu way ma-ammaan koma an chàyu, yachi hen ammaanyu hen tapena.”
LUK.6.32	“Non an umat yag chayu epàila hen layadyu hen anchichay manlayad yanggay an chàyu, ay ammoh magunggunaan-ayu. Te uray met hen anchichay lawengay tatagu, laychéncha agé hen anchichay manlayad an chicha. 
LUK.6.33	Ya no ammaanyu hen ammay hen anchichay cha mangamma yanggay hen ammay an chàyu, ay ammoh ekatyuwén magunggunaan-ayu. Te uray hen anchichay menangfasorén chacha met agé ammaan chaha. 
LUK.6.34	Yag no chayu pafuruchan yanggay hen anchichay sigurachuwényu way mangempafangad hen anchi chacha furuchun, maid angkay gunggunayu te uray hen anchichay menangfasor, wat chacha agé pafuruchan hen ifacha way menangfasor no sigurachu way mifangad amin an chicha. 
LUK.6.35	Ngém chàyu, masapor epàilayu hen layadyu hen anchichay achi manlayad an chàyu, ya ammaanyu hen ammay an chicha. Pafuruchanyu hen anchi fumurud an chàyu way uray maid namnama ah ifangadna. Te no yaha hen ekamanyu wat ammag chakar hen gunggunayu, wat an-ayu yanggay ammag mifilang ah anà hen anchi Kangatowan way Apudyus. Te ah Apudyus, ammaana hen ammay hen uray anchichay laweng way tatagu ya hen anchichay achi manyaman an hiya. 
LUK.6.36	Masapor suméség-ang-ayu te menangség-ang ah Apudyus way amataaw.”
LUK.6.37	“Achiyu cha uwisén hen karaweng hen tapena wat achi agé uwisén Apudyus hen karawengyu. Achiyu cha pafasoron hen tapena, wat achi chàyu pafasoron agé an Apudyus. Pakawanényu hen ahentaguyu wat pakawanén agé Apudyus chàyu. 
LUK.6.38	Adchanyu hen tapena wat adchan chàyu an Apudyus agé way ammag chùchùar hen idchatna an chàyu no hen inidchatyu, te homawar way ingganah achiayu makachén. Te hen ekamanyu way mangidchat ah tapena, yachi hen ekaman agé Apudyus way mangidchat an chàyu.”
LUK.6.39	Yag nampani ah Jesus an chicha way mangaliyén, “Achi mafalin way pachangén hen nabfurag hen ihay nabfurag te kapeletan way anchag mekobfang way chuwa. 
LUK.6.40	Ya maid agé matudtuchuwan ah nangatngato no hen anchi cha manudtuchu an hiya. Ngém no acharéna amin hen mitudtuchu an hiya, komaman hen anchi nanudtuchu an hiya.”
LUK.6.41	Kasen nampani ah Jesus agé mepanggép hen mangarkorowan hen karaweng hen ifa, ekatnéén, “Pakay narawag hen mangil-anyu hen uray aginnà way finutan hen ifayu yag achiyuwat agé elasin way wacha hen liniéy way nampopoggar ah matayu. 
LUK.6.42	Wat an-ayug natorod way mangaliyén, ‘Ayé ta ka-anê hen annay aginnà way finutam yag wà-achaat peet hen liniéy ah matam.’ Paspasekatnoha te masapor ka-aném unna hen annay liniéy ah matam ta lomawag hen mangil-am way manga-an hen finutan hen ifam.”
LUK.6.43	Kasen nampani ah Jesus way mangaliyén, “Hen anchi ammay way away, achi mamunga ah laweng ya hen anchi laweng way away, achi mamunga ah ammay. 
LUK.6.44	Te hen fungan hen away, yachi hen mangimfaga hen kena-awayna. Te ay ammoh mafalin pogahém hen fungan hen sanggis hen tata. Ya ay ammoh pogahém hen fungan hen agit hen chawar. 
LUK.6.45	Hen miyaligana, hen anchi ammayay tagu, ammaana chillu hen ammay te yachi hen tenatarpénna ah hamhamàna. Waman hen anchi lawengay tagu, ammaana hen laweng te yachi agé hen tenatarpénna ah hamhamàna. Te kapeletan way hen tagu, aryéna hen anchi tenatarpénna ah hamhamàna.”
LUK.6.46	Entoroy Jesus way mangaliyén, “Pakay ekatyuwén haén hen ap-apoyu yag achiyu chillu ammaan hen chà ifaga. 
LUK.6.47	Heno way somorot an haén ta changréna hen aryê yag enafurotna, yato hen miyaligana. 
LUK.6.48	Hiya hen kaman anchi tagu way i nansà-ad ah faréyna, yag finùana hen lota ingganah inchahana hen fato yag yachi hen nanà-achana. Wat yachi, uray chan churuchurun hen wangwang ya henènap hen chanum hen anchi faréy, ammag achi chillu manyuhyuhaw te ammag kénég hen tùchuna. 
LUK.6.49	Waman hen anchi tagu way annag cha changchangrén hen aryê yag achina chillu afuroton, hiya hen kaman anchi tagu way i nanà-ad ah faréyna hen iggaw hen lapok. Yag angkay chummuar hen chanum way nahènap, ammag neorob wat ammag sayang hen anchi faréyanchi te permi hen nachachaelana.”
LUK.7.1	Angkay hiyachi way narpas hen nanudtuchuwan Jesus hen anchichay tatagu, émméy ad Capernaum. 
LUK.7.2	Yag wachahchi hen ihay faén Judio way kapetan hen sorchachun hen Roma way amchan hen saket hen ihay alepanna way laylaychéna way tég-angay matéy. 
LUK.7.3	Yag yachi way chengngarna way wacha ah Jesus, henomnag hen anchichay anam-ama way ponò hen Judio ta incha ayagan ah Jesus ta umale koma way manga-an hen saket hen anchi alepanna. 
LUK.7.4	Angkay inchahancha ah Jesus, chachan pangpanga-ase paat way mangaliyén, “Ammayay tagu hen anchi kapetan ya karébféngana way matorongan 
LUK.7.5	te laylaychéna chitaaw way Judio. Ya ah kenamafalinna, empa-ammana hen ihay chataaw ka-am-amongan.”
LUK.7.6	Angkay hiyachi yag netnod ah Jesus an chicha. Yag hen tég-angaycha umchahan hen anchi faréy Kapetan, hinib-atcha hen kasenna hennag way incha ifaga hen enalena way ekatnéén, “Apo, achì koma taktakén hea te achì karébféngan way manmangili an hea, 
LUK.7.7	ya achì agé karébféngan way mèsango an hea. Wat uray anno yanggay ammag iyale wat maka-an hen saket hen alepan-o. 
LUK.7.8	Te haén, ma-awatà mepanggép hen lébféng, te haén way Kapetan, masapor afurotò hen aryén hen apò. Ya hen anchichay sorchachu way chà etorayan, afurotoncha agé hen aryê, te no ekat-owén in-a, wat éméy, yag no ekat-owén umalea, wat umale agé. Yag umat agé hen anchi alepan-o, no ekat-owén ammaamto, wat ammaana met. Wat kaskasen way masapor ma-ammaan hen aryém te wachan kafaelam.”
LUK.7.9	Yachi yag ammag nahaang ah Jesus hen nangngaranan nadchi. Wat imfiliwitna hen anchichay chuar way tatagu way cha umunud an hiya way mangaliyén, “Tot-owa hen antoy ifagà an chàyu way uray an chitaaw way Judiowén, maid inchahà ah afurot ah kaman an nahha.”
LUK.7.10	Angkay hiyachi yag hommàyat hen anchichay nahnag yag inchahancha hen anchi alepan Kapetan way naka-an tot-owa hen saketna.
LUK.7.11	Angkay na-awni hen hiyachiy ag-agaw, émméy cha Jesus ya hen anchichay pasorotna ad Nain yag nàyéycha agé hen chuar way tatagu. 
LUK.7.12	Yag hen anchi chacha umchahan hen fùnagan hen anchi fabréy, hinib-atcha hen chuar way nafufurug way tatagu way chacha iyéy hen natéy way nenetnod agé ah inana way faro. Fafaru hen anchi natéy way anggay agéchi ah anà inana wat naunghor. 
LUK.7.13	Naség-angan ah Jesus way nangila an inana yag annaat ekat an hiyéén, “Achia chan kela, Ina.” 
LUK.7.14	Yachi yag anat homag-én ah Jesus hen anchi lungun yag tenchàna yag entàchég hen anchichay nanginya-atang. Yag annaat ekatén, “Fafaru, hen ifagà an hea, fumangon-aat.” 
LUK.7.15	Yag hen hiyachi, ammag tummùchuwat agé hen anchi natéy yag inlugina way man-ale, yag emporang Jesus hiya an inana. 
LUK.7.16	Wat anchag émmégyat way térén hen anchichay tatagu way nangi-ila yag chinayawcha ah Apudyus way mangaliyén, “Fummùnag peet an chitaaw hen nangato way profeta, wat ummale peet tot-owa ah Apudyus way manorong hen tataguna.” 
LUK.7.17	Yag nanhemamag hen mepanggép an Jesus hen aminay fabréy hen sakopon nadchi ya hen anchichay tapenay fabréy agé.
LUK.7.18	Angkay hiyachi yag émméy hen anchichay pasorot Juan way chan funfunyag an hiya ah pagfaruchan way i manaphapet hen amin way mepanggép an Jesus. 
LUK.7.19	Yachi yag anat hénagén Juan hen chuwa an chicha way i mangimoh an Apo Jesus no hiya hen anchi empopostan Apudyus way umale ono manhéédcha chillu ah safali. 
LUK.7.20	Angkay émméycha an Jesus, imfagacha way mangaliyén, “Hennag Juan way chan funfunyag chàni ta ini ifaga an hea no hea ano hen anchi chana aryén way umale ono hahadchénni chillu hen safali.” 
LUK.7.21	Yag hen hiyachi paat way tempo, kena-an Jesus hen nankarakarasey saket hen chuaray tatagu, yag emparyawna agé hen anchichay nihuhurug way ongtan, ya kena-anna agé hen finurag hen chuaray nabfurag. 
LUK.7.22	Yag annaat songfatan hen anchi chuway nahnag way mangaliyén, “Mamfangad-ayu an Juan yag haphapetényu hen aminay innilayu ya hen chengngaryu way chà enammaan way hen anchichay nabfuragén makailacha, ya hen anchichay nappelayén makacharancha, ya hen anchichay nakkonetén ommammay hen acharcha, ya hen anchichay nattorangén makagngarcha, ya uray hen natéyén nepauchicha, ya hen anchichay maid mafalinnéén cha mepagngar hen anchi ammayay chamag an chicha. 
LUK.7.23	Yag ifagayu an hiya agé way ammag lomaylayad hen anchi tagu way achi manchuwachuwa hen afurotna way haén hen anchi hennag Apudyus.”
LUK.7.24	Angkay hiyachi way lommayaw hen anchichay hennag Juan, inlugin Jesus way mangimfaga hen anchichay tatagu mepanggép an hiya, ekatnéén, “Hen anchi iyu nangil-an an Juan ah chanak, nokay hen ekatyuwén inyu ilan. Ay ammoh ekatyuwén hiya hen kaman gurun way maid achina manyongyongan no hapochén hen yawyaw. 
LUK.7.25	No faénchi, nokay hen payu i ilan nò. Te ay ammoh anyu an i innila no nanlurumfong ah am-ammayay lumfong. Iggay a, te hen anchichay am-ammay hen lumfongna way naram-ay hen ataguwancha, faén chanak hen iggawancha te ah faréy hen are. 
LUK.7.26	Wat nokay hen tot-oway ganchatyu way i nangila nò. Ay anyu i innila hen profetan Apudyus. Oo yachi, ya ah katot-owana, faén ammag profeta yanggay ah Juananchi, 
LUK.7.27	te hiya paat hen anchi tagu way ena-allen hen anchi nesosorat way alen Apudyus way ekatnéén,
LUK.7.27	‘Wacha hen ihay tagu way faarê way mamangpango no hea ta ina esasaggana hen anchichay tatagu ta changréncha-a.’ ”
LUK.7.28	Yachi yag entoroy Jesus way mangaliyén, “Tot-owa hen antoy ifagà an chàyu way maid kasen tagu ah niyanà hen antoy lota ah nangatngato no ah Juan. Ngém tàén hiyachi, nangatngato chillu hen anchi kafafaan way tagu way netape hen mantorayan Apudyus.”
LUK.7.29	Ammag laylayad hen anchichay kachùran way tatagu way nangngar hen imfagan Juan way uray agé hen anchichay cha mangam-among ah furor. Te chicha hen nangafun hen imfagan Apudyus wat nampafunyagcha an Juan. 
LUK.7.30	Waman hen anchichay Fariseo ya siguchay cha mintudtuchu hen orchin Moses, anchag enachi hen laychén Apudyus an chicha wat iggaycha mampafunyag an Juan.
LUK.7.31	Entoroy Jesus agé way mangaliyén, “Nokay lawa hen mangempaniyà hen tatagu way cha matagu ad uwan way ammag maid ma-ara an chicha way nokay hen mepachongancha. 
LUK.7.32	Iyalig-o chicha ah kaman hen anchichay ammag ommachi way ungunga way chan ay-ayam ah fatawa. Hen tapena, imfagacha hen anchichay ifacha way mangaliyén, ‘Namattopattong-ani ah metapyanyu way manalep koma yag an-ayug achi. Wat emparégni way man-ib-ifil ah metapyanyu koma, yag an-ayu agég achi chillu.’ 
LUK.7.33	Hen laychénay aryén, ummale ah Juananchi way chan funfunyag way chan langarangan way mangan ya achina amin hemheman hen fayah yag chayu pelohon hiya way mangaliyén, nahurugan ah ongtan. 
LUK.7.34	Yag angkay ad uwan way ummaliyà way Pangorowan hen Tatagu way achi manlangrangan way mangan ya chaà amin mì-inum, yag ekatyuwat agéén anà ammag fukatot ya amfutangén, ya nì-i-ibfaà hen anchichay cha mangam-among ah furor ya hen anchichay tapenay menangfasor. 
LUK.7.35	Ngém tàén yaha, te hen anchichay tatagu way cha omafurot an Apudyus, elasincha chillu hen kenaraeng Apudyus, te hen halenonot hen ekamanna, yachi hen mangimfaga hen kenaustona.”
LUK.7.36	Angkay hen-argawan, wacha hen ihay Fariseo way ah Simon hen ngachanna, yag enayagana ah Jesus way i mèan ah faréycha. Wat émméy ah Jesus yag hinénggép way i tumùchu way mangan. 
LUK.7.37	Yag wacha agé hen hiyachiy fabréy hen ihay in-ina way ammag pota hen anchi ar-argaw. Yag hen nangngarana way wachah Jesus ah faréy hen anchi Fariseo, lummigwat way entàtaenna hen pichuru way na-ammaan ah fato way ekatchéén alebastér way natatarwan ah ammag nangina way fangfangru. 
LUK.7.38	Yachi way hinénggép hen anchi fufae yag i tommàchég hen échég Jesus way chan kela ya cha tomedted hen luwana hen he-en Jesus, yag penonahana ah fuùna ya chaat omafaya hen he-ena ah layadna, yag annaat ihiyat hen anchi fangfangru hen he-ena. 
LUK.7.39	Ngém hen nangil-an hen anchi nangayag an Jesus hen cha mekaman, ekatna ah hamhamànéén, “Até, faén peet profeta ah Jesusanto te non an profeta komaat innilana koma hen kenatatagun hen annay fufaeyanna way cha manchà an hiya yag empawana.” 
LUK.7.40	Yachi yag senongfatan Jesus hen hamhamà hen anchi Fariseo way mangaliyén, “Simon, wacha hen ifagà an hea.” “Oo, nokaychi Apo,” way ekat hen anchi Fariseo. 
LUK.7.41	Yag nampani ah Jesus way mangaliyén, “Wachan ihay tagu way nan-utang hen chuway tatagu an hiya way lemanporo hen inutang hen iha ya lemanggasot hen inutang hen anchi iha. 
LUK.7.42	Yag gapo ta achicha makafayad way chuwa, ammag empasinsiyan hen anchi nampautang an chicha way uray achicha sokatan.” Yag anat ekat Jesusén, “Nokay an chicha way chuwa hen ekatnowén chakchakar hen layadna hen anchi nampautang nò.” 
LUK.7.43	Yag ekat Simonén, “Awniyat hen anchi chakchakar hen nepasinsiya an hiya.” “Oo,” way ekat Jesus, “yachi.” 
LUK.7.44	Yag anat manhagong ah Jesus hen anchi fufae yag ekatna an Simon chilluwén, “Yachi hen miyaligan hen antoy fufae, te ilam ngén, hen hinénggépà hen antoy faréyyu, maid empa-aram ah chanum ah mangurah-o hen he-è ah gagangaytaaw. Waman hiya, inyurahna hen luwana ah he-è yag emponahna hen fuùna. 
LUK.7.45	Yag hea, iggayno agé fàwarén haén hen hinénggépà. Waman hiya, ingganad uwan, é-éttégna way omma-abfaya hen he-è. 
LUK.7.46	Yag hea agé, iggayno amin lanéén hen urù way nigagangay an chitaaw. Waman hiya, lenanana hen he-è ah nangina way fangfangru. 
LUK.7.47	Wat hen ifagà an hea, hen anchi chakar way layad hen antoy fufaeyanto an haén, yachi hen manot-owaan way napakawan hen anchichay chuaray fasorna. Ngém hen anchi tagu way an yanggay aket hen napakawan way fasorna, aket agé hen epàilana way layadna an haén.” 
LUK.7.48	Yachi yag anat ekat Jesus hen anchi fufaeyén, “Wat naka-an tot-owa hen fasorno.” 
LUK.7.49	Ngém hen anchichay tapena way cha mèan, ekatcha ah hamhamàchéén, “Heno ay paat ah nahhay tagu way ammag mampachinar way mamakawan ah fasor.” 
LUK.7.50	Yag chaat ekat Jesus hen anchi fufaeyén, “Gapo ta manokchum haén wat naka-an tot-owa hen fasorno ah kahara-am wat mapanoh hen hamhamàno.”
LUK.8.1	Angkay hen-argawan yag kasen éméy ah Jesus ya hen anchichay hemporo ya chuway pasorotna ah kafabréfabréy way i mangintudtuchu hen anchi chamag mepanggép hen mantorayan Apudyus. 
LUK.8.2	Yag netnod agé hen anchichay inin-ina way nangemparyawan Jesus hen ongtan ya nanga-anana hen sasaket. Ah Maria way eMagdalena hen iha way hiya hen anchi nangemparyawan Jesus hen pituy ongtan. 
LUK.8.3	Ya wacha agé ah Juana way ahawan Cusa way ah Cusaanchi, hiya hen anchi mamfafantay hen kok-owan Are Herod. Ya wacha agé ah Susana ya anat hen chuar way tapenay finufae way chacha amin torongan cha Jesus ah heno way kafalinancha.
LUK.8.4	Angkay hiyachi yag émméycha an Jesus hen ammag chuaray tatagu way narpo ah kafabréfabréy. Yag yachi way enamongancha hiya, nampani way mangaliyén, 
LUK.8.5	“Hen-argawan ano wacha hen ihay tagu way i nanmura hen anchi lotana. Yag hen anchi chana manwalehan hen fukar, nemamang hen tapena hen charan yag anchag nagategatenan yag enan hen kasole. 
