GEN.1.1	Gër ỹanar, Kaxanu nëcëtëguk
GEN.26.33	Isak w̃ac ko andu aŋo «Ŝiba», mëne ngëŋ «Eyaŝar». Mëŋ w̃acaxën këni doro doro angol aŋ «Berëŝeba», mëne ngëŋ «Andu and gë Eyaŝar».
GEN.26.35	Ɓarikan 
GEN.27.1	Amëd aŋo, 
GEN.27.2	Re ko ɓëte Isak: «Wëno anëka xar këme, do ame nang ex na yatir këme ŝës. 
GEN.27.3	Gërëgako, axara xara këmi meɗël oỹënga or onëxa oŋ, amote andeƴ aŋ, gë atumb andeƴ aŋ, do el gër apuỹ eƴe ɗaw̃ënëgu emacar. 
GEN.27.4	Cëɗënëguye ỹas eŋ ex nënga, ang h̃an këme ak. Do mëlanëguye me ƴak, mi karanaxën oɓetak ol ɗamana me cës.» 
GEN.27.5	Xarak, and baŋo felërand Isak mondako asëñiw̃ Esawu aŋ, Rebeka awël wël baŋo. Esawu ƴe ko ngwa gër apuỹ exo nëxaraw, do eŋo ɗaw̃ëgu emacar end këŋo w̃ëlagu eŋ.
GEN.27.6	Ata Rebeka fel këŋo asëñiw̃ 
GEN.27.7	“Mëlanëguye emacar, cëɗënëguye ỹas eŋ ex nënga ang h̃an këme ak, me ƴak, do mi karanaxën oɓetak ol gër Axwën Kaxanu ɗamana me cës.” 
GEN.27.8	Gërëgako asëñiw̃ën, ɓaxëtële mi pel er këƴ ri in. 
GEN.27.9	Këla ƴel gër eciỹi eƴe yeɓënëgu ɓëpërac ɓënd ŝenene ɓëki. Wëno këŋo ŝëɗën sorix ỹas eŋ ex nënga ang h̃an ko ak. 
GEN.27.10	Wëj këŋo w̃ëlan sorix exo ƴak, exi karanaxën oɓetak ol ɗamana exo cës.» 
GEN.27.11	Ata Yakob yaka këŋo nëm Rebeka: «Aɓaỹe Esawu yer omban fo ga hi ko wa, xarak eman endam eŋ garëgar ex. 
GEN.27.12	Ɓamat faba alëkëra ke lëkëra, do exo wata mëne në eyifa emo. Eñëŋënax wa ke xaran, ax gi ex na oɓetak.» 
GEN.27.13	Re ko nëm Rebeka: «Eñëŋënax eŋo wëcaniɗëlexe wëno, asëñiw̃ën! Awël nde, ƴel eƴe yeɓënëgu ɓëpërac ɓëŋ.» 
GEN.27.14	Ata Yakob ƴe ko yeɓëgu këɓi ɓëpërac ɓëŋ, do w̃ëlaw këɓi gër nëm. Nëm ŝëɗ ko ỹas ereɓën eŋ, nëngak ang h̃an ko Isak ak.
GEN.27.15	Ata Rebeka w̃eɗ ko ɓacuɗ ɓand Esawu, ŝambenjar ixarëk irexëm ɓaŋ, ɓand xurik ex ye gër iciw̃ ɓaŋ, do ŝuɗëra këŋo Yakob, ŝambenjar iɓeja irexëm in. 
GEN.27.16	W̃eɗ ko ɓanar ɓand ɓëpërac ɓaŋ, ŝerira këŋo ed onëxar el, do gër egëla ed garëgar ed asëñiw̃ Yakob. 
GEN.27.17	Fëxwën këŋo asëñiw̃ Yakob ỹas er ŝëɗ baxo xali nëngak eŋ, do gë amburu aŋ, eŋo mëlan Isak.
GEN.27.18	Ata Yakob ga h̃at ko gër sëm, w̃ac këŋo: «Faba!» Yaka ko mëŋ: «Woy! Wëj noỹo ex wa asëñiw̃ën?» 
GEN.27.19	Yaka ko Yakob: «Wëno Esawu, itox iñanar indeƴ iŋ ex. Er fel baƴe in ri këme. Axara xara këmi, kanil eƴ ñëpa. Ƴakëral ỹas er emacar end law̃ënëgu këmi eŋ, eƴe karanaxën oɓetak ol.» 
GEN.27.20	Isak fel këŋo asëñiw̃: «Ata aỹand aỹand ŝotëgu këƴo ɗe asëñiw̃ën!» Yaka ko Yakob: «Axwën Kaxanu, ar yata ki an, fangacëgu këŋo gër lëngw iram.» 
GEN.27.21	Isak fel këŋo ɓëte Yakob: «Axara xara këmi, tëkawëye tan mi ɗëkëra asëñiw̃ën, me nangaxën aye mëne wëj asëñiw̃ën Esawu dëŋ ex!» 
GEN.27.22	Yakob sëka këŋo sëm Isak, do mëŋ ga lëkëra këŋo, re ko: «Oniw̃ ol or Yakob ol ex, ɓarikan onëxar oŋ, or Esawu ex.» 
GEN.27.23	Ata aŋo kwita ex na gayik onëxar oŋ yer omban fo bax ang or aɓinëm Esawu fo. Ata xarandëra këŋo na oɓetak ol.
GEN.27.24	Isak re ko: «Wëj dëŋ nde ex asëñiw̃ën Esawu?» Yaka ko Yakob: «Iyo wëno dëŋ ex.» 
GEN.27.25	Re ko ɓëte Isak: «Dinëguye tan, me ƴamb ỹas er emacar end law̃ënëgu këƴe wëj asëñiwën eŋ, mi karanaxën oɓetak ol.» Ata Yakob rin këŋo, do ƴambëra ko. W̃ëlanëgu këŋo ngoƴ iŋ, ŝeɓëra ko. 
GEN.27.26	Ata sëm Isak re ko: «Tëkawëye, axara xara këmi, megale, asëñiw̃ën!» 
GEN.27.27	Yakob sëka këŋo sëm do w̃ega këŋo. Isak wëran këŋo otëñer ond ɓanjëm ɓandexëm oŋ. Ata xaran këŋo oɓetak ol mondako:
GEN.27.27	«Oko otëñer ond asëñiw̃ën oŋ,
GEN.27.27	er ex ang otëñer ond oŝënga
GEN.27.27	or gë oɓetak or Axwën Kaxanu fo.
GEN.27.28	Kaxanu yëlëlexi,
GEN.27.28	aŝëɓer ir kë fedawënd gër orën in,
GEN.27.28	do gë napul ir gër ebar in,
GEN.27.28	bële ir mbaŋ, do gë ngoƴ ind mbaŋ!
GEN.27.29	Ɓenëng ɓend ɓela këƴëɓi ỹana eƴëɓi bëñand, do ɓën eni diyeninënd,
GEN.27.29	ɓenëng kë ỹana ex poxind gër lëngw ireƴ!
GEN.27.29	Gil alëngw ar ɓoɓinëx an,
GEN.27.29	oɓaŝ or norix ol poxindëlexëni gër lëngw ireƴ!
GEN.27.29	Kataleŋo ar ki xarend an,
GEN.27.29	ɓetalexo ar ki xaranënd oɓetak an!»
GEN.27.30	Isak anëka h̃ata baxo ekaran ed oɓetak Yakob el, do Yakob eceɗ-eceɗ ŝapër bani gë sëm. H̃atëgu ko ngwa aɓinëm Esawu, ga hiw ko gër onëxa. 
GEN.27.31	Mëŋ ɓëte ŝëɗëra ko ỹas eŋ xali nëngak, do w̃ëlanëgu këŋo sëm. Fel këŋo sëm: «Faba kanil eƴ ƴak ỹas er emacar end law̃ënëgu këmi eŋ, eƴe karanaxën oɓetak ol, wëno asëñix!» 
GEN.27.32	Yaka ko sëm Isak: «Wëj noỹo ex wa?» Yaka ko Esawu: «Wëno Esawu ex, itoŝan ikarënak indeƴ iŋ!» 
GEN.27.33	Ata Isak këŋo rëgënënd mbaŋ. Re ko: «Noỹo cëŋ nëxaw këŋo emacar eŋ do w̃ëlanëgu ke ỹas eŋ? Wëno anëka ƴambëra këme, ɗamana eƴ ŋataxënëgu. Anëka xaran këmo oɓetak ol, do mëŋ ɓetak!»
GEN.27.34	And wël ko Esawu eyeƴan ed sëm aŋ, songët ko ga ƴambën këŋo mbaŋ gër emëkw. Fel këŋo sëm: «Wëno ɓëte karanële wa axaran oɓetak ol, faba!» 
GEN.27.35	Yaka ko sëm: «Aɓinëx wa ƴowëk gë njifa, do w̃eɗ ko oɓetak oreƴ ol.» 
GEN.27.36	Esawu re ko: «Ba gayik Yakob këno w̃acënd nde naŋëtaxën ke ɓakëlëbëd ɓaki? Mëŋ xan ke oxarënak oram ol, do doro xan ke ɓëte oɓetak oram ol!» Ɓaŝ ko Esawu: «Oɓetak aƴe penan ex na nde?» 
GEN.27.37	Isak yaka këŋo Esawu: «Wëno anëka ri këmo alëngw areƴ, do anëka yël këmo ɗek ɓoɓinëm eni gi okaɗëp odexëm. Ɓëte anëka ri këmo ar kë ỹana ex cotërand mbaŋ bële do gë ngoƴ: awa ine këme xor mi din asëñiw̃ën?» 
GEN.27.38	Esawu w̃ëka këŋo sëm: «Oɓetak olo fo nde ŝot baƴ, faba? Wëno ɓëte karanële wa axaran oɓetak ol, faba!» Ata Esawu ko sesënd. 
GEN.27.39	Sëm Isak yaka këŋo:
GEN.27.39	«Wëj caw kën h̃awëtar gë napul ir gër ebar in,
GEN.27.39	do gë aŝëɓer ir kë fedawënd gër orën in,
GEN.27.39	aŝëɓer ir ƴaŋ in, caw kën h̃awëtar.
GEN.27.40	Wëj gë ojaw̃ od duxuma ireƴ ok
GEN.27.40	këƴ ỹana eƴ cotënd er këƴ liyaxën in,
GEN.27.40	do aɓinëx këƴ ỹana eƴo diyeninënd.
GEN.27.40	Ɓarikan ga këƴ ỹana eƴ ƴexërand ƴaƴa fo gër ed yo,
GEN.27.40	aŝana këƴ ŝana mbëña indexëm iŋ.»
GEN.27.41	Ga xucak eŋo, 
GEN.27.42	Fel këno Rebeka eyeƴan ed Esawu, ŝambenjar ixarënak irexëm el. Ata Rebeka w̃ac këŋo Yakob, ŝambenjar iɓeja irexëm in, do fel këŋo: «Aɓinëx Esawu cëŋ aỹandi ỹandi këŋo exi ɗaw̃, exi maŝaxën. 
GEN.27.43	Gërëgako asëñiw̃ën, ɓaxëtële: Ƴel eƴ ñafëx gër aɓaỹe Labaŋ, gër ebar ed Xaraŋ. 
GEN.27.44	Ñëpax gër iciw̃ indexëm ɓëniy, xali aɓinëx eŋo koc oxoỹ orexëm ol. 
GEN.27.45	And këŋo xoc oxoỹ or xoỹën ki aŋ, do exo kwëya end ri këƴëŋo eŋ, ata këmi w̃aỹiliwëɗ. Inew̃a ke nemëranaxën wën tak ɓëxi akey amat?»
GEN.27.46	Ga xucak eŋo, Rebeka fel këŋo 
GEN.28.1	Ata Isak w̃ac këŋo Yakob, ŝalen këŋo do fel këŋo mondako: «Këreƴëŋo ñërëɗ na ɗe asoxari Aɓëkanahaŋ. 
GEN.28.2	Ƴel gër ebar ed Padaŋ-Aram, gër ekun ed Betuwel, sëm ir norix. Fën këƴo ỹërëgu asoxari gër odënaw̃ od Labaŋ, aɓinëx ar norix.
GEN.28.3	Kaxanu, mëŋ ar xorëk ɓeỹ ɗek an,
GEN.28.3	yëlëlexi oɓetak ol,
GEN.28.3	cënanëlexi, ñëmbënëleɓi oɓaŝ oreƴ ol,
GEN.28.3	do gil amara and ɓenëng ɓendanjëm!
GEN.28.4	Kaxanu yëlëleŋun oɓetak or 
GEN.28.4	wëj do gë ɓërandëw̃ëra andeƴ ɓën,
GEN.28.4	eƴ kanaxën oxwën or ebar elo ro ol,
GEN.28.4	gër ed lëg këƴ ang aliyer fo elo,
GEN.28.4	ebar ed w̃eɗ ko Kaxanu
GEN.28.4	do yël këŋo Abëraxam elo.»
GEN.28.5	Ata Isak mondako felëra baŋo Yakob exo ƴe gër ebar ed Padaŋ-Aram, gër Labaŋ, asëñiw̃ ar Betuwel, arandëw̃ëra and Aram, aɓinëm ar Rebeka, nëm ir Yakob do gë Esawu an.
GEN.28.7	Esawu wat ko mëne Yakob aw̃a w̃a baxo end nëm do gë sëm eŋ, mëŋ ƴexën baxo kwël gër ebar ed Padaŋ-Aram. 
GEN.28.8	Mondako wata baxo Esawu mëne sëm Isak axoỹën xoỹën baŋo në end ɓësoxari ɓërexëm, ɓër ebar ed 
GEN.28.9	Ata ƴe ko gër Isëmayel, asëñiw̃ ar 
GEN.28.11	H̃at ko gër ed këŋo xey gayikwa eñan eŋ anëka ŝëla bax. W̃eɗ ko ekaỹ, xwëtaxën ko gaf irexëm in, do kwël raŝ këŋo. 
GEN.28.12	Ata ga ko lakeli, wat ko: angwaŋ-gwaŋ ga xaƴ këni elod gër ebar xali gër orën. Wat këɓi omeleka od Kaxanu ok ga këni nëmëcër oko ƴaŋ-ƴaŋ, oko gëɗ-gëɗ. 
GEN.28.13	Wat këŋo ɓëte Axwën Kaxanu ga xwëŝa ko ƴaŋ do këŋo felënd: «Wëno ex Axwën Kaxanu, ar yata këɓi ejix 
GEN.28.14	Ɓërandëw̃ëra andeƴ ɓën aỹëmb këni ỹëmb ang oŝeñi fo. Eɗëg edewën el aỹang kë ỹang gand apën-eñan, gand acëla-eñan, gand ambëng, do gand ambëtëɓ. Ɗek ɓenëng ɓend gër ngwëŋ ɓeŋ kë ŝot oɓetak ol paɓ gë wëj do gë andëw̃ëra andeƴ aŋ. 
GEN.28.15	Wëno gë wëj këme hi, gër ed këƴ ƴe yo, wëno anëkona këmi ỹana mi nëkonand. Do aɓakaliw këmi ɓakaliw gër ebar elo ro. Gayikwa ah̃ata këme h̃ata end këme rend eŋo, din ami teɓ na.»
GEN.28.16	Yakob ga nëngëta ko, re ko: «Enimin Axwën Kaxanu, ro wa hi ko, do wëno ame nang bana!» 
GEN.28.17	Ga yëdara ko, re ko: «Awa gër ed hi këme ro mbaŋ ỹigënëk! Ro ex iciw̃ ind Kaxanu iŋ, ro ex ebët ed orën el!» 
GEN.28.18	Yakob ga xani ko mopëɗ gëɓër, w̃eɗ ko ekaỹ ed xwëtaxën baxo gaf el, rëɗ ko, do xoŝ ko ogu. 
GEN.28.19	W̃ac ko na gër ed xey baŋo: «Bet-El», xarak angol and ex ler na aŋ, Lus bani w̃acënd. 
GEN.28.20	Ata Yakob ɓeƴa ko mondako: «Angëmëne Kaxanu gë wëno hi ko, angëmëne axaxa xaxa ke gër fëña iram, angëmëne ayël ke yëlënd eƴamb ƴamb in, do gë ɓanjëm ɓand këme ŝuɗa ɓaŋ, 
GEN.28.21	do angëmëne aye fo ɓakaw këme gër faba, ata Axwën an kë hi Kaxanu, ar yata ke an.» 
GEN.28.22	«Ekaỹ ed rëɗ këme elo kë hiɗ aciw̃ and Kaxanu aŋ. Do gër ɓeɓër ke yël yo, aw̃eɗën këmo ỹana me meɗënënd dim in.»
GEN.29.2	Sëk ko andu gër apuỹ. Wat këɓi ɓëmëxwër ɓëtas ɓënd oɓeci, do gë opeỹ ga seyëtara këni jeƴ gër andu gayik na banëɓi ŝeɓënënd. Gë angaỹ atëm bani sëndënd andu aŋo. 
GEN.29.3	Ɓëxaɗac ɓën, and kënëɓi ɓar ɗek ɓenga ɓend oyel aŋ fo bani sëndëtënd andu aŋ enëɓi dëmbënaxën men oŋ. Ɓëte and këni ŝeɓ ɗek oyel aŋ fo bani sëndënd gaŝëxe. 
GEN.29.4	Ata Yakob w̃ëka këɓi ɓëxaɗac ɓën: «Ɓëmaỹe wën ɓër feye wa hi kën?» Yaka këni: «Ɓiyi ɓër gër Xaraŋ hi këmi.» 
GEN.29.5	W̃ëka këɓi ɓëte: «Anang nde nang këno Labaŋ, ejiw̃ ed Naxor?» Yaka këni: «Iyo anang nang këmo.» 
GEN.29.6	Re ko: «Mocan nde ɓayi ko wa?» Yaka këni: «Mocan ɓayi ko! Nëkoɗo wa ado aɓiw̃ Raŝel ga ko h̃atëgund gë oɓeci orexëm ol.» 
GEN.29.7	Re ko ɓëte Yakob: «Ƴaŋ ɓayik eñan eŋ, ax ŋat ex na eɓar ed oyel el. Ceɓëninëɓi oɓeci ol do gë opeỹ ok, do enëɓi ɓakalixën gër ondës eni ɓaŝaraw.» 
GEN.29.8	Yaka këni: «Ami kor na mi di eŋo. And këmëni ɓar ɗek ɓenga ɓend oɓeci do gë opeỹ aŋ fo këmi sëndëtënd andu aŋ, amëd aŋo fo këmëni ŝeɓënënd.»
GEN.29.9	Ata ga këni yeƴan mondako fo ɓayi bani, ga h̃atëgu ko Raŝel gë oɓeci or sëm ol, mëŋ axaɗac isoxari ebaxo. 
GEN.29.10	Yakob watër këni gë Raŝel, endënaw̃ end aỹiw̃ Labaŋ, and h̃atëgu ko na gë oyel or Labaŋ aŋ. Yakob sëka ko andu aŋ do sëndët ko angaỹ aŋ. Rëmbën këɓi oyel or aỹiw̃ Labaŋ ol. 
GEN.29.11	Yakob, ga w̃ega këŋo Raŝel, fulët këŋo otes. 
GEN.29.12	Fel këŋo mëne ar nëng ir sëm exo, do asëñiw̃ ar Rebeka. Ata Raŝel hër ko felëgu këŋo sëm. 
GEN.29.13	Sam ga wël ko Labaŋ mëne Yakob, asëñiw̃ ar imaỹe itoxari indexëm iŋ h̃atëguk, hërëgu ko eŋo kaca, ata w̃ega këŋo bëxiɓ. H̃ateli këŋo gër iciw̃, do Yakob sëfëtandëra këŋo ɗek. 
GEN.29.14	Ata Labaŋ fel këŋo: «Wëj ata enimin ŝapar iram dëŋ eƴ.» Yakob ỹëpa ko facaw̃ na gër iciw̃ ind Labaŋ.
GEN.29.15	Akey amat, Labaŋ fel këŋo 
GEN.29.16	Xarak, Labaŋ odënaw̃ oki ŝot baɓi: ekarënak eŋ Leya, do emeja eŋ Raŝel. 
GEN.29.17	Ɓangës ɓand Leya ɓaŋ anambi nambi bax, ɓarikan Raŝel, monje ye baxo. 
GEN.29.18	Awa Yakob ga h̃an baŋo anëka Raŝel, yaka këŋo Labaŋ: «Ɓëniy ɓënjongëɓëki këmi riyenin në end napul ir Raŝel, endënaw̃ emejanak endeƴ eŋ.» 
GEN.29.19	Ata re ko Labaŋ: «Ɗek yek, wëj fecan ke mi yël gë mo yël aŝëxen, ɓayil gër ndam ro!» 
GEN.29.20	Mondako riyeni baxo Yakob ɓëniy ɓënjongëɓëki eŋo ñëraxën Raŝel. Ɓëniy ɓënjongëɓëki ɓëŋo er hi bax ang ɓakey ɓapënëfëne fo gayik axuri xuri bax ang h̃an këŋo Raŝel ak.
GEN.29.21	Ga xucak ɓëniy ɓëŋo, Yakob fel këŋo Labaŋ: «Maŝële ngwa asoxari aram an, ga h̃ata këme ako ɓëniy ɓënd wëlër baxe mi diyenin ɓëŋ, anëka ỹandi ke mi ɓar angaw̃ amat!» 
GEN.29.22	Ata Labaŋ felëra këɓi ɗek ɓëraketa ɓën, do ri ko ofëna or ekana ol. 
GEN.29.23	Apenëka aŋ w̃eɗ këŋo Leya, endënaw̃ ekarënak endexëm eŋ, do w̃ëlan këŋo Yakob. Ga xana këŋo, ɓar këni angaw̃ amat. 
GEN.29.24	Labaŋ w̃ëlali këŋo gër eñër, Silëpa, xaɗëp isoxari irexëm in hi ko xaɗëp ir aɓiw̃ Leya. 
GEN.29.25	Ga xeyëk, Yakob wat ko mëne Leya ỹër këŋo. Ata w̃ëka këŋo Labaŋ: «Inew̃a rixën këƴe eŋo? Ax gi ex na nde në end Raŝel riyenin këmi? Inecëŋ yifaxën këƴe?» 
GEN.29.26	Yaka ko Labaŋ: «Ax ỹap ex na gër ndeɓi ro eno ñërët endënaw̃ emejanak eŋ. 
GEN.29.27	Ŋatayin gë Leya loxo ir ekana in, eƴo kanaxën ɓëte Raŝel. Ɓarikan afo eƴ di ɓëte gër ndam ro ɓëniy ɓënjongëɓëki ɓëcëxe.»
GEN.29.28	Ata Yakob ri ko mondako, h̃ata këni loxo ir ekana in gë Leya. Labaŋ w̃aŝ këŋo aɓiw̃ Raŝel. 
GEN.29.29	Labaŋ w̃ëlali këŋo gër eñër, Bila, xaɗëp isoxari irexëm in, hi ko xaɗëp ir Raŝel. 
GEN.29.30	Yakob ɓar këni ɓëte angaw̃ amat gë Raŝel gayik mëŋ ex asoxari ar h̃an baŋo nëmëc Leya an. Riyeni ko ɓëte na gër Labaŋ ɓëniy ɓënjongëɓëki ɓëcëxe.
GEN.29.31	Axwën Kaxanu wat ko mëne Yakob aŋo ŋan ex na Leya ang h̃an këŋo Raŝel ak. Ri këŋo Leya asoxari ar kë rëw̃ënd, do Raŝel, asoxari aɓoroxok. 
GEN.29.32	Leya hi ko gë acël. Rëw̃ këŋo itoŝan, w̃ac këŋo Ruben, mëne ngëŋ «Nëkoyino asëñiw̃ën». Gayikwa mondako baxo rend: «Axwën Kaxanu awat wat ko oŝëfën oram ol. Gërëgako ah̃an ke h̃an icën indam iŋ.» 
GEN.29.33	Leya hi ko ɓëte gë acël, rëw̃ këŋo itoŝan. Re ko: «Axwën Kaxanu awël awël ko mëne icën indam iŋ axe ŋan ex na, ɓarikan yël ke ɓëte itoŝan iŋo ro.» Ata w̃ac këŋo Simewoŋ, mëne ngëŋ «Awël». 
GEN.29.34	Hi ko ɓëte gë acël, rëw̃ këŋo ɓëte itoŝan. Re ko: «Dodo gërëgako, icën indam iŋ monëka ke lëka, gayikako ɓëtoŝan ɓëtas rëw̃ën këmo.» Mëŋ w̃acaxën këŋo Lewi, mëne ngëŋ «Alëka». 
GEN.29.35	Hi ko ɓëte gë acël, rëw̃ këŋo itoŝan. Ata ŝëkwa këŋo Kaxanu mondako: «Aŋo cëŋ Axwën Kaxanu këmo ŝëkwa.» Mëŋ w̃acaxën këŋo Yuda, mëne ngëŋ «Aŝëkwa». Ata Leya seɓ ko orëw̃ ol.
GEN.30.1	Raŝel wat ko mëne itox aŋo dëw̃ën ex na 
GEN.30.2	Ata Yakob ga xoỹën këŋo Raŝel, re ko: «Ba wëno nde ex Kaxanu, mëŋ ar lëc ki oɓaŝ an?» 
GEN.30.3	Yaka ko Raŝel: «Awa nëkoɗo Bila, xaɗëp isoxari iram in, ɓarin angaw̃ amat exo dëw̃axën gër olëkëna oram. Paɓ gë mëŋ këme hi wëno ɓëte ar gë oɓaŝ!» 
GEN.30.4	Ata Raŝel mondako ỹërëndër baɓi Yakob do gë Bila, xaɗëp isoxari irexëm in. Yakob do gë Bila, ata ɓar këni angaw̃ amat. 
GEN.30.5	Bila hi ko gë acël, do rëw̃ën këŋo itoŝan Yakob. 
GEN.30.6	Ata re ko Raŝel: «Kaxanu w̃aŝan ke. Aɓaxët ɓaxët ke do yël ke itoŝan.» Mëŋ w̃acaxën baŋo asëñiw̃ Dan, mëne ngëŋ «Kiti». 
GEN.30.7	Bila, xaɗëp isoxari ir Raŝel in, hi ko ɓëte gë acël, do rëw̃ën këŋo Yakob itoŝan ikinëm. 
GEN.30.8	Re ko ɓëte Raŝel: «Mbaŋ xaxër këmi gë aɓaỹe Leya, do anëka xor këmo.» Raŝel w̃ac këŋo itoŝan iŋo Nefëtali, mëne ngëŋ «Okaxër».
GEN.30.9	Leya ga wata ko mëne anëka seɓ ko orëw̃ ol, w̃eɗ këŋo Silëpa, xaɗëp isoxari irexëm in, do ỹërëndër këɓi gë Yakob. 
GEN.30.10	Silëpa, xaɗëp isoxari ir Leya in, rëw̃ën këŋo mëŋ ɓëte itoŝan Yakob. 
GEN.30.11	Ata re ko Leya: «Oko oyekax olo!» Ata w̃ac këŋo Gad, mëne ngëŋ «Oyekax». 
GEN.30.12	Silëpa, xaɗëp isoxari ir Leya in, rëw̃ën këŋo ɓëte Yakob itoŝan ikinëm. 
GEN.30.13	Re ko ɓëte Leya: «Oko onënga oram olo! Odënaw̃ ok kë ỹana exe macënd asoxari ar gë onënga!» W̃ac këŋo itoŝan iŋo Aser, mëne ngëŋ «Onënga».
GEN.30.14	Amëd and bani xanarand bële aŋ, Ruben ƴe ko gër oŝënga. Ga ŝanan ko andës and bani rind ɓëŝan ɓër ɓësoxari do këni w̃acënd mandëragor
GEN.30.15	Yaka këŋo: «Axi gi ex na nde gwac ga xan këƴe icën indam iŋ, do ỹandi ki ɓëte mandëragor ir w̃ëlanëgu ke itox indam in.» Ata yaka ko Raŝel: «Awa doro gë wëj këŋun xey, end mandëragor ir asëñix eŋ.» 
GEN.30.16	Apenëka aŋ, Yakob ga xaniw ko gër apuỹ ko w̃aỹiwënd. Leya ga xaca këŋo, re ko: «Awa doro gë wëno këɓo xey ɗe. Ayëc yëc këmi gë mandëragor ir asëñiw̃ën in.» Ata gëmëɗ ijo, Yakob do gë Leya ɓar këni angaw̃ amat. 
GEN.30.17	Kaxanu ga yakali këŋo Leya, hi ko gë acël, do rëw̃ën këŋo Yakob itoŝan injoxën iŋ. 
GEN.30.18	Ata re ko Leya: «Kaxanu ŝos ke, wëno ar ỹërëndër këɓi icën indam iŋ gë xaɗëp isoxari iram an.» W̃ac këŋo itoŝan iŋo Isakar, mëne ngëŋ «Acosa». 
GEN.30.19	Leya hi ko ɓëte gë acël, rëw̃ën këŋo Yakob itoŝan injongimatën iŋ. 
GEN.30.20	Ata re ko Leya: «Kaxanu fupa ke. Dodo aŋo cëŋ, icën indam iŋ afëɓ ke fëɓ, gayik ɓëtoŝan ɓënjongimat rëw̃ën këmo.» W̃ac këŋo itoŝan iŋo Sabuloŋ, mëne ngëŋ «Afëɓ». 
GEN.30.21	Ga xucak eŋo, Leya rëw̃ këŋo ɓëte itoxari do w̃ac këŋo Dina.
GEN.30.22	Kaxanu xwita këŋo Raŝel, do yakali këŋo cale iŋ. Ata Raŝel hi ko ar kë xor exo dëw̃. 
GEN.30.23	Hi ko gë acël, do rëw̃ këŋo itoŝan. Ata re ko: «Kaxanu anëka rëxët ko oŝëfën oram ol.» 
GEN.30.24	W̃ac këŋo itoŝan iŋo Yosef mëne ngëŋ «Aɓaŝa», ga baxo rend: «Axwën Kaxanu ɓaŝëlexe wa itox icëxe!»
GEN.30.25	And rëw̃ këŋo Raŝel Yosef aŋ, 
GEN.30.26	Maŝële ɓësoxari ɓëram ɓën, do gë oɓaŝ oram ol me ƴexën gayik në endeɓën riyenin këmi: wëj dëŋ anang nang këƴ ang riyenin këmi ak.» 
GEN.30.27	Ata re ko Labaŋ: «Axara xara këmi ɓayil ro, wëj ex oyekax oram ol. Ɓangoc ɓandam ɓaŋ fel ke mëne Axwën Kaxanu në endeƴ yëlaxën ke oɓetak ol.» 
GEN.30.28	Ɓaŝ ko ɓëte: «Deƴal ba ine kë hi acosa andeƴ aŋ, mi yëlaxënënd.» 
GEN.30.29	Yaka ko Yakob: «Wëj dëŋ anang nang këƴ ang riyenin këmi ak, do ang ŝëna këni oyel oreƴ gër otaxan odam ak. 
GEN.30.30	Gayikwa oyel ofënëpëne or ŝot baƴëɓi and h̃atëgu këme ol, mbaŋ ŝëna këni. Axwën Kaxanu yël ki oɓetak ol elod yatir wëñ këme gër yangana ireƴ ro. Gërëgako nand fe këme ri andiyen andam dëŋ?» 
GEN.30.31	W̃ëka ko Labaŋ: «Ine ỹapëk mi yël?» Yaka ko Yakob: «Ỹoweỹ aƴe yël na. Angëmëne aw̃a w̃a këƴ er këmi fel in, aɓakan këme ɓakan oxaɗac or oɓeci oreƴ do gë opeỹ odeƴ ol, axaɗac këmëni xaɗac. 
GEN.30.32	Doro këme ƴe gër ed exëni ɗek oɓeci oreƴ ol do gë opeỹ odeƴ ok. Pitëlëɓi oɓeci or ỹër-ỹër ol do gë opeỹ od gë ɓambaren ok. Ɓën kë hi acosa andam aŋ. 
GEN.30.33	Or ŝenene oram ol ecan kë ŝanaya, and këƴ ƴeli eƴ wat acosa andam aŋ. Emeci end këƴo sëk axo gi ex na ỹër-ỹër yo, areka reka këmo. Ɓëte ifeỹ ir këƴo sëk axo gi ex na gë ɓambaren yo, areka reka këmo.» 
GEN.30.34	Labaŋ re ko: «Awa aw̃a w̃a këme er re këƴ in!»
GEN.30.35	Ata kwël yatijo fo, fit baɓi Yakob ɗek ɓapëlang ɓand ỹër-ỹër ɓaŋ, gë oɓeci onëm or ỹër-ỹër ol, gë ɗek oɓeci or gë ɓapeŝen ol, do gë ɗek opeỹ od gë ɓambaren ok. Seɓ këɓi gër otaxan od ɓosëñiw̃ enëɓi kaɗacërand pit. 
GEN.30.36	H̃awëtali kënëɓi gë mëŋ Yakob në oñe ond ɓamëɗëna ɓatas. Yakob mëŋ këɓi xaɗacërand oɓeci ol do gë opeỹ od ɓayi baŋo Labaŋ ok.
GEN.30.37	Ata Yakob saw̃ëgu ko ɓënini ɓëcëkët ɓënd aces, gë ɓënd angërëŝa, do gë ɓënd anjang. Xopëtëra ko daɗët daɗët xali kë watind ɓëpeŝen ɓëpeŝen. 
GEN.30.38	Ata ga xoƴ ko oƴand ok gër ed këni ŝeɓënd oɓeci, mar ɓayik wat-wat gër ogës od oɓeci or bax xerarënd gër eceɓ ed men. 
