MAT.1.1	Lùu ŋwaꞌlə kɔ̀ŋ ŋiꞌ ŋii Yeso Kristo, wee Deyvid, wee Abraham. 
LUK.12.27	Viŋ ye baybay bu faŋ ŋwə ta, faŋ ŋwə kee yaa kɨ wiŋ kuu me, kee ba njwisə me. Luu nə, mə gi ŋkee nu tɨ́ viŋ laa, ŋkee fwàŋ Solomon faŋ ŋwə nə mɔ̀ꞌ njwisə nsə baw, kɨ ndwaꞌlə nə, ŋwə nə kee ta mɔ̀ꞌ njwi faŋ nyə bàw yaa njyə baybay bu ghɔ́ me. 
LUK.12.28	Faŋ ŋkə lùu nɨniŋ, laa Nwi mɔꞌ kəŋ njwisə sɔ́ maa təgay fɨ taa gay, faŋ lùu ndwə, fu taa lee, vɨ ndi twàŋ maa ŋkɔꞌ, maa kaꞌ ŋwə mɔ̀ꞌ maa viŋ shɔ̀ɔ nɨniŋ. Aŋ viŋ vɨɨ faŋ məbiŋ wiŋ luu ŋkee tɨtiꞌ.
LUK.12.29	Nɨniŋ, kɨ viŋ kɨ tə sɨ maa fa ŋkɨə faŋ viŋ taa zɨ me, tɨꞌnə me maa fa ŋkɨə faŋ viŋ taa nu me. Kɨ viŋ bɨŋ maa vətɔ vɔ́ me. 
LUK.12.30	Nu mətə sɨ maa kəŋ vənu vɔ́ luu nu vɨɨ tətɔŋ fu faŋ vəŋ kee kɨɨ nə Nwi me. Gə fɨ maa viŋ, tɨta Nwi kɔꞌ kɨɨ nə vətɔ mbɨə faŋ mbə bəə fɨ ghɔ viŋ. 
LUK.12.31	Viŋ bee kii kɨ tə sɨ maa nu yifwàŋ Nwi, buu Nwi taa kɔ vətɔ vɔ́ tɨ́ viŋ nɨzi. 
LUK.12.32	Nɨniŋ, kɨ viŋ kɨ fee me, faŋ viŋ kɔlə lùu sheꞌ yaa wee-nwaa bisə-njɨɨ, buꞌ laa too Tii wiŋ, tɨta Nwi, nə bàw maa məndɔ kɔ nu yifwàŋ Nwi tɨ́ viŋ.»
LUK.12.33	(Yeso baa gì laa,) «Viŋ fiŋ vətɔ viŋ, gàŋtə vɨɨ ŋɨꞌ shɔ. Nɨniŋ, viŋ naysə vəpɔsa viŋ faŋ kaꞌ mbə kee ndɔ dwaŋ me. Bàw viŋ kəə ka faŋ lùu ŋgwə yizɔ, faŋ lùu məbwey vəlwaŋ faŋ ŋwə goꞌsə yighee muꞌ. Kaꞌ ndɔꞌ kee jwi shaw kəŋ ka ghɔ́ me. Kaꞌ fənda gɔ kee nda me. 
LUK.12.34	Viŋ kɔꞌ kɨɨ laa shəŋ ŋkɨə faŋ yishia yiŋ lùu shɔ, lùu shəŋ ŋkɨə faŋ fwi yiŋ taa luu shɔ nɨzi.»
LUK.12.35	(Yeso baa gì laa,) «Viŋ ndiŋ njwi siŋ, nsə weꞌ, shùꞌ təkiꞌ tiŋ, ntə kɨkɨɨ. 
LUK.12.36	Bàw viŋ lùu yaa vɨɨ faŋ vəŋ kɨꞌ tɨɨ vəŋ, faŋ ŋwə gə̀ fɔ məndaa, laa ŋwə taa kɨ bəŋ, kɨ buꞌtə shuu ŋii, vɨ ŋaꞌsə tɨ́ ŋwə yighee muꞌ. 
LUK.12.37	Mənɔŋ-bwaŋnə tɔ vɨɨ faꞌ mbɨə faŋ tɨɨ vəŋ kɨ bə̀ŋ, ye vəŋ nə yikɨꞌ. Yinsəŋ, mə naysə tɨ́ viŋ laa ŋwə taa lootə ŋwaa wi, yɨ̀sə vəŋ duꞌ shəŋ məzɨ, kɨ nii gàa fazɨ tɨ́ vəŋ. 
LUK.12.38	Kɨ ŋwə taa jwi maa yighee faŋ vɨ kwìinə vɨɨ məshii vədɨꞌ, zìꞌ ghee bɔɔ, tɨꞌnə me tia, kɨ jwi, ye vəŋ nə yikɨꞌ, buu mənɔŋ-bwaŋnə tɔ vəŋ.
LUK.12.39	Maa ŋkə lùu kəley tɨ́ viŋ laa tɨɨ fu nəə toꞌ kɨɨ nə yighee njyə faŋ ndɔꞌ taa jwi, buu kaꞌ ŋwə kee bìŋ laa ndɔꞌ bɨꞌ ŋii yi, ŋìi me. 
LUK.12.40	Nɨniŋ, viŋ lootə ŋwaa wiŋ nɨzi, buꞌ laa Wuu yinsəŋ Nwi ndɔ baa kɨ jwi maa yighee faŋ viŋ kee yikɨɨ me.»
LUK.12.41	Pita gi tɨ́ ŋwə laa, «Tɨta, a nə mɔ̀ꞌ yigisə tii nyə̀ sheꞌ tɨ́ yia mu, mu tɨ́ vɨɨ vənshə nɨzi?» 
LUK.12.42	Tɨta Yeso gi laa, «Nshiiŋii faŋ vənu vi lùu vəbi, faŋ ŋwə baa lùu tɔfə, lùu ndə, faŋ tɨɨ fu nùŋsə vɨɨ vi vənshə taa ghɔ ŋwə, laa ŋwə kɨ kɔ mfɨꞌ fazɨ vəŋ tɨ́ vəŋ maa yighee njyə faŋ nyə kùꞌnə? 
LUK.12.43	Mənɔŋ-bwaŋnə tɨ́ wuu faꞌ ŋgwə faŋ tɨɨ faꞌ wi kɨ jwi, ye ŋwə, ŋwə nə yɨ̀sə nɨniŋ. 
LUK.12.44	Mə gi ŋkee nu yinsəŋ tɨ́ viŋ laa ŋwə ndɔ nuŋsə vətɔ vi vənshə taa ghɔ wuu faꞌ wi ghɔ́. 
LUK.12.45	Luu nə, wuu faꞌ ghɔ́ kɨ bɨꞌtə fɨ taa fwi ŋwə laa tɨɨ faꞌ wi taa tay buu jwì, kɨ nii tey kɨ saŋ vɨɨ faꞌ vəmɔ́ꞌ, mbə vəndɔŋ nə mbə vəki, baa tey kɨ zɨ, ndɔ nu məluꞌ, mbə shɔɔ sɨ ŋwə, 
LUK.12.46	buu tɨɨ faꞌ wi taa jwi maa shi faŋ ŋwə kee yikɨɨ me, maa yighee faŋ ŋwə kee yikɨɨ me, kɨ jwi, yɨ̀sə vɨ yɨnə ŋwə, zwi ŋwə, fàynə ŋwə ghɔ vɨ vɨɨ məmanə Nwi.
LUK.12.47	Wuu faꞌ ŋgwə faŋ ŋwə nə kɨ̀ɨ nə nuŋsə tɨɨ faꞌ wi, kee kɨ dùꞌ kɨꞌ ŋwə, yɨ̀ nu ŋkɨə faŋ ŋwə nə kəə nə me, buu ŋwə kii ŋkee nsaŋ bwə. 
LUK.12.48	Gə fɨ maa wə faŋ ŋwə kee yikɨɨ me, yɨ nu faŋ kaꞌ vɨ saŋ ŋwə shɔ, buu vɨ taa saŋ ŋwə sheꞌ tɨtiꞌ. Wə ntɨə faŋ vɨ kɔ̀ tɨ́ ŋwə kəyaŋ, vɨ ndɔ kəə kəyaŋ fɨ ghɔ ŋwə. Wə ntɨə faŋ vɨ nùŋsə vətɔ vəyaŋ tɨ́ ŋwə, vɨ ndɔ bitə vəyaŋ fɨ ghɔ ŋwə.»
LUK.12.49	Yeso baa gì laa, «Mə jwì mɔ̀ꞌ wisə shɨ nsi feenə. Nə bàw buu ŋwə tey kɨ kɨɨ. 
LUK.12.50	Mə ndɔ ghaa fi muu mə Nwi məmɔ́ꞌ. Nu kɔ́ dɔŋsə mə laa mə gə mètə nu muu kɔ́. 
LUK.12.51	Viŋ nə bɨ̀ꞌtə laa mə nə jwì laa mə jwi kɔ̀ məduꞌ nyɔŋ shɨ nsi nyə̀ mu? Mə naysə tɨ́ viŋ laa ŋkə kee lùu nɨniŋ me. Mə nə jwì maa məgaasə vɨɨ fɨ taa mbi. 
LUK.12.52	Shù ndee, vɨɨ tee faŋ vəŋ shi taa ŋii yimuꞌ, taa gaasə, vɨɨ vətia gaasə ghɔ vɨɨ vəbɔɔ, vɨɨ vəbɔɔ gaasə ghɔ vɨɨ vətia. 
LUK.12.53	Vəŋ ndɔ gaasə nɨniŋ, wee gaasə ghɔ tii wi, tɨɨ weembwa gaasə ghɔ ŋwiŋ wi. Nshu wee-wəzwi gaasə ghɔ wee-wəzwi wi, wee-wəzwi gaasə ghɔ nshu wi. Nshu wəndɔŋ məndaa gaasə ghɔ zu ŋwiŋ wi, wəzwi məndaa gaasə ghɔ nshu ndəə wi.»
LUK.12.54	Yeso baa gì tɨ́ nwaa vɨɨ vɔ́ laa, «Yighee njyə faŋ viŋ ye mbɔꞌ koꞌ fɨ mfiŋ-shɨshwi, viŋ gi yighee muꞌ laa, yighuu taa siꞌ. Ŋkə kɨ nii gày nɨniŋ. 
LUK.12.55	Viŋ kɨ luu ye fɨɨ koꞌ fɨ yitəŋ, viŋ gì laa, vədɨꞌ taa ndɔŋ. Ŋkə kɨ nii gày nɨniŋ. 
LUK.12.56	Aŋ viŋ, vɨɨ məboꞌ ŋwaa! Viŋ kɔꞌ kɨɨ naysə vəshwenə faŋ nsi dùꞌ ghɔ yizɔ. Sii yɨ kə viŋ kee kɨɨ naysə faŋ yighee ndwə nyə̀ dùꞌ me?»
LUK.12.57	(Yeso baa gì laa,) «Sii yɨ kə viŋ kee kɨɨ naysə nu ŋkɨə faŋ ŋkə lùu kəloomə maa nshɨ-tɔ wiŋ me? 
LUK.12.58	A kɨ luu kɨ gə ntoꞌ maa nsɔꞌ, viŋ wuu mbeenə wə, ŋkə bàw laa a ywiitə jəə, faŋ a gə fɨ jɨɨ, laa viŋ wuu nsɔꞌ wə metə nsɔꞌ yɔ́ jɨɨ, buꞌ ŋwə taa suŋ ghɔ, gə̀ kɔ̀ ghɔ tɨ́ wuu məsɔꞌ nsɔꞌ, wuu məsɔꞌ nsɔꞌ kɔ ghɔ tɨ́ nshiiŋii, nshiiŋii ndi ghɔ, gə̀ kwàŋ mfiŋ me. 
LUK.12.59	Mə naysə tɨ́ ghɔ laa, kaꞌ a kee ndɔ baa fùu fɨ fuŋ, maa laa a ndɔ̀ꞌ ka, gə̀ mètə vəfɨlaŋ vənshə laylay me.»
LUK.13.1	Kɨ luu sheꞌ maa yighee yɔ́, vɨɨ mɔ́ꞌ nə jwì fɨ shɨ Galilii, nàysə nu vɨɨ Galilii mɔ́ꞌ tɨ́ Yeso, faŋ goməna Pilate nə zwìlə vəŋ ŋkee maa yighee njyə faŋ vəŋ nəə sɨɨtə nyaasə, kɔ Nwi shɔ. Ŋwə nə zwìlə vəŋ, mənshi məvəŋ wasə taa mənshi mə nyaasə sɔ́. 
LUK.13.2	Yeso bəŋsə tɨ́ vəŋ laa, «Viŋ nə bɨꞌtə laa vɨɨ Galilii yimbii nə luu vɨɨ məyɨ vənu vəbwəvə shɔɔ vɨɨ Galilii vəmɔ́ꞌ, buu ŋɨꞌ nyə̀ nə ŋìi vəŋ mu? 
LUK.13.3	Ŋkə kee lùu nɨniŋ me. Viŋ zɔ! Mə gì tɨ́ viŋ laa viŋ kɨ luu kee kwiinə fwi siŋ me, buu viŋ vənshə ndɔ kɨ kukə sheꞌ nɨniŋ. 
LUK.13.4	Gə fɨ maa vɨɨ vì njɔsə-yifɔŋ, faŋ ŋii yidə nə gù tɔ vəŋ mbɨɨ muu mə Saylom, zwìlə vəŋ nə, viŋ nə bɨꞌtə laa vəŋ nə gù nu shɔ̀ɔ vɨɨ vənshə faŋ vəŋ lùu ntɨꞌ Jerusalem mu? 
LUK.13.5	Bey, mə gì tɨ́ viŋ laa, viŋ kɨ luu kee kwìinə fwi siŋ me, buu viŋ vənshə ndɔ kɨ kukə sheꞌ nɨniŋ.»
LUK.13.6	Yeso kɨ nii baa tìi yigisə tii yimɔ́ꞌ, gì laa lee, «Wə mɔ́ꞌ nə luu shɔ faŋ ŋwə nə kìi tɨ kəmɔ́ꞌ taa biisə ŋwə. Fu lee shi mɔ́ꞌ ŋwə ndɔ, jwì maa məkwii vətaŋ fɨ fuŋ, kee yè tuu taŋ kəmuꞌ me. 
LUK.13.7	Ŋwə gi tɨ́ wuu məshii ŋkɔꞌ wi laa, «Ye mɔɔ, mə jwì feenə ndwə ŋuꞌsə sətia, kəə kwìi taŋ fɨ fuu tɨ kə̀, kee ye me, bàw a gwia tɨ kɔ́, ŋkə zɨ nsi tɨ́ kə?» 
LUK.13.8	Wuu faꞌ wi ghɔ́ bəŋsə tɨ́ ŋwə laa, «Tɨta, meꞌtə, naꞌ ŋuꞌ nyə̀ shɔɔ, mə taa taꞌtə ŋiꞌ ki, kwaŋ vəbɨ və nyaa shɔ. 
LUK.13.9	Yighee mɔ́ꞌ ŋkə koonə maa ŋuꞌ njii. Ŋkə kee taa koonə me, a gwìa.»
LUK.13.10	Kɨ luu maa shi zwisə Nwi mɔ́ꞌ, Yeso fɨꞌtə nu Nwi taa ŋii Nwi yimɔ́ꞌ. 
LUK.13.11	Wəzwi mɔ́ꞌ nə luu shɔ, faŋ ŋwə nə kìi zwitə za kəmɔ́ꞌ maa ŋuꞌ njɔsə-yifɔŋ, ŋkə gɨŋ ŋwə, ŋwə kee baa kɨɨ neꞌtə ŋwaa wi me. 
LUK.13.12	Yeso ye ŋwə, tìi ŋwə. Ŋwə jwi yɨ Yeso, Yeso gi tɨ́ ŋwə laa, «Yaa, za kə me fɨ maa ghɔ!» 
LUK.13.13	gì nɨniŋ, mɔ̀ꞌ ghɔ maa wəzwi ghɔ́. Ŋwaa wi neꞌtə yighee muꞌ, ŋwə bəŋsə Nwi. 
LUK.13.14	Tɨɨ ŋii Nwi ye, fwi yi bɨ, buꞌ laa Yeso shùꞌ za maa shi zwisə Nwi. Ŋwə gi tɨ́ vɨɨ mbɨə faŋ vəŋ nə shə̀ŋtə yifi laa, «Vəshi lùu shɔ ntɔfə, faŋ kaꞌ vɨ kɨ fàꞌ vəfaꞌ shɔ. Viŋ jwi maa vəshi vɔ́, vɨ bweysə viŋ fɨ ghɔ vəza, kee kɨ jwi maa shi zwisə Nwi me.» 
LUK.13.15	Tɨta Yeso bəŋsə tɨ́ ŋwə laa, «Aŋ viŋ, vɨɨ məboꞌ ŋwaa. Maa wə tɨ̀ me wə fɨ wiŋ yaa kɨ keꞌtə nyaa yi, tɨꞌnə me jiakasə, fɨ taa ŋkuu, gə̀ nə ŋwə shuu muu maa shi zwisə Nwi. 
LUK.13.16	Gə fɨ maa wəzwi ŋwə̀, faŋ luu ŋkee wee tɨta ŋwaa-nsiŋ Abraham nə, tɨɨ vəzwitə vəbwəvə nə yɨnə ŋwə maa ŋuꞌsə njɔsə-yifɔŋ. Ŋkə kee bàw laa mə keꞌtə ŋwə maa shi zwisə Nwi yimu?» 
LUK.13.17	Ŋwə gi nɨniŋ, tɔ vɨɨ mbeenə vi vənshə dɨɨ. Vɨɨ vəyaŋ ŋaytə maa vənu vəkwalə vənshə faŋ ŋwə nə yɨ̀sə nə.
LUK.13.18	Yeso baa gì laa, «Nu yifwàŋ Nwi sii fɨnə kə? Bàw mə fɨꞌnə nə kə? 
LUK.13.19	Ŋkə fɨ̀nə yisɨ fulɨsɨgaa faŋ nyə luu ŋkee yighilə nə. Wə mɔ́ꞌ ndi yisɨ yighilə yɔ́, mɔ̀ꞌ taa biisə ŋwə, nyə fuu, ta, gu ŋkee tɨ, mənwə fɨ taa yizɔ fianə təzi fuu yi.»
LUK.13.20	Ŋwə baa gì laa, «Bàw mə baa fɨ̀ꞌnə nu Nwi nə kə? 
LUK.13.21	Viŋ zɔ! Ŋkə fɨ̀nə fənsɨŋ faŋ wəzwi mɔ́ꞌ nə ndì, wàsə taa ntɨɨ bee kwalə, bee kɔ́ kənshə kwiinə, mwà koꞌ.»
LUK.13.22	Yeso baa shɔɔ fɨ taa ntɨꞌsə nə məshɨ, toꞌ fɨꞌtə nu Nwi shɔ, toꞌ nɨniŋ maa məshɔɔ gə̀ zìꞌ Jerusalem. 
LUK.13.23	Wə mɔ́ꞌ gi tɨ́ ŋwə laa, «Tɨta, vɨɨ mbɨə faŋ Nwi ndɔ bweysə vəŋ nə, ndɔ luu sheꞌ mbusə vɨɨ mu?» Ŋwə gi tɨ́ vəŋ laa, 
LUK.13.24	Shuufɔ maa məŋii yifwàŋ Nwi luu sheꞌ yitɨtiꞌ. Viŋ saŋ ŋwaa maa məŋii shɔ! Viŋ zɔ! Mə naysə tɨ́ viŋ laa vɨɨ vəyaŋ ndɔ kɨ kəə ŋii shɔ, ŋìi dɨdu. 
LUK.13.25	Yighee ndɔ kɨ jwi faŋ tɨɨ ŋii ndɔ fəŋ shuu ŋii wi. Viŋ ndɔ tey kɨ jwi sheꞌ maa yighee yɔ́, buu viŋ ndɔ tɨŋnə fu, kɨ tii, gisə laa, «Tɨta ŋaꞌsə shuu ŋii, yia ŋii!» Ŋwə bəŋsə tɨ́ viŋ laa, «Mə kee kɨɨ nə fɔɔ yuu viŋ ndɔ̀ fɨ fuŋ me.» 
LUK.13.26	Viŋ zi kɨ gisə laa, «Maa yia nəə zɨ, ndɔ nu vɨsɨ ghɔ, a nəə deesə nu Nwi shuu ndɔꞌ yia.» 
LUK.13.27	Ŋwə taa gi tɨ́ viŋ laa, yi kee kɨɨ nə fɔɔ yuu viŋ ndɔ̀ fɨ fuŋ nə me, baa nə laa, «Viŋ ndɔ fɨ yɨ mə vənshə, viŋ vɨɨ məyɨ vənu vəbwəvə.»
LUK.13.28	Ndɔ luu maa yighee yɔ́, viŋ kɨ gwia, kwə gɨꞌ ghiŋ, faŋ viŋ ndɔ ye laa Abraham ghɔ Isak nə Jeykob nə nshiisə-ŋii sɔghɔ vənshə luu shɨ Nwi yɔ́. Gə fɨ maa viŋ, vɨ mɔꞌ viŋ fu. 
LUK.13.29	Luu nə, vɨɨ ndɔ kɨ jwi fɨ ntɔŋ-shɨshwi, nə fɨ kwiŋ mfiŋ-shɨshwi, nə fɨ kwiŋ yikwi nə fɨ kwiŋ yitəŋ, jwi ŋii taa nu yifwàŋ Nwi, duꞌ nsi, zɨ vətɔ fɨ fuŋ. 
LUK.13.30	Viŋ kɔꞌ kɨɨ laa vɨɨ yiba shɔ, faŋ vəŋ ndɔ luu vɨɨ vɨsɨ. Vɨɨ vɨsɨ shɔ, faŋ vəŋ ndɔ luu vɨɨ yiba.»
LUK.13.31	Kɨ luu sheꞌ maa yighee yɔ́, vɨɨ Farisii vəmɔ́ꞌ jwi, gì tɨ́ Yeso laa ŋwə ndɔ fɨ maa shəŋ kɔ́, buꞌ laa fwàŋ Herod kəə zwi ŋwə. 
LUK.13.32	Ŋwə gi tɨ́ vəŋ laa, «Viŋ gə gì tɨ́ nshɔ kɔ́ laa, Zɔ mɔɔ, mə fuusə vəzwitə vəbwəvə fɨ maa vɨɨ, ndɔ shùꞌ vəza ndee nə mbisɨ, vəshi kɨ ziꞌ vətia, mə metə faꞌ ŋwaa. 
LUK.13.33	Nu kaŋ lùu laa mə shɔɔ fɨ maa jɨɨ nyaa ndee, baa nə mbisɨ, nə shi ŋkɨə faŋ ŋkə bèꞌsə, buꞌ laa ŋkə kee kùꞌnə laa nshiiŋii-sɔghɔ ku shəŋ day, maa laa luu Jerusalem me.
LUK.13.34	Aŋ vɨɨ Jerusalem, Jerusalem, viŋ zwilə nshiisə-ŋii sɔghɔ, tumə vɨɨ mbɨə faŋ Nwi tɔ̀ŋ tɨ́ viŋ, nə ŋoꞌsə. Ghee yaŋ mə nəə kəə baytə viŋ, sheꞌ faŋ nshɨ ŋgu yaa kɨ baytə vaŋ vi taa ghalə ŋwə nə. Luu nə, viŋ twey. 
LUK.13.35	Viŋ zɔ! Vɨ ndɔ meꞌtə viŋ shɔ. Ŋii yiŋ ndɔ ndi. Viŋ zɔ! Mə baa naysə tɨ́ viŋ laa viŋ ndɔ kee baa ye mə me, ziꞌ tɨ́ yighee njyə faŋ viŋ ndɔ gi laa, «Mənɔŋ-bwaŋnə tɔ wə ntɨə faŋ ŋwə jɨjwi maa yizii tɨta Nwi.»
LUK.14.1	Nə luu shi zwisə Nwi mɔ́ꞌ faŋ Yeso nə gə ŋìi taa ŋii wuu kwalə mɔ́ꞌ fɨ taa nwaa vɨɨ Farisii maa məzɨ bee, vɨ nyɔꞌ ŋwə. 
LUK.14.2	Wə mɔ́ꞌ nə luu shɔ vɨsɨ ŋwə, faŋ zatə ŋwaa mwakə nə jia ŋwə. 
LUK.14.3	Yeso ye wə ghɔ́, bìtə tɨ́ vɨɨ mədeesə ŋwaꞌlə Nwi nə vɨɨ Farisii laa, «Ŋkə kuꞌnə maa məshuꞌ za maa shi zwisə Nwi mu?» 
LUK.14.4	Vəŋ gay. Ŋwə ndi wə ghɔ́, yɨ̀sə za kɔ́ me fɨ maa ŋwə, mèꞌtə ŋwə, ŋwə gə. 
LUK.14.5	Ŋwə kɨ nii gì tɨ́ vɨɨ vɔ́ laa, «Sii lùu ndə taa ŋwaa viŋ, faŋ ŋwiŋ wi, tɨꞌnə me mbaw wi, fìŋ taa yibɨɨ muu maa shi zwisə Nwi, ŋwə kee gə fùusə yighee muꞌ me?» 
LUK.14.6	Vəŋ kee kɨɨ nə nu maa məgi maa nu kɔ́ me.
LUK.14.7	Yeso kɨ nii baa gì yigisə tii yimɔ́ꞌ tɨ́ vɨɨ mbɨə faŋ vɨ nə shoꞌ vəŋ maa yitianə yɔ́ nə, buꞌ faŋ ŋwə nə ye laa vəŋ jwi, kəə shəŋ vɨsɨ maa məduꞌ shɔ. Ŋwə gi tɨ́ vəŋ laa, 
LUK.14.8	«Kɨ luu wə shoꞌ ghɔ fɔ məndaa, kɨ gə, kee bɨ gə dùꞌ fuu ŋkaw kwalə me, buꞌ yighee mɔ́ꞌ wə mɔ́ꞌ taa baa jwi, faŋ vɨ yaa shoꞌ ŋwə nɨzi, faŋ lùu wuu kwalə shɔ̀ɔ ghɔ. 
LUK.14.9	Wə ntɨə faŋ ŋwə tii viŋ ŋwə mɔ́ꞌ nə, jwi gì tɨ́ ghɔ laa, «Shəŋtə, kɔ̀ shəŋ tɨ́ wə ŋwə̀.» A kɨ nii ndɔ nə tɔ dɨɨ, gə̀ dùꞌ yiba. 
LUK.14.10	Kɨ luu vɨ shoꞌ ghɔ, a gə dùꞌ yiba, tɨ́ kaꞌ wə ntɨə faŋ ŋwə tìi ghɔ kɨ jwi, ŋwə jwi, gì tɨ́ ghɔ laa, «Wuumba ŋwaa, koꞌtə jwi,» buu lùu nu kwalə tɨ́ ghɔ taa ŋwaa vɨɨ vənshə, faŋ viŋ vɨ vəŋ zɨ mɔ́ꞌ. 
LUK.14.11	Wə tɨ̀ me wə faŋ ŋwə koꞌsə ŋwaa wi, vɨ taa suꞌsə ŋwə nsi. Gə fɨ maa wə ntɨə faŋ ŋwə suꞌsə ŋwaa wi nsi, vɨ koꞌsə ŋwə yizɔ.»
LUK.14.12	Yeso baa gì nu tɨ́ wə ntɨə faŋ ŋwə nə tii ŋwə nə laa, «A kɨ luu naysə fazɨ maa mətia vɨɨ nə shɨshwi, tɨꞌnə me vətuꞌ, kɨ ghɔ tii vɨɨmba və me, tɨꞌnə me vaŋ-nshwi və me, tɨꞌnə me yikuu yə me, tɨꞌnə me vɨɨ fɨ kwiŋ fu viŋ faŋ lùu vɨɨ ka me, buꞌ laa vəŋ ndɔ baa tii ghɔ, bə̀ŋsə nu kɔ́ tɨ́ ghɔ. 
LUK.14.13	A kəə kɨ tia vɨɨ, a tìi luu mbəəsə, nə vəndwey, nə vɨɨ sɨ fɨsə, 
LUK.14.14	buu mənɔŋ-bwaŋnə lùu tɨ́ ghɔ, buꞌ laa kaꞌ vəŋ kee bə̀ŋsə tɨ́ ghɔ me. A yɨ̀ nɨniŋ, buu Nwi ndɔ bəŋsə tɨ́ ghɔ maa yighee njyə faŋ ŋwə ndɔ yweysə vɨɨ mbɨə faŋ vənu vəvəŋ lùu vəloomə, fɨ shɨ yiku.»
LUK.14.15	Wə muꞌ fɨ taa ŋwaa vɨɨ vɔ́, faŋ ghɔ vɨ vəŋ nə dùꞌ mɔ́ꞌ kɨ zɨ nə, zɔ nu kɔ́, gì laa, «Mənɔŋ-bwaŋnə tɨ́ wə ntɨə faŋ ŋwə ndɔ ŋii nu yifwàŋ Nwi, zɨ̀ fazɨ fɨ fuŋ!» 
LUK.14.16	Yeso gi yigisə tii yimɔ́ꞌ tɨ́ ŋwə laa, «Wə mɔ́ꞌ nə nàysə fazɨ kəyaŋ maa mətia vɨɨ shɔ, tɨ́ ŋwə tii vɨɨ ŋkee vəyaŋ. 
LUK.14.17	Yighee məzɨ yitianə yɔ́ kuꞌ, ŋwə tɔŋ wuu faꞌ maa mətii vɨɨ mbɨə faŋ ŋwə nə shoꞌ vəŋ nə, laa vəŋ jwi, fazɨ bi. 
LUK.14.18	Luu nə, vɨɨ vɔ́ vənshə baytə nə shuu muꞌ, tay-shuꞌ. Wə muꞌ gi laa, «Mə ywàŋ shəŋ faꞌ kəmɔ́ꞌ. Nu ghɔꞌ mə laa mə gə ndèynə. Mə buꞌ ghɔ laa a meꞌtə me.» 
LUK.14.19	Wuu mɔ́ꞌ gi laa yi ywàŋ vəmbaw vəbɔɔ vəbɔɔ vəshəŋ tee, bàw yi gə mɔ̀ŋ vəŋ maa faꞌ. Nɨniŋ, ŋwə bùꞌ ghɔ nɨzi laa vɨ meꞌtə yi. 
LUK.14.20	Wə mɔ́ꞌ gi ŋkii laa vɨ bɨ kɨ nɨndaasə wəzwi tɨ́ yi, məjwi ghɔ̀ꞌ yi. 
LUK.14.21	Wuu faꞌ ghɔ́ bəŋ jwi, nàysə vənu vɔ́ tɨ́ tɨɨ faꞌ wi. Fwi tɨɨ fu ghɔ́ za. Ŋwə gi tɨ́ wuu faꞌ ghɔ́ laa ŋwə ndɔ titi, gə kɨ toꞌ fɨ maa jɨɨsə kwalə, nə sətɨtiꞌ fɨ taa shɨ, tii mbəəsə nə vəndwey, nə vɨɨ sɨ fɨsə, jwi viŋ vɨ vəŋ feenə. 
LUK.14.22	Wuu faꞌ ghɔ́ gə yɨ̀ nɨniŋ, baa bə̀ŋ jwì, nàysə tɨ́ ŋwə laa, «Tɨta, mə gə̀ yɨ̀sə vənu mbɨə faŋ a gì nə. Luu nə, shəŋ məduꞌnə kɨ bii.» 
LUK.14.23	Tɨɨ fu ghɔ́ gi tɨ́ ŋwə laa ŋwə gə fùu fɨ taa shɨ, gə̀ taa jɨɨsə kwalə nə mbɔꞌsə jɨɨ, tìi vɨɨ mbɨə faŋ vəŋ shɔɔ fɨ fuŋ. «Bàw a dɔɔ vɨɨ laa vəŋ jwi, tɨ́ kaꞌ ŋii nyaa lwaŋ.» 
LUK.14.24	Viŋ zɔ! Mə gi tɨ́ viŋ laa tuu ŋkee wə muꞌ fɨ taa ŋwaa vɨɨ mbɨə faŋ mə nə fɔŋ shòꞌ vəŋ nə, kee ndɔ zɨ yitianə nyaa me.»
LUK.14.25	Maa yighee yɔ́ nwaa vɨɨ vəyaŋ nə bèꞌsə Yeso. Ŋwə kiasə ŋwaa wi, gì tɨ́ vɨɨ vɔ́ laa, 
LUK.14.26	«Kɨ luu wə nə jwi yɨ mə, maa kàw mə shɔ̀ɔ tii wi, nə nshu wi, nə zu wi, nə vaŋ vi, nə vaŋ-nshwi vi, baa nə ŋkee nshɨ-tɔ wi me, buu kaꞌ ŋwə kee lùu wuu məzwetə nu kaŋ me. 
LUK.14.27	Wə kɨ luu kee kɨ shaꞌ fəŋkɔꞌ fə ŋkɨꞌsə fi, (kɨ beꞌsə mə ŋkee maa shəŋ ŋɨꞌ,) buu kee lùu wuu məzwetə nu kaŋ me.
LUK.14.28	Viŋ zɔ! Nu wə faŋ ŋwə kəə beꞌsə mə, lùu yaa nu wə faŋ ŋwə kəə bɔŋ ŋii yi. Sii lùu ndə fɨ taa ŋwaa viŋ, faŋ ŋwə kəə bɔŋ ŋii yidə, faŋ ŋwə kee bɨ duꞌ nsi, bɨ̀ꞌtə ka wi, laa ŋwə taa kuꞌnə maa faꞌ ŋii yidə yɔ́ yimu? 
