GEN.1.1	Ŋgimbi nɛ̀ Sɔ̧ ku̧u̧ nɛ̀ naŋ dee yiwese in nù, 
2SA.19.26	Ŋgimbi n'aa wee nɛ ti wannu hɔ Jerusalɛm, wannu aka a̧: «Mɛfibosɛt, wen ge sa mɛ yak so in am na ge?» 
2SA.19.27	Mɛfibosɛt kifa nú: «Nyaa wannu, wi-de-tom kɔ‘m ɔra'm. Mi wi-de-tom k’ɛ́nɛ́ taa so: ‹Mi tɛ hɛr nana tuifuu kɔ‘m mɛ daŋ yak nɛnɛ in wannu,› wen mi nɛ wi-kum. 
2SA.19.28	Nɛ́ mɔ'ɔ nɛ̀ wi-de-tom kɔ‘m nɛ̀ɛ̀ tɔ̧ ɗaŋ wen tɛ‘m h’ɛ́nɛ́, ɓɛɛ ɛ́nɛ́ nyaa wannu, ɛ́nɛ́ duk hee betom ko Sɔ̧ ga. Ɛ̀nɛ̀ dé mɔ n’ɛnɛ kɔ̧a̧.
2SA.19.29	«Ko nyaa wannu kɔ‘m, o bíí nutua ko dáà kɔ‘m lɛŋ nyɛma so mɛ fe; mɔ kpɔk, ɛnɛ kpɛka ha̧‘m, wi-de-tom k’ɛ́nɛ́, mɛ ye mgbara o bíí nɛ nyɔŋ mɔ kpɔk in'nɛ̀ɛ́. Ŋma mɔ kɔ‘m nɛ́ ge ɓɔ ge? Nɛ́ ge a̧‘m tɛ ak er wannu woyo ɓɔ ge?»
2SA.19.30	Wannu tɔ̧ɔ̧ ha̧ a̧: «Wi dɔk wen de nɛ ge ɓɔ ge? Ɛnɛ tɛ kɛ̧ nù in Siba.»
2SA.19.31	Mɛfibosɛt tɔ̧ɔ̧ ha̧ wannu: «A̧ a̧ bá kɔ̧-a̧ nù nɛ̀ oi-aa lɛŋ, wen nɛ̀ nyaa wannu pia, ŋma mɔ kpa a̧ na.»
2SA.19.32	Barzilai be Galad zira so tɛnɛ nɛ̀ Rogɛlim; a̧ mgbɔɔ wannu ku nɛ Jurdɛn, ɓɛɛ a̧ yak kɔ̧-a̧ e a̧ hi̧i̧.
2SA.19.33	Barzilai sɔka so nyɛmna, a̧ a̧a̧ so nɛ̀ pɛ ɓu-mɔɔrɔ-ɗoŋ-taar; nɛ́ a̧ a̧ zɔka so wannu nɛ̀ de-a ŋgimbi nɛ wannu nɛ̀ɛ̀ so nɛnɛ si Mahanayim; wen Barzilai duka so nɛ́ ŋma wanmbɔi.
2SA.19.34	Wannu tɔ̧ɔ̧ ha̧ Barzilai: «Mɛ̀ tɛ́ ɛ̀ɛ̀ yák in mɛɛ; mi tɛ zɔk mɛ nɛ̀ de-a katɛ‘m sɛn Jerusalɛm.» 
2SA.19.35	Barzilai kifa nú ha̧ wannu: «Oi ŋgimbi ɓɔna ha̧‘m géè sa'm tɛ nɛ in wannu si Jerusalɛm ge? 
2SA.19.36	Mi a̧a̧ nɛ̀ pɛ ɓu-mɔɔrɔ-ɗoŋ-taar sɔsɔɔ, mi nyɛm mɛ kɛ̧ mgbara mɔ ɓɔna. Mi nyɛma so mɛ kpa nyɔ̧ɔ̧ mɔ n'am nyɔŋ in mɔ n'am nɔ nde? Mi nyɛma so mɛ kɛ̧ mgbara tiger o wiwii in o okoo-bii-gima nde? Ɓɛɛ wen ge mi tɛ nɛ kɔ‘m ha̧ nɛ̀ ŋma dita tui h’ɛ́nɛ́ ge nde? 
2SA.19.37	Wi-de-tom k’ɛ́nɛ́ tɛ ku nɛ́ Jurdɛn in'nɛ̀ɛ́ ɓɛɛ; wen ge ɛ́nɛ́ kɔ̧ɔ̧ mɛ de er-demɔ hegɔ ha̧‘m ge? 
2SA.19.38	Ɛ̀nɛ̀ é yuwar ha̧ wi-de-tom k’ɛ́nɛ́ mɛ si kɔ‘i ɗoŋ. Mi kɔ̧ɔ̧ mɛ fe ɓɔn ye kɔ‘m sɛn ká̧ pɛsi-fio ko dáà kɔ‘m in nàà kɔ‘m. Ɛ̀nɛ̀ zɔ́k bem kɔ‘m Kimham; a̧ tɛ nɛ in'nɛ̀ɛ́, nyaa wannu kɔ‘m; ɛ̀nɛ̀ dé mɔ lɛŋ n’ɛnɛ kɔ̧ɔ̧ mɛ de in a̧.»
2SA.19.39	Wannu tɔ̧a̧: «Kimham a̧ sí in am, ɓɛɛ mi tɛ de mɔ lɛŋ nɛ mɛ kɔ̧ɔ̧ ha̧ a̧. Mɔ lɛŋ nɛ mɛ tɛ hok ha̧‘m mɛ de ha̧ mɛ, mi tɛ de ha̧ mɛ.»
2SA.19.40	O bíí lɛŋ kuu Jurdɛn, ɓɛɛ wannu ku mbɛt, ɓɛɛ a̧ hɛr ŋmaa in Barzilai, tok de yoŋgo ha̧ a̧, ɓɛɛ Barzilai si ɗoŋ tɛ kɔ‘i.
2SA.19.41	Nɛ́ mɔ'ɔ nɛ̀ wannu baa war yak si Gilgal, ɓɛɛ Kimham yak in a̧. O be Juda lɛŋ in reeta duk be 
2SA.19.42	O be 
2SA.19.43	O bíí Juda lɛŋ kifa nú ha̧ o be 
2SA.19.44	O be 
2SA.19.44	Ɓɛɛ nú wen ko o be Juda a̧ ŋgaya gan nú wen ko o be 
2SA.20.1	Ŋma wi-de-gba̧a̧-mɔ na duka so sɛn hi̧i̧; nin-a nɛ́ Seba, bem ko Bikri ŋma bezaŋ Bɛnjamin. A̧ dɔma zak ɓɛɛ a̧ tɔ̧: «Ŋma war mɔ k’ɛɛ bo er David na. Ɛ́ɛ́ bó k’ɛɛ nɛ̀ mɔɔ-oi in bem ko Jɛse na. O be 
2SA.20.2	Nɛ́ mɔ'ɔ nɛ̀ o be 
2SA.20.3	David sii ɗoŋ si tɛ kɔ‘i Jerusalɛm, ɓɛɛ a̧ kai o kóò kɔ̧-a̧ ɓu n'aa aa so mɛ pɛm kira, ɓɛɛ a̧ a wa kɔ̧ ŋma tua nɛ‘i pɛm pɛm. A̧ ha̧a̧ mɔ nɛ wa kɔ̧ɔ̧ ha̧ wa, ɓɛɛ a̧ duk in wa na. Wa yaa hi̧i̧ hee o ko-gera nɛ̀ wíì kɔ-wa tɛ fe na ga hɔ nɛnɛ wese fio kɔ-wa.
2SA.20.4	Wannu tɔ̧ɔ̧ ha̧ Amasa: «Mɛ̀ sá o be Juda tɛnɛ ha̧‘m zaŋ zɛ nɔ'ɔ taar’ɛ, a̧ mɛ̀ píí ɗoŋ dúk hɛ̧ɛ̧.» 
2SA.20.5	Amasa yaka mɛ sa o be Juda, ɓɛɛ a̧ ɓɔn gan zu ŋgimbi nɛ David gɔna so ha̧ a̧. 
2SA.20.6	David tɔ̧ɔ̧ ha̧ Abisai: «Kinii, Seba, bem ko Bikri tɛ de mɔ in yɛɛ ɗaŋ gan ko Absalɔm. Mɛ̀ káí o wi-biro ko wan kɔ-mɛ a̧ mɛ̀ ndák ɗoŋ Seba, wen ká a̧ tɛ́ɛ̀ ye tɛ o ye-ŋgárá, ɓɛɛ ká a̧ yak er yɛ.» 
2SA.20.7	O wi-biro ko Jɔab in o be Kɛrɛt, o be Pɛlɛt in o ŋgaŋa-wi lɛŋ kaia ŋmaa a ɗoŋ Abisai, wen yaka biro. Wa kura Jerusalɛm ndak ɗoŋ Seba bem ko Bikri nɛ̀ biro.
2SA.20.8	Nɛ̀ wa hɛɗa nɛ̀ gasa ta nɛ̀ duk Gabaɔŋ mɛ kaɗi, wa kpaa ŋmaa in Amasa. Jɔab pi̧i̧ so nɛ́ laa-biro nɛ̀ gba-paa kɔ̧ koɓo-a guntir sɛn zu laa. Ŋgimbi n'aa gboo siti, gba-paa hɔ̧fa̧ nɛ̀ kɔ̧ koɓo-a ɓɛɛ tik nù. 
2SA.20.9	Jɔab aka Amasa: «Nya'm, mɛ duk nɛ̀ de-a nde?» Nɛ́ mɔ'ɔ n'aa pi̧i̧ er-a mɛ wiiko kasi zera ko Amasa mɛ hɛr a̧. 
2SA.20.10	Amasa zɔk so kɔ‘i gba-paa nɛ duk ɓii er Jɔab'i na. Jɔab toka zaŋ-aa, ɓɛɛ nyak zaŋ-aa gbo a nù. Ɓɔna nɛ̀ toka a̧‘i, ɓɛɛ Amasa fe ɓɔn oi.
2SA.20.10	Nɛ́ mɔ'ɔ nɛ̀ Jɔab in nya-wi Abisai ndaka ɗoŋ Seba bem ko Bikri yaknɛ. 
2SA.20.11	Ŋma ŋgaiwi ko Jɔab ɓɔna kɔ‘i hi̧i̧ mɛ pɛm wɔr Amasa, ɓɛɛ a̧ tɔ̧: «O wi nɛ̀ kɔ̧ɔ̧ Jɔab nɛ̀ duk nɛ́ o bíí ko David a̧ ndak pata Jɔab!» 
2SA.20.12	Ŋgimbi'i, ká wɔr Amasa a̧a̧ mbɔɗɔnu see war; tɔk kpee tɛ-a lɛŋ. Ŋgaiwi'i zɔka'e, dukbíí lɛŋ yor yor zɔk nɛ wɔr Amasa, ɓɛɛ a̧ gbur a̧ yinɛ yuwar si zaŋbɛɛ, ɓɛɛ ba laa kpe nɛ̀ zu a̧. 
2SA.20.13	Ŋgimbi n'aa gbura Amasa yinɛ yuwar kaɗi, o bíí lɛŋ nɛ hɔ, ɓir ɓir yak si ɗoŋ Jɔab wen ndaka pata Seba bem ko Bikri.
2SA.20.14	Seba nɛ̀ɛ̀ dam ɗoŋ o duk be 
2SA.20.15	O wi-biro ko Jɔab gɔna nú-a e sɛn Abɛl-Bɛt-Maka, ɓɛɛ wa a mɔ daŋ hɔ zu garo. O wi-biro lɛŋ nɛ̀ tɛɛ in Jɔab sɔkɔɗa garo wen ha̧ mɛ tik nù. 
2SA.20.16	Ŋma haya okoo duka kɔ̧ garo hiɗi nɛ mɔ: «Ɛ̀nɛ̀ zìì, ɛ̀nɛ̀ tɔ̧́ ha̧ Jɔab a̧ a̧ ɗɔŋ piiti ha̧‘m tɔ̧ wen ha̧ a̧.» 
2SA.20.17	Jɔab ɗɔŋa piiti, ɓɛɛ kóò‘i ak a̧: «Jɔab nɛ́ mɛ́ nde?» Ɓɛɛ Jɔab kifi nú: «Nɛ́ mí.» Ɓɛɛ kóò‘i tɔ̧: «Mɛ̀ zíí wen ko kó-de-tom kɔ-mɛ.» Ɓɛɛ Jɔab kifi nú: «Mi a̧‘m zii'i.»
2SA.20.18	Kóò‘i tɔ̧ɔ̧ siti: «Ɓeemɛ, ɛɛ a̧a̧ so nɛ̀ tua-wen ndé: ‹Mɛ̀ ák Abɛl-Bɛt-Maka,› ɓɛɛ wen kaɗa. 
2SA.20.19	Ŋma ye sɛn 
2SA.20.20	Jɔab kifa nú: «Gasa ɗaŋmɔ a̧ tík zu'm ka'm nɛ ɗaŋa mɔ. 
2SA.20.21	Bo nɛ mɔ‘i ɛ̀ɛ̀ kíí na. Ŋma be zu-kaya Efraim, nin-a nɛ́ Seba bem ko Bikri dee ŋgazu in wannu David. Ɛ̀nɛ̀ fó a̧ ɛ̀nɛ́-a gbonɛ ha̧‘m, ɓɛɛ mi ee ye k’ɛ́nɛ́ duk.»
2SA.20.21	Ɓɛɛ kóò‘i tɔ̧ ha̧ Jɔab: «Ɛɛ tɛ pi̧ gɔɔ-zu-a nɛ̀ zu garo ha̧ mɛ.» 
2SA.20.22	Kóò‘i tɔ̧ɔ̧ wen ha̧ o bíí lɛŋ nyɛm nɛ ɗoŋ iŋa-mgbara-mɔ kɔ̧-a̧. Wa gɔna ger Seba bem ko Bikri, ɓɛɛ wa pi̧ gɔɔ-zu-a nɛ zu garo ha̧ Jɔab. Jɔab dɔma zak, ɓɛɛ wa e ye'i duk si ɗoŋ si kɔ̧ tua kɔ-wa. Jɔab sii kɔ‘i ɗoŋ si Jerusalɛm si katɛ wannu.
2SA.20.23	Jɔab duka so zu o wi-biro 
2SA.20.24	Adoram duka so kɔ‘i zu o bara, Yehosafat, bem ko Ahilud duka so kɔ‘i nɛ́ mɔ-geŋa. 
2SA.20.25	Sɛwa so nɛ́ wi-yɔr-mɔ; Sadɔk in Abiatar so nɛ́ o wi-ɗafi-sɔ̧, 
2SA.20.26	ɓɛɛ Ira be Yair so nɛ́ wi-ɗafi-sɔ̧ ko David mbɛt.
2SA.21.1	Ŋgimbi wan ko David, kaɓa tika so nù tɛ pɛ taar. Nɛ́ mɔ'ɔ nɛ̀ David nɛ̀ɛ̀ ak mɔ in GASA WAN, ɓɛɛ GASA WAN tɔ̧ ha̧ a̧: «Simbo tɔk a̧a̧ zu Saul in o bíí nutua kɔ̧-a̧, wen a̧ gbɛɛ so o be Gabaɔŋ.» 
2SA.21.2	Wannu saa o be Gabaɔŋ: o be Gabaɔŋ nɔ‘i bó so nɛ́ o be 
2SA.21.3	David aka o be Gabaɔŋ: «Mɔ n'am tɛ de h’ɛ́nɛ́ nɛ ge? Mi tɛ ɗafi mɔ hee ge h’ɛ́nɛ́ mɛ tok de yoŋgo zu dukbíí ko GASA WAN ge?»
2SA.21.4	O be Gabaɔŋ kifa nú ha̧ a̧: «Bo nɛ bu-mbɔi in lɔr, kóó gbɛɛ ŋma be 
2SA.21.4	David tɔ̧a̧: «Mɔ n’ɛnɛ tɛ tɔ̧ lɛŋ, mi tɛ de h’ɛ́nɛ́.»
2SA.21.5	O be Gabaɔŋ tɔ̧ɔ̧ ha̧ wannu: «Wi nɛ̀ kɔ̧ɔ̧ so mɛ kum yɛ, nɛ̀ taa so kɔ‘i, ɛɛ kuma sɛn nú 
2SA.21.6	ɛɛ kɔ̧ɔ̧ bezaŋ-aa mɔɔrɔ-ɗoŋ-yiitoo h’ɛ́ɛ́ mɛ ga̧i̧ tɛ te ti GASA WAN sɛn saaye Gibea ko Saul, wannu nɛ GASA WAN hoka so.»
2SA.21.6	Ɓɛɛ wannu tɔ̧: «Mi tɛ ha̧ wa h’ɛ́nɛ́.»
2SA.21.7	Wannu ee Mɛfibosɛt, bem ko Jɔnataŋ, be-koo Saul wen zu kanamɔ nɛ̀ David in Jɔnataŋ kànà so mgbara ŋmaa ti GASA WAN.
2SA.21.8	A̧ kaia o be-wiwii ko Rispa yiitoo, boko-bem ko Aya n'aa koo so ha̧ Saul. Nin-wa nɛ Armɔni in Mɛfibosɛt. A̧ kaia o bem ko Mikal, boko-bem ko Saul n'aa koo so ha̧ Adriɛl bem ko Barzilai be Mɛhɔla mɔɔrɔ mbɛt,
2SA.21.9	ɓɛɛ a̧ a wa er o be Gabaɔŋ. Wa nɛ̀ɛ̀ ga̧i̧ wa tɛ te zu kaya ti GASA WAN. Wa fee mɔɔrɔ-ɗoŋ-yiitoo'i lɛŋ. Wa gbɛɛ wa tɛ kuti ŋgimbi-mɔi̧a-nyɔnɔ tɛ ku̧u̧naŋ mɔi̧a be-fon.
2SA.21.10	Nɛ́ mɔ'ɔ nɛ̀ Rispa boko-bem ko Aya kaia laa-zim-fio tati zu ta ku̧u̧naŋ-a nɛ ŋgimbi mɔi̧a alkamaari hɔ nɛnɛ tɛ ŋgimbi nɛ kórò aa nɛ̀ nù. A̧ kɔ̧ so ha̧ o nɔ̧́í̧ mɛ nyɔŋ wɔr mɛ wese in ha̧ o saɗi mɛ nyɔŋ wɔr mɛ zɛ na mbɛt.
2SA.21.11	Wa nɛ̀ɛ̀ tɔ̧ mɔ nɛ Rispa boko bem ko Aya, kóò ko Saul dea'i ha̧ David, 
2SA.21.12	ɓɛɛ nɛ́ mɔ'ɔ n'aa nɛ̀ɛ̀ kai o gba̧a̧ Saul in o gba̧a̧ Jɔnataŋ bem kɔ̧-a̧ er o wanmbɔi Yabɛs nú Galad. O wanmbɔi nɔ‘i zu̧u̧ so o gba̧a̧ nɔ‘i sɛn bee-gara Bɛt-Seaŋ, fara nɛ o be Filistii ga̧i̧a so wa sɛnɛ, wese nɛ wa gbɛɛ nɛ Saul sɛn Gilboa.
2SA.21.13	David kaia o gba̧a̧ Saul in o gba̧a̧ bem kɔ̧-a̧ Jɔnataŋ sɛn nú Bɛnjamin sɛn Yabɛs yinɛ nɛ́ɛ̀ a zu ko o wi nɛ wa ga̧i̧a so. 
2SA.21.14	Wa guna o gba̧a̧ Saul in o gba̧a̧ bem kɔ̧-a̧ Jɔnataŋ sɛn nú Bɛnjamin sɛn Sela, kɔ̧ pɛsi ko Kis dáà ko Saul. Ɗoŋ nɛ wa dee mɔ lɛŋ nyɛm nɛ̀ ɗoŋ wen nɛ̀ wannu tɔ̧ɔ̧ ha̧ wa mɛ de'i kaɗi, Sɔ̧ zɔka nù‘i nɛ̀ de yí.
2SA.21.15	Biro ku̧u̧ mgbara o be Filistii in o be 
2SA.21.16	Isbi-Benɔb nɛ̀ duk nɛ́ bezaŋ Harafa, nɛ̀ a̧a̧ nɛ̀ sɛ́ɛ̀ nɛ̀ dita-a nɛ́ kilo taar nɛ̀ ŋma mɔ zu-a, in nɛ̀ hɛra so mbe gba-paa, gasi nɛ́ zu'e, wi tɛ gbɛ David. 
2SA.21.17	Nɛ́ mɔ'ɔ nɛ̀ Abisai bem ko Sɛruya tɛ̀ɛ̀ gbak David, ɓɛɛ gbɛ be Filistii'i nɛ̀ gba-paa. Hegɔ, o bíí ko David ha̧a̧ nú, ɓɛɛ tɔ̧ ha̧ a̧: «Ɛnɛ beka nɛ biro in yɛɛ ɓɔna, wen o be 
2SA.21.18	Ɗoŋ mɔ‘i, biro ku̧u̧ naŋ sɛn Gob mɛ in o be Filistii; ɓɛɛ nɛ́ hi̧i̧ a̧ Sibɛkai be Husa gbɛɛ nɛ Saf ŋma bezaŋ Harafa.
2SA.21.19	Biro ku̧u̧ naŋ woyo sɛn Gob mɛ in o be Filistii; ɓɛɛ Ɛlhanaŋ bem ko Yair be Bɛtlɛhɛm gbɛ Goliat be Gat; te-sɛ́ɛ̀ kɔ̧-a̧ ndota so hee te-mgboi-laa ko wi-de-laa ga.
2SA.21.20	Nɛ́ mɔ'ɔ nɛ̀ biro baa woyo sɛn Gat. Ŋma bíí a̧a̧ so hi̧i̧, waza-er-a mɔɔrɔ-ɗoŋ-kpɔk, waza-naŋ-a mɔɔrɔ-ɗoŋ-kpɔk mbɛt. O waza-er-a in o waza-naŋ-a lɛŋ nɛ́ ɓu-yiitoo-zua-naar. A̧ mbɛt duka so nɛ́ ŋma bezaŋ Arafa. 
2SA.21.21	A̧ pɛra wen in o be 
2SA.21.22	Wa lɛŋ naar'i yaa so nɛ́ o bezaŋ Harafa sɛn Gat, ɓɛɛ David in o wi-biro kɔ‘i kum wa lɛŋ.
2SA.22.1	David bia gima’ɛ ha̧ GASA WAN ŋgimbi nɛ GASA WAN kpasa nɛ̀ a̧ er Saul in er o dɔka wisɛn kɔ̧-a̧ lɛŋ. 
2SA.22.2	A̧ tɔ̧a̧:
2SA.22.2	GASA WAN nɛ́ ta-ɛk-tɛ‘m,
2SA.22.2	a̧ nɛ́ ŋga fara-duk kɔ‘m;
2SA.22.2	a̧ nɛ́ wan-gbo'm er o wisɛn kɔ‘m.
2SA.22.3	Mi hu̧si ɗɔɔ gi̧ɔ̧ tɛ-a,
2SA.22.3	wen a̧ nɛ́ kam-ta kɔ‘m;
2SA.22.3	a̧ nɛ́ ŋgee kɔ‘m in zak-gbin-biro kɔ‘m.
2SA.22.3	A̧ nɛ́ ŋgárá kɔ‘m in fara hu̧sa̧-a̧ kɔ‘m.
2SA.22.3	Wan-kpas'am, nɛ́ ɛnɛ'ɛ kpas'am
2SA.22.3	er o wi-de-mɔ nɛ̀ ŋgai.
2SA.22.4	Zɔnamɔ a̧ dúk nɛ́ ko GASA WAN;
2SA.22.4	kà‘m sa a̧, ɓɛɛ a̧ kpasa'm er o wisɛn kɔ‘m.
2SA.22.5	Fio aa mbul kɔ‘i zik nɛ‘m;
2SA.22.5	kin-yì ɗaŋmɔ pi̧i̧ bele tɛ‘m.
2SA.22.6	Yɔk yukuta'm mɛ zuɗ‘am pi̧ fara ko o fio;
2SA.22.6	fio za̧a̧ lim gɔn nɛ̀ ti'm.
2SA.22.7	Mi saa GASA WAN tɛ ŋga bɔnɛ kɔ‘m'i,
2SA.22.7	mi hiɗa mɔ sitɛ Sɔ̧ kɔ‘m;
2SA.22.7	nɛ́ mɔ'ɔ nɛ̀ 
2SA.22.7	aa zer-aa kɔ̧ Tua kɔ̧-a̧ mɛ,
2SA.22.7	ɓɛɛ a̧ zii tiger-am.
2SA.22.8	Nù foo mɔ ɗirr,
2SA.22.8	ɓɛɛ o gun yiwese nak.
2SA.22.8	Nɛ́ nyimsea kɔ̧-a̧ a̧ dee ha̧ mɔ mɛ fo mɔ.
2SA.22.9	Zi-wee tura nɛ̀ kɔ̧ zɔ̧ɔ̧-a̧a̧ gbonɛ nduɗɛɛ,
2SA.22.9	wee baa kɔ̧ nú-a mbɛt,
2SA.22.9	ɓɛɛ o kɛ̧i̧-wee nyɔŋ yoŋgoŋgo.
2SA.22.10	Nɛ́ mɔ'ɔ n'aa gira yiwese
2SA.22.10	ɓɛɛ a̧ zir tɛnɛ nɛ̀ tu̧-zan ɗɔɔ naŋ-a.
2SA.22.11	A̧ daŋa zu 
2SA.22.11	ɓɛɛ búk ba a̧ bu̧i̧ nɛnɛ faoo tɛnɛ.
2SA.22.12	A̧ baa tum kpe nɛ̀ tɛ-a;
2SA.22.12	a̧ dee ha̧ tum-kórò mɛ duk nɛ́ tua kɔ̧-a̧;
2SA.22.13	Sa̧a̧mɔ nɛ̀ yaka ti ha̧ a̧ pi̧i̧ lai-lai.
2SA.22.14	GASA WAN tuɓa nɛ̀ yiwese mɛ;
2SA.22.14	Dáà Wan nɛ̀ duk ŋgɔn mɛ
2SA.22.14	dee ha̧ bíí mɛ zii tiger-a.
2SA.22.15	A̧ pi̧i̧ góò ndak nɛ̀ o wisɛn kɔ̧-a̧,
2SA.22.15	a̧ pi̧i̧ kórò pɛsi nɛ̀ wa a taŋ sót-sót.
2SA.22.16	GASA WAN, ɛ́nɛ́ tɔ̧ɔ̧ wen nɛ̀ nyimsea,
2SA.22.16	búk gboo nɛ̀ kɔ̧ zɔ̧ɔ̧‘nɛ́
2SA.22.16	nɛ̀ dee ha̧ yi mɛ ɔ̧si gɔn mgbót-mgbót,
2SA.22.16	in ha̧ o ta ɗɔɔ nù mɛ gbo a zan.
2SA.22.17	A̧ nyɛi̧a er tɛnɛ nɛ̀ ŋgɔn mɛ
2SA.22.17	ba nɛ‘m yinɛ zɛɓɛn;
2SA.22.17	a̧ daka'm ɗɔɔ gasa yì gbonɛ.
2SA.22.18	A̧ gboa'm er ŋga wisɛn kɔ‘m yinɛ;
2SA.22.18	a̧ kpasa'm er o wisɛn kɔ‘m nɛ̀ ŋgaia gan am.
2SA.22.19	Wa kura so zu'm wese bɔnɛ kɔ‘m,
2SA.22.19	ɓɛɛ GASA WAN yee ɗoŋ am.
2SA.22.20	A̧ ɓara'm er wa yinɛ ha̧‘m mɛ yak mɔ kɔ‘m;
2SA.22.20	a̧ kpasa'm wen n'aa kɔ̧ɔ̧ am nyɛmna.
2SA.22.21	GASA WAN ha̧ mɔ ha̧a̧ ha̧‘m
2SA.22.21	nyɛm nɛ̀ ɗoŋ deemɔ kɔ‘m nɛ̀ yuwar-a;
2SA.22.21	a̧ de demɔ dee ha̧‘m nyɛm nɛ̀ ɗoŋ tom kɔ‘m,
2SA.22.22	wen mi ndak pata yuwar kɔ̧-a̧ nɛ̀ de-a;
2SA.22.22	mi zik ɗoŋ-am e ha̧ Sɔ̧ kɔ‘m na.
2SA.22.23	O heembea kɔ̧-a̧ lɛŋ duk ɓɔn yí‘m;
2SA.22.23	mi e o geŋa kɔ̧-a̧ duk na.
2SA.22.24	A̧ iŋa ndé, ŋma ɗaŋmɔ bo tɛ‘m na,
2SA.22.24	wen mi kasi nɛ zu'm ká‘m tɛ̀ɛ́ de ɗaŋmɔ.
2SA.22.25	GASA WAN de demɔ dee in am
2SA.22.25	nyɛm nɛ̀ ɗoŋ deemɔ kɔ‘m nɛ̀ yuwar-a,
2SA.22.25	wen yuwar deemɔ kɔ‘m ɔ sa̧a̧ sɛn ti a̧.
2SA.22.26	GASA WAN, ɛ́nɛ́ nɛ́ wan-yor-ɗoŋ wi-mbo-zu;
2SA.22.26	ɛ́nɛ́ nɛ́ wi-de-mɔ nyɛm sɛnɛ
2SA.22.26	ha̧ o wi-de-mɔ nyɛm sɛnɛ mbɛt.
2SA.22.27	Yuwar deemɔ k’ɛ́nɛ́ ɔ sa̧a̧
2SA.22.27	sitɛ wi nɛ̀ yuwar deemɔ kɔ̧-a̧ ɔ sa̧a̧;
2SA.22.27	ɓɛɛ wi nɛ̀ de mɔ tan na,
2SA.22.27	ɛ́nɛ́ dé kànà nɛ́ mɔɔ-gɔn-zaŋ in a̧ mbɛt.
2SA.22.28	Ɛ́nɛ́ kpásí k’ɛ́nɛ́ nɛ́ o wi-mɔka-see,
2SA.22.28	ɓɛɛ ɛ́nɛ́ dee ha̧ wi-gasi-zu mɛ pofi.
2SA.22.29	GASA WAN, ɛ́nɛ́ nɛ́ lamba kɔ‘m;
2SA.22.29	GASA WAN, nɛ́ ɛ́nɛ́'ɛ nyɛk gɔn zik am.
2SA.22.30	Nɛ́ ɛ́nɛ́'ɛ gbak am
2SA.22.30	mɛ gɔm zu̧ mgbara o wisɛn kɔ‘m,
2SA.22.30	nɛ́ ɛ́nɛ́'ɛ gbak am
2SA.22.30	mɛ kpíɗí yak zu garo sitɛ wa mbɛt.
2SA.22.31	Wi nyɛm mɛ tɔ̧ wen zu tom ko Sɔ̧ na;
2SA.22.31	wen ko GASA WAN bo nɛ́ ndela na.
2SA.22.31	A̧ nɛ́ ŋgee ko bíí lɛŋ nɛ̀ hu̧si tɛ ɗoŋ-aa.
2SA.22.32	Ŋma Sɔ̧ a̧a̧ sɛnɛ yak zu GASA WAN nde?
2SA.22.32	Ŋma ta-hu̧si-tɛ k’ɛɛ nɛ̀ gana GASA WAN nɛ́ o nde?
2SA.22.33	Nɛ́ Sɔ̧'ɔ̧ ha̧ ŋgai ha̧‘m,
2SA.22.33	ɓɛɛ bíí nyɛm mɛ tɔ̧ wen tɛ mɔ n'am de na.
2SA.22.34	Nɛ́ a̧ a̧ de ha̧‘m mɛ nɛ nɔ̀ nɛ̀ de-a
2SA.22.34	hee zambɛrɛ
2SA.22.34	nɛ́ a̧ a̧ de ha̧‘m mɛ yor mitak zu kusa kaya.
2SA.22.35	Nɛ́ a̧ a̧ usi bíí biro ha̧‘m;
2SA.22.35	nɛ́ a̧ a̧ usi ŋgaŋa kusaa-ndɛrɛ ha̧‘m.
2SA.22.36	GASA WAN, ɛ́nɛ́ ha̧a̧ ŋgee-gbin-biro ha̧‘m;
2SA.22.36	dee demɔ k’ɛ́nɛ́ dee ha̧‘m mɛ gasi.
2SA.22.37	Ɛ́nɛ́ dee ha̧‘m mɛ ma yì nɛ ŋgaya-a,
2SA.22.37	ɓɛɛ naŋ-am mbali ŋmaa na.
2SA.22.38	Kà‘m ndak pata o wisɛn kɔ‘m,
2SA.22.38	ɓɛɛ mi kpaa wa;
2SA.22.38	mi kum wa lɛŋ kaɗi sɛka'm pia ɗoŋ.
2SA.22.39	Kà‘m yo wa a nù,
2SA.22.39	wa kur ɓɔna;
2SA.22.39	wa aa nù gbuɗuk,
2SA.22.39	ɛ̧ɛ̧ kinii’ɛ wa a̧a̧ ɗɔɔ naŋ-am.
2SA.22.40	GASA WAN, ɛ́nɛ́ ha̧a̧ ŋgai ha̧‘m tɛ biro;
2SA.22.40	ɛ́nɛ́ dee ha̧ o wi-nas'am
2SA.22.40	mɛ tir a nu gbéyéŋ sɛn ti'm.
2SA.22.41	Ɛnɛ dee ha̧ o wisɛn kɔ‘m
2SA.22.41	mɛ zik tɛ yu mɔ yak,
2SA.22.41	ɓɛɛ mi kum o wi-kur-zu'm nɔ‘i lɛŋ.
2SA.22.42	Wa hiɗa mɔ,
2SA.22.42	ɓɛɛ wi-kpasi-wa bo na;
