MAT.1.1	Koi kani'imari a susunganna puli ni Yesus Kristus, men lee' ni Daud ka' lee' ni Abraham.
LUK.20.23	Kasee ia inti'i i Yesus se' i raaya'a tongko' monsosoolani wurung-Na. Mbali' iya'a, Ia norobu tae-Na, 
LUK.20.24	“Pipiile'kon na Ingku' sa'angu' doi' dinar. Gambar tia ngaan ni ime ini'i?”
LUK.20.24	Ia simbati i raaya'a taena, “Gambar tia ngaanna Kaisar!”
LUK.20.25	Taeni Yesus, “Kalu koiya'a, rookon bona Kaisar a upa men tio rookononmuu na Kaisar, ka' rookon bona Alaata'ala a upa men tio rookononmuu na Alaata'ala.”
LUK.20.26	Wawa ukum Torat ka' tanaasna imam iya'a sian nandapot monsosoolani i Yesus tempo i Ia norobu potorongor mian biai'. Raaya'a nimporokotmo ka' nosamba'konmo pinsimbati ni Yesus.
LUK.20.27	Mbaka' notakamo ni Yesus a toropii mian Saduki men koi na pinginti'ina se' mian lapus sianmo tumuo' soosoodo. Raaya'a nimikirawar ni Yesus taena i raaya'a, 
LUK.20.28	“Guru! Musa nuntulis ukum men koi kani'imari bo ko'onta': Kalu sa'angu' mian moro'one lapus namarerei boroki' men sian anakon, mbaka' utusna moro'one iya'a tio mosuo' tia baluna utusna kada' utusna isian lee'na. 
LUK.20.29	Isian pitu' moro'one moto'utus. Men balaki'na nosuo' tia sa'angu' wiwine, kasee pataka nolapus ia sian no'anakon. 
LUK.20.30	Kasi utusna men korua'na nosuo' tia baluna, kasee i iapo uga' nolapus ka' sian no'anakon. 
LUK.20.31	Koiya'a uga' a utusna men kotolu'na pataka men kopitu'na. Pitu-pitu'na nomosuo'i kasee sian no'anakon. 
LUK.20.32	Komburi'na wiwine iya'a uga' nolapusmo'. 
LUK.20.33	Na ilio pomotuo'ian mian lapus, wiwine iya'a se' boroki' ni ime? Gause pitu-pitu' irana nompoboroki'mo i ia.”
LUK.20.34	Ia simbati i Yesus tae-Na, “Mian men tumuo' tempo koini'i dauga' mosuo' ka' poposuo'on, 
LUK.20.35	kasee mian men daa sida bo potuo'ion moko daa lapus ka' tumuo' na tempo men bo rumpakion, raaya'a sian mosuo' ka' sian poposuo'on. 
LUK.20.36	Raaya'a sianmo lapus gause koikoimo malaa'ikat. Raaya'a mase anakna Alaata'ala, gause nipotuo'imo.
LUK.20.37	Musa isian nangaan se' mian lapus bo potuo'ion. Na tulisanna men muntundunkon kau morio' ruri'on men kumait iya'a, Musa nangaan se' Tumpu iya'a Alaata'ala ni Abraham, Alaata'ala ni Ishak ka' Alaata'ala ni Yakub. 
LUK.20.38	Ia taasi' Alaata'alana mian lapus, kasee i Ia Alaata'alana mian tumuo'! Gause na pimiile'na Alaata'ala, giigii' mian sianta men lapus.”
LUK.20.39	Toropii wawa ukum Torat norobu taena, “Guru, pore tuu' a ninsimbati-Muu.” 
LUK.20.40	Mbali' iya'a, raaya'a sianmo momoko nimikirawar upa-upa ni Yesus.
LUK.20.41	Yesus nimikirawarmo na ko'ona i raaya'a tae-Na, “Na pinginti'imuu, nongko'upa mbali' a mian se' mangaan Tomundo' Pansalamatkon iya'a lee' ni Daud? 
LUK.20.42	Poali i Daud uga' nangaan na kitap Mazmur taena,
LUK.20.42	‘Tumpu Alaata'ala nangaan na Tumpungku tae-Na:
LUK.20.42	Alaka' oruang na paraas uanan-Ku,
LUK.20.43	pataka Yaku' mompoporungku' giigii' mian men mangka'idek i Koo sida malolo' na Ko'oom.’
LUK.20.44	Daud nangaan se' Tomundo' Pansalamatkon iya'a Tumpuna. Pinginti'imuu, koi upa a kosidana se' daa Tomundo' Pansalamatkon uga' bo lee'na?”
LUK.20.45	Tempo giigii' mian dauga' pintanga' momorongori i Yesus, Ia norobumo na murit-Na tae-Na, 
LUK.20.46	“Kuu tio maka'amat na wawa ukum Torat. Raaya'a na sasayoan mingkira' mojuba men alayo' ka' beleskon angga'ionna mian na pasar. Raaya'a mingkira' umoruang na oruangan men porena na laigan bakitumpuan kabai na pootatakaianna mian biai'.
LUK.20.47	Raaya'a mangakalkon balu wiwine ka' mangarampasi laiganna. Raaya'a mingirimboroi gau' ba'idekna tia sambayang biai' taa'! Ukumannasi a marepana tia ukumanna mian sambana!”
LUK.21.1	Na Laiganna Alaata'ala, Yesus nimiile' toropii mian men kupangon monsoopkon doi'na i raaya'a na peti pingilinsonan doi' persembaahan. 
LUK.21.2	Ia uga' nimiile' sa'angu' wiwine balu men talalais ningisiikon na peti iya'a rua' doi' kulaluk men titiu' tuu' a angga'na. 
LUK.21.3	Kasi taeni Yesus, “Imamat ini'imari! Bantilkonon-Ku na ko'omuu se' balu men talalais kale'e a biai'na ia linson na peti tia na mian sambana. 
LUK.21.4	Gause i raaya'a giigii' nantarai persembaahan tia labina kupangna. Kasee balu kale'e mau mune' talalais, ia nongorookonmo doi'na wiwi'na tonsoop men paraluukononna bona tutuo'na.”
LUK.21.5	Isian toropii mian nuntundun Laiganna Alaata'ala men niporei tia watu men pore ka' uga' niporei tia biai' kaliangan upa men nirookon bona Alaata'ala. Mbaka' i Yesus norobumo na ko'ona i raaya'a tae-Na, 
LUK.21.6	“Ni'imarian bo taka a tempona giigii' men kuu piile' kani'i bo runtunion, ka' sianta sa'angu'po watu na Laiganna Alaata'ala kani'i a men dauga' patalaion pootapi'!”
LUK.21.7	Raaya'a nimikirawar ni Yesus taena, “Guru, ipi a tempona kosidaanna men koiya'a? Ka' upa men bo oosan se' daa takamo tempona?”
LUK.21.8	Taeni Yesus, “Maka'amat! Alia i kuu ko'akalian. Biai' a mian bo taka ka' mangaan ngaan-Ku, ka' morobu taena, ‘Yaku'mo a Tomundo' Pansalamatkon!’ ka' taena, ‘Boomo kakabusanna tempo.’ Kasee i kuu alia mongololo' i raaya'a. 
LUK.21.9	Kalu i kuu mongorongor lelena mian poopapate kabai mian sianmo malolo' na pamarenta, alia i kuu uga' layaon. Giigii' iya'a tio sida olukon. Kasee men koiya'a taasi' se' daa takamo a kakabusanna tempo.”
LUK.21.10	Kasi taeni Yesus soosoodo, “Lipu' men sa'angu' bo poopapate mintimbangi lipu' men sambana, ka' batomundo'an sa'angu' bo poopapate mintimbangi batomundo'an men sambana. 
LUK.21.11	Na sanda' dodongoan bo isian lili' men dodoa, pololuan, ka' nggeo men lumalin. Ka' uga' bo isian upa-upa men kolayaon ka' upa kosamba' nda'ara'amari langit.
LUK.21.12	Kasee mongolukoni giigii' iya'a, kuu bo rakopon ka' talalaison. Kuu bo ukumion na laigan bakitumpuan ka' soopkonon na tarungkuan. Ka' i kuu bo wawaon na tomundo' ka' pamarenta gause i kuu murit-Ku.
LUK.21.13	Ya'amo a tempo men pore na ko'omuu bo mengelelekon Lele Pore men ringkat na Alaata'ala. 
LUK.21.14	Pari-pari na noamuu se' i kuu sian babatakon upa men bo porobukononmuu mansalangi wakamuu.
LUK.21.15	Yaku' a bo pantarai i kuu wurung men kana' kada' mian men maso'kon i kuu sian momoko mintimbangi kabai se' manggagai i kuu.
LUK.21.16	Kuu bo silaka'ionna minti'imuu, utusmuu, poto'utusanmuu, ka' bela'muu. Toropii mianmuu bo papateionna i raaya'a. 
LUK.21.17	Kuu bo kokundaionna giigii' mian gause na pongololo'an i Yaku'. 
LUK.21.18	Kasee sansila'po wuuk na takala'muu sianta penta'. 
LUK.21.19	Kalu i kuu mokotaan, kuu bo mantausi tutuo' men pore.”
LUK.21.20	“Kalu i kuu mimiile' se' Yerusalem ia tikumimo surudadu, inti'ionmuumo se' kota iya'a sianmo manau' bo silaka'mo. 
LUK.21.21	Na tempo iya'a, mian men isian na libutan Yudea tio mamarere na buu'na. Raaya'a men isian na kota tio mamarerei kota, ka' i raaya'a men na liwana kota aliamomo' minsoop na kota, 
LUK.21.22	gause tempo iya'a a tempo pungukuman kada' sida a giigii' men nitulismo na Alkitaap.
LUK.21.23	Marepa a wiwine men mampaiwawa tempo iya'a, ka' sina men dauga' momosusui anak! Dodongoan kani'i bo munsuri repaan men dodoa tuu', ka' maso'na Tumpu bona lipu' kani'i.
LUK.21.24	Isian men bo papateion tia bakoko', isian uga' mian men nirakop ka' niwawa na giigii' lipu', ka' mian men taasi' Yahudi bo mempee-pee'i Yerusalem pataka kabus a tempona men ia patukomo Tumpu bo ko'ona i raaya'a.”
LUK.21.25	“Bo isian oosan na matana ilio, wulan ka' bitu'on. Giigii' lipu' na tano' balaki' bo babata ka' layaon mongorongor kokuungna bokol ka' mimiile' tobui men makansang.
LUK.21.26	Mian poso' layaonkon montorumpaki upa men bo sida na longkop tano' balaki' kani'i, gause pungkuasai langit bo toyunggot. 
LUK.21.27	Na tempo iya'a mian bo mimiile' Anak Manusia taka ra'amari na lalomna antong tia kuasa ka' lingkaangan tuu'.
LUK.21.28	Kalu upa-upa men koiya'a muntumbeimo sida, ringkat ka' lelengea', gause i kuu booboomo salamatkonon.”
LUK.21.29	Kasi i Yesus nuntundunkon na ko'ona i raaya'a timbaani' koi kani'imari, tae-Na, “Piile' pore-pore a kau ara ka' giigii' kau men sambana. 
LUK.21.30	Kalu lonsongna kau iya'a kampiile'anmo, inti'ionmuu se' tempona pengkar booboomo. 
LUK.21.31	Koiya'a uga' kalu i kuu mimiile' men taeng-Ku' kaekae'mo sida. Inti'ionmuu se' Batomundo'anna Alaata'ala karani'mo.
LUK.21.32	Imamat a men taeng-Ku', ka' uga' bantilkonon-Ku na ko'omuu se' giigii' upa men Yaku' poko bantilkonmo na ko'omuu iya'a bo sida koo'po tia mian men tumuo' tempo koini'i lapus giigii'na. 
LUK.21.33	Langit ka' tano' balaki' bo penta', kasee wurung-Ku isian pataka sidutu.”
LUK.21.34	“Dagai a wakamuu. Alia i kuu tongko' mingimamat barame ka' minginum upa kolio', kabai tongko' mingimamat upa-upa men bo tutuo'muu pataka i kuu sianmo toropot na ilio kotakaanna Tumpu men sian kuu inti'i. 
LUK.21.35	Gause ilio iya'a bo mantakai giigii' mian na tano' balaki' kani'i. 
LUK.21.36	Kuu tio sinampang maka'amat ka' sambayang, kada' i kuu mokotaan montorumpaki giigii' upa men bo sida iya'a pataka i kuu momoko poororo'up Anak Manusia.”
LUK.21.37	Yesus nimisiso' na Laiganna Alaata'ala tempo ilio, ka' malom Ia mantalei motokol na Buu'na Zaitun.
LUK.21.38	Sanda' ma'ulo-ulop giigii' mian taka na Laiganna Alaata'ala momorongori pisiso' ni Yesus.
LUK.22.1	Ramean Roti Sianta Ragina men ngaanon Paska karani'mo tempona.
LUK.22.2	Tanaasna imam ka' wawa ukum Torat nansarakmo salan se' too koi upa bo pampapatei i Yesus, gause i raaya'a matakutkon mian biai'.
LUK.22.3	Kasi Ibiliis niminsoopi i Yudas men ngaanon uga' i Iskariot. Yudas tonsoop sompulo' rua' murit ni Yesus. 
LUK.22.4	Ia nomae'mo ka' nopootundunii tia tanaasna imam ka' tanaasna dadagai Laiganna Alaata'ala se' koi upa a bo sasalan mongorookon i Yesus na ko'ona i raaya'a. 
LUK.22.5	Raaya'a nobeles tuu' kasi nontoon i Yudas se' bo taraionna i raaya'a doi'. 
LUK.22.6	Yudas uga' nansangadaimo, kasi ia nansarak salan men daa pore bo pongorookonanna i Yesus na ko'ona i raaya'a, kasee wuni-wuni dako' inti'ionna mian biai'.
LUK.22.7	Takamo a tempona pangaramekonan Roti Sianta Ragina. Ilio iya'a mian tio mongkoyo' domba Paska men bo kaanon na baramean. 
LUK.22.8	Mbaka' i Yesus nomosuu'mo i Petrus tii Yohanes tae-Na, “Rae' pontoropoti kumaanan Paska bo ko'onta'.”
LUK.22.9	Raaya'a nimikirawarmo taena, “Maana po'uus-Muu bo pontoropotianmai?”
LUK.22.10	Ia simbati i Yesus tae-Na, “Imamat ini'imari! Tempo i kuu minsoop na kota, kuu bo pootuung sa'angu' moro'one tumambu' mangawawa gumbang buke' a weer. Lolo' i ia pataka laigan men pinsoopionna, 
LUK.22.11	ka' bantilkon na tombono laigan iya'a inta': ‘Guru nangaan tae-Na: maana a tampat men bo pangkaanan kakaan ramean Paska tia murit-Ku?’ 
LUK.22.12	Tombono laigan iya'a bo minsiso'kon na ko'omuu sa'angu' olisna parawawo men balaki' men noko toropotmo tia pakakasna. Toropoti a kakaanta inda'a.”
LUK.22.13	Mbaka' nomae'mo i Petrus tii Yohanes, ka' nungurumpaki giigii' iya'a sintutu' koi men ia ngaan i Yesus. Raaya'a uga' nontoropotimo kakaan men bo kaanon na Paska iya'a.
LUK.22.14	Sarataa takamo a tempo kumaanan Paska iya'a, Yesus no'umoruangmo kumaan ruru-ruru' tia poposuu'-Na. 
LUK.22.15	Kasi i Ia norobu na ko'ona tae-Na, “Yaku' mingkira' tuu' kumaan Paska kani'i ruru-ruru' tii kuu koo'po tia i Yaku' repaion! 
LUK.22.16	Bantilkonon-Ku na ko'omuu se' Yaku' mase sianmo mangkaan kakaan Paska soosoodo pataka aratina Paska kani'i pipiile'konon na Batomundo'anna Alaata'ala.”
LUK.22.17	Noko daa koiya'a i Yesus nanganakatmo sasangkir men isian anggur, nobasukuur na Alaata'ala, kasi norobu tae-Na, “Ala kani'i, ka' poo'obos. 
LUK.22.18	Bantilkonon-Ku na ko'omuu se' supu koini'i Yaku' sianmo minginum anggur soosoodo pataka kotakaanna Batomundo'anna Alaata'ala.”
LUK.22.19	Noko daa koiya'a i Yesus nangalamo roti, nobasukuur ka' nungurumpi-rumpik, kasi nongorookon na murit-Na ka' norobu tae-Na, “Ni'imo a wakang-Ku men nirookon bo pontololoki i kuu. Alaka' wawau a men koi kani'i bookoi pinginau'muu i Yaku'.” 
LUK.22.20	Koiya'a uga', noko daa nangkaan, Ia nangalamo pinginuman tia anggur ka' nongorookon na ko'ona i raaya'a kasi norobu tae-Na, “Isiina pinginuman kani'i bookoi oosna toonna Alaata'ala men u'uru, men nipakadodor tia rara'-Ku, rara' men tonturo' bo ko'omuu.”
LUK.22.21	“Kasee piile'! Mian men bo pongorookon Yaku' isian kani'i tii Yaku'! 
LUK.22.22	Anak Manusia sabole bo lapus koi men ia patukomo Alaata'ala, kasee silaka' a mian men mongorookon i Ia!”
LUK.22.23	Kasi i raaya'a nopoopikirawari simbaya'na se' ime a men bo mangawawau koiya'a.
LUK.22.24	Mbaka' murit ni Yesus nopoomaso'mo gause munsurung ime a men balaki'na.
LUK.22.25	Yesus norobumo na ko'ona i raaya'a tae-Na, “Tomundo'na lipu' men sian minginti'i Alaata'ala mantalalais mianna, ka' i raaya'a mangaan wakana ‘Dadagai Rayat’.
LUK.22.26	Kasee kuu alia men koiya'a. Mian moola'na na ko'omuu tio sida koi men morio'na, ka' tanaas tio sida koi tutulungi.
LUK.22.27	Ime a men balaki'na: mian men taropion na meja', kabai se' mian men motarop? Sabole mian men taropion iya'a. Kasee Yaku' isian ruru-ruru' tii kuu bookoi mian men mantaropi.
LUK.22.28	Kuu a men sinampang ruru-ruru' tii Yaku' na giigii' repaan men nantakai i Yaku'. 
LUK.22.29	Yaku' mantarai i kuu batomundo'an koi men i rookon Tama na surugaa na Ingku'. 
LUK.22.30	Mbaka' i kuu bo kumaan ka' ba'inum ruru-ruru' tii Yaku' na Batomundo'an-Ku ka' i kuu uga' bo mongoruangi oruangan kobalaki'an ka' mungukumi sompulo' rua' bense'na lipu' Israel.”
LUK.22.31	“Simon, Simon, imamat ini'imari! Ibiliis nama'ase'mo mimitopongi i kuu giigii' kada' i kuu bi sida koi ota'na gandum men nitaapi. 
LUK.22.32	Kasee Yaku' daamo nansambayangkon i koo dako' imaawan rungku'. Ka' sarataa i koo mule'konmo na Ingku', koo tio mompopomoonggor utuus sa'angu' kaparasaya'an.”
LUK.22.33	Ia simbati i Petrus taena, “Tumpu, yaku' maloos a noangku minsoop na tarungkuan ka' pate ruru-ruru' tii Kuu!”
LUK.22.34	Kasee taeni Yesus, “Petrus, bantilkonon-Ku na ko'oom se' koo'po tia siok muntuturuu' ilio kani'i, koo noko porotolumo mangaan se' i koo sian poo'inti'i tii Yaku'.”
LUK.22.35	Kasi i Yesus norobu na ko'ona tae-Na, “Tempo i Yaku' nomosuu' i kuu ka' sian nomoturang i kuu mangawawa dompet, pomantuan kabai sapato, kuu mbali' nunsuri isian men sianta na ko'omuu?”
LUK.22.35	Ia simbati i raaya'a taena, “Sian!”
LUK.22.36	Taeni Yesus, “Kasee koini'i, ime a men isian dompet kabai tuuman tio wawaonna. Ime a men sianta bakoko'na tio mambalukkon jubana bo pingili bakoko'. 
LUK.22.37	Bantilkonon-Ku na ko'omuu se' men nitulis na Alkitaap tio sida na wakang-Ku. Isian nitulis koi kani'imari: ‘Ia nigalal koi sa'angu' mian men ba'idek a gau'na.’ Upa men nitulis na Alkitaap iya'a koini'i pintanga'mo sida na Ingku'.”
LUK.22.38	Taena murit ni Yesus, “Tumpu, piile'! Kani'i isian bakoko' rurua'.”
LUK.22.38	Ia simbati i Yesus tae-Na, “Daamo!”
LUK.22.39	Yesus namarereimo kota ka' nomae' na Buu'na Zaitun men malia' rae'ion-Na, ka' murit-Na uga' nomae' tii Ia. 
LUK.22.40	Sarataa notakamo inda'a, Ia norobumo na ko'ona i raaya'a tae-Na, “Sambayangmo dako' i kuu topongionna idek.”
LUK.22.41	Kasi i Ia nintisaal olo-oloa na ko'ona i raaya'a, ko'oloana toro koi balo'on tia watu, kasi Ia nobanintuur ka' nosambayang. 
LUK.22.42	Tae-Na, “Oo Tamang-Ku! Too daa i Kuu sangada, oloakon na Ingku' a repaan men tio rumpakion-Ku kani'i. Kasee alia mongololo' pingkira'-Ku. Lolo' a pingkira'-Muu.” [ 
LUK.22.43	Kasi sa'angu' malaa'ikat notaka na Ko'ona ka' nompopomoonggor i Ia. 
LUK.22.44	Siasa tuu' a noa ni Yesus. Mbali' iya'a, Ia nosambayangmo tuu'. Ugot-Na koi rara' men tumuro' na tano'.]
LUK.22.45	Noko daa nosambayang, Yesus nomule'konmo soosoodo na murit-Na. Ia takai i Yesus i raaya'a nokoroyotmo gause masiongo'. 
LUK.22.46	Kasi i Ia norobu na ko'ona tae-Na, “Nongko'upa se' i kuu royot? Wangon ka' sambayangmo dako' i kuu topongionna idek.”
LUK.22.47	Pintanga' i Yesus dauga' morobu, notakamo a mian sa'angu' lulusan. Raaya'a ia tanaasi i Yudas men tonsoop sompulo' rua' murit ni Yesus. Kasi i Yudas nombaale'e ni Yesus bo mongooki i Ia. 
LUK.22.48	Kasee i Yesus norobu na ko'ona tae-Na, “Yudas, too tia nongooki iya'a koo mangakalkon Anak Manusia?”
LUK.22.49	Tempo murit ni Yesus men isian indo'o nimiile' upa men nosida, raaya'a nimikirawarmo taena, “Tumpu, too i raaya'a tio lawuionmai tia bakoko'?” 
LUK.22.50	Kasi sa'angu' mian men nitakai indo'o nontotok ata'na Imam Moola' tamban nokopantas tilingana paraas uanan.
LUK.22.51	Kasee i Yesus norobu tae-Na, “Aliamomo'!” Kasi i Ia nongkoyong tilingana mian iya'a ka' nengelesi'i.
LUK.22.52	Noko daa koiya'a i Yesus norobumo na tanaasna imam ka' na tanaasna dadagai Laiganna Alaata'ala tia motu-motu'a men notaka indo'o bo pangarakop i Ia tae-Na, “Pansaruimuu se' i Yaku' too mian puraga mbali' i kuu notaka poto'inton bakoko' tia popool? 
LUK.22.53	Sanda' ilio i Yaku' monda'a tii kuu mimisiso' mian na tolodona Laiganna Alaata'ala, see i kuu sian nangarakop Yaku'. Kasee ni'imo a tempomuu balimang, ka' koini'i kuasana kapintungan a mingilimang.”
LUK.22.54	Raaya'a nangarakopmo i Yesus ka' nangawawa na laiganna Imam Moola'. Petrus nuntuntuni kasee olo-oloa. 
LUK.22.55	Na tanga'na tolodo iya'a isian mian namatu'u apu ka' i raaya'a no'umoruang na tiku-tikumna apu iya'a. Petrus uga' no'umoruangmo nintingola' na ko'ona i raaya'a. 
LUK.22.56	Isian sa'angu' ata' wiwine nimiile' i Petrus oru-oruang karani' apu iya'a. Ia ninggimatai i Petrus ka' komburi'na ia norobu taena, “Mian kaya'a uga' poololo' tii Yesus!”
LUK.22.57	Kasee i Petrus ninsasapu taena, “Taasi'. Yaku' sian ninginti'i i Ia!”
LUK.22.58	Sian paraa nanau', mian sambana uga' nimiile' i Petrus ka' norobu taena, “Koo uga' tonsoop tii raaya'a!”
LUK.22.58	Taena i Petrus, “Sian, taasi' i yaku'.”
LUK.22.59	Toro sa'angu' jaam a noporusanna, mian sambana norobumo boolak taena, “Daa tuutuu' mian kaya'a poololo' tii Yesus, gause i ia uga' samba Galilea!”
LUK.22.60	Kasee ia simbati i Petrus taena, “Taasi'! Yaku' sian ninginti'i upa men koo porobukon.”
LUK.22.60	Tempo iya'a uga' pintanga' i Petrus morobu, siok nuntuturuu'mo. 
LUK.22.61	Tumpu ningilingamo ka' nintioki i Petrus. Kasi i Petrus tinonginau' se' Tumpu noko pambantilkonmo na ko'ona men tae-Na, “Koo'po tia siok muntuturuu' ilio kani'i, koo noko porotolumo minsasapu na Ingku'.” 
LUK.22.62	Mbaka' no'umuarmo i Petrus ka' nowiri tamban bolingongoton.
LUK.22.63	Mian men nandagai i Yesus ningirokimo ka' numukul Ia. 
LUK.22.64	Raaya'a nongompodi ro'up-Na ka' nimikirawar na Ko'ona taena, “Io, ngaan too ime a numukul i Koo” 
LUK.22.65	Dauga' biai' soosoodo a wurung men irokikononna i raaya'a i Yesus.
LUK.22.66	Ma'ulopna, motu-motu'ana lipu' Yahudi, tanaasna imam tia wawa ukum Torat nobarimpungmo, kasi nangawawa i Yesus na Mahkama Agamana i raaya'a. 
LUK.22.67	Taena i raaya'a, “Kalu i Koo kani'i Tomundo' Pansalamatkon, bantilkon na ko'omai.”
LUK.22.67	Ia simbati i Yesus tae-Na, “Maupo bantilkonon-Ku na ko'omuu, kuu sian mamarasaya. 
LUK.22.68	Ka' kalu Yaku' mimikirawar na ko'omuu, kuu uga' sian minsimbati. 
LUK.22.69	Kasee supu koini'i Anak Manusia bo umoruang na paraas uananna Alaata'ala men Pungkuasai.”
LUK.22.70	Raaya'a giigii' norobumo taena, “Kalu koiya'a, Koo kani'i Anakna Alaata'ala?”
LUK.22.70	Ia simbati i Yesus tae-Na, “Koi men taemuu.”
LUK.22.71	Kasi i raaya'a norobu taena, “Bo upa ka' dauga' mansarak mian bo pinginti'ianta! Daa kita rongormo a men Ia porobukon!”
LUK.23.1	Giigii' mian men bo pungukumi iya'a nokumekerermo, kasi nangawawa i Yesus mae' ni Pilatus. 
LUK.23.2	Indo'o raaya'a nuntumbeimo nangarait i Yesus. Raaya'a nangaan taena, “Kai piile'mo se' mian kani'i montombolongkon mian biai'. Ia nangasui mian kada' alia mambayar pajak bona Kaisar, ka' Ia nangaan waka-Na se' Iamo i Kristus, men sa'angu' Tomundo'.”
LUK.23.3	Kasi i Pilatus nimikirawar ni Yesus taena, “Koomo a tomundo'na lipu' Yahudi?”
LUK.23.3	Ia simbati i Yesus tae-Na, “Koi nooro'o men taemuu.”
LUK.23.4	Mbaka' taena i Pilatus na tanaasna imam ka' na mian biai' iya'a, “Yaku' sian nantausi sa'angu'po sala'na mian kani'i kada' bo ukumkonon i Ia.”
LUK.23.5	Kasee i raaya'a dauga' mamparipari taena, “Ia mangasui mian na longkop Yudea tia pisiso'-Na, tumbena na Galilea, ka' koini'i takamo ka'ita.”
LUK.23.6	Tempo i Pilatus nongorongor men koiya'a, ia nimikirawarmo taena, “Mian kani'i se' samba Galilea?” 
LUK.23.7	Sarataa nibantilkon se' i Yesus ringkat na libutan men tomundo'ion ni Herodes, Pilatus nomosuu'mo mian mangawawa i Ia mae' ni Herodes men tempo iya'a isian uga' na Yerusalem.
LUK.23.8	Sarataa i Herodes nimiile' i Yesus, beles tuu' i ia, gause nanau'mo a nongorongoranna i Yesus, ka' ia uga' mingkira' mimiile' i Yesus. Ia mongooskon se' daa mimiile' i Yesus mangawawau upa kosamba'. 
LUK.23.9	Mbali' iya'a, biai' a men ia pikirawar i Herodes na Ko'ona, kasee santaa'po sian Ia simbati.
LUK.23.10	Tanaasna imam ka' wawa ukum Torat nokumekerermo ka' nangarait i Yesus men dodoa tuu'. 
LUK.23.11	Mbaka' i Herodes tia surudaduna nuntumbeimo nangaani ka' ningiroki i Yesus, ka' nomopakei pakean kobalaki'an, kasi nungule'kon i Ia mbaale'e ni Pilatus.
