MAT.1.1	Magtub ke ɔje dè girkà le Jésu-Krist ngonnkà David, ngonnkà Abraham, 
MRK.4.5	E ke nange tée toso mba her’t ke nang è ngain tutu lé; ke loon’t nè kuwe ubei kalang tede nang nder dè’t ngain lé. 
MRK.4.6	Loo ke kàde ose ramam ɓaa, ndolèi sabak tede ngire de aw nang ngain lé ade tuti parr. 
MRK.4.7	E ke nange téei tosoi dann konnge’t ade konnge in-in pujuri dè de ade uri kuju karè. 
MRK.4.8	E ke nange ke rang téei tosoi dè nang ke maje’t ɓaa, ubei a, tɔgi a, ɔri dè de a tɔ. Ke nange unde kum’n kɔr-mute, ke nange unde kum’n kɔr-mute-mute, ke nange unde kum’n aru a tɔ.
MRK.4.9	Loo ke Jésu tam tà nè nga ile nang ɓá ɓaa, è tel ede kosdooge nè ede nè:
MRK.4.9	– Nanan ke ka mbi’n tò tutu ɓaa, gar-gar maje kade ur mbi’n maje oo’n tà nè maje.
MRK.4.10	Loo ke Jésu ɔr ra’n ra kosdoo-bulege’t aw ndi mbeng se kar’n ɓaa, njékuwe-girnge se njékawkulege ke dɔg-gidé-joo a tɔ, deji nin gir sertà nè nga. 
MRK.4.11	Jésu ede de ede nè:
MRK.4.11	– Sei ɓaa, Nube ade sei nonkar ade i geri nyan ke kété tò loo ɓɔyɔn’t ɔje dè Konɓee le’n. Nè dooge ke nata ɓaa, d’a d’ede de nyange malang se sertàge. 
MRK.4.12	Nyan nè nga tee titeke bè,
MRK.4.12	Le kade d’an se kum de, nè d’an njai lé;
MRK.4.12	le kade d’oo se mbi de, nè d’oo ke koo m dé ger gir’n njai lé.
MRK.4.12	Ke nè á dé ger gir njai ɓaa, d’ayé tur hal de le kɔse wan tel
MRK.4.12	ke ra Nube’t ɓaa, Nube ayé kade kêm’n tin mbit dè de’t.»
MRK.4.13	Go’t gugu, Jésu deje njékuwe-girnge ede nè:
MRK.4.13	– Ke nè á i geri gir gostà ke nè nga lé ɓaa, ké a i geri gir ke rang-ge ke ɔje dè Konɓee le Nube nga titeke bain wa? 
MRK.4.14	Njèkunde ko tò asenan se doo ke dubu Tà ke Maje kêm dooge’t bè. 
MRK.4.15	Njar ko ke téei tosoi nang ka-rebe’t nga, ei dooge ke ooi Tà ke maje ɓaa ke loon’t nè kuwe Sú ree ɔr Tà ke Maje ke dé dubu dè ɓengre de’t nga wont kɔke. 
MRK.4.16	Njar ko ke téei tosoi mba her’t nga, tooi asinan se njé ke ooi Tà ke Maje ɓaa ke loon’t nè kuwe taai se ranel. 
MRK.4.17	Nè Tà ke Maje nè nga ule ngire’n nang dè ɓengre de’t lé, tede ei njé kêm mɔrége. Loo ke nyan ke tur éké nyankumndoo undei loo teei pitring ɔje dè Tà ke Maje ɓaa, ke loon’t nè kuwe ei surei Tà ke Maje nè nga inyei. 
MRK.4.18	Njar ko ke nange ke téei tosoi dann konnge’t nga, ei njé ke ooi Tà ke Maje le Krist nga. 
MRK.4.19	Nè kêm de tò kekek ke dè nyange ke dè nang nè se ndɔ de-ndɔ de. Taɓai ngur nyankinge a, se ngur nyange ke rang gai-gai leŝi de awi ndii dè ɓengre de’t. Nyange nè nga malang in-in pujuri dè Tà ke Maje ke dé dubu dè ɓengre de’t nga ade dè’n ur kuju karè. 
MRK.4.20	Njar ko ke rang ke nange ke téei tosoi dè nang ke maje’t nga, ei njé ke ooi Tà ke Maje ɓaa, taai se kêmnda káng. Taɓai, an-in dè Tà ke Maje nè nga ade loo ke nange kann’n tò tutu ase kɔr-mute-mute a, aru a tɔ.
MRK.4.21	Taɓai Jésu tel ede njékuwe-girnge ede nè:
MRK.4.21	– Ké lampe nga d’unde por tutu le sebe debe dè’t éké le kule gir tire’t wa? Ké d’a ree’n le kunde dè ɗire’t dɔ lé wa? 
MRK.4.22	Ke nè á nyan karé tò loo ɓɔyɔn’t ɗarinè ɓaa, d’a tee se gir’n ndɔ ke rang ɓai. Ke nè á nyan karé tò loo ngeinn’t ɗarinè ɓaa, d’a kuje gir’n ndát-ndát ndɔ ke rang ɓai. 
MRK.4.23	Nanan ke ka mbi’n tò tutu ɓaa, gar-gar maje kade ur mbi’n maje oo’n tà nè nga.
MRK.4.24	Jésu tel ede de kuwe ɓai ede nè:
MRK.4.24	– Undei kumkunju dè ra si’t ɔje dè tà ke ooi nè nga. Nyan ke sei ɔjii nyan adi dooge nga kuwe tɔ á Nube à ɔje’n nyan kade sei. Nyan ke sei ɔjii nyan adi dooge nga, Nube à ile made dè’t kade sei. 
MRK.4.25	Nanan ke aw se nyan ndêin jinn’t ɓaa, Nube à ile made dè’t kade’n. Ke nè á doo aw se nyan ndêin bè jinn’t ɓaa, è ke ndêin bè ke jinn’t nè kuwe Nube à uwe taa jinn’t.
MRK.4.26	Jésu tel ede de kuwe ɓai ede nè:
MRK.4.26	– An-in! gos ke Nube on’n ɓee dè dooge’t. Gos konɓee le’n nga tò asenan karé se doo ke unn ko nyan aw dubu kêm ndɔr’t ɓaa, è tel aw ndi loo le’n. 
MRK.4.27	Loo ke doo nè tò ɓi éké ɔge kum’n ɓi ndɔ a, kada a géa, ko nyan ke è dubu nga in se dè ra’n tɔge ke kété-kété anje kade doo nè ger gir. 
MRK.4.28	Nang kuwe ade ko nyan nè ube a, in ra tɔge sár ade oje ɓita unde kum’n ɓai. 
MRK.4.29	Loo ke ko ide ɓá ɓaa, è ule njékuje koge se kuye ade awi ujei ko tede è nan sa ko ta.
MRK.4.30	Jésu tel deje de kuwe ɓai ede nè:
MRK.4.30	– Ké ri á j’à kuwe kɔje’n Konɓee le Nube wa? Ké gostà ri á j’à kunn kɔje’n dè Konɓee le Nube nga wa? 
MRK.4.31	Konɓee le Nube nga tò tite kum mbi tar karé ke ri’n nè Mutarde. E mbi tar ke kum’n kide nyeem-nyeem dum kum mbi targe ke rang malang ke dé ndɔr dè nang nè se ɓal-ɓal. 
MRK.4.32	Nè loo ke dé dubu’n ɓá ɓaa, ube tɔge yir-yir dum mbi targe ke rang malang. Balkumnge tɔ pel-pel ade helge ke walé asikum rai ndisge le de dè’t.
MRK.4.33	Jésu unn gostàge ke titeke bè ngain ile’n mber Tà ke Maje le Nube ade dooge malang ade ase dè tɔg de’t. 
MRK.4.34	Jésu unn gostà ede’n doobulege tà. Nè loo ke è ndi se kar’n se njékuwe-girnge ɓaa, è ɔrgir gostàge nè malang ade de.
MRK.4.35	Kêm ndɔn’t nè kuwe, loo ke loo sɔl ɓá ɓaa, Jésu ede njékuwe-girnge ede nè:
MRK.4.35	– Ade j’awi gide ba’t nú.
MRK.4.36	Loo ke njékuwegir-Jésuge inyei doobulege ade awi ɓaa, ei unni Jésu kêm ngonn bato ke ndi kêmé kété awi se’n. Ngann batoge ke rang géa awi se de tɔ. 
MRK.4.37	Nganelmal ke bò unde loo tee pitring. Kɔr mann tal bungus-bungus aw kêm bato’t ade nain ngɔr kade rusu kêm’n neĵ. 
MRK.4.38	Nè Jésu tò nang gete dè’n se kali too’n ɓi ɓong bato’t. Njékuwe-girnge reei ndeli nin edi nin ede nè:
MRK.4.38	– Ngar, j’à j’wei. Ké tà yo jé on-in lé á i too’n bè-bè wa?
MRK.4.39	Loo ke è in gir ɓi’t rat ɓaa, è ndáng nganelmal taɓai ede mann ede nè:
MRK.4.39	– Ebe’t ade loo tò nding.
MRK.4.39	Nel ebe ra’n kule ade dè mann tel toso ɗêng-ɗêng. 
MRK.4.40	Go’t gugu, Jésu deje njékuwe-girnge ede nè:
MRK.4.40	– Ké tede ri á i ɓeli bè wa? Ké bain á kundekêm dè Nube’t le si goto bè wa?
MRK.4.41	Ɓel unde de ndàt gang de ade dé deje nan d’ede nè:
MRK.4.41	– Ké doo nè nga è doo ké bain á nel se ba kuwe géa ooi tà tànn’t bè wa?
MRK.5.1	Jésu se njékuwe-girnge gangi ba awi kêm ɓeekon ke Gérasa. 
MRK.5.2	Loo ke Jésu à rise ke nang kêm bato’t ɓai ɓaa, ke loon’t nè kuwe, dingem karé ke ndil ke majelé tò kêmn’t unde loo pitring tee dè ɓada dar’n deĵ. 
MRK.5.3	Doo nè ra ɓee dè ɓada. Nè né è se sul géa, doo karé bè asekum tel tɔ’n ndan lé ta. 
MRK.5.4	Dɔ-dɔ dé tɔ’n se sul a, d’ile kanglang njann’t a tɔ. Nè è gang sul ɗáp-ɗáp a, tête kanglang jap-jap a tɔ. Doo karé bè géa asekum kuwe’n tɔ’n njanm-njanm lé. 
MRK.5.5	Se ndɔge malang, kada a, ndɔɔ a, è ra ɓee dè ɓada a, dè mbalge’t a tɔ. E ur kɔl a, tuje ra’n patat-patat se gaje mbalge a tɔ. 
MRK.5.6	Loo ke è an Jésu heb ɓai kuwe ɓaa, è tɔ ngɔde ree ɔse keje’n nonn’t. 
MRK.5.7	E tam tà se ndu’n ke bòi ede nè:
MRK.5.7	– Ké usi ri ram’t wa? I Jésu Ngonn Nube ke Njèndi sêm danran’t. M’ndêti se ri Nube le kade i ra se’m ndáng lé.
MRK.5.8	E tam tà nè nga titeke bè tede kunn ke Jésu unn ndu’n ade ndil ke majelé ede nè:
MRK.5.8	– I ndil ke majelé, unde loo i tee kêm dingem’t nè nga kɔke.
MRK.5.9	Jésu deje dingem nè nga ede nè:
MRK.5.9	– Ké ri è nan wa?
MRK.5.9	E ile’n dè’t ede nè:
MRK.5.9	– Ri’m nè «kos njérɔge», tede jè bule ngain.
MRK.5.10	Dingem ke ndilge ke majelé tò kêmn’t nga kate Jésu kàt-kàt le kade rɔ de kêm ɓeekon ke Gérasa nga kɔke lé.
MRK.5.11	Kos kɔsnyonge ndai ngɔr kade mbal’t à usei nyan. 
MRK.5.12	Ndilge ke majelé kati Jésu kàt-kàt edi nè:
MRK.5.12	– Inye jé ade j’aw jè tò kêm kos kɔsnyonge’t nè nga.
MRK.5.13	Jésu inye loo ade de. Ndilge ke majelé undei loo teei kêm dingem’t nè nga, awi kêm kos kɔsnyonge’t ɓungei nan dè mbal’t dɔ jɔréi dann ba’t weii kabak. Kos kɔsnyonge nè nga asi aru dɔg loo jooge bè. 
MRK.5.14	Loo ke njé ngonm dege an-in nyan ke tee nè bè ɓaa, in-in se ngɔde awi se tà nè nga asi loo nák-nák kêm ɓee-bò’t se ngann ɓeege. Dooge teei som-som le kawi kan-in nyan ke tee nè nga se kum de. 
MRK.5.15	Loo ke dooge reei ra Jésu’t ɓaa, ei teri dingem ke kété kos ndilge ke majelé undei loo teei kêmn’t nga. Kum’n tel tête rɔk ade tule kubuge rann’t ndii’n maje pêt-pêt. Ɓel unde dooge ndàt gang de. 
MRK.5.16	Njé ke an-in nyan ke tee dè dingem ke kété ndilge ke majelé undei loo teei kêmn’t a, se nyan ke tee dè kos kɔsnyonge’t a tɔ se kum de nga, ɔri ser’n adi dooge ke rang ooi. 
MRK.5.17	Dooge malang unni gir ndêti Jésu le kade inye ɓeekon le de aw loo ke rang’t. 
MRK.5.18	Loo ke Jésu à al kêm ngonn bato’t ɓaa, dingem ke kété ndilge ke majelé tooi kêmn’t nga deje’n ede nè:
MRK.5.18	– Kɔkrɔ karè, ade m’aw sei kuwe.
MRK.5.19	Jésu inye loo ade doo nè nga aw se’n lé, nè è ede’n ede nè:
MRK.5.19	– Ɔte aw ra njé ke lei’t, ɔrgir kêmkanm se nyan malang ke Nube ra sei ade ooi.
MRK.5.20	Loo ke dingem nè ɔte aw ɓaa, unn gir kɔr ser nyan malang ke Jésu ra se’n ase’n loo nák-nák kêm ɓeekon ke ri’n nè Décapole. Kàde dooge malang gete get-get dè tà ke ooi tà dingem’t nè nga.
MRK.5.21	Loo ke Jésu in gide ba’t nú tel ree se ngonn bato ɓaa, kosdoo-bulege ɔsi nja nan rann’t neĵ-neĵ. E nda tà kong ba’t. 
MRK.5.22	Dingem karé bè ri’n nè Jairus. E ngar dè kei kebe nan karé dann madennge’t aw ra Jésu’t. Loo ke è an’n ɓaa, è ɔse keje’n nang nonn’t. 
MRK.5.23	E ndête Jésu ɓɔk-ɓɔk ede nè:
MRK.5.23	– Ngar, ngonn’m ke dinye tò tà yo’t. M’deji le kade i ree ile jii dènn’t aje’n ade’m, m inye’n ade wei lé.
MRK.5.24	Jésu in aw se Jairus. Kosdooge ngain ndolèi goo’n awi rusi nan rann’t njàng-njàng. 
MRK.5.25	Dinye karé ke mese tal rann’t ase lo dɔg-gidé-joo nda dann kosdooge’t nè nga tɔ. 
MRK.5.26	E gui ra njékugege’t bule ade ra’n tur’n se ndáng karè. Taɓai è tuju nyan kingege le’n malang anje kade ratur le’n ɔr dènn’t, nè lot bè á ratur le’n nè nga aw kum’n ke kété-kété. 
MRK.5.27	Dinye nè oo ser nyanra Jésu ɓaa, è kɔi dann doobulege tɔde go Jésu’t aw ɔde tà kubu ke rann’t lêm. 
MRK.5.28	Dinye nè tam kêmn’t ede nè: «Ke nè á m’aw m’ɔde tà kubuge ke ra Jésu’t lêm ɓaa, ratur à ɔr dèm’t karè.» 
MRK.5.29	Loo ke è ɔde tà kubuge ke ra Jésu’t lêm ɓaa, ke loon’t nè kuwe mese ke tal rann’t gang ɗás. E ger kêmn’t titeke ratur le’n nga ɔr dènn’t ɓá ta. 
MRK.5.30	Ke loon’t nè kuwe, Jésu ger kêmn’t titeke tɔgmong kaje dooge tee rann’t ndêin. E tel tur kum’n ke ra doobulege’t deje de ede nè:
MRK.5.30	– Ké nan ɔde tà kubu ke ram’t nè wa?
MRK.5.31	Njékuwe-girnge deji nin edi nè:
MRK.5.31	– Kosdooge ke njin nan rai’t njàng-njàng nè nga an de lé á i deje doo ke njè kɔde rai taɓai wa?
MRK.5.32	Jésu an kosdooge ɗêrêr-ɗêrêr le ger dinye ke njè kɔde ra’n nè nga. 
MRK.5.33	Ɓel ra dinye nè nga ade ndebe nginn-nginn, tede è ger nyan ke è ra nè nga se kêm’n mbak. E ree ɔse keje’n nang non Jésu’t ɔrgir nyan malang ke tee dènn’t nga se ngang’n-ngang’n ade oo. 
MRK.5.34	Nè Jésu ede dinye nè nga ede nè:
MRK.5.34	– Yaa, ratur lei ɔr dèi’t ɓá tede kêmi ke unde dèm’t. Aw se kêmlom, ratur nè nga à tel rai gugu ndan lé ta.
MRK.5.35	Loo ke tà nè nain tà Jésu’t ɓai ɓaa, dooge in-in kêm kei le Jairus ngar dè kei kebe nan, reei edi nin edi nè:
MRK.5.35	– Ngonni ke dinye nga wei ɓá ta. Ké ri taɓai á ɔge’n njèndó dooge nyan taa kebe wa?
MRK.5.36	Nè Jésu unn mbi’n dè tà’t nè nga, è ede Jairus ngar dè kei kebe nan ede nè:
MRK.5.36	– I ɓel lé, unde kêmi dè’m man’t kuwe karé bere.
MRK.5.37	Jésu inye loo ade doo karé ke rang dann’n lé, nè ade Pierre se Jacques se ngokon’n Jean danni nin awi se’n. 
MRK.5.38	Loo ke ei reei teei kêm geng’t le ngar dè kei kebe nan ɓaa, Jésu an dooge ndai à noin se wuwi jik-jik. 
MRK.5.39	Jésu ur go de’t deje de ede nè:
MRK.5.39	– Ké bain á i noin se wuwi jik-jik bè wa? Ngomande nga wei lé ɓai nè tò ɓi karè.
MRK.5.40	Dé ngon kum de dè Jésu’t. Jésu ade dé rɔ dooge nata ɓaa, ɔr bɔ se kon ngonn ke dinye nè nga a, se njékuwe-girnge ke mute a tɔ ade awi se’n. Jésu aw kêm kei ke ngonn ke dinye nè nga tò tutu. 
MRK.5.41	E uwe ji’n ede’n ede nè:
MRK.5.41	– Talita kum, tel se tà kɔje jéi ɓaa, è «Ngomande, i tɔse ndel in dɔ.»
MRK.5.42	Ke loon’t nè kuwe ngomande nè nga ɔse nang in njiye. Ngonn ke dinye nè nga ɓal koje’n è dɔg-gidé-joo. Dooge malang ke ndai tu nyan ke tee’t nè nga, ɓel ra de ngain. 
MRK.5.43	Jésu unn ndu’n ade de le kade d’ɔr sertà nè nga d’ade doo ke rang karé bè géa oo lé. Nè è unn ndu’n ade de le kade d’ade ngomande nè nyan use.
MRK.6.1	Jésu in loon’t nè tel aw kêm ɓee ke Nazareth ke ndɔ ke tɔge tutu. Njékuwe-girnge danni nin awi se’n. 
MRK.6.2	E unn gir ndó dooge nyan kêm kei kebe nan’t se ndɔ taa kebe. Doobulege ke ndii tutu ooi tà lé’n nga, tà ige de sêl ade tami edi nè:
MRK.6.2	– Ké n’inge tàgirge ke titeke bè nga ra wa? Ké gos nyanger nè nga n’in’n ra wa? Ké nan adé tɔgmong á n’ra’n nyankɔbege ke doo an kété ndan lé nè nga wa? 
MRK.6.3	Ké n’ee nga n’ee njè tɔl kagege ke n’ee ngonn le Marie nga lé wa? Ké Jacques se Joses se Jude se Simon nga ei ngakonyége lé wa? Ké kon nannége ei dann jéi’t laa lé wa?
MRK.6.3	Kêm dooge ke Nazareth on de ngain dè Jésu’t ade undei kêm de dènn’t lé. 
MRK.6.4	Nè Jésu ede de ede nè:
MRK.6.4	– Njèribe-dè-tà ke tà Nube’t nga d’ile riɓar dènn’t se looge ke rang malang. Nè njé ke ɓee kojenn’t se njé ke girkà’t le’n, se njénojege le’n kuwe karé á ilei riɓar dènn’t lé.
MRK.6.5	Jésu asekum ra nyankɔbe karé bè kêm ɓee ke Nazareth’t nga lé. Nè né è bè géa, è ɔr ratur ra dooge ke nange. 
MRK.6.6	Tà ige Jésu sêl dè kunn mbi dè tà’t le doobulege.
MRK.6.6	Jésu ɔte aw se ngann ɓeege ke gan-in dè Nazareth gêrêr ndó dooge nyan. 
MRK.6.7	E ɓar njékuwe-girnge ke dɔg-gidé-joo rann’t. E unn gir kule de joo-joo loo kile mber Tà ke Maje’t. E ade de tɔgmong le rɔ’n ndilge ke majelé. 
MRK.6.8	Jésu unn ndu’n ade njékuwe-girnge ede nè:
MRK.6.8	– Loo ke a awi ɓaa unni sade, éké mbu kɔ nyan, éké nar ji si’t lé nè unni kage tɔse kuwe karé bere ji si’t. 
MRK.6.9	I tulei gabang’t nja si’t, nè i tulei kubu dè nan’t joo lé.
MRK.6.10	E tel ede de ede nè:
MRK.6.10	– Kêm kei ke rara ke awi tutu nga, è kuwe i ndii tutu sár kade in-in awi kété. 
MRK.6.11	Kêm ɓee-bò ke rara ke awi tutu nga, ke nè á dooge ke kêm ɓee’t nè uwei sei ke ra de’t lé a, ooi tà le si lé a tɔ ɓaa, loo ke a undei loo le teei nata kêm ɓee’t nè nga ɓaa, i gegi bubur ke nja si’t gák-gák umi dè de’t undei naje le si.
MRK.6.12	Njékuwe-gir-Jésuge ke dɔg-gidé-joo ɔti awi ilei mber edi nè:
MRK.6.12	– I turi hal si le kade i ndii kumgajer se non.
MRK.6.13	Njékuwegir-Jésuge rɔi ndilge ke majelé bule ngain kêm dooge’t a, ndumi wubu dè njératurge’t bule ɔri raturge dè de’t a tɔ.
MRK.6.14	Ngar Hérode Antipas oo titeke kɔbe Jésu oso se loo mbit-mbit ade dooge ke nange tami edi nè:
MRK.6.14	– E Jean ke ndɔ ke è njèkule dooge manné njonm nè á unde loo tee dann njé ke koo’t. Gir’n ke nè á aw’n se tɔgmong le ra’n nyankɔbege gai-gai.
MRK.6.15	Dooge ke nange tami edi nè:
MRK.6.15	– E Elie.
MRK.6.15	Njé ke nange ke rang tami edi nè:
MRK.6.15	– E njèribe-dè-tà ke tà Nube’t ke tite made’n karé dann njéribe-dè-tàge ke kété mari á unde loo tee dann njé ke koo’t.
MRK.6.16	Nè loo ke ngar Hérode Antipas oo sertàge nè nga bè ɓaa, è tam kêmn’t ede nè:
MRK.6.16	– E Jean ke njèkule dooge manné njonm ke ndɔ ke m’ade dé tuge kobe’n dé gang nè nga kuwe á unde loo tee dann njé ke koo’t non.
MRK.6.17	Hérode Antipas kuwe ndɔ ke unn ndu’n ade d’uwe Jean dé tɔ’n d’ile’n dangai’t . E ra bè tede le taa’n kum neen’n Hérodiade. Hérodiade nga kété taa Hérode Philippe ngokon Hérode Antipas. 
MRK.6.18	Jean nga ndɔ ke ede Hérode Antipas ede nè: «Taa neen ngokoin nga è nyan ke kum ra lé sár.» 
MRK.6.19	Wong ra Hérodiade ngain dè Jean’t ade ndige tɔl’n. Nè è se dè ra’n asekum sule Hérode kade tɔl Jean lé. 
MRK.6.20	Hérode Antipas ile koje dè Jean’t ngain. E ger’n ke doo ke njè ra nyan se dè naje’n a, se doo ke tò se ninn’n a tɔ. E an dè Jean sêw-sêw, nè loo ke è oo tà le’n ɓaa, tàgir le’n aw yo-yo, nè-nè. Nè né è bè géa, Hérode Antipas ur mbi’n oo’n tà le Jean se ranel. 
MRK.6.21	Ndɔ karé bè, Hérode ra nan ke ɔje dè ɓal koje’n. E ndɔ ke kanm ke Hérodiade ndi ngine tchên. Hérode Antipas ade dé ra nyankusege ranm-ranm ɓar’n balkum njékonɓeege le’n se njé kan dè njérɔge a se dooge ke ngàk-ngàk ke kêm ɓeekon ke Galilée a tɔ. 
MRK.6.22	Ngonn le Hérodiade ke mande aw go de’t kêm kei loo ra nan’t nè nga. E ndam ade nel ngar Hérode se njé ke è ɓar de loo nyankuse’t nè nga. Ngar Hérode ede ngomande nè nga ede nè:
MRK.6.22	– Nyan riri géa i deje’m ɓaa, m’a m’adi kuwe.
MRK.6.23	Hérode in ile tà kɔke salang ede nè:
MRK.6.23	– M’unn ndu’m se ri Nube, nyan riri ke i deje’m nga, né è debe ɓeekon le’m géa, m’a m’adi kuwe.
MRK.6.24	Ngomande nè nga unde loo tee aw deje kon’n ede nè:
MRK.6.24	– Ké ri á i ndige kade m’deje wa?
MRK.6.24	Kon’n ede’n ede nè:
MRK.6.24	– I deje dè Jean ke njèkule dooge manné njonm nga.
MRK.6.25	Ke loon’t nè kuwe, ngomande nè nga ɔse wan tel dè njann’t aw ra ngar Hérode’t ede’n ede nè:
MRK.6.25	– Ade’m dè Jean ke njèkule dooge manné njonm kêm nyan’t ɗari-ɗarinè.
MRK.6.26	Ngar tel ndinge ra’n. Nè è asekum kɔge nyan ke ngomande deje’n nè nga lé, tede tà ke kété in ile kɔke salang tàkum dooge ke è ɓar de loo nyankuse’t nga. 
MRK.6.27	Ke loon’t nè kuwe, ngar Hérode Antipas unn ndu’n ade njèrɔ karé ke njè ngonm dangaige ede nè:
MRK.6.27	– Aw i ree se dè Jean ke njèkule dooge manné njonm ade’m.
MRK.6.27	Njérɔ nè nga ɔte aw kêm kei dangai’t, tuge dè Jean se kuye kaskar gang. 
MRK.6.28	Loo ke è tuge dè Jean gang ɓá ɓaa, è ile kêm nyan ke laa’t ree’n ade ngomande. Ngomande nè nga in-in’n ke kété aw’n ade kon’n. 
MRK.6.29	Loo ke pajage le Jean ooi tà’n ɓaa, awi unni ninn’n dubi.
MRK.6.30	Njékawkulege teli reei ɔsi nja nan ra Jésu’t ɔri ser kulege malang ke kété rai a, se nyange malang ke kété ndói dooge a tɔ adi oo. 
MRK.6.31	Jésu unn ndu’n ade de ede nè:
MRK.6.31	– Sei kuwe i reei ade j’awi ngang loo’t nata jè taai kebe ndêin ɓita.
MRK.6.31	Tede doobulege awi a, teli a, ade d’inge loo kuse nyan bè géa lé. 
MRK.6.32	Jésu se njékuwe-girnge ali kêm ngonn bato’t, awi ngang loo’t nata. 
MRK.6.33	Dooge ngain an-in de loo kaw’t a, geri loo ke d’a d’aw ke tutu a tɔ. Dooge in-in se kêm ɓee-ɓee malang awi se nja de teei loo ke Jésu se njékuwe-girnge à awi ke tutu nga kété. 
MRK.6.34	Loo ke Jésu rise nang kêm ngonn bato’t ɓaa, an kosdoo-bulege. E an kumndoo le de tede tooi asinan se batege ke njèkul de goto bè. E an kumndoo le de ade unn gir ndó de tàge ngain bè. 
MRK.6.35	Nain ngɔr kade kàde ur. Njékuwe-gir-Jésuge reei rann’t edi nin edi nè:
MRK.6.35	– Loo ke nè nga è ngang loo ke nata karè a, kàde géa à ur ngɔr a tɔ. 
MRK.6.36	Unn ndui ade doobulege teli awi kêm ɓeege’t se ngann ɓeege ke dè nan’t gêrêr nè, ndogoi nyan usei.
MRK.6.37	Jésu ede de ede nè:
MRK.6.37	– Sei kuwe adi de nyan d’use.
MRK.6.37	Nè njékuwe-girnge deji nin se gos edi nè:
MRK.6.37	– Ké i ndige kade j’aw jè ndogo nyankuse kum nar kule ke ndɔ aru joo ɓaa, j’ade de d’use wa?
MRK.6.38	Jésu tel deje de se gos ede nè:
MRK.6.38	– Ké mapa ke ji si’t nga è kandang wa? Awi an-in ɓita.
MRK.6.38	Loo ke d’aw dé deje ɓaa, d’ede’n d’ede nè:
MRK.6.38	– Mapa è mi a, tutu kanje è joo a tɔ.
MRK.6.39	Jésu unn ndu’n ade njékuwe-girnge ede nè:
MRK.6.39	– Adi dooge malang ndii nang. Adi mate de ke karé ndii dè walè ke tebe’t nè a, adi mate de karé ke rang ndii dè walè ke tebe’t nú a tɔ.
MRK.6.40	Dooge ndi nang rip-rip se mate de, mate de. Njé ke nange ndii dè nan’t aru, njé ke nange ndii dè nan’t asi kɔr-mi a tɔ. 
MRK.6.41	Jésu unn mapa ke mi se tutu kanjege ke joo nè nga jinn’t. E an loo ke danrán, ra Nube oiyo ɓita tête danné ade njékuwe-girnge le kade kayai awi undei non mate dooge malang. Go’t gugu, Jésu kai kanje ke joo nè nga kosdooge malang. 
MRK.6.42	Nanan géa use mapa ndann gɔj-gɔj. 
MRK.6.43	Gute mapa se kanje ke nain nga njékuwegir-Jésuge otoi rusu ngann janga dɔg-gidé-joo. 
