GEN.1.1	Mula-mula Tuhan Allah bekin langit deng bumi.
MAT.5.47	Jadi, kalo lu cuma kasi saloom sang lu pung tamán, na, dia pung lebe apa? Te orang yang sonde parcaya sang Tuhan Allah ju bekin bagitu. 
MAT.5.48	Jadi inga, é! Lu pung Bapa di sorga sayang samua orang. Jadi lu ju musti bekin iko bagitu!”
MAT.6.1	Yesus ajar tarús bilang, “Inga, é! Jang iko-iko agama pung atoran ko biar orang puji-puji sang bosong. Te kalo bosong bekin bagitu, na, bosong pung Bapa di sorga sonde akan kasi bosong pung upa apa-apa.
MAT.6.2	Kalo bosong mau tolong orang kasian dong, na, jang pi badodol di mana-mana. Te kalo bosong bekin bagitu, na, bosong su sama ke orang yang omong laen bekin laen. Dong suka pasiar pi ruma sambayang ko biar orang puji sang dong bilang, ‘Awii, ini orang ni, hebat mati, ó!’ Beta omong yang batúl! Deng makan puji bagitu, dong su tarima abis dong pung upa. 
MAT.6.3	Jadi, kalo bosong mau tolong orang kasian dong, na, jang kasi tau sapa-sapa, é! 
MAT.6.4	Deng bagitu, orang di ini dunya sonde tau. Ma bosong pung Bapa di sorga yang tau apa yang bosong bekin diam-diam tu. Nanti Dia balas sang bosong deng berkat bam-banya.”
MAT.6.5	“Waktu bosong sambayang, na, jang bekin diri sama ke orang yang omong laen bekin laen. Dong suka pi pasiar di jalan rame, deng badiri di dalam ruma sambayang, ko biar orang banya lia deng puji-puji sang dong bilang, ‘Awii! Dong ni, orang barisi, ó!’ Ma dengar, é! Deng makan puji bagitu, dong su tarima abis dong pung upa.
MAT.6.6	Ma bosong sonde bole bagitu. Kalo bosong sambayang, na, maso pi dalam kamar ko tutu pintu. Ais sambayang diam-diam pi sang bosong pung Bapa. Biar orang laen sonde lia, ma bosong pung Bapa yang lia. Nanti Dia balas kasi sang bosong deng berkat bam-banya. 
MAT.6.7	Kalo bosong sambayang, na, jang omong bataputar pi-datang. Te orang yang sonde kanál sang Tuhan Allah ju bisa sambayang bagitu. Dong pikir kata, Tuhan Allah suka dengar dong pung sambayang yang panjang lalolak tu. 
MAT.6.8	Jang bekin iko sama ke dong, é! Te biar bosong balóm minta apa-apa sang Bapa di sorga, ma Dia su tau memang apa yang bosong parlú. 
MAT.6.9	Jadi, kalo sambayang, na, pake conto bagini:
MAT.6.9	‘Bapa di sorga! Bapa pung nama paling barisi.
MAT.6.9	Biar samua orang angka nae tinggi-tinggi Bapa pung nama yang hebat.
MAT.6.10	Biar Bapa jadi Raja kasi samua orang!
MAT.6.10	Biar samua orang bekin iko Bapa pung parenta di ini dunya,
MAT.6.10	sama ke Bapa pung ana bua dong bekin iko Bapa pung parenta di sorga.
MAT.6.11	Bapa tolong kasi sang botong makanan yang cukup tiap hari.
MAT.6.12	Botong minta Bapa hapus buang botong pung sala-sala dong,
MAT.6.12	sama ke botong ju lupa buang orang pung sala yang dong bekin sang botong.
MAT.6.13	Bapa, jaga ko botong sonde bekin jahat.
MAT.6.13	Deng kasi salamat sang botong, dari setan pung kuasa.
MAT.6.13	[Te Bapa tu, Raja yang paling kuasa deng paling hebat.
MAT.6.13	Bapa yang pegang parenta tarús-tarús.
MAT.6.13	Botong pung sambayang, bagitu sa Bapa. Amin.]’
MAT.6.14	Ma dengar, é! Kalo bosong lupa buang orang pung sala sang bosong, nanti bosong pung Bapa di sorga ju hapus buang bosong pung sala-sala dong. 
MAT.6.15	Ma kalo bosong sonde mau lupa buang orang pung sala sang bosong, nanti bosong pung Bapa ju sonde lupa bosong pung sala-sala dong.”
MAT.6.16	“Kalo bosong sambayang deng puasa, na, jang bekin muka masnanaꞌok sama ke orang yang omong laen bekin laen. Te dong bekin bagitu ko biar orang puji sang dong bilang, ‘Awii! Dong ni, orang barisi, ó!’ Ma dengar, é! Deng makan puji bagitu, dong su tarima abis dong pung upa. 
MAT.6.17	Ma kalo bosong puasa, na, cuci bosong pung muka barisi-barisi, deng sisir rambu bae-bae! 
MAT.6.18	Jadi nanti orang lia sang bosong, dong sonde tau bilang, bosong ada puasa. Ma bosong pung Bapa yang tau. Nanti Dia balas kasi sang bosong deng berkat bam-banya.”
MAT.6.19	“Jang karjá karás ko kumpul harta bam-banya di ini dunya. Te fufuk deng karat nanti bekin rusak sang dong. Deng pancuri ju datang bongkar ko angka bawa.
MAT.6.20	Ma lebe bae bosong karjá karás ko kumpul harta bam-banya di sorga. Te di sana fufuk deng karat sonde bisa bekin rusak. Deng pancuri ju sonde bisa datang bongkar ko angka bawa. 
MAT.6.21	Bosong simpan bosong pung harta di mana, pasti bosong pung hati ju makaditi di sana.”
MAT.6.22	“Orang pung mata, sama ke lampu yang bekin taráng dia pung dalam hati. Kalo dia pung mata taráng, na, dia iko jalan idop yang bae, sama ke orang yang jalan dalam taráng. 
MAT.6.23	Ma kalo dia pung mata kabur, na, dia sonde iko jalan yang bae, sama ke orang yang jalan raba-raba dalam galáp. Jadi, kalo itu taráng yang ada di bosong pung hati su jadi galáp, na, bosong ju idop dalam galáp.”
MAT.6.24	“Orang sonde bisa karjá batúl-batúl kasi dua bos, tagal dia nanti suka sang bos yang satu, lebe dari bos yang laen. Bisa ju dia iko bos yang satu, ma dia sonde toe deng bos yang laen. Tagal itu, lu sonde bisa bilang, ‘Tuhan tu, yang hak parenta sang beta,’ kalo lu su bekin doi jadi lu pung bos.
MAT.6.25	Andia ko Beta kasi tau bagini: jang repot deng bapikir, beta mau idop karmana, beta mau makan apa, minum apa, pake apa? Bosong kira idop tu, cuma buat makan sa? Deng badan tu, cuma buat pake baju sa? Bukan bagitu. 
MAT.6.26	Coba lia itu burung yang tarbáng di udara dong. Dong sonde repot batanam deng bakoru ko simpan makanan dalam gudang. Ma bosong pung Bapa di sorga piara sang dong tarús. Dia ju tantu bisa piara sang bosong lebe dari ini lai. Jadi pikir bae-bae dolo. Te Dia nilei bosong lebe dari itu burung dong. 
MAT.6.27	Kalo orang badiri di muka carmín, ais dia repot deng dia pung diri, dia bisa bekin tamba tinggi dia pung badan, ko? Sonde bisa! 
MAT.6.28	Kalo sonde, na, akurang ko bosong barepot ko pikir-pikir soꞌal pakean lai? Pi lia coba itu bunga bakung di padang. Dong sonde putar banáng, deng sonde tanún kaen.
MAT.6.29	Ma dengar bae-bae, ó! Raja Soleman pung pakean yang paling mewa ju, sonde bisa lawan itu bunga dong pung bagus.
MAT.6.30	Te Tuhan Allah taro hati di bunga yang cuma idop ini hari, ais beso mati ko orang buang pi dalam api. Kalo Dia bekin bagitu, Dia ju pasti kasi pake sang bosong lebe dari itu bunga dong. Jadi, akurang ko bosong sonde parcaya batúl-batúl sang Dia? 
MAT.6.31	Jadi sonde usa repot bapikir bilang, ‘Botong mau makan apa?’ ko, ‘Botong mau minum apa?’ ko, ‘Botong mau pake apa?’ 
MAT.6.32	Orang yang sonde parcaya sang Tuhan Allah, dong banting tulang ko mau coba dapa itu hal samua. Ma bosong jang bagitu, te bosong pung Bapa di sorga su tau samua yang bosong parlú. 
MAT.6.33	Ma bosong musti kasi jalan Dia pung karjá dolo, deng musti iko Dia pung parenta dolo, ais nanti Dia kasi tamba samua hal yang bosong parlú. 
MAT.6.34	Jadi jang repot bapikir deng apa yang bosong parlú beso. Te beso ada dia pung repot laen lai. Ini hari pung susa su cukup.”
MAT.7.1	“Bosong jang tudu orang, ko biar Tuhan jang tudu sang bosong. 
MAT.7.2	Bosong nilei orang karmana, na, nanti Tuhan Allah nilei sang bosong bagitu ju. Bosong ukur orang laen pung sala karmana, nanti Tuhan Allah ukur sang bosong bagitu ju.
MAT.7.3	Te lu suka tanda orang pung sala kici ana sa, ma lu pung sala yang bésar, lu anggap ke sonde ada sa. Itu sama ke lu lia abu satu titik di lu pung tamán pung mata. Padahal ada balok bésar pele lu pung mata, ma lu sonde rasa. 
MAT.7.4	Karmana ko lu barani omong bilang, ‘Konco! Mari ko beta tolong lap kasi kaluar itu abu dari lu pung mata biji dolo.’ Padahal lu sandiri sonde bisa lia apa-apa, te ada balok pele lu pung mata na. 
MAT.7.5	Woi! Dasar lu tu, orang muka-balakang batúl! Tolong doo! Angka buang itu balok dari lu pung mata sandiri dolo, baru lu bisa lia, ko tolong lap buang abu sapoꞌong ana dari lu pung kawan pung mata.
MAT.7.6	Jang ajar hal barisi soꞌal Tuhan, kasi tukang baꞌolok. Tagal dong tu, sama ke anjing jahat yang nanti bale datang ko saráng sang bosong. Dong ju bodo sama ke babi. Kalo orang kasi kalong mutiara yang mahal, na, dia sonde toe! Te dia cuma tau inja-inja sa.”
MAT.7.7	“Kalo bosong sambayang,
MAT.7.7	minta tarús sang Tuhan;
MAT.7.7	nanti Dia kasi.
MAT.7.7	Kalo cari tarús;
MAT.7.7	nanti Dia kasi tunju jalan.
MAT.7.7	Kalo eki tarús;
MAT.7.7	nanti Dia buka pintu.
MAT.7.8	Te samua orang yang minta tarús sang Tuhan,
MAT.7.8	nanti tarima.
MAT.7.8	Yang cari tarús,
MAT.7.8	nanti dapa.
MAT.7.8	Yang eki tarús,
MAT.7.8	nanti Dia buka pintu.
MAT.7.9	Bosong pikir coba! Kalo ada ana yang minta roti, tantu dia pung bapa sonde kasi batu, aa? 
MAT.7.10	Ko, kalo ana minta ikan, bapa sonde kasi ular! 
MAT.7.11	Bosong pung Bapa di sorga tu, memang bae batúl. Jadi kalo manusia yang jahat macam bosong sa, suka kasi barang yang bae sang bosong pung ana dong, apalai bosong pung Bapa! Dia tantu kasi apa yang bosong minta.
MAT.7.12	Jadi, apa yang lu mau orang laen bekin kasi sang lu, na, lu musti bekin bagitu kasi sang dia ju. Tagal ini ni, dasar dari samua yang baꞌi Musa deng Tuhan Allah pung jubir laen dong su ajar memang dari dolu.”
MAT.7.13	“Kalo orang mau maso sorga, na, dia musti jalan lewat pintu yang sampít. Te ada jalan yang gampang deng pintu yang lebar ju, yang orang banya dong suka lewat. Ma awas, ó! Te jalan bagitu yang bawa orang pi naraka, ko dong tapisa buang dari Tuhan. 
MAT.7.14	Orang yang mau maso sorga musti iko itu jalan yang susa, deng maso itu pintu yang sampít. Te biar cuma sadiki orang sa yang jalan di situ, ma jalan sampít bagitu yang bawa orang pi Tuhan.”
MAT.7.15	“Ati-ati deng tukang tipu yang angka diri bilang, dong tu Tuhan pung jubir. Te dong bekin diri pura-pura bae sama ke domba. Padahal dong tu jahat, sama ke anjing utan yang datang makan domba. 
MAT.7.16	Karmana bosong bisa kanál orang yang pura-pura? Lia sa dari apa yang dong bekin. Sama ke orang lia bua, ko kanál itu bua pung pohon. Bua yang bae, sonde kaluar dari pohon yang sonde bae. 
MAT.7.17	Te pohon yang bae kasi kaluar bua yang bae. Ma pohon yang sonde bae, kasi kaluar bua yang sonde bae. 
MAT.7.18	Sonde ada pohon yang bae yang kasi kaluar bua yang sonde bae. Deng sonde ada pohon yang sonde bae yang kasi kaluar bua yang bae. 
MAT.7.19	Pohon yang kasi kaluar bua yang sonde bae, tantu dong datang potong ko lempar buang maso pi dalam api.
MAT.7.20	Bagitu ju deng itu jubir pura-pura dong. Bosong bisa kanál sang dong dari dong pung bekin-bekin.”
MAT.7.21	“Nanti ada orang yang sapa sang Beta bilang, ‘Bos!’, andia yang hak parenta sang dong. Ma dong cuma subu di bibir sa. Nanti Tuhan Allah di sorga tola buang sang dong. Te cuma orang yang iko batúl-batúl Dia pung mau sa, yang Dia tarima ame jadi Dia pung orang. 
MAT.7.22	Nanti waktu hari kiamat, banya orang mangaku bilang, Beta ni yang hak parenta sang dong. Dong kokoe sang Beta bilang, ‘Bos, é! Botong su pi kasi tasiar Bos pung ajaran. Botong ju usir setan dong pake Bos pung nama. Deng botong bekin tanda heran macam-macam pake Bos pung kuasa.’
MAT.7.23	Biar dong maen kokoe sang Beta bagitu ju, ma nanti Beta kasi tau dong bilang, ‘Bosong ni, sapa? Beta sonde kanál sang bosong, te bosong sonde idop iko Tuhan pung mau. Jadi iskarobis dari sini su!’ ”
MAT.7.24	“Orang yang datang dengar sang Beta, ais bekin iko Beta pung omong, dia sama ke orang yang pintar, yang kasi badiri dia pung ruma di atas fanderen batu. 
MAT.7.25	Lama-lama ju ujan bésar turun sampe banjer datang. Angin kincang ju datang hantam itu ruma. Ma itu ruma sonde rubu, tagal dia badiri di atas fanderen batu yang kuat.
MAT.7.26	Orang yang datang dengar sang Beta, ma dia sonde bekin iko Beta pung omong, dia sama ke orang bodo yang kasi badiri dia pung ruma di atas pasir. 
MAT.7.27	Lama-lama ju ujan bésar turun sampe banjer datang. Angin kincang ju datang hantam itu ruma. Ju itu ruma rubu buang sampe ancor-ancor.”
MAT.7.28	Yesus omong abis bagitu, ju samua orang dong taheran-heran dengar Dia pung ajaran, 
MAT.7.29	te Dia tau batúl-batúl itu ajaran pung isi. Dia pung cara ajar tu, sonde sama deng dong pung guru agama dong.
MAT.8.1	Yesus turun datang dari gunung, ju orang banya dong rame-rame pi iko sang Dia. 
MAT.8.2	Takuju sa, ada satu orang panyaki kusta datang mangada sang Dia. Dia tikam lutut ko minta tolong sang Yesus bilang, “Bos, é! Tolong sang beta dolo! Kalo mau, na, Bos bisa kasi ilang beta pung panyaki ni, ko biar orang jang noju sang beta lai, ju beta bisa sambayang lai dalam ruma ibadat.”
MAT.8.3	Dengar bagitu, ju Yesus sorong tangan, ais sonto itu orang kusta, deng omong bilang, “Beta mau sa! Lu bae su!” Takuju sa, itu orang pung panyaki ilang memang. 
MAT.8.4	Ais Yesus kasi tau sang dia bilang, “Inga, é! Lu su bae, ma sonde bole kasi tau sapa-sapa. Lu musti iko baꞌi Musa pung atoran dolo. Jadi pi di kapala agama, ko dia pareksa lu pung badan, biar dia tau lu pung panyaki su ilang batúl, ko sonde. Ais lu musti kasi persembahan tanda tarima kasi, ko orang samua tau bilang, lu su bae batúl.”
MAT.8.5	Ais itu, ju Yesus maso pi kampong Kapernaum. Di situ ada satu komandán tantara Roma yang datang ko mau minta tolong bilang, 
MAT.8.6	“Bos, é! Beta pung ana karjá satu ada saki barát di ruma. Dia sonde bisa bangun dari koi, te dia ada sangsara mau mati.”
MAT.8.7	Yesus manyao bilang, “Bae! Nanti Beta pi ko bekin bae sang dia.”
MAT.8.8	Ma itu komandán bilang, “Bos! Sonde usa cape-cape pi lai, te beta sonde pantas tarima sang Bos di beta pung ruma. Asal Bos omong sa dari sini, beta pung ana karjá tu, pasti bae memang. 
MAT.8.9	Beta mangarti ini hal, tagal beta pung bos dong ada pung kuasa ko parenta sang beta. Deng beta ju ada pung kuasa ko parenta beta pung tantara dong. Kalo beta kasi parenta beta pung ana bua bilang, ‘Pi sana!’ pasti dia pi. Kalo beta bilang, ‘Datang sini!’ pasti dia datang. Deng kalo beta suru beta pung orang karjá bilang, ‘Karjá ini!’ pasti dia bekin bagitu. Jadi asal Bos omong sa, pasti beta pung ana karjá tu, bae memang.”
MAT.8.10	Dengar bagitu, ju Yesus heran. Dia omong sang itu orang banya yang ada iko deng Dia bilang, “Heran, é! Su bagini lama, ma Beta balóm parná katumu satu orang Yahudi ju yang parcaya sama kuat ke ini orang Roma! 
MAT.8.11	Dengar, é! Te nanti ada banya orang luar sama ke ini orang Roma ni yang datang dari sablá matahari nae deng dari sablá matahari turun, ko dudu makan pesta sama-sama deng baꞌi Abraham, baꞌi Isak deng baꞌi Yakob dalam Tuhan Allah pung ruma di sorga.
MAT.8.12	Biar Tuhan su pili orang Yahudi ko jadi Dia pung orang, ma ada banya yang sonde toe sang Dia. Nanti Dia tola buang sang dong pi tampa galáp buta. Di situ dong manangis makarereu deng sangsara mati pung.”
MAT.8.13	Omong ais bagitu, ju Yesus kasi tau sang itu komandán bilang, “Pak pulang su. Te itu ana karjá su bae, sama ke pak pung parcaya.” Pas itu waktu ju, itu ana bae memang.
MAT.8.14	Ais satu kali, Yesus pi di Petrus pung ruma. Dia lia Petrus pung mama mantu ada tidor di koi, te dia ada damám. 
MAT.8.15	Yesus pegang dia pung tangan, ju itu mamatua pung damám ilang memang. Ais dia bangun ko pi urus sang Yesus dong.
MAT.8.16	Waktu matahari mulai turun, ju orang dong datang bawa dong pung orang yang takaná setan dong. Ais Yesus parenta itu setan dong bilang, “Heh, setan! Iskarobis dari ini orang dong!” Ju itu setan dong kaluar memang. Dia ju bekin bae samua orang saki. 
MAT.8.17	Dia bekin ini samua, ko bekin iko apa yang Tuhan Allah pung jubir Yesaya su tulis memang bilang,
MAT.8.17	“Dia bekin bae kotong pung panyaki.
MAT.8.17	Deng Dia tanggong kotong pung sangsara.”
MAT.8.18	Ais itu, Yesus dapa lia orang bam-banya datang kuliling sang Dia. Ju Dia suru Dia pung ana bua dong bilang, “Mari ko kotong balayar pi dano pung sablá.”
MAT.8.19	Ju ada satu guru agama datang omong bilang, “Bapa Guru! Bapa pi mana sa, na, beta mau iko tarús deng Bapa!”
MAT.8.20	Ma Yesus manyao bilang, “Bae ju! Ma inga bagini. Samua orang deng binatang ada dong pung tampa tenga sandiri. Anjing utan kambali pi dia pung lobang. Burung kambali pi dia pung sarang. Ma Beta, Manusia Tulen ni, sonde ada pung ruma sandiri ko pulang pi situ. Tampa alas kapala ju sonde ada.”
MAT.8.21	Ais satu orang laen lai, yang ada iko-iko sang Dia, datang minta bilang, “Bos! Beta mau iko sang Bos, ma biar beta pulang ko urus orang tua dong dolo. Kalo beta pung bapa su mati, na, baru beta iko.”
MAT.8.22	Ma Yesus omong bilang, “Bagini! Kasi tenga ko orang yang sonde ada pung parcaya sang Tuhan dong, urus dong pung orang mati. Te kalo lu mau iko sang Beta, na, lu musti iko batúl-batúl!”
MAT.8.23	Ais itu, ju Yesus nae pi atas parahu sama-sama deng Dia pung ana bua dong. 
MAT.8.24	Waktu dong ada balayar pi dano pung sablá, ju Dia tidor. Sonde lama ju, angin ribut datang. Galombang puku pi-datang, ju aer maso pi dalam parahu. 
MAT.8.25	Lia bagitu, ju ana bua dong kasi bangun sang Dia bilang, “Bos! Bos, é! Bangun ko tolong kasi salamat sang botong dolo! Te kotong su mau mati tanggalám ni!”
MAT.8.26	Ju Yesus manyao bilang, “Weh, akurang ko bosong taku!? Bosong sonde parcaya sang Beta, ko?” Ju Dia bangun. Ais Dia togor itu angin deng galombang bilang, “Barenti su!” Ju galombang deng angin jadi tadó memang.
MAT.8.27	Ju Yesus pung ana bua dong heran. Dong bilang, “Awii! Dia ni, sapa, é? Karmana ko Dia bisa parenta angin deng galombang ko dong iko Dia pung mau?”
MAT.8.28	Sonde lama lai, ju dong sampe di dano pung sablá, di orang Gadara
MAT.8.29	dong batarea bilang, “Woi, Tuhan Allah pung Ana! Akurang ko Lu datang ganggu sang botong? Biar dia pung waktu ko mau hukum sang botong balóm sampe, ma Lu su mau siksa sang botong.”
MAT.8.30	Sonde jao dari situ, ada babi bam-banya doꞌi-doꞌi tana ko cari makan. 
MAT.8.31	Ju itu setan dong minta sang Yesus bilang, “Kalo mau usir sang botong, na, suru sang botong ko maso pi dalam itu babi dong sa!”
MAT.8.32	Ju Yesus parenta sang dong bilang, “Pi su!” Ais, itu setan dong kaluar kasi tenga itu dua orang, ju dong maso pi dalam itu babi dong. Tarús itu babi dong lari harba-biruk turun iko pinggir gunung ko maso pi dalam dano. Ju dong samua mati tanggalám.
MAT.8.33	Lia bagitu ju, tukang jaga babi dong lari pulang pi kampong, ju dong carita samua-samua. 
MAT.8.34	Dengar dong pung carita bagitu, ju orang banya dong kaluar pi itu tampa. Dong katumu sang Yesus, ju dong noki-noki ko Dia jalan kasi tenga dong pung tampa.
MAT.9.1	Ais itu, Yesus dong nae kambali pi dalam parahu, ko balayar pi dano pung sablá, sampe di Dia pung kota sandiri. 
MAT.9.2	Di situ ada orang yang dorok bawa dong pung kawan yang lumpu ko pi di Dia. Lia bagitu ju, Yesus tau dong ada parcaya sang Dia bilang, Dia bisa bekin bae dong pung kawan tu. Ju Dia omong sang itu orang lumpu bilang, “Ana, é! Kasi kuat lu pung hati dolo! Te Beta su hapus buang lu pung sala dong.”
MAT.9.3	Ma ada barapa orang guru agama Yahudi di situ, yang dengar Yesus pung omong tu. Ju dong pung hati panas memang. Ais dong baꞌomong bilang, “Ini orang talalu barani omong bagitu, ó! Cuma Tuhan Allah sa yang bisa kasi ampon orang pung sala. Ma ini orang pung omong tu, bekin diri sama ke dia Tuhan Allah sa. Dia su hojat tu!”
MAT.9.4	Ma Yesus tau dong pung dalam hati. Ais Dia omong bilang, “Akurang ko bosong pikir kata, Beta ni, ada omong hojat? 
MAT.9.5	Mana yang lebe gampang? Kalo Beta kasi tau sang ini orang lumpu ni bilang, ‘Lu pung sala su dapa ampon,’ ko, Beta bilang, ‘Bangun suda, ko pulang.’ 
MAT.9.6	Kalo dia bangun memang, bosong baru lia bukti bilang, Beta ni, Manusia Tulen. Te Beta ada hak ko kasi ampon orang pung sala.”
MAT.9.6	Ju Yesus parenta sang itu orang lumpu bilang, “Bangun su! Angka lu pung tandu ko jalan pulang!”
MAT.9.7	Tarús, itu orang lumpu bangun, ju dia jalan pulang. 
MAT.9.8	Lia bagitu ju, samua orang heran. Ais dong angka nae tinggi-tinggi Tuhan Allah pung nama bilang, “Tuhan Allah tu, talalu hebat, ó! Dia su kasi kuasa bésar bagini sang manusia.”
