GEN.1.1	Ese agafare Anumzamo monane mopane trohu'ne. 
GEN.29.12	Jekopu'a Resoli asmino, Nfaka'mofo nesaro Rebeka mofavre mani'noe higeno, Resoli agareno vuno nefa ome asmi'ne. 
GEN.29.13	Hanki Labani agri nenogo ne' mofavremofo ke nentahino, agareno ome ke'naku vuno, ome anukino antako hunenteno avreno noma'afi ene. Hanki Jekopu'a hakare kea asmi vga'rene. 
GEN.29.14	Lebani amanage huno asmi'ne, kagra nagri kora maninane. Jekopu anante mago ika agrane mani'ne.
GEN.29.15	Labani amanage huno Jekopuna asmi'ne, Kagra nagri kora mani'nane, hagi amne eri'za e'origahane? Nasmio, nama'a kagrira miza hugantegahue? 
GEN.29.16	Labani'a tare mofatre znante'ne, kotamofo agi'a Lea'e, osi'mofo agi'a Resoli'e. 
GEN.29.17	Lea avurgamo'a kzagiri'ne, hagi Resoli avurgamo ene, avufgamo enena knarezantfa hu'ne. 
GEN.29.18	Jekopu'a Resoli avesinteno, amanage hu'ne, nagra 7ni'a kafufi osi mofaka'a Resoli erikura erizanka'a erigantegahue. 
GEN.29.19	Labani amanage hu'ne, Ru vahe ami'zankura kagrima kamisuana knare hu'neanki nagrane manio. 
GEN.29.20	Resolima a' erikura Jekopu'a 7ni'a zgegfu eri'zana eri'ne, ana kna'mo'a agritera osi knasentene, na'ankure agrama Resolima avesinte'negu ana hu'ne.
GEN.29.21	Jekopu amanage Labaniku hu'ne, Knama nmi'nana kna vga'reanki a'nia nmige'na agrane msa'neno. 
GEN.29.22	Labani ana kumate miko vahe zamare tru huno, ra ne'za kre'ne. 
GEN.29.23	Ana kenegera nefa'a Lea avreno Jekopu ome amigeno anteno mse'ne. 
GEN.29.24	Labani'a eri'za erinentea a' Zilpa avreno mofa'a Lea katoza huminogu eme ami'ne. 
GEN.29.25	Hanki mseno kotigeno nanterana keana Lea mani'negeno! Agra Labaniku amanage hu'ne, Na'a amazana hunantane? Resolinte erizana eri kantenofi? Nahigenka renavatga hane? 
GEN.29.26	Ana hianagi Labani amanage hu'ne, tagri kumapina nagna'amo nuna'amofo agtereno ve' eri'zana omne'ne. 
GEN.29.27	Mago sonta manitegeta, tagra mago'mofona kamisnunkenka ete mago'ene 7ni'a zgegfu erizana eri nantegahane. 
GEN.29.28	Jekopu'a mago sonta Lea ene mani vgare'tegeno, Lebani mofa'a Resolina avre amigeno nenaro'za hu'ne. 
GEN.29.29	Labani'a, Bilha katozama'a e'neri a' avreno Resoli katoza eri aminogu ami'ne. 
GEN.29.30	Hanki Jekopu'a Resolina anteno mase'ne, agra Leama avesi nenteama'a agatereno Resolina rama'a avesintene, agra ana nehuno Labanina erizana 7ni'a zgegfufi erinte'ne.
GEN.29.31	Hanki Ra Anumzamo keana Jekopu'a Leana avesi ontegeno, Anumzamo rimpa eri vasne'ne, ana hianagi Resoli'a narvo mani'ne. 
GEN.29.32	Lea amu'ene huno ne' ksenteno agi'a Rubeni'e hu'ne, agra amanage hu'ne, Na'ankure Ra Anumzamo natazani'a nazeri knare hiankino, nenave'a avesi nantegahie. 
GEN.29.33	Anante mago'ene amu'ene huno ne' ksenteno amanage hu'ne, Na'ankure Ra Anumzamo antahi namie, nenve avesi onantegeno. Agra mago'ene ama mofavrea nenamie nehuno, Simioni'e huno agia antemi'ne. 
GEN.29.34	Anante amu'ene huno ne' kasenteno amanage hu'ne, Menina ama knarera nenave'a tvaonire manigahie. Na'ankure nagra tagufa ne'mofavre kse amue. Ana hu'negu agi'a Levi'e huno antemi'ne. 
GEN.29.35	Anante mago'ene amu'ene huno, ne'mofavre ksenteno amanage hu'ne, Menina nagra Ra Anumzamofo agi'a erisga hue. Ana hu'negu agi'a Juda'e hu'ne. Ana huteno ana a'mo mago'ene mofavrea onte'ne.
GEN.30.1	Resoli'a mofavre Jekopuna kase omino nuna'amofo kahiru henenteno, Jekopuna amanage huno asmi'ne, mofavre onte manine'na frisugi, Mofavre eri fore hunamio. 
GEN.30.2	Higeno Jekopuna asi vazigeno Resolina rinkfa henenteno, amanage hu'ne, Nagra Anumzana omni'noanki, aza karimpa hagerfigenka mofavre kamu'ene nosane. 
GEN.30.3	Resoli amanage hu'ne, Kato mofani'a Bilha ama mani'neanki, antenka msegeno mofavre kse naminkeno, agripinti nagranena anazanke hu'na mofavre antaneno. 
GEN.30.4	Ana huno kato mofa'a Bilhana amigeno anaroza higeno, Jekopu'a anteno mse'ne, 
GEN.30.5	ana higeno Bilha'a Jekopunteti amu'ene huno ne'mofavre ksente'ne. 
GEN.30.6	Resoli'a amanage hu'ne, Anumzamo fatgoza hu'nane nehuno, nunamuni'a antahino ne'mofavre namie. Ananku huno agi'a Dani'e huno ante'ne. 
GEN.30.7	Resoli kato mofa Bilha ete mago'ene amu'ene huno Jekopuna ne'mofavre kse amigeno tare se'ne. 
GEN.30.8	Resoli'a nevreno anage hu'ne, Nuna nimofona tusiza hu'na kruno renente'na agateroe. Anage nehuno ana mofavremofo agi'a Naftali'e, huno ante'ne.
GEN.30.9	Hanki Lea'a mago'ene mofavre onte mani'neno keana higeno, kato mofa'a Zilpana avreno Jekopu nenaroza hinogu eme ami'ne. 
GEN.30.10	Lea kato mofa Zilpa'a Jekopuna ne'mofavre kse ami'ne. 
GEN.30.11	Anante Lea'a amanage hu'ne, Na knare'za hue, nehuno agi'a Gati'e huno antemi'ne. 
GEN.30.12	Lea kato a'mo Zilpa ne'mofavre Jekopuna kse amigeno tare se'ne. 
GEN.30.13	Ana higeno Lea'a anage hu'ne, Nagra muse nehue, a'nemo'za muse hu'moe hugahaze. Nehuno Asa'e huno agi'a antemi'ne.
GEN.30.14	Witi taga hu'za eme vatu nehaza gnare, Rubeni'a vano hiregati mago'a rone hunte flaua rga'a (Mandrake) erino nerera Lea hirega e'ne. Higeno Resoli'a amanage huno Leana antahige'ne, Muse (plis) hugantoanki Rubeni'ma rone hunte flaua'mofo rga'a eme kamifintira mago'a namio. 
GEN.30.15	Hianagi Lea'a amanage hu'ne, Kagra nenavema hanrena'nana osi zampi? Hutenka meni ne' mofavre'nimofo rone hu flaua erisue nehano? Higeno Resoli anage hu'ne, Ha knarere, ana ronehu flauama namisanana nona'a Jekopu'a meni kenage kagrane emasegahie. 
GEN.30.16	Ana zupa kinaga Jekopu'a hozaregati ne-egeno, Lea'a kantegati ome nevreno asmi'ne, Kagra nagritega eno, mofavre'nimo nami'nea rone hu flauateti miza se'na Resoli ami'noanki, ana nona'a nagrane msegahane. Higeno ana kenege Jekopu'a Lea'ene mase'ne. 
GEN.30.17	Anumzamo Leana antahi amigeno, amu'ene huno 5fu'mofona ne'mofavre Jekopu'na kse ami'ne. 
GEN.30.18	Lea ksenenteno anage hu'ne, Anumzamo mizani'a namie, na'ankure eri'za mofani'a nenve avre ami'nogu huno nami'ne. Huteno agi'a Isaka'e huno antemi'ne. 
GEN.30.19	Lea'a Isaka amageteti amu'ene huno 6simofona ne'mofavre Jekopuna antemi'ne. 
GEN.30.20	Lea'a anage hu'ne, Anumzamo mreri'nea miza muse hunanteno nami'ne. Menia nenave'a nagrane manigahie. Na'ankure 6si'a ne'mofavre kse amue. Nehuno agi'a Zebuluni'e huno ante'ne. 
GEN.30.21	Henka'a Zebulun amagetetira mofara mago anteno agi'a Daina'e hu'ne. 
GEN.30.22	Anantera Anumzamo Resolina, antahi'nemino mofavre ante ku'a vasnente'ne. 
GEN.30.23	Ana higeno amu'ene huno ne'mofavre ksenenteno anage hu'ne: Nagazeza Anumzamo eri amne hunante. 
GEN.30.24	Anumzamo ne'mofavre mago'ene namisie, huno nehuno agi'a Josefe'e huno antemi'ne.
GEN.30.25	Resoli'a Josefena kasentetegeno Jekopu'a Labani amanage huno asmi'ne, ha kuma'nirega mopa ni'are vanuanki hunantege'na va'neno. 
GEN.30.26	Namio, a'ne ni'ane mofavre naga'enena zamagriku hu'na eri'zanka'a eri'na e'noe, katre'na sa vu'za hue, kagrake'za eri'za erigante'noa zana antahi'nane. 
GEN.30.27	Hianagi Labani'a amanage huno Jekopuna asmi'ne, Menima kagrama kvesi nante'sunka nagrane manio, nagrama kagrima kasnampa huna kagoana nagrane mani'nankeno, Ra Anumzamo'a kagriku huno asomu hunenante. 
GEN.30.28	Labani'a ru'ene ke avazu huno hu'ne, Mizanka'a agi ahe nasamio, ke hnanama'a ana avamente kamigahue. 
GEN.30.29	Jekopu'a amanage huno asmi'ne, Nagrama eri'zanka'a eri'na neogeno maka afukamo knareke huno e'neana, kagra kenka antahinka hu'nane, 
GEN.30.30	Nagrama ome'nogenka, kagra osi'a ante'nampinti rukazi hu'ne, nagrama inankna zama hugeno'a Ra Anumzamo kza hu'ne. Hianagi menia, ina zupa nagra ana zanke hu'na a' mofavreni'a zamaza hugahue? 
GEN.30.31	Labani'a amanage huno Jekopuna asmi'ne, Na'a nagra kamigahue? Nehigeno Jekopu'a anage hu'ne, Kagra mago zane hunka onamigahane. Kagra magoke zantfa nagrira hunantegahane, nagra mago'ene hu'na afuka'a zga traza me'nesirega kegva hugantegahue, 
GEN.30.32	menina natrege'na maka afu zgaka'a mani'nafi vano nehu'na, tupri tapri sipisipine, aganumpa lama anentamo tegre ramine'niane, tupri tapri hu'nenia memene avre rure ha'nenkeno, e'i ana afu'zgamo nagri miza megahie. 
GEN.30.33	Henka mizama naminaku hnana zupa, havigema hu'zankura e'i anamo eriama hunantegahie. Hakare'a agrono kre ramineni'ane, tupri tapri osu'nenia memempi, aganumpa osu'nenia lama anenta'enema, nagri afupima kenunka kumzafa se'nane huo. 
GEN.30.34	Labani'a amanage hu'ne, Ha knareki kema hanaza huo. 
GEN.30.35	Higeno ana zge zupage, agra'a Labani'a vuno maka'a agrono krerami'neane, tupri tapri hune'a ve memene tupri tapri hu'nea a' memene, efeke hu'neane, agnumpa sipisipi afura afete'are amohe'za ome anteza kegva hu'naze. 
GEN.30.36	Labani'a taregi magoki zgegna vu'are agri ene Jekopu amu'noznifina me'ne, higeno Jekopu'a ruga'a afu'zgare kva krino mani'ne. 
GEN.30.37	Hianagi kva huno mani'neno tgufa ruzahu ruzahu zafamofo azankunatmi akafrino, ukari'za mago'a nehareno nohreno higeno efeke nehuno tupri tapri hu'ne. Ana zafa ukari'ma haregeno'a efeke hu'ne. 
GEN.30.38	E'i ana zafa azankunara erino vuno sipisipine mememo'za ti netere nehaza zamure tinkampi, ana zota mopafi ome rentere hu'ne. Tima nenaku esanu'za eme kehogu arentetere hu'ne. Tima nenaku esnu'za ve afu'mo a' afu'mofo agumpi mrerigahie. 
GEN.30.39	Hanki e'i ana zafa azanku'na tmi rente'nea tva'onte ve afu'mo a' afu agumpi mrerinkeno ana afu'mo tupri tapri azoka'ene anenta antegahie. 
GEN.30.40	Hanki Jekopu'a Labani ve anenta lama azeri anteganti neteno, sipisipia atregeno tupri tapri' azoka'ene agnumpa afu'zga Labani afupi nezmanteno, agra'a afu'zga eri zogino rure ante'ne, Labani afu'pina aru havia osu'ne. 
GEN.30.41	Hanki hanve afu'zgamo agumpi mareriza nehazageno'a, Jekopu'a ana zafa azankuna zamuga tinkampi arentetere hu'ne, ana hige'za zafa azankuna arentenea tva'onte agumpina mreritere hu'naze, 
GEN.30.42	Hianagi hankve'a omne'nea afu'zgamo, vea'za huku nehigeno'a ana zafa azankunara ome reonte'ne, hankve'a omne'nea afu'zga e'i Labani afu'zge hanve afu'zga Jekopu suzane. 
GEN.30.43	Ana nehuno Jekopu'a mrerino feno ne' mani'ne, afu'amo hakare higeno, eri'za vene a'ene, kemorine, donkine, hakare'aza ante'ne.
GEN.31.1	Labani mofavre naga'mo'za nehza kea Jekopu agesamo antahi'ne, Jekopu'a nerfa zana maka eri vgare, nerfa zanteti agra feno vahe fore huno manie. 
GEN.31.2	Hanki Jekopu'a Labani avu'avama keana ko'ma nehiaza osu'ne, avugosa hunenanteno ha' vahe'mo hiaza hu'ne. 
GEN.31.3	Ana nehigeno Ra Anumzamo Jekopu asmi'ne, Nagra kagrane manigahuanki negafagizmi moparega vaheka'afi vuo. 
GEN.31.4	Jekopu ana ke nentahino afu'zgane mani'nerega e'ogu, Resoline, Leagiznirega ke atreznanteno, 
GEN.31.5	anage hige'ne anante akeno amanage huno znasmi'ne, Nernafa'a ko'ma nehiaza huno nagranena kiza zokago huno menina nomni'e, avugosamo'a ruzahu nehige'na negoe, hianagi nenfa Anumzamo nagrane mani'ne. 
GEN.31.6	Nagrama nernafa eri'zama tusi namu'na sisi nehigena hanveni'a atre'nama eri'noana, tanagra nageta antahita hu'na'e. 
GEN.31.7	Anama hu'nogura agesa ontahino, renavatga huno mizani'a 10ni'a zupa eri antenaga henkma hu'ne, ana hianagi Anumzamo'a atregeno navufgarera mago'zana osu'ne. 
GEN.31.8	Kora Labani'a amanage huno nasmi'neane, maka'a tupri tapri azoka ene afu'zga eri'za enerina mizanka'e, higeno tupri tapri ke'za fore hu'ne, agrono tegre ramira mizanka'e hiana anazanke hu'ne. 
GEN.31.9	E'ina higeno Anumzamo nernafa azampintira memene, sipisipine, rama'a nagri avre nmi vare'ne. 
GEN.31.10	Hanki afu'zgamo agafihea knafi navu kesga hu'na ava'na amanahu ke'noe. Maka'a ve mememofo avufgarera tupri tapri ene agrono krerami krerami azoka me'negena negogeno a' mememofo agumpina mreri'ne. 
GEN.31.11	Anumzamofo ankeromo ava'nare amanage huno nagia he'ne. Jekopuo! Hige'na, voe ama mani'noe hu'na asmi'noe. 
GEN.31.12	Anumzamofo ankeromo amanage hu'ne. tupri tapri'ene avon krerami'nea ve meme zgamo a' meme agumpima mrerime neviana, kesga hunka ko, Labani maka'a avu'ava hunegante'mofona Nagra ko ke'noe. 
GEN.31.13	Nagra Betelima eforema hugenka have eri atru hunka masve taginka frentenana Anumzamona, navufi huvempa hu'namone, meni otio, ama kumara atrenka, fore'ma hu'nana kumatega vuo. 
GEN.31.14	Resolike, Leake ana naneke nentahi'ne, amanage hu'na'e. Tagra nerfa afu fenompintira mago'zama erisu'a zana huhampri oranteneanki na'a hugahu'e? 
GEN.31.15	Hagi nerfa'a ko hurantegeta ruregati emani vahe kna hu'noe. Tagrira ko mizante tatre'ne, Tagriteti afufeno eriana ko ana afu fenona atre hana hu'ne. 
GEN.31.16	Tmage nerfa azampinti Anumzamo maka zama kagri hanre kamiana, e'i ana maka zana tagri ene mofavre'tine suzane. E'igu Anumzamo'ma kasmi'niaza huo. 
GEN.31.17	Jekopu'a otino maka a' mofavre'a, kemori afu'mofo agumpi zamarentere hu'ne. 
GEN.31.18	Maka'a afu'ane, fenoma'ane emani'neno eritru hu'nea zana zogi hana huno Padan-aram atre'no, Kenani moparega Aisaki'a nefa hirega vu'ne. 
GEN.31.19	Labania, sipisipi azoka nehreno afete mani'negeno. Kenani vunaku tro nehzageno Labani'a havi anumzante mono hunentea'za, Resoli'a nompi mrerino musufa seno erino vu'ne. 
GEN.31.20	Jekopu'a Arameani nera Labanina osmi revatga nehuno freno vu'ne. 
GEN.31.21	Jekopu'a maka zama'ane erino otino fre'no vu'no, Yufretis tina tka heno Gileati agonarega avugosa hunteno vu'ne.
GEN.31.22	Tare gna manitege'za, anante zupa, Labanina mago'a vahe'mo'za asamiza, Jekopu'a hago katreno fre'ne hu'za asmi'naze. 
GEN.31.23	Labani ananke nentahino naga'a nezmareno Jekopuna arotgo hu'za vu'naze. Agene re'nazana 7ni'a hanine, zgene karanka mse'naze. Jekopuna Gileati agonafi mani'nege'za ome azeri'naze. 
GEN.31.24	Hianagi Anumzamo Labani Arameani ne' kenage ava'nafi eno asmi'ne, Kva huo, Jekopuna magore hunka so'e kefi havigea huonto huno avanafina asamine. 
GEN.31.25	Labani'a Jekopu'na ana agonafi ome azeri'ne. Jekopu'a seli no omegino mase'ne, hagi Labani'a mago kaziga vahe'ane seli no omegino, Gileati agonafi mase'naze. 
GEN.31.26	Labani'a Jekopuna anage huno asmi'ne, Kagra nahigenka renavatga hutenka mofani'a trena hapinti kina zamare'za frazaza hunka znavrenka e'nane? 
GEN.31.27	Nahigenka okura frenka renavatga hu'nane, nasminkena sinia muse nehu'za tambori'nine, zvena nehe'za hugantagenka tatrenka asine, 
GEN.31.28	nahigenka nasminkena mofavre naga'niane, mofani'a trena zamantako nehu'na huso'e huzmantogenka zamavrenka ome'nane? Kagra mago kefo avu'avaza hu'nane. 
GEN.31.29	Nagra kagrira ha' kahenaku e'noanagi, meni kenagera masenogeno negfa Anumzamo amanage huno nasmi'ne, Jekopuna azeri koro osuo, magore hunka havi keo, so'e keo huonto huno nasmi'ne. 
GEN.31.30	Nagra antahi'noe natrenka'ma anana, na'ankure negfa nonku tusiza huno kvenesigenke, hianagi nahigenka anumzani'a noni'afintira kumzafa senka e'nane? 
GEN.31.31	Jekopu'a ana kemofo nona'a amanage huno Labani asmi'ne, na'ankure koro hu'noe, antahuana nagripintira hanve tinka mofa trenka'a hanregahane hu'na oku'a e'no'e. 
GEN.31.32	Aza'o mago'mo ana anumzanka'a erino e'nesnimofona hakrenka erifore hnankeno'a, agra anamo'a frigahie. Nagatiamofo zamufi nege'nagenka mago'a zama nagri fenompima me'neniana erigahane, Jekopu'a Resoli'ma musufa seno e'negura ontahineno, e'inage hu'ne. 
GEN.31.33	Labani'a, Jekopu seli nompi ome agafa huno hakrete'no, Lea seli nompi ome keteno, tare eri'za a' tremokizni seli nompi keme viana onke'ne. Anantera Lea seli nona atreno Resoli seli nompi umreri'ne. 
GEN.31.34	Resoli'a ana havi anumzana erino vuno kemorimofo agofetu ante'za nemniza tra'mofo agu'afinka ome antete'no agofetu manino rentrako hu'ne. Labani'a hakreno vano hiana keno eri fore osu'ne. 
GEN.31.35	Resoli'a amanage huno nefana asmi'ne, O'maotisnua zankura ranimoka ke onasuo, ika kna'ni ege'na mani'noe. Labani'a maka zampina hakre'no keno eviana ana havi anumzama'a kefore osu'ne. 
GEN.31.36	Jekopuna asi vazigeno ke ha' Labanina renteno, Jekopu'a Labaninku amanage hu'ne, Nagra mago zanka'a eri haviza hu'nogenka amanahura nehano? Naza magora hugante'nogenka navaririnka ne-enka haha'ene kea hunenantane? 
GEN.31.37	Nagri feno zama renanana naza magora kagri fenona nonka'afintira erina e'nogenka hakrenka erifore hu'nano? Hakrenkama erifore hu'nenunka, tavufi eri atru hugeta, nagri vahe'ene, kagri vahe enena negeta eri fatgo ha'mneno. 
GEN.31.38	20ti'a kafumofo agu'afima eri'za erigante'noana a' sipisipimo'o, a' mememo'o magore huno anentara kse haviza osu'neane, ve sipisipi afu zgaka'afintira magore hu'na one'noe. 
GEN.31.39	Hanki afi zgamo'ma afu'zgama aheno negena kagrira eme noksamuane, afu'zgafinti ferupi kenagepi kumazfa sage'na, nona'a nagra'a suampinti avre'na kegina ka'afi eme nentoane. 
GEN.31.40	Anahu knazampi nemnina, Zgefina zge hara tusiza huno navanesino, hagi kenagera tusiza huno zasimo'a nazeri kragenefege'na, magore hu'na navura mse so'e nosuane. 
GEN.31.41	Nagra kagri nompi 20ti'a zgegfu hu'noe, Nagra 14ni'a zgegfu taregamofa kamofo eri'za eri'noe, 6si'a kafufina afu'zgakamofo eri'za eri'noe, ana nehugenka mizani'a afu nmi'nampinti 10 ni'a zupa eri fenka anaga hu'nane. 
GEN.31.42	Hianagi nfa'niamofo Abrahamu Anumzamo, e'i ana Anumzante Aisaki koro hunentea Anumzamo nagrane omni'nesina, antahuana kagra menina nza navapa hunantanke'na osine. Hianagi narimpa knazampi mani'nomofona Anumzamo nenageno, nazampinti hanve eri'za eri'nomofona negeno, kengera hanavege kasmi'ne.
GEN.31.43	Labani'a ke nona'a amanage huno Jekopuna asmi'ne, Tare mofatrena nagri mofatre mani'na'e, hanki mofavre zga nagri mofavre zge, afu'zga nagri afu'zge, maka zama neganana nagrike zane. Hianagi menia nagra inankna hugahue, mofatreni'ane mofavrema kse zamantena'a nena? 
GEN.31.44	E'igu menia egeta, naneke huvempa huteta, have zogita emeri atru huntesnukeno amu'nontiafi me'nena, henka ama anante vano nehuta negeta tagesa antahitere ha'mneno. 
GEN.31.45	Jekopu'a za'za have ome erino anante eme asente'ne. 
GEN.31.46	Jekopu naga'a ke hige'za mago'ene havea eri'za anante kevu vazinte'naze, ana hute'za ana have kevumofo tvaonte kave ne'naze. 
GEN.31.47	Labani'a ana havemofo agi'a Jegar-sahaduta'e (ana have atrumo hutagesa hugahie huno, Aramea kefi) ante'ne. Hanki Jekopu'a Galitie (ana have atrumo hu tgesa hugahie huno, Hibru kefi) ante'ne. 
GEN.31.48	Labani'a amanage hu'ne, Amama eritru hu'a havemo meni avame'za amu'nonti'afi megahie. Hu'ne nehu'ne ana havemofo agi'a Galitie hu'ne ante'na'e. 
GEN.31.49	Ete mago agi'a Mizpa hu'ne ante'na'e. Labani'a amanage hu'ne. Tagra afete mani'neta oge age osuta maka avu'ava hanu'ana, Ra Anumzamo agrake tagegahie. 
GEN.31.50	Jekopuna amanage huno mago'ene asmi'ne. Kagrama mofa'nimokini hazenke ati zanamige, mago ru a'ne erige hananana, amunonti'afina magora vahera omni'naze, ko Anumzamo agrake tagegahie. 
GEN.31.51	Labani'a mago'ene Jekopuna asmi'ne: Antahio, za'za have asento'a negenka, amama oti'noa amu'nontiafi eri atru hu'a havea ko. 
GEN.31.52	Amama mani'neta huvempa huta asento'a havemo amu'nontiafi me'nena, nagra ama ana havea agatere'na krimpa eri haviza hu'zana osugahue, hanki kagra eri atru hunto'a havene, asento'a havene agaterenka narimpa eri haviza hu'zana osuo. 
GEN.31.53	Abrahamu Anumzane, Nahori Anumzane, neznafa Anumzamo amu'nontiafi refko hurantegahie. Higeno Jekopu'a nefa Aisaki koro huno huvempa hu'ne. 
GEN.31.54	E'i ana agonafi kre sramna vu ne'za kreno naga'a zamagihu tru hige'za nete'za ana agonafi mse'naze. 
GEN.31.55	Labani'a nanterame otino mofatre ma'ane, agehe'ine nezmatgino zamantako nehuno, asomu huzmante'ne. Ana huteno, Labani'a kuma'arega ete vu'ne.
GEN.32.1	Jekopu'a kantega nevigeno, Anumzamofo ankeromo'za fore humi'naze. 
GEN.32.2	Nezmageno Jekopu amanage hu'ne, ama Anumzamofo nonkumare. Nehuno anantekura agi'a Mahanaimie huno ante'ne. 
GEN.32.3	Jekopu'a ke erino vu vahe huzmantege'za vugote'za nefu Iso mani'nere Idom moparega Seir vu'naze.
GEN.32.4	Mago'ene huzmanteno, Amanage huta ranimofo Isona asmiho, eri'za ne' ka'amo Jekopu anage hie, nagra Labani mopafi mani'noreti menina neoe. 
GEN.32.5	Nagra Bulimaka afuki, donkigi, memene, sipisipi kevuzgane, eri'za veanine zamare'na ne-ena negasmue. Negasmi sugenka kasunku'ma hunante sunka, ranimoka kagra antahi nmisanku hunezmantoe. 
GEN.32.6	Ke eri'za vu'naza vahe'mo'za ete e'za Jekopuna eme asmi'naze, Negfu Isona ome asamunanagi kantega tutagiha hugantenaku ne-ege'za, 400ti'a vahe'mo'za avega hu'za neaze. 
GEN.32.7	Jekopu'na tusi amano vazigeno agu'amo tare hu'ne, miko'a zama'a vahe'ane, Bulimaka kevufi, memene, sipisipi kevufi, kemorifi, tarefi refko huno kevu hu'ne, 
GEN.32.8	anahu agesa agra antahi'ne, Iso'ma mago kevu zamahe'naku esnigeno'a, mago kevu'amo fresnaze, huno tare kevu ante'ne.
GEN.32.9	E'ina nehuno amanage huno Anumzamofo agihanta vazine, o nenageho Abrahamu Anumzana, nfanimofo Aisaki Anumzane, Ra Anumzamoka, Kagra nasmi'nane, etenka kagra mopakarega nagaka'arega vugena, kazeri ra hugantaneno hunane. 
GEN.32.10	Nagra knare osu vahe mani'nogenka ksuntaginantenka, kavesi nenantenka, antahinaminka Kagra eri'za vahekamo'na naveri'nane, nagra magoke azompa eri'nena Jordani tina tkahena vu'noe. Hanki menia nagra tare kevu eri hu'na neoe. 
GEN.32.11	Nagu vazinka nza huo, nagra nunamu nehue, nenfu Iso azampinti, koro nagesa nehie, na'ankure eme nenaheno mofavre ni'ane, zamarerane zamahe'zankure. 
GEN.32.12	Hianagi Kagra ko hunante'nane, Nagra kazeri ra neha'nena kagehe'za hage rinkena ksepankna hnage'za hampri hana huga osugahaze hunka hunante'nane.
GEN.32.13	Higeno ana kerage anante maseteno, kotigeno otino mika'za erino e'nefinti ase'ma hu'neama'a refko huno muse'za nefu Iso ami'za eri atru hu'ne. 
GEN.32.14	200ti'a memenki, 20ti'a ve memenki, 200ti'a sipisipigi, 20ti'a ve sipisipi zamarenteno, 
GEN.32.15	30ti'a ami ri rati kemori afu'ene ksefa ve anenta'zmine, 40ti'a bulimaka'one 10ni'a buli afuki, 20ti'a a' donkigi, 10ni'a ve donki afuki huno zamarente'ne. 
