MAT.1.1	Ho’oy tulurn empo de Mori Yésus Kristus, wa’u di Daud, wa’u di Abraham. 
MRK.8.27	Poli hitu Mori Yésus agu ata nungkun ngo néténg béos oné tana Kaisaréa Filipi. Rémé lakod, mai réi Diha agu ata nungkun: “Taé data, céik léng Aku ho’o?” 
MRK.8.28	Mai walé dise: “Manga ata caro ité: hi Yohanés Cebong, manga kolé ata caro: hi Élia, manga kolé ata caro: cengata oné mai sanggéd nabi.” 
MRK.8.29	Hia réi agu isé: “Maik co’o de méun, céik léng Aku ho’o?” Og kali walén li Pétrus: “Ité hi Mésias!” 
MRK.8.30	Itu kali Mori Yésus ré’ing tu’ung kétas isé, kudut néka kéta tombo oné céi-céing kaut latang te Hia.
MRK.8.31	Poli hitu pu’ungn Mori Yésus toing isé, te Anak Manusia paka cukung susa doy agu te dungkang le tu’a do, le imam kepala agu le ata pecing Taurat, cemoln te ala latay agu to’o koléy oné leso te telun. 
MRK.8.32	Curup ho’o tombo Liha si’ang kétay. Maik hi Pétrus ndol Mori Yésus nggere-pé’ang lupi salang agu rengkes Hiay. 
MRK.8.33	Og kali holésn Mori Yésus, cang agu lélo ata nungkun, Hia rabo agu hi Pétrus, mai taé Diha: “Pé’ang hau poti, ai hau toé nuk apa ata nuk de Mori Keraéng, maik apa ata nuk de manusia.” 
MRK.8.34	Itu kali Mori Yésus bénta ata do agu ata nungku Diha, mai taén ngong isé: “Céing kaut ata ngoéng lut Aku hia paka pali weki run, pola panggoln agu lut Aku. 
MRK.8.35	Ai céing kaut ata ngoéng te mo’eng mosén, hia te mora mosén; maik céing kaut ata mora mosén landing Aku agu Injil, hia te mo’eng mosén. 
MRK.8.36	Apa betuan hiat cengata delék sanggéd wéang de lino, maik hia mora mosén? 
MRK.8.37	Ai apa ata ngancéng téing liha te paluk mosén? 
MRK.8.38	Ai céing kaut ata ritak landing Aku agu landing sanggéd curup Daku, oné bahi-réha uwa weru so’o ata toé junggu agu ndékok so’o, Anak Manusia kolé te ritaky landing ata situ émé Hia mai koléy tai déméng agu néra de Eman cama laing agu sanggéd malékat nggeluk.”
MRK.9.1	Mai kolé taé Diha ngong isé: “Aku taé agu méu, moro matan, oné bahi-réha ata so’ot mangad, manga ata toé matas, émé toé di ita lisé Adak de Mori Keraéng poli cain déméng kuasan.”
MRK.9.2	Enem leso wa ga, Mori Yésus dadé hi Pétrus, hi Yakobus, agu hi Yohanés, cama-cama agu isé, Hia ngo nggere-éta poco langkas. Nitu isé hanang koéd. Itug kali Mori Yésus caling taran wa ranga disé, 
MRK.9.3	agu ceca paké Diha bakok mbot kéta. Toé kéta manga cengatan oné lino ho’o ata ngancéng dedang ceca paké nenggitu. 
MRK.9.4	Itug kali ita lisé hi Élia cama agu hi Musa, isét sua rémé tombod agu Mori Yésus. 
MRK.9.5	Mai taé di Pétrus agu Mori Yésus: “Yo Guru, delék kéta nai dami woko manga cé’é ho’okm. Co’om hesé telun lami sékang, can latang te Ité, ca latang te hi Musa, agu can latang te hi Élia.” 
MRK.9.6	Hia curup nenggitu ai toé noing liha apa ata paka curupn, ai isé rantang kétas. 
MRK.9.7	Og kali tuan rewung kémbéng isé agu oné mai rewung hitu dengé reweng: “Ho’o kéta dé Anak cembes Daku, séngét koé Hiam.” 
MRK.9.8	Agu du énam lisé rodo mora kaut ata baling mai isé, toé manga ita cengatan kolé, hanang Mori Yésus kanang. 
MRK.9.9	Rémé koléd éta mai poco hitu, Mori Yésus ré’ing isé, kudut néka tombo agu céing-céing kaut, apa hitut poli itan lisé, émé Anak Manusia toé di to’o koléy oné mai ata matan. 
MRK.9.10	Isé cau tu’ung ré’ing hitu bao, cang agu siwi-sok kid cama taud ngong apa néng “to’o kolé oné mai ata mata.” 
MRK.9.11	Itu kali réi lisé agu Hia: “Co’o tara nggo’on curup disét pecing Taurat, olong mai hi Élia te kolo?” 
MRK.9.12	Mai walé de Mori Yésus: “Tu’ung olong mai hi Élia tekolo, kudut poléng sanggén taung. Hanang co’o ata poli tulis latang te Anak Manusia, te Hia paka ta’ong susa doy agu mbécik latay? 
MRK.9.13	Maik Aku curup agu méu: Tu’ung hi Élia polig cain, maik ata pandé sara-naid lorong ngoéng de rud, ného ata poli tulis latang te hia.”
MRK.9.14	Du Mori Yésus, hi Pétrus, hi Yakobus agu hi Yohanés kéor kolés oné ata nungku iwod, itas lisé lawa do nemper kid baling ata nungku situ, agu pisa taus ata pecing Taurat rémé kéta léwang sina-cé’éd. 
MRK.9.15	Du ita kaut lata do situ Mori Yésus, lengets isé agu hidi-hadad ngo curu hias. 
MRK.9.16	Itu kali Mori Yésus réi agu isé: “Apa kéta léwang tau de méu agu isé?” 
MRK.9.17	Mai taé dihat cengata oné mai ata do situ: “Tuang Guru, anak daku ho’o dadé cé’é Ite laku, ai hia hena le jing ata pandé dopeln. 
MRK.9.18	Agu émé cangep hia le jing da’at hitu, wewaky liha wa tana; wiga wusa mu’un, kérek ngisn, agu wedét wekin. Aku poli tegi oné ata nungku Dité, kudut mbér lisé jing da’at hitu, landing toé ngancéng lisé.” 
MRK.9.19	Mai taé de Mori Yésus ngong isé: “Oe méut uwa ho’ot toé imbi, nang du nian di Aku ka’éng cama laing agu méu? Ného nia kéta kolé di kodeln Laku pandé da’at de méu? Dadé cé’é anak koé hitu!”
MRK.9.20	Og kali dadén lisé oné Hia. Du jing da’at hitu ita Mori Yésus, pandé kéu-kaul kéta anak koé hitu, wiga nggele-nggoténgn anak koé hitu wa tana, agu wusa taung mu’un. 
MRK.9.21	Mai réi de Mori Yésus agu eman anak koé hitu: “Capa kéta béhéng tekan anak koé ho’o?” Mai walén: “Pu’ung du laing koén olo ga. 
MRK.9.22	Agu dondé kéta jing da’at hitu sorok hia nggere-oné api ko nggere-oné waé kudut pandé woréng hia. Landing hitu émé ngancéngy Lité, campé koé agu ba’éng koé ami.” 
MRK.9.23	Mai walé de Mori Yésus: “Taé de hau, émé ngancéng Lité? Toé manga ata toé ngancéng latang te ata imbi!” 
MRK.9.24	Gélang-gélang ema data koé hitu ciékn: “Imbig laku, ba’éng koé aku ho’ot toé imbi!” 
MRK.9.25	Du ita le Mori Yésus tambang molés cewurd ata do, renti Liha jing da’at hitu, agu reweng mésén, mai taén: “Oé hau jing da’at ata pandé dopel agu nenteng, Aku mbér hau, pé’ang ga oné mai anak koé ho’o agu néka mai koléh!” 
MRK.9.26	Itu kali pé’angn jing da’at hitu cang agu ciékn agu panci-péncarn liha anak koé hitu. Anak koé hitu mana rapu taran, wiga do kéta ata curup: “Hia poli matan.” 
MRK.9.27	Maik Mori Yésus cau limé de anak koé hitu agu kéngkon, og kali to’o le run. 
MRK.9.28	Du Mori Yésus cai oné mbaru, agu ata nungkun hanang koéd agu Hia, mai réi disé: “Co’ok ami tara toé ngancéng mbér jing da’at hitu?” 
MRK.9.29	Mai walé Diha agu isé: “Jing da’at ho’ot nenggo’o taran, toé ngancéng mbér moléy, hanang le ngajiy kali.”
MRK.9.30	Mori Yésus agu ata nungkun angkak nitu maid agu lako lagé tana Galiléas, agu Mori Yésus toé gorin te pecing lata; 
MRK.9.31	ai Hia lari toing ata nungkun. Mai taé Diha ngong isé: “Anak Manusia kudut condo oné limé datay, agu isé kudut ala Hias, agu telu leso wa poli alan lata, Hia mosé koléy.” 
MRK.9.32	Isé toé pecing betuan curup hitu, agu sesenga’i kolés te réi agu Hia.
MRK.9.33	Poli hitu cai Mori Yésus agu ata nungkun oné Kapérnaum. Du cai oné mbarun Mori Yésus, Hia réi ata nungkun: “Apa curup de méu bao oné salang?” 
MRK.9.34	Maik hema kid isé, ai oné salang bao, léwang taud céing ata mésén oné mai isé. 
MRK.9.35	Og kali lonton Mori Yésus agu béntas ata nungkun situt campulu sua. Mai taé Diha ngong isé: “Émé cengata ngoéng ciri tu’a laing, hia paka ciri ata koéy agu mendi data doy.” 
MRK.9.36	Itu kali Mori Yésus witir cengata anak koé agu peher oné réha iséy, poli hitu kapu anak koé hitu agu mai taén ngong isé: 
MRK.9.37	“Céing kaut ata tiba anak koé nenggo’o landing ngasang Daku, hia tiba Akuy. Agu céing kaut ata tiba Aku, toé Aku hitut tiba liha, maik Hia hitut wuat Aku.”
MRK.9.38	Mai taé di Yohanés agu Mori Yésus: “Tuang Guru, ita lami cengata ata toé haé lako Dité mbér jingy le ngasang Dité, maikm ami ré’ing ata hitu, ai hia bom haé lako ditéy.” 
MRK.9.39	Maik mai taé de Mori Yésus: “Néka ré’ing hia le méu! Ai toé manga ata, ata poli pandé tanda lenget le ngasang Daku, agu du hitu kolé pocu Akuy. 
MRK.9.40	Céing kaut ata toé léwang itéy, hia hitu oné mai itén. 
MRK.9.41	Aku taé agu méu: Moro matan kéta, céing kaut ata téi méu ca gelasn waé landing méu ata lorong Akum, hia toé manga mora lahén.”
MRK.9.42	Céing-céing ata pandé wéléng cengatan oné mai anak koé so’ot imbi, céwé di’an latang te hia émé can watu mésé pongo oné bokakn, poli hitu hia oké oné taciky. 
MRK.9.43	Agu émé limém pandé ndékok hauy, ndapuy, ai céwé di’an hau ngo nggere-oné mosé tédéng lén déméng tompokm, itu po déméng limé suam oké nggere-wa neraka, nggere-oné api ata toé kéta pesay; [
MRK.9.44	oné osang hitu, uli toé ngancéng matas, agu api toé manga pesan.] 
MRK.9.45	Agu émé wa’im pandé ndékok hauy, ndapuy, ai céwé di’am hau ngo oné mosé tédéng lén déméng senggotm, po déméng wa’i suam maik oké nggere-wa neraka; [
MRK.9.46	oné osang hitu ulin toé ngancéng matas, agu api toé manga pesan.] 
MRK.9.47	Agu émé matam pandé ndékok hauy, nggé’iy, ai céwé di’am hau ngo nggere-oné Adak de Mori Keraéng déméng mata cam, po déméng mata suam maik oké nggere-wa neraka, 
MRK.9.48	nitu uli ngai huwisd toé matas agu api toé pesay.
MRK.9.49	Ai nété-néténg ata te ci’é le apis. 
MRK.9.50	Ci’é hitu di’an, maik émé ci’é hitu ciri beléy, lepai kéta koléy pandé cerakn? Poro méu manga mtaung ci’é hitu oné wekis agu mosé hambor cama taus.”
MRK.10.1	Angkak nitu main Mori Yésus ngo nggere-oné tana Yudéa agu tana be sina mai waé Yordan agu nitu cewur kolés ata do mai oné Hia; agu ného laséngn Hia toing isé koléy. 
MRK.10.2	Lari nggitun mai kolés ata Parisi te damang Mori Yésus, mai réi disé oné Hia: “Ngancéng ko toé rona céar winan?” 
MRK.10.3	Maik mai walé Diha agu isé: “Co’o perénta di Musa agu méu?” 
MRK.10.4	Mai walé disé: “Hi Musa sendo te céar wina, tama olong pandé surak saung leba.” 
MRK.10.5	Mai kolé taé de Mori Yésus ngong isé: “Ali tengger nais méu tara tulisn perénta ho’o li Musa latang te méu. 
MRK.10.6	Ai du wangkan lino ho’o Mori Keraéng dédék ata rona agu inéwai, 
MRK.10.7	landing hitu ata rona paka legong eman agu endén, ka’éng neki ca agu winan, 
MRK.10.8	wiga isét sua situ ciri ca wekis kali. 
MRK.10.9	Landing hitu apa ata poli nekid le Mori Keraéng, toé ngancéng céar kolés le manusia.”
MRK.10.10	Du cai oné mbarud réi kolé lata nungkun agu Mori Yésus betuan curup hitu. 
MRK.10.11	Mai taé Diha agu isé: “Céing kaut ata céar winan poli hitu kawing agu inéwai banay, hia pandé loma landing lagé wina tokon hitu. 
MRK.10.12	Agu émé wina céar ronan agu kawing agu ata rona banay hia kolé pandé lomay.”
MRK.10.13	Og kali podod lata anak koé oné Mori Yésus, kudut berkak koés Liha; maik ata nungku Diha rabo ata situ. 
MRK.10.14	Du ita hitu le Mori Yésus, rabo kolé Hia agu mai taén agu isé: “Ondangs anak koé situ mai cé’é Akud, néka cakas isé, ai ata cama ného anak koé so’o kali paéngn Adak de Mori Keraéng. 
MRK.10.15	Aku taé agu méu: Moro matan, céing kaut ata toé tiba Adak de Mori Keraéng cama ného anak koé, hia toé ngancéng ngo bonén.” 
MRK.10.16	Og kali kapud Liha anak koé situ cang agu témba limén bétan isé, Hia berkak iséy.
MRK.10.17	Du Mori Yésus ngo kudut ruda olo lakon, mai cengata mburuk oné Hia agu tikul wa ranga Diha, réi Liha: “Yo Guru ata di’a, co’o kéta pandé daku, kudut haéng mosé tédéng lén?” 
MRK.10.18	Mai walé de Mori Yésus: “Co’o tara taé de hau Aku ata di’ak? Toé manga cengatan ata di’a, hanang Mori Keraéng kali. 
MRK.10.19	Hau tantu pecing sanggéd Adak de Mori Keraéng. Néka paki ata, néka ngoéng ata, néka tako, néka sabi nggopét, néka caka hak data, hiang ga emam agu endém!” 
MRK.10.20	Mai taé data hitu agu Hia: “Yo Guru, sanggéd taung situ poli lutd laku pu’ung du rémé rebag.” 
MRK.10.21	Og kali Mori Yésus lélo hia agu momang koléy, itu kali curup agu hia: “Témé ca kin géong de hau: ngoh ga, pika taungs paéngm, agu téing oné ata lénggé, hau te tiba paéng éta mai Surga, poli hitu mai cé’é agu lut Akuh.” 
MRK.10.22	Dengé curup hitu hia, leges muingy, itug kali ngon agu wéong nain, ai dod boran.
MRK.10.23	Itu kali Mori Yésus lélo ata nungkun situt baling mai Hia agu mai taén: “Menan tu’ung ata paéng do nggere-oné Adak de Mori Keraéng.” 
MRK.10.24	Sanggéd ata nungku Diha lenget kétas dengé curup Diha hitu. Maik Mori Yésus ruda olo kin curupn: “Oé anak Daku, mena tu’ung ngo oné Adak de Mori Keraéng. 
MRK.10.25	Céwé émong ca kaba puci oné lewo jarum itu po ata bora ngo nggere-oné Adak de Mori Keraéng.” 
MRK.10.26	Tambang kéta lengetd isé agu curup cama taud: “Émé nggitu, céing kéta kali ata ngancéng selamakn?” 
MRK.10.27	Mori Yésus lélo isé agu mai taén: “Apa ata toé ngancéng le manusia, maik ngancéng le Mori Keraéng. Ai sanggén cao-ca ngancéng kéta taung latang te Mori Keraéng.”
MRK.10.28	Mai taé di Pétrus ngong Mori Yésus: “Ami ho’o poli ledong sanggén cao-ca agu lut Itékm!” 
MRK.10.29	Mai walé de Mori Yésus: “Aku taé agu méu, céing kaut ata landing Aku agu landing Keréba Di’a legong mbarun, asé-ka’én, ko wetan, endén agu eman, anak koén ko uman, 
MRK.10.30	ata hitu ho’o muing ga, te tiba kolé ceratus ngkali alép dod: mbaru, asé-ka’é, weta, endé, anak koé agu uma, koném lari nggitun lut kin ali rik lata, agu latang te nggere-olon tai hia te tiba mosé tédéng lén. 
MRK.10.31	Maik dod ata tekolo te ciri ata taki musis, agu ata taki musi ciri ata te kolos.”
MRK.10.32	Mori Yésus lako bolo mai ata nungkun du ngo nggere-oné Yérusalém. Ata nungku situ simpungs, nenggitu kolé sanggéd ata situt lut Hia musi mai rantangs. Cengkalin kolé Mori Yésus bénta ata nungku situt campulu sua agu Hia wangka tombo agu isé, apa ata jari laing oné weki Diha, 
MRK.10.33	mai taén: “Ho’o tité ga ngo oné Yérusalém agu Anak Manusia kudut condo oné sanggéd imam kepala agu ata pecing Taurat, agu isé kudut tepo Hia paka matay. Agu isé kudut téing Hia oné limé de wa’u banay ata toé pecing Mori Keraéngs, 
MRK.10.34	agu Hia te loér-lokéty, iso péy, luca agu te alay, maik du leso te telun, Hia mosé koléy.”
MRK.10.35	Og kali hi Yakobus agu hi Yohanés, anak di Zébédéus, mai oné ranga de Mori Yésus agu mai taéd agu Hia: “Yo Guru, bengkes dami kudut Ité ngancéng koé sendo tegi dami!” 
MRK.10.36	Mai walé Diha agu isé: “Apa ngoéng de méu kudut pandé Laku agu méu?” 
MRK.10.37	Mai taé disé: “Sendo koé ami te lonto oné kedéra Dité tai, hiat cengata oné racap wanang Ditéy agu hiat cengata oné racap léo Ditéy.” 
MRK.10.38	Maik mai taé de Mori Yésus agu isé: “Méu toé pecing apa hitut tegi de méu. Ngancéng le méu inungn oné mai piala susa hitut paka inung Laku agu cebong hitut paka tiba Laku?” 
MRK.10.39	Mai walé disé: “Ngancéng lami.” Mori Yésus curup oné isé: “Bo hitun, méu kudut inung oné mai piala hitut paka inung Daku agu kudut cebong ali cebong hitut paka tiba Laku. 
MRK.10.40	Maik latang te lonto oné racap wanang ko racap léo Daku, Aku toé manga kuasag te téingn. Hitu kudut téing oné sanggén ata poli letin.”
MRK.10.41	Dengé hitu lisét ata nungku situt cepulu, rabos oné hi Yakobus agu hi Yohanés. 
MRK.10.42	Maik Mori Yésus bénta isé agu mai taén: “Pecing le méu, te isét ata perénta laing, perénta ro’éngd sara rud kaut, agu sanggéd taung ata mésé paké kuasad, kudut denet atas. 
MRK.10.43	Néka nggitu latang te méu. Céing oné mai méu ata lélak kudut ciri ata mésé, olong ciri ata intur laingy di, 
MRK.10.44	agu céing ata ngoéng te ciri tu’a wintuk oné mai méu, paka olong ciri mendiy di. 
MRK.10.45	Ai Anak Manusia kolé mai toé kudut intur latay, maik latang te intur atay, agu oké mosén latang te sambé taung ata do.”
MRK.10.46	Itu kali cain Mori Yésus agu ata nungkun oné Yériko. Agu du Mori Yésus angkak oné mai Yérikon, cama-cama agu ata nungkun, agu lawa do situt lusut kétas lud, manga cengata ata buta, te tegi campé, ngasangn hi Bartiméus, anak di Timéus, lonto kin lupi salang. 
MRK.10.47	Du dengén liha hitug liban Mori Yésus, ata Nasarét, wangkag kepokn hia: “Mori Yésus, anak di Daud, ba’éng koé aku!” 
MRK.10.48	Do ata rengkes hia, kudut heman. Maik tambang molé kepokn: “Anak di Daud, ba’éng koé aku!” 
MRK.10.49	Itug kali asin Mori Yésus agu mai taén: “Bénta hia le méu!” Og béntan lisé ata buta hitu agu mai taéd ngong hia: “Mberes koé naim, heseh ga, Hia bénta hauy.” 
MRK.10.50	Og kali hia loak kaut nggebarn, hidi-hadan hesén agu ngo cumang Mori Yésus. 
MRK.10.51	Mai réi de Mori Yésus agu hia: “Apa kéta ngoéngm, kudut pandé Laku latang te hau?” Mai walé data buta hitu: “O Tuang Guru, kudut ngancéng itak aku!” 
MRK.10.52	Og kali mai taé de Mori Yésus ngong hia: “Koléh ga, le imbim tara inam hau!” Du hitu kéta muing rodo ita kaut gi, itug kali hia lut Mori Yésus oné salang.
MRK.11.1	Du Mori Yésus agu ata nungkun cai ruis Yérusalém, ruis Betfagé agu Bétania, oné ampak golo Zaitun, Mori Yésus jera sua taus ata nungkun, 
MRK.11.2	agu pedén: “Ngo méu nggere-oné béo hitut dungka méu. Du palang cai nitus méu, méu te ita muing ca keledai reba, ata toé di nggopu latay. Caca le méu keledai hitu agu aru ba cé’é ho’oy.” 
MRK.11.3	Agu émé manga ata bentang méun: “Co’o tara emin le méu, walé kaut: Sékékn Mori. Toé béhéng ba kolé cé’é ho’oy to’ong.” 
MRK.11.4	Itug kali ngod isé, agu ita lisé ca keledai reba ata ngai liwing kin bolo mai lewang, oné lupi salang, mai isé caca wasén. 
MRK.11.5	Agu pisa taus ata manga nitu bentang isé: “Caca kudut co’on le méu keledai hitu?” 
MRK.11.6	Walé lisé cama ného baté pedé de Mori Yésus. Itu kali sondang kaut lata situ. 
MRK.11.7	Og arun lisé keledai hitu nggere-oné Mori Yésus, agu lapak kaut ali towé diséy, itu kali létin Mori Yésus. 
MRK.11.8	Dod ata wisi towéd wa salang, manga kolé ata iwod ri’o saung ta’a oné mai umad. 
MRK.11.9	Ata lako bolo agu isét lut musi mai kepoks:
MRK.11.9	“Hosana!
MRK.11.9	Berkak kéta Hiat mai le ngasang de Morin,
MRK.11.10	poro berkak koé Adak ata cai ho’o, Adak de empo dité hi Daud,
