MAT.1.1	Man buk me kwari a Yecu Kricito, akwar Daudi, akwar Iburaim. 
MRK.2.18	Jo a lubo Lakana kede jo a lubo Oparicayo onwoŋo otye ka kanyo kec; jo moro obino, te penyo Yecu ni, “Kara piŋo jo a lubo Lakana kede jo a lubo Oparicayo gin kanyo kec, aco jo a lubi mom kanyo kec?” 
MRK.2.19	Yecu te gamo doggi ni, “Owote a ŋat a nyom twero kanyo kec a kun en anyom tye baŋgi? Pi kare luŋ ame anyom tye baŋgi mom otwero kanyo kec. 
MRK.2.20	Kare bino tuno ame obino kwanyo anyom oko i baŋgi, eka gin te kanyo kec i ninonono. 
MRK.2.21	Mom tye dano moro ame dapo dul boŋo anyen, ame pe ru olwoko, i kom en ame doŋ oti. Ka en otimo kite-nono, dul boŋo ame odapo kede-ni lunyo telo boŋe-nu, en anyen telo en aconni, waŋe te yec medde ameda. 
MRK.2.22	Dok mom tye dano ame piko koŋo anyen i ocoe acon; ka ce opiko, koŋo anyen bino yeco ocoe, koŋo te balle oko kede ocoe daŋ; ento koŋo anyen mito ocoe anyen.”
MRK.2.24	Oparicayo te penye ni, “Kara piŋo jo a lubi otimo gin ame cik okwero ni jo kur ti i ceŋ cabit?” 
MRK.2.25	En te gamo doggi ni, “Wun ce mom ikwano wunu gin ame nwaŋ Daudi otio ka rik en tye arac, ame kec oneke, en kede jo a rik tye karacel kede? 
MRK.2.26	Kite ame en odonyo kede i ot Obaŋa, i kare ame Abiatar obedo alamdog adwoŋ, te camo ogati ame oketo i nyim Obaŋa, a yam cik okwero ni dano moro kur cam, kono ka olamdog keken? En ocamo dok te miyo baŋ jo ame tye karacel kede.” 
MRK.2.27	Te kobbigi ni, “Cabit tye gire pi dano, mom dano en a tye pi cabit. 
MRK.2.28	Pi mannono, Wot a dano en rwot anaka me cabit.”
MRK.3.1	Yecu dok odonyo i kacokere, ame onwoŋo tye iye dano ame bade omito. 
MRK.3.2	Gin okie ka ce bino caŋe i ceŋ cabit, me ote pide. 
MRK.3.3	En okobbi dano ame bade omito ni, “Ya icuŋ i dyere.” 
MRK.3.4	Te penyogi ni, “I ceŋ cabit cik ye ni tim iye gin aber onyo gin arac, lar kwo onyo nek aneka?” Gin oliŋ aliŋa. 
MRK.3.5	Yecu oŋoloro waŋe i akinagi kede akemo, kun yie waŋ pi nwaŋcunygi; okobbi dano a bade omito ni, “Rye badi oŋ.” En oryeo bade, te caŋ oko. 
MRK.3.6	Oparicayo te ya oko i ot, ote poro kop pio pio kede jo a Kerode kite a myero neke kede.
MRK.3.7	Yecu te wot oko karacel kede jo a lube, obino i dog nam. Lwak jo ecipan ame oya i Galilaya olube, anaka jo ame oya i Judaya, 
MRK.3.8	kede i Jerucalem, kede ldumaya, kede loka Jordan, kede i lobo ame omano Turo kede Cidon. Lwak magi luŋ cen obino baŋ Yecu pien gin owinyo gin ame en bedo ka tiyo. 
MRK.3.9	En okobbi jo a lube ni myero yik yee atidi pire, me lwak kur dic;
MRK.3.10	pien onwoŋo en ocaŋo jo apol, en omio jo ducu a komgi lit odiye i kome me omule. 
MRK.3.11	Ka cen areco onene, gin oryebere i nyime, okok kun okobo ni, “Yin giri i Wot Obaŋa.” 
MRK.3.12	Ojukogi ni kur lal rwoŋe baŋ jo.
MRK.3.13	Yecu oyito malo i wi kidi, ocwano jo ame emito baŋe; gin obino baŋe. 
MRK.3.14	Oyero jo apar wie aryo me bed karacel kede, dok me orgi pi rabo kop Obaŋa, 
MRK.3.15	kede me bedo kede twer me ryemo cen. 
MRK.3.16	Jonono ene: Cimon ame ocako nyiŋe Petero; 
MRK.3.17	Yakobo wot a Jebedayo, kede Lakana omin a Yakobo; ocako nyiŋgi ni Boanergi, te koppere ni, itino me mor a kot; 
MRK.3.18	kede Anderiya kede Pilipo, kede Bartolomayo, kede Matayo, kede Tomaci, kede Yakobo wot a Alipayo, kede Tadayo, kede Cimon me eryoŋet a jo a pyem i abumente, 
MRK.3.19	kede Juda me Keriot ame cen oketo erupe i kome.
MRK.3.19	En odok paco. 
MRK.3.20	Lwak dok te cokere, ame Yecu kede jo a lube mom onwoŋo ka re me camo cem. 
MRK.3.21	Ka jo turgi owinyo, gin te bino me make, pien okobo ni, “En ajarapoa.” 
MRK.3.22	Opwonycik ame oya i Jerucalem te kobo ni, “En tye kede Beeljebul,” dok ni, “En ryemo cen pi twer a Beeljebul, adwoŋ me cen.” 
MRK.3.23	En ocwanogi baŋe, te kop kedgi i carokop, ni, “Catan twero ryemo Catan niŋo? 
MRK.3.24	Ka loc opokere yie aryo, loccono mom twero cuŋ. 
MRK.3.25	Dok ot ka opokere yie aryo, ot-tu mom twero cuŋ. 
MRK.3.26	Ka Catan oero romo i kome kene kene, daŋ opokere kene, pe twero cuŋ, gik oko. 
MRK.3.27	Ento mom tye dano moro a twero donyo i ot atekkommoro, te yako jami mere, a mom koŋ ogeo tweyo atekkom eka ete yako ode.
MRK.3.28	“Ateni akobbiwu ni, bal luŋ a jo tiyo, kede koppogo ame jo yeto kede Obaŋa, obino timogi iye kica; 
MRK.3.29	ento ŋat a yeto Cuny Acil mom obino timo kica, en nwoŋo otimo bal a bedo i kome nakanaka 
MRK.3.30	Pien gin okobo ni, En tye i cen arac.”
MRK.3.31	Tota a Yecu kede omego mere obino, ocuŋ oko, ote cwayo kwena baŋe, olwoŋe. 
MRK.3.32	Onwoŋo lwak obedo kun ogure dyere; ote kobbe ni, “Neno, totti kede omegoni tye oko, gin a yenyi.” 
MRK.3.33	En te dokkigi iye ni, “Kara totta kede omegona gin ŋa?” 
MRK.3.34	Oŋoloro waŋe i kom jo ame obedo piny ogure, te kobo ni, “Nenu ba totta kede omegona. 
MRK.3.35	Dano a tio gin ame Obanga mito en ominna, en aminna kede totta”
MRK.4.2	Opwonyogi kop apol i carokop. I pwonnyere okobbigi ni, 
MRK.4.3	“Winyu ba! Lo moro rik owoto ka coyo koti. 
MRK.4.4	Ame en doŋ tye ka coc, koti mogo te kir i dye yo, winy te bino depo oko. 
MRK.4.5	Mogo te kir kan obedo lela, ame lobo tye iye warawara. Cucuttono te tu, pien lobo mom tut; 
MRK.4.6	ento ka ceŋ oryeny ote two oko, pien lwitgi mom. 
MRK.4.7	Mogo te kir i akina okuto, okuto te lot diyogi oko, naka mom nyiggi te cek. 
MRK.4.8	Mogo te kir gigi i lobo aber, te tu, te jany, nyiggi te cek; mogo tyene acel acel ocek iye nyige pyeradek, mogo pyerabicel, mogo mia.” 
MRK.4.9	Icennere te kobbigi ni, “Ŋat a tye i yit me winyo, myero winy.”
MRK.4.10	Ka onwoŋo Yecu tye kene, jo anwaŋ obedo kun ogure dyere karacel kede jo mere apar wie aryo openye pi carokop magu. 
MRK.4.11	En te kobbigi ni, “Wun omiowu muŋ me loc Obaŋa, ento jo ca a tye oko, kop ducu omiogi i carokop, 
MRK.4.12	me bed acalo rik ocoo, ni,
MRK.4.12	‘Ka gin neno, onen cite kur onen aber,
MRK.4.12	dok ka gin winyo, owiny, ento kur oniaŋ tere,
MRK.4.12	kadi dwogo baŋ Obaŋa me wek balgi.’ ”
MRK.4.13	En openyogi ni, “Wun ikwia wunu carokop-pi? Kara i carokop ducu ibino niaŋ wunu iye niŋo? 
MRK.4.14	Aco koti coo kop Obaŋa. 
MRK.4.15	Magi gin jo i dye yo kan ame ocoo iye koppere; ka gin owinyo, Catan bino oyotoyot, te kwanyo kop ame ocoo i yigi oko. 
MRK.4.16	Amannono magi gin ame ocoo kan obedo lela lela; gin ka owinyo kop, ote gamo cuto kede lelo, 
MRK.4.17	ento nwoŋo mom otye kede lwitgi i yigi. Ote ri ka anonokkoro; icennere tekki cannoro adwoŋ bino, onyo awuna, pi koppono, gin poto oko cucuttono. 
MRK.4.18	Ocele mere gin jo ame ocoo i okuto; gin jo ame winyo kop, 
MRK.4.19	ento par apol me lobo man; kede maro lonyo, kede mito jami ocele te donyo i cunygi, te diyo kop oko, mom nyak. 
MRK.4.20	Ento maka ame ocoo i lobo aber ca, gin jo a winyo kop, ote jolo, te nyak mogo pyeradek, mogo pyerabicel, mogo mia.”
MRK.4.22	Pien mom tye ginnoro ame okano, kono me wek nen kannaler; dok mom tye ginnoro ame owumo, kono me wek oyab kannaler. 
MRK.4.23	Ka ŋattoro tye i yit me winyo, myero winy!” 
MRK.4.24	Dok okobbigi ni, “Gwokere wunu i gin ame iwinyo wunu; kit gin ame iporo wunu iye, en ame daŋ obino porriwu kede, dok obino medo baŋwu. 
MRK.4.25	Pien ŋat a mere tye, obino miye; ento ŋat a mere mom, obino gamo oko anaka gin a tye baŋe.”
MRK.4.26	Okobo ni, “Loc Obaŋa tye kite man, rom aroma kede ka dano ocoo koti i lobo; 
MRK.4.27	en buto iwor, ya odiko, koti tu, doŋo, kun en kwia kite ame atimere kede. 
MRK.4.28	Lobo kene en a mio koti cek; me agege koŋ tu, icennere nok, nyige te corre. 
MRK.4.29	Ka kal doŋ ocek, dano-nu te cako kac oyot kede alwete, pien nwoŋo kare me kac doŋ oromo.”
MRK.4.30	Dok te kobo ni, “Obino poro loc Obaŋa kede gin aŋo? Onyo carokoppene ame obino nyuto kede? 
MRK.4.31	Rom aroma kede nyig dek karadali ame dano moro okwanyo, ame ka ocoo i lobo, en titino kato koti luŋ; 
MRK.4.32	ento ka ocoo, doŋo doko adwoŋ a loo dek ducu, jaŋe pwodde adwoŋ, ame winyi a twarre malo twero gero udigi i tipo mere.”
MRK.4.33	Orabbigi koppere i carokop apol acalo mano, kite acalo gin twero niaŋ kede. 
MRK.4.34	Mom okobo kedgi aboŋo carokop, ento ka en tye kede jo a lube kengi, en gonnyigi te kop ducu.
MRK.4.35	Otyeno me nino acel-lu Yecu te kobbigi ni, “Koŋ okat wunu loka tuŋ ca.” 
MRK.4.36	Gin te weko lwak oko, ote tere kede yee ame onwoŋo en tye iye; yede ocele daŋ onwoŋo tye karacel kede. 
MRK.4.37	Yamo adwoŋ te cako mor oko, pii te ero tagere, ocorre iyi yee, ame omio yee doŋ apoŋ oko. 
MRK.4.38	En onwoŋo tye i ojwiny yee, onino gire oko i aten wic. Gin tecoye oko kun okobo ni, “Apwony, yin mom iparo en ame oto oko-ni?” 
MRK.4.39	En te co oko, ojuko yamo kun kobo ni, “Kwe mot! Liŋ!” Yamo te kwe, nam daŋ te liŋ mot. 
MRK.4.40	Openyogi ni, “Ŋo omio ilwor wunu aman? Iyeewu pe?” 
MRK.4.41	Gin obedo kede lworo adwoŋ, ote cako penyere kengi kengi ni, “Man kara ŋa, ame yamo kede nam-gu winye-nie?”
MRK.5.1	Gin otuno loka nam tuŋ ca i lobo a jo Geraca. 
MRK.5.2	Yecu ka otyeko ya i yee, dano moro won cen areco orwatte kede, kun oya i akina lyele. 
MRK.5.3	En bedo i ka Iyele, mom tye dano moro ame twero tweye kadi kede jegere; 
MRK.5.4	pien yam otwee tyen apol i nyony kede jegere, ento en codo jegere, turo nyony oko, ŋattoro pe ame twero loye. 
MRK.5.5	Nino ducu, dyewor kede iceŋŋere, en bedo gire i ka lyele kede i wi tur, rio koko, bedo ŋolo kome kene kede gweŋe. 
MRK.5.6	En ka oneno Yecu i teŋe, oriŋo, oryebere i nyime, 
MRK.5.7	te redo kede dwon aloŋo ni, “Yecu Wot Obaŋa Amalo Meicel, kara ilaro ŋo keda. Akwai i nyiŋ Obaŋa, kur iwuna.” 
MRK.5.8	Pien onwoŋo okobbe ni, “Ya oko i kom dano man, yin cen arac.” 
MRK.5.9	Yecu openye ni, “Yin nyiŋi ŋa?” Te gamo ni, “Nyiŋa Mony
MRK.5.10	Obako doge baŋ Yecu atek ni kur ryemgi oko i lobo-nono.
MRK.5.11	Lwak puno ecipan onwoŋo tye ka cem i kor kidi kuno. 
MRK.5.12	Gin obako doggi kun okwao ni, “Cwawa i punni, me odony i yigi.” 
MRK.5.13	En oyegi. Cen areco te ya, pikere iyi punni; lwak puno ame mito romo tutumia aryo obelle i ŋwec i kor kidi, ote poto i nam, ote mwonyere oko iyi nam. 
MRK.5.14	Okwat te riŋo oko, tero koppere i boma kede i akina pacci, jo ociro me bino neno gin aŋo ame otimere-nu. 
MRK.5.15	Gin obino baŋ Yecu, ote neno won cen areco obedo kuno, orukere i boŋŋi, wie odoko aber, en a yam tye kede lwak cen areco; lworo omakogi. 
MRK.5.16	Jo ame oneno otito baŋgi gin ame otimere i kom won cen areco kede i kom punni. 
MRK.5.17	Gin ote bako doggi baŋ Yecu ni myero ya oko i Iobogi. 
MRK.5.18	A doŋ en ayito i yee, dano a rik tye kede cen areco-nu obako doge ni ber ebed doŋ baŋe. 
MRK.5.19	Ento en okwero oko kun kobbe ni, “Dok paco baŋ jo turu, itittigi gin adit ame Rwot otimo i komi, kede kite ame otimi kede ber-ri.” 
MRK.5.20	En owoto, te cako rabo i Dekapoli gin adit ame Yecu otimo i kome; jo luŋ te wuro.
MRK.5.21	Ame Yecu doŋ okato loka nam, odok tuŋ ca kede yee, lwak ecipan ocokere baŋe, ogure dyere; onwoŋo en tye i dog nam. 
MRK.5.22	Lo moro obino ame en ŋat acel i akina odoŋe me kacokere, nyiŋe Yairo. Ka oneno Yecu, te ryebere piny i te tyene, 
MRK.5.23	te bako doge baŋe atek ni, “Nyara atidi tye a doŋ ceggi to. Biye iket ciŋi i kome me caŋ oko, obed kwo.” 
MRK.5.24	Owoto gin kede, lwak ecipan daŋ olube kun odie.
MRK.5.25	Onwoŋo tye dako moro a nwaŋ otwo too me kwer remo mwakki apar wie aryo. 
MRK.5.26	En oneno can adwoŋ baŋ odakatal apol; limmere ducu oket oko, ento too omedde ka ameda. 
MRK.5.27	Ka en owinyo kop ame jo kobo i kom Yecu, odonyo i akina lwak, te pello i tuŋ ŋec, ogudo boŋo mere. 
MRK.5.28	Pien okobo ni, “Kom ka agudo kadi boŋo mere keken, abino caŋ oko.” 
MRK.5.29	Cucuttono remo mere te cok oko, en oŋeo i kome ni doŋ ecaŋ oko i kom cannere. 
MRK.5.30	Yotoyot Yecu owinyo i kome kene ni teko moro oya i kome; en olokere i dye lwak kun penyo ni, “Ŋa ogudo boŋŋina?” 
MRK.5.31	Jo a lube te gamo doge ni, “Ineno lwak adiyi, pwod dok ipenyo apenya ni, ‘Ŋa oguda-nie?’ ” 
MRK.5.32	Yecu oŋoloro tuŋŋi i tuŋŋi me neno ŋat otimo man. 
MRK.5.33	Dako-nono, ka oŋeo gin otimere i kome, obino kede lworo ame doŋ kome amyel amyela, te ryebere i nyime, otitte kop ducu me ateni. 
MRK.5.34	Yecu te kobbe ni, “Nyara, iyeeni ocaŋi oko, wot giri i kuc, ame doŋ icaŋ oko atwal i kom canni.”
MRK.5.35	Ame en pwod tye ka kop, jo mogo obino ame oya i paco adwoŋ me kacokere, ote kobo ni, “Nyari doŋ oto oko; piŋo dok imedde cano apwony?” 
MRK.5.36	Ento Yecu pe oketo cunye i kom kop ame gin okobo, te lunyo kobbi adwoŋ kacokere ni, “Kur ilwor; ye ayea keken.” 
MRK.5.37	Doŋ pe te ye ni ŋattoro lube, kono ka Petero kede Yakobo, kede Lakana omin Yakobo. 
MRK.5.38	Ka gin otuno i ot adwoŋ me kacokere, oneno lwak jo a wo kun oliakino i koko. 
MRK.5.39	Ame en odonyo, openyogi ni, “Kara piŋo iwo wunu i koko? Atin-ni gire mom oto, onino anina.” 
MRK.5.40	Gin onyere meicel, en te ryemogi ducu oko, te tero ka papa atin kede tottere kede jo ame onwoŋo tye baŋe, ote donyo kan ame opyelo iye atin. 
MRK.5.41	Te mako ciŋe kun kobbe ni, “Talita kum,” ame te koppere ni, “Nyako, akobbi, ya malo.” 
MRK.5.42	Cucuttono nyako te ya malo, te ero wowota; pien onwoŋo doŋ tye kede mwaka me dittere a romo apar wie aryo. Gin owuro meicel. 
MRK.5.43	Te cikogi atek ni kur ŋattoro ŋe kop-pi, dok te cikogi ni mi nya-nu cem.
MRK.6.1	Yecu oya oko i kuno, odwogo i lobo turgi; jo a lube owapo yore. 
MRK.6.2	I ceŋ me cabit en ocako pwony i kacokere. Jo apol ame owinye owuro, kun openyo ni, “Dano man onwoŋo gin man ducu i kwene? Man ryeko aŋo ame omie?” Kede dok ni, “Tic atek adoŋo a rom man ame en tye ka tiyo oya i kwene? 
MRK.6.3	Man mom apac, wot a Maliam, omin a Yakobo kede Yoce kede Juda kede Cimon? Anaka amego mere mom tye baŋwa kan?” Cunygi te ya oko i kome. 
MRK.6.4	Yecu te kobbigi ni, “Mom tye adwarpinnyoro ame mom oworo, kono ka i lobo me turgi, kede i akina doggola mere, kede i paco mere.” 
MRK.6.5	Tiyo ticcogo atek adoŋo kuno oloc, kono ka keto ciŋe i kom otwo mogo anok kede caŋogi. 
MRK.6.6	Owurogi atek pien iyeegi mom.
MRK.6.6	Yecu owoto omano i akina myere kun pwonyo. 
MRK.6.7	Olwoŋo jo mere apar wie aryo baŋe, te cako orogi teŋe aryoaryo, omiogi twer i kom cen areco. 
MRK.6.8	Ocikogi atek ni kur gin owot kede ginnoro i wotgi-nono kono ka abiro keken. Owot aboŋo cem, aboŋo cao, aboŋo lim me arwaka i del pyergi; 
MRK.6.9	ento owot ame orwako war i tyengi, ame pe odoko kanyi aryo i komgi. 
MRK.6.10	Dok ocikogi ni, “Kan ame idonyo wunu iye i ottoro, bedu iye ituno ka ibino ya wunu i kuno. 
MRK.6.11	Ka kabedo moro mom ojolowu, ame jo okwero winyo kopwu, ka iya wunu i kuno, teŋ wunu apua i tyenwu oko me bed caden baŋgi.” 
MRK.6.12	Gin owoto, orabo kop ni, jo myero oŋuti. 
MRK.6.13	Gin oryemo cen apol, owiro otwo apol kede moo, ocaŋogi.
MRK.6.15	Ento jo ocele kobo ni, “Mano Elia gire.” Jo ocele ni, “En adwarpiny, bala ŋat acel i akina odwarpiny acon.” 
MRK.6.16	Ento Kerode ka owinyo, te kobo ni, “Lakana a nwaŋ aŋolo ŋuteni doŋ ocere oko.”
MRK.6.18	Lakana nwaŋ okobbi Kerode ni, “Cik pe ye in ibed i ci-ominni.” 
MRK.6.19	Omio yi Kerodia owaŋ i kom Lakana, omito neke, ento mom otwerre, 
MRK.6.20	pien Kerode onwoŋo lworo Lakana kun ŋeo ni en dano ame kite atira, dok dano acil daŋ, obedo ka gwoke oreme. Ka winyo kop a Lakana orabo, otwoo doge oko, ento winyo koppere pire obedo mit baŋe. 
MRK.6.21	Cite kare aber te romo i nino a nwaŋ Kerode oyiko iye arama me po pi nywalle, olwoŋo iye odoŋe me abumenti mere, kede odoŋe a telo wi lweny, kede odoŋe me Galilaya. 
MRK.6.22	Nyaka a Kerodia odonyo i ot, omyelo, te yomoro cuny Kerode oko kede wele mere. Abaka te kobbi nyako ni, “Kwa gin ducu ame imito, abino miyi.” 
MRK.6.23	Okwoŋo akwoŋa kun kobo ni, “Jami luŋ aluŋa ame ibino kwayo, abino miyi oko, anaka nucu me locca.” 
MRK.6.24	Nyako te donyo oko, te penyo tottere ni, “An akwa ŋo?” Okobbe ni, “Wi Lakana Abatija.” 
MRK.6.25	Nyako te ru bolle dok baŋ abaka kede mitkome, te kwaye ni, “Amito imia wi Lakana Abatija amanni, i weer-ri.” 
MRK.6.26	Cuny abaka owaŋ meicel, cite pi kwoŋŋere i nyim wele mere, mom dok etwero twono nyan-nu. 
MRK.6.27	Abaka te ru oro cirikale moro a gwoke kun cike ni, “Kel wi Lakana Abatija.” En te wot, te ŋolo ŋute i buc. 
MRK.6.28	Okelo wie kede weer, te miyo baŋ nyan-nu, nyako te miyo baŋ tottere. 
MRK.6.29	Ka jo a lubo Lakana owinyo kop man, gin obino otiŋo kome, oyiko oko.
MRK.6.30	Okwena odwogo baŋ Yecu, te titte kop i kom gin ducu ame gin otio, kede ame gin opwonyo. 
MRK.6.31	En te kobbigi ni, “Biye wunu kan a jo mom iye, me koŋ iwe wunu anok”, pien jo apol obino aluca luca, omio gin mom obedo kede kare anaka me cem. 
MRK.6.32	Gin ote wot oko teŋe kede yee, gin kengi, kan a jo mom iye. 
MRK.6.33	Jo apol oneno ka gin woto, oŋeogi oko. Gin daŋ oriŋo kuno kede tyengi kun oya i boma ducu, gin dok te geyo tuŋŋigi kuno. 
MRK.6.34	Tekki Yecu ya i yee, ete neno lwak apipim; ocone meicel, pien ocalo rommi ame akwatgi mom; te cako pwonyogi i kop apol. 
MRK.6.35	Ka kare me otyeno doŋ okato, jo mere a lube obino baŋe kun okobo ni, “Kan obedo i dye tim, caa daŋ doŋ okato oko. 
MRK.6.36	Cwagi i akina pacci kede i akina myere ame ceggiceggi, me gin wil cem pirgi kengi.” 
MRK.6.37	En te gamo ni, “Wun migi wunu cem.” Gin ote gamo ni “Owot owil ogati me ciliŋ mia aryo, me omigi ocam?” 
MRK.6.38	En te penyogi ni, “Itye wunu kede ogati adi? Wot inenu koŋ.” Ka doŋ gin oŋeo, ote kobbe ni, “Abic, kede rec aryo.” 
MRK.6.39	En te ciko ni jo ducu bed piny awu awu i Ium alyabu. 
MRK.6.40	Gin obedo piny i eryoŋet apapat, mogo mia, mogo pyerabic. 
MRK.6.41	Omako ogati abic kede rece aryo-nu, oneno malo i polo, okwao iye winyo, onyinyilo ogati, omio baŋ jo a lube wek oket i nyim jo; dok opoko rece aryo-nu baŋgi ducu. 
MRK.6.42	Gin ducu ocamo, oyeŋ. 
MRK.6.43	Ocoko ŋide cem kede me rece, oromo aditti apar wie aryo ame opoŋ. 
MRK.6.44	Jo ame ocamo ogati oromo co tutumia abic.
MRK.6.45	Cucuttono Yecu te ruyo jo mere a lube me donyo i yee, otel yo, okat loka tuŋ ca i Betecaida, en koŋ ecik lwak. 
MRK.6.46	Ka doŋ otyeko cikogi, te yito i wi kidi ka kwayo Obaŋa. 
MRK.6.47	A doŋ piny oyuto, onwoŋo yee tye i dye nam, en onwoŋo odoŋ kene i wi tela. 
MRK.6.48	Oneno kwaŋo yee awunogi, pien yamo onwoŋo abino i tuŋ nyimgi. Dyewor i akina ame gwen akoko en te bino baŋgi kun awot i wi nam i tyene, te mito katogi akata. 
MRK.6.49	Ento ka gin onene kun awot i wi nam i tyene, ote tamo ni gwok onyo cennoro, ote kuko duro oko;
MRK.6.50	pien gin ducu onene, tipo komgi oto oko. Yecu te kop kedgi oyotoyot ni, “Di cunywu, an ennono, kur ilwor wunu.” 
MRK.6.51	Te yito baŋgi i yee, yamo daŋ te kwe oko mot; omio doggi otwo meicel, 
MRK.6.52	pien onwoŋo woki mom oniaŋ i te kop me ogati ca, pien cunygi pwod nwaŋ.
MRK.6.53	Ka doŋ gin odokoro loka, oyito i wi tela i Genecaret, ote tweyo yee kuno. 
MRK.6.54	Ka doŋ oya oko i yee, lwak te ŋeyo Yecu oyotoyot. 
MRK.6.55	Gin te ririŋa mano kabedo-nono ducu, kun ocako kela jo a komgi lit i gi-butogi kan ame gin owinyo ni tye iye ducu. 
MRK.6.56	I kabedo ducu ame en bino iye, i akina myere, i boma ducu kede i akina pacci atino, gin pyelo otwo i cuk, obako doggi baŋe ni ogud ka ayayak me boŋo mere keken; jo ducu ame ogudo te caŋ oko.
MRK.7.1	Oparicayo kede opwony-cikkogo ame oya i Jerucalem ocokere baŋe. 
MRK.7.2	Ote neno jo mogo i akina olub Yecu ame cemo aboŋo lubo kwer, te koppere ni mom ologo ciŋgi. 
MRK.7.3	(Pien Oparicayo kede Ojudaya ducu ka mom ologo ciŋgi atek, mom otwero cem, pien oma-ko kite a jo adoŋo. 
MRK.7.4	Dok ka odwogo i cuk, mom ocemo ituno ka koŋ olwokere; dok tye lwak cik ocele apol ame gin lubo, bala me lwoko ikopo-gu, kede weer, kede gulli mola.) 
MRK.7.5	Oparicayo kede opwony-cik openye ni, “Piŋo joni a lubi mom lubo kit a jo adoŋo, ento ocemo a pe ologo ciŋgi?” 
MRK.7.6	En te gamo ni, “Adwarpiny Icaya yam okobo aber i komwu, wun ogoba, acalo rik ocoo ni,
MRK.7.6	‘Rok-k i wora i doggi nono,
MRK.7.6	cunygi kara bor keda;
MRK.7.7	ento owora nono,
MRK.7.7	pwony ame gin opwonyo obedo kite a dano.’
MRK.7.8	Iweko wunu cik Obaŋa oko, ite lunyo wunu mako kite a dano.”
MRK.7.9	Dok okobbigi ni, “Itimo wunu ber me bolo cik Obaŋa, me ite gwoko wunu kitewu! 
MRK.7.10	Pien Muca nwaŋ okobo ni, ‘Wor pappi kede totti,’ dok ni, ‘Dano a yeto pappere onyo tottere myero nek oko’. 
MRK.7.11	Cite wun ikobo wunu ni, ‘Ka ŋattoro okobbi pappere onyo tottere ni, Gin a kono akonyi kede en Korban’ (te koppere ni, doŋ omio oko baŋ Obaŋa), 
MRK.7.12	mom oye ni en tim ginnoro pi konyo pappere onyo tottere. 
MRK.7.13	Amannono imio wunu kop Obaŋa to nono pi kitewu ame ipwonyo wunu kede jo. Dok daŋ itimo wunu gin ocele apol ame rom kede mano.”
MRK.7.14	En dok ocwano lwak baŋe, okobbigi ni, “Wun ducu winy wunu koppa, daŋ iniaŋ wunu iye. 
MRK.7.15	Mom tye ginnoro ame ya i oko ame twero balo dano ka odonyo i yie; ento gin ame ya i yi dano en ame balo dano. [
MRK.7.16	Ka ŋattoro tye i yit me winyo, myero winy.]” 
MRK.7.17	Ka doŋ odonyo i ot, ame oweko lwak, jo mere a lube openye pi carokoppono. 
MRK.7.18	En te kobbigi ni, “Wun daŋ kara pwod pe iniaŋ wunu? Pe iŋeo wunu ni, jami ducu ame donyo i yi dano kun oya i oko pe twero bale? 
MRK.7.19	Pien mom donyo i cunye, cite kato i cin-yic, te kato oko.” (Ka okobo amannono, olonyo wit cem ducu.) 
MRK.7.20	Te dok kobo ni, “Gin ame ya i yi dano en ame balo dano. 
MRK.7.21	Pien gin oya i yi dano, ame oya i cunye, en tam areco, coco, kwo, nek, cot, 
MRK.7.22	woro me lim, timmogo areco, bwolo jo, tarwaŋ, nyeko, ayet, wakere, miŋo. 
MRK.7.23	Jami ducu arecc-ni ya i yi dano, daŋ obalo dano.”
