GEN.1.1	Ne waro Õꞌacʉ̃ ʉꞌmʉse, tojo nicã diꞌtare bajurẽcʉ niwĩ. 
MAT.11.9	To pũrĩcãrẽ mʉsã niꞌcʉ̃ Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masʉ̃rẽ ĩꞌarã waꞌarã weepã. Nirõta Juã ãpẽrã Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masã nemorõ niyʉꞌrʉnʉꞌcãmi. 
MAT.11.10	Õꞌacʉ̃ Juãrẽ oꞌóyuatjere cʉ̃ ye queti ojáca pũrĩpʉ aꞌtiro ojanoꞌwʉ̃:
MAT.11.10	“Yʉꞌʉ mʉꞌʉ ye quetire wereyuacjʉre mʉꞌʉ dʉporo oꞌógʉti.
MAT.11.10	Cʉ̃ mʉꞌʉ waꞌatji maꞌarẽ apoyugʉsami”, nicʉ niwĩ Õꞌacʉ̃, ni ojanoꞌcaro niwʉ̃.
MAT.11.10	Maꞌa quẽꞌrã́yumʉꞌtãgʉ̃ weronojõ mʉꞌʉ waꞌati dʉporo masã wãcũsere bʉjaweti dʉcayudutigʉsami nígʉ̃, tojo nicʉ niwĩ.
MAT.11.11	»Diacjʉ̃ta mʉsãrẽ weregʉti. Todʉporopʉ, aꞌtiro nicã quẽꞌrãrẽ ne niꞌcʉ̃ Juã yʉꞌrʉoro nigʉ̃́ marĩmi. Tojo nimicã, nipeꞌtirã Õꞌacʉ̃ wiogʉ nirõpʉ nirã́ Juã yʉꞌrʉoro nima. Mejõ nigʉ̃pʉa cʉ̃ yʉꞌrʉoro nimi.
MAT.11.12	»Juã buꞌenʉꞌcãcateropʉ, téé aꞌtocateropʉ quẽꞌrãrẽ Õꞌacʉ̃ wiogʉ nisere ʉatirã, cumuca weema. 
MAT.11.13	Nipeꞌtirã Õꞌacʉ̃ ye quetire weremʉꞌtãrĩ masã na ojaꞌque meꞌrã, tojo nicã Moisé cʉ̃ dutise cũuꞌque meꞌrã Õꞌacʉ̃ wiogʉ nimi nisere werenuꞌcũcãrã niwã. Juã masãrẽ wãmeyeri masʉ̃pʉta weretʉocʉ niwĩ. 
MAT.11.14	Mʉsã yʉꞌʉre ẽjõpeosĩꞌrĩcãma, aꞌtiro nigʉ̃ti. Dʉporocjʉ̃pʉ Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masʉ̃ aꞌtiro nicʉ niwĩ: “Masãrẽ yʉꞌrʉoacjʉ aꞌtise dʉporo Elía Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masʉ̃ weronojõ nigʉ̃́ aꞌtigʉsami”, ni ojanoꞌwʉ̃. Juã na tojo ojanoꞌcʉta nimi. 
MAT.11.15	Oꞌmeperi cʉorãnojõ aꞌtere añurõ tʉꞌoya.
MAT.11.16	»Masã aꞌtocaterocjãrã, yé quetire tʉꞌosĩꞌrĩtirã ãꞌrã weronojõ nima. Wĩꞌmarã macã decopʉ apedujirã, na meꞌrãcjãrãrẽ pijirã caricũbajaqueꞌatirã weronojõ nima. Aꞌtiro caricũsama: 
MAT.11.17	“Ʉ̃sã wẽowʉ̃ putimicã, basarã wijatiapʉ. Ʉ̃sã bʉjawetise basacã quẽꞌrãrẽ, utitiapʉ.” Na weronojõ aꞌtocatero nirã́ noꞌo añurõ, ñaꞌarõ weecã, mejãrõta tʉꞌsatima. 
MAT.11.18	Juã masãrẽ wãmeyeri masʉ̃ beꞌti, vino sĩꞌrĩtisami. Cʉ̃ tojo weecã, mʉsã “Wãtĩ cʉomi”, nisaꞌa. 
MAT.11.19	Beꞌro yʉꞌʉ Õꞌacʉ̃ macʉ̃ masʉ̃ weronojõ upʉtigʉ quẽꞌrãrẽ baꞌa, yʉꞌʉ vino sĩꞌrĩcã, mejãrõta ñaꞌarõ ucũꞌu. “Baꞌawãrĩgʉ̃, sĩꞌrĩwãrĩgʉ̃ nimi. Niyeru wapaseeri masã, tojo nicã ñaꞌarã meꞌrãcjʉ̃ nimi”, niꞌi yʉꞌʉre. Mʉsã niꞌcʉ̃pʉreta ẽjõpeoweꞌe. Tojo ẽjõpeotimirã, yʉꞌʉ weeĩꞌoꞌquere ĩꞌarã, “Õꞌacʉ̃ cʉ̃rẽ masĩse oꞌopĩ” ni, masĩbosaꞌa, niwĩ Jesú.
MAT.11.20	Beꞌro Jesú cʉ̃ tutuaro meꞌrã weeĩꞌoyʉꞌrʉnʉꞌcãꞌque macãrĩcjãrãrẽ aꞌtiro tuꞌtiwĩ. Na ñaꞌarõ weeꞌquere bʉjaweti dʉcayuticã, tojo weewĩ.
MAT.11.21	—Mʉsã Corazĩ́, tojo nicã Betsaida wãmetise macãrĩcjãrãrẽ ñaꞌarõ waꞌarosaꞌa. Yʉꞌʉ weeĩꞌoꞌquere ĩꞌamirã, dʉcayuweꞌe. Yʉꞌʉ ãpẽrã judío masã nitirã tiropʉ Tiro, Sidṍ wãmetise macãrĩpʉ weeĩꞌocãma, dʉporopʉ na ñaꞌarõ weeꞌquere bʉjaweti dʉcayutojabopã. Na bʉjawetisere ĩꞌorã, na weewʉaronojõpʉma suꞌtire wãquĩsenojõrẽ sãña, nujãrẽ na dʉpoapʉ ṍrẽ́stepeobopã. 
MAT.11.22	Mʉsãrẽ wereꞌe. Õꞌacʉ̃ masãrẽ beseatji nʉmʉ nicã, mʉsã peꞌere Tiro, Sidṍcjãrã nemorõ buꞌiri daꞌreyʉꞌrʉnʉꞌcãgʉ̃sami.
MAT.11.23	»Niꞌcãrõacãma Capernaucjãrãrẽ wereꞌe. “Tojowaro ʉꞌmʉsepʉ mʉjãrãti”, ni wãcũticãꞌña. Õꞌacʉ̃ mʉsãrẽ pecameꞌepʉ cõꞌabutiagʉsami. Sõꞌoníca macã Sodoma yʉꞌʉ mʉsã tiropʉ weeꞌcaronojõ weeĩꞌocãma, ti macã niꞌcãrõacãpʉ quẽꞌrãrẽ ninuꞌcũbosaꞌa. 
MAT.11.24	Mʉsãrẽ nigʉ̃ti. Õꞌacʉ̃ masãrẽ beseatji nʉmʉ nicã, Sodomacjãrãrẽ nemorõ mʉsã peꞌere Õꞌacʉ̃ buꞌiri daꞌregʉsami, niwĩ Jesú.
MAT.11.25	Narẽ tojo níca beꞌro Jesú cʉ̃ pacʉ Õꞌacʉ̃rẽ aꞌtiro niwĩ:
MAT.11.25	—Pacʉ, mʉꞌʉ ʉꞌmʉse, aꞌti turi wiogʉ niꞌi. “Masĩyʉꞌrʉnʉꞌcãrã niꞌi” nirãrẽ mʉꞌʉ ye cjasere tʉꞌomasĩcã weeweꞌe. Ãpẽrã wĩꞌmarã weronojõ maata tʉꞌo ẽjõpeorã peꞌere tere masĩcã weeꞌe. Mʉꞌʉ tojo weesere wãcũgʉ̃, “Añuꞌu”, ni eꞌcatise oꞌoꞌo. 
MAT.11.26	Pacʉ, mʉꞌʉ ʉaꞌcaronojõta aꞌtere queoro weeꞌe, niwĩ.
MAT.11.27	Beꞌro Jesú masãrẽ ninemowĩ:
MAT.11.27	—Yʉꞌʉ pacʉ nipeꞌtise weemasĩsere yʉꞌʉre oꞌowĩ. Cʉ̃ niꞌcʉ̃ta yʉꞌʉ nisetisere masĩpeꞌocãꞌsami. Yʉꞌʉ quẽꞌrã niꞌcʉ̃ta cʉ̃ nisetisere masĩpeꞌoꞌo. Noꞌo yʉꞌʉ masĩcã weenoꞌrã quẽꞌrã cʉ̃ nisetisere masĩsama. 
MAT.11.28	Mʉsã basu weetutuase meꞌrã Õꞌacʉ̃rẽ eꞌcaticã weesĩꞌrĩꞌi. Tojo weerã nʉcʉ̃sere wʉarã, daꞌra caributirã weronojõ niꞌi. Mʉsã buꞌiri tʉꞌoñaꞌrã, bʉjawetirãrẽ aꞌtiro nigʉ̃ti. Mʉsã tojo tʉꞌoñaꞌsere yʉꞌʉre wereya. Yʉꞌʉ mʉsãrẽ weetamugʉ̃ti. Mʉsã tojo weecã, yʉꞌʉ mʉsãrẽ ejerisãjãsere oꞌogʉti. 
MAT.11.29	Yʉꞌʉ dutisere, yʉꞌʉ ʉaronojõ weeya. Mʉsã tojo weecã, weetamugʉ̃ti. Yʉꞌʉ daꞌradutipegʉ niweꞌe. Yʉꞌʉ mʉsãrẽ pajañaꞌgʉ̃, mejõ nigʉ̃ weronojõ weeꞌe. Mʉsã bʉjawetisere yʉꞌʉre werecã, mʉsãrẽ eꞌcatise dʉcayugʉti. 
MAT.11.30	Yʉꞌʉ weetamuyucã, yʉꞌʉ dutise ʉpʉtʉ waro mʉsãrẽ tutuaweꞌe. Masã apeyenojõ caꞌrasãasere oꞌmarã weronojõ tʉꞌoñaꞌrãsaꞌa, ni werewĩ Jesú.
MAT.12.1	Titare sauru nicã ʉ̃sã judío masã soowʉari nʉmʉ Jesú trigo wesepʉ yʉꞌrʉawĩ. Ʉ̃sã cʉ̃ buꞌerã ʉjaboarã, trigo na oteꞌquere tʉ̃ꞌrẽ, te perire baꞌawʉ. 
MAT.12.2	Fariseo masã ʉ̃sã tojo weecã ĩꞌarã, Jesure niwã:
MAT.12.2	—Ĩꞌaña. Mʉꞌʉ buꞌerã niꞌcãcãnojõrẽ weedutitisere weema. Marĩ soowʉari nʉmʉrẽ daꞌradutiweꞌe, niwã.
MAT.12.3	Na tojo nicã tʉꞌogʉ, Jesú niwĩ:
MAT.12.3	—Mʉsã dʉporocjʉ̃ wiogʉ Davi cʉ̃ meꞌrãcjãrã meꞌrã ʉjaboarã weeꞌquere buꞌepã. 
MAT.12.4	Na aꞌtiro weecãrã niwã. Õꞌacʉ̃ wiꞌipʉ sãjãa, pã́ “Õꞌacʉ̃ ye niꞌi” níꞌque narẽ baꞌadutitiꞌquere baꞌacãrã niwã. Paꞌia diaꞌcʉ̃rẽ baꞌata basiocaro nimiwʉ̃. 
MAT.12.5	Apero Moisé dutiꞌcaropʉ quẽꞌrãrẽ buꞌepã. Marĩ soowʉari nʉmʉ nicã paꞌia Õꞌacʉ̃ wiꞌipʉ daꞌrasama. Cʉ̃ ye cjasere daꞌrarã, sootisama. Na tojo sootirã, ñaꞌarõ weerã mejẽta weema. 
MAT.12.6	Mʉsãrẽ weregʉti. Aꞌtore yʉꞌʉ Õꞌacʉ̃ wiꞌi yʉꞌrʉoro niyʉꞌrʉnʉꞌcãgʉ̃ niꞌi. 
MAT.12.7	Mʉsã Õꞌacʉ̃ ye queti ojáca pũrĩpʉ níꞌquere tʉꞌomasĩweꞌe. Aꞌtiro ojanoꞌcaro niwʉ̃: “Yʉꞌʉ masãrẽ aꞌmerĩ pajañaꞌcã ʉaꞌa. Waꞌicʉrã ʉ̃jʉ̃amorõpeoꞌcaro nemorõ te peꞌere ʉasãyʉꞌrʉnʉꞌcãꞌa”, ni ojanoꞌwʉ̃. Mʉsã tere tʉꞌomasĩrã pũrĩcã, masã mejẽcã weetirãrẽ “Ñaꞌarõ weema”, nitibosaꞌa. 
MAT.12.8	Yʉꞌʉ Õꞌacʉ̃ macʉ̃ masʉ̃ weronojõ upʉtigʉ soowʉari nʉmʉrẽ dutise nemorõ dutimasĩꞌi, niwĩ Jesú.
MAT.12.9	Jesú trigo wesepʉ níca beꞌro judío masã nerẽrĩ wiꞌipʉ sãjãawĩ. 
MAT.12.10	Ti wiꞌi poꞌpeapʉ niꞌcʉ̃ omocã bʉꞌawiaꞌcʉ nicʉ niwĩ. Fariseo masã ¿deꞌro wee Jesure weresãrãsari? nírã, cʉ̃rẽ sẽrĩtiñaꞌwã:
MAT.12.10	—¿Marĩ soowʉari nʉmʉrẽ dutitigʉre yʉꞌrʉocã añuti? niwã.
MAT.12.11	Na tojo nicã tʉꞌogʉ, narẽ yʉꞌtiwĩ:
MAT.12.11	—Niꞌinojõta marĩ soowʉari nʉmʉ nicã oveja copepʉ bʉrʉsãjãcã, cʉ̃rẽ wejewãꞌcõgʉ̃ waꞌaticã weetisami. 
MAT.12.12	Niꞌcʉ̃ masʉ̃ oveja nemorõ wapatiyʉꞌrʉnʉꞌcãmi. Tojo weero marĩ soowʉari nʉmʉrẽ añuse weecã añu niꞌi, niwĩ.
MAT.12.13	Cʉ̃ tojo níca beꞌro omocã bʉꞌawiaꞌcʉre niwĩ:
MAT.12.13	—Mʉꞌʉ omocãrẽ sĩ́oña, niwĩ. Tojo nicã tʉꞌogʉ, sĩ́owĩ. Cʉ̃ tojo weecãta, ape omocã weronojõ añua waꞌawʉ. 
MAT.12.14	Cʉ̃ tojo weecã ĩꞌarã, fariseo masã uawijaa waꞌawã. Tojo uawijaarã, “¿Deꞌro wee Jesure wẽjẽrãsari?” ni apocãrã niwã.
MAT.12.15	Jesú cʉ̃rẽ wẽjẽsĩꞌrĩsere masĩgʉ̃, omocã bʉꞌawiaꞌcʉre yʉꞌrʉoꞌcaropʉ níꞌcʉ wijaawãꞌcãwĩ. Cʉ̃rẽ masã pãjãrã sirutuwã. Nipeꞌtirã dutitirãrẽ yʉꞌrʉowĩ. 
MAT.12.16	Yʉꞌrʉo, narẽ ne cʉ̃ ye cjasere weredutitiwĩ. 
MAT.12.17	Jesú na pãjãrãrẽ yʉꞌrʉocã, Isaía Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masʉ̃ ojaꞌque queoro waꞌawʉ. Aꞌtiro ojacʉ niwĩ:
MAT.12.18	Ãꞌrĩ yʉꞌʉre daꞌracoꞌtegʉ, yʉꞌʉ beseꞌcʉ nimi.
MAT.12.18	Yʉꞌʉ maꞌigʉ̃ nimi.
MAT.12.18	Cʉ̃ meꞌrã eꞌcatiꞌi.
MAT.12.18	Yʉꞌʉ Espíriture cʉ̃rẽ oꞌogʉti.
MAT.12.18	Cʉ̃ yʉꞌʉ nipeꞌtirã masãrẽ añurõ weesere weregʉsami.
MAT.12.19	Cʉ̃ ne dʉꞌsaso, macã decopʉ caricũsijasome.
MAT.12.20	Noꞌo wãcũtutuatigʉnojõ quẽꞌrãrẽ cõꞌasome.
MAT.12.20	Cõꞌarõnojõ oꞌogʉ, wãcũtutuacã weegʉsami.
MAT.12.20	Ẽjõpeotutuatirãrẽ tuꞌtisome.
MAT.12.20	Narẽ añurõ weetamugʉ̃sami.
MAT.12.20	Cʉ̃ wiogʉ sãjã́ca beꞌropʉ, cʉ̃ ñaꞌasere docaqueꞌaca beꞌropʉ tojo weeduꞌugʉsami.
MAT.12.20	Cʉ̃ queoro dutimeꞌrĩcʉ̃sami.
MAT.12.21	Tojo weerã nipeꞌtirocjãrã cʉ̃ dutiatjere coꞌterãsama, tojo ni ojanoꞌwʉ̃.
MAT.12.22	Beꞌro Jesú tiropʉ caperi bajutigʉ, ucũtigʉ wãtĩ sãjãnoꞌcʉre miiejawã. Na cʉ̃rẽ miiejacã ĩꞌagʉ̃, Jesú cʉ̃rẽ yʉꞌrʉowĩ. Tojo wééca beꞌro ĩꞌa, ucũwĩ. 
MAT.12.23	Wãtĩ sãjãnoꞌcʉ yʉꞌrʉcã ĩꞌarã, nipeꞌtirã masã ĩꞌamarĩawã. Na aꞌmerĩ sẽrĩtiñaꞌwã:
MAT.12.23	—¿Ãꞌrĩ dʉporocjʉ̃pʉ Davi pãrãmi “Na aꞌtiacjʉ niapʉ” níꞌcʉ niti? niwã.
MAT.12.24	Fariseo masã na tojo nicã tʉꞌorã, aꞌtiro niwã:
MAT.12.24	—Ãꞌrĩ wãtĩa wiogʉ Beelzebú wãmetigʉ tutuaro meꞌrã wãtĩarẽ cõꞌawĩrõcãꞌsami, niwã.
MAT.12.25	Jesú na tojo nisere masĩgʉ̃, narẽ niwĩ:
MAT.12.25	—Niꞌcã curuacjãrã aꞌmerĩ dʉcawati aꞌmequẽrã, masãpeꞌtia waꞌasama. Tojo nicã niꞌcã macãcjãrã o niꞌcã wiꞌicjãrã na quẽꞌrã aꞌmerĩ dʉcawati aꞌmetuꞌtirã, peꞌtidija waꞌasama. 
MAT.12.26	Mejãrõta wãtĩa wiogʉ cʉ̃ yarã wãtĩarẽ cõꞌawĩrõgʉ̃, cʉ̃ basuta dʉcawatigʉ weesami. Tojo weegʉ cʉ̃ deꞌro wee tutuanemobosabe. 
MAT.12.27	Mʉsã yʉꞌʉre “Cʉ̃ wãtĩ Beelzebú tutuaro meꞌrã wãtĩarẽ cõꞌawĩrõmi”, niꞌi. Tojo nicãma, mʉsã buꞌesere siruturã wãtĩarẽ cõꞌawĩrõrã, ¿noa tutuaro meꞌrã cõꞌawĩrõsari? Narẽ mʉsã “Õꞌacʉ̃ tutuaro meꞌrã wãtĩarẽ cõꞌawĩrõma”, niꞌi. Tojo weero masĩnoꞌo. Mʉsã yʉꞌʉre nise diacjʉ̃ niweꞌe. 
MAT.12.28	Yʉꞌʉ wãtĩarẽ Espíritu Santu tutuaro meꞌrã peꞌe cõꞌawĩrõꞌo. Te meꞌrã “Õꞌacʉ̃ wiogʉ nise mʉsã tiropʉre nitojaꞌa”, ninoꞌo.
MAT.12.29	»Queose meꞌrã mʉsãrẽ werenemogʉ̃ti tja. Niꞌcʉ̃ tutuamʉ ya wiꞌipʉre dʉꞌtecũutimigʉ̃, yajamasĩnoꞌña marĩꞌi. Dʉꞌtéca beꞌropʉ yajamasĩsami, niwĩ. Yʉꞌʉ wãtĩ yʉꞌrʉoro tutuayʉꞌrʉnʉꞌcãꞌa nígʉ̃, tojo niwĩ Jesú.
MAT.12.30	Jesú ninemowĩ:
MAT.12.30	—Yʉꞌʉre ʉatirã yʉꞌʉre ĩꞌatuꞌtirã nima. Yʉꞌʉre seeneotamutigʉnojõ doquestewãꞌcãgʉ̃ weronojõ nimi. Yʉꞌʉre ẽjõpeotirã masãrẽ Õꞌacʉ̃rẽ ẽjõpeocã weetamurã mejẽta weema.
MAT.12.31	»Tojo weegʉ mʉsãrẽ diacjʉ̃ weregʉti. Õꞌacʉ̃ masã ñaꞌarõ weesere, ñaꞌarõ ucũsere acobojogʉsami. Espíritu Santure ñaꞌarõ ucũcã pũrĩcãrẽ, acobojosome. 
MAT.12.32	Yʉꞌʉ Õꞌacʉ̃ macʉ̃ masʉ̃ weronojõ upʉtigʉre ñaꞌarõ ucũcã, Õꞌacʉ̃ acobojogʉsami. Espíritu Santu peꞌere ñaꞌarõ ucũcã, Õꞌacʉ̃ acobojosome. Niꞌcãrõacã, beꞌropʉ quẽꞌrãrẽ mejãrõta acobojosome, niwĩ Jesú.
MAT.12.33	Jesú ninemowĩ:
MAT.12.33	—Yucʉgʉ añucjʉ nicã, tigʉ dʉca meꞌrã “Añucjʉ niꞌi”, ninoꞌo. Yucʉgʉ ñaꞌacjʉ nírõ, tigʉ dʉca meꞌrã “Ñaꞌacjʉ niꞌi”, ni ĩꞌamasĩnoꞌo. Yucʉgʉre tigʉ dʉca meꞌrã ĩꞌamasĩnoꞌo. 
MAT.12.34	Mʉsã aña weronojõ pũrĩrã niꞌi. Ñaꞌarã nitjĩarã, ¿deꞌro wee añusere ucũmasĩbosaʉ? Marĩrẽ ñaꞌase púúturo, ñaꞌaseta marĩ ucũse wijaꞌa. Añuse nicã, añuseta wijaꞌa. 
MAT.12.35	Tojo weegʉ masʉ̃ añugʉ̃ añuse wãcũse cʉoyugʉ, añurõta ucũsami. Apĩ ñaꞌagʉ̃ peꞌe cʉ̃ wãcũse ñaꞌase niyucã, ñaꞌarõ ucũsami. 
MAT.12.36	Mʉsãrẽ weregʉti. Õꞌacʉ̃ masãrẽ beseatji nʉmʉ nicã, mʉsã wãcũtimirã noꞌo ʉaro ucũmaꞌaꞌquenʉcʉ̃ besegʉsami. 
MAT.12.37	Mʉsã añurõ ucṹca beꞌro nicã, Õꞌacʉ̃ mʉsãrẽ “Añurõ ucũpã, buꞌiri mooꞌo”, nigʉ̃sami. Mʉsã ñaꞌarõ ucṹca beꞌroma “Buꞌiri cʉoꞌo”, nigʉ̃sami, niwĩ Jesú fariseo masãrẽ.
MAT.12.38	Beꞌro fariseo masã, ãpẽrã Moisé ojaꞌquere buꞌeri masã Jesure aꞌtiro niwã:
MAT.12.38	—Masãrẽ buꞌegʉ, mʉꞌʉ añuse weeĩꞌocã ĩꞌasĩꞌrĩsaꞌa, niwã.
MAT.12.39	Na tojo nicã tʉꞌogʉ, Jesú niwĩ:
MAT.12.39	—Mʉsã aꞌtocaterocjãrã ñaꞌarã niꞌi. Mʉsã weeĩꞌoña nírã, mʉsã ẽjõpeotisere yʉꞌʉre ĩꞌoꞌo. Mʉsãrẽ weeĩꞌosome. Aꞌte diaꞌcʉ̃rẽ weregʉti. Dʉporocjʉ̃pʉ Joná Õꞌacʉ̃ ye quetire weremʉꞌtãrĩ masʉ̃ waꞌaꞌcaronojõ diaꞌcʉ̃rẽ ĩꞌogʉ̃ti. 
MAT.12.40	Joná waꞌiwʉ̃ pajigʉjo paaga poꞌpeapʉ iꞌtia ʉmʉco, iꞌtia ñami cʉ̃pʉre sãñacʉ niwĩ. Cʉ̃ weronojõta yʉꞌʉ Õꞌacʉ̃ macʉ̃ masʉ̃ weronojõ upʉtigʉ quẽꞌrã yʉꞌʉre yááca beꞌro iꞌtia ʉmʉco, iꞌtia ñami diꞌta poꞌpeapʉ cũñagʉ̃saꞌa. 
MAT.12.41	Joná Nínive wãmetiri macãcjãrãrẽ Õꞌacʉ̃ ye quetire werecã, na ñaꞌarõ weeꞌquere bʉjaweti, duꞌucãrã niwã. Yʉꞌʉ peꞌere Joná yʉꞌrʉoro nimicã, mʉsã ẽjõpeoweꞌe. Mʉsã na weeꞌcaronojõ ñaꞌarõ weeꞌquere bʉjawetiweꞌe. Tojo weerã Õꞌacʉ̃ masãrẽ beseatji nʉmʉ nicã, Nínivepʉ níꞌcãrã aꞌtocateropʉcjãrãrẽ “Mʉsã Jesure ẽjõpeotirã, ñaꞌarõ weewʉ”, nirãsama. 
MAT.12.42	Apeye quẽꞌrãrẽ weregʉti. Dʉporocjõ mujĩpũ mʉjãtiro diacjʉ̃ peꞌe nirĩ diꞌtapʉ wiogo Israe curuacjãrã wiogʉ Salomó masĩsere tʉꞌogo aꞌtico niwõ. Yʉꞌʉ Salomó yʉꞌrʉoro masĩyʉꞌrʉnʉꞌcãmicã, mʉsã peꞌe yʉꞌʉre tʉꞌosĩꞌrĩweꞌe. Tojo weego Õꞌacʉ̃ masãrẽ beseatji nʉmʉ nicã, ti diꞌta wiogo níꞌco aꞌtocateropʉcjãrãrẽ “Mʉsã Jesure ẽjõpeotirã, ñaꞌarõ weewʉ”, nigõsamo, niwĩ.
MAT.12.43	Jesú fariseo masãrẽ ninemowĩ:
MAT.12.43	—Wãtĩ masʉ̃pʉre cõꞌawĩrõnoꞌca beꞌro aco marĩrõpʉ sijabaqueꞌatisami. Cʉ̃ niatjore aꞌmagʉ̃, tojo weesami. Cʉ̃ nirṍ bocatigʉ, aꞌtiro wãcũsami: 
MAT.12.44	“Yʉꞌʉ wijaaꞌcʉpʉre dajasãjãagʉ̃ti tja”, nisami. Cʉ̃pʉre dajasãjãagʉ̃, wiꞌi oꞌaca wiꞌi, añurõ apóca wiꞌi weronojõ bocaejasami. 
MAT.12.45	Beꞌro ãpẽrã wãtĩa sietere cʉ̃ yʉꞌrʉoro ñaꞌarãrẽ pijisami. Piji, beꞌro todʉporopʉ cʉ̃ wijaaꞌcʉpʉre na nipeꞌtirã sãjãasama. Tojo weegʉ masʉ̃ cʉ̃ todʉporopʉ níꞌcaro nemorõ ñaꞌarõ tojasami. Ãꞌrã quẽꞌrã yʉꞌʉre ẽjõpeotirã tojota ñaꞌabutiaro waꞌarãsama, niwĩ Jesú.
MAT.12.46	Jesú masãrẽ tojo ucũrĩ cura cʉ̃ paco, cʉ̃ acabijirã cʉ̃ nirĩ wiꞌipʉ ejawã. Na sopepʉ tojanʉꞌcã, cʉ̃ meꞌrã ucũsĩꞌrĩwã. 
MAT.12.47	Tojo weecã, to nigʉ̃́ niꞌcʉ̃ werewĩ Jesure:
MAT.12.47	—Mʉꞌʉ paco, mʉꞌʉ acabijirã sope pʉꞌtopʉ niama. Mʉꞌʉ meꞌrã ucũsĩꞌrĩama, ni werewĩ.
MAT.12.48	Cʉ̃ tojo nicã tʉꞌogʉ, Jesú cʉ̃rẽ niwĩ:
MAT.12.48	—¿Noanojõ niti yʉꞌʉ paco, yʉꞌʉ acabijirã? niwĩ.
MAT.12.49	Beꞌro ʉ̃sã cʉ̃ buꞌerãrẽ ñupuꞌa, niwĩ:
MAT.12.49	—Ãꞌrãrẽ yʉꞌʉ paco, yʉꞌʉ acawererã waro tʉꞌoñaꞌa. 
MAT.12.50	Noꞌo Õꞌacʉ̃ ʉaro weerãnojõ náta yʉꞌʉ acabiji, yʉꞌʉ acabijo, yʉꞌʉ paco weronojõ nima, niwĩ.
MAT.13.1	Ti nʉmʉrẽta tja Jesú wiꞌipʉ níꞌcʉ ditara sumutopʉ waꞌawĩ. Waꞌa, topʉ dujiwĩ. 
MAT.13.2	Masã pãjãrã waro cʉ̃ tiropʉ nerẽcã ĩꞌagʉ̃, yucʉsʉpʉ mʉjãsãjãa, dujiwĩ. Masã peꞌe ditara sumutopʉ nuꞌcũwã. 
MAT.13.3	Beꞌro Jesú queose meꞌrã narẽ buꞌewĩ:
MAT.13.3	—Niꞌcʉ̃ masʉ̃ cʉ̃ ya wesepʉ otegʉ waꞌasami. 
MAT.13.4	Cʉ̃ otegʉ wẽestewãꞌcãcã, apeye otese cape maꞌapʉ doquequeꞌasaꞌa. Mirĩcʉ̃a aꞌti, te perire ĩꞌaboca, baꞌapeꞌocãꞌsama. 
MAT.13.5	Apeye ʉ̃tãpaga cãꞌrõacã diꞌta cʉoro buꞌipʉ doquequeꞌasaꞌa. Te diꞌta cãꞌrõacã niyucã, asibusu maata marã, pĩꞌrĩsaꞌa. 
MAT.13.6	Beꞌro mujĩpũ asimʉjãtiri cura diꞌta boposãjãyʉꞌrʉa waꞌasaꞌa. Tojo weero nʉꞌcõrĩ cʉotiꞌcaro nitjĩarõ, maata ñaidija waꞌasaꞌa. 
MAT.13.7	Apeye otese cape pota waꞌteropʉ bʉrʉqueꞌasaꞌa. Pota peꞌe tere pĩꞌrĩyʉꞌrʉa, wẽjẽcãꞌsaꞌa. 
MAT.13.8	Apeye otese cape diꞌta añurõpʉ bʉrʉqueꞌasaꞌa. Te añurõ pĩꞌrĩ, dʉcatisaꞌa. Niꞌcã ño cien peri dʉcatisaꞌa. Ape ño sesenta peri, ape ño treinta peri dʉcatisaꞌa. 
MAT.13.9	Oꞌmeperi cʉorãnojõ aꞌtere añurõ tʉꞌoya, niwĩ Jesú.
MAT.13.10	Beꞌro ʉ̃sã cʉ̃ buꞌerã cʉ̃ pʉꞌto waꞌa, cʉ̃rẽ sẽrĩtiñaꞌwʉ̃:
MAT.13.10	—¿Deꞌro weegʉ masãrẽ queose meꞌrã buꞌeti? niwʉ̃.
MAT.13.11	Jesú ʉ̃sãrẽ yʉꞌtiwĩ:
MAT.13.11	—Õꞌacʉ̃ mʉsãrẽ aꞌtiro weemi. Mʉsã ãpẽrã todʉporopʉ masĩña marĩmiꞌquere cʉ̃ wiogʉ nisere masĩcã weemi. Ãpẽrã yʉꞌʉre ẽjõpeotirã peꞌere masĩticã weemi. 
MAT.13.12	Tojo weegʉ yʉꞌʉ buꞌesere ẽjõpeorãrẽ narẽta Õꞌacʉ̃ masĩse oꞌonemogʉ̃sami. Na tʉꞌomasĩse cʉoyʉꞌrʉarãsama. Ãpẽrã yʉꞌʉ buꞌesere ẽjõpeotirã peꞌere na cãꞌrõacã masĩmiꞌquere tʉꞌomasĩticã weegʉsami. 
MAT.13.13	Na yʉꞌʉ weesere ĩꞌamirã, ĩꞌatirã weronojõ nisama. Yʉꞌʉ buꞌesere tʉꞌomirã, tʉꞌomasĩtisama. Tojo weegʉ queose meꞌrã narẽ wereꞌe. 
