MAT.1.1	Dabíii, Aavaráaa, íjcyámútsiúvúj tsɨɨménémúhaabéhjáa Jetsocríjtó íjcyáábé ɨhdé múnáaúvú ílluúme:
MAT.14.32	Aamútsíi mɨ́ɨ́né pañévú úcáávénáa tsúúca kííjyeba ɨ́hvetéhi. 
MAT.14.33	Áijyúu pámeere téémɨ́ pañe muha meíjcyame Jetsóó lliiñévú memɨ́hmóúbáne menééhií:
MAT.14.33	—Ɨ́mɨáánéjucóha ihdyu Píívyéébé Hajchi uú.
MAT.14.34	Ehdúu muha úneu mepájtyeme méúújeté Genetsaréé iiñújɨvu. 
MAT.14.35	Aanée tétsíi múnaa Jetsóoke iwáájácúne úúballé pahúlleváré tééné iiñújɨ múnáake. Aamée tsívahíjcyá chéméméhjɨke dibye ibóhɨ́ɨ́tsoki. 
MAT.14.36	Aamée dííbyeke néé íwajyámúubávúré dibye idyómájcótso ibóhɨɨ́ki. Ahdújucóo ɨ́mɨááné dííbyeke íwajyámutu dómajcóméjuco bóhɨhíjcyáne.
MAT.15.1	Áhdurée tsáijyu Jerotsaréetu paritséómuma taúhbájú uwáábojte Jetsóo éllevu itsááne néé dííbyeke:
MAT.15.1	—¿Aca ɨ́veekí dímamyémú tsá méénuhíjcyatú méɨhdé múnáaúvúu úwáábohíjcyádu?
MAT.15.2	Tsá muurá ditye nítyámeíhíjcyatú imájchóíñé ɨhde Píívyéébé úmɨwávú múúne meímíbájchómeíñé meméénune.
MAT.15.3	Áánélliihyée neebe diityéke:
MAT.15.3	—Árónáa muurá téhdure Píívyéébé taúhbaju nééne tsá ámuha melléébohíjcyatú ámuháyé meípívyéjtsóné uwááboju ámuha meúráávyehíjcyánélliíhye. 
MAT.15.4	Muurá dííbyé taúhbaju nééhií: “Ámúháj caanímuke múu iwájyúne avyéjuulléhi. Áánetu íllure cáánímuke tútávátsohíjcyámé ihdyu óvi dsɨ́jɨvéhi.” 
MAT.15.5	Ehdu muurá tene néérónáa ámuha tsíñejcúvúré méúwáábohíjcyáhi. Muurá ámuha ménehíjcyá tsaapívá cáánímútsikye ɨpɨ́aabóné iímíllétúhajchíí nééiyóne: “Tsá o píívyetétú ámúhtsikye o pɨ́aabóne. Muurá ámúhtsikye o pɨ́áábóiyódú ɨ́ɨ́vane Píívyéébekéréjuco o ɨ́ɨ́cuvéne.” 
MAT.15.6	Aanévá ehdu íhjyúváróóbé hallúrí tsá ɨɨná íjcyatú diityétsikye dibye pɨ́áábótúrónáaáca. Ehdu muurá ámuha méúwáábohíjcyáhi. Aame muurá ámuha Píívyéébé taúhbaju íllure méwaagóohíjcyá ámuháyé meípívyéjtsóné uwááboju ámuha meúráávyehíjcyánélliíhye. 
MAT.15.7	Ɨ́mɨáámeúvúdú ámuha méícyahíjcyá bañú múnaa ámuha meíjcyame. Muuráhjáa ɨ́mɨáánéjuco Píívyéébé ihjyú uubálle múnáajpi Itsaíá ámúhadítyú nééneé:
MAT.15.8	Íjtye oke ávyéjútsohíjcyará hállúéjuríye. Tsá ávyeta ɨ́ɨ́ɨ́búuri oke ditye ávyéjútsohíjcyatúne. 
MAT.15.9	Íllure iállíñe oke duurúvahíjcyáme. Aame iiye iípívyéjtsóné uwáábojúúné úráávyehíjcyá pánehjɨ́dú tátyaúhbajúúné iúráávyeúvúdu.
MAT.15.10	Ehdúu iñétsihdyu Jetsóó tsiiñe pámeere tétsii íjcyámeke nééhií:
MAT.15.10	—Ímíñeúvú mélleebúcunúcó ɨɨná nééiyóné ámúhakye o nééiñe ámuha mewáájácuki. 
MAT.15.11	Muurá panéváré mɨ́amúnaa óóvene tsá diityéké tútávájtsotúne. Muurá ihdyu diityé ɨ́ɨ́búwá déjúcotúré ímítyúné ɨ́jtsaméí tsááne diityéké tútávajtsóhi.
MAT.15.12	Ehdúu dibye néénéllii muha dííbyeke menééhií:
MAT.15.12	—¿Aca ú waajácurá eene ehdu u nééne aatye paritséómuke ávyéta tsáríyé pájtyene?
MAT.15.13	Áánélliihyée neebe múúhakye:
MAT.15.13	—Muurá múúne úmɨhé pañétú mépée mebájtsótúné uméhé ííñehe metábahjyúcúne méwaagóóhi. Ehdu muurá níjkyéjɨri íjcyaabe Llihíyó avyéjúejte íjcyatúmé ímítyú ícyahíjcyámé wágóóóveéhi. 
MAT.15.14	Áeméjté íjcyámedi tsá meɨ́ɨ́cúvéítyuróne. Muurá éhne múúne hállúvatúmé íjcyadu tsá ditye wáájácúmeítyúne. Muurá tsahdúré hállúvatúmé íjcyame tsátyéjcatsíyómé tsaméhjɨ́juco áákityéiyóné wáhyéju dɨ́ɨ́váné pañévu. Ahdu muurá diítye. Ehdúu Jetsóó nééhií.
MAT.15.15	Átsihdyúu Péédoro néé dííbyeke:
MAT.15.15	—Áyu cána bo múúhadívú bóhowájtsó peíyené u nééné uwááboju ɨɨná nééiyóne.
MAT.15.16	Áánélliihyée neébe:
MAT.15.16	—¿Aca ihdyu eene ámuha meíjcyarómé tsá mewáájácutú ɨɨná tene nééiyóne? 
MAT.15.17	Muurá panéváré meóóvehíjcyanéhjɨ́ pevénéré méjpíítyu pajtyéhi. 
MAT.15.18	Áánetu ihdyu mɨ́amúnáá ɨ́ɨ́ɨ́búwá déjúcotúré ímítyúné ɨ́jtsaméí tsááne diityéké tútávajtsóhi. 
MAT.15.19	Muurá diityé ɨ́ɨ́búwá déjúcotu ichívyehíjcyáné panéváré ímítyúné ɨ́jtsaméí ílluúne: Ditye dsɨ́jɨ́vétsócatsíhíjcyanéhjɨ, ditye ihdícyámema dómácócatsíhíjcyanéhjɨ, ditye nánícyatsíhíjcyanéhjɨ, ditye állícyatsíhíjcyanéhjɨ, ditye tsíjtyedi néhní íhjyúvahíjcyanéhjɨ. 
MAT.15.20	Énehjɨ ihdyu diityéké tútávajtsóhi. Tsá eene Píívyéébé úmɨwávú iímíbájchómeíiyóné íhyójtsɨne níjtyámeítyúmé májchone diityéké tútávájtsotúne. Ehdúu Jetsóó néé múúhakye.
MAT.15.21	Átsihdyúu muha mepéé Tííroó, Tsidóoo, íjcyácoomícyú íjcyáné iiñújɨvu. 
MAT.15.22	Átsihyíhjyáa íjcyalle Canáa múnáalle Jetsóo éllevu tsáá íllu wáníjcyámeíllére:
MAT.15.22	—Ávyéjuúbej, Dabíiúvúj tsɨɨménémúhaabe u íjcyaábej, óhdi ihdyu dɨ́daatsóve. Ájyúwa naavéné ípañe íjcyalle ávyétá ɨhnáhó ɨ́cúbáhrámeíhi.
MAT.15.23	Ehdúu dille néérónáa tsá dibye ɨɨná néétu díílleke. Áánélliihyée muha dííbyeke menééhií:
MAT.15.23	—Áálleke pɨáábó dille ióómiki. Íjyévé medéjutu wáníjcyámeílléré tsááhií.
MAT.15.24	Áánélliihyée neébe:
MAT.15.24	—Tsáháa tsíjtye múnaa jodíómú íjcyátúmeke o pɨ́áábo o tsáátune. Muuráhjáa ihdyu Píívyéébe oke wallóó ijraéémuke o pɨ́áábo éhne múúne obééjámú mújtadu néémeke.
MAT.15.25	Ehdúu Jetsóó néérónáa ɨ́dátsójkímyeílléré dííbyé lliiñévú ɨmɨ́móúúvéne nééhií:
MAT.15.25	—¡Ávyéjuúbej, árónáa óvíjyuco ihdyu oke pɨáábo!
MAT.15.26	Árónáacáa neébe:
MAT.15.26	—Tsá muurá tsaapi ɨ́ɨ́tsɨ́ɨ́medítyú majcho idyójtúcúne oohímyekéréjuco téénevu ájcúítyuróne.
MAT.15.27	Árónáacáa neélle:
MAT.15.27	—Ihdyúhde tehdújúcoóro, Avyéjuúbej. Árónáa muurá múúne oohímyé íjcyarómé majchó íaabájajte májchónetu dójcónéwuújɨ.
MAT.15.28	Áánélliihyée neebe díílleke:
MAT.15.28	—Ɨ́mɨáánéha oke, muulle, u cáhcujtsóhi. Ahdícyane ihdyu óvíi uke ó pɨ́aabóhi.
MAT.15.28	Ehdúu Jetsóó díílleke nééné tujkéveríhjyáa tsúúca dííllé ajyúwá bohɨ́jucóóhií.
MAT.15.29	Átsihdyúu muha tsiiñe Gariréá unéuvu mepééme tétsihvu meúújeténáa páhbaú hallúvú ácúúveébe. 
MAT.15.30	Áábedívúu idyé mítyane mɨ́amúnaa píhcyaavémé tsivácunú páhduváré nééneri chéméméhjɨke: Úllétúméhjɨke, hállúvátúméhjɨke, íhjyúvátúméhjɨke, pevéviiújɨ́ néméhjɨke, tsijtye tsííñéeméneri chéméméhjɨke. Áámécóbaúvukée bóhɨ́ɨ́tsohíjcyaábe. 
MAT.15.31	Ááneríi mɨ́amúnaa ullévenúhijcyá eenée íhjyúvahíjcyatúmé tsúúca íhjyuvájúcóóneri, páviiújɨ́ɨ némehjɨ ímíjpyeténeri, úllehíjcyatúmée tsúúca úlléjúcóóneri, hállúvatúmé hálluvájúcóóneri. Áánemáa duurúvámé muha mecáánívahíjcyaabe Píívyéébeke.
MAT.15.32	Ááné boonétúu Jetsóó múúhakye nééhií:
MAT.15.32	—Mítyane ó ɨ́dáátsové íjtye tsúúca pápihchúúj coojɨ́vájuco mééma íjcyámedívú imájchó óúúvéneri. Aane tsá o ímílletú májchótúmeke o wállóóiyóne. Tsáijyu múu juuvávyúré chéméiyómé ájyáháñeri.
MAT.15.33	Áánélliihyée muha menéé dííbyeke:
MAT.15.33	—Árónáa ¿kiátú meújcúnetu mémájchótsóiyá áyámekéjɨ́ɨ́va múubárá íjcyátútsihyi meíjcyame?
MAT.15.34	Áánélliihyée múúhakye neébe:
MAT.15.34	—¿Aca múhduná méhdi majcho? Áánélliihyée muha menééhií:
MAT.15.34	—Ijcyáné 7-hova páahóónema áyánéwu amóme.
MAT.15.35	Áánélliihyée neebe ditye iáhcúbaki. 
MAT.15.36	Áánemáa teene páahóónema amómeke iékéévéne téhdújtsoobe Píívyéébeke. Átsihdyúu idyóhdáhɨ́nunévú múúhakye ájcuube muha mewájtu diityéke. 
MAT.15.37	Áánée imájchóne pámeere tsaímíyé óóvénetu coéváné 7-rujtsíva. 
MAT.15.38	Áánée diitye májchome wajpíímúré 4,000-meváubáhjáa walléémuháñema tsɨɨme éévémeítyúrónáaáca. 
MAT.15.39	Ehdúu imájchótsóné boonétú botsíi wálloobe diityéke. Átsihdyúu muha mɨ́ɨ́neri mepéé Máádará cóómí ijcyáhullévu.
MAT.16.1	Áijyúu paritséómuma tsadotséómú tsáá Jetsóo éllevu. Áamée dííbyeke imújtátsóro néé íévéhoowávú méénúráítyuróné dibye imyéénuki.
MAT.16.2	Árónáacáa neebe diityéke:
MAT.16.2	—Muurá cuuvé pañe níjkyejɨ tújpañúnetu ámuha méwaajácú tsíjcyoojɨ ímí nééiñe. 
MAT.16.3	Áánetu cúúvénetu tejɨ tújpañúcooca ámuha méwaajácú téjcoojɨ ímítyuj cóójɨ́ íjcyaíñe. Ehdu muurá ámuha ɨ́mɨáámeúvúdú méwaajácú muhdú néijyu muhdɨ́ɨ́vané cóójɨ íjcyaíñe. Árome ¿ɨ́veekí tsá ámuha mewáájácutú okée iwálloone tsúúca ámúhakye Píívyéébe páhduváré nénehjɨ imyéénúneri úúballéjúcohíjcyaróne? 
MAT.16.4	Aame ámuha ɨ́mɨáámejɨ́ɨ́ ¿ɨ́veekí méimíllé méénúráítyuróné o méénune téénetu oke ámuha mecáhcújtsokíjɨ́ɨ́vari? Óvíi ihdyu Píívyéébé ihjyú uubálle múnáajpíi Jonáake pájtyedu nééne oke pájtyénetu ámuha méwaajácú ɨ́mɨááné diibyéjuco o íjcyane. Ehdúu Jetsóó diityéké nééné boone muha diityédítyú mepéé tsiéllevúréjuco.
MAT.16.5	Aamée únéú tsiñéjcuvu muha meúújetétsihvu méɨ́tsaavé múúha májchóhjáa muha maábájɨɨvéne. 
MAT.16.6	Áánáacáa Jetsóó múúhakye nééhií:
MAT.16.6	—Téɨɨbúwá méíjcyaco. Méɨ́ɨ́cúvedí paritséómuma tsadotséómu éhné pááá ooríchori.
MAT.16.7	Ehdúu múúhakye dibye néénéllii muha ménéjcatsíhi:
MAT.16.7	—Méubáhjané médóviyíjcyó páááhóubáré metsívátúnéllii ehdu meke neébe.
MAT.16.8	Ehdúu muha meɨ́jtsámeíñé iwáájácúne neebe múúhakye:
MAT.16.8	—¿Ɨ́veekí ámuha apááñeríyé méɨ́jtsámeí memájchó mééma íjcyátúneri? Áánélliihyéha ihdyu tsá ímí ámuha oke mecáhcújtsotúne. 
MAT.16.9	¿Muhdú wáájacúpityúmé ámuúha? ¿A tsá ámuha mewáájácutú éhnée 5-hovátúré páahóónetu 5,000-meváké o májchótsónetu pívárujtsívá pátyeevéne? 
MAT.16.10	Áhdure ¿aca tsá ámuha meɨ́tsáávetú éhnée 4,000-meváké 7-hovátúré o májchotsónetu múhdúrujtsívá cóeene meújcune? 
MAT.16.11	Aane ¿muhdú ɨ́ɨ́vane tsá ámuha mewáájácutú tsííñeríyé ámúhama o íhjyúvaróné ámúhakye o nééneé: “Méɨ́ɨ́cúvedí paritséómuma tsadotséómu éhné pááá ooríchori?”
MAT.16.12	Ehdúu dibye néénetu botsíi muha méwájácuuvé ɨ́mɨááné téénetu dibye múúhakye néétune. Ihdyúhacáa paritséómuma tsadotséómú uwáábó múhdurá nééne múúhakye mújtátsóíyónetu muha metéhmémeí dibye múúhakye nééneé.
MAT.16.13	Átsihdyúu muha ‘Tsetsaréa Pirípo’ némeí cóómí íjcyáné iiñújɨvu meúújetétsihvu múúhakye neébe:
MAT.16.13	—¿Aca muubá o íjcyane mɨ́amúnaa óhdityu nehíjcyá íñe Mɨ́amúnáájpidívúu o ípívyéévéébedítyu?
MAT.16.14	Áánélliihyée muha menééhií:
MAT.16.14	—Tsaate nehíjcyá tsojtsó múnáajpi Jóáava tsiiñe bóhɨɨbe u íjcyane. Áánetu tsijtye nehíjcyá éíjyuúvúu ícyahíjcyámé Píívyéébé ihjyú uubálle múnáadítyú Eríaa, Jeremíaa, íjcyámútsidítyú tsaapi u íjcyane.
MAT.16.15	Ehdúu muha menéénéllii múúhakye neébe:
MAT.16.15	—¿Ácooca ámuha muubá o íjcyane menééhií?
MAT.16.16	Áánélliihyée Péédoro nééhií:
MAT.16.16	—Muurá uu Críjto mɨ́amúnáake u pájtyetétsoobe ɨ́mɨáábé Piivyéébé Hajchi.
MAT.16.17	Áánélliihyée neébe:
MAT.16.17	—Tehdújuco, maímijyúhde tsáma uu Tsimóó Jonáá hajchi u íjcyaábe. Óvíi Píívyéébe uke pɨ́aabóhi. Tsá muurá mɨ́amúnaa uke túkévéjtsóneri ehdu u íhjyúvatúne. Muurá ihdyu níjkyéjɨri íjcyaabe Llihíyóré uke túkévéjtsóneri ehdu ú ihjyúváhi. 
MAT.16.18	Áábeke téhdure uke o néé Péédoro dimyémé íjcyane ‘nééwayu’ nééiyóne. Muurá nééwayu ɨɨná wááótuúdú u néébe ú íjcyaá múhdumé oke cáhcújtsómedítyú ímichi ídyéjúcóejpi. Áánéllii muurá tahñéjté íjcyámeke tsá ɨɨná muhdú méénúítyuróne. Muurá dsɨ́jɨvéjúcoorómé tsiiñe bóhɨɨ́hi. 
MAT.16.19	Áhdure uke ó picyóó dijtyééveri mɨ́amúnaa iwáájácu muhdú níjkyéjɨri íjcyaabe Píívyéébé avyéjúejte iíjcyaíñe. Aane íñe ííñújɨri múhdurá ícyahíjcyáné mɨ́amúnaa díuwááboju cáhcújtsotúmé tsá téénéejte íjcyatú níjkyéjɨri íjcyaabe Píívyéébe néhdújuco. Áánetu teene cáhcujtsómé ímí ícyahíjcyámé téénéejte ijcyá dííbyere néhdújuco.
MAT.16.20	Ehdúu iñééné boone múúhakye neebe muha muucá meúúbállétu ɨ́mɨááné diibyéjuco Críjto mépájtyetétsoobe dibye íjcyane.
MAT.16.21	Átsihdyúu múúhakye úúbálleebe muhdú Jerotsaréevu péébeke túkevéjtsojtémá llúúvájté avyéjujtee, taúhbájú uwáábojtee, íjcyame ɨɨ́cúbáhráné nɨ́jcáutu dííbyeke dsɨ́jɨ́vétsoíñe. Ároobe 3 coojɨ́vatu tsiiñe ibóhɨɨíñée úúbálleébe. 
MAT.16.22	Áánélliihyée Péédoro múúhadítyú idyówajcáróóbeke nééhií:
MAT.16.22	—Tsáha Ávyéjuúbej, kiá Píívyéébe íjcyánáa ɨɨná uke pájtyeéhi. Tsá ɨɨná uke pájtyéityúne.
MAT.16.23	Ehdúu Péédoro néérónáa Jetsóó íllure dííbyeke uhbáhi. Neebépeé:
MAT.16.23	—¡Dɨ́hne óhdityu Náve Naavénej! ¡Iijyévéne oke u túhútsohíjcyáne! Muurá mɨ́amúnáá ɨ́jtsaméíyé dípañe íjcyánéllii tsá u wáájácutú muhdú Píívyéébe óhdityu ɨ́jtsámeíñe.
MAT.16.24	Átsihdyúu neebe múúhakye:
MAT.16.24	—Tsaate oke iúraavyéné ímillémé óvíi iímillédú iícyahíjcyánetu ɨɨ́hveténe úraavyé wájyúmeítyúméré ɨɨ́cúbáhrámeíyóné pañe. 
MAT.16.25	Muurá iímillédú ííñújɨri iíjcyáíyóneríyé tsúúrámeíhijcyámé tsá pájtyetéityúne. Áánetu teene ɨɨ́hvéjtsóne ookéréjuco ímí iúráávyéíñeri tsúúrámeíhijcyámé pájtyéteéhi. 
MAT.16.26	¿Aca ɨ́ɨ́netú meke pɨ́áábóiyóné tsáijyu múu mewágóóóvénáa mítyane meéhneváne? ¿Mityá ijcyáné tsane mepájtyetéíyóné ehnííñevu tsaímíyé meíjcyáiyónej? 
MAT.16.27	Muurá oo Mɨ́amúnáájpidívúu o ípívyééveebe Llihíyó avyéjuma ó tsaá dííbyeéjté níjkyéjɨ múnáama. Áijyu muurá pámeere újcuú muhdú iícyahíjcyáne áhdo. 
MAT.16.28	Muurá ɨ́mɨááné ámúhadítyú tsáhái tsaate dsɨ́jɨ́véityú táavyéjú bóhówaavéné ájtyúmɨtúme. Ehdúu Jetsóó néé múúhakye.
MAT.17.1	Átsihdyúu 6 coojɨ́vatu tsajtyéébé Péédoroo, Jacóóboo, íñahbe Jóáaá, éhdúmeke cáméhbaúvú múha íjcyátúhullévu. 
MAT.17.2	Áhullévúhjáa diityédívú tsíhdyúrééveébe. Íhyúmɨ́hjáa ajchúcunú cóójɨ́ejpi nuhba ájchúcunúdu. Áhduréhjáa íwajyámú ávyeta cádiúcunú peetédu. 
MAT.17.3	Áánáacáhjáa Moitséee, Eríaa, íjcyamútsí dííbyedívú bóhówáávémútsima ihjyúvaábe. 
MAT.17.4	Áánélliihyéhjáa Péédoro nééhií:
MAT.17.4	—Ávyéjuúbej, ¡Maímijyu ihdyu mee íchihyij! Ahdícyane u ímílléhajchíí metsu meméénu 3-wava nújuwááné dihñéwaa, Moitsée éhwaa, Ería éhwaa, éhdune.
MAT.17.5	Ehdúhjáa Péédoro íhjyúvánáa ojtso ávyeta ájchúcunúné diityédívú niityéhi. Ááné pañétúhjáa Píívyéébe nééhií:
MAT.17.5	—Áánu muurá Hájchíwúuke o wájyúúbedi mítyane ó imíjyúúhií. Áábeke ihdyu tsáma méllééboco.
MAT.17.6	Ááneríhjyáa mítyane iíllityéne ɨ́hvóhobáme. 
MAT.17.7	Áánélliihyéhjáa Jetsóó diityéké dócárájcoobéré nééhií:
MAT.17.7	—Méíllityédíñe. Méíjyocúúve.
MAT.17.8	Ahdújucóhjáa iíjyócúúvéne tsiiñe ditye ɨ́ɨ́térónáa tsáhájuco múha íjcyatúne. Iiyéjucóhjáa Jetsóó tétsihyi.
MAT.17.9	Ehdúhjáa diityédívú itsíhdyúréévéne oomívú diityéké neébe:
MAT.17.9	—Tsáma méúúbálledíñéi muucá íñe ámuha maájtyumɨ́né Mɨ́amúnáájpidívúu o ípívyééveebe o dsɨ́jɨ́veebe tsiiñe o bóhɨ́ɨ́túné hajchóta.
MAT.17.10	Áánélliihyéhjáa nééme dííbyeke:
MAT.17.10	—¿Ácooca muhdú ɨ́ɨ́vane taúhbájú uwáábojte nehíjcyá Eríava tsiiñe bóhówááveíñé mɨ́amúnáake pájtyetétsóiibye bóhówáávéíñé ɨhdéwu?
MAT.17.11	Áánélliihyéhjáa neébe:
MAT.17.11	—Éée, ɨ́mɨáánéjucóhdée tene némeíñé Eríá bóhówááveíñé mɨ́amúnáake pájtyetétsóííbyé úmɨ́wari dibye diityéké ɨɨ́hdénu dííbyema. 
MAT.17.12	Ahdújucóo muurá dibye bóhówaavéné tsojtsó múnáajpi Jóáa eenée Eríá dibye íjcyane némeííbye. Áróóbekée muurá mɨ́amúnaa ávyejúúlletúmé múhdurá dárɨ́ɨ́vehíjcyá múijyú ookéréjuco Mɨ́amúnáájpidívúu o ípívyéévéébeke idyárɨ́ɨ́veídyu.
MAT.17.13	Ehdúhjáa Jetsóó néénetu botsíi diitye 3-meva waajácú tsojtsó múnáajpi Jóááúvudítyú dibye nééneé.
MAT.17.14	Aamée tsúúca tsiiñe wajtsɨ́ múúhadívu.
MAT.17.15	Áánáacáa tétsihyi mítyane mɨ́amúnaa íjcyámedítyú tsaapi Jetsóó lliiñévú ɨmɨ́móúúvéne néé dííbyeke:
MAT.17.15	—Ávyéjuúbej, cána ihdyu óvíjyuco hájchíwúudi dɨ́daatsóvej. Mítyane ɨ́cúbáhrámeíhíjcyaabe imyéívaténeri. Aabe ápíchó áákityéhijcyá cúújúwá pañévu. Tsáijyu áákityéhíjcyaabe téhí pañévu. 
MAT.17.16	Aane íñe íjtye dímamyému éllevu diityévá óóma ibóhɨ́ɨ́tso o tsíváróóbeke tsá ditye bóhɨ́ɨ́tsotúne.
MAT.17.17	Áánélliihyée neébe:
MAT.17.17	—¡Juhúúj, múhdúré mɨ́amúnaáhana ihdyu ɨ́mɨááné ámuuha Píívyéébeke cáhcujtsópityúme! Aane íñe ¿múhajchótá ámúhá muhdúré o áábúcúne ámúhakye ó úwáábohíjcyaá ímíñeúvú ámuha mecáhcújtsoki? Ehdúu múúhakye iñétsihdyu neébe:
MAT.17.17	—Áyu cána bo ííllevu metsívaj.
MAT.17.18	Ahdújucóo ditye tsájtyéébé pañe naavéné íjcyáábeke dibye úhbánetu dibye íjchivyéne. Ááné boonée tsúúca ímíjpyetéébe.
MAT.17.19	Ááné boonétúu muha tsamééré meíjcyátsihvu dííbyeke menééhií:
MAT.17.19	—¿Aca ɨ́veekí tsá muha mepíívyetétú meíjchívyetsóné naavéneke eene u méénuhíjcyádu?
MAT.17.20	Áánélliihyée neebe múúhakye:
MAT.17.20	—Ámuha Píívyéébeke ímí mecáhcújtsótúnéllii tsá ámuha mepíívyetétú tehdɨ́ɨ́vane meméénúiyóne. Muurá ɨ́mɨáánetúré ámúhakye o néé mojtáátsá neeváúwu áyá néérou muhdú kéémevédú ímí ámuha Píívyéébeke mecáhcújtsoca muurá cámehbáú ɨ́ɨ́néiyá tsíhtsihvu ámuha menééjuri. Ehdu ímí Píívyéébeke ámuha mecáhcújtsoca tsá ɨɨná ámúhadívú túhúúítyuróne. 
MAT.17.21	Muurá ihdyu téeméjpiikye mewáágóo májchotúmé Píívyéébeke pɨáábó métáúmeíhi. Ehdúu Jetsóó néé múúhakye.
MAT.17.22	Áhdurée Gariréá iiñújɨri muha meíjcyánáa tsiiñe múúhakye neébe:
MAT.17.22	—Mɨ́amúnáájpidívúu ípívyéévéébedívú muurá tsaapi ékéévétsoó ímítyúmeke. 
MAT.17.23	Áábeke ditye dsɨ́jɨ́vétsoobe muurá 3 coojɨ́vatu tsiiñe bóhɨɨ́hi. Ehdúu dibye íhjyuváné ɨ́dátsó múúhakye pajtyéhi.
MAT.17.24	Aamée Capenaóovu muha meúújeténáa duurúvájá wáábyuta dsɨ́ɨ́dsɨke áhdótsohíjcyámé tsáá múúha éllevu múúhakye iáhdótsoki. Aamée Péédoróké néé Jetsóodítyu:
MAT.17.24	—¿Aca tsá ámúhá avyéjuube áhdóityú duurúvájá wáábyuta paméváré áhdohíjcyáne?
MAT.17.25	Áánélliihyée Péédoro néé diityéke:
MAT.17.25	—Ihdyúi áhdóiíbye. Ehdúu ditye nééne Jetsóoke iúúbálle Péédoro dííbye éllevu tsájá pañévú úcáávérónáa ɨ́hdére népéjtsoobe dííbyeke:
MAT.17.25	—¿Aca muhdú ú ɨjtsúcunúhi, Tsímoj? ¿Muucá múúne áhdótsohíjcyámé ávyéjujte? ¿A íiiñújɨ múnáakére? ¿Mityá tsííñé iiñújɨ múnáakej?
MAT.17.26	Áánélliihyée neebe Péédoro:
MAT.17.26	—Muurá múúne tsííñé iiñújɨ múnáakéré áhdótsohíjcyáme.
MAT.17.26	Áánélliihyée Jetsóó nééhií:
MAT.17.26	—Aanéjɨ́ɨ́ ¿muhdú tsííñé iiñújɨ múnáájpíubájɨ́ɨ́ ó áhdoóhi? 
MAT.17.27	Árónáa ihdyu o áhdotúné múhdurá ditye ɨɨ́jtsúcunútu cáhawáá pijcyúté úneuj. Aane u píjyúcúúbé ihjyú pañe tsajɨ dsɨ́ɨ́dsɨjɨ u ájtyúmɨjɨ́vú ú áhdóteé mééma tsamútsimájuco. Ehdúu Jetsóó néé Péédoróke.
MAT.18.1	Áijyúu muha Jetsóoke menééhií:
MAT.18.1	—¿Aca caabyé múúhadítyú ɨ́ɨhtsútuube íjcyaá níjkyéjɨri íjcyaabe Píívyéébé avyéjuri muha meíjcyácoóca?
