GEN.1.1	I muan tan tatanik, tan nainy te kat faruak e Gov a gormirmir an puputaa, 
MAT.18.21	Ai Pita naa mito ten Jisas ya rangats Towa, “Tsunaun fis nainy te kat fifiiring varonyon vamuinyasiny tsonyo, nyo te anofen kat iring tsunia? Onots non fits nainy?”
MAT.18.22	Jisas biny towa sa tsue na ka, “A sikia, fits nainy te gim non ma onot, san fits safunuun nainy ana ya te nai onots ovein fits nainy, 
MAT.18.23	tana saa, a Waan iny Gormirmir te faarei non aatouf te pon non ma fatoobing a fo tavan tana fo tsoiny binun tsunia. 
MAT.18.24	Ayei te tanik iny fatoobing a tavan tsuri to sana ri mei me na isen tsuri te tavainy safunuu na tapan ana tapan painy moni. 
MAT.18.25	A tsoiny binun sikia ma kaa me ta painy moni iny biny fatabiny a tavan tsuan, ana tsunaun tsunia faan iny ton tsuen parits ma fafiifoiny iny a tsoiny binun to aya ma faarei ya na tsoiny binun babainy, natsun ya an fuainy guei tsunia, an fo mamatsiny ka tsunia onot non te biny fatabiny non ya na tavan tsuan. 
MAT.18.26	Tsoiny binun fatukun to matan a tsunaun tsuan, sing famamataaf sa tsue, ‘Anaanos faamo you, nyo biny fatabiny rou a tavan tsonyo tsumanyi!’ 
MAT.18.27	Tsunaun tsunia reesik towa, sa anofe na tavan tsunia ana ya jiats naa towa.
MAT.18.28	“Tsoiny binun tafuts to, ya tagei to na isen a tsoiny binun to te natiny binun fiisen minon ya ana ayei kan kaa minon a tavan tsunia onots non sen natus painy moni, sa ayei gima biny ya. Ya nots towa ana ya tanik iny ot towa, ‘Biny fatabiny me na tavan tsumanyi tsonyo!’ te tsue fi ya. 
MAT.18.29	Ana tsoiny binun bibinun fiisen mi towa to te kaa minon a tavan tsunia fatukun to matan ya sa sing famamataaf, ‘Anaanos faamo you, nyo biny fatabiny rou a tavan tsonyo tsumanyi!’ 
MAT.18.30	Sana ayei baainy en, ya fasof towa tana numaa iny kotskots onot non te biny fatabiny fi non ya na tavan tsuan.
MAT.18.31	“Te tagei arin mes panainy tsoiny binun te kat fi ya nei, ri peits rato, ana ri naa to tana tsunaun tsuri, ri tsue of towa na ka te ruak. 
MAT.18.32	Ana tsunaun tsunia fikoo to na tsoiny binun. Ya tsue to, ‘Nyi na tsoiny binun a ngi'arapaar! Nyo anofe na fo tavan te kat a anyi tsonyo, tana saa, anyi rangat vanyo. 
MAT.18.33	Nyi tabuiny tagtag kainy a mesmes a tsoiny binun to te kaa me na tavan tsunia tsumanyi faarei te tagtag finy anyo nyi.’ 
MAT.18.34	Tsunaun tsunia seeve fiisok nato, ya fasof towa tana numaa iny kotskots onot non te biny fatabiny fi non ya na fo tavan tsuan.”
MAT.18.35	Ai Jisas tsue to na ka, “Jesan kan e Tamanyo kaa non Gormirmir nai kat fi non nei tsumi te gim fi romi ma anofe ravainy kat iring tan vamuinyasiny tsumi tana fo koma mami.”
MAT.19.1	Te fakap bus e Jisas a fo vegiau Tsuan, Ya naus osing to na gum fan iny Galili sa naa fi en tana gum fan iny Judia, tan mes panaainy aurom iny Jodan. 
MAT.19.2	An tagin a kinai vovou iny Towa, ana Ya tsipaar ratuari na aya.
MAT.19.3	A tee vainy Farasi naa mito Tsunia, ri tanik iny tanaf Towa tan rangat, “Te toobing kan non tana Faun tsura tana mes ma ots fanging fiisen me natsun tana fo mamatsiny kat to te koman fi non ya?”
MAT.19.4	Jisas biny ratuari sa tsue na ka, “Mi gima gogosias Vegiau Ten Gov tovei?
MAT.19.4	‘Tan tatanik nan puputaa Gov fapogaar a vainy, Ayei kat faavots raton tsoiny min moun.’ 
MAT.19.5	Ai Gov tsue to,
MAT.19.5	‘Tan kat to aya, a tsoiny ma naus osing e taman me tsinan ya te fanging e natsun ana ri na ina fuan te nai isen tsun me.’ 
MAT.19.6	Ma faarei vaare mi ri na ina fuan, sana isen tsun. To sana mes ma pets vaare na ka te kotskots faavots bus e Gov.”
MAT.19.7	Tee vainy Farasi rangats Towa, “Kat fei, sen Moses tsue faparits tana mes te komainy ots non fanging ten natsun ee ma kirkir tsom noun iny ots fanging tana moun ma gargar ravainy ya ei?”
MAT.19.8	Jisas biny ratuari, “Moses tanyiny mami tan kat iny ots fanging tana saa, amin vainy pisiin, sai te gim non ma kat fi nei tan tatanik. 
MAT.19.9	Nyo tsue faman of maromi, e sei na mes te ots fanging fiisen minon e natsun ee, ai natsun ya te gima tsikoor, ana mes to ayei te nai fanging pis a mes a moun, a mes to ayei kaa non tan kat iny tsikoor fiisen me na mes a moun to aya.”
MAT.19.10	An matisian Tsunia tsue to na ka Tsunia, “Tan kat to aya kaa non fapoopoan nar muiny mataa, sai te rof non tan gima fanging.”
MAT.19.11	Jisas biny ratuari, “U fifaatsuts to te gim non ma naa of a fokinai, sai te naa of tsuiny non ere sei Gov te faan rari ya. 
MAT.19.12	Kaa minon tee viir tsoiny gim ror ma fanging tana saa ari te agiir me tan tsinar, ri kaa patsukan fi raror to; an mes viir tsoiny kat fi ror to tana saa, a vainy patsukan potei rarori ma fanging vaare ri; ana mesapan baainy ror ma fanging, tana saa, ri komainy kat faarof ror a binun tana Waan iny Gormirmir. Tanyir yam te kat fi ror to, ma kat arin koman tsuar er vovou iny ton fifaatsuts tovei.”
MAT.19.13	Ana mesapan tsuri na vainy mei miton guein kakaii ten Jisas ma fasaur Ya na niman patsuu rari ana Ya te faakats of rari, san matisian tsue ets'ets rari. 
MAT.19.14	Jisas tsue to na ka, “Tanyir yam guein kakaii ma naa mi ri Tsonyo, tsue tap vaare ir yam, tana saa a Waan iny Gormirmir fasito raror vainy te faarei ror guei to ari.”
MAT.19.15	Ya fasaur to na niman patsuu rari, Ya faakats of ratuari ana Ya naus osing ratuari.
MAT.19.16	Ana isen a mes naa mito ten Jisas, sa rangats Ya, “Tsoiny Fifaatsuts, saf a ka na rof na te kat ronyo ma nom anyo na toto na suu?”
MAT.19.17	“Kat fei sa nyi rangat Vanyo tana ka na rof ei?” tsue fi Jisas tsunia. “Isen tsun a rof to, e Gov tsun. Sana nyi ma vovou faarof iny a fo Faun, te komainy nom rom anyi na toto na suu.”
MAT.19.18	Ya rangat to, “Saf a fo Faun na?” Jisas biny towa, “Bainy atsuiny, bainy tsikoor, bainy kabuts, bainy gamgam iny a mesmes, 
MAT.19.19	fatsiitsii tamam me tsinam, ana nyi te mangiir fifakokoro tsuam faarei te mangiir finy rom anyi na tsivom.”
MAT.19.20	“Nyo vovou iny a fo Faun to aya,” te tsue fi na mes to aya, “a saf a ka ma kat pis anyo na?”
MAT.19.21	Jisas tsue to tsunia, “Te komainy kaa fatavaron fi rom anyi, kuar nyi fafiifoiny ravainy iny to na foka te kaa mirom anyi, nyi nom to na painy moni nyi fafaan ratuarin vainy aaruts, nyi te nom a masun iny Gormirmir; taame vovou you.” 
MAT.19.22	Te nongoiny a see mes vegiau to, ana ya reesik fiisok nato, ana ya naa en nato, tana saa, ayei kaa me na masun a kinai.
MAT.19.23	Jisas tsue to tan matisian Tsunia, “Nyo tsue faman of maromi, Te opaar fiisok non tana mes a masun ma sof a Waan iny Gormirmir. 
MAT.19.24	Nyo tsue of pis maromi, te opaar non tana Kamel ma sof a tarobong tana tutusa, sai te opaar fafis fiisok non tana mes a masun ma sof tana Waan iny Gormirmir.”
MAT.19.25	Te nongoiny matisian vegiau to, ri karian fiisok tsun rato. ri fararangat to. “E sei te onot non ma saup ai te nom a toto na suu ee?” 
MAT.19.26	Jisas matoong fatoobing naa to tsuri sa biny rari, “A mes te gim non ma onot, sai ten Gov, Ayei onot non ma kat a fo mamatsiny ka.”
MAT.19.27	Ai Pita tsue to na ka ten Jisas, “Tagaa, mam naus osing a fo mamatsiny ka tsumam mam atou vovou Manyi. A saa te nai nom romam na?” 
MAT.19.28	Jisas tsue to tsuri, “Nyo tsue faman of maromi, te nai gum non a Guei Tsoiny te Bobot e Gov sa ruak iny Mes me tan tagan siinaiv Tsuan tana Waan Ya na foun, ami na ina safunuu ana ina fuan to te vovovou Varonyo nai gum kanem marom tana fo tagan tsuam, mi te kat vaatsuk tana safunuu ana ina fuan a vun tana taa Isrel. 
MAT.19.29	Ai tsuri to te faaman Vanyo ser naus osing a fo numaa tsuar, an fuainy famuinyasiny ge fafiner, an tamar min tsinar, ana fo guei tsuri ana fo tanun kan tsuri, tana saa, ri vovou Vanyo, nai nom ror a foka fis non a natus ka te naus osing mi ri, ana ri te nai nom kainy a toto na suu. 
MAT.19.30	Sai tsurin vainy te kaa miror asangan karap tovei roman nai nom ror asangan kakaii, ana rin vainy te gim ror ma kaa men asangan nai nom ror asangan karap tan nainy vou.”
MAT.20.1	“A Waan iny Gormirmir te faarei non taman tanun te toomat fi naa ya tana voinyvoiny ovei ma nom ir yan vainy binun er binun of towan tanun wain tsuan. 
MAT.20.2	Ayei fatangan ma foiny ir yan vainy binun a isen a tarobong, foiny nan sen nainy, ya jiats ratuari ma nai binun tanun wain tsunia. 
MAT.20.3	Ya naa fatabin fi nato tana tuan tana sia na kilok, ya tagei ton mes vainy tsutsun ror sikia ta binun. 
MAT.20.4	Ana ya vegiau of ratuari, ‘Mi kan ma nai binun of vanyon tanun wain tsonyo, nyo te foiny mami na foiny a rof.’ Ri naa bus rato. 
MAT.20.5	Tana safunuu ana fuan a kilok, ya tabin to tana tuan, a tou san ir ta mes iny binun, ai tana fopis a kilok ya tabin pis to. 
MAT.20.6	Nuaf tageer, sisiruiny nom a ngim a kilok ya tabin pis fi to tana tuan ya tagei ton mes vainy tsutsun kaner raror na aya. ‘Kat fei sam kaakaa babainy rom ei, a sikia ta binun?’ te rangat finy rari ya. 
MAT.20.7	Ri biny towa ser tsue na ka, ‘Tana saa a sikia ta mes ma foiny mamam.’ ‘Rof non, kuar yam, am binun of vatuanyon tanun wain tsonyo’, tsue fi ya tsuri.
MAT.20.8	“Te ananerof busen taman tanun tsue of to na tatagaa ot tsuan, ‘Fikoo ir vainy binun nyi te foiny rari, tanik tan vainy binun te naa fatouraf naa, nyi te nai fafakap naa tan vainy binun te tanik tan tatanik nana binun.’ 
MAT.20.9	Vainy binun tanik tana ngim a kilok nom a foiny tsuar onots a isen a tarobong. 
MAT.20.10	Ana rin vainy binun te tanik faamuan nai nom mito na foiny tsuar, ri pon ma nom fapaas; sana ri kan nom senviir foiny a isen a tarobong tan isiseiny mes. 
MAT.20.11	Ri nom foiny tsuar ana ri peits iny to na taman tanun. 
MAT.20.12	Ri tsue to, ‘Vainy binun te binuiny a isen a aua tsun, ana mam siiva me na binun tan sen nainy urung tana nuaf a fisikii, ana nyi foiny ratuarin senviir foiny fiisen mamimam!’
MAT.20.13	“Taman tanun biny to na isen tsurin vainy binun sa tsue na ka, ‘Vaatau tsonyo, nyo gima kat fiiring manyi, fiisia, ara gima fatangan iny a isen na tarobong a foiny nan sen nainy? 
MAT.20.14	Nom a foiny tsuam nyi te naa. Nyo pon ma foiny ir vainy binun te binun fatouraf senviir foiny te faan im. 
MAT.20.15	Fiisia, nyo sikia ma onot ma vovou iny mangiir tsonyo tana painy moni tsonyo fatoobing? Ge nyi fitsufainy rom, tana saa, anyo koma rof rarou a vainy?’”
MAT.20.16	Ai Jisas fakap ton vegiau tsuan sa tsue, “To tsuri to te vovovou ror, nai mumua eraror, ai tsuri to te mumumua ror nai vovou eraror.”
MAT.20.17	Te taataan fi naa Jisas Jerusalem, Ya mei nato na ina safunuu ana ina fuan a matisian Tsunia tatangin sa vegiau fiisen tsun ramiri. 
MAT.20.18	Ya tsue to, “Nongon yam, ra naa fi ror Jerusalem, ana Guei Tsoiny te Bobot e Gov sa ruak iny Mes me naa fi non nimar tsunaun tan tsoiny faakor tana taa Jiu an tsoiny fifaatsuts tan Faun te kirkir iny e Moses. Ri nai sigainy ror Ya ma atsuiny famat ari Ya. 
MAT.20.19	Ana ri te faan iny naa Ya tan mes a vainy kaner sikia ma taa Jiu, er tsue taring iny Towa, ri te rapits Ya ana ri te tapaar iny Ya tana pagafuan ai tan fafofopis nan nainy Ayei nai tsun fatabin enanon.”
MAT.20.20	Ai tsinar guei tsoiny ten Sebedi naa to ten Jisas fiisen ramen guei tsoiny tsunia, ya fatukun to matan Ya ana ya sing to ten Jisas.
MAT.20.21	“A saa te komainy rom anyi na?” te rangat finy ya Jisas. Ana ya biny Towa, “Tsue faarof ana ina fuan a guei tsoiny tsonyo te nai gum fiisen mami Nyi, isen tan panainy matou ana mesmes tan nimainy keeruk to te faarei rom Anyi na Aatouf.”
MAT.20.22	“Mi sikia rom ma natiny a ka te rangat iny romi,” te tsue fi Jisas tsuri. “Mi onot rom ma jiu iny a gotan iny saraa kamits to te jiu iny Ronyo?” Ri biny Towa ser tsue na ka, “Mam onot rom.”
MAT.20.23	“U man, mi nai jiu kan nats rom tana gotan iny saraa kamits Tsonyo,” te tsue fi Jisas, “san tana tou gum tan nimainy matou ana mesmes tan nimainy keeruk a sikia ma ka Tsonyo ma faan im, a pan to aya e Tamanyo tsun tsivon te faan iny non ya tsurin vainy te nai kakouiny onots Ya.”
MAT.20.24	Te nongoiny a ina safunuu na matisian a ka to, ri sewaar iny ton mumuinyasiny to. 
MAT.20.25	Ai Jisas fikoo faavots ratuari sa tsue, “Mi natem fuainy tsunaun kaa miror a parits fis ror vainy babainy an fuainy tsoiny mumua te vakek rarori tan vovou iny vegiau tsuri. 
MAT.20.26	Kat to aya ma ruak vaare fapoopoan namami a sikia ma sanaan nan ya. Ta isen tsumi te komainy karap non, ayei ma faarei me na tsoiny toukuar tsumi faavot, 
MAT.20.27	an ta isen tsumi komainy non ma mumua mami, ayei ma faarei me na tsoiny binun babainy tsumi, 
MAT.20.28	faarei non a Guei Tsoiny te Bobot e Gov sa ruak iny Mes me, gima naa me ma kat a vainy a binun iny faakouts Ya, a sikia, Ayei te naa me ma kat Ya na binun iny faakouts ir a vainy faavot, ma faan iny Ya na Tsivon a mat to, a faarei to na pats ma puruur ravainy Ya na vainy a kinai te kaa ror tana numaa iny kotskots tan aveto.”
MAT.20.29	Te naus osing naa ri na ngats fan iny Jeriko, an tagin tsian fiisok vovou iny to Jisas. 
MAT.20.30	Ina fuan a mes a mata kio to te gumgum tatangin a sanaan nongon te naa fi me Jisas, ana ri tanik iny kuu bus rato, “Tsubnaain ten Devit! Tagtag mamimam Tsunaun!”
MAT.20.31	Ri na gum iny vainy tsue ets'ets ratuari, “Vanumui yam.” Sana ri kuu fatsian pis to, “Tsubnaain ten Devit! Tagtag mamimam, Tsunaun!”
MAT.20.32	Ai Jisas tsutsun to sa fikoo rari sa rangats rari, “A saa te komainy romi ma kat Anyo tsumi na?” 
MAT.20.33	Ri biny Towa ser tsue na ka, “Tsunaun, mam komainy marom Anyi ma tsipaar mata mamam kio!”
MAT.20.34	Jisas reesik fiisok rari, Ya saras to na mata rari; sen tsun ana ri tagaa bus rato, ana ri vovou iny naa Towa.
MAT.21.1	Te naa fasiruu naa ri tana ngats fan tsian iny Jerusalem, ri ruak to tana ngats fan iny Betpeits panan a Tobeer iny Oliv, Jisas fakuar ra naa na ina fuan a matisian sa tsue of rari, 
MAT.21.2	“Kuar yam tana fan naa to aya mata mami, mi sab rom a isen a dongki tang iny ari ana tsunei dongki kan. Puruur ir yam am mei ramituari nei Tsonyo. 
MAT.21.3	Te rangat fi maromi ta mes tsue of yam, ‘A Tsunaun kaa minon a binun tsuri’, ana Ayei nai faan veesau iramirori.”
MAT.21.4	A ka to te ruak san vegiau te pokei me na kuigin muan ruak iny man ovei nato,
MAT.21.5	“Tsue of ir vainy Jerusalem, ‘Tagaa, a Aatouf tsumi te naa minon tsumi, Ayei fauf a tsivon ana Ayei gum minon tounon a dongki, ayei na tsunei dongki, a guei tana dongki.’” 
MAT.21.6	An matisian naa famumua naa to, ri kat to na foka te tsue of rari Jisas. 
MAT.21.7	Ri mei me na dongki na tsinan ana tsunei dongki kan, ri ban iny fo vau tsuar tounor dongki, ai Jisas gum to tana tsunei dongki. 
MAT.21.8	A vainy a kinai ban iny a fo vau tsuar sanaan, ana mesapan tsuri tek miton fo paura ratsuu ser ban iny ya sanaan. 
MAT.21.9	Rin vainy te taan famumua naa ten Jisas ana ri na mesapan vovovou iny Ya tanik iny kuu bus rato,
MAT.21.9	“Saup fatabin mamam yam, tsubnaain ten Devit!
MAT.21.9	Gov faparits marom Anyi te naa mirom tana asangan a Tsunaun!
MAT.21.9	Saup fatabin mamam yam roman, Anyi na Gov a tsigtsig!”
MAT.21.10	Te sof fi naa Jisas tana ngats fan tsian iny Jerusalem ana vainy a kinai kaakaa to na aya fakakarian ri rangat to, “E sei to aya ee?” 
MAT.21.11	“E Jisas a kuigin, Ayei a Guei Nasaret tana gum fan iny Galili,” te biny fi rari na vainy.
MAT.21.12	Jisas sof naa gagon tana aunon nana saape ana Ya jiaats vavagen rato na vainy te fafiifoiny iny a fo mamatsiny ka tsuar koman a saape, ana ri kan foiny ir fo mamatsiny ka. Ya kof raton taran tan vainy papangis moni ana Ya kof kan raton fo gumgum tana vainy te fafiifoiny iny baanus. 
MAT.21.13	Ana Ya tsue to tsuri, “Te kirkir en tan Vegiau Ten Gov, Gov te tsue,
MAT.21.13	‘Numaa Tsonyo koo rori na numaa iny fafaakats,’ 
MAT.21.13	‘Sana mi kat faarei ya na puts iny takop tan vainy kakabuts!’” 
MAT.21.14	Rin mata kio an mou ra pengong naa me Tsunia koman a saape ana Ya tsipaar ratuari. 
MAT.21.15	Ana rin tsunaun tan tsoiny faakor an tsoiny fifaatsuts tan Faun te kirkir iny e Moses sewaar to te tagei ari na fo mamatsiny ka iny faatok to te kat e Jisas ana rin guei kakaii kuu to koman a saape, ri tsue to na ka, “Saup fatabin mamam yam, tsubnaain ten Devit!”
MAT.21.16	Ana rin tsunaun tan tsoiny faakor an tsoiny fifaatsuts tan Faun te kirkir iny e Moses tsue to ten Jisas, “Nyi nongoiny rom a ka te vevegiau iny rori?” Jisas biny ratuari sa tsue na ka, “Eye, Nyo nongon you. Mi sikia ma gogosias vaarik vegiau tan Vegiau Ten Gov to?
MAT.21.16	‘Gov fafaatsuts ir guein kakaii an meran ma variri faarof ari.’” 
MAT.21.17	Jisas naus osing ratuari ana Ya naus osing to na ngats fan tsian Jerusalem sa naa fi en tana ngats fan iny Betani, ana Ya kaa enato tana voiny.
MAT.21.18	Te fatabin fi mi Ya tana ngats fan tsian tana voinyvoiny, Jisas ves nato. 
MAT.21.19	Ya tagei ton nau, u Fig, tatangin a sanaan ana Ya naa fi nato tsunia, sana sikia tu fua, u noun tsun. Ana Ya tsue to tan Fig, “Nyi gim pis rom ma nai fua on nats!” sen tsun an Nau Fig to maas bus nato.
MAT.21.20	Rin matisian tagei a ka to ri fakakarian to, “Kat fei san Fig to ayei maas veesau tsun enato ei?” 
MAT.21.21	Jisas biny rari sa tsue, “Fakats yam a ka to! Te faason romi, ana mi na sikia tu vaa'ets, mi onot kan rom ma nai kat a ka to, te kat Anyo tan Fig to: sikia ma kaa tsun to aya, mi onot kan rom ma tsue of a tobeer to, ‘Tasas nyi te nai ruk em namaan,’ ana ya te tasas. 
MAT.21.22	Te faason romi, mi nai nom rom a ka te rangat iny romi tan faakats.”
MAT.21.23	Jisas tabin fatabin me koman a saape; te fafaatsuts Ya, rin tsunaun tan tsoiny faakor an tsunaun tana vainy naa mito Tsunia, ri rangats Towa, “Saf gumgum Tsumanyi to na to Tsumanyi kat rom fo mamatsiny ka to na? Sei faan Manyin gumgum to ee?”
MAT.21.24	Jisas biny ratuari, “Nyo kan rangat maromin sen tsun rangat, te biny faarof fi Varonyo mi, Nyo te tsue of mamin saf gumgum to te kaa Mironyo na iny kat a fo mamatsiny ka to. 
MAT.21.25	Mi ma tsue of Vanyo, a tou fapeenan ten Jon, fei te nom e Jon gumgum iny fapeenan ei, poo fi me ten Gov ge tana mes?”
MAT.21.25	Ri tanik iny fatsitsien bus rato fapoopoan narari, “A saa te tsue rora na? Te tsue fi rora nei, ‘Te poo fi me ten Gov,’ ana Ayei te tsue na ka tsura, ‘Kat pas fei, sam gima faamainy e Jon ei?’ 
MAT.21.26	Sai te tsue fi rora nei, ‘Te poo me tana mes,’ ara oraav rora vainy tana ta ka te kat nats rori, tana saa a vainy te faamainy e Jon ayei na kuigin faman.” 
MAT.21.27	Ana ri biny to Jisas, “Mam gim rom ma nat.” Ana Ya tsue to tsuri, “Nyo kan gim rou ma tsue of mamin saf gumgum Tsonyo iny kat a foka na.”
MAT.21.28	“Saf fakats tsumi na? Te kaa me na mes ana ya kaa mito na ina fuan a guei tsoiny. Ya naa to tana karap narari ya tsue to, ‘Guei tsoiny tsiau, kuar nyi te binun tan tanun wain roman.’ 
MAT.21.29	‘Nyo baainy you,’ te tsue fi ya, ai vou ya reesik to sa kopis fakats tsuan, ya naa to tana tanun wain. 
MAT.21.30	Ana taman naa of to na mesmes a guei tsoiny sa tsue of yan senviir vegiau. ‘Eye, tamau,’ te tsue fi ya, sana ayei gim to ma naa. 
MAT.21.31	E sei tana ina fuan to ari te manaats e taman ee?” Ri biny Towa ser tsue na ka, “A vaamuan.”
MAT.21.31	Jisas tsue to tsuri, “Nyo tsue of maromi na ka to, rin vainy nonom takis an vainy tsitsikoor to te reesik ser kopis fakats tsuar naa faamuan eraror tsumi tana Waan e Gov, 
MAT.21.32	tana saa, Jon a Tsoiny Fapeenan naa me tsumi sa faatok mami na sanaan a tavaron, sana mi gim to ma faamainy ya; san vainy nonom takis ana rin tsitsikoor takopis ri faamainy towa. Kainon te tagei finy ami na ka to ana mi gim kainy to ma reesik, mi te takopis tan fakats tsuam am faamainy towa.”
MAT.21.33	“Nongon yam tan mes tsue fapapaar to,” te tsue fi Jisas. “Te kaa me na taman tanun, ya reev ton wain tanun tsuan, ana ya aunoiny faafis ton tanun Gereip tsuan, kats to na gaguur iny memedak fua nan ngits Gereip, ana ya fatsuiny to na tovaar a nai jias, a pan tan tsoiny bei ot ma tagaa ri tan vainy kakabuts. Ana ya foiny ton tsoiny tatagaa ot iny tanun Gereip tsunia, er binun tanun of towa, ana ya naa enato tana mes a fan kanen veevian. 
